Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
8340	-3286.709	-3295.573	8.863928	2.511625	0.1888603	0.0283457	0.0216843	0.0606403	0.021104	0.0333606	0.0973324	0.08047	0.0368457	0.0239472	0.0159898	0.0573805	0.0398267	0.0306936	0.0208709	0.0308564	0.08941316	0.0165164	0.529645	0.00361702	0.0103005	0.435281	0.00464034	6.602895	0.1472066	-3.478411	0.000353474	0.0276063	0.353965	3.61808	0.263788	0.32245	0.126476	0.287285	0.2366197	0.622123
8350	-3297.35	-3305.162	7.812078	2.885816	0.1714874	0.0213618	0.0117683	0.0532853	0.0174685	0.0578685	0.0845449	0.0524305	0.0414599	0.0323665	0.0273125	0.0132896	0.0625982	0.0424599	0.0571036	0.0447165	0.07663788	0.0173909	0.420311	0.00445313	0.00522996	0.546327	0.00628778	8.101314	0.02983385	-3.107413	0.000168449	0.0191124	0.305302	3.67542	0.300511	0.29405	0.154931	0.250508	0.1064717	0.2802044
8360	-3286.689	-3298.899	12.20981	2.613198	0.1737223	0.0377437	0.0176568	0.0361485	0.0270712	0.0303954	0.052299	0.0430026	0.0252469	0.0297213	0.0435568	0.0189364	0.0537457	0.0397325	0.0963282	0.03614848	0.02576545	0.0101275	0.486629	0.000911377	0.019029	0.468656	0.0146466	8.55582	0.03752939	-3.32012	0.000186851	0.0201221	0.311712	3.66798	0.286113	0.301865	0.137045	0.274978	0.06329484	0.5929298
8370	-3292.509	-3301.574	9.064963	3.11201	0.1633963	0.0218471	0.0183347	0.0450325	0.0115736	0.0278855	0.0656939	0.0419602	0.0322902	0.0260406	0.0137604	0.0111616	0.0523033	0.0415577	0.127853	0.03374127	-0.03991229	0.0108482	0.486156	0.00565918	0.026952	0.4682	0.00218507	6.773141	0.1177311	-3.389034	0.000113013	0.0156743	0.281763	3.70245	0.30612	0.292219	0.140956	0.260705	0.07781879	1.512888
8380	-3284.802	-3298.746	13.94405	3.006006	0.2270451	0.0268407	0.0192517	0.0270039	0.0073127	0.0342328	0.0667498	0.0491451	0.0292872	0.0176215	0.0385727	0.0216117	0.0251232	0.0383311	0.036772	0.02642118	-0.09279832	0.0196276	0.54326	0.00618266	0.00396814	0.424278	0.0026834	7.939523	0.1276807	-3.633589	0.00120873	0.0506889	0.450516	3.49759	0.2795	0.323212	0.130155	0.267133	0.03488236	3.660322
8390	-3295.19	-3309.417	14.22693	3.354553	0.2084002	0.0418507	0.0248476	0.0507657	0.0066151	0.0112054	0.055909	0.0458575	0.0247473	0.0234859	0.0473486	0.0237723	0.0189358	0.044457	0.0275871	0.02867482	-0.03552495	0.0187107	0.54004	0.00344676	0.013341	0.421764	0.0026969	6.326693	0.03586072	-3.551736	0.000701638	0.0387578	0.405224	3.55532	0.279028	0.288384	0.128452	0.304135	0.0003357663	106.8026
8400	-3294.894	-3302.902	8.008052	3.574059	0.192877	0.0506805	0.0250036	0.0508252	0.0152333	0.0133625	0.0650627	0.0452657	0.0213514	0.0166134	0.0203265	0.0100176	0.0647543	0.0818274	0.0322609	0.02506343	-0.01302165	0.0143434	0.481536	0.00643197	0.0104479	0.483563	0.00367809	8.015017	0.1481354	-3.686346	0.000411628	0.0297699	0.364813	3.60501	0.29606	0.291183	0.141945	0.270812	0.1351138	1.096375
8410	-3289.442	-3301.567	12.12575	3.117555	0.1537515	0.0325428	0.0157913	0.0577437	0.01896	0.0444997	0.0568844	0.0637292	0.05513	0.0303149	0.0346962	0.0325787	0.0267647	0.0385867	0.0279875	0.03747536	0.1642013	0.0161519	0.455532	0.00464755	0.00598729	0.507806	0.00987546	8.715093	0.00821385	-3.284072	6.64676e-05	0.0120376	0.253111	3.73479	0.29959	0.312943	0.128493	0.258974	0.1724152	0.04763995
8420	-3289.99	-3296.621	6.630897	2.568548	0.1455468	0.0311799	0.0217029	0.0332675	0.0191325	0.044059	0.0455413	0.0684965	0.0839382	0.0126023	0.0438012	0.0498406	0.0509435	0.0570527	0.0246245	0.0291155	0.312696	0.0172068	0.51578	0.00210402	0.00298525	0.460269	0.00165564	10.4415	0.05308256	-3.536484	4.00317e-05	0.00935252	0.228355	3.76225	0.31643	0.292701	0.12492	0.265949	0.3657785	0.1451221
8430	-3289.656	-3300.729	11.07323	2.292873	0.1786261	0.0290669	0.0301358	0.0383734	0.0259699	0.0355337	0.052752	0.0289359	0.0437992	0.0161179	0.0212662	0.0551115	0.105943	0.055315	0.0465028	0.03480276	-0.1649898	0.0175127	0.51988	0.00851302	0.00764363	0.438703	0.0077478	6.922352	0.2095522	-3.358058	0.000232452	0.0224257	0.325628	3.65171	0.275449	0.31354	0.121321	0.28969	0.0445624	4.702443
8440	-3290.904	-3300.282	9.377703	2.576166	0.2217329	0.024746	0.0225987	0.0364403	0.0321334	0.0694973	0.0364994	0.0345579	0.0496854	0.0178754	0.0590629	0.0352471	0.101738	0.0623869	0.0582789	0.05511337	-0.03541085	0.0173112	0.575186	0.0103422	0.00881077	0.379778	0.00857204	5.731952	0.08275914	-2.898363	0.00104493	0.0471783	0.437973	3.5138	0.282713	0.3073	0.143093	0.266893	0.04734829	1.74788
8450	-3295.305	-3302.605	7.299617	2.514116	0.2080745	0.0501135	0.0278528	0.0732122	0.0212941	0.0583949	0.0938128	0.0834555	0.0440073	0.0214709	0.0617316	0.0114795	0.030728	0.0633386	0.0674293	0.04580666	0.1782635	0.0120754	0.493564	0.0115321	0.0108965	0.469683	0.00224908	5.134513	0.01138614	-3.083326	0.000694399	0.0385597	0.404401	3.55635	0.272501	0.331783	0.131856	0.26386	0.1896496	0.06003777
8460	-3290.532	-3299.609	9.07761	2.591122	0.2197428	0.0372272	0.0278528	0.0506911	0.0259999	0.0327769	0.130526	0.0781592	0.0497543	0.0156062	0.0271909	0.0179086	0.0828931	0.0716828	0.034443	0.0483846	0.04561764	0.00930409	0.52478	0.0115352	0.0200079	0.431181	0.00319185	5.028775	0.01372066	-3.028574	0.000987649	0.0458847	0.4332	3.51993	0.302821	0.311216	0.131995	0.253968	0.0593383	0.2312277
8470	-3299.305	-3305.237	5.931387	2.726323	0.2207693	0.0345706	0.0247413	0.104914	0.0151656	0.0380282	0.116266	0.11188	0.0733543	0.0161299	0.0292807	0.0280621	0.0366436	0.0400004	0.0885501	0.05735284	0.005358468	0.01283	0.414774	0.0126268	0.0185496	0.539295	0.00192397	4.607899	0.0130976	-2.858533	0.00101692	0.0465504	0.435667	3.51677	0.278265	0.33341	0.141084	0.247241	0.01845606	0.7096636
8480	-3299.282	-3304.097	4.814308	3.10302	0.1528493	0.0285933	0.0397655	0.0908968	0.0298289	0.0216447	0.119967	0.0428458	0.0432592	0.0205528	0.0292807	0.0410575	0.0222909	0.0516127	0.153224	0.05067035	0.05378753	0.0133197	0.540737	0.00315384	0.00621593	0.434586	0.00198729	8.281234	0.06129033	-2.982414	6.30313e-05	0.0117238	0.250403	3.73781	0.307486	0.310347	0.13029	0.251877	0.1150779	0.5325988
8490	-3299.542	-3303.98	4.437604	2.908396	0.153174	0.0275627	0.0254821	0.0356575	0.026276	0.0263881	0.047966	0.0280765	0.0470562	0.00808294	0.115058	0.0541764	0.0429111	0.0251708	0.0590936	0.03012123	0.1111518	0.0110545	0.56341	0.00491989	0.00185709	0.417782	0.000976458	17.26901	0.1576299	-3.502525	6.42518e-05	0.0118363	0.251378	3.73672	0.264459	0.317585	0.145809	0.272147	0.2687817	0.5864607
8500	-3284.657	-3297.987	13.32951	3.349047	0.1764011	0.0224169	0.0222078	0.0389545	0.0174984	0.0342495	0.0429902	0.0307948	0.0345194	0.0133939	0.0195574	0.0198163	0.0162994	0.0207075	0.0390436	0.03142755	-0.2426329	0.0144396	0.543608	0.00503874	0.0084617	0.427412	0.00104009	12.84082	0.2942501	-3.46007	0.000210843	0.0213657	0.31934	3.65908	0.276102	0.310108	0.141769	0.272021	0.05161715	5.700626
8510	-3284.577	-3297.591	13.01407	3.350912	0.1520718	0.0202817	0.0170137	0.0306502	0.01929	0.0333886	0.0321325	0.0576176	0.0391114	0.0124387	0.0420544	0.0266134	0.0243892	0.0311418	0.00703056	0.02752293	-0.09009892	0.00722311	0.514891	0.00768273	0.00304682	0.466752	0.000404055	14.2447	0.1219784	-3.592736	6.01822e-05	0.0114571	0.248067	3.74042	0.281768	0.288864	0.142601	0.286766	0.03187944	3.826239
8520	-3289.351	-3302.508	13.1562	3.350912	0.166313	0.0233669	0.019619	0.019645	0.0255651	0.0275517	0.0470744	0.0742679	0.0260939	0.0163349	0.0349802	0.0201555	0.0112007	0.043249	0.0111208	0.02790539	0.2241809	0.0125556	0.492136	0.00896191	0.00177156	0.479975	0.00460043	8.197666	0.0364141	-3.578935	0.000131089	0.0168738	0.290306	3.69269	0.318134	0.287896	0.147673	0.246297	0.260595	0.1397345
8530	-3287.002	-3296.012	9.009905	3.444377	0.1851629	0.0325009	0.0172267	0.042994	0.00908997	0.0170302	0.0622085	0.0871542	0.0159837	0.0230906	0.0723753	0.0278304	0.0170073	0.0522718	0.021968	0.03058672	0.1035061	0.0114119	0.605046	0.00548011	0.00585851	0.369292	0.00291132	9.957627	0.05158235	-3.487189	0.000305439	0.0256783	0.343841	3.63018	0.290895	0.322067	0.114686	0.272353	0.1550884	0.3325996
8540	-3285.506	-3300.246	14.73924	4.035352	0.1843211	0.0247953	0.0173678	0.0349289	0.0187515	0.0380756	0.044928	0.044072	0.0328717	0.0128957	0.0569502	0.0140848	0.0211512	0.0339767	0.034657	0.03140798	-0.03292995	0.0144253	0.454178	0.00708849	0.0106475	0.509722	0.003939	9.0971	0.04575461	-3.460693	0.000295206	0.0252481	0.341517	3.63294	0.299791	0.325205	0.122642	0.252362	0.01282466	3.567706
8550	-3291.816	-3298.678	6.861852	3.491919	0.1644703	0.0418874	0.0160955	0.0307826	0.025822	0.0595054	0.0587821	0.0222587	0.0372396	0.00643283	0.0115502	0.0269063	0.0342237	0.0557038	0.102225	0.02964	-0.01680399	0.010655	0.446673	0.00602295	0.00247693	0.522473	0.0116995	9.831189	0.1110171	-3.51863	0.000119433	0.0161107	0.284916	3.69885	0.295208	0.30338	0.138052	0.26336	0.09421308	1.178362
8560	-3289.388	-3297.77	8.382462	3.377089	0.1903378	0.0299656	0.0148445	0.0247233	0.03306	0.0761446	0.050175	0.0674764	0.0528574	0.0217135	0.0402303	0.0269063	0.0547884	0.073449	0.0154605	0.04393697	0.1413531	0.0112752	0.509014	0.00343793	0.023676	0.446711	0.00588588	8.053954	0.04185822	-3.124999	0.000374123	0.0283939	0.357974	3.61326	0.293667	0.307628	0.129254	0.26945	0.1832113	0.2284697
8570	-3301.576	-3304.195	2.619177	2.773118	0.1711462	0.0311783	0.0320255	0.0317048	0.0152673	0.0579548	0.0743539	0.0466188	0.050726	0.0137854	0.00348684	0.0732592	0.0385451	0.073449	0.0316962	0.03084346	0.281251	0.0115548	0.58513	0.01396	0.00624627	0.382625	0.000484392	7.49511	0.04664794	-3.478831	0.000165765	0.0189605	0.30432	3.67655	0.302226	0.285608	0.139771	0.272395	0.327899	0.1422631
8580	-3285.531	-3296.34	10.80904	2.666434	0.217485	0.0276565	0.0316492	0.0757145	0.029702	0.039718	0.0668058	0.080894	0.0541618	0.0102136	0.0260378	0.0203481	0.0656781	0.0543079	0.0409608	0.04721438	0.02716177	0.0151317	0.485136	0.00936056	0.00909341	0.480665	0.000612695	4.805885	0.008245033	-3.053057	0.000925302	0.0444321	0.427736	3.52691	0.306266	0.287501	0.131772	0.27446	0.0354068	0.2328658
8590	-3293.165	-3305.36	12.19478	2.26498	0.1752471	0.0382077	0.0226261	0.0683838	0.0332386	0.04777	0.125435	0.0649405	0.062727	0.0277754	0.0285995	0.0156014	0.0331553	0.0473132	0.051368	0.0395851	0.05288327	0.0164217	0.427216	0.00727276	0.0195111	0.528186	0.00139238	4.33068	0.001988776	-3.229303	0.000200242	0.0208255	0.316061	3.66291	0.275757	0.304051	0.161294	0.258898	0.05487205	0.03624389
8600	-3290.878	-3298.723	7.844503	2.21887	0.1599541	0.0431815	0.0329917	0.101512	0.021128	0.0375075	0.146507	0.0814814	0.0676716	0.0194751	0.0259343	0.0372342	0.023314	0.0493415	0.0314337	0.04823445	-0.1003666	0.010726	0.544313	0.00699077	0.0132821	0.423711	0.000977002	4.746455	0.1751037	-3.031682	9.42008e-05	0.0143177	0.271604	3.71398	0.308782	0.313798	0.112687	0.264734	0.07473711	2.342929
8610	-3293.51	-3297.023	3.513309	2.277239	0.1580694	0.054784	0.023332	0.0660856	0.0407235	0.0444083	0.0867368	0.0495123	0.0648636	0.0271383	0.104519	0.0403304	0.017656	0.121769	0.01264	0.04073408	0.1272432	0.0116072	0.469709	0.000719454	0.0071692	0.506173	0.00462223	11.69678	0.05316925	-3.20069	8.49761e-05	0.0136024	0.266008	3.7203	0.304041	0.287715	0.14694	0.261304	0.1804125	0.2947094
8620	-3284.677	-3295.72	11.04223	2.22999	0.2114996	0.0379106	0.0324251	0.0417554	0.0285092	0.0969857	0.0611235	0.0200095	0.0471044	0.0183042	0.0360568	0.0398958	0.031283	0.0342639	0.0285054	0.03947416	-0.2624361	0.0130939	0.59976	0.00153875	0.0133696	0.37033	0.00190735	13.63042	0.2716192	-3.232109	0.000773168	0.0406618	0.412999	3.54557	0.28544	0.309226	0.124892	0.280441	0.009183163	29.57796
8630	-3296.25	-3300.824	4.574385	2.317003	0.158164	0.0490196	0.0282017	0.0512313	0.0654202	0.0905553	0.0825453	0.0387153	0.0395297	0.0329973	0.0360568	0.0663343	0.0570815	0.0204862	0.0217995	0.05919357	-0.2025884	0.0125734	0.599732	0.0012233	0.00749827	0.374597	0.00437541	18.1794	0.2449871	-2.826942	8.54222e-05	0.0136379	0.26629	3.71999	0.298338	0.302542	0.129928	0.269193	0.04239862	5.778184
8640	-3299.817	-3304.409	4.591409	1.952117	0.1541983	0.0418851	0.0618117	0.0627928	0.106752	0.0696291	0.068833	0.121252	0.0498048	0.0254327	0.0711801	0.0537357	0.0725486	0.0364821	0.06902	0.06998891	-0.2402491	0.0153969	0.445516	0.000344894	0.00537037	0.527567	0.00580437	8.067781	0.2443218	-2.659418	6.82224e-05	0.0121947	0.25445	3.73329	0.287889	0.283324	0.14632	0.282467	0.004072709	59.99
8650	-3297.282	-3298.981	1.699068	2.07892	0.1731726	0.0468111	0.0286553	0.0502981	0.0926446	0.0801047	0.0865191	0.100307	0.0537406	0.0295541	0.158815	0.0150847	0.0669297	0.0341847	0.127543	0.05910165	-0.04854527	0.0139801	0.48728	0.000252005	0.00209694	0.47902	0.0173712	6.811757	0.09095812	-2.828496	0.000182192	0.0198714	0.310139	3.66981	0.29613	0.319833	0.121952	0.262085	0.04241285	2.144589
8660	-3294.452	-3299.684	5.231745	2.157331	0.1709385	0.0296916	0.0229841	0.0426299	0.112508	0.0589063	0.0562273	0.0457725	0.0507805	0.0272743	0.0367772	0.0167962	0.15052	0.0736597	0.0431085	0.05212377	0.132492	0.0159112	0.506921	0.00214229	0.00210813	0.464558	0.00835973	9.315347	0.0235521	-2.954134	0.000164146	0.0188683	0.303721	3.67725	0.28005	0.323913	0.137674	0.258364	0.1560441	0.1509323
8670	-3301.147	-3300.981	-0.1659393	2.353291	0.1923127	0.0473413	0.0218672	0.0589621	0.0350759	0.10088	0.111439	0.0223156	0.108458	0.0303877	0.037651	0.0168478	0.0328127	0.187196	0.0144683	0.05544298	-0.178188	0.0173016	0.45557	0.00758813	0.000313639	0.515279	0.00394754	16.7327	0.1895438	-2.8924	0.00040307	0.0294617	0.363299	3.60684	0.293461	0.294607	0.150823	0.261109	0.0113558	16.69136
8680	-3299.663	-3299.378	-0.2841422	2.407169	0.176392	0.0210656	0.0316603	0.0549421	0.0657964	0.129826	0.0749004	0.106263	0.123843	0.0177215	0.0341625	0.0519567	0.0636609	0.19239	0.0518379	0.07678006	0.08425361	0.0129535	0.415553	0.0091857	0.00273998	0.550243	0.00932508	5.51662	0.05061928	-2.56681	0.000210757	0.0213614	0.319314	3.65911	0.310104	0.290943	0.145959	0.252994	0.1348729	0.375311
8690	-3304.68	-3307.275	2.594345	2.939702	0.1556762	0.021276	0.0394567	0.0689741	0.030541	0.0883044	0.114833	0.138021	0.0990958	0.0139442	0.0341625	0.0185553	0.130279	0.0677383	0.051107	0.05581704	-0.004517913	0.00796483	0.55185	0.0010383	0.013126	0.420128	0.00589203	4.087753	0.08844246	-2.885676	7.42844e-05	0.0127223	0.258873	3.72833	0.315105	0.324593	0.126062	0.234239	0.08392455	1.053833
8700	-3295.777	-3298.961	3.183931	2.539415	0.1728155	0.0433533	0.022536	0.076826	0.0614527	0.149725	0.143008	0.201828	0.10373	0.0261612	0.0405462	0.0695133	0.04176	0.104884	0.0819442	0.07200926	-0.01884641	0.0194528	0.551446	0.00114429	0.00595235	0.419821	0.00218363	3.435404	0.03932116	-2.630961	0.000179212	0.0197094	0.309116	3.671	0.293791	0.296439	0.139576	0.270194	0.02047475	1.92047
8710	-3303.52	-3307.69	4.169905	2.561138	0.2395528	0.0378118	0.033091	0.0653894	0.0134134	0.212635	0.143008	0.11843	0.0707422	0.0175951	0.029365	0.0423821	0.0221615	0.0588327	0.0447897	0.04447913	-0.02139027	0.0324953	0.483028	0.00209219	0.00579892	0.470979	0.00560568	3.9834	0.02363616	-3.112735	0.0016601	0.0592559	0.47893	3.46015	0.30889	0.280212	0.127174	0.283724	0.002245887	10.5242
8720	-3307.754	-3309.499	1.744843	3.395326	0.1675732	0.0568684	0.0141168	0.0627483	0.0294999	0.194147	0.0651602	0.139671	0.0375134	0.0132173	0.0429049	0.0187323	0.0196442	0.0340951	0.0178407	0.04801861	0.1665855	0.0137691	0.430877	0.0115686	0.000813337	0.539672	0.00329978	7.501222	0.008248973	-3.036167	0.000139543	0.0174061	0.293977	3.68848	0.300853	0.311331	0.115489	0.272327	0.1748344	0.04718162
8730	-3296.735	-3301.273	4.537773	2.983466	0.1778688	0.0212679	0.0198984	0.0513221	0.0693993	0.126504	0.0787192	0.136398	0.0525654	0.0169305	0.0713963	0.0293776	0.0649029	0.0755087	0.0621668	0.05675261	-0.1143843	0.00987272	0.466331	0.00262713	0.0189839	0.50111	0.00107446	4.452838	0.143379	-2.869054	0.000224921	0.0220622	0.323492	3.65422	0.316612	0.294169	0.123375	0.265843	0.02899467	4.945013
8740	-3292.301	-3296.953	4.652009	2.660332	0.1757222	0.0367052	0.0206631	0.0552263	0.0668717	0.107401	0.0663621	0.122078	0.0374045	0.0156293	0.0175251	0.0212087	0.0171686	0.0643926	0.0264928	0.04627487	0.02691859	0.0151527	0.519757	0.000787526	0.0150179	0.442505	0.00677942	6.504597	0.1320071	-3.073156	0.000204557	0.0210471	0.317413	3.66134	0.294654	0.300175	0.130835	0.274336	0.1589257	0.8306215
8750	-3297.201	-3297.817	0.6159026	3.347389	0.2267754	0.0374565	0.0168267	0.0479063	0.0457891	0.18394	0.0640395	0.0759894	0.0562085	0.0170609	0.0539651	0.0260912	0.0123218	0.0376646	0.0768832	0.05542223	-0.3956125	0.0218182	0.469254	0.0001356	0.0102701	0.493534	0.00498836	4.689539	0.4399838	-2.892774	0.00120002	0.0505087	0.449886	3.49841	0.292574	0.295479	0.142414	0.269533	0.04437125	9.915966
8760	-3294.799	-3301.406	6.60674	3.074713	0.2052801	0.0391186	0.0144794	0.0479063	0.0250824	0.0877861	0.0644234	0.0660179	0.0230514	0.0194791	0.0394983	0.0639692	0.00716172	0.025357	0.0512974	0.02991842	0.1744456	0.0210462	0.488291	0.000426915	0.00734276	0.472599	0.0102945	8.99754	0.003783659	-3.509281	0.000634427	0.0368761	0.397297	3.56519	0.259716	0.323591	0.145335	0.271357	0.1782292	0.02122917
8770	-3283.739	-3295.564	11.82544	3.074713	0.1865438	0.0253727	0.0214881	0.027459	0.0275836	0.0714703	0.0372003	0.0506265	0.0385104	0.0109176	0.027705	0.0328163	0.0621027	0.0219131	0.0346964	0.03589171	0.08812328	0.0172412	0.477451	0.00573001	0.0089226	0.485577	0.00507873	8.547398	0.06635961	-3.327249	0.000322782	0.0263911	0.347637	3.62565	0.305918	0.288878	0.128227	0.276977	0.1544829	0.4295596
8780	-3287.982	-3296.592	8.610565	2.973803	0.1941809	0.0286113	0.0218716	0.027459	0.0376585	0.0529889	0.0483493	0.0729579	0.0334324	0.0180846	0.0353014	0.0606002	0.028863	0.0490612	0.0389532	0.03238011	-0.4556349	0.0131231	0.508155	0.00340367	0.00687742	0.462022	0.00641843	7.108632	0.4655119	-3.430211	0.000431905	0.0304873	0.368301	3.60078	0.299722	0.282425	0.135381	0.282471	0.009876968	47.13105
8790	-3284.131	-3298.496	14.3641	2.973803	0.1997095	0.026485	0.0243839	0.0314589	0.0222281	0.0365756	0.053094	0.0611014	0.0334324	0.0229411	0.0288157	0.0122728	0.0130836	0.0139741	0.0284643	0.02882484	-0.03270689	0.0148798	0.495747	0.00698775	0.0256225	0.450741	0.00602166	7.686196	0.1698383	-3.546518	0.00052589	0.0336081	0.382899	3.58297	0.308013	0.290125	0.143364	0.258498	0.1371314	1.238508
8800	-3288.096	-3297.31	9.213842	2.822255	0.1773532	0.0340045	0.0211998	0.03447	0.0354333	0.023444	0.0518906	0.0441387	0.0214736	0.0197605	0.0759568	0.0608942	0.0371164	0.0225378	0.0370618	0.02717165	0.06658663	0.00979075	0.563251	0.00999678	0.00435358	0.410682	0.00192658	10.60407	0.1384381	-3.605581	0.000219898	0.0218163	0.322036	3.65593	0.292219	0.31473	0.125964	0.267086	0.2050248	0.6752264
8810	-3287.136	-3297.619	10.48257	2.835182	0.1688714	0.0355501	0.0301723	0.0527222	0.0314433	0.0374647	0.057613	0.042224	0.0447254	0.0157939	0.0308164	0.0437705	0.0298256	0.0522336	0.0353405	0.03417684	0.191912	0.0105515	0.51552	0.00565218	0.00376722	0.462762	0.00174691	11.02303	0.1097925	-3.376207	0.000148678	0.0179631	0.297747	3.68414	0.267429	0.323975	0.138477	0.270119	0.3017045	0.3639074
8820	-3287.36	-3301.135	13.77518	2.825463	0.1841447	0.0350584	0.0270632	0.0409344	0.0277806	0.0249685	0.050911	0.0407345	0.0528117	0.0190028	0.0238443	0.0217606	0.0112314	0.0195449	0.0353405	0.03630058	0.00703431	0.0116304	0.565186	0.00688134	0.0122053	0.395193	0.00890349	7.686466	0.1210909	-3.315922	0.000293094	0.0251584	0.34103	3.63352	0.265796	0.325227	0.131526	0.27745	0.1281252	0.9450981
8830	-3285.405	-3300.869	15.46381	2.70243	0.178836	0.0250033	0.023198	0.0360701	0.0215158	0.0394422	0.0624892	0.0418867	0.0282288	0.0190028	0.0405107	0.0211273	0.0253467	0.0315422	0.0263802	0.03134377	0.1012493	0.0192625	0.559091	0.00582209	0.0140902	0.390932	0.0108028	10.30314	0.01979817	-3.46274	0.000234573	0.022527	0.326219	3.65102	0.29073	0.310237	0.127525	0.271509	0.1210475	0.1635571
8840	-3288.64	-3299.753	11.11336	2.193493	0.2591319	0.0387583	0.0177784	0.0513479	0.0243342	0.046471	0.0517201	0.0308565	0.0407149	0.0328249	0.119899	0.0239631	0.0379151	0.0368261	0.0336086	0.03831024	-0.008997225	0.0181143	0.434791	0.00345693	0.0111041	0.525668	0.00686552	7.084023	0.1545813	-3.262038	0.00256495	0.0733595	0.520352	3.40372	0.287309	0.306013	0.151134	0.255544	0.1455841	1.061801
8850	-3288.52	-3298.916	10.39613	2.31439	0.2052958	0.0485968	0.0340962	0.0488015	0.0188054	0.0459398	0.0660236	0.0499988	0.0580276	0.0167844	0.0455654	0.0413727	0.0388605	0.120583	0.0436604	0.04389296	-0.006878396	0.0132366	0.512037	0.00715846	0.022155	0.441131	0.00428226	6.075641	0.05843369	-3.126001	0.000634752	0.0368854	0.397337	3.56514	0.282761	0.300581	0.132678	0.28398	0.05155529	1.133418
8860	-3295.16	-3302.747	7.586696	2.304128	0.1382477	0.040177	0.0194702	0.0587778	0.0296794	0.0321191	0.068119	0.0725518	0.0508534	0.0259126	0.0622583	0.0494024	0.0230392	0.0932617	0.0425115	0.04172199	-0.344748	0.00647831	0.533583	0.00390239	0.0197295	0.419893	0.0164143	7.143329	0.4030758	-3.176727	2.42374e-05	0.00728419	0.206161	3.78653	0.291296	0.316245	0.122572	0.269887	0.05832782	6.910523
8870	-3291.216	-3301.329	10.113	2.120582	0.2211981	0.0418541	0.0258886	0.0616757	0.0189558	0.034258	0.063974	0.0365433	0.0418217	0.0392398	0.0464862	0.0480536	0.0517244	0.0187882	0.0223143	0.04795449	-0.09025368	0.00932197	0.653254	0.00633803	0.0087874	0.318069	0.00422884	10.67706	0.1196943	-3.037503	0.00102932	0.0468295	0.436694	3.51545	0.304011	0.306342	0.127578	0.26207	0.02944064	4.065615
8880	-3291.404	-3297.461	6.056312	1.89879	0.1712075	0.0447732	0.0434244	0.0525724	0.0189558	0.0763222	0.131553	0.0539506	0.0640398	0.0225124	0.0748992	0.0341526	0.0516034	0.0208665	0.0471774	0.04451461	-0.1370187	0.0149601	0.491439	0.00266322	0.0105581	0.478811	0.00156916	9.235401	0.2271064	-3.111938	0.000166245	0.0189877	0.304496	3.67635	0.279806	0.307112	0.138287	0.274795	0.09008766	2.520949
8890	-3298.526	-3301.643	3.11744	1.89879	0.1864032	0.0595688	0.0486474	0.147261	0.0241182	0.0272062	0.107068	0.0455985	0.0354606	0.0238723	0.0178727	0.0135025	0.0552013	0.0544615	0.0609626	0.03763373	0.06269035	0.00922071	0.499901	0.00902811	0.00308079	0.465603	0.0131671	9.069275	0.2031978	-3.279855	0.000320984	0.0263181	0.347251	3.62611	0.306506	0.318585	0.116197	0.258712	0.2658882	0.7642229
8900	-3302.476	-3307.947	5.470438	2.039259	0.1990846	0.052685	0.0251555	0.0716013	0.0118034	0.0419053	0.117923	0.0385412	0.0431892	0.0324938	0.0784664	0.0117598	0.0397274	0.035378	0.0138274	0.04375796	-0.3402704	0.0125119	0.451964	0.0193843	0.0132353	0.489944	0.0129605	12.48298	0.3467113	-3.129082	0.000514599	0.0332491	0.381265	3.58497	0.310197	0.297522	0.129099	0.263182	0.006440967	53.82908
8910	-3300.747	-3309.763	9.016231	1.93771	0.1804792	0.0897623	0.0270611	0.0342354	0.0200578	0.04325	0.0650538	0.0249414	0.0402569	0.0277445	0.0680862	0.0246822	0.0553831	0.0494882	0.0204636	0.04162109	-0.3214654	0.00844884	0.555345	0.00668497	0.0136012	0.397307	0.0186132	14.27494	0.3831734	-3.179148	0.000251667	0.0233271	0.330831	3.64559	0.324718	0.288055	0.127928	0.2593	0.06170802	6.209458
8920	-3291.692	-3297.146	5.453852	1.93771	0.1628222	0.0430532	0.047218	0.0788024	0.0159947	0.0339218	0.0826743	0.0212177	0.0725509	0.0277445	0.033502	0.05414	0.0515748	0.0792709	0.0421766	0.04049986	0.2014399	0.00743741	0.576785	0.00409752	0.0164158	0.39053	0.00473449	11.84251	0.1703734	-3.206457	0.000109692	0.0154436	0.280074	3.70437	0.292273	0.316289	0.136333	0.255105	0.3718134	0.458223
