Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
17010	6.69331	0	6.69331	30.96737	0.3056532	0.0288494	0.0365881	0.107109	0.0583419	0.115532	0.0231817	0.0113826	0.035058	0.0505189	0.0155982	0.00829544	0.0198256	0.132932	0.0406318	0.05231225	-0.01654513	0.0937363	0.271132	0.201359	0.286667	0.0579942	0.0891113	43.73672	0.0314164	0.00576508	0.1089	0.605176	3.28016	0.410653	0.201086	0.181048	0.207213	0.01487126	2.112557
17020	8.41909	0	8.41909	24.58951	0.2618409	0.0255069	0.0302254	0.064909	0.0522237	0.0911321	0.0153246	0.00756603	0.0522512	0.0268036	0.0209861	0.00419492	0.0141255	0.11163	0.0687287	0.04768145	-0.02249904	0.13239	0.171221	0.227791	0.371388	0.0287398	0.0684707	48.01466	0.05767428	0.00271015	0.0753647	0.5258	3.39613	0.218551	0.310054	0.203988	0.267407	0.03517524	1.639627
17030	14.7137	0	14.7137	15.32523	0.2682388	0.0284948	0.0250541	0.0252624	0.0222568	0.098322	0.0108341	0.00772827	0.0342945	0.0205624	0.0226766	0.00286037	0.00820053	0.0695282	0.0790929	0.04308812	-0.0006518665	0.0899574	0.108099	0.112126	0.594834	0.0357193	0.0592639	25.89456	0.07187124	0.0030729	0.0801424	0.538404	3.37838	0.591025	0.0806962	0.0962769	0.232002	0.07121937	1.009153
17040	12.1298	0	12.1298	20.87783	0.3429146	0.0304174	0.0405976	0.0493333	0.0217346	0.0862112	0.00747891	0.0105526	0.0071759	0.0212365	0.051109	0.00315284	0.0097284	0.0633253	0.0697138	0.04528931	0.01856094	0.0870938	0.10847	0.094258	0.550708	0.0233476	0.136123	45.5905	0.1491315	0.00941212	0.138037	0.661312	3.19124	0.309092	0.287817	0.214969	0.188123	0.1676925	0.8893156
17050	14.1247	0	14.1247	10.80578	0.3131715	0.021426	0.0397246	0.0454191	0.0312191	0.0833392	0.016107	0.0151534	0.0122391	0.0229285	0.0893338	0.00364008	0.0129494	0.0703894	0.0679491	0.04133658	-0.05154296	0.129802	0.378002	0.0969761	0.259979	0.0491921	0.0860491	29.50242	0.1594064	0.00642443	0.114773	0.617274	3.26153	0.223799	0.291227	0.310244	0.174729	0.1078634	1.477854
17060	17.1519	0	17.1519	2.812947	0.2661141	0.0177173	0.0447492	0.05618	0.045638	0.0752826	0.0358427	0.0182482	0.00943818	0.0141075	0.0783145	0.00481299	0.0186662	0.0350761	0.0401336	0.03358127	-0.272705	0.167558	0.205614	0.118779	0.37391	0.0970351	0.0371038	17.59445	0.3342434	0.00294932	0.0785494	0.534259	3.38424	0.552151	0.0810261	0.102195	0.264627	0.0615384	5.43146
17070	8.19506	0	8.19506	22.51831	0.1821168	0.024552	0.0549886	0.0268203	0.0490385	0.0949783	0.058503	0.0306571	0.0178126	0.0102083	0.0938416	0.0384993	0.0232725	0.0296518	0.0331166	0.04603285	-0.1037486	0.341911	0.139174	0.161916	0.194327	0.0432172	0.119455	33.78618	0.1667487	0.000269603	0.0241374	0.335403	3.64019	0.333459	0.00864495	0.605086	0.0528099	0.06300013	2.646799
17080	11.0193	0	11.0193	5.710063	0.1693977	0.0233247	0.0621231	0.0451452	0.0822918	0.0894569	0.06571	0.0305878	0.0273308	0.021671	0.158215	0.0639254	0.0236199	0.0355059	0.0454789	0.06498285	0.07939272	0.33547	0.0613034	0.102408	0.293469	0.0752594	0.13209	26.98624	0.03323155	0.000152507	0.0181915	0.299271	3.68239	0.215016	0.0124473	0.722882	0.049655	0.1126243	0.2950656
17090	4.74982	0	4.74982	9.189791	0.1886395	0.0176455	0.093494	0.0724642	0.0457835	0.124925	0.0753622	0.0354463	0.0572447	0.0282097	0.130414	0.0512774	0.0232508	0.0280189	0.0655004	0.04385021	0.09713516	0.0547691	0.258175	0.0486129	0.336821	0.0925552	0.209067	38.00284	0.06577455	0.00035046	0.0274894	0.353364	3.6188	0.286741	0.0859804	0.572749	0.0545294	0.1629097	0.4037485
17100	17.8221	0	17.8221	16.42537	0.2541661	0.00868847	0.0265766	0.0251502	0.0431295	0.0661943	0.0378599	0.0057632	0.0630164	0.016622	0.0415053	0.0342688	0.00962982	0.00939082	0.0148558	0.02701244	0.05493723	0.145809	0.342396	0.0691948	0.225918	0.0950524	0.12163	33.60963	0.02474318	0.00231163	0.0697147	0.510189	3.41778	0.0446763	0.0560749	0.837076	0.0621729	0.07968041	0.3105303
17110	13.2338	0	13.2338	16.34081	0.2183581	0.0066984	0.0364704	0.023219	0.0331076	0.0646578	0.0352719	0.00661117	0.0922661	0.0184423	0.0650759	0.121513	0.0067738	0.0213103	0.0120924	0.02918613	0.03500216	0.193808	0.289986	0.0733123	0.0860328	0.0691661	0.287695	20.98246	0.008961348	0.000949085	0.044992	0.429855	3.5242	0.0321648	0.326381	0.62994	0.0115139	0.04396351	0.203836
17120	22.7677	0	22.7677	23.53047	0.2889167	0.00555308	0.0155407	0.0146722	0.0201192	0.0260207	0.0161815	0.0025256	0.0571539	0.00627192	0.0363152	0.0244896	0.0015231	0.0103419	0.03032	0.02666005	0.01724195	0.0839916	0.489504	0.0138312	0.0380639	0.290126	0.0844834	25.86203	0.01805269	0.00443941	0.0959056	0.576711	3.32294	0.0557905	0.424992	0.470228	0.0489893	0.03529464	0.5114854
17130	9.68257	0	9.68257	47.72736	0.2571835	0.0380196	0.0237893	0.0339943	0.0465909	0.0236918	0.0564604	0.00759051	0.0849474	0.0162085	0.0806412	0.0212594	0.0015689	0.0411118	0.0345169	0.03101824	-0.01415876	0.273436	0.50024	0.0273903	0.0368629	0.100323	0.0617476	48.15637	0.0505675	0.00246359	0.0719245	0.516392	3.40922	0.0280314	0.457985	0.419305	0.094678	0.03640874	1.388884
17140	12.5226	0	12.5226	23.93358	0.2342243	0.0293521	0.0101959	0.0467723	0.0554988	0.0232835	0.0696961	0.00581223	0.0762154	0.00540953	0.0800226	0.0141462	0.00120535	0.0324895	0.0220384	0.04833529	0.01907627	0.272556	0.248988	0.0538758	0.0664227	0.18666	0.171497	35.92022	0.01473665	0.00145623	0.0555578	0.467016	3.47597	0.0296089	0.230156	0.667777	0.0724577	0.03381292	0.435829
17150	11.6663	0	11.6663	22.63557	0.2084579	0.0532616	0.0100272	0.0621931	0.0295354	0.03526	0.0478083	0.00218741	0.0860048	0.0087995	0.0578739	0.0144899	0.000333002	0.0391341	0.0568896	0.06014079	0.01668236	0.286492	0.22489	0.027646	0.0311335	0.241613	0.188226	27.08004	0.009592728	0.000702927	0.0387929	0.405369	3.55513	0.0978676	0.411605	0.379708	0.11082	0.02627509	0.3650883
17160	11.1076	0	11.1076	14.28897	0.1912871	0.0759206	0.00794713	0.0840984	0.0517079	0.0548154	0.0858931	0.00137634	0.0722373	0.0120929	0.0561961	0.0168801	0.000758378	0.0451562	0.118635	0.05654984	0.04415566	0.0876647	0.0997497	0.118062	0.012767	0.364544	0.317213	16.04339	0.01424548	0.000387842	0.0289051	0.360538	3.61017	0.0308941	0.456823	0.0833415	0.428941	0.05840114	0.2439247
17170	-7.05316	0	-7.05316	28.18664	0.2107403	0.125877	0.0364096	0.274485	0.20229	0.176001	0.259644	0.00203101	0.134231	0.0221121	0.0878611	0.0439121	0.00213159	0.0679868	0.479569	0.1642656	0.08072009	0.228551	0.0707855	0.0596827	0.0222516	0.08854	0.53019	38.36835	0.003003181	0.000755198	0.0401922	0.411103	3.54795	0.00536453	0.644744	0.00799921	0.341892	0.08372327	0.03587033
17180	-0.864628	0	-0.864628	1.008289	0.1981127	0.142254	0.0706442	0.388492	0.235131	0.181865	0.601494	0.00327255	0.123043	0.0458077	0.124116	0.0865083	0.00274774	0.13785	0.655006	0.2655578	0.1618791	0.17982	0.057998	0.0479423	0.0395559	0.287895	0.386789	3.147458	0.004326293	0.000497382	0.0326938	0.378714	3.58809	0.0178532	0.282064	0.0192204	0.680863	0.1662054	0.0260298
17190	-2.39176	0	-2.39176	2.134493	0.3810365	0.20211	0.143247	0.825703	0.190046	0.0928436	0.703725	0.00536625	0.24851	0.0553222	0.168463	0.194503	0.0026212	0.161681	0.666688	0.2290386	0.06725008	0.136249	0.0427406	0.0800611	0.0154788	0.066437	0.659034	2.442586	0.01045834	0.0140764	0.167454	0.709916	3.10855	0.00167056	0.663591	0.00495145	0.329787	0.07770842	0.1345844
17200	4.22048	0	4.22048	2.073586	0.413396	0.231294	0.0661096	0.460565	0.17377	0.0861047	0.27327	0.00248776	0.123725	0.0305014	0.201589	0.207416	0.000824511	0.0678265	0.434817	0.1578524	0.00101599	0.539584	0.11704	0.112051	0.0220098	0.044606	0.16471	2.729081	0.03483449	0.0186935	0.19169	0.745379	3.04424	0.0163264	0.255653	0.0915356	0.636485	0.03585048	0.9716603
17210	-9.11701	0	-9.11701	11.22878	0.3519329	0.204322	0.0653141	0.443735	0.287732	0.105681	0.377626	0.00334584	0.239966	0.0279342	0.277367	0.13669	0.000596873	0.0556145	0.685203	0.1908534	-0.0269672	0.125665	0.235041	0.0879111	0.0218054	0.0307362	0.498841	14.29913	0.03790495	0.0104339	0.145057	0.673552	3.17096	0.00990209	0.391772	0.0603897	0.537936	0.01093774	3.465518
17220	-6.3896	0	-6.3896	9.853422	0.3327939	0.17846	0.109031	0.52642	0.180295	0.115761	0.22442	0.00110709	0.178638	0.0309161	0.245592	0.0950357	0.000352321	0.0560737	0.519385	0.1925377	-0.05459942	0.474113	0.246676	0.07635	0.0120962	0.00682424	0.183941	15.15792	0.06586004	0.00832866	0.130131	0.646981	3.21456	0.0524744	0.290703	0.329951	0.326872	0.01126061	5.848709
17230	-16.8875	0	-16.8875	31.48457	0.327943	0.194249	0.140847	0.785164	0.520963	0.169275	0.283289	0.00149388	0.131966	0.0403489	0.141219	0.13778	0.000551268	0.099637	0.548427	0.2373242	-0.06633032	0.337706	0.309039	0.129063	0.0265778	0.00737506	0.190239	46.34466	0.0742537	0.00783354	0.126335	0.639879	3.22595	0.00979904	0.649011	0.022479	0.318711	0.007923381	9.371466
17240	-13.2718	0	-13.2718	28.88078	0.3550125	0.16444	0.102541	0.515146	0.423155	0.17849	0.390674	0.00189365	0.0993126	0.0436437	0.22309	0.0627456	0.000727816	0.0804544	0.321336	0.2384541	-0.02025976	0.075683	0.315888	0.113996	0.015877	0.00811257	0.470444	34.56343	0.02555571	0.0107947	0.147448	0.677622	3.16414	0.025904	0.15053	0.0858715	0.737695	0.005295954	4.825515
17250	-17.8837	0	-17.8837	16.14119	0.4652962	0.431839	0.0558012	0.937411	0.396284	0.269645	0.467649	0.0020403	0.115127	0.0357098	0.153834	0.0894831	0.000664031	0.119947	0.435487	0.1458753	-0.009658209	0.106666	0.114095	0.386927	0.0655954	0.0115228	0.315194	32.74635	0.02345109	0.0271503	0.228658	0.793277	2.95092	0.0299921	0.192183	0.121207	0.656618	0.01379288	1.700232
17260	-7.37758	0	-7.37758	13.39693	0.5147616	0.332881	0.0287165	0.324104	0.231906	0.240698	0.283204	0.00208272	0.0868721	0.0295699	0.103881	0.0464127	0.000595447	0.084363	0.223622	0.19925	-0.016683	0.280891	0.189596	0.284896	0.0771271	0.00264636	0.164844	26.15735	0.01895741	0.0361553	0.261443	0.830719	2.87168	0.0102113	0.408277	0.211925	0.369586	0.002274409	8.335094
17270	-7.33264	0	-7.33264	10.43342	0.5351213	0.995319	0.0329748	0.412118	0.164922	0.2174	0.312882	0.002868	0.0841728	0.0463804	0.0875915	0.0548259	0.000725329	0.0497853	0.153557	0.1313224	-0.006854784	0.270366	0.0559402	0.293403	0.0394567	0.000957401	0.339877	13.67752	0.01122668	0.0400676	0.274227	0.844232	2.84147	0.0143519	0.177332	0.696622	0.111694	0.004371896	2.56792
17280	-0.219717	0	-0.219717	11.7721	0.639063	0.257509	0.0179974	0.407762	0.111201	0.059101	0.180892	0.00242005	0.0878893	0.0530118	0.104122	0.185479	0.000707216	0.0453769	0.25711	0.1244835	-0.02031553	0.142127	0.147509	0.265765	0.0584999	0.00227579	0.383823	11.90673	0.02132322	0.0612519	0.333302	0.90001	2.70544	0.0720124	0.243185	0.476361	0.208441	0.001007691	21.16048
17290	-1.17107	0	-1.17107	16.51359	0.5510689	0.153879	0.0126079	0.317532	0.110942	0.0447147	0.231168	0.00202815	0.0721418	0.032263	0.0771148	0.161799	0.00194814	0.0651319	0.221159	0.1405041	-0.01319172	0.147995	0.248974	0.123458	0.0347557	0.000840802	0.443977	19.40149	0.01373331	0.0432001	0.283954	0.854144	2.8187	0.0331214	0.29657	0.392287	0.278022	0.0005415886	25.35746
17300	-6.89734	0	-6.89734	35.26252	0.5330171	0.21867	0.012166	0.287783	0.0921672	0.049773	0.286235	0.00212984	0.148584	0.0814486	0.172016	0.213069	0.00127717	0.0911799	0.176367	0.128698	-0.003386969	0.236458	0.131663	0.249334	0.035479	0.0032702	0.343796	35.35219	0.004387811	0.0396586	0.272925	0.842881	2.84454	0.0217919	0.606583	0.275659	0.0959659	0.001000842	4.384118
17310	-16.323	0	-16.323	33.14478	0.6524205	0.452849	0.0139308	0.21229	0.178871	0.0494367	0.635921	0.00579028	0.299812	0.203623	0.331235	0.194331	0.00197392	0.0686125	0.116484	0.2571151	-0.02221262	0.382673	0.254035	0.120244	0.0118062	0.00160619	0.229636	45.76878	0.02350461	0.0640692	0.340188	0.905875	2.68987	0.0157612	0.211966	0.679309	0.0929641	0.001291985	18.19263
17320	-6.08944	0	-6.08944	19.54665	0.705815	0.301275	0.00612718	0.134884	0.0794479	0.0570246	0.144646	0.00324273	0.220729	0.106553	0.19362	0.171048	0.00102674	0.0311606	0.0375106	0.1975248	-0.01070335	0.757415	0.0614109	0.055063	0.0193829	0.000624472	0.106103	32.47887	0.0125457	0.0754308	0.366261	0.927004	2.6313	0.0259537	0.211252	0.740533	0.0222613	0.001842358	6.80959
17330	-2.29456	0	-2.29456	14.65461	0.7187193	0.64289	0.00544084	0.0660631	0.17288	0.163986	0.119926	0.00501194	0.15116	0.216555	0.116112	0.13813	0.00064419	0.0477867	0.0170519	0.1289772	-0.0359436	0.59819	0.133543	0.0908301	0.0348531	0.00231632	0.140268	14.92889	0.03667416	0.0781904	0.37223	0.931612	2.61797	0.0810525	0.214184	0.687241	0.017522	0.0007305609	50.20001
17340	-1.78553	0	-1.78553	7.170062	0.8351809	0.751086	0.00394017	0.0309487	0.154032	0.176509	0.17522	0.00771358	0.202041	0.274042	0.189635	0.106911	0.00136691	0.0959209	0.0137763	0.1935456	-0.02588982	0.558603	0.098293	0.186453	0.0227206	0.00205617	0.131874	7.648071	0.02657537	0.10302	0.420922	0.966246	2.50981	0.0432738	0.622785	0.310714	0.0232267	0.0006855523	38.76491
17350	2.47809	0	2.47809	2.554093	0.9203659	0.904613	0.00262963	0.0458499	0.137313	0.226964	0.361448	0.00976504	0.150667	0.217101	0.267434	0.136052	0.0028967	0.155298	0.0117463	0.1743176	-0.03826406	0.235155	0.078825	0.508842	0.0709677	0.00937052	0.0968402	2.589783	0.03869401	0.120804	0.451434	0.985441	2.44232	0.162399	0.416736	0.296489	0.124377	0.0004299563	89.99522
17360	2.42354	0	2.42354	15.23737	0.7459163	0.410157	0.00157638	0.0286204	0.0601674	0.102295	0.131636	0.00576941	0.078518	0.13624	0.179833	0.0609543	0.00261914	0.054521	0.00355638	0.1045462	-0.05808698	0.310186	0.017771	0.466406	0.145366	0.0130292	0.0472421	17.04403	0.0586493	0.0840107	0.384413	0.940764	2.59081	0.47474	0.234776	0.256721	0.0337629	0.0005623252	104.2978
17370	-2.32913	0	-2.32913	7.518031	0.6759196	0.944203	0.00390483	0.0343142	0.0920751	0.0845448	0.193604	0.00919593	0.0972205	0.308638	0.192471	0.115158	0.0008528	0.0595849	0.00425969	0.1231061	-0.04980328	0.365162	0.0301042	0.299243	0.26916	0.00902673	0.0273043	9.596629	0.05086174	0.0690539	0.351943	0.915607	2.6634	0.0332308	0.541244	0.251294	0.174232	0.001058463	48.05244
17380	6.49784	0	6.49784	19.2545	0.7495629	0.269019	0.00120755	0.0104605	0.0369725	0.0135884	0.0920673	0.00181881	0.0270759	0.115101	0.0587868	0.0588318	0.000241562	0.0262326	0.00118424	0.08713841	-0.06643361	0.402536	0.041353	0.121581	0.313191	0.00958639	0.111753	26.0614	0.06746184	0.084791	0.386006	0.941936	2.58727	0.0218737	0.413971	0.484569	0.0795869	0.001028234	65.60944
17390	2.34247	0	2.34247	14.85501	0.6321252	0.308862	0.00294876	0.0152644	0.0695694	0.0120544	0.137467	0.00451759	0.022987	0.294914	0.154735	0.0677031	0.0003862	0.0518906	0.00171346	0.07432024	-0.1059599	0.170701	0.028798	0.0657578	0.453687	0.0226089	0.258447	38.37697	0.1064595	0.0597943	0.329665	0.896863	2.71368	0.00604374	0.512417	0.414388	0.0671513	0.0004995678	213.1032
17400	2.90765	0	2.90765	13.08336	0.6596591	0.376765	0.00163695	0.0267324	0.0837704	0.0102954	0.143508	0.00269232	0.0187884	0.290015	0.112347	0.0639956	0.000471623	0.0689051	0.00393345	0.06375238	-0.118468	0.222114	0.0721156	0.040361	0.476545	0.0754095	0.113455	32.12043	0.1204751	0.0656012	0.343858	0.90895	2.68159	0.0495214	0.08138	0.161098	0.708	0.002007066	60.02549
17410	7.79531	0	7.79531	7.866732	0.6461453	0.3123	0.0026201	0.0281644	0.0525828	0.00946969	0.115948	0.0014339	0.0247383	0.137351	0.0910265	0.0418321	0.000555337	0.0767502	0.00251718	0.1077481	-0.1792159	0.147363	0.0898402	0.0466445	0.248877	0.184493	0.282782	24.02329	0.1802406	0.062744	0.336972	0.903151	2.69713	0.248914	0.134471	0.216461	0.400155	0.00102469	175.8976
17420	2.88501	0	2.88501	8.460727	0.5119316	0.43678	0.00361359	0.0371928	0.0602939	0.00792449	0.126967	0.00167289	0.010385	0.270556	0.164215	0.0335083	0.000699769	0.0647881	0.0028308	0.08276259	-0.07505744	0.146963	0.0186635	0.0397065	0.322913	0.19507	0.276684	21.67782	0.07644008	0.03562	0.259634	0.82876	2.87599	0.628673	0.0617472	0.130588	0.178992	0.001382644	55.28543
17430	15.2088	0	15.2088	7.055005	0.5110064	0.250846	0.00247256	0.0192037	0.0511489	0.00264871	0.0362419	0.00187424	0.00541001	0.178252	0.136769	0.0257947	0.000768585	0.05018	0.00195413	0.06446871	-0.03657872	0.203766	0.029627	0.0198416	0.197501	0.170918	0.378347	7.181959	0.03943536	0.0354454	0.25904	0.828115	2.8774	0.227195	0.120834	0.551122	0.100849	0.002856645	13.80478
17440	-3.21168	0	-3.21168	14.74042	0.5061195	0.497114	0.00797266	0.0360128	0.165525	0.00576896	0.069254	0.00744512	0.0121852	0.507018	0.170187	0.058842	0.00289988	0.186995	0.00372396	0.08501096	-0.04830395	0.123876	0.0321967	0.0177529	0.115876	0.517929	0.192369	16.12805	0.05053906	0.0345275	0.255892	0.824671	2.88491	0.299208	0.119825	0.267958	0.313009	0.00223511	22.61145
17450	5.85409	0	5.85409	36.8064	0.3508388	0.221119	0.00407657	0.0179997	0.0611051	0.0022061	0.0286743	0.00412565	0.00650811	0.189379	0.0723004	0.0374757	0.00198389	0.0849599	0.00208656	0.05800718	-0.03503614	0.359277	0.0859821	0.0131722	0.079771	0.372943	0.0888551	42.60556	0.0396701	0.0103072	0.144207	0.672093	3.17339	0.0429327	0.0332839	0.782124	0.141659	0.004633953	8.560746
17460	12.5622	0	12.5622	21.1252	0.4708835	0.117518	0.0151927	0.0136128	0.0392017	0.00156899	0.0277399	0.00220668	0.00633034	0.121912	0.0501799	0.0215843	0.00215472	0.0908856	0.00206485	0.03391411	-0.06545091	0.235595	0.133143	0.0284199	0.11503	0.314606	0.173207	32.38216	0.07048807	0.0281265	0.232483	0.797869	2.94152	0.0601399	0.0649579	0.317656	0.557246	0.005037158	13.99362
17470	10.8111	0	10.8111	18.33922	0.5574911	0.104946	0.0178815	0.0335154	0.0361413	0.00350872	0.0584621	0.00533637	0.010944	0.133273	0.0387133	0.0465876	0.00368319	0.096468	0.00240745	0.04792297	0.003491729	0.0873285	0.263808	0.0409496	0.0889686	0.431091	0.0878534	30.13299	0.01575658	0.0444766	0.287801	0.857979	2.80974	0.0792382	0.0243907	0.263053	0.633318	0.01924831	0.8185955
17480	1.7515	0	1.7515	14.55171	0.5939981	0.188824	0.0342745	0.0653288	0.0534615	0.00715452	0.13647	0.00999379	0.0257802	0.145027	0.120139	0.0565918	0.00551242	0.176535	0.00438745	0.05382878	-0.003604454	0.128637	0.218781	0.00918949	0.058783	0.489091	0.0955185	34.08763	0.0173671	0.0518726	0.30892	0.878226	2.76098	0.281246	0.0622206	0.454654	0.201879	0.01376264	1.261901
17490	14.3632	0	14.3632	26.69737	0.5637399	0.0912405	0.0372318	0.0226523	0.0232234	0.00533212	0.0470861	0.0029017	0.0176958	0.0882333	0.0607796	0.012184	0.00432804	0.0628653	0.00373914	0.03107487	0.01645575	0.0532675	0.14875	0.0241058	0.18012	0.467129	0.126627	29.47328	0.01790089	0.0457264	0.291505	0.861629	2.80114	0.203554	0.0353883	0.453319	0.307739	0.03435664	0.5210313
17500	21.5494	0	21.5494	39.48801	0.5054139	0.0318191	0.0145765	0.0154335	0.0200547	0.00290528	0.0234401	0.00204904	0.0170334	0.030961	0.0378417	0.00839596	0.00200857	0.0268318	0.0033381	0.01551527	0.00104244	0.0162278	0.264498	0.106974	0.203155	0.298358	0.110786	41.81581	0.03922725	0.0343955	0.255436	0.824168	2.886	0.213498	0.0322514	0.042612	0.711639	0.04026969	0.9741135
17510	23.4657	0	23.4657	18.2398	0.4936055	0.04692	0.020603	0.0218682	0.0138787	0.00207725	0.0264224	0.00253822	0.0179344	0.0301658	0.0338027	0.0117891	0.00301716	0.0219482	0.00353847	0.0178513	-0.001761805	0.0110431	0.121922	0.225646	0.153992	0.422765	0.0646325	25.88258	0.042615	0.0322088	0.247721	0.815559	2.90451	0.8967	0.0196853	0.0188595	0.0647553	0.0408532	1.043125
17520	20.5354	0	20.5354	18.23181	0.363104	0.0985237	0.0257841	0.0320615	0.0442415	0.00468883	0.0160863	0.00291117	0.01313	0.0320263	0.0285857	0.0187836	0.00222885	0.014096	0.00515003	0.01956076	0.02968424	0.0101013	0.141752	0.478681	0.185098	0.126429	0.0579391	34.0175	0.05560023	0.0117711	0.153708	0.688056	3.14646	0.29152	0.0114097	0.0307045	0.666366	0.08528448	0.6519385
17530	24.691	0	24.691	16.4777	0.4282963	0.0646651	0.025198	0.0154446	0.0219303	0.00843795	0.012726	0.00133247	0.0131781	0.0188865	0.0182281	0.0262776	0.00294715	0.0153856	0.0108014	0.01628074	0.0414298	0.0179359	0.338447	0.366289	0.0437472	0.182479	0.0511012	24.52298	0.03849089	0.0209993	0.202559	0.760171	3.01627	0.142838	0.00386258	0.184848	0.668451	0.07992069	0.4816136
17540	26.2232	0	26.2232	3.912658	0.3253705	0.0159832	0.0241531	0.0201397	0.017984	0.0133965	0.0081642	0.000722358	0.00967835	0.0173409	0.0191713	0.0305602	0.00476258	0.00807345	0.0215732	0.02229445	0.00151282	0.0126599	0.2567	0.394962	0.0582793	0.252879	0.0245192	33.5718	0.0476234	0.00757742	0.124321	0.636049	3.23205	0.216987	0.00228703	0.439359	0.341367	0.04913622	0.9692117
17550	20.4926	0	20.4926	13.34654	0.339895	0.0210268	0.0322868	0.0311125	0.0616708	0.0216825	0.00677591	0.000734061	0.00765718	0.0115007	0.0341301	0.0367574	0.00584917	0.00949014	0.0176158	0.01284965	-0.05625573	0.0473802	0.0963613	0.266222	0.0645685	0.500862	0.0246051	40.50044	0.09810811	0.0090818	0.135681	0.657104	3.19813	0.299127	0.00170144	0.612918	0.0862534	0.04185237	2.344147
17560	25.8615	0	25.8615	2.205661	0.376463	0.0263727	0.048529	0.0202787	0.0456137	0.0169751	0.012896	0.00139547	0.00979698	0.0384165	0.0676123	0.0228194	0.00871097	0.00912093	0.0162656	0.02371869	-0.1833756	0.153406	0.0512018	0.245849	0.112709	0.375724	0.06111	11.46569	0.2094868	0.0134704	0.163967	0.704501	3.11806	0.384233	0.00307521	0.508136	0.104556	0.02611118	8.022878
17570	7.34258	0	7.34258	23.26072	0.3500428	0.0244975	0.0738742	0.0732361	0.0373528	0.0412037	0.0362163	0.00261482	0.0116293	0.0571464	0.106964	0.0414861	0.0122449	0.030616	0.0191006	0.04020454	-0.1920958	0.298227	0.0574911	0.0970586	0.0909111	0.397603	0.0587097	43.91862	0.1970111	0.0102154	0.143589	0.671027	3.17517	0.293564	0.0500539	0.567785	0.088597	0.004915305	40.08116
17580	13.3636	0	13.3636	10.75363	0.3503283	0.00735708	0.0213318	0.07006	0.0438171	0.0297556	0.0347855	0.0020781	0.0125224	0.0342511	0.0475915	0.0374875	0.0106762	0.0168401	0.0188588	0.04326932	-0.1481314	0.275895	0.103791	0.119007	0.126328	0.181038	0.193941	34.48196	0.157053	0.0102483	0.14381	0.67141	3.17453	0.471339	0.0572303	0.260244	0.211187	0.00892156	17.60375
17590	17.7228	0	17.7228	3.937433	0.3915116	0.0124421	0.0185835	0.0655181	0.124864	0.0460428	0.0438628	0.00419906	0.0390814	0.0432552	0.0584783	0.0465309	0.00927896	0.0317723	0.031673	0.03541692	-0.1586658	0.19497	0.130198	0.0288768	0.172547	0.116492	0.356916	9.836728	0.1711891	0.0155091	0.175387	0.721929	3.08717	0.369136	0.526012	0.0523001	0.0525518	0.01252333	13.66961
17600	15.2252	0	15.2252	7.78798	0.3690192	0.00912858	0.0235449	0.0332942	0.192195	0.0604342	0.047544	0.00514905	0.0244995	0.0368941	0.0235795	0.0346735	0.00830515	0.0580312	0.0222835	0.03250665	-0.1148201	0.141056	0.144225	0.023517	0.220329	0.12371	0.347163	32.89364	0.1638402	0.0125104	0.158263	0.695455	3.13377	0.648606	0.234618	0.109398	0.00737834	0.04902014	3.342303
17610	16.0143	0	16.0143	10.06793	0.3025737	0.00617666	0.0208223	0.0260937	0.113505	0.0477656	0.0499888	0.00265475	0.0153655	0.0300226	0.0105998	0.0450458	0.00643447	0.0427477	0.0139791	0.02828171	0.07055991	0.230685	0.111079	0.0233813	0.167179	0.0538011	0.413874	40.38828	0.08433909	0.0055064	0.106499	0.6001	3.2879	0.652628	0.276812	0.0651437	0.0054157	0.154899	0.5444779
17620	6.79736	0	6.79736	5.400151	0.321689	0.00641061	0.0397705	0.0842065	0.185178	0.130707	0.0847955	0.0130317	0.0182483	0.0762817	0.0299731	0.122902	0.0184432	0.067366	0.0252263	0.04189446	0.3695626	0.332781	0.180694	0.0219307	0.265296	0.0184614	0.180836	36.02126	0.06392427	0.00721871	0.121439	0.630491	3.24085	0.327618	0.456838	0.204053	0.0114913	0.4334869	0.1474653
17630	18.4152	0	18.4152	2.885777	0.2900004	0.00153321	0.0125238	0.058301	0.0379588	0.0559387	0.0658459	0.0108397	0.0162005	0.108641	0.0304865	0.0748914	0.0132645	0.0904889	0.00681735	0.04714562	0.1227742	0.197723	0.0880557	0.0151873	0.237627	0.0217221	0.439685	6.213004	0.1042491	0.00451929	0.0967422	0.578621	3.32012	0.292047	0.647193	0.0534544	0.00730602	0.2270234	0.4592001
