Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3540	6.52276	0	6.52276	9.72455	3.267672	0.0374325	0.011214	0.031672	0.0340791	0.0228324	0.0246101	0.00884471	0.116424	0.0836987	0.000174614	0.0469195	0.0295072	0.0127127	0.102898	0.04396614	0.02590036	0.0173808	0.141265	0.0954862	0.236024	0.191396	0.318448	42.69682	0.1880432	0.408965	0.745348	1.08355	1.76213	0.175983	0.371051	0.00280819	0.450157	0.2139436	0.8789384
3550	9.25272	0	9.25272	20.27935	2.610085	0.0491865	0.0174924	0.0875454	0.0503086	0.0306337	0.0162285	0.012787	0.103275	0.138339	0.000201373	0.0381118	0.0405992	0.0300783	0.0714088	0.04235833	0.08364325	0.00732078	0.354324	0.166292	0.0551095	0.297589	0.119364	48.5327	0.1114008	0.356651	0.707366	1.07977	1.85621	0.0739501	0.514543	0.000489249	0.411018	0.195044	0.5711571
3560	17.4212	0	17.4212	24.24259	2.450045	0.0176733	0.0141744	0.0178141	0.0139052	0.0231499	0.00591967	0.0267641	0.061307	0.0322262	5.46859e-05	0.0144036	0.015939	0.0105591	0.0273334	0.02754186	-0.002833084	0.0152196	0.220402	0.209543	0.0149627	0.467705	0.0721674	48.41252	0.1108948	0.341669	0.695677	1.07804	1.88462	0.0458176	0.501614	0.000818682	0.45175	0.1080617	1.026217
3570	20.9132	0	20.9132	3.950146	1.904615	0.0260736	0.0212014	0.0228666	0.0295999	0.0247739	0.00482044	0.0286428	0.0617225	0.0501619	5.45167e-05	0.0077667	0.0237108	0.00697367	0.0401746	0.02821747	0.1402399	0.0235944	0.614911	0.094106	0.0159675	0.119059	0.132363	42.24972	0.0797338	0.281616	0.644472	1.06741	2.0065	0.027565	0.389281	0.0128661	0.570288	0.2199737	0.3624696
3580	11.8585	0	11.8585	17.83716	2.399875	0.0504527	0.0280567	0.0336932	0.0378803	0.0320212	0.00775459	0.0464532	0.113861	0.0432735	8.58503e-05	0.0135141	0.0327474	0.0197768	0.0400422	0.02844414	0.04952919	0.126352	0.161035	0.286447	0.0454783	0.251428	0.12926	28.83017	0.06680755	0.336754	0.691755	1.0774	1.8941	0.136818	0.438235	0.0422046	0.382742	0.1163367	0.5742601
3590	8.51812	0	8.51812	11.11036	2.469117	0.0404677	0.0186514	0.0744013	0.0504463	0.0648714	0.00487636	0.0748648	0.166454	0.0396797	0.000321359	0.0210289	0.0357208	0.0197027	0.023019	0.07054721	0.02819853	0.210521	0.230861	0.149517	0.0612408	0.134416	0.213444	14.45935	0.08207997	0.343509	0.697134	1.07827	1.88109	0.313542	0.320803	0.129433	0.236222	0.1102785	0.7442971
3600	4.83729	0	4.83729	23.14427	2.728329	0.083128	0.0258234	0.0624894	0.0565142	0.0704995	0.00492934	0.0880628	0.138797	0.0436425	0.00043652	0.0230869	0.0581948	0.0162132	0.0268416	0.05649198	0.03370846	0.0735263	0.0630768	0.0529082	0.013542	0.580293	0.216654	26.66717	0.09125709	0.367088	0.715283	1.0808	1.83683	0.214852	0.577077	0.0329454	0.175126	0.1249656	0.730258
3610	3.02706	0	3.02706	10.98761	2.611203	0.130508	0.0245499	0.0537413	0.0262266	0.0782074	0.00689948	0.100826	0.180398	0.0523889	0.000677028	0.0557444	0.0758821	0.0178051	0.0367898	0.05481037	-0.1597372	0.279382	0.0680043	0.101471	0.0213591	0.276021	0.253763	23.78942	0.1901649	0.356752	0.707443	1.07979	1.85602	0.216922	0.347266	0.0655854	0.370227	0.03042767	6.249736
3620	19.9077	0	19.9077	7.155079	2.47176	0.0455126	0.00859854	0.0319622	0.0102301	0.0527682	0.00641384	0.036915	0.0861388	0.0167911	0.000567641	0.0223299	0.0595893	0.0080882	0.0133922	0.03794121	-0.02352488	0.341175	0.200617	0.122386	0.0520841	0.247546	0.0361914	11.31039	0.06178959	0.343763	0.697334	1.0783	1.8806	0.472124	0.155669	0.00602965	0.366178	0.03826472	1.614793
3630	17.3	0	17.3	9.013712	2.223848	0.0296142	0.00870544	0.0216784	0.0227947	0.0266989	0.0116319	0.0183501	0.0834477	0.0367201	0.000299404	0.016159	0.0290285	0.00687544	0.00552636	0.01984921	-0.05651141	0.0708862	0.23124	0.174582	0.0775143	0.41427	0.0315078	28.6298	0.1186572	0.318607	0.676885	1.0747	1.92981	0.134714	0.631087	0.00440605	0.229793	0.06214578	1.909336
3640	16.7903	0	16.7903	16.41815	2.296118	0.0367551	0.00530817	0.0612122	0.0306161	0.0301601	0.0171035	0.0152839	0.081253	0.0299948	0.000335793	0.00751992	0.0226962	0.00694638	0.00894509	0.03417895	-0.08145403	0.0281649	0.339788	0.0830834	0.0728775	0.445638	0.0304489	38.25746	0.1694142	0.326233	0.683211	1.0759	1.91466	0.299828	0.422516	0.0101393	0.267517	0.08796013	1.926034
3650	2.95545	0	2.95545	22.97713	2.577925	0.0968617	0.0210395	0.140932	0.0463763	0.0970778	0.0560802	0.0762208	0.108602	0.0569441	0.000757619	0.017479	0.0471947	0.0121142	0.0269559	0.04096706	-0.1176628	0.0157129	0.15249	0.115846	0.234282	0.452806	0.0288637	38.90325	0.2283595	0.353722	0.705111	1.07946	1.86171	0.166268	0.209113	0.0525078	0.572111	0.1106966	2.062931
3660	1.47738	0	1.47738	19.29385	2.564151	0.0580889	0.0363494	0.126549	0.083568	0.118056	0.0601256	0.041607	0.16581	0.124179	0.000860379	0.0334563	0.0544388	0.0110293	0.0238946	0.0709954	-0.07486736	0.0647924	0.177463	0.140984	0.187387	0.394031	0.0353423	30.4208	0.1669088	0.352456	0.704131	1.07932	1.86409	0.0803318	0.280092	0.0982216	0.541355	0.0920414	1.81341
3670	1.26748	0	1.26748	14.36804	2.911077	0.0570863	0.0549489	0.135473	0.0807882	0.15379	0.0824826	0.0347316	0.279093	0.133548	0.00392754	0.0346427	0.10176	0.0117408	0.0420016	0.09264737	-0.007739114	0.0616168	0.0549578	0.259835	0.330465	0.27262	0.0205054	17.42322	0.06952376	0.382264	0.726483	1.08204	1.80921	0.109436	0.439459	0.0511175	0.399988	0.06178464	1.12526
3680	0.255452	0	0.255452	8.906455	2.985543	0.0450973	0.026328	0.131449	0.0519808	0.0514574	0.0785727	0.0144288	0.324478	0.0826845	0.00174485	0.0229504	0.116458	0.00668876	0.01611	0.09007208	-0.231173	0.0707968	0.0481134	0.0405448	0.12449	0.23863	0.477425	48.44978	0.2489255	0.38814	0.730724	1.08244	1.79869	0.20978	0.245161	0.0165554	0.528504	0.01775241	14.02206
3690	0.515814	0	0.515814	2.747389	2.862852	0.0949644	0.0896581	0.174716	0.108453	0.0792851	0.204605	0.0647507	0.295131	0.096334	0.00504731	0.0644078	0.258976	0.0506367	0.0190858	0.112585	-0.2281183	0.0800964	0.0353648	0.0158469	0.539703	0.226281	0.102708	8.885583	0.2379272	0.378366	0.72364	1.08175	1.81624	0.218061	0.184456	0.0336337	0.563849	0.009808815	24.25646
3700	-0.206806	0	-0.206806	6.643424	3.308075	0.0813935	0.0484918	0.10071	0.0712603	0.0642957	0.180789	0.0484067	0.200977	0.0608825	0.00370859	0.0584865	0.215152	0.041661	0.0139743	0.05303816	-0.2052786	0.0864776	0.0343495	0.0219034	0.313961	0.44691	0.096399	22.17157	0.2229993	0.411775	0.747275	1.08367	1.75728	0.477337	0.343365	0.113939	0.0653586	0.01772066	12.58414
3710	3.79032	0	3.79032	3.76894	3.824451	0.0673585	0.0500991	0.144662	0.0875286	0.106329	0.16369	0.0374283	0.135256	0.091662	0.00870174	0.0711357	0.22924	0.0218534	0.0297042	0.07647039	-0.4785053	0.122204	0.0495549	0.060746	0.224467	0.335681	0.207347	14.70723	0.5042652	0.444451	0.768911	1.08439	1.70225	0.0716312	0.69117	0.120094	0.117104	0.0257599	19.57559
3720	-6.35542	0	-6.35542	10.15305	3.09965	0.210637	0.094561	0.146219	0.0954812	0.0627649	0.11964	0.132096	0.130531	0.153486	0.00644728	0.133242	0.239868	0.0230414	0.0273723	0.1493845	-0.1535209	0.387621	0.0612722	0.0627395	0.167205	0.136056	0.185106	23.5392	0.1833153	0.396827	0.7369	1.08297	1.78331	0.039676	0.670311	0.16823	0.121783	0.02979439	6.152677
3730	-15.2651	0	-15.2651	25.62092	3.15394	0.283735	0.208173	0.15546	0.202712	0.0653854	0.266321	0.216619	0.165035	0.156618	0.0134675	0.159968	0.43201	0.0256943	0.0627718	0.1466885	-0.04529829	0.154653	0.0914074	0.0738639	0.276951	0.170803	0.232322	41.18052	0.05811087	0.400831	0.73971	1.08318	1.77628	0.0363291	0.456745	0.4063	0.100626	0.01281258	4.535455
3740	-8.84707	0	-8.84707	12.17138	2.267185	0.219724	0.321525	0.134715	0.294495	0.0587434	0.132081	0.241841	0.105331	0.166712	0.0101327	0.120056	0.185686	0.037985	0.106929	0.1382675	-0.0390642	0.13001	0.0657737	0.0623707	0.29945	0.170936	0.271459	22.12245	0.07662927	0.323211	0.680718	1.07543	1.92064	0.0393516	0.478917	0.26386	0.217872	0.03756507	2.039907
3750	3.38069	0	3.38069	8.334194	2.148437	0.10808	0.268718	0.0749391	0.212634	0.0295647	0.132659	0.0607173	0.0949906	0.0478612	0.0115044	0.117047	0.107598	0.0447435	0.0993832	0.1076412	0.008989655	0.306642	0.0926115	0.0525022	0.322582	0.0477306	0.177932	8.362297	0.01608634	0.310372	0.669924	1.0733	1.94641	0.0160599	0.169127	0.449531	0.365281	0.02507599	0.6415036
3760	2.42963	0	2.42963	6.066954	2.242239	0.0718292	0.142936	0.130648	0.248521	0.0469238	0.164591	0.0349083	0.255183	0.0731544	0.0111775	0.0749773	0.119888	0.0400041	0.122071	0.1259518	0.02026161	0.237022	0.202359	0.0827548	0.260993	0.02732	0.189552	8.00277	0.02602472	0.320572	0.678526	1.07502	1.92588	0.00880009	0.425389	0.20632	0.359491	0.04628633	0.562255
3770	-16.262	0	-16.262	25.9457	2.358535	0.288842	0.175545	0.196339	0.46993	0.0455164	0.287673	0.0304356	0.346136	0.0690951	0.0116304	0.109928	0.162611	0.0473903	0.0809589	0.138413	-0.07524951	0.314767	0.304636	0.0973811	0.0919863	0.0348565	0.156373	36.03718	0.1098414	0.332621	0.688423	1.07683	1.90213	0.0609544	0.401632	0.0940803	0.443334	0.03459188	3.175352
3780	0.767628	0	0.767628	13.48372	2.093029	0.116715	0.0240535	0.123418	0.211807	0.041418	0.238634	0.0186953	0.165657	0.0453892	0.00381184	0.100977	0.0762267	0.0205863	0.0331668	0.0932767	-0.1382323	0.138803	0.211478	0.0251654	0.150301	0.0393798	0.434873	43.82426	0.2300735	0.304132	0.664555	1.07215	1.95916	0.304086	0.0786862	0.399827	0.217401	0.09184112	2.505125
3790	-8.67147	0	-8.67147	18.22993	2.493659	0.292466	0.0306998	0.253437	0.202497	0.0559721	0.34222	0.0291439	0.223294	0.092315	0.00832343	0.152363	0.109273	0.0212766	0.0735342	0.1180176	0.02633083	0.0948345	0.158033	0.0773618	0.311192	0.0203522	0.338227	40.43654	0.2078875	0.345855	0.698982	1.07856	1.87661	0.179208	0.539818	0.131746	0.149227	0.2342183	0.88758
3800	-11.0081	0	-11.0081	24.1487	1.84726	0.651931	0.0713341	0.134582	0.260948	0.0852427	0.401536	0.0351359	0.227708	0.218519	0.0134096	0.230898	0.125278	0.0671649	0.091701	0.2156899	0.1184139	0.125277	0.134074	0.0403441	0.331102	0.0315082	0.337696	37.32837	0.05292971	0.274334	0.637722	1.06565	2.02229	0.474928	0.209487	0.145928	0.169658	0.1713436	0.3089098
3810	-12.0199	0	-12.0199	13.47656	1.482564	0.586014	0.0775402	0.212365	0.325727	0.13231	0.363588	0.0267167	0.214703	0.148118	0.0254359	0.225655	0.0987702	0.0357575	0.0642449	0.2427426	0.1505308	0.130314	0.0287089	0.0286699	0.531299	0.0174985	0.26351	28.43747	0.01584066	0.222616	0.585628	1.04938	2.14237	0.149161	0.352546	0.0784402	0.419853	0.1663715	0.09521256
3820	0.319488	0	0.319488	1.854066	1.486349	0.228812	0.0315071	0.173741	0.297052	0.0711492	0.142268	0.00841152	0.118655	0.269775	0.0219838	0.158302	0.121579	0.030601	0.0268697	0.1561818	-0.01582766	0.0914096	0.0094969	0.0556063	0.603286	0.0080497	0.232152	11.51028	0.06009324	0.223206	0.586268	1.04961	2.14092	0.05149	0.189618	0.238211	0.520681	0.04426558	1.357561
3830	-14.085	0	-14.085	7.946177	1.214453	0.558599	0.0436289	0.242644	0.658981	0.0819004	0.583724	0.0188264	0.272334	0.599555	0.0333298	0.167002	0.245155	0.0651224	0.0534058	0.2392847	0.04621362	0.357145	0.0446091	0.0166243	0.37786	0.01543	0.188331	19.32298	0.02582728	0.177662	0.532919	1.02809	2.26132	0.3065	0.152499	0.0562692	0.484732	0.0720409	0.3585086
3840	-15.0673	0	-15.0673	21.10888	1.492863	0.816779	0.0163055	0.214293	0.288506	0.0475529	0.431387	0.00474305	0.36847	0.154712	0.0420226	0.213546	0.230382	0.0536185	0.0632009	0.1887196	-0.03531607	0.226685	0.0194006	0.0498026	0.315881	0.0329416	0.355289	26.40666	0.05745393	0.224218	0.587364	1.05	2.13842	0.30024	0.259246	0.237264	0.20325	0.02213786	2.595279
3850	-12.0931	0	-12.0931	20.83688	1.440759	0.519718	0.014769	0.161154	0.191385	0.0472857	0.23222	0.00377413	0.442646	0.298403	0.0251345	0.261925	0.196013	0.0608666	0.0418834	0.1563284	-0.04952916	0.213141	0.0745757	0.238543	0.0963311	0.062529	0.31488	35.09289	0.08310183	0.216024	0.578389	1.04674	2.15884	0.160172	0.692964	0.0914371	0.0554261	0.03357267	2.475282
3860	-4.08964	0	-4.08964	4.765052	1.403932	0.286606	0.00610953	0.0991704	0.292928	0.0281203	0.228509	0.00613339	0.338997	0.37201	0.0215554	0.157921	0.1914	0.0819539	0.0277112	0.1095668	-0.194489	0.191939	0.115555	0.195199	0.0660836	0.0809803	0.350243	40.60374	0.2233028	0.210093	0.571744	1.04424	2.17392	0.509247	0.289842	0.0792262	0.121685	0.02881374	7.749871
3870	-7.88971	0	-7.88971	10.55323	1.774741	0.255301	0.00518837	0.136059	0.0702444	0.0145735	0.17573	0.0044986	0.311311	0.244068	0.0214536	0.0926836	0.445179	0.0457308	0.0445056	0.150731	-0.1722059	0.369697	0.26986	0.0669351	0.0358831	0.023475	0.23415	34.96867	0.1960239	0.264818	0.628702	1.06318	2.0433	0.655472	0.178561	0.0415664	0.1244	0.02381801	8.23007
3880	-2.28347	0	-2.28347	5.379404	1.426561	0.25126	0.00666332	0.106028	0.0766428	0.0131905	0.197588	0.00273246	0.610694	0.305438	0.0124211	0.0766967	0.368018	0.0616302	0.128809	0.1738466	-0.05334144	0.42197	0.0725556	0.16426	0.128614	0.0396104	0.172989	8.095297	0.07227281	0.213752	0.575858	1.0458	2.16459	0.464846	0.253582	0.0781472	0.203425	0.01893137	3.817622
3890	3.08193	0	3.08193	4.83065	1.092485	0.238265	0.00582144	0.0623646	0.0605969	0.0194395	0.167833	0.00245493	0.49201	0.308327	0.013707	0.0345843	0.254771	0.0516238	0.133876	0.1296434	-0.04724916	0.187824	0.121313	0.105677	0.182702	0.127236	0.275247	5.580053	0.06281323	0.155029	0.502888	1.01378	2.3283	0.517654	0.0733448	0.138473	0.270528	0.01556407	4.035785
3900	3.49076	0	3.49076	5.86997	0.8423537	0.232536	0.00686309	0.0900716	0.0507647	0.0276986	0.105115	0.00302856	0.440914	0.201722	0.00992939	0.0284547	0.170031	0.0228389	0.118482	0.1024265	-0.1243579	0.237623	0.148559	0.19294	0.220415	0.0552973	0.145166	8.278072	0.1353992	0.104534	0.423643	0.968033	2.50379	0.156826	0.0164207	0.133702	0.693051	0.01104127	12.26301
3910	3.01224	0	3.01224	24.86605	1.110138	0.313645	0.00745109	0.0857669	0.0115255	0.0196882	0.0500948	0.000944328	0.171436	0.143978	0.00412196	0.00526333	0.0923447	0.00681711	0.0520384	0.07936419	-0.1025844	0.115386	0.113833	0.128085	0.217241	0.068574	0.35688	36.12704	0.1119798	0.158391	0.507525	1.0161	2.31799	0.559362	0.00447548	0.102924	0.333239	0.00939539	11.91858
3920	0.732145	0	0.732145	7.744646	1.015476	0.655111	0.00965023	0.144039	0.0409114	0.0501107	0.106483	0.00206062	0.176036	0.241656	0.0184962	0.0123381	0.106844	0.0245668	0.104901	0.1166711	-0.08209142	0.202212	0.396528	0.157678	0.0776553	0.0651162	0.10081	9.744288	0.09129545	0.140031	0.481355	1.00252	2.3761	0.186507	0.0452826	0.302826	0.465384	0.009204031	9.919072
3930	0.101189	0	0.101189	18.443	0.9642494	0.294645	0.010209	0.127694	0.0535688	0.0524653	0.0601271	0.00135596	0.0810167	0.243532	0.018736	0.0141413	0.0395889	0.00878432	0.08142	0.09896854	-0.07442966	0.162338	0.317091	0.173577	0.177916	0.0819532	0.0871248	38.6049	0.08397868	0.129767	0.465736	0.993814	2.41068	0.311447	0.0179829	0.119651	0.550919	0.009549025	8.794477
3940	1.17244	0	1.17244	21.63464	0.7574546	0.262871	0.00627555	0.115876	0.0647967	0.152791	0.0317185	0.00217205	0.0383244	0.192538	0.0166425	0.0161563	0.0971666	0.00456725	0.158107	0.0738137	0.01062775	0.0343562	0.258415	0.135764	0.517254	0.0338805	0.0203297	43.42848	0.06111086	0.0864792	0.389424	0.944431	2.57967	0.0775868	0.0594078	0.323669	0.539337	0.07173861	0.8518546
3950	2.43739	0	2.43739	9.837051	0.8467623	0.27962	0.00359484	0.163743	0.0597354	0.16338	0.0444421	0.00210182	0.0746109	0.234341	0.0142417	0.0119432	0.170785	0.00468745	0.0792031	0.1069017	-0.1164794	0.0294316	0.384352	0.0389691	0.512727	0.0126596	0.0218603	36.52603	0.1321132	0.105463	0.425301	0.969115	2.50012	0.0953421	0.0266114	0.68183	0.196217	0.01563384	8.450466
3960	1.93823	0	1.93823	2.604384	0.9220207	0.378973	0.00393039	0.386475	0.072408	0.144464	0.0494124	0.00217816	0.0923304	0.145672	0.0182732	0.0123412	0.181618	0.00531298	0.179042	0.1027439	-0.2336698	0.0205004	0.562198	0.0336114	0.348347	0.0200344	0.0153097	45.7698	0.2422838	0.121144	0.45199	0.985774	2.44109	0.0204518	0.121907	0.322825	0.534816	0.008613984	28.12679
3970	-12.4637	0	-12.4637	8.28649	0.8003112	0.359614	0.00371411	0.506538	0.167863	0.420774	0.0719369	0.00619279	0.14642	0.318033	0.0377814	0.0349642	0.499036	0.00998214	0.387895	0.1274191	-0.1578143	0.0610914	0.367486	0.0545081	0.4042	0.101019	0.0116959	23.31962	0.1675352	0.095625	0.407259	0.957041	2.54007	0.18206	0.343417	0.131983	0.342539	0.009720933	17.23448
3980	4.07045	0	4.07045	5.113539	0.7073738	0.184276	0.0015395	0.300967	0.0835329	0.166427	0.042336	0.00207286	0.0527812	0.174039	0.0136978	0.0216035	0.190454	0.00290801	0.199894	0.1168274	-0.303062	0.185228	0.299482	0.169709	0.20658	0.123955	0.015047	43.21059	0.3119987	0.075764	0.366989	0.927571	2.62968	0.267465	0.100639	0.127474	0.504422	0.00893667	34.91219
3990	-10.277	0	-10.277	16.0315	0.7405636	0.307304	0.00251283	0.43681	0.0992714	0.438391	0.086084	0.00412923	0.112686	0.427485	0.0113637	0.0366175	0.42661	0.00372522	0.379865	0.1457154	-0.1103463	0.134331	0.413864	0.0786636	0.194267	0.137225	0.041649	32.63494	0.1397386	0.0828652	0.382057	0.93902	2.59606	0.210061	0.442678	0.0766935	0.270567	0.02939227	4.754263
4000	-19.1402	0	-19.1402	22.60317	0.6989998	0.416095	0.00619396	0.907046	0.125738	0.545376	0.277184	0.00749702	0.0639415	0.788879	0.0154243	0.0374318	0.773184	0.00274075	0.394058	0.2211792	-0.1498957	0.329584	0.081089	0.074795	0.295	0.16829	0.0512412	30.18869	0.1524667	0.0739746	0.363058	0.924497	2.63847	0.107665	0.783106	0.0576086	0.0516203	0.00257101	59.30225
4010	-17.0549	0	-17.0549	28.37363	0.8230942	0.227743	0.00474757	0.62998	0.0661011	0.3849	0.195299	0.0055533	0.0416709	0.450557	0.0137788	0.0497374	0.625739	0.0019144	0.391119	0.2254004	-0.03967664	0.111634	0.0321949	0.0108189	0.554723	0.160126	0.130503	45.90287	0.04376688	0.100463	0.416268	0.963154	2.52011	0.0712107	0.649332	0.241084	0.038373	0.004090243	10.70031
4020	-11.6699	0	-11.6699	23.8409	0.8992389	0.328935	0.00340306	0.445127	0.0513955	0.346837	0.232764	0.0058566	0.0582453	0.301291	0.0100259	0.0406775	0.26628	0.00269941	0.362746	0.2477847	-0.09586108	0.0337937	0.0415408	0.00735587	0.509345	0.197081	0.210883	27.46774	0.1019681	0.116437	0.44422	0.981069	2.45827	0.0435445	0.058656	0.119382	0.778417	0.00610703	16.69684
4030	-12.9559	0	-12.9559	19.56798	0.9904603	0.346399	0.00222839	0.70634	0.0657289	0.550076	0.415511	0.00564404	0.0689543	0.162509	0.0311368	0.0558159	0.417795	0.00555768	0.366047	0.2301174	-0.1194717	0.0615328	0.0259373	0.0219974	0.350945	0.272295	0.267292	33.81662	0.1227572	0.135046	0.473866	0.998401	2.39269	0.0396571	0.0464751	0.503101	0.410767	0.00328547	37.36365
4040	-6.23686	0	-6.23686	7.507132	0.7381965	0.197754	0.00363678	0.692515	0.168927	0.365816	0.181197	0.00239065	0.0539571	0.140143	0.0194756	0.0462574	0.288633	0.00243018	0.218213	0.2101743	-0.3101293	0.0944646	0.0123614	0.0515407	0.173791	0.278956	0.388886	18.60961	0.3139145	0.0823586	0.381008	0.93824	2.59839	0.0274042	0.0150699	0.43349	0.524036	0.003785213	82.93179
4050	-16.8268	0	-16.8268	6.15315	0.8745704	0.147369	0.0121451	1.11398	0.202278	0.361897	0.385711	0.00352404	0.276896	0.520295	0.0393198	0.0437154	0.968275	0.00667048	0.439117	0.2438387	-0.1370558	0.235631	0.0124782	0.125527	0.120006	0.019109	0.487248	13.56401	0.1599852	0.1113	0.43551	0.975654	2.47754	0.154829	0.10804	0.351651	0.385479	0.02292944	6.977282
4060	-23.6239	0	-23.6239	12.95758	0.9409457	0.388288	0.0255323	1.187	0.358643	0.620965	0.578788	0.0120326	1.04403	0.836066	0.1217	0.0552113	1.0444	0.00855686	0.39466	0.3809398	-0.03922541	0.198124	0.028484	0.318078	0.141787	0.0367102	0.276817	16.90916	0.05459336	0.125025	0.458252	0.989482	2.42724	0.183668	0.151322	0.098851	0.566158	0.01536795	3.552417
4070	-18.4928	0	-18.4928	7.882986	1.029867	0.496927	0.0129463	0.994524	0.182878	0.472445	0.349496	0.00936039	0.651415	0.4922	0.0951792	0.0402934	0.861524	0.0106882	0.173195	0.4180246	-0.129253	0.292816	0.0376365	0.438288	0.143887	0.017468	0.0699058	19.23762	0.2334652	0.142874	0.485549	1.00478	2.3668	0.131833	0.09962	0.130249	0.638297	0.1042122	2.240287
4080	-19.8079	0	-19.8079	12.83083	0.80471	0.370046	0.0112165	0.915768	0.147075	0.212247	0.279383	0.014797	0.533408	0.419152	0.135808	0.0202514	1.06167	0.00615258	0.0873677	0.2233078	-0.1524664	0.223288	0.0332182	0.362499	0.262904	0.0633205	0.0547703	19.76374	0.2373689	0.0965606	0.409023	0.958251	2.53616	0.191705	0.217597	0.126508	0.46419	0.08490257	2.79578
4090	-10.9192	0	-10.9192	13.16466	0.6335416	0.163835	0.00295656	0.480419	0.0642153	0.122433	0.256343	0.00626257	0.203818	0.294404	0.0634174	0.012058	0.540583	0.0029072	0.0273429	0.1450949	-0.1658456	0.13745	0.046173	0.205765	0.51265	0.0446729	0.0532886	45.9085	0.2801547	0.0600915	0.330411	0.897511	2.71199	0.42704	0.478386	0.0491543	0.0454197	0.1143091	2.450851
4100	-3.79045	0	-3.79045	3.065479	0.8456384	0.0566314	0.00280296	0.337581	0.0471221	0.227308	0.191154	0.0073383	0.129011	0.53063	0.0764651	0.0100351	0.289464	0.00305925	0.038588	0.1007334	-0.08525131	0.164365	0.0340994	0.175394	0.232465	0.280096	0.113582	15.68232	0.186955	0.105226	0.424879	0.96884	2.50105	0.182941	0.753695	0.0279562	0.0354077	0.1017037	1.838232
4110	-17.3971	0	-17.3971	16.11773	0.7868075	0.100589	0.00587933	0.535483	0.0340965	0.60657	0.299198	0.0167584	0.302053	1.02201	0.228586	0.0297812	0.417035	0.00923572	0.034999	0.2876382	0.0355604	0.431765	0.0192663	0.00982483	0.109498	0.369424	0.0602216	42.11343	0.06352276	0.0927485	0.401768	0.953231	2.55225	0.319215	0.190113	0.407218	0.0834536	0.09908315	0.6411055
4120	-14.0411	0	-14.0411	11.2043	0.8421959	0.186441	0.00613987	0.856469	0.02627	0.471945	0.315123	0.0211022	0.342926	0.522053	0.233469	0.0449823	0.530742	0.0129783	0.0116011	0.2599622	0.189186	0.608707	0.010497	0.0751449	0.0342828	0.136018	0.13535	32.62477	0.02574309	0.104501	0.423583	0.967994	2.50392	0.710415	0.0628361	0.127836	0.0989128	0.2149291	0.1197748
4130	-15.7774	0	-15.7774	11.79367	0.748923	0.214008	0.009615	1.24022	0.0157975	0.853635	0.20994	0.0291019	0.253437	0.401658	0.144573	0.0390249	0.636373	0.0136657	0.00931127	0.2586437	0.06571915	0.441037	0.0120508	0.0826594	0.0128886	0.342399	0.108966	21.96186	0.03232693	0.0846541	0.385727	0.941731	2.58789	0.74078	0.0582433	0.0287427	0.172234	0.09804608	0.3297116
4140	-14.5056	0	-14.5056	8.606255	0.8211541	0.180914	0.0125848	1.28516	0.0247276	0.618383	0.183704	0.0365546	0.279412	0.611944	0.144284	0.049824	0.348167	0.0261608	0.0152535	0.2074106	0.1093211	0.332333	0.00973817	0.108051	0.0241477	0.376506	0.149224	31.13294	0.07085883	0.100052	0.415513	0.962648	2.52179	0.665527	0.0543952	0.0589219	0.221156	0.18018	0.393267
4150	-6.70887	0	-6.70887	6.845583	0.8330994	0.0939645	0.00825556	0.418434	0.03087	0.376589	0.130453	0.0101927	0.145171	0.18262	0.0344219	0.0264749	0.147893	0.0164479	0.00779886	0.1910071	-0.1254428	0.393746	0.013407	0.0511429	0.0086575	0.312123	0.220923	27.89363	0.3529489	0.10258	0.420126	0.965721	2.51157	0.491822	0.0132596	0.340994	0.153925	0.2275061	1.551382
4160	3.53668	0	3.53668	10.5193	1.035057	0.037509	0.00535693	0.405811	0.0186215	0.158513	0.0855128	0.00550817	0.105274	0.118635	0.0269255	0.0152038	0.035949	0.00693199	0.00544943	0.1060623	0.1669388	0.063305	0.00868304	0.414163	0.0179586	0.289814	0.206077	19.51141	0.1512193	0.143895	0.487041	1.00557	2.36349	0.123564	0.0295717	0.823864	0.0230008	0.3181581	0.4752961
4170	9.47578	0	9.47578	3.937297	0.9153134	0.0246035	0.00449933	0.380486	0.0189342	0.123383	0.0726256	0.00537756	0.0800065	0.0559568	0.0603842	0.009879	0.0177325	0.013553	0.00332991	0.08031617	0.1579702	0.195495	0.0325624	0.215956	0.0582579	0.424111	0.0736181	35.49208	0.09012906	0.119762	0.449729	0.984417	2.44609	0.688682	0.0664978	0.234352	0.0104678	0.2480992	0.3632783
