Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
476	0	-3902.999	-3778.987	-124.0117	6.539098	0.1697825	0.3175447	0.029039	0.0704317	0.070568	0.0708068	0.02486	0.04926	0.0421646	0.0163385	0.0409937	0.025811	0.0202389	0.0220181	0.0519135	0.10062	0.0275322	0.0236411	0.0214247	0.0224486	0.0940852	0.0217137	0.0294464	0.0454143	0.0647008	0.0349125	0.0339546	0.0135734	0.0463624	0.0263772	0.0274611	0.0375548	0.0417211	0.0405619	0.0476345	0.0884686	0.0491855	0.0323663	0.0583071	0.0224356	0.03575369	0.03741384	0.1199335	0.0096208	0.536753	0.00814315	0.0109693	0.434236	0.000277459	8.637493	0.1281241	-3.331102	1	40.55464	0.05844997	0.000155354	0.0183594	0.300384	3.6811	0.00682599	0.118194	0.624124	3.25086	0.274017	0.305358	0.143772	0.276853	0.2480576	0.5165096
477	1	-3888.035	-3809.254	-78.78173	6.107239	0.2051863	1.728625	0.0227831	0.0168393	0.0154317	0.0211428	0.0230643	0.0140349	0.0339681	0.00777922	0.0313416	0.0282354	0.0138731	0.0190391	0.0221402	0.090544	0.0394459	0.0260618	0.0125696	0.0235105	0.044332	0.056255	0.0625016	0.0319451	0.0126847	0.0426389	0.0261874	0.0135793	0.024433	0.0192656	0.0366124	0.00429182	0.00599829	0.0157072	0.0413814	0.0362249	0.00772938	0.0163655	0.0315366	0.0175318	0.01964888	0.0569965	0.0252209	0.011089	0.560449	0.00871402	0.0169412	0.401633	0.00117368	6.109487	0.1174458	-3.929735	2	39.93951	0.1776502	0.00063248	0.0368201	0.397058	3.56549	0.25858	0.62266	1.06144	2.05732	0.294358	0.298482	0.139792	0.267367	0.1426667	0.823218
478	0	-3904.291	-3778.069	-126.2215	6.539098	0.1681048	0.9754135	0.0926131	0.0453949	0.0295574	0.0365855	0.0537165	0.0444278	0.059646	0.012087	0.0375465	0.0198199	0.0284939	0.0472062	0.0519135	0.102229	0.0432499	0.0416848	0.0249422	0.118181	0.0183003	0.0276585	0.0285708	0.0333338	0.0145431	0.0293638	0.0304715	0.0245294	0.0309432	0.0559584	0.0490411	0.0475393	0.04709	0.0152481	0.0389319	0.0615019	0.0520662	0.0360793	0.0382508	0.0495706	0.04207551	0.03695862	0.1199335	0.00792188	0.534744	0.00780999	0.0150973	0.43437	5.71331e-05	8.637493	0.1281241	-3.168289	1	40.55464	0.05844997	0.000143231	0.0176331	0.295522	3.6867	0.132022	0.469235	0.995804	2.40294	0.30235	0.3066	0.119973	0.271077	0.2480576	0.5165096
479	1	-3888.073	-3810.416	-77.65699	6.107239	0.2079238	1.270087	0.024296	0.0328405	0.0223015	0.016932	0.00925073	0.0305957	0.0345633	0.00807916	0.0385679	0.0463951	0.00832403	0.023519	0.0142055	0.090544	0.0384185	0.0339902	0.0269668	0.0269782	0.0289806	0.056255	0.0342773	0.0254809	0.0179652	0.0285102	0.0175097	0.0287141	0.0309727	0.0322779	0.0241579	0.00540581	0.0191556	0.0402873	0.0211996	0.0362249	0.0160227	0.0187597	0.0252339	0.00724292	0.02030387	0.06808057	0.0252209	0.0181359	0.584772	0.00528796	0.0145286	0.375993	0.00128274	6.109487	0.1174458	-3.896944	2	39.93951	0.1776502	0.00069107	0.0384682	0.40402	3.55682	0.187525	0.545204	1.03349	2.23378	0.282684	0.31955	0.134599	0.263166	0.1426667	0.823218
480	0	-3916.854	-3774.114	-142.7399	6.539098	0.1544224	1.090397	0.129896	0.0696425	0.0447109	0.0414356	0.0267053	0.0815478	0.0701968	0.0115823	0.0367905	0.0213717	0.0262862	0.0342164	0.0569064	0.0999008	0.040368	0.102757	0.0732664	0.0440856	0.0537598	0.169839	0.0268089	0.0630644	0.148776	0.0295524	0.0343132	0.0237026	0.0601051	0.0787347	0.0535988	0.0337487	0.0753869	0.0691433	0.0389319	0.0615019	0.0296778	0.1129	0.0702814	0.030363	0.04602345	0.04672667	0.1199335	0.0112831	0.585107	0.00620714	0.00739605	0.389822	0.000184127	8.637493	0.1281241	-3.078604	1	40.55464	0.05844997	6.91161e-05	0.012274	0.255122	3.73254	0.154629	0.502333	1.0135	2.32954	0.297233	0.30484	0.124595	0.273332	0.2480576	0.5165096
481	1	-3881.418	-3807.963	-73.45531	6.107239	0.1843041	2.980616	0.0464908	0.0082739	0.0139754	0.0233796	0.0148555	0.017302	0.0451119	0.00657439	0.0400366	0.029493	0.008621	0.0285806	0.0346179	0.085258	0.0344062	0.0190507	0.0271858	0.0184407	0.0172667	0.0188231	0.012656	0.00824393	0.00576997	0.0279387	0.0106159	0.0251121	0.0094992	0.0112191	0.00607628	0.0077518	0.0157495	0.014929	0.0244942	0.00642588	0.0298807	0.0107252	0.0265476	0.0516973	0.01700663	0.04382081	0.0252209	0.0238704	0.456162	0.00769499	0.0127791	0.494878	0.00461462	6.109487	0.1174458	-4.074152	2	39.93951	0.1776502	0.000295002	0.0252395	0.34147	3.633	0.387757	0.730449	1.08242	1.79938	0.279252	0.317327	0.120918	0.282503	0.1426667	0.823218
482	0	-3914.918	-3778.722	-136.1959	6.539098	0.1649518	1.192932	0.0240921	0.0286333	0.123691	0.0210848	0.0402779	0.0270228	0.0768739	0.00868611	0.0445321	0.0198272	0.0295838	0.0381778	0.0183818	0.11982	0.0344075	0.0578655	0.0448076	0.131183	0.0341997	0.106655	0.0125123	0.0508348	0.0508065	0.0341886	0.0477332	0.0137666	0.0321582	0.0491701	0.0427677	0.0170671	0.120754	0.085151	0.0534748	0.0369344	0.0389283	0.0196879	0.0320802	0.032519	0.0387553	0.05331359	0.1199335	0.0144331	0.550392	0.0034888	0.0192375	0.411444	0.00100477	8.637493	0.1281241	-3.250488	1	40.55464	0.05844997	0.000122399	0.0163083	0.286326	3.69724	0.17377	0.527945	1.02583	2.27245	0.303427	0.304298	0.13476	0.257514	0.2480576	0.5165096
483	1	-3889.66	-3803.768	-85.89237	6.107239	0.2067827	2.522362	0.0169342	0.0147735	0.00941982	0.0151636	0.0170632	0.00914118	0.0577795	0.00653708	0.0341402	0.0444872	0.00590977	0.0205524	0.0490895	0.0833825	0.0442707	0.0151555	0.0231769	0.0185204	0.0575995	0.0309774	0.0389319	0.0160236	0.00944699	0.0288841	0.0157975	0.0206462	0.00571012	0.0214118	0.0160546	0.0126494	0.0883821	0.0165273	0.0416056	0.023062	0.0930127	0.0135987	0.0135762	0.0454747	0.02211162	0.05411676	0.0252209	0.0187129	0.502573	0.00232166	0.0120225	0.460376	0.00399386	6.109487	0.1174458	-3.811652	2	39.93951	0.1776502	0.000666205	0.0377778	0.401127	3.56043	0.348566	0.701107	1.07888	1.87145	0.282561	0.307597	0.13919	0.270652	0.1426667	0.823218
484	0	-3893.858	-3778.589	-115.2687	6.539098	0.1472746	0.9102857	0.0216293	0.0819362	0.0203187	0.0406111	0.0171842	0.0272941	0.0577838	0.0120464	0.0388131	0.0201461	0.0232867	0.0229417	0.0145765	0.0816812	0.0296172	0.0275332	0.0627254	0.0188767	0.0198234	0.0364555	0.0431264	0.0234924	0.0416074	0.0344298	0.0141003	0.0130681	0.0304048	0.0764752	0.0299909	0.0226798	0.019179	0.0192551	0.0276135	0.0336918	0.0274809	0.0479481	0.0320802	0.0200401	0.03090131	0.0765858	0.1199335	0.0144996	0.55293	0.00249299	0.00932373	0.413341	0.00741271	8.637493	0.1281241	-3.476957	1	40.55464	0.05844997	4.47529e-05	0.00988636	0.233591	3.75648	0.118724	0.44802	0.983384	2.44987	0.308981	0.298113	0.130405	0.262501	0.2480576	0.5165096
485	1	-3883.079	-3805.318	-77.76033	6.107239	0.1628522	1.166686	0.0169349	0.0162531	0.0172309	0.0131455	0.00726027	0.0275048	0.0477744	0.00720826	0.0423391	0.0369919	0.00514805	0.0227552	0.0289027	0.121051	0.041542	0.0101815	0.0196821	0.0188558	0.0303006	0.0235548	0.00792671	0.0152071	0.0113386	0.0357249	0.0210692	0.0332203	0.0285987	0.00721891	0.0356333	0.0137692	0.0384477	0.0145818	0.00890321	0.0252222	0.0160434	0.041366	0.0072909	0.052814	0.01979845	0.03818429	0.0252209	0.0137264	0.507168	0.000841007	0.00895392	0.455742	0.0135682	6.109487	0.1174458	-3.922152	2	39.93951	0.1776502	0.000109863	0.0154556	0.280162	3.70427	0.168964	0.521698	1.02293	2.28641	0.293834	0.29406	0.116826	0.29528	0.1426667	0.823218
486	0	-3897.488	-3784.437	-113.0508	6.539098	0.150935	1.982236	0.0801944	0.0249779	0.0129596	0.0536003	0.0412124	0.0400629	0.0322041	0.0289823	0.0364496	0.0186064	0.0141323	0.0229417	0.0350202	0.0693091	0.0311777	0.02004	0.0448747	0.0243629	0.0304754	0.0364555	0.0339986	0.0318082	0.0400126	0.0328243	0.0221553	0.0132963	0.0250953	0.0213093	0.0221573	0.0291207	0.0488226	0.0372291	0.0138713	0.041744	0.0253595	0.0291843	0.0229742	0.0202458	0.02906004	0.06125328	0.1199335	0.00618696	0.557447	0.00634131	0.0194317	0.404208	0.00638516	8.637493	0.1281241	-3.538391	1	40.55464	0.05844997	5.61983e-05	0.0110731	0.244645	3.74423	0.291145	0.653111	1.06954	1.98621	0.303449	0.28034	0.135111	0.2811	0.2480576	0.5165096
487	1	-3896.669	-3805.722	-90.94689	6.107239	0.1805341	1.683167	0.00772999	0.0860179	0.0233373	0.0209308	0.00622949	0.0122507	0.0421119	0.00794167	0.0397748	0.0472559	0.00728481	0.0206057	0.019594	0.0801296	0.0322342	0.0450048	0.0220792	0.0143549	0.0266265	0.0444294	0.072871	0.01686	0.0117011	0.0455431	0.0247944	0.0269205	0.0722162	0.0224513	0.0154046	0.0167229	0.038744	0.0729122	0.0279247	0.0252222	0.106787	0.0194216	0.0222064	0.0415142	0.02765359	0.05233304	0.0252209	0.0201526	0.566845	0.00571677	0.00174206	0.391327	0.0142169	6.109487	0.1174458	-3.588	2	39.93951	0.1776502	0.000252255	0.023354	0.330984	3.64541	0.252282	0.616454	1.05958	2.07168	0.279298	0.30979	0.139711	0.2712	0.1426667	0.823218
488	0	-3900.787	-3782.745	-118.0416	6.539098	0.2363008	0.4628249	0.0334632	0.0251034	0.0291685	0.0300842	0.0608035	0.0112655	0.0670434	0.0131339	0.0552755	0.0202275	0.0238595	0.0403134	0.048707	0.0619298	0.0278365	0.0568791	0.0181166	0.057326	0.0465314	0.0177361	0.0326541	0.0167273	0.0153594	0.0244391	0.025415	0.00997445	0.00768673	0.0356872	0.0221573	0.0313139	0.0722713	0.027288	0.00921346	0.0292506	0.00923541	0.0238844	0.0252706	0.0123336	0.02300715	0.03152362	0.1199335	0.0203895	0.43885	0.00741746	0.00973281	0.51685	0.00676009	8.637493	0.1281241	-3.77195	1	40.55464	0.05844997	0.0015336	0.0569908	0.471692	3.46978	0.0267222	0.226956	0.791213	2.95511	0.312645	0.285887	0.137102	0.264367	0.2480576	0.5165096
489	1	-3898.653	-3810.833	-87.82001	6.107239	0.1942061	2.751889	0.0929088	0.00560317	0.00872	0.0183092	0.0177118	0.0229764	0.0471425	0.00562596	0.0515757	0.0285766	0.0163064	0.0326683	0.0295525	0.10146	0.0407403	0.0243123	0.0811092	0.0184092	0.0481882	0.0318101	0.0513454	0.0512534	0.016002	0.0151092	0.0427673	0.0191644	0.0382563	0.034033	0.0412862	0.020872	0.0285164	0.0355865	0.0214403	0.0330776	0.0191035	0.0207758	0.0211616	0.0271093	0.02710036	0.05457765	0.0252209	0.0129925	0.580266	0.00118348	0.0040826	0.378051	0.0234245	6.109487	0.1174458	-3.608208	2	39.93951	0.1776502	0.000432304	0.0305013	0.368368	3.6007	0.369108	0.716795	1.08098	1.83312	0.29373	0.290258	0.135493	0.280519	0.1426667	0.823218
490	0	-3891.421	-3775.464	-115.9573	6.539098	0.2063752	1.328695	0.0259559	0.0164008	0.0425668	0.0209068	0.0215913	0.00958185	0.0442101	0.0107619	0.0444717	0.0154367	0.0169057	0.0347252	0.0156011	0.0750557	0.0289873	0.0310461	0.0481587	0.0188367	0.0251812	0.0349047	0.0168791	0.0107432	0.061806	0.0219611	0.0652404	0.0113324	0.0176217	0.0356872	0.0114078	0.022321	0.0530022	0.0339689	0.0308935	0.0115567	0.0737497	0.0333149	0.017702	0.0078476	0.02503801	0.0443239	0.1199335	0.0173749	0.522732	0.00094932	0.0082938	0.440433	0.0102166	8.637493	0.1281241	-3.68736	1	40.55464	0.05844997	0.000657479	0.0375324	0.400091	3.56172	0.197606	0.557315	1.03855	2.20653	0.2842	0.302363	0.148108	0.265329	0.2480576	0.5165096
491	1	-3893.654	-3812.651	-81.00277	6.107239	0.2164335	1.822967	0.0262295	0.0321526	0.0701636	0.0180611	0.0472069	0.0421453	0.0509318	0.00989933	0.0458491	0.0306092	0.0102689	0.0238291	0.0297405	0.0930083	0.0361479	0.0125658	0.0197431	0.0223416	0.0214019	0.0269697	0.0487425	0.0223016	0.0292637	0.0282091	0.0293251	0.0183251	0.0706596	0.025798	0.0212809	0.0508755	0.0219593	0.0441907	0.0112496	0.0195182	0.0223693	0.0540043	0.0136956	0.032458	0.02733227	0.03510901	0.0252209	0.0134546	0.503843	0.00224915	0.00343852	0.458868	0.0181475	6.109487	0.1174458	-3.599687	2	39.93951	0.1776502	0.000897207	0.0437612	0.425173	3.53017	0.271186	0.634763	1.06486	2.0292	0.322476	0.299982	0.130944	0.246598	0.1426667	0.823218
492	0	-3905.277	-3784.185	-121.092	6.539098	0.1770763	0.7612551	0.0539725	0.0477576	0.0216175	0.0202266	0.0108287	0.0181312	0.0399724	0.0113975	0.0271845	0.0150662	0.0276903	0.0283893	0.00724047	0.107997	0.016763	0.0204896	0.0119314	0.0176298	0.0148496	0.0270401	0.0198669	0.00373208	0.0267412	0.0309513	0.0291329	0.0324608	0.0128576	0.0430639	0.0606809	0.0634186	0.0364032	0.0208144	0.0225707	0.0116605	0.0737497	0.0183549	0.00711201	0.0358469	0.01858406	0.04342779	0.1199335	0.00706516	0.498682	0.000325998	0.00725845	0.473855	0.0128136	8.637493	0.1281241	-3.985451	1	40.55464	0.05844997	0.000217235	0.0216848	0.321253	3.65685	0.0872919	0.391054	0.945613	2.57604	0.318115	0.28007	0.131707	0.270108	0.2480576	0.5165096
493	1	-3887.429	-3807.298	-80.13104	6.107239	0.1917736	2.587673	0.0394707	0.0459495	0.0601	0.0132788	0.0269254	0.0219771	0.0324635	0.00971402	0.0369067	0.0364403	0.00868262	0.0251821	0.0568467	0.0656881	0.0242824	0.0328113	0.0172814	0.015583	0.0499223	0.0363559	0.0381927	0.0273439	0.0195577	0.0365014	0.0293251	0.0269567	0.0707905	0.0146918	0.0141584	0.0294528	0.0394898	0.0273992	0.0259693	0.0351883	0.0142843	0.0170211	0.0401928	0.0176282	0.02461304	0.04414723	0.0252209	0.0166552	0.529486	0.00741081	0.0121792	0.432329	0.00193986	6.109487	0.1174458	-3.704479	2	39.93951	0.1776502	0.000395013	0.0291685	0.361849	3.60859	0.354614	0.705799	1.07956	1.86003	0.28624	0.305652	0.13091	0.277199	0.1426667	0.823218
494	0	-3888.574	-3780.017	-108.557	6.539098	0.1935269	1.027453	0.0383602	0.0413728	0.0264	0.0211175	0.043985	0.0229876	0.0374654	0.00873564	0.040193	0.0153359	0.0175763	0.0307104	0.0178354	0.0780472	0.0211501	0.0263961	0.00759787	0.0181026	0.01077	0.0334097	0.0135929	0.0117048	0.0130712	0.0309513	0.0340643	0.0101136	0.0439086	0.0136655	0.0085443	0.00737224	0.00816409	0.0075029	0.0154702	0.00311122	0.0156089	0.0122061	0.0264377	0.0161486	0.01740675	0.06753869	0.1199335	0.0133053	0.495594	0.00419171	0.0063794	0.459801	0.0207279	8.637493	0.1281241	-4.050897	1	40.55464	0.05844997	0.000421647	0.0301266	0.366553	3.6029	0.142399	0.484851	1.0044	2.36835	0.299465	0.293743	0.13344	0.273352	0.2480576	0.5165096
495	1	-3884.546	-3803.735	-80.81074	6.107239	0.1948425	1.710142	0.0235338	0.045935	0.00695589	0.0213487	0.0138761	0.0862356	0.0560772	0.00653009	0.0363356	0.0356942	0.00914726	0.0230787	0.0261041	0.074737	0.0473863	0.017046	0.0107932	0.036627	0.0198237	0.0330344	0.015879	0.0355989	0.0061122	0.0257234	0.0252693	0.0223474	0.0243692	0.0526086	0.00603719	0.0316107	0.0099389	0.0159226	0.0171024	0.0180686	0.0108176	0.0254657	0.00939663	0.00707321	0.0226258	0.05121751	0.0252209	0.0224324	0.531698	0.00448112	0.00560953	0.434134	0.00164515	6.109487	0.1174458	-3.788665	2	39.93951	0.1776502	0.000442462	0.0308541	0.370064	3.59864	0.256037	0.620168	1.0607	2.06309	0.309454	0.298856	0.131438	0.260252	0.1426667	0.823218
496	0	-3888.962	-3777.57	-111.3918	6.539098	0.2164256	2.286676	0.0102233	0.025681	0.0164689	0.0326282	0.0283904	0.0315288	0.0513257	0.013056	0.0379684	0.013572	0.0260779	0.0247097	0.0153104	0.0622519	0.023737	0.00672162	0.0134862	0.0213068	0.019859	0.0133262	0.0155455	0.00655388	0.0644451	0.0253075	0.044076	0.0208532	0.00995505	0.0113673	0.0269242	0.0590661	0.0153884	0.00913164	0.0517082	0.0126749	0.0396454	0.0285821	0.0129826	0.0106132	0.02084874	0.06062762	0.1199335	0.0154501	0.448182	0.00350349	0.0151962	0.498924	0.0187449	8.637493	0.1281241	-3.870462	1	40.55464	0.05844997	0.000896997	0.0437562	0.425154	3.53019	0.325251	0.682403	1.07575	1.9166	0.297459	0.301136	0.143708	0.257696	0.2480576	0.5165096
497	1	-3895.94	-3804.974	-90.96574	6.107239	0.1790363	1.469916	0.0401118	0.0123291	0.0292101	0.0793789	0.0202479	0.0451565	0.0425459	0.00653009	0.0336641	0.0337178	0.00812729	0.0316411	0.0336541	0.134176	0.0454704	0.069621	0.0501645	0.0312502	0.023819	0.045222	0.0208971	0.0224743	0.00682067	0.0358673	0.0359792	0.0455212	0.0380374	0.0263885	0.0410908	0.0625816	0.0196611	0.0254941	0.0546932	0.0550142	0.0285111	0.0199151	0.0118904	0.0113785	0.03007323	0.05070516	0.0252209	0.019935	0.458896	0.00200354	0.00997477	0.504345	0.00484585	6.109487	0.1174458	-3.50412	2	39.93951	0.1776502	0.00023661	0.0226238	0.326782	3.65036	0.220638	0.583471	1.0486	2.14729	0.290303	0.276836	0.140383	0.292479	0.1426667	0.823218
498	0	-3906.473	-3786.803	-119.67	6.539098	0.1938266	3.624812	0.0824235	0.0377749	0.0760056	0.0146616	0.0234444	0.0193199	0.0446471	0.00939872	0.0265201	0.0143663	0.0115562	0.0302555	0.0584654	0.0717986	0.0248187	0.0153348	0.036461	0.0173689	0.0101761	0.011297	0.00700402	0.0368428	0.0336539	0.0175275	0.0148265	0.0208275	0.00443629	0.0199348	0.0126537	0.017482	0.0325284	0.0175228	0.0192188	0.0613507	0.0244312	0.0260435	0.014446	0.054527	0.02233339	0.0496179	0.1199335	0.0135009	0.428452	0.00459131	0.0121753	0.528807	0.012473	8.637493	0.1281241	-3.801673	1	40.55464	0.05844997	0.000426325	0.0302916	0.367354	3.60193	0.432483	0.761146	1.08424	1.72213	0.33669	0.29143	0.140199	0.231681	0.2480576	0.5165096
499	1	-3898.643	-3807.737	-90.9055	6.107239	0.1490103	1.243647	0.0357428	0.0102317	0.0200498	0.0109214	0.0210435	0.0123271	0.0372219	0.00513751	0.0332449	0.0262621	0.00384666	0.021179	0.0431892	0.117304	0.0530609	0.0178207	0.0148221	0.00982426	0.0447157	0.0377523	0.0434308	0.0632446	0.022634	0.0249004	0.0241725	0.0152166	0.0749679	0.0143601	0.0599501	0.0529398	0.0136434	0.0210935	0.0148774	0.051899	0.0076652	0.0694183	0.0246609	0.0328577	0.025755	0.05163313	0.0252209	0.0181139	0.499049	0.00353803	0.00455989	0.469469	0.00526986	6.109487	0.1174458	-3.659127	2	39.93951	0.1776502	4.99258e-05	0.0104396	0.238839	3.75067	0.182873	0.539466	1.031	2.24666	0.299625	0.297195	0.127529	0.275651	0.1426667	0.823218
500	0	-3888.986	-3775.294	-113.6913	6.539098	0.1858876	7.367526	0.0193108	0.0282929	0.00736837	0.00772728	0.0161668	0.0291806	0.0434759	0.0127804	0.0518164	0.024733	0.0152518	0.030707	0.00920461	0.0874016	0.0265777	0.0193193	0.00756465	0.0145424	0.0114814	0.0190248	0.00896721	0.0272764	0.0545193	0.0323525	0.0197445	0.0110945	0.0167235	0.00489565	0.0077997	0.011945	0.0176949	0.0286769	0.0555243	0.0133772	0.00577767	0.0176138	0.0151317	0.0128484	0.01727128	0.05072994	0.1199335	0.0141738	0.493365	0.00526392	0.00810286	0.463843	0.0152512	8.637493	0.1281241	-4.05871	1	40.55464	0.05844997	0.000314453	0.0260513	0.345835	3.6278	0.578094	0.845033	1.0781	1.49878	0.286081	0.303881	0.134793	0.275245	0.2480576	0.5165096
501	1	-3887.104	-3806.054	-81.04966	6.107239	0.19052	4.381122	0.00617328	0.0194208	0.0601827	0.00934775	0.0318135	0.0230622	0.0386092	0.00806064	0.0319002	0.0293672	0.00797771	0.0211219	0.0129686	0.0773633	0.045674	0.0250134	0.0136226	0.0193115	0.0171285	0.0382904	0.0233	0.00940424	0.0138101	0.0437397	0.0301901	0.0352402	0.0143652	0.014259	0.0252591	0.0291572	0.0184685	0.020334	0.0429541	0.0261088	0.0365701	0.00589045	0.0246609	0.0544378	0.02533917	0.03884836	0.0252209	0.0176682	0.503314	0.00345099	0.0040893	0.457919	0.0135586	6.109487	0.1174458	-3.675404	2	39.93951	0.1776502	0.000376728	0.0284917	0.358466	3.61267	0.474148	0.787437	1.08417	1.65424	0.31173	0.305137	0.125297	0.257836	0.1426667	0.823218
502	0	-3886.66	-3779.281	-107.3787	6.539098	0.1998837	1.79864	0.0137765	0.0303311	0.0124061	0.010225	0.0106387	0.0369827	0.0557442	0.0107806	0.0394142	0.0237139	0.0280439	0.0320174	0.0245825	0.0537923	0.0307055	0.0206747	0.0256391	0.022013	0.0354378	0.0102183	0.0096526	0.00664708	0.0276194	0.0241942	0.0204906	0.0156917	0.0242947	0.0477454	0.00934489	0.0114829	0.0102232	0.0109659	0.0514815	0.0143594	0.0209751	0.0296415	0.0201484	0.0159226	0.01780817	0.05301194	0.1199335	0.0141583	0.484811	0.00666133	0.0137493	0.465385	0.0152345	8.637493	0.1281241	-4.028098	1	40.55464	0.05844997	0.00052907	0.0337084	0.383354	3.58241	0.267993	0.631738	1.06403	2.03624	0.328412	0.289096	0.129581	0.252912	0.2480576	0.5165096
503	1	-3889.49	-3808.707	-80.78264	6.107239	0.1706167	1.158484	0.00833253	0.0278708	0.0160156	0.0456934	0.0318135	0.0403846	0.0325829	0.00660446	0.0399922	0.0357792	0.00841746	0.0341369	0.0194301	0.101791	0.0427568	0.0399585	0.0241381	0.011947	0.0329765	0.0118414	0.0434742	0.0386321	0.00825483	0.0429168	0.0289695	0.0210265	0.0318586	0.0448669	0.0501582	0.0249004	0.0262827	0.0385422	0.0215389	0.0227657	0.0383569	0.0183531	0.0246609	0.0126508	0.02715707	0.04119244	0.0252209	0.0188861	0.442951	0.0026074	0.0137829	0.514094	0.00767875	6.109487	0.1174458	-3.606118	2	39.93951	0.1776502	0.000161662	0.0187259	0.302793	3.67832	0.167449	0.519704	1.02199	2.29085	0.286308	0.280478	0.141337	0.291877	0.1426667	0.823218
504	0	-3887.114	-3775.605	-111.5091	6.539098	0.1848794	0.9158744	0.0477363	0.00573705	0.0089877	0.0225848	0.00442541	0.012722	0.0583911	0.0140663	0.0346932	0.0235461	0.016916	0.0243312	0.00681314	0.0661554	0.0343864	0.0128752	0.0259836	0.0298341	0.025762	0.00672622	0.0105212	0.042515	0.0411875	0.0331364	0.0151355	0.0337013	0.00952495	0.0162668	0.0239861	0.0183853	0.0174082	0.00582164	0.0153529	0.0134204	0.0212992	0.0407684	0.0175911	0.0327338	0.01683574	0.04247068	0.1199335	0.0109423	0.502291	0.00608463	0.0163495	0.452343	0.0119899	8.637493	0.1281241	-4.084251	1	40.55464	0.05844997	0.000301963	0.0255331	0.343059	3.63111	0.119878	0.449919	0.984531	2.44567	0.299135	0.300831	0.137619	0.262415	0.2480576	0.5165096
505	1	-3882.241	-3803.292	-78.94936	6.107239	0.1676122	2.689762	0.0106457	0.0149248	0.0252129	0.028147	0.0104656	0.01221	0.0425775	0.00527676	0.0326442	0.0326352	0.0103448	0.0196798	0.0184752	0.0699674	0.0346237	0.0111445	0.090182	0.00744722	0.0239212	0.0305492	0.0149846	0.0158433	0.00710804	0.0248979	0.0318247	0.0271115	0.035967	0.0421828	0.017963	0.0249004	0.0150319	0.01368	0.0346429	0.00643115	0.0485426	0.00754366	0.0488568	0.0141922	0.02104397	0.04816459	0.0252209	0.010756	0.519879	0.00977349	0.0117013	0.441238	0.00665189	6.109487	0.1174458	-3.861141	2	39.93951	0.1776502	0.000139811	0.0174227	0.294091	3.68835	0.36374	0.712763	1.08049	1.84301	0.306376	0.299782	0.132503	0.26134	0.1426667	0.823218
506	0	-3892.156	-3774.808	-117.3471	6.539098	0.2038398	3.165643	0.0128853	0.0414296	0.0155173	0.0108704	0.0234972	0.0119401	0.040859	0.0175625	0.0371511	0.0218009	0.020756	0.0284879	0.0023426	0.057742	0.0259989	0.0138292	0.0241199	0.0239667	0.0377079	0.0187811	0.0188855	0.00729231	0.104655	0.0258353	0.0116365	0.0220324	0.00843288	0.0107328	0.030963	0.00714733	0.0190888	0.0123516	0.0473017	0.0453925	0.0333244	0.0468929	0.0157145	0.0128628	0.01984926	0.04971304	0.1199335	0.0110413	0.506838	0.00628929	0.0128587	0.456438	0.00653459	8.637493	0.1281241	-3.919589	1	40.55464	0.05844997	0.000604981	0.0360197	0.393605	3.56977	0.401684	0.740306	1.08322	1.77479	0.287208	0.310036	0.116772	0.285983	0.2480576	0.5165096
507	1	-3877.421	-3805.376	-72.04531	6.107239	0.1837716	1.382187	0.0106457	0.0294506	0.0190285	0.0346954	0.0150661	0.0332678	0.0364842	0.00591062	0.0404592	0.0554822	0.00802306	0.0240857	0.0364183	0.100493	0.0417249	0.0202808	0.0206041	0.0206957	0.0127793	0.0201995	0.0174161	0.02442	0.00796183	0.0265489	0.0236217	0.0369965	0.0127401	0.0141091	0.014719	0.0316751	0.0086329	0.0215849	0.0181707	0.0162843	0.00949221	0.0206854	0.0233792	0.00815436	0.02112171	0.06179304	0.0252209	0.0100336	0.513709	0.00956984	0.00931999	0.451629	0.00573849	6.109487	0.1174458	-3.857454	2	39.93951	0.1776502	0.000288663	0.0249691	0.339997	3.63475	0.206536	0.567695	1.04268	2.18309	0.284493	0.302371	0.127356	0.28578	0.1426667	0.823218
