Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2511	1	-3808.666	-3734.601	-74.06497	9.942153	0.1805203	1.009795	0.0256346	0.0149956	0.0135515	0.0218807	0.0291309	0.0125265	0.0220436	0.00611168	0.0215698	0.00522486	0.00639985	0.0195201	0.0140862	0.0194352	0.0177407	0.021601	0.0114046	0.0154437	0.0375797	0.0123447	0.0108234	0.0122423	0.0329054	0.0153812	0.00545759	0.0263954	0.0147812	0.010706	0.0110694	0.0151133	0.00720716	0.00533027	0.00700226	0.00922416	0.00358211	0.0142894	0.0117397	0.00738668	0.01307173	0.03256745	0.02522072	0.00301787	0.568388	0.0073939	0.0122534	0.401596	0.0073512	35.34812	0.117446	-4.337304	2	39.93951	0.1776503	0.000252107	0.0233473	0.330946	3.64545	0.138904	0.479676	1.0016	2.37982	0.300873	0.306041	0.12923	0.263856	0.1426667	0.8232194
2512	0	-3822.702	-3725.412	-97.28991	8.002522	0.1851137	1.078039	0.0199612	0.0217584	0.0138834	0.0130598	0.0139356	0.0175279	0.0284122	0.00511608	0.0160773	0.00683722	0.00751382	0.0107544	0.0149374	0.00733511	0.0165856	0.00375289	0.00700742	0.00781419	0.0063415	0.0123995	0.0102947	0.022283	0.00871659	0.00656668	0.0177774	0.00544815	0.0178785	0.00592646	0.00981682	0.00852931	0.00537524	0.00644182	0.0188613	0.0103405	0.0400232	0.00939519	0.0175565	0.0120566	0.009061212	0.02323708	0.1198608	0.0144964	0.530039	0.00226892	0.0047726	0.429457	0.018966	30.77453	0.1281344	-4.703752	3	40.55439	0.0584495	0.000304833	0.0256531	0.343705	3.63034	0.152257	0.499014	1.01182	2.33691	0.283477	0.315316	0.122815	0.278392	0.2479952	0.5166809
2513	1	-3817.368	-3738.707	-78.66062	9.942153	0.1588314	0.6660016	0.0235127	0.0143269	0.0231381	0.0191502	0.00702828	0.00378776	0.0233663	0.00622774	0.0129938	0.0068769	0.00860425	0.0230633	0.00632945	0.0192421	0.033449	0.0130579	0.014872	0.00587208	0.0038488	0.0113808	0.00791477	0.0138625	0.0227729	0.012766	0.0046284	0.0222234	0.0176238	0.00696382	0.024644	0.0463154	0.0104132	0.00804031	0.0161989	0.0138116	0.0147286	0.0129658	0.0209508	0.0379096	0.0116431	0.01887451	0.02522072	0.00156689	0.568519	0.00860836	0.016987	0.401689	0.00262965	35.34812	0.117446	-4.453042	2	39.93951	0.1776503	8.86183e-05	0.0138893	0.268274	3.71775	0.0669463	0.347037	0.911587	2.67443	0.2912	0.305912	0.131074	0.271814	0.1426667	0.8232194
2514	0	-3831.521	-3728.203	-103.3178	8.002522	0.1821685	3.272724	0.00657884	0.00399669	0.00711314	0.0250417	0.0139356	0.00797402	0.031855	0.0044236	0.0172141	0.00472154	0.0129508	0.0156474	0.0171262	0.0115419	0.0149687	0.0211237	0.0122734	0.00495765	0.0165735	0.0116165	0.00963466	0.0275201	0.0122585	0.00750968	0.0248516	0.00554993	0.022892	0.0167914	0.0145027	0.019612	0.0192074	0.0142752	0.0200353	0.0218679	0.0114751	0.013154	0.00966968	0.00967789	0.01436257	0.01705514	0.1198608	0.00721544	0.509102	0.00422194	0.00876945	0.451038	0.0196534	30.77453	0.1281344	-4.24313	3	40.55439	0.0584495	0.000270184	0.0241632	0.335547	3.64002	0.409319	0.745591	1.08357	1.76152	0.298447	0.304365	0.130778	0.26641	0.2479952	0.5166809
2515	1	-3819.289	-3739.406	-79.88363	9.942153	0.1646095	2.833579	0.0273403	0.0368998	0.0174877	0.0254144	0.00632738	0.0195798	0.0222334	0.00368446	0.0180998	0.00526477	0.0139404	0.0180209	0.0140443	0.00532403	0.0181127	0.0111834	0.0147094	0.0104	0.0298969	0.021888	0.00339971	0.0189165	0.01356	0.0169083	0.0102868	0.0381716	0.0131854	0.00912843	0.00648348	0.0107915	0.0101858	0.00448175	0.00869091	0.0101246	0.020427	0.0186464	0.0055774	0.0187971	0.01142606	0.02587762	0.02522072	0.00419636	0.606903	0.0190629	0.00868839	0.358487	0.00266195	35.34812	0.117446	-4.471858	2	39.93951	0.1776503	0.000120284	0.0161677	0.285324	3.69839	0.375963	0.721877	1.08156	1.8206	0.274457	0.326622	0.132636	0.266285	0.1426667	0.8232194
2516	0	-3823.134	-3729.205	-93.92901	8.002522	0.2034936	0.7277228	0.00947498	0.0197587	0.00706894	0.0135574	0.0121879	0.029827	0.018008	0.00433667	0.022947	0.00435815	0.00759586	0.0125178	0.0116638	0.0101851	0.0121364	0.0093152	0.00892238	0.00643112	0.0048324	0.00539643	0.00770436	0.0257233	0.0209803	0.00664249	0.0216406	0.00374596	0.0140729	0.00936887	0.0063329	0.0116914	0.00458754	0.00655112	0.0169296	0.0119376	0.0168075	0.0027131	0.013062	0.004002	0.01068175	0.01672265	0.1198608	0.0197289	0.595717	0.00633944	0.00238787	0.374558	0.00126856	30.77453	0.1281344	-4.539219	3	40.55439	0.0584495	0.000598048	0.035815	0.392714	3.57087	0.0801169	0.376322	0.934724	2.60884	0.261547	0.306681	0.12877	0.303001	0.2479952	0.5166809
2517	1	-3807.767	-3740.258	-67.50862	9.942153	0.2327071	1.177136	0.00989079	0.0653698	0.00843093	0.030352	0.00647865	0.0195798	0.0274058	0.00593107	0.0134122	0.00755963	0.00748949	0.00807983	0.00809018	0.00275964	0.0179427	0.0147869	0.0099463	0.0118628	0.00652047	0.023553	0.0118748	0.0142029	0.0128946	0.0145671	0.00789263	0.0142953	0.00736411	0.0078021	0.00537694	0.00948271	0.0108344	0.00700506	0.00576862	0.00677756	0.0102675	0.011242	0.0141747	0.00537159	0.01153761	0.02588609	0.02522072	0.0184877	0.533989	0.00290301	0.00198461	0.430405	0.0122307	35.34812	0.117446	-4.462143	2	39.93951	0.1776503	0.00140136	0.0545176	0.463572	3.48051	0.170885	0.524209	1.02411	2.2808	0.281721	0.30643	0.135604	0.276244	0.1426667	0.8232194
2518	0	-3819.182	-3726.717	-92.46523	8.002522	0.2051655	0.7738606	0.00874032	0.00978856	0.00889155	0.00736675	0.00804698	0.0139158	0.0235343	0.00462809	0.0173136	0.00678822	0.00779037	0.0102465	0.00530412	0.0040244	0.0160278	0.0136824	0.0271974	0.0134423	0.021878	0.0126969	0.012132	0.0162204	0.00942297	0.00949777	0.0118734	0.0026608	0.0118143	0.0137262	0.0166506	0.00558201	0.00930055	0.0258202	0.00966339	0.00990541	0.00735301	0.00662769	0.0175449	0.00288907	0.009420826	0.01723829	0.1198608	0.0121822	0.542021	0.00846863	0.010574	0.426397	0.000357754	30.77453	0.1281344	-4.664832	3	40.55439	0.0584495	0.000632047	0.0368076	0.397004	3.56556	0.0899856	0.396393	0.94944	2.56418	0.300516	0.299476	0.114066	0.285942	0.2479952	0.5166809
2519	1	-3801.583	-3732.586	-68.99702	9.942153	0.1514656	1.434124	0.00544874	0.016082	0.00364916	0.0127817	0.00578063	0.0123365	0.0165011	0.00513993	0.0202452	0.00415595	0.00798173	0.0141819	0.00822187	0.00673528	0.016741	0.0203697	0.00741272	0.0153537	0.00823761	0.00390629	0.00995088	0.0244064	0.0142438	0.0132416	0.00842936	0.010237	0.022234	0.0178484	0.00257449	0.0110347	0.00480283	0.0148217	0.00667567	0.0116152	0.0122526	0.00296344	0.0277819	0.0276339	0.009877041	0.02475349	0.02522072	0.0117015	0.490041	0.00592568	0.0133024	0.472059	0.00697045	35.34812	0.117446	-4.617542	2	39.93951	0.1776503	5.80312e-05	0.0112514	0.246243	3.74245	0.214964	0.577211	1.04631	2.16152	0.295704	0.29682	0.147084	0.260392	0.1426667	0.8232194
2520	0	-3833.193	-3730.439	-102.7532	8.002522	0.1924225	2.317034	0.0152121	0.012776	0.0139362	0.0145107	0.00346799	0.010073	0.0314383	0.00281578	0.0240636	0.0060097	0.0142187	0.0105835	0.0153164	0.00796736	0.0175468	0.0165617	0.0196936	0.0293117	0.0213153	0.0166569	0.0209806	0.0136199	0.0143276	0.015031	0.0124719	0.00899193	0.0296082	0.00931417	0.0103774	0.0111485	0.00448828	0.0167323	0.0263364	0.00927299	0.0129453	0.00629622	0.00506521	0.011726	0.01229699	0.02424854	0.1198608	0.00726926	0.428108	0.00752011	0.0170423	0.539124	0.000937237	30.77453	0.1281344	-4.3984	3	40.55439	0.0584495	0.000404725	0.0295216	0.363594	3.60648	0.328394	0.684983	1.07622	1.9104	0.296096	0.301508	0.144517	0.257879	0.2479952	0.5166809
2521	1	-3794.447	-3733.752	-60.69458	9.942153	0.1744786	0.8069475	0.0077773	0.00543879	0.0329252	0.00918854	0.00509397	0.0120738	0.0237399	0.00578702	0.0182601	0.00452069	0.00727778	0.0127199	0.00707436	0.0101535	0.0241383	0.00767996	0.0053054	0.00861795	0.00786965	0.0194005	0.00595184	0.00795101	0.0137014	0.0169454	0.00904002	0.0199742	0.0126562	0.00511281	0.00952448	0.00410377	0.0059449	0.00600825	0.00456617	0.0113204	0.00492195	0.0240345	0.0114778	0.00736525	0.009523103	0.01812394	0.02522072	0.00756979	0.577789	0.00745809	0.00706807	0.396934	0.00318082	35.34812	0.117446	-4.654035	2	39.93951	0.1776503	0.000193407	0.0204696	0.313872	3.66546	0.0970362	0.409916	0.958862	2.53419	0.274072	0.301037	0.137493	0.287398	0.1426667	0.8232194
2522	0	-3821.243	-3729.496	-91.74761	8.002522	0.18934	0.9216275	0.0163946	0.0104806	0.0138621	0.00794394	0.00618197	0.00834033	0.0225342	0.0093924	0.0152648	0.0096952	0.00649373	0.0159915	0.00654631	0.0145547	0.0152042	0.00517617	0.006681	0.0221991	0.00752296	0.00764004	0.0151028	0.00966798	0.0258514	0.00912175	0.0114339	0.00536212	0.0107393	0.0149843	0.00169663	0.00791988	0.0134605	0.00463123	0.00461001	0.00774473	0.0129453	0.0222092	0.00677707	0.0187235	0.009779579	0.02036973	0.1198608	0.016674	0.434716	0.00714138	0.00970403	0.531402	0.000362769	30.77453	0.1281344	-4.627459	3	40.55439	0.0584495	0.000360085	0.0278609	0.355269	3.61651	0.121063	0.451858	0.985695	2.44138	0.291292	0.284256	0.145345	0.279106	0.2479952	0.5166809
2523	1	-3808.513	-3743.875	-64.63792	9.942153	0.2072463	1.190448	0.010787	0.00897597	0.0188554	0.00624213	0.00940369	0.0185313	0.0298075	0.00587284	0.0213935	0.00580777	0.00897382	0.0119208	0.00505521	0.00840344	0.0198258	0.0127406	0.00892597	0.00367663	0.00244368	0.0256834	0.00468961	0.018707	0.00768573	0.0116171	0.00500286	0.0183006	0.00813659	0.0239858	0.00635127	0.00661061	0.00544364	0.0154247	0.00679388	0.00529967	0.0121157	0.0108393	0.00468561	0.00951784	0.01050381	0.0202462	0.02522072	0.00581466	0.483162	0.0117822	0.00668683	0.490718	0.00183658	35.34812	0.117446	-4.556017	2	39.93951	0.1776503	0.00067623	0.0380577	0.402304	3.55896	0.173318	0.527362	1.02557	2.27375	0.309732	0.32889	0.138875	0.222503	0.1426667	0.8232194
2524	0	-3819.471	-3724.411	-95.05933	8.002522	0.1981869	2.226743	0.00845697	0.0105995	0.00607195	0.0217826	0.0212277	0.00447222	0.0268439	0.00353114	0.0139159	0.00830089	0.00743275	0.0140737	0.00457192	0.0198022	0.0164569	0.00949581	0.0110705	0.00555632	0.00888831	0.00270757	0.00693564	0.00912563	0.0240651	0.0159094	0.0163678	0.00536212	0.00875081	0.021738	0.00520795	0.0171179	0.00416999	0.0163301	0.00743852	0.00877602	0.00703535	0.0163426	0.00643797	0.0160108	0.009767646	0.02308951	0.1198608	0.0113411	0.522357	0.00972132	0.0124023	0.441958	0.0022201	30.77453	0.1281344	-4.62868	3	40.55439	0.0584495	0.000498681	0.0327361	0.378909	3.58786	0.318918	0.677145	1.07475	1.92919	0.297394	0.300593	0.134941	0.267073	0.2479952	0.5166809
2525	1	-3820.1	-3736.101	-83.99918	9.942153	0.178826	1.133321	0.0205682	0.0190799	0.0122851	0.00774473	0.030806	0.022883	0.0307433	0.00501254	0.0159576	0.00302443	0.00887101	0.0223084	0.0301823	0.0318839	0.0191283	0.00902748	0.00555296	0.0318174	0.00936289	0.0305365	0.0107434	0.0227596	0.0380071	0.0234171	0.0100634	0.00701094	0.0239308	0.0268608	0.0357684	0.00799913	0.0170839	0.010719	0.0144269	0.0192491	0.00801234	0.00709811	0.0084153	0.00898464	0.01413425	0.02104378	0.02522072	0.00821949	0.530717	0.0114833	0.00582802	0.443503	0.00024962	35.34812	0.117446	-4.259154	2	39.93951	0.1776503	0.000234471	0.0225222	0.32619	3.65105	0.162762	0.513458	1.019	2.30478	0.293255	0.297196	0.12244	0.287109	0.1426667	0.8232194
2526	0	-3821.213	-3733.4	-87.81297	8.002522	0.1744886	1.008488	0.0108372	0.010598	0.00552306	0.0112788	0.00433259	0.0170079	0.0255878	0.00669573	0.0167071	0.0101508	0.00588733	0.0173632	0.0171334	0.0230498	0.00854929	0.0069032	0.00690506	0.0142505	0.00968495	0.00705743	0.00455952	0.00616902	0.018184	0.014939	0.0113313	0.00437534	0.0259028	0.00625421	0.0122987	0.00758085	0.00709083	0.00698107	0.00481968	0.00826512	0.0128546	0.00489888	0.00587274	0.0103653	0.01008557	0.02349749	0.1198608	0.0112018	0.444141	0.0110446	0.0152279	0.517189	0.00119604	30.77453	0.1281344	-4.596649	3	40.55439	0.0584495	0.000193495	0.0204742	0.313901	3.66543	0.138644	0.479288	1.00139	2.38067	0.273067	0.30702	0.139521	0.280393	0.2479952	0.5166809
2527	1	-3819.622	-3732.575	-87.04694	9.942153	0.1733111	0.3989292	0.0276888	0.0163992	0.0127279	0.0162256	0.0160792	0.0108084	0.0287496	0.00447408	0.0174412	0.00260594	0.00804233	0.0111077	0.0631073	0.0156612	0.0181787	0.00902748	0.00352277	0.0315515	0.0146004	0.0166887	0.0161495	0.0364052	0.0352216	0.0188612	0.0102756	0.00543879	0.0427987	0.00840585	0.0120226	0.0100008	0.0119538	0.0143104	0.0189207	0.00999922	0.0126825	0.00972674	0.0125023	0.0392636	0.0177929	0.01605488	0.02522072	0.0099979	0.525326	0.0033824	0.0107686	0.450327	0.000197739	35.34812	0.117446	-4.028956	2	39.93951	0.1776503	0.000183358	0.0199344	0.310536	3.66935	0.0165602	0.180956	0.730119	3.07236	0.310059	0.27786	0.144157	0.267924	0.1426667	0.8232194
2528	0	-3818.898	-3728.575	-90.3231	8.002522	0.2266673	0.636068	0.0155994	0.0171249	0.0151629	0.00776617	0.00741512	0.00562049	0.0250898	0.00448676	0.0170387	0.00754805	0.00603755	0.0146496	0.00814883	0.0195192	0.0164645	0.00707074	0.00909189	0.00814702	0.0119092	0.0185214	0.00762678	0.0111563	0.0153832	0.0125917	0.0229005	0.00335316	0.00815994	0.00643649	0.0097873	0.0143833	0.00717927	0.00214746	0.0101132	0.00608576	0.0107822	0.0110894	0.0126619	0.0137069	0.009334297	0.01621673	0.1198608	0.0103839	0.571435	0.01421	0.0190266	0.384624	0.000319745	30.77453	0.1281344	-4.67406	3	40.55439	0.0584495	0.00119655	0.0504366	0.449633	3.49873	0.0606221	0.331737	0.89866	2.70898	0.270807	0.3204	0.133288	0.275505	0.2479952	0.5166809
2529	1	-3818.649	-3737.328	-81.32023	9.942153	0.1679115	0.4121155	0.0095779	0.00744154	0.0195254	0.0151695	0.0439781	0.0143007	0.0318852	0.00654891	0.023564	0.00932293	0.00373179	0.0131193	0.0109862	0.0188767	0.034169	0.0142008	0.0161274	0.0201765	0.0278108	0.0205626	0.0111715	0.0233929	0.0185993	0.0145783	0.00525687	0.0174883	0.0217282	0.0293144	0.0114864	0.0168183	0.0144395	0.0605609	0.0128166	0.0182088	0.0076069	0.023515	0.0204717	0.00851761	0.01618948	0.01215607	0.02522072	0.00997705	0.45182	0.0032587	0.013978	0.520873	9.33767e-05	35.34812	0.117446	-4.123394	2	39.93951	0.1776503	0.000141882	0.0175504	0.294961	3.68735	0.0185004	0.190747	0.744065	3.04669	0.279567	0.300653	0.153207	0.266573	0.1426667	0.8232194
2530	0	-3820.351	-3731.767	-88.58344	8.002522	0.1706745	0.03884908	0.0110691	0.024166	0.0176357	0.0166709	0.0155946	0.0100357	0.0198734	0.00642349	0.0141719	0.00771079	0.00949665	0.0172031	0.00561896	0.00714126	0.0165445	0.00710196	0.00909189	0.017735	0.0109947	0.00713551	0.0124993	0.0117827	0.0115888	0.0125917	0.0121104	0.00749931	0.0101001	0.0269952	0.0117122	0.00771841	0.0114449	0.0134109	0.0138662	0.0242533	0.0107767	0.0110894	0.00912472	0.00892255	0.01161186	0.005498483	0.1198608	0.00771528	0.5332	0.00496466	0.0193774	0.434151	0.000591856	30.77453	0.1281344	-4.455728	3	40.55439	0.0584495	0.000162106	0.0187515	0.30296	3.67813	1.7741e-16	1.98936e-08	0.00101759	3.99898	0.310834	0.287809	0.128369	0.272988	0.2479952	0.5166809
2531	1	-3812.976	-3735.527	-77.44903	9.942153	0.1726124	0.4341766	0.0263549	0.0178809	0.014084	0.0122591	0.0115974	0.00252205	0.0297597	0.00787885	0.023564	0.00536153	0.0118535	0.0158175	0.0215706	0.0134606	0.0211439	0.00481687	0.0192471	0.0319006	0.00983742	0.00905138	0.00971426	0.0176903	0.0156545	0.0208613	0.00795897	0.0188272	0.0320739	0.00485991	0.00470245	0.0146507	0.0241594	0.0176121	0.00847347	0.0279717	0.00468142	0.00915477	0.00491246	0.00900442	0.01378813	0.02335764	0.02522072	0.0125082	0.566446	0.005156	0.00372822	0.412018	0.000143639	35.34812	0.117446	-4.283947	2	39.93951	0.1776503	0.000177534	0.0196175	0.308534	3.67167	0.0219378	0.206794	0.765765	3.0055	0.270075	0.305223	0.13882	0.285882	0.1426667	0.8232194
2532	0	-3831.632	-3728.834	-102.7984	8.002522	0.2066797	0.09383471	0.0110691	0.00874141	0.0614967	0.00673023	0.00890813	0.019241	0.0277704	0.00714242	0.0160585	0.00786848	0.00702646	0.0162693	0.00983015	0.00627241	0.0118685	0.0101774	0.0130814	0.017561	0.022148	0.0165484	0.0123302	0.00541053	0.0115888	0.0124153	0.0403172	0.0049908	0.0228554	0.00958404	0.00425661	0.0131886	0.00570143	0.0380396	0.0152383	0.015263	0.00487372	0.0216754	0.00949291	0.0152438	0.01309621	0.006104575	0.1198608	0.0137908	0.554459	0.00531839	0.0175072	0.40627	0.00265499	30.77453	0.1281344	-4.335432	3	40.55439	0.0584495	0.00066399	0.0377157	0.400865	3.56076	2.11966e-07	0.000684428	0.0776624	3.92165	0.287492	0.295833	0.143461	0.273214	0.2479952	0.5166809
2533	1	-3815.032	-3736.16	-78.87135	9.942153	0.2013641	1.895506	0.0206683	0.00752382	0.0849425	0.0204457	0.0103912	0.0211576	0.0280265	0.00766531	0.025367	0.00479357	0.00992361	0.0167156	0.00824407	0.00704204	0.024618	0.0113013	0.00656999	0.00876466	0.00424307	0.00939477	0.013772	0.0110418	0.0149888	0.0164851	0.00426105	0.00661466	0.0210748	0.0151722	0.00364804	0.0175689	0.0137173	0.014081	0.0183945	0.00717807	0.0207618	0.0118914	0.00870142	0.0277539	0.01097447	0.02927726	0.02522072	0.0147389	0.628352	0.00404393	0.00162775	0.351035	0.000202674	35.34812	0.117446	-4.512184	2	39.93951	0.1776503	0.000556636	0.0345662	0.387209	3.57767	0.280474	0.643421	1.06714	2.00896	0.294546	0.311624	0.120745	0.273085	0.1426667	0.8232194
2534	0	-3834.139	-3731.272	-102.8676	8.002522	0.1903723	2.659746	0.012726	0.0245682	0.0104028	0.0316162	0.00368131	0.0339968	0.0205976	0.00702126	0.0166366	0.0083333	0.00584173	0.0104621	0.00555651	0.00926083	0.0171492	0.00277082	0.012788	0.0193276	0.0158602	0.0149777	0.0153349	0.00818397	0.0148529	0.0122072	0.0084529	0.00621584	0.0326283	0.00368669	0.00544671	0.00971764	0.016787	0.0154863	0.0200956	0.00879894	0.0176233	0.0148513	0.0163296	0.0115167	0.01107846	0.02292693	0.1198608	0.0196406	0.544807	0.00230819	0.0123864	0.417341	0.00351714	30.77453	0.1281344	-4.502752	3	40.55439	0.0584495	0.000374615	0.0284124	0.358067	3.61315	0.361097	0.71076	1.08023	1.84791	0.285025	0.302568	0.123406	0.289001	0.2479952	0.5166809
2535	1	-3807.491	-3739.402	-68.08864	9.942153	0.1443952	0.4929916	0.00600855	0.0137306	0.0433179	0.0127276	0.0120943	0.00717119	0.0279637	0.00754928	0.0156867	0.00690773	0.0125624	0.00897201	0.00773139	0.0142952	0.023648	0.00957828	0.00878836	0.00460708	0.0129717	0.0129393	0.0132085	0.0262347	0.00484139	0.0155116	0.00707616	0.011481	0.0195936	0.0155379	0.00417349	0.008889	0.0166422	0.0172057	0.0122868	0.0173181	0.0120082	0.00636834	0.026837	0.0130958	0.01171739	0.01567894	0.02522072	0.00697296	0.53259	0.00748392	0.00457101	0.446996	0.00138644	35.34812	0.117446	-4.446681	2	39.93951	0.1776503	3.71099e-05	0.00900613	0.224861	3.7661	0.0320962	0.247316	0.815101	2.90549	0.288072	0.32293	0.127813	0.261185	0.1426667	0.8232194
2536	0	-3823.065	-3727.616	-95.44891	8.002522	0.2073963	2.267648	0.0114462	0.0134593	0.0183606	0.0118485	0.0117327	0.0150328	0.0187216	0.0034287	0.0117873	0.00850522	0.00968301	0.011476	0.00800044	0.00673409	0.0127845	0.00822905	0.0106074	0.0107882	0.0188272	0.0059825	0.00776704	0.00835086	0.0132485	0.0150642	0.0207172	0.00560361	0.0190485	0.00344924	0.0160124	0.0430215	0.00556483	0.0218058	0.00517741	0.00628212	0.00952405	0.00744804	0.0250204	0.00924816	0.01008735	0.01982731	0.1198608	0.014699	0.506145	0.00481557	0.013018	0.452301	0.00902164	30.77453	0.1281344	-4.596474	3	40.55439	0.0584495	0.000679496	0.0381485	0.402684	3.55849	0.323259	0.680758	1.07544	1.92054	0.295403	0.289676	0.145116	0.269805	0.2479952	0.5166809
2537	1	-3813.753	-3733.222	-80.53114	9.942153	0.1934296	0.5207525	0.00836461	0.0217069	0.028176	0.0284826	0.0190059	0.0481071	0.0217936	0.00698218	0.0200586	0.00789964	0.0055005	0.0130681	0.0290699	0.0113335	0.0138518	0.0218999	0.043448	0.0118096	0.0149396	0.0114036	0.00736575	0.0128861	0.0120963	0.0143149	0.00451952	0.0128477	0.0345087	0.0140648	0.0308497	0.00592767	0.023142	0.00735201	0.0155397	0.0050773	0.0180262	0.0256473	0.00799135	0.0154426	0.01509914	0.01842213	0.02522072	0.00792083	0.564376	0.0104874	0.0143216	0.402394	0.000499891	35.34812	0.117446	-4.193118	2	39.93951	0.1776503	0.000420135	0.0300731	0.366293	3.60321	0.0372956	0.265248	0.8348	2.86266	0.304638	0.311425	0.125798	0.258139	0.1426667	0.8232194
2538	0	-3821.491	-3729.553	-91.93789	8.002522	0.2268755	1.236811	0.0104489	0.0160154	0.00301844	0.00903122	0.00902837	0.00853029	0.0273867	0.00896123	0.0224031	0.00849169	0.00815503	0.0136747	0.00778704	0.00950651	0.0138657	0.0109106	0.00852234	0.0106564	0.00582055	0.0141488	0.00719503	0.0060207	0.0152613	0.0146834	0.0214783	0.00280111	0.0201501	0.00501495	0.0084382	0.00723288	0.00594577	0.0114456	0.0128516	0.0158771	0.0217182	0.0114863	0.00771968	0.0223383	0.009818749	0.02486261	0.1198608	0.0149635	0.524068	0.011532	0.0104253	0.433445	0.00556643	30.77453	0.1281344	-4.623462	3	40.55439	0.0584495	0.00120325	0.0505756	0.45012	3.4981	0.18166	0.537954	1.03034	2.25005	0.28268	0.330087	0.13485	0.252382	0.2479952	0.5166809
2539	1	-3812.793	-3735.839	-76.95436	9.942153	0.1672191	0.2883477	0.010349	0.0131168	0.00648688	0.026739	0.0225674	0.00549448	0.0195389	0.0030904	0.0122494	0.00692518	0.00791227	0.0209814	0.0262542	0.0107724	0.0162617	0.00826431	0.0125651	0.0235154	0.0118806	0.0404005	0.0111914	0.0295391	0.0175498	0.0115527	0.00451334	0.0180276	0.0234908	0.00982112	0.00817087	0.0366079	0.0126844	0.0227932	0.0078029	0.0131031	0.00949466	0.0151423	0.0121362	0.0165495	0.01619681	0.01481049	0.02522072	0.00872538	0.49705	0.0110396	0.00442183	0.47513	0.00363276	35.34812	0.117446	-4.122941	2	39.93951	0.1776503	0.000137127	0.0172557	0.292947	3.68966	0.0043978	0.0954667	0.575705	3.32443	0.293376	0.32295	0.130769	0.252905	0.1426667	0.8232194
2540	0	-3825.144	-3724.078	-101.0659	8.002522	0.1728409	1.772555	0.00494976	0.0211395	0.0130713	0.0104333	0.0125514	0.0143024	0.0239145	0.00502481	0.0157909	0.00595874	0.0073322	0.0109996	0.0294284	0.00605354	0.0173586	0.0062266	0.0162983	0.0101999	0.0176647	0.00861529	0.0121165	0.00747377	0.0221017	0.012262	0.0193321	0.00282422	0.00656712	0.0164808	0.00735639	0.0209036	0.0221461	0.00631464	0.00329451	0.012686	0.0211232	0.0319003	0.00454043	0.0124437	0.01020037	0.02216067	0.1198608	0.0119812	0.525622	0.00915371	0.00313205	0.441141	0.00896995	30.77453	0.1281344	-4.585332	3	40.55439	0.0584495	0.000179422	0.0197208	0.309189	3.67091	0.264526	0.628421	1.0631	2.04396	0.282886	0.306882	0.129539	0.280693	0.2479952	0.5166809
2541	1	-3811.321	-3733.282	-78.03861	9.942153	0.1855758	1.549996	0.0224678	0.00685665	0.00942288	0.0182849	0.0102136	0.00741338	0.0231787	0.00615066	0.0179591	0.00826374	0.00761298	0.0150604	0.0112113	0.0229722	0.0189794	0.0185417	0.0611391	0.0152484	0.00391822	0.0098405	0.00888689	0.0250013	0.0178926	0.01213	0.00428249	0.00992494	0.014756	0.0152999	0.00904652	0.0241735	0.00968211	0.0440887	0.0241211	0.00398337	0.0096364	0.0175293	0.0198774	0.00655218	0.0137316	0.02346032	0.02522072	0.0160915	0.415963	0.0050535	0.00554676	0.554392	0.00295341	35.34812	0.117446	-4.288055	2	39.93951	0.1776503	0.000310551	0.0258905	0.344978	3.62882	0.232943	0.596672	1.05323	2.11716	0.28386	0.314076	0.13481	0.267254	0.1426667	0.8232194
