Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
222	-3487.68	-3314.09	-173.593	5.745338	0.210103	0.01132533	0.05799814	0.0155772	0.400206	0.00618589	0.00189539	0.55547	0.0206651	22.90927	0.1661611	4	38.54081	0.4334283	0.000740339	0.0397997	0.409507	3.54995	0.283352	0.289089	0.135514	0.292046	0.2241593	0.7412637
223	-3487.31	-3310.06	-177.25	5.745338	0.213751	0.01404139	0.05375697	0.0155005	0.398235	0.00991019	0.00305645	0.552734	0.0205633	22.90927	0.1947867	3	39.8152	0.5901011	0.000828193	0.042066	0.418585	3.53852	0.288339	0.294177	0.146721	0.270763	0.2485437	0.7837122
224	-3483.96	-3311.06	-172.906	5.96819	0.2275714	0.01438689	0.06824969	0.0115767	0.549372	0.00871745	0.00216032	0.412816	0.0153579	22.90927	0.1166747	4	39.90573	0.5536999	0.00122584	0.0510412	0.451743	3.49599	0.282599	0.308229	0.1438	0.265372	0.1849244	0.6309318
225	-3486.19	-3313.11	-173.083	5.96819	0.2466463	0.01438689	0.08467574	0.0134502	0.547659	0.00869026	0.00336269	0.411528	0.01531	22.90927	0.1339561	4	39.37442	0.5536999	0.00195912	0.0642789	0.49436	3.4394	0.292693	0.319239	0.135075	0.252993	0.2186318	0.6127016
226	-3482.93	-3312.4	-170.531	5.944424	0.2612063	0.01438689	0.08467574	0.0134425	0.547347	0.00868532	0.0039295	0.411294	0.0153013	22.90927	0.1339561	4	38.27821	0.5536999	0.00267569	0.0748939	0.52453	3.3979	0.300244	0.301676	0.13856	0.25952	0.2186318	0.6127016
227	-3484.38	-3314.33	-170.049	5.431211	0.2672092	0.01139193	0.09453722	0.0244803	0.535033	0.00848991	0.00384109	0.410444	0.0177124	22.90927	0.1767737	4	37.3788	0.5536999	0.00301263	0.0793697	0.5364	3.38122	0.300244	0.301676	0.13856	0.25952	0.2713109	0.6515539
228	-3483.52	-3313.13	-170.395	5.431211	0.2694938	0.01183979	0.08062027	0.0244855	0.535146	0.0084917	0.00363043	0.41053	0.0177162	22.90927	0.1861314	5	37.45337	0.5536999	0.00314735	0.081086	0.540833	3.37493	0.285255	0.286615	0.131643	0.296487	0.2667517	0.6977703
229	-3482.68	-3309.77	-172.908	5.540502	0.2570224	0.01318503	0.06855018	0.0153311	0.540168	0.00857139	0.0036645	0.414383	0.0178824	22.90927	0.1404327	6	37.39095	0.5536999	0.00245533	0.0718062	0.516063	3.40968	0.303602	0.295627	0.136125	0.264646	0.2089829	0.6719819
230	-3482.34	-3310.86	-171.475	5.540502	0.2392368	0.01265129	0.1013485	0.0246473	0.535935	0.00850423	0.00363578	0.411136	0.0161418	22.90927	0.1209547	6	37.54891	0.6161414	0.00164752	0.0590346	0.478231	3.46109	0.303602	0.295627	0.136125	0.264646	0.2223031	0.5440979
231	-3483.14	-3309.48	-173.66	5.540502	0.2285182	0.01144481	0.09523884	0.0224677	0.539799	0.00499211	0.00444757	0.4141	0.014193	22.90927	0.1209547	5	37.2069	0.5699541	0.00125703	0.0516767	0.453944	3.49312	0.296499	0.278677	0.12832	0.296504	0.2161935	0.5594741
232	-3485.8	-3308.55	-177.254	5.716285	0.2393366	0.01144481	0.07618616	0.0224677	0.539799	0.00499211	0.00444757	0.4141	0.014193	22.90927	0.1165959	3	37.73585	0.4768264	0.00165149	0.0591045	0.478452	3.46079	0.298275	0.277974	0.127996	0.295756	0.192782	0.6048068
233	-3482.6	-3308.57	-174.032	5.716285	0.2216788	0.0134495	0.0518171	0.0224477	0.53932	0.00598576	0.00433349	0.413733	0.0141804	22.90927	0.1398654	4	38.47594	0.4768264	0.00104334	0.047143	0.437843	3.51397	0.298275	0.277974	0.127996	0.295756	0.1916825	0.7296722
234	-3491.64	-3312.77	-178.872	6.015643	0.2477404	0.01087722	0.02267139	0.0242702	0.598341	0.00647172	0.00468531	0.352657	0.0135749	22.90927	0.2045327	4	39.04995	0.4768264	0.00200811	0.065063	0.496696	3.43623	0.278295	0.326339	0.119422	0.275944	0.2272041	0.9002158
235	-3484.21	-3308.06	-176.148	6.015643	0.2355919	0.01180101	0.04651703	0.0174637	0.53717	0.00581009	0.00418845	0.426734	0.00863419	22.90927	0.1365477	4	38.01286	0.4768264	0.00150689	0.0565004	0.4701	3.47189	0.275235	0.322752	0.129102	0.272911	0.1830648	0.7458985
236	-3481.27	-3306.4	-174.877	6.015643	0.2271412	0.01293291	-0.05074345	0.0174822	0.537739	0.00581624	0.00459739	0.427186	0.00717882	22.90927	0.1837765	5	39.10497	0.4768264	0.00121184	0.0507532	0.45074	3.49729	0.275235	0.322752	0.129102	0.272911	0.1330331	1.381435
237	-3484.73	-3305.24	-179.494	6.015643	0.2075719	0.01375721	-0.06613646	0.0174079	0.535453	0.004975	0.00607147	0.42537	0.0107223	22.90927	0.1573908	5	38.30672	0.5144498	0.000683332	0.0382547	0.403129	3.55793	0.283923	0.304933	0.133177	0.277967	0.0912543	1.724749
238	-3476.94	-3304.21	-172.728	6.015643	0.2183101	0.01290194	-0.0129939	0.0181182	0.516476	0.00517801	0.00634035	0.442728	0.0111599	22.90927	0.1573908	6	37.69611	0.5478762	0.000947766	0.0449611	0.429739	3.52435	0.281887	0.309918	0.132222	0.275973	0.1443969	1.089987
239	-3478.89	-3305.29	-173.601	6.015643	0.2061404	0.01275889	-0.01106483	0.0167837	0.583452	0.00479663	0.00587336	0.378756	0.0103379	22.90927	0.1573908	6	38.1484	0.5478762	0.000652488	0.0373913	0.399493	3.56246	0.273819	0.315766	0.129234	0.281181	0.1463259	1.075618
240	-3480.78	-3308.65	-172.129	6.245198	0.2218723	0.01392462	0.02579471	0.020294	0.497097	0.00579981	0.00859309	0.457971	0.010245	22.90927	0.1579862	5	38.29217	0.5054675	0.00104902	0.0472694	0.438305	3.51338	0.269431	0.317674	0.130015	0.28288	0.1837809	0.8596442
241	-3479.02	-3307.64	-171.386	6.507763	0.2286528	0.01151293	-0.03622032	0.019769	0.484239	0.0056498	0.00837082	0.468008	0.013963	22.90927	0.2200012	6	37.86778	0.5054675	0.0012615	0.0517672	0.454256	3.49272	0.295396	0.306384	0.125394	0.272826	0.1837809	1.197084
242	-3480.38	-3308.17	-172.208	6.400608	0.220065	0.0120373	0.05297418	0.0197967	0.484916	0.00565769	0.0087059	0.468662	0.0122615	22.90927	0.2158402	6	38.01403	0.5054675	0.000996775	0.0460934	0.433975	3.51893	0.29573	0.306729	0.124408	0.273134	0.2688144	0.802934
243	-3478.93	-3310.21	-168.722	5.075121	0.1849726	0.01208836	0.05257018	0.0173579	0.48174	0.0108932	0.00864888	0.465593	0.015767	22.90927	0.1880362	6	37.38956	0.5992454	0.000303103	0.0255808	0.343316	3.6308	0.298697	0.305437	0.123883	0.271983	0.2406064	0.7815097
244	-3476.84	-3307.06	-169.779	5.075121	0.1889788	0.01267588	0.02251054	0.013585	0.531309	0.00647886	0.0090845	0.425146	0.0143973	22.90927	0.1588213	5	37.98551	0.5992454	0.000355098	0.0276691	0.354287	3.61769	0.296155	0.311347	0.122829	0.269669	0.1813318	0.8758599
245	-3477.89	-3308.3	-169.586	5.075121	0.1883334	0.01248561	-0.01795056	0.0135969	0.531772	0.00648451	0.00909242	0.425516	0.0135377	22.90927	0.1588213	6	38.83706	0.5992454	0.000346314	0.0273278	0.35253	3.6198	0.307422	0.29767	0.117434	0.277474	0.1408707	1.127426
246	-3478.95	-3308.67	-170.275	5.075121	0.1929006	0.01359935	-0.008928502	0.0193633	0.500603	0.0070005	0.00641168	0.452007	0.0146149	22.90927	0.1720008	5	38.73207	0.5992454	0.000411988	0.0297828	0.364876	3.60493	0.303713	0.294078	0.128084	0.274125	0.1630723	1.054752
247	-3480.03	-3310.53	-169.506	5.457469	0.1902967	0.01354202	0.006815565	0.0180619	0.501703	0.00532541	0.00726205	0.453	0.014647	22.90927	0.1625261	6	37.95898	0.5992454	0.000373537	0.0283719	0.357862	3.61339	0.309618	0.316671	0.123074	0.250637	0.1693417	0.9597526
248	-3475.61	-3306.48	-169.136	5.457469	0.1984318	0.01116141	-0.00734949	0.017948	0.498539	0.00812751	0.00841339	0.450144	0.0168277	22.90927	0.1625261	6	38.37355	0.5992454	0.000502989	0.0328757	0.379553	3.58707	0.29556	0.292618	0.130427	0.281395	0.1551766	1.047362
249	-3477.95	-3304.74	-173.209	5.457469	0.2021466	0.01313234	0.007139604	0.013252	0.509941	0.00831339	0.0086058	0.446323	0.0135649	22.90927	0.1256177	7	38.37355	0.6226786	0.00057161	0.035023	0.389237	3.57517	0.300018	0.290507	0.13011	0.279365	0.1327573	0.9462207
250	-3475.87	-3304.06	-171.812	5.457469	0.2002394	0.01334884	0.06802967	0.0133383	0.513264	0.00862552	0.00866188	0.449231	0.00687889	22.90927	0.139063	6	37.86873	0.6905932	0.000535603	0.0339137	0.384283	3.58127	0.290339	0.295013	0.132128	0.282521	0.2070926	0.6715013
251	-3476.19	-3305.91	-170.288	5.457469	0.2121513	0.0117028	0.003656701	0.013357	0.513981	0.00724092	0.00867398	0.449858	0.0068885	22.90927	0.1737805	6	37.40383	0.6905932	0.000788829	0.0410665	0.414621	3.54352	0.27678	0.316099	0.13642	0.270702	0.1774372	0.9793916
252	-3472.85	-3305.49	-167.356	5.410565	0.2194051	0.01232152	0.004979568	0.013357	0.513981	0.00724092	0.00867398	0.449858	0.0068885	22.90927	0.196159	6	37.29428	0.5758583	0.000978149	0.0456665	0.432386	3.52097	0.298281	0.312176	0.130529	0.259013	0.2011385	0.9752431
253	-3475.21	-3308.01	-167.199	5.410565	0.2123604	0.01213424	0.01883639	0.0132576	0.510158	0.0105601	0.012675	0.446512	0.00683726	22.90927	0.196159	6	37.48762	0.5758583	0.000793898	0.0411966	0.415141	3.54287	0.323182	0.289292	0.129853	0.257672	0.2149954	0.912387
254	-3480.81	-3308.83	-171.977	5.377991	0.2095672	0.01375788	0.02698039	0.0132308	0.509126	0.0105388	0.0126494	0.447564	0.00689096	23.21757	0.1302845	6	37.51577	0.5815982	0.000728007	0.0394707	0.408163	3.55164	0.319534	0.286027	0.128388	0.266051	0.1572649	0.8284399
255	-3484.92	-3310.46	-174.463	5.377991	0.180499	0.01185884	-0.07482097	0.011497	0.442408	0.00915772	0.00994139	0.522539	0.00445682	23.21757	0.1832826	6	38.16592	0.6119436	0.000251879	0.0233368	0.330886	3.64553	0.293567	0.307259	0.129929	0.269245	0.1084617	1.689838
256	-3484.29	-3307.01	-177.28	6.120549	0.188277	0.01182697	0.02199243	0.0121184	0.498749	0.00866982	0.0141284	0.462403	0.00393149	23.21757	0.1608808	5	37.3108	0.6119436	0.000345554	0.027298	0.352376	3.61998	0.296334	0.310154	0.131153	0.262359	0.1828732	0.8797395
257	-3483.01	-3306.5	-176.507	6.120549	0.1949074	0.01391656	0.02934681	0.0114352	0.524262	0.0109263	0.0133319	0.436335	0.00370985	23.21757	0.1274214	5	37.46925	0.4536888	0.000443509	0.0308902	0.370236	3.59843	0.294005	0.307717	0.130123	0.268156	0.1567682	0.8128012
258	-3480.66	-3308.03	-172.635	6.332892	0.212294	0.01289454	0.06709109	0.0124901	0.480765	0.0119343	0.0145618	0.476587	0.0036619	23.21757	0.1157455	6	37.23017	0.4536888	0.000792285	0.0411553	0.414976	3.54308	0.3068	0.304338	0.135786	0.253076	0.1828366	0.6330544
259	-3475.49	-3304.55	-170.94	5.999251	0.2105343	0.01149664	0.03408656	0.0125115	0.481589	0.0119547	0.0145867	0.477404	0.00195455	23.21757	0.1389308	7	37.23141	0.4536888	0.000750372	0.0400652	0.410588	3.5486	0.294232	0.291871	0.14065	0.273248	0.1730174	0.8029877
260	-3476.26	-3305	-171.257	5.999251	0.190354	0.01183627	-0.001419744	0.0147118	0.458328	0.0155175	0.0138822	0.4957	0.00186015	23.21757	0.1744371	6	38.08804	0.4536888	0.000374354	0.0284026	0.358017	3.61321	0.303553	0.293506	0.145106	0.257835	0.1730174	1.008206
261	-3486.04	-3307.66	-178.38	6.824319	0.201149	0.01171151	-0.01999663	0.0150888	0.444447	0.0159152	0.0142379	0.508403	0.00190781	23.21757	0.178355	5	37.51686	0.3768509	0.000552568	0.034441	0.38665	3.57836	0.277468	0.304499	0.15054	0.267492	0.1583584	1.126275
262	-3489.33	-3310.42	-178.909	6.824319	0.2127998	0.01027824	0.02421726	0.015073	0.44398	0.015769	0.014223	0.507868	0.00308706	23.21757	0.1985094	6	37.52373	0.321395	0.000804627	0.0414706	0.416231	3.54149	0.284355	0.314064	0.127378	0.274204	0.2227266	0.8912691
263	-3488.93	-3309.83	-179.098	6.824319	0.198297	0.01064601	-0.02180241	0.0150777	0.444118	0.0157739	0.0124876	0.508026	0.00451671	23.21757	0.1909095	6	37.89018	0.321395	0.000500615	0.0327988	0.379199	3.5875	0.316011	0.289879	0.141558	0.252552	0.1691071	1.128927
264	-3491.72	-3311.29	-180.428	6.824319	0.2191855	0.01062505	-0.06965783	0.0128094	0.444144	0.0157749	0.0124883	0.508056	0.00672787	23.21757	0.1781382	7	37.56236	0.321395	0.000972003	0.0455247	0.431856	3.52165	0.325163	0.271812	0.143695	0.25933	0.1084803	1.642124
265	-3484.37	-3306.73	-177.635	6.824319	0.2174957	0.01208243	0.01005932	0.012784	0.443262	0.0157435	0.0124635	0.507047	0.00870059	23.21757	0.2097742	7	37.26679	0.321395	0.000925591	0.044439	0.427762	3.52687	0.294299	0.292425	0.13428	0.278997	0.2198335	0.9542412
266	-3484.54	-3309.86	-174.684	6.462871	0.2236367	0.01208243	0.00240397	0.0122802	0.442458	0.015715	0.0147333	0.506128	0.00868483	23.21757	0.2042879	8	37.95296	0.321395	0.00110179	0.048427	0.442501	3.50797	0.283406	0.292444	0.15548	0.26867	0.2066918	0.9883693
267	-3479.63	-3306.48	-173.149	6.462871	0.2194473	0.01145918	0.03375077	0.0123545	0.488218	0.01581	0.0148224	0.464576	0.00421902	23.21757	0.1476184	8	37.56242	0.321395	0.00097933	0.0456937	0.432487	3.52084	0.291195	0.300481	0.13227	0.276054	0.1813691	0.8139112
268	-3477.16	-3306.77	-170.386	6.65158	0.2103842	0.01261603	0.04560266	0.0182956	0.487514	0.012997	0.014801	0.463906	0.00248629	23.21757	0.1548637	7	37.4764	0.4310171	0.000746871	0.0399727	0.410212	3.54907	0.295746	0.305702	0.134337	0.264215	0.2004664	0.7725172
269	-3478.18	-3310.69	-167.491	6.217746	0.191256	0.01024796	-0.00216536	0.0185714	0.494864	0.013193	0.0150242	0.453721	0.00462621	23.21757	0.2026317	8	37.27038	0.4471325	0.000387387	0.0288882	0.360454	3.61027	0.298859	0.308919	0.135751	0.256472	0.2004664	1.010802
270	-3477.41	-3307.17	-170.248	6.217746	0.2269579	0.01198084	-0.01644089	0.0186376	0.496627	0.01324	0.0115157	0.455337	0.00464269	23.21757	0.2627342	8	37.71431	0.6019724	0.00120591	0.0506307	0.450312	3.49785	0.307597	0.288159	0.139912	0.264333	0.2462933	1.066753
271	-3479.96	-3307.69	-172.27	6.217746	0.2113868	0.01331754	-0.05923486	0.0186544	0.497075	0.0132519	0.0106236	0.455748	0.00464688	23.21757	0.2427186	8	37.55727	0.4636133	0.00077048	0.040592	0.412718	3.54592	0.276516	0.301094	0.146192	0.276198	0.1834837	1.322834
272	-3482.02	-3309.25	-172.767	6.217746	0.2562679	0.01232708	-0.01306098	0.015651	0.417044	0.0111183	0.00891312	0.543375	0.00389871	23.21757	0.1790566	7	37.52577	0.4636133	0.00241684	0.0712524	0.514519	3.41181	0.276516	0.301094	0.146192	0.276198	0.1659957	1.078683
273	-3482.52	-3307.44	-175.088	6.217746	0.2419536	0.01181644	0.0184119	0.0184312	0.491127	0.0130933	0.0104964	0.457357	0.00949454	25.31791	0.2247416	7	37.47792	0.4924648	0.00175773	0.0609437	0.484207	3.45309	0.279028	0.30383	0.138434	0.278708	0.2431535	0.9242787
274	-3486.19	-3310.32	-175.87	6.217746	0.2585054	0.01168034	0.1051214	0.0194525	0.489012	0.0130369	0.0104512	0.455388	0.0126601	25.31791	0.2314419	6	37.60071	0.4924648	0.00253209	0.0728975	0.519082	3.40549	0.26787	0.306567	0.141229	0.284335	0.3365634	0.6876623
275	-3482.56	-3310.72	-171.842	6.217746	0.2407474	0.01232971	0.02369916	0.0194525	0.489012	0.0130369	0.0104512	0.455388	0.0126601	25.31791	0.2314419	6	37.43576	0.4924648	0.00170822	0.0600941	0.481563	3.45663	0.26822	0.306967	0.140106	0.284706	0.2551411	0.9071135
276	-3481.83	-3309.33	-172.507	6.254163	0.2411745	0.01085052	-0.01026347	0.0183562	0.49277	0.0131372	0.0105316	0.458888	0.00631713	25.31791	0.2212898	6	37.73782	0.4924648	0.00172564	0.0603945	0.482501	3.45538	0.277875	0.305652	0.131923	0.28455	0.2110264	1.048636
277	-3483.13	-3309.11	-174.019	6.432312	0.2224135	0.01272734	0.02433619	0.0184658	0.495713	0.0103588	0.0105944	0.461628	0.00324055	27.42965	0.1419225	6	38.75437	0.464415	0.00106502	0.0476234	0.439596	3.51172	0.277754	0.305519	0.131865	0.284863	0.1662587	0.8536245
278	-3479.11	-3306.73	-172.38	6.409111	0.2097351	0.01096458	-0.01864198	0.0131566	0.526642	0.00998379	0.0102109	0.436883	0.00312324	27.42965	0.1849006	6	37.36789	0.464415	0.000731855	0.0395737	0.408584	3.55111	0.276447	0.31283	0.134751	0.275971	0.1662587	1.112126
279	-3486.53	-3313.76	-172.769	6.409111	0.2098834	0.01077239	0.08168141	0.0125678	0.526262	0.0131624	0.0102035	0.436568	0.00123624	27.42965	0.1276703	6	37.97121	0.464415	0.000735267	0.0396647	0.408957	3.55064	0.280496	0.332849	0.136725	0.249931	0.2093517	0.6098364
280	-3480.54	-3309.71	-170.834	6.327797	0.2073026	0.01096913	0.08168141	0.0126099	0.528025	0.0132065	0.00748986	0.438031	0.000637631	25.26118	0.1276703	7	37.68367	0.464415	0.000677454	0.0380917	0.402447	3.55878	0.284492	0.325627	0.136389	0.253491	0.2093517	0.6098364
281	-3478.99	-3308.35	-170.646	6.327797	0.1876665	0.01255736	-0.0134884	0.0126099	0.528025	0.0132065	0.00748986	0.438031	0.000637631	25.26118	0.1560662	7	37.49636	0.4529561	0.000337404	0.026977	0.35071	3.62198	0.284492	0.325627	0.136389	0.253491	0.1425778	1.094604
282	-3481.59	-3308.03	-173.565	6.327797	0.1876665	0.01216058	-0.02416332	0.0146281	0.452523	0.0153202	0.0086886	0.508137	0.000703434	26.32075	0.1667411	6	37.73658	0.3868434	0.000337404	0.026977	0.35071	3.62198	0.301162	0.29968	0.141717	0.257441	0.1425778	1.169475
283	-3481.14	-3311.14	-169.992	6.269334	0.1799234	0.01216058	0.001086476	0.0129447	0.400447	0.0135572	0.00584995	0.566767	0.000434595	24.25617	0.2005044	7	37.60373	0.3868434	0.000245786	0.023055	0.329273	3.64743	0.288651	0.2965	0.140213	0.274636	0.2015909	0.9946105
284	-3478.92	-3309.65	-169.265	6.269334	0.1838957	0.01277805	0.0275031	0.0171904	0.531789	0.0134836	0.0054157	0.431544	0.000577137	24.25617	0.1740878	7	38.53209	0.3868434	0.000290132	0.025032	0.340341	3.63434	0.288651	0.2965	0.140213	0.274636	0.2015909	0.8635697
285	-3481.92	-3312.23	-169.697	6.269334	0.1743979	0.01251729	-0.01376645	0.0171511	0.530574	0.0157387	0.00540332	0.430557	0.000575818	24.25617	0.2237127	8	39.04695	0.5338738	0.000192699	0.0204324	0.313642	3.66573	0.288651	0.2965	0.140213	0.274636	0.2099463	1.065571
286	-3480.05	-3312.06	-167.984	6.269334	0.1771803	0.01251729	-0.01725542	0.0171459	0.530412	0.015734	0.00540168	0.430427	0.000879338	24.25617	0.1581243	8	38.5232	0.5353458	0.000218233	0.0217342	0.321547	3.6565	0.288651	0.2965	0.140213	0.274636	0.1408688	1.122493
287	-3482.22	-3314.84	-167.381	6.269334	0.1897218	0.01163573	-0.01305183	0.0168764	0.537705	0.0154866	0.00540582	0.42366	0.000865515	24.25617	0.1608351	8	38.97902	0.5353458	0.000365411	0.0280644	0.356305	3.61527	0.301405	0.309601	0.14303	0.245964	0.1477833	1.088317
288	-3478.98	-3311.4	-167.575	6.135346	0.1734157	0.01184999	0.0529606	0.0145247	0.546775	0.0133285	0.00465251	0.419975	0.000744904	24.25617	0.1093099	8	37.79931	0.4135076	0.000184241	0.0199821	0.310835	3.669	0.294857	0.305126	0.12941	0.270607	0.1622705	0.6736277
289	-3483.43	-3309.38	-174.047	6.135346	0.1863352	0.01125768	0.05143514	0.0145247	0.546775	0.0133285	0.00465251	0.419975	0.000744904	24.25617	0.1172738	7	37.28459	0.3437091	0.000320117	0.0262828	0.347065	3.62633	0.304222	0.283056	0.13352	0.279202	0.1687089	0.6951249
290	-3487.85	-3310.46	-177.387	6.135346	0.1817857	0.0114508	0.08951838	0.0145231	0.546714	0.0133271	0.004652	0.419929	0.000854855	24.03824	0.1237822	7	38.64916	0.2569803	0.000265903	0.0239725	0.33448	3.64128	0.271417	0.296402	0.139816	0.292366	0.2133006	0.5803182
291	-3482.1	-3309.95	-172.146	6.135346	0.1906812	0.01280378	0.028794	0.017569	0.451647	0.0161222	0.00562766	0.508	0.00103414	21.52733	0.1366592	7	38.55832	0.3264409	0.000379044	0.0285783	0.358902	3.61214	0.278006	0.303597	0.14321	0.275186	0.1654532	0.825969
292	-3485.01	-3311.33	-173.677	6.135346	0.1917402	0.01110183	0.08637083	0.0168061	0.452172	0.0161409	0.0056342	0.50859	0.000656427	21.52733	0.121967	7	39.48655	0.3264409	0.000394518	0.0291504	0.361759	3.6087	0.278495	0.314776	0.144207	0.262522	0.2083379	0.585429
293	-3484.27	-3309.36	-174.902	6.200799	0.1987074	0.01266724	0.03596701	0.017986	0.45169	0.0161237	0.00562819	0.508048	0.000524026	21.52733	0.1746051	6	38.14595	0.3264409	0.000507867	0.0330331	0.380276	3.58618	0.285891	0.296578	0.148037	0.269494	0.2105721	0.8291938
294	-3481.03	-3309.94	-171.09	6.200799	0.2170119	0.01267877	0.02297429	0.0179705	0.451303	0.0161099	0.00648009	0.507613	0.000523577	21.52733	0.166895	6	37.70975	0.4049088	0.000912586	0.0441298	0.426584	3.52837	0.285891	0.296578	0.148037	0.269494	0.1898693	0.8789994
295	-3482.72	-3310.76	-171.963	6.200799	0.2170119	0.01273381	-0.001016174	0.0176865	0.451433	0.0161145	0.00648196	0.50776	0.000523728	22.14578	0.1463788	6	38.28585	0.4117837	0.000912586	0.0441298	0.426584	3.52837	0.285891	0.296578	0.148037	0.269494	0.1453626	1.006991
296	-3481.83	-3311.6	-170.229	6.200799	0.2266564	0.01206125	-0.0291785	0.0180595	0.440847	0.0164543	0.00570869	0.518466	0.000464748	17.10565	0.1745411	6	38.88252	0.4220833	0.0011962	0.0504293	0.449608	3.49877	0.288448	0.29923	0.149361	0.262961	0.1453626	1.200729
297	-3481.47	-3315.17	-166.303	6.200799	0.2739882	0.01431409	0.09902798	0.0180765	0.441262	0.0164698	0.00477149	0.518955	0.000465186	17.32951	0.1530667	7	38.10303	0.5766946	0.00342292	0.084481	0.549421	3.36268	0.281019	0.302354	0.15092	0.265707	0.2520947	0.6071795
298	-3480.69	-3314.57	-166.122	6.200799	0.2799816	0.01124199	-0.03276835	0.0180701	0.441107	0.016464	0.00498465	0.518772	0.00060165	17.32951	0.1530667	7	37.45723	0.5766946	0.00381226	0.0890431	0.560601	3.34654	0.281019	0.302354	0.15092	0.265707	0.1202984	1.272392
299	-3479.86	-3314.01	-165.854	6.200799	0.2763991	0.01141899	-0.02173429	0.0202541	0.49442	0.0184539	0.0055871	0.460104	0.00118117	17.71265	0.1722583	7	38.22226	0.5766946	0.00357653	0.0863117	0.553955	3.35616	0.282494	0.303941	0.151713	0.261852	0.150524	1.144391
300	-3486.22	-3320.01	-166.208	6.395619	0.2746175	0.01200793	0.002508569	0.0202541	0.49442	0.0184539	0.0055871	0.460104	0.00118117	17.71265	0.1480154	6	37.43878	0.4261833	0.00346263	0.0849583	0.550609	3.36097	0.331411	0.278145	0.128619	0.261825	0.150524	0.9833344
301	-3482.95	-3315.41	-167.536	6.099929	0.2651809	0.01200793	0.01088764	0.0201387	0.491603	0.0183488	0.0114398	0.457483	0.000986367	19.46328	0.1396363	7	37.59878	0.4261833	0.00289603	0.0778517	0.532426	3.38683	0.31785	0.288026	0.138034	0.256091	0.150524	0.9276684
302	-3482.74	-3316.2	-166.548	6.099929	0.2667021	0.01200793	-0.0003370582	0.0201328	0.491458	0.0183434	0.0114365	0.457348	0.00128105	19.46328	0.17116	7	37.48094	0.4360523	0.00298321	0.0789897	0.53541	3.38262	0.315968	0.284326	0.146904	0.252801	0.1708229	1.001973
303	-3487.54	-3318.39	-169.156	6.099929	0.2627216	0.01096464	0.02357903	0.0201208	0.493623	0.0183325	0.00998852	0.457076	0.000859127	19.46328	0.1549221	7	38.71981	0.4360523	0.00275842	0.0760189	0.527557	3.39367	0.322286	0.290012	0.129845	0.257857	0.1785011	0.8679054
304	-3484.9	-3316.62	-168.285	6.099929	0.2432081	0.01278195	-0.001697402	0.019353	0.511701	0.0176328	0.0108547	0.439632	0.00082634	19.46328	0.1484495	7	38.35268	0.4360523	0.00181019	0.0618307	0.486942	3.44942	0.322286	0.290012	0.129845	0.257857	0.1467521	1.011566
305	-3489.02	-3317.76	-171.26	6.382162	0.2114206	0.01113822	-0.1013196	0.019353	0.511701	0.0176328	0.0108547	0.439632	0.00082634	22.23839	0.2202066	7	37.70922	0.5592337	0.000771285	0.0406129	0.412802	3.54581	0.325083	0.292528	0.122296	0.260094	0.118887	1.852235
306	-3482.63	-3312.17	-170.467	6.382162	0.2114206	0.01239768	0.01706914	0.0183522	0.43165	0.0170709	0.0105087	0.521618	0.000800004	20.82558	0.1072576	7	37.46601	0.5358715	0.000771285	0.0406129	0.412802	3.54581	0.29254	0.298268	0.130868	0.278324	0.1243267	0.8627074
307	-3480.92	-3310.61	-170.314	6.382162	0.2114035	0.01106809	-0.01816762	0.0163361	0.488425	0.01289	0.0174215	0.464314	0.00061297	20.82558	0.1439482	7	37.30277	0.4758023	0.000770878	0.0406023	0.412759	3.54587	0.295713	0.297211	0.130404	0.276672	0.1257806	1.144439
308	-3490.43	-3317.49	-172.941	6.700796	0.208329	0.01578771	0.01830064	0.0167454	0.475607	0.013213	0.017858	0.475948	0.000628329	21.25127	0.1439482	6	37.29446	0.4758023	0.000700051	0.0387144	0.405044	3.55554	0.289881	0.311069	0.127833	0.271216	0.1622489	0.8872064
309	-3488.01	-3312.17	-175.835	6.700796	0.2192996	0.01247403	0.1216215	0.0167454	0.475607	0.013213	0.017858	0.475948	0.000628329	20.08701	0.141372	5	37.2704	0.4758023	0.000975193	0.0455984	0.432131	3.5213	0.294954	0.296889	0.125023	0.283135	0.2629935	0.5375494
310	-3490.55	-3312.93	-177.62	6.700796	0.2051719	0.01211031	0.0797447	0.0178405	0.561006	0.0127441	0.0210645	0.38686	0.000485342	20.06612	0.1832488	5	38.36708	0.3500081	0.000632181	0.0368115	0.397021	3.56554	0.290956	0.292865	0.136883	0.279297	0.2629935	0.6967807
311	-3487.07	-3310.5	-176.573	6.700796	0.221557	0.01145547	0.1410698	0.017856	0.505859	0.0114913	0.0189939	0.445362	0.000437633	20.06612	0.1186245	5	38.12473	0.3500081	0.00103977	0.0470634	0.437552	3.51434	0.289953	0.293279	0.137076	0.279692	0.2596943	0.4567852
