Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3316.53	-3308.19	-8.34226	0.5853362	0.1801693	0.204874	0.107787	0.0579354	0.141126	0.122056	0.123176	0.698925	0.0237268	0.305825	0.269184	0.129703	0.136329	1.60376	0.0818397	0.3229645	0.00170386	0.00804004	0.56329	0.00809924	0.00693239	0.409719	0.0039195	0.02468685	0.000248375	0.0231752	0.329963	3.64661	0.310521	0.293224	0.132333	0.263922	0.02639071	0.9354371
110	-3317.96	-3310.62	-7.34225	0.4986514	0.1856969	0.199423	0.143772	0.0586111	0.128043	0.137468	0.116177	0.721016	0.00792578	0.486645	0.242413	0.257093	0.0951979	1.14734	0.101972	0.2185517	-0.03429489	0.0112916	0.605803	0.0123627	0.00639926	0.363035	0.00110835	0.06069745	0.000312063	0.0259529	0.345311	3.62842	0.291793	0.303307	0.12328	0.28162	0.02640257	2.298922
120	-3313.91	-3306.02	-7.89631	0.5000722	0.1558715	0.1853	0.130543	0.0719632	0.162821	0.13918	0.191875	1.1528	0.00651113	0.216694	0.161115	0.193551	0.0702827	1.24836	0.122106	0.2513047	0.003190738	0.00990646	0.50563	0.00942482	0.0100439	0.464215	0.000780359	0.02812301	7.51159e-05	0.012793	0.259456	3.72768	0.30699	0.28582	0.140471	0.266719	0.03131375	0.8981043
130	-3309.36	-3300.79	-8.57519	0.491416	0.1526478	0.333813	0.207978	0.102052	0.208997	0.117628	0.214946	0.883764	0.0148161	0.111298	0.172881	0.230923	0.0742639	1.44708	0.148377	0.2379568	-0.005985864	0.0153735	0.574071	0.00592272	0.00966322	0.394388	0.000581009	0.0205203	6.2283e-05	0.0116544	0.249798	3.73849	0.277951	0.300509	0.142901	0.278639	0.01453444	1.41184
140	-3309.51	-3301.64	-7.86974	0.4765878	0.1460902	0.297607	0.171752	0.12104	0.122924	0.135943	0.4668	1.10341	0.0126466	0.125531	0.151939	0.217694	0.0846093	0.902489	0.137233	0.2073758	0.002427744	0.0118064	0.570282	0.00701877	0.0067434	0.403262	0.000887453	0.01250126	4.1472e-05	0.00951859	0.230003	3.76044	0.28336	0.301331	0.12756	0.287749	0.014929	0.8373807
150	-3317.81	-3310.89	-6.92413	0.5485623	0.1721503	0.168921	0.212919	0.143445	0.219492	0.19583	0.363617	0.670367	0.013738	0.041718	0.103484	0.265774	0.0897327	1.10923	0.11224	0.1879193	-0.06226472	0.0143906	0.572287	0.00817901	0.0202996	0.383931	0.000913431	0.06648355	0.000173759	0.0194092	0.307208	3.67321	0.282511	0.317841	0.122216	0.277432	0.00421883	15.75877
160	-3315.26	-3302.75	-12.5112	0.435688	0.1701751	0.229527	0.17687	0.13711	0.166689	0.119304	0.33343	0.880242	0.0219531	0.0699383	0.150713	0.233617	0.155532	1.56135	0.0974629	0.1490473	-0.05036448	0.012859	0.566696	0.00514523	0.0135374	0.398915	0.00284672	0.05631409	0.000158299	0.0185314	0.301519	3.67979	0.290292	0.309251	0.139203	0.261253	0.005949608	9.465177
170	-3311.5	-3299.92	-11.5775	0.4279421	0.16973	0.368695	0.199206	0.113093	0.240787	0.117644	0.288498	0.873471	0.0133902	0.0599288	0.175977	0.299427	0.127157	1.43064	0.206587	0.4288131	-0.03953607	0.00933951	0.545254	0.00651937	0.0144128	0.417754	0.00672057	0.05197322	0.000154963	0.0183364	0.300232	3.68128	0.301679	0.291856	0.140823	0.265642	0.01243715	4.178869
180	-3318.27	-3305.82	-12.4531	0.4554842	0.1903875	0.285066	0.185357	0.104588	0.216041	0.266184	0.291069	0.96253	0.0136693	0.0299155	0.173975	0.376127	0.118795	1.97475	0.192933	0.2826829	-0.05989348	0.0119548	0.592627	0.00366553	0.01894	0.357761	0.0150518	0.08125304	0.000374832	0.0284206	0.358108	3.6131	0.28352	0.324243	0.116068	0.276169	0.02135956	3.804059
190	-3311.92	-3304.38	-7.539	0.4160134	0.1904813	0.414838	0.222492	0.13341	0.305969	0.0826018	0.241355	0.700537	0.0137929	0.0239021	0.103197	0.173183	0.151354	1.10839	0.226684	0.2261891	-0.06371222	0.0126132	0.464026	0.00451579	0.0121864	0.496776	0.00988217	0.07644234	0.000376175	0.028471	0.358362	3.61279	0.281401	0.304072	0.146603	0.267924	0.01273012	6.00484
200	-3311.46	-3305.68	-5.78575	0.5284579	0.1751271	0.291832	0.455522	0.0877551	0.326114	0.0783587	0.247102	0.407882	0.00970235	0.0136867	0.054613	0.0949825	0.0835505	0.962162	0.376563	0.1726919	-0.02067883	0.0225344	0.487901	0.00783868	0.00944212	0.463425	0.00885951	0.03248458	0.000199163	0.0207698	0.31572	3.66331	0.30102	0.291865	0.147277	0.259838	0.01180575	2.75159
210	-3309.53	-3302.84	-6.68786	0.6231139	0.2402565	0.258512	0.320114	0.0929901	0.219339	0.104111	0.671037	0.458953	0.0153345	0.0384176	0.132872	0.150884	0.0856753	0.530284	0.422108	0.2938048	-0.07585291	0.0179325	0.497767	0.00919415	0.0140706	0.450357	0.0106783	0.08748293	0.00168834	0.0597492	0.480483	3.45808	0.304361	0.264536	0.149426	0.281677	0.01163001	7.522169
220	-3307.91	-3299.16	-8.74571	0.4603138	0.1923731	0.321219	0.135811	0.134235	0.271738	0.137314	0.773237	0.542769	0.0281546	0.0406033	0.0581193	0.318935	0.0618296	0.483597	0.576956	0.3088914	0.1436068	0.0189702	0.405098	0.00735494	0.00479101	0.553481	0.0103052	0.00976193	0.000403979	0.0294946	0.363461	3.60664	0.307146	0.294026	0.137496	0.261332	0.1533688	0.06365006
230	-3312.98	-3298.29	-14.6851	0.684464	0.177084	0.376093	0.118896	0.107501	0.321557	0.130058	0.770423	0.507761	0.0304133	0.019734	0.108353	0.603272	0.0808716	1.43551	1.21317	0.2770557	0.06852128	0.0141762	0.541188	0.0039664	0.00376933	0.429159	0.00774026	0.009210373	0.000217309	0.0216884	0.321274	3.65682	0.284404	0.318582	0.146838	0.250176	0.07773165	0.1184894
240	-3317.39	-3302.15	-15.2477	0.7873323	0.1639808	0.295578	0.134436	0.0795337	0.310668	0.139998	0.542644	0.576592	0.0291924	0.0136786	0.199111	0.974828	0.0459865	0.829013	2.0989	0.3559374	0.005509252	0.0178178	0.551357	0.00766725	0.00314398	0.409059	0.010955	0.02265448	0.000116474	0.015911	0.28348	3.70049	0.286923	0.313849	0.131237	0.267991	0.02816373	0.8043848
250	-3317.89	-3304.61	-13.2802	0.5923344	0.188981	0.517447	0.444853	0.141852	0.434161	0.116855	0.63026	0.393452	0.0159321	0.032078	0.0958995	0.815731	0.0578851	0.83158	0.753268	0.2626983	-0.03225408	0.0150898	0.538277	0.0033796	0.00316459	0.423544	0.0165447	0.07962524	0.000355129	0.0276703	0.354293	3.61768	0.325782	0.275581	0.139681	0.258956	0.04737116	1.68088
260	-3308.68	-3294.71	-13.9774	0.6359938	0.1571822	0.538295	0.179167	0.105774	0.421174	0.119586	0.507138	0.950746	0.0226268	0.0373381	0.0583871	0.700776	0.0501332	1.17294	0.948443	0.3523418	0.01905926	0.016194	0.498726	0.00227378	0.00287818	0.46993	0.00999799	0.01786516	8.08827e-05	0.0132724	0.263367	3.72328	0.29107	0.308868	0.129969	0.270092	0.03692442	0.4838304
270	-3313.51	-3297.36	-16.1502	0.5634812	0.1918206	0.54277	0.179715	0.099912	0.27761	0.141487	0.821314	0.505888	0.0143891	0.0524013	0.0737349	0.798147	0.0818205	1.40675	0.580625	0.2069383	0.002947543	0.0183018	0.531828	0.00325458	0.0052282	0.431417	0.00997028	0.06038354	0.00039571	0.029194	0.361975	3.60844	0.286122	0.306272	0.135038	0.272569	0.06333109	0.9534582
280	-3310.96	-3295.5	-15.4622	0.6181676	0.1885525	0.82444	0.310459	0.147454	0.400713	0.130413	0.909791	0.608225	0.0414525	0.0393999	0.159724	0.733665	0.047672	0.336819	1.27719	0.4258773	-0.09142063	0.0155307	0.552124	0.00319966	0.000216133	0.418959	0.00997107	0.1050103	0.000349278	0.0274434	0.353127	3.61908	0.29932	0.302146	0.126669	0.271866	0.01358964	7.72723
290	-3309.1	-3294.81	-14.2943	0.5511866	0.1656139	0.54607	0.201802	0.116304	0.432839	0.155482	0.9085	0.882328	0.0417896	0.0257922	0.0968297	0.395403	0.0897139	0.647087	1.07853	0.3682157	-0.08604094	0.0117204	0.471296	0.00424064	0.00029715	0.50146	0.0109859	0.112958	0.000126569	0.0165822	0.288264	3.69503	0.30416	0.304429	0.1322	0.259211	0.02691703	4.196524
300	-3314.64	-3296.45	-18.1886	0.5906499	0.2043198	0.54686	0.263257	0.156334	0.414457	0.132473	1.64258	0.774742	0.0393845	0.0239049	0.141477	0.306408	0.0547772	0.722954	0.64108	0.5816078	-0.09519797	0.0137915	0.494677	0.00439485	0.00059033	0.474769	0.0117775	0.1477411	0.000614684	0.0363042	0.394838	3.56824	0.302738	0.282713	0.138582	0.275967	0.05254314	2.811806
310	-3311.74	-3297.26	-14.4754	0.5453859	0.2298952	0.813414	0.696927	0.142387	0.466014	0.120518	1.38519	0.575323	0.0622176	0.0180899	0.0937531	0.170797	0.0717599	0.393418	0.48636	0.4288701	0.02707896	0.0166056	0.559681	0.00691449	0.00115542	0.404783	0.0108604	0.04993702	0.00130333	0.0526054	0.457128	3.48896	0.291852	0.30652	0.138905	0.262723	0.07701597	0.6483982
320	-3314.16	-3299.59	-14.572	0.5185846	0.1932693	1.1403	0.704079	0.173588	0.352573	0.136227	0.831249	0.850081	0.0322001	0.00893876	0.110651	0.16547	0.0798768	0.343062	0.556727	0.3322704	-0.04953906	0.0144547	0.56493	0.00273701	0.000924844	0.407169	0.00978466	0.1407136	0.000417655	0.029985	0.365864	3.60373	0.28673	0.307968	0.126281	0.279021	0.09117451	1.543343
330	-3312.81	-3298.76	-14.0483	0.5274312	0.2011906	1.02552	0.475122	0.0969876	0.553728	0.134513	0.729908	0.671921	0.0407773	0.0194649	0.065236	0.169106	0.071133	0.869947	0.2378	0.2839946	0.02593966	0.0218476	0.436958	0.00236187	0.0040184	0.520749	0.0140659	0.1279809	0.000553353	0.0344651	0.386758	3.57822	0.319674	0.290703	0.128532	0.261091	0.1539206	0.8314737
340	-3315.34	-3302.19	-13.1415	0.5781513	0.144452	1.08952	0.286774	0.0837079	0.561033	0.163393	0.760403	0.597389	0.011089	0.00483461	0.145	0.166284	0.0966098	0.793618	0.520432	0.2542959	-0.04013515	0.0190481	0.531782	0.000753066	0.00626665	0.4217	0.02045	0.07418063	3.725e-05	0.00902304	0.225034	3.76591	0.316606	0.306745	0.124943	0.251706	0.03404548	2.178869
350	-3316.52	-3300.26	-16.2622	0.4769841	0.1444326	0.909749	0.413568	0.0831616	0.95216	0.153179	0.902814	1.00629	0.00927126	0.00281987	0.0782369	0.115404	0.117154	0.53898	0.73484	0.4552121	-0.0757522	0.0145146	0.556045	0.00108705	0.00243308	0.411756	0.0141643	0.1192788	3.7202e-05	0.00901725	0.224975	3.76597	0.308698	0.302131	0.117743	0.271428	0.04352659	2.740366
360	-3317.88	-3300.7	-17.1745	0.4240234	0.1548337	0.977081	0.644438	0.200337	0.81494	0.407452	0.305363	1.08121	0.0705942	0.00924454	0.289839	0.15305	0.0600802	0.52733	0.912797	0.4689783	0.04648879	0.00728742	0.516471	0.00573659	0.00392198	0.44756	0.0190231	0.05069835	7.07799e-05	0.0124201	0.256353	3.73116	0.290022	0.326094	0.118041	0.265843	0.09718714	0.521657
370	-3319.16	-3301.3	-17.8605	0.4978994	0.1663974	0.840871	0.938083	0.139933	0.811818	0.315734	0.4342	1.0105	0.0607491	0.0265352	0.415781	0.0542719	0.0786916	1.01771	0.514448	0.402455	0.11689	0.00521467	0.489087	0.00421222	0.0135289	0.470364	0.0175938	0.05268273	0.000131642	0.0169092	0.290552	3.69241	0.297463	0.296811	0.130436	0.27529	0.1695728	0.3106792
380	-3319.16	-3305.74	-13.4132	0.4266587	0.1926382	1.10827	0.639284	0.104817	0.551354	0.193527	0.488785	0.660172	0.0447815	0.0103777	0.335234	0.040128	0.101833	0.836382	0.293924	0.4303569	0.0124528	0.0124179	0.551569	0.00405752	0.00838678	0.401788	0.021781	0.01200592	0.00040799	0.0296393	0.364173	3.60578	0.276217	0.309768	0.123929	0.290087	0.02445872	0.4908647
390	-3316.69	-3297.63	-19.0588	0.3528462	0.1740708	0.930464	0.372155	0.282948	0.559951	0.402781	0.980902	1.33592	0.0241973	0.0226367	0.288256	0.164961	0.0976181	1.35319	0.42353	0.4927979	0.07800923	0.00785694	0.458927	0.00359589	0.00515694	0.509446	0.015017	0.03820984	0.00018985	0.0202818	0.312708	3.66682	0.303083	0.291776	0.151405	0.253736	0.1162191	0.3287743
400	-3316.76	-3298.74	-18.0218	0.361956	0.1965035	0.788412	0.168385	0.261461	0.421953	0.399184	0.438241	0.939622	0.014647	0.0305602	0.666241	0.132212	0.120485	1.64987	0.561117	0.4143402	-0.2451192	0.0092354	0.493487	0.00621268	0.00864754	0.465523	0.016894	0.2569947	0.000469784	0.031783	0.374471	3.59328	0.287731	0.32493	0.134109	0.25323	0.01187547	21.6408
410	-3318.26	-3299.64	-18.6197	0.3217987	0.1623866	0.892728	0.305686	0.22091	0.346997	0.43376	0.596233	0.805265	0.0028901	0.0436185	0.676968	0.156141	0.242969	0.340798	0.622777	0.3662109	0.1917852	0.0101958	0.46064	0.00617133	0.0146796	0.504394	0.00391934	0.2153539	0.000107222	0.0152697	0.278791	3.70583	0.310084	0.291561	0.143072	0.255283	0.4071391	0.5289443
420	-3314.19	-3296.99	-17.1986	0.3626257	0.2086671	1.05076	0.256449	0.202342	0.764763	0.410476	0.564987	0.723916	0.0021239	0.0243905	1.10023	0.0936934	0.179163	0.330874	0.683862	0.431122	0.1339432	0.00758197	0.541155	0.00577881	0.00927452	0.431238	0.00497184	0.03881468	0.000707609	0.0389204	0.405897	3.55447	0.297517	0.315798	0.138458	0.248227	0.1727579	0.2246767
430	-3320.72	-3297.16	-23.5636	0.3780194	0.1890154	1.24049	0.444326	0.160924	1.09904	0.666689	1.11358	0.753898	0.00207808	0.0294297	0.385616	0.145247	0.156611	0.313464	0.949809	0.3293498	0.2896087	0.0139317	0.411242	0.0101045	0.00929975	0.549863	0.00555881	0.1473124	0.000355601	0.0276885	0.354386	3.61757	0.269838	0.318802	0.146577	0.264783	0.4369211	0.3371602
440	-3315.83	-3300.07	-15.7624	0.4673751	0.1823232	0.885994	0.164193	0.113	0.420074	0.362783	0.569271	0.775051	0.00299455	0.0730581	0.186243	0.352803	0.156972	0.593264	0.982118	0.4999894	-0.09521013	0.0146848	0.426975	0.00500965	0.00550929	0.535672	0.0121491	0.113394	0.000271928	0.0242404	0.335977	3.63951	0.276304	0.310913	0.142974	0.269808	0.01818383	6.235977
450	-3315.44	-3300.46	-14.9808	0.4042329	0.1924261	0.653859	0.114345	0.149252	0.27965	0.280405	0.629674	0.564597	0.000662955	0.098957	0.592763	0.0920592	0.0712959	0.344616	0.589351	0.4560164	-0.1574393	0.0311735	0.480875	0.00421253	0.00545079	0.476491	0.00179743	0.2799767	0.000404779	0.0295235	0.363603	3.60647	0.284831	0.323828	0.131659	0.259682	0.1225374	2.284826
460	-3314.43	-3298.41	-16.0127	0.4464262	0.2055952	0.539883	0.093658	0.133563	0.404302	0.295323	0.793414	0.913544	0.000315085	0.107572	0.554594	0.215983	0.079907	0.443654	0.585284	0.207333	-0.1777298	0.0244315	0.498703	0.00267394	0.00732574	0.464555	0.00231076	0.260008	0.000641	0.0370644	0.398102	3.56419	0.293769	0.291812	0.138242	0.276176	0.08227824	3.160107
470	-3312.69	-3302.47	-10.2223	0.3476263	0.1784097	0.434385	0.246726	0.205195	0.432673	0.299219	0.19809	0.913544	0.00486239	0.220347	0.136933	0.127703	0.0651519	0.697022	0.724235	0.2714741	0.03270419	0.0267359	0.46286	0.0021662	0.00352879	0.49642	0.00828905	0.006721891	0.000230282	0.0223216	0.325018	3.65243	0.278058	0.309072	0.135823	0.277047	0.03942608	0.1704935
480	-3305.77	-3295.87	-9.90836	0.4740076	0.2090276	0.554599	0.130335	0.141103	0.262409	0.142338	0.321792	0.713495	0.00971962	0.23413	0.297628	0.0776501	0.100609	0.462496	0.707644	0.2964585	0.04727738	0.020008	0.559768	0.00289256	0.00327507	0.402914	0.0111424	0.08057492	0.00071573	0.0391405	0.406806	3.55334	0.297316	0.310148	0.129572	0.262963	0.1278523	0.6302188
490	-3306.33	-3299.41	-6.91266	0.4402374	0.2249674	0.507677	0.133597	0.13022	0.26122	0.170559	0.3462	0.406598	0.0404257	0.11438	0.167977	0.299855	0.0511734	0.351632	0.765969	0.2286701	-0.04058328	0.0142163	0.48937	0.00338481	0.007405	0.469307	0.0163171	0.06634356	0.00114275	0.0493061	0.445644	3.50391	0.297292	0.298379	0.135487	0.268842	0.02576028	2.575421
500	-3307.42	-3300.38	-7.04102	0.6642761	0.2142229	0.319461	0.19431	0.0936874	0.332947	0.155861	0.831499	0.490553	0.118502	0.130208	0.0467477	0.0949385	0.0992276	0.377033	0.630558	0.2439258	-0.01626163	0.0121489	0.506126	0.000624976	0.0233344	0.438128	0.0196383	0.02207543	0.00084006	0.0423625	0.41975	3.53705	0.293465	0.295565	0.135861	0.275109	0.005813804	3.797072
510	-3311.24	-3300.61	-10.6342	0.7095381	0.1970544	0.319234	0.460434	0.135059	0.18305	0.0952391	1.48823	0.447843	0.125987	0.0470244	0.047635	0.0690409	0.0791728	0.518051	0.463703	0.3148697	0.0409784	0.00614537	0.520063	0.0017233	0.026173	0.43513	0.0107653	0.05055177	0.000479106	0.0320936	0.375927	3.5915	0.293559	0.311704	0.121833	0.272904	0.09153017	0.5522962
520	-3312.94	-3303.59	-9.35392	0.7890809	0.1563783	0.208727	0.291115	0.304661	0.136539	0.132641	0.470931	0.546662	0.220811	0.0093665	0.171908	0.0419945	0.0758802	0.942624	0.814731	0.2289323	0.01517334	0.00710357	0.471566	0.00443454	0.0170936	0.487288	0.0125144	0.02141709	7.73068e-05	0.0129772	0.26097	3.72598	0.289522	0.291052	0.139059	0.280366	0.03659044	0.5853194
530	-3309.88	-3301.32	-8.56042	0.8633399	0.1994215	0.325443	0.165065	0.333441	0.210743	0.142815	0.344244	0.713785	0.281817	0.0130639	0.142468	0.0133001	0.418138	0.642381	0.497109	0.2716855	0.0205261	0.0114959	0.539109	0.00394068	0.00384479	0.429755	0.0118548	0.01235397	0.000520665	0.0334424	0.382146	3.58389	0.32845	0.271982	0.126763	0.272805	0.03288007	0.3757281
540	-3320.4	-3305.19	-15.2123	0.8247644	0.1581423	0.586077	0.160689	0.473361	0.210674	0.0963585	0.198005	0.669955	0.27457	0.0196513	0.110488	0.0350331	0.267288	0.94116	1.39432	0.301285	0.02286513	0.00970316	0.543711	0.00998561	0.00674968	0.425798	0.00405239	0.1385931	8.53197e-05	0.0136297	0.266225	3.72006	0.274245	0.303301	0.132032	0.290423	0.1614583	0.8583836
550	-3308.84	-3299.87	-8.97522	0.8267557	0.1508204	0.330562	0.216018	0.311531	0.211905	0.0677007	0.215006	0.576987	0.147794	0.0231146	0.0421815	0.0881054	0.162313	1.49192	0.120515	0.3172137	-0.07102727	0.00603137	0.590401	0.00622818	0.0185145	0.377323	0.00150127	0.09703821	5.58084e-05	0.0110348	0.2443	3.74461	0.310944	0.290998	0.131315	0.266742	0.02601094	3.730669
560	-3308.32	-3303.97	-4.35037	0.6912239	0.1687056	0.38852	0.0662808	0.3378	0.188579	0.0647141	0.208482	0.569673	0.144362	0.0432277	0.137211	0.0845829	0.162152	0.563479	0.139555	0.2517769	-0.05027148	0.0070235	0.560175	0.00600931	0.0170767	0.408935	0.000780876	0.0659787	0.000147487	0.0178915	0.297266	3.6847	0.30863	0.302312	0.134557	0.2545	0.01570722	4.200534
570	-3311.11	-3303.15	-7.96291	0.7544991	0.1681848	0.350137	0.0124538	0.310672	0.144259	0.135558	0.165009	0.622155	0.319719	0.0154218	0.0512152	0.276232	0.412357	0.619857	0.187428	0.2523931	-0.05322301	0.0079648	0.49499	0.00764735	0.0152926	0.473519	0.000585971	0.1430837	0.000143793	0.0176674	0.295755	3.68643	0.31058	0.291157	0.134498	0.263764	0.08986066	1.592284
580	-3318.71	-3314.17	-4.53798	0.914851	0.1820403	0.222245	0.039627	0.155098	0.0433884	0.190789	0.151515	0.616584	0.288533	0.0538932	0.020567	0.0471356	0.149486	0.708175	0.0453143	0.1777525	-0.2407128	0.0102311	0.598312	0.00712606	0.0188619	0.364244	0.00122532	0.2898137	0.000268745	0.0240993	0.33519	3.64044	0.278264	0.314865	0.108037	0.298834	0.04910092	5.90241
590	-3318.69	-3309.84	-8.85063	0.8464091	0.1318936	0.305713	0.0529938	0.12196	0.0457368	0.233623	0.101535	1.04035	0.459481	0.158172	0.0160496	0.0307023	0.111783	0.634896	0.22981	0.2674357	-0.3165174	0.00749574	0.543711	0.00468132	0.0119062	0.429731	0.00247533	0.3208671	1.4966e-05	0.00572837	0.186813	3.80744	0.277607	0.312546	0.119175	0.290672	0.004349692	73.76778
600	-3316.03	-3307.44	-8.58225	0.9131877	0.1626852	0.243094	0.0388785	0.0810071	0.0510814	0.125108	0.0765538	0.713481	0.279621	0.0855044	0.0223237	0.191587	0.0584515	0.320724	0.353927	0.2021678	-0.7189507	0.0109077	0.560571	0.00661286	0.00371675	0.406473	0.0117181	0.7209761	0.000108911	0.0153888	0.279671	3.70483	0.294544	0.295708	0.1245	0.285248	0.002025443	355.9597
610	-3298.64	-3299.29	0.647967	0.9157405	0.2320178	0.219467	0.0156882	0.0538816	0.158666	0.119133	0.0243954	0.504813	0.262194	0.0159	0.132516	0.0871488	0.149521	0.261338	0.148119	0.1451642	-0.1073152	0.0154072	0.49167	0.0103356	0.00344605	0.45969	0.0194509	0.1530762	0.00137689	0.0540469	0.461999	3.48258	0.282065	0.301985	0.132314	0.283635	0.04576099	3.345124
620	-3301.74	-3299.51	-2.22902	0.9074629	0.2145957	0.284398	0.0535609	0.0539135	0.205886	0.126327	0.0256769	0.690145	0.263311	0.0928236	0.0645927	0.067618	0.11956	0.0877656	0.29927	0.2303723	-0.06117935	0.0131125	0.493193	0.0076035	0.00734566	0.461114	0.017631	0.119876	0.000849517	0.0425972	0.420668	3.53589	0.304015	0.307032	0.141775	0.247179	0.05869666	2.042297
