Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
100	-3314.344	-3303.268	-11.07572	0.7499463	0.2311309	0.343595	0.729145	0.114342	0.227134	0.0256003	0.43731	0.344509	0.129327	0.249767	0.069869	0.219597	0.104337	0.209629	0.287388	0.3090171	-0.4443383	0.0151427	0.45541	0.00733513	0.00371674	0.506889	0.0115066	0.4816765	0.00134583	0.0534432	0.459969	3.48524	0.297812	0.281294	0.13613	0.284763	0.03733818	12.90037
110	-3311.136	-3304.017	-7.118953	0.768964	0.2102101	0.20832	0.687558	0.033755	0.230665	0.0285689	0.507522	0.344838	0.100708	0.101046	0.197173	0.0600204	0.264146	0.116158	0.281357	0.2378821	-0.3458526	0.0123235	0.485431	0.00637933	0.010014	0.470917	0.0149349	0.3604629	0.000742823	0.0398656	0.409776	3.54962	0.302875	0.283308	0.130344	0.283473	0.01461029	24.67185
120	-3315.42	-3303.446	-11.97362	0.6277629	0.2276147	0.202811	0.700376	0.0994861	0.388113	0.0339978	0.550546	0.392869	0.224861	0.384032	0.0152684	0.459614	0.130204	0.0509769	0.215101	0.2928051	-0.523388	0.012111	0.54916	0.0116436	0.00687899	0.414225	0.00598122	0.5299283	0.00122725	0.0510701	0.451844	3.49586	0.275209	0.308761	0.137292	0.278737	0.00654024	81.02581
130	-3311.121	-3303.747	-7.373794	0.9981766	0.2312776	0.443039	0.924382	0.0949553	0.133807	0.0262677	0.306734	0.0983312	0.0578607	0.0201179	0.287104	0.0786345	0.0910203	0.980868	0.112865	0.2008341	-0.1296503	0.0115901	0.538781	0.0124248	0.00837999	0.426754	0.00207092	0.142293	0.00135093	0.0535429	0.460306	3.4848	0.285742	0.308784	0.14315	0.262324	0.01264265	11.255
140	-3309.09	-3306.836	-2.254273	0.8994244	0.2255182	0.210509	0.464707	0.282759	0.0576953	0.0626169	0.200895	0.119647	0.17804	0.180407	0.140759	0.0103897	0.0880846	0.498618	0.347126	0.1750466	-0.0517747	0.0108797	0.622573	0.00570665	0.00357874	0.353286	0.0039763	0.05533703	0.00116	0.0496715	0.44694	3.50223	0.302356	0.302793	0.126575	0.268277	0.003562329	15.53395
150	-3302.125	-3301.542	-0.5828092	0.899616	0.2025181	0.257859	0.581877	0.0261139	0.0590493	0.0888262	0.179119	0.0990183	0.0175938	0.0896008	0.137726	0.0118379	0.209933	0.246705	0.25861	0.2309963	-0.0803387	0.0122287	0.532726	0.00933512	0.00634212	0.433247	0.00612085	0.0838319	0.000578816	0.0352407	0.390198	3.57398	0.278705	0.303282	0.136668	0.281345	0.003493192	23.99865
160	-3300.908	-3297.089	-3.818543	0.7498617	0.2362385	0.400018	0.700545	0.0340442	0.0634015	0.0751377	0.174376	0.113442	0.0584981	0.0941103	0.294953	0.0162603	0.0768196	0.0151936	0.256523	0.3315445	-0.06885015	0.0160481	0.49456	0.0125851	0.00591552	0.465328	0.00556352	0.07129565	0.00153124	0.0569477	0.471552	3.46997	0.296445	0.28479	0.153828	0.264936	0.002445508	29.15372
170	-3309.22	-3300.873	-8.346572	0.897659	0.2106998	0.184426	0.355537	0.234403	0.105752	0.456158	0.200787	0.15617	0.157967	0.0545436	0.0788395	0.000507279	0.353235	0.0374329	1.84067	0.2788326	-0.02516659	0.0187259	0.495892	0.00813993	0.00474358	0.466581	0.00591709	0.02692462	0.000754248	0.0401673	0.411002	3.54808	0.289912	0.313322	0.119379	0.277388	0.001758036	15.31517
180	-3296.704	-3297.153	0.4491941	0.8394799	0.1992193	0.281081	0.699477	0.0845793	0.0846667	0.117168	0.159148	0.134269	0.0824044	0.0510184	0.0660938	0.00278375	0.147673	0.0404839	0.364637	0.2099179	-0.01030466	0.0135086	0.498669	0.00227943	0.00832494	0.473355	0.00386319	0.01732322	0.000517019	0.0333263	0.381617	3.58454	0.297124	0.278723	0.136126	0.288027	0.007018564	2.4682
190	-3308.933	-3309.547	0.6142494	0.9333114	0.214188	0.574544	0.595897	0.026348	0.129963	0.095633	0.223703	0.15261	0.0159117	0.0774963	0.0710761	0.0475814	0.102589	0.0285749	0.261889	0.1364113	-0.01554319	0.0171365	0.568117	0.0030633	0.00790695	0.395893	0.00788279	0.02001811	0.000839178	0.0423405	0.419664	3.53716	0.330073	0.293648	0.129606	0.246673	0.004474921	4.4734
200	-3298.112	-3299.674	1.561766	0.9918662	0.1821632	0.378271	0.598198	0.0274151	0.147979	0.0593802	0.179527	0.110076	0.0284879	0.00974619	0.11359	0.0563909	0.0607439	0.156232	0.289366	0.1382923	-0.04047769	0.0170342	0.554784	0.00399573	0.00438817	0.414264	0.00553376	0.05157417	0.000270124	0.0241605	0.335532	3.64004	0.292277	0.293877	0.151357	0.262489	0.01109648	4.647794
210	-3299.13	-3300.236	1.106803	0.9210047	0.2219107	0.200143	0.377784	0.0911431	0.151183	0.0537548	0.193652	0.150425	0.0902216	0.124796	0.0344984	0.041385	0.0952637	0.239251	0.38626	0.1087284	-0.02562465	0.0227176	0.463465	0.00472635	0.00620632	0.494657	0.00822759	0.02879031	0.00105015	0.0472944	0.438397	3.51326	0.286194	0.297464	0.135287	0.281056	0.00316566	9.09457
220	-3300.033	-3298.341	-1.692231	0.756496	0.2096586	0.317249	0.656778	0.0291062	0.0797748	0.0622348	0.357701	0.333888	0.0482148	0.0303957	0.227569	0.0805607	0.0753691	0.141846	0.161192	0.1242833	-0.02237242	0.0147742	0.48196	0.00521466	0.00570162	0.483852	0.00849719	0.0435855	0.000730099	0.0395267	0.408392	3.55135	0.267139	0.327935	0.131201	0.273725	0.02121308	2.054652
230	-3302.223	-3300.334	-1.889248	0.6808469	0.1862563	0.268343	0.603502	0.110385	0.13466	0.102222	0.369739	0.284255	0.0613629	0.0711517	0.117019	0.0983167	0.102684	0.177009	0.155561	0.1461712	-0.03962136	0.0131997	0.592751	0.00432868	0.00396985	0.371035	0.0147153	0.07633532	0.000319114	0.026242	0.346848	3.62659	0.291943	0.324617	0.128224	0.255217	0.03671396	2.079191
240	-3309.248	-3301.455	-7.7929	0.6416642	0.1647735	0.28919	0.464196	0.0816457	0.121731	0.0516277	0.191515	0.130128	0.153903	0.340779	0.193137	0.457879	0.0825759	0.293881	0.438483	0.1681807	-0.2043663	0.0114599	0.578575	0.00374189	0.0104509	0.386994	0.0087781	0.2697366	0.000121294	0.016235	0.285804	3.69784	0.27268	0.341293	0.139348	0.246679	0.06537028	4.126287
250	-3306.489	-3299.06	-7.429338	0.8460469	0.196511	0.474079	0.686645	0.0573825	0.0857372	0.092705	0.164811	0.111404	0.521403	0.12617	0.0432903	0.0470373	0.0423505	0.435126	0.00627462	0.1784375	-0.2645248	0.017234	0.521559	0.0028908	0.0112428	0.437856	0.00921697	0.3951804	0.00046991	0.0317872	0.374491	3.59325	0.293106	0.32154	0.132052	0.253303	0.1306555	3.024598
260	-3313.109	-3298.379	-14.72919	0.7431004	0.173006	0.245068	0.7478	0.26091	0.0733398	0.303481	0.154098	0.0908738	0.452662	0.474067	0.466964	0.00281651	0.107754	0.340775	0.0160239	0.5659006	-0.001537374	0.00925092	0.513827	0.00100063	0.0134749	0.454481	0.00796544	0.1169784	0.000180797	0.0197957	0.309662	3.67036	0.3079	0.319616	0.124547	0.247937	0.1154411	1.013317
270	-3312.506	-3297.309	-15.19694	0.4232597	0.1722217	0.507837	0.681995	0.411274	0.414257	0.159174	0.730601	0.604066	0.493735	0.478044	0.0821086	0.386168	0.134156	0.695469	0.00377781	0.4102483	-0.03143221	0.00915942	0.64203	0.000647811	0.00789262	0.328957	0.0113128	0.09755937	0.000174338	0.0194413	0.307413	3.67297	0.292893	0.291009	0.125443	0.290655	0.06612717	1.47533
280	-3306.409	-3302.706	-3.702751	0.5631972	0.2243721	0.635912	0.737382	0.12811	0.164442	0.170604	0.314909	0.192657	0.0927804	0.220876	0.0932939	0.0307463	0.082329	0.106707	0.079925	0.2044437	-0.04372013	0.0180798	0.528573	0.000700524	0.0059971	0.44068	0.00596959	0.07217206	0.0011243	0.0489122	0.44424	3.50572	0.307386	0.288421	0.14038	0.263814	0.02845192	2.536632
290	-3304.459	-3302.189	-2.270105	0.7155059	0.2015433	0.312144	0.531432	0.0772075	0.108313	0.0760088	0.214302	0.179139	0.0504969	0.233519	0.0325512	0.0741382	0.198589	0.217398	0.0961048	0.1078694	0.06826618	0.0253402	0.463302	0.000339288	0.00602518	0.501023	0.00397029	0.06754985	0.000560039	0.0346705	0.387674	3.5771	0.276903	0.310706	0.133238	0.279153	0.135816	0.4973629
300	-3302.863	-3298.859	-4.004114	0.9037752	0.1916238	0.191066	0.566411	0.0395915	0.208918	0.0450076	0.226797	0.166251	0.0471399	0.00695635	0.0518127	0.0252417	0.129919	0.976674	0.0975921	0.2017042	-0.1303782	0.0169256	0.514229	0.000263534	0.0121955	0.450573	0.00581281	0.1881943	0.000392794	0.0290873	0.361445	3.60907	0.311216	0.292553	0.125787	0.270444	0.05781611	3.25505
310	-3303.423	-3304.9	1.47731	0.6742742	0.1967737	0.279193	0.336226	0.0511389	0.122456	0.0731464	0.110775	0.0904706	0.0788275	0.000389315	0.459105	0.0146754	0.0567798	0.147331	0.121843	0.1236472	0.04199064	0.0197691	0.499871	0.000217547	0.00738439	0.467537	0.00522057	0.112607	0.00047434	0.0319352	0.375185	3.59241	0.299771	0.294694	0.147496	0.258039	0.1545977	0.7283876
320	-3305.673	-3304.377	-1.295667	0.8189902	0.1735046	0.409946	0.531773	0.0176714	0.157142	0.0703853	0.198754	0.119943	0.0256964	0.00271407	0.0847779	0.067702	0.165564	0.269051	0.121794	0.1533296	-0.124263	0.0190198	0.442122	0.000419641	0.020425	0.50329	0.0147242	0.2168109	0.000184995	0.0200226	0.31109	3.6687	0.29703	0.270883	0.148464	0.283624	0.09254786	2.342689
330	-3311.183	-3302.931	-8.252057	0.4969729	0.1973098	0.364315	0.695931	0.0774912	0.261665	0.188088	0.178831	0.182754	0.0932061	0.0662754	0.386768	0.0256515	0.263741	0.0639908	0.437454	0.2053431	-0.2753295	0.0108819	0.540471	0.00342638	0.00708875	0.426462	0.0116697	0.3574771	0.000483471	0.0322381	0.3766	3.59068	0.288717	0.294957	0.12254	0.293787	0.08214755	4.351646
340	-3301.113	-3293.662	-7.450841	0.4717351	0.1592662	0.412962	0.917708	0.217291	0.215913	0.14213	0.40366	0.226842	0.22021	0.117256	0.109316	0.0678191	0.0961702	0.0809562	0.432043	0.1880739	0.02201505	0.0102303	0.536375	0.00319371	0.00515383	0.434012	0.0110354	0.06758999	9.0749e-05	0.0140544	0.269564	3.71629	0.29404	0.306237	0.132728	0.266995	0.08960505	0.7543101
350	-3305.789	-3299.116	-6.672764	0.6341651	0.1583407	0.353064	0.585505	0.230458	0.11456	0.0918236	0.217883	0.14899	0.242509	0.091007	0.102816	0.71574	0.079232	0.0464808	0.213195	0.3101887	-0.07579102	0.00817925	0.582366	0.002552	0.0136622	0.387754	0.00548686	0.1126633	8.62594e-05	0.0137042	0.266815	3.71939	0.301624	0.317765	0.131798	0.248813	0.03687226	3.055502
360	-3298.209	-3295.587	-2.62211	0.7481692	0.1906762	0.413609	0.575931	0.0181384	0.0768535	0.0824199	0.304206	0.202605	0.0209468	0.132731	0.00971993	0.136368	0.317528	0.0107015	0.248994	0.2208163	0.02452215	0.0160447	0.499745	0.00297492	0.00840028	0.467309	0.00552598	0.08241904	0.000378973	0.0285757	0.358889	3.61216	0.290473	0.306651	0.134994	0.267883	0.1069412	0.770695
370	-3297.722	-3299.314	1.591208	0.8085687	0.1875832	0.250606	0.567665	0.014503	0.0903251	0.0948511	0.205159	0.128569	0.053059	0.129417	0.163151	0.0825646	0.0932056	0.0132402	0.226906	0.1417084	0.03331736	0.0159444	0.476138	0.00230956	0.0225729	0.479524	0.00351115	0.04889186	0.000336303	0.0269333	0.350483	3.62225	0.31408	0.297759	0.136694	0.251468	0.08220922	0.5947248
380	-3301.561	-3300.966	-0.5950138	0.7863767	0.1768813	0.294659	0.62276	0.032492	0.0803114	0.0811125	0.0889171	0.0569305	0.0792626	0.225055	0.0165602	0.018222	0.0738103	0.168447	0.139356	0.08487099	-0.06099802	0.0229449	0.499621	0.00472211	0.0127136	0.454623	0.00537533	0.1674843	0.000215374	0.0215924	0.320701	3.65749	0.30095	0.287447	0.136851	0.274752	0.1064863	1.572825
390	-3297.462	-3294.778	-2.683795	0.8247452	0.181495	0.220472	0.463518	0.0926964	0.0825384	0.10871	0.179922	0.121026	0.30457	0.103522	0.01028	0.0855349	0.0653962	0.396532	0.111603	0.1441775	-0.02384032	0.013732	0.598372	0.00444317	0.00982719	0.362317	0.0113089	0.2083732	0.000262685	0.0238282	0.333669	3.64224	0.291778	0.297372	0.125924	0.284926	0.1845329	1.129193
400	-3307.558	-3300.847	-6.71128	0.7415887	0.1639767	0.269192	0.359267	0.0259767	0.060249	0.079477	0.221357	0.128404	0.112841	0.605806	0.0093724	0.141669	0.0858504	0.541933	0.404388	0.1540151	0.09334756	0.0119441	0.558334	0.00461992	0.00636249	0.413188	0.00555207	0.1261473	0.000116449	0.0159094	0.283468	3.70051	0.315802	0.289835	0.118028	0.276335	0.2194949	0.5747165
410	-3309.795	-3305.2	-4.594627	0.6891134	0.1993783	0.374301	0.346669	0.0129022	0.155112	0.0839761	0.190634	0.0788885	0.39674	0.155324	0.0423822	0.452667	0.0979779	0.451006	0.0940614	0.1246864	-0.004813215	0.0151091	0.513832	0.00849592	0.00593027	0.451272	0.00536162	0.04784996	0.000519885	0.0334176	0.382034	3.58403	0.295998	0.304368	0.147215	0.252419	0.04303674	1.11184
420	-3303.402	-3299.665	-3.736758	0.492535	0.2126202	0.198589	0.541668	0.0115429	0.180908	0.108311	0.215773	0.213378	0.160012	0.299246	0.163877	0.0964005	0.160953	0.113182	0.0904025	0.1299199	0.3062609	0.0130773	0.534169	0.00473535	0.0101183	0.434565	0.00333473	0.0162484	0.00080023	0.0413586	0.415786	3.54206	0.318201	0.295119	0.132504	0.254176	0.3225093	0.05038119
430	-3307.748	-3301.831	-5.916759	0.7238386	0.1903611	0.292607	0.331126	0.0973482	0.280434	0.0805895	0.309472	0.371829	0.345366	0.123497	0.139842	0.052287	0.075856	0.301298	0.00856517	0.1190216	-0.1771864	0.0157697	0.435958	0.00350093	0.0178389	0.522784	0.00414916	0.2351077	0.000374455	0.0284064	0.358036	3.61318	0.300079	0.305982	0.141421	0.252518	0.05792128	4.059089
440	-3309.174	-3311.488	2.314697	0.4921743	0.2200505	0.207082	0.232268	0.0188617	0.145898	0.0977278	0.181581	0.16142	0.125629	0.0224392	0.217806	0.129116	0.201977	0.186659	0.0133148	0.1518933	0.1441665	0.0132461	0.458879	0.00313945	0.00552972	0.506253	0.0129535	0.01720319	0.000996362	0.0460839	0.43394	3.51898	0.294404	0.294202	0.155403	0.255991	0.1613697	0.1066074
450	-3304.882	-3302.607	-2.27496	0.5393718	0.1696051	0.202003	0.361093	0.0808893	0.163603	0.0661369	0.350473	0.262116	0.367051	0.22704	0.0554374	0.338531	0.109149	0.118757	0.173001	0.2005298	0.02018627	0.0213573	0.467285	0.00390452	0.00329055	0.497921	0.00624152	0.01142953	0.000154037	0.0182819	0.299871	3.68169	0.292267	0.290998	0.168751	0.247984	0.03161579	0.3615132
460	-3306.249	-3303.786	-2.463493	0.6810294	0.2257634	0.252272	0.405931	0.0184903	0.181034	0.106819	0.322349	0.19527	0.0923338	0.480138	0.114173	0.0496876	0.147034	0.202196	0.135085	0.1909682	-0.1028102	0.0186108	0.369044	0.00668344	0.00425275	0.59815	0.00325849	0.1275733	0.00116773	0.0498344	0.447516	3.50148	0.308947	0.304089	0.133868	0.253096	0.02476305	5.151758
470	-3301.007	-3296.292	-4.715269	0.9253524	0.2311835	0.435071	0.750434	0.157274	0.1105	0.11199	0.156317	0.148903	0.321323	0.447641	0.0104051	0.0695413	0.0518562	0.124263	0.252651	0.268996	-0.01150321	0.0164749	0.484395	0.00413032	0.00546016	0.486618	0.00292174	0.03838024	0.00134766	0.0534789	0.46009	3.48508	0.304622	0.293011	0.125607	0.27676	0.02687704	1.427994
480	-3312.962	-3308.634	-4.328072	0.9908561	0.224302	0.360438	0.557758	0.110352	0.0627778	0.108183	0.129105	0.0415052	0.334987	0.0876543	0.0170802	0.220606	0.129882	0.136412	0.101051	0.1457225	0.438306	0.0215934	0.38057	0.00773825	0.0105908	0.574215	0.00529336	0.02550152	0.00112214	0.0488659	0.444075	3.50594	0.288239	0.310767	0.134088	0.266906	0.4638076	0.05498298
490	-3298.52	-3298.886	0.3657652	0.90718	0.195009	0.312111	0.55515	0.0250548	0.092295	0.0906249	0.136517	0.0803047	0.0528269	0.11765	0.0270663	0.0766174	0.13422	0.180081	0.14667	0.1442085	-0.04391128	0.0133497	0.560181	0.00941773	0.0065513	0.406721	0.00377899	0.1677451	0.000445149	0.0309467	0.370507	3.5981	0.313486	0.292537	0.126118	0.267859	0.1238338	1.354599
500	-3299.29	-3300.171	0.8814821	0.6440523	0.2135677	0.343003	0.516458	0.0298974	0.0952768	0.0927135	0.335152	0.188144	0.102039	0.0355824	0.034948	0.173729	0.0713623	0.0569566	0.18392	0.1197144	0.01595818	0.0174695	0.477467	0.00717375	0.0164303	0.476907	0.00455291	0.02997161	0.000823615	0.041951	0.418132	3.53909	0.307581	0.290023	0.139572	0.262823	0.04592979	0.6525528
510	-3298.236	-3296.796	-1.440582	0.6584478	0.1806813	0.238427	0.671199	0.0776067	0.14952	0.103987	0.202921	0.153584	0.151388	0.0126636	0.0091416	0.14934	0.0576992	0.132838	0.191769	0.1215296	0.2349273	0.018539	0.539626	0.0041228	0.0163562	0.414002	0.00735469	0.02020754	0.000253832	0.0234264	0.331396	3.64492	0.28999	0.297199	0.134082	0.278728	0.2551348	0.07920337
520	-3311.731	-3298.887	-12.84434	0.6716435	0.1708575	0.269816	0.725221	0.124177	0.184413	0.133971	0.345154	0.222833	0.215663	0.57091	0.0844248	0.091222	0.110826	0.339659	0.0259782	0.242451	0.3604823	0.0123649	0.534816	0.00148195	0.0133346	0.435461	0.00254145	0.2132145	0.000163518	0.0188324	0.303488	3.67752	0.273864	0.327353	0.133728	0.265055	0.5736968	0.3716501
530	-3313.238	-3305.549	-7.68897	0.8703165	0.1524468	0.510651	0.596372	0.176434	0.0508447	0.0565207	0.268328	0.104414	0.217796	0.318292	0.0738861	0.32844	0.0674712	0.569596	0.0434912	0.3601111	-0.01528883	0.010246	0.537039	0.00378353	0.0072698	0.43877	0.00289182	0.05371863	6.15435e-05	0.0115853	0.249194	3.73916	0.292243	0.315743	0.127564	0.26445	0.03842981	1.397838
540	-3302.775	-3298.685	-4.089504	0.7616807	0.1662617	0.356751	0.710626	0.0933186	0.0823148	0.0840027	0.166505	0.16414	0.408494	0.138745	0.0521564	0.212889	0.0496596	0.269888	0.107728	0.2368292	-0.1244534	0.0112929	0.496138	0.00825277	0.00816535	0.471657	0.00449415	0.1379762	0.000130753	0.0168523	0.290156	3.69286	0.296902	0.324972	0.124855	0.253271	0.01352286	10.20318
550	-3306.686	-3301.419	-5.26638	0.6484533	0.1777238	0.227674	0.633809	0.0120402	0.0849027	0.0579174	0.251798	0.145218	0.168266	0.0835557	0.137001	0.233859	0.0885913	0.146908	0.112345	0.2189729	0.08405222	0.0175095	0.507678	0.00457211	0.00197525	0.464586	0.00367913	0.2265949	0.0002235	0.0219929	0.323083	3.6547	0.315015	0.289003	0.134976	0.261007	0.3106471	0.7294286
560	-3304.653	-3300.221	-4.431722	0.622885	0.1979423	0.210511	0.768716	0.138922	0.156573	0.0970833	0.264171	0.16287	0.100739	0.167949	0.112607	0.0312493	0.121994	0.29247	0.0826662	0.1454006	-0.2503885	0.0225126	0.555919	0.00187839	0.00126786	0.413677	0.00474532	0.2928719	0.000494406	0.0325969	0.378266	3.58864	0.293545	0.295142	0.138133	0.27318	0.04248343	6.893792
570	-3310.578	-3302.216	-8.362558	0.7461295	0.1618997	0.216833	0.549239	0.0779726	0.0975315	0.149255	0.0956874	0.142125	0.168454	0.0666698	0.0100755	0.242743	0.0994007	0.727362	0.369039	0.2333789	-0.1703697	0.0230331	0.530998	0.00271765	0.0047877	0.434361	0.00410235	0.3495031	0.000104511	0.0150766	0.277356	3.70746	0.286463	0.292464	0.141748	0.279325	0.1791334	1.951077
580	-3302.526	-3304.095	1.568451	0.5707905	0.1835234	0.137142	0.481001	0.0474298	0.115534	0.159715	0.208813	0.178393	0.0375877	0.0948257	0.0715715	0.17832	0.0777145	0.205572	0.183472	0.1670359	-0.007594667	0.0200983	0.557624	0.00502028	0.00157776	0.41042	0.00525999	0.04172089	0.000285743	0.0248435	0.33931	3.63556	0.304076	0.285079	0.11489	0.295956	0.03412622	1.222546
590	-3303.713	-3294.758	-8.954682	0.6191417	0.2000125	0.273599	0.558196	0.0761825	0.139797	0.111511	0.414747	0.22407	0.0999962	0.105431	0.161668	0.13561	0.0610219	0.443139	0.118292	0.1573971	0.607893	0.0143519	0.520549	0.00146702	0.00632385	0.439396	0.0179128	0.02363841	0.000531428	0.0337827	0.383691	3.582	0.283994	0.301236	0.13369	0.28108	0.6315314	0.0374303
600	-3297.611	-3295.746	-1.86556	0.7803075	0.2261958	0.237491	0.566266	0.0315506	0.103694	0.0686873	0.361347	0.268615	0.0912144	0.0796529	0.00403353	0.180403	0.109064	0.16982	0.17724	0.1088229	-0.04870294	0.0209789	0.547908	0.000977792	0.00950989	0.412313	0.0083132	0.08842209	0.00118146	0.0501222	0.44853	3.50017	0.311582	0.293114	0.118994	0.27631	0.03971915	2.226183
610	-3305.067	-3301.073	-3.994766	0.6625032	0.2413533	0.205062	0.595334	0.105036	0.139282	0.112259	0.32489	0.203377	0.130797	0.162028	0.276423	0.0818745	0.0928728	0.239861	0.238411	0.2217986	-0.0393839	0.0166748	0.459995	0.00191536	0.0100211	0.492856	0.0185377	0.1062873	0.00173298	0.0605205	0.482893	3.45485	0.281001	0.30296	0.131989	0.28405	0.06690341	1.588668
620	-3309.404	-3305.608	-3.795527	0.4572579	0.1883954	0.216444	0.341972	0.0676197	0.146621	0.160517	0.306728	0.131261	0.502607	0.0533032	0.0661988	0.419463	0.127767	0.0886007	0.371906	0.2660232	-0.01155963	0.0237243	0.518436	0.000617578	0.0126383	0.432108	0.0124761	0.02503986	0.00034715	0.0273604	0.352699	3.61959	0.296723	0.317304	0.124986	0.260987	0.01348023	1.857524
