Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1002	0	-3295.492	-3296.298	0.8054591	0.8621333	0.198205	0.30909	0.542822	0.0117912	0.0653714	0.0767295	0.177237	0.141711	0.187267	0.0436471	0.0813137	0.111724	0.0651463	0.138968	0.146957	0.1965945	-0.006069211	0.0145822	0.539384	0.00822228	0.0132489	0.424331	0.000231805	0.06272844	0.000498999	0.0327464	0.378957	3.5878	0.294029	0.29192	0.142797	0.271254	0.05665923	1.107118
1003	1	-3300.103	-3296.758	-3.344978	0.6610137	0.1656856	0.456673	0.279254	0.101379	0.320182	0.0992321	0.033402	0.152549	0.210122	0.0241676	0.143328	0.0570758	0.446528	0.235493	0.109778	0.205433	-0.1853429	0.0104354	0.479617	0.0146052	0.00303912	0.488193	0.00411	0.2134675	0.000127027	0.016612	0.288473	3.69479	0.299971	0.297461	0.137408	0.26516	0.02812462	7.590058
1004	0	-3316.468	-3301.303	-15.16556	0.4694752	0.1915563	0.813299	1.35613	0.19034	0.164477	0.255224	0.786798	0.340132	0.361243	0.103646	0.0331068	0.63514	0.14799	0.0914186	0.123229	0.2247554	-0.0714586	0.0192022	0.588668	0.00540325	0.00731513	0.379037	0.000375019	0.1350942	0.000391797	0.0290507	0.361263	3.60929	0.279097	0.313627	0.140472	0.266804	0.06363556	2.122935
1005	1	-3306.442	-3305.857	-0.5846761	0.5981655	0.226074	0.41533	0.235369	0.102127	0.195392	0.0787388	0.1124	0.10007	0.252712	0.108016	0.150001	0.162107	0.224549	0.279222	0.0165524	0.1850527	-0.03183995	0.0117913	0.586914	0.00862416	0.00521659	0.380404	0.00704993	0.07534617	0.00117758	0.0500411	0.448244	3.50054	0.286934	0.319673	0.13279	0.260603	0.04350622	1.731848
1006	0	-3297.812	-3298.777	0.9653622	0.8400072	0.2113365	0.294924	0.480824	0.030965	0.0818829	0.0814414	0.150129	0.110334	0.0321822	0.0312184	0.00153799	0.180071	0.111896	0.126946	0.236524	0.2094634	0.06953895	0.0159899	0.541884	0.0075493	0.0145085	0.41684	0.0032286	0.03467737	0.000769283	0.0405608	0.412592	3.54608	0.316868	0.308792	0.122228	0.252111	0.1042163	0.3327441
1007	1	-3307.375	-3305.614	-1.7606	0.6677335	0.2027314	0.436514	0.34226	0.20934	0.302387	0.0877699	0.0750245	0.079572	0.300962	0.000759865	0.244298	0.0728757	0.184543	0.195526	0.0713077	0.1688758	0.0808048	0.0110019	0.439421	0.010482	0.00532151	0.532252	0.00152175	0.03695117	0.000582984	0.035366	0.390749	3.5733	0.293753	0.272602	0.16069	0.272955	0.117756	0.3137944
1008	0	-3308.184	-3304.481	-3.702109	0.8063956	0.2140962	0.482256	0.927784	0.00562855	0.237303	0.0592135	0.34194	0.106156	0.0392776	0.00394346	0.0927856	0.207928	0.170155	0.229946	0.0512615	0.152253	0.03762589	0.00845841	0.551841	0.00714708	0.0420171	0.386431	0.00410578	0.0336785	0.00083686	0.0422827	0.419437	3.53744	0.294203	0.311261	0.129656	0.264881	0.07130439	0.4723202
1009	1	-3299.853	-3298.241	-1.611285	0.8085883	0.1838926	0.588097	0.255976	0.0741658	0.217364	0.0329449	0.0206378	0.119264	0.0705516	0.00900618	0.130959	0.463089	0.10797	0.366072	0.122609	0.1437552	-0.0638278	0.0057721	0.532649	0.00552175	0.0209915	0.426781	0.00828428	0.0933227	0.000290095	0.0250304	0.340332	3.63435	0.283164	0.307262	0.133412	0.276162	0.0294949	3.164028
1010	0	-3314.604	-3304.793	-9.811218	0.8736126	0.1954621	0.348286	0.804582	0.0149	0.0778485	0.0843403	0.202742	0.135166	0.484959	0.0230065	0.276006	0.0894999	0.059809	0.261846	0.215995	0.3751191	0.2799533	0.015764	0.565675	0.0111479	0.00251968	0.401365	0.00352781	0.02744522	0.000452518	0.0311993	0.371711	3.59664	0.296228	0.317164	0.123616	0.262992	0.3073985	0.08928221
1011	1	-3301.207	-3297.133	-4.074242	0.6738066	0.1976253	0.489388	0.268904	0.107331	0.29339	0.0532323	0.00841191	0.121894	0.167234	0.00215301	0.274214	0.0879373	0.53617	0.393362	0.145701	0.1279551	-0.007529598	0.0142033	0.436174	0.00409033	0.0106696	0.533484	0.00137827	0.02778612	0.000488904	0.0324168	0.377432	3.58966	0.284024	0.318145	0.149564	0.248268	0.02025652	1.371712
1012	0	-3304.853	-3301.3	-3.553344	0.9744625	0.2015903	0.371222	0.553075	0.0123655	0.170941	0.0594595	0.209709	0.128271	0.0289274	0.162164	0.0627091	0.0901415	0.268516	0.0397465	0.395802	0.1479599	0.06752263	0.0133737	0.579068	0.0107905	0.00259102	0.388498	0.00567888	0.1259113	0.000560936	0.034698	0.387796	3.57695	0.307817	0.296031	0.125745	0.270407	0.193434	0.6509267
1013	1	-3303.799	-3294.816	-8.98251	0.8340938	0.174653	0.657894	0.312955	0.0796564	0.990175	0.0607418	0.0480572	0.354167	0.649922	0.0180053	0.10834	0.155441	0.0343796	0.434924	0.39178	0.2832747	0.0147968	0.0136837	0.470462	0.00400073	0.0117272	0.498374	0.00175225	0.02409507	0.000194942	0.0205501	0.314369	3.66489	0.27611	0.308027	0.15281	0.263053	0.03889187	0.61954
1014	0	-3308.697	-3305.091	-3.605691	0.9240116	0.1915435	0.195923	0.426605	0.0278697	0.0921733	0.0830531	0.536989	0.291004	0.031242	0.0680427	0.151469	0.0309274	0.0267912	0.0994192	0.217765	0.1552627	0.4359611	0.0190614	0.573212	0.00567809	0.0035598	0.387944	0.0105447	0.03082957	0.000391609	0.0290438	0.361229	3.60934	0.260819	0.320406	0.128481	0.290294	0.4667906	0.06604582
1015	1	-3312.231	-3303.959	-8.271205	0.4650918	0.1907353	0.97681	0.328593	0.137481	0.342599	0.151214	0.0211588	0.163558	0.323419	0.209873	0.1924	0.37508	0.195255	0.235997	0.167675	0.2677932	-0.01809477	0.0131626	0.445986	0.00989188	0.00327613	0.523488	0.00419606	0.1061034	0.000379824	0.0286075	0.359048	3.61196	0.305812	0.293614	0.14184	0.258734	0.08800866	1.205602
1016	0	-3313.414	-3297.191	-16.22343	0.5967415	0.1518733	0.482154	1.42268	0.0368209	0.50345	0.117055	0.557864	0.363547	0.0884899	1.01363	0.341865	0.0415484	0.0556307	0.322059	0.323636	0.2757533	0.2461715	0.0130754	0.537788	0.0039812	0.00744569	0.435883	0.00182688	0.03377452	5.94712e-05	0.0113895	0.24747	3.74108	0.28042	0.319636	0.121307	0.278637	0.279946	0.1206466
1017	1	-3307.698	-3301.763	-5.935044	0.513988	0.1580809	0.590434	0.338522	0.179047	0.338244	0.100813	0.170285	0.199941	0.106226	0.00266085	0.113622	0.073576	0.327463	0.168888	0.32597	0.2204755	-0.247887	0.00936825	0.470801	0.00583576	0.00405983	0.505506	0.00442953	0.2833898	8.50303e-05	0.0136067	0.266043	3.72027	0.293929	0.30457	0.144321	0.257181	0.03550277	7.982187
1018	0	-3305.25	-3300.692	-4.558176	0.7289305	0.1991917	0.431848	0.808933	0.0469883	0.114046	0.134469	0.197525	0.100388	0.493961	0.152566	0.0594552	0.0794891	0.227674	0.405134	0.105129	0.2231765	-0.008612552	0.00808266	0.517215	0.00705849	0.00953067	0.458038	7.51611e-05	0.01706281	0.000516522	0.0333105	0.381545	3.58463	0.294089	0.299881	0.141127	0.264903	0.008450256	2.019206
1019	1	-3306.307	-3302.071	-4.236012	0.6357931	0.16206	0.79125	0.166539	0.106287	0.560257	0.0719737	0.0465117	0.139948	0.387394	0.0409275	0.0906718	0.0672003	0.0811736	0.18427	0.408461	0.1577582	-0.04855089	0.016847	0.499594	0.00252016	0.0275811	0.448035	0.00542216	0.0536043	0.000105398	0.01514	0.277828	3.70693	0.280143	0.313513	0.121981	0.284363	0.005053409	10.60755
1020	0	-3303.455	-3297.861	-5.59332	0.806599	0.1798685	0.22593	0.535304	0.00840729	0.258103	0.0822098	0.494752	0.243302	0.0305278	0.455902	0.0123611	0.0377795	0.160495	0.309357	0.219781	0.2228129	-0.1675379	0.0136002	0.560155	0.00775076	0.0171361	0.400092	0.00126557	0.2076922	0.00024521	0.0230282	0.329119	3.64761	0.32105	0.302133	0.118477	0.25834	0.04015425	5.172359
1021	1	-3309.531	-3304.103	-5.427715	0.6035962	0.1747653	0.480303	0.320985	0.0630065	0.274462	0.0641644	0.066864	0.145205	0.302845	0.526534	0.0821426	0.0540471	0.177651	0.0826328	0.32782	0.2382876	-0.122303	0.020028	0.469119	0.000644406	0.00460933	0.500744	0.00485504	0.1939213	0.000195936	0.020602	0.31469	3.66451	0.272602	0.324195	0.138742	0.264461	0.07161828	2.707707
1022	0	-3301.995	-3295.907	-6.087991	0.8317436	0.1823877	0.443393	0.962457	0.0191623	0.0850871	0.0923506	0.520622	0.302784	0.0893537	0.0469902	0.118431	0.18198	0.0986492	0.0134326	0.217769	0.1602381	-0.1754266	0.0121718	0.561245	0.00278044	0.00831279	0.413645	0.00184444	0.1910352	0.000272657	0.0242726	0.336156	3.6393	0.288828	0.309151	0.133243	0.268778	0.01560862	12.23909
1023	1	-3309.177	-3304.163	-5.014338	0.8518476	0.15129	1.01974	0.280794	0.118953	0.238442	0.0123847	0.014829	0.105779	0.121092	0.0490209	0.101917	0.239409	0.340233	0.141471	0.250118	0.257964	-0.1427942	0.0224406	0.537779	0.000835532	0.0100571	0.42186	0.00702787	0.1501473	5.74196e-05	0.0111922	0.245714	3.74304	0.294518	0.299142	0.125729	0.28061	0.007353128	20.41952
1024	0	-3299.269	-3297.637	-1.632214	0.7587006	0.2198773	0.264145	0.565332	0.141147	0.0941402	0.0658714	0.398012	0.225041	0.185012	0.0742406	0.0785465	0.067128	0.0603196	0.19918	0.250149	0.1782516	-0.08132605	0.0106669	0.561051	0.00410885	0.0110323	0.41283	0.000310418	0.08961265	0.000991452	0.0459718	0.433524	3.51951	0.310206	0.309996	0.115635	0.264163	0.008286606	10.81416
1025	1	-3309.307	-3300.841	-8.465717	0.5056292	0.1959695	1.2894	0.335565	0.339186	0.333353	0.341155	0.191478	0.0998855	0.246994	0.00190787	0.180725	0.0135636	0.110912	0.0432731	0.22239	0.1862936	-0.1147181	0.0148818	0.518468	0.00123184	0.00280667	0.451173	0.0114382	0.1672458	0.000460872	0.0314831	0.373057	3.595	0.314791	0.276051	0.143031	0.266127	0.05252769	3.183955
1026	0	-3305.223	-3301.425	-3.797727	0.7760956	0.1954276	0.323456	0.552281	0.0424935	0.105097	0.116114	0.262693	0.106172	0.0826463	0.298388	0.00158611	0.167045	0.0948121	0.053869	0.255827	0.2116481	-0.2002974	0.0111847	0.552892	0.0046156	0.0197861	0.409882	0.00163879	0.2813795	0.000451953	0.03118	0.371619	3.59675	0.280469	0.334425	0.13257	0.252536	0.08108206	3.470305
1027	1	-3308.937	-3300.874	-8.062219	0.5294476	0.2167019	0.428073	0.308908	0.141134	0.202912	0.47756	0.169175	0.116514	0.149907	0.140874	0.0986777	0.191513	0.435467	0.0934671	0.354968	0.1793734	-0.136503	0.0220898	0.437401	0.000788638	0.00828175	0.516145	0.0152941	0.2619051	0.000904321	0.0439321	0.425828	3.52934	0.297355	0.283662	0.140732	0.27825	0.1254021	2.088523
1028	0	-3296.731	-3294.684	-2.047402	0.6351609	0.1738073	0.340737	0.692624	0.0191988	0.105342	0.0770589	0.259329	0.165183	0.0940283	0.166781	0.253387	0.155711	0.0732554	0.228612	0.144769	0.147147	0.02434249	0.0156822	0.504169	0.00801093	0.0115002	0.459369	0.00126869	0.01333004	0.00018758	0.020161	0.311955	3.6677	0.281483	0.319983	0.127833	0.270701	0.03767252	0.3538398
1029	1	-3302.623	-3301.928	-0.6948809	0.8389966	0.1978258	0.39634	0.203537	0.11942	0.279107	0.123862	0.0522369	0.198244	0.132031	0.00997393	0.0606666	0.142479	0.115459	0.396136	0.172635	0.2345699	0.007283884	0.0101027	0.497131	0.00265802	0.0136488	0.46759	0.00886982	0.01533442	0.000492379	0.0325307	0.37796	3.58902	0.308721	0.298746	0.141535	0.250998	0.0226183	0.6779651
1030	0	-3297.313	-3295.904	-1.408677	0.7167009	0.1918742	0.234304	0.569277	0.0734873	0.0916383	0.102893	0.244696	0.0927439	0.104334	0.0315237	0.0845585	0.438318	0.0660581	0.330482	0.0556877	0.1330393	-0.1240181	0.0157876	0.507556	0.00449064	0.00374767	0.462455	0.00596324	0.1255678	0.000396508	0.0292232	0.36212	3.60826	0.297102	0.304712	0.132533	0.265653	0.001549737	81.02524
1031	1	-3296.664	-3298.557	1.892879	0.6828288	0.1928889	0.395996	0.189265	0.0827569	0.173438	0.159788	0.0369608	0.0760095	0.15183	0.0978286	0.0376967	0.0606204	0.228839	0.323445	0.0967879	0.1623936	-0.01680558	0.0158327	0.490677	0.00986789	0.00609305	0.471993	0.00553581	0.05251101	0.00041181	0.0297765	0.364845	3.60497	0.306658	0.301539	0.136135	0.255668	0.03570543	1.470673
1032	0	-3301.864	-3295.62	-6.243974	0.6751687	0.2163885	0.287688	0.384139	0.157669	0.103029	0.114296	0.355935	0.268501	0.380946	0.0864224	0.0430158	0.2098	0.0573884	0.302892	0.402569	0.2736899	-0.07238909	0.0175826	0.49316	0.00643877	0.0119643	0.465037	0.00581734	0.1406148	0.000896017	0.0437326	0.425063	3.53031	0.290944	0.292186	0.126116	0.290753	0.06822566	2.061024
1033	1	-3299.727	-3300.781	1.053894	0.8016095	0.2281545	0.458713	0.25118	0.115833	0.183354	0.0467193	0.0167198	0.0832961	0.121726	0.0485351	0.0760903	0.09579	0.203004	0.137254	0.169993	0.1936797	-0.1188502	0.0153923	0.508138	0.0102599	0.00192672	0.451502	0.0127811	0.1311066	0.00124498	0.0514323	0.453099	3.49422	0.304454	0.300013	0.118012	0.27752	0.01225641	10.69698
1034	0	-3306.195	-3301.347	-4.847861	0.6602834	0.1722253	0.307954	0.578108	0.0619861	0.0882926	0.180864	0.244055	0.208248	0.0791893	0.181899	0.0286563	0.104593	0.663225	0.152241	0.0259524	0.1835071	0.2427302	0.0150258	0.398597	0.00996462	0.00845571	0.562058	0.00589871	0.02260444	0.000174368	0.019443	0.307423	3.67296	0.296728	0.310891	0.138283	0.254098	0.2653346	0.08519218
1035	1	-3313.827	-3309.414	-4.41322	0.7501584	0.2198117	0.809904	0.405768	0.155597	0.126423	0.0857466	0.0587609	0.0676054	0.0948907	0.0336175	0.098395	0.337178	0.164849	0.19589	0.249869	0.173408	0.1301095	0.00550545	0.386724	0.0187501	0.00189603	0.581018	0.0061069	0.05996048	0.000989596	0.0459293	0.433366	3.51972	0.312877	0.297778	0.157562	0.231783	0.19007	0.3154652
1036	0	-3302.947	-3295.365	-7.581778	0.4575694	0.172764	0.288784	0.687723	0.0516055	0.224687	0.0783571	0.454344	0.294715	0.066425	0.225691	0.384628	0.151859	0.324123	0.081129	0.523835	0.265663	0.003745735	0.00717071	0.502789	0.00489362	0.0218847	0.461086	0.00217578	0.05119815	0.000178786	0.019686	0.308969	3.67117	0.292689	0.297402	0.133046	0.276863	0.05494389	0.9318262
1037	1	-3303.452	-3301.237	-2.215918	0.7648893	0.1741521	0.957695	0.419969	0.129309	0.175648	0.0721257	0.0227106	0.0762654	0.133247	0.00193813	0.207699	0.0863346	0.0858881	0.300671	0.109265	0.208617	0.01869791	0.0103937	0.458619	0.0160447	0.00222807	0.510671	0.00204425	0.02586265	0.000190555	0.0203192	0.31294	3.66655	0.262376	0.29868	0.149654	0.28929	0.04456056	0.5803933
1038	0	-3297.251	-3293.002	-4.248592	0.52679	0.1784269	0.355095	0.748032	0.0229018	0.154506	0.101177	0.27426	0.207595	0.047478	0.260363	0.054459	0.220302	0.197049	0.0770048	0.381408	0.2103633	-0.06330734	0.0120273	0.510564	0.00489268	0.00704083	0.45977	0.00570549	0.09304279	0.000230454	0.0223299	0.325067	3.65237	0.288148	0.307016	0.134128	0.270708	0.02973545	3.129019
1039	1	-3306.468	-3304.705	-1.763389	0.764906	0.1854553	0.464676	0.468773	0.0490689	0.176882	0.0960292	0.0332988	0.110915	0.176241	0.349519	0.085	0.153083	0.349245	0.14318	0.0784709	0.2307619	-0.005726856	0.0113119	0.518448	0.00640764	0.00488901	0.456208	0.0027355	0.007955333	0.000309053	0.0258285	0.344646	3.62922	0.311279	0.312221	0.137719	0.238781	0.002228477	3.569852
1040	0	-3306.891	-3300.282	-6.609308	0.5955592	0.1703388	0.288876	0.619655	0.0372899	0.115537	0.151906	0.23822	0.213237	0.0488736	0.172573	0.108055	0.700962	0.155269	0.167899	0.3639	0.2611299	0.07432602	0.0127413	0.602411	0.00534763	0.00835714	0.365268	0.00587452	0.05101111	0.000159539	0.0186034	0.301992	3.67925	0.276273	0.295112	0.125405	0.303211	0.1253371	0.4069912
1041	1	-3300.22	-3299.447	-0.7722835	0.6997037	0.1729042	0.543508	0.252374	0.103185	0.238097	0.125678	0.0566979	0.132481	0.150774	0.154962	0.0541439	0.0708203	0.143952	0.143854	0.460323	0.1544685	-0.01144802	0.0146071	0.486376	0.00811393	0.00447695	0.473822	0.0126038	0.02161565	0.000179949	0.0197495	0.30937	3.6707	0.274056	0.320789	0.14293	0.262225	0.01016764	2.125927
1042	0	-3301.305	-3299.408	-1.897036	0.6157896	0.202833	0.445238	0.530455	0.0360225	0.103587	0.102268	0.279775	0.183006	0.0719272	0.0173905	0.0131634	0.434983	0.13611	0.0121902	0.1736	0.1554059	0.2012769	0.0214781	0.492321	0.0014176	0.00558302	0.46115	0.0180503	0.0007241801	0.000584977	0.0354257	0.391011	3.57298	0.290779	0.305184	0.135894	0.268142	0.202001	0.003585032
1043	1	-3300.464	-3295.798	-4.66566	0.9558863	0.1698255	0.496812	0.322763	0.0602579	0.439412	0.160527	0.0712755	0.166718	0.378288	0.0131963	0.0390072	0.149238	0.0648544	0.0777313	0.393837	0.1879763	0.1321747	0.0185403	0.472376	0.00797527	0.00354933	0.492458	0.00510129	0.08696636	0.000155674	0.0183782	0.300509	3.68096	0.291899	0.312297	0.134532	0.261273	0.2191411	0.396851
1044	0	-3313.419	-3305.277	-8.141755	0.8251594	0.1520571	0.51698	0.579155	0.084319	0.133095	0.0697152	0.169806	0.0962826	0.114189	0.119591	0.0481379	0.451561	0.0250502	0.69465	0.27523	0.2839206	0.1674663	0.012893	0.453041	0.000614521	0.00272932	0.524521	0.00620148	0.05273691	6.01293e-05	0.011452	0.248022	3.74047	0.317242	0.293027	0.136756	0.252974	0.2202032	0.239492
1045	1	-3300.379	-3299.223	-1.156758	0.9003913	0.1889183	0.629013	0.257138	0.0550985	0.339415	0.0649522	0.0588958	0.139323	0.250212	0.0371506	0.0627632	0.138805	0.0263073	0.230755	0.19578	0.2141812	-0.06199814	0.0177316	0.536282	0.00654209	0.0106334	0.425587	0.00322391	0.07879437	0.000354269	0.027637	0.354123	3.61789	0.322747	0.299468	0.128969	0.248816	0.01679623	4.691193
1046	0	-3301.99	-3299.69	-2.299611	0.8145518	0.1748524	0.329109	0.759121	0.00549808	0.146974	0.0911846	0.348413	0.197651	0.0582096	0.0808709	0.0430861	0.0681612	0.0582394	0.0945384	0.312876	0.1233244	-0.03648825	0.0108229	0.455999	0.00924772	0.00478941	0.517785	0.00135538	0.08263959	0.000196709	0.0206423	0.314938	3.66422	0.323111	0.290351	0.133504	0.253035	0.04615134	1.790622
1047	1	-3298.858	-3295.731	-3.126135	0.7643389	0.1656196	0.517409	0.27338	0.0796166	0.166059	0.194394	0.14002	0.0674314	0.118123	0.0607912	0.0509443	0.258383	0.0712931	0.671001	0.233167	0.1550489	0.005389092	0.0139378	0.590005	0.00131856	0.0109359	0.382827	0.000976172	0.04149224	0.000126605	0.0165845	0.28828	3.69501	0.299768	0.298586	0.118701	0.282945	0.04688134	0.8850482
1048	0	-3304.035	-3294.887	-9.147469	0.6057372	0.1974632	0.236908	0.586478	0.057721	0.240017	0.176729	0.898264	0.567504	0.0660162	0.111204	0.0050815	0.0203583	0.200638	0.0129014	0.420143	0.1717897	-0.1648195	0.0128507	0.49204	0.0117451	0.00917064	0.469646	0.00454707	0.2480102	0.000486108	0.0323249	0.377005	3.59018	0.288403	0.298983	0.136822	0.275791	0.08319069	2.981225
1049	1	-3300.841	-3295.74	-5.100811	0.7566984	0.1768842	0.765759	0.398335	0.0845748	0.179915	0.215629	0.043226	0.138065	0.0976056	0.472774	0.0483469	0.178344	0.172998	0.44112	0.0367699	0.1814079	-0.08054961	0.00978784	0.568405	0.000242997	0.0133838	0.406479	0.00170109	0.0930236	0.000215402	0.0215938	0.320709	3.65748	0.28394	0.313471	0.129201	0.273388	0.01247399	7.457404
1050	0	-3301.933	-3295.414	-6.51838	0.715621	0.1851709	0.407285	0.933278	0.144815	0.191292	0.138757	0.484443	0.186196	0.367047	0.132779	0.0181449	0.167888	0.0674713	0.0812014	0.290276	0.1704311	0.01058887	0.0109712	0.515496	0.0111631	0.00639787	0.454545	0.00142685	0.01468485	0.000305537	0.0256824	0.343863	3.63015	0.287076	0.3064	0.124834	0.28169	0.02527371	0.5810324
1051	1	-3304.7	-3298.614	-6.086093	0.8259283	0.1982298	0.645931	0.228093	0.122813	0.213646	0.0506889	0.0255106	0.0821914	0.158074	0.00404722	0.178234	0.036445	0.0267406	0.2569	0.442606	0.3105415	0.2528842	0.0110231	0.538476	0.00570926	0.0266155	0.416411	0.00176532	0.03560482	0.000499435	0.0327605	0.379022	3.58772	0.287072	0.310303	0.130497	0.272128	0.288489	0.1234183
1052	0	-3306.203	-3302.065	-4.137735	0.9198701	0.1750159	0.316431	0.939087	0.0429556	0.101428	0.0775158	0.443743	0.236289	0.149322	0.0654005	0.203282	0.0936796	0.0634698	0.0645372	0.165812	0.231956	-0.1341332	0.0164079	0.431522	0.0122475	0.00515039	0.530728	0.00394415	0.1374781	0.000198167	0.0207181	0.315403	3.66368	0.297076	0.306806	0.136885	0.259233	0.003344916	41.10062
1053	1	-3304.244	-3302.197	-2.047214	0.8721626	0.1692802	0.956357	0.294289	0.101368	0.125178	0.030491	0.047261	0.0751409	0.0725204	0.0124855	0.104454	0.110787	0.211871	0.549258	0.0246994	0.2193435	0.05499468	0.0120065	0.565539	0.00321671	0.0147292	0.400965	0.00354328	0.002340275	0.000151646	0.0181404	0.298931	3.68278	0.310194	0.290778	0.122288	0.27674	0.05733495	0.04081759
1054	0	-3307.381	-3298.908	-8.473357	0.6987017	0.1878483	0.491284	0.919761	0.558692	0.187438	0.104216	0.277949	0.201065	0.481221	0.315748	0.0303736	0.131136	0.0560735	0.0479799	0.402101	0.2872653	-0.03729298	0.0190445	0.503319	0.00438783	0.0111618	0.459398	0.00268826	0.03976055	0.000339816	0.0270724	0.351207	3.62138	0.276184	0.324692	0.13489	0.264234	0.002467564	16.11328
1055	1	-3302.276	-3299.452	-2.823796	0.6804345	0.1609996	0.425297	0.329746	0.0939278	0.347763	0.0534346	0.0335076	0.117484	0.28409	0.17293	0.0709829	0.0266898	0.400626	0.483887	0.0712861	0.1814771	0.0007946754	0.0156717	0.462426	0.000363431	0.00823842	0.498877	0.0144237	0.03947031	9.96393e-05	0.0147229	0.274698	3.71048	0.294177	0.314676	0.128477	0.262671	0.04026499	0.9802639
1056	0	-3306.11	-3297.223	-8.886565	0.89742	0.1787558	0.578172	1.03589	0.0442472	0.0888387	0.0380893	0.244456	0.129698	0.373149	0.145488	0.0282649	0.805487	0.0778037	0.145793	0.239593	0.2595402	0.07453005	0.0197822	0.452799	0.000324701	0.00620975	0.519464	0.00142028	0.05295252	0.000233761	0.0224883	0.325993	3.65129	0.300539	0.295645	0.140947	0.262869	0.1274826	0.4153707
1057	1	-3303.146	-3303.232	0.08658095	0.8178938	0.2346467	0.345643	0.290435	0.117646	0.419351	0.142488	0.0559051	0.128554	0.292656	0.0070341	0.0698239	0.0541475	0.0361621	0.244397	0.0751549	0.205112	0.04519426	0.0213704	0.482805	0.00272468	0.0114078	0.4747	0.00699178	0.02245847	0.00147175	0.0558484	0.46797	3.47471	0.272395	0.298368	0.137714	0.291523	0.06765273	0.3319669
1058	0	-3306.53	-3300.69	-5.839477	0.8724636	0.266395	0.265402	0.486191	0.0209606	0.192636	0.0752431	0.273973	0.212895	0.0361719	0.0508516	0.0170242	0.0800068	0.217503	0.0203321	0.65185	0.2189956	0.07331047	0.0193282	0.476223	0.000309307	0.00434752	0.484588	0.0152039	0.198251	0.00296548	0.0787597	0.534809	3.38347	0.315086	0.279378	0.141572	0.263964	0.2715614	0.730041
1059	1	-3300.776	-3299.949	-0.8272125	0.4901151	0.1988163	0.451755	0.164484	0.103587	0.21722	0.143937	0.0548904	0.0963447	0.253839	0.0268408	0.0861227	0.144128	0.53341	0.22227	0.0390561	0.215384	-0.02041631	0.00999614	0.494557	0.015597	0.0141523	0.464669	0.00102825	0.02832451	0.000509804	0.0330954	0.380561	3.58583	0.274491	0.292517	0.157185	0.275807	0.007908206	3.581661
1060	0	-3301.279	-3301.949	0.6704892	0.9480699	0.1740309	0.377997	0.858376	0.0161064	0.0603298	0.0691528	0.223172	0.156663	0.0225699	0.0852247	0.0724343	0.0344376	0.181648	0.0158433	0.0892092	0.1820173	0.0189527	0.0205485	0.570265	0.000198273	0.00638038	0.389506	0.0131014	0.03006146	0.000189506	0.0202636	0.312594	3.66695	0.274889	0.318326	0.13528	0.271505	0.04901416	0.613322
1061	1	-3306.564	-3299.63	-6.934032	0.6517969	0.1747467	0.528798	0.188031	0.0916967	0.272879	0.220055	0.0599693	0.180769	0.130236	0.0734513	0.134632	0.408898	0.0611945	0.685135	0.174068	0.1762384	0.009977703	0.0104367	0.490711	0.00724684	0.00161331	0.477943	0.0120494	0.1556944	0.000195771	0.0205934	0.314636	3.66457	0.288448	0.304523	0.144633	0.262395	0.1656721	0.9397744
1062	0	-3305.022	-3301.899	-3.122763	0.7347687	0.2153251	0.442337	0.706804	0.0340538	0.0992151	0.0991866	0.219537	0.0930203	0.165331	0.0964391	0.11799	0.234577	0.047197	0.0253242	0.260872	0.1553553	0.09442368	0.0126154	0.446116	0.000755983	0.0141517	0.522484	0.00387732	0.07781469	0.000868229	0.0430578	0.42246	3.53361	0.282213	0.321556	0.132249	0.263982	0.1722384	0.4517849
1063	1	-3299.638	-3296.985	-2.652845	0.5328232	0.1463172	0.680845	0.385257	0.111629	0.23022	0.0401053	0.0340412	0.115102	0.173269	0.330351	0.122087	0.147638	0.142555	0.283424	0.0606351	0.2286399	0.02230709	0.0101589	0.459368	0.00952749	0.0046845	0.510727	0.00553359	0.01386106	4.20856e-05	0.00958846	0.230691	3.75968	0.313117	0.286127	0.14189	0.258866	0.03616815	0.3832394
1064	0	-3301.266	-3298.19	-3.075073	0.7756616	0.1683609	0.332185	0.65721	0.106994	0.106995	0.14537	0.189605	0.161153	0.379758	0.118085	0.0134872	0.108095	0.105269	0.11666	0.262662	0.1487628	0.1115974	0.0131778	0.552657	0.00114969	0.0183858	0.412781	0.00184806	0.01122445	0.000145033	0.017743	0.296266	3.68585	0.278251	0.320194	0.13262	0.268934	0.1228218	0.0913881
