Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_cytb[5]	rates_cytb[6]	rates_cytb[7]	rates_cytb[8]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
570	-3301.87	-3303.58	1.71432	0.530262	0.2264265	0.146757	0.218589	0.145438	0.343591	0.168632	0.104465	0.234177	0.455561	0.208197	0.162009	0.257167	0.0804303	0.147833	0.136394	0.2111314	-0.02206214	0.018452	0.457989	0.00342666	0.005793	0.508589	0.00575022	0.1256065	5.56371e-05	0.00232201	0.0190692	0.0814827	0.250463	0.647677	1.58964	5.40929	0.305124	0.301463	0.117327	0.276085	0.1035443	1.213069
580	-3307.01	-3302.63	-4.38193	0.4862074	0.2523	0.174944	0.261994	0.177439	0.191557	0.235245	0.226746	0.126529	0.448436	0.0911215	0.299254	0.571415	0.0827765	0.295412	0.193528	0.1707729	-0.05774004	0.017254	0.493798	0.00488652	0.0110682	0.471859	0.00113427	0.2664229	0.000142181	0.00429919	0.0289555	0.107756	0.298918	0.713704	1.64046	5.20576	0.303177	0.275913	0.141154	0.279755	0.2086829	1.276688
590	-3308.42	-3304.7	-3.7153	0.4571019	0.1856811	0.114657	0.277795	0.222495	0.194289	0.255977	0.193454	0.312152	0.717455	0.364373	0.171425	0.337697	0.0897483	0.388977	0.0798587	0.2346154	-0.009891355	0.0115915	0.494595	0.00699314	0.00337843	0.481145	0.00229661	0.1073016	7.45888e-06	0.00061627	0.0076943	0.0441952	0.169557	0.520977	1.47117	5.78579	0.269435	0.312894	0.146767	0.270905	0.09741023	1.101543
600	-3304.99	-3300.42	-4.56216	0.4654791	0.2008385	0.187313	0.267257	0.22166	0.242761	0.188886	0.245976	0.249112	0.799738	0.473699	0.09072	0.144807	0.131184	0.471736	0.239018	0.3044302	-0.0240261	0.0140444	0.434922	0.0100558	0.00916199	0.529398	0.00241856	0.06367263	1.73295e-05	0.00107614	0.011281	0.0572403	0.200054	0.571632	1.52198	5.63672	0.297088	0.295632	0.153069	0.254212	0.03964653	1.606008
610	-3307.18	-3307.33	0.151184	0.5303902	0.2252066	0.188359	0.270382	0.108764	0.326316	0.143648	0.111692	0.182184	0.48531	0.2315	0.256743	0.155656	0.12675	0.416993	0.238848	0.2066064	-0.1173645	0.0100788	0.38762	0.00532554	0.00640073	0.589267	0.00130761	0.1685613	5.29461e-05	0.00224749	0.0186506	0.0802787	0.248109	0.644306	1.58685	5.4195	0.290742	0.306316	0.134017	0.268925	0.05119678	3.292421
620	-3306.28	-3309.81	3.52683	0.656381	0.241444	0.151921	0.168866	0.0878912	0.122763	0.205435	0.128914	0.251915	0.362494	0.144762	0.106674	0.116916	0.122916	0.649373	0.150009	0.1803243	0.07173174	0.0248596	0.467845	0.00208364	0.00715209	0.496986	0.00107326	0.001257668	9.8297e-05	0.0033751	0.0245812	0.0965875	0.278952	0.687231	1.62096	5.28822	0.296678	0.302242	0.14341	0.257671	0.07298941	0.01723083
630	-3305.65	-3304.57	-1.07881	0.4804353	0.2179517	0.180942	0.324294	0.215435	0.145434	0.207528	0.0894284	0.395575	0.655268	0.296355	0.106674	0.161175	0.232867	0.406379	0.125495	0.1960541	0.08291074	0.0201101	0.467897	0.00136777	0.00819306	0.499059	0.00337317	0.001962247	3.89757e-05	0.00183695	0.0162568	0.0732055	0.233991	0.623748	1.56942	5.4815	0.283983	0.302005	0.139038	0.274974	0.08487299	0.0231198
640	-3303.37	-3300.17	-3.19634	0.521738	0.2167638	0.187442	0.370668	0.163645	0.111356	0.112989	0.138144	0.172702	0.655268	0.196767	0.419882	0.101604	0.173884	0.591539	0.170962	0.1839292	0.1344636	0.0132185	0.449167	0.00113553	0.00483425	0.520987	0.0106575	0.05545482	3.69964e-05	0.00177494	0.0158806	0.0720626	0.231662	0.620297	1.56643	5.49186	0.296393	0.300294	0.139649	0.263664	0.1899184	0.2919929
650	-3309.34	-3304.64	-4.70311	0.5517768	0.2030224	0.147803	0.234421	0.124873	0.169736	0.188359	0.0773216	0.286548	0.578935	0.299885	0.105856	0.224852	0.101886	0.419799	0.155044	0.1990458	0.6462863	0.0218528	0.453968	0.000625749	0.0163041	0.49965	0.00759907	0.00534583	1.93651e-05	0.00115804	0.011862	0.0592122	0.204424	0.578576	1.52857	5.61618	0.298817	0.284245	0.152434	0.264504	0.6516322	0.008203754
660	-3299.29	-3304.17	4.88112	0.5770823	0.2302241	0.127282	0.252411	0.121789	0.152603	0.0772955	0.18653	0.174722	0.578959	0.206649	0.0968546	0.167386	0.127698	0.243101	0.078497	0.1478156	0.03421324	0.02614	0.438671	0.000758649	0.0136416	0.517319	0.00346962	0.009233476	6.47031e-05	0.00256439	0.0204008	0.0852552	0.257757	0.658015	1.59808	5.37787	0.299939	0.280942	0.144363	0.274756	0.04344671	0.2125241
670	-3301.85	-3306.48	4.62669	0.6249695	0.2602064	0.1323	0.281423	0.102356	0.169478	0.105834	0.0909662	0.222738	0.333965	0.140417	0.0460672	0.05753	0.108228	0.0825287	0.21114	0.1537764	0.03012356	0.0239616	0.519262	0.0028519	0.0054714	0.446501	0.00195216	0.09934225	0.00018245	0.00506145	0.0323297	0.115977	0.313102	0.73194	1.65322	5.14819	0.271591	0.289859	0.149751	0.288798	0.1294658	0.7673242
680	-3295.98	-3297.79	1.80338	0.5549416	0.2429902	0.0956977	0.285358	0.206187	0.128475	0.133588	0.0621062	0.338188	0.660963	0.126767	0.192834	0.102121	0.0730689	0.106057	0.103338	0.1358087	-0.1037462	0.0186145	0.513182	0.00136043	0.00931387	0.453355	0.00417449	0.1572734	0.000103812	0.00349819	0.0251851	0.0981677	0.281829	0.691107	1.62388	5.27623	0.317972	0.288613	0.129244	0.264171	0.05352725	2.938194
690	-3296.71	-3297.55	0.831893	0.5319496	0.1745188	0.159148	0.291272	0.205289	0.173558	0.142165	0.132987	0.344129	0.565333	0.184945	0.367691	0.188061	0.10278	0.158819	0.130834	0.1528579	-0.05411538	0.0145774	0.449127	0.00192639	0.00238949	0.530018	0.00196171	0.07779763	3.6501e-06	0.00038387	0.00555286	0.0354234	0.147116	0.480858	1.4274	5.90326	0.298613	0.288178	0.142137	0.271072	0.02368225	3.28506
700	-3308.03	-3305.55	-2.4734	0.5453873	0.197727	0.227159	0.235256	0.169399	0.137969	0.180259	0.230959	0.247125	0.71862	0.291702	0.449663	0.137125	0.101184	0.275215	0.333432	0.2798392	0.1027316	0.0131256	0.545405	0.0092695	0.0048358	0.425288	0.00207651	0.00361097	1.47306e-05	0.000966599	0.010481	0.0544681	0.193813	0.561587	1.51228	5.66639	0.281216	0.309118	0.127615	0.282051	0.1063426	0.03395602
710	-3309.83	-3306.94	-2.89102	0.5254356	0.24787	0.108524	0.293781	0.307721	0.212113	0.170714	0.0714656	0.137186	0.51214	0.220668	0.121187	0.297842	0.116574	0.163777	0.656857	0.2593904	0.06562365	0.00648754	0.422799	0.0168204	0.00939469	0.542298	0.00219987	0.006883743	0.000122781	0.00390516	0.0271331	0.103179	0.290837	0.703107	1.63279	5.23892	0.288224	0.302836	0.148459	0.260481	0.0725074	0.0949385
720	-3306.02	-3303.62	-2.39238	0.4731187	0.2411776	0.197283	0.326843	0.331176	0.253656	0.24157	0.129749	0.14872	0.51214	0.0862341	0.398603	0.0658324	0.0609162	0.288669	0.125635	0.1495684	0.01617258	0.0127461	0.47651	0.0113707	0.00642506	0.48005	0.012898	0.06675257	9.73698e-05	0.00335418	0.0244778	0.0963156	0.278455	0.68656	1.62045	5.29029	0.299939	0.301394	0.145132	0.253535	0.08292514	0.8049738
730	-3295.83	-3298.3	2.46659	0.5719261	0.2234431	0.129655	0.232938	0.18845	0.129636	0.132909	0.150477	0.254528	0.467145	0.20472	0.115237	0.111466	0.0585086	0.17462	0.287002	0.1810918	-0.1789674	0.0165061	0.483025	0.00853863	0.00698944	0.474456	0.0104848	0.2119476	4.9237e-05	0.00214258	0.0180537	0.0785453	0.244695	0.63939	1.58275	5.43438	0.276909	0.300708	0.138966	0.283418	0.03298019	6.426513
740	-3303.11	-3302.88	-0.224651	0.7076329	0.2306733	0.0758556	0.230186	0.193392	0.0801739	0.108738	0.134841	0.282902	0.651703	0.251345	0.164217	0.107554	0.139461	0.181474	0.255032	0.1544488	-0.1918391	0.014772	0.547349	0.00573099	0.00784921	0.41846	0.00583797	0.267937	6.58471e-05	0.00259412	0.0205612	0.0857038	0.258615	0.659223	1.59905	5.37419	0.267028	0.317703	0.141675	0.273594	0.07609794	3.520949
750	-3308.7	-3303.4	-5.29646	0.7161404	0.1689494	0.146659	0.281253	0.179339	0.184446	0.158393	0.0498813	0.275711	0.640007	0.262557	0.164217	0.106257	0.0826866	0.452395	0.40995	0.265771	0.09360526	0.0140609	0.592525	0.00410304	0.00210939	0.382683	0.00451843	0.01108712	2.46647e-06	0.000296015	0.00464043	0.0313533	0.136008	0.459937	1.40326	5.9645	0.269364	0.316153	0.134781	0.279701	0.1046924	0.1059019
760	-3300.88	-3297.61	-3.27324	0.5897355	0.2562559	0.116587	0.221614	0.128179	0.210046	0.109707	0.0801743	0.170862	0.387124	0.377592	0.248843	0.0412321	0.111282	0.253625	0.169398	0.09194746	0.06397196	0.0211733	0.519863	0.00404787	0.0072929	0.445583	0.00203949	0.02766051	0.000161387	0.00467107	0.0306247	0.111862	0.306053	0.722935	1.64699	5.1767	0.275871	0.307517	0.139636	0.276976	0.09163248	0.3018637
770	-3302.5	-3304.8	2.30334	0.5347168	0.2288867	0.151463	0.324195	0.145657	0.192483	0.161425	0.149574	0.17597	0.60675	0.198982	0.15534	0.118351	0.16352	0.284895	0.0867891	0.1723032	-0.01973279	0.0193106	0.397285	0.00564413	0.00944181	0.565137	0.00318158	0.1074234	6.13883e-05	0.00247723	0.0199269	0.0839226	0.255195	0.654401	1.59515	5.38887	0.288927	0.281568	0.13847	0.291035	0.08769058	1.225027
780	-3298.26	-3301.06	2.8013	0.5190213	0.2107273	0.1237	0.234285	0.137077	0.222466	0.111063	0.167723	0.243654	0.451411	0.230172	0.348427	0.0593518	0.0955249	0.158157	0.135786	0.1810313	-0.09476657	0.0182295	0.489184	0.000584504	0.0049417	0.467663	0.0193967	0.1136375	2.81309e-05	0.00148166	0.014039	0.0663295	0.21976	0.602382	1.55054	5.54544	0.281424	0.305302	0.131287	0.281987	0.01887092	6.021831
790	-3303.01	-3303.53	0.520309	0.4919385	0.2112606	0.118145	0.280994	0.162743	0.217753	0.155367	0.0920504	0.243654	0.457496	0.0282862	0.181551	0.130732	0.103368	0.0298834	0.135309	0.1509265	-0.08019488	0.0158919	0.486791	0.000213896	0.0079238	0.468347	0.0208319	0.1089751	2.88383e-05	0.00150612	0.0141969	0.0668307	0.220816	0.60399	1.55199	5.54064	0.292402	0.290462	0.131197	0.285939	0.02878026	3.786454
800	-3303.42	-3302.48	-0.940827	0.596385	0.2576709	0.0901717	0.299199	0.283991	0.224539	0.163469	0.248257	0.215029	0.508598	0.131321	0.116854	0.0897289	0.0830669	0.0542141	0.137825	0.1332693	-0.07211264	0.0306968	0.52823	0.000884214	0.00296842	0.432447	0.00477321	0.2561548	0.000168709	0.00480871	0.0312311	0.113335	0.308587	0.726184	1.64925	5.16643	0.269008	0.291527	0.137771	0.301695	0.1840422	1.391827
810	-3298.58	-3297.65	-0.933368	0.596385	0.227014	0.0931791	0.26232	0.181171	0.226874	0.177284	0.0807791	0.19949	0.508598	0.181495	0.11302	0.192169	0.0721134	0.184188	0.587138	0.1998553	-0.1323795	0.0172096	0.473885	0.00110163	0.0019695	0.502638	0.00319707	0.1766672	5.69705e-05	0.00235847	0.0192723	0.0820639	0.251595	0.649291	1.59097	5.40439	0.290669	0.291527	0.131463	0.286341	0.04428776	3.989076
820	-3294.58	-3295.85	1.26253	0.5366766	0.2567413	0.0920909	0.309047	0.21487	0.122664	0.130372	0.105888	0.135818	0.454283	0.138267	0.218019	0.0601871	0.119453	0.337627	0.441875	0.1536053	-0.08625449	0.0156663	0.49584	0.0073521	0.00443924	0.468533	0.00816983	0.09423604	0.000163872	0.00471801	0.0308322	0.112367	0.306923	0.724053	1.64777	5.17317	0.291493	0.308434	0.132537	0.267536	0.00798155	11.80674
830	-3303.01	-3300.39	-2.61991	0.5935911	0.2270636	0.0789592	0.252259	0.250731	0.160483	0.129042	0.105888	0.198443	0.550042	0.212912	0.141527	0.182286	0.0927528	0.301521	0.517682	0.1420513	0.08822834	0.00829054	0.447193	0.00811032	0.0126436	0.508149	0.0156139	0.08483628	5.70844e-05	0.00236158	0.0192895	0.0821131	0.251691	0.649427	1.59108	5.40398	0.282297	0.311864	0.136782	0.269057	0.1730646	0.4902
840	-3299.14	-3300.91	1.76496	0.5935911	0.1975345	0.125554	0.484938	0.175879	0.133041	0.131568	0.114623	0.26974	0.577197	0.207505	0.108835	0.0678787	0.130004	0.19514	0.0799295	0.1342063	-0.07454764	0.00944902	0.462072	0.00810831	0.00882258	0.498934	0.0126143	0.07780719	1.45808e-05	0.000960092	0.0104326	0.0542981	0.193426	0.560959	1.51167	5.66824	0.277552	0.308466	0.139458	0.274524	0.003259548	23.87054
850	-3296.46	-3298.15	1.68478	0.5319197	0.2171954	0.150687	0.233508	0.209404	0.21258	0.129526	0.112332	0.268918	0.423323	0.132156	0.216339	0.0803944	0.175719	0.271103	0.126212	0.1528901	0.3117993	0.0216798	0.503361	0.00268049	0.00855821	0.458382	0.00533809	0.01310586	3.7706e-05	0.0017973	0.0160167	0.0724772	0.232509	0.621553	1.56752	5.48809	0.294209	0.286663	0.135542	0.283586	0.3249052	0.04033748
860	-3292.82	-3299.03	6.21438	0.5448034	0.232532	0.160086	0.292041	0.153083	0.172299	0.107877	0.08088	0.190162	0.423323	0.135728	0.0873683	0.130833	0.106857	0.207103	0.219595	0.14868	-0.03247927	0.0151583	0.476548	0.00227443	0.0115527	0.490448	0.0040183	0.04501291	7.0749e-05	0.00271949	0.0212311	0.0875648	0.26216	0.664185	1.60303	5.35904	0.277079	0.315001	0.131083	0.276837	0.01253364	3.591367
870	-3300.55	-3302.48	1.93228	0.5563002	0.1858724	0.128171	0.226594	0.153185	0.157804	0.132464	0.104636	0.265411	0.593497	0.0940193	0.180729	0.041116	0.100042	0.207103	0.170841	0.1376588	-0.07636593	0.0145932	0.518082	0.00280095	0.00300673	0.454268	0.00724981	0.1598327	7.54516e-06	0.00062098	0.0077347	0.0443522	0.169943	0.521644	1.47187	5.78383	0.265134	0.316478	0.126908	0.29148	0.0834668	1.914926
880	-3313.09	-3307.82	-5.26711	0.6467808	0.2076954	0.201038	0.281709	0.196884	0.0764973	0.0973698	0.0503585	0.343258	0.419077	0.292488	0.190201	0.0796173	0.065465	0.325664	0.238117	0.1939107	0.03515703	0.0138626	0.49133	0.00218764	0.00372689	0.485118	0.00377508	0.2382406	2.43675e-05	0.00134772	0.0131589	0.0635004	0.213742	0.593142	1.54213	5.57295	0.294089	0.309733	0.138584	0.257594	0.2733976	0.871407
890	-3318.36	-3310.93	-7.43506	0.3685154	0.2484076	0.113352	0.251751	0.229909	0.142223	0.199628	0.0266559	0.29617	0.411994	0.151596	0.16815	0.647687	0.110193	0.303555	0.464847	0.1459668	-0.1248252	0.0209146	0.435855	0.00799345	0.00319388	0.520786	0.0112567	0.1480735	0.000125021	0.00395172	0.0273515	0.103733	0.291823	0.704408	1.63374	5.23486	0.268494	0.314857	0.147782	0.268867	0.02324825	6.369229
900	-3308.47	-3305.58	-2.89685	0.5178237	0.2769524	0.160327	0.251751	0.183516	0.108886	0.209752	0.116161	0.249048	0.364022	0.67773	0.254324	0.717465	0.169931	0.191366	0.238263	0.2011855	0.01375584	0.0174008	0.501176	0.00515864	0.00198596	0.46841	0.00586789	0.05595496	0.000295151	0.00692955	0.039947	0.133518	0.34211	0.767868	1.67672	5.03261	0.263545	0.300347	0.136467	0.29964	0.0697108	0.8026727
910	-3299.92	-3301.31	1.38444	0.5035865	0.1967306	0.136804	0.350564	0.208536	0.126942	0.168987	0.116161	0.270707	0.391932	0.262964	0.359119	0.148532	0.0881802	0.241005	0.118462	0.1924346	0.1828341	0.013604	0.463129	0.00149278	0.0066133	0.508042	0.00711977	0.01071766	1.39685e-05	0.000933253	0.0102317	0.0535901	0.191811	0.558332	1.5091	5.67599	0.283216	0.314511	0.132987	0.269286	0.1935518	0.05537363
920	-3298.34	-3298.61	0.277054	0.4756207	0.2139663	0.142619	0.413444	0.412935	0.10475	0.149709	0.102621	0.194759	0.460896	0.136531	0.337003	0.0847829	0.133419	0.355316	0.183417	0.2019283	-0.01740352	0.0152366	0.458668	0.00148014	0.0156558	0.507751	0.001208	0.04139502	3.26482e-05	0.00163454	0.0150125	0.0693898	0.22616	0.612073	1.5592	5.51649	0.289372	0.308111	0.131181	0.271336	0.0239915	1.725404
930	-3304.53	-3303.41	-1.12232	0.470613	0.2192662	0.137896	0.520395	0.238512	0.0953533	0.188657	0.0513482	0.223851	0.453243	0.148171	0.156205	0.166921	0.318571	0.110721	0.350513	0.1763836	-0.06582955	0.0132386	0.437899	0.0059063	0.0119939	0.525893	0.00506871	0.1149436	4.12623e-05	0.00190725	0.0166783	0.0744753	0.236563	0.627538	1.57269	5.47011	0.29606	0.2875	0.144972	0.271468	0.04911405	2.340341
940	-3303.09	-3296.06	-7.02852	0.4586701	0.2332381	0.197742	0.663325	0.390685	0.11192	0.19768	0.0689791	0.195961	0.577589	0.137642	0.257218	0.131354	0.132257	0.280208	0.234551	0.1790232	0.2441658	0.0159516	0.454772	0.00291983	0.00898485	0.507593	0.00977892	0.1710959	7.26832e-05	0.00276813	0.0214882	0.0882738	0.263503	0.666056	1.60452	5.35332	0.301868	0.292463	0.133782	0.271887	0.4152617	0.4120194
950	-3307	-3302.16	-4.83689	0.5007324	0.2339417	0.145804	0.632291	0.509932	0.13628	0.191592	0.12662	0.316526	0.358165	0.137642	0.226799	0.0340282	0.153401	0.124535	0.493498	0.1836666	0.08023646	0.0144138	0.500185	0.00209348	0.00244997	0.470768	0.0100898	0.003606975	7.46512e-05	0.00281716	0.0217458	0.0889813	0.264839	0.667912	1.60599	5.34764	0.272199	0.293997	0.136391	0.297413	0.08384343	0.04302037
960	-3301.08	-3300.14	-0.946518	0.4140383	0.2112275	0.165519	0.209229	0.284814	0.2172	0.287854	0.0921067	0.327572	0.388431	0.553887	0.13581	0.133437	0.129761	0.186398	0.168053	0.1967534	0.07643608	0.0202807	0.493022	0.00354834	0.00353619	0.471885	0.00772695	0.115792	2.8794e-05	0.0015046	0.0141871	0.0667996	0.22075	0.603891	1.5519	5.54094	0.300081	0.297557	0.13202	0.270342	0.1922281	0.6023678
970	-3314.82	-3313.51	-1.31785	0.5696534	0.2210198	0.0888302	0.34885	0.21429	0.409379	0.268011	0.232566	0.343478	0.36006	0.168089	0.288098	0.206708	0.130431	0.452516	0.120524	0.2148909	-0.081068	0.0176364	0.498191	0.0097397	0.00422241	0.443004	0.027207	0.1080135	4.4476e-05	0.00200383	0.0172491	0.0761777	0.239984	0.63255	1.57697	5.45502	0.2838	0.311918	0.143619	0.260663	0.02694551	4.00859
980	-3307.12	-3305.6	-1.51816	0.5408577	0.1981437	0.151817	0.292837	0.326529	0.132233	0.235555	0.1562	0.38972	0.63293	0.314302	0.223307	0.0760255	0.179885	0.172077	0.219682	0.172039	0.057448	0.0123417	0.388737	0.00729041	0.00390198	0.56495	0.022779	0.03073828	1.50591e-05	0.00098079	0.0105862	0.0548367	0.194649	0.562942	1.5136	5.66239	0.295369	0.294454	0.147862	0.262315	0.08818629	0.3485608
990	-3301.59	-3300.6	-0.984149	0.505962	0.2201433	0.119421	0.289191	0.277783	0.110314	0.267062	0.102297	0.203259	0.493134	0.419707	0.141626	0.152291	0.103435	0.343772	0.248416	0.1518981	-0.08952623	0.0168617	0.436468	0.00637263	0.00075427	0.527719	0.0118251	0.09685005	4.2846e-05	0.00195515	0.0169626	0.0753256	0.238276	0.630051	1.57484	5.46254	0.285347	0.298021	0.150626	0.266006	0.007323821	13.22398
1000	-3303.18	-3300.08	-3.10549	0.5197767	0.1933705	0.172352	0.429452	0.383524	0.354377	0.102742	0.122647	0.28431	0.539177	0.139495	0.157849	0.357242	0.103643	0.089505	0.341769	0.2560172	-0.05361872	0.0118827	0.403576	0.00778347	0.00552781	0.565286	0.00594369	0.06791205	1.16304e-05	0.000826809	0.00941604	0.0506651	0.185052	0.547218	1.49808	5.70873	0.30802	0.297867	0.142218	0.251894	0.01429333	4.751311
1010	-3306.96	-3302.18	-4.78743	0.5169436	0.1794141	0.169667	0.540193	0.264562	0.452989	0.20902	0.280632	0.224456	0.989046	0.280874	0.233901	0.261764	0.124992	0.362656	0.241855	0.2791994	-0.05437776	0.00932104	0.536907	0.00371634	0.00802358	0.4341	0.00793234	0.08127311	5.04875e-06	0.000475923	0.00644014	0.0391738	0.156938	0.49875	1.44732	5.85089	0.272899	0.325052	0.124002	0.278047	0.02689535	3.021828
1020	-3305.35	-3301.16	-4.1929	0.5666965	0.2003891	0.158971	0.284373	0.183381	0.261439	0.182388	0.269196	0.354666	0.684565	0.247098	0.161897	0.315492	0.103322	0.184749	0.211669	0.2384717	-0.3955144	0.0117961	0.482207	0.00277161	0.00175799	0.50026	0.0012073	0.4510476	1.69328e-05	0.00105981	0.0111634	0.0568371	0.199153	0.570192	1.5206	5.64098	0.286771	0.303581	0.135213	0.274435	0.05553318	8.122129
1030	-3305.41	-3299.54	-5.86913	0.6730645	0.2204744	0.238968	0.2826	0.152947	0.618747	0.132022	0.204574	0.467091	0.850341	0.179487	0.0363522	0.168264	0.134868	0.2045	0.240069	0.2015688	0.05727877	0.0138511	0.428667	0.00423616	0.00197105	0.543621	0.00765323	0.01406385	4.3456e-05	0.00197344	0.0170705	0.0756472	0.238921	0.630996	1.57565	5.4597	0.30843	0.294117	0.143646	0.253808	0.07134262	0.1971311
1040	-3306.68	-3302.54	-4.14055	0.6137719	0.1956414	0.212808	0.2826	0.172768	0.568841	0.0891485	0.159326	0.391833	0.554437	0.108559	0.06728	0.270412	0.116776	0.234158	0.142342	0.2467475	0.105678	0.0158195	0.489588	0.0113894	0.00393747	0.470281	0.00898435	0.04878117	1.31723e-05	0.000897743	0.00996311	0.0526358	0.189622	0.554752	1.50557	5.68654	0.289383	0.303458	0.13895	0.268208	0.1544592	0.3158191
1050	-3308.6	-3304.92	-3.68348	0.5764479	0.2067651	0.1705	0.243428	0.221317	0.434761	0.121802	0.165248	0.285791	0.541953	0.104119	0.169415	0.217606	0.156488	0.229936	0.626017	0.2604833	0.09871266	0.0101963	0.529057	0.00517921	0.00415678	0.443532	0.00787864	0.08332753	2.32972e-05	0.00130835	0.0128949	0.0626395	0.211891	0.590273	1.53949	5.58148	0.279359	0.304248	0.148828	0.267565	0.1820402	0.4577425
1060	-3307.41	-3308.28	0.871262	0.522166	0.1793065	0.123218	0.411898	0.211711	0.173579	0.0989842	0.188326	0.244256	0.532918	0.103951	0.13383	0.12331	0.146487	0.235104	0.263486	0.2341385	0.06124957	0.0234372	0.511863	0.00488122	0.00909811	0.447091	0.00362908	0.02415012	5.01384e-06	0.00047374	0.00641977	0.0390897	0.156722	0.498361	1.4469	5.85203	0.27825	0.297395	0.135995	0.28836	0.08539969	0.2827893
1070	-3308.45	-3305.79	-2.65885	0.5095413	0.2155047	0.164467	0.403175	0.184987	0.116731	0.15671	0.0871863	0.327349	0.582216	0.158402	0.20503	0.0955411	0.130396	0.225585	0.140631	0.2143093	-0.01247555	0.0121109	0.521983	0.00704793	0.00876535	0.440015	0.0100778	0.2500001	3.4986e-05	0.00171077	0.0154867	0.0708563	0.229189	0.616612	1.5632	5.50291	0.275277	0.299399	0.14661	0.278714	0.2375245	1.052523
1080	-3297.98	-3297.37	-0.610621	0.5612204	0.1907894	0.117952	0.393271	0.261703	0.161997	0.144681	0.0911792	0.379626	0.611954	0.111757	0.316498	0.232572	0.111504	0.22988	0.116878	0.2399301	-0.01603088	0.00951498	0.497713	0.00637595	0.00591775	0.478865	0.00161301	0.01875052	1.00594e-05	0.00075115	0.0088156	0.0484576	0.179854	0.538535	1.48932	5.73425	0.27227	0.320739	0.135892	0.271099	0.002719646	6.894473
1090	-3297.91	-3299.16	1.24337	0.5612204	0.2671337	0.140743	0.177265	0.188227	0.118476	0.134478	0.127484	0.23329	0.433034	0.547528	0.32911	0.163773	0.109043	0.188465	0.196904	0.2139672	-0.1266057	0.0195577	0.455148	0.00884086	0.0056272	0.505273	0.00555314	0.1355659	0.000224258	0.00579222	0.0354068	0.123219	0.325274	0.747232	1.66349	5.09936	0.273426	0.301349	0.147305	0.277919	0.008960244	15.12971
1100	-3300.06	-3300.98	0.927429	0.6316791	0.1958132	0.0886891	0.241402	0.204953	0.0945631	0.159958	0.0293392	0.189772	0.383133	0.115526	0.118801	0.108185	0.0669377	0.440637	0.16021	0.157899	0.1323104	0.0100397	0.455338	0.00484458	0.0161254	0.506494	0.00715896	0.0367561	1.32953e-05	0.000903278	0.0100052	0.0527859	0.189967	0.555318	1.50613	5.68488	0.294784	0.298878	0.143584	0.262754	0.1690665	0.2174061
1110	-3301.65	-3300.13	-1.5138	0.7023767	0.242501	0.120777	0.291991	0.178383	0.130595	0.212655	0.0617473	0.18009	0.388063	0.175694	0.151951	0.0832502	0.0950026	0.379835	0.060435	0.1445921	0.1588299	0.0143595	0.408483	0.0106639	0.00565328	0.555896	0.00494457	0.2170173	0.000102043	0.00345895	0.0249933	0.0976673	0.28092	0.689885	1.62296	5.28001	0.305039	0.288074	0.144857	0.26203	0.3758472	0.5774083
1120	-3302.02	-3305.45	3.42893	0.6988727	0.2168499	0.143988	0.196298	0.190121	0.332564	0.126615	0.0976444	0.175263	0.377484	0.211651	0.163083	0.0783217	0.0662444	0.235591	0.156462	0.16103	0.07627761	0.0113062	0.447867	0.0115848	0.00552464	0.521561	0.0021563	0.07125568	3.71371e-05	0.00177939	0.0159077	0.0721453	0.231831	0.620548	1.56664	5.49111	0.290092	0.29777	0.129414	0.282723	0.1475333	0.4829804
1130	-3297.3	-3298.05	0.749838	0.5589588	0.2189379	0.142436	0.303373	0.124964	0.282388	0.159331	0.161285	0.311363	0.532902	0.391164	0.112379	0.157638	0.130889	0.210835	0.196928	0.1570387	-0.02598963	0.0124406	0.405558	0.00345624	0.012572	0.563447	0.00252549	0.04806962	4.06816e-05	0.00188953	0.0165725	0.0741576	0.235921	0.626594	1.57188	5.47295	0.309786	0.290001	0.137331	0.262882	0.02208	2.177067
1140	-3313.03	-3305.01	-8.02172	0.5492206	0.1782053	0.225908	0.278562	0.192317	0.255991	0.220906	0.182382	0.442211	0.545939	0.312886	0.683375	0.341409	0.0891629	0.370449	0.32523	0.2291968	-0.3634403	0.011378	0.384348	0.0135818	0.00780208	0.581319	0.00157107	0.3863124	4.66786e-06	0.000451822	0.00621355	0.0382332	0.154509	0.494375	1.44251	5.8637	0.270412	0.307661	0.141874	0.280052	0.02287216	16.89007
