Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
314	0	-3320.804	-3306.903	-13.9007	0.2645885	0.1977575	0.3103274	-0.08041699	0.0101103	0.528821	0.00139858	0.00986987	0.429471	0.020329	0.2001514	0.000491193	0.0324919	0.37778	3.58924	0.289783	0.305343	0.140665	0.264209	0.1197345	1.671628
315	1	-3318.576	-3306.111	-12.46497	0.3255117	0.2178447	0.2558407	0.1956975	0.0173486	0.581977	0.00861706	0.00329854	0.382041	0.0067182	0.007993545	0.000935048	0.0446625	0.42861	3.52579	0.307831	0.299379	0.131496	0.261293	0.2036911	0.03924347
316	0	-3315.686	-3302.652	-13.03435	0.1994972	0.2079993	0.3876299	0.1067568	0.0119726	0.618346	0.00281082	0.00807175	0.351229	0.00757031	0.01393157	0.000692736	0.038514	0.404211	3.55658	0.291694	0.308927	0.130133	0.269247	0.1206884	0.1154343
317	1	-3320.286	-3303.807	-16.47878	0.2751697	0.1692174	0.3329179	0.04835718	0.0140517	0.536463	0.00482647	0.00747822	0.430269	0.00691117	0.2683972	0.000151188	0.0181131	0.298749	3.68299	0.287625	0.317297	0.141415	0.253663	0.3167543	0.8473354
318	0	-3314.692	-3300.286	-14.40541	0.1994972	0.1676922	0.391782	0.08709038	0.00879395	0.530524	0.00925704	0.0164419	0.431774	0.00320869	0.1026153	0.000140362	0.0174567	0.294323	3.68808	0.299667	0.296657	0.12865	0.275025	0.1897057	0.5409185
319	1	-3317.726	-3304.246	-13.48031	0.2562008	0.1636225	0.2958529	-0.06434262	0.0133412	0.521743	0.0140059	0.00323356	0.447158	0.000518579	0.1721879	0.000114343	0.0157657	0.282427	3.70169	0.295411	0.302815	0.128562	0.273213	0.1078453	1.59662
320	0	-3315.412	-3303.482	-11.93019	0.2256158	0.1897271	0.3373124	-0.02499524	0.00801481	0.572105	0.00448062	0.0138594	0.395424	0.00611646	0.044341	0.000365485	0.0280672	0.356319	3.61525	0.298573	0.300238	0.133265	0.267924	0.01934576	2.292026
321	1	-3318.105	-3300.457	-17.64756	0.2562008	0.2112793	0.2882934	0.4651005	0.0104121	0.51382	0.0111257	0.0104476	0.453463	0.000732127	0.1462182	0.000767925	0.0405254	0.41245	3.54626	0.299244	0.295466	0.148873	0.256418	0.6113187	0.2391849
322	0	-3322.422	-3307.153	-15.26825	0.2858803	0.1989535	0.3383306	-0.07175592	0.0174834	0.565348	0.00102025	0.00990799	0.390754	0.0154862	0.256423	0.000512253	0.033174	0.380921	3.58539	0.284482	0.298548	0.127784	0.289185	0.1846671	1.388569
323	1	-3324.989	-3310.868	-14.12126	0.2622877	0.212733	0.2935633	-0.09944298	0.0219585	0.533973	0.00401012	0.0210803	0.418078	0.000900507	0.2312667	0.000802988	0.0414289	0.416066	3.5417	0.287761	0.273881	0.138562	0.299796	0.1318237	1.754364
324	0	-3317.63	-3305.445	-12.18494	0.2954879	0.2227195	0.237368	-0.04162956	0.017262	0.525501	0.0106696	0.00191462	0.42378	0.0208728	0.1219151	0.00107414	0.0478241	0.440324	3.51078	0.280107	0.292366	0.14761	0.279917	0.08028554	1.518519
325	1	-3315.921	-3303.071	-12.85026	0.2501659	0.2556799	0.3008621	-0.08982593	0.0173288	0.532401	0.00792932	0.00960414	0.429129	0.0036072	0.1489748	0.00238711	0.0708214	0.513312	3.41348	0.305651	0.291797	0.139013	0.263539	0.05914889	2.518641
326	0	-3321.362	-3306.131	-15.23091	0.2912873	0.2263496	0.2966129	-0.4111756	0.0170012	0.477146	0.00631489	0.00162369	0.490929	0.00698565	0.4433162	0.00118636	0.0502246	0.44889	3.4997	0.324364	0.280339	0.145887	0.24941	0.0321406	13.79303
327	1	-3315.088	-3303.437	-11.65116	0.2643143	0.2312578	0.3131103	-0.03574243	0.0185267	0.50315	0.00661452	0.0016272	0.458795	0.0112864	0.04634948	0.00135024	0.0535294	0.46026	3.48486	0.277612	0.295743	0.136519	0.290126	0.01060705	4.369688
328	0	-3318.534	-3306.481	-12.05383	0.2722638	0.1832439	0.3241673	-0.01115406	0.00822501	0.536145	0.0080166	0.0117524	0.428211	0.00764928	0.05111736	0.000282481	0.0247025	0.338535	3.63648	0.305681	0.280469	0.134261	0.279589	0.0399633	1.279108
329	1	-3315.717	-3304.538	-11.17973	0.2595089	0.1924424	0.2819813	0.01890518	0.0113837	0.591648	0.00903568	0.00820373	0.370467	0.00926206	0.01010395	0.000405024	0.0295324	0.363647	3.60642	0.286067	0.309486	0.134123	0.270325	0.02900913	0.3483025
330	0	-3325.339	-3312.611	-12.72834	0.2647136	0.1788569	0.2977078	0.01141691	0.0112119	0.518714	0.00741096	0.00914392	0.432485	0.0210337	0.09561517	0.000234785	0.0225371	0.326277	3.65095	0.315576	0.288382	0.133259	0.262783	0.1070321	0.8933319
331	1	-3322.065	-3305.154	-16.91128	0.2367729	0.2017431	0.3564435	0.2807583	0.0130515	0.585015	0.00297147	0.0123883	0.367028	0.0195458	0.1640328	0.000563852	0.0347871	0.388192	3.57646	0.297352	0.297898	0.122577	0.282174	0.4447911	0.3687861
332	0	-3323.88	-3311.478	-12.402	0.2667737	0.2273515	0.3145263	-0.03223703	0.0106729	0.54284	0.00685907	0.0136036	0.399417	0.0266073	0.08710617	0.00121867	0.0508938	0.451231	3.49666	0.283732	0.316614	0.115133	0.284521	0.05486914	1.587526
333	1	-3317.796	-3305.512	-12.28402	0.3108819	0.2157618	0.2438005	-0.1074402	0.0200127	0.563574	0.00564005	0.00454927	0.400543	0.00568107	0.1552869	0.000879568	0.0433345	0.423531	3.53226	0.301436	0.308007	0.131111	0.259446	0.04784664	3.245512
334	0	-3315.446	-3302.177	-13.26941	0.2658256	0.1922618	0.3581694	-0.01722606	0.00851776	0.557092	0.00634576	0.0131094	0.409903	0.00503196	0.1047281	0.000402303	0.029434	0.363162	3.607	0.287872	0.302452	0.132863	0.276812	0.08750208	1.196865
335	1	-3323.689	-3306.597	-17.09185	0.309553	0.20356	0.2159375	-0.4100979	0.0211428	0.531352	0.00768903	0.00232502	0.423161	0.01433	0.5815767	0.000599373	0.0358542	0.392885	3.57066	0.2766	0.30647	0.140245	0.276685	0.1714788	3.391536
336	0	-3323.62	-3312.033	-11.5866	0.2981921	0.2073588	0.2394048	0.06418319	0.0237601	0.550527	0.0101213	0.0202458	0.389552	0.00579415	0.03464434	0.000678678	0.0381257	0.402589	3.55861	0.314946	0.301909	0.131955	0.251189	0.09882753	0.3505535
337	1	-3315.411	-3302.921	-12.48978	0.2957862	0.1931329	0.2708647	-0.08165158	0.0187511	0.475813	0.00639418	0.00692578	0.48448	0.00763621	0.1404867	0.000415552	0.0299101	0.365499	3.60418	0.280683	0.303485	0.140302	0.27553	0.05883509	2.387804
338	0	-3320.428	-3309.069	-11.35846	0.3249807	0.2090336	0.2295717	-0.05646616	0.016024	0.570771	0.00536014	0.0188487	0.382725	0.00627162	0.08606372	0.000715865	0.0391441	0.406821	3.55332	0.289797	0.284639	0.135516	0.290048	0.02959756	2.907798
339	1	-3315.911	-3304.442	-11.46954	0.2637963	0.1916561	0.2961768	-0.001209189	0.014704	0.408745	0.0060106	0.0141021	0.551404	0.00503422	0.02808311	0.000393272	0.0291048	0.361532	3.60897	0.30198	0.314555	0.134071	0.249394	0.02687392	1.044995
340	0	-3318.152	-3306.689	-11.46293	0.3295783	0.2325662	0.2740066	-0.06402175	0.0191198	0.483258	0.00366476	0.0224903	0.468882	0.00258489	0.07095692	0.00139634	0.0544213	0.463251	3.48093	0.294966	0.311826	0.135329	0.257878	0.006935172	10.23146
341	1	-3322.179	-3305.564	-16.61557	0.2453321	0.1574222	0.3155707	-0.3451819	0.00615598	0.549862	0.00662826	0.0131915	0.418434	0.00572813	0.4789634	8.19749e-05	0.0133613	0.264082	3.72247	0.290088	0.296523	0.140164	0.273225	0.1337814	3.580193
342	0	-3317.784	-3305.977	-11.80689	0.3237968	0.2410677	0.2373055	0.1358871	0.0159364	0.499062	0.00990846	0.012477	0.461598	0.001018	0.009193457	0.00172128	0.0603194	0.482266	3.45569	0.293821	0.292786	0.145175	0.268218	0.1450805	0.06336796
343	1	-3320.79	-3308.323	-12.46624	0.287448	0.1865742	0.3001177	0.06693411	0.0102627	0.613428	0.0109465	0.00358509	0.35554	0.00623799	0.04992616	0.000323171	0.0264069	0.34772	3.62555	0.289678	0.318764	0.111264	0.280294	0.1168603	0.4272295
344	0	-3316.325	-3304.015	-12.31054	0.3039901	0.1847698	0.2672767	-0.1657021	0.0180663	0.481792	0.00877772	0.00220734	0.481467	0.0076893	0.1744209	0.000300629	0.025477	0.342757	3.63147	0.284828	0.295105	0.136711	0.283356	0.008718854	20.00503
345	1	-3319.385	-3308.115	-11.27069	0.2647301	0.2016582	0.2669846	0.002284362	0.00794963	0.536034	0.0127979	0.0112997	0.418918	0.0130007	0.0318842	0.00056223	0.0347376	0.387972	3.57673	0.26488	0.311658	0.140831	0.282631	0.03416856	0.9331443
346	0	-3325.552	-3309.773	-15.77891	0.2915435	0.1715405	0.3393996	0.1619048	0.0097342	0.538947	0.00911566	0.00429815	0.429848	0.00805684	0.1629418	0.00016887	0.0191361	0.305455	3.67524	0.287684	0.307289	0.139425	0.265602	0.3248466	0.501596
347	1	-3321.464	-3309.839	-11.62522	0.3155417	0.197086	0.2186956	0.03980865	0.0144163	0.5137	0.00919211	0.0153366	0.428622	0.0187331	0.05853146	0.000479644	0.0321115	0.37601	3.5914	0.294623	0.304706	0.114878	0.285793	0.09834011	0.5951941
348	0	-3317.425	-3302.972	-14.45296	0.2724512	0.203794	0.2760644	-0.03124306	0.00930839	0.524369	0.00921487	0.0128585	0.431252	0.0129976	0.2243451	0.000604059	0.0359925	0.393487	3.56992	0.288614	0.304211	0.13018	0.276995	0.1931021	1.161796
349	1	-3323.527	-3309.502	-14.02538	0.3698248	0.2746797	0.2356222	0.1912397	0.0155252	0.466041	0.00468496	0.00751656	0.489403	0.0168294	0.102618	0.00346657	0.0850055	0.550726	3.3608	0.320701	0.282228	0.133977	0.263094	0.2938577	0.3492099
350	0	-3320.956	-3305.599	-15.35711	0.2667034	0.2057041	0.2573735	0.1748206	0.0135505	0.543021	0.0108178	0.00416656	0.421739	0.00670426	0.1811489	0.000643283	0.0371297	0.39838	3.56385	0.286089	0.288664	0.142553	0.282694	0.3559694	0.5088888
351	1	-3317.468	-3306.303	-11.16554	0.3553194	0.2227245	0.2536234	-0.05833626	0.0208022	0.518906	0.00577889	0.000890381	0.448214	0.00540811	0.06238714	0.00107429	0.0478273	0.440336	3.51076	0.304283	0.304826	0.128732	0.262159	0.004050876	15.4009
352	0	-3316.411	-3302.053	-14.35826	0.2609199	0.1818831	0.2682671	0.2990585	0.0121226	0.574966	0.0079694	0.00801724	0.395351	0.00157344	0.05906596	0.000266988	0.024021	0.334752	3.64096	0.289949	0.292385	0.133695	0.283971	0.3581244	0.1649314
353	1	-3316.196	-3303.796	-12.39951	0.297496	0.2067901	0.2749526	-0.02321509	0.0156072	0.469324	0.00715053	0.00635603	0.500441	0.00112145	0.1022321	0.000666364	0.0377823	0.401146	3.56041	0.289006	0.295897	0.1437	0.271397	0.07901703	1.293799
354	0	-3315.054	-3303.638	-11.41589	0.2609199	0.1993158	0.3135405	-0.01565125	0.0158956	0.527063	0.00548631	0.010716	0.43891	0.00192927	0.02270332	0.000518756	0.0333817	0.38187	3.58423	0.319791	0.281711	0.136414	0.262084	0.007052067	3.219385
355	1	-3320.851	-3309.008	-11.84299	0.3354591	0.261646	0.2664652	-0.02247141	0.0202679	0.449332	0.00685162	0.0115499	0.509685	0.00231316	0.0766245	0.00269953	0.07522	0.52541	3.39667	0.301174	0.281447	0.142831	0.274547	0.0541531	1.414961
356	0	-3320.661	-3306.74	-13.92141	0.2959517	0.2018873	0.2770873	0.2451067	0.0139588	0.432968	0.0113639	0.0138533	0.526009	0.00184665	0.05210013	0.000566615	0.0348713	0.388566	3.576	0.280052	0.320139	0.150237	0.249572	0.2972068	0.1752992
357	1	-3323.574	-3309.887	-13.6877	0.3049106	0.2566025	0.2602484	-0.1895225	0.018816	0.491789	0.00354423	0.0154913	0.44257	0.0277898	0.2679142	0.00243386	0.0714979	0.515204	3.41086	0.294615	0.280978	0.125217	0.299189	0.07839164	3.417637
358	0	-3323.376	-3311.367	-12.00905	0.3025223	0.2128186	0.2314576	0.1623203	0.0267219	0.521962	0.014611	0.0162305	0.417804	0.00267001	0.01083752	0.000805089	0.0414824	0.416278	3.54143	0.285685	0.290936	0.145244	0.278135	0.1731578	0.06258752
359	1	-3322.903	-3311.046	-11.85619	0.3941258	0.2147256	0.2389489	-0.06378191	0.0194425	0.562687	0.00106359	0.00581628	0.387091	0.0238995	0.1120764	0.000852828	0.0426791	0.420987	3.53548	0.278524	0.298759	0.137132	0.285585	0.04829446	2.320688
360	0	-3335.229	-3319.793	-15.43659	0.3750453	0.2384078	0.2435169	-0.188191	0.0280405	0.52099	0.0173135	0.0139653	0.417026	0.00266504	0.3656597	0.00161481	0.0584555	0.476394	3.46354	0.30315	0.306863	0.150781	0.239206	0.1774687	2.060418
361	1	-3320.493	-3308.863	-11.6302	0.4048493	0.2678139	0.2105802	-0.1103828	0.0223972	0.528195	0.00155449	0.00688945	0.413219	0.0277449	0.1350083	0.00304794	0.0798233	0.537578	3.37955	0.28121	0.302543	0.1414	0.274847	0.02462549	5.48246
362	0	-3315.537	-3304.737	-10.80057	0.3592676	0.2090933	0.2291822	0.0337876	0.0182882	0.568244	0.00788716	0.00735771	0.393947	0.00427578	0.009852986	0.000717218	0.0391806	0.406971	3.55313	0.297408	0.285012	0.143065	0.274514	0.04364058	0.2257758
363	1	-3323.246	-3310.991	-12.25462	0.360077	0.1925259	0.2480832	0.0430837	0.0184114	0.499598	0.00274445	0.00715957	0.445844	0.0262427	0.07354146	0.000406287	0.029578	0.363871	3.60614	0.277814	0.313702	0.149376	0.259109	0.1166252	0.6305797
364	0	-3320.51	-3306.874	-13.6354	0.3672897	0.1957652	0.238218	0.08139923	0.0250948	0.540515	0.00429651	0.0160901	0.413568	0.000435759	0.1337289	0.000457496	0.0313687	0.372515	3.59566	0.286619	0.296242	0.135102	0.282038	0.2151281	0.6216244
365	1	-3317.467	-3306.359	-11.1081	0.3378495	0.2452768	0.2548524	0.009388237	0.0185543	0.553214	0.00386704	0.00694182	0.408087	0.00933531	0.02486065	0.00189889	0.0633008	0.491419	3.44338	0.274928	0.309463	0.14701	0.268599	0.03424888	0.7258819
366	0	-3322.853	-3311.377	-11.47568	0.2530544	0.2280203	0.2584078	0.08443091	0.0176354	0.563535	0.014967	0.0138476	0.384726	0.0052891	0.007364204	0.00124056	0.0513422	0.452788	3.49463	0.299964	0.303157	0.130101	0.266777	0.09179511	0.08022436
367	1	-3320.466	-3308.307	-12.15924	0.3378495	0.2575611	0.249202	-0.1677238	0.0198879	0.592978	0.00341224	0.00888928	0.357738	0.017095	0.1761271	0.00248303	0.0722022	0.517162	3.40815	0.292315	0.294848	0.130484	0.282352	0.008403299	20.95928
368	0	-3323.388	-3312.275	-11.11374	0.2935682	0.2392838	0.2168006	0.0799268	0.0156791	0.573888	0.00646559	0.00305998	0.391794	0.00911307	0.01037218	0.00164938	0.0590675	0.478335	3.46095	0.295422	0.278689	0.137244	0.288645	0.09029898	0.1148649
369	1	-3325.311	-3313.05	-12.26114	0.3317047	0.1864359	0.2682823	0.09874155	0.0176899	0.432494	0.001841	0.0113907	0.514778	0.0218065	0.03797954	0.000321402	0.0263351	0.347341	3.626	0.274	0.314654	0.145418	0.265928	0.1367211	0.2777885
370	0	-3314.52	-3303.781	-10.73874	0.2921733	0.2144649	0.2335654	-0.02056669	0.0208332	0.509237	0.00257139	0.00609457	0.449743	0.011521	0.03152179	0.00084619	0.0425148	0.420346	3.53629	0.311677	0.289513	0.140252	0.258557	0.01095511	2.87736
371	1	-3317.923	-3306.673	-11.25004	0.3317047	0.1883754	0.2490938	-0.02861575	0.0141124	0.562078	0.00561841	0.00261099	0.392357	0.0232236	0.05520637	0.000346881	0.0273499	0.352645	3.61966	0.292163	0.320123	0.121241	0.266474	0.02659062	2.07616
372	0	-3315.731	-3302.218	-13.51287	0.2644322	0.1700197	0.2520446	0.02707172	0.0153774	0.55008	0.00289752	0.00715861	0.411913	0.012573	0.1527694	0.000157128	0.0184632	0.30107	3.68031	0.306509	0.287021	0.134457	0.272013	0.1798411	0.8494687
373	1	-3324.448	-3312.911	-11.53768	0.2907471	0.2710571	0.2590337	-0.03412942	0.0125998	0.549159	0.00601094	0.00056058	0.415164	0.0165052	0.06905366	0.00324162	0.0822642	0.54384	3.37065	0.280676	0.311053	0.128547	0.279724	0.03492424	1.977242
374	0	-3320.604	-3307.383	-13.22096	0.2986305	0.1928199	0.2735868	-0.1054914	0.0109708	0.445161	0.00947693	0.0159691	0.509535	0.00888717	0.1925114	0.000410756	0.0297387	0.36466	3.60519	0.304317	0.305984	0.132514	0.257185	0.08701998	2.212266
375	1	-3318.565	-3305.452	-13.11275	0.2418221	0.1886921	0.3318205	0.1341341	0.0172719	0.544794	0.00232338	0.00286448	0.417988	0.0147583	0.03616741	0.000351177	0.0275173	0.353507	3.61862	0.268935	0.302557	0.155203	0.273305	0.1703015	0.2123729
376	0	-3316.875	-3305.952	-10.92332	0.2724723	0.2396376	0.2302222	0.0642034	0.0246797	0.474395	0.0078391	0.0127153	0.463999	0.0163723	0.002193955	0.00166348	0.0593152	0.479117	3.4599	0.288964	0.298899	0.149889	0.262248	0.06639735	0.03304281
377	1	-3323.12	-3309.099	-14.02109	0.1671703	0.1746492	0.3613227	0.1564096	0.00989821	0.550592	0.00192918	0.0188673	0.399287	0.0194262	0.06608301	0.000194908	0.0205483	0.314358	3.6649	0.278964	0.323698	0.126563	0.270775	0.2224926	0.2970121
378	0	-3319.079	-3307.622	-11.45706	0.2761083	0.2259593	0.2918422	-0.02096134	0.0149027	0.446369	0.00732114	0.00620522	0.513481	0.0117209	0.03952261	0.00117394	0.0499647	0.447975	3.50089	0.293822	0.317352	0.152285	0.236541	0.01856128	2.129305
379	1	-3323.022	-3307.386	-15.6359	0.1965521	0.1482378	0.4006281	0.2330001	0.00614137	0.494615	0.000571189	0.0174716	0.458781	0.0224201	0.09384399	4.75685e-05	0.0101913	0.236504	3.75326	0.304662	0.319554	0.121977	0.253807	0.3268441	0.2871216
380	0	-3319.62	-3307.364	-12.25556	0.2913958	0.1895595	0.3096194	0.04681856	0.0214859	0.537287	0.00264925	0.00896596	0.414812	0.0148005	0.04104712	0.00036314	0.0279778	0.355864	3.61579	0.299041	0.299427	0.129587	0.271945	0.08786568	0.4671576
381	1	-3315.112	-3303.083	-12.02847	0.2316057	0.1785086	0.3403422	-0.06861609	0.0114162	0.545158	0.000521152	0.0108411	0.415142	0.0169209	0.0693481	0.000231271	0.0223691	0.325297	3.6521	0.283677	0.307208	0.138314	0.270801	0.0007320088	94.7367
382	0	-3313.971	-3302.215	-11.75637	0.3029981	0.1890783	0.2499706	0.1278607	0.0208198	0.517297	0.00644767	0.0128311	0.432906	0.00969803	0.005682362	0.000356467	0.0277219	0.354558	3.61736	0.289494	0.295486	0.137925	0.277094	0.1335431	0.04255077
383	1	-3315.636	-3303.576	-12.05979	0.2316057	0.1970917	0.3467772	0.03163169	0.0176773	0.523135	0.00141762	0.0122709	0.438842	0.00665665	0.01739936	0.00047974	0.0321147	0.376025	3.59138	0.318527	0.29057	0.139363	0.25154	0.04903105	0.354864
384	0	-3316.863	-3302.93	-13.93291	0.2896194	0.2390455	0.2805673	0.279702	0.0184913	0.509716	0.00261106	0.0134427	0.451451	0.00428838	0.03695032	0.00163993	0.0589009	0.477808	3.46165	0.299834	0.297065	0.135177	0.267924	0.3166524	0.1166905
385	1	-3317.963	-3304.24	-13.72349	0.2320737	0.2047556	0.3310779	-0.19697	0.0251364	0.496821	0.00113804	0.0067843	0.462622	0.00749825	0.2354426	0.00062359	0.0365633	0.395955	3.56686	0.309183	0.284868	0.138896	0.267053	0.03847264	6.119742
386	0	-3319.055	-3308.065	-10.99024	0.3038089	0.2037232	0.2300263	-0.02084404	0.0272119	0.434871	0.00718413	0.00991392	0.516316	0.00450255	0.04778925	0.000602638	0.0359506	0.393305	3.57014	0.287522	0.282889	0.140329	0.28926	0.02694521	1.773571
387	1	-3315.914	-3302.827	-13.08732	0.2208094	0.2173679	0.352909	-0.1039552	0.0177927	0.546896	0.00706284	0.0098521	0.414578	0.00381871	0.1420358	0.000922143	0.0443572	0.427451	3.52727	0.29555	0.29253	0.116814	0.295106	0.03808055	3.729877
388	0	-3319.678	-3306.612	-13.0659	0.2920151	0.2262476	0.2228592	0.281002	0.0171986	0.507608	0.0153195	0.00278311	0.445467	0.011623	0.01916448	0.00118311	0.0501567	0.448651	3.50001	0.27164	0.324381	0.136835	0.267144	0.3001665	0.06384617
389	1	-3314.91	-3302.318	-12.59197	0.1988742	0.168907	0.3904256	-0.07180625	0.0160242	0.52063	0.00436269	0.00166005	0.448928	0.00839464	0.0751407	0.000148935	0.0179785	0.29785	3.68402	0.279968	0.309963	0.142234	0.267834	0.003334451	22.53465
390	0	-3317.91	-3307.12	-10.78995	0.2716883	0.2017648	0.2252875	-0.03499369	0.0151422	0.490617	0.00750048	0.00824896	0.468421	0.0100707	0.04663108	0.000564268	0.0347998	0.388248	3.57639	0.292982	0.315073	0.13374	0.258205	0.01163739	4.007004
391	1	-3317.188	-3303.817	-13.37075	0.241261	0.197114	0.3479602	0.02641742	0.0133158	0.580445	0.00381775	0.00774573	0.370381	0.0242951	0.09481226	0.000480121	0.0321273	0.376084	3.59131	0.310847	0.283018	0.131555	0.27458	0.1212297	0.7820878
392	0	-3321.323	-3309.952	-11.37101	0.4083341	0.1841449	0.2162161	0.1186975	0.0160527	0.575625	0.00777176	0.0107827	0.379054	0.0107134	0.004584264	0.000293096	0.0251585	0.34103	3.63352	0.274446	0.299462	0.134832	0.29126	0.1232817	0.03718527
393	1	-3317.808	-3305.727	-12.08119	0.2528748	0.2265836	0.3050497	0.1036438	0.0110329	0.483861	0.00911516	0.0101577	0.474431	0.0114017	0.005514198	0.00119386	0.0503807	0.449438	3.49899	0.297682	0.30237	0.121422	0.278527	0.109158	0.05051574
394	0	-3318.157	-3304.761	-13.39596	0.3554201	0.2637431	0.2105135	0.1530368	0.0228629	0.516569	0.0087122	0.00711558	0.438014	0.0067261	0.1004363	0.00281507	0.0767791	0.529586	3.39082	0.289984	0.29481	0.137489	0.277717	0.2534731	0.3962405
395	1	-3321.325	-3308.43	-12.89476	0.2522776	0.1756883	0.3531961	-0.01174919	0.013636	0.49547	0.015977	0.00297053	0.465507	0.00643854	0.08214759	0.000204247	0.0210313	0.317316	3.66145	0.303656	0.319871	0.131061	0.245412	0.0703984	1.166896
396	0	-3318.71	-3308.258	-10.45227	0.3819021	0.1999866	0.1915161	-0.04465641	0.0175829	0.519283	0.0128476	0.00353806	0.435465	0.0112834	0.05021066	0.000530953	0.0337677	0.383623	3.58208	0.304408	0.288335	0.141269	0.265987	0.005554251	9.040042
397	1	-3314.417	-3302.095	-12.32186	0.2299247	0.186533	0.335825	-0.1083783	0.00660534	0.527612	0.0112955	0.0109134	0.433202	0.0103723	0.1097595	0.000322643	0.0263855	0.347607	3.62568	0.292378	0.294128	0.133316	0.280179	0.001381185	79.46758
398	0	-3321.531	-3310.412	-11.11849	0.3849751	0.1917486	0.2453038	0.05131975	0.0216562	0.451008	0.00141843	0.0114339	0.500968	0.0135158	0.009766695	0.000394641	0.029155	0.361781	3.60867	0.280101	0.298345	0.134845	0.286708	0.06108644	0.1598832
399	1	-3321.24	-3305.394	-15.8458	0.2459585	0.1853114	0.3877399	-0.08464169	0.00888885	0.398902	0.00651496	0.00771184	0.564797	0.0131856	0.2689763	0.00030727	0.0257545	0.34425	3.62969	0.292925	0.306333	0.133937	0.266805	0.1843346	1.459174
400	0	-3317.386	-3305.635	-11.75014	0.2589906	0.2466092	0.2667957	0.01089424	0.0215698	0.513792	0.00154001	0.00696131	0.448625	0.00751168	0.05480827	0.00195747	0.0642523	0.49428	3.43951	0.285887	0.299382	0.134435	0.280296	0.06570251	0.8341883
401	1	-3316.956	-3303.183	-13.77223	0.2197356	0.2371542	0.3308957	-0.215651	0.0139537	0.501346	0.000656484	0.0058602	0.455164	0.023019	0.2499624	0.00156616	0.0575828	0.473602	3.46725	0.308268	0.292934	0.131486	0.267312	0.03431143	7.285107
402	0	-3318.152	-3304.743	-13.40903	0.2723645	0.2204884	0.2701529	-0.09956471	0.0192389	0.458271	0.00256318	0.0124547	0.493173	0.0142986	0.2011701	0.00100885	0.046368	0.434993	3.51763	0.283666	0.281873	0.142406	0.292054	0.1016054	1.979915
403	1	-3319.736	-3305.052	-14.68456	0.214694	0.1962761	0.3870208	-0.06829754	0.00985091	0.579827	0.00163567	0.00576366	0.382023	0.0208994	0.1994528	0.000465974	0.0316551	0.373869	3.59401	0.291198	0.300529	0.119619	0.288653	0.1311552	1.520738
404	0	-3313.188	-3300.447	-12.74083	0.2176245	0.188024	0.3256896	-0.01489183	0.017348	0.47829	0.00261545	0.00540727	0.48395	0.0123893	0.09386969	0.000342159	0.0271648	0.351686	3.62081	0.302914	0.283825	0.150015	0.263246	0.07897786	1.188557
405	1	-3315.115	-3302.963	-12.15217	0.2142428	0.2145978	0.3396263	-0.001226443	0.016328	0.51852	0.00100359	0.000553753	0.445432	0.018162	0.04387531	0.000849569	0.0425985	0.420673	3.53588	0.298404	0.306106	0.130882	0.264608	0.04264886	1.028757
406	0	-3313.876	-3301.105	-12.77107	0.2162991	0.1921021	0.3914865	0.02177044	0.00862368	0.561062	0.00540417	0.00214174	0.407975	0.0147937	0.03800734	0.000399907	0.029347	0.362732	3.60752	0.289655	0.293295	0.131465	0.285586	0.05977778	0.6358104
407	1	-3314.58	-3302.186	-12.39427	0.2122585	0.2004265	0.3316549	-0.1220661	0.016016	0.538546	0.00393344	0.000439944	0.424461	0.0166039	0.1234945	0.000539061	0.0340219	0.38477	3.58067	0.296605	0.290866	0.144848	0.267681	0.001428315	86.46162
408	0	-3320.358	-3302.655	-17.70314	0.2162991	0.1983923	0.3952227	-0.364527	0.0135149	0.467307	0.00848194	0.00217692	0.497288	0.0112315	0.5136364	0.000502292	0.0328532	0.379449	3.5872	0.305914	0.296306	0.135843	0.261936	0.1491094	3.444695
409	1	-3317.785	-3303.711	-14.07408	0.2474046	0.2089801	0.3295659	0.1992231	0.00889058	0.506428	0.00764003	0.000926504	0.458881	0.017234	0.0583452	0.000714657	0.0391115	0.406686	3.55349	0.317105	0.284743	0.131688	0.266465	0.2575683	0.2265232
410	0	-3325.505	-3306.226	-19.2792	0.2162991	0.1765946	0.3207318	-0.02109335	0.0168819	0.480215	0.0180938	0.00207248	0.4725	0.010237	0.4685598	0.00021266	0.0214569	0.319888	3.65844	0.293783	0.312222	0.127491	0.266504	0.4474664	1.04714
411	1	-3321.095	-3307.624	-13.47115	0.2709044	0.2436236	0.2610934	0.2411847	0.0181466	0.501911	0.00360523	0.00113351	0.454789	0.0204152	0.04075581	0.00182778	0.0621252	0.487844	3.4482	0.31114	0.306263	0.122024	0.260573	0.2819405	0.1445546
412	0	-3317.82	-3304.843	-12.97778	0.2162991	0.1952672	0.3943505	-0.07313797	0.0104425	0.548235	0.00562691	0.000251911	0.425039	0.0104047	0.09642173	0.000449337	0.0310905	0.371193	3.59727	0.287356	0.298215	0.114632	0.299797	0.02328376	4.141158
