Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3087	1	-3321.88	-3308.175	-13.70435	0.2673398	0.1977392	0.2528033	0.1583248	0.0070057	0.540859	0.00878227	0.0246742	0.402315	0.0163636	0.09694178	0.000490876	0.0324815	0.377732	3.5893	0.304059	0.308487	0.135496	0.251957	0.2552666	0.3797668
3088	0	-3317.177	-3302.643	-14.53469	0.233351	0.1905897	0.3460734	0.3254036	0.0112749	0.541552	0.00719337	0.00585306	0.427428	0.00669829	0.01317892	0.000377728	0.0285291	0.358655	3.61244	0.306169	0.29802	0.116441	0.279369	0.3385825	0.03892381
3089	1	-3317.111	-3305.328	-11.78279	0.2598504	0.2054628	0.2999375	0.05652306	0.00912113	0.526499	0.00679896	0.0326236	0.417867	0.00708964	0.01475579	0.000638233	0.0369853	0.397764	3.56461	0.290763	0.313199	0.126685	0.269353	0.07127885	0.207015
3090	0	-3319.994	-3304.765	-15.22887	0.2284725	0.2041971	0.3691009	0.307834	0.0118641	0.433489	0.0130299	0.0121484	0.520567	0.00890189	0.05174315	0.000612192	0.0362313	0.394523	3.56863	0.281449	0.321876	0.141157	0.255519	0.3595772	0.1439
3091	1	-3323.843	-3307.693	-16.15035	0.2685553	0.1721661	0.2744449	0.4389664	0.0109886	0.487662	0.00264068	0.0251296	0.469175	0.00440394	0.0807094	0.000173887	0.0194163	0.307253	3.67316	0.301108	0.286123	0.131265	0.281504	0.5196758	0.1553072
3092	0	-3318.537	-3305.351	-13.18631	0.2670978	0.2353116	0.2599922	-0.05094785	0.0144248	0.523707	0.00134327	0.0197392	0.426926	0.0138602	0.1703984	0.00149641	0.0563068	0.46947	3.47273	0.295153	0.289167	0.134696	0.280985	0.1194506	1.426518
3093	1	-3321.123	-3306.702	-14.42082	0.2516404	0.196402	0.2425135	0.3994169	0.0119178	0.501603	0.0109083	0.0272544	0.447533	0.000783488	0.02680738	0.000468081	0.0317259	0.374202	3.5936	0.285635	0.310688	0.139542	0.264135	0.4262242	0.06289501
3094	0	-3319.823	-3307.248	-12.57484	0.3244352	0.198675	0.2784439	-0.188977	0.0179692	0.533631	0.0065963	0.0191665	0.420243	0.00239455	0.1950737	0.000507292	0.0330146	0.380191	3.58629	0.312965	0.29159	0.126573	0.268872	0.006096689	31.99666
3095	1	-3314.721	-3303.198	-11.52338	0.2516404	0.1774037	0.3316363	-0.006920161	0.0152462	0.54513	0.00833257	0.0206684	0.406846	0.00377712	0.01402662	0.000220387	0.0218404	0.322179	3.65576	0.292057	0.312478	0.134735	0.26073	0.007106455	1.973785
3096	0	-3321.362	-3307.922	-13.4399	0.3309117	0.2188459	0.216509	0.007981688	0.0170066	0.433333	0.0212024	0.0181398	0.507501	0.00281747	0.1745446	0.00096255	0.0453058	0.431035	3.5227	0.294202	0.299947	0.144433	0.261419	0.1825263	0.956271
3097	1	-3316.165	-3303.178	-12.98673	0.2584614	0.1833589	0.3120568	-0.07672052	0.00876926	0.545357	0.0072397	0.0248207	0.411801	0.00201246	0.1425255	0.00028382	0.0247605	0.338854	3.6361	0.302672	0.297458	0.131085	0.268785	0.06580493	2.165878
3098	0	-3322.094	-3308.156	-13.93789	0.2868387	0.22097	0.2701289	-0.08300532	0.0203099	0.567788	0.0117741	0.0072508	0.388106	0.00477083	0.2234352	0.00102271	0.046681	0.436148	3.51615	0.249656	0.321779	0.123116	0.305449	0.1404299	1.59108
3099	1	-3319.584	-3305.041	-14.54326	0.2481968	0.1933363	0.3520926	0.02584865	0.00879855	0.547179	0.00243483	0.0112746	0.416874	0.0134393	0.1587183	0.000418691	0.0300218	0.366043	3.60352	0.280484	0.287936	0.141825	0.289755	0.1845669	0.8599497
3100	0	-3318.369	-3307.127	-11.24242	0.2868387	0.2037447	0.2354028	0.08406277	0.0160099	0.440398	0.00495429	0.0105298	0.52549	0.00261865	0.005825513	0.000603069	0.0359633	0.39336	3.57007	0.288854	0.307337	0.143524	0.260284	0.08988828	0.06480837
3101	1	-3322.173	-3304.943	-17.22923	0.2865885	0.175171	0.2919983	0.1322942	0.00990603	0.548086	0.00368864	0.0104459	0.420707	0.00716585	0.2821659	0.000199557	0.0207902	0.315845	3.66317	0.313073	0.278034	0.144717	0.264176	0.4144601	0.6808035
3102	0	-3318.86	-3305.64	-13.21936	0.1980218	0.1372596	0.377231	0.1037825	0.010866	0.52455	0.0155669	0.00753708	0.43927	0.00221008	0.03280672	2.25529e-05	0.00702739	0.203151	3.7898	0.298709	0.297299	0.130497	0.273495	0.1365893	0.2401852
3103	1	-3323.87	-3311.111	-12.75911	0.3356615	0.2184268	0.2341735	-0.2242242	0.0165254	0.618901	0.00287956	0.0103413	0.338201	0.0131521	0.2441923	0.000950972	0.0450361	0.430021	3.52399	0.299791	0.278928	0.118343	0.302938	0.01996813	12.22911
3104	0	-3319.237	-3303.662	-15.57496	0.2323629	0.2149839	0.3566958	-0.06265087	0.0130854	0.482063	0.00106779	0.010311	0.489249	0.00422325	0.2605006	0.00085944	0.0428421	0.421622	3.53468	0.32966	0.293221	0.127736	0.249383	0.1978497	1.316659
3105	1	-3321.793	-3309.828	-11.96513	0.3455339	0.2218695	0.22352	-0.0863864	0.0266064	0.526129	0.000280499	0.00816576	0.429064	0.0097549	0.1356135	0.00104894	0.0472675	0.438299	3.51338	0.278041	0.331054	0.117598	0.273307	0.04922711	2.754854
3106	0	-3317.931	-3304.816	-13.11445	0.2470677	0.1713641	0.3414999	0.1686137	0.0128494	0.507857	0.00505948	0.0065619	0.450301	0.0173708	0.01276441	0.000167476	0.0190574	0.304947	3.67583	0.306997	0.290314	0.14086	0.261829	0.1813781	0.0703746
3107	1	-3319.303	-3308.775	-10.52799	0.3455339	0.2340564	0.2117828	-0.01023637	0.0239689	0.564268	0.00579232	0.0113948	0.386219	0.00835683	0.02606303	0.00145009	0.0554424	0.466636	3.47647	0.285508	0.320908	0.130942	0.262642	0.01582666	1.64678
3108	0	-3322.686	-3308.301	-14.38484	0.2694683	0.1900013	0.2844312	-0.3999198	0.0121175	0.521936	0.00475557	0.01049	0.435617	0.0150839	0.4034903	0.000369345	0.0282137	0.357062	3.61435	0.283004	0.307528	0.14105	0.268417	0.003570565	113.0046
3109	1	-3324.583	-3312.184	-12.39886	0.3701558	0.1972526	0.254376	-0.2000604	0.0198864	0.427453	0.0110227	0.00954422	0.525209	0.00688433	0.2020754	0.00048249	0.0322057	0.376449	3.59086	0.308836	0.294763	0.141586	0.254815	0.002014983	100.2864
3110	0	-3316.949	-3305.016	-11.93311	0.3344196	0.2359224	0.2333552	-0.1607411	0.0105834	0.463439	0.00920505	0.0133859	0.500359	0.00302815	0.1682349	0.0015193	0.0567289	0.470843	3.47091	0.296915	0.29963	0.138111	0.265345	0.007493721	22.45011
3111	1	-3320.751	-3309.365	-11.38543	0.3815301	0.2073849	0.2271236	0.09681127	0.0183939	0.5355	0.00298045	0.0139288	0.419033	0.0101635	0.0105142	0.000679247	0.0381416	0.402655	3.55852	0.295341	0.290814	0.133366	0.280478	0.1073255	0.09796555
3112	0	-3322.077	-3310.101	-11.97624	0.3256254	0.2772231	0.2107164	-0.1358485	0.026167	0.46291	0.00759344	0.0250308	0.471181	0.00711728	0.1703954	0.00362995	0.0869388	0.555493	3.35394	0.293114	0.298577	0.125705	0.282604	0.03454694	4.932288
3113	1	-3319.934	-3307.462	-12.47195	0.2224914	0.1570243	0.3226564	0.02819357	0.0229828	0.482712	0.00344334	0.0113312	0.477442	0.00208798	0.05646579	8.01704e-05	0.0132142	0.262896	3.72381	0.286937	0.313551	0.13019	0.269322	0.08465936	0.6669763
3114	0	-3318.471	-3306.529	-11.94166	0.3094263	0.2178578	0.2683029	0.03181847	0.0201546	0.435391	0.0107895	0.0180098	0.510353	0.00530256	0.05336277	0.000935407	0.0446709	0.428642	3.52575	0.279115	0.30051	0.142902	0.277473	0.08518125	0.6264615
3115	1	-3322.92	-3310.441	-12.47901	0.2913478	0.2227316	0.2421793	0.01116739	0.0206323	0.553906	0.00892006	0.00378829	0.40748	0.00527362	0.106173	0.0010745	0.0478319	0.440352	3.51074	0.291173	0.31247	0.125024	0.271333	0.1173404	0.9048291
3116	0	-3322.427	-3304.051	-18.37553	0.3094263	0.2146473	0.2392336	0.05734536	0.0125959	0.495549	0.00619283	0.0100857	0.470538	0.00503803	0.4046286	0.000850831	0.0426298	0.420795	3.53572	0.276832	0.300997	0.140489	0.281681	0.461974	0.8758689
3117	1	-3317.116	-3304.795	-12.32083	0.3173218	0.1813345	0.253968	0.009402711	0.0173456	0.516114	0.00579303	0.00699021	0.449867	0.00388977	0.09350132	0.000260922	0.0237487	0.333222	3.64277	0.31645	0.291772	0.134072	0.257707	0.102904	0.9086264
3118	0	-3324.518	-3308.508	-16.00995	0.3197531	0.1875732	0.2637779	0.4263877	0.0191236	0.576877	0.00410912	0.0224745	0.373597	0.00381912	0.0853504	0.000336171	0.0269281	0.350455	3.62228	0.304308	0.298253	0.125408	0.272031	0.5117381	0.1667853
3119	1	-3319.471	-3308.256	-11.21455	0.2726644	0.2326454	0.2434006	0.02787824	0.0296454	0.468319	0.0140069	0.0026595	0.48354	0.00182927	0.02852896	0.00139916	0.0544754	0.463431	3.48069	0.305846	0.287288	0.151494	0.255372	0.0564072	0.505768
3120	0	-3318.278	-3307.366	-10.91153	0.3151193	0.2396086	0.2334852	0.02775093	0.019897	0.537498	0.00329855	0.0263587	0.410233	0.00271494	0.0171926	0.00166232	0.0592949	0.479053	3.45999	0.286153	0.278077	0.135148	0.300621	0.04494353	0.3825378
3121	1	-3317.015	-3304.994	-12.02151	0.273918	0.1919469	0.2730861	-0.06517773	0.0194726	0.440945	0.00926028	0.00303195	0.526395	0.00089556	0.1030855	0.000397589	0.0292626	0.362315	3.60802	0.285778	0.284087	0.15934	0.270795	0.03790777	2.719377
3122	0	-3319.093	-3304.34	-14.75305	0.3353496	0.2052908	0.2749282	0.004467986	0.0198672	0.492024	0.00499452	0.0186336	0.463341	0.00113978	0.2148991	0.000634648	0.0368824	0.397325	3.56516	0.306025	0.290289	0.126887	0.276799	0.219367	0.9796324
3123	1	-3318.2	-3304.755	-13.44476	0.2779073	0.2006734	0.2909736	0.003820352	0.0216467	0.488052	0.0102448	0.00129749	0.478479	0.000280672	0.1385312	0.00054365	0.0341649	0.385413	3.57988	0.278193	0.292418	0.147542	0.281847	0.1423516	0.9731626
3124	0	-3325.178	-3310.936	-14.24211	0.2895881	0.2560262	0.2840558	-0.1427563	0.0197126	0.422665	0.00496361	0.0227446	0.527998	0.00191672	0.258445	0.00240459	0.0710752	0.514023	3.4125	0.26836	0.315402	0.135796	0.280442	0.1156888	2.233968
3125	1	-3318.632	-3306.315	-12.31719	0.2514329	0.2271241	0.2895261	-0.1431363	0.0225873	0.465507	0.00293101	0.000699889	0.499269	0.00900527	0.1516945	0.00121129	0.0507418	0.4507	3.49735	0.270429	0.296336	0.157591	0.275644	0.008558283	17.72488
3126	0	-3321.811	-3309.974	-11.83743	0.3428119	0.2063867	0.2161413	0.1150434	0.0258699	0.460447	0.0089391	0.0142607	0.49019	0.000293088	0.03367658	0.000657725	0.0375394	0.40012	3.56168	0.282746	0.307787	0.134168	0.275299	0.14872	0.2264429
3127	1	-3323.519	-3309.604	-13.91455	0.2514329	0.1878277	0.3723367	-0.05521995	0.0114882	0.478876	0.00719212	0.0237485	0.471096	0.00759912	0.1512691	0.000339542	0.0270616	0.35115	3.62145	0.290068	0.305152	0.136231	0.268549	0.09604912	1.574914
3128	0	-3323.009	-3312.429	-10.5808	0.2917555	0.1879622	0.2322295	0.01193504	0.0260792	0.447658	0.00853634	0.00661533	0.506062	0.00504837	0.007427883	0.000341334	0.0271323	0.351518	3.62101	0.288613	0.267127	0.16053	0.28373	0.01936292	0.3836138
3129	1	-3318.428	-3303.548	-14.87999	0.2518668	0.1938487	0.2751543	-0.3578955	0.0126118	0.566604	0.00798893	0.0204051	0.384137	0.00825386	0.4129709	0.000426672	0.0303038	0.367414	3.60186	0.286134	0.307023	0.127572	0.279272	0.05507539	7.498283
3130	0	-3323.183	-3311.995	-11.18793	0.2776053	0.2047848	0.2776543	0.03273996	0.0188739	0.479629	0.00801641	0.00275769	0.475239	0.0154842	0.006046598	0.000624189	0.0365807	0.39603	3.56677	0.291818	0.289154	0.162103	0.256925	0.03878656	0.1558942
3131	1	-3318.119	-3306.212	-11.90733	0.3054456	0.1936962	0.3201055	0.006695347	0.0180047	0.453296	0.00291668	0.00609478	0.513622	0.00606591	0.03563019	0.000424285	0.0302198	0.367006	3.60235	0.310876	0.295331	0.142513	0.25128	0.04232554	0.8418131
3132	0	-3317.25	-3306.026	-11.22392	0.2713928	0.2341515	0.2693648	-0.01271908	0.0223672	0.466244	0.00079692	0.00633382	0.499587	0.00467118	0.03512452	0.00145357	0.0555078	0.466851	3.47619	0.314733	0.297493	0.146967	0.240808	0.02240544	1.567678
3133	1	-3318.8	-3303.948	-14.85207	0.2720104	0.2310923	0.3001714	-0.1213348	0.0183102	0.519773	0.00948208	0.0107189	0.435237	0.00647817	0.2757979	0.00134448	0.0534169	0.459881	3.48536	0.306034	0.289076	0.125836	0.279054	0.1544631	1.785526
3134	0	-3321.41	-3309.088	-12.3223	0.2627572	0.1915049	0.2741548	-0.1153996	0.016332	0.542189	0.00353862	0.0202892	0.403381	0.0142698	0.1468281	0.00039104	0.0290229	0.361125	3.60946	0.299121	0.302571	0.135011	0.263298	0.03142847	4.671819
3135	1	-3320.538	-3308.384	-12.15407	0.3116	0.1917576	0.2555471	-0.08502196	0.0155324	0.552317	0.00714674	0.0177012	0.405289	0.0020138	0.1325671	0.000394775	0.0291599	0.361806	3.60864	0.292683	0.311871	0.127645	0.267802	0.04754509	2.788238
3136	0	-3315.893	-3303.866	-12.0266	0.2494763	0.2020819	0.3302832	0.05695722	0.0146713	0.535883	0.00223155	0.00770328	0.437014	0.00249651	0.01238397	0.00057036	0.0349851	0.38907	3.57537	0.259945	0.305659	0.147998	0.286399	0.0693412	0.1785947
3137	1	-3318.845	-3303.824	-15.02158	0.2704226	0.2100015	0.2824825	-0.2091292	0.0175869	0.536577	0.0101505	0.0104676	0.42264	0.00257829	0.3371143	0.000737993	0.0397373	0.409253	3.55027	0.288036	0.300437	0.146808	0.264719	0.1279851	2.634013
3138	0	-3315.365	-3301.999	-13.36623	0.2702257	0.2292149	0.2646529	0.1824162	0.0218583	0.493614	0.00690313	0.00290033	0.463459	0.0112648	0.06071252	0.00128031	0.052146	0.455557	3.49102	0.296282	0.290196	0.150394	0.263128	0.2431287	0.2497135
3139	1	-3319.679	-3304.228	-15.45061	0.2524686	0.1685753	0.332678	0.3406292	0.0113498	0.515041	0.00318173	0.00547295	0.446734	0.0182204	0.06115856	0.000146556	0.0178353	0.296888	3.68513	0.282158	0.31787	0.143566	0.256406	0.4017878	0.1522161
3140	0	-3316.742	-3305.359	-11.38237	0.2979886	0.2001375	0.2460594	0.0395406	0.0152845	0.519483	0.00823126	0.0104654	0.441206	0.00532954	0.03134829	0.000533725	0.0338549	0.384017	3.58159	0.280914	0.308684	0.133246	0.277156	0.07088889	0.4422173
3141	1	-3321.384	-3307.639	-13.74428	0.2305922	0.1891587	0.3842852	-0.0119828	0.0261495	0.482921	0.00226749	0.0038178	0.473604	0.0112395	0.1155123	0.000357576	0.0277646	0.354776	3.6171	0.270369	0.330531	0.140416	0.258684	0.1035295	1.115743
3142	0	-3321.878	-3308.215	-13.66322	0.2979886	0.245826	0.3048591	-0.173439	0.0224949	0.483271	0.0020478	0.00119263	0.475379	0.0156151	0.2340038	0.0019229	0.0636925	0.4926	3.44178	0.303794	0.270738	0.150788	0.27468	0.06056485	3.863691
3143	1	-3318.13	-3303.265	-14.86502	0.2393567	0.1737636	0.2870289	0.1258749	0.0187905	0.456099	0.00185539	0.00248951	0.516859	0.00390726	0.1609928	0.000187205	0.020141	0.31183	3.66784	0.288632	0.290782	0.139075	0.281512	0.2868677	0.5612091
3144	0	-3314.629	-3303.565	-11.06401	0.3037071	0.227129	0.245218	0.003332622	0.0223756	0.511232	0.00499589	0.00330433	0.449867	0.008225	0.03127268	0.00121145	0.050745	0.450712	3.49733	0.302322	0.296299	0.135442	0.265937	0.03460531	0.9036962
3145	1	-3321.206	-3304.447	-16.75954	0.235859	0.1569219	0.3336582	-0.2622374	0.0170208	0.516852	0.0054788	0.00143201	0.448339	0.0108773	0.4403274	7.97112e-05	0.0131765	0.262591	3.72415	0.304791	0.304854	0.12856	0.261796	0.1780899	2.4725
3146	0	-3316.051	-3303.025	-13.02653	0.3063786	0.2321823	0.2464227	-0.1284869	0.0213777	0.504142	0.00512483	0.00218271	0.461149	0.00602385	0.2056643	0.0013827	0.0541591	0.462375	3.48208	0.27836	0.29644	0.143162	0.282038	0.07717735	2.664827
3147	1	-3316.92	-3304.513	-12.40681	0.2286367	0.183678	0.346099	-0.02937892	0.0167932	0.546046	0.0057415	0.00359413	0.417458	0.0103667	0.06781796	0.000287559	0.0249217	0.339738	3.63505	0.275131	0.315694	0.124555	0.28462	0.03843903	1.764299
3148	0	-3316.171	-3304.016	-12.15531	0.2924294	0.1678236	0.2639787	0.02827032	0.0152116	0.535935	0.00332473	0.00730672	0.429698	0.00852437	0.06939562	0.000141271	0.0175128	0.294705	3.68764	0.310642	0.283552	0.146309	0.259497	0.09766594	0.7105406
3149	1	-3316.8	-3303.298	-13.50271	0.2286367	0.1837073	0.3074148	0.09142679	0.0170096	0.532336	0.00800321	0.00534219	0.432508	0.00480142	0.09174588	0.000287905	0.0249365	0.339819	3.63496	0.288555	0.325293	0.13003	0.256122	0.1831727	0.500871
3150	0	-3314.443	-3303.345	-11.09793	0.2757866	0.2156331	0.2772072	0.02541826	0.0217881	0.503236	0.00269938	0.00812587	0.450439	0.0137117	0.004396118	0.000876217	0.0432529	0.423215	3.53266	0.29456	0.285287	0.142896	0.277257	0.02981438	0.1474496
3151	1	-3323.078	-3307.783	-15.2947	0.2286367	0.1834996	0.3151141	-0.2892337	0.00915183	0.60197	0.0139185	0.00360844	0.368646	0.00270594	0.383627	0.000285464	0.0248315	0.339244	3.63564	0.284148	0.302597	0.150221	0.263034	0.09439326	4.064135
3152	0	-3317.267	-3305.243	-12.02331	0.2810311	0.2234269	0.2539435	0.01507018	0.0196849	0.542102	0.00319071	0.00617586	0.423453	0.00539405	0.07523263	0.00109542	0.0482888	0.442003	3.50861	0.309089	0.289045	0.140215	0.261651	0.09030281	0.8331151
3153	1	-3322.026	-3308.186	-13.83961	0.2405976	0.1604905	0.3586002	0.09109129	0.0185372	0.570698	0.0133137	0.00388137	0.389006	0.00456275	0.08311405	9.69622e-05	0.0145249	0.273192	3.71219	0.281839	0.302998	0.153395	0.261768	0.1742053	0.4771039
3154	0	-3315.35	-3303.242	-12.10823	0.2796741	0.2133973	0.2782699	-0.01836339	0.0142426	0.541183	0.0110626	0.00774683	0.419817	0.00594721	0.08229526	0.000819374	0.0418442	0.417711	3.53963	0.28184	0.309296	0.133953	0.274912	0.06393187	1.287234
3155	1	-3318.241	-3302.493	-15.74752	0.2983857	0.2025387	0.3197916	-0.09919404	0.0174428	0.525489	0.00368499	0.00118099	0.445773	0.00642962	0.3038025	0.000579217	0.0352528	0.390251	3.57392	0.303865	0.29664	0.130094	0.269401	0.2046085	1.484799
3156	0	-3314.459	-3302.628	-11.83076	0.2726887	0.2089403	0.3206908	0.02347858	0.0120735	0.550871	0.00819855	0.0109635	0.415518	0.00237583	0.02278634	0.000713757	0.0390871	0.406586	3.55361	0.280884	0.317954	0.137736	0.263426	0.04626492	0.4925187
3157	1	-3322.782	-3308.019	-14.76337	0.2752941	0.1682762	0.2993133	-0.4067594	0.0117176	0.498014	0.00488696	0.00292324	0.481351	0.00110683	0.4165161	0.000144436	0.0177067	0.29602	3.68613	0.273045	0.311389	0.142541	0.273024	0.009756663	42.69042
3158	0	-3319.735	-3305.017	-14.7185	0.2013943	0.1662568	0.461801	-0.2403627	0.00751493	0.499543	0.00843926	0.0105738	0.468549	0.00537959	0.2428634	0.000130721	0.0168503	0.290142	3.69288	0.290438	0.327693	0.129792	0.252076	0.002500716	97.11755
3159	1	-3319.641	-3307.371	-12.26997	0.3094978	0.1769743	0.2438828	0.1400663	0.00953523	0.526025	0.0124294	0.0112156	0.440009	0.000786724	0.02868794	0.00021626	0.0216364	0.320964	3.65718	0.30799	0.297155	0.134894	0.259961	0.1687543	0.1699983
3160	0	-3319.649	-3305.22	-14.42868	0.2185403	0.1985932	0.33658	0.06772318	0.00794685	0.404011	0.0113695	0.00691365	0.563346	0.00641288	0.1428529	0.000505842	0.0329678	0.379976	3.58655	0.313201	0.281875	0.148998	0.255927	0.2105761	0.6783909
3161	1	-3318.172	-3305.321	-12.8513	0.3094978	0.1792207	0.2707064	0.03458703	0.0128588	0.587827	0.00871346	0.0151045	0.373306	0.00219044	0.1007466	0.000238496	0.0227131	0.327301	3.64975	0.290186	0.320317	0.118306	0.271192	0.1353336	0.7444313
3162	0	-3314.553	-3300.737	-13.81597	0.2132924	0.1693097	0.3825964	0.03878968	0.0148253	0.567234	0.0032799	0.00988569	0.403169	0.00160586	0.09589906	0.000151862	0.0181532	0.299016	3.68268	0.287219	0.293603	0.14812	0.271058	0.1346887	0.712005
3163	1	-3322.385	-3309.276	-13.10955	0.3071386	0.153629	0.2712673	-0.1911478	0.0141615	0.448154	0.011635	0.0139283	0.508339	0.00378183	0.2293275	6.59927e-05	0.0119948	0.252743	3.7352	0.290981	0.290849	0.137682	0.280488	0.03817969	6.006531
3164	0	-3315.434	-3301.919	-13.51516	0.2132924	0.1749988	0.2972246	-0.03793182	0.0126255	0.543306	0.00191674	0.0137547	0.412541	0.0158561	0.1653378	0.000198014	0.0207102	0.315355	3.66374	0.285983	0.299156	0.137126	0.277735	0.1274059	1.297724
3165	1	-3319.566	-3307.844	-11.72178	0.2955696	0.2009092	0.2642687	-0.009481009	0.0164546	0.419912	0.00568433	0.0192526	0.536824	0.00187232	0.0649747	0.000548058	0.0343016	0.386027	3.57912	0.305727	0.279989	0.132066	0.282218	0.05549369	1.170848
3166	0	-3318.735	-3306.151	-12.58403	0.3088986	0.2209934	0.2879605	-0.1578934	0.0126895	0.547002	0.00618265	0.01759	0.408921	0.00761498	0.1739469	0.00102339	0.0466962	0.436204	3.51608	0.295505	0.306042	0.137678	0.260776	0.01605349	10.83546
3167	1	-3324.56	-3305.524	-19.03613	0.2955696	0.1912667	0.2817367	-0.3735974	0.00910985	0.586477	0.00562607	0.0243756	0.372444	0.00196792	0.6399079	0.000387544	0.028894	0.360483	3.61024	0.275614	0.296361	0.147622	0.280402	0.2663105	2.402864
3168	0	-3320.463	-3302.448	-18.01469	0.232401	0.188598	0.3656224	0.4810081	0.0113258	0.544697	0.00679715	0.00590563	0.42339	0.00788443	0.1245511	0.000349896	0.0274675	0.353251	3.61893	0.275617	0.327658	0.127632	0.269093	0.6055592	0.2056795
3169	1	-3316.679	-3304.98	-11.69927	0.2623038	0.2216738	0.2805204	-0.04724858	0.0103534	0.490987	0.00452954	0.022058	0.462071	0.0100006	0.07433237	0.00104319	0.0471397	0.437831	3.51399	0.276697	0.297014	0.133473	0.292817	0.02708379	2.744533
3170	0	-3319.083	-3306.493	-12.58975	0.2571607	0.1920177	0.3162613	-0.1439105	0.0163016	0.540112	0.0107547	0.00472236	0.419827	0.00828324	0.1542077	0.000398646	0.0293011	0.362506	3.60779	0.311015	0.283485	0.126493	0.279007	0.01029722	14.97566
3171	1	-3315.778	-3303.386	-12.39211	0.2623038	0.1882418	0.2913956	-0.1664371	0.0108443	0.471814	0.00628827	0.00201479	0.503107	0.00593201	0.1674322	0.00034508	0.0272795	0.35228	3.6201	0.304532	0.301701	0.133896	0.259871	0.0009950758	168.2607
3172	0	-3318.454	-3304.901	-13.55341	0.2262181	0.1756415	0.3217028	0.06626439	0.0193741	0.494166	0.00715377	0.00282099	0.474885	0.00160004	0.1001126	0.000203819	0.0210094	0.317183	3.6616	0.292239	0.29558	0.151228	0.260953	0.1663769	0.6017213
3173	1	-3316.098	-3303.067	-13.03064	0.2759905	0.1918628	0.2636609	0.1405009	0.00802792	0.48562	0.0185766	0.0136844	0.470888	0.00320327	0.06356532	0.000396337	0.029217	0.362089	3.6083	0.292357	0.296446	0.135936	0.275262	0.2040662	0.3114936
3174	0	-3314.615	-3302.261	-12.35447	0.2897661	0.2188314	0.2665706	-0.07704185	0.0192101	0.48063	0.00700989	0.0139093	0.475808	0.00343233	0.1332987	0.000962148	0.0452965	0.431	3.52274	0.284186	0.30492	0.136704	0.27419	0.05625685	2.369466
3175	1	-3317.238	-3302.824	-14.4143	0.2539245	0.2151092	0.3028542	0.3673557	0.0132703	0.505422	0.0102664	0.014552	0.453617	0.00287226	0.01074102	0.000862661	0.0429213	0.42193	3.53429	0.300724	0.273419	0.146919	0.278938	0.3780967	0.02840812
3176	0	-3319.647	-3306.326	-13.32079	0.3583001	0.2297334	0.2598499	0.2781587	0.0186509	0.534984	0.0055245	0.00623787	0.434032	0.000570624	0.009498223	0.00129783	0.052496	0.456755	3.48945	0.308568	0.290082	0.138225	0.263125	0.287657	0.03301927
3177	1	-3315.755	-3302.994	-12.76134	0.2824417	0.1944895	0.2652642	-0.01218925	0.0226658	0.516874	0.00295477	0.0101531	0.443669	0.00368375	0.1252578	0.000436807	0.0306582	0.369123	3.59978	0.303697	0.284075	0.135487	0.27674	0.1130685	1.107804
3178	0	-3322.043	-3308.212	-13.83096	0.3750767	0.2533805	0.2284855	0.02730026	0.0157497	0.475636	0.0115131	0.00973266	0.478211	0.00915723	0.1766416	0.00227307	0.0691419	0.508561	3.42002	0.303453	0.275526	0.142487	0.278534	0.2039419	0.8661371
3179	1	-3324.019	-3310.25	-13.76936	0.290238	0.1988831	0.3154698	-0.03391571	0.0221483	0.412729	0.00792074	0.0111376	0.531159	0.0149052	0.1651612	0.000510995	0.0331336	0.380737	3.58562	0.315175	0.30216	0.145336	0.237329	0.1312455	1.258414
3180	0	-3319.796	-3307.413	-12.38266	0.3458824	0.1909773	0.2492079	0.06124726	0.0156498	0.466401	0.008687	0.011149	0.489201	0.00891259	0.07332325	0.000383325	0.0287378	0.359702	3.61118	0.2923	0.313605	0.13059	0.263506	0.1345705	0.5448686
3181	1	-3316.779	-3304.878	-11.90118	0.3020435	0.2258017	0.2829482	-0.03561308	0.0170721	0.494631	0.00469639	0.0157095	0.465429	0.00246239	0.07729362	0.00116894	0.0498599	0.447606	3.50137	0.274386	0.294924	0.155803	0.274886	0.04168054	1.854429
3182	0	-3322.13	-3306.464	-15.66598	0.3029017	0.2424628	0.2234343	0.101764	0.0203945	0.52279	0.00458228	0.00292552	0.438245	0.0110633	0.2468468	0.0017789	0.0613033	0.485319	3.4516	0.275834	0.310763	0.1433	0.270103	0.3486108	0.7080871
3183	1	-3316.382	-3303.685	-12.69672	0.2758623	0.2421108	0.2968093	-0.183774	0.0207414	0.465463	0.00248152	0.00335848	0.498519	0.00943632	0.1881948	0.00176425	0.0610547	0.484551	3.45263	0.288179	0.298529	0.153648	0.259643	0.004420889	42.56946
3184	0	-3317.015	-3305.598	-11.41664	0.2982668	0.2219607	0.2603954	-0.07278742	0.0227425	0.604211	0.00521223	0.0103898	0.355905	0.00153968	0.08110439	0.00105162	0.0473271	0.438516	3.51311	0.2723	0.310688	0.136394	0.280618	0.008316966	9.751679
