Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1854	0	-3322.36	-3303.26	-19.099	0.1169053	0.1526131	0.579333	0.773123	0.394425	0.854295	0.98338	0.667251	0.742366	0.304107	1.53382	0.498975	0.44207	2.10429	0.276153	1.81664	0.007841304	-0.02136178	0.00561699	0.53049	0.0091429	0.0125612	0.440982	0.00120695	0.03549058	6.21549e-05	0.0116424	0.249694	3.7386	0.2966	0.325855	0.124255	0.253289	0.0141288	2.511931
1855	1	-3325.69	-3304.97	-20.72	0.08098904	0.1222547	0.319154	1.38446	1.42181	0.668732	1.27643	0.53917	0.785111	1.09362	0.509844	1.79142	0.993249	0.902342	0.665477	0.712057	0.01989004	0.03863307	0.00412798	0.618725	0.0105998	0.00344358	0.359409	0.00369482	0.2657368	6.54418e-06	0.00379219	0.15766	3.83854	0.287966	0.321894	0.12989	0.26025	0.3043698	0.8730719
1856	0	-3326.03	-3309.02	-17.0062	0.1164769	0.1960341	0.533667	1.06422	0.31728	1.1063	0.843374	0.71936	0.647382	0.360021	0.927258	1.95431	0.418689	0.646617	0.336096	0.643155	0.003576949	0.09215931	0.00370878	0.451317	0.0084549	0.0139989	0.519059	0.00346082	0.001057607	0.000461944	0.0315193	0.373228	3.59479	0.291701	0.31618	0.119746	0.272374	0.09321692	0.01134566
1857	1	-3322.23	-3302.47	-19.7556	0.08098904	0.1783067	0.266853	0.672338	1.04048	1.11121	1.54772	0.693	0.90262	1.16069	0.560198	0.636673	1.01331	1.5278	0.498494	0.450154	0.1503204	-0.04553129	0.0119155	0.634018	0.00939978	0.00121615	0.340693	0.00275766	0.04823589	0.000229254	0.0222721	0.324728	3.65277	0.268367	0.315482	0.130149	0.286002	0.002704598	17.83478
1858	0	-3322.17	-3303.95	-18.2194	0.1222309	0.1463431	0.619441	0.534994	0.471755	1.08832	1.18062	1.25739	0.856879	0.612481	0.838334	0.498173	0.509009	1.57808	0.501567	0.725581	0.06632447	0.3088464	0.00345199	0.420069	0.00786949	0.0103714	0.552193	0.00604494	0.008070856	4.21561e-05	0.00959644	0.230769	3.75959	0.286302	0.308892	0.144972	0.259833	0.3169172	0.02546676
1859	1	-3317.04	-3300.24	-16.7943	0.08098904	0.1462375	0.415725	0.971651	1.07982	0.755629	1.30675	0.750515	1.01092	1.05641	1.00303	0.71558	0.997489	1.68071	1.09004	0.984727	0.03982999	-0.05724621	0.0115186	0.547479	0.00701708	0.00202402	0.431068	0.000894016	0.1319842	4.18693e-05	0.00956388	0.230449	3.75995	0.286476	0.308353	0.13169	0.27348	0.07473804	1.765958
1860	0	-3329.29	-3308.17	-21.1169	0.1287683	0.1253708	0.283365	0.719856	1.11846	0.670672	1.09247	1.01632	0.760182	1.26161	0.645071	1.69915	0.178826	0.677511	1.00415	1.50039	0.002097572	0.1096167	0.00314029	0.496892	0.00682504	0.00899485	0.478905	0.00524264	0.1130662	8.67057e-06	0.00436349	0.167038	3.82859	0.306789	0.320662	0.13201	0.24054	0.2226829	0.5077453
1861	1	-3318.43	-3297.83	-20.5972	0.08098904	0.1536612	0.574364	1.07288	0.767631	1.13152	1.55767	0.658427	1.01092	1.85272	0.478619	0.537367	0.405077	2.33163	0.430965	0.289277	0.01174846	0.1431001	0.0104028	0.531499	0.00681226	0.00196494	0.448612	0.000708925	0.05025336	6.61174e-05	0.012006	0.25284	3.73509	0.307112	0.30242	0.140617	0.249851	0.1933534	0.2599041
1862	0	-3324.14	-3306.47	-17.6722	0.1287683	0.1495275	0.350203	0.860624	0.580844	0.595231	0.813442	0.786808	0.565157	0.618882	0.705586	0.471869	1.77916	1.01541	1.097	0.396113	0.0003876058	-0.2879954	0.00348509	0.440995	0.00757443	0.0107795	0.531489	0.00567635	0.3434559	5.15545e-05	0.0106078	0.240401	3.74894	0.301095	0.306557	0.146811	0.245537	0.05546051	6.192801
1863	1	-3324.95	-3303.68	-21.2676	0.1223034	0.151522	0.393718	1.4961	0.608776	0.983607	2.28864	0.478318	1.01897	1.65506	0.381955	1.06599	0.39143	0.812455	0.352274	0.79245	0.04147879	-0.08437569	0.0113011	0.577395	0.00316422	0.00108041	0.406457	0.000602759	0.1910942	5.82288e-05	0.0112704	0.246413	3.74226	0.303931	0.312914	0.129796	0.253358	0.1067185	1.790638
1864	0	-3320.41	-3302.58	-17.8338	0.1183602	0.1475533	0.493053	1.28294	0.40315	0.961397	1.43003	1.53658	0.583409	1.32372	0.845408	0.695856	1.09729	1.1483	0.75476	0.606154	0.05568052	-0.1161143	0.00528934	0.50445	0.0030865	0.0139046	0.467553	0.00571648	0.1631886	4.55537e-05	0.00997404	0.234434	3.75555	0.298503	0.31268	0.136003	0.252814	0.04707429	3.466618
1865	1	-3328.36	-3307.98	-20.3806	0.1211249	0.1120475	0.782498	0.76586	0.420948	0.58102	2.44589	0.748149	0.904241	2.16045	0.6874	0.487089	0.728514	1.58359	0.457484	1.06968	0.05603676	0.1742826	0.0104381	0.461182	0.00240835	0.00182053	0.523146	0.00100519	0.04209474	2.33307e-06	0.00226672	0.127501	3.87023	0.269356	0.303556	0.140027	0.28706	0.2163774	0.1945432
1866	0	-3325.9	-3309.41	-16.484	0.09344855	0.1361508	0.690343	1.18959	0.512056	0.970909	1.34489	1.0338	0.614074	0.70772	0.471846	1.19291	1.51587	0.668011	0.742956	0.442057	0.0204015	-0.1324224	0.00518358	0.494364	0.00155791	0.0136266	0.476363	0.00890469	0.1763764	2.07757e-05	0.00674575	0.199774	3.79346	0.306763	0.274702	0.136854	0.281681	0.04395396	4.012753
1867	1	-3324.56	-3301.08	-23.4799	0.1211249	0.1643584	0.503929	0.773239	1.07921	0.3899	4.94792	0.781386	0.670336	1.08734	1.17359	0.715179	0.60832	2.43023	1.30717	0.39816	0.05076681	0.00467391	0.0106381	0.462287	0.00567864	0.00278355	0.516669	0.00194443	0.08563234	0.000118751	0.016065	0.284588	3.69923	0.286754	0.325271	0.132569	0.255406	0.09030625	0.9482438
1868	0	-3326.34	-3310.08	-16.2616	0.08825856	0.1549337	0.517039	0.994967	0.508044	1.33927	1.9248	0.720776	0.777862	0.392379	0.505503	1.09185	0.648202	0.668011	0.468055	0.824295	0.01271344	-0.05761997	0.00607639	0.501309	0.00115822	0.0134234	0.469261	0.00877193	0.1033856	7.11892e-05	0.0124558	0.256653	3.73082	0.321711	0.278706	0.118858	0.280725	0.04576561	2.259023
1869	1	-3324.34	-3305.57	-18.7721	0.1211249	0.138267	0.636637	1.21379	0.581474	0.933954	2.68757	0.432415	0.631374	0.91252	0.525312	1.71003	0.562697	0.758231	0.822841	0.590342	0.03315619	0.1819762	0.00724913	0.435547	0.00595731	0.00363835	0.542023	0.00558523	0.03858943	2.42713e-05	0.00728927	0.20622	3.78647	0.269957	0.338471	0.120991	0.270581	0.2205656	0.1749567
1870	0	-3320.97	-3303.33	-17.6375	0.08825856	0.1196607	0.497316	0.697704	0.508044	0.940798	1.25231	0.500034	0.582268	0.51504	0.735246	1.32963	0.305397	0.726891	0.784199	0.8526	0.0154888	0.2760821	0.00325635	0.51691	0.0026681	0.00661303	0.456908	0.013645	0.06551722	5.12004e-06	0.00335523	0.149904	3.84674	0.283585	0.32781	0.123637	0.264968	0.3415994	0.1917955
1871	1	-3322.81	-3302.81	-20.0089	0.1211249	0.1226984	0.54273	1.63858	0.775971	0.636836	0.6553	0.875641	0.724907	0.896528	0.921516	1.79899	0.481644	0.956025	1.38423	0.464862	0.07195728	-0.4468211	0.00454785	0.560731	0.00650853	0.00309922	0.416885	0.00822888	0.4600208	6.81766e-06	0.00387042	0.158992	3.83713	0.296954	0.318095	0.131267	0.253684	0.01319965	34.85099
1872	0	-3325.44	-3306.48	-18.9642	0.09662491	0.1286064	0.810634	1.00619	0.847893	1.30357	1.98036	0.576106	0.925886	2.22678	0.45685	0.910446	0.779778	0.755799	0.719335	1.01928	0.05578285	-0.2694545	0.00819775	0.532787	0.0053518	0.00260409	0.447772	0.00328654	0.2757513	1.14459e-05	0.00501156	0.176829	3.81815	0.305314	0.314993	0.124547	0.255146	0.006296714	43.79288
1873	1	-3317.19	-3301.64	-15.5429	0.1230025	0.1557046	0.588506	1.21086	0.911004	0.583615	0.919374	0.889607	0.540097	0.793496	1.0928	0.741737	0.325012	0.830359	1.50715	0.498762	0.002743237	0.05306187	0.00369957	0.458768	0.00959554	0.00180083	0.513456	0.0126803	0.05967348	7.44049e-05	0.0127326	0.258958	3.72824	0.291894	0.283296	0.148129	0.27668	0.1127353	0.5293236
1874	0	-3317.94	-3299.22	-18.7135	0.09265875	0.1357446	0.810634	1.53486	0.386225	0.679603	1.57759	0.489761	1.07397	1.31978	1.05696	0.964426	1.26754	1.73223	0.974925	0.649016	0.06346779	-0.1132425	0.00680076	0.535499	0.00126629	0.00307913	0.450051	0.00330327	0.1404047	2.01534e-05	0.00664429	0.198536	3.7948	0.289242	0.3279	0.123344	0.259514	0.02716214	5.169131
1875	1	-3315.08	-3299.24	-15.8383	0.1230025	0.1516441	0.400994	1.12117	0.41181	0.445398	0.934599	0.628952	0.698889	0.672949	1.07679	0.554397	0.425564	0.927829	0.886568	0.743325	0.02496237	0.2035334	0.00484832	0.463208	0.00755597	0.0027271	0.518426	0.00323544	2.317325e-05	5.8658e-05	0.0113117	0.24678	3.74185	0.282774	0.311118	0.134508	0.2716	0.2035566	0.0001138418
1876	0	-3332.98	-3306.79	-26.186	0.0836218	0.1411569	0.457161	1.5398	0.303992	0.927869	3.53188	0.489761	1.21842	1.60091	1.28969	1.31191	0.433934	0.83278	0.779661	0.663854	0.00127853	0.3530377	0.00674152	0.530835	0.00180601	0.00305231	0.45429	0.0032745	0.1976226	2.97886e-05	0.00807239	0.215018	3.77688	0.328483	0.286517	0.112282	0.272717	0.5506604	0.358883
1877	1	-3324.74	-3306.05	-18.6896	0.1593709	0.1680357	0.346619	2.14391	0.539647	0.856796	0.950021	0.355799	0.65971	1.06259	0.732093	0.548571	0.461543	0.943038	1.60533	0.628765	0.0445094	0.04206466	0.010347	0.463873	0.00276181	0.00198401	0.51917	0.00186464	0.06789172	0.000142747	0.0176035	0.295322	3.68693	0.288877	0.292343	0.143604	0.275176	0.1099564	0.6174423
1878	0	-3321.63	-3301.91	-19.7212	0.0836218	0.1517247	0.739601	2.19716	0.303992	0.904773	1.58138	0.325321	1.02745	0.590402	1.04161	1.34658	0.853873	0.785173	0.632648	0.526275	0.07516735	-0.07329746	0.0113652	0.412094	0.00201915	0.00341254	0.565296	0.00581224	0.104992	5.89429e-05	0.011339	0.247022	3.74158	0.286562	0.326205	0.139964	0.24727	0.03169453	3.312622
1879	1	-3319.56	-3297.42	-22.1363	0.1085847	0.1350287	0.792773	1.46248	0.584462	0.530222	1.57465	0.398974	0.907752	1.24418	0.577256	3.46266	0.834277	0.635017	0.973884	0.352128	0.01886807	0.2928126	0.00837804	0.585435	0.00256347	0.00698995	0.392981	0.00365249	0.06103472	1.90933e-05	0.00646775	0.196356	3.79716	0.283367	0.298156	0.136482	0.281995	0.3538473	0.1724889
1880	0	-3319.68	-3296.6	-23.0765	0.07023428	0.1356029	0.426294	1.55639	0.284744	0.904773	2.46132	0.536571	1.2753	2.63879	0.799314	0.684087	0.934207	0.941702	0.727325	0.543489	0.04290763	-0.03122391	0.0076203	0.533419	0.00238267	0.00574128	0.444739	0.00609867	0.2146167	1.99398e-05	0.00660911	0.198104	3.79527	0.312332	0.299473	0.12888	0.259315	0.1833928	1.170257
1881	1	-3316.04	-3300.95	-15.0936	0.1054427	0.142335	0.547658	0.988042	0.734427	0.494884	2.47948	0.661925	0.731438	1.00914	0.994927	0.937969	0.54852	0.547574	0.920249	0.466427	0.000317698	0.01356495	0.00731848	0.633528	0.00194158	0.010041	0.343293	0.00387783	0.01468901	3.23052e-05	0.00840518	0.218601	3.77296	0.303467	0.295679	0.126363	0.274491	0.02825396	0.519892
1882	0	-3320.14	-3300.82	-19.3254	0.0903936	0.1426703	0.761795	0.947516	0.397509	0.773366	1.98099	1.07275	1.07584	0.945316	0.783292	0.702459	0.677993	0.428897	1.4792	0.263369	0.01848026	0.2189139	0.0103416	0.430197	0.000814908	0.00240076	0.549069	0.00717723	0.05384242	3.30517e-05	0.00850136	0.219621	3.77184	0.30099	0.292711	0.133014	0.273285	0.2727563	0.1974012
1883	1	-3318.08	-3295.06	-23.0182	0.09890089	0.166505	0.578224	1.50554	1.02933	0.757066	1.83932	0.566429	0.806991	1.68695	3.1857	0.937969	0.161459	1.24224	0.920249	0.368679	0.01101681	0.0521605	0.0113188	0.513017	0.00575784	0.00963215	0.457557	0.00271733	0.006340966	0.000132351	0.0169544	0.290866	3.69205	0.289983	0.309075	0.129755	0.271187	0.05850147	0.1083899
1884	0	-3324.77	-3305.69	-19.0812	0.07802133	0.1786691	0.387188	1.18495	0.504862	0.823861	2.18483	0.918631	1.24548	0.885563	0.708889	1.26861	0.293479	1.75481	1.25202	0.877386	0.03129207	-0.04368132	0.00766655	0.644734	0.00210848	0.00105395	0.336687	0.00775	0.06422512	0.000232886	0.0224465	0.325749	3.65157	0.282345	0.312801	0.121589	0.283265	0.0205438	3.126253
1885	1	-3317.55	-3299.73	-17.8246	0.09980386	0.1469626	0.571633	0.817202	1.51947	0.534657	1.32257	0.633776	1.05841	1.09681	0.767469	0.780297	0.493415	1.037	0.693828	0.27905	0.09039305	0.01065417	0.0155373	0.576483	0.00610401	0.00162128	0.397601	0.0026532	0.05316698	4.38694e-05	0.00978869	0.232646	3.75752	0.302295	0.290034	0.139937	0.267734	0.06382115	0.8330621
1886	0	-3322.92	-3302.4	-20.5139	0.1016034	0.136371	0.503196	1.01409	0.504862	0.589754	1.80176	0.62131	0.744788	1.47777	0.611439	1.70436	0.846642	0.838486	0.916274	0.637876	0.01292992	0.6734822	0.00751957	0.64933	0.00160528	0.00114161	0.330232	0.0101713	0.001234986	2.11192e-05	0.00680111	0.200444	3.79273	0.263279	0.304664	0.127706	0.304351	0.6747172	0.001830376
1887	1	-3314.76	-3296.91	-17.8554	0.09980386	0.1495534	0.636422	1.31086	0.901998	0.639292	1.16833	0.643602	0.717976	0.84184	1.53104	0.981715	0.842695	2.49599	0.627608	0.316634	0.00223291	-0.09029581	0.0114262	0.504906	0.00239361	0.00256804	0.475671	0.00303541	0.1340452	5.16371e-05	0.0106163	0.240479	3.74885	0.305716	0.293346	0.124978	0.27596	0.04374944	3.063931
1888	0	-3315.35	-3297.04	-18.3122	0.1045104	0.1564936	0.5296	1.05453	0.328893	0.798717	1.93031	0.954855	0.90363	0.54443	0.499492	0.599824	0.339352	0.595514	0.618442	0.601903	0.06887279	-0.05129245	0.00886375	0.514662	0.00192431	0.00172653	0.463114	0.00970917	0.1040564	7.78118e-05	0.0130193	0.261314	3.72559	0.309354	0.29691	0.133412	0.260324	0.05276399	1.972111
1889	1	-3326.07	-3307.19	-18.8821	0.09980386	0.1573528	0.642937	1.10451	0.982429	0.595024	0.860721	0.868158	0.61744	1.03022	1.43589	3.61151	0.983251	1.19352	1.21483	0.390367	0.01557779	-0.09728618	0.0177263	0.459488	0.00286643	0.000801634	0.511566	0.00755167	0.09877994	8.16577e-05	0.0133355	0.263875	3.72271	0.298573	0.311283	0.139625	0.250519	0.00149376	66.12838
1890	0	-3320.02	-3304.02	-15.9993	0.1045104	0.1185258	0.781083	0.941014	0.445509	1.064	1.7773	0.803688	0.856955	0.808415	0.659131	0.324817	1.36414	0.659778	0.68032	0.720664	0.03062766	0.0299025	0.0100117	0.51427	0.000997898	0.00434289	0.462761	0.00761628	0.03526918	4.58327e-06	0.00317488	0.146527	3.85029	0.286753	0.335174	0.128398	0.249675	0.06517168	0.5411733
1891	1	-3322	-3303.59	-18.4097	0.1014035	0.1697768	0.505517	1.13997	0.954111	0.730885	1.02531	0.481843	1.05354	0.726213	1.31625	2.81877	0.756546	1.66692	1.08076	0.499998	0.03810603	-0.01284925	0.0146568	0.514572	0.00321007	0.000287059	0.460336	0.00693794	0.05661621	0.000155312	0.0183569	0.300368	3.68112	0.267383	0.324657	0.125569	0.282392	0.04376696	1.293583
1892	0	-3321.41	-3302.49	-18.9208	0.09949465	0.1406115	0.557757	1.08053	0.377354	0.601731	1.30556	0.907611	1.27095	0.545775	0.759686	1.27366	1.76571	0.439838	0.68032	0.759896	0.1026747	-0.04106686	0.0112837	0.516467	0.00117887	0.00455023	0.464738	0.00178212	0.1138731	2.86774e-05	0.00792096	0.213358	3.77869	0.310883	0.27904	0.143708	0.266368	0.07280629	1.564056
1893	1	-3318.45	-3298.32	-20.1343	0.1014035	0.1647437	0.477805	0.807676	0.841369	0.694387	0.812299	0.537678	0.733849	0.760009	0.579586	1.17607	0.391654	2.11735	0.861142	0.180914	0.01118518	0.118501	0.00840838	0.565844	0.0134432	0.00847813	0.395873	0.00795344	0.1286693	0.00012111	0.0162228	0.285717	3.69794	0.28468	0.304693	0.140685	0.269941	0.2471704	0.5205694
1894	0	-3321.91	-3300.49	-21.4156	0.1016775	0.2206548	0.26165	1.06772	0.487953	0.784843	1.11246	0.818657	0.894122	0.690697	0.233406	0.855401	1.46148	2.09732	0.904189	0.543513	0.1075598	-0.0383237	0.0151084	0.491397	0.00175972	0.0154409	0.474272	0.00202257	0.08549348	0.00101363	0.046476	0.435392	3.51712	0.288292	0.286819	0.142308	0.282581	0.04716978	1.812463
1895	1	-3320.14	-3304.31	-15.8335	0.1014035	0.1388553	0.506974	1.43777	0.467352	0.582068	1.00198	0.298063	0.965953	0.639005	0.906386	1.06274	0.63856	1.39903	0.745724	0.414185	0.007285087	0.06404689	0.00741419	0.565318	0.0126992	0.00415644	0.402329	0.00808315	0.006102366	2.53222e-05	0.00744485	0.208011	3.78452	0.278596	0.30192	0.145776	0.273708	0.07014925	0.08699117
1896	0	-3320.96	-3299.43	-21.5289	0.1160056	0.1695269	0.350633	1.05377	0.289231	0.629595	1.47339	1.12767	1.37753	0.64933	0.336781	0.609068	0.336237	1.688	0.447075	0.397337	0.02499873	-0.2152521	0.0122835	0.421656	0.0012859	0.00862233	0.551961	0.00419068	0.2598069	0.000153459	0.0182478	0.299645	3.68195	0.290641	0.310204	0.127527	0.271628	0.04455479	5.831177
1897	1	-3315.96	-3298.78	-17.1832	0.1014035	0.1738081	0.475107	0.617067	0.439693	0.658345	1.22233	0.298063	0.747586	1.37693	1.02947	0.494524	0.797611	0.82625	0.712638	0.337985	0.001489538	-0.09599927	0.00744823	0.567913	0.0127575	0.00381472	0.404176	0.00388999	0.1819073	0.000187586	0.0201614	0.311957	3.66769	0.291914	0.288066	0.14403	0.27599	0.08590803	2.117466
1898	0	-3319.21	-3302.61	-16.599	0.1160056	0.1648016	0.302258	0.769558	0.556001	0.646792	1.48282	1.26691	0.847503	0.590074	0.639154	0.384074	1.12935	0.906025	0.397072	1.19282	0.002916285	0.07767041	0.0106703	0.417537	0.000112561	0.01032	0.546569	0.0147904	0.03135159	0.000121468	0.0162466	0.285887	3.69775	0.323766	0.291584	0.121757	0.262893	0.109022	0.2875712
1899	1	-3316.8	-3297.99	-18.81	0.1007036	0.1695777	0.438275	1.008	1.07795	0.844381	2.24322	1.02984	0.682691	1.39149	0.719775	0.545701	0.348585	0.912625	0.609084	0.497226	0.09822269	-0.09622971	0.00713194	0.516737	0.0122158	0.006901	0.453395	0.00361938	0.1064132	0.000153834	0.0182699	0.299792	3.68178	0.283433	0.290013	0.139946	0.286608	0.01018346	10.44961
1900	0	-3318.1	-3301.26	-16.8421	0.1160056	0.1428291	0.554051	0.967073	1.2078	0.659161	0.74811	0.539219	0.715483	0.476762	0.397985	1.11882	0.806223	1.48573	0.306533	0.701116	0.02083439	0.02705495	0.00853592	0.559628	0.000136408	0.0105193	0.407826	0.0133543	0.08848883	3.34098e-05	0.00854712	0.220104	3.77132	0.290679	0.297725	0.141218	0.270378	0.1155438	0.7658468
1901	1	-3333	-3310.82	-22.1744	0.1007036	0.1695695	0.201377	0.54927	0.624229	0.626689	2.79578	1.21698	0.820834	1.26967	0.462272	0.545701	0.418605	1.02946	0.693334	1.06414	0.07105499	-0.2012692	0.00242131	0.420935	0.0112267	0.00634223	0.546858	0.0122171	0.234329	0.000153774	0.0182664	0.299768	3.68181	0.281776	0.310419	0.156168	0.251637	0.03305976	7.088043
1902	0	-3324.03	-3305.32	-18.7093	0.1160056	0.1543489	0.421657	0.964029	0.494932	0.738699	0.864258	0.710837	0.522112	0.491969	0.805966	1.49201	1.16337	1.0639	0.268834	1.25164	0.08609436	-0.1380019	0.0122535	0.532613	0.000180212	0.0137842	0.429513	0.0116558	0.1422616	6.88222e-05	0.012248	0.254902	3.73278	0.322136	0.28354	0.121847	0.272476	0.004259705	33.39706
1903	1	-3328.96	-3307.2	-21.759	0.09836061	0.1448415	0.183354	0.613947	0.811491	0.71774	1.12034	0.874295	0.624947	0.513211	1.24634	1.04748	0.524639	1.53275	0.543941	0.969391	0.06380918	0.1295977	0.00731131	0.416393	0.00612694	0.00569999	0.540957	0.0235119	0.185097	3.82215e-05	0.00913948	0.226216	3.76461	0.305165	0.303284	0.133627	0.257923	0.3146947	0.5881796
1904	0	-3329.39	-3308.16	-21.2302	0.1052386	0.1606507	0.163303	0.694426	0.442374	0.780648	0.832435	0.403123	0.774846	0.448938	0.675955	0.685462	0.444245	2.4645	0.692696	1.47973	0.02147081	-0.1087296	0.0112894	0.479378	0.00208124	0.0126996	0.476904	0.0176479	0.1755359	9.77983e-05	0.0145871	0.273666	3.71165	0.279349	0.319156	0.125272	0.276223	0.06680634	2.627534
1905	1	-3322.51	-3301.32	-21.1925	0.09039132	0.1743289	0.380975	0.406818	0.839648	0.74548	1.74407	0.539329	1.02833	0.74791	0.247402	1.23041	0.793722	1.28003	0.247867	0.935832	0.07471297	-0.1149804	0.00558475	0.576496	0.0112534	0.00268011	0.385901	0.0180838	0.1408313	0.000192095	0.0204005	0.313445	3.66596	0.299628	0.296401	0.130409	0.273562	0.02585092	5.447827
1906	0	-3322.59	-3304.6	-17.9955	0.134591	0.1456022	0.59168	1.00152	0.655471	1.09025	1.60099	0.462105	0.436176	0.760817	1.24562	0.979774	0.544449	1.08238	0.442048	0.828241	0.05520811	-0.23341	0.00987396	0.5222	0.000222853	0.00213253	0.45317	0.0124005	0.262255	4.01767e-05	0.00936938	0.228523	3.76207	0.278376	0.333494	0.129212	0.258918	0.02884502	9.091865
1907	1	-3317.78	-3295.98	-21.7959	0.09039132	0.1803974	0.307486	0.451098	1.08182	0.637415	3.11282	0.307935	0.975737	1.9839	0.517607	0.536626	0.590598	1.27874	0.422137	0.780958	8.565171e-05	-0.01297975	0.00869988	0.444851	0.0124876	0.00420849	0.519085	0.0106684	0.1388444	0.000250796	0.023287	0.330602	3.64586	0.288983	0.297183	0.141585	0.272249	0.1258646	1.103125
1908	0	-3317.28	-3298.82	-18.4588	0.134591	0.1480126	0.700798	0.918865	0.401379	0.685813	1.65717	0.436692	0.720261	0.815384	0.844647	1.34484	1.47043	0.324903	0.442048	0.531023	0.04003479	0.1110087	0.0108535	0.481911	0.000244961	0.00161403	0.498128	0.00724906	0.05284059	4.6898e-05	0.0101195	0.235823	3.75401	0.288881	0.313774	0.13162	0.265725	0.1638493	0.322495
1909	1	-3320.93	-3304.43	-16.5033	0.08083718	0.2166427	0.372261	0.753069	0.732809	1.01137	1.42836	0.680201	0.85687	0.90289	1.02079	1.83652	1.01667	1.15477	0.345187	0.514781	0.0009682153	-0.09188045	0.00885484	0.630977	0.00699033	0.00405028	0.343487	0.00563961	0.1019335	0.00090275	0.0438944	0.425684	3.52952	0.299237	0.296601	0.122387	0.281775	0.01005305	10.13956
1910	0	-3318.1	-3301.61	-16.4918	0.134591	0.1331983	0.805733	0.390554	0.654091	1.04554	1.19498	0.842323	0.550635	0.773398	0.417503	1.34484	0.349877	0.99863	0.522577	0.618601	0.004705609	0.02042754	0.00993953	0.441329	0.000465252	0.00707223	0.535194	0.00600064	0.1112847	1.65857e-05	0.00602943	0.190783	3.80317	0.285411	0.297292	0.144139	0.273158	0.1317122	0.8449078
1911	1	-3318.58	-3301.8	-16.7818	0.08083718	0.1871918	0.428833	0.297016	0.996806	1.01137	1.34596	0.65009	1.08073	0.82513	0.572801	1.20044	0.684505	0.684812	0.48207	0.457695	0.05870147	0.010175	0.0059102	0.527295	0.00508269	0.0117073	0.432994	0.0170108	0.03174768	0.000331164	0.0267286	0.349412	3.62353	0.303275	0.315549	0.123674	0.257502	0.04192268	0.7572912
1912	0	-3319.58	-3299.97	-19.6113	0.1311516	0.1376167	0.767168	0.575327	0.716076	1.05056	0.826031	1.8405	0.475017	0.986099	0.912923	0.71019	0.296905	1.4093	0.744716	0.451277	0.107731	-0.235488	0.00601107	0.563791	0.000940285	0.00790223	0.413431	0.00792407	0.2362065	2.31506e-05	0.00711957	0.204239	3.78862	0.303406	0.286505	0.135981	0.274108	0.0007184719	328.7623
1913	1	-3320.56	-3301.4	-19.1575	0.1194106	0.1320076	0.531584	0.50317	1.38855	0.872834	2.44592	0.382531	0.90084	1.17656	0.560029	1.1158	0.382724	0.525893	0.48207	1.05959	0.007140711	0.07210657	0.0079372	0.503596	0.00538597	0.0181077	0.459628	0.00534588	0.1024408	1.51022e-05	0.00575431	0.18716	3.80707	0.30322	0.297537	0.131577	0.267666	0.1745474	0.5868939
1914	0	-3325.15	-3306.51	-18.6375	0.1444222	0.1600973	0.613132	1.04975	0.67328	1.03814	0.794531	1.52071	0.427281	1.131	0.862306	0.988399	0.386447	1.16046	0.488908	0.440849	0.06724204	0.06530371	0.0141508	0.555336	0.00090865	0.00812461	0.414505	0.00697492	0.1208988	9.49324e-05	0.0143729	0.272028	3.7135	0.323083	0.286091	0.115218	0.275608	0.1862025	0.6492866
1915	1	-3319.84	-3302.7	-17.143	0.1194106	0.1780813	0.370384	1.15042	0.87777	0.852467	1.54128	0.465586	1.03811	1.26655	0.563841	0.795909	0.668999	0.519641	0.747022	0.738815	0.02515538	-0.05408341	0.00930481	0.562348	0.00325565	0.00463287	0.410915	0.00954425	0.1834809	0.000227016	0.0221639	0.324092	3.65352	0.294183	0.290566	0.139866	0.275385	0.1293975	1.417963
1916	0	-3320.37	-3303.54	-16.831	0.1316673	0.1417145	0.432033	0.676697	0.678292	1.38149	0.947264	0.460781	0.366554	0.554269	0.984519	1.67902	0.618649	0.637973	1.00669	0.549708	0.0009564835	0.1743761	0.0136695	0.552956	0.00521348	0.00407694	0.423501	0.000583422	0.04719439	3.09595e-05	0.00822892	0.216715	3.77503	0.290834	0.305199	0.130122	0.273844	0.2215704	0.2129995
1917	1	-3322.01	-3299.72	-22.2854	0.1116761	0.1776494	0.394914	1.40922	1.50804	0.872417	1.30055	0.352108	0.595786	0.767437	1.64509	0.806198	0.493932	2.09592	2.30217	0.569919	0.02206341	0.2305921	0.0100427	0.487821	0.00357923	0.00228741	0.488681	0.00758785	0.04803441	0.000222774	0.0219574	0.322873	3.65495	0.321185	0.309638	0.1223	0.246877	0.2786265	0.1723971
