Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
235	1	-3309.73	-3295.06	-14.6689	0.1230227	0.1605744	0.469788	0.979902	0.983801	0.773676	1.46488	0.358127	0.694034	1.03438	0.829055	0.897567	0.546454	0.590582	0.642732	0.458259	0.0184141	-0.01010299	0.0106623	0.490482	0.00343952	0.00535351	0.478289	0.011774	0.03296185	9.73995e-05	0.0145574	0.27344	3.7119	0.294578	0.317494	0.130857	0.257071	0.02285887	1.441972
236	0	-3317.7	-3303.09	-14.6111	0.08599915	0.1673605	0.652636	1.00946	0.605394	0.840606	1.51473	0.494883	1.14585	0.38272	1.06007	1.25126	0.880067	0.721816	0.532511	0.630161	0.005945807	0.04070872	0.010062	0.478006	0.00745659	0.00324213	0.492627	0.00860586	0.003088331	0.000138088	0.0173157	0.293358	3.68919	0.296491	0.316047	0.124477	0.262985	0.04379705	0.07051458
237	1	-3323.08	-3301.69	-21.3848	0.1230227	0.1771168	0.485341	0.491326	1.24683	0.69341	1.10354	0.347065	0.847297	0.967831	1.23109	1.89038	0.374421	1.06093	0.284049	1.31827	0.04728164	-0.3223786	0.0143722	0.469371	0.00353883	0.010356	0.49791	0.00445246	0.3279148	0.000217624	0.021704	0.321367	3.65671	0.288183	0.298386	0.134804	0.278627	0.00553616	59.23145
238	0	-3323.48	-3304.02	-19.4577	0.08872791	0.1680347	0.393053	1.52435	0.379158	0.738171	2.66557	0.756938	0.705929	0.627865	0.874559	0.849974	1.29987	1.68669	0.639348	0.748071	0.08939758	0.05123018	0.00922074	0.430396	0.00495158	0.00565697	0.546971	0.00280372	0.0106596	0.00014274	0.0176031	0.295319	3.68694	0.317622	0.302856	0.150693	0.22883	0.06188978	0.1722352
239	1	-3315.41	-3297.96	-17.4492	0.1230227	0.1860687	0.267089	0.593271	0.940012	0.672512	1.07161	0.548452	0.525674	0.633013	2.44206	1.10499	0.447119	0.685582	0.421038	0.945244	0.006094883	-0.09631683	0.014386	0.469824	0.00413614	0.0103265	0.49839	0.00293742	0.1041886	0.000316736	0.0261449	0.346333	3.62721	0.294253	0.299725	0.122787	0.283234	0.007871749	13.23576
240	0	-3324.15	-3304.01	-20.1324	0.08872791	0.1680494	0.262176	1.94553	0.606823	0.940259	1.81206	0.54585	1.19867	0.68575	0.941179	0.595955	0.631448	1.23265	0.385723	1.40737	0.04377332	-0.09342334	0.00759629	0.431488	0.00366447	0.00567133	0.548359	0.00322106	0.1441263	0.000142843	0.0176094	0.295361	3.68689	0.26685	0.328414	0.145232	0.259504	0.05070297	2.842561
241	1	-3329.74	-3306.56	-23.1815	0.1230227	0.1480886	0.243378	0.776645	0.860471	0.79449	1.0372	0.528321	0.327638	0.457994	1.17467	0.84929	0.509366	0.618114	0.484883	0.681545	0.001705276	-0.5986842	0.015028	0.588933	0.00426882	0.00714239	0.380945	0.00368211	0.7803046	4.71234e-05	0.0101437	0.236053	3.75376	0.307533	0.299002	0.117974	0.275491	0.1816204	4.29635
242	0	-3320.26	-3297.46	-22.7946	0.0998827	0.1497558	0.604518	1.17075	0.333426	0.754567	1.92488	0.54585	1.07088	1.5044	0.682824	0.761726	0.930508	1.23265	0.476412	0.870718	0.02698774	-0.4113143	0.00937224	0.428735	0.000459491	0.00874753	0.550288	0.0023977	0.6115376	5.22866e-05	0.0106825	0.24109	3.74818	0.312603	0.308224	0.123868	0.255305	0.2002232	3.054279
243	1	-3316.31	-3301.19	-15.1208	0.1230227	0.1517556	0.561656	0.68869	1.25839	0.653778	1.16063	0.468802	0.646801	0.701132	1.06818	0.907702	0.464124	0.73675	0.406545	1.23614	0.001343438	-0.1673458	0.012411	0.528726	0.0045104	0.00641221	0.445942	0.00199864	0.1683868	5.90525e-05	0.0113495	0.247115	3.74148	0.276931	0.313883	0.123089	0.286097	0.001040986	161.757
244	0	-3319.29	-3299.7	-19.5913	0.1062474	0.1891108	0.427309	1.09396	0.497679	0.788416	1.67319	0.727618	0.826309	1.28012	0.551027	0.654307	0.741419	1.73848	0.760796	0.398648	0.09339904	0.1283907	0.0138564	0.47221	0.000667669	0.00350434	0.503568	0.00619396	0.08399777	0.000356915	0.0277391	0.354646	3.61726	0.272191	0.337985	0.128123	0.2617	0.2123884	0.3954913
245	1	-3311.92	-3294.14	-17.7774	0.1230227	0.188906	0.381093	0.577882	1.55281	0.619704	1.20973	0.598885	0.792847	0.924782	1.10659	0.691341	0.343713	0.775084	0.490185	0.518835	0.01493144	-0.1569061	0.0123641	0.526729	0.00535748	0.00534953	0.444258	0.00594197	0.2551877	0.0003541	0.0276305	0.354089	3.61793	0.277641	0.322334	0.126311	0.273714	0.09828157	2.596496
246	0	-3323.7	-3299.81	-23.8958	0.1451732	0.164983	0.595265	0.466072	0.475209	0.532309	1.38769	0.917262	0.505303	0.929642	0.536194	0.25503	0.726284	1.86673	1.31359	0.299137	0.05683306	-0.3047943	0.015851	0.468456	0.0013276	0.00575209	0.499564	0.0090497	0.4619833	0.000122593	0.0163212	0.286418	3.69714	0.276543	0.309609	0.149837	0.264011	0.157189	2.93903
247	1	-3330.9	-3308.56	-22.3428	0.1230227	0.1132278	0.251315	0.837357	1.3161	0.78325	3.57834	0.439792	0.596068	0.485638	0.680948	0.597993	0.451288	0.78909	0.751648	0.965002	0.05498981	0.1317537	0.00804996	0.53086	0.00526231	0.00598867	0.437729	0.0121097	0.1177759	2.65376e-06	0.0024172	0.130932	3.86665	0.306104	0.306809	0.139738	0.247349	0.2495295	0.4719917
248	0	-3317.27	-3299.35	-17.9184	0.1271926	0.1588155	0.426216	0.546474	0.441508	0.569892	0.883746	0.507069	0.542943	1.18491	0.445443	0.924488	2.19965	1.57403	0.778888	0.279216	0.003633433	0.03634567	0.0121951	0.464221	0.00542783	0.0141404	0.495048	0.0089679	0.02966047	8.85409e-05	0.0138833	0.268226	3.7178	0.271761	0.325465	0.132661	0.270113	0.06600613	0.4493593
249	1	-3314.21	-3295.3	-18.9076	0.1221154	0.1659581	0.191208	0.867705	1.18809	0.6523	1.61932	0.860073	0.701414	0.987521	0.865705	0.709377	0.307722	0.701283	0.673865	0.629769	0.05498981	0.1141378	0.0130739	0.52772	0.00529311	0.00495689	0.43514	0.0138157	0.02230492	0.000128779	0.0167254	0.289269	3.69388	0.272129	0.310556	0.141187	0.276129	0.1364427	0.1634746
250	0	-3322.26	-3301.98	-20.2825	0.1395112	0.1750156	0.51723	0.636084	0.503342	0.63799	0.766969	0.846248	0.488089	0.971343	0.892927	0.423689	2.92415	1.6414	0.808598	0.333721	0.001731103	-0.300906	0.0138979	0.467434	0.0054654	0.00588205	0.498475	0.00884597	0.3534496	0.000198164	0.020718	0.315402	3.66368	0.286846	0.318911	0.134804	0.25944	0.05254363	6.726783
251	1	-3313.91	-3298.86	-15.0501	0.09963342	0.1600409	0.451362	0.531844	1.10875	0.582571	1.13248	1.11234	0.578386	1.19394	0.922753	0.709377	0.450403	0.872526	0.455626	0.623407	0.002884838	-0.1723231	0.0151656	0.617924	0.00372239	0.00727416	0.352785	0.00312967	0.17271	9.46437e-05	0.0143512	0.271861	3.71369	0.29095	0.305887	0.137199	0.265964	0.000386876	446.422
252	0	-3316.32	-3295.83	-20.4937	0.1451186	0.1659993	0.43692	0.735469	0.333329	1.50787	1.46246	0.772913	0.528797	0.755087	1.54512	0.14605	0.550584	0.537949	0.865622	0.46187	0.01828818	-0.08589621	0.00882706	0.550639	0.00466098	0.00499574	0.423364	0.00751305	0.1086039	0.000129046	0.0167426	0.28939	3.69374	0.282503	0.32303	0.123468	0.270998	0.02270766	4.782697
253	1	-3319.51	-3301.52	-17.9892	0.09963342	0.1209038	0.534061	0.51906	0.84805	0.609778	1.24325	1.0153	0.919363	1.15995	0.982303	1.45843	0.548629	0.893869	0.429035	0.745916	0.1053326	0.1708708	0.00630042	0.607992	0.00366256	0.00377385	0.375192	0.00307936	0.03179543	5.76663e-06	0.00356031	0.153615	3.84282	0.289374	0.300815	0.135934	0.273878	0.2026662	0.1568857
254	0	-3322.7	-3305.84	-16.8586	0.1287662	0.163504	0.618029	0.632504	0.966527	1.38492	1.21019	0.804446	0.603139	0.62265	0.507444	0.27654	0.825013	2.08962	0.680874	0.764984	0.01262418	-0.06376264	0.00631858	0.54887	0.00736117	0.00795731	0.422004	0.00748892	0.0974595	0.000113645	0.0157178	0.282079	3.70209	0.288442	0.325655	0.121637	0.264266	0.03369686	2.892243
255	1	-3317.31	-3299.7	-17.6049	0.118866	0.1528248	0.712327	0.673419	2.11332	0.768826	1.0849	0.813956	0.681044	0.75129	1.24619	0.735045	0.336128	1.5491	0.466952	0.904275	0.008770942	-0.012755	0.0105297	0.525715	0.00302078	0.00661335	0.448785	0.00533591	0.1219262	6.29399e-05	0.0117154	0.25033	3.73789	0.283784	0.313127	0.134236	0.268854	0.1091712	1.116835
256	0	-3325.34	-3301.24	-24.0938	0.1287662	0.1398442	0.848797	0.789875	0.719182	1.12591	1.36378	1.73872	0.592541	0.734608	0.703504	0.27654	1.0144	1.99805	0.87967	0.240372	0.0311007	-0.08903196	0.00664788	0.467439	0.00478289	0.00435277	0.513161	0.00361676	0.3766516	2.71705e-05	0.0077108	0.211023	3.78124	0.279386	0.313746	0.125886	0.280982	0.2876197	1.309548
257	1	-3319.84	-3300.33	-19.5082	0.118866	0.1527352	0.331411	0.737172	1.92567	0.727943	1.24727	0.614714	0.500573	1.095	0.563659	1.63764	0.407226	0.347553	0.524367	1.49145	0.002331384	-0.1073536	0.00650233	0.424494	0.00183489	0.00835376	0.557554	0.00126071	0.1767518	6.26066e-05	0.0116845	0.25006	3.73819	0.29243	0.319838	0.126868	0.260864	0.06939821	2.546922
258	0	-3317.22	-3301.42	-15.8056	0.1269557	0.1670266	0.417291	0.718239	0.666874	0.553375	1.54543	0.979127	1.12077	0.626195	0.48156	0.73443	0.492262	1.39437	0.580902	0.617059	0.03166124	0.05239528	0.00884342	0.459668	0.00328655	0.0168231	0.506685	0.0046937	0.03683757	0.000135827	0.0171742	0.292386	3.6903	0.286815	0.309298	0.11851	0.285378	0.08923285	0.4128252
259	1	-3323.77	-3303.94	-19.8296	0.1160371	0.132313	0.804152	0.500942	1.58	0.534371	1.54267	1.34154	0.790054	1.01815	0.752082	0.621213	0.512527	0.656509	0.866661	0.411864	0.03769701	-0.1433713	0.00492272	0.535915	0.00157267	0.0107185	0.442494	0.00437714	0.3392343	1.5472e-05	0.00582411	0.188088	3.80607	0.288414	0.320234	0.13467	0.256681	0.1958629	1.731998
260	0	-3328.83	-3303.25	-25.5796	0.1113037	0.1457677	0.45441	1.03395	0.556218	0.539393	1.96109	0.792556	1.03945	1.12221	0.493007	0.591874	1.83104	1.05413	0.576872	0.838354	0.2486524	0.2658667	0.00261075	0.516015	0.00389562	0.0140032	0.453869	0.00960684	0.1308856	4.06124e-05	0.00941983	0.229025	3.76151	0.322832	0.289313	0.120888	0.266967	0.3967522	0.3298925
261	1	-3316.2	-3297.57	-18.6295	0.1270878	0.1440617	0.718448	0.890014	1.67728	0.511409	1.20038	0.651432	0.678072	0.811389	0.748837	0.824565	0.375554	1.15057	0.457857	0.411864	0.06875461	-0.01142291	0.00639715	0.590819	0.00217681	0.0114891	0.382068	0.00704971	0.1605148	3.6296e-05	0.00890721	0.223849	3.76721	0.271028	0.315133	0.126071	0.287768	0.1490919	1.076617
262	0	-3320.79	-3300.66	-20.1215	0.1113037	0.1340914	0.643013	0.999409	0.496262	1.2771	1.74952	1.16758	0.371396	1.06344	1.3101	0.439942	1.1297	0.972243	0.428945	0.86277	0.08405449	0.02014974	0.00387257	0.487881	0.00260054	0.0135336	0.483029	0.00908305	0.1438466	1.77737e-05	0.00624096	0.193501	3.80024	0.29643	0.297284	0.128075	0.278211	0.1639963	0.8771329
263	1	-3314.32	-3296.59	-17.7314	0.161001	0.1435084	0.60319	1.42496	1.22391	0.440861	1.36607	0.651432	0.492673	0.859261	0.643777	1.69567	0.349735	0.501336	1.18799	0.370763	0.02010057	-0.07929846	0.00653125	0.505599	0.00131206	0.00873212	0.465479	0.012347	0.09377143	3.4977e-05	0.00874451	0.222168	3.76905	0.286823	0.310009	0.131203	0.271965	0.01447297	6.479075
264	0	-3322.92	-3304.5	-18.416	0.1113037	0.1538653	0.448491	1.15098	0.798479	1.51602	1.47627	0.837161	0.622297	0.435247	0.974755	0.92104	0.699702	0.852615	0.812342	0.900034	0.05294391	-0.3707177	0.00588393	0.461227	0.00687189	0.0153609	0.501511	0.00914493	0.3952386	6.69111e-05	0.0120775	0.253452	3.7344	0.295926	0.305896	0.132224	0.265954	0.02452089	16.11845
265	1	-3320.03	-3299.52	-20.5104	0.1580785	0.1398289	0.414348	2.05775	1.11609	0.372057	1.21032	0.522931	0.68668	0.607342	0.985416	0.531038	0.190019	0.424242	1.55485	0.392087	0.01746936	0.08115061	0.00624308	0.488594	0.000753324	0.00493402	0.490497	0.00897846	0.01544416	2.71412e-05	0.00770665	0.210976	3.78129	0.293954	0.311697	0.141463	0.252886	0.09659477	0.1598861
266	0	-3332.63	-3311.25	-21.3885	0.1176368	0.1230044	0.772896	0.83935	0.658717	1.13081	2.07645	0.510997	0.458031	0.580421	0.682884	0.429261	1.53066	1.34525	0.715781	0.246959	0.08338073	-0.03093651	0.00695716	0.593383	0.00362537	0.0134258	0.372802	0.0098072	0.1631127	7.01168e-06	0.00392498	0.159911	3.83616	0.303923	0.316299	0.112711	0.267067	0.1321762	1.234055
267	1	-3330.84	-3303.97	-26.868	0.1511185	0.1263839	0.239242	1.1003	1.18567	0.456412	1.31947	0.722639	0.452251	1.18238	0.583669	0.706748	0.359005	1.1902	1.71738	0.8486	0.1541676	-0.2129479	0.00616553	0.482525	0.00196309	0.0057	0.484404	0.0192418	0.4650505	9.47274e-06	0.00456034	0.170099	3.82533	0.314069	0.309048	0.140678	0.236204	0.2521026	1.844687
268	0	-3313.27	-3298.74	-14.5257	0.09940478	0.1220948	0.528999	0.948382	0.741549	1.07808	1.5064	0.626862	0.757894	0.95493	0.779324	0.311151	0.921382	1.39143	0.636376	0.712344	0.005283178	0.01512728	0.0055021	0.492876	0.00187422	0.0058383	0.48536	0.00854984	0.001085953	6.44791e-06	0.00376426	0.157181	3.83905	0.316907	0.293846	0.129402	0.259845	0.01621323	0.06697946
269	1	-3316.87	-3299.56	-17.3049	0.1229373	0.1898601	0.306982	0.992234	1.04262	0.456412	2.04209	0.682643	0.668433	1.2999	0.396875	0.706748	0.435448	0.492979	0.608645	0.332555	0.01232556	0.01221906	0.0161335	0.439759	0.00474438	0.00583903	0.514218	0.0193062	0.007674305	0.000367354	0.0281382	0.35668	3.61481	0.27764	0.304712	0.138608	0.279041	0.01989337	0.3857721
270	0	-3316.66	-3297.65	-19.0131	0.1108141	0.147266	0.169824	1.01487	0.550985	1.00285	1.55139	1.24249	0.697846	0.867424	0.593119	0.63401	1.38711	0.608665	1.14925	1.25707	0.03985323	0.08404833	0.00820174	0.490568	0.00316685	0.00703041	0.483088	0.00794506	0.0111285	4.47282e-05	0.00988364	0.233564	3.75651	0.292626	0.309825	0.144779	0.25277	0.09517683	0.1169244
271	1	-3317.92	-3298.48	-19.4331	0.1251581	0.1781819	0.366255	1.07092	0.808405	0.513572	1.50233	0.606683	0.812393	1.18597	0.469001	0.40286	0.26806	0.64494	0.67705	0.315208	0.03013896	0.04350488	0.0118568	0.362806	0.00848248	0.00356278	0.603865	0.00942703	0.1137719	0.000228012	0.0222122	0.324376	3.65318	0.297818	0.308182	0.13892	0.255079	0.1572768	0.7233865
272	0	-3316.83	-3298.81	-18.0134	0.1108141	0.1480641	0.394005	1.6023	0.725858	1.06648	1.87236	1.28275	0.558428	1.24228	0.545162	0.523459	1.3796	0.752429	1.34851	1.06824	0.06924951	-0.01599441	0.0092776	0.469274	0.00206791	0.00491921	0.504802	0.00965967	0.01636235	4.70507e-05	0.0101359	0.235979	3.75384	0.298468	0.303621	0.14188	0.256031	0.0003679461	44.46943
273	1	-3319.13	-3300.15	-18.9751	0.152897	0.1744696	0.386061	0.780419	0.650807	0.409652	1.52075	0.419475	0.951088	0.957103	0.569121	0.313979	0.264853	0.78937	1.6676	0.420888	0.01425461	0.06504669	0.0082937	0.5966	0.00415727	0.00425481	0.365801	0.0208931	0.04031851	0.000193327	0.0204654	0.313846	3.6655	0.300493	0.31099	0.125605	0.262911	0.1053652	0.3826549
274	0	-3321.92	-3304.63	-17.2822	0.1047969	0.1794191	0.32841	1.02961	1.12687	0.868554	1.23644	0.603047	0.446212	0.868422	0.599144	1.79616	0.633506	0.855678	0.719193	0.66752	0.005296207	0.03709064	0.0126003	0.466134	0.00228611	0.0044386	0.501423	0.0131178	0.1395447	0.000240538	0.0228094	0.327858	3.64909	0.282602	0.331966	0.125981	0.259452	0.1766353	0.7900158
275	1	-3319.12	-3302.19	-16.9312	0.1545732	0.1626636	0.431342	1.21332	0.719032	0.535107	1.50706	0.815819	0.73748	1.19753	0.641459	0.393927	0.380229	0.768672	1.26892	0.31009	0.01957793	-0.04045446	0.00912545	0.521314	0.00290423	0.0103687	0.438089	0.0181983	0.06556911	0.000108787	0.0153802	0.279607	3.7049	0.298538	0.318585	0.121883	0.260994	0.02511465	2.610791
276	0	-3317.84	-3300.17	-17.6731	0.1140436	0.1625644	0.429332	0.80565	0.691914	0.682515	1.00108	0.317162	0.765855	0.882459	0.402147	1.1149	2.18836	0.855678	1.48458	0.53501	0.006888811	0.03120694	0.00967826	0.471292	0.00495243	0.00195405	0.506973	0.00515013	0.07060046	0.000108225	0.0153406	0.279315	3.70524	0.295594	0.298509	0.132867	0.273031	0.1018074	0.6934708
277	1	-3316.81	-3296.59	-20.2263	0.1338407	0.1941744	0.295487	0.92342	1.94125	0.535107	1.75897	1.21777	0.698769	1.08176	1.29469	0.393927	0.375012	0.900294	1.15951	0.500485	0.06488988	0.09146162	0.00991502	0.520279	0.00336267	0.011062	0.437219	0.0181622	0.01778201	0.000431801	0.0304837	0.368283	3.6008	0.291966	0.301498	0.134974	0.271561	0.1092436	0.1627739
278	0	-3330.19	-3306.41	-23.7795	0.09485376	0.1682828	0.562181	1.18289	0.217815	0.746152	1.66735	0.40745	1.50851	1.17918	0.710002	1.2703	0.994111	1.94896	1.03338	0.407716	0.0595143	-0.3922209	0.00764038	0.544967	0.00599332	0.0018855	0.436941	0.00257287	0.4327124	0.000144482	0.0177095	0.296039	3.68611	0.315353	0.29105	0.117989	0.275608	0.04049144	10.68651
279	1	-3321.68	-3298.26	-23.4139	0.138305	0.1607332	0.413406	1.23851	2.22836	0.385653	1.44506	1.3609	0.662643	0.798882	0.845053	0.444685	0.366113	0.477064	1.22301	0.253439	0.07335154	0.01885506	0.00777887	0.55834	0.00223754	0.0118713	0.400282	0.0194908	0.1599086	9.82315e-05	0.0146191	0.27391	3.71137	0.313277	0.317872	0.124612	0.244239	0.1787637	0.8945252
280	0	-3314.95	-3295.43	-19.5284	0.1021783	0.1709365	0.521286	0.96708	0.406474	0.694639	1.36742	0.351378	1.00262	1.3698	0.638163	0.526107	0.715827	2.1667	0.993647	0.335409	0.0009878001	-0.09356356	0.0145744	0.461497	0.00372906	0.00386124	0.513847	0.00249109	0.2177644	0.00016413	0.0188674	0.303715	3.67725	0.313452	0.292142	0.127004	0.267402	0.1242008	1.753325
281	1	-3323.26	-3301.92	-21.3447	0.138305	0.1318367	0.261879	1.19269	0.907557	0.530008	1.57445	1.05041	0.662643	1.00509	0.694717	0.442174	0.396434	4.04775	1.34736	0.813031	0.007109057	-0.08093626	0.00458203	0.558447	0.00121088	0.0113314	0.408941	0.0154875	0.1035258	1.48984e-05	0.00571546	0.18664	3.80763	0.288686	0.32436	0.122325	0.264629	0.02258956	4.582906
282	0	-3325.04	-3303.6	-21.4441	0.09185933	0.1346977	0.473369	0.90416	0.482508	0.936288	1.10277	0.503652	0.583218	1.52073	0.7113	1.0754	1.89735	0.754961	2.55251	0.298458	0.09622145	-0.04280821	0.00931552	0.53566	0.00324753	0.00163069	0.435581	0.0145646	0.1146535	1.86186e-05	0.0063871	0.195348	3.79825	0.297338	0.301585	0.118648	0.282429	0.07184529	1.595839
283	1	-3319.61	-3299	-20.6039	0.1379756	0.1721711	0.425317	0.695415	2.18093	0.593935	1.8224	1.2885	0.596319	0.767974	0.768687	0.612346	0.25007	0.49164	1.22379	0.397409	0.03953432	0.0918413	0.00793257	0.531336	0.000495687	0.0107813	0.423772	0.025682	0.06772203	0.000173927	0.0194186	0.307267	3.67314	0.29425	0.28797	0.13221	0.28557	0.1595633	0.424421
284	0	-3320.61	-3300.94	-19.6626	0.1081029	0.162302	0.609252	0.7489	0.509913	0.760023	1.99152	0.572571	0.864638	0.924597	0.79261	0.547897	0.49164	0.390273	1.80038	0.193649	0.04671701	0.01649888	0.0105871	0.448005	0.00328422	0.00116224	0.519587	0.0173736	0.05073858	0.000106747	0.0152361	0.278542	3.70612	0.296897	0.299485	0.142095	0.261522	0.06723746	0.7546177
285	1	-3323.27	-3305.85	-17.4214	0.1428967	0.1394756	0.443908	0.702594	2.18093	0.527129	1.13341	0.846635	0.576194	0.767974	1.17737	0.555849	0.53606	0.516315	0.734956	0.517379	0.0157821	0.3029653	0.00535264	0.547231	0.000456975	0.0140315	0.40819	0.0247377	0.001646808	2.64695e-05	0.00761103	0.209901	3.78246	0.266812	0.329202	0.137679	0.266308	0.3046121	0.005406247
286	0	-3322.7	-3303.32	-19.3855	0.1039288	0.1688161	0.592392	1.34134	0.607993	0.834038	0.982705	1.09478	0.958954	1.86168	0.418725	0.668529	1.74768	0.670856	1.40478	0.348451	0.04576251	0.01710276	0.00616458	0.498555	0.00299179	0.00313952	0.473322	0.0158266	0.1172529	0.00014828	0.0179392	0.297586	3.68433	0.313538	0.282953	0.139269	0.26424	0.1343557	0.8727054
287	1	-3323.14	-3306.36	-16.7727	0.1275142	0.1117569	0.512349	0.709622	2.07193	0.527129	0.711801	1.37834	0.518413	0.748605	1.15725	0.379608	0.559138	0.540011	0.394062	0.499898	0.005377624	-0.1160116	0.00290324	0.62565	0.000308931	0.0101252	0.339582	0.0214308	0.1273	2.2593e-06	0.00223067	0.126659	3.87111	0.307541	0.307326	0.120185	0.264949	0.01128836	11.2771
288	0	-3322.79	-3301.79	-20.9952	0.1037166	0.1707723	0.685698	1.09775	0.903813	0.780592	1.90176	1.41295	0.723689	1.70705	0.628764	0.745488	0.626442	1.08145	1.25887	0.375969	0.01022185	-0.04486687	0.00660556	0.44015	0.00336138	0.00472576	0.527375	0.0177817	0.3298567	0.00016286	0.0187947	0.303242	3.6778	0.281185	0.299857	0.146413	0.272544	0.2849899	1.157433
289	1	-3323.57	-3303.09	-20.4831	0.1337508	0.1223628	1.01644	1.67245	1.79665	0.597157	1.45363	0.93632	1.00003	0.803967	0.843436	1.24453	0.436431	0.791137	1.20351	0.348386	0.03070453	-0.07182415	0.00356433	0.519974	0.000434718	0.00336696	0.461808	0.0108517	0.2468297	6.60994e-06	0.00381115	0.157985	3.8382	0.299445	0.308839	0.125895	0.265822	0.1750055	1.410411
290	0	-3320.01	-3298.78	-21.224	0.08138633	0.1523427	0.525919	1.2929	0.480151	0.653011	2.05363	1.14041	1.30023	0.674873	0.761278	0.292814	0.900714	0.783537	1.01352	0.245841	0.000202859	-0.3071313	0.0078967	0.459607	0.00643959	0.00514118	0.512872	0.00804425	0.3969684	6.1163e-05	0.0115496	0.248881	3.73951	0.288246	0.296621	0.145244	0.269889	0.08983703	4.418761
291	1	-3321.47	-3305.33	-16.1374	0.12803	0.1262342	1.05117	0.579221	0.96233	0.75176	1.61505	0.875465	1.12168	0.983696	1.41185	0.66307	0.573926	0.586451	0.413857	0.645146	0.07342378	0.006227817	0.00362519	0.512776	0.000682976	0.00378295	0.468132	0.0110003	0.02558826	9.35049e-06	0.0045309	0.169646	3.82581	0.296336	0.324871	0.119905	0.258889	0.03181608	0.8042557
292	0	-3320.06	-3298.67	-21.3868	0.08193459	0.1691097	0.185656	1.76956	0.499541	0.564441	1.713	0.680723	1.30325	0.825534	0.851543	0.66939	1.07279	0.96131	0.673247	0.558137	0.00106105	-0.3784902	0.00804359	0.490586	0.00615448	0.0160506	0.472429	0.00673603	0.4501344	0.000150403	0.0180663	0.298437	3.68335	0.303403	0.278082	0.127736	0.29078	0.07164415	6.282919
293	1	-3322.12	-3302.84	-19.2818	0.1168573	0.1347069	0.8766	0.824231	0.894888	0.76383	1.98294	0.449866	1.26835	1.03518	0.474397	1.21625	0.662911	0.693919	0.562006	0.871534	0.1249993	-0.2542865	0.0076083	0.429089	0.00136888	0.0041242	0.545912	0.0118979	0.263354	1.86316e-05	0.00638933	0.195376	3.79822	0.283344	0.30878	0.143296	0.26458	0.009067486	29.04378
294	0	-3319.8	-3303.09	-16.7093	0.07804342	0.146318	0.616931	1.6719	1.16074	0.965886	1.15505	0.811948	1.40445	1.29549	0.878923	0.66939	1.05658	0.358952	0.501184	0.428197	0.02649136	-0.03579411	0.00403806	0.493544	0.00466283	0.0161473	0.475277	0.00633145	0.05333937	4.20877e-05	0.00958869	0.230693	3.75968	0.311806	0.295135	0.137796	0.255262	0.01754526	3.040101
295	1	-3328.11	-3303.75	-24.36	0.07437464	0.1505579	0.601973	0.495419	1.09447	0.804702	1.79474	0.951873	1.15231	1.51548	1.96496	0.36993	1.03188	1.19657	0.445556	0.142038	0.01037233	-0.09034286	0.0097767	0.532631	0.00138314	0.00576909	0.438418	0.0120218	0.246104	5.49232e-05	0.0109473	0.243509	3.74549	0.261479	0.312281	0.149426	0.276814	0.1557612	1.580009
296	0	-3331.12	-3309.66	-21.4572	0.07425287	0.1338724	1.18236	2.17369	0.976211	1.09794	2.27677	1.13945	0.844628	1.13937	0.61194	0.280932	2.17155	0.91173	0.891095	0.442366	0.005873478	0.04485033	0.00433444	0.634534	0.00277298	0.0111612	0.342633	0.00456442	0.0736633	1.74761e-05	0.00618866	0.192834	3.80096	0.310062	0.299734	0.108314	0.28189	0.1185136	0.6215597
297	1	-3322.59	-3301.54	-21.047	0.07437464	0.1487426	0.912577	0.625633	0.960362	1.14624	1.85295	0.651218	0.893215	1.51548	1.05207	3.03945	0.774855	1.8695	0.391829	0.389754	0.04315687	0.03525154	0.0140896	0.531334	0.00100274	0.0042301	0.437351	0.0119926	0.04290582	4.90988e-05	0.0103532	0.23803	3.75157	0.307099	0.295029	0.144986	0.252886	0.07815737	0.5489671
298	0	-3319.86	-3300.84	-19.0175	0.07425287	0.1358762	0.47969	1.49226	1.02067	0.796316	1.6974	0.995474	0.57691	1.23677	1.08044	0.803461	2.59968	1.24201	0.883635	0.613547	0.03280562	0.1635008	0.00665109	0.640023	0.00500606	0.00793572	0.33591	0.00447486	0.005429805	2.03533e-05	0.00667705	0.198937	3.79437	0.277	0.316049	0.120778	0.286173	0.1689306	0.03214223
299	1	-3321.71	-3302.18	-19.5285	0.07437464	0.1303435	0.401502	0.713444	0.73813	1.08203	3.20202	0.613627	0.753054	1.89898	0.586523	1.24141	1.02006	1.06724	0.764827	0.671051	0.0796315	0.006829024	0.0111673	0.435334	0.000944589	0.0033742	0.538118	0.0110619	0.04944989	1.32106e-05	0.00538294	0.182101	3.8125	0.296019	0.29591	0.151134	0.256936	0.05627892	0.8786575
