Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
563	1	-3473.33	-3304.03	-169.304	6.912566	0.1821325	0.01092495	-0.03542954	0.0183872	0.560671	0.00687456	0.0048043	0.407299	0.00196402	27.36651	0.176581	8	37.20283	0.4398247	0.000269779	0.0241452	0.335446	3.64014	0.286311	0.317857	0.127466	0.268366	0.1411515	1.251004
564	0	-3481.59	-3308.03	-173.565	6.327797	0.1876665	0.01216058	-0.02416332	0.0146281	0.452523	0.0153202	0.0086886	0.508137	0.000703434	26.32075	0.1667411	6	37.73658	0.3868434	0.000337404	0.026977	0.35071	3.62198	0.301162	0.29968	0.141717	0.257441	0.1425778	1.169475
565	1	-3477.86	-3305.1	-172.754	6.912566	0.1821325	0.01179451	-0.03542954	0.0235995	0.558128	0.00381894	0.00646894	0.405452	0.00253232	27.36651	0.176581	7	38.5449	0.4582798	0.000269779	0.0241452	0.335446	3.64014	0.292729	0.302566	0.130324	0.274382	0.1411515	1.251004
566	0	-3481.14	-3311.14	-169.992	6.269334	0.1799234	0.01216058	0.001086476	0.0129447	0.400447	0.0135572	0.00584995	0.566767	0.000434595	24.25617	0.2005044	7	37.60373	0.3868434	0.000245786	0.023055	0.329273	3.64743	0.288651	0.2965	0.140213	0.274636	0.2015909	0.9946105
567	1	-3476.99	-3304.36	-172.63	6.912566	0.1795784	0.009525725	-0.009707728	0.0220043	0.520401	0.00447396	0.00603166	0.444728	0.00236115	27.36651	0.1605571	7	38.33477	0.4303283	0.000242186	0.0228868	0.328305	3.64857	0.297788	0.307795	0.132576	0.261841	0.1508494	1.064354
568	0	-3478.92	-3309.65	-169.265	6.269334	0.1838957	0.01277805	0.0275031	0.0171904	0.531789	0.0134836	0.0054157	0.431544	0.000577137	24.25617	0.1740878	7	38.53209	0.3868434	0.000290132	0.025032	0.340341	3.63434	0.288651	0.2965	0.140213	0.274636	0.2015909	0.8635697
569	1	-3480.28	-3305.06	-175.222	7.357903	0.1877856	0.009525725	0.03446271	0.0218891	0.517676	0.00445053	0.00602968	0.442399	0.00755637	27.36651	0.1246463	6	37.44374	0.3737435	0.000338983	0.0270395	0.351036	3.62159	0.297788	0.307795	0.132576	0.261841	0.159109	0.7834019
570	0	-3481.92	-3312.23	-169.697	6.269334	0.1743979	0.01251729	-0.01376645	0.0171511	0.530574	0.0157387	0.00540332	0.430557	0.000575818	24.25617	0.2237127	8	39.04695	0.5338738	0.000192699	0.0204324	0.313642	3.66573	0.288651	0.2965	0.140213	0.274636	0.2099463	1.065571
571	1	-3480.16	-3305.23	-174.93	7.357903	0.1817105	0.01005149	-0.02443603	0.0218204	0.516053	0.00776149	0.00681208	0.441012	0.00654102	27.36651	0.1421373	6	38.37609	0.4333885	0.000265068	0.0239352	0.334271	3.64153	0.297788	0.307795	0.132576	0.261841	0.1177012	1.207611
572	0	-3480.05	-3312.06	-167.984	6.269334	0.1771803	0.01251729	-0.01725542	0.0171459	0.530412	0.015734	0.00540168	0.430427	0.000879338	24.25617	0.1581243	8	38.5232	0.5353458	0.000218233	0.0217342	0.321547	3.6565	0.288651	0.2965	0.140213	0.274636	0.1408688	1.122493
573	1	-3483.3	-3307.52	-175.778	7.357903	0.2069378	0.008755921	0.009051405	0.0204744	0.484219	0.00491808	0.00639186	0.477477	0.00652003	24.65227	0.1086498	5	37.25479	0.4333885	0.000669546	0.0378713	0.401521	3.55994	0.297788	0.307795	0.132576	0.261841	0.1177012	0.9230985
574	0	-3482.22	-3314.84	-167.381	6.269334	0.1897218	0.01163573	-0.01305183	0.0168764	0.537705	0.0154866	0.00540582	0.42366	0.000865515	24.25617	0.1608351	8	38.97902	0.5353458	0.000365411	0.0280644	0.356305	3.61527	0.301405	0.309601	0.14303	0.245964	0.1477833	1.088317
575	1	-3479.04	-3305.06	-173.978	7.357903	0.2297222	0.0110777	0.06816821	0.0221618	0.524127	0.00532342	0.00691866	0.434411	0.0070574	24.65227	0.1064839	6	38.02545	0.4094752	0.00129745	0.0524885	0.456729	3.48949	0.297788	0.307795	0.132576	0.261841	0.1746521	0.6096914
576	0	-3478.98	-3311.4	-167.575	6.135346	0.1734157	0.01184999	0.0529606	0.0145247	0.546775	0.0133285	0.00465251	0.419975	0.000744904	24.25617	0.1093099	8	37.79931	0.4135076	0.000184241	0.0199821	0.310835	3.669	0.294857	0.305126	0.12941	0.270607	0.1622705	0.6736277
577	1	-3479.39	-3307.18	-172.208	7.357903	0.2297222	0.009262961	0.06649441	0.0236671	0.494707	0.00568498	0.00448728	0.463917	0.00753674	24.65227	0.1722674	7	38.01515	0.4645821	0.00129745	0.0524885	0.456729	3.48949	0.305845	0.304263	0.131055	0.258837	0.2387618	0.7215032
578	0	-3483.43	-3309.38	-174.047	6.135346	0.1863352	0.01125768	0.05143514	0.0145247	0.546775	0.0133285	0.00465251	0.419975	0.000744904	24.25617	0.1172738	7	37.28459	0.3437091	0.000320117	0.0262828	0.347065	3.62633	0.304222	0.283056	0.13352	0.279202	0.1687089	0.6951249
579	1	-3478.97	-3306.01	-172.969	7.357903	0.2294571	0.01110631	0.1036736	0.0236281	0.493894	0.00698481	0.00481535	0.463154	0.00752434	24.65783	0.1605527	7	37.68511	0.4645821	0.00128847	0.0523094	0.456117	3.49029	0.286439	0.304123	0.143532	0.265905	0.2642264	0.6076332
580	0	-3487.85	-3310.46	-177.387	6.135346	0.1817857	0.0114508	0.08951838	0.0145231	0.546714	0.0133271	0.004652	0.419929	0.000854855	24.03824	0.1237822	7	38.64916	0.2569803	0.000265903	0.0239725	0.33448	3.64128	0.271417	0.296402	0.139816	0.292366	0.2133006	0.5803182
581	1	-3481.45	-3308.5	-172.949	7.357903	0.2344387	0.0113975	0.1035674	0.0140313	0.51771	0.00556854	0.00468569	0.450683	0.00732174	24.65783	0.1605527	8	37.69331	0.5117078	0.0014641	0.0557053	0.4675	3.47533	0.286439	0.304123	0.143532	0.265905	0.2641201	0.6078777
582	0	-3482.1	-3309.95	-172.146	6.135346	0.1906812	0.01280378	0.028794	0.017569	0.451647	0.0161222	0.00562766	0.508	0.00103414	21.52733	0.1366592	7	38.55832	0.3264409	0.000379044	0.0285783	0.358902	3.61214	0.278006	0.303597	0.14321	0.275186	0.1654532	0.825969
583	1	-3484.69	-3309.78	-174.912	7.357903	0.2341727	0.01174826	0.06891939	0.0178733	0.496091	0.005336	0.00449002	0.469194	0.00701599	24.65783	0.2084665	8	38.12589	0.5117078	0.00145434	0.0555223	0.466899	3.47612	0.319	0.274476	0.150269	0.256255	0.2773859	0.7515397
584	0	-3485.01	-3311.33	-173.677	6.135346	0.1917402	0.01110183	0.08637083	0.0168061	0.452172	0.0161409	0.0056342	0.50859	0.000656427	21.52733	0.121967	7	39.48655	0.3264409	0.000394518	0.0291504	0.361759	3.6087	0.278495	0.314776	0.144207	0.262522	0.2083379	0.585429
585	1	-3478.78	-3308.1	-170.68	7.357903	0.2189069	0.01072369	0.03187285	0.0183558	0.509485	0.00548007	0.00383989	0.455634	0.00720542	23.20902	0.1501427	8	37.7154	0.5236598	0.000964243	0.0453451	0.431183	3.52251	0.319	0.274476	0.150269	0.256255	0.1820155	0.8248894
586	0	-3484.27	-3309.36	-174.902	6.200799	0.1987074	0.01266724	0.03596701	0.017986	0.45169	0.0161237	0.00562819	0.508048	0.000524026	21.52733	0.1746051	6	38.14595	0.3264409	0.000507867	0.0330331	0.380276	3.58618	0.285891	0.296578	0.148037	0.269494	0.2105721	0.8291938
587	1	-3478.26	-3309.63	-168.632	7.357903	0.2344726	0.009667745	0.006702778	0.0220681	0.503968	0.0120838	0.00405296	0.4507	0.00712739	23.20902	0.1826053	8	38.01755	0.4472586	0.00146535	0.0557286	0.467577	3.47523	0.283398	0.285135	0.161183	0.270284	0.1893081	0.9645933
588	0	-3481.03	-3309.94	-171.09	6.200799	0.2170119	0.01267877	0.02297429	0.0179705	0.451303	0.0161099	0.00648009	0.507613	0.000523577	21.52733	0.166895	6	37.70975	0.4049088	0.000912586	0.0441298	0.426584	3.52837	0.285891	0.296578	0.148037	0.269494	0.1898693	0.8789994
589	1	-3479.45	-3310.21	-169.242	7.357903	0.1996219	0.01148986	0.03932114	0.0183757	0.467351	0.0154515	0.00176513	0.489319	0.00773811	23.20902	0.149987	8	38.62316	0.4472586	0.000524297	0.0335576	0.38267	3.58325	0.283659	0.284477	0.161331	0.270533	0.1893081	0.7922903
590	0	-3482.72	-3310.76	-171.963	6.200799	0.2170119	0.01273381	-0.001016174	0.0176865	0.451433	0.0161145	0.00648196	0.50776	0.000523728	22.14578	0.1463788	6	38.28585	0.4117837	0.000912586	0.0441298	0.426584	3.52837	0.285891	0.296578	0.148037	0.269494	0.1453626	1.006991
591	1	-3491.4	-3318.03	-173.368	7.357903	0.1799834	0.0124292	0.06644871	0.0208042	0.529116	0.0174935	0.00199841	0.419894	0.0106937	23.20902	0.1228594	8	39.25315	0.4472586	0.000246416	0.0230843	0.329442	3.64723	0.280813	0.27811	0.159712	0.281364	0.1893081	0.6489917
592	0	-3481.83	-3311.6	-170.229	6.200799	0.2266564	0.01206125	-0.0291785	0.0180595	0.440847	0.0164543	0.00570869	0.518466	0.000464748	17.10565	0.1745411	6	38.88252	0.4220833	0.0011962	0.0504293	0.449608	3.49877	0.288448	0.29923	0.149361	0.262961	0.1453626	1.200729
593	1	-3484.07	-3311.66	-172.408	7.357903	0.1765412	0.01006651	0.08441193	0.020048	0.546202	0.0168576	0.00192577	0.40463	0.0103362	23.20902	0.1048962	8	38.26065	0.4472586	0.000212157	0.0214317	0.319737	3.65862	0.285667	0.282918	0.145187	0.286228	0.1893081	0.554103
594	0	-3481.47	-3315.17	-166.303	6.200799	0.2739882	0.01431409	0.09902798	0.0180765	0.441262	0.0164698	0.00477149	0.518955	0.000465186	17.32951	0.1530667	7	38.10303	0.5766946	0.00342292	0.084481	0.549421	3.36268	0.281019	0.302354	0.15092	0.265707	0.2520947	0.6071795
595	1	-3483.25	-3310.7	-172.559	7.357903	0.1768074	0.0114183	0.03641486	0.0186142	0.583505	0.0108036	0.00178804	0.375693	0.009597	23.20902	0.1048962	8	37.97415	0.4168333	0.000214672	0.0215574	0.320491	3.65774	0.285667	0.282918	0.145187	0.286228	0.1413111	0.742307
596	0	-3480.69	-3314.57	-166.122	6.200799	0.2799816	0.01124199	-0.03276835	0.0180701	0.441107	0.016464	0.00498465	0.518772	0.00060165	17.32951	0.1530667	7	37.45723	0.5766946	0.00381226	0.0890431	0.560601	3.34654	0.281019	0.302354	0.15092	0.265707	0.1202984	1.272392
597	1	-3479.8	-3308.85	-170.948	7.357903	0.1768074	0.0114183	0.07438284	0.0177974	0.601945	0.0103295	0.00154443	0.359208	0.0091759	24.0385	0.1258353	8	37.29449	0.4168333	0.000214672	0.0215574	0.320491	3.65774	0.292843	0.290025	0.13177	0.285362	0.2002182	0.628491
598	0	-3479.86	-3314.01	-165.854	6.200799	0.2763991	0.01141899	-0.02173429	0.0202541	0.49442	0.0184539	0.0055871	0.460104	0.00118117	17.71265	0.1722583	7	38.22226	0.5766946	0.00357653	0.0863117	0.553955	3.35616	0.282494	0.303941	0.151713	0.261852	0.150524	1.144391
599	1	-3483.25	-3308.7	-174.546	7.357903	0.1795949	0.009336159	-0.05552222	0.0173799	0.566312	0.0100872	0.0015082	0.395752	0.00896064	24.0385	0.2181284	7	38.1882	0.4949976	0.000242358	0.0228949	0.328352	3.64851	0.307059	0.293316	0.133265	0.26636	0.1626062	1.341452
600	0	-3486.22	-3320.01	-166.208	6.395619	0.2746175	0.01200793	0.002508569	0.0202541	0.49442	0.0184539	0.0055871	0.460104	0.00118117	17.71265	0.1480154	6	37.43878	0.4261833	0.00346263	0.0849583	0.550609	3.36097	0.331411	0.278145	0.128619	0.261825	0.150524	0.9833344
601	1	-3480.81	-3306.76	-174.042	6.849336	0.1795949	0.01240793	-0.03155478	0.0174615	0.56897	0.00544037	0.00151528	0.39761	0.00900271	24.0385	0.2230557	7	37.33173	0.4949976	0.000242358	0.0228949	0.328352	3.64851	0.285589	0.311187	0.124281	0.278943	0.1915009	1.164776
602	0	-3482.95	-3315.41	-167.536	6.099929	0.2651809	0.01200793	0.01088764	0.0201387	0.491603	0.0183488	0.0114398	0.457483	0.000986367	19.46328	0.1396363	7	37.59878	0.4261833	0.00289603	0.0778517	0.532426	3.38683	0.31785	0.288026	0.138034	0.256091	0.150524	0.9276684
603	1	-3485.3	-3310.41	-174.887	6.849336	0.1864943	0.01402345	-0.06725609	0.0173966	0.566857	0.00542016	0.00150965	0.396133	0.0126843	24.0385	0.258757	8	38.06531	0.4949976	0.000322149	0.0263654	0.347501	3.62581	0.292711	0.28775	0.13364	0.285899	0.1915009	1.351205
604	0	-3482.74	-3316.2	-166.548	6.099929	0.2667021	0.01200793	-0.0003370582	0.0201328	0.491458	0.0183434	0.0114365	0.457348	0.00128105	19.46328	0.17116	7	37.48094	0.4360523	0.00298321	0.0789897	0.53541	3.38262	0.315968	0.284326	0.146904	0.252801	0.1708229	1.001973
605	1	-3479.81	-3305.62	-174.192	6.849336	0.1854856	0.01099122	-0.06271936	0.0171206	0.557862	0.00533416	0.0014857	0.406498	0.0116991	23.90953	0.2528037	8	37.97458	0.496121	0.000309429	0.0258441	0.344729	3.62912	0.28164	0.314687	0.128586	0.275087	0.1900843	1.329956
606	0	-3487.54	-3318.39	-169.156	6.099929	0.2627216	0.01096464	0.02357903	0.0201208	0.493623	0.0183325	0.00998852	0.457076	0.000859127	19.46328	0.1549221	7	38.71981	0.4360523	0.00275842	0.0760189	0.527557	3.39367	0.322286	0.290012	0.129845	0.257857	0.1785011	0.8679054
607	1	-3476.27	-3304.4	-171.868	6.849336	0.2026897	0.01103065	-0.02436835	0.0171581	0.559082	0.00534582	0.00218043	0.407387	0.00884634	23.90953	0.2144526	8	38.80814	0.419066	0.000582168	0.0353415	0.390641	3.57343	0.293657	0.291505	0.132142	0.282696	0.1900843	1.128198
608	0	-3484.9	-3316.62	-168.285	6.099929	0.2432081	0.01278195	-0.001697402	0.019353	0.511701	0.0176328	0.0108547	0.439632	0.00082634	19.46328	0.1484495	7	38.35268	0.4360523	0.00181019	0.0618307	0.486942	3.44942	0.322286	0.290012	0.129845	0.257857	0.1467521	1.011566
609	1	-3483.82	-3306.75	-177.07	6.849336	0.2112881	0.009440093	-0.09858742	0.0170252	0.554752	0.013049	0.00216355	0.404232	0.00877783	23.80416	0.2257103	7	38.12791	0.5535691	0.000768134	0.0405308	0.412471	3.54623	0.294519	0.29236	0.14073	0.27239	0.1271229	1.775528
610	0	-3489.02	-3317.76	-171.26	6.382162	0.2114206	0.01113822	-0.1013196	0.019353	0.511701	0.0176328	0.0108547	0.439632	0.00082634	22.23839	0.2202066	7	37.70922	0.5592337	0.000771285	0.0406129	0.412802	3.54581	0.325083	0.292528	0.122296	0.260094	0.118887	1.852235
611	1	-3480.02	-3305.33	-174.691	6.849336	0.2229827	0.01123327	-0.05763973	0.0170498	0.555556	0.0118063	0.00197971	0.404818	0.00879054	27.4857	0.1679204	7	37.51737	0.4083153	0.00108202	0.0479968	0.440949	3.50997	0.297593	0.295412	0.131762	0.275233	0.1102806	1.522664
612	0	-3482.63	-3312.17	-170.467	6.382162	0.2114206	0.01239768	0.01706914	0.0183522	0.43165	0.0170709	0.0105087	0.521618	0.000800004	20.82558	0.1072576	7	37.46601	0.5358715	0.000771285	0.0406129	0.412802	3.54581	0.29254	0.298268	0.130868	0.278324	0.1243267	0.8627074
613	1	-3480.01	-3305.5	-174.511	6.849336	0.2182903	0.01064942	-0.002912475	0.0135548	0.55704	0.0118379	0.0028532	0.4059	0.00881404	27.4857	0.1756087	7	37.288	0.4083153	0.000947221	0.0449484	0.42969	3.52441	0.282611	0.309277	0.123068	0.285043	0.1726963	1.016865
614	0	-3480.92	-3310.61	-170.314	6.382162	0.2114035	0.01106809	-0.01816762	0.0163361	0.488425	0.01289	0.0174215	0.464314	0.00061297	20.82558	0.1439482	7	37.30277	0.4758023	0.000770878	0.0406023	0.412759	3.54587	0.295713	0.297211	0.130404	0.276672	0.1257806	1.144439
615	1	-3487.34	-3306.08	-181.257	6.849336	0.2095818	0.01169108	0.1442102	0.0138937	0.546125	0.0121338	0.00276638	0.416046	0.00903437	27.4857	0.1258834	7	37.57441	0.4083153	0.000728341	0.0394797	0.4082	3.55159	0.291478	0.285075	0.132861	0.290586	0.2700936	0.4660731
616	0	-3490.43	-3317.49	-172.941	6.700796	0.208329	0.01578771	0.01830064	0.0167454	0.475607	0.013213	0.017858	0.475948	0.000628329	21.25127	0.1439482	6	37.29446	0.4758023	0.000700051	0.0387144	0.405044	3.55554	0.289881	0.311069	0.127833	0.271216	0.1622489	0.8872064
617	1	-3486.28	-3307.41	-178.873	6.849336	0.2002795	0.0110895	0.08677125	0.0134448	0.580519	0.0139191	0.00349784	0.377196	0.0114231	27.4857	0.1833223	7	38.60808	0.4083153	0.000536341	0.0339369	0.384387	3.58114	0.291478	0.285075	0.132861	0.290586	0.2700936	0.6787364
618	0	-3488.01	-3312.17	-175.835	6.700796	0.2192996	0.01247403	0.1216215	0.0167454	0.475607	0.013213	0.017858	0.475948	0.000628329	20.08701	0.141372	5	37.2704	0.4758023	0.000975193	0.0455984	0.432131	3.5213	0.294954	0.296889	0.125023	0.283135	0.2629935	0.5375494
619	1	-3478.72	-3307.11	-171.609	6.849336	0.2039085	0.01237966	-0.06907153	0.013053	0.49157	0.0117864	0.00269421	0.471223	0.00967286	22.84547	0.1686173	8	38.20384	0.4488981	0.000606363	0.0360603	0.393782	3.56955	0.278577	0.316718	0.12698	0.277725	0.09954576	1.693867
620	0	-3490.55	-3312.93	-177.62	6.700796	0.2051719	0.01211031	0.0797447	0.0178405	0.561006	0.0127441	0.0210645	0.38686	0.000485342	20.06612	0.1832488	5	38.36708	0.3500081	0.000632181	0.0368115	0.397021	3.56554	0.290956	0.292865	0.136883	0.279297	0.2629935	0.6967807
621	1	-3481.27	-3307.48	-173.785	7.615285	0.2136145	0.01093838	-0.06907153	0.0132793	0.482753	0.0119908	0.00274094	0.479396	0.00984062	22.84547	0.1686173	7	38.27645	0.426351	0.000824782	0.0419803	0.418248	3.53895	0.284513	0.323466	0.129686	0.262334	0.09954576	1.693867
622	0	-3487.07	-3310.5	-176.573	6.700796	0.221557	0.01145547	0.1410698	0.017856	0.505859	0.0114913	0.0189939	0.445362	0.000437633	20.06612	0.1186245	5	38.12473	0.3500081	0.00103977	0.0470634	0.437552	3.51434	0.289953	0.293279	0.137076	0.279692	0.2596943	0.4567852
623	1	-3485.31	-3308.96	-176.358	7.615285	0.2379981	0.01045579	-0.0656934	0.0115848	0.546936	0.0105936	0.00242156	0.423536	0.0049277	25.6917	0.1686173	7	38.10116	0.5899583	0.0015988	0.0581699	0.475483	3.46475	0.299131	0.316858	0.127037	0.256975	0.1029239	1.638272
624	0	-3484.64	-3311.23	-173.408	6.700796	0.2510827	0.01222867	-0.03134147	0.017856	0.505859	0.0114913	0.0189939	0.445362	0.000437633	20.06612	0.1846384	5	37.22293	0.3500081	0.0021626	0.067473	0.503763	3.4266	0.29061	0.29391	0.136653	0.278828	0.1532969	1.204449
625	1	-3484.96	-3310.94	-174.015	7.615285	0.2379981	0.01237142	-0.03915128	0.0116021	0.547754	0.0115196	0.00242518	0.42417	0.00252891	25.6917	0.1632195	8	38.18433	0.5899583	0.0015988	0.0581699	0.475483	3.46475	0.302508	0.320435	0.128471	0.248586	0.1240682	1.315563
626	0	-3483.69	-3311.04	-172.651	6.700796	0.2530123	0.01202827	0.02251419	0.017856	0.505859	0.0114913	0.0189939	0.445362	0.000437633	20.06612	0.1812597	5	37.23604	0.3464421	0.00225513	0.0688738	0.507795	3.42108	0.292949	0.296275	0.137752	0.273025	0.2037739	0.8895139
627	1	-3492.76	-3314.03	-178.726	7.615285	0.2288715	0.009110607	-0.01000796	0.0133467	0.630119	0.0142333	0.00278985	0.335317	0.00419454	25.6917	0.1162325	8	38.19621	0.5899583	0.0012688	0.0519145	0.454762	3.49205	0.302508	0.320435	0.128471	0.248586	0.1062246	1.094215
628	0	-3485.93	-3311.25	-174.682	6.700796	0.2545791	0.01146662	-0.04895605	0.0141595	0.506124	0.0114974	0.0220153	0.445595	0.000608492	21.86262	0.2061801	5	37.83381	0.3690267	0.00233207	0.0700162	0.511043	3.41661	0.292949	0.296275	0.137752	0.273025	0.157224	1.311378
629	1	-3492.94	-3315.17	-177.769	7.615285	0.2341784	0.01017964	-0.07101247	0.0133387	0.629739	0.0142247	0.00278817	0.335115	0.00479459	25.6917	0.177237	8	37.89413	0.592028	0.00145455	0.0555262	0.466912	3.47611	0.30941	0.307028	0.129304	0.254258	0.1062246	1.668513
630	0	-3489.33	-3314.95	-174.382	6.700796	0.2372633	0.01126443	-0.01001354	0.0141566	0.50602	0.011495	0.0220108	0.445504	0.000814256	21.86262	0.2267768	5	37.89255	0.3690267	0.00157036	0.0576586	0.473845	3.46693	0.298187	0.322891	0.134565	0.244358	0.2167632	1.046196
631	1	-3490.24	-3315.08	-175.166	7.615285	0.2189256	0.01182259	-0.02605796	0.00861953	0.631373	0.0142617	0.00495481	0.335984	0.00480702	25.6917	0.1235005	8	37.42918	0.592028	0.000964764	0.0453571	0.431228	3.52245	0.291211	0.324059	0.116369	0.268362	0.09744257	1.267419
632	0	-3486.61	-3315.38	-171.23	6.700796	0.2225373	0.0111978	-0.005257295	0.0107687	0.514161	0.01168	0.022365	0.440198	0.000827357	21.86262	0.1834669	5	37.58429	0.3690267	0.0010687	0.0477045	0.43989	3.51134	0.298187	0.322891	0.134565	0.244358	0.1782096	1.029501
633	1	-3490.52	-3315.84	-174.678	7.615285	0.2148303	0.01274885	-0.06104347	0.00822183	0.602241	0.0136036	0.00472619	0.366622	0.00458523	24.22016	0.1523522	8	37.42395	0.3743305	0.000855503	0.0427451	0.421245	3.53515	0.309963	0.30215	0.117323	0.270563	0.09130873	1.668539
634	0	-3484.59	-3314.01	-170.577	6.700796	0.1975265	0.01053114	0.03214553	0.0107687	0.514161	0.01168	0.022365	0.440198	0.000827357	21.04917	0.1788949	6	37.48372	0.3690267	0.000487198	0.0323608	0.377171	3.58998	0.326375	0.275151	0.131016	0.267458	0.2110405	0.8476807
635	1	-3485.67	-3311.93	-173.746	7.615285	0.1818181	0.01004967	0.02936762	0.00683716	0.603364	0.013629	0.004735	0.367306	0.00412902	25.7802	0.1523522	8	37.47454	0.4115382	0.000266263	0.0239886	0.334571	3.64117	0.309963	0.30215	0.117323	0.270563	0.1817198	0.8383907
636	0	-3483.56	-3313.34	-170.225	6.670538	0.1942684	0.01178833	0.02407949	0.00941031	0.514867	0.011696	0.0223957	0.440802	0.000828494	21.04917	0.186961	7	37.9841	0.4002421	0.00043329	0.0305357	0.368534	3.6005	0.2921	0.301515	0.117257	0.289128	0.2110405	0.8859011
637	1	-3487.08	-3312.59	-174.493	7.615285	0.2016582	0.009978376	0.0281011	0.00683716	0.603364	0.013629	0.004735	0.367306	0.00412902	23.94928	0.1569695	7	37.32713	0.3934013	0.00056223	0.0347376	0.387972	3.57673	0.307488	0.299737	0.124372	0.268403	0.1850706	0.8481601
638	0	-3483.9	-3313.7	-170.203	6.670538	0.1946749	0.01332544	0.002572155	0.0109154	0.506236	0.0104423	0.0220202	0.449572	0.000814604	21.04917	0.1783235	7	38.19555	0.4399731	0.00043977	0.030761	0.369617	3.59918	0.292264	0.301684	0.116763	0.289289	0.1808956	0.985781
639	1	-3491.03	-3313.98	-177.057	7.615285	0.1929359	0.01061166	-0.01704277	0.00685764	0.605171	0.0106751	0.00474918	0.368406	0.00414139	23.94928	0.2231453	7	37.32713	0.3796538	0.000412529	0.0298022	0.364971	3.60481	0.270509	0.330842	0.120138	0.278511	0.2061025	1.082691
640	0	-3486.18	-3314.08	-172.096	6.670538	0.1946749	0.01276371	-0.07003837	0.00829435	0.507577	0.0104699	0.0220786	0.450763	0.000816762	20.66129	0.2591427	7	37.36258	0.3730769	0.00043977	0.030761	0.369617	3.59918	0.318022	0.304603	0.124956	0.252418	0.1891044	1.370369
641	1	-3494.57	-3314.03	-180.539	7.615285	0.2141457	0.01137379	-0.01704277	0.0102421	0.410831	0.0154213	0.00709308	0.550227	0.00618531	23.94928	0.2231453	6	39.56025	0.3796538	0.000838108	0.0423139	0.419559	3.53729	0.28268	0.300735	0.125544	0.291041	0.2061025	1.082691
642	0	-3484.11	-3312.66	-171.45	6.670538	0.175776	0.01125877	0.01699634	0.00880975	0.489382	0.0100946	0.0161326	0.474793	0.000787485	22.56363	0.162266	7	38.49677	0.3799634	0.00020505	0.0210723	0.317565	3.66116	0.307016	0.294061	0.124545	0.274378	0.1792623	0.9051873
643	1	-3492.48	-3314.53	-177.95	7.615285	0.1969143	0.01086771	0.009719414	0.0101019	0.410764	0.0154488	0.00710571	0.551207	0.00537241	23.94928	0.1935319	7	38.019	0.3520684	0.000476723	0.0320145	0.375557	3.59195	0.282844	0.30091	0.125035	0.291211	0.2032514	0.9521803
644	0	-3489.81	-3316.18	-173.64	6.670538	0.1788642	0.01128125	0.007535516	0.0084768	0.494556	0.00873971	0.0408701	0.446591	0.000765941	22.56363	0.1816533	6	38.32506	0.3539476	0.000234859	0.0225406	0.326298	3.65093	0.316304	0.302958	0.12161	0.259128	0.1891889	0.9601693
645	1	-3489.12	-3310.61	-178.519	7.615285	0.1939662	0.01057827	0.009613059	0.0108127	0.458743	0.0172533	0.00793567	0.499256	0.00599992	28.62604	0.1936383	8	37.62314	0.3520684	0.000428518	0.0303687	0.367727	3.60148	0.305418	0.324926	0.135015	0.234641	0.2032514	0.9527036
646	0	-3489.89	-3317.85	-172.037	6.670538	0.1968644	0.01118158	0.03206244	0.00899046	0.566142	0.00747176	0.0349407	0.3818	0.000654818	22.34906	0.1686346	6	37.51085	0.4882906	0.000475875	0.0319863	0.375425	3.59211	0.312928	0.312324	0.118386	0.256362	0.2006971	0.8402446
647	1	-3492.31	-3310.84	-181.471	7.615285	0.1908021	0.01113779	-0.02917136	0.0115022	0.448613	0.0150618	0.00410293	0.514853	0.00586743	28.62604	0.2039244	7	37.58351	0.3520684	0.000380788	0.0286434	0.359229	3.61175	0.316539	0.278109	0.154424	0.250928	0.1747531	1.166929
648	0	-3485.63	-3313.27	-172.361	6.670538	0.1825907	0.01316995	0.07737324	0.00869806	0.547729	0.00739833	0.0293605	0.406218	0.000595871	22.34906	0.1686346	6	37.70984	0.444213	0.000274963	0.0243742	0.336721	3.63863	0.278235	0.313498	0.128974	0.279292	0.2460079	0.6854847
649	1	-3489.72	-3309.33	-180.384	7.615285	0.213	0.009396072	-0.05421885	0.0126175	0.397758	0.0157331	0.00450074	0.564772	0.00461888	28.62604	0.1885838	7	37.22679	0.3520684	0.000809549	0.0415957	0.416728	3.54087	0.301307	0.284307	0.157865	0.25652	0.134365	1.403519
650	0	-3487.43	-3312.75	-174.677	6.670538	0.1738688	0.01188048	-0.04006479	0.00998326	0.547019	0.00738874	0.0293224	0.405691	0.000595098	22.34906	0.2039023	6	37.70984	0.444213	0.000188108	0.0201892	0.312131	3.66749	0.288507	0.304309	0.125194	0.281991	0.1638375	1.24454
651	1	-3489.94	-3309.38	-180.565	7.615285	0.2074469	0.0105199	-0.02964698	0.0126268	0.398054	0.0157448	0.00375983	0.565192	0.00462231	29.44295	0.1640119	7	37.70019	0.3753442	0.000680599	0.038179	0.402812	3.55833	0.311418	0.293848	0.143587	0.251147	0.134365	1.220645
