Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1771	1	-3487.8	-3309.92	-177.88	6.444463	0.1877068	0.01195577	-0.05353188	0.0169762	0.4734	0.00467132	0.00843506	0.490706	0.00581149	19.93123	0.2022984	7	37.54312	0.4259649	0.000337937	0.0269981	0.35082	3.62184	0.298561	0.31892	0.130157	0.252362	0.1487665	1.359838
1772	0	-3477.4	-3302.55	-174.86	7.529652	0.2122185	0.01038015	0.02343226	0.018684	0.473949	0.0102529	0.00678751	0.483518	0.00680823	24.98347	0.1428501	7	38.42404	0.3507886	0.000790456	0.0411083	0.414788	3.54331	0.308175	0.303781	0.131931	0.256113	0.1662824	0.8590815
1773	1	-3478.54	-3308.71	-169.83	6.444463	0.2076821	0.009919162	-0.0189981	0.0196485	0.513837	0.00421916	0.00761859	0.443209	0.0114677	23.33264	0.1677646	9	37.6336	0.4259649	0.000685748	0.0383215	0.403408	3.55758	0.281312	0.320995	0.131004	0.266689	0.1487665	1.127704
1774	0	-3478.68	-3303.12	-175.554	7.529652	0.210081	0.01038015	0.02613442	0.0186866	0.474014	0.0102543	0.00678844	0.483584	0.0066733	25.55878	0.1197261	7	37.22811	0.5026344	0.00073983	0.0397861	0.409452	3.55002	0.305206	0.275201	0.14828	0.271313	0.1458605	0.8208259
1775	1	-3476.91	-3306.71	-170.199	6.444463	0.2076821	0.01238021	-0.02849273	0.021559	0.511322	0.00570011	0.00896807	0.441039	0.0114116	25.43578	0.1677646	9	37.23887	0.4259649	0.000685748	0.0383215	0.403408	3.55758	0.290827	0.296637	0.135435	0.277101	0.1392719	1.204583
1776	0	-3480.18	-3303.49	-176.683	7.529652	0.2453519	0.01036721	0.03709068	0.0186866	0.474014	0.0102543	0.00678844	0.483584	0.0066733	25.55878	0.17562	7	37.22811	0.5026344	0.00190216	0.0633543	0.49158	3.44316	0.305588	0.282607	0.15266	0.259145	0.2127106	0.8256284
1777	1	-3478.23	-3307.89	-170.334	6.444463	0.2240643	0.01149731	-0.06770347	0.0215663	0.511496	0.00642032	0.00897112	0.441189	0.0103566	23.5969	0.2213814	9	37.23887	0.4259649	0.00111484	0.0487089	0.443513	3.50666	0.280301	0.309826	0.143486	0.266387	0.153678	1.440554
1778	0	-3480.54	-3302.87	-177.667	7.529652	0.2136541	0.009311662	0.0284202	0.0186866	0.474014	0.0102543	0.00678844	0.483584	0.0066733	28.20344	0.1080268	7	37.50024	0.5026344	0.000825769	0.0420051	0.418346	3.53882	0.307838	0.284688	0.146422	0.261052	0.136447	0.7917126
1779	1	-3479.44	-3308.37	-171.064	6.444463	0.2240643	0.01292816	0.06319136	0.0215786	0.511788	0.0058539	0.00897624	0.441441	0.0103625	23.5969	0.1338769	9	38.21991	0.4897828	0.00111484	0.0487089	0.443513	3.50666	0.275722	0.305407	0.141142	0.277729	0.1970683	0.6793428
1780	0	-3484.3	-3304.35	-179.957	7.99988	0.2434733	0.01082654	-0.01176412	0.0169259	0.526893	0.00928813	0.00282772	0.438021	0.00604454	28.20344	0.2157354	7	37.54031	0.4623677	0.00182141	0.0620186	0.487518	3.44864	0.313361	0.289795	0.131108	0.265736	0.2039713	1.057675
1781	1	-3482.1	-3307.12	-174.984	6.444463	0.204511	0.01237336	-0.08510575	0.00908943	0.515951	0.0104315	0.00904926	0.445032	0.0104468	24.53275	0.2543864	9	37.68878	0.3170646	0.000618579	0.0364177	0.395328	3.56764	0.28491	0.300608	0.141118	0.273364	0.1692806	1.50275
1782	0	-3480.1	-3302.47	-177.636	7.99988	0.1973592	0.00913793	0.04744635	0.0169361	0.52721	0.00831161	0.00321033	0.438284	0.00604818	28.20344	0.1322602	7	38.78685	0.4623677	0.000484319	0.032266	0.376731	3.59052	0.305275	0.282318	0.14633	0.266077	0.1797065	0.7359787
1783	1	-3483.88	-3310.46	-173.425	6.444463	0.1659486	0.01315487	-0.02556703	0.00908943	0.515951	0.0104315	0.00904926	0.445032	0.0104468	24.53275	0.1607049	9	38.05203	0.3170646	0.000128718	0.0167215	0.289242	3.69391	0.282823	0.298406	0.147409	0.271362	0.1351379	1.189192
1784	0	-3479.67	-3302.75	-176.917	7.99988	0.1973592	0.01009542	0.03629272	0.0169213	0.52675	0.00984988	0.0025335	0.437902	0.00604291	28.20344	0.1434138	7	38.07408	0.4623677	0.000484319	0.032266	0.376731	3.59052	0.283448	0.317858	0.142787	0.255908	0.1797065	0.7980445
1785	1	-3482.85	-3306.98	-175.873	6.444463	0.1659486	0.01299008	-0.005726498	0.00874286	0.538138	0.00785757	0.00870422	0.428063	0.00849404	27.95423	0.1408644	9	37.79977	0.3170646	0.000128718	0.0167215	0.289242	3.69391	0.293937	0.310132	0.139528	0.256404	0.1351379	1.042375
1786	0	-3479.58	-3305.01	-174.573	7.99988	0.2109926	0.01057193	0.03072485	0.00895858	0.529951	0.00990973	0.00453774	0.440563	0.00607963	26.23356	0.1281354	7	37.32143	0.4623677	0.000761137	0.0403481	0.411734	3.54716	0.281257	0.322645	0.136336	0.259762	0.1588602	0.806592
1787	1	-3484.23	-3307.22	-177.008	6.444463	0.1844306	0.01124771	-0.07759618	0.0087109	0.536171	0.00834885	0.0118081	0.426499	0.00846299	27.95423	0.1817795	9	38.15502	0.3170646	0.000296523	0.0253039	0.34182	3.63258	0.28833	0.329297	0.13086	0.251513	0.1041833	1.744804
1788	0	-3490.32	-3306.62	-183.705	7.99988	0.2230575	0.009650622	0.1641027	0.00915369	0.521038	0.00880176	0.00463657	0.450158	0.00621203	26.23356	0.07922765	7	37.78569	0.270319	0.00108427	0.0480459	0.441127	3.50974	0.280701	0.322006	0.138045	0.259248	0.2433304	0.325597
1789	1	-3481.82	-3307.26	-174.559	6.444463	0.1844306	0.01124771	0.06678363	0.00874526	0.538286	0.00838179	0.0118547	0.428181	0.00455133	25.80871	0.1138766	9	38.76737	0.3170646	0.000296523	0.0253039	0.34182	3.63258	0.296904	0.3172	0.125298	0.260598	0.1806603	0.6303358
1790	0	-3482.62	-3303.64	-178.986	7.99988	0.2230575	0.01022789	0.08727891	0.0144572	0.51882	0.00876429	0.00438638	0.448242	0.00533028	26.23356	0.07922765	6	38.77717	0.3469387	0.00108427	0.0480459	0.441127	3.50974	0.281724	0.323181	0.134902	0.260193	0.1665066	0.475823
1791	1	-3480.56	-3308.91	-171.647	6.444463	0.1844306	0.01475256	-0.01259078	0.00874526	0.538286	0.00838179	0.0118547	0.428181	0.00455133	24.34688	0.193251	8	37.63527	0.5210376	0.000296523	0.0253039	0.34182	3.63258	0.297448	0.290975	0.133636	0.277941	0.1806603	1.069693
1792	0	-3479.34	-3304.4	-174.948	7.749737	0.1699585	0.0105031	0.03398861	0.0171789	0.517387	0.00874009	0.00437427	0.447004	0.00531556	25.37687	0.1370238	6	37.89458	0.5628716	0.000156669	0.0184364	0.300893	3.68051	0.296637	0.316192	0.131984	0.255187	0.1710124	0.8012506
1793	1	-3480.13	-3306.84	-173.29	6.494658	0.2273413	0.01162608	0.04012222	0.00874526	0.538286	0.00838179	0.0118547	0.428181	0.00455133	24.34688	0.1739924	8	38.47162	0.5210376	0.00121834	0.0508871	0.451207	3.49669	0.286467	0.303747	0.142106	0.26768	0.2141146	0.8126133
1794	0	-3481.23	-3305.32	-175.909	7.749737	0.1699585	0.009704314	-0.00660799	0.0171832	0.517516	0.00874227	0.00412623	0.447115	0.00531689	25.37687	0.1370238	7	38.47466	0.5628716	0.000156669	0.0184364	0.300893	3.68051	0.277603	0.325678	0.139071	0.257648	0.1304158	1.050669
1795	1	-3480.33	-3309.85	-170.477	6.494658	0.2601016	0.01192492	0.05065041	0.0135714	0.549325	0.00855367	0.0120978	0.411808	0.00464466	24.35881	0.1445416	9	37.68309	0.5359096	0.00261636	0.074076	0.52231	3.401	0.286253	0.30352	0.142747	0.26748	0.195192	0.7405098
1796	0	-3481.62	-3306.21	-175.417	7.749737	0.1750386	0.009530237	-0.008937498	0.0171702	0.517123	0.00949498	0.0041231	0.446776	0.00531285	25.37687	0.1393533	7	37.75525	0.5628716	0.00019837	0.0207287	0.315468	3.6636	0.277603	0.325678	0.139071	0.257648	0.1304158	1.068531
1797	1	-3484.54	-3313.32	-171.215	6.494658	0.2601016	0.01269561	-0.06651424	0.0135714	0.549325	0.00855367	0.0120978	0.411808	0.00464466	24.35881	0.2181826	9	37.37852	0.5774462	0.00261636	0.074076	0.52231	3.401	0.303687	0.315163	0.111539	0.269612	0.1516683	1.438551
1798	0	-3486.06	-3307.51	-178.558	7.749737	0.1801577	0.01216462	-0.0111207	0.0172189	0.518591	0.00952192	0.00457846	0.448043	0.00204665	28.2773	0.1294693	7	37.98108	0.5766449	0.000248253	0.0231695	0.32993	3.64665	0.268102	0.336192	0.129741	0.265965	0.1183486	1.093966
1799	1	-3482.23	-3313.32	-168.916	6.916332	0.2432472	0.01241515	-0.01990483	0.0134911	0.546074	0.01442	0.0120262	0.409371	0.00461718	22.92268	0.1665556	9	38.22126	0.4679946	0.00181184	0.0618584	0.487027	3.4493	0.300623	0.311983	0.120502	0.266892	0.1466508	1.135729
1800	0	-3488.43	-3309.36	-179.065	7.749737	0.1921429	0.01011627	0.01688865	0.0159584	0.472978	0.0088249	0.00424331	0.496099	0.00189683	26.79867	0.09042277	7	38.71738	0.5766449	0.000400519	0.0293692	0.362842	3.60739	0.287891	0.266034	0.146865	0.29921	0.1073114	0.8426202
1801	1	-3484.4	-3313.97	-170.437	7.062657	0.2381125	0.01302381	-0.07766942	0.0134911	0.546074	0.01442	0.0120262	0.409371	0.00461718	23.77209	0.2243202	9	37.31161	0.4138776	0.00160326	0.0582496	0.475737	3.46441	0.286102	0.296914	0.125271	0.291714	0.1466508	1.529622
1802	0	-3476.87	-3304.7	-172.173	7.749737	0.2300635	0.01011627	0.03349568	0.0158931	0.476719	0.00878878	0.00264125	0.494068	0.00188907	26.00092	0.1341008	8	37.55962	0.4717305	0.00130906	0.0527193	0.457516	3.48846	0.278167	0.307193	0.143734	0.270906	0.1675964	0.8001408
1803	1	-3481.45	-3311.49	-169.961	7.062657	0.1725035	0.01241877	0.005434676	0.0135613	0.548916	0.00794359	0.0134362	0.411502	0.00464121	23.60379	0.135219	9	38.69591	0.4138776	0.000176639	0.0195683	0.308222	3.67203	0.298997	0.307396	0.118248	0.275359	0.1406537	0.9613613
1804	0	-3479.35	-3306.45	-172.905	7.749737	0.2083625	0.01011627	0.05635476	0.0173243	0.55621	0.0081656	0.00308166	0.413014	0.00220406	26.29051	0.1112417	8	37.55962	0.4717305	0.000700798	0.0387348	0.405128	3.55544	0.325744	0.283977	0.135289	0.254989	0.1675964	0.6637473
1805	1	-3475.58	-3308.2	-167.387	6.043233	0.1701772	0.01369423	-0.02675412	0.0135613	0.548916	0.00794359	0.0134362	0.411502	0.00464121	23.60379	0.188993	9	37.74452	0.4472666	0.000158315	0.0185324	0.301525	3.67978	0.295284	0.302383	0.125113	0.277221	0.1622389	1.164906
1806	0	-3478.91	-3304.07	-174.837	7.749737	0.2003821	0.01011627	0.04199226	0.0159397	0.511755	0.00751296	0.00156975	0.461195	0.0020279	26.29051	0.1585598	8	38.57628	0.4717305	0.000538238	0.0339962	0.384654	3.58081	0.320846	0.292561	0.130709	0.255884	0.2005521	0.7906167
1807	1	-3473.85	-3305.58	-168.261	6.043233	0.1879663	0.01147463	-0.009147609	0.0125563	0.549641	0.00795408	0.013454	0.412045	0.00434973	23.60379	0.1713865	9	37.76746	0.4472666	0.000341388	0.0271344	0.351529	3.621	0.296027	0.302064	0.124981	0.276929	0.1622389	1.056384
1808	0	-3481.45	-3305.36	-176.094	7.749737	0.2119007	0.01087908	0.04709757	0.0159397	0.511755	0.00751296	0.00156975	0.461195	0.0020279	28.83381	0.1534545	8	38.10381	0.4717305	0.00078278	0.0409107	0.413998	3.54431	0.317171	0.272716	0.129212	0.280901	0.2005521	0.7651604
1809	1	-3477.84	-3307.98	-169.86	6.043233	0.1748134	0.01147463	0.01734761	0.0125055	0.547418	0.00792192	0.0133996	0.410379	0.00837596	23.60379	0.1253572	9	39.76635	0.4472666	0.000196362	0.0206243	0.314826	3.66435	0.305962	0.286322	0.145219	0.262497	0.1427048	0.8784371
1810	0	-3484.02	-3307.29	-176.73	7.749737	0.1751083	0.01128919	0.0457413	0.00915327	0.515284	0.00756477	0.00158058	0.464376	0.00204188	28.83381	0.122205	8	38.84819	0.3480996	0.000198994	0.020761	0.315666	3.66337	0.318674	0.295472	0.121569	0.264285	0.1679463	0.7276433
1811	1	-3474.49	-3306.63	-167.864	6.043233	0.1943494	0.01147463	-0.0246104	0.0168713	0.545915	0.00790016	0.0117091	0.409252	0.00835295	23.60379	0.1647544	9	38.65433	0.4472666	0.000434576	0.0305806	0.36875	3.60023	0.30348	0.292112	0.144041	0.260367	0.140144	1.175608
1812	0	-3485.16	-3305.81	-179.35	7.749737	0.2028354	0.01012978	-0.04102316	0.00912288	0.513573	0.00753966	0.00468376	0.462834	0.00224628	28.83381	0.1645219	8	41.99218	0.2753979	0.000585024	0.0354271	0.391018	3.57297	0.306446	0.284135	0.146505	0.262914	0.1234987	1.332175
1813	1	-3476.6	-3308.4	-168.195	6.043233	0.2383845	0.01147463	0.04503144	0.0178821	0.578623	0.00837349	0.0109016	0.375867	0.00835332	23.6194	0.1270762	9	37.86294	0.4472666	0.0016139	0.0584393	0.476342	3.46361	0.281283	0.30852	0.139222	0.270975	0.1721077	0.7383531
1814	0	-3486.26	-3306.61	-179.651	7.749737	0.2097333	0.01012978	0.02479361	0.00912288	0.513573	0.00753966	0.00468376	0.462834	0.00224628	28.83381	0.1645219	8	38.18412	0.2578657	0.000731815	0.0395726	0.40858	3.55112	0.303708	0.281596	0.145196	0.2695	0.1893155	0.8690355
1815	1	-3476.68	-3306.03	-170.656	6.043233	0.1874113	0.01147463	0.03158917	0.0179566	0.581033	0.00840837	0.010947	0.377432	0.00422292	23.6194	0.1607092	8	38.28138	0.4892016	0.000334038	0.0268433	0.350013	3.62281	0.277089	0.315823	0.129698	0.27739	0.1922984	0.8357284
1816	0	-3482.54	-3304.21	-178.33	7.749737	0.2219664	0.01137069	0.04757692	0.011857	0.512374	0.00699185	0.00467282	0.461753	0.00235113	25.98478	0.1417386	7	38.69878	0.2578657	0.00105179	0.0473308	0.43853	3.51309	0.298567	0.286359	0.141045	0.274029	0.1893155	0.7486898
1817	1	-3476.3	-3305.84	-170.468	6.043233	0.2224029	0.01171923	-0.01657463	0.0179957	0.582297	0.00842666	0.0109708	0.378253	0.00205685	22.88839	0.1587928	8	37.31182	0.4892016	0.00106471	0.0476165	0.43957	3.51175	0.277683	0.315249	0.129976	0.277092	0.1422181	1.116544
1818	0	-3481.31	-3304.29	-177.019	7.749737	0.2164057	0.01137069	-0.0071706	0.0150164	0.509061	0.00694665	0.00787215	0.458768	0.00233593	25.98478	0.1964861	7	38.65304	0.4103879	0.00089647	0.0437435	0.425105	3.53025	0.282424	0.313489	0.144876	0.259212	0.1893155	1.037876
1819	1	-3478.06	-3309.93	-168.131	6.043233	0.2495756	0.009526781	0.01767624	0.0228127	0.470586	0.0106823	0.0139075	0.479503	0.00250897	22.88839	0.1587928	9	37.31182	0.4328947	0.00209204	0.0663836	0.50059	3.43093	0.290798	0.291494	0.13321	0.284498	0.176469	0.8998337
1820	0	-3480.99	-3305.66	-175.33	7.749737	0.1931122	0.008946663	-0.01247184	0.020662	0.506143	0.00690683	0.00782703	0.456138	0.00232254	25.44083	0.1484774	7	42.40224	0.4103879	0.000415234	0.0298988	0.365443	3.60424	0.284398	0.315681	0.13286	0.267061	0.1360055	1.091701
1821	1	-3478.45	-3308.71	-169.74	6.043233	0.2459539	0.01261819	-0.01902961	0.0228127	0.470586	0.0106823	0.0139075	0.479503	0.00250897	22.88839	0.1858355	9	37.31182	0.5181017	0.00192852	0.0637839	0.492875	3.44141	0.302384	0.278252	0.151578	0.267785	0.1668059	1.114082
1822	0	-3484.27	-3305.82	-178.449	7.749737	0.2399426	0.01008194	0.03238506	0.0206574	0.50603	0.00712915	0.00782527	0.456036	0.00232202	23.91409	0.08298816	6	42.19312	0.3883341	0.0016757	0.059529	0.479791	3.459	0.284398	0.315681	0.13286	0.267061	0.1153732	0.7193018
1823	1	-3472.86	-3305.79	-167.071	6.043233	0.2040974	0.01243273	0.01177986	0.021529	0.444106	0.0100812	0.0131249	0.508791	0.00236779	22.88839	0.1529487	9	38.27851	0.5181017	0.000610174	0.0361722	0.394267	3.56895	0.301599	0.289251	0.14206	0.26709	0.1647286	0.9284893
1824	0	-3477.57	-3303.26	-174.313	7.749737	0.2126446	0.01008194	0.008048378	0.0207043	0.507179	0.00487575	0.00784304	0.457071	0.00232729	23.91409	0.1007689	7	38.16803	0.3883341	0.000800825	0.0413738	0.415846	3.54198	0.296821	0.288631	0.135822	0.278726	0.1088173	0.9260377
1825	1	-3479.92	-3311.13	-168.793	6.043233	0.2040974	0.01254141	0.01308399	0.0215296	0.444092	0.0100814	0.0131252	0.508804	0.00236785	22.88839	0.1529487	9	37.63141	0.5181017	0.000610174	0.0361722	0.394267	3.56895	0.283599	0.33167	0.133582	0.251149	0.1660327	0.9211963
1826	0	-3481.29	-3303.98	-177.31	7.749737	0.2406837	0.01008194	0.04018008	0.0220383	0.528332	0.00377733	0.00817015	0.435258	0.00242436	23.91409	0.1674509	7	40.4757	0.3883341	0.00170563	0.0600493	0.481423	3.45682	0.290723	0.288134	0.135588	0.285556	0.207631	0.8064832
1827	1	-3478.82	-3308.97	-169.845	6.043233	0.2273131	0.01187167	0.01308399	0.0215296	0.444092	0.0100814	0.0131252	0.508804	0.00236785	22.88839	0.1529487	9	38.44471	0.5181017	0.00121742	0.0508682	0.451141	3.49677	0.296928	0.283159	0.15637	0.263542	0.1660327	0.9211963
1828	0	-3478.54	-3305.3	-173.234	7.749737	0.1975357	0.009061617	-0.008749137	0.0217759	0.522042	0.00373236	0.0199785	0.430076	0.0023955	25.78987	0.1617553	8	38.8526	0.3883341	0.000487357	0.032366	0.377196	3.58995	0.302772	0.300076	0.129417	0.267735	0.1530062	1.057182
1829	1	-3486.53	-3311.11	-175.422	6.043233	0.2273131	0.0112746	0.02416883	0.0214843	0.443158	0.0146142	0.0106466	0.507734	0.00236287	27.87574	0.1737622	8	38.44471	0.4661625	0.00121742	0.0508682	0.451141	3.49677	0.298058	0.284237	0.155725	0.261979	0.197931	0.8778927
1830	0	-3478.63	-3304.83	-173.81	7.749737	0.1975357	0.009822512	0.02048656	0.02175	0.521422	0.00372793	0.0199548	0.429565	0.00358083	25.78987	0.1691195	8	37.46536	0.4562384	0.000487357	0.032366	0.377196	3.58995	0.303528	0.300825	0.127245	0.268403	0.1896061	0.891952
1831	1	-3481.1	-3304.46	-176.635	6.043233	0.206076	0.01115947	-0.03912034	0.0121826	0.514808	0.012954	0.00943716	0.450054	0.000564656	27.87574	0.198913	8	38.88278	0.4661625	0.000651122	0.0373526	0.399329	3.56267	0.301678	0.287689	0.145472	0.265161	0.1597927	1.244819
1832	0	-3478.72	-3304.59	-174.132	7.749737	0.1920589	0.009822512	0.05716939	0.0216338	0.518635	0.003708	0.0198481	0.427269	0.00890658	25.78987	0.1324367	8	38.25214	0.4562384	0.000399261	0.0293235	0.362616	3.60766	0.293704	0.305068	0.12904	0.272189	0.1896061	0.6984834
1833	1	-3481	-3304.48	-176.515	6.043233	0.1750486	0.01252169	-0.0519684	0.0110748	0.467992	0.011776	0.00567903	0.502858	0.000619667	27.87574	0.198913	8	39.22141	0.4606751	0.00019846	0.0207333	0.315497	3.66357	0.301678	0.287689	0.145472	0.265161	0.1469446	1.35366
1834	0	-3483.69	-3307.06	-176.623	8.112259	0.1920589	0.01207792	-0.0228902	0.0209785	0.518231	0.00298247	0.0159645	0.434679	0.00716386	25.61965	0.2124963	8	38.57086	0.5165717	0.000399261	0.0293235	0.362616	3.60766	0.290961	0.302219	0.137173	0.269647	0.1896061	1.120725
1835	1	-3480.89	-3305.93	-174.957	6.043233	0.1698153	0.01210956	-0.04896668	0.0128472	0.542891	0.0136606	0.00658792	0.423294	0.000718839	27.57492	0.1959113	8	37.59937	0.4606751	0.000155598	0.0183737	0.300479	3.68099	0.31156	0.286143	0.128451	0.273847	0.1469446	1.333232
1836	0	-3481.97	-3308.79	-173.179	8.112259	0.2208914	0.01165517	0.06277158	0.0209805	0.51828	0.00536437	0.015966	0.432244	0.00716454	27.20416	0.1072864	8	37.25834	0.3419206	0.00102044	0.0466299	0.435959	3.51639	0.273537	0.316537	0.13822	0.271706	0.1700579	0.6308812
1837	1	-3483.87	-3306.87	-177.001	6.043233	0.174076	0.01131829	0.05857461	0.0200483	0.552152	0.0138937	0.0067003	0.406475	0.000731102	27.57492	0.1417703	7	37.76999	0.4606751	0.000189896	0.0202842	0.312723	3.6668	0.296124	0.301174	0.12858	0.274122	0.2003449	0.7076312
1838	0	-3488	-3308.68	-179.316	8.112259	0.2105243	0.01200264	-0.03554181	0.0211812	0.513671	0.00541569	0.0161188	0.43638	0.00723309	27.20416	0.176469	8	41.95022	0.4311467	0.00075014	0.0400591	0.410563	3.54863	0.272184	0.314971	0.137536	0.275309	0.1409272	1.2522
1839	1	-3483.47	-3305.86	-177.609	6.043233	0.1818606	0.01159942	0.01360287	0.0178194	0.490765	0.012349	0.00595538	0.472301	0.0008103	27.57492	0.1648821	7	38.70554	0.3258197	0.000266736	0.0240097	0.334689	3.64103	0.282453	0.320931	0.128687	0.267929	0.178485	0.9237871
1840	0	-3481.59	-3306.93	-174.661	7.752587	0.2315068	0.009354977	0.03379829	0.0211725	0.51346	0.00582423	0.0161122	0.436201	0.00723011	27.20416	0.1100976	8	37.61476	0.4061191	0.00135893	0.0536988	0.460831	3.48411	0.284357	0.329058	0.129213	0.257372	0.1438959	0.7651198
1841	1	-3480.97	-3306.03	-174.947	6.043233	0.2057036	0.01159942	-0.004632298	0.0196263	0.439263	0.0136013	0.00655928	0.520194	0.000755566	27.57492	0.1671385	8	38.56114	0.4846569	0.000643274	0.0371294	0.398379	3.56385	0.286383	0.287982	0.153978	0.271657	0.1625062	1.028505
1842	0	-3479.17	-3304.39	-174.773	7.752587	0.216698	0.009640765	0.04513607	0.0222237	0.538953	0.0061134	0.0126895	0.411883	0.00813805	27.20416	0.1100976	8	38.24869	0.4183799	0.000904218	0.0439296	0.425819	3.52935	0.29384	0.283477	0.137793	0.284891	0.1552337	0.7092379
1843	1	-3482.45	-3306.95	-175.491	6.043233	0.2057036	0.01220686	0.0539649	0.0186042	0.439721	0.0136154	0.00656612	0.520737	0.000756354	27.57492	0.1739684	8	37.48016	0.4846569	0.000643274	0.0371294	0.398379	3.56385	0.27764	0.287106	0.149636	0.285618	0.2279333	0.7632426
1844	0	-3480.01	-3306.27	-173.74	7.752587	0.216698	0.01028352	0.01882495	0.0141904	0.540551	0.00613153	0.0172626	0.413104	0.00876027	27.13401	0.1391152	8	39.21502	0.3461278	0.000904218	0.0439296	0.425819	3.52935	0.301206	0.28704	0.11972	0.292033	0.1579401	0.8808096
1845	1	-3482.58	-3307.01	-175.573	6.043233	0.2057036	0.01284727	0.0225218	0.0179915	0.425238	0.013167	0.00634985	0.536522	0.000731442	27.57492	0.1377113	8	39.91056	0.3919683	0.000643274	0.0371294	0.398379	3.56385	0.301029	0.278613	0.144515	0.275843	0.1602331	0.8594435
1846	0	-3483.83	-3307.04	-176.797	7.752587	0.1838987	0.009419318	0.05279584	0.0142264	0.541922	0.00361123	0.0173063	0.414152	0.00878249	31.33801	0.1051443	8	37.37431	0.4022346	0.000290167	0.0250335	0.340349	3.63433	0.323552	0.275682	0.120289	0.280477	0.1579401	0.6657225
1847	1	-3480.03	-3305.92	-174.102	6.043233	0.1993286	0.01207386	-0.007038649	0.0143562	0.473199	0.014652	0.00706603	0.489913	0.000813938	26.59581	0.1377113	8	38.36852	0.3919683	0.000518988	0.0333891	0.381903	3.58419	0.310186	0.289249	0.150032	0.250533	0.1306727	1.053865
1848	0	-3481.98	-3302.56	-179.429	7.752587	0.2158868	0.0108103	-0.04581518	0.0143729	0.547502	0.00364842	0.00718634	0.418417	0.00887293	31.33801	0.1296593	8	40.01331	0.4022346	0.000882832	0.0434138	0.423837	3.53187	0.27892	0.305412	0.132379	0.283289	0.08384413	1.546433
1849	1	-3485	-3309.43	-175.568	6.043233	0.1993286	0.01238533	0.003104636	0.0128909	0.522378	0.0131565	0.0113155	0.439909	0.000350472	28.51706	0.1377113	8	38.2072	0.3919683	0.000518988	0.0333891	0.381903	3.58419	0.320656	0.288499	0.146392	0.244454	0.140816	0.9779525
1850	0	-3479.44	-3303.49	-175.958	7.752587	0.2158868	0.01075298	-0.02988507	0.013216	0.585092	0.00335476	0.00660792	0.384739	0.00698955	27.50945	0.1296593	8	38.80833	0.4022346	0.000882832	0.0434138	0.423837	3.53187	0.285805	0.312951	0.123462	0.277782	0.09977424	1.299527
1851	1	-3485.9	-3307.1	-178.796	6.043233	0.1585735	0.01031786	-0.01017899	0.0132635	0.522181	0.0131516	0.0113113	0.439743	0.00035034	32.23226	0.1399022	8	38.2072	0.3919683	8.73722e-05	0.0137918	0.267507	3.71861	0.283244	0.288076	0.146177	0.282503	0.1297232	1.078467
1852	0	-3477.71	-3303.42	-174.29	7.752587	0.2189106	0.01062907	-0.04746719	0.0154985	0.514219	0.00233447	0.00856513	0.451186	0.00819668	27.50945	0.1642037	8	38.76439	0.3585156	0.000964347	0.0453475	0.431192	3.5225	0.285805	0.312951	0.123462	0.277782	0.1167365	1.406618
1853	1	-3486.59	-3307.05	-179.534	6.043233	0.1855293	0.01265145	-0.03581809	0.0118125	0.465057	0.0118408	0.0100739	0.500862	0.000354597	32.23226	0.1446751	8	37.924	0.3919683	0.000309972	0.0258666	0.34485	3.62897	0.323002	0.294485	0.130434	0.252078	0.108857	1.329038
1854	0	-3479.4	-3304.26	-175.135	7.859906	0.1988939	0.01062907	-0.003631574	0.012399	0.516231	0.0015917	0.00859864	0.452951	0.00822874	31.57816	0.131699	8	37.38403	0.3585156	0.000511187	0.0331398	0.380765	3.58558	0.30349	0.283085	0.129761	0.283664	0.1280674	1.028357
1855	1	-3482.82	-3304.22	-178.605	6.043233	0.2085648	0.01218308	0.03708405	0.0118125	0.465057	0.0118408	0.0100739	0.500862	0.000354597	30.74599	0.1446751	7	37.46781	0.3919683	0.000705317	0.0388581	0.405639	3.5548	0.299663	0.293289	0.138801	0.268247	0.1817591	0.7959714
1856	0	-3476.46	-3303.62	-172.84	7.859906	0.1904467	0.01038909	-0.03672669	0.0157635	0.513112	0.00446048	0.0107754	0.44474	0.0111491	29.13373	0.1647941	8	37.38403	0.3585156	0.000375678	0.0284523	0.358268	3.6129	0.30349	0.283085	0.129761	0.283664	0.1280674	1.286776
1857	1	-3483.37	-3303.51	-179.866	6.238366	0.1877923	0.01244867	0.05634312	0.0118731	0.46744	0.0119014	0.00509643	0.503429	0.000259752	30.74599	0.1446751	7	37.49809	0.3919683	0.000339071	0.027043	0.351054	3.62156	0.301672	0.294557	0.139731	0.264039	0.2010182	0.7197113
1858	0	-3480.24	-3309.34	-170.902	7.859906	0.2452403	0.00964868	0.0354167	0.0114583	0.441021	0.00383379	0.00926149	0.52145	0.0129756	25.11892	0.1647941	8	37.63863	0.4087681	0.0018973	0.0632748	0.49134	3.44349	0.310665	0.289778	0.142533	0.257023	0.2002108	0.823103
