Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_cytb[5]	rates_cytb[6]	rates_cytb[7]	rates_cytb[8]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
460	-3303.35	-3305.79	2.44318	0.4775223	0.2600936	0.171121	0.152263	0.139342	0.304347	0.185752	0.252708	0.0891077	0.37604	0.105931	0.138483	0.103305	0.312851	0.156504	0.144447	0.1872918	-0.1870308	0.025618	0.50187	0.00474303	0.00332975	0.452666	0.0117735	0.2586625	0.000181822	0.00505004	0.0322805	0.11586	0.312902	0.731686	1.65304	5.149	0.296095	0.290805	0.149162	0.263939	0.07163171	3.611006
470	-3305.75	-3303.34	-2.40303	0.4777195	0.2580367	0.238015	0.159842	0.119556	0.242586	0.0989336	0.282708	0.0880416	0.36063	0.100798	0.146489	0.154877	0.477361	0.128092	0.10945	0.1612227	-0.2480589	0.0117423	0.484784	0.013668	0.00705992	0.477176	0.00556943	0.4816888	0.000170642	0.00484469	0.0313887	0.113716	0.30924	0.72702	1.64983	5.16379	0.291634	0.291296	0.132782	0.284288	0.2336299	2.06176
480	-3306.01	-3306.36	0.352944	0.4777195	0.201573	0.2078	0.212527	0.202942	0.27098	0.115801	0.370976	0.134149	0.458935	0.0744343	0.116528	0.191808	0.263079	0.212562	0.296866	0.1920623	-0.1937474	0.0189814	0.447692	0.0090836	0.00488616	0.516255	0.00310208	0.2113584	1.79938e-05	0.00110322	0.0114746	0.0579011	0.201525	0.573977	1.52421	5.62979	0.315177	0.292638	0.131572	0.260613	0.01761101	12.00149
490	-3305.09	-3304.17	-0.918397	0.468487	0.2119947	0.380672	0.190491	0.121418	0.484943	0.108884	0.246281	0.0699868	0.432362	0.14089	0.135968	0.0951496	0.26948	0.459781	0.11996	0.2041597	-0.05450838	0.0213228	0.440655	0.00707265	0.0180233	0.511911	0.00101465	0.06052751	2.9835e-05	0.00154025	0.0144158	0.0675224	0.222268	0.606196	1.55397	5.53406	0.29769	0.262702	0.139108	0.300499	0.006019124	10.05587
500	-3306.25	-3306.91	0.661101	0.4611719	0.2180917	0.248632	0.198374	0.151256	0.286406	0.0482773	0.249845	0.0396913	0.248982	0.279351	0.100498	0.19617	0.178246	0.287252	0.151805	0.1664313	-0.1743257	0.0163685	0.449645	0.00731554	0.0109446	0.514724	0.00100255	0.1832275	3.92144e-05	0.00184435	0.0163014	0.0733404	0.234266	0.624153	1.56977	5.48028	0.261803	0.293719	0.150986	0.293492	0.008901841	20.58311
510	-3303.52	-3302.58	-0.938135	0.4157227	0.2296859	0.227308	0.248747	0.141231	0.409723	0.0613539	0.264501	0.0679021	0.296982	0.246355	0.24892	0.382719	0.406508	0.139274	0.196501	0.2296154	-0.01460807	0.0133819	0.520083	0.00459412	0.00931009	0.451114	0.00151636	0.02292674	6.33528e-05	0.00252908	0.0202094	0.0847184	0.256726	0.656564	1.5969	5.38228	0.296289	0.310881	0.12428	0.268549	0.008318677	2.756056
520	-3312.73	-3305.51	-7.21434	0.4698664	0.2452694	0.238262	0.234728	0.0913816	0.415037	0.0905672	0.20647	0.0449616	0.217806	0.168803	0.294291	0.197937	0.304218	0.17685	0.796801	0.1922973	0.1586992	0.00948165	0.50661	0.00482331	0.0180156	0.456494	0.00457605	0.1850929	0.00011237	0.00368477	0.026087	0.100504	0.28605	0.696755	1.62811	5.2587	0.30479	0.286556	0.125825	0.282828	0.343792	0.5383861
530	-3302.96	-3302.85	-0.112056	0.5849024	0.2338009	0.264556	0.147911	0.0703161	0.33694	0.0733992	0.254682	0.0844726	0.252932	0.175974	0.105193	0.192207	0.0835017	0.279227	0.638211	0.1583579	-0.0009259527	0.0249672	0.397328	0.00810926	0.0130697	0.545766	0.0107606	0.06775845	7.42543e-05	0.00280731	0.0216942	0.0888397	0.264572	0.667542	1.60569	5.34878	0.282037	0.3059	0.138116	0.273947	0.0668325	1.013855
540	-3296.27	-3301.61	5.33504	0.5116194	0.2310341	0.194448	0.158334	0.17234	0.334696	0.0786156	0.210851	0.0479773	0.375777	0.126836	0.0770279	0.0895151	0.0866285	0.235904	0.101438	0.1258977	0.03341618	0.0252419	0.476484	0.00265619	0.00349469	0.483562	0.00856105	0.01450063	6.67774e-05	0.00261815	0.0206904	0.0860644	0.259305	0.66019	1.59983	5.37124	0.266753	0.304562	0.139431	0.289254	0.04791681	0.3026209
550	-3299.86	-3301.08	1.22084	0.5704176	0.2153965	0.239942	0.116232	0.102582	0.293338	0.112314	0.120698	0.0550568	0.473604	0.0710629	0.21816	0.216266	0.142638	0.175661	0.157135	0.1845844	0.09340896	0.0164526	0.473253	0.00694254	0.00679206	0.488163	0.00839687	0.105664	3.48173e-05	0.00170533	0.0154531	0.0707529	0.228976	0.616294	1.56293	5.50386	0.285002	0.327193	0.140098	0.247707	0.199073	0.5307803
560	-3298.72	-3301.79	3.06565	0.5901431	0.2397744	0.170345	0.139964	0.131035	0.166366	0.124347	0.149094	0.0597961	0.374749	0.0955905	0.15349	0.183488	0.078592	0.154606	0.294869	0.1579008	-0.313378	0.0207408	0.415889	0.00273886	0.00542746	0.540767	0.0144375	0.3797121	9.25966e-05	0.00324532	0.0239365	0.0948857	0.275833	0.683006	1.61774	5.30127	0.285767	0.284006	0.154604	0.275623	0.06633413	5.724235
570	-3302.72	-3303.01	0.295507	0.5322978	0.2608957	0.123922	0.115572	0.123234	0.275753	0.101832	0.251167	0.0606844	0.384278	0.156143	0.103929	0.162568	0.0800688	0.177159	0.270959	0.2314419	0.04551647	0.02429	0.437863	0.0044646	0.00474243	0.507653	0.0209867	0.05574276	0.000186326	0.00513152	0.0326309	0.116697	0.314324	0.733489	1.65428	5.14326	0.276242	0.307787	0.146394	0.269578	0.1012592	0.5504956
580	-3293.14	-3300.43	7.29462	0.5612825	0.2721074	0.167756	0.16803	0.108309	0.26408	0.113034	0.193133	0.084168	0.296622	0.0838917	0.133424	0.139637	0.122519	0.244143	0.152709	0.1529621	-0.05409735	0.0185844	0.419818	0.00257325	0.0070531	0.533443	0.0185283	0.09119682	0.00025838	0.00635343	0.0376816	0.128433	0.333864	0.757833	1.67038	5.0652	0.294556	0.306797	0.147373	0.251275	0.03709947	2.45817
590	-3301.08	-3302.56	1.47943	0.5130621	0.1901287	0.248802	0.206479	0.0825485	0.38312	0.168138	0.250615	0.147676	0.418567	0.170936	0.189705	0.160297	0.187815	0.210332	0.231741	0.1997565	-0.037402	0.0199528	0.350227	0.0023289	0.00347957	0.612473	0.0115388	0.1440333	9.68648e-06	0.00073261	0.00866555	0.0478981	0.178522	0.536292	1.48704	5.74084	0.304012	0.288544	0.152666	0.254778	0.1066313	1.35076
600	-3299.02	-3302.52	3.49687	0.5130621	0.2414975	0.190906	0.211686	0.136043	0.356535	0.162652	0.272272	0.157679	0.327099	0.107379	0.0807339	0.216265	0.170557	0.229036	0.240345	0.2005884	-0.03843031	0.0253706	0.437176	0.00829321	0.00202201	0.519079	0.00805862	0.07659383	9.8484e-05	0.00337931	0.024602	0.0966421	0.279051	0.687366	1.62106	5.2878	0.276317	0.310181	0.140736	0.272767	0.03816352	2.006991
610	-3300.82	-3302.09	1.26915	0.5100513	0.2724299	0.187782	0.151841	0.156307	0.335221	0.318427	0.156644	0.102906	0.436189	0.0933372	0.148604	0.289816	0.190156	0.468238	0.183414	0.1789355	0.01605413	0.0192404	0.481211	0.00967885	0.000975805	0.477185	0.011709	0.02619709	0.000260716	0.00639087	0.0378309	0.128772	0.334416	0.75851	1.67081	5.06301	0.291125	0.294723	0.127159	0.286993	0.04225122	0.6200316
620	-3307.91	-3304.85	-3.06254	0.394488	0.2559053	0.152568	0.131666	0.129406	0.301284	0.38736	0.229732	0.170381	0.55814	0.126775	0.485832	0.274117	0.329784	0.174587	0.218094	0.2275081	0.2872172	0.0320181	0.486526	0.00513609	0.000825477	0.473637	0.00185789	0.02406158	0.00015961	0.00463735	0.0304752	0.111498	0.305424	0.722126	1.64642	5.17926	0.300318	0.279252	0.142596	0.277835	0.3112787	0.07729916
630	-3308.48	-3310.81	2.3284	0.4515104	0.2408722	0.184552	0.215878	0.103247	0.438901	0.22324	0.253884	0.0860106	0.46062	0.0948832	0.21627	0.222739	0.17497	0.214998	0.189196	0.1894774	0.02505317	0.0372158	0.470206	0.00867499	0.00155548	0.465158	0.0171896	0.01425105	9.63153e-05	0.00333029	0.0243595	0.0960041	0.277885	0.685789	1.61986	5.29268	0.312584	0.275395	0.143683	0.268339	0.03930422	0.3625831
640	-3306.8	-3307.02	0.217345	0.5493718	0.273114	0.165887	0.185396	0.117609	0.332753	0.161474	0.227414	0.0548255	0.311174	0.0849296	0.0777388	0.248894	0.108753	0.0833254	0.485389	0.1134855	-0.07257639	0.0206694	0.499928	0.0057629	0.00175221	0.447958	0.0239289	0.1071207	0.000265726	0.00647073	0.0381483	0.129489	0.335587	0.759942	1.67173	5.05837	0.280843	0.295996	0.144226	0.278936	0.03454432	3.100964
650	-3307.89	-3306.62	-1.26924	0.6869436	0.2183131	0.245808	0.206305	0.0720058	0.317439	0.122638	0.183302	0.148071	0.326509	0.108715	0.371506	0.269332	0.114093	0.134311	0.51615	0.1824654	0.05345484	0.0230606	0.481919	0.00369863	0.00137878	0.482832	0.00711111	0.1204646	3.95941e-05	0.0018561	0.0163721	0.073554	0.234699	0.624793	1.57033	5.47836	0.275388	0.282828	0.157522	0.284263	0.1739194	0.6926459
660	-3306.37	-3306.61	0.242978	0.6524008	0.2320136	0.242853	0.204589	0.101949	0.186769	0.0711641	0.24004	0.0690858	0.307436	0.144035	0.108309	0.252877	0.0498675	0.259001	0.169956	0.1144959	-0.06728446	0.0203387	0.533901	0.00248131	0.00081545	0.424982	0.0174822	0.2302266	6.93543e-05	0.00268414	0.0210432	0.087045	0.261173	0.662807	1.60193	5.36325	0.287875	0.300457	0.14103	0.270638	0.1629421	1.412935
670	-3299.89	-3303.48	3.59334	0.5739561	0.2190559	0.258881	0.156292	0.106821	0.177912	0.10747	0.181579	0.0631408	0.410022	0.10195	0.0387807	0.219848	0.0840127	0.135624	0.111455	0.1121841	0.2495246	0.0237447	0.466584	0.00294942	0.00329043	0.490967	0.0124644	0.0294788	4.08896e-05	0.00189589	0.0166105	0.0742718	0.236152	0.626934	1.57217	5.47192	0.255918	0.316946	0.140969	0.286168	0.2790034	0.1056575
680	-3303.73	-3304.41	0.677169	0.5538651	0.2500408	0.166063	0.124281	0.0936525	0.279101	0.149889	0.240495	0.123686	0.388505	0.0874058	0.109475	0.536557	0.0770985	0.0494898	0.306017	0.1745767	-0.08541519	0.0242849	0.449098	0.00674102	0.0071949	0.503469	0.00921204	0.101718	0.000132018	0.0040953	0.0280198	0.105419	0.294809	0.708335	1.6366	5.22259	0.277178	0.29577	0.153239	0.273814	0.01630282	6.239289
690	-3303.06	-3300.8	-2.25946	0.4933441	0.2048783	0.34327	0.209571	0.172126	0.356885	0.166813	0.300717	0.10391	0.448311	0.107333	0.268502	0.772492	0.136177	0.249334	0.102083	0.1967976	-0.05309888	0.0229004	0.372753	0.00355196	0.00643239	0.588107	0.00625432	0.05982831	2.12421e-05	0.00123098	0.0123683	0.0609043	0.208131	0.584408	1.53405	5.59889	0.284208	0.311595	0.138832	0.265365	0.006729431	8.890545
700	-3298.37	-3300.87	2.49829	0.4766207	0.2145591	0.198612	0.194537	0.105269	0.269261	0.294401	0.209015	0.170491	0.502068	0.189109	0.176814	0.321375	0.143373	0.234183	0.170856	0.1828975	0.05660141	0.0211724	0.487687	0.00102634	0.00214608	0.466095	0.0218735	0.01546545	3.35339e-05	0.00166363	0.0151943	0.0699539	0.227328	0.613827	1.56075	5.51125	0.296824	0.29032	0.134143	0.278713	0.07206686	0.2145986
710	-3307.58	-3302.62	-4.9656	0.5768811	0.2073791	0.240617	0.159261	0.127101	0.235628	0.411418	0.243058	0.102752	0.462236	0.125387	0.18501	0.405016	0.132843	0.254168	0.366916	0.2187359	-0.2227613	0.0191103	0.505929	0.00263542	0.00396924	0.448351	0.020005	0.4080538	2.39993e-05	0.00133424	0.0130688	0.0632073	0.213113	0.592168	1.54124	5.57584	0.303495	0.31659	0.118168	0.261747	0.1852925	2.202214
720	-3302.59	-3306.46	3.87458	0.5496978	0.2560107	0.190696	0.0971418	0.102164	0.31894	0.270808	0.334672	0.0845201	0.297249	0.077792	0.182009	0.265341	0.138417	0.21376	0.120076	0.1734849	-0.01666227	0.0127515	0.423013	0.00967651	0.0116401	0.530022	0.0128969	0.04023834	0.000160143	0.00464747	0.0305201	0.111607	0.305613	0.722369	1.64659	5.17849	0.277031	0.310985	0.152556	0.259427	0.02357607	1.706745
730	-3308.35	-3307.26	-1.08681	0.414098	0.1900427	0.176855	0.127437	0.15499	0.242231	0.383604	0.272982	0.10723	0.423425	0.118279	0.327185	0.135262	0.26097	0.140012	0.280086	0.1562053	-0.2386437	0.0173693	0.463574	0.00844295	0.00300446	0.498561	0.00904759	0.2706172	9.63879e-06	0.000730222	0.00864614	0.0478255	0.178349	0.536	1.48674	5.7417	0.319511	0.30007	0.130422	0.249996	0.03197345	8.463809
740	-3305.1	-3305.74	0.642069	0.4062365	0.2998616	0.183233	0.220686	0.138156	0.299213	0.177887	0.187932	0.0515821	0.356582	0.109459	0.427646	0.0887478	0.153852	0.0901131	0.280298	0.2051127	-0.0966484	0.0168132	0.483727	0.0123011	0.00435555	0.478467	0.004337	0.1202434	0.000522281	0.0100459	0.0512474	0.157527	0.379469	0.811672	1.70239	4.88713	0.288112	0.290787	0.159473	0.261628	0.02359498	5.096143
750	-3295.18	-3295.87	0.682991	0.4138076	0.2173493	0.212286	0.191828	0.138156	0.302803	0.110171	0.24346	0.088184	0.397589	0.231846	0.27721	0.285047	0.213867	0.209465	0.113498	0.2071038	-0.2778983	0.0145532	0.461736	0.0105287	0.00545015	0.507194	0.000537667	0.2884206	3.79617e-05	0.00180532	0.0160654	0.0726253	0.232811	0.622	1.56791	5.48675	0.294041	0.29253	0.138983	0.274445	0.01052228	27.41046
760	-3304.29	-3305.64	1.34958	0.4360327	0.2031691	0.220086	0.251706	0.138156	0.26399	0.132143	0.286182	0.150137	0.529599	0.123191	0.112576	0.290634	0.273148	0.291691	0.124109	0.1997464	-0.0498548	0.00573554	0.512676	0.0112207	0.0112112	0.453354	0.00580218	0.09489618	1.95084e-05	0.00116369	0.0119016	0.0593455	0.204717	0.579039	1.52901	5.6148	0.287847	0.329292	0.13162	0.25124	0.04504139	2.106866
770	-3308.38	-3305.69	-2.68486	0.4734992	0.187679	0.280804	0.164772	0.119956	0.32217	0.14507	0.349331	0.279591	0.509726	0.126129	0.240625	0.410091	0.2363	0.180986	0.546179	0.2099146	0.02467558	0.0161008	0.586067	0.00546474	0.0115351	0.375613	0.00521946	0.05859967	8.40087e-06	0.000666739	0.00812226	0.0458449	0.173585	0.527904	1.4784	5.76547	0.297318	0.307954	0.125506	0.269222	0.08327525	0.7036865
780	-3298.73	-3298.4	-0.33219	0.5069185	0.228192	0.210988	0.141958	0.112754	0.41446	0.225884	0.234331	0.252575	0.472032	0.0727524	0.179397	0.0848431	0.482551	0.214111	0.144493	0.2099146	-0.07417997	0.0206061	0.468155	0.00444267	0.00788864	0.497427	0.00148073	0.08339952	5.97196e-05	0.00243273	0.0196829	0.0832321	0.253861	0.652512	1.59361	5.39461	0.310675	0.274283	0.132238	0.282805	0.009219554	9.045939
790	-3294.31	-3297.46	3.14811	0.5069185	0.2694435	0.200896	0.147565	0.0911943	0.246037	0.200156	0.144586	0.116636	0.318207	0.0842015	0.278227	0.180076	0.0851251	0.223004	0.095129	0.1377138	0.3248245	0.0205063	0.501526	0.00689677	0.00804288	0.459864	0.00316394	0.0241113	0.00023966	0.00604904	0.0364566	0.12564	0.329279	0.752194	1.66674	5.0834	0.29939	0.288804	0.136776	0.275029	0.3489357	0.06909954
800	-3298.72	-3301.83	3.10354	0.6382992	0.2197036	0.234865	0.140878	0.0971804	0.238984	0.215805	0.188034	0.124568	0.293438	0.0833037	0.109411	0.301318	0.120621	0.152285	0.321348	0.1922716	0.176504	0.0224545	0.49076	0.00717434	0.00842648	0.469277	0.00190753	0.02222964	4.20461e-05	0.00193104	0.0168197	0.074899	0.237417	0.628793	1.57377	5.46633	0.313783	0.281575	0.153208	0.251434	0.1987336	0.1118565
810	-3306.56	-3301.63	-4.93082	0.6666064	0.2745963	0.236012	0.14993	0.141928	0.314167	0.130477	0.168611	0.108747	0.457203	0.0597327	0.112181	0.374952	0.0894246	0.235914	0.121664	0.2519815	0.03228431	0.0249354	0.455376	0.00791562	0.00514101	0.506003	0.000629155	0.1973613	0.000276821	0.00664576	0.0388394	0.131045	0.338115	0.763024	1.67368	5.04837	0.284643	0.312112	0.148596	0.254649	0.2296457	0.8594168
820	-3305.76	-3304.26	-1.50031	0.7535273	0.2520991	0.244369	0.13014	0.108606	0.371909	0.0619908	0.199762	0.112787	0.409227	0.138856	0.0989724	0.189232	0.0894246	0.447605	0.185835	0.2178866	-0.01503444	0.0275874	0.487219	0.00489258	0.00209368	0.477754	0.000452962	0.1410634	0.000141254	0.00428081	0.0288718	0.107548	0.298553	0.71323	1.64012	5.20725	0.277328	0.303306	0.135803	0.283563	0.1260289	1.119294
830	-3305.04	-3302.84	-2.19888	0.6636016	0.272244	0.189276	0.195369	0.0947915	0.32194	0.34253	0.270545	0.134962	0.4039	0.0905974	0.0565593	0.110095	0.064502	0.303518	0.105599	0.1313654	-0.3269217	0.0293835	0.499942	0.00325861	0.00195498	0.463926	0.00153501	0.3874845	0.000259367	0.00636927	0.0377448	0.128577	0.334098	0.75812	1.67056	5.06427	0.263489	0.313365	0.132343	0.290803	0.06056279	6.398063
840	-3299.9	-3300.09	0.185754	0.6787902	0.250207	0.194646	0.0902161	0.0883981	0.288206	0.449514	0.207998	0.204984	0.421531	0.0998514	0.248537	0.136197	0.0489858	0.356576	0.216042	0.1836267	-0.01530969	0.0198852	0.469636	0.0087702	0.00375195	0.495656	0.00230049	0.0237733	0.000132746	0.00411009	0.0280882	0.105591	0.295112	0.708732	1.63689	5.22135	0.287574	0.311567	0.13497	0.265889	0.008463617	2.808882
850	-3299.79	-3299.38	-0.404974	0.6143998	0.1727514	0.210386	0.152278	0.0823114	0.344775	0.192539	0.151257	0.207302	0.445434	0.0849251	0.0934568	0.193527	0.160993	0.585196	0.215877	0.1836267	0.1418765	0.0174506	0.464893	0.0065522	0.00571701	0.502404	0.00298352	0.03566831	3.23202e-06	0.00035413	0.0052522	0.0341084	0.143581	0.474284	1.41992	5.9225	0.293349	0.28837	0.143707	0.274574	0.1775448	0.2008975
860	-3303.23	-3305.79	2.56345	0.5921487	0.2266377	0.136658	0.188885	0.125029	0.237898	0.192539	0.167128	0.18445	0.454829	0.0860037	0.246675	0.157467	0.125691	0.243286	0.335342	0.2156917	0.1279095	0.014831	0.47697	0.00616151	0.0102592	0.486029	0.00574928	0.003532334	5.61136e-05	0.00233508	0.0191421	0.0816915	0.25087	0.648258	1.59012	5.40753	0.288199	0.285371	0.149022	0.277408	0.1314418	0.02687375
870	-3305.58	-3301.99	-3.58863	0.5777274	0.2452554	0.151374	0.133438	0.116092	0.2015	0.34011	0.138864	0.0860781	0.469488	0.0670086	0.204551	0.208911	0.242457	0.756586	0.100245	0.2209823	0.08336179	0.0141105	0.473213	0.0154546	0.0127655	0.480078	0.0043792	0.09189336	0.000112316	0.0036836	0.0260814	0.10049	0.286024	0.696721	1.62808	5.25881	0.299607	0.299155	0.150481	0.250758	0.1752551	0.5243404
880	-3301.33	-3301.52	0.187533	0.4843337	0.2372716	0.179482	0.138928	0.181887	0.264859	0.295063	0.189996	0.174789	0.389165	0.107559	0.40699	0.259323	0.189933	0.217679	0.138506	0.2761463	-0.1076176	0.0108405	0.494869	0.0052681	0.00280434	0.471433	0.0147848	0.1136123	8.45307e-05	0.00305682	0.0229847	0.092344	0.271134	0.676594	1.61279	5.32101	0.290783	0.287685	0.145885	0.275646	0.005994704	18.95211
890	-3294.76	-3296.65	1.89959	0.5419487	0.2353735	0.331907	0.118486	0.129836	0.273182	0.311593	0.172373	0.142884	0.504938	0.107559	0.19195	0.12132	0.179548	0.156114	0.0719377	0.2053456	0.0767352	0.0162792	0.498185	0.00471024	0.0108368	0.458706	0.0112827	0.03022249	7.87834e-05	0.00291866	0.0222746	0.0904245	0.267552	0.671666	1.60894	5.33614	0.287112	0.300334	0.134566	0.277988	0.1069577	0.2825649
900	-3309.75	-3305.59	-4.15908	0.6170374	0.2399583	0.305104	0.125102	0.110617	0.345558	0.276918	0.194544	0.216832	0.436002	0.0617414	0.0887119	0.0230723	0.0494076	0.123187	0.194705	0.1953612	0.01492635	0.0206527	0.423643	0.00282312	0.000831993	0.534476	0.0175726	0.05212556	9.32118e-05	0.00325946	0.0240072	0.0950729	0.276177	0.683474	1.61809	5.29982	0.274403	0.303194	0.140551	0.281853	0.06705191	0.7773911
910	-3301.13	-3301.89	0.754838	0.5341116	0.2501722	0.166422	0.15794	0.142137	0.377335	0.209714	0.188556	0.154689	0.317758	0.0796301	0.178598	0.0501131	0.0719696	0.323797	0.0459772	0.1829492	0.08107512	0.0219264	0.45181	0.00122752	0.00117134	0.500923	0.0229416	0.03741552	0.000132594	0.00410699	0.0280739	0.105555	0.295048	0.708649	1.63683	5.22161	0.28613	0.307815	0.139891	0.266165	0.1184906	0.3157678
920	-3295.43	-3299.57	4.14553	0.5972487	0.2082653	0.226142	0.15794	0.127622	0.283429	0.214486	0.185424	0.137049	0.415894	0.0751908	0.159034	0.129279	0.104449	0.248266	0.206264	0.195563	-0.01749782	0.0250436	0.500907	0.00195808	0.000753573	0.459784	0.0115537	0.06074274	2.50422e-05	0.00137223	0.013322	0.0640294	0.214875	0.594891	1.54374	5.56775	0.278534	0.297699	0.154563	0.269204	0.04324492	1.404621
930	-3301.85	-3300.15	-1.70247	0.5466933	0.1817088	0.319935	0.210123	0.12835	0.228219	0.265117	0.224013	0.111197	0.552688	0.0970613	0.167436	0.559429	0.163207	0.164008	0.103864	0.1515579	0.09969453	0.0191192	0.419258	0.00117717	0.00228003	0.548406	0.00975958	0.03593934	5.84256e-06	0.000524255	0.00688388	0.0409847	0.161555	0.506977	1.45626	5.82681	0.305691	0.283794	0.146677	0.263838	0.1356339	0.2649732
940	-3306.33	-3306.22	-0.111378	0.5496506	0.2150306	0.172146	0.194336	0.165542	0.327805	0.181145	0.166671	0.153262	0.647439	0.130251	0.255462	0.130776	0.248497	0.257407	0.344477	0.2436511	-0.1077251	0.0192154	0.367118	0.00405034	0.00412296	0.593554	0.011939	0.1380952	3.42519e-05	0.00168703	0.0153398	0.0704035	0.228256	0.615218	1.56198	5.50708	0.277022	0.31368	0.147141	0.262157	0.03037015	4.547071
950	-3308.65	-3304.27	-4.38269	0.4065658	0.2164234	0.226783	0.200019	0.100359	0.46199	0.181474	0.1611	0.18294	0.497446	0.114557	0.287011	0.203184	0.320847	0.171052	0.186583	0.2626887	0.01592167	0.0196531	0.496903	0.00424594	0.00448412	0.462122	0.0125909	0.2672684	3.6444e-05	0.00175743	0.0157736	0.0717359	0.230994	0.619303	1.56556	5.49484	0.278031	0.30007	0.142074	0.279825	0.2831901	0.9437775
960	-3303.86	-3307.35	3.48854	0.3883868	0.2245905	0.161081	0.174333	0.194398	0.24538	0.110349	0.261343	0.0782226	0.356185	0.162768	0.206227	0.350262	0.280315	0.150115	0.133565	0.1815299	0.04214038	0.0348117	0.50007	0.00930075	0.00181728	0.451124	0.00287612	0.03717968	5.16261e-05	0.00221046	0.018441	0.0796721	0.246917	0.642594	1.58543	5.42469	0.287456	0.267963	0.154772	0.289808	0.07932007	0.4687299
970	-3302.73	-3298.76	-3.97219	0.3883868	0.2836758	0.209742	0.183491	0.140054	0.87057	0.196833	0.618839	0.093642	0.283742	0.113016	0.336476	0.0962075	0.120353	0.262994	0.167571	0.2333614	-0.1453526	0.0207705	0.526965	0.00326568	0.00238361	0.441454	0.00516186	0.1582243	0.000352332	0.00777719	0.0431672	0.140577	0.353353	0.781331	1.68497	4.98847	0.28114	0.292094	0.149686	0.27708	0.01287176	12.29236
980	-3301.38	-3300.31	-1.06728	0.4425057	0.1882252	0.203051	0.188046	0.188399	0.770028	0.120069	0.433346	0.12196	0.405253	0.134982	0.366745	0.0962075	0.120353	0.161171	0.220327	0.1946608	-0.06152808	0.0203124	0.398644	0.00539349	0.0130399	0.558413	0.00419646	0.06414608	8.67467e-06	0.00068104	0.00824162	0.0462999	0.174686	0.529784	1.48035	5.75995	0.293542	0.294523	0.147821	0.264114	0.002617999	24.50195
990	-3309.9	-3302.33	-7.56681	0.4446276	0.2350161	0.198333	0.231496	0.228116	1.09242	0.0757963	0.438786	0.0667213	0.449809	0.246623	0.126121	0.155489	0.166755	0.150746	0.668946	0.1826086	-0.04689619	0.0168047	0.498192	0.0102604	0.0117087	0.460684	0.0023503	0.05223133	7.77358e-05	0.00289311	0.0221421	0.0900639	0.266875	0.670732	1.60821	5.339	0.298918	0.305236	0.132236	0.26361	0.005335147	9.790045
1000	-3301.56	-3298.12	-3.4335	0.4479654	0.2314987	0.208424	0.168922	0.243098	0.622558	0.119364	0.514195	0.0719761	0.374467	0.141705	0.259488	0.138485	0.0846487	0.168042	0.245385	0.1907937	-0.2198482	0.0180331	0.471153	0.00988784	0.00659773	0.491076	0.00325183	0.2805204	6.79903e-05	0.00264932	0.0208574	0.0865293	0.260191	0.661433	1.60083	5.36744	0.279072	0.299861	0.144242	0.276826	0.06067223	4.623538
1010	-3303.19	-3299.44	-3.74535	0.4920543	0.2017044	0.248851	0.207305	0.231192	0.503398	0.111919	0.330922	0.0275092	0.470932	0.260242	0.0958318	0.172801	0.07817	0.150815	0.29316	0.1907937	-0.003364363	0.0215514	0.393455	0.00813174	0.0101269	0.566521	0.000213255	0.05120396	1.81148e-05	0.00110811	0.0115094	0.0580196	0.201788	0.574396	1.52461	5.62855	0.289957	0.307018	0.142165	0.26086	0.0478396	1.070326
1020	-3302.32	-3304.15	1.82839	0.3768145	0.2383166	0.173126	0.143545	0.153055	0.354491	0.0793524	0.225039	0.0998032	0.530571	0.18943	0.17005	0.296527	0.158131	0.16378	0.139479	0.1979182	-0.123426	0.0160767	0.442775	0.00569111	0.00656498	0.527632	0.00126031	0.1627549	8.78298e-05	0.00313464	0.02338	0.0934038	0.273099	0.679283	1.61487	5.31274	0.326838	0.267871	0.140837	0.264454	0.03932892	4.138301
1030	-3300.17	-3302.05	1.88138	0.4131315	0.236562	0.26575	0.161623	0.104136	0.251043	0.0831138	0.259063	0.0573207	0.410501	0.208803	0.202466	0.259654	0.13582	0.186855	0.0996549	0.1833798	-0.1481031	0.0246594	0.499632	0.00367477	0.00210333	0.469405	0.000525045	0.1799823	8.23456e-05	0.00300469	0.022718	0.0916256	0.269796	0.674758	1.61136	5.32665	0.276744	0.300058	0.146366	0.276832	0.03187922	5.645755
1040	-3309.38	-3302.19	-7.19472	0.3827535	0.2079282	0.230951	0.182232	0.167002	0.302191	0.0809884	0.364281	0.0266463	0.686581	0.191567	0.192034	0.118984	0.0800803	0.324913	0.34527	0.2195898	-0.2446186	0.00890494	0.515157	0.00370501	0.00328107	0.468035	0.000916873	0.2463782	2.46414e-05	0.00135769	0.0132254	0.0637163	0.214205	0.593857	1.54279	5.57082	0.306887	0.303527	0.126332	0.263254	0.001759672	140.0138
