Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
456	-3491.49	-3314.67	-176.825	7.187392	0.1790759	0.009145222	0.007565514	0.028587	0.428272	0.00886882	0.0202934	0.513313	0.000665274	23.098	0.1998453	8	37.43214	0.4707532	0.000237013	0.022643	0.326893	3.65023	0.27252	0.316967	0.133436	0.277077	0.2074108	0.963524
457	-3495.26	-3312.64	-182.613	6.901796	0.2032849	0.009145222	0.06985378	0.028587	0.428272	0.00886882	0.0202934	0.513313	0.000665274	23.098	0.137557	7	37.6694	0.5972471	0.000593896	0.0356918	0.392177	3.57154	0.273467	0.304957	0.159724	0.261852	0.2074108	0.6632105
458	-3493.1	-3313.01	-180.086	6.901796	0.2356842	0.009097439	0.1277018	0.0308934	0.416602	0.00760024	0.0206973	0.523529	0.000678513	23.098	0.137557	8	37.73576	0.5972471	0.00151035	0.0565642	0.470308	3.47162	0.283389	0.289483	0.155774	0.271353	0.2652588	0.5185765
459	-3491.92	-3312.25	-179.669	6.901796	0.2475481	0.0104885	0.02294286	0.0308934	0.416602	0.00760024	0.0206973	0.523529	0.000678513	23.098	0.1291107	7	38.59893	0.5972471	0.00199945	0.064925	0.496286	3.43679	0.282943	0.275523	0.151218	0.290316	0.1520536	0.8491133
460	-3487.02	-3310.36	-176.662	7.117589	0.218258	0.0104885	0.006079185	0.0176419	0.579467	0.00554216	0.0150926	0.381762	0.000494778	24.63098	0.110098	8	38.17438	0.5972471	0.000946336	0.0449277	0.429612	3.52451	0.282943	0.275523	0.151218	0.290316	0.1161772	0.9476732
461	-3484.51	-3310.89	-173.619	7.332707	0.2169025	0.01100648	-0.00076147	0.0176465	0.579618	0.00528301	0.0150966	0.381861	0.000494907	24.63098	0.1670986	8	37.61561	0.5764714	0.000909665	0.04406	0.426318	3.52871	0.289161	0.280584	0.133559	0.296697	0.1663371	1.004578
462	-3487.69	-3313.35	-174.344	7.332707	0.1902368	0.009075254	0.0294015	0.0176465	0.579618	0.00528301	0.0150966	0.381861	0.000494907	24.63098	0.1348507	8	39.4904	0.4289729	0.000372684	0.0283397	0.3577	3.61359	0.290789	0.279941	0.133253	0.296017	0.1642522	0.8209978
463	-3481.7	-3311.64	-170.062	7.332707	0.209998	0.01197885	0.01810762	0.0177547	0.576424	0.0052539	0.0203175	0.379757	0.00049218	24.63098	0.1502334	8	37.35872	0.4289729	0.000737912	0.0397351	0.409244	3.55028	0.304202	0.292854	0.1394	0.263544	0.1683411	0.8924349
464	-3482.9	-3313.36	-169.546	7.332707	0.1638447	0.01203475	0.00363196	0.0191404	0.543366	0.00566396	0.0219032	0.409396	0.000530594	24.63098	0.1628264	8	37.50147	0.5176191	0.000115661	0.0158558	0.28308	3.70095	0.307376	0.291519	0.138764	0.262342	0.1664584	0.978181
465	-3485.74	-3310.53	-175.215	7.332707	0.160041	0.01214365	-0.002568468	0.0192987	0.547858	0.00571079	0.0138156	0.412781	0.000534981	24.63098	0.1628264	7	38.78479	0.401369	9.46441e-05	0.0143512	0.271861	3.71369	0.308274	0.292371	0.136245	0.263109	0.1602579	1.016027
466	-3480.89	-3307.03	-173.864	7.452729	0.1743665	0.01134764	-0.001838249	0.0171417	0.486623	0.00507248	0.0122714	0.478416	0.000475185	24.63098	0.1620962	7	40.61196	0.4207175	0.000192424	0.0204179	0.313552	3.66584	0.299785	0.309386	0.132493	0.258336	0.1602579	1.011471
467	-3476.81	-3304.67	-172.144	6.674323	0.2199815	0.01190197	0.03465819	0.0175789	0.481814	0.00777052	0.0123095	0.4799	0.000627549	24.63098	0.1440722	8	41.11348	0.4207175	0.000994404	0.0460393	0.433774	3.51919	0.304475	0.291669	0.134566	0.269291	0.1787303	0.8060867
468	-3485.9	-3310.32	-175.58	6.674323	0.1592728	0.01033452	-0.01218896	0.0249893	0.478092	0.00771051	0.0122144	0.476194	0.000799735	24.78575	0.218726	7	39.99802	0.4207175	9.07816e-05	0.0140569	0.269584	3.71627	0.313563	0.287858	0.132808	0.265772	0.2065371	1.059016
469	-3486.77	-3310.89	-175.876	6.674323	0.1592728	0.01033452	0.06041287	0.0247367	0.484931	0.00606994	0.0120909	0.47138	0.000791651	24.78575	0.1233493	6	40.03393	0.4207175	9.07816e-05	0.0140569	0.269584	3.71627	0.29606	0.290971	0.128304	0.284665	0.1837622	0.6712443
470	-3481.51	-3309.19	-172.326	6.674323	0.169246	0.01195185	0.06920425	0.0247632	0.48545	0.00500605	0.0121039	0.471885	0.000792498	24.78575	0.1145579	8	38.48316	0.4663722	0.000151396	0.0181255	0.298832	3.68289	0.282287	0.288832	0.155899	0.272982	0.1837622	0.6234032
471	-3478.98	-3307.64	-171.339	6.674323	0.1823878	0.01036627	0.004811466	0.0247795	0.485769	0.00435177	0.0121118	0.472195	0.000793019	24.78575	0.1785793	8	37.92523	0.5546396	0.000272659	0.0242727	0.336157	3.6393	0.289193	0.295898	0.135248	0.279661	0.1833908	0.9737639
472	-3478.37	-3305.65	-172.719	6.674323	0.2098392	0.01019203	-0.004374117	0.0247872	0.48592	0.00435313	0.0118046	0.472342	0.000793266	24.78575	0.1785793	7	37.25823	0.5186491	0.000734248	0.0396376	0.408846	3.55078	0.291032	0.295133	0.134898	0.278937	0.1742052	1.025109
473	-3477.03	-3305.21	-171.825	6.674323	0.2054469	0.01135232	0.04016269	0.0234989	0.460666	0.00412689	0.0101204	0.500836	0.000752038	24.78575	0.1888612	7	37.21933	0.5186491	0.0006379	0.0369757	0.397724	3.56466	0.288218	0.30466	0.133593	0.273529	0.2290238	0.8246353
474	-3476.59	-3305.31	-171.279	6.674323	0.2146925	0.01135232	0.08396925	0.0247587	0.485362	0.00633151	0.0106629	0.472092	0.000792356	24.78575	0.1480533	8	37.21933	0.4636358	0.000851984	0.0426582	0.420906	3.53558	0.28053	0.302374	0.150862	0.266233	0.2320226	0.6380988
475	-3477.46	-3305.07	-172.391	6.674323	0.2154351	0.01094803	0.0215997	0.0227711	0.486352	0.00634441	0.0106847	0.473054	0.000793971	24.78575	0.1248931	8	38.52134	0.4636358	0.000871077	0.0431275	0.42273	3.53327	0.281194	0.30309	0.151219	0.264497	0.1464928	0.8525545
476	-3475.31	-3303.85	-171.468	6.674323	0.2084194	0.01142417	0.06407395	0.0227617	0.486151	0.00634179	0.0106803	0.472859	0.00120594	24.78575	0.1141269	7	37.7758	0.4636358	0.000702068	0.0387695	0.405272	3.55526	0.286386	0.308686	0.135547	0.269381	0.1782009	0.6404397
477	-3477.77	-3304.05	-173.718	6.649609	0.2196387	0.01049338	0.02787156	0.0227501	0.485902	0.00633855	0.0106748	0.472617	0.001717	24.68352	0.1609069	7	39.3223	0.3479352	0.000984715	0.0458174	0.432949	3.52025	0.288878	0.307608	0.135074	0.26844	0.1887785	0.8523584
478	-3477.3	-3304.63	-172.666	6.649609	0.2352902	0.0121761	-0.05095431	0.0227501	0.485902	0.00633855	0.0106748	0.472617	0.001717	24.68352	0.1892558	8	38.83752	0.3479352	0.00149561	0.056292	0.469421	3.47279	0.294651	0.298255	0.136272	0.270822	0.1383015	1.368429
479	-3481.91	-3306.07	-175.838	6.649609	0.2667213	0.01114375	-0.00233893	0.022758	0.486072	0.00634076	0.0106785	0.472782	0.00136834	24.68352	0.1563439	7	37.56007	0.3479352	0.00298432	0.079004	0.535447	3.38256	0.28454	0.30253	0.138226	0.274704	0.1540049	1.015187
480	-3484.12	-3307.2	-176.922	6.649609	0.2762947	0.01204166	0.1289015	0.0227156	0.485166	0.00632894	0.0120711	0.471901	0.00181733	24.68352	0.1563439	7	39.07387	0.4265074	0.00356979	0.0862323	0.55376	3.35644	0.28454	0.30253	0.138226	0.274704	0.2852454	0.5481031
481	-3483.24	-3308.18	-175.063	6.649609	0.2514223	0.01305105	0.103092	0.0227156	0.485166	0.00632894	0.0120711	0.471901	0.00181733	24.68352	0.1563439	8	38.18708	0.4265074	0.00217871	0.067719	0.504475	3.42563	0.277542	0.286512	0.145931	0.290016	0.2594359	0.60263
482	-3478.31	-3307.14	-171.168	6.649609	0.2514223	0.01225605	0.005626971	0.0199684	0.446866	0.00556352	0.00778127	0.517974	0.00184664	23.1225	0.159065	8	38.11494	0.4265074	0.00217871	0.067719	0.504475	3.42563	0.278748	0.287757	0.142218	0.291277	0.164692	0.9658334
483	-3480.27	-3307.83	-172.445	6.649609	0.1856942	0.01371651	0.02524848	0.0174537	0.53285	0.00469271	0.00656334	0.436901	0.00153923	23.1225	0.1971808	8	37.50885	0.4265074	0.000312029	0.0259515	0.345304	3.62843	0.308852	0.275747	0.136282	0.27912	0.2224292	0.8864876
484	-3480.72	-3309.2	-171.514	6.649609	0.173103	0.01190237	-0.02448314	0.0177524	0.532238	0.00551802	0.00655579	0.436398	0.00153746	22.96863	0.1775358	8	37.88609	0.4265074	0.000181608	0.0198397	0.30994	3.67004	0.328176	0.288294	0.13596	0.24757	0.1530527	1.159965
485	-3482.33	-3309.41	-172.924	6.649609	0.228636	0.01080461	-0.0855256	0.017697	0.530576	0.00405766	0.0111007	0.435036	0.00153266	22.96863	0.2385783	8	37.68641	0.4265074	0.00126094	0.0517559	0.454217	3.49277	0.327075	0.287375	0.138811	0.246739	0.1530527	1.558798
486	-3480.45	-3306.73	-173.725	6.649609	0.215048	0.01108654	0.114192	0.0176275	0.528494	0.00796556	0.0110572	0.433329	0.00152664	22.96863	0.16101	8	37.69293	0.4265074	0.000861087	0.0428826	0.42178	3.53448	0.263717	0.315794	0.149348	0.27114	0.275202	0.5850611
487	-3479.6	-3306.74	-172.859	5.921983	0.1772032	0.01221178	0.09346825	0.0163921	0.527405	0.00811548	0.0141275	0.432436	0.0015235	22.96863	0.1817338	8	38.39443	0.3685627	0.000218453	0.021745	0.321612	3.65642	0.305591	0.292883	0.127973	0.273553	0.275202	0.6603649
488	-3483.84	-3311.41	-172.431	5.921983	0.1583847	0.01452298	0.01536417	0.0166993	0.515844	0.00751606	0.0145012	0.443875	0.0015638	22.96863	0.1804892	8	40.19637	0.3685627	8.6469e-05	0.0137207	0.266946	3.71925	0.295571	0.316069	0.123776	0.264583	0.1958534	0.9215527
489	-3479.39	-3308.26	-171.126	5.921983	0.1772766	0.01452298	-0.001477266	0.0167965	0.518847	0.00755981	0.00876469	0.446459	0.0015729	22.96863	0.1973307	8	39.38174	0.3685627	0.000219159	0.0217799	0.321819	3.65618	0.297703	0.318348	0.12944	0.254509	0.1958534	1.007543
490	-3478.52	-3306.7	-171.822	5.921983	0.1812121	0.01452298	0.03276874	0.0167965	0.518847	0.00755981	0.00876469	0.446459	0.0015729	22.96863	0.1693334	8	38.8643	0.5757749	0.000259583	0.0236882	0.33288	3.64317	0.307046	0.296954	0.133503	0.262497	0.2021021	0.8378605
491	-3481.81	-3307.75	-174.069	5.921983	0.1878206	0.01126674	0.01198254	0.0165736	0.511962	0.00745948	0.0212428	0.440534	0.00222843	22.96863	0.2351199	8	38.61486	0.5757749	0.000339447	0.0270579	0.351131	3.62147	0.307046	0.296954	0.133503	0.262497	0.2471024	0.9515078
492	-3480.21	-3305.54	-174.669	5.921983	0.181511	0.01291345	0.01470352	0.0185955	0.494137	0.00526634	0.00885239	0.470768	0.00238136	22.96863	0.2323989	8	38.1612	0.5757749	0.000262862	0.0238361	0.333714	3.64219	0.308336	0.298202	0.129622	0.26384	0.2471024	0.9404963
493	-3479.14	-3306.51	-172.632	5.921983	0.207022	0.01502553	0.01470352	0.0146805	0.503355	0.00772431	0.00703563	0.464854	0.00235145	22.96863	0.2323989	8	38.43506	0.520869	0.000671365	0.0379222	0.401735	3.55967	0.288642	0.305993	0.133009	0.272355	0.2471024	0.9404963
494	-3479.88	-3306.48	-173.4	5.921983	0.196521	0.01488063	-0.06510903	0.013215	0.502891	0.00708437	0.00702915	0.464426	0.00535474	22.96863	0.2101173	8	39.80336	0.5296151	0.000470078	0.0317929	0.374517	3.59322	0.279065	0.312958	0.133085	0.274891	0.1450083	1.449002
495	-3481.13	-3308.37	-172.756	5.921983	0.191426	0.01453145	0.07393911	0.0132144	0.502869	0.00567478	0.0083268	0.464405	0.00551005	22.96863	0.1519	8	38.62218	0.5362224	0.00038988	0.0289802	0.360912	3.60972	0.29191	0.281335	0.139211	0.287544	0.2258391	0.6726028
496	-3480.69	-3307.77	-172.923	5.921983	0.1695848	0.01279186	0.09712444	0.0132107	0.502727	0.00595466	0.00832446	0.464274	0.0055085	23.09838	0.1519	8	37.93161	0.5362224	0.000153886	0.018273	0.299812	3.68176	0.274706	0.323689	0.131007	0.270598	0.2490245	0.6099803
497	-3481.24	-3306.56	-174.678	5.921983	0.170723	0.01279186	0.1197839	0.0165827	0.499778	0.00833666	0.00827562	0.461551	0.00547619	23.09838	0.1292406	7	38.73745	0.5362224	0.000162479	0.0187729	0.3031	3.67796	0.280349	0.321965	0.128529	0.269157	0.2490245	0.5189876
498	-3479.27	-3305.77	-173.501	5.921983	0.1861865	0.01279186	-0.03875272	0.0106246	0.509261	0.00817845	0.00811857	0.452792	0.0110253	23.09838	0.1767537	7	39.35	0.5362224	0.000318227	0.0262058	0.346656	3.62682	0.292494	0.295805	0.130883	0.280818	0.1380009	1.280815
499	-3478.08	-3306.56	-171.521	5.921983	0.1676837	0.01313229	0.006049886	0.0119921	0.574807	0.00836254	0.0091635	0.386455	0.00921974	23.09838	0.1432287	8	39.35	0.5362224	0.000140304	0.0174531	0.294299	3.68811	0.298053	0.301426	0.133371	0.26715	0.1492786	0.9594725
500	-3479.09	-3308.45	-170.641	5.921983	0.1733402	0.01047986	0.03012448	0.0168102	0.570822	0.00353393	0.00775774	0.383775	0.0173003	23.09838	0.1432287	8	39.19977	0.5362224	0.000183603	0.0199477	0.310619	3.66925	0.292087	0.294192	0.130701	0.28302	0.1733532	0.8262248
501	-3484.29	-3311.4	-172.894	5.921983	0.155702	0.01176638	0.06888826	0.0100069	0.506659	0.0041421	0.00909282	0.449821	0.0202776	23.09838	0.2021327	8	37.21943	0.5362224	7.43941e-05	0.0127316	0.25895	3.72824	0.28879	0.290871	0.140513	0.279826	0.2710209	0.7458194
502	-3485.46	-3311.18	-174.279	5.921983	0.1693063	0.01322498	0.03279171	0.0100069	0.506659	0.0041421	0.00909282	0.449821	0.0202776	23.09838	0.1907363	8	37.26324	0.5362224	0.000151837	0.0181517	0.299007	3.68269	0.295565	0.297694	0.120351	0.28639	0.223528	0.8532993
503	-3485.62	-3310.47	-175.149	5.921983	0.1872116	0.01284364	0.03600771	0.0100323	0.507947	0.00415263	0.00911593	0.450965	0.0177867	23.09838	0.1540434	8	37.50497	0.6058344	0.000331422	0.0267389	0.349466	3.62346	0.291562	0.297606	0.154691	0.256141	0.1900511	0.8105367
504	-3483.03	-3307.38	-175.648	5.921983	0.2019027	0.01198774	0.00361374	0.0126576	0.506062	0.0038329	0.0104362	0.449291	0.0177207	23.93062	0.1601722	8	38.10896	0.6058344	0.000566911	0.0348803	0.388606	3.57595	0.295859	0.301993	0.142232	0.259916	0.1637859	0.9779362
505	-3491.5	-3308.51	-182.994	5.921983	0.2067071	0.01207789	6.397787e-05	0.0126576	0.506062	0.0038329	0.0104362	0.449291	0.0177207	23.93062	0.1601722	7	38.2486	0.756911	0.00066458	0.0377322	0.400935	3.56067	0.286181	0.318062	0.137729	0.258028	0.1602362	0.9996007
506	-3494.24	-3309.15	-185.093	5.921983	0.170169	0.01304793	6.397787e-05	0.0126499	0.506364	0.00383056	0.0104298	0.449016	0.0177099	23.93062	0.1601722	7	40.54524	0.756911	0.000158253	0.0185287	0.301501	3.67981	0.306342	0.286744	0.130708	0.276206	0.1602362	0.9996007
507	-3493.18	-3309.95	-183.235	5.921983	0.1852831	0.01319048	-0.08203477	0.0141765	0.446368	0.00485943	0.0115422	0.503207	0.0198472	23.93062	0.2263752	7	39.50915	0.756911	0.00030692	0.02574	0.344172	3.62978	0.301552	0.28226	0.144303	0.271886	0.1443404	1.568342
508	-3489.32	-3310.18	-179.142	5.921983	0.2250727	0.01319048	-0.05054548	0.0141765	0.446368	0.00485943	0.0115422	0.503207	0.0198472	23.47678	0.1948859	8	38.70042	0.756911	0.00114603	0.0493759	0.445892	3.50359	0.307663	0.28798	0.147227	0.25713	0.1443404	1.350182
509	-3491.95	-3311.95	-180.003	5.921983	0.1935424	0.0141455	-0.07811909	0.0133628	0.447314	0.00737023	0.0115667	0.504273	0.0161139	23.47678	0.1980686	8	39.78618	0.756911	0.000421888	0.0301351	0.366595	3.60285	0.295394	0.279585	0.138493	0.286529	0.1199495	1.651267
510	-3485.02	-3308.53	-176.493	5.921983	0.1935424	0.01375564	0.04414697	0.0112688	0.517858	0.00337108	0.0124364	0.444666	0.0104001	23.78118	0.1319803	8	38.33586	0.756911	0.000421888	0.0301351	0.366595	3.60285	0.299445	0.316892	0.130277	0.253385	0.1761273	0.7493463
511	-3484.46	-3308.46	-175.999	5.921983	0.1907	0.01222086	-0.01226044	0.0117948	0.542034	0.00352845	0.0074714	0.424286	0.0108856	23.69185	0.1376329	8	37.64694	0.756911	0.000379316	0.0285885	0.358953	3.61208	0.299445	0.316892	0.130277	0.253385	0.1253725	1.097792
512	-3480.06	-3311.06	-169.006	5.963564	0.1907	0.01152458	-0.001525734	0.0117778	0.541253	0.00302703	0.00377443	0.423674	0.0164937	23.69185	0.2009899	8	37.45402	0.4910667	0.000379316	0.0285885	0.358953	3.61208	0.309982	0.292856	0.134861	0.262301	0.1994641	1.007649
513	-3478.04	-3309.01	-169.029	5.963564	0.1973601	0.01432467	0.003605097	0.0117986	0.542208	0.0033541	0.0016937	0.424422	0.0165228	23.69185	0.1957324	8	37.31055	0.4910667	0.000484334	0.0322665	0.376733	3.59052	0.296426	0.305933	0.128964	0.268678	0.1993375	0.9819146
514	-3479.36	-3310.75	-168.611	5.963564	0.2177086	0.01542252	-0.02293249	0.0150109	0.541864	0.00247225	0.00169262	0.424153	0.0148069	23.69185	0.22227	8	37.35848	0.4910667	0.000931353	0.0445753	0.428279	3.52621	0.284136	0.304965	0.128556	0.282343	0.1993375	1.115044
515	-3481.85	-3307.52	-174.33	5.963564	0.216221	0.01258263	-0.01626936	0.0150069	0.541719	0.00273903	0.00169217	0.42404	0.0148029	23.69185	0.22227	6	37.68937	0.4910667	0.0008916	0.043626	0.424654	3.53083	0.284136	0.304965	0.128556	0.282343	0.2060006	1.078977
516	-3476.26	-3307.6	-168.655	5.661988	0.2078737	0.01272008	-0.05483947	0.0150263	0.542421	0.00144809	0.00169436	0.424589	0.0148221	23.69185	0.22227	7	37.5787	0.4910667	0.000689964	0.0384378	0.403893	3.55698	0.283023	0.303771	0.131967	0.281238	0.1674305	1.327536
517	-3479.5	-3307.6	-171.901	5.661988	0.1938214	0.01354247	-0.05162065	0.0179449	0.550591	0.00183231	0.00167184	0.418946	0.00901411	23.69185	0.1380744	8	38.74719	0.4910667	0.000426244	0.0302888	0.367341	3.60194	0.27541	0.30591	0.128418	0.290263	0.08645378	1.59709
518	-3477.88	-3307.26	-170.619	5.661988	0.2130568	0.0130115	0.06463878	0.0201171	0.548684	0.00181681	0.00150234	0.417495	0.0103849	23.69185	0.1131055	7	37.87276	0.437949	0.000810946	0.0416311	0.416868	3.54069	0.27541	0.30591	0.128418	0.290263	0.1777443	0.6363384
519	-3478.23	-3306.49	-171.743	5.661988	0.1937071	0.0130115	-0.01563027	0.0201171	0.548684	0.00181681	0.00150234	0.417495	0.0103849	23.69185	0.144488	6	37.33977	0.3546955	0.000424455	0.0302258	0.367035	3.60231	0.297771	0.310492	0.124723	0.267014	0.1288577	1.121299
520	-3482.12	-3311.22	-170.898	5.661988	0.1970754	0.01430206	0.004778896	0.0266398	0.437977	0.00224332	0.00185502	0.515502	0.0157831	23.69185	0.144488	7	37.47991	0.3546955	0.000479464	0.0321055	0.375982	3.59143	0.295075	0.307681	0.123593	0.273651	0.1492669	0.9679842
521	-3486.27	-3309.9	-176.379	5.661988	0.1970754	0.01430206	0.003963515	0.0267975	0.440568	0.00225659	0.001866	0.518553	0.00995874	23.69185	0.1951594	7	39.21997	0.3204663	0.000479464	0.0321055	0.375982	3.59143	0.28433	0.296476	0.155509	0.263685	0.1991229	0.9800951
522	-3488.12	-3310.04	-178.078	5.661988	0.1834861	0.01262095	-0.06453201	0.0254797	0.463276	0.00573502	0.00177423	0.493053	0.0106819	23.69185	0.1816626	7	41.37256	0.3204663	0.000285306	0.0248247	0.339206	3.63568	0.285241	0.29037	0.159858	0.264531	0.1171305	1.550941
523	-3490	-3312.17	-177.836	6.159393	0.1834861	0.01428241	-0.1147975	0.0248083	0.479919	0.00626331	0.0021288	0.48006	0.00682007	23.69185	0.2304396	8	43.58507	0.4690853	0.000285306	0.0248247	0.339206	3.63568	0.309455	0.280979	0.15359	0.255975	0.1156421	1.992696
524	-3488.65	-3310.53	-178.123	6.159393	0.1850332	0.01160153	-0.02230077	0.0182551	0.483144	0.0063054	0.00214311	0.483286	0.0068659	23.69185	0.1379429	8	43.73902	0.4110287	0.000303845	0.0256118	0.343483	3.6306	0.308381	0.280003	0.153057	0.258558	0.1156421	1.192843
525	-3488.18	-3308.57	-179.602	6.159393	0.2222106	0.01241297	-0.04529935	0.0182649	0.483404	0.00630879	0.0016072	0.483546	0.00686959	23.69185	0.1678393	8	41.47836	0.4110287	0.001059	0.0474906	0.439112	3.51234	0.297708	0.280776	0.14776	0.273756	0.1225399	1.36967
526	-3488.22	-3307.49	-180.731	6.159393	0.2222106	0.0125114	-0.05453042	0.018143	0.480177	0.00626667	0.00231666	0.480317	0.0127797	23.69185	0.1678393	8	42.5338	0.4110287	0.001059	0.0474906	0.439112	3.51234	0.287356	0.284601	0.149773	0.278269	0.1133088	1.481255
527	-3490.47	-3309.67	-180.8	6.159393	0.2199075	0.01251495	-0.04167352	0.0164643	0.528089	0.00587006	0.00210231	0.435877	0.0115973	23.69185	0.2051644	7	38.24953	0.3437425	0.000992306	0.0459913	0.433596	3.51942	0.317375	0.291023	0.148118	0.243484	0.1634909	1.254898
528	-3489.49	-3309.91	-179.578	6.159393	0.2065656	0.01387073	0.03849406	0.0164997	0.529224	0.00434869	0.00149237	0.436813	0.0116222	23.69185	0.1668156	7	39.15389	0.3437425	0.000661546	0.037647	0.400575	3.56112	0.328817	0.293458	0.125463	0.252262	0.2053097	0.8125074
529	-3483.83	-3306.51	-177.324	6.159393	0.1711915	0.01230101	0.0128096	0.0165327	0.530281	0.00274044	0.00111448	0.437686	0.0116454	23.69185	0.1271111	7	38.28849	0.3437425	0.000166119	0.0189806	0.30445	3.6764	0.283191	0.30477	0.145424	0.266614	0.1399207	0.908451
530	-3488.37	-3307.51	-180.868	6.159393	0.1619697	0.01325177	-0.04616832	0.0194777	0.499704	0.00322861	0.00131301	0.467214	0.00906221	23.69185	0.186089	6	38.9004	0.3437425	0.000104898	0.0151043	0.277562	3.70723	0.28078	0.305796	0.145913	0.267511	0.1399207	1.329961
531	-3483.31	-3304.51	-178.8	6.159393	0.1933793	0.01266957	0.02144255	0.019428	0.498429	0.00577321	0.00130966	0.466021	0.00903908	23.52755	0.1471123	7	41.48681	0.3437425	0.000419357	0.0300455	0.366159	3.60338	0.293597	0.300647	0.142749	0.263007	0.1685549	0.872786
532	-3482.11	-3304.67	-177.442	6.159393	0.1933793	0.01162471	0.05271354	0.0194269	0.498399	0.00476222	0.00237935	0.465994	0.00903854	23.52755	0.1831403	7	40.44523	0.3437425	0.000419357	0.0300455	0.366159	3.60338	0.297196	0.304333	0.130085	0.268387	0.2358539	0.7764991
533	-3485.92	-3306.41	-179.505	6.159393	0.1929711	0.0124117	0.08502908	0.0247315	0.494336	0.00741336	0.00235995	0.462194	0.00896485	23.52755	0.1508248	7	40.83083	0.3367513	0.000413067	0.0298214	0.365065	3.6047	0.304172	0.296711	0.132464	0.266653	0.2358539	0.639484
534	-3484.49	-3305.8	-178.685	6.159393	0.2067609	0.01214255	0.09854683	0.0247315	0.494336	0.00741336	0.00235995	0.462194	0.00896485	23.52755	0.1396767	7	40.12618	0.3367513	0.000665736	0.0377647	0.401072	3.5605	0.304172	0.296711	0.132464	0.266653	0.2382235	0.5863262
535	-3481.63	-3305.25	-176.376	6.159393	0.2067609	0.01113032	0.0381802	0.0248769	0.497242	0.00157825	0.00237383	0.464912	0.00901755	23.52755	0.2000433	7	37.43906	0.3367513	0.000665736	0.0377647	0.401072	3.5605	0.304421	0.296954	0.131755	0.266871	0.2382235	0.8397295
536	-3481.7	-3306.19	-175.509	6.159393	0.2103863	0.01168516	0.045257	0.0248769	0.497242	0.00157825	0.00237383	0.464912	0.00901755	23.52755	0.1923353	7	38.59111	0.3367513	0.000746919	0.039974	0.410217	3.54906	0.301207	0.286289	0.127023	0.28548	0.2375923	0.8095182
537	-3483.55	-3307.86	-175.696	6.159393	0.2077119	0.011696	0.03279777	0.0248941	0.497587	0.00127672	0.00198513	0.465234	0.0090238	23.52755	0.1802765	7	39.458	0.3367513	0.000686402	0.0383396	0.403484	3.55749	0.279539	0.296969	0.127362	0.29613	0.2130743	0.8460735
538	-3484.25	-3308.31	-175.935	6.159393	0.1968761	0.01305664	-0.01637637	0.0247961	0.495627	0.000759123	0.00642771	0.463402	0.00898827	23.52755	0.1599843	7	40.41404	0.3367513	0.000476073	0.0319929	0.375456	3.59208	0.305108	0.276286	0.1431	0.275506	0.1436079	1.114035
539	-3491.15	-3312.52	-178.626	6.159393	0.1895982	0.01207319	-0.03032981	0.0247961	0.495627	0.000759123	0.00642771	0.463402	0.00898827	23.52755	0.1739378	6	37.87912	0.3367513	0.00036368	0.0279984	0.355969	3.61567	0.299976	0.314152	0.115001	0.270871	0.1436079	1.211199
540	-3483.78	-3307.1	-176.679	6.159393	0.1952817	0.01232756	-0.002583195	0.0248583	0.49687	0.000761027	0.00752722	0.464564	0.00541901	23.52755	0.1739378	6	37.81923	0.3367513	0.000449574	0.0310986	0.371232	3.59722	0.286571	0.306834	0.142032	0.264562	0.1713546	1.015075
541	-3487.22	-3310	-177.22	6.159393	0.1887898	0.01129687	0.03271293	0.0277538	0.554747	0.00096277	0.008404	0.402082	0.00605022	23.52755	0.131582	6	37.29163	0.3367513	0.00035251	0.027569	0.353773	3.61831	0.27741	0.311124	0.143205	0.268261	0.1642949	0.800889
542	-3481.98	-3307.57	-174.414	6.159393	0.1900353	0.01191223	-0.0001155694	0.0175097	0.559463	0.00156052	0.00986423	0.405501	0.00610166	23.52755	0.1644105	7	37.3128	0.4347546	0.000369826	0.0282319	0.357154	3.61424	0.301484	0.284589	0.130981	0.282946	0.1642949	1.000703
543	-3487.41	-3310.34	-177.076	6.159393	0.2102585	0.01182742	-0.02295042	0.017954	0.57366	0.00159523	0.0101145	0.391959	0.00471731	23.52755	0.1872454	6	40.33362	0.4102271	0.000743946	0.0398953	0.409897	3.54946	0.304829	0.287747	0.14932	0.258105	0.1642949	1.13969
544	-3483.51	-3308.61	-174.902	6.159393	0.2102585	0.01295615	0.03132276	0.0179906	0.574829	0.00159848	0.0101352	0.392757	0.00268922	26.64586	0.137847	6	38.32021	0.5208105	0.000743946	0.0398953	0.409897	3.54946	0.304829	0.287747	0.14932	0.258105	0.1691698	0.8148443
545	-3482.24	-3306.65	-175.597	6.159393	0.2102585	0.0112115	0.01078814	0.0153926	0.489525	0.0012092	0.012966	0.478607	0.00230087	26.64586	0.1633729	7	37.69332	0.5208105	0.000743946	0.0398953	0.409897	3.54946	0.304829	0.287747	0.14932	0.258105	0.1741611	0.9380565
