Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
200	-3485.91	-3308.19	-177.717	5.739359	0.2201573	0.01403284	-0.01427224	0.0130558	0.565185	0.00294919	0.0104157	0.401511	0.00688395	25.14047	0.1570763	8	39.75734	0.564031	0.000999398	0.0461531	0.434197	3.51865	0.300678	0.290953	0.139843	0.268526	0.1428041	1.099943
201	-3485.25	-3307.01	-178.233	5.739359	0.2073954	0.01092042	-0.003365268	0.0154124	0.484561	0.00562131	0.0122957	0.473983	0.00812649	23.87315	0.1484209	9	42.00706	0.564031	0.000679475	0.0381479	0.402682	3.55849	0.30067	0.290946	0.139865	0.268519	0.1450556	1.0232
202	-3488.08	-3308.18	-179.899	5.739359	0.2073954	0.01119214	0.005956169	0.01944	0.480344	0.0070903	0.0155088	0.468262	0.00935506	23.87315	0.2014395	9	42.91689	0.5997961	0.000679475	0.0381479	0.402682	3.55849	0.293419	0.298475	0.146063	0.262044	0.2073957	0.9712811
203	-3488.86	-3308.69	-180.169	5.739359	0.1967413	0.01322902	0.04573013	0.0194544	0.480699	0.00709553	0.0155203	0.468608	0.00862331	23.87315	0.1945528	8	43.94793	0.4255133	0.000473791	0.0319169	0.3751	3.59251	0.296471	0.287718	0.14882	0.266991	0.2402829	0.8096821
204	-3488.75	-3310.38	-178.374	5.841311	0.2054274	0.01074815	0.07337987	0.0193681	0.478567	0.00706407	0.0154515	0.46653	0.0130187	23.87315	0.1945528	9	42.20193	0.4255133	0.000637493	0.0369641	0.397674	3.56472	0.295401	0.276612	0.143076	0.284911	0.2679326	0.7261257
205	-3487.47	-3309.15	-178.319	5.841311	0.2226252	0.01349193	0.0207026	0.0147919	0.512125	0.0066563	0.0145596	0.4396	0.0122672	23.87315	0.147985	7	42.466	0.4255133	0.00107132	0.0477621	0.440099	3.51107	0.300079	0.280992	0.145341	0.273588	0.1686876	0.8772726
206	-3491.66	-3311.82	-179.838	5.672132	0.1893317	0.01456536	0.0521174	0.0174611	0.510738	0.00663827	0.0145201	0.438409	0.012234	25.26419	0.1468634	7	42.45676	0.5302129	0.000359969	0.0278565	0.355246	3.61654	0.300079	0.280992	0.145341	0.273588	0.1989808	0.7380783
207	-3489.56	-3311.69	-177.869	5.672132	0.177286	0.01214841	0.05926148	0.0174611	0.510738	0.00663827	0.0145201	0.438409	0.012234	23.3968	0.1468634	6	38.85446	0.5302129	0.00021925	0.0217844	0.321846	3.65615	0.306701	0.287193	0.121553	0.284552	0.2061249	0.7124972
208	-3486.82	-3312.51	-174.311	5.672132	0.1944061	0.01214841	0.06276361	0.0174456	0.510286	0.00663239	0.0153924	0.438021	0.0122232	21.50731	0.1468634	6	38.16301	0.5302129	0.000435478	0.030612	0.368901	3.60005	0.295198	0.313928	0.116994	0.27388	0.2096271	0.7005939
209	-3485.85	-3310.26	-175.583	5.534495	0.1984111	0.01137643	-0.04745753	0.0175423	0.513114	0.00666916	0.0154777	0.440449	0.00674802	21.50731	0.1779394	7	39.44573	0.4218152	0.000502623	0.0328639	0.379498	3.58714	0.286362	0.304531	0.134871	0.274236	0.1304819	1.36371
210	-3484.61	-3310.71	-173.903	5.555366	0.1982957	0.01142975	0.0772546	0.0161011	0.512821	0.0074132	0.0154688	0.440197	0.00799875	20.70521	0.1461453	7	38.98819	0.4218152	0.000500592	0.0327981	0.379195	3.58751	0.286362	0.304531	0.134871	0.274236	0.2233999	0.654187
211	-3488.47	-3311.83	-176.637	5.555366	0.2087117	0.0150808	0.02835081	0.0161011	0.512821	0.0074132	0.0154688	0.440197	0.00799875	18.39291	0.1276659	6	38.66698	0.4218152	0.00070861	0.0389476	0.40601	3.55433	0.288722	0.307041	0.135983	0.268254	0.1560167	0.8182835
212	-3488.82	-3312.38	-176.447	5.555366	0.1958275	0.01513811	-0.03324025	0.0161011	0.512821	0.0074132	0.0154688	0.440197	0.00799875	19.21778	0.1700729	6	38.87109	0.4218152	0.000458523	0.0314036	0.372681	3.59546	0.288722	0.307041	0.135983	0.268254	0.1368326	1.242926
213	-3485.96	-3311.06	-174.899	5.555366	0.192816	0.0141585	0.02751608	0.0161606	0.514714	0.00744056	0.0118347	0.441822	0.00802827	19.21778	0.1516083	6	37.98345	0.4218152	0.000410697	0.0297366	0.36465	3.6052	0.288722	0.307041	0.135983	0.268254	0.1791244	0.8463857
214	-3487.85	-3309.57	-178.275	5.555366	0.1922191	0.0141585	0.03543141	0.0167702	0.534131	0.00772125	0.0122812	0.423051	0.00604589	22.32348	0.1130154	6	37.88679	0.3841868	0.000401662	0.0294107	0.363047	3.60714	0.288722	0.307041	0.135983	0.268254	0.1484468	0.7613192
215	-3491.77	-3313.53	-178.235	5.419451	0.1806296	0.01488687	0.03407971	0.0155544	0.523814	0.0088681	0.0125256	0.431469	0.00776947	21.13652	0.1535865	6	37.56037	0.3841868	0.000253277	0.023401	0.331252	3.64509	0.291956	0.31048	0.137505	0.260059	0.1876662	0.8184025
216	-3490.12	-3312.62	-177.497	5.419451	0.2007955	0.01298692	0.0335372	0.0155787	0.524633	0.00731765	0.0125452	0.432144	0.00778162	21.13652	0.154129	5	37.26801	0.3841868	0.000545931	0.0342357	0.385731	3.57949	0.291956	0.31048	0.137505	0.260059	0.1876662	0.8212933
217	-3493.15	-3310.88	-182.276	5.551585	0.1871505	0.0135423	0.09335897	0.0156592	0.527345	0.00735547	0.0108852	0.434377	0.00437846	21.13652	0.1444483	4	38.19041	0.4227812	0.000330625	0.026707	0.349299	3.62366	0.297865	0.308738	0.128075	0.265322	0.2378073	0.6074175
218	-3497.86	-3313.73	-184.132	5.551585	0.189747	0.0135423	0.14569	0.0129998	0.528769	0.00737535	0.0109147	0.435551	0.00439029	22.27161	0.09211723	4	38.26011	0.4288761	0.000365764	0.0280778	0.356373	3.61518	0.303267	0.313784	0.112815	0.270134	0.2378073	0.3873609
219	-3494.76	-3312.47	-182.287	5.551585	0.1804592	0.01446405	0.09724017	0.0129894	0.528348	0.00736947	0.010906	0.435203	0.00518398	19.79256	0.08149482	5	38.64468	0.4401229	0.000251455	0.0233173	0.330775	3.64566	0.296319	0.317211	0.124704	0.261767	0.178735	0.4559534
220	-3493.53	-3312.99	-180.543	5.647061	0.1854955	0.01488341	0.08810332	0.0122215	0.561867	0.00440125	0.0102612	0.409476	0.00177235	18.86855	0.08682294	5	37.23224	0.4772807	0.000309552	0.0258492	0.344757	3.62908	0.279492	0.316304	0.130426	0.273778	0.1749263	0.4963402
221	-3489.16	-3313.83	-175.326	5.647061	0.1839317	0.01413138	0.0352085	0.0122215	0.561867	0.00440125	0.0102612	0.409476	0.00177235	18.23386	0.1576505	6	37.67467	0.4230093	0.000290559	0.0250503	0.340441	3.63422	0.279492	0.316304	0.130426	0.273778	0.192859	0.8174392
222	-3494.5	-3316.41	-178.095	5.647061	0.1811016	0.01477976	-0.003870633	0.0121685	0.559432	0.00649546	0.0102168	0.407701	0.00398574	18.23386	0.2243854	5	38.70829	0.4230093	0.000258378	0.0236336	0.332571	3.64354	0.29324	0.331863	0.131324	0.243574	0.2205148	1.017553
223	-3496.48	-3315.33	-181.153	5.647061	0.1916552	0.01636622	0.03609026	0.0190612	0.45361	0.00791163	0.0179722	0.49659	0.00485473	18.92133	0.1992314	6	41.01056	0.4230093	0.000393259	0.0291043	0.36153	3.60897	0.276068	0.312429	0.128377	0.283126	0.2353217	0.8466344
224	-3492.53	-3315.26	-177.272	5.647061	0.2004276	0.01353799	0.0392313	0.021746	0.517501	0.0128263	0.0205036	0.421885	0.00553852	17.24156	0.1713514	7	41.10595	0.4871345	0.000539082	0.0340226	0.384773	3.58067	0.286048	0.304581	0.125153	0.284218	0.2105827	0.8137012
225	-3494.82	-3314.51	-180.312	5.647061	0.2188631	0.01516646	-0.007178499	0.021869	0.520428	0.00724177	0.0206195	0.424271	0.00556986	17.75426	0.1504105	6	40.85644	0.5623541	0.000963027	0.0453169	0.431077	3.52264	0.299891	0.294506	0.135405	0.270198	0.143232	1.050118
226	-3490.1	-3311.11	-178.997	5.647061	0.2085681	0.0137493	0.03220803	0.0218614	0.520246	0.00758967	0.0206123	0.424123	0.0055679	17.99267	0.1664821	6	41.03693	0.4116461	0.00070539	0.0388601	0.405647	3.55479	0.282907	0.30046	0.140973	0.27566	0.1986901	0.8378982
227	-3489.57	-3315.34	-174.226	5.647061	0.2097399	0.0137493	0.04375748	0.0179948	0.516055	0.00792897	0.0317912	0.420706	0.00552306	17.99267	0.1549327	7	39.97999	0.4116461	0.000731966	0.0395766	0.408597	3.55109	0.282907	0.30046	0.140973	0.27566	0.1986901	0.7797703
228	-3491.51	-3317.48	-174.028	5.936153	0.1874144	0.01178243	0.008717397	0.0187016	0.536324	0.00832108	0.0330398	0.39761	0.00600318	17.99267	0.1995601	7	39.08748	0.4116461	0.000334079	0.0268449	0.350021	3.6228	0.308189	0.289867	0.136003	0.265941	0.2082775	0.9581453
229	-3497.78	-3319.53	-178.245	5.936153	0.1987794	0.01123839	0.1150386	0.0191073	0.534899	0.00829897	0.0306977	0.396554	0.0104437	17.39135	0.2087126	6	37.56768	0.4116461	0.000509148	0.0330743	0.380465	3.58595	0.308189	0.289867	0.136003	0.265941	0.3237512	0.6446697
230	-3496.56	-3322.54	-174.02	5.936153	0.2111653	0.01366491	0.07632252	0.018111	0.517333	0.00851384	0.0314925	0.406821	0.0177283	17.39135	0.1492367	6	37.9659	0.4594104	0.000765221	0.0404549	0.412165	3.54661	0.295837	0.318327	0.130552	0.255283	0.2255592	0.6616298
231	-3492.28	-3320.03	-172.256	5.936153	0.2265153	0.01366491	0.02686953	0.0181245	0.51772	0.0085202	0.0302396	0.407125	0.0182707	17.53585	0.1244517	7	37.3663	0.4594104	0.00119167	0.0503351	0.449278	3.4992	0.266876	0.324553	0.133106	0.275465	0.1513212	0.8224338
232	-3492.97	-3318.21	-174.758	5.936153	0.2341848	0.01101331	0.01228788	0.0182309	0.52076	0.00857023	0.0278939	0.409516	0.0150289	17.53585	0.1110495	7	37.4676	0.4594104	0.00145478	0.0555306	0.466926	3.47609	0.27987	0.307147	0.127739	0.285244	0.1233374	0.9003718
233	-3496.11	-3317.12	-178.993	6.474654	0.2341848	0.01174877	0.04598202	0.0247109	0.517323	0.00851367	0.0277098	0.406813	0.0149297	17.53585	0.1143742	8	37.87821	0.6310948	0.00145478	0.0555306	0.466926	3.47609	0.28512	0.294149	0.130135	0.290595	0.1603563	0.7132508
234	-3492.11	-3314.44	-177.664	6.474654	0.2341848	0.01174877	0.07065572	0.0222591	0.525929	0.00766894	0.0249604	0.405735	0.0134484	17.53585	0.1492607	7	37.7056	0.6310948	0.00145478	0.0555306	0.466926	3.47609	0.28512	0.294149	0.130135	0.290595	0.2199165	0.6787156
235	-3488.48	-3315.93	-172.55	7.006048	0.2339066	0.01208476	0.02648528	0.0223905	0.529033	0.00765857	0.0251077	0.40813	0.00768007	17.53585	0.1492607	7	37.55686	0.5145589	0.00144463	0.0553395	0.466296	3.47692	0.283167	0.292134	0.136094	0.288605	0.175746	0.849298
236	-3490.56	-3315.39	-175.168	7.006048	0.2546922	0.01161522	-0.03513669	0.0244452	0.487072	0.00836139	0.0274119	0.445584	0.00712639	17.56711	0.2108827	7	37.74572	0.4031359	0.00233769	0.0700989	0.511277	3.41629	0.282752	0.287454	0.135895	0.293899	0.175746	1.199929
237	-3490.82	-3315.53	-175.29	7.006048	0.2602074	0.01094792	0.02114231	0.0244452	0.487072	0.00836139	0.0274119	0.445584	0.00712639	16.45601	0.1613614	6	37.20289	0.4031359	0.00262201	0.0741543	0.522523	3.4007	0.282752	0.287454	0.135895	0.293899	0.1825037	0.8841541
238	-3488.96	-3314.53	-174.424	7.006048	0.2749718	0.01070711	0.05897881	0.0248709	0.495553	0.00728336	0.0162984	0.453343	0.00265173	16.45601	0.1540154	6	37.73077	0.4031359	0.00348511	0.0852272	0.551277	3.36001	0.286093	0.277433	0.139103	0.297371	0.2129942	0.7230966
239	-3491.11	-3312.47	-178.634	7.006048	0.2608401	0.01178414	0.08350744	0.0223694	0.500608	0.00735767	0.0102216	0.457967	0.00147552	17.12097	0.1294868	5	39.38639	0.4542228	0.00265593	0.0746225	0.523795	3.39893	0.286287	0.277358	0.139065	0.29729	0.2129942	0.6079356
240	-3490.48	-3310.66	-179.819	7.006048	0.263046	0.01208023	0.1006865	0.0223198	0.499498	0.00774992	0.010199	0.456952	0.00328149	17.12097	0.08878997	5	37.84511	0.4697064	0.00277633	0.0762601	0.528202	3.39276	0.271227	0.307085	0.140037	0.281651	0.1894765	0.4686069
241	-3491.19	-3312.88	-178.305	7.006048	0.2703996	0.01154907	0.09224389	0.0226841	0.498712	0.00770192	0.0113928	0.456233	0.00327633	17.86408	0.08878997	6	38.35969	0.4281839	0.00320177	0.0817683	0.542578	3.37245	0.284296	0.321882	0.146785	0.247037	0.1810339	0.4904606
242	-3490.9	-3310.68	-180.219	7.006048	0.2695327	0.01251815	0.06798994	0.0227328	0.499784	0.00771847	0.00926929	0.457213	0.00328337	18.10558	0.08878997	5	38.41173	0.4281839	0.00314968	0.0811153	0.540908	3.37483	0.278645	0.315484	0.143867	0.262005	0.1567799	0.5663351
243	-3497.7	-3312.7	-184.999	7.006048	0.2739954	0.009948079	0.04789233	0.0226584	0.498147	0.0104053	0.00980052	0.455716	0.00327262	18.10558	0.1095254	3	38.32132	0.4281839	0.00342338	0.0844865	0.549434	3.36266	0.282747	0.320128	0.131262	0.265863	0.1574177	0.6957628
244	-3492.91	-3311.59	-181.323	7.006048	0.27598	0.01006715	0.001819638	0.0242367	0.457371	0.00955351	0.00899828	0.496836	0.00300473	17.6322	0.1095254	4	37.32609	0.4281839	0.00354954	0.085993	0.55317	3.35729	0.281532	0.304088	0.146763	0.267617	0.1113451	0.9836577
245	-3488.29	-3311.46	-176.834	7.296968	0.2755645	0.01212807	0.01035826	0.0242454	0.457535	0.00955695	0.00828342	0.497014	0.00336463	18.3313	0.1290782	5	37.61938	0.5185477	0.00352289	0.0856772	0.552391	3.35841	0.304133	0.290261	0.143655	0.26195	0.1394365	0.9257134
246	-3490.82	-3311.94	-178.889	7.296968	0.2233571	0.0131023	-0.0337933	0.0242854	0.458288	0.00957268	0.00665111	0.497833	0.00337017	17.60724	0.1880902	5	37.41757	0.5185477	0.00109331	0.0482429	0.441838	3.50883	0.272371	0.30351	0.150213	0.273907	0.1542969	1.219015
247	-3484.42	-3307.43	-176.989	6.5201	0.2233571	0.01142881	0.02028617	0.0220917	0.459229	0.00959232	0.00666477	0.498854	0.00356801	18.61931	0.1564008	5	37.65308	0.4173601	0.00109331	0.0482429	0.441838	3.50883	0.303389	0.290571	0.143809	0.26223	0.1766869	0.8851858
248	-3490.12	-3310.31	-179.807	6.5201	0.206089	0.01295244	0.03268532	0.0220917	0.459229	0.00959232	0.00666477	0.498854	0.00356801	18.67387	0.1706017	5	38.56106	0.5388372	0.000651398	0.0373605	0.399362	3.56263	0.26889	0.312613	0.154718	0.263778	0.203287	0.8392159
249	-3485.95	-3310.3	-175.645	6.5201	0.2343099	0.01248656	-0.05657151	0.0220849	0.459089	0.0095894	0.00666274	0.498702	0.00387145	18.67387	0.1970607	5	37.82232	0.5388372	0.00145937	0.0556167	0.467209	3.47571	0.281362	0.327114	0.139523	0.252001	0.1404892	1.402675
250	-3481.8	-3309.78	-172.01	6.5201	0.2166946	0.01232224	0.008180486	0.0221589	0.461026	0.00533303	0.00668506	0.500373	0.00442382	18.67387	0.2134905	5	37.3864	0.5388372	0.000904127	0.0439275	0.425811	3.52936	0.281362	0.327114	0.139523	0.252001	0.221671	0.9630963
251	-3482.64	-3310.44	-172.201	6.5201	0.2141351	0.01349414	0.0234772	0.0164368	0.464321	0.00537115	0.00546674	0.503949	0.00445544	17.79269	0.2184593	6	37.68329	0.5388372	0.000837841	0.0423072	0.419533	3.53732	0.299066	0.314071	0.13396	0.252903	0.2419365	0.9029613
252	-3481.5	-3309.53	-171.972	6.564971	0.2100512	0.01195563	0.1024755	0.0182931	0.51676	0.00482185	0.00608414	0.449082	0.00495862	17.79269	0.139461	5	38.10373	0.5388372	0.000739141	0.0397678	0.409378	3.55012	0.299922	0.312108	0.134343	0.253627	0.2419365	0.5764363
253	-3477.38	-3308.77	-168.612	6.30589	0.2309034	0.012839	-0.01629209	0.0180654	0.515163	0.00480696	0.00932634	0.447695	0.0049433	19.33104	0.1513996	6	37.86664	0.4566706	0.00133793	0.0532886	0.459447	3.48593	0.275006	0.290306	0.146418	0.28827	0.1351075	1.120586
254	-3478.76	-3307.85	-170.914	6.30589	0.2013524	0.01293168	-0.05142726	0.02222	0.514514	0.00612933	0.00476014	0.44713	0.00524674	19.33104	0.2100841	6	38.43221	0.5190212	0.000556414	0.0345593	0.387178	3.57771	0.297296	0.292641	0.147596	0.262467	0.1586569	1.324141
255	-3478.22	-3308.54	-169.676	6.30589	0.1972716	0.01066419	-0.07869637	0.0223185	0.516794	0.0108931	0.00668122	0.438043	0.00527	19.33104	0.2100841	7	37.38799	0.4002738	0.000482816	0.0322164	0.3765	3.5908	0.273323	0.30277	0.146172	0.277736	0.1313878	1.598963
256	-3475.35	-3305.13	-170.212	6.30589	0.2026281	0.0109673	0.02183435	0.0167751	0.521315	0.0109884	0.00722523	0.441874	0.00182253	22.05177	0.1523347	7	38.0463	0.4002738	0.000580963	0.0353053	0.390482	3.57363	0.277931	0.307875	0.131775	0.282419	0.174169	0.874637
257	-3481.02	-3310.21	-170.81	6.30589	0.2118699	0.01324385	0.02233283	0.0185436	0.52006	0.0109619	0.00720785	0.440811	0.00241572	22.05177	0.1560965	6	37.61275	0.4002738	0.00078204	0.0408916	0.413921	3.54441	0.269015	0.297998	0.124518	0.308469	0.1784294	0.8748366
258	-3481.04	-3313.52	-167.523	6.30589	0.2163218	0.009856354	0.04371942	0.0184481	0.517382	0.0109055	0.0123199	0.438541	0.00240328	19.1478	0.1411707	6	37.50289	0.445759	0.000894256	0.0436901	0.4249	3.53052	0.269015	0.297998	0.124518	0.308469	0.1848901	0.7635384
259	-3483.9	-3312.38	-171.52	6.30589	0.2063717	0.01321803	0.07784644	0.0237018	0.515035	0.010055	0.012264	0.436552	0.00239237	22.29254	0.1414899	6	37.94858	0.5088109	0.000657403	0.0375303	0.400082	3.56173	0.269015	0.297998	0.124518	0.308469	0.2193364	0.6450819
260	-3482.9	-3310.83	-172.072	6.30589	0.2022857	0.01275691	0.07180944	0.023616	0.513171	0.0120255	0.0122196	0.434971	0.00399659	22.29254	0.1475269	6	38.92347	0.4366338	0.0005743	0.0351044	0.389597	3.57472	0.286948	0.317863	0.132819	0.26237	0.2193364	0.6726059
261	-3483.81	-3312.43	-171.377	6.30589	0.2026014	0.01157507	-0.03327214	0.0250032	0.488323	0.0129572	0.00896427	0.460521	0.00423135	18.31584	0.2043597	5	38.55646	0.4366338	0.000580441	0.0352896	0.390413	3.57372	0.280283	0.31048	0.152962	0.256276	0.1710876	1.194474
262	-3481.62	-3312.09	-169.524	6.661454	0.2021577	0.010468	-0.06617697	0.0260639	0.459834	0.0135068	0.00934453	0.480057	0.0111939	18.31584	0.2043597	6	38.34197	0.4366338	0.000571824	0.0350295	0.389266	3.57513	0.280647	0.300589	0.15316	0.265605	0.1381828	1.478909
263	-3479.04	-3311.18	-167.857	6.661454	0.2534435	0.010468	-0.01235688	0.0180082	0.463638	0.0136185	0.00942182	0.484027	0.0112864	18.31584	0.163014	6	38.50421	0.4366338	0.00227614	0.0691878	0.508691	3.41984	0.280647	0.300589	0.15316	0.265605	0.1506571	1.08202
264	-3485.92	-3312	-173.922	6.661454	0.2239957	0.01070659	0.1616514	0.0179562	0.462298	0.0164695	0.00939459	0.482628	0.0112538	18.31584	0.163014	6	37.35468	0.3406081	0.00111274	0.0486636	0.443351	3.50687	0.280647	0.300589	0.15316	0.265605	0.3246653	0.5020985
265	-3484.25	-3312.48	-171.766	6.661454	0.2147462	0.01005513	0.05153131	0.0179562	0.462298	0.0164695	0.00939459	0.482628	0.0112538	18.31584	0.1783166	6	37.76121	0.3116396	0.000853354	0.0426921	0.421038	3.53542	0.293245	0.314082	0.136146	0.256526	0.2298479	0.7758026
266	-3480.09	-3312.66	-167.431	6.661454	0.2031378	0.01200745	0.07029132	0.0179518	0.462185	0.0171739	0.00892849	0.48251	0.0112511	18.31584	0.1300532	7	37.3122	0.3860229	0.000590982	0.0356051	0.391798	3.57201	0.293245	0.314082	0.136146	0.256526	0.2003445	0.6491478
267	-3478.93	-3313.15	-165.784	6.661454	0.2087017	0.01336798	0.06782327	0.018002	0.463476	0.0172219	0.00895344	0.483858	0.0084881	19.29844	0.1523642	7	37.3122	0.3860229	0.000708386	0.0389415	0.405984	3.55437	0.294535	0.30707	0.147597	0.250798	0.2201875	0.6919749
268	-3481.07	-3315.34	-165.728	6.661454	0.1924092	0.01336798	-0.03981594	0.018002	0.463476	0.0172219	0.00895344	0.483858	0.0084881	19.29844	0.1829734	7	38.26993	0.5183984	0.000404523	0.0295143	0.363558	3.60652	0.263498	0.311001	0.149487	0.276015	0.1431574	1.278127
269	-3477.57	-3310.23	-167.338	6.661454	0.1845212	0.01122643	-0.005209702	0.0176707	0.454949	0.0169051	0.00474732	0.497396	0.00833193	19.29844	0.1829734	7	38.29536	0.5183984	0.000297615	0.0253501	0.34207	3.63228	0.295169	0.297627	0.143058	0.264146	0.1777637	1.029307
270	-3482.02	-3312.46	-169.568	6.661454	0.1729618	0.009622025	0.04864034	0.0177453	0.456869	0.0169764	0.00409699	0.499496	0.00481619	19.29844	0.1893119	7	38.50888	0.5068732	0.000180429	0.0197757	0.309536	3.67051	0.292661	0.298686	0.143567	0.265086	0.2379523	0.7955878
271	-3478.94	-3307.83	-171.114	6.661454	0.1816188	0.01153798	0.114214	0.0185356	0.477215	0.0177324	0.00427944	0.477207	0.00503066	22.38186	0.1417944	6	37.47106	0.5068732	0.000264052	0.0238896	0.334015	3.64183	0.295792	0.301883	0.145104	0.257221	0.2560084	0.5538662
272	-3478.73	-3309.45	-169.283	6.661454	0.195916	0.01138889	0.1031963	0.0186125	0.479194	0.017806	0.00294566	0.479187	0.00225417	21.61826	0.09869145	7	38.66808	0.5068732	0.000459987	0.0314532	0.372915	3.59517	0.303684	0.295063	0.135013	0.26624	0.2018877	0.4888433
273	-3478.54	-3309.54	-168.994	6.661454	0.2037907	0.01155921	0.01731791	0.0203228	0.4787	0.0177876	0.00262503	0.478693	0.00187173	21.61826	0.14279	7	38.16355	0.5497816	0.000603994	0.0359906	0.393479	3.56993	0.288974	0.301297	0.137865	0.271864	0.1601079	0.891836
274	-3479.37	-3308.12	-171.251	6.661454	0.2046737	0.01155921	0.008392141	0.0203228	0.4787	0.0177876	0.00262503	0.478693	0.00187173	21.27401	0.14279	7	37.40121	0.5745285	0.000621909	0.0365145	0.395745	3.56712	0.297989	0.297477	0.136117	0.268417	0.1511821	0.9444899
275	-3484.19	-3312.18	-172.01	6.661454	0.1919777	0.0119321	0.01841952	0.0201977	0.391366	0.0145424	0.00211476	0.570249	0.00153025	21.66906	0.1541458	7	37.9231	0.5745285	0.000398048	0.0292794	0.362398	3.60792	0.278097	0.321589	0.149813	0.2505	0.1725654	0.8932606
276	-3481.48	-3308.9	-172.582	6.661454	0.1742277	0.01140811	-0.003129516	0.0170018	0.452738	0.0130927	0.00263256	0.5134	0.00113496	22.27469	0.1834485	7	37.30308	0.5745285	0.000191213	0.020354	0.313156	3.6663	0.282134	0.311093	0.152637	0.254136	0.180319	1.017355
277	-3483.09	-3309.15	-173.938	6.661454	0.2085559	0.01104812	0.01859098	0.019641	0.523016	0.0177068	0.00304121	0.435073	0.00152193	22.27469	0.161728	7	37.91377	0.5745285	0.000705117	0.0388526	0.405617	3.55483	0.285635	0.314953	0.137038	0.262375	0.180319	0.8968995
278	-3480.05	-3309.89	-170.157	6.661454	0.1881495	0.01166101	0.006331521	0.0196079	0.522135	0.017677	0.00303608	0.434339	0.00320494	22.27469	0.1754963	7	37.40088	0.5442618	0.000343841	0.0272309	0.352029	3.6204	0.285635	0.314953	0.137038	0.262375	0.1818278	0.9651785
279	-3478.84	-3305.92	-172.924	6.661454	0.1881495	0.01166101	0.02260879	0.0197445	0.525774	0.00858233	0.00514249	0.437367	0.00338914	28.63953	0.1752008	7	37.87704	0.5061411	0.000343841	0.0272309	0.352029	3.6204	0.285946	0.315296	0.130733	0.268024	0.1978096	0.8857043
280	-3475.39	-3304.13	-171.265	6.912566	0.187347	0.01176751	0.03459847	0.0197671	0.526374	0.00745233	0.00514835	0.437866	0.003393	28.63953	0.176581	8	38.24325	0.489072	0.000333195	0.0268097	0.349837	3.62302	0.285331	0.31677	0.130452	0.267447	0.2111795	0.8361656
281	-3473.33	-3304.03	-169.304	6.912566	0.1821325	0.01092495	-0.03542954	0.0183872	0.560671	0.00687456	0.0048043	0.407299	0.00196402	27.36651	0.176581	8	37.20283	0.4398247	0.000269779	0.0241452	0.335446	3.64014	0.286311	0.317857	0.127466	0.268366	0.1411515	1.251004
282	-3477.86	-3305.1	-172.754	6.912566	0.1821325	0.01179451	-0.03542954	0.0235995	0.558128	0.00381894	0.00646894	0.405452	0.00253232	27.36651	0.176581	7	38.5449	0.4582798	0.000269779	0.0241452	0.335446	3.64014	0.292729	0.302566	0.130324	0.274382	0.1411515	1.251004
283	-3476.99	-3304.36	-172.63	6.912566	0.1795784	0.009525725	-0.009707728	0.0220043	0.520401	0.00447396	0.00603166	0.444728	0.00236115	27.36651	0.1605571	7	38.33477	0.4303283	0.000242186	0.0228868	0.328305	3.64857	0.297788	0.307795	0.132576	0.261841	0.1508494	1.064354
284	-3480.28	-3305.06	-175.222	7.357903	0.1877856	0.009525725	0.03446271	0.0218891	0.517676	0.00445053	0.00602968	0.442399	0.00755637	27.36651	0.1246463	6	37.44374	0.3737435	0.000338983	0.0270395	0.351036	3.62159	0.297788	0.307795	0.132576	0.261841	0.159109	0.7834019
285	-3480.16	-3305.23	-174.93	7.357903	0.1817105	0.01005149	-0.02443603	0.0218204	0.516053	0.00776149	0.00681208	0.441012	0.00654102	27.36651	0.1421373	6	38.37609	0.4333885	0.000265068	0.0239352	0.334271	3.64153	0.297788	0.307795	0.132576	0.261841	0.1177012	1.207611
286	-3483.3	-3307.52	-175.778	7.357903	0.2069378	0.008755921	0.009051405	0.0204744	0.484219	0.00491808	0.00639186	0.477477	0.00652003	24.65227	0.1086498	5	37.25479	0.4333885	0.000669546	0.0378713	0.401521	3.55994	0.297788	0.307795	0.132576	0.261841	0.1177012	0.9230985
287	-3479.04	-3305.06	-173.978	7.357903	0.2297222	0.0110777	0.06816821	0.0221618	0.524127	0.00532342	0.00691866	0.434411	0.0070574	24.65227	0.1064839	6	38.02545	0.4094752	0.00129745	0.0524885	0.456729	3.48949	0.297788	0.307795	0.132576	0.261841	0.1746521	0.6096914
288	-3479.39	-3307.18	-172.208	7.357903	0.2297222	0.009262961	0.06649441	0.0236671	0.494707	0.00568498	0.00448728	0.463917	0.00753674	24.65227	0.1722674	7	38.01515	0.4645821	0.00129745	0.0524885	0.456729	3.48949	0.305845	0.304263	0.131055	0.258837	0.2387618	0.7215032
289	-3478.97	-3306.01	-172.969	7.357903	0.2294571	0.01110631	0.1036736	0.0236281	0.493894	0.00698481	0.00481535	0.463154	0.00752434	24.65783	0.1605527	7	37.68511	0.4645821	0.00128847	0.0523094	0.456117	3.49029	0.286439	0.304123	0.143532	0.265905	0.2642264	0.6076332
