Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
5400	-3320.934	-3308.204	-12.72964	0.270202	0.1876663	0.3142172	0.002447315	0.00963242	0.425258	0.0171633	0.00322643	0.541997	0.00272327	0.08770622	0.000337401	0.0269769	0.35071	3.62198	0.291597	0.320498	0.141653	0.246251	0.09015353	0.9728539
5410	-3316.749	-3301.408	-15.34048	0.2511477	0.2044992	0.2899907	0.2077213	0.0128082	0.498154	0.0192134	0.00264069	0.463132	0.00405136	0.1465074	0.000618338	0.0364107	0.395298	3.56767	0.287844	0.301888	0.135886	0.274382	0.3542287	0.4135955
5420	-3320.709	-3309.204	-11.50524	0.2511477	0.2549846	0.2751905	0.06911003	0.00831461	0.466067	0.0157858	0.00260066	0.503814	0.00341758	0.007340954	0.00235225	0.0703126	0.51188	3.41545	0.286542	0.298231	0.150956	0.26427	0.07645098	0.09602171
5430	-3318.942	-3306.366	-12.57558	0.2707261	0.2128442	0.2825912	-0.07131171	0.0101766	0.495814	0.0222652	0.00199214	0.468048	0.00170361	0.1331998	0.000805716	0.0414983	0.416341	3.54135	0.307577	0.29128	0.125039	0.276103	0.06188805	2.152269
5440	-3322.695	-3309.846	-12.84904	0.2515666	0.1421737	0.2996908	0.1707656	0.0141039	0.498375	0.00756015	0.00292333	0.454005	0.0230327	0.02087047	3.1951e-05	0.00835915	0.218111	3.7735	0.293148	0.286134	0.147863	0.272855	0.1916361	0.1089068
5450	-3318.512	-3306.105	-12.40676	0.2515666	0.1816286	0.2670981	0.1561847	0.0208077	0.535799	0.00550604	0.00885786	0.426636	0.00239257	0.02033641	0.00026416	0.0238945	0.334042	3.6418	0.321985	0.265571	0.13092	0.281524	0.1765211	0.1152066
5460	-3317.06	-3305.46	-11.60011	0.2501969	0.1985447	0.305454	0.004750073	0.012976	0.483415	0.00992351	0.0127705	0.478978	0.00193725	0.0280348	0.000504983	0.0329402	0.379849	3.58671	0.300468	0.30731	0.136242	0.25598	0.03278487	0.8551139
5470	-3315.866	-3303.812	-12.05474	0.223734	0.1712484	0.3349606	-0.02874575	0.0121373	0.537675	0.00222618	0.0102147	0.430589	0.00715777	0.05487566	0.000166565	0.0190059	0.304614	3.67621	0.276868	0.316724	0.139387	0.267021	0.0261299	2.10011
5480	-3317.415	-3302.166	-15.24915	0.2237188	0.1623317	0.3966396	0.04365945	0.0197536	0.503463	0.00494985	0.0160978	0.455379	0.000356653	0.1680676	0.000106914	0.0152479	0.278629	3.70602	0.285736	0.30262	0.132692	0.278953	0.211727	0.7937937
5490	-3318.167	-3305.522	-12.64509	0.2237188	0.1997288	0.3039737	0.03586092	0.0141635	0.497586	0.00497693	0.0302352	0.450063	0.00297573	0.07485522	0.000526242	0.0336192	0.38295	3.5829	0.316336	0.295226	0.121422	0.267015	0.1107161	0.6761003
5500	-3322.845	-3308.132	-14.71216	0.2197196	0.1530838	0.3382107	0.06261393	0.0200982	0.497025	0.00476528	0.0113674	0.462074	0.00466942	0.1636349	6.39106e-05	0.0118049	0.251107	3.73702	0.29047	0.312394	0.147378	0.249757	0.2262488	0.7232519
5510	-3321.657	-3305.718	-15.93907	0.2218258	0.1815471	0.3786719	-0.03007465	0.00979778	0.498909	0.00353414	0.0127176	0.463825	0.0112158	0.2525292	0.00026326	0.023854	0.333815	3.64207	0.320539	0.293059	0.114388	0.272014	0.2224545	1.135195
5520	-3321.669	-3308.803	-12.86677	0.2012185	0.1906915	0.3961947	-0.09768307	0.0123352	0.422487	0.00210718	0.0163514	0.538677	0.00804167	0.1015403	0.000379193	0.0285839	0.35893	3.61211	0.293867	0.272047	0.151408	0.282677	0.003857248	26.32455
5530	-3320.447	-3306.914	-13.5338	0.1871309	0.1957038	0.3876636	-0.1945017	0.0135169	0.494296	0.00278285	0.0223484	0.46357	0.0034856	0.1962565	0.000456484	0.0313343	0.372352	3.59586	0.311771	0.283962	0.122566	0.281701	0.001754838	111.8374
5540	-3317.265	-3304.927	-12.3378	0.2517437	0.2204855	0.2520095	-0.02866269	0.0122576	0.503488	0.00358412	0.0146884	0.452418	0.0135637	0.1174846	0.00100877	0.0463661	0.434986	3.51764	0.287999	0.298737	0.127796	0.285468	0.08882188	1.322699
5550	-3317.466	-3304.615	-12.85099	0.2818131	0.2199336	0.2385343	0.1306062	0.0223456	0.529085	0.00749907	0.00510521	0.431565	0.00439935	0.07056651	0.000993047	0.0460082	0.433659	3.51934	0.283946	0.301143	0.143901	0.271009	0.2011727	0.3507757
5560	-3317.568	-3304.313	-13.25562	0.1897559	0.1505141	0.3595382	-0.1678142	0.0171547	0.518685	0.00953348	0.0061558	0.447705	0.000766006	0.1815956	5.47765e-05	0.0109328	0.243377	3.74564	0.296438	0.315863	0.13394	0.253759	0.01378138	13.17688
5570	-3320.061	-3306.521	-13.54025	0.2356825	0.1577487	0.3681128	0.1190622	0.00936769	0.505267	0.0045819	0.018805	0.460364	0.00161438	0.04890914	8.34788e-05	0.0134826	0.265054	3.72138	0.310553	0.288123	0.130024	0.271299	0.1679714	0.2911755
5580	-3314.153	-3301.155	-12.99823	0.2491038	0.1773948	0.3335429	-0.04100541	0.01105	0.534472	0.00538786	0.00225083	0.435193	0.0116464	0.1133121	0.000220301	0.0218361	0.322154	3.65579	0.287534	0.309753	0.130206	0.272506	0.07230671	1.567104
5590	-3320.681	-3306.915	-13.76629	0.2007154	0.1561764	0.492911	0.04532942	0.00888927	0.536794	0.00449141	0.00254896	0.419576	0.0277011	0.0261864	7.6428e-05	0.0129036	0.260367	3.72665	0.289041	0.31993	0.142002	0.249027	0.07151582	0.3661624
5600	-3320.707	-3307.656	-13.05122	0.2007154	0.1730213	0.38281	-0.0268215	0.00797436	0.539841	0.0050319	0.0104178	0.407235	0.0294995	0.08477016	0.000180925	0.0198027	0.309706	3.67031	0.320789	0.282731	0.139711	0.25677	0.05794866	1.462849
5610	-3317.22	-3302.143	-15.07729	0.2171789	0.1774727	0.2906404	0.3980523	0.0162059	0.547297	0.00186842	0.00586487	0.412125	0.0166386	0.04431903	0.000221055	0.0218732	0.322374	3.65553	0.289907	0.299209	0.138331	0.272553	0.4423714	0.1001851
5620	-3321.856	-3309.641	-12.21514	0.2310696	0.2092603	0.3147017	0.0294565	0.00967745	0.521249	0.00437276	0.0242152	0.42101	0.0194759	0.04650532	0.000721005	0.0392827	0.407391	3.55261	0.30476	0.305898	0.122383	0.266959	0.07596183	0.6122197
5630	-3323.977	-3308.62	-15.35705	0.2690153	0.1610967	0.3767703	0.09305689	0.00918677	0.499938	0.00483414	0.014588	0.456662	0.0147914	0.1605005	0.000100157	0.0147609	0.274985	3.71015	0.287406	0.293228	0.145123	0.274243	0.2535574	0.6329948
5640	-3317.448	-3305.171	-12.27736	0.2884272	0.1684401	0.3177079	-0.09307862	0.0148606	0.485906	0.00269572	0.0136917	0.469327	0.0135183	0.1091259	0.000145595	0.0177771	0.296496	3.68558	0.303295	0.291121	0.14001	0.265575	0.01604728	6.800273
5650	-3322.42	-3306.773	-15.64621	0.3088012	0.182346	0.2403991	0.243123	0.0141766	0.607757	0.00329209	0.0117345	0.360647	0.00239264	0.1666119	0.000272185	0.0242518	0.33604	3.63944	0.292889	0.292921	0.125847	0.288344	0.4097349	0.4066333
5660	-3323.777	-3308.622	-15.15513	0.3088012	0.1729933	0.2605087	0.4878195	0.0252748	0.489434	0.00257813	0.0174867	0.464121	0.00110582	0.006396527	0.000180691	0.0197899	0.309626	3.6704	0.293974	0.317579	0.129702	0.258745	0.494216	0.01294278
5670	-3320.63	-3308.738	-11.89114	0.3194958	0.2027196	0.2645212	-0.112249	0.0243761	0.583279	0.00193781	0.00668913	0.375894	0.0078239	0.1244826	0.000582752	0.035359	0.390718	3.57334	0.272124	0.294955	0.125871	0.307049	0.01223357	10.17549
5680	-3316.559	-3305.5	-11.05913	0.3311638	0.2202956	0.246939	-0.00773493	0.0169149	0.450616	0.00582563	0.00360654	0.509726	0.013311	0.03472437	0.00100334	0.0462428	0.43453	3.51822	0.273791	0.307007	0.154859	0.264343	0.02698944	1.286591
5690	-3318.901	-3307.81	-11.09134	0.3311638	0.2141025	0.2362431	-0.0504682	0.0229692	0.516892	0.00499404	0.00510224	0.431072	0.0189704	0.06446875	0.000837021	0.0422867	0.419453	3.53742	0.296096	0.278235	0.154297	0.271371	0.01400055	4.60473
5700	-3319.977	-3309.796	-10.18109	0.3775826	0.2292145	0.18709	-0.02995635	0.0237848	0.453635	0.0135628	0.00325347	0.489307	0.016457	0.03018579	0.0012803	0.0521457	0.455556	3.49102	0.300478	0.303862	0.136293	0.259367	0.0002294448	131.5602
5710	-3328.243	-3317.059	-11.18381	0.3714639	0.2272118	0.2602533	0.03224205	0.0204953	0.424897	0.00168665	0.0198046	0.520958	0.0121585	0.01395807	0.00121413	0.0508004	0.450905	3.49708	0.306769	0.305385	0.126546	0.2613	0.04620012	0.3021219
5720	-3320.827	-3308.113	-12.71369	0.3078265	0.2242834	0.2563164	-0.1586874	0.0211458	0.55118	0.00368045	0.00647858	0.397265	0.0202502	0.1970967	0.00112157	0.0488536	0.444031	3.50599	0.266051	0.310833	0.135503	0.287612	0.03840927	5.131487
5730	-3316.496	-3302.956	-13.53978	0.2382795	0.2162901	0.3740604	0.06569558	0.00848325	0.495307	0.00509132	0.00621122	0.467203	0.0177041	0.07072612	0.000893421	0.04367	0.424823	3.53061	0.304331	0.307163	0.127882	0.260624	0.1364217	0.5184375
5740	-3312.09	-3300.674	-11.41584	0.2382795	0.1705565	0.2894578	-0.01319865	0.0125228	0.566779	0.00210492	0.0115871	0.401767	0.00523898	0.03571257	0.0001612	0.0186994	0.30262	3.67852	0.298187	0.296966	0.128638	0.276209	0.02251392	1.586244
5750	-3323.968	-3309.113	-14.85446	0.2382795	0.2292637	0.3335861	-0.08142954	0.0128541	0.445134	0.00672762	0.00806421	0.50037	0.0268505	0.2403969	0.00128196	0.0521789	0.45567	3.49087	0.296785	0.318277	0.133175	0.251762	0.1589673	1.512241
5760	-3321.368	-3308.588	-12.78051	0.2153585	0.2446848	0.3346971	-0.1557136	0.0155485	0.500901	0.00709302	0.00942974	0.459755	0.00727218	0.1606231	0.00187323	0.0628791	0.490142	3.44511	0.271375	0.319868	0.127834	0.280922	0.004909418	32.71734
5770	-3317.128	-3304.164	-12.96414	0.2394779	0.2071772	0.3509799	0.09428742	0.021305	0.396822	0.00770665	0.00220579	0.566908	0.00505242	0.03615162	0.000674727	0.0380159	0.402128	3.55918	0.282784	0.297987	0.14831	0.270918	0.130439	0.2771534
5780	-3320.637	-3308.561	-12.07634	0.2265684	0.2482305	0.3175298	-0.03848344	0.0181439	0.476411	0.00566193	0.00331025	0.468622	0.0278513	0.07099955	0.00203031	0.0654151	0.497739	3.43482	0.287734	0.285193	0.153365	0.273708	0.03251611	2.183519
5790	-3317.607	-3306.057	-11.54967	0.3002635	0.20263	0.24972	0.01171767	0.0112209	0.56853	0.00968834	0.00196872	0.38729	0.021302	0.05268169	0.000581	0.0353064	0.390487	3.57363	0.286363	0.318837	0.140495	0.254306	0.06439936	0.8180469
5800	-3316.85	-3304.877	-11.97343	0.2689441	0.2180157	0.300035	0.01008097	0.0147196	0.486327	0.00138583	0.0101114	0.46579	0.0216655	0.0492702	0.000939708	0.0447721	0.429025	3.52526	0.289844	0.293327	0.139428	0.277401	0.05935117	0.830147
5810	-3323.422	-3309.542	-13.87976	0.2750001	0.1932122	0.3491449	-0.04929014	0.0187021	0.469093	0.000408074	0.0145389	0.495453	0.00180532	0.1593661	0.000416773	0.0299536	0.365711	3.60392	0.293323	0.304285	0.140959	0.261432	0.1100759	1.447783
5820	-3316.916	-3304.285	-12.63056	0.2750001	0.2183218	0.236597	-0.103129	0.0232907	0.483753	0.00260216	0.0203107	0.462335	0.0077088	0.1790761	0.000948086	0.0449686	0.429767	3.52432	0.306747	0.280755	0.141651	0.270846	0.07594712	2.357905
5830	-3323.883	-3307.779	-16.10369	0.2482584	0.1775031	0.2794575	-0.3552952	0.0112645	0.492192	0.0083758	0.00488132	0.4704	0.0128862	0.4731053	0.00022135	0.0218877	0.32246	3.65543	0.294832	0.2931	0.130007	0.282061	0.1178101	4.01583
5840	-3320.515	-3306.365	-14.15009	0.2678186	0.166802	0.3733978	0.06839312	0.0100738	0.478708	0.00392547	0.0101534	0.481946	0.0151936	0.1023044	0.000134322	0.0170793	0.291732	3.69105	0.292174	0.300147	0.121951	0.285728	0.1706976	0.5993316
5850	-3316.206	-3303.312	-12.89402	0.2652714	0.2103338	0.3072005	0.2014092	0.00869571	0.551523	0.00563063	0.0117287	0.409512	0.0129101	0.002726612	0.000745696	0.0399417	0.410086	3.54923	0.306388	0.299419	0.13581	0.258383	0.2041358	0.01335686
5860	-3317.582	-3304.471	-13.11101	0.2651407	0.1998701	0.2706224	0.1750402	0.00796504	0.540598	0.012551	0.0177294	0.416102	0.00505534	0.04759179	0.000528821	0.0337006	0.383319	3.58245	0.305061	0.295261	0.138364	0.261314	0.222632	0.2137689
5870	-3314.143	-3301.284	-12.85831	0.1744021	0.1867727	0.4310254	0.04117671	0.0104127	0.5354	0.00266782	0.00868989	0.434701	0.00812837	0.01095993	0.000325725	0.0265101	0.348265	3.6249	0.30662	0.297974	0.140263	0.255143	0.05213664	0.2102155
5880	-3324.813	-3311.162	-13.65066	0.1814499	0.1466496	0.4134226	-0.1679913	0.00862593	0.577107	0.0196931	0.00580192	0.383199	0.00557284	0.1735201	4.29971e-05	0.0096913	0.231698	3.75857	0.295086	0.302684	0.135087	0.267144	0.005528737	31.38512
5890	-3317.305	-3305.072	-12.23264	0.1814499	0.1871589	0.4006849	-0.003237073	0.00571067	0.487028	0.0162374	0.0110212	0.477382	0.00262136	0.01363057	0.000330734	0.0267114	0.349322	3.62364	0.302302	0.300288	0.132925	0.264485	0.0103935	1.311452
5900	-3324.371	-3311.252	-13.11899	0.2128574	0.1721609	0.3608943	-0.06176405	0.00311078	0.542453	0.00607462	0.0072793	0.436699	0.00438315	0.118423	0.000173844	0.019414	0.307238	3.67317	0.300332	0.328661	0.13693	0.234076	0.05665899	2.090102
5910	-3317.532	-3302.601	-14.93094	0.2186352	0.1681843	0.3542599	0.02709258	0.0193239	0.480262	0.00485758	0.0114776	0.4792	0.00487859	0.1814468	0.000143789	0.0176672	0.295753	3.68644	0.305962	0.284201	0.137459	0.272378	0.2085394	0.8700841
5920	-3315.326	-3303.45	-11.87654	0.2329141	0.158825	0.3323234	0.01252059	0.0120373	0.588205	0.00689687	0.00570809	0.378146	0.00900664	0.02480872	8.85867e-05	0.0138868	0.268254	3.71777	0.301983	0.303173	0.140393	0.254451	0.03732931	0.6645908
5930	-3319.169	-3306.497	-12.672	0.2329141	0.1587764	0.3721282	0.03696507	0.012489	0.512258	0.00444905	0.00872588	0.449488	0.01259	0.03607397	8.8351e-05	0.0138684	0.26811	3.71793	0.29781	0.316504	0.136056	0.249631	0.07303904	0.4938999
5940	-3317.125	-3306.081	-11.04387	0.2552004	0.1975579	0.2582954	0.04087291	0.0131523	0.514287	0.00471095	0.0115969	0.453472	0.00278141	0.005143076	0.00048774	0.0323786	0.377254	3.58988	0.277488	0.293188	0.146238	0.283086	0.04601599	0.1117672
5950	-3316.696	-3304.875	-11.82038	0.283064	0.2130702	0.2330788	-0.09123609	0.0188019	0.512663	0.0119634	0.0134229	0.437057	0.00609181	0.1291115	0.000811278	0.0416395	0.416901	3.54065	0.280539	0.309569	0.151612	0.25828	0.03787545	3.408845
5960	-3318.922	-3304.431	-14.49054	0.2894906	0.1804115	0.3056003	0.3054927	0.00998344	0.505136	0.00555889	0.024757	0.441999	0.0125661	0.04069682	0.000250945	0.0232938	0.330641	3.64581	0.288156	0.304314	0.14402	0.263509	0.3461895	0.1175565
5970	-3313.312	-3300.542	-12.76965	0.2894906	0.199144	0.3032717	0.1539177	0.00969959	0.515109	0.00897662	0.0092227	0.446212	0.0107801	0.02024166	0.000515665	0.0332831	0.38142	3.58478	0.285918	0.309392	0.13414	0.270551	0.1741594	0.1162249
5980	-3318.701	-3305.994	-12.70739	0.2488524	0.1854088	0.2577759	0.2069585	0.0134702	0.429488	0.00810599	0.00660118	0.534513	0.00782165	0.01764751	0.000308475	0.0258046	0.344518	3.62937	0.289272	0.29622	0.142835	0.271673	0.224606	0.07857096
5990	-3317.587	-3300.388	-17.19904	0.2160734	0.1758594	0.3755149	-0.5088173	0.010043	0.507164	0.00180177	0.013155	0.463483	0.00435354	0.5674691	0.000205816	0.0211113	0.317802	3.66088	0.292621	0.308101	0.130835	0.268444	0.05865178	9.675223
6000	-3322.187	-3308.002	-14.18465	0.2517104	0.2739928	0.257223	-0.3454302	0.020193	0.494498	0.010212	0.022686	0.451908	0.000504006	0.3767007	0.00342321	0.0844845	0.549429	3.36266	0.300422	0.312328	0.125804	0.261446	0.0312705	12.04652
6010	-3319.949	-3305.058	-14.89104	0.2884517	0.2125511	0.3309569	-0.4006456	0.0150467	0.480898	0.00460001	0.00218479	0.495358	0.00191263	0.4014657	0.000798541	0.0413154	0.415614	3.54227	0.286628	0.305154	0.137367	0.270851	0.0008201062	489.5289
6020	-3323.969	-3308.866	-15.10335	0.2952215	0.2117701	0.263228	-0.2657543	0.0209828	0.525949	0.00941655	0.0064537	0.435517	0.00168158	0.3805097	0.000779642	0.0408296	0.413673	3.54472	0.276373	0.28821	0.158635	0.276781	0.1147553	3.315834
6030	-3313.319	-3301.96	-11.35923	0.2351831	0.1867754	0.2902471	-0.03993477	0.0199476	0.512637	0.00732086	0.0123927	0.446707	0.000994586	0.04523885	0.00032576	0.0265115	0.348272	3.62489	0.277446	0.312638	0.131907	0.278009	0.005304081	8.529064
6040	-3311.348	-3299.241	-12.1065	0.253037	0.1825734	0.3192624	0.04581928	0.01711	0.537058	0.00854548	0.00572731	0.430096	0.00146283	0.02902891	0.000274767	0.0243656	0.336673	3.63869	0.296548	0.298764	0.129058	0.27563	0.07484819	0.3878372
6050	-3316.239	-3304.458	-11.78192	0.2655085	0.2106211	0.2889696	-0.06387644	0.0141106	0.540551	0.00481634	0.0213336	0.415461	0.00372691	0.08147696	0.000752403	0.0401187	0.410805	3.54832	0.290564	0.327177	0.11491	0.267349	0.01760052	4.629237
6060	-3319.649	-3306.888	-12.76138	0.2655085	0.2165159	0.2801638	0.1138337	0.019009	0.559664	0.00719605	0.00367019	0.388684	0.0217767	0.05451557	0.000899386	0.0438136	0.425375	3.52991	0.267653	0.316177	0.140209	0.275962	0.1683492	0.3238243
6070	-3320.445	-3309.283	-11.16242	0.2879465	0.2286511	0.2898091	-0.01340883	0.018617	0.509659	0.00442605	0.00713517	0.436812	0.0233508	0.0202926	0.00126145	0.0517661	0.454252	3.49272	0.291424	0.302918	0.141224	0.264434	0.006883777	2.947888
6080	-3315.942	-3304.213	-11.72882	0.3130734	0.2138193	0.2836495	0.04212334	0.0225435	0.516805	0.00350682	0.00583159	0.442937	0.00837605	0.02737286	0.000829903	0.0421088	0.418754	3.53831	0.297764	0.308849	0.123109	0.270279	0.06949621	0.3938756
6090	-3315.24	-3300.579	-14.661	0.2246839	0.2117559	0.3639846	-0.2191925	0.0156804	0.497128	0.00516584	0.0177653	0.459807	0.0044541	0.2830464	0.000779302	0.0408208	0.413638	3.54476	0.289178	0.308194	0.134744	0.267884	0.06385385	4.432723
6100	-3314.815	-3298.956	-15.85944	0.2034927	0.185544	0.415006	-0.2744644	0.0111593	0.483838	0.00505521	0.00537307	0.491862	0.00271285	0.3540092	0.000310156	0.0258742	0.34489	3.62893	0.304189	0.311928	0.125334	0.258548	0.07954478	4.450438
6110	-3322.576	-3307.431	-15.14521	0.1801589	0.1923396	0.4474899	0.008268558	0.0241318	0.515694	0.001094	0.0119427	0.445507	0.00163014	0.1527025	0.000403474	0.0294764	0.363371	3.60675	0.273059	0.293403	0.139292	0.294245	0.1609711	0.9486333
6120	-3320.335	-3306.886	-13.44861	0.1954206	0.1614519	0.4057494	0.03003524	0.0125495	0.585698	0.00287737	0.00844626	0.387959	0.00246927	0.06738276	0.000102065	0.0149001	0.276034	3.70896	0.302254	0.300751	0.11422	0.282775	0.097418	0.691687
6130	-3325.587	-3309.938	-15.64917	0.1854237	0.1791804	0.5338412	-0.1883166	0.00860431	0.513954	0.000551942	0.0115727	0.463416	0.00190082	0.2312025	0.000238082	0.0226936	0.327187	3.64988	0.318738	0.307456	0.112871	0.260935	0.04288591	5.391107
6140	-3311.745	-3299.498	-12.24674	0.2027556	0.1583906	0.3744442	0.05277928	0.0161312	0.493253	0.00176761	0.00512573	0.481775	0.00194768	0.002014091	8.64972e-05	0.0137229	0.266964	3.71923	0.299451	0.294963	0.142666	0.262919	0.05479337	0.03675794
6150	-3318.663	-3304.728	-13.93507	0.2769463	0.2189496	0.3293331	0.2583528	0.0227665	0.466394	0.00813632	0.00422976	0.49524	0.00323257	0.0228412	0.000965431	0.0453726	0.431286	3.52238	0.308936	0.293035	0.136266	0.261763	0.281194	0.08122933
6160	-3315.546	-3303.133	-12.41291	0.2649834	0.2072979	0.295831	-0.0749161	0.0157746	0.583738	0.00215917	0.00672564	0.379708	0.0118944	0.1193634	0.000677351	0.0380889	0.402435	3.5588	0.295702	0.312937	0.132452	0.258908	0.04444733	2.685503
6170	-3318.413	-3306.164	-12.24885	0.3586896	0.2258061	0.2173539	-0.1811054	0.019695	0.571931	0.00418537	0.0024105	0.397428	0.00435033	0.2035617	0.00116908	0.0498628	0.447616	3.50135	0.308446	0.297026	0.116754	0.277774	0.02245638	9.06476
6180	-3319.565	-3308.868	-10.69644	0.3841629	0.245707	0.2236595	0.02053246	0.0231344	0.464655	0.00505649	0.0106265	0.494855	0.00167217	0.01349836	0.00191768	0.0636076	0.492344	3.44213	0.271987	0.292432	0.148891	0.28669	0.03403082	0.3966511
6190	-3323.194	-3309.822	-13.37129	0.3412503	0.236172	0.2062909	-0.2041356	0.018477	0.500236	0.00838788	0.0148049	0.457801	0.000292754	0.2824598	0.00152872	0.0569016	0.471403	3.47017	0.272606	0.307458	0.141616	0.27832	0.07832417	3.606292
6200	-3318.112	-3307.112	-11.00008	0.3412503	0.2052933	0.2127629	-0.001644933	0.0197547	0.505725	0.00742315	0.0168601	0.450001	0.000235323	0.04809866	0.000634701	0.0368839	0.397331	3.56515	0.280476	0.297417	0.145329	0.276779	0.04645373	1.03541
6210	-3321.567	-3307.813	-13.75441	0.2570885	0.2051888	0.276805	-0.1588801	0.00802237	0.435113	0.0102406	0.0217644	0.522315	0.00254454	0.2469307	0.000632531	0.0368215	0.397064	3.56548	0.287372	0.292256	0.135458	0.284914	0.08805061	2.804418
6220	-3324.089	-3307.441	-16.64828	0.2570885	0.2361212	0.2731249	-0.3673559	0.0106969	0.566585	0.00868095	0.00728075	0.406037	0.000719693	0.5118145	0.0015268	0.0568664	0.471289	3.47032	0.317305	0.297132	0.115416	0.270147	0.1444587	3.542983
6230	-3318.923	-3308.069	-10.85398	0.2570885	0.2225815	0.2511682	-0.02613399	0.0149993	0.472487	0.0116276	0.0129678	0.486841	0.00107775	0.03109592	0.00107002	0.0477335	0.439995	3.5112	0.277271	0.303412	0.159726	0.259591	0.004961937	6.266892
6240	-3322.105	-3308.592	-13.51345	0.2846831	0.1824623	0.2843015	0.04364647	0.0272303	0.513062	0.00555827	0.0140972	0.439128	0.00092472	0.1286346	0.000273503	0.02431	0.336364	3.63905	0.312646	0.278005	0.130896	0.278453	0.1722811	0.7466555
6250	-3318.235	-3305.251	-12.98448	0.2700627	0.2265535	0.2862782	-0.02934738	0.0244425	0.460536	0.00543103	0.0114541	0.483386	0.0147509	0.1338952	0.00119289	0.0503606	0.449367	3.49908	0.280895	0.312581	0.144187	0.262337	0.1045478	1.280708
6260	-3321.729	-3308.563	-13.16687	0.3796744	0.2293907	0.2712941	0.03747515	0.0178627	0.491763	0.00498977	0.0058355	0.471554	0.00799471	0.1171508	0.00128623	0.0522646	0.455964	3.49049	0.290671	0.307902	0.151298	0.250129	0.1546259	0.7576399
6270	-3320.015	-3306.88	-13.13559	0.3644317	0.2263161	0.2177621	0.3246622	0.0238704	0.488186	0.00495347	0.0104518	0.457969	0.0145693	0.0005594726	0.0011853	0.0502024	0.448812	3.4998	0.276546	0.306457	0.142309	0.274688	0.3252216	0.001720281
6280	-3325.166	-3310.933	-14.23362	0.3759002	0.1829681	0.2728183	0.2267126	0.0114601	0.535826	0.00650894	0.0012851	0.43333	0.0115896	0.07633717	0.000279288	0.0245636	0.337769	3.63739	0.29368	0.306519	0.133108	0.266693	0.3030498	0.2518964
6290	-3322.882	-3304.721	-18.16151	0.2799156	0.1929933	0.2828705	-0.6815612	0.0150318	0.4342	0.0124047	0.00110254	0.534951	0.00230998	0.7526406	0.000413408	0.0298336	0.365125	3.60463	0.308698	0.287363	0.13658	0.267359	0.07107937	10.58874
6300	-3319.691	-3307.596	-12.09488	0.272827	0.1722323	0.2577505	-0.09927641	0.0184994	0.41702	0.00953835	0.0017817	0.551147	0.00201358	0.1336756	0.000174425	0.0194461	0.307443	3.67294	0.281526	0.297777	0.153618	0.267079	0.03439916	3.886012
6310	-3317.537	-3305.606	-11.9302	0.2656157	0.2251144	0.291818	-0.005057082	0.0153231	0.394192	0.0134199	0.00919841	0.566903	0.000963377	0.05868974	0.00114733	0.0494035	0.44599	3.50346	0.302828	0.298879	0.145349	0.252943	0.05363265	1.094291
6320	-3323.734	-3308.921	-14.81314	0.2436501	0.2159158	0.3353904	0.06421045	0.0120447	0.430685	0.0129123	0.00446077	0.532911	0.00698673	0.1647461	0.00088359	0.0434322	0.423908	3.53178	0.272031	0.296801	0.12707	0.304098	0.2289566	0.7195518
6330	-3315.157	-3303.691	-11.46619	0.2522073	0.2224194	0.3189895	0.02222626	0.015684	0.463575	0.00608943	0.00854582	0.495796	0.0103098	0.003484992	0.0010652	0.0476273	0.43961	3.5117	0.278187	0.326983	0.133014	0.261815	0.02571125	0.1355434
6340	-3318.042	-3303.194	-14.84833	0.2212673	0.1810814	0.3372325	-0.1265994	0.0134166	0.476108	0.00208567	0.00548387	0.493677	0.00922898	0.2584113	0.000258157	0.0236235	0.332515	3.6436	0.278585	0.300156	0.15152	0.269739	0.1318119	1.960455
6350	-3318.712	-3305.495	-13.21738	0.2084585	0.2007631	0.3056	0.1714398	0.0156275	0.512706	0.000941441	0.0110452	0.447515	0.0121655	0.04098924	0.000545325	0.0342169	0.385647	3.57959	0.30779	0.290282	0.136925	0.265004	0.2124291	0.192955
6360	-3316.522	-3303.395	-13.12694	0.2092256	0.183876	0.3970935	0.07099387	0.0184135	0.423859	0.000255999	0.00296387	0.532483	0.0220247	0.03071552	0.000289898	0.025022	0.340286	3.6344	0.301787	0.307066	0.135036	0.25611	0.1017094	0.301993
6370	-3320.496	-3307.293	-13.20245	0.1991269	0.1495882	0.314457	-0.04566066	0.01229	0.535746	0.00107118	0.00378838	0.428022	0.0190826	0.1441491	5.17485e-05	0.0106277	0.240584	3.74874	0.323727	0.283092	0.137702	0.25548	0.09848848	1.463614
6380	-3319.306	-3304.384	-14.92211	0.1991269	0.1730301	0.3254641	-0.295322	0.013092	0.538964	0.00743043	0.0031007	0.430592	0.0068209	0.3618683	0.000180998	0.0198066	0.309731	3.67028	0.287969	0.309232	0.123382	0.279417	0.06654637	5.437838
6390	-3318.792	-3306.535	-12.25653	0.2297028	0.1877562	0.3731421	0.04522231	0.0151139	0.620687	0.00116094	0.00325497	0.352305	0.00747817	0.007026327	0.000338593	0.0270241	0.350955	3.62168	0.257099	0.327129	0.13439	0.281382	0.05224864	0.1344787
