Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
48	0	-3289.86	-3300.326	10.46647	2.249627	0.2330204	0.04166	0.0370158	0.0402435	0.0378832	0.0668463	0.0623498	0.154583	0.0597614	0.0223207	0.0484447	0.0553809	0.0436575	0.0564187	0.0544326	0.05495955	0.1337291	0.0223436	0.528703	0.00163204	0.00760338	0.437856	0.00186201	3.471987	0.03680037	-2.901158	0.00141258	0.0547319	0.464285	3.47957	0.272125	0.303013	0.123431	0.301432	0.1705295	0.2158006
49	1	-3286.967	-3300.278	13.31055	2.243041	0.2036789	0.0175725	0.0271067	0.0596485	0.024083	0.0369737	0.0335595	0.0235185	0.0652311	0.0339144	0.0414161	0.0543084	0.0291779	0.0449431	0.0549757	0.03486488	-0.03627795	0.0114278	0.5734	0.00202703	0.0250357	0.385593	0.00251607	7.726973	0.05726677	-3.356275	0.000601751	0.0359244	0.393191	3.57028	0.303698	0.302442	0.120306	0.273553	0.02098882	2.728442
50	0	-3297.416	-3302.842	5.425515	2.249627	0.1846858	0.0334864	0.0233135	0.0379444	0.0369209	0.0412154	0.0727633	0.194692	0.0878398	0.0195145	0.0145393	0.0853042	0.0314409	0.094858	0.0363059	0.03958751	0.08479771	0.0183954	0.373412	0.0027427	0.00617366	0.596124	0.00315216	3.206786	0.1082093	-3.229242	0.000299608	0.0254341	0.342525	3.63174	0.31653	0.301248	0.129149	0.253073	0.193007	0.5606495
51	1	-3288.751	-3297.596	8.844313	2.391932	0.1925579	0.0197123	0.0316687	0.0574969	0.0332752	0.0374604	0.05064	0.0234858	0.0996851	0.013018	0.0455989	0.0422506	0.0504847	0.0601559	0.0408247	0.02627638	0.008384558	0.0116773	0.512096	0.00608249	0.0169466	0.449577	0.00362049	6.255553	0.02265142	-3.639085	0.000406772	0.0295955	0.363957	3.60604	0.286872	0.298982	0.13567	0.278476	0.03103598	0.729844
52	0	-3292.786	-3302.396	9.61029	2.221546	0.1894999	0.0274659	0.0350976	0.0380428	0.0603899	0.0167724	0.0642319	0.103656	0.0402049	0.0184203	0.0374843	0.0779039	0.0388093	0.0448951	0.0388741	0.04890624	-0.02774726	0.0142008	0.573959	0.00610336	0.00415884	0.399505	0.00207305	5.068515	0.1428021	-3.01785	0.000362308	0.0279461	0.355703	3.61599	0.277762	0.326765	0.137011	0.258462	0.1150548	1.241165
53	1	-3291.998	-3306.647	14.64887	2.599329	0.15674	0.0283036	0.0158281	0.0523441	0.0139095	0.0421721	0.0278238	0.0376756	0.0854903	0.0137476	0.0363261	0.0287129	0.0355119	0.0326124	0.03071	0.02688334	-0.07040757	0.0110126	0.550872	0.00815733	0.0254728	0.399128	0.00535783	6.305142	0.07534662	-3.616249	7.89004e-05	0.0131096	0.262049	3.72476	0.305792	0.298307	0.132283	0.263618	0.004939051	15.25528
54	0	-3289.07	-3301.721	12.65106	2.17729	0.1682085	0.0485144	0.0407132	0.064606	0.0305049	0.0266963	0.0466021	0.105205	0.0575149	0.0289111	0.0278138	0.0498532	0.0405749	0.0690351	0.0319078	0.04459382	-0.09821575	0.0122423	0.534745	0.00365482	0.0175166	0.424849	0.00699295	4.351281	0.1284068	-3.11016	0.000143959	0.0176776	0.295824	3.68635	0.282993	0.308209	0.129235	0.279564	0.03019103	4.253143
55	1	-3291.222	-3307.314	16.09212	2.599329	0.1737557	0.0342089	0.0188715	0.0402202	0.012468	0.037887	0.0272152	0.0290069	0.0787562	0.0152638	0.0487152	0.0199228	0.0281401	0.0515793	0.026667	0.03213487	-0.04965625	0.00836733	0.521893	0.000603167	0.0230598	0.407249	0.0388282	5.434919	0.05193714	-3.437813	0.000187137	0.0201374	0.311808	3.66787	0.294226	0.298867	0.130418	0.276489	0.002280891	22.77055
56	0	-3292.778	-3307.093	14.31486	2.398128	0.1604637	0.0399088	0.0159211	0.0395907	0.023263	0.0258311	0.0550274	0.108181	0.0562714	0.023786	0.0248799	0.0387061	0.0224186	0.048139	0.0462588	0.03318648	-0.08564973	0.0143587	0.493517	0.00422408	0.0142314	0.457496	0.0161734	4.422628	0.09364214	-3.405613	9.68227e-05	0.0145145	0.273113	3.71228	0.328793	0.264945	0.131155	0.275107	0.00799241	11.71638
57	1	-3290.705	-3305.222	14.51675	2.554128	0.1818401	0.021458	0.0272905	0.0384257	0.0162439	0.0240859	0.0420497	0.0451386	0.101392	0.0229312	0.0302999	0.0348765	0.0316271	0.052534	0.0197862	0.03289408	0.05849519	0.00914306	0.571948	0.00118746	0.0120823	0.389885	0.0157543	6.672161	0.005191668	-3.414463	0.000266508	0.0239996	0.334632	3.6411	0.278127	0.341128	0.131786	0.24896	0.06368685	0.08151868
58	0	-3298.294	-3304.655	6.360488	2.150118	0.1825908	0.0432835	0.0172515	0.0513045	0.0237404	0.0546011	0.0668145	0.149077	0.0822679	0.0295407	0.0307999	0.0366808	0.0344335	0.0557606	0.0652647	0.04290953	-0.5384144	0.0219078	0.629754	0.00544668	0.00556505	0.329752	0.00757455	3.591088	0.5423744	-3.148661	0.000274965	0.0243743	0.336721	3.63863	0.281394	0.297902	0.126555	0.29415	0.003959974	136.9641
59	1	-3291.021	-3304.693	13.67141	2.554128	0.171391	0.0302649	0.0281939	0.0459811	0.0180491	0.0234438	0.041428	0.0224621	0.0953291	0.0293999	0.0607687	0.020995	0.0194739	0.0385635	0.030985	0.03279288	0.1193947	0.00791301	0.617879	0.000912607	0.0149165	0.33898	0.0193993	6.972279	0.01471827	-3.417544	0.000167688	0.0190694	0.305025	3.67574	0.304199	0.282382	0.124721	0.288698	0.134113	0.1097453
60	0	-3286.792	-3298.542	11.74938	2.174933	0.2131366	0.0351006	0.0346758	0.0446536	0.0212418	0.0205208	0.0734442	0.18482	0.0842439	0.0265911	0.024426	0.0252733	0.0158385	0.0465823	0.0266026	0.03656977	-0.1327402	0.0193136	0.526679	0.00615557	0.0080415	0.430118	0.00969235	3.281651	0.1347001	-3.308533	0.000812917	0.0416811	0.417066	3.54044	0.293218	0.296795	0.147976	0.262011	0.001959949	68.72631
61	1	-3289.733	-3298.478	8.745099	2.472076	0.1875698	0.02799	0.0336406	0.0543201	0.00951182	0.0327487	0.0248144	0.0145675	0.113618	0.0441363	0.0463623	0.0556285	0.0361773	0.0281918	0.0425901	0.03697143	-0.1021965	0.0142824	0.484035	0.00134463	0.00969686	0.479004	0.0116367	7.385489	0.1753265	-3.29761	0.000336126	0.0269263	0.350446	3.62229	0.311334	0.297957	0.130231	0.260478	0.07313003	2.397463
62	0	-3294.421	-3305.647	11.22553	2.441484	0.2634603	0.0247891	0.0232428	0.0338881	0.0202492	0.0131001	0.0694408	0.1265	0.110593	0.0235384	0.0290522	0.0365093	0.0163943	0.0470093	0.015664	0.04103616	-0.1031567	0.0218451	0.532205	0.00690237	0.00531165	0.403801	0.029935	3.504713	0.1035926	-3.193302	0.00279932	0.0765685	0.529025	3.39161	0.285123	0.29113	0.135955	0.287793	0.0004358912	237.6569
63	1	-3295.877	-3303.584	7.707488	2.472076	0.2244758	0.0159642	0.0222412	0.0383617	0.00513758	0.0274076	0.0364532	0.0376819	0.112768	0.0316939	0.0660446	0.0332353	0.0345896	0.0478932	0.0244447	0.03095499	-0.01194769	0.0292712	0.465835	0.00287533	0.00487715	0.485937	0.0112041	7.598342	0.1424047	-3.475221	0.0011275	0.0489807	0.444485	3.50541	0.289352	0.290672	0.130482	0.289493	0.130457	1.091583
64	0	-3287.44	-3303.386	15.94646	2.091412	0.2539713	0.041381	0.0203669	0.0453186	0.0191077	0.0268915	0.0543343	0.0964809	0.061988	0.0209473	0.0172284	0.0626262	0.0325469	0.042967	0.0259681	0.03227752	-0.04615216	0.0268124	0.45716	0.00975802	0.00843911	0.490528	0.00730268	3.338609	0.0465056	-3.433384	0.00230203	0.0695726	0.509786	3.41834	0.273	0.312317	0.141405	0.273278	0.0003534429	131.5788
65	1	-3294.3	-3299.581	5.280602	2.472076	0.2152538	0.0375933	0.0285112	0.0543318	0.0090004	0.0328384	0.0306652	0.0406496	0.10767	0.0134539	0.10208	0.0271695	0.0404147	0.0357225	0.109531	0.04021252	0.08648934	0.01441	0.566595	0.00542914	0.00739007	0.398163	0.00801287	5.320773	0.1117906	-3.213577	0.000866388	0.0430127	0.422285	3.53384	0.31286	0.290778	0.12624	0.270122	0.19828	0.5638019
66	0	-3286.968	-3297.305	10.33646	2.177408	0.1950648	0.0363927	0.0287649	0.0569919	0.0125176	0.0321251	0.0643513	0.116236	0.0626199	0.0268475	0.0203816	0.0657776	0.0213408	0.0801866	0.0149941	0.03485894	-0.1800618	0.023933	0.545536	0.00488394	0.0041561	0.414895	0.00659567	3.524738	0.1804186	-3.356446	0.000446051	0.0309777	0.370655	3.59792	0.311202	0.28514	0.128873	0.274786	0.0003568116	505.6412
67	1	-3294.182	-3301.435	7.252584	2.472076	0.237752	0.0640433	0.0225622	0.0970634	0.0112235	0.0360617	0.056457	0.063643	0.0844108	0.0164458	0.0698124	0.0381605	0.0243451	0.0335644	0.0859958	0.04093882	0.1066713	0.0171042	0.510352	0.0075137	0.00242894	0.452763	0.00983834	4.875875	0.03369041	-3.195677	0.00158924	0.0579985	0.474935	3.46548	0.286026	0.326855	0.115059	0.27206	0.1403617	0.2400257
68	0	-3293.414	-3305.67	12.25565	2.119867	0.2215975	0.0287727	0.0177691	0.0356348	0.0145365	0.0490688	0.0503853	0.111097	0.0294005	0.0262311	0.0169103	0.0652805	0.0192862	0.085283	0.0207856	0.03703679	-0.06304859	0.0188179	0.498015	0.00691084	0.00970853	0.450863	0.015684	4.745109	0.06696832	-3.295844	0.00104096	0.0470899	0.437649	3.51422	0.308325	0.279478	0.117434	0.294763	0.003919733	17.08492
69	1	-3289.065	-3298.833	9.768283	1.956289	0.1822723	0.0552829	0.0245054	0.0973147	0.0298422	0.0360108	0.0437666	0.0344701	0.0936577	0.0164829	0.0330575	0.0740601	0.0579101	0.0443219	0.0356174	0.04880514	0.0709915	0.0103032	0.55217	0.00481372	0.00528201	0.423644	0.00378736	6.215483	0.02704206	-3.01992	0.000271353	0.024215	0.335835	3.63968	0.316563	0.289745	0.11535	0.278342	0.09803356	0.2758449
70	0	-3296.263	-3300.754	4.491759	2.717799	0.2359888	0.0383275	0.0260611	0.0460227	0.0155946	0.0593441	0.0872989	0.0985463	0.0374923	0.0274195	0.00754349	0.125759	0.0140064	0.128846	0.0248632	0.04232268	-0.004075933	0.0177368	0.559555	0.0112477	0.00984281	0.392665	0.00895269	4.231178	0.03551316	-3.162432	0.00152181	0.0567748	0.470992	3.47071	0.273676	0.314895	0.127038	0.284391	0.03143723	1.129653
71	1	-3286.316	-3295.109	8.792944	1.956289	0.1491002	0.0484924	0.0335405	0.100988	0.0261721	0.0420151	0.0512439	0.0489157	0.0715734	0.0165364	0.0417548	0.0627921	0.0378173	0.0788824	0.0344049	0.05054962	-0.07577012	0.00940853	0.544067	0.00980743	0.00904561	0.426375	0.00129647	7.747947	0.106349	-2.9848	5.0206e-05	0.0104688	0.239111	3.75037	0.291826	0.301441	0.131117	0.275617	0.03057887	3.477858
72	0	-3292.974	-3306.167	13.19323	2.419265	0.2106593	0.0323805	0.0260611	0.0372816	0.0368205	0.0288837	0.0737773	0.0965511	0.0392084	0.0213205	0.0208476	0.0743292	0.0102267	0.0832751	0.0271675	0.0389942	-0.03757435	0.0230097	0.500773	0.0036083	0.00711284	0.455863	0.00963285	3.200448	0.06244359	-3.244342	0.000753297	0.0401422	0.4109	3.5482	0.326076	0.28059	0.136042	0.257292	0.02486924	2.510877
73	1	-3290.517	-3298.342	7.824793	2.103409	0.1591067	0.0757823	0.0213619	0.0772797	0.0292254	0.033714	0.0733381	0.046357	0.0591249	0.0181526	0.0593518	0.0941777	0.0233062	0.0501944	0.0393625	0.05101755	-0.1729395	0.00784317	0.582696	0.00635748	0.0120171	0.386133	0.00495345	7.843232	0.1796819	-2.975586	8.99628e-05	0.0139937	0.269091	3.71683	0.289265	0.297688	0.123877	0.28917	0.006742406	26.64952
74	0	-3292.484	-3300.33	7.845366	2.419265	0.17286	0.0397184	0.0221762	0.0547843	0.0434925	0.0387492	0.0582474	0.0912836	0.017808	0.0124922	0.0185249	0.0954628	0.027214	0.0503712	0.0545477	0.03364255	-0.1558164	0.0153093	0.492288	0.00350238	0.00592088	0.480745	0.00223499	6.537639	0.2123214	-3.391964	0.000179581	0.0197295	0.309244	3.67085	0.267554	0.328411	0.130388	0.273648	0.05650501	3.757567
75	1	-3283.165	-3297.135	13.97045	2.145363	0.1986109	0.0419544	0.0262188	0.0816042	0.0301746	0.037227	0.0649448	0.0415416	0.0706963	0.0189563	0.0226981	0.0235423	0.0308879	0.0299332	0.0659068	0.03713314	-0.06042872	0.00711789	0.557283	0.0157163	0.0206148	0.396058	0.0032095	4.908575	0.06830904	-3.293245	0.000506156	0.032978	0.380023	3.58649	0.301148	0.305937	0.129398	0.263517	0.007880324	8.668303
76	0	-3290.523	-3301.377	10.8536	2.411077	0.1778383	0.0547692	0.022323	0.0367796	0.0157745	0.0293266	0.100319	0.0560046	0.0348484	0.0199079	0.0178772	0.0284364	0.0321523	0.0179689	0.0538456	0.03101306	0.2080915	0.0166754	0.518234	0.00501994	0.00404204	0.453914	0.00211389	8.12561	0.05766294	-3.473347	0.000224622	0.0220476	0.323406	3.65432	0.289744	0.301379	0.119821	0.289056	0.2657544	0.2169783
77	1	-3288.016	-3297.89	9.874149	2.23083	0.1957868	0.028492	0.0302849	0.104624	0.0249756	0.0391123	0.0486709	0.0520441	0.0962436	0.0317468	0.0206772	0.0475718	0.0384809	0.0174725	0.0217745	0.03359027	0.0858647	0.00918914	0.518665	0.00457112	0.0204899	0.445946	0.00113885	7.590157	0.03814034	-3.393519	0.000457852	0.0313808	0.372573	3.59559	0.289007	0.314025	0.131787	0.265181	0.124005	0.3075709
78	0	-3289.954	-3301.836	11.88236	2.180407	0.1825393	0.0347448	0.0288775	0.0417661	0.0250246	0.0385487	0.0536674	0.0152962	0.0229669	0.0272326	0.0130652	0.0745029	0.0225531	0.0326132	0.0543417	0.03569129	0.1196384	0.0119712	0.562227	0.00598912	0.00370233	0.413935	0.00217577	11.69487	0.04254481	-3.332849	0.000274378	0.0243485	0.336578	3.6388	0.316405	0.288585	0.13786	0.25715	0.1621832	0.2623256
79	1	-3289.518	-3296.214	6.69576	2.23083	0.1578345	0.0270696	0.0348291	0.104474	0.0286134	0.0483972	0.0575139	0.0465434	0.0583551	0.0391049	0.0293607	0.0497478	0.0643735	0.0156282	0.026185	0.05082033	0.1562574	0.0173497	0.474332	0.00275838	0.0098002	0.49544	0.000320336	12.25361	0.04460184	-2.979459	8.38774e-05	0.0135146	0.26531	3.72109	0.290008	0.299577	0.138544	0.271871	0.2008592	0.2220552
80	0	-3295.093	-3301.33	6.237034	3.516384	0.1597446	0.0433854	0.0151848	0.0414209	0.0205791	0.0667442	0.0429646	0.0355183	0.021261	0.0224513	0.00869437	0.099762	0.0370338	0.0381643	0.0308765	0.04004486	0.2669227	0.0130441	0.441475	0.00681526	0.00631936	0.511692	0.0206547	10.75815	0.05360567	-3.217755	9.31393e-05	0.0142373	0.270983	3.71469	0.294293	0.308572	0.137546	0.259589	0.3205283	0.1672416
81	1	-3291.957	-3299.588	7.630726	2.19347	0.1426904	0.0277336	0.0248434	0.0879448	0.0430356	0.034247	0.0793484	0.0476139	0.0752064	0.031269	0.0488818	0.018575	0.0662172	0.0326847	0.0264331	0.04171148	0.05547337	0.0147266	0.472372	0.0014541	0.00382907	0.507584	3.40044e-05	13.53059	0.04016438	-3.176979	3.30967e-05	0.00850712	0.219682	3.77178	0.273886	0.308893	0.136949	0.280273	0.09563775	0.4199637
82	0	-3291.009	-3300.117	9.107578	2.744006	0.1923968	0.0416976	0.0322175	0.046715	0.0154803	0.0462554	0.0527578	0.0338037	0.0333802	0.0213224	0.061608	0.0501191	0.0328277	0.0217024	0.0927244	0.03116081	0.1619801	0.0100877	0.450455	0.00299699	0.00563721	0.511699	0.0191242	10.39982	0.007498506	-3.468594	0.000404337	0.0295076	0.363525	3.60656	0.29501	0.308585	0.12854	0.267865	0.1694786	0.04424457
83	1	-3288.945	-3297.228	8.2837	2.19347	0.1301797	0.0419199	0.0266125	0.0850528	0.029373	0.0371614	0.0595075	0.0933642	0.0754783	0.0191387	0.0146227	0.018914	0.0274829	0.0156288	0.0226443	0.03713657	-0.07984879	0.0153523	0.594641	0.000929255	0.00899924	0.379964	0.000114529	9.56338	0.1348263	-3.293153	1.30353e-05	0.00534722	0.181603	3.81304	0.288629	0.300532	0.131294	0.279544	0.05497751	2.45239
84	0	-3291.463	-3304.309	12.84599	2.883826	0.1329518	0.0497341	0.0251099	0.0301661	0.0191355	0.0425219	0.0554258	0.0498123	0.0387105	0.0131599	0.0225917	0.0255497	0.0183933	0.0318629	0.0239904	0.03093839	-0.2292581	0.0107785	0.55308	0.00341286	0.00388874	0.416232	0.0126079	9.502753	0.2984862	-3.475758	1.62692e-05	0.00597181	0.190032	3.80398	0.266519	0.316171	0.139689	0.277621	0.06922802	4.311638
85	1	-3299.897	-3305.726	5.828138	2.490801	0.166908	0.0171043	0.0193468	0.0999245	0.0220668	0.028051	0.0654339	0.0871181	0.0475846	0.0221322	0.0469146	0.081516	0.0416513	0.0144665	0.0192266	0.03505536	-0.05715896	0.00843837	0.537659	0.000939984	0.017193	0.435623	0.000146407	12.55775	0.06498957	-3.350827	0.00013503	0.0171241	0.292041	3.6907	0.267393	0.322068	0.125287	0.285252	0.007830615	8.299422
86	0	-3293.399	-3301.138	7.738447	2.954022	0.1382395	0.0244206	0.017312	0.0345452	0.0263783	0.0385903	0.0532726	0.024815	0.0608503	0.0214213	0.011102	0.030674	0.0325837	0.0714398	0.0337907	0.02050432	0.05178607	0.00820914	0.549582	0.0023262	0.00580874	0.420944	0.0131294	12.30964	0.1429414	-3.887119	2.4223e-05	0.00728203	0.206136	3.78656	0.267011	0.313044	0.133857	0.286087	0.1947275	0.7340587
87	1	-3290.289	-3298.782	8.492896	2.660601	0.2040941	0.046051	0.0290322	0.0562873	0.0204496	0.0304984	0.0514284	0.0653536	0.0585328	0.0210128	0.0275744	0.0766157	0.0130193	0.0247689	0.0120962	0.03846501	-0.05828363	0.0129865	0.551836	0.00249108	0.0162867	0.415898	0.000502153	8.335466	0.186243	-3.258006	0.000610108	0.0361703	0.394258	3.56896	0.315086	0.303252	0.125594	0.256068	0.1279594	1.455485
88	0	-3291.217	-3305.077	13.86032	2.616927	0.1828915	0.0204203	0.0239594	0.0323642	0.0162894	0.0351872	0.0380598	0.0185552	0.051135	0.0173087	0.0150513	0.05165	0.0183788	0.0649365	0.0246918	0.02939505	-0.09410355	0.00966082	0.401838	0.00169702	0.0149817	0.561762	0.0100598	13.91062	0.1189427	-3.526929	0.000278407	0.0245252	0.337557	3.63764	0.311008	0.291812	0.144475	0.252705	0.0248392	4.78851
89	1	-3290.577	-3304.185	13.60794	2.516411	0.2059896	0.0240788	0.0299318	0.0728853	0.02688	0.0248942	0.0372142	0.0373634	0.0439243	0.015875	0.012741	0.0281528	0.0301986	0.0252648	0.0168006	0.02770015	-0.3739809	0.0203573	0.524826	0.0100404	0.00552636	0.438264	0.000985979	10.04787	0.390183	-3.586317	0.000649295	0.0373008	0.399108	3.56294	0.268547	0.293878	0.139494	0.298081	0.01620209	24.08226
90	0	-3290.567	-3301.708	11.14124	2.492645	0.1745754	0.0393224	0.0190274	0.0283211	0.0665706	0.0505651	0.0402183	0.0198713	0.0623656	0.0159503	0.0333292	0.0300913	0.0485567	0.0524822	0.0239524	0.03494134	0.1337991	0.0123792	0.520387	0.00114568	0.00474177	0.453033	0.00831377	14.65538	0.03111852	-3.354085	0.000194258	0.0205142	0.314148	3.66514	0.272079	0.316997	0.148606	0.262317	0.1649176	0.1886913
91	1	-3289.615	-3300.424	10.80938	2.279476	0.1607544	0.0461002	0.0245205	0.0891182	0.0162403	0.0464506	0.0429873	0.0322806	0.0267719	0.0257511	0.0164216	0.0482124	0.0370756	0.0225845	0.0291652	0.02930541	0.007969708	0.0179309	0.495108	0.0134065	0.00412126	0.466191	0.00324235	16.16285	0.05492822	-3.529983	9.83429e-05	0.0146274	0.273973	3.7113	0.272727	0.307379	0.13513	0.284764	0.06289793	0.8732914
92	0	-3285.609	-3301.21	15.60114	2.35032	0.1861913	0.0367183	0.0240517	0.0249408	0.0143663	0.0394175	0.0449308	0.029099	0.0309266	0.0241174	0.0162341	0.0361451	0.0274134	0.0455559	0.0239524	0.03155343	-0.06905107	0.0174742	0.492385	0.0013794	0.0121396	0.461883	0.0147391	11.43212	0.1116755	-3.456073	0.000318288	0.0262083	0.34667	3.6268	0.270338	0.321682	0.123316	0.284664	0.04262441	2.619989
93	1	-3290.065	-3296.936	6.870272	2.279476	0.1511468	0.041216	0.0417409	0.129009	0.0253013	0.0495339	0.0521387	0.0339317	0.0463769	0.0290906	0.0182819	0.0375895	0.0398889	0.0455463	0.0143322	0.03977264	-0.1747831	0.00887333	0.527294	0.0056882	0.00295619	0.452378	0.00281017	12.48996	0.3434866	-3.224576	5.69243e-05	0.0111441	0.245283	3.74352	0.294145	0.308614	0.131369	0.265871	0.1687034	2.036038
94	0	-3289.519	-3301.686	12.16775	2.381499	0.1892237	0.0233188	0.0202468	0.0334444	0.0117101	0.0314516	0.0967167	0.0513494	0.0507564	0.0268885	0.0303917	0.0345624	0.0292332	0.034786	0.0107987	0.03155343	0.01659444	0.0106149	0.533911	0.00498803	0.0127676	0.432883	0.00483511	9.424674	0.03504466	-3.456073	0.000358474	0.0277991	0.354953	3.61689	0.308031	0.29426	0.118917	0.278793	0.0516391	0.6786458
95	1	-3286.621	-3297.59	10.96948	1.990035	0.1846258	0.0240548	0.0319672	0.0914093	0.0317217	0.0374778	0.0627513	0.0466176	0.021186	0.02108	0.0181333	0.029277	0.0285028	0.0146	0.0194412	0.03059308	-0.02225499	0.0120483	0.514075	0.00525525	0.00262386	0.455086	0.0109116	19.87407	0.1167006	-3.486981	0.00029888	0.0254034	0.342359	3.63194	0.311909	0.279285	0.138357	0.270449	0.09444558	1.235638
96	0	-3285.178	-3295.27	10.09157	2.261057	0.1479655	0.0348713	0.0253215	0.0470738	0.0135174	0.0405703	0.0581809	0.0434071	0.0373937	0.0173256	0.0338847	0.0411028	0.0353522	0.0728874	0.0392887	0.03511757	-0.1839107	0.00897897	0.531158	0.00465477	0.00810729	0.439735	0.00736521	9.443036	0.3005279	-3.349054	4.67587e-05	0.0101045	0.235681	3.75417	0.306162	0.29801	0.135295	0.260533	0.1166173	2.577045
97	1	-3286.746	-3295.667	8.9202	2.221828	0.1802023	0.0206885	0.0255369	0.0994079	0.0134708	0.0391389	0.0560372	0.0327653	0.0292124	0.0212611	0.0090932	0.0191318	0.0523307	0.0311892	0.0113079	0.02550586	0.003466618	0.00631662	0.574666	0.00686005	0.0165968	0.392607	0.00295299	17.85324	0.1463014	-3.668847	0.000248724	0.0231913	0.330055	3.6465	0.293774	0.311643	0.132289	0.262294	0.149768	0.9768534
98	0	-3284.08	-3297.264	13.18387	2.150744	0.2019786	0.036601	0.0248067	0.0396237	0.0283442	0.0460774	0.0716141	0.0288375	0.0451673	0.0233187	0.0220323	0.0330375	0.0303354	0.0537156	0.0153035	0.03551779	0.09977435	0.0178794	0.521185	0.0111142	0.0162005	0.428995	0.00462656	10.47065	0.06096548	-3.337722	0.00056837	0.0349247	0.388802	3.5757	0.302236	0.282863	0.13019	0.284711	0.1607398	0.3792805
99	1	-3292.417	-3301.357	8.940947	2.552307	0.1228618	0.019369	0.0249238	0.0744029	0.0170534	0.0268966	0.0468216	0.0476124	0.0224572	0.0134686	0.0181338	0.0195018	0.0308265	0.0176498	0.0100018	0.03270585	0.03454249	0.00669962	0.57796	0.00174464	0.0116247	0.398819	0.00315237	35.52219	0.1702129	-3.420201	6.92065e-06	0.00389948	0.159483	3.83661	0.312682	0.295643	0.139844	0.251832	0.2047554	0.8312987
100	0	-3297.13	-3300.643	3.513274	1.913838	0.1722396	0.0283216	0.024473	0.0354965	0.0459333	0.0736558	0.0571734	0.0365896	0.0487542	0.0255088	0.0201696	0.0771869	0.0882036	0.039791	0.0104643	0.03030766	-0.1999853	0.00911855	0.550595	0.00866935	0.00760009	0.41818	0.0058367	11.06433	0.4263461	-3.496355	0.000174483	0.0194494	0.307464	3.67291	0.294653	0.334158	0.117131	0.254058	0.2263608	1.88348
101	1	-3297.637	-3304.795	7.158036	2.552307	0.1640746	0.0172822	0.0166456	0.0965369	0.0287645	0.0264474	0.0985631	0.0408003	0.0205843	0.0112221	0.0176403	0.0193824	0.0420816	0.0155008	0.046935	0.02370473	-0.1040789	0.00331141	0.581447	0.00654666	0.0139192	0.393011	0.00176525	20.18874	0.1398784	-3.742081	0.000117036	0.0159492	0.283755	3.70018	0.269128	0.315982	0.120244	0.294645	0.03579954	3.907269
102	0	-3295.766	-3298.542	2.776844	1.922494	0.1614248	0.028823	0.0339436	0.0634984	0.0539188	0.0989218	0.0642756	0.074055	0.0462406	0.0277445	0.0447799	0.0720474	0.0492089	0.0308388	0.0405031	0.06389102	0.1117263	0.0129156	0.507465	0.0041045	0.00498339	0.454152	0.0163791	8.079535	0.2646458	-2.750576	0.000101919	0.0148895	0.275954	3.70905	0.297934	0.285095	0.148011	0.26896	0.3763721	0.7031495
103	1	-3291.261	-3301.206	9.945381	2.552307	0.141553	0.0214467	0.0190933	0.111454	0.00970363	0.0305921	0.0616536	0.0319715	0.0308036	0.0232707	0.0192632	0.0245876	0.0306186	0.0462811	0.0189897	0.02893425	-0.1018983	0.00497219	0.559851	0.00940767	0.0169667	0.408404	0.000398914	21.94236	0.1244966	-3.542729	3.06167e-05	0.0081834	0.216223	3.77556	0.271406	0.314328	0.138583	0.275684	0.02259826	5.509122
104	0	-3295.452	-3302.245	6.79296	1.922494	0.1827622	0.0370457	0.0435627	0.0404501	0.0692482	0.0669863	0.0964313	0.0861721	0.0441965	0.0399684	0.0703237	0.0739502	0.052699	0.0228172	0.049982	0.05468999	0.1889103	0.0150294	0.46911	0.00898193	0.00207593	0.484183	0.0206204	6.31234	0.08293464	-2.906075	0.000276923	0.0244602	0.337198	3.63807	0.286221	0.294879	0.146562	0.272338	0.2718449	0.3050807
105	1	-3297.679	-3301.941	4.261892	2.552307	0.1367316	0.0581186	0.0241653	0.10904	0.007507	0.0321032	0.102565	0.032468	0.0180077	0.026481	0.027235	0.0541932	0.0128875	0.0351048	0.0220643	0.03166939	-0.455053	0.00771465	0.558291	0.0047447	0.0142871	0.414812	0.000150296	23.39155	0.4744546	-3.452405	2.1692e-05	0.00689241	0.201543	3.79154	0.30744	0.321491	0.107745	0.263325	0.0194016	24.45441
106	0	-3291.962	-3297.921	5.958546	1.926487	0.1896488	0.0433864	0.0431561	0.0663361	0.0508305	0.0527727	0.0820689	0.0627498	0.0358144	0.0248311	0.0457704	0.0602334	0.044272	0.0324359	0.0242589	0.06700022	0.3268271	0.00785349	0.459435	0.00823379	0.0120543	0.494171	0.0182532	8.393483	0.02468373	-2.703059	0.000364388	0.0280254	0.356107	3.6155	0.295936	0.300721	0.128515	0.274827	0.3515109	0.07022182
