Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4210	-3319.059	-3306.327	-12.73175	0.2770419	0.2388165	0.2871898	-0.05212526	0.0214371	0.587091	0.0102894	0.00385387	0.374778	0.00255061	0.1324894	0.00163088	0.0587408	0.4773	3.46233	0.290459	0.304514	0.140281	0.264747	0.08036417	1.648613
4220	-3318.44	-3306.527	-11.91367	0.2780219	0.1936505	0.2331001	0.004428286	0.022177	0.544522	0.011238	0.00337245	0.410299	0.00839156	0.08660212	0.000423572	0.0301946	0.366884	3.6025	0.293679	0.313078	0.132969	0.260274	0.09103041	0.9513538
4230	-3316.968	-3302.934	-14.03419	0.2845298	0.2221608	0.2915841	0.08327932	0.0113675	0.467972	0.00613214	0.0129668	0.494253	0.0073089	0.1327015	0.00105753	0.047458	0.438994	3.51249	0.29159	0.313106	0.136884	0.25842	0.2159808	0.6144133
4240	-3323.438	-3309.481	-13.95739	0.2953237	0.1988159	0.2412713	0.005475805	0.0124171	0.500498	0.00544159	0.0125715	0.45059	0.0184825	0.1900282	0.000509797	0.0330952	0.38056	3.58583	0.331439	0.287872	0.13249	0.248199	0.195504	0.9719913
4250	-3318.089	-3306.246	-11.84361	0.2821905	0.1864901	0.2835878	0.03003728	0.0158129	0.524601	0.00697097	0.0137617	0.419361	0.0194927	0.04048087	0.000322095	0.0263632	0.34749	3.62582	0.295459	0.298695	0.129842	0.276004	0.07051816	0.5740489
4260	-3315.094	-3303.116	-11.97774	0.2821905	0.1938292	0.2946238	-0.08368012	0.0117833	0.558408	0.00767789	0.0101776	0.40529	0.00666296	0.09809926	0.000426366	0.0302931	0.367361	3.60192	0.299796	0.313951	0.12949	0.256763	0.01441914	6.803406
4270	-3315.701	-3302.592	-13.10939	0.220397	0.1881326	0.3384472	0.03738128	0.0160019	0.492889	0.00381945	0.0100303	0.468805	0.00845479	0.07882185	0.000343613	0.0272219	0.351983	3.62045	0.286731	0.319264	0.138592	0.255413	0.1162031	0.6783109
4280	-3317.294	-3304.113	-13.18065	0.2560802	0.1860176	0.2875848	0.1664385	0.0204321	0.488977	0.0037746	0.00616076	0.47424	0.00641532	0.05017395	0.00031609	0.0261184	0.346192	3.62737	0.290495	0.277658	0.142885	0.288962	0.2166124	0.2316301
4290	-3318.571	-3306.81	-11.76105	0.3408919	0.2245346	0.2495338	0.07154898	0.0240361	0.613193	0.00267751	0.0020427	0.356419	0.00163122	0.0331837	0.00112931	0.0490196	0.444624	3.50523	0.285756	0.295685	0.128956	0.289602	0.1047327	0.3168418
4300	-3322.56	-3310.847	-11.71301	0.3240583	0.2267126	0.3137171	0.03770189	0.0251349	0.485631	0.00600282	0.00404626	0.474856	0.00432829	0.01177678	0.001198	0.0504668	0.449739	3.4986	0.256443	0.309466	0.152759	0.281332	0.04947867	0.2380173
4310	-3316.436	-3303.583	-12.85351	0.2691789	0.2077485	0.2886148	-0.137225	0.0211588	0.444098	0.00665235	0.00475928	0.522137	0.00119438	0.1777855	0.000687208	0.0383618	0.403576	3.55737	0.290251	0.293018	0.141166	0.275565	0.04056053	4.383215
4320	-3314.575	-3300.909	-13.66583	0.2197663	0.169593	0.3770647	0.01291616	0.0128475	0.497329	0.00682554	0.0155608	0.467098	0.000338434	0.104559	0.000153947	0.0182766	0.299836	3.68173	0.284791	0.299883	0.147718	0.267607	0.1174752	0.890052
4330	-3317.492	-3302.78	-14.71168	0.2151559	0.2026871	0.3261836	0.2293947	0.0123832	0.472119	0.00307609	0.0209686	0.491257	0.000195822	0.08469896	0.000582118	0.03534	0.390635	3.57344	0.290597	0.287014	0.157685	0.264704	0.3140937	0.2696615
4340	-3316.034	-3304.168	-11.86553	0.2487031	0.170776	0.2918571	-0.01224234	0.0217099	0.514391	0.00509567	0.00531661	0.453324	0.000162516	0.05965311	0.000162888	0.0187963	0.303253	3.67779	0.286674	0.291883	0.130893	0.290551	0.04741077	1.258219
4350	-3315.989	-3301.534	-14.45474	0.2533769	0.2097869	0.3167882	-0.1415151	0.0130553	0.553874	0.0161535	0.00335314	0.413395	0.000169032	0.2581382	0.000733047	0.0396055	0.408715	3.55095	0.286341	0.31548	0.133831	0.264348	0.1166231	2.213439
4360	-3320.602	-3306.311	-14.29036	0.2533769	0.1842539	0.3451341	-0.2644867	0.00977225	0.551778	0.0160924	0.0104432	0.411831	8.27316e-05	0.2934806	0.000294401	0.025214	0.341332	3.63316	0.294981	0.319248	0.148767	0.237004	0.02899387	10.12216
4370	-3314.834	-3303.131	-11.70285	0.238238	0.2006699	0.3095262	-0.04276052	0.0150986	0.549473	0.0122112	0.0120585	0.410111	0.00104767	0.05546421	0.000543586	0.0341629	0.385404	3.57989	0.281253	0.291571	0.125697	0.301478	0.01270369	4.365993
4380	-3314.892	-3302.357	-12.53531	0.2009579	0.1984382	0.3753785	0.04224809	0.0106653	0.555132	0.0118239	0.0087031	0.408347	0.00532887	0.02366888	0.000503102	0.0328794	0.37957	3.58705	0.298484	0.318178	0.133891	0.249447	0.06591697	0.3590711
4390	-3312.8	-3300.638	-12.16209	0.2230411	0.1569537	0.3556752	-0.0493765	0.0128797	0.502036	0.0052809	0.00115158	0.466897	0.0117546	0.05907284	7.98537e-05	0.0131882	0.262686	3.72405	0.296242	0.291397	0.143466	0.268896	0.009696341	6.092281
4400	-3314.266	-3302.386	-11.87913	0.232309	0.2166381	0.3261924	0.05772428	0.0209814	0.498937	0.00514963	0.0021805	0.463771	0.00898058	0.006089447	0.000902628	0.0438915	0.425673	3.52953	0.296962	0.301301	0.143844	0.257893	0.06381372	0.09542536
4410	-3317.401	-3303.885	-13.51598	0.2408344	0.1916135	0.3481166	0.09751171	0.0112057	0.539152	0.00421045	0.00900598	0.429962	0.00646332	0.06848075	0.000392642	0.0290817	0.361418	3.60911	0.281549	0.306245	0.113899	0.298307	0.1659925	0.4125534
4420	-3314.41	-3301.433	-12.97756	0.200408	0.1807041	0.3292559	0.1767276	0.0155557	0.530008	0.00841314	0.00296099	0.439189	0.00387301	0.01124213	0.000254078	0.0234376	0.33146	3.64485	0.297412	0.303107	0.126363	0.273118	0.1879697	0.05980822
4430	-3316.165	-3302.441	-13.72423	0.200408	0.192715	0.3555824	0.08512813	0.0159294	0.51497	0.00823022	0.00110898	0.451675	0.00808605	0.08394637	0.000409157	0.0296813	0.364379	3.60553	0.298076	0.29818	0.136609	0.267135	0.1690745	0.4965052
4440	-3318.943	-3303.947	-14.99576	0.1975739	0.1878493	0.3805994	-0.1831741	0.0111284	0.566205	0.00346854	0.00175262	0.409128	0.00831719	0.2758296	0.000339829	0.027073	0.351209	3.62138	0.289239	0.302213	0.14004	0.268508	0.09265545	2.976938
4450	-3318.223	-3306.118	-12.10464	0.2353684	0.2319844	0.2723963	-0.1473838	0.0193908	0.496238	0.00747878	0.0077616	0.4659	0.00323097	0.1544381	0.00137571	0.0540242	0.461923	3.48268	0.28014	0.278254	0.156663	0.284943	0.007054377	21.89253
4460	-3313.775	-3300.69	-13.08509	0.2448808	0.2139625	0.356581	0.1132551	0.0174601	0.491874	0.00128493	0.00643321	0.481595	0.00135244	0.0308197	0.000833497	0.0421987	0.419107	3.53786	0.300722	0.304108	0.131518	0.263652	0.1440748	0.2139145
4470	-3314.579	-3303.686	-10.89311	0.2603769	0.2026319	0.2713292	0.01528344	0.0139174	0.435857	0.00494605	0.00371771	0.531779	0.0097827	0.001199422	0.000581036	0.0353075	0.390492	3.57362	0.295938	0.302717	0.144103	0.257242	0.01648286	0.07276781
4480	-3324.69	-3310.615	-14.07444	0.2521809	0.1692584	0.3388254	-0.0681452	0.0178019	0.52227	0.00776059	0.0038996	0.442891	0.00537694	0.1877485	0.000151486	0.0181309	0.298868	3.68285	0.264898	0.290197	0.154468	0.290437	0.1196033	1.56976
4490	-3317.751	-3304.698	-13.05275	0.312436	0.2255948	0.2885601	-0.1615034	0.0150688	0.511086	0.00980152	0.00922943	0.446951	0.0078633	0.2012379	0.00116241	0.0497224	0.44712	3.502	0.292744	0.279882	0.138032	0.289342	0.03973453	5.064561
4500	-3319.18	-3306.942	-12.23742	0.2917702	0.2108009	0.2901845	-0.0803481	0.0220646	0.499994	0.00268298	0.0109923	0.455748	0.00851839	0.113149	0.000756622	0.0402297	0.411255	3.54776	0.301034	0.276081	0.13142	0.291465	0.03280088	3.449572
4510	-3322.369	-3311.079	-11.28967	0.2791814	0.2373031	0.2622605	0.07065634	0.0161693	0.594636	0.00063671	0.0153581	0.357488	0.0157121	0.001102849	0.00157189	0.0576862	0.473934	3.46681	0.294609	0.316339	0.129953	0.2591	0.07175918	0.01536875
4520	-3311.972	-3300.201	-11.77111	0.2885394	0.2147308	0.2700361	-0.01327674	0.0220084	0.490693	0.00741449	0.00519002	0.470142	0.00455269	0.06586632	0.00085296	0.0426824	0.421	3.53546	0.291006	0.303533	0.127638	0.277824	0.05258959	1.252459
4530	-3324.988	-3313.083	-11.90497	0.3556423	0.2095059	0.2297774	0.1484834	0.0154498	0.526457	0.0075817	0.0303503	0.412309	0.00785285	0.01164518	0.000726604	0.0394331	0.408009	3.55183	0.293642	0.310562	0.126181	0.269615	0.1601286	0.07272396
4540	-3316.188	-3302.833	-13.35566	0.3096986	0.1903061	0.2758798	-0.1156802	0.024891	0.498436	0.00318376	0.00724369	0.453487	0.0127589	0.2015136	0.000373671	0.0283769	0.357888	3.61336	0.280925	0.303902	0.136513	0.27866	0.08583335	2.34773
4550	-3324.037	-3311.749	-12.28858	0.3600004	0.2379271	0.277048	-0.1146985	0.030672	0.456168	0.000579486	0.00789155	0.499486	0.00520321	0.1406951	0.00159604	0.0581204	0.475325	3.46496	0.296749	0.298436	0.132457	0.272358	0.02599665	5.412047
4560	-3319.166	-3307.358	-11.80732	0.2239305	0.173444	0.3539035	-0.01610445	0.0115714	0.560606	0.00169583	0.0185238	0.395199	0.0124039	0.02245596	0.000184481	0.019995	0.310916	3.6689	0.289921	0.295097	0.148451	0.266531	0.006351514	3.535529
4570	-3322.142	-3306.145	-15.99744	0.2239305	0.1632838	0.3856489	0.0310582	0.0124206	0.475812	0.00559857	0.0192549	0.481529	0.00538433	0.2210367	0.000112356	0.015629	0.281432	3.70283	0.320102	0.293224	0.138348	0.248325	0.2520949	0.8767995
4580	-3314.387	-3301.754	-12.63325	0.2270196	0.1871308	0.3420135	-0.05382366	0.00814497	0.482268	0.00896593	0.00765377	0.488063	0.00490399	0.0967862	0.000330369	0.0266967	0.349245	3.62373	0.298276	0.297697	0.134291	0.269736	0.04296254	2.252804
4590	-3313.297	-3300.869	-12.4275	0.2219629	0.2046557	0.3373135	0.079682	0.0137886	0.516239	0.0113886	0.00923231	0.44849	0.000861752	0.0210355	0.00062154	0.0365038	0.395699	3.56718	0.305253	0.289254	0.151983	0.25351	0.1007175	0.2088564
4600	-3319.041	-3307.139	-11.90201	0.2832134	0.1704169	0.3074326	-0.08566815	0.0138054	0.543064	0.00946286	0.0120955	0.42097	0.000601876	0.08886678	0.000160134	0.0186378	0.302217	3.67899	0.289595	0.319695	0.131489	0.259221	0.003198624	27.78282
4610	-3319.567	-3306.888	-12.67911	0.32331	0.1893527	0.2578555	0.2100986	0.0138927	0.546499	0.00386114	0.013046	0.411368	0.0113337	0.01094619	0.00036026	0.0278677	0.355303	3.61647	0.280059	0.284623	0.143344	0.291973	0.2210448	0.04952025
4620	-3320.29	-3306.714	-13.57576	0.3427977	0.2535251	0.2723827	-0.2188539	0.0211192	0.532081	0.00629229	0.010316	0.427543	0.00264807	0.26569	0.00228013	0.0692472	0.508861	3.41961	0.275217	0.305796	0.13935	0.279637	0.04683618	5.672752
4630	-3322.265	-3308.878	-13.38639	0.2893668	0.2070339	0.2841612	0.192185	0.0230515	0.54346	0.00789472	0.00714427	0.415976	0.00247362	0.04760163	0.000671623	0.0379293	0.401765	3.55963	0.288899	0.28202	0.116288	0.312793	0.2397866	0.1985166
4640	-3319.364	-3307.958	-11.40653	0.2587337	0.2082237	0.2879975	-0.03000102	0.024126	0.520292	0.0145991	0.00801315	0.423993	0.00897706	0.04384307	0.00069771	0.0386504	0.404778	3.55587	0.266149	0.329622	0.136025	0.268204	0.01384205	3.167383
4650	-3316.33	-3304.751	-11.5795	0.3179311	0.1914896	0.2924607	-0.03398959	0.0206619	0.527661	0.00450115	0.00236729	0.437051	0.00775783	0.05317787	0.000390816	0.0290146	0.361084	3.60951	0.296164	0.292755	0.142566	0.268516	0.01918828	2.771372
4660	-3316.458	-3305.176	-11.28208	0.3013098	0.1771747	0.298634	0.02972528	0.020854	0.532565	0.00298024	0.00318516	0.435076	0.00534027	0.0008731394	0.000218179	0.0217315	0.321531	3.65652	0.299971	0.303622	0.127696	0.268711	0.03059842	0.02853544
4670	-3317.047	-3302.744	-14.30277	0.3264923	0.2098441	0.2359195	-0.3071937	0.0272375	0.479882	0.00161627	0.00286999	0.487229	0.00116571	0.3707026	0.000734362	0.0396406	0.408858	3.55077	0.287325	0.298059	0.144524	0.270093	0.06350889	5.837018
4680	-3322.047	-3305.343	-16.70469	0.2578395	0.2137003	0.2842088	0.03060956	0.0184069	0.453424	0.000474472	0.00685001	0.520007	0.000837596	0.3140187	0.000826926	0.0420342	0.41846	3.53868	0.280175	0.32304	0.141853	0.254932	0.3446282	0.9111809
4690	-3314.552	-3302.095	-12.45671	0.300302	0.1942324	0.3144297	-0.1380358	0.0183676	0.498616	0.00142846	0.00759215	0.469681	0.0043154	0.1414612	0.000432721	0.0305158	0.368438	3.60061	0.297222	0.301571	0.138517	0.26269	0.003425433	41.29732
4700	-3319.08	-3307.546	-11.53372	0.3148221	0.2065488	0.2640082	-0.03725368	0.0199198	0.449361	0.0023284	0.0127196	0.509372	0.00629947	0.06698471	0.000661185	0.0376369	0.400532	3.56117	0.312546	0.309238	0.139904	0.238312	0.02973103	2.253023
4710	-3317.135	-3303.037	-14.09866	0.2857444	0.2121551	0.2838065	0.2188599	0.0151208	0.480154	0.01611	0.00282576	0.476611	0.00917817	0.0702071	0.000788919	0.0410688	0.414631	3.54351	0.289807	0.300332	0.14036	0.269501	0.289067	0.2428749
4720	-3320.992	-3308.968	-12.0244	0.2857444	0.1817051	0.2821959	-0.03506424	0.0125833	0.615841	0.00566214	0.0154078	0.341555	0.00895047	0.08357905	0.000265008	0.0239325	0.334256	3.64155	0.297955	0.284969	0.122018	0.295058	0.04851481	1.722753
4730	-3314.391	-3303.823	-10.56781	0.3117242	0.2399528	0.2304753	0.009869663	0.0118675	0.536254	0.00425476	0.0138945	0.420054	0.0136752	0.008456165	0.00167611	0.0595361	0.479813	3.45897	0.292387	0.301322	0.138972	0.267319	0.01832583	0.4614343
4740	-3319.779	-3308.347	-11.43165	0.2916842	0.2182277	0.236239	0.02173328	0.0265689	0.551591	0.00339221	0.0147467	0.382775	0.020926	0.04773095	0.000945504	0.0449082	0.429539	3.52461	0.309933	0.286589	0.133798	0.26968	0.06946423	0.6871299
4750	-3316.91	-3304.238	-12.67127	0.3070617	0.1949818	0.2506871	-0.2293991	0.0165302	0.46462	0.00202817	0.00903628	0.489635	0.0181505	0.2339212	0.000444709	0.0309315	0.370434	3.59819	0.295195	0.291908	0.138377	0.27452	0.004522086	51.7286
4760	-3319.047	-3305.567	-13.47984	0.2955637	0.2234503	0.2869577	0.2073423	0.0146939	0.422041	0.00688544	0.00796926	0.527432	0.020978	0.03970059	0.00109613	0.0483042	0.442059	3.50854	0.282982	0.296062	0.15082	0.270136	0.2470429	0.1607032
4770	-3317.991	-3305.566	-12.42541	0.3022241	0.2167606	0.239004	-0.1171177	0.0259487	0.508346	0.00189987	0.00381641	0.446168	0.0138209	0.1703148	0.000905884	0.0439696	0.425972	3.52915	0.288468	0.287382	0.128628	0.295522	0.05319704	3.201584
4780	-3324.155	-3312.831	-11.32336	0.3251138	0.2752111	0.2154511	-0.04971315	0.014525	0.555318	0.00310762	0.0100712	0.395964	0.0210147	0.08932028	0.00350033	0.0854089	0.551727	3.35936	0.312538	0.283931	0.124236	0.279295	0.03960713	2.255156
4790	-3322.58	-3311.785	-10.79555	0.3251138	0.2384492	0.2022228	-0.05295246	0.016081	0.525393	0.0155297	0.0142558	0.415319	0.0134218	0.0668421	0.00161643	0.0584844	0.476485	3.46341	0.291069	0.307599	0.131663	0.26967	0.01388964	4.812371
4800	-3320.918	-3309.841	-11.07682	0.3418746	0.2386118	0.2350927	0.0483074	0.0198707	0.481415	0.0111945	0.00458426	0.45066	0.0322759	0.0146343	0.00162282	0.0585979	0.476846	3.46293	0.294816	0.284432	0.131013	0.28974	0.0629417	0.2325056
4810	-3320.807	-3308.069	-12.73803	0.3243795	0.1896256	0.2147692	-0.1732273	0.0184687	0.599524	0.0101608	0.00222274	0.362085	0.00753898	0.227629	0.000364063	0.0280131	0.356044	3.61558	0.272633	0.293285	0.127166	0.306915	0.05440173	4.184223
4820	-3318.318	-3304.809	-13.50896	0.2938323	0.1647958	0.2539891	0.2289955	0.0231163	0.480336	0.00451337	0.00763422	0.46827	0.0161303	0.05211867	0.000121432	0.0162442	0.28587	3.69776	0.295003	0.29588	0.138463	0.270654	0.2811142	0.1854003
4830	-3314.613	-3303.153	-11.45986	0.2938323	0.2445847	0.2770425	0.01111964	0.023257	0.494815	0.00824464	0.0118933	0.457333	0.00445735	0.03201967	0.00186891	0.062808	0.489926	3.4454	0.299107	0.302018	0.137717	0.261158	0.0431393	0.7422388
4840	-3320.094	-3306.943	-13.15147	0.3222499	0.2368532	0.2088428	0.2348895	0.0194693	0.446682	0.00628497	0.00514347	0.516961	0.00545937	0.04964478	0.00155462	0.0573738	0.472929	3.46814	0.285906	0.287241	0.151218	0.275634	0.2845343	0.1744773
4850	-3320.211	-3306.662	-13.54903	0.3185295	0.1879938	0.2986991	-0.207539	0.0138531	0.62172	0.00985166	0.00667447	0.341885	0.00601591	0.2459803	0.000341756	0.0271489	0.351604	3.62091	0.284943	0.312897	0.132863	0.269296	0.03844128	6.398858
4860	-3315.6	-3304.729	-10.87129	0.3269216	0.2094614	0.2490432	0.01541199	0.0122051	0.47871	0.00561084	0.00295582	0.491087	0.00943032	0.01216417	0.000725587	0.0394059	0.407897	3.55197	0.29806	0.291755	0.151972	0.258214	0.02757616	0.4411118
4870	-3318.592	-3306.83	-11.7622	0.2957118	0.2042809	0.2502575	-0.1179148	0.0189558	0.577228	0.00426966	0.00906491	0.369557	0.0209241	0.129302	0.000613894	0.0362811	0.394738	3.56837	0.283493	0.300199	0.144995	0.271313	0.01138723	11.355
4880	-3315.727	-3304.207	-11.52016	0.2533813	0.2273707	0.255655	0.0902384	0.0248084	0.575898	0.00360131	0.00293081	0.373014	0.0197471	0.009491473	0.00121929	0.0509067	0.451275	3.4966	0.287888	0.300449	0.129676	0.281987	0.09972987	0.09517181
4890	-3320.051	-3309.102	-10.94904	0.3564066	0.216758	0.2366556	0.02348679	0.0282675	0.47542	0.00374597	0.00412999	0.472135	0.0163018	0.01898336	0.000905814	0.0439679	0.425965	3.52916	0.277309	0.322486	0.135556	0.264649	0.04247015	0.4469812
4900	-3316.542	-3304.741	-11.80111	0.2875768	0.2028221	0.2976341	-0.0318945	0.0243165	0.459824	9.38763e-05	0.0143756	0.493183	0.00820783	0.06186426	0.000584762	0.0354193	0.390983	3.57301	0.312392	0.298144	0.124081	0.265383	0.02996976	2.064222
4910	-3315.46	-3302.563	-12.89654	0.3292376	0.2063704	0.2537133	0.1388897	0.0215003	0.522599	9.61624e-05	0.00961972	0.435481	0.0107035	0.06062033	0.000657376	0.0375295	0.400078	3.56173	0.292064	0.302785	0.141589	0.263562	0.1995101	0.303846
4920	-3327.361	-3312.2	-15.16108	0.3142949	0.178252	0.2771185	-0.2679846	0.0199481	0.482811	0.00185574	0.0108646	0.467051	0.0174696	0.3743419	0.000228709	0.0222458	0.324574	3.65295	0.284212	0.301993	0.115568	0.298227	0.1063572	3.519665
4930	-3322.523	-3310.28	-12.24258	0.3271717	0.2347563	0.2003133	0.08194152	0.0282524	0.477674	0.00607881	0.0148542	0.462083	0.0110575	0.08161921	0.0014758	0.0559239	0.468218	3.47438	0.29575	0.262772	0.153461	0.288017	0.1635607	0.4990147
4940	-3323.101	-3309.824	-13.27693	0.3271717	0.2140336	0.2706647	0.2423938	0.0326742	0.417453	0.00526099	0.00415398	0.534864	0.00559401	0.0187217	0.000835284	0.0422434	0.419283	3.53764	0.294998	0.309331	0.134131	0.26154	0.2611155	0.0716989
4950	-3318.392	-3307.09	-11.30207	0.3271717	0.2224017	0.2580854	0.0009672389	0.0254102	0.542806	0.00740858	0.00636149	0.415955	0.00205872	0.03864221	0.00106467	0.0476157	0.439568	3.51175	0.298543	0.279253	0.139118	0.283085	0.03960945	0.9755806
4960	-3320.079	-3306.686	-13.39266	0.2657647	0.2209616	0.2534768	0.001323564	0.0154327	0.488937	0.0167905	0.00997386	0.465757	0.00310865	0.1624006	0.00102247	0.0466755	0.436127	3.51617	0.306903	0.290218	0.132084	0.270794	0.1637242	0.9919159
4970	-3323.679	-3308.789	-14.89005	0.2287952	0.2104445	0.3011534	-0.1599418	0.00764354	0.453486	0.0155731	0.0070303	0.513432	0.00283489	0.2990765	0.000748275	0.0400098	0.410363	3.54888	0.293959	0.312656	0.127481	0.265903	0.1391346	2.149547
4980	-3321.975	-3307.753	-14.22187	0.1897978	0.1500554	0.4964521	0.05751049	0.00602357	0.547897	0.01103	0.00332647	0.428249	0.0034737	0.04464701	5.32596e-05	0.010781	0.241994	3.74717	0.301806	0.31773	0.10943	0.271034	0.1021575	0.4370409
4990	-3317.344	-3301.868	-15.47618	0.1897978	0.148055	0.3961254	-0.02372718	0.013608	0.579323	0.0048819	0.00754972	0.393514	0.00112359	0.2163602	4.70237e-05	0.010133	0.235952	3.75387	0.304273	0.297167	0.142801	0.255759	0.192633	1.123173
5000	-3313.899	-3300.623	-13.27683	0.2039287	0.1736699	0.384275	-0.1135873	0.0179912	0.561441	0.00217011	0.0072704	0.409037	0.00209073	0.1392777	0.000186403	0.0200981	0.311562	3.66815	0.294571	0.300463	0.13498	0.269987	0.02569043	5.421386
5010	-3319.72	-3305.571	-14.14855	0.2471563	0.1908017	0.3335804	0.2962205	0.0132531	0.413085	0.00297445	0.0137964	0.550191	0.00670064	0.01583591	0.000380782	0.0286432	0.359228	3.61175	0.284568	0.293368	0.154384	0.26768	0.3120564	0.05074694
5020	-3313.673	-3302.017	-11.65611	0.2643483	0.2059088	0.2885113	-0.04748761	0.0136984	0.552367	0.00247774	0.00923689	0.410711	0.0115086	0.06663776	0.000647589	0.0372523	0.398902	3.5632	0.30601	0.293421	0.124071	0.276499	0.01915015	3.479751
5030	-3321.183	-3308.967	-12.21595	0.2908307	0.2136446	0.2940508	-0.1388657	0.0175423	0.580402	0.00208265	0.0123282	0.378382	0.00926256	0.1406158	0.000825534	0.0419992	0.418322	3.53885	0.292322	0.317607	0.123855	0.266216	0.001750052	80.34946
5040	-3323.174	-3310.018	-13.15638	0.2369694	0.1833558	0.2909689	0.1447473	0.0181323	0.476108	0.00250037	0.0192727	0.470064	0.0139226	0.05558209	0.000283784	0.0247589	0.338845	3.63611	0.283442	0.319255	0.132581	0.264721	0.2003293	0.2774535
5050	-3319.533	-3305.609	-13.92372	0.295726	0.2308784	0.2782103	0.1044281	0.00942452	0.574905	0.0094094	0.0195028	0.384198	0.00256073	0.1199571	0.00133707	0.0532717	0.45939	3.486	0.310096	0.305127	0.121529	0.263248	0.2243852	0.5346034
5060	-3317.256	-3304.783	-12.47291	0.2576983	0.1984535	0.3061846	0.04393197	0.0097381	0.541781	0.0101088	0.0209525	0.412755	0.00466442	0.05803387	0.000503372	0.0328881	0.37961	3.587	0.302385	0.322863	0.123628	0.251124	0.1019658	0.5691501
5070	-3317.445	-3304.969	-12.47624	0.3105892	0.1989614	0.2522375	0.1295747	0.0226893	0.570401	0.00696156	0.00231212	0.396393	0.00124235	0.04241398	0.000512394	0.0331785	0.380942	3.58537	0.265193	0.31505	0.139413	0.280344	0.1719887	0.2466091
5080	-3323.159	-3310.461	-12.69835	0.3099616	0.1984242	0.2304755	0.1498867	0.0103288	0.558414	0.0135874	0.0116046	0.39993	0.00613533	0.05554724	0.000502856	0.0328714	0.379533	3.58709	0.279182	0.336025	0.14048	0.244313	0.205434	0.2703897
5090	-3317.954	-3305.799	-12.15523	0.3099616	0.1937869	0.2592411	0.1181262	0.00595574	0.538789	0.0123528	0.0143376	0.418232	0.0103329	0.02780511	0.000425703	0.0302698	0.367248	3.60206	0.302602	0.30033	0.130785	0.266283	0.1459313	0.1905356
5100	-3316.741	-3305.587	-11.15465	0.3221276	0.1896638	0.2662437	0.04453751	0.018287	0.431274	0.0141849	0.00646172	0.527858	0.00193412	0.003516758	0.000364598	0.0280334	0.356147	3.61545	0.277776	0.300176	0.155298	0.26675	0.04805427	0.07318305
5110	-3316.961	-3304.917	-12.04409	0.2878602	0.2033554	0.2444991	0.0103912	0.0114579	0.499373	0.0108169	0.00559171	0.471272	0.00148848	0.08345927	0.000595297	0.0357334	0.392358	3.57131	0.308651	0.276635	0.136415	0.2783	0.09385047	0.8892791
5120	-3314.663	-3303.71	-10.95262	0.3190915	0.1879165	0.2177835	-0.05141363	0.0164037	0.4527	0.00951485	0.00599075	0.512684	0.00270701	0.06743789	0.000340724	0.0271083	0.351393	3.62116	0.295945	0.283593	0.149486	0.270976	0.01602425	4.208489
5130	-3316.027	-3304.127	-11.89991	0.3285558	0.2157396	0.2083489	0.1503448	0.0166569	0.51692	0.00701239	0.00560193	0.446952	0.00685688	0.02289135	0.000878989	0.0433204	0.423476	3.53232	0.299926	0.315886	0.123752	0.260437	0.1732362	0.1321395
5140	-3322.78	-3308.359	-14.42049	0.257243	0.2388768	0.3090834	-0.1190629	0.014601	0.445937	0.00351567	0.00326881	0.525078	0.00759985	0.2464731	0.00163326	0.058783	0.477434	3.46215	0.272444	0.308221	0.146545	0.272791	0.1274102	1.934485
5150	-3315.428	-3303.921	-11.50703	0.3182466	0.2304964	0.2563111	-0.03288999	0.0171563	0.481631	0.00116226	0.00870573	0.469763	0.0215823	0.06782734	0.00132389	0.0530125	0.458512	3.48715	0.30255	0.294225	0.133079	0.270146	0.03493735	1.941399
5160	-3321.814	-3309.103	-12.71103	0.3192993	0.2016451	0.245075	0.1377045	0.0105519	0.44674	0.00206131	0.0108771	0.496611	0.0331582	0.05532543	0.00056198	0.0347299	0.387938	3.57677	0.286506	0.303779	0.140299	0.269416	0.1930299	0.2866158
5170	-3322.655	-3310.198	-12.45714	0.310794	0.2166392	0.2435037	0.07030793	0.0212908	0.548217	0.00913057	0.00847725	0.387042	0.0258424	0.07563476	0.000902655	0.0438922	0.425675	3.52953	0.305317	0.293788	0.123119	0.277776	0.1459427	0.5182498
5180	-3325.647	-3313.321	-12.32583	0.305487	0.1980537	0.2731266	0.07895318	0.0246446	0.506424	0.00778341	0.0144571	0.429981	0.0167099	0.04954274	0.00049635	0.0326603	0.378559	3.58828	0.327735	0.279114	0.141949	0.251202	0.1284959	0.3855589
5190	-3318.655	-3306.19	-12.46486	0.2543813	0.1931204	0.3415918	0.1183115	0.021329	0.559543	0.00529865	0.0132252	0.393614	0.00699049	0.0009238568	0.00041536	0.0299033	0.365465	3.60422	0.282621	0.332395	0.126215	0.258768	0.1192354	0.007748179
5200	-3312.666	-3301.401	-11.26473	0.3021331	0.1886349	0.2693785	0.04435778	0.0202602	0.562875	0.0049817	0.00690835	0.398864	0.00611031	0.008643407	0.000350398	0.027487	0.353351	3.61881	0.30361	0.295568	0.137772	0.26305	0.05300119	0.1630795
