Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
2140	-38484.07	-38439.65	-44.4213	4.895969	1.683349	1.193115	8.369257	1.256887	1.310276	0.0669261	0.308775	0.158722	0.411737	0.30206	0.911759	0.48873	0.0494574	0.862978	0.262534	0.493226	4.25288	2.98402	2.16455	3.00439	2.71464	1.58246	2.64278	2.05108	1.89966	3.52988	-4.764236	1.78167	1.77859	9.37652	9.37609	9.37223	9.36574	1.7758	1.78167	1.77859	9.37543	9.37078	9.36434	0	1.7758	1.78167	1.77859	9.37543	9.37543	0	0	1.7758	1.7793	9.38223	9.37124	0	0	0	1.7758	1.77817	9.37627	0	0	0	0	1.7758	9.37627	9.37847	0	0	0	0	1.7758	9.37847	0	0	0	0	0	1.7758	0.01013548	0.0169042	0.00800422	0.00591332	0.0095874	0.00514902	0.0403581	0.0103388	0.00755149	0.00788815	0.00835402	0.00479208	0.0061261	0.00787363	0.00607892	0.0218746	0.0090577	0.00652687	0.0183754	0.0163902	0.0100773	0.0424282	0.0156482	0.0612981	0.0123637	0.00877334	0.0127407	0.00142658	0.0199187	0.015983	0.00872351	0.027003	0.00476125	0.00706716	0.0148526	0.00566922	0.00809703	0.00513846	0.010272	0.00365378	0.00442119	0.00665484	0.0106991	0.0169263	0.00842233	0.031426	0.00591171	0.00640506	0.00840128	0.0134687	0.00339566	1	0.223506	0.467477	0.342745	0.196125	0.159858	0.144362	1.0451	0.260983	0.231582	0	0	-0.834675	-0.0454614	-1.19737	-1.34891	0	-1.31361	0.05637151	0.02886433	0.1120572	0.03243668	8.862483	1.5493	0	0	1.95664	0	0.57518	1.66393	0	0.0324367	0.0563715	0.08880819	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0
2150	-38475.33	-38452.85	-22.48035	4.831393	1.602512	1.079373	7.220407	1.08944	1.121158	0.0692273	0.58923	0.120905	0.221371	0.320139	1.9579	0.435219	0.0907494	0.584288	0.156727	0.4945104	2.70293	3.30695	2.10704	2.86149	2.89199	1.47776	2.52623	2.01122	1.31374	3.17884	-4.803389	1	1	2.38959	2.38959	2.38959	2.38959	1	1	1	2.38959	2.38959	2.38959	0	1	1	1	2.38959	2.38959	0	0	1	1	2.38959	2.38959	0	0	0	1	1	2.38959	0	0	0	0	1	2.38959	2.38959	0	0	0	0	1	2.38959	0	0	0	0	0	1	0.009746312	0.0241573	0.0154484	0.00500539	0.0127835	0.00626971	0.0363662	0.0129156	0.0137178	0.00629205	0.00893033	0.00729449	0.00828814	0.00795786	0.00612498	0.0254313	0.0108623	0.00188655	0.0075602	0.0214202	0.0122531	0.0388566	0.0141127	0.0184281	0.00356979	0.00832926	0.0108562	0.00401565	0.00888491	0.029165	0.00871502	0.00939422	0.00657859	0.0106186	0.0129024	0.0117195	0.00654759	0.00570402	0.00994479	0.00527843	0.0103153	0.00617493	0.0175348	0.00917855	0.0100952	0.00746237	0.0401764	0.00418465	0.0137546	0.00517559	0.00409607	1	0.207534	0.509209	0.340377	0.204068	0.222801	0.182232	1.27716	0.29247	0.264776	0	0.370828	-0.894553	-1.30185	-1.84581	-1.98115	0	0	0.01950975	0.01245437	0.04273514	0.124351	7.714918	0	-0.0701617	0	1.64846	0	-0.493595	0.871123	0	0.124351	0.0195098	0.1438607	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0
2160	-38479.95	-38441.49	-38.45895	3.851706	1.547201	0.883099	5.147478	0.8727565	0.9281665	0.0509868	0.271775	0.110071	0.245344	0.346379	3.07139	0.279687	0.100949	0.733604	0.20566	0.8061561	4.81972	3.26004	2.03807	2.31784	2.79702	1.46654	1.99407	2.0661	1.4908	2.71404	-4.254338	2.17899	2.1739	2.16939	2.16926	2.16805	2.16602	2.16931	2.17899	2.1739	2.16905	2.1676	2.16559	0	2.16931	2.17899	2.1739	2.16905	2.16905	0	0	2.16931	2.17508	2.17117	2.16774	0	0	0	2.16931	2.17321	2.16931	0	0	0	0	2.16931	2.16931	2.17	0	0	0	0	2.16931	2.17	0	0	0	0	0	2.16931	0.0168768	0.0203628	0.00938118	0.00994523	0.0135763	0.00560568	0.0547101	0.00719041	0.0153794	0.0109699	0.0177728	0.0161183	0.0132122	0.0096434	0.0120417	0.0273989	0.0135894	0.00516171	0.0236446	0.0220112	0.01725	0.0489659	0.0194309	0.0309356	0.00519743	0.0114497	0.015565	0.00537	0.0155156	0.0504859	0.00482442	0.0131061	0.00856797	0.00942361	0.0257913	0.0114503	0.00823146	0.00849543	0.0135673	0.0148024	0.010557	0.0124494	0.00490721	0.0235327	0.0154568	0.0115454	0.00281751	0.00904488	0.00829804	0.0102942	0.00434041	1	0.22581	0.490486	0.327904	0.192514	0.0959462	0.177112	1.19316	0.253654	0.289741	1.58182	1.07791	-1.35935	0	-1.65342	0	0	-1.77148	0.007136788	0.03113028	0.1289968	0.1023289	5.953634	0	0	0	1.54925	-0.0214949	-1.10678	0	0	0.102329	0.00713679	0.1094657	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	0
2170	-38478.89	-38441.27	-37.61566	3.513407	1.809402	0.8346306	5.159937	0.8222669	0.8984705	0.038712	0.297233	0.149276	0.347116	0.317414	0.472403	0.548836	0.0995242	0.678045	0.15465	0.4506663	3.40599	2.5476	2.61613	2.24819	2.51312	1.85379	3.08272	1.69443	1.81184	3.19516	-4.397789	2.37314	2.36699	2.77908	2.77889	2.77718	2.7743	2.36144	2.37314	2.36699	2.7786	2.77653	2.77368	0	2.36144	2.37314	2.36699	2.7786	2.7786	0	0	2.36144	2.36841	2.78161	2.77674	0	0	0	2.36144	2.36616	2.77897	0	0	0	0	2.36144	2.77897	2.77994	0	0	0	0	2.36144	2.77994	0	0	0	0	0	2.36144	0.01462144	0.0166026	0.00935622	0.00723816	0.0165975	0.0102628	0.0501249	0.0164974	0.0111518	0.00923686	0.0282854	0.0154693	0.011656	0.0110269	0.0102768	0.0284681	0.0143653	0.010552	0.0279886	0.016021	0.0108378	0.0263669	0.00857788	0.0288757	0.0036841	0.00990264	0.0174935	0.00206941	0.0367865	0.0375734	0.012737	0.02231	0.0185609	0.00795469	0.017304	0.0124346	0.00376192	0.00775824	0.0137859	0.00872308	0.00946975	0.0132649	0.0104481	0.00599685	0.0210116	0.00643172	0.0456356	0.00721157	0.0236667	0.0125139	0.00392153	1	0.228399	0.467552	0.275489	0.222901	0.190197	0.161681	1.30823	0.314952	0.259277	0	0	-1.29237	0	0.7691	-1.98395	0	-1.96561	0.03545162	0.02264925	0.01521861	0.1009547	5.610603	1.97415	0.617643	0	1.97275	0	-0.414219	0.162807	0	0.100955	0.0354516	0.1364064	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0
2180	-38488.36	-38432.08	-56.28231	1.363616	0.7300647	0.3257692	2.318739	0.3576519	0.401033	0.0787631	0.441114	0.107499	0.331477	0.147143	10.1144	0.40705	0.0951696	0.727722	0.173126	0.3074275	2.89615	3.63942	2.63052	2.68776	2.92563	2.08764	1.95701	1.95892	2.05016	3.20158	-3.591533	3.33959	3.2188	6.74344	6.46413	3.61671	0.120689	1.93737	3.33959	3.2188	6.00892	1.17955	0.0398941	0	1.93737	3.33959	3.2188	2.77806	2.77806	0	0	1.93737	3.27936	9.44549	1.33079	0	0	0	1.93737	3.16014	3.04082	0	0	0	0	1.93737	6.57728	3.64357	0	0	0	0	1.93737	3.64357	0	0	0	0	0	1.93737	0.03274483	0.0474229	0.0240929	0.016882	0.0290471	0.0183257	0.109357	0.025082	0.0269806	0.0227676	0.0397531	0.026631	0.0222928	0.0244967	0.0149481	0.0773968	0.0405809	0.0103885	0.0376231	0.0415088	0.0289314	0.0733394	0.0232187	0.056399	0.00942156	0.0277503	0.0473444	0.0196893	0.062294	0.0653667	0.0274741	0.0216922	0.0502159	0.0349617	0.0182072	0.0447959	0.0196082	0.0201301	0.00902893	0.0244436	0.0481078	0.0539635	0.0267647	0.0252793	0.0623887	0.024713	0.0161376	0.0169513	0.0279953	0.025219	0.00818257	1	0.216235	0.474319	0.288365	0.193615	0.147018	0.164545	1.09178	0.264862	0.251985	1.28548	0	-1.43747	0	0.770628	0	-0.818821	-1.9266	0.005145845	0.01786477	0.00755621	0.1453886	2.626166	0.774294	0	0	1.81915	0	0	1.22229	-0.771494	0.145389	0.00514584	0.1505345	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1
2190	-38497.94	-38449.73	-48.21594	2.267874	0.9851287	0.4485249	3.118753	0.4218574	0.4723358	0.0837662	0.416178	0.15169	0.202476	0.321405	2.57849	1.42246	0.0341893	0.661822	0.139782	0.2356327	3.90536	3.5419	2.21692	2.63124	2.31795	1.18221	2.00025	1.79066	1.42221	2.67764	-3.578091	3.34638	3.19773	7.43381	7.04851	3.39424	0.124147	1.68919	3.34638	3.19773	6.42976	2.1879	0.0308189	0	1.68919	3.34638	3.19773	6.42976	6.42976	0	0	1.68919	3.27293	11.3574	2.54663	0	0	0	1.68919	3.12494	7.2041	0	0	0	0	1.68919	7.2041	9.04444	0	0	0	0	1.68919	9.04444	0	0	0	0	0	1.68919	0.03318793	0.0477308	0.0211544	0.0192228	0.0334889	0.01605	0.107994	0.014363	0.0255599	0.0178126	0.0348388	0.0226231	0.0158822	0.0235039	0.0209906	0.0696732	0.0372509	0.0108253	0.0296979	0.0525379	0.0281586	0.0500282	0.0168122	0.0614009	0.00961667	0.0303654	0.0272154	0.0194245	0.0234711	0.0704509	0.0233822	0.0154181	0.0643168	0.0386792	0.0239523	0.024945	0.0169493	0.00925523	0.0266806	0.0187399	0.0314572	0.0161424	0.0390484	0.0197268	0.0540528	0.0218	0.0324653	0.00998293	0.042431	0.0242726	0.00784764	1	0.215488	0.43215	0.290142	0.193245	0.111259	0.149085	1.00983	0.251128	0.218078	0	0	-1.39431	0	0	-0.116995	-1.03069	-1.72007	0.003451715	0.04309262	0.05805099	0.09814795	3.354385	0	0	0	1.18175	0	0	1.4504	0	0.098148	0.00345171	0.1015997	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0
2200	-38493.79	-38452.94	-40.84914	4.007635	1.725726	0.8463123	5.621831	0.8761624	0.904428	0.0358488	0.32606	0.122384	0.28957	0.143502	2.00743	0.649898	0.0788308	0.352368	0.25725	1.127011	3.2196	3.63637	2.7958	2.18372	3.23729	1.43562	1.99729	2.00497	2.23327	3.02876	-4.369037	2.26201	2.24308	4.40259	4.36914	3.93568	2.45555	2.0447	2.26201	2.24308	4.31203	3.69654	2.01342	0	2.0447	2.26201	2.24308	4.31203	4.31203	0	0	2.0447	2.25152	4.67957	3.77751	0	0	0	2.0447	2.23515	4.38283	0	0	0	0	2.0447	4.38283	4.52828	0	0	0	0	2.0447	4.52828	0	0	0	0	0	2.0447	0.01504794	0.0156129	0.00962885	0.00924975	0.0139429	0.00663398	0.0637501	0.0125784	0.0197592	0.0117761	0.0126487	0.0107454	0.0148952	0.0160054	0.00681352	0.0348042	0.0235391	0.00397381	0.0151968	0.0568545	0.031959	0.0240827	0.0108475	0.034406	0.00391055	0.0094757	0.0175676	0.00365151	0.0162375	0.0389053	0.0292679	0.00656521	0.0191632	0.0164827	0.00956314	0.0152911	0.0113143	0.0140201	0.0180622	0.00819728	0.0082222	0.00874625	0.00604015	0.015926	0.0271949	0.015949	0.00744516	0.00771363	0.0116181	0.019568	0.00311642	1	0.193356	0.489609	0.26708	0.194378	0.166098	0.150009	1.07034	0.267799	0.225036	0	0	-0.592611	-1.59725	0.100625	0	-0.146723	-1.7103	0.1020559	0.009245817	0.008509879	0.08265906	6.748842	0.6623	0	-0.210922	1.86036	0	0	0.762445	0	0.0826591	0.102056	0.184715	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0
2210	-38501.2	-38444.07	-57.13015	1.84465	1.024296	0.5180093	3.700698	0.5227653	0.5557468	0.0403614	0.440214	0.166886	0.274893	0.170762	0.360687	0.573511	0.109877	0.596786	0.206071	0.1951824	3.87459	3.00411	2.61743	2.09039	3.56256	2.03499	2.60856	1.87508	1.70925	3.41565	-3.926107	1.74565	1.74273	5.44429	5.44405	5.44189	5.43825	1.7401	1.74565	1.74273	5.44368	5.44108	5.43747	0	1.7401	1.74565	1.74273	5.44368	5.44368	0	0	1.7401	1.74341	5.44749	5.44133	0	0	0	1.7401	1.74234	5.44415	0	0	0	0	1.7401	5.44415	5.44538	0	0	0	0	1.7401	5.44538	0	0	0	0	0	1.7401	0.02343358	0.0201175	0.0098722	0.0092507	0.0340041	0.0145973	0.119679	0.0444591	0.0462548	0.0176025	0.0210998	0.0180646	0.0257209	0.0166992	0.0169183	0.0665227	0.0347765	0.00935059	0.029243	0.0523056	0.0332189	0.0739235	0.0242405	0.0767447	0.0162108	0.0246185	0.0400828	0.0108325	0.0306512	0.0340822	0.0180204	0.0087979	0.0303923	0.0324214	0.0129138	0.00898989	0.0119836	0.00819538	0.01826	0.0108505	0.0402801	0.0105388	0.00902398	0.0126664	0.0437776	0.0261898	0.0127273	0.00995155	0.0466879	0.0305983	0.00828055	1	0.196123	0.454095	0.268642	0.17905	0.126144	0.166731	1.02261	0.263977	0.223623	0	0	-1.75627	-1.86111	0	0	0	-1.26715	0.04436023	0.02840258	0.04808241	0.1049796	3.895881	0	0.0356243	-1.62136	0.498556	0	0.0825896	1.1406	0	0.10498	0.0443602	0.1493399	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0
2220	-38508.54	-38453.56	-54.98035	1.309087	0.712183	0.4304057	1.978298	0.4144545	0.4924463	0.0457702	0.382036	0.161264	0.524506	0.386045	0.220074	0.792348	0.0843489	0.458623	0.162221	1.292131	3.946	3.56972	2.24042	2.73253	2.32176	0.934488	1.86555	2.03108	1.61983	3.05298	-3.480201	1.58117	1.57899	8.12413	8.12383	8.12118	1.38113	1.57703	1.58117	1.57899	8.12338	1.38172	1.38097	0	1.57703	1.58117	1.57899	1.38227	1.38227	0	0	1.57703	1.5795	8.12805	1.38178	0	0	0	1.57703	1.5787	1.38236	0	0	0	0	1.57703	8.12395	1.38262	0	0	0	0	1.57703	1.38262	0	0	0	0	0	1.57703	0.03660104	0.0316934	0.0162291	0.0160171	0.0372558	0.0208587	0.125457	0.0244747	0.0399461	0.022783	0.0307048	0.0214121	0.0267146	0.0372544	0.024749	0.0650625	0.0544059	0.0221297	0.0671095	0.0425622	0.0366495	0.0770882	0.0381256	0.0653318	0.0121613	0.0379067	0.0537284	0.0521304	0.0529419	0.0968821	0.0330977	0.0349884	0.0464119	0.0286398	0.0163788	0.0300079	0.0234364	0.00992816	0.0263761	0.0123294	0.017573	0.0193362	0.040659	0.0215146	0.0599855	0.0263258	0.0241436	0.0238387	0.00872922	0.0427689	0.00866595	1	0.205053	0.424909	0.305447	0.170639	0.140027	0.149862	0.989572	0.233088	0.225473	0	1.88033	-1.05167	-1.87133	0	-1.9116	0	-1.04207	0.04778307	0.03131847	0.06166293	0.1222214	3.270429	0	0	0	0.706986	-0.86676	0	1.63927	-1.77102	0.122221	0.0477831	0.1700045	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1
2230	-38496.63	-38445.55	-51.07808	1.437192	0.9743969	0.4765123	2.434084	0.6051961	0.6807557	0.0252564	0.906675	0.114371	0.367335	0.1706	0.433538	3.90268	0.0945341	0.519596	0.243144	1.382454	3.53927	3.32861	2.99211	2.66617	2.80773	2.28762	2.30749	1.9433	1.20661	3.14061	-3.719735	2.03642	2.00187	7.15076	7.01559	5.39903	0.826297	1.59162	2.03642	2.00187	6.78825	2.30964	0.501624	0	1.59162	2.03642	2.00187	3.3988	3.3988	0	0	1.59162	2.019	8.32539	2.43877	0	0	0	1.59162	1.98521	3.54023	0	0	0	0	1.59162	7.07073	3.84121	0	0	0	0	1.59162	3.84121	0	0	0	0	0	1.59162	0.02880482	0.0591716	0.0274163	0.0161826	0.0265442	0.0138334	0.127837	0.0187524	0.0241646	0.0177352	0.0252344	0.0153228	0.0207554	0.0260795	0.0182921	0.060521	0.0287759	0.0111796	0.0264662	0.0258205	0.0165442	0.070193	0.0276091	0.0738199	0.0115982	0.0298782	0.0455391	0.0189992	0.0446613	0.0694848	0.0153269	0.0353416	0.0326918	0.0281712	0.0158269	0.0241896	0.0235658	0.0136726	0.00992879	0.0141689	0.00941918	0.0140959	0.00893106	0.0172446	0.0431641	0.0324894	0.0138685	0.023331	0.0117718	0.0159993	0.00735468	1	0.195967	0.381948	0.270967	0.19546	0.18157	0.160774	0.935037	0.266831	0.257534	0.0321604	0	-1.81501	0	0	0	-0.369147	-1.24968	0.06876376	0.0240213	0.04588629	0.06887895	3.816538	0.832568	0.386247	-1.20347	1.74367	-1.77321	1.75875	1.49121	-0.691771	0.0688789	0.0687638	0.1376427	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1
2240	-38496.14	-38448.52	-47.61138	1.973761	1.103511	0.8102878	2.760364	0.7632244	0.9177557	0.0823384	0.193243	0.162051	0.275695	0.0646106	0.799135	0.79269	0.0984323	0.421574	0.176616	2.021972	3.3158	2.8417	2.13512	2.64296	3.46929	2.52589	2.35253	1.79455	1.65335	3.12349	-3.935944	1.33521	1.33405	8.84612	8.84591	8.84409	8.84102	1.333	1.33521	1.33405	8.8456	8.8434	8.84036	0	1.333	1.33521	1.33405	8.8456	8.8456	0	0	1.333	1.33431	8.84881	8.84362	0	0	0	1.333	1.33389	8.846	0	0	0	0	1.333	8.846	8.84703	0	0	0	0	1.333	8.84703	0	0	0	0	0	1.333	0.02320421	0.0317322	0.0168398	0.0107396	0.0282349	0.0109193	0.120855	0.0105071	0.0125054	0.0118696	0.0215391	0.0155327	0.014737	0.023303	0.0146439	0.0436847	0.0189997	0.0080984	0.0272128	0.0340501	0.0197246	0.0627931	0.0224173	0.0499242	0.00770923	0.0283819	0.0368384	0.0196137	0.0316224	0.0978182	0.0138754	0.0233773	0.0163115	0.0160929	0.0174045	0.0176745	0.0170598	0.00934415	0.0174509	0.0233143	0.00694131	0.00937545	0.0167839	0.0149172	0.0296572	0.0183771	0.0481815	0.0257516	0.00849956	0.0135408	0.00553613	1	0.194088	0.400974	0.295561	0.200365	0.1342	0.146634	1.06207	0.270753	0.215686	0	1.76757	-1.95429	0	0	-1.65179	0	-0.657508	0.01648961	0.01839705	0.06097223	0.0789739	4.782336	0.862337	0	0	1.67509	0	-0.66114	1.89253	0	0.0789739	0.0164896	0.09546352	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0
2250	-38494.52	-38450.28	-44.2417	1.565257	1.385346	0.6675399	3.879908	0.7897428	0.8439837	0.0822863	0.379973	0.16475	0.147293	0.194473	1.73547	0.277544	0.0962035	0.677636	0.324801	0.5765332	3.07429	2.93383	2.5116	3.09369	2.72025	2.52568	2.33381	2.13445	1.56489	2.48585	-4.075828	1	1	2.92652	2.92652	2.92652	0.450671	1	1	1	2.92652	0.450671	0.450671	0	1	1	1	0.450671	0.450671	0	0	1	1	2.92652	0.450671	0	0	0	1	1	0.450671	0	0	0	0	1	2.92652	0.450671	0	0	0	0	1	0.450671	0	0	0	0	0	1	0.02017511	0.0137071	0.0106433	0.00806239	0.0236481	0.0166258	0.0676794	0.0128221	0.018453	0.0131431	0.012979	0.013775	0.0152671	0.0157702	0.0109556	0.0506287	0.0242665	0.00782908	0.0353366	0.0257194	0.0177475	0.0351078	0.0139003	0.107402	0.0218285	0.0315323	0.0386474	0.0077738	0.0306059	0.0332468	0.0222164	0.00980295	0.0221512	0.0146374	0.0146671	0.00734986	0.0178323	0.0120551	0.0113326	0.019157	0.0450881	0.019869	0.00341843	0.0137674	0.0317717	0.00576762	0.0354654	0.0156232	0.0132167	0.0261955	0.00729345	1	0.195718	0.452082	0.282215	0.186357	0.138717	0.144671	1.06091	0.283644	0.235321	1.93819	0.180614	-1.00115	0	-1.18578	0	0	0	0.03667875	0.04103665	0.02051483	0.172273	4.456441	0.981359	0	0	1.85034	0	0	1.07381	-1.87083	0.172273	0.0366788	0.2089517	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1
2260	-38500.44	-38468.19	-32.24543	2.002888	2.190399	0.9103485	4.035253	0.8719961	0.9784584	0.00694561	0.258866	0.155203	0.179051	0.244371	4.74436	1.00725	0.0906977	0.514927	0.156419	0.6648788	4.61857	2.59143	2.18277	2.35639	2.24871	1.62259	2.25394	2.4264	1.5503	3.28711	-4.405093	1.66536	1.63976	5.7471	5.64586	4.42355	0.961731	1.32478	1.66536	1.63976	5.47528	2.5062	0.604041	0	1.32478	1.66536	1.63976	3.59186	3.59186	0	0	1.32478	1.65266	6.62118	2.6365	0	0	0	1.32478	1.62714	3.73087	0	0	0	0	1.32478	5.68718	4.02538	0	0	0	0	1.32478	4.02538	0	0	0	0	0	1.32478	0.01451504	0.0121794	0.00738215	0.00775407	0.0130776	0.00829709	0.0472001	0.0151569	0.0172358	0.0133616	0.011054	0.0116738	0.00741455	0.0093774	0.0114873	0.0341694	0.0164339	0.00650936	0.0210928	0.0174778	0.0109558	0.0165338	0.00695705	0.0874677	0.0178078	0.0347387	0.0303803	0.0139561	0.0176232	0.0322085	0.0131206	0.0122529	0.0372267	0.0119223	0.0124725	0.00791946	0.00625365	0.0086568	0.00868657	0.00521091	0.0218181	0.0177235	0.0129353	0.0103489	0.0165378	0.0178573	0.0103138	0.0102181	0.00730827	0.011483	0.00697008	1	0.231794	0.423296	0.313796	0.199144	0.143487	0.150755	0.974548	0.285791	0.288795	0	0	-1.89284	-0.0933505	-0.143336	0	-0.344021	-0.817206	0.02816826	0.01628808	0.01410672	0.09311486	4.700132	0	-0.619661	-1.05713	1.92674	0	-0.308434	1.45697	-0.421572	0.0931149	0.0281683	0.1212831	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1
2270	-38497.62	-38439.08	-58.54218	1.589095	1.154506	0.5104853	1.95011	0.5007046	0.5571546	0.0583849	0.387734	0.135636	0.35982	0.21813	1.39214	0.223553	0.078393	0.529027	0.267906	0.7408666	3.38826	3.2808	2.4758	2.65046	2.58028	2.28696	2.8896	1.73545	1.57311	3.41408	-3.633665	1.76006	1.75707	9.68284	9.68241	9.6785	2.7458	1.75438	1.76006	1.75707	9.68173	2.74725	2.7454	0	1.75438	1.76006	1.75707	2.74858	2.74858	0	0	1.75438	1.75776	9.68861	2.74738	0	0	0	1.75438	1.75667	2.74882	0	0	0	0	1.75438	9.68258	2.74946	0	0	0	0	1.75438	2.74946	0	0	0	0	0	1.75438	0.03139387	0.0252404	0.0123579	0.0093067	0.0285167	0.0176298	0.109026	0.0215727	0.0219895	0.0215873	0.0242209	0.0143728	0.0215745	0.0212882	0.0133495	0.0495745	0.0292641	0.00938529	0.0258177	0.0283168	0.0209067	0.041029	0.0131177	0.0940233	0.0222972	0.0538704	0.0389809	0.0669517	0.0209773	0.182766	0.0404009	0.0220386	0.034636	0.0188469	0.0104562	0.0228197	0.0163098	0.0319984	0.0107421	0.0362851	0.00499311	0.0176792	0.0118359	0.0304714	0.0291558	0.026268	0.0156699	0.0431745	0.00750146	0.0140656	0.0134105	1	0.21984	0.462588	0.273703	0.200848	0.144057	0.19174	0.939048	0.242791	0.268999	0	1.1389	-1.10017	-0.268718	0	-0.490135	0	-1.28585	0.02221998	0.02700161	0.03136	0.07589729	2.690976	0.410128	0.040402	-0.396806	1.35898	0	-1.66102	1.70821	-1.25916	0.0758973	0.02222	0.09811726	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1
