Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
450	-38486.27	-38454.97	-31.30123	3.129467	1.783941	0.7226338	4.942855	0.826393	0.8885929	0.0306189	0.203929	0.256896	0.360963	0.273204	0.71526	0.438791	0.100737	0.390377	0.195867	3.122447	3.28151	2.93042	2.6571	2.42461	3.1312	1.82821	2.21079	1.86277	2.25467	3.0347	-4.393498	1.94859	1.94469	4.3869	4.38667	4.38458	2.88451	1.94117	1.94859	1.94469	4.38631	2.8863	2.88401	0	1.94117	1.94859	1.94469	2.88796	2.88796	0	0	1.94117	1.94559	4.38998	2.88647	0	0	0	1.94117	1.94416	2.88826	0	0	0	0	1.94117	4.38676	2.88904	0	0	0	0	1.94117	2.88904	0	0	0	0	0	1.94117	0.01468431	0.0143208	0.00783861	0.00532541	0.0150982	0.0100765	0.0681172	0.0119457	0.021577	0.00869227	0.0137659	0.0106838	0.0100843	0.0143363	0.00900434	0.0423171	0.0186589	0.00753213	0.0248192	0.0149095	0.00763787	0.0259127	0.0128536	0.0465726	0.00666738	0.0219968	0.018203	0.00708901	0.0147151	0.0364449	0.0102583	0.016128	0.0116416	0.00634845	0.0114742	0.00290321	0.00979661	0.0141397	0.0136876	0.00521603	0.0105713	0.00824487	0.013438	0.0104357	0.0172269	0.00365161	0.00736588	0.00922905	0.00383371	0.00914395	0.00302943	1	0.222797	0.504311	0.283008	0.194125	0.156523	0.167124	1.15772	0.251035	0.28307	0.0449786	0	-1.03613	0	-0.458037	0	0	-1.51729	0.1057452	0.03646194	0.03066952	0.1186083	8.065302	0	0	-1.73818	1.81001	0	0	0.815302	-0.417938	0.118608	0.105745	0.2243535	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1
460	-38485.22	-38448.76	-36.46631	2.662433	1.871758	0.6262903	5.269325	0.8252444	0.8796589	0.0686156	0.860299	0.158105	0.247418	0.244782	0.619881	0.103072	0.0902322	0.253674	0.138469	0.9156749	3.7939	3.1915	2.58019	2.4258	2.41571	1.41368	2.91063	1.71567	1.5832	3.78443	-4.341379	2.52357	2.44545	5.52275	5.32481	3.22613	0.243534	1.57837	2.52357	2.44545	4.99965	1.74169	0.0936814	0	1.57837	2.52357	2.44545	3.64755	3.64755	0	0	1.57837	2.4849	7.3859	1.93278	0	0	0	1.57837	2.40705	3.94337	0	0	0	0	1.57837	5.40514	4.60922	0	0	0	0	1.57837	4.60922	0	0	0	0	0	1.57837	0.01546994	0.0227771	0.0131974	0.00744147	0.0155271	0.0142674	0.0814919	0.0188696	0.0176435	0.00892767	0.0167699	0.00775518	0.0122227	0.0243796	0.012518	0.0504527	0.0153848	0.00985014	0.0188218	0.0238897	0.0174135	0.0250464	0.00967937	0.0597959	0.006272	0.0234164	0.0223448	0.015173	0.011749	0.0245449	0.00864261	0.00602968	0.0161796	0.0087693	0.00728745	0.0122855	0.0133192	0.0120024	0.00660479	0.0042528	0.00788492	0.00582293	0.00860268	0.0160148	0.015976	0.00656964	0.0183835	0.00708359	0.0183042	0.011919	0.00250879	1	0.231728	0.520867	0.310986	0.217485	0.177241	0.194801	1.12675	0.294398	0.249523	0	0.362291	-1.16776	0	0	0	-0.706681	-1.40112	0.05311246	0.02659733	0.0583434	0.1152198	6.185	1.11194	-1.88396	-1.09483	1.89963	-1.2489	1.71833	1.23096	-0.315314	0.11522	0.0531125	0.1683322	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
470	-38497.71	-38455.23	-42.48531	1.430952	0.9072428	0.3668655	2.454172	0.3899008	0.461616	0.0825989	0.480953	0.140238	0.412047	0.221497	0.547738	0.216396	0.102848	0.781021	0.173787	0.3429392	2.76014	3.23654	2.26744	2.95716	2.54033	2.10264	1.97702	1.62337	1.70261	3.25684	-3.94044	1.62239	1.62003	9.5568	9.55643	9.55313	2.56333	1.6179	1.62239	1.62003	9.55587	2.56449	2.56301	0	1.6179	1.62239	1.62003	2.56556	2.56556	0	0	1.6179	1.62058	9.56168	2.56459	0	0	0	1.6179	1.61971	2.56575	0	0	0	0	1.6179	9.55658	2.56625	0	0	0	0	1.6179	2.56625	0	0	0	0	0	1.6179	0.02310013	0.0260273	0.0133777	0.0105165	0.0279993	0.0112259	0.0857289	0.0242354	0.0475815	0.0189845	0.0196722	0.0131153	0.0260763	0.0433491	0.0276097	0.0669998	0.0324777	0.0165777	0.0446602	0.0344039	0.0193723	0.0477525	0.0251371	0.0738957	0.0114164	0.0384491	0.0391236	0.0239711	0.0261763	0.0483081	0.0199265	0.0173142	0.0225767	0.0169411	0.02381	0.0109521	0.0296273	0.00838317	0.0237779	0.0206955	0.0534002	0.0212909	0.0274037	0.0227531	0.0361308	0.0113296	0.00479538	0.0165104	0.0248529	0.019723	0.00800288	1	0.26044	0.518162	0.290963	0.241683	0.226868	0.197808	1.31648	0.297696	0.318137	0	0	-1.98531	-1.26838	0	0	0	-1.1006	0.04603464	0.04230353	0.03247501	0.0737853	2.797111	1.11461	-0.0824914	0	0.720688	0	0	1.7761	-1.31498	0.0737853	0.0460346	0.1198199	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1
480	-38482.22	-38443.85	-38.3656	1.202811	0.8472505	0.3861028	2.381063	0.4901799	0.5342077	0.0680064	0.674019	0.157886	0.36087	0.202669	0.916051	0.72778	0.105133	0.500089	0.173841	0.7111395	3.68652	3.29948	2.51042	2.38164	2.47293	1.80975	3.34269	1.72593	1.90454	3.28651	-3.888972	1.91765	1.9139	6.15976	6.15944	6.15658	2.14045	1.91052	1.91765	1.9139	6.15895	2.14175	2.14009	0	1.91052	1.91765	1.9139	2.14295	2.14295	0	0	1.91052	1.91477	6.16399	2.14187	0	0	0	1.91052	1.91339	2.14316	0	0	0	0	1.91052	6.15957	2.14373	0	0	0	0	1.91052	2.14373	0	0	0	0	0	1.91052	0.02432016	0.0306388	0.0150292	0.0101163	0.0221258	0.0117206	0.0665082	0.0129436	0.0157925	0.0156906	0.0250557	0.0172574	0.0322381	0.0270588	0.0197946	0.0594059	0.0229792	0.00780077	0.0319224	0.0277225	0.0211544	0.0449686	0.0182822	0.0588747	0.0173528	0.0394721	0.0445638	0.041587	0.0444983	0.0396111	0.0276547	0.0249593	0.0169449	0.0137717	0.0187548	0.0179825	0.0278751	0.0132904	0.0120009	0.0335553	0.0281971	0.0226974	0.0115427	0.0141945	0.0259288	0.0201978	0.0163633	0.0201683	0.00968147	0.00977598	0.00857512	1	0.249833	0.555558	0.356526	0.230075	0.163381	0.224499	1.27061	0.373756	0.286526	1.29577	0	-1.8434	-1.99915	0.299894	-1.24095	0	-1.48089	0.02355348	0.02038025	0.1009909	0.111728	3.092203	1.79281	-1.84392	0	1.1716	-0.538004	0	1.17063	-1.05572	0.111728	0.0235535	0.1352815	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1
490	-38487.37	-38450.92	-36.45029	3.153396	1.361521	0.8087395	6.359216	0.8334474	0.908206	0.0659006	0.341667	0.152069	0.4619	0.12748	0.184723	0.965239	0.110739	0.827207	0.20124	0.8884821	3.55512	3.49474	2.32858	2.39082	3.14273	1.86228	2.57051	1.86975	1.08144	3.61607	-4.48529	1.88222	1.87864	5.4408	5.44053	5.43807	3.49199	1.87542	1.88222	1.87864	5.4401	3.49405	3.49142	0	1.87542	1.88222	1.87864	3.49595	3.49595	0	0	1.87542	1.87947	5.44443	3.49424	0	0	0	1.87542	1.87816	3.49629	0	0	0	0	1.87542	5.44063	3.49719	0	0	0	0	1.87542	3.49719	0	0	0	0	0	1.87542	0.01339642	0.0137201	0.0071079	0.00267428	0.0085921	0.00656053	0.0395629	0.0136158	0.0137691	0.010085	0.0150487	0.00853031	0.0146547	0.0217201	0.00646966	0.0314997	0.0165623	0.0057448	0.0177697	0.0218828	0.0141707	0.0268437	0.0127907	0.0340276	0.00633626	0.0198892	0.0161418	0.00894656	0.0147612	0.0186427	0.014796	0.0092533	0.00641823	0.00852868	0.00219943	0.0152526	0.0087339	0.00827253	0.0166828	0.0065968	0.0116733	0.0151144	0.0138525	0.0082547	0.0178233	0.00617879	0.00983357	0.00589481	0.00281025	0.00203971	0.00555978	1	0.238201	0.580149	0.287193	0.21372	0.195406	0.162239	1.20396	0.295929	0.252837	1.43616	0	-1.34129	0	0	-1.44341	0	-1.43847	0.1950525	0.02274053	0.04792825	0.07650811	7.247698	0.0127886	0	-1.07245	1.87413	-0.454263	-1.5493	1.06506	-0.442193	0.0765081	0.195053	0.2715606	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1
500	-38486.02	-38440.46	-45.55604	1.719294	1.104803	0.4447419	4.026959	0.4610447	0.5085857	0.065837	0.310581	0.129174	0.477087	0.203542	0.20582	1.28261	0.0961193	1.94105	0.179333	0.3217089	2.45747	3.71902	2.57004	2.12883	2.34015	1.65378	2.38114	1.73574	1.9668	2.84801	-3.914497	2.12562	2.12081	9.73759	9.73701	9.73177	2.71169	2.11647	2.12562	2.12081	9.73611	2.7136	2.71116	0	2.11647	2.12562	2.12081	2.71536	2.71536	0	0	2.11647	2.12192	9.74533	2.71377	0	0	0	2.11647	2.12016	2.71567	0	0	0	0	2.11647	9.73724	2.7165	0	0	0	0	2.11647	2.7165	0	0	0	0	0	2.11647	0.02370723	0.0150414	0.00686181	0.00667805	0.0181548	0.0129006	0.0948204	0.0219651	0.0343053	0.0209137	0.0228426	0.0120588	0.0232403	0.0196619	0.0241414	0.0649652	0.0469034	0.0143587	0.0441249	0.0259404	0.0212878	0.0465897	0.0192465	0.061197	0.0150478	0.0369334	0.0355634	0.0304478	0.0255853	0.0277559	0.0189802	0.0288446	0.0158317	0.024223	0.0337704	0.0257893	0.0108804	0.0134624	0.0182329	0.0187536	0.00975653	0.0401455	0.0141297	0.0269587	0.0546391	0.0133722	0.00568146	0.010496	0.00939344	0.0178132	0.0097696	1	0.216947	0.464094	0.305516	0.175048	0.16177	0.164538	1.05452	0.292514	0.276066	1.43714	0	-0.617908	0	0	0	0	-1.71507	0.06337834	0.03986255	0.1253174	0.1009215	4.348668	0	0	-0.0775985	1.68528	0	0	1.52621	-1.27692	0.100922	0.0633783	0.1642998	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1
510	-38498.42	-38441.3	-57.1226	1.97416	0.735282	0.3107462	3.041814	0.3260268	0.3783833	0.0802963	0.586512	0.145453	0.430613	0.0999476	0.606919	0.854779	0.0960504	0.498132	0.22485	0.3045829	3.9158	3.09471	2.08932	2.7821	2.67852	1.82556	2.72011	1.73198	2.02522	3.218	-3.579632	1	1	6.36937	6.36937	6.36937	6.36937	1	1	1	6.36937	6.36937	6.36937	0	1	1	1	6.36937	6.36937	0	0	1	1	6.36937	6.36937	0	0	0	1	1	6.36937	0	0	0	0	1	6.36937	6.36937	0	0	0	0	1	6.36937	0	0	0	0	0	1	0.03313682	0.0241309	0.0117661	0.00976707	0.0341375	0.0230786	0.103774	0.0254164	0.0284219	0.0286337	0.0156174	0.0173327	0.0245303	0.036841	0.0187698	0.0779101	0.035572	0.0237741	0.0636517	0.0460001	0.0290807	0.111283	0.0402491	0.0961406	0.0234029	0.0338469	0.0305824	0.0196238	0.0178166	0.0572078	0.0143354	0.0210342	0.0243848	0.0227718	0.0226296	0.0515309	0.0453798	0.0252971	0.0246788	0.0318533	0.0310612	0.0160751	0.0200179	0.0309518	0.0316761	0.0633939	0.00837939	0.0154443	0.0355949	0.0108978	0.00890148	1	0.249246	0.543204	0.319899	0.195459	0.144061	0.163361	1.11208	0.252031	0.246892	0	0.994767	-1.71664	0	0	0	0	0	0.04870741	0.03975295	0.1432298	0.1030851	3.346397	1.93598	0	-0.322299	1.48187	0	0	1.8515	0	0.103085	0.0487074	0.1517925	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0
520	-38516.8	-38445.08	-71.7149	1.6827	0.5442629	0.327578	2.373034	0.2943132	0.4378482	0.0301685	0.259626	0.142116	0.225256	0.172688	2.54644	0.54622	0.095803	0.364748	0.282864	0.5996897	3.89925	3.33535	2.26412	2.42455	2.91394	1.74597	2.15542	1.73329	1.51307	3.29526	-3.41888	1	1	4.45697	4.45697	4.45697	1.18223	1	1	1	4.45697	1.18223	1.18223	0	1	1	1	1.18223	1.18223	0	0	1	1	4.45697	1.18223	0	0	0	1	1	1.18223	0	0	0	0	1	4.45697	1.18223	0	0	0	0	1	1.18223	0	0	0	0	0	1	0.03891569	0.0429683	0.0145437	0.00803295	0.0473566	0.0204866	0.124076	0.0402019	0.0545869	0.0389065	0.0248624	0.0246985	0.0403558	0.0260117	0.0318671	0.0821551	0.0428957	0.0108038	0.0386506	0.057444	0.0338163	0.0853757	0.0370016	0.0961848	0.0136782	0.068959	0.035678	0.0283779	0.0151824	0.0855788	0.0431283	0.0526517	0.0212279	0.0333761	0.0255002	0.0123534	0.0331995	0.0141184	0.026818	0.0456343	0.0540999	0.0446394	0.0167735	0.0111565	0.0436118	0.0409057	0.00798668	0.0171347	0.0128256	0.0068428	0.0131249	1	0.220248	0.429065	0.266982	0.206547	0.155108	0.1804	1.16452	0.271416	0.262759	0	1.94018	-1.66469	-0.184916	0.9773	-0.498619	0	0	0.005447537	0.05451268	0.07112549	0.2510998	2.972724	0	-0.874948	-1.9233	1.27257	-0.41223	0.448772	1.49447	-1.32706	0.2511	0.00544754	0.2565473	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
530	-38475.85	-38441.37	-34.48324	2.849424	1.496719	0.6296435	5.742498	0.7495043	0.8008499	0.0556942	0.362966	0.142702	0.194529	0.254595	0.050775	0.68752	0.109152	0.358503	0.235357	0.9701019	2.82798	3.41824	2.519	2.42092	2.55432	1.46678	2.67637	1.805	2.09914	2.91628	-4.641887	1.04598	1.04583	5.43292	5.4329	5.43273	5.43243	1.04571	1.04598	1.04583	5.43287	5.43266	5.43237	0	1.04571	1.04598	1.04583	5.43287	5.43287	0	0	1.04571	1.04587	5.43318	5.43268	0	0	0	1.04571	1.04581	5.43291	0	0	0	0	1.04571	5.43291	5.43301	0	0	0	0	1.04571	5.43301	0	0	0	0	0	1.04571	0.01145459	0.0175106	0.00662366	0.00646978	0.0132942	0.00678067	0.0628679	0.0230336	0.0274173	0.0151422	0.0148995	0.00767443	0.0116853	0.0154241	0.00976758	0.0371721	0.0135429	0.0067323	0.0241949	0.0174479	0.00942137	0.0351062	0.0135726	0.0555948	0.00853085	0.015682	0.0211488	0.00466462	0.0269642	0.0204206	0.00678415	0.020174	0.00946666	0.00728919	0.0115115	0.00940331	0.0140157	0.0171696	0.0065829	0.00807082	0.00830324	0.0106948	0.00745527	0.00432304	0.0100671	0.014657	0.00949948	0.00688956	0.00966678	0.00926066	0.00368644	1	0.237844	0.451702	0.314402	0.214117	0.182749	0.148389	1.3699	0.258561	0.267416	1.81532	0	-1.06851	-0.171822	0	0	0	-0.102236	0.01796336	0.01700729	0.1160553	0.08365812	6.7126	0.839856	-0.567563	0	1.96946	-0.763542	0	1.64778	0	0.0836581	0.0179634	0.1016215	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0
540	-38478.54	-38442.03	-36.51404	2.949908	1.276185	0.5044959	4.579061	0.5324857	0.6268636	0.0788661	0.317397	0.1254	0.222147	0.15747	0.0528528	0.242847	0.100711	1.86784	0.140763	1.265985	2.40326	3.40826	2.60378	2.6495	2.7164	0.889326	2.35109	2.14613	1.45696	3.83866	-4.151479	1	1	2.9083	2.9083	2.9083	2.9083	1	1	1	2.9083	2.9083	2.9083	0	1	1	1	2.9083	2.9083	0	0	1	1	2.9083	2.9083	0	0	0	1	1	2.9083	0	0	0	0	1	2.9083	2.9083	0	0	0	0	1	2.9083	0	0	0	0	0	1	0.01870514	0.0302346	0.0137798	0.0103903	0.0165176	0.0101812	0.076508	0.0132619	0.0301476	0.0162018	0.023394	0.0161561	0.017159	0.0177418	0.0142407	0.0462464	0.0156038	0.00477579	0.0139398	0.0187171	0.0153196	0.0356021	0.0129207	0.0288337	0.00647441	0.0145602	0.0183004	0.0287607	0.0178991	0.0320251	0.00934769	0.0151107	0.0122599	0.0132316	0.0151231	0.00976577	0.0100499	0.0282755	0.00618731	0.0107909	0.0151447	0.0154652	0.0063103	0.0156331	0.0139415	0.0174958	0.0148484	0.0106499	0.00897823	0.0206874	0.0034278	1	0.240081	0.544181	0.31809	0.216267	0.153856	0.207381	1.36544	0.320783	0.29164	0	0	-0.580061	0	-0.799571	0	0	0	0.03754441	0.05078898	0.0215866	0.1409311	5.845046	1.06542	-1.38936	-1.08899	1.95676	0	-0.857386	1.06757	0	0.140931	0.0375444	0.1784755	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0
550	-38477.13	-38435.71	-41.41473	3.141525	1.303257	0.5088212	4.773479	0.650624	0.6678395	0.0837139	0.37971	0.170765	0.223601	0.156725	0.274058	0.426956	0.0933513	1.00528	0.27481	0.7387134	3.37248	3.01426	2.45173	2.75867	2.99584	2.30521	2.44184	1.89422	1.77055	2.6686	-4.059855	2.86403	2.76407	11.2123	10.7596	6.11072	0.471826	1.68599	2.86403	2.76407	10.0208	4.34954	0.16045	0	1.68599	2.86403	2.76407	10.0208	10.0208	0	0	1.68599	2.81449	15.5681	4.89206	0	0	0	1.68599	2.71511	10.9431	0	0	0	0	1.68599	10.9431	13.051	0	0	0	0	1.68599	13.051	0	0	0	0	0	1.68599	0.02049995	0.0280598	0.0154251	0.0121334	0.0236055	0.00786171	0.0621004	0.0104977	0.0131316	0.016799	0.0188238	0.0112796	0.0195675	0.0271987	0.015977	0.0449097	0.0184532	0.00851822	0.0131628	0.0309737	0.0197736	0.0360979	0.0164544	0.0235786	0.00510747	0.0167462	0.0204382	0.0227323	0.0176846	0.0431999	0.013648	0.0109767	0.012228	0.0126773	0.00520188	0.0256516	0.0296283	0.0194095	0.0106357	0.0402465	0.0519542	0.0132931	0.0108427	0.017809	0.0180907	0.0064382	0.0060655	0.00924377	0.0162075	0.0182681	0.00518164	1	0.236794	0.521005	0.288491	0.196134	0.179782	0.156812	1.18798	0.286835	0.245467	0	0	-1.63783	-1.55286	0	0	-0.797867	-1.59809	0.0624887	0.006253235	0.05756107	0.04983961	5.512193	0.62393	-0.782317	0	1.85113	0	0.212217	1.87035	0	0.0498396	0.0624887	0.1123283	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0
560	-38466.8	-38435.62	-31.17355	4.123556	1.757017	0.791867	6.987153	1.019632	1.181551	0.0339131	0.268719	0.165056	0.2733	0.13869	0.159451	0.577736	0.111957	1.30994	0.239092	0.5613135	3.15615	3.0543	2.25184	3.22838	2.96452	1.79364	2.18349	1.90968	1.91414	3.0236	-4.620881	3.68357	3.47878	5.45621	5.0985	2.00946	0.0296575	1.54344	3.68357	3.47878	4.53527	1.14831	0.0050234	0	1.54344	3.68357	3.47878	4.53527	4.53527	0	0	1.54344	3.58279	9.36177	1.39342	0	0	0	1.54344	3.3785	5.24232	0	0	0	0	1.54344	5.24232	7.0048	0	0	0	0	1.54344	7.0048	0	0	0	0	0	1.54344	0.01169775	0.0115445	0.00778711	0.00650246	0.0104018	0.00417464	0.0291289	0.00573384	0.00843929	0.00818291	0.0171244	0.00973187	0.00852272	0.00984485	0.00778089	0.0312823	0.0116614	0.00583702	0.0206494	0.0151779	0.00921172	0.0413783	0.0115155	0.0154009	0.00306071	0.00943845	0.0143565	0.00957485	0.018015	0.0189964	0.00794569	0.0182526	0.00695771	0.00578592	0.01481	0.00438999	0.00419536	0.0156709	0.00415801	0.0110849	0.0158332	0.012903	0.00782413	0.00271201	0.0123675	0.0136401	0.00560724	0.00638424	0.0237178	0.0143278	0.00208813	1	0.244188	0.615828	0.369684	0.225739	0.147017	0.173631	1.35008	0.322282	0.268068	1.39507	0	-0.984151	0	-1.90525	0	-1.31351	-1.65657	0.02722603	0.02732066	0.06223318	0.05913535	7.548467	1.03313	-1.37228	-1.18962	1.82584	-1.48135	0	1.22275	0	0.0591353	0.027226	0.08636138	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0
570	-38487.87	-38433.71	-54.1619	2.287345	0.9952925	0.3118785	3.131628	0.4784143	0.620659	0.0460464	0.333357	0.185785	0.397992	0.272487	0.0227472	0.433932	0.0881462	0.422628	0.172009	0.5047921	2.9883	3.02711	2.37266	2.53573	3.23025	2.23313	3.00624	2.01994	1.75459	3.18516	-3.886547	1	1	4.11437	4.11437	4.11437	4.11437	1	1	1	4.11437	4.11437	4.11437	0	1	1	1	4.11437	4.11437	0	0	1	1	4.11437	4.11437	0	0	0	1	1	4.11437	0	0	0	0	1	4.11437	4.11437	0	0	0	0	1	4.11437	0	0	0	0	0	1	0.02437922	0.0230612	0.0100164	0.00820177	0.0216451	0.019449	0.0699993	0.0232034	0.0322254	0.0190775	0.0365506	0.0172302	0.0194144	0.0230961	0.0168095	0.0790393	0.023957	0.00762854	0.0262149	0.063491	0.0324108	0.0578608	0.0207774	0.0382959	0.00569466	0.0192323	0.0265989	0.0117157	0.0169722	0.0688737	0.0145629	0.00788752	0.0219674	0.0144092	0.0142728	0.0282989	0.0177047	0.0546059	0.0054332	0.0105886	0.0299462	0.0247469	0.00920351	0.00932557	0.0247224	0.0239398	0.0214233	0.0104268	0.00886729	0.0248717	0.00886893	1	0.247358	0.552347	0.341608	0.20954	0.189621	0.171368	1.28345	0.367595	0.274406	1.54121	1.94335	-1.67015	0	0.0853625	1.84208	0	0	0.08988977	0.03621343	0.08292116	0.1466013	3.63642	1.26574	-0.632373	-0.494352	1.41354	0	0	1.41449	0	0.146601	0.0898898	0.2364911	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0
580	-38495.57	-38457.69	-37.88103	2.117227	0.8062267	0.3975142	3.51415	0.4978688	0.5754403	0.0225916	0.361727	0.122229	0.494736	0.190337	1.31011	0.47376	0.104199	0.511401	0.169776	0.09964727	2.39957	3.83201	2.57985	2.53854	2.9582	0.934764	2.03948	2.10231	1.866	2.87928	-4.098156	2.40352	2.39719	2.39159	2.39143	2.38993	2.38742	2.39149	2.40352	2.39719	2.39117	2.38937	2.38688	0	2.39149	2.40352	2.39719	2.39117	2.39117	0	0	2.39149	2.39865	2.3938	2.38955	0	0	0	2.39149	2.39634	2.39149	0	0	0	0	2.39149	2.39149	2.39234	0	0	0	0	2.39149	2.39234	0	0	0	0	0	2.39149	0.01972963	0.019357	0.01463	0.0104552	0.0162921	0.0106134	0.0702744	0.0246498	0.021751	0.0131138	0.020404	0.0164737	0.0230113	0.0214751	0.0147423	0.0490189	0.0261141	0.00528792	0.0223057	0.0389984	0.0262077	0.0487365	0.0236199	0.0306604	0.00710056	0.0197423	0.0239458	0.00747375	0.0269217	0.035718	0.0203167	0.0147512	0.0144653	0.0205528	0.0121992	0.0109591	0.0539467	0.0124692	0.00859249	0.00871222	0.016597	0.0341049	0.0209292	0.00640958	0.0443477	0.0101067	0.0096295	0.00853598	0.0203155	0.012916	0.00744235	1	0.255645	0.562874	0.389542	0.204112	0.193632	0.192066	1.44775	0.390966	0.322273	0	0	-1.77126	-0.657056	0	-1.28974	0	-1.99454	0.09237747	0.03569183	0.005907736	0.2032342	3.613798	0.689396	0	-0.913424	1.19386	-1.34896	-0.186109	0	0	0.203234	0.0923775	0.2956116	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0
