Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
1300	-38485.72	-38457.32	-28.40691	2.684541	1.606403	0.634217	3.875123	0.6301891	0.6914574	0.07885	0.489204	0.12322	0.477242	0.297945	0.255558	1.84646	0.0938689	1.09888	0.280537	0.4267902	3.52091	2.45622	2.18716	2.68955	2.41838	1.71587	2.03902	1.952	1.96082	3.07114	-4.215509	4.67552	4.65391	4.6348	4.63423	4.62913	2.72322	4.63446	4.67552	4.65391	4.63335	2.72714	2.72214	0	4.63446	4.67552	4.65391	2.73075	2.73075	0	0	4.63446	4.6589	4.64234	2.72749	0	0	0	4.63446	4.65099	2.7314	0	0	0	0	4.63446	4.63446	2.73312	0	0	0	0	4.63446	2.73312	0	0	0	0	0	4.63446	0.017545	0.0208104	0.00771465	0.00999032	0.0198509	0.00692872	0.0551411	0.014053	0.0220289	0.0109294	0.0235412	0.026786	0.0113893	0.0147707	0.0144016	0.0391509	0.0185144	0.00806333	0.0299657	0.0149585	0.0128948	0.0211918	0.00699543	0.0400477	0.00764186	0.0159142	0.0192817	0.00705839	0.0201096	0.0423284	0.0265274	0.0161544	0.0170049	0.0115358	0.0165138	0.00659891	0.00554582	0.0119684	0.00959215	0.00677166	0.0127658	0.0145329	0.0163306	0.0106294	0.0202107	0.0103114	0.00651041	0.009796	0.022572	0.00937043	0.00526721	1	0.253857	0.542819	0.317109	0.212865	0.179333	0.232377	1.26645	0.326239	0.293228	0	1.77217	-0.590291	-3.46891	0	-1.8857	0	-3.50797	0.04504974	0.00105027	0.09634251	0.09921069	4.301913	0	0	-2.83103	3.18015	-0.488187	0	0	-0.528704	0.0992107	0.0450497	0.1442604	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1
1310	-38468.38	-38447.2	-21.17364	4.545125	2.555218	0.7732298	5.841535	1.033853	1.154477	0.0673407	0.496236	0.122312	0.341671	0.229053	0.237167	0.859398	0.0832338	3.79533	0.194223	1.791357	3.02474	3.67254	2.27919	2.53363	2.2982	1.61814	2.03708	1.73927	1.83629	2.42333	-4.777287	2.89675	2.88854	2.89524	2.89631	2.91221	2.99183	2.89587	2.89675	2.88854	2.8982	2.92232	3.02681	0	2.89587	2.89675	2.88854	2.8982	2.8982	0	0	2.89587	2.89012	2.88805	2.91879	0	0	0	2.89587	2.88784	2.89587	0	0	0	0	2.89587	2.89587	2.89151	0	0	0	0	2.89587	2.89151	0	0	0	0	0	2.89587	0.01000405	0.0160436	0.00864888	0.00717424	0.00875461	0.00541838	0.0410278	0.00815025	0.0131875	0.00756655	0.0096056	0.00951414	0.00874534	0.0140854	0.00737283	0.0319112	0.00998071	0.00814153	0.0150648	0.00945121	0.00671046	0.0129816	0.00418398	0.0207807	0.00570676	0.00900009	0.0108841	0.0050649	0.0138115	0.0429098	0.00967182	0.0104906	0.0111288	0.00708391	0.00236301	0.00721722	0.00889253	0.0065743	0.00355686	0.00434221	0.0111119	0.00774491	0.0101591	0.00447643	0.0101659	0.00989162	0.0105284	0.00733856	0.00871349	0.0118712	0.00171098	1	0.259717	0.5715	0.347128	0.225615	0.211274	0.193622	1.26569	0.35482	0.302199	0	0	0	-3.82045	-3.25018	0	0.00880406	-2.42785	0.04573713	0.0003761438	0.02222618	0.1174782	7.632891	1.78942	0.790456	-2.10347	3.36512	-0.289762	0	0	0	0.117478	0.0457371	0.1632154	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0
1320	-38463.15	-38431.15	-32.00253	2.90569	1.931894	0.6921278	4.980466	0.7359993	0.8220444	0.0324389	0.39201	0.183702	0.238785	0.150615	0.27725	0.341225	0.0893734	1.34618	0.202492	0.295536	5.32356	3.43972	2.79957	2.50515	2.52339	1.37409	2.21909	2.02348	1.65009	3.24693	-4.425651	1	1	2.07965	2.07965	2.07965	2.07965	1	1	1	2.07965	2.07965	2.07965	0	1	1	1	2.07965	2.07965	0	0	1	1	2.07965	2.07965	0	0	0	1	1	2.07965	0	0	0	0	1	2.07965	2.07965	0	0	0	0	1	2.07965	0	0	0	0	0	1	0.01421968	0.015079	0.00914196	0.00420554	0.0120271	0.00528936	0.0352036	0.0117136	0.0144879	0.0118283	0.0143133	0.0106904	0.00995532	0.0165232	0.0124329	0.0333791	0.0124566	0.00476559	0.0133499	0.0124579	0.00958047	0.0214372	0.00900208	0.0271642	0.00381178	0.0122476	0.0183269	0.00620768	0.0224531	0.0255695	0.00842055	0.0101577	0.0171919	0.00949585	0.00468148	0.010203	0.0126517	0.00794528	0.00654798	0.0112794	0.00357597	0.019349	0.0246435	0.0117262	0.0111862	0.00965294	0.0271525	0.00929395	0.020102	0.00638722	0.00511732	1	0.278209	0.582981	0.371675	0.194218	0.163485	0.192928	1.27932	0.335183	0.278542	2.86265	0.564615	0	-3.33139	0.511031	-1.44433	0	0	0.05988782	0.001112114	0.02208901	0.1377726	5.276002	0	-0.396402	-2.3227	3.33434	-0.01406	0	0.732201	0	0.137773	0.0598878	0.1976604	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	0
1330	-38502.5	-38448.95	-53.54964	1.051138	0.9312141	0.2973	1.935859	0.3305957	0.3491112	0.0367474	0.397992	0.137285	0.527715	0.373864	0.268234	0.562331	0.0841158	5.89859	0.225687	0.3320972	3.67605	2.92303	2.42464	2.2556	2.63743	1.84042	2.04081	2.09666	1.40247	2.58701	-3.568608	2.41005	2.40369	3.54827	3.54803	3.5458	3.54206	2.39796	2.41005	2.40369	3.54765	3.54497	3.54126	0	2.39796	2.41005	2.40369	3.54765	3.54765	0	0	2.39796	2.40516	3.55157	3.54523	0	0	0	2.39796	2.40283	3.54813	0	0	0	0	2.39796	3.54813	3.5494	0	0	0	0	2.39796	3.5494	0	0	0	0	0	2.39796	0.03350415	0.0268467	0.0135525	0.00857448	0.0271027	0.00924458	0.0779541	0.0185581	0.0224592	0.0278461	0.0409962	0.0236564	0.0241879	0.0311069	0.0235095	0.065822	0.0336729	0.00940343	0.0298926	0.0586487	0.0449561	0.0446929	0.0170853	0.0602338	0.00898229	0.040695	0.0479236	0.0325363	0.0467836	0.0593623	0.024729	0.0130979	0.038335	0.0182223	0.0626416	0.0104032	0.0145126	0.0338113	0.0320893	0.0273241	0.0471341	0.0526897	0.0210127	0.0342072	0.0246184	0.00800747	0.0122758	0.0314427	0.00865521	0.00807288	0.0155496	1	0.267023	0.595247	0.384622	0.235011	0.157411	0.174501	1.49547	0.324532	0.285905	0	0	0	-3.30145	0	0	0	-2.00071	0.01367137	0.007170453	0.1074808	0.2047965	2.267956	1.15421	0	-3.07366	1.86752	0	0	0.391802	0	0.204797	0.0136714	0.2184679	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0
1340	-38476.59	-38441.53	-35.05806	1.342393	0.7885746	0.3137821	2.30184	0.3297731	0.3449165	0.0126693	0.344643	0.174276	0.304138	0.172363	0.18567	0.284972	0.00851421	0.537764	0.254263	0.3176381	3.49461	3.20541	2.35427	2.58483	2.23326	1.36023	3.07551	2.11794	1.50318	2.93747	-3.892691	4.27679	4.25816	4.24168	4.24119	4.2368	4.22942	4.24139	4.27679	4.25816	4.24044	4.23515	4.22783	0	4.24139	4.27679	4.25816	4.24044	4.24044	0	0	4.24139	4.26246	4.24818	4.23567	0	0	0	4.24139	4.25564	4.24139	0	0	0	0	4.24139	4.24139	4.24389	0	0	0	0	4.24139	4.24389	0	0	0	0	0	4.24139	0.02422987	0.0245554	0.0158904	0.00995867	0.0293432	0.0166381	0.115435	0.0234	0.0275536	0.025075	0.0168839	0.0184733	0.0206714	0.0288696	0.0202051	0.0815149	0.030105	0.0102767	0.0225368	0.0423048	0.0252976	0.0464112	0.0160605	0.0544629	0.00983587	0.0321851	0.033086	0.0306328	0.0347763	0.0511168	0.0209562	0.0126138	0.0183763	0.0210968	0.0102774	0.0128535	0.0245855	0.0276075	0.0173421	0.0251285	0.0381662	0.0156117	0.0253678	0.0268514	0.034923	0.0131244	0.0105207	0.0152481	0.0100557	0.0106137	0.0117923	1	0.279957	0.623494	0.455492	0.229003	0.180538	0.172406	1.20973	0.356099	0.309611	0	0	-2.41873	-2.6357	0	0	0	-3.30523	0.0282233	0.00149744	0.03602954	0.128198	2.619478	0	3.92743	-2.33625	2.71061	0	0	0	0	0.128198	0.0282233	0.1564213	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0
1350	-38463.4	-38437.52	-25.88352	2.371786	1.018563	0.4734371	3.673722	0.4697336	0.5867845	0.0353434	0.307071	0.106852	0.430275	0.151502	0.154631	0.382383	0.0119449	1.61902	0.231463	0.1143091	3.1294	3.40029	2.45028	2.36143	3.15697	1.25573	2.33477	1.70156	1.84342	3.0692	-4.215951	5.47065	5.4428	5.41818	5.41745	5.41088	0.654475	5.41774	5.47065	5.4428	5.41632	0.655512	0.654188	0	5.41774	5.47065	5.4428	0.656469	0.656469	0	0	5.41774	5.44923	5.42789	0.655606	0	0	0	5.41774	5.43904	0.656642	0	0	0	0	5.41774	5.41774	0.657095	0	0	0	0	5.41774	0.657095	0	0	0	0	0	5.41774	0.01753723	0.0103984	0.00612312	0.00458503	0.0188426	0.00908433	0.0657521	0.0121757	0.0215272	0.0134731	0.0124369	0.0102843	0.0133639	0.0157122	0.0122154	0.0388154	0.0216214	0.0052399	0.0250916	0.0251465	0.0192807	0.0318055	0.0118483	0.0400667	0.00420165	0.0186896	0.0213474	0.0112545	0.0163831	0.0356621	0.0253189	0.010102	0.0172972	0.0168905	0.0201827	0.0115027	0.00953375	0.0109049	0.00886933	0.014753	0.00953305	0.0177062	0.0179782	0.00888235	0.025252	0.00709758	0.0082573	0.00942557	0.0128775	0.00973537	0.00955987	1	0.275727	0.657998	0.373052	0.267859	0.192075	0.199032	1.20674	0.356771	0.364295	3.31029	1.83929	-2.53016	-1.41429	0	0.8604	0	-3.86519	0.03271222	0.004068265	0.1050954	0.08172341	3.788031	2.37114	-2.4441	0	2.65703	0	3.09351	0	-2.1103	0.0817234	0.0327122	0.1144356	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1
1360	-38489.41	-38460.12	-29.28471	1.129068	0.7152231	0.3323285	2.314148	0.3278487	0.3379348	0.0854075	0.239183	0.227389	0.100488	0.423751	0.0930432	0.429065	0.0187019	0.275315	0.28144	0.2301394	4.22296	3.19243	2.03966	2.31995	2.57159	1.12445	2.62934	1.41869	1.82853	2.37987	-3.79052	5.10432	5.071	4.93	4.91903	4.77363	0.103619	4.92352	5.10432	5.071	4.90025	0.11623	0.0980285	0	4.92352	5.10432	5.071	0.121453	0.121453	0	0	4.92352	5.08124	5.02163	0.116945	0	0	0	4.92352	5.06313	0.12203	0	0	0	0	4.92352	4.92352	0.123211	0	0	0	0	4.92352	0.123211	0	0	0	0	0	4.92352	0.02683635	0.017644	0.010087	0.00803168	0.0273711	0.0146076	0.117656	0.0206817	0.0308294	0.0192456	0.0258904	0.0247694	0.020907	0.0245902	0.0184913	0.0509275	0.0289829	0.00776547	0.025389	0.0312976	0.0226126	0.0536273	0.0198639	0.066387	0.00887005	0.0294222	0.0430611	0.00961283	0.0411472	0.043466	0.0217514	0.0287854	0.025016	0.0268893	0.0190598	0.0266644	0.0139537	0.00965441	0.0315982	0.0270905	0.0109626	0.0301574	0.00856143	0.0237638	0.0322093	0.0282321	0.00831575	0.0116656	0.0131975	0.0153768	0.0126232	1	0.271564	0.695523	0.418724	0.260036	0.213127	0.267458	1.36682	0.438848	0.364205	0	0	-2.70322	0	0	0	-0.0407268	-3.66695	0.01792076	0.01823783	0.07476679	0.140151	2.544288	0	0	-0.881222	2.06918	0	0	0	-3.69751	0.140151	0.0179208	0.1580718	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1
1370	-38495.16	-38453.72	-41.44065	1.304933	0.8047033	0.2754508	1.743787	0.2910907	0.2979667	0.0458375	0.322279	0.160689	0.204622	0.202736	0.0253432	0.415109	0.031511	11.2558	0.187848	0.2900527	2.66711	3.01575	2.51562	2.76646	2.2612	2.01742	2.3964	1.58177	1.66063	2.51922	-3.623666	4.01206	3.99535	13.3164	13.3149	13.3017	1.71765	3.98031	4.01206	3.99535	13.3126	1.71987	1.71703	0	3.98031	4.01206	3.99535	1.72192	1.72192	0	0	3.98031	3.99921	13.3359	1.72007	0	0	0	3.98031	3.99309	1.72229	0	0	0	0	3.98031	13.3155	1.72327	0	0	0	0	3.98031	1.72327	0	0	0	0	0	3.98031	0.03170936	0.0170431	0.00878436	0.0111797	0.0251343	0.0134294	0.0989037	0.03035	0.0404768	0.0267123	0.0402282	0.0270243	0.048125	0.0477629	0.0239999	0.0731429	0.0312304	0.00963916	0.020911	0.0401201	0.0280809	0.0404019	0.0170889	0.0630506	0.0139958	0.0256728	0.0321579	0.0108369	0.0275435	0.108359	0.0221845	0.0101513	0.029827	0.0324989	0.0161678	0.0193952	0.01526	0.0160851	0.059576	0.0113799	0.0170515	0.0418532	0.0175871	0.0354129	0.030682	0.0142408	0.0145793	0.0203951	0.020827	0.0295318	0.0130668	1	0.313567	0.664921	0.416808	0.269933	0.132902	0.264312	1.27472	0.344213	0.356613	2.80872	0.696335	-3.71185	0	0	-2.16729	0	-3.1599	0.0610365	0.01902453	0.072321	0.06865233	2.03384	3.36554	3.08543	0	2.29506	0	3.93934	1.20757	-2.04527	0.0686523	0.0610365	0.1296888	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1
1380	-38487.09	-38441.48	-45.61698	1.171591	0.7670133	0.3230483	1.970607	0.3379261	0.37869	0.0499148	0.430106	0.116547	0.180317	0.208844	0.0767067	0.462288	0.107158	6.44503	0.269766	0.2217132	3.3945	3.2737	2.29222	2.72928	2.42422	1.95208	2.283	1.98181	1.80687	3.29856	-3.753617	4.41681	4.40306	9.95378	9.96961	10.1954	5.34319	4.47571	4.41681	4.40306	9.99722	4.87955	5.58563	0	4.47571	4.41681	4.40306	4.7196	4.7196	0	0	4.47571	4.40443	9.83494	4.85643	0	0	0	4.47571	4.40359	4.7035	0	0	0	0	4.47571	9.9631	4.67214	0	0	0	0	4.47571	4.67214	0	0	0	0	0	4.47571	0.0278452	0.0195115	0.00737002	0.00836232	0.0227587	0.0154306	0.0776516	0.0242586	0.0254201	0.0156412	0.0394179	0.0257777	0.0219776	0.0232023	0.0159337	0.0514135	0.0234103	0.0109166	0.0330986	0.0410826	0.0266111	0.0354783	0.0125947	0.0556755	0.0114239	0.0314941	0.0381832	0.0215376	0.0384696	0.0595711	0.0482289	0.00844999	0.0339628	0.0166253	0.0303584	0.0107792	0.0115314	0.010399	0.0147558	0.033947	0.0611417	0.0214133	0.0282792	0.0272373	0.0268485	0.0181442	0.0405427	0.0163915	0.014316	0.0161224	0.0161549	1	0.2951	0.72701	0.364099	0.270919	0.182625	0.259585	1.90305	0.413056	0.37422	0	0	-1.54849	0	-0.773576	-1.39795	0.0331164	-3.41151	0.03034445	0.05375407	0.05205168	0.08035819	2.19232	0.0398373	1.97394	0	1.40371	0	-3.64356	0.800223	-0.750582	0.0803582	0.0303444	0.1107026	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1
1390	-38490.84	-38452.6	-38.24134	1.318631	1.025956	0.3576973	2.002904	0.3712369	0.3925435	0.0478836	0.29994	0.135322	0.244491	0.232021	0.00540377	0.447758	0.089671	3.074	0.113811	0.362604	2.824	3.52033	2.20035	2.7883	3.10914	1.98012	1.88505	1.71436	1.52773	2.91321	-3.985264	5.46387	5.43607	5.41149	5.41077	5.40421	5.39322	5.41106	5.46387	5.43607	5.40964	5.40175	5.39085	0	5.41106	5.46387	5.43607	5.40964	5.40964	0	0	5.41106	5.44248	5.42119	5.40253	0	0	0	5.41106	5.43231	5.41106	0	0	0	0	5.41106	5.41106	5.41479	0	0	0	0	5.41106	5.41479	0	0	0	0	0	5.41106	0.02208754	0.0102079	0.00637614	0.005335	0.0243326	0.010581	0.0990451	0.011011	0.0187552	0.0191498	0.0387556	0.0160925	0.029284	0.0240917	0.0125785	0.0516615	0.0244883	0.00596937	0.0227727	0.0205968	0.0160151	0.0291903	0.0103782	0.0860719	0.0148466	0.03079	0.0315843	0.00413267	0.0322979	0.0641231	0.0179168	0.0148627	0.0299942	0.0208227	0.0101568	0.0118929	0.0149348	0.011484	0.0170874	0.0170166	0.0082661	0.0186589	0.015266	0.0484573	0.0213826	0.0224474	0.0197799	0.0232462	0.0126823	0.0276168	0.0140335	1	0.305676	0.68113	0.460722	0.237735	0.185187	0.263879	1.56478	0.343005	0.379928	1.77698	2.18008	-3.74654	0	0	0	0	-3.86236	0.03198635	0.06121079	0.1334234	0.1542892	2.365508	1.33418	0	-0.41005	0.243061	-0.627087	3.14151	0	0	0.154289	0.0319863	0.1862756	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0
1400	-38482.73	-38438.28	-44.44555	0.8872546	1.055368	0.4092222	2.004741	0.4094866	0.4436822	0.00863364	0.397605	0.142491	0.236442	0.245989	0.00205098	0.688997	0.0945574	1.11179	0.197789	0.3172427	3.33981	2.81731	2.83997	2.37843	3.21008	1.09657	2.43368	2.07671	1.50415	3.17669	-3.816265	3.51295	3.49971	9.40333	9.4024	9.39397	9.37983	3.48779	3.51295	3.49971	9.40095	9.39081	9.37678	0	3.48779	3.51295	3.49971	9.40095	9.40095	0	0	3.48779	3.50277	9.4158	9.39181	0	0	0	3.48779	3.49792	9.40277	0	0	0	0	3.48779	9.40277	9.40758	0	0	0	0	3.48779	9.40758	0	0	0	0	0	3.48779	0.02615426	0.0169093	0.00612177	0.00712492	0.0303417	0.0158052	0.103979	0.0132473	0.0218489	0.0194546	0.0359918	0.0231854	0.0235242	0.020876	0.0174111	0.046918	0.0223885	0.00589485	0.025124	0.0262292	0.0175861	0.0505141	0.0208734	0.114305	0.02327	0.058531	0.0547921	0.0383717	0.0395087	0.0431465	0.0097291	0.0161706	0.0327386	0.0162285	0.0818505	0.0104346	0.0148382	0.00827781	0.0155418	0.0334103	0.0326332	0.0279093	0.0423815	0.0229003	0.020931	0.017798	0.0255007	0.0295838	0.0270059	0.0273285	0.0121133	1	0.290964	0.639993	0.346634	0.236676	0.1977	0.208602	1.53728	0.356271	0.299556	0	0	-3.90158	0	1.1608	0	0	-2.85774	0.02174206	0.05313816	0.06810222	0.07575331	2.321983	0	0	0	0	-1.44264	-3.96063	0.991736	0	0.0757533	0.0217421	0.09749537	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0
1410	-38478.95	-38459.21	-19.73427	1.561343	1.464817	0.7188074	3.849012	0.7667638	0.7844413	0.00820466	0.339718	0.132369	0.65889	0.199348	0.0112524	0.472418	0.0916746	1.08084	0.259801	1.423646	3.63932	3.12681	2.46464	2.68668	2.0106	2.41189	2.01079	1.91564	1.66889	3.27624	-4.589398	5.65611	5.62675	5.60079	5.60003	5.5931	0.542992	5.60033	5.65611	5.62675	5.59883	0.543869	0.542749	0	5.60033	5.65611	5.62675	0.544679	0.544679	0	0	5.60033	5.63353	5.61103	0.543949	0	0	0	5.60033	5.62278	0.544825	0	0	0	0	5.60033	5.60033	0.545209	0	0	0	0	5.60033	0.545209	0	0	0	0	0	5.60033	0.01207189	0.0133901	0.00521383	0.00328289	0.00664922	0.00443997	0.0401481	0.0104547	0.0124518	0.00596346	0.0131521	0.0109513	0.00830649	0.0116766	0.0079349	0.0238637	0.0100459	0.00304238	0.0072044	0.0149737	0.00855456	0.0213671	0.00667466	0.0518861	0.00765775	0.0322821	0.027131	0.0228796	0.0187888	0.0198404	0.0182538	0.0140315	0.011373	0.00985035	0.015122	0.010402	0.00841451	0.0026262	0.00677973	0.00368967	0.00723169	0.0178501	0.0147113	0.00759012	0.00836882	0.0112958	0.00700198	0.011928	0.00493268	0.00557038	0.00511068	1	0.313964	0.661236	0.490771	0.255894	0.259101	0.257449	1.49365	0.446274	0.384136	2.1685	0	-3.72394	0	0	0	0	-3.94101	0.04645413	0.04299952	0.09922926	0.08891552	5.272658	0	0.0271177	0	0	-0.91001	-3.85668	0	-2.33012	0.0889155	0.0464541	0.1353697	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1
1420	-38483.96	-38466.81	-17.14696	2.106363	1.285159	0.5749541	3.124442	0.6155767	0.6726895	0.00961963	0.637276	0.114992	0.416837	0.218965	0.0963805	0.780693	0.0426886	0.688243	0.141312	0.1263975	3.55455	3.25582	2.3196	2.85203	2.06946	0.98228	3.03987	1.83185	1.44278	2.80505	-4.321972	3.54488	3.53143	3.51952	3.51917	3.51599	3.51066	3.51931	3.54488	3.53143	3.51862	3.5148	3.50951	0	3.51931	3.54488	3.53143	3.51862	3.51862	0	0	3.51931	3.53453	3.52422	3.51518	0	0	0	3.51931	3.52961	3.51931	0	0	0	0	3.51931	3.51931	3.52112	0	0	0	0	3.51931	3.52112	0	0	0	0	0	3.51931	0.0157731	0.0101361	0.00571847	0.00671813	0.0141584	0.00892128	0.0563988	0.00707623	0.0158309	0.0102374	0.0157064	0.00824	0.0151773	0.0111517	0.0111369	0.0344528	0.0133221	0.00567709	0.0150855	0.017736	0.016157	0.0196798	0.0077759	0.0731254	0.00432881	0.0214172	0.024737	0.00569331	0.0159925	0.0526801	0.0193032	0.011523	0.0121567	0.0109122	0.0124404	0.0102621	0.0117976	0.00607071	0.00766495	0.0208301	0.0150354	0.019396	0.00353339	0.0119862	0.0169164	0.00746173	0.00676075	0.0142412	0.007791	0.0114179	0.0109099	1	0.282272	0.628215	0.422573	0.264568	0.239123	0.255365	1.20861	0.357642	0.354194	0	0	-3.1183	-1.55611	0	-3.87629	0	-2.87832	0.04517115	0.02399537	0.03207945	0.1157208	3.250839	3.35635	0	0	0	0	-2.84624	0	0	0.115721	0.0451711	0.160892	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0
1430	-38499.46	-38445.56	-53.89153	0.9667712	0.8399792	0.3417996	1.694658	0.3430591	0.4258786	0.0041221	0.358919	0.151	0.339333	0.234738	0.105886	2.37159	0.102711	0.783465	0.191219	0.4007709	3.68615	3.22618	2.08953	3.19627	2.5856	1.84408	2.76019	2.18777	1.5098	3.36047	-3.722767	5.59136	5.55163	5.37197	5.35787	5.17123	0.242202	5.36364	5.59136	5.55163	5.33375	0.277515	0.226785	0	5.36364	5.59136	5.55163	0.292322	0.292322	0	0	5.36364	5.56412	5.48943	0.279537	0	0	0	5.36364	5.54189	0.293961	0	0	0	0	5.36364	5.36364	0.297315	0	0	0	0	5.36364	0.297315	0	0	0	0	0	5.36364	0.02871762	0.0150712	0.00849179	0.00699778	0.0377953	0.0187732	0.147484	0.0263075	0.0310116	0.0252221	0.0177498	0.0140758	0.023455	0.026849	0.0207948	0.0641411	0.0245634	0.0257656	0.0950149	0.0377756	0.0231521	0.045188	0.0175962	0.136328	0.0198645	0.034043	0.0548195	0.00817232	0.0497007	0.0631973	0.0275106	0.0225361	0.0318444	0.0155019	0.0123556	0.0371924	0.0216206	0.0212239	0.0129875	0.0200046	0.0114529	0.0109499	0.0123416	0.0127637	0.0241583	0.0132982	0.00910438	0.0353188	0.0139313	0.00925106	0.0216014	1	0.279276	0.556713	0.375667	0.212531	0.190753	0.203287	1.39226	0.34079	0.330294	0	1.67122	-3.22989	0	0	0	-0.048334	-3.86666	0.1340257	0.01897916	0.1240195	0.1763728	2.095428	3.726	0	-0.03963	1.92674	0	3.42321	0	-2.90395	0.176373	0.134026	0.3103984	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1
