Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
500	-38500.19	-38440.58	-59.60972	1.004167	0.5383149	0.2203665	1.558036	0.2352829	0.2547842	0.0337397	0.460161	0.108863	0.390329	0.148832	0.499495	0.411475	0.08608	3.73546	0.181491	0.3291435	2.80607	3.17529	2.41984	2.72697	2.65843	2.02715	2.02408	1.85567	1.56895	3.30128	-3.169939	4.79828	4.77573	9.82942	9.82821	9.81721	0.466565	4.75544	4.79828	4.77573	9.82631	0.467247	0.466376	0	4.75544	4.79828	4.77573	0.467877	0.467877	0	0	4.75544	4.78094	9.84569	0.467309	0	0	0	4.75544	4.77269	0.46799	0	0	0	0	4.75544	9.82869	0.468289	0	0	0	0	4.75544	0.468289	0	0	0	0	0	4.75544	0.04991587	0.0527805	0.0278131	0.019392	0.0459256	0.0237007	0.198288	0.0294558	0.0424597	0.0432342	0.0648618	0.0588267	0.055406	0.0717539	0.0257354	0.118628	0.0381259	0.0250967	0.082219	0.0614012	0.0419862	0.089046	0.0478436	0.148125	0.0265582	0.0588974	0.0639621	0.0174046	0.0549804	0.117729	0.0408294	0.0312575	0.0291007	0.0231798	0.018098	0.0226841	0.022548	0.0207166	0.0352046	0.0821568	0.0224867	0.0361099	0.0400589	0.0453472	0.0430238	0.0401852	0.0905464	0.0389833	0.0264436	0.0156797	0.0156508	1	0.215404	0.449388	0.282561	0.216215	0.161054	0.185594	1.14795	0.30753	0.252442	3.02664	0	-3.60653	-0.20837	0	0	0	-3.56692	0.01164962	0.02535178	0.05850959	0.1039277	1.887179	0	0	0	0.683929	0	0	0.726018	-3.04461	0.103928	0.0116496	0.1155773	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1
510	-38471.34	-38446.05	-25.28767	4.508252	3.262234	0.9212325	7.352592	0.9674726	1.239313	0.0905472	0.397974	0.18025	0.355798	0.150096	0.525435	0.334167	0.102574	6.44043	0.200966	0.2288378	3.3221	3.29634	3.10689	2.62523	2.29759	1.78684	2.66029	1.91021	1.42139	2.87172	-4.50815	4.13916	4.12154	4.10594	4.10548	4.10132	4.09434	4.10567	4.13916	4.12154	4.10477	4.09976	4.09284	0	4.10567	4.13916	4.12154	4.10477	4.10477	0	0	4.10567	4.12561	4.1121	4.10026	0	0	0	4.10567	4.11916	4.10567	0	0	0	0	4.10567	4.10567	4.10804	0	0	0	0	4.10567	4.10804	0	0	0	0	0	4.10567	0.01309366	0.00918498	0.00469212	0.0034638	0.0132324	0.00428735	0.0445576	0.0113535	0.0154347	0.0122646	0.0126037	0.010715	0.0109773	0.0118379	0.0105452	0.0303894	0.00870472	0.00332659	0.00997272	0.0209673	0.0184113	0.0133782	0.00648341	0.0265866	0.00503352	0.0144618	0.0169538	0.010391	0.0082538	0.0233509	0.00723052	0.0042664	0.0112538	0.00637878	0.0292006	0.0104222	0.0060084	0.00886356	0.00427116	0.00868414	0.0167534	0.0092618	0.0152955	0.00791572	0.00764547	0.00612239	0.0105541	0.0075358	0.00571944	0.0100456	0.0052385	1	0.199733	0.464867	0.306433	0.20493	0.134564	0.176165	1.06865	0.264494	0.250452	1.82279	0	-3.70852	0	0	0	0	-3.23083	0.03557273	0.02707238	0.07515521	0.08531362	7.581429	3.60685	-2.85861	0	0	-3.81254	2.6356	0	0	0.0853136	0.0355727	0.1208864	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0
520	-38500.58	-38472.04	-28.5353	2.10234	1.233418	0.5872633	3.920974	0.473673	0.7202182	0.0353743	0.483682	0.152815	0.30449	0.290087	0.0925888	0.53991	0.0817598	16.5479	0.265908	0.4069917	3.63816	3.29605	2.25158	2.19515	2.05924	1.39161	1.84759	1.81142	1.82918	3.72552	-4.048967	5.0416	5.01716	4.99555	4.99492	4.98915	0.335609	4.99517	5.0416	5.01716	4.99392	0.336115	0.335469	0	4.99517	5.0416	5.01716	0.336582	0.336582	0	0	4.99517	5.02281	5.00408	0.336161	0	0	0	4.99517	5.01386	0.336666	0	0	0	0	4.99517	4.99517	0.336888	0	0	0	0	4.99517	0.336888	0	0	0	0	0	4.99517	0.02072438	0.014755	0.00650199	0.00707735	0.0212167	0.0115161	0.0911707	0.0151689	0.0159621	0.018649	0.025682	0.0156093	0.0159222	0.0120228	0.0151569	0.0373091	0.0153311	0.0096141	0.0308204	0.02043	0.0119768	0.0342694	0.01663	0.0605042	0.00910081	0.0322882	0.0276898	0.0107416	0.0195479	0.0352169	0.0154043	0.0183957	0.0104738	0.00854318	0.0150301	0.018859	0.010259	0.0143001	0.00739272	0.0394721	0.0200664	0.0231855	0.0113784	0.0123133	0.0103068	0.016028	0.0109168	0.0166542	0.0166036	0.0134838	0.00879051	1	0.218707	0.551882	0.355747	0.194151	0.150811	0.19751	0.988369	0.289111	0.290203	3.7121	0	-3.02207	-2.10749	0	-3.63489	0	-3.67942	0.03453681	0.02548838	0.0613396	0.1030087	4.327965	0	-2.43329	0	0	0	0	0	-2.69713	0.103009	0.0345368	0.1375455	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1
530	-38489.85	-38443.27	-46.57877	1.627963	1.166961	0.4525361	3.453033	0.5042222	0.5842316	0.0348285	0.228126	0.138876	0.39057	0.162252	0.155701	0.101612	0.116038	1.66802	0.177306	0.2200956	3.82394	3.65165	2.06261	2.98237	1.85646	1.25056	2.49586	2.0265	1.84122	3.3213	-4.096262	5.29231	5.26589	5.24253	5.24184	5.23561	0.201868	5.24212	5.29231	5.26589	5.24077	0.202182	0.201782	0	5.24212	5.29231	5.26589	0.202471	0.202471	0	0	5.24212	5.27199	5.25175	0.20221	0	0	0	5.24212	5.26232	0.202524	0	0	0	0	5.24212	5.24212	0.202661	0	0	0	0	5.24212	0.202661	0	0	0	0	0	5.24212	0.01976703	0.0206254	0.0106883	0.00742082	0.0224099	0.00972553	0.098519	0.0162506	0.0290434	0.0179177	0.0143993	0.0147576	0.0335436	0.0383636	0.0161586	0.0633286	0.0172194	0.00566092	0.0230283	0.0199932	0.0151384	0.0539099	0.0267883	0.0910438	0.0175246	0.0432089	0.0396999	0.0167393	0.0218771	0.0355176	0.0106282	0.038248	0.010328	0.0124031	0.0162817	0.0148102	0.0260643	0.0113541	0.00530763	0.0192519	0.0172995	0.0187178	0.00846002	0.00863191	0.018337	0.00896677	0.00740825	0.0222407	0.011121	0.0166836	0.010456	1	0.21763	0.499904	0.318393	0.205577	0.206109	0.144587	1.24503	0.312249	0.250531	1.59513	3.76486	-3.6415	-2.50364	0	0	0	-3.78981	0.08794475	0.01087584	0.1257387	0.1016158	3.673129	3.00635	0	0	0	0	-0.0923748	0	-3.25362	0.101616	0.0879447	0.1895606	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1
540	-38488.2	-38436.42	-51.77939	0.9627436	1.042176	0.3112654	2.633633	0.4037735	0.4296742	0.021269	0.413004	0.114942	0.37873	0.279291	0.15104	0.194524	0.0968922	0.779789	0.121537	0.05867453	2.27959	3.51218	2.39343	2.94715	3.13525	1.17155	2.36167	1.95438	1.97779	2.52171	-3.665321	4.53455	4.51401	4.49584	4.4953	4.49045	1.93504	4.49551	4.53455	4.51401	4.49446	1.93777	1.93428	0	4.49551	4.53455	4.51401	1.94028	1.94028	0	0	4.49551	4.51875	4.50301	1.93801	0	0	0	4.49551	4.51123	1.94074	0	0	0	0	4.49551	4.49551	1.94193	0	0	0	0	4.49551	1.94193	0	0	0	0	0	4.49551	0.03041563	0.0314044	0.0133193	0.00982402	0.0462472	0.0189753	0.182041	0.0231262	0.0351356	0.021048	0.0271326	0.0220903	0.0260967	0.0328282	0.0159612	0.0810787	0.0226333	0.016252	0.0634602	0.0312041	0.0170078	0.0633621	0.0282325	0.0841687	0.0110883	0.0530233	0.0561476	0.0246292	0.0598686	0.0395665	0.00997082	0.0137674	0.0214114	0.0131316	0.0126673	0.0108232	0.0194093	0.017876	0.0136563	0.0241339	0.0176729	0.015045	0.00986816	0.0228464	0.0197126	0.0296518	0.00907214	0.0214539	0.0271863	0.0140734	0.0125831	1	0.244567	0.498286	0.312653	0.202764	0.157049	0.17079	1.32173	0.303877	0.239179	0	3.44696	-3.94096	-3.95061	0	-0.613667	0	-3.43834	0.03912239	0.009256817	0.06248798	0.1465357	2.692308	0.824797	2.64947	0	0	0	3.06427	0	-0.840012	0.146536	0.0391224	0.1856581	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1
550	-38478.63	-38437.09	-41.54243	1.633171	1.989418	0.4288525	4.203799	0.6012215	0.6907883	0.0228865	0.512868	0.118289	0.385315	0.266195	0.214695	0.958868	0.10002	0.505342	0.155512	0.2460894	2.82521	3.78797	2.39672	2.70233	2.88804	1.69253	2.97361	1.95113	1.7386	3.04813	-4.129699	5.01772	4.99347	4.97203	4.97139	4.96567	4.95607	4.97165	5.01772	4.99347	4.97041	4.96353	4.95401	0	4.97165	5.01772	4.99347	4.97041	4.97041	0	0	4.97165	4.99907	4.98049	4.96421	0	0	0	4.97165	4.9902	4.97165	0	0	0	0	4.97165	4.97165	4.97491	0	0	0	0	4.97165	4.97491	0	0	0	0	0	4.97165	0.01911701	0.0235751	0.00967338	0.00955213	0.0216814	0.0203384	0.108615	0.013029	0.0226001	0.0127273	0.0293445	0.0121022	0.0177823	0.0200078	0.0159249	0.0499769	0.0145847	0.00617521	0.0259566	0.022357	0.0157219	0.0547556	0.0229192	0.0783802	0.0110568	0.0325748	0.0349863	0.00791038	0.0266971	0.0221446	0.00572116	0.00579603	0.0117003	0.00738953	0.0156816	0.0126013	0.0160814	0.0341675	0.00466537	0.020659	0.0112025	0.0116639	0.00504279	0.00933677	0.0142143	0.0192292	0.00473217	0.0141876	0.0164789	0.017852	0.00744191	1	0.234013	0.488678	0.295096	0.174113	0.186121	0.191499	1.2341	0.321946	0.273422	3.88948	0.17297	-3.93123	-1.254	0	0	0	-3.66863	0.0202241	0.02400179	0.06027884	0.122257	4.449889	0	-1.55472	0	0	0	0	0	0	0.122257	0.0202241	0.1424811	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
560	-38450.17	-38435.91	-14.25882	3.4023	3.50501	1.221139	9.042478	1.305782	1.424318	0.00664392	0.510209	0.158622	0.415184	0.29349	0.225422	0.439729	0.0824522	0.780217	0.201849	0.4049453	3.7366	2.82	2.55083	2.46472	3.27155	1.89742	2.20463	1.73394	1.54195	2.88194	-5.091789	5.45109	5.42339	5.39891	5.39818	5.39165	5.3807	5.39847	5.45109	5.42339	5.39706	5.3892	5.37834	0	5.39847	5.45109	5.42339	5.39706	5.39706	0	0	5.39847	5.42979	5.40857	5.38998	0	0	0	5.39847	5.41965	5.39847	0	0	0	0	5.39847	5.39847	5.4022	0	0	0	0	5.39847	5.4022	0	0	0	0	0	5.39847	0.007304488	0.0109341	0.00579776	0.00498672	0.0082908	0.00591808	0.0303914	0.00704501	0.00825958	0.00608691	0.00867083	0.00654221	0.00787312	0.0074532	0.00492104	0.0187369	0.00663143	0.00375417	0.0109876	0.00832306	0.00782478	0.0119889	0.00415077	0.0576966	0.00851536	0.0143625	0.0168128	0.00307121	0.012377	0.00970035	0.00672607	0.00484952	0.00429755	0.00358568	0.0113091	0.0183073	0.00710052	0.00128335	0.00536482	0.00755452	0.00765414	0.00515617	0.00443706	0.00763644	0.00589669	0.00176878	0.00642213	0.00527443	0.00939521	0.0150308	0.00326086	1	0.229971	0.549139	0.348352	0.21202	0.158665	0.182797	1.15213	0.313331	0.272474	3.74165	0	-3.36121	-1.21496	0	0	0	-3.85704	0.03749818	0.01903841	0.02526048	0.06060201	9.447423	0	-2.29248	0	0	-0.482403	0	0	0	0.060602	0.0374982	0.09810019	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0
570	-38488.62	-38443.71	-44.91384	1.107728	1.103512	0.2938843	2.386111	0.3540287	0.4021305	0.0214746	0.342891	0.146974	0.40055	0.16484	0.105472	0.425312	0.0784064	3.12317	0.247359	0.322217	3.34324	3.19657	2.27264	2.62167	2.50776	2.09872	2.11698	1.85118	1.61725	2.80951	-3.871638	5.88984	5.80637	11.1763	11.0484	9.43874	0.240366	5.04432	5.88984	5.80637	10.8313	0.444797	0.178321	0	5.04432	5.88984	5.80637	0.560943	0.560943	0	0	5.04432	5.84147	12.257	0.459546	0	0	0	5.04432	5.77427	0.574896	0	0	0	0	5.04432	11.1007	0.60395	0	0	0	0	5.04432	0.60395	0	0	0	0	0	5.04432	0.02474539	0.0445101	0.0219428	0.0108937	0.0193863	0.0106409	0.0856448	0.0283358	0.0263907	0.0186235	0.0218534	0.0192464	0.0240254	0.0293773	0.0159738	0.0632807	0.0217651	0.00684462	0.0274259	0.0325431	0.0199496	0.0437586	0.0138609	0.120153	0.0147155	0.0584831	0.0475839	0.0389104	0.0242889	0.0382583	0.0126753	0.00866966	0.0255916	0.0150768	0.0254032	0.0210946	0.0309215	0.00900902	0.00824668	0.0356601	0.0369549	0.0204362	0.0148123	0.0109145	0.0198476	0.0102538	0.0335495	0.0167894	0.00430583	0.0177216	0.0117231	1	0.258404	0.561428	0.354918	0.246664	0.287353	0.22377	1.25089	0.366846	0.370627	0	0	-3.57692	-3.77667	-2.05816	-1.57812	-0.220576	-3.81329	0.07228601	0.003895315	0.03317523	0.08764091	2.708328	2.25387	0	0	0.106096	0	-1.36789	0.788745	-2.96057	0.0876409	0.072286	0.1599269	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1
580	-38480	-38447.46	-32.53654	2.01707	1.500008	0.6582147	5.114979	0.6549929	0.7485976	0.0356266	0.297235	0.159544	0.35667	0.184582	1.00079	0.488443	0.0907162	1.04232	0.161368	0.02323149	3.3846	3.09747	1.9859	2.63581	2.77243	1.44465	2.58237	2.28945	1.64004	3.40529	-4.485103	5.6141	5.58508	8.31914	8.31801	8.30777	0.608169	5.55898	5.6141	5.58508	8.31625	0.609147	0.607898	0	5.55898	5.6141	5.58508	0.61005	0.61005	0	0	5.55898	5.59179	8.33429	0.609236	0	0	0	5.55898	5.58117	0.610213	0	0	0	0	5.55898	8.31847	0.610641	0	0	0	0	5.55898	0.610641	0	0	0	0	0	5.55898	0.01339893	0.0214255	0.00957479	0.00721435	0.0125876	0.0132055	0.0563179	0.0143704	0.0127431	0.00685191	0.0134326	0.00412716	0.0146494	0.0208379	0.014491	0.0266199	0.0101177	0.004771	0.0216965	0.0173421	0.0100094	0.021445	0.00688045	0.0701089	0.0110257	0.0275207	0.0246696	0.0130952	0.0109513	0.0174835	0.0266638	0.0115489	0.00911947	0.00796243	0.00446704	0.00341478	0.0174387	0.00256787	0.00482377	0.00798562	0.00478095	0.0220883	0.0159033	0.00496088	0.0113461	0.00622913	0.0116503	0.00540654	0.0212972	0.0107717	0.00544458	1	0.30734	0.681478	0.388414	0.249563	0.229283	0.207343	1.44485	0.386464	0.34761	0.983239	0.0720778	-3.59383	-2.85283	0.727891	-1.05777	0	-3.92406	0.07535522	0.009322937	0.01220511	0.04791905	5.13821	3.99862	-2.92503	0	0	0	1.63216	0.403063	-2.61242	0.0479191	0.0753552	0.1232743	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1
590	-38456.61	-38434.62	-21.98398	2.01088	2.212212	0.8040054	6.78912	0.9842962	1.228068	0.0254316	0.380971	0.121351	0.318874	0.263123	0.661069	0.6496	0.0948112	1.11941	0.180054	0.1030468	3.73572	3.42184	2.22356	2.36885	3.25159	2.12246	2.47127	2.0551	1.59514	3.03853	-4.672103	4.93004	4.90647	4.88563	4.88502	4.87946	4.87013	4.88526	4.93004	4.90647	4.88406	4.87737	4.86812	0	4.88526	4.93004	4.90647	4.88406	4.88406	0	0	4.88526	4.91191	4.89385	4.87803	0	0	0	4.88526	4.90329	4.88526	0	0	0	0	4.88526	4.88526	4.88843	0	0	0	0	4.88526	4.88843	0	0	0	0	0	4.88526	0.01111366	0.0150394	0.00737975	0.00552665	0.0093641	0.00512167	0.0335121	0.00996557	0.0164961	0.00780516	0.0130858	0.00683028	0.0123702	0.0111622	0.00801463	0.025561	0.00922857	0.00576197	0.0192694	0.00908437	0.00737776	0.0140542	0.00685767	0.0698127	0.011222	0.0367221	0.0248837	0.0130583	0.0132977	0.0102708	0.00905622	0.0129802	0.0100252	0.00628522	0.00309927	0.00230798	0.00386097	0.0167501	0.00340667	0.00531818	0.00363165	0.0081781	0.00562767	0.00425177	0.0100754	0.0109582	0.0060792	0.00533128	0.00800895	0.0140921	0.00422945	1	0.24641	0.582984	0.392084	0.247011	0.207091	0.195848	1.41182	0.362544	0.292671	3.41103	0	-3.34825	-2.38429	0	-2.75191	0	-3.62853	0.04861442	0.00869605	0.03447113	0.08674389	6.892167	1.85213	-1.96548	0	-0.0196887	0	0	0	0	0.0867439	0.0486144	0.1353583	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0
600	-38494.72	-38453.28	-41.44158	1.124565	1.2738	0.4455064	3.850765	0.6029036	0.6503985	0.0115457	0.43794	0.172852	0.301266	0.199112	5.7989	0.284112	0.0971829	0.442545	0.189559	0.3539489	4.16374	3.17934	2.23203	3.48686	2.92518	1.67875	1.75353	1.9692	2.25944	2.96747	-4.052945	5.24502	5.21897	5.19595	5.19527	5.18912	0.481687	5.19554	5.24502	5.21897	5.19421	0.482431	0.481481	0	5.19554	5.24502	5.21897	0.483118	0.483118	0	0	5.19554	5.22499	5.20503	0.482499	0	0	0	5.19554	5.21546	0.483242	0	0	0	0	5.19554	5.19554	0.483568	0	0	0	0	5.19554	0.483568	0	0	0	0	0	5.19554	0.0206421	0.0259168	0.0161585	0.0087341	0.0134507	0.00695039	0.0557022	0.00737325	0.0267925	0.0145424	0.0352361	0.0169345	0.0204844	0.0163109	0.0144505	0.0561687	0.0182227	0.00520892	0.0193172	0.0160382	0.0130252	0.0454504	0.013994	0.105878	0.0163521	0.0336119	0.0479518	0.0115237	0.0406647	0.0205966	0.00580669	0.0136662	0.0131794	0.0145813	0.0234449	0.0336167	0.00641588	0.0104858	0.00734341	0.0106964	0.0212363	0.0187536	0.00941125	0.0159957	0.0246401	0.0141912	0.0060052	0.00938384	0.0146889	0.0169909	0.00647915	1	0.289073	0.57734	0.387418	0.227472	0.229366	0.185674	1.43492	0.375841	0.286732	3.54895	0	-3.75553	-2.66484	0	-1.74235	0	-3.76939	0.04797353	0.01063207	0.01263827	0.09272253	4.204714	0	-2.53765	-0.814116	0	-1.12515	2.80096	0	-2.37504	0.0927225	0.0479735	0.1406961	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1
610	-38473.85	-38441.23	-32.6256	1.529913	1.066581	0.5122298	3.64156	0.6142512	0.659915	0.0457138	0.329706	0.190301	0.217215	0.1893	0.829584	0.206156	0.099944	0.43475	0.264434	0.1464146	2.73896	2.89196	2.61795	2.21332	2.40531	1.59923	2.58811	2.16373	1.67632	2.88485	-3.94665	2.7386	2.73033	12.9442	12.9431	12.9338	2.42917	2.72287	2.7386	2.73033	12.9415	2.43145	2.42854	0	2.72287	2.7386	2.73033	2.43356	2.43356	0	0	2.72287	2.73224	12.9579	2.43166	0	0	0	2.72287	2.72921	2.43394	0	0	0	0	2.72287	12.9436	2.43494	0	0	0	0	2.72287	2.43494	0	0	0	0	0	2.72287	0.0229571	0.0208748	0.00900271	0.00602037	0.0170723	0.00959539	0.0534228	0.00792089	0.0102628	0.0103565	0.0190767	0.0204791	0.0170232	0.03595	0.0141927	0.047698	0.0230879	0.00607708	0.0264205	0.0249904	0.0136585	0.0471459	0.0165253	0.0724227	0.00789204	0.0406412	0.0348334	0.0251098	0.0178357	0.025646	0.0231523	0.0381297	0.021153	0.0164296	0.0177735	0.00839458	0.0123464	0.00810197	0.00934181	0.0466841	0.0403143	0.00951889	0.00985019	0.0153947	0.0260322	0.0195811	0.0237844	0.00952238	0.0170879	0.013145	0.00844413	1	0.24944	0.624495	0.369296	0.225124	0.182949	0.183872	1.43492	0.302504	0.316347	0	0	-3.45717	-1.79945	0	0	0	-2.29138	0.01202016	0.0209865	0.09201803	0.05026765	3.787975	0	0	0	0	0	-1.08931	1.55891	-1.67109	0.0502676	0.0120202	0.06228781	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1
620	-38493.41	-38444.32	-49.08474	1.635964	0.9229496	0.4008094	3.204123	0.5178891	0.5663807	0.0306946	0.370409	0.159904	0.392394	0.203919	0.144846	0.244366	0.0996228	0.533161	0.304663	0.02548278	3.77075	3.27782	2.45313	2.39281	2.85991	1.71602	1.92196	2.06067	1.39689	3.2512	-3.661199	5.66141	5.632	28.2261	28.2223	28.1873	9.44812	5.60555	5.66141	5.632	28.2162	9.46339	9.44389	0	5.60555	5.66141	5.632	9.47749	9.47749	0	0	5.60555	5.63879	28.2778	9.46478	0	0	0	5.60555	5.62804	9.48003	0	0	0	0	5.60555	28.2238	9.48671	0	0	0	0	5.60555	9.48671	0	0	0	0	0	5.60555	0.03054125	0.0270344	0.0142586	0.0129043	0.0197752	0.0111871	0.0840902	0.00944079	0.0229919	0.0153094	0.0254057	0.0142238	0.0207885	0.0334219	0.020163	0.0662175	0.0270638	0.0125102	0.0354946	0.046013	0.0225214	0.0469876	0.0211716	0.133793	0.0175454	0.0549114	0.0435925	0.0176008	0.0184497	0.0366592	0.0286884	0.0194166	0.0260108	0.0227606	0.019998	0.0138997	0.0183699	0.0309478	0.00695816	0.0446151	0.015121	0.0199849	0.0270689	0.0583259	0.0269583	0.0204914	0.00927656	0.0121672	0.0307476	0.0402677	0.0129248	1	0.224943	0.502113	0.297819	0.167867	0.132528	0.140561	1.19006	0.325605	0.241616	3.15453	0	-3.92697	-2.7654	0	1.08901	0	-3.94314	0.002195246	0.01215346	0.09542159	0.04498378	3.229606	0.347984	-2.24758	0	0	0	1.91307	1.61641	-1.09098	0.0449838	0.00219525	0.04717902	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1
630	-38489.04	-38442.22	-46.8226	1.952809	0.9701241	0.8074032	5.151526	0.8322713	0.8581555	0.00806996	0.342122	0.147273	0.364472	0.251871	0.735936	0.541214	0.0935857	0.931003	0.10124	0.01173029	4.44366	3.28407	2.22301	3.15902	2.50668	1.7894	2.33684	1.82137	1.63389	3.01935	-3.944476	3.24189	3.23046	5.32855	5.32806	5.32359	1.81439	3.22016	3.24189	3.23046	5.32729	1.81637	1.81383	0	3.22016	3.24189	3.23046	1.81821	1.81821	0	0	3.22016	3.2331	5.33517	1.81656	0	0	0	3.22016	3.22891	1.81854	0	0	0	0	3.22016	5.32826	1.81941	0	0	0	0	3.22016	1.81941	0	0	0	0	0	3.22016	0.02300707	0.0215011	0.0159384	0.00623091	0.0111855	0.00964221	0.0463687	0.0142841	0.0153119	0.0110243	0.0139217	0.0101997	0.0348732	0.0332406	0.00982508	0.0398776	0.0234906	0.00851858	0.0379585	0.0412812	0.0233582	0.0430846	0.0122996	0.078384	0.0126256	0.0467309	0.0370753	0.0329411	0.0184641	0.0218576	0.0349931	0.0256789	0.01296	0.0147384	0.00595103	0.0112796	0.00745519	0.0140488	0.0159162	0.014554	0.00770727	0.0139226	0.00980501	0.0302516	0.0280663	0.0106548	0.0564922	0.00670144	0.0149516	0.00910034	0.00876667	1	0.210262	0.393006	0.29869	0.181279	0.158393	0.145985	1.12727	0.245304	0.229153	3.21754	0	-3.0311	-2.47394	-2.18147	0	0	-2.6751	0.01471197	0.01035981	0.03776769	0.09069299	5.163256	0	-3.35996	0	0	0	-3.43074	0.503594	-1.07499	0.090693	0.014712	0.105405	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1
