Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
660	-38488.84	-38462.55	-26.28667	2.357441	1.675977	0.7933759	4.711659	0.9955702	1.123601	0.0436859	0.253299	0.152122	0.505502	0.368303	0.24758	0.576605	0.092736	1.15586	0.125683	2.323519	3.8876	3.53443	2.39374	2.26472	2.68541	1.57915	2.60951	1.6505	1.44796	2.88002	-4.462301	1.95287	1.94895	7.19487	7.19449	7.19105	2.23103	1.94541	1.95287	1.94895	7.1939	2.23243	2.23065	0	1.94541	1.95287	1.94895	2.23371	2.23371	0	0	1.94541	1.94985	7.19995	2.23255	0	0	0	1.94541	1.94842	2.23394	0	0	0	0	1.94541	7.19464	2.23455	0	0	0	0	1.94541	2.23455	0	0	0	0	0	1.94541	0.01370796	0.0123648	0.00672882	0.00449498	0.0103266	0.00758299	0.0312532	0.0119581	0.0151467	0.00850732	0.0175822	0.0125581	0.0125074	0.0128722	0.00768006	0.0356049	0.0136391	0.00781238	0.0257141	0.0215816	0.0171241	0.0359936	0.0102211	0.04301	0.00932783	0.0243168	0.0280117	0.0182856	0.0176965	0.0244385	0.00742581	0.0078418	0.00823656	0.00619764	0.00642924	0.00660301	0.00421437	0.00545377	0.00764422	0.00612078	0.00710118	0.016384	0.00315301	0.00657073	0.0122069	0.0119335	0.0124706	0.0128791	0.00453609	0.00362348	0.00561351	1	0.247997	0.559665	0.251503	0.19308	0.223472	0.16641	1.207	0.301557	0.25777	0	0	-1.64529	0	-1.03852	0	0	-1.52229	0.0338584	0.02858181	0.02391155	0.05448439	7.035177	1.6136	0	0	1.67963	-0.524703	0	1.30786	-1.16957	0.0544844	0.0338584	0.08834279	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1
670	-38502.73	-38458.69	-44.03488	3.58591	1.603768	0.8872103	4.761706	0.9449507	0.9747254	0.0420444	0.32769	0.164966	0.320067	0.25712	0.0958002	0.29078	0.095687	2.43599	0.176057	0.4572567	4.37895	3.5038	2.72397	3.17462	2.71153	1.88354	2.55326	1.98716	1.25947	2.84595	-4.298128	3.10989	3.02357	9.6253	9.32655	6.05043	0.853669	2.07016	3.10989	3.02357	8.83253	4.66525	0.374234	0	2.07016	3.10989	3.02357	8.83253	8.83253	0	0	2.07016	3.06634	12.3747	5.10401	0	0	0	2.07016	2.98214	9.44797	0	0	0	0	2.07016	9.44797	10.8114	0	0	0	0	2.07016	10.8114	0	0	0	0	0	2.07016	0.01615372	0.0119505	0.00802008	0.00596	0.0161862	0.015336	0.0569093	0.0137486	0.0188011	0.00908629	0.0177795	0.0090441	0.0167725	0.0140168	0.0140268	0.0342922	0.0115804	0.00332742	0.0142056	0.0246853	0.0222772	0.0305122	0.0118464	0.0762727	0.0173237	0.0195369	0.0162603	0.0045762	0.0102038	0.0578857	0.0148079	0.00783435	0.0122474	0.0106151	0.0110509	0.0111494	0.0252437	0.00482449	0.0115239	0.00797619	0.00939452	0.00586186	0.00463523	0.0144312	0.0101415	0.0674572	0.00267596	0.00757072	0.00896101	0.0130124	0.00612384	1	0.231807	0.541162	0.336884	0.199924	0.21659	0.151149	1.07454	0.257865	0.270243	0	0.635231	-0.739234	0	0.231918	0.125995	-0.609942	-1.97269	0.04237445	0.02484583	0.03332638	0.07610611	5.218963	0.584276	1.37272	-0.944586	1.97629	0	0	1.51817	0	0.0761061	0.0423745	0.1184806	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0
680	-38475.4	-38446.01	-29.39251	1.987433	1.443849	0.5776232	3.484851	0.6539902	0.7271885	0.0439464	0.586188	0.139524	0.252908	0.214103	1.07721	0.445687	0.107878	1.12298	0.211835	0.1330556	3.85356	3.56364	2.649	2.5863	2.62214	1.07669	2.58739	2.17349	1.62202	3.12347	-4.241983	3.01789	2.9058	5.4058	5.17328	2.82897	0.184037	1.71486	3.01789	2.9058	4.79518	1.96835	0.0582269	0	1.71486	3.01789	2.9058	4.79518	4.79518	0	0	1.71486	2.96235	7.67238	2.23134	0	0	0	1.71486	2.85094	5.26743	0	0	0	0	1.71486	5.26743	6.35651	0	0	0	0	1.71486	6.35651	0	0	0	0	0	1.71486	0.0170866	0.0266967	0.0113006	0.00589619	0.0225848	0.0153024	0.0717314	0.0169806	0.0201638	0.0125206	0.0124396	0.0100762	0.0195598	0.0334762	0.0161894	0.0295282	0.01444	0.00847808	0.0297484	0.0166621	0.0119018	0.0296997	0.0119552	0.0603523	0.00956593	0.0224144	0.0232517	0.00637621	0.019927	0.034644	0.0104774	0.0128714	0.0176022	0.0109052	0.00884902	0.00767679	0.0281321	0.00323976	0.0130635	0.00691828	0.00688294	0.00868799	0.00945647	0.0134308	0.0165841	0.00741459	0.00924023	0.011445	0.0240887	0.00613818	0.00893252	1	0.282081	0.599859	0.341056	0.25581	0.252835	0.201981	1.70827	0.404573	0.299772	1.19089	0	-1.73951	-0.979483	0	0	-0.851249	-1.6639	0.0546298	0.01435244	0.03315979	0.1127408	3.617907	0.139634	0.481967	0	1.31152	0	-1.60281	1.12221	0	0.112741	0.0546298	0.1673706	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0
690	-38489.64	-38443.38	-46.26239	1.028767	0.8670452	0.3630351	1.776834	0.3577827	0.39434	0.0185185	0.291077	0.132128	0.379206	0.376952	0.269622	0.689831	0.0907083	0.572773	0.17664	0.2019962	4.62587	3.65836	2.08479	2.41105	2.39185	1.24645	2.46613	1.98641	1.59454	3.16112	-3.592333	2.19454	2.18936	8.68498	8.68444	8.67957	8.67139	2.1847	2.19454	2.18936	8.6836	8.67774	8.66963	0	2.1847	2.19454	2.18936	8.6836	8.6836	0	0	2.1847	2.19056	8.69218	8.67832	0	0	0	2.1847	2.18866	8.68465	0	0	0	0	2.1847	8.68465	8.68743	0	0	0	0	2.1847	8.68743	0	0	0	0	0	2.1847	0.03271863	0.0398705	0.0268632	0.0179385	0.0363455	0.0265829	0.124114	0.0172783	0.0228244	0.0229322	0.0353602	0.0255963	0.0271231	0.0417453	0.0216257	0.0703064	0.0255129	0.0136411	0.0501597	0.0297136	0.0203701	0.0461215	0.0189505	0.0954773	0.0153584	0.0369911	0.0531055	0.0251908	0.0551787	0.0751765	0.0207078	0.0278277	0.0221803	0.0240021	0.0146387	0.0280643	0.0240551	0.0112618	0.0425782	0.0677903	0.0413045	0.0118108	0.0502877	0.0328846	0.0288876	0.0342184	0.0125899	0.0375101	0.0216006	0.0165467	0.0150119	1	0.266147	0.590889	0.359554	0.238821	0.195024	0.180117	1.25611	0.305505	0.306504	0.35327	0	-1.45998	0	0.4996	0	0	-1.78765	0.04034153	0.04471822	0.04327656	0.122168	1.97883	1.7954	0	-0.152256	1.62006	-0.056304	0.991766	1.38008	0	0.122168	0.0403415	0.1625095	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0
700	-38497.34	-38442.04	-55.30526	0.8131418	0.7474091	0.3389991	1.778913	0.3511992	0.375389	0.0723455	0.342823	0.191247	0.580501	0.132529	0.0973191	0.407396	0.0733423	0.534094	0.257433	0.2838172	3.57996	3.02711	2.29089	2.92174	2.86244	1.73708	2.1226	1.91693	2.16745	3.46523	-3.415323	2.04803	1.98707	7.21104	6.95807	4.26123	0.670602	1.29514	2.04803	1.98707	6.54206	4.59941	0.26325	0	1.29514	2.04803	1.98707	9.48119	9.48119	0	0	1.29514	2.01818	9.58265	5.09274	0	0	0	1.29514	1.95668	10.2329	0	0	0	0	1.29514	7.06076	11.9204	0	0	0	0	1.29514	11.9204	0	0	0	0	0	1.29514	0.03905437	0.0436355	0.0232879	0.0146605	0.0366615	0.0187086	0.147249	0.0315097	0.0429207	0.0194997	0.0215467	0.0148592	0.0374135	0.0430738	0.0255185	0.0775341	0.0353877	0.0275911	0.0655553	0.0297404	0.0202914	0.0673809	0.0336767	0.0840635	0.0129	0.0551116	0.0710245	0.0404555	0.0841833	0.0676693	0.0216392	0.0677974	0.0226644	0.0217633	0.0423096	0.009228	0.0525129	0.0205017	0.0328966	0.0175226	0.0343743	0.0265452	0.0234861	0.0425953	0.028037	0.0135061	0.0186089	0.0408143	0.032303	0.0203823	0.0167832	1	0.229639	0.585045	0.316146	0.204108	0.165953	0.161559	1.07294	0.254125	0.298895	0	0	-1.79422	0	-1.32935	1.11691	-0.691712	-0.941134	0.04849956	0.03988736	0.004630222	0.1380424	2.06273	0.425216	1.43564	-1.29889	1.88461	0	0	1.69594	0.371058	0.138042	0.0484996	0.1865419	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1
710	-38517.27	-38460.68	-56.58946	0.9780898	0.8097849	0.41231	2.290881	0.376503	0.4728524	0.075981	0.403763	0.112289	0.28046	0.154249	0.57278	5.22874	0.117766	0.463991	0.218888	0.2499535	3.90277	3.66223	2.35665	2.25399	2.70802	1.8068	3.11063	1.78661	1.7876	3.15061	-3.490258	2.40332	2.397	8.77998	8.77938	8.77388	3.60788	2.3913	2.40332	2.397	8.77843	3.61083	3.60706	0	2.3913	2.40332	2.397	3.61355	3.61355	0	0	2.3913	2.39846	8.7881	3.61109	0	0	0	2.3913	2.39614	3.61404	0	0	0	0	2.3913	8.77962	3.61532	0	0	0	0	2.3913	3.61532	0	0	0	0	0	2.3913	0.0362348	0.0658639	0.0332971	0.0107225	0.0462598	0.0209581	0.128266	0.0265629	0.0420515	0.0253389	0.0201377	0.0210917	0.050834	0.0405507	0.0190777	0.071889	0.0285114	0.0168644	0.0532371	0.0383914	0.0204501	0.0597929	0.0218727	0.121061	0.018157	0.056405	0.0609385	0.0236491	0.0530996	0.0455665	0.0267009	0.035187	0.0206693	0.0218744	0.00748723	0.0494254	0.0105448	0.0410827	0.0431256	0.0479084	0.0480451	0.0297984	0.0216066	0.0181311	0.0211757	0.0271985	0.0516105	0.0225069	0.0132855	0.00802891	0.0152302	1	0.220218	0.453504	0.298022	0.191636	0.137026	0.176437	1.22554	0.228861	0.237091	0	0	-1.54063	0	0	-0.14507	0	-1.99435	0.01867533	0.02837685	0.0327993	0.08040193	2.540835	1.28406	1.89149	0	1.9251	0	0	1.3006	-0.887608	0.0804019	0.0186753	0.09907726	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1
720	-38500.15	-38444.61	-55.53659	2.496619	1.462994	0.6061734	3.532673	0.6952118	0.7578107	0.0937795	0.321414	0.172472	0.230921	0.145425	0.156277	4.99292	0.0937541	2.26878	0.174659	0.02718531	4.06301	3.18949	2.28566	2.69948	2.55154	1.27811	2.41501	2.09168	2.11957	3.2597	-3.917131	2.3655	2.32216	6.45533	6.32574	4.78912	0.535994	1.81961	2.3655	2.32216	6.10815	1.59725	0.315434	0	1.81961	2.3655	2.32216	2.40785	2.40785	0	0	1.81961	2.34344	7.58799	1.69229	0	0	0	1.81961	2.30153	2.51445	0	0	0	0	1.81961	6.37858	2.74222	0	0	0	0	1.81961	2.74222	0	0	0	0	0	1.81961	0.02364487	0.0274356	0.0165791	0.0108942	0.0151386	0.00964568	0.0740417	0.0117141	0.01768	0.0137776	0.0130326	0.00665495	0.028661	0.0255849	0.0143227	0.0389428	0.0166289	0.0169799	0.057005	0.0203694	0.0144374	0.0269907	0.0132786	0.0591547	0.0138899	0.0368615	0.0235287	0.0545907	0.0165993	0.0662201	0.0123398	0.0155616	0.0180568	0.00706293	0.0075624	0.0166119	0.0162833	0.00498685	0.0110225	0.0166312	0.00957026	0.00865019	0.0365127	0.00828753	0.0151773	0.0127313	0.0217551	0.0152249	0.0377064	0.0124298	0.0109841	1	0.223417	0.549139	0.297504	0.184406	0.188215	0.181756	1.17381	0.279143	0.248583	1.66445	0	-1.68357	-1.281	0.918125	-0.907596	-0.392105	-1.5675	0.0484282	0.05474043	0.09364173	0.1378259	3.559858	1.70574	-0.97372	0	0	-0.0880504	0	1.25433	-0.930891	0.137826	0.0484282	0.1862541	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1
730	-38529.31	-38459.96	-69.34833	0.7383552	0.7418691	0.2518945	1.410394	0.2872269	0.2926908	0.0552669	0.243979	0.165244	0.220015	0.275591	0.03392	12.017	0.0960775	0.525831	0.182103	0.1298642	3.72966	3.21266	2.22499	3.00498	2.88227	1.82136	3.47801	1.76585	1.6144	3.15333	-3.298029	2.59177	2.53254	13.7837	13.4324	9.42478	4.91319	1.85708	2.59177	2.53254	12.8469	19.7371	2.50105	0	1.85708	2.59177	2.53254	33.286	33.286	0	0	1.85708	2.56188	16.9324	21.2444	0	0	0	1.85708	2.50407	35.1734	0	0	0	0	1.85708	13.5754	39.2782	0	0	0	0	1.85708	39.2782	0	0	0	0	0	1.85708	0.04391469	0.0589168	0.0464986	0.0319492	0.0426874	0.0313247	0.171416	0.0321334	0.0314519	0.035856	0.0273156	0.0306139	0.0490005	0.0826521	0.0317824	0.114012	0.044018	0.0185314	0.0721768	0.0449126	0.0329649	0.0764391	0.0366438	0.112723	0.0197671	0.052419	0.0856514	0.013216	0.125574	0.0950867	0.0163332	0.032881	0.0506236	0.0285027	0.0593382	0.0269821	0.0612766	0.0252258	0.0376452	0.0206169	0.0800159	0.0261136	0.0120363	0.0726173	0.0286056	0.0189404	0.0252241	0.0338971	0.0318171	0.022476	0.022856	1	0.215453	0.489442	0.298716	0.21339	0.131602	0.193406	1.2067	0.323522	0.268203	1.53764	0.513254	-1.13224	-0.330097	-1.87525	-1.63787	-0.4994	-1.66835	0.02565879	0.03804027	0.0777449	0.1077383	1.540258	1.50451	0.894447	-0.48829	1.90475	0	0	1.98926	0.95203	0.107738	0.0256588	0.1333971	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
740	-38465.33	-38442.06	-23.27672	2.842068	2.485439	0.9289861	5.237876	1.274236	1.322657	0.0988359	0.396931	0.174713	0.34904	0.304011	0.383638	0.909891	0.0776714	0.250527	0.226358	1.804982	4.64427	3.2335	2.48102	2.2441	2.16553	1.53455	2.45406	1.71094	1.74601	2.96264	-4.772368	2.35506	2.34901	7.10929	7.10881	7.10447	7.09717	2.34355	2.35506	2.34901	7.10806	7.10284	7.0956	0	2.34355	2.35506	2.34901	7.10806	7.10806	0	0	2.34355	2.35041	7.11572	7.10335	0	0	0	2.34355	2.34819	7.10901	0	0	0	0	2.34355	7.10901	7.11148	0	0	0	0	2.34355	7.11148	0	0	0	0	0	2.34355	0.01005338	0.0171542	0.00655832	0.00517801	0.0101358	0.010043	0.0438109	0.00817382	0.00685885	0.00641187	0.00913451	0.0044164	0.00924284	0.0108002	0.00456231	0.0223352	0.00795793	0.00323528	0.0110652	0.0118616	0.00749231	0.0116112	0.00504603	0.0352227	0.0047398	0.0124033	0.0201504	0.00404296	0.022905	0.023177	0.0165594	0.00696656	0.00556535	0.00529139	0.00442372	0.00284583	0.00706569	0.00400078	0.00358972	0.0104905	0.00793918	0.0025918	0.00305869	0.0172874	0.00741281	0.00761626	0.0134035	0.0154774	0.0018764	0.00886323	0.00429093	1	0.256355	0.603861	0.357138	0.251745	0.161213	0.200876	1.5192	0.329037	0.323739	0.655437	0	-0.133107	0	0.34124	0	0	-1.94821	0.1102356	0.04105523	0.03097803	0.04052826	7.042858	0	0	-0.639838	1.30458	0	0	1.10969	0	0.0405283	0.110236	0.1507638	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0
750	-38468.99	-38438.11	-30.87503	1.860884	1.436237	0.5360751	3.398239	0.549001	0.5791681	0.0142729	0.362174	0.159959	0.24706	0.178224	0.411888	1.16662	0.0854351	1.27732	0.277256	0.7450831	3.30088	3.01699	2.32094	2.59215	2.10857	2.66975	2.52256	2.07479	1.8216	3.25517	-4.212614	1	1	4.75653	4.75653	4.75653	3.70355	1	1	1	4.75653	3.70355	3.70355	0	1	1	1	3.70355	3.70355	0	0	1	1	4.75653	3.70355	0	0	0	1	1	3.70355	0	0	0	0	1	4.75653	3.70355	0	0	0	0	1	3.70355	0	0	0	0	0	1	0.01759586	0.028921	0.0124892	0.0106688	0.0157812	0.00743659	0.0534615	0.00987346	0.0217791	0.0125945	0.0142142	0.0109866	0.0250183	0.0215704	0.00860091	0.0382878	0.0178506	0.00558408	0.0209696	0.0200486	0.0115214	0.0251693	0.00993585	0.06052	0.00612304	0.022209	0.0288203	0.00872155	0.025863	0.0327519	0.0113618	0.00879559	0.0209194	0.0115975	0.0150712	0.00630317	0.0138557	0.0180012	0.0151949	0.033767	0.0158843	0.0094442	0.00636859	0.00804699	0.0163501	0.00972984	0.0111457	0.0126859	0.00765472	0.0126368	0.00615147	1	0.276585	0.608705	0.390664	0.239681	0.179164	0.191247	1.3515	0.302263	0.337031	0	1.28291	-1.5869	-1.68229	0.591514	0	0	0	0.06931648	0.02966369	0.05629082	0.1461817	4.143322	0.557369	0	0	0	0	0	1.55952	-0.250227	0.146182	0.0693165	0.2154982	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1
760	-38510.93	-38455.29	-55.6491	0.6208048	0.6351093	0.3049294	1.889099	0.3060237	0.3278929	0.0883754	0.343398	0.159307	0.156178	0.17948	0.274769	0.553678	0.091532	1.08329	0.264096	0.3610716	3.65695	3.72659	2.14989	2.35858	2.40748	1.85297	2.88335	2.09558	1.6394	2.92888	-3.289323	2.06386	2.05937	10.773	10.7724	10.7669	8.9459	2.05532	2.06386	2.05937	10.7715	8.95194	8.94423	0	2.05532	2.06386	2.05937	8.95752	8.95752	0	0	2.05532	2.06041	10.7813	8.95249	0	0	0	2.05532	2.05876	8.95852	0	0	0	0	2.05532	10.7727	8.96116	0	0	0	0	2.05532	8.96116	0	0	0	0	0	2.05532	0.04429865	0.0323734	0.0238763	0.0176874	0.041343	0.0223466	0.105232	0.0539478	0.0549846	0.0191208	0.0516215	0.0259546	0.0374825	0.0268642	0.0136709	0.0624314	0.0270968	0.00816783	0.0207759	0.0668567	0.0465459	0.0593898	0.0271984	0.190238	0.0473303	0.0749067	0.0910069	0.0341623	0.0758502	0.0406826	0.0423401	0.0125831	0.0224248	0.0400988	0.0287041	0.0402185	0.020992	0.00736977	0.0239895	0.0167766	0.021862	0.0807184	0.0269579	0.0481142	0.0356696	0.0362319	0.0220629	0.0210409	0.013827	0.0238063	0.0121704	1	0.249581	0.55027	0.323494	0.219578	0.18643	0.190869	1.33813	0.35161	0.308077	1.84558	0	-1.51669	-0.899484	0	0	0	-1.64801	0.01606777	0.02128996	0.017138	0.09393074	2.250171	1.92919	0	-0.987137	1.98959	0	0	1.65658	-0.184408	0.0939307	0.0160678	0.1099985	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1
770	-38481.48	-38436.72	-44.75615	1.607416	1.071429	0.598425	4.513586	0.6476138	0.7303992	0.028613	0.357254	0.192671	0.56872	0.192855	0.21477	0.337354	0.109799	0.398787	0.144036	0.1819202	3.82534	3.53538	1.82676	2.72915	2.95126	2.50664	1.95318	2.19112	1.88843	2.76972	-3.798522	2.21708	2.21178	8.70893	8.70838	8.70343	10.609	2.207	2.21708	2.21178	8.70753	10.6169	10.6068	0	2.207	2.21708	2.21178	10.6242	10.6242	0	0	2.207	2.21301	8.71624	10.6176	0	0	0	2.207	2.21106	10.6255	0	0	0	0	2.207	8.7086	10.6289	0	0	0	0	2.207	10.6289	0	0	0	0	0	2.207	0.02662248	0.0250691	0.0109431	0.00903005	0.0149005	0.0083524	0.0481079	0.0120865	0.0189449	0.0134278	0.0277652	0.0119883	0.014633	0.0183688	0.0113903	0.0410742	0.0184028	0.00747377	0.0216527	0.0253405	0.0179783	0.0484117	0.0143709	0.0610668	0.00989987	0.0357709	0.034068	0.0361254	0.0265097	0.0217292	0.0201421	0.0200137	0.0128512	0.0125493	0.00609169	0.0212406	0.00947699	0.0102448	0.00686314	0.0199927	0.0175793	0.0250869	0.00952801	0.0127811	0.0251243	0.00994705	0.0219327	0.00839408	0.0119412	0.0134716	0.00623295	1	0.245992	0.562474	0.348508	0.19583	0.201685	0.185472	1.40069	0.312727	0.241751	0	0	-1.70873	-1.36907	0	0	0	-1.81089	0.1560323	0.02090694	0.08256246	0.05513947	4.695507	1.26324	0	0	0.759096	-1.31976	-1.13717	1.37267	0.198942	0.0551395	0.156032	0.2111718	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1
780	-38490.34	-38446.76	-43.57356	1.590776	0.908805	0.5114626	3.099608	0.4952442	0.5183137	0.0599171	0.388319	0.102605	0.312457	0.0431685	0.443758	0.494048	0.0975329	0.390454	0.153999	0.4206585	3.2407	2.96325	2.36441	2.31228	2.21997	1.4166	2.66779	2.04597	2.31465	2.92268	-3.923289	2.30502	2.29925	7.22325	7.22277	7.21847	1.12105	2.29404	2.30502	2.29925	7.22203	1.12192	1.12081	0	2.29404	2.30502	2.29925	1.12273	1.12273	0	0	2.29404	2.30058	7.22961	1.122	0	0	0	2.29404	2.29847	1.12287	0	0	0	0	2.29404	7.22296	1.12325	0	0	0	0	2.29404	1.12325	0	0	0	0	0	2.29404	0.02349971	0.026858	0.015382	0.00680471	0.0159508	0.00868158	0.0660444	0.0137287	0.0216686	0.0191795	0.0223577	0.0208089	0.0292183	0.0266071	0.0190764	0.0461832	0.0219806	0.00603753	0.0191409	0.0301653	0.027916	0.0310121	0.0175054	0.0902818	0.0149413	0.0414816	0.0336783	0.00816439	0.0227564	0.0425953	0.0351794	0.0188646	0.0247053	0.0212008	0.00983684	0.00489312	0.0095561	0.0054148	0.0242862	0.0399151	0.0185925	0.0271412	0.0179017	0.0271197	0.0215067	0.0265514	0.0325906	0.00967148	0.00421195	0.0119643	0.0102133	1	0.248547	0.574515	0.338901	0.228631	0.197299	0.166765	1.34239	0.29578	0.2587	0.528529	0	-1.57281	0	-0.449237	0	0	-1.89937	0.06431987	0.04936502	0.02070449	0.09026789	3.520267	1.37343	0	-1.85478	0.925777	0	-0.287003	1.14695	-1.86138	0.0902679	0.0643199	0.1545878	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	1
790	-38481.8	-38436.34	-45.46469	1.511144	1.001222	0.5058543	3.636676	0.6347597	0.6480774	0.0339589	0.386653	0.105858	0.194297	0.0384643	0.813261	0.521632	0.0848569	0.867626	0.109369	0.4945792	4.25277	3.48461	2.36376	2.94653	2.48703	1.3952	1.94343	1.77579	1.69543	2.80079	-4.071754	3.45762	3.30215	7.7159	7.31159	3.49207	0.0192511	1.73178	3.45762	3.30215	6.66285	0.350402	0.00470467	0	1.73178	3.45762	3.30215	1.04233	1.04233	0	0	1.73178	3.38073	11.8449	0.408552	0	0	0	1.73178	3.22612	1.16936	0	0	0	0	1.73178	7.47483	1.47185	0	0	0	0	1.73178	1.47185	0	0	0	0	0	1.73178	0.02025747	0.0319146	0.014062	0.00877067	0.0209486	0.0162809	0.0956364	0.0149909	0.0185922	0.0139968	0.0232956	0.0146993	0.0249523	0.0288955	0.0190174	0.0460716	0.0214005	0.0082237	0.0307796	0.0298202	0.0194152	0.0377933	0.0159849	0.0723769	0.0100175	0.0397022	0.0371167	0.0250948	0.027083	0.025912	0.023776	0.032183	0.018257	0.0123354	0.0152687	0.00991469	0.0195958	0.00694893	0.00919506	0.0110291	0.00809131	0.0112508	0.00752015	0.0215376	0.0262416	0.0124729	0.0111664	0.00893676	0.00510794	0.0115982	0.00923943	1	0.215333	0.500151	0.347364	0.213589	0.154058	0.164919	1.0622	0.299967	0.264339	0.910014	0.569505	-0.766315	0	-0.925214	-1.06437	-1.04228	-1.7829	0.09673817	0.0756172	0.04033896	0.08309328	4.131255	0	-0.406336	-0.613188	1.02239	0	0	1.46239	-1.85509	0.0830933	0.0967382	0.1798315	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1
