Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	calib_lower	calib_upper	death	diff_age_root_ingroup	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
9080	-38381.6	-38448.08	66.48248	3.53474	2.593157	1.418852	6.123505	1.613445	1.658236	0.0765521	0.459897	0.202339	0.232144	0.167596	0.615369	0.180236	0.0845678	1.18085	0.448346	0.6519915	-6.123505	0.1764947	0.2228694	2.675768	0.4291221	3.39836	3.44329	2.38441	2.75936	2.552	1.87299	2.63142	2.08021	1.81702	3.47199	-5.025872	0.007802197	0.014997	0.00919339	0.00370222	0.00756168	0.00275212	0.0183301	0.00441811	0.0070634	0.00579989	0.00691594	0.00528574	0.00920971	0.0089607	0.00498684	0.0174554	0.00802234	0.00227424	0.00914865	0.011997	0.00818496	0.0176157	0.00546278	0.02631	0.00391595	0.0115215	0.0179253	0.00427552	0.0153703	0.0228302	0.00577842	0.00738569	0.00647501	0.00447615	0.00576866	0.00184104	0.00285309	0.00630931	0.00247319	0.00808166	0.0103065	0.00702352	0.00393124	0.00441242	0.00667749	0.00326177	0.016998	0.0153906	0.00414724	0.00353901	0.00180124	1	0.253763	0.540009	0.378869	0.242022	0.156505	0.185228	1.16479	0.326811	0.274917	8.799273	0.3418286
9100	-38396.83	-38443.64	46.81218	2.970326	1.383341	0.8150524	4.166205	1.103967	1.30112	0.0104271	0.685619	0.133648	0.453368	0.169507	0.311965	1.9455	0.106998	1.17942	0.120497	0.7412723	-4.166205	2.133795	0.3859739	0.8666462	0.3552984	3.73492	3.12035	2.73071	2.43627	3.11492	1.5586	2.1127	1.83954	1.37584	2.43296	-4.342793	0.01544808	0.0345931	0.0186451	0.0143189	0.007871	0.00439613	0.0334922	0.0101542	0.015531	0.00865894	0.0269529	0.0120736	0.0182436	0.0192348	0.0171451	0.0365653	0.0158834	0.00492457	0.0176462	0.0305684	0.0213831	0.0327981	0.0141742	0.0370415	0.00676477	0.0260802	0.0214697	0.0155289	0.0131442	0.0585204	0.0091089	0.0155979	0.00642124	0.00826381	0.0196493	0.0137396	0.00910935	0.00355005	0.00689857	0.00640377	0.0151228	0.0275244	0.0108721	0.00742942	0.017275	0.00451673	0.00384307	0.028366	0.00864029	0.0120377	0.00533042	1	0.222606	0.458011	0.284502	0.221549	0.155348	0.178169	1.11731	0.298625	0.230669	5.032851	0.5206912
9120	-38409.64	-38467.7	58.05556	3.64175	2.54824	1.1573	5.891932	1.355093	1.474819	0.0593947	0.509467	0.151329	0.347988	0.344835	6.65406	1.1076	0.0600991	2.14317	0.291545	0.4269151	-5.891932	0.4080678	0.1223422	0.1165152	0.3045729	3.66667	3.26907	2.15764	2.57671	3.05362	0.943139	2.57329	1.92955	1.77244	2.4172	-4.642992	0.01144194	0.0169101	0.00876733	0.00461091	0.00766871	0.00557164	0.0335259	0.00741267	0.0113808	0.0079502	0.0166473	0.0123388	0.0107046	0.0166695	0.00969405	0.0228	0.0127847	0.0049659	0.0141548	0.0144963	0.00839832	0.0350023	0.0118999	0.0371811	0.0107335	0.0140389	0.0215663	0.00680044	0.0184815	0.0282829	0.00493188	0.0103307	0.0129965	0.0105225	0.0127402	0.00566626	0.00273484	0.00920548	0.0049546	0.0117287	0.00191199	0.0115134	0.00591548	0.0034352	0.0178351	0.00543552	0.0108104	0.0139557	0.0106647	0.00832566	0.00730706	1	0.210228	0.455786	0.258037	0.161642	0.148587	0.153408	0.975903	0.271218	0.242809	6.008447	0.2865726
9140	-38389	-38447.63	58.6222	2.910176	1.733489	0.9975216	4.608252	0.9824228	1.165517	0.0953548	0.581024	0.13413	0.377828	0.200755	9.17338	0.466668	0.120706	2.14261	0.170342	0.3956596	-4.608252	1.691748	0.143453	0.3130929	0.2522066	3.94084	2.94795	2.55125	2.92704	2.91047	1.41281	2.48218	1.73952	1.31501	2.68664	-4.546306	0.01260346	0.0346731	0.0120234	0.00615278	0.00734724	0.00548073	0.0413934	0.00953951	0.0177714	0.00853418	0.0219798	0.0129133	0.00768372	0.00959736	0.00796213	0.0231809	0.0129308	0.00407153	0.0180681	0.0163905	0.0115425	0.0250024	0.00829803	0.0262998	0.00358812	0.013378	0.0207742	0.0137809	0.0267699	0.0308223	0.0151333	0.0150447	0.00562762	0.00640103	0.00617541	0.0122271	0.0055182	0.00586461	0.0101941	0.0100749	0.00628007	0.0128475	0.0077343	0.00440331	0.0144824	0.00713271	0.00564137	0.020237	0.00725664	0.00685236	0.00715727	1	0.217014	0.473634	0.288505	0.229012	0.162837	0.147421	1.42136	0.294332	0.285499	4.921345	0.3625666
9160	-38384.48	-38451.25	66.76614	3.729351	3.135566	0.9906994	5.638897	1.01625	1.251881	0.0154784	0.398416	0.170721	0.214892	0.201647	22.1132	0.146415	0.108712	1.21735	0.252523	0.5432951	-5.638897	0.6611032	0.2582042	0.5867962	0.2850909	4.24515	3.35582	2.72296	2.05745	3.17946	1.29239	2.84016	1.96967	1.49668	2.98592	-4.641497	0.01145906	0.0123437	0.0072481	0.00511891	0.0110834	0.00470356	0.0373423	0.0109119	0.012059	0.00781214	0.0080174	0.00477791	0.00782616	0.0106121	0.00795121	0.0213783	0.0087332	0.00372217	0.010921	0.0133594	0.00923592	0.010369	0.00494273	0.0226268	0.00468971	0.0128042	0.0143719	0.0113827	0.0165021	0.0284871	0.00799365	0.00420906	0.0100247	0.0054278	0.0118765	0.0167901	0.00725976	0.00400146	0.00446763	0.00571117	0.0142697	0.0111677	0.0100818	0.00348435	0.00743909	0.00552426	0.00396692	0.0121217	0.0152196	0.00854502	0.00304128	1	0.267723	0.507109	0.298865	0.231245	0.123222	0.222389	1.28978	0.309026	0.297568	6.225693	0.4752559
9180	-38385.21	-38451.24	66.02897	3.073697	2.29245	1.017485	4.6641	1.279298	1.380578	0.0799336	0.445577	0.133018	0.320677	0.535885	0.149571	0.142484	0.0923909	0.362258	0.0965225	0.6962654	-4.6641	1.6359	0.2233566	0.1568702	0.4729088	3.8609	3.41829	2.19692	2.31132	2.65867	2.09327	2.16172	1.98599	1.51971	3.73862	-4.567821	0.0123352	0.0208247	0.0106111	0.00720193	0.010833	0.00794684	0.0370285	0.00840708	0.018644	0.00557686	0.00987318	0.00715898	0.0116879	0.0109774	0.00613828	0.0225788	0.0115981	0.00427647	0.01318	0.0142633	0.0109992	0.0159717	0.00785353	0.018748	0.00366416	0.011635	0.0208611	0.0106237	0.0442817	0.0342678	0.0105157	0.00660458	0.0107755	0.00775159	0.00871872	0.00786341	0.00505952	0.00394838	0.00669523	0.00525108	0.0138551	0.00356596	0.00808818	0.00969449	0.0121049	0.0058054	0.0108399	0.0124028	0.00707992	0.0143733	0.0072046	1	0.262893	0.583495	0.298461	0.22168	0.180891	0.191179	1.16764	0.33554	0.283016	4.82097	0.3207924
9200	-38395.81	-38452.15	56.33989	2.853441	2.179049	0.9612179	4.031228	0.9948837	1.020473	0.0305869	0.923812	0.162507	0.357716	0.427963	0.460332	0.684231	0.104021	1.8063	0.150109	0.8149407	-4.031228	2.268772	0.4815687	0.1069686	0.3333721	3.74711	2.89217	2.32274	2.49623	2.90145	1.2689	2.39303	1.71139	1.65163	3.46615	-4.485222	0.01339733	0.0167887	0.0103096	0.00487419	0.0112335	0.00688555	0.0507783	0.00529234	0.0103344	0.00678798	0.0111436	0.00503379	0.00813719	0.00789631	0.00733298	0.0257675	0.0117023	0.0046425	0.016746	0.0163578	0.0118038	0.0233802	0.00983587	0.0268858	0.00586154	0.0155667	0.02168	0.00358861	0.0221843	0.0432259	0.00720182	0.00717039	0.0122191	0.00725325	0.0430158	0.00259261	0.00554245	0.00625632	0.013008	0.0162506	0.00718928	0.0157241	0.00780175	0.0180266	0.0140001	0.00577969	0.00604632	0.0145154	0.0195442	0.00382138	0.0116125	1	0.254654	0.503037	0.352112	0.237265	0.188942	0.172438	1.33102	0.317974	0.283792	4.138197	0.5909248
9220	-38394.48	-38448.31	53.83094	3.009289	1.885745	1.239606	4.545352	1.26273	1.306895	0.0493731	0.502631	0.117509	0.535178	0.284386	0.052498	0.224968	0.106126	1.9109	0.0840323	0.3955531	-4.545352	1.754648	0.01429985	0.3807959	0.3812533	2.97493	3.24081	2.60837	3.44923	3.31325	2.59472	2.91942	1.74458	1.66674	3.87134	-4.573882	0.01226066	0.00485891	0.0024711	0.00334522	0.0108853	0.00541752	0.0302492	0.0117908	0.0130576	0.00790234	0.010592	0.00760574	0.0045051	0.00716081	0.00538697	0.0146633	0.00978274	0.00431376	0.0142438	0.0324443	0.022786	0.0199025	0.00794306	0.020086	0.00283737	0.0097167	0.0174119	0.0135531	0.048474	0.0324402	0.0146162	0.00544193	0.00685575	0.00800533	0.0128693	0.00742054	0.00458183	0.00377442	0.00749826	0.00394111	0.0136383	0.00454612	0.0172235	0.00577769	0.013885	0.00526196	0.0105622	0.0116874	0.0145115	0.0102089	0.01121	1	0.275545	0.548207	0.331594	0.227995	0.14649	0.190284	1.38397	0.300172	0.292673	4.926148	0.03615152
9240	-38369.91	-38440.33	70.41967	3.499577	2.473786	1.336093	5.588698	1.085142	1.448564	0.00965006	0.350685	0.19066	0.420457	0.250474	0.567857	0.702519	0.11279	1.09666	0.239185	0.3950876	-5.588698	0.7113024	0.09802518	0.4629948	0.2970624	4.44311	3.08552	2.07986	3.05113	2.94285	2.09973	2.67498	2.23661	1.49107	3.42623	-5.044255	0.007660085	0.00466041	0.00236678	0.00296185	0.00672691	0.00385154	0.0221646	0.00604812	0.00753481	0.00716491	0.0115875	0.00753516	0.00569709	0.00566512	0.00386792	0.0139678	0.00989807	0.00438796	0.010327	0.0141296	0.00872688	0.0191221	0.0071693	0.0263165	0.00351479	0.0132571	0.0149711	0.00702351	0.0110529	0.0235496	0.00454933	0.00341386	0.00679697	0.0061489	0.00469544	0.0117227	0.00444328	0.00633655	0.00545952	0.00688197	0.00526469	0.00892763	0.00710623	0.00212894	0.0204399	0.00178556	0.00197068	0.0119643	0.011981	0.00830319	0.00634935	1	0.285134	0.597857	0.38702	0.268337	0.231561	0.186176	1.41135	0.355344	0.312579	6.051692	0.24811
9260	-38385.18	-38436.71	51.5292	4.038272	2.875913	1.641111	5.846874	1.379963	1.768171	0.0574106	0.35798	0.14501	0.451396	0.258966	0.353672	0.477645	0.101203	0.845677	0.326961	0.338151	-5.846874	0.4531264	0.03184266	0.6191836	0.3063083	4.19595	3.59841	2.31399	2.97595	2.72472	1.6482	2.01298	2.32301	1.62515	3.24752	-4.709813	0.01070237	0.0207936	0.00954822	0.00283146	0.00873578	0.00617277	0.042044	0.00565709	0.00925416	0.00717199	0.0122314	0.00880796	0.00541556	0.00686273	0.006183	0.0195764	0.00914165	0.0115689	0.0376243	0.00990731	0.00800455	0.0160798	0.00560745	0.0229125	0.00353515	0.0128589	0.0162095	0.0140301	0.0137465	0.0340286	0.00910412	0.00796676	0.00816891	0.00595024	0.00464635	0.00184325	0.00362882	0.00501561	0.0145799	0.00662012	0.0207751	0.00773835	0.00320317	0.00288188	0.0118288	0.00764537	0.0250309	0.0137505	0.0169618	0.00204469	0.00775986	1	0.24277	0.434451	0.265759	0.186005	0.145477	0.143117	1.05324	0.28453	0.23906	6.466057	0.09416699
9280	-38380.69	-38440.17	59.47957	2.85358	3.148183	1.429937	5.856607	1.596559	1.705965	0.0400489	0.519329	0.119963	0.396404	0.440701	0.278265	0.683862	0.0953076	1.27481	0.165878	0.5200633	-5.856607	0.4433929	0.1862542	0.6620162	0.3338091	3.33105	3.07022	2.33971	3.20574	2.74411	2.15847	2.69358	1.87252	2.59023	3.40672	-4.619134	0.0117182	0.0190491	0.00802693	0.00617152	0.0110453	0.00740246	0.0408152	0.00606781	0.00772079	0.00506704	0.0144757	0.00624039	0.00806761	0.00841489	0.00450166	0.0221123	0.0149683	0.00319653	0.0133506	0.00919233	0.00535759	0.0176113	0.00886631	0.0366244	0.0085188	0.0150531	0.0228051	0.0090691	0.0178268	0.0185581	0.00324312	0.0110026	0.0113381	0.008873	0.00611795	0.00427315	0.00405923	0.0134131	0.00636767	0.00914246	0.0190004	0.00218843	0.00723629	0.00944625	0.0191181	0.00740695	0.00290017	0.0136745	0.00687471	0.00562434	0.00572853	1	0.227752	0.452561	0.322002	0.177737	0.135447	0.156782	1.02571	0.262454	0.226464	6.518623	0.3581375
9300	-38388.06	-38442.02	53.96335	2.669358	1.929125	1.397185	5.246647	1.402369	1.461099	0.0455191	0.494448	0.134622	0.454024	0.284522	5.25521	0.926422	0.107483	0.569999	0.264767	0.5139328	-5.246647	1.053353	0.1420625	0.218418	0.3718703	4.06407	3.42812	2.31571	3.17963	2.38784	2.01308	2.95854	1.90563	1.40667	3.36976	-4.661782	0.01122895	0.011256	0.00792325	0.00434616	0.0129565	0.00390015	0.0335407	0.00569364	0.00955443	0.00694751	0.010244	0.0071944	0.0075619	0.00741125	0.00611034	0.0215682	0.0159229	0.00457629	0.0201133	0.0347181	0.0204098	0.0343648	0.016135	0.0326674	0.00656832	0.0154796	0.0238341	0.00756089	0.0352771	0.0267488	0.00712005	0.00488312	0.0155283	0.00908888	0.0103694	0.015615	0.00543193	0.00721336	0.0180332	0.00631474	0.0210302	0.00532431	0.00570979	0.0055112	0.0193092	0.0093957	0.00500509	0.010204	0.00872442	0.0127023	0.00826479	1	0.210821	0.428112	0.314253	0.204312	0.163374	0.165034	1.04919	0.27243	0.256704	5.465065	0.2764224
9320	-38410.79	-38450.6	39.81547	2.861128	1.196214	1.03727	3.733474	0.9099946	1.082156	0.0719825	0.504332	0.187934	0.330162	0.180784	0.164784	0.582415	0.0962643	2.62883	0.259636	1.178807	-3.733474	2.566526	0.3216863	0.1923126	0.8571211	3.49095	3.28963	2.20014	1.91017	3.23512	1.54421	2.39211	2.03133	1.74334	3.52725	-3.917221	0.02364276	0.0206665	0.010821	0.00630034	0.0117689	0.00646729	0.0603652	0.00870308	0.0147386	0.0102163	0.0207147	0.017208	0.0126405	0.0114831	0.00957541	0.0311491	0.018884	0.00767956	0.0334464	0.0247638	0.0197175	0.0518592	0.0194185	0.0766309	0.0173815	0.0234303	0.0256714	0.00656911	0.0134724	0.0681384	0.0199101	0.0221615	0.0157001	0.0139067	0.00927174	0.0216772	0.008996	0.00719152	0.012569	0.014823	0.00606843	0.0162725	0.0160477	0.00728309	0.0329503	0.0140823	0.02096	0.0146672	0.0199127	0.0163768	0.00995775	1	0.208229	0.445349	0.307762	0.187846	0.120659	0.141684	0.959756	0.227482	0.228806	3.925787	0.2728913
9340	-38396.6	-38451.8	55.19654	2.434534	1.787257	1.023423	3.461085	0.9776312	1.057468	0.0688793	0.65352	0.117086	0.277751	0.302289	0.265474	0.99687	0.113175	1.07582	0.185669	0.6363564	-3.461085	2.838915	0.09622888	0.3542044	0.5401275	2.94312	3.87169	2.58855	2.28717	2.88103	2.31411	2.273	2.28942	1.68826	3.06272	-4.515187	0.01300183	0.0209157	0.0112357	0.00590709	0.00944649	0.00624477	0.0410305	0.0126209	0.0221099	0.00860104	0.00728002	0.00644613	0.00884271	0.00778465	0.00796176	0.0223907	0.0148892	0.00795622	0.0470741	0.0253102	0.0167876	0.0304834	0.00832071	0.0320898	0.00472705	0.0135264	0.0229084	0.0114525	0.0182203	0.0553378	0.0102486	0.00706739	0.0098295	0.00747955	0.00546919	0.00302739	0.0113841	0.0182998	0.0228755	0.00426405	0.0101658	0.0122832	0.014355	0.0150944	0.0162412	0.0108052	0.00859815	0.0193751	0.0121832	0.00915229	0.00846335	1	0.258225	0.616197	0.366617	0.216309	0.120676	0.196576	1.23969	0.34174	0.293108	3.815289	0.1512185
9360	-38378.95	-38445.22	66.26869	2.820052	2.170023	1.405005	4.914406	1.524511	1.711553	0.0723435	0.394216	0.13839	0.373891	0.288837	0.203192	0.32292	0.0988347	0.926873	0.233291	0.3697632	-4.914406	1.385594	0.0789622	0.6003019	0.290801	2.88801	3.05629	2.38825	2.43216	2.67725	2.46551	2.01235	2.24861	1.52788	2.99772	-4.870034	0.009117936	0.0169769	0.00591136	0.00454594	0.00568471	0.00614217	0.0303325	0.00846575	0.00950315	0.00422685	0.00682338	0.00282971	0.00982453	0.0112384	0.00460584	0.0185035	0.00754123	0.00293648	0.0118589	0.0140329	0.00608767	0.0130752	0.00533723	0.0256456	0.0049766	0.0132666	0.0187747	0.0063106	0.0168998	0.0245588	0.0283332	0.0121093	0.00748599	0.00713028	0.00160509	0.00393056	0.00785129	0.00585971	0.00591258	0.00603336	0.00196279	0.00600163	0.0100694	0.00245311	0.0119858	0.00647086	0.00960292	0.0140695	0.0109852	0.00614186	0.00629246	1	0.236207	0.580197	0.33367	0.236647	0.191293	0.190956	1.42523	0.331713	0.295702	5.514708	0.213548
9380	-38395.84	-38458.41	62.56236	3.544786	2.741676	1.41789	5.007044	1.577908	1.750704	0.0232456	0.36698	0.192467	0.372648	0.35997	0.0734654	0.180376	0.119138	1.73494	0.212635	0.4045944	-5.007044	1.292956	0.1900602	0.6892818	0.2145342	3.35069	3.41829	2.96775	2.1377	2.98824	1.73761	1.9185	1.79023	1.63515	2.86219	-4.866794	0.009147528	0.020229	0.0122849	0.00925039	0.00753025	0.00489242	0.0322128	0.0055359	0.0057351	0.00539686	0.00662106	0.00351006	0.00518916	0.00720907	0.00436626	0.018097	0.00952004	0.00407778	0.0175469	0.0125857	0.00972044	0.0162298	0.00616168	0.02302	0.00475807	0.0142961	0.0176833	0.0057955	0.0138343	0.0378975	0.00602323	0.00526662	0.0138298	0.00623709	0.00325116	0.0119602	0.00365062	0.0184146	0.00557277	0.00751544	0.0116892	0.00450653	0.0070782	0.00381913	0.0149499	0.0151362	0.00622753	0.0135295	0.00494664	0.028544	0.00538812	1	0.227658	0.53252	0.354893	0.211085	0.151942	0.195495	1.2643	0.28241	0.302009	5.696326	0.4697548
9400	-38398.49	-38454.36	55.87285	2.193505	1.782605	1.093603	3.670476	1.044391	1.180078	0.00711254	0.575558	0.135751	0.478273	0.234255	0.140242	0.743213	0.110593	1.61333	0.406083	0.7599408	-3.670476	2.629524	0.2136188	0.8932157	0.546322	3.24496	3.74059	2.51865	2.67356	3.06266	0.897844	2.84076	2.15631	2.09833	3.27244	-4.56514	0.01236832	0.0194928	0.0108961	0.00675232	0.0107042	0.00623129	0.0442726	0.0182998	0.0178864	0.00903117	0.0111483	0.00805681	0.00760491	0.00724279	0.00624837	0.0236121	0.0142274	0.00306804	0.0171496	0.0148157	0.00801127	0.0208724	0.0071661	0.0422975	0.00650474	0.0271464	0.0285408	0.0110735	0.0200089	0.0371508	0.0218337	0.0133173	0.0144498	0.0118973	0.00474023	0.00463103	0.00337885	0.00895605	0.0126109	0.00405301	0.00382053	0.00659042	0.0107573	0.00457207	0.0203485	0.0199758	0.0113066	0.0155077	0.00854083	0.0149246	0.00630479	1	0.259179	0.491677	0.316284	0.219692	0.154528	0.193572	1.45933	0.270905	0.257015	4.563691	0.2810993
9420	-38398.71	-38444.69	45.97316	1.957227	1.844505	0.739022	4.126315	1.127643	1.162269	0.0217737	0.453959	0.159793	0.460545	0.195706	21.9718	0.409186	0.115699	0.567257	0.249578	0.699352	-4.126315	2.173685	0.2948267	0.8221356	0.4045254	3.2055	3.05224	2.29733	2.66241	3.01857	1.01381	2.63855	2.008	1.87323	3.08447	-4.313081	0.01591396	0.0239703	0.0154318	0.00490716	0.00970311	0.0060011	0.0295227	0.00692239	0.00721215	0.00891429	0.0166965	0.00800557	0.0154843	0.0144024	0.0104862	0.043544	0.0147188	0.00292281	0.0121821	0.0165646	0.0106135	0.0247043	0.00971794	0.0429968	0.00721365	0.0240054	0.0320422	0.0187519	0.0304936	0.0333124	0.0178916	0.0213702	0.011643	0.0149347	0.00852892	0.0652777	0.007822	0.010839	0.00315021	0.023022	0.0092577	0.0103567	0.0173645	0.0164575	0.0136409	0.0106107	0.0124586	0.0165616	0.00482012	0.00597587	0.00804	1	0.210403	0.470535	0.276402	0.172998	0.159654	0.148352	1.08972	0.267667	0.276699	4.94845	0.4215712
9440	-38385.89	-38442.93	57.04372	3.194533	2.470618	1.512185	5.776696	1.672209	1.840036	0.0750758	0.394404	0.139195	0.322567	0.201078	8.04088	0.414082	0.108544	1.18558	0.326973	0.3834263	-5.776696	0.523304	0.02893362	2.322483	0.3544927	5.45675	3.61381	2.42069	2.78524	2.84578	1.32316	2.05739	1.87695	1.30211	3.02418	-4.82111	0.009575119	0.0165462	0.00967441	0.00732787	0.00638948	0.00331393	0.0238344	0.00657567	0.00705871	0.00448805	0.0141993	0.0093555	0.0121239	0.01189	0.00843474	0.0192102	0.0115956	0.00327122	0.0106878	0.011688	0.00741682	0.0262618	0.00961789	0.0461311	0.0045112	0.0144818	0.022659	0.005607	0.0220209	0.0247511	0.00475838	0.0156057	0.00724631	0.00846221	0.00285422	0.0105897	0.00581681	0.00314198	0.00536252	0.00709094	0.00916549	0.0105993	0.00618822	0.00857926	0.0137443	0.0069838	0.00509442	0.0147945	0.0045299	0.0225849	0.00351149	1	0.192344	0.490493	0.306037	0.17252	0.127998	0.149573	1.13735	0.289053	0.226568	8.099179	0.0754607
9460	-38411.68	-38452.28	40.59368	2.767402	1.644984	1.263734	4.930008	1.520904	1.708923	0.0266574	0.693044	0.136171	0.51827	0.285611	9.58791	0.329265	0.121255	0.786677	0.2339	0.4358608	-4.930008	1.369992	0.09664186	1.387866	0.3392189	3.9695	3.49632	2.41981	2.71729	2.38113	1.61819	2.25767	1.87966	2.141	2.74008	-4.505603	0.01312705	0.0328303	0.0147501	0.0137264	0.00863972	0.00505788	0.032156	0.00972365	0.0125114	0.00757672	0.0112198	0.00739919	0.0137292	0.0154605	0.009918	0.0244883	0.0129492	0.00452609	0.0138555	0.0230709	0.018886	0.0290698	0.0116856	0.0444023	0.0070176	0.0235964	0.0273419	0.0378143	0.0193087	0.0341426	0.029151	0.0115561	0.00571981	0.0113897	0.0120141	0.00236371	0.00628748	0.00579051	0.00334242	0.00440207	0.0163877	0.0213265	0.00355714	0.00614832	0.0234431	0.00603462	0.00447325	0.0246283	0.00793502	0.0194935	0.00449518	1	0.179913	0.396889	0.239738	0.169436	0.130747	0.13825	1.04195	0.312645	0.231086	6.317873	0.2217264
9480	-38393.15	-38449.94	56.78953	4.08231	2.731488	1.177698	5.629661	1.596013	1.662918	0.00281263	0.455608	0.164989	0.474039	0.312385	8.96529	0.234817	0.124026	0.559862	0.378199	0.2828161	-5.629661	0.6703395	0.132562	0.4992926	0.1502541	4.31381	3.4192	2.73809	2.56685	2.76589	2.4465	2.38412	2.1427	1.7799	2.904	-4.637494	0.01150502	0.0113647	0.00407601	0.0041317	0.00622033	0.00451019	0.0295018	0.00580297	0.00833924	0.00586982	0.0130901	0.00862091	0.00742351	0.00648786	0.00635603	0.0231729	0.00819515	0.00424532	0.0105693	0.0295363	0.0183784	0.0197199	0.00863082	0.0219214	0.0037158	0.011971	0.0164873	0.00764879	0.0132941	0.045421	0.008468	0.00389797	0.00814788	0.00703908	0.0111642	0.00572085	0.00639194	0.00612986	0.00206194	0.00356572	0.00617592	0.0173024	0.00685324	0.0103646	0.0106498	0.00572116	0.0103984	0.0144149	0.0111404	0.00982747	0.00589214	1	0.202961	0.475524	0.254481	0.173634	0.136725	0.179781	1.30961	0.287715	0.232038	6.128953	0.4687216
9500	-38406.01	-38452.72	46.7113	2.487674	1.4467	0.6669678	3.095818	0.8991399	0.9541834	0.0883282	0.326266	0.0420179	0.432251	0.182147	0.72004	0.390697	0.0993466	0.636911	0.289188	0.8606182	-3.095818	3.204182	0.2069816	0.2427406	0.6536366	4.65535	3.51552	2.42795	2.9736	2.62457	2.59953	2.05691	1.7305	1.17727	3.20075	-4.09847	0.01972344	0.0198923	0.0117425	0.0108573	0.01457	0.0115946	0.0607266	0.00644913	0.0117964	0.0112411	0.0203793	0.0171366	0.0164444	0.0200301	0.0120023	0.0455287	0.016398	0.0127496	0.0403532	0.0211874	0.0127365	0.0301705	0.0146131	0.0702104	0.0095036	0.0331323	0.0252056	0.0202439	0.0120434	0.0988768	0.0144037	0.0211777	0.0144764	0.00849276	0.0157446	0.00518686	0.0101133	0.013674	0.0060938	0.0136073	0.00549584	0.0128455	0.0153944	0.0129498	0.0165801	0.0150284	0.0084318	0.0277114	0.0256937	0.0151314	0.0101181	1	0.231085	0.429403	0.291271	0.225319	0.129067	0.165509	1.09248	0.351647	0.273052	3.338559	0.2405034
9520	-38412.1	-38451.79	39.68329	1.633017	1.584124	0.4895756	2.590088	0.6838665	0.7167967	0.0817681	0.23307	0.119197	0.296861	0.271394	0.565302	0.575239	0.0793548	0.647073	0.223295	0.948835	-2.590088	3.709912	0.313633	0.546593	0.635202	4.23527	3.86229	2.41908	2.3271	3.71836	2.39598	2.28091	1.97436	1.4304	3.10155	-3.902981	0.02398184	0.0363992	0.0227756	0.018912	0.0202988	0.0114868	0.061192	0.0144563	0.0160121	0.0160702	0.0228178	0.0168201	0.015919	0.0186847	0.0133029	0.0461423	0.0241435	0.0144766	0.0531058	0.020907	0.0161409	0.0336811	0.0180348	0.0773341	0.0145053	0.0376267	0.0361351	0.019741	0.0249911	0.0620084	0.0115768	0.0187027	0.0447494	0.0138252	0.0205276	0.0102657	0.0190656	0.0253352	0.00935619	0.0200284	0.00707578	0.0187458	0.0258862	0.0398678	0.0234906	0.0104219	0.00910795	0.0281902	0.0120506	0.0687915	0.0086542	1	0.210585	0.50556	0.291981	0.192966	0.168814	0.154107	1.05953	0.302142	0.236	3.136681	0.3305454
