Iteration	Posterior	Likelihood	Prior	m_b[2][1][1]	m_b[2][1][2]	m_b[2][1][3]	m_b[2][1][4]	m_b[2][1][5]	m_b[2][1][6]	m_b[2][1][7]	m_b[2][2][1]	m_b[2][2][2]	m_b[2][2][3]	m_b[2][2][4]	m_b[2][2][5]	m_b[2][2][6]	m_b[2][2][7]	m_b[2][3][1]	m_b[2][3][2]	m_b[2][3][3]	m_b[2][3][4]	m_b[2][3][5]	m_b[2][3][6]	m_b[2][3][7]	m_b[2][4][1]	m_b[2][4][2]	m_b[2][4][3]	m_b[2][4][4]	m_b[2][4][5]	m_b[2][4][6]	m_b[2][4][7]	m_b[2][5][1]	m_b[2][5][2]	m_b[2][5][3]	m_b[2][5][4]	m_b[2][5][5]	m_b[2][5][6]	m_b[2][5][7]	m_b[2][6][1]	m_b[2][6][2]	m_b[2][6][3]	m_b[2][6][4]	m_b[2][6][5]	m_b[2][6][6]	m_b[2][6][7]	m_b[2][7][1]	m_b[2][7][2]	m_b[2][7][3]	m_b[2][7][4]	m_b[2][7][5]	m_b[2][7][6]	m_b[2][7][7]	m_d[2][1][1]	m_d[2][1][2]	m_d[2][1][3]	m_d[2][1][4]	m_d[2][1][5]	m_d[2][1][6]	m_d[2][1][7]	m_d[2][2][1]	m_d[2][2][2]	m_d[2][2][3]	m_d[2][2][4]	m_d[2][2][5]	m_d[2][2][6]	m_d[2][2][7]	m_d[2][3][1]	m_d[2][3][2]	m_d[2][3][3]	m_d[2][3][4]	m_d[2][3][5]	m_d[2][3][6]	m_d[2][3][7]	m_d[2][4][1]	m_d[2][4][2]	m_d[2][4][3]	m_d[2][4][4]	m_d[2][4][5]	m_d[2][4][6]	m_d[2][4][7]	m_d[2][5][1]	m_d[2][5][2]	m_d[2][5][3]	m_d[2][5][4]	m_d[2][5][5]	m_d[2][5][6]	m_d[2][5][7]	m_d[2][6][1]	m_d[2][6][2]	m_d[2][6][3]	m_d[2][6][4]	m_d[2][6][5]	m_d[2][6][6]	m_d[2][6][7]	m_d[2][7][1]	m_d[2][7][2]	m_d[2][7][3]	m_d[2][7][4]	m_d[2][7][5]	m_d[2][7][6]	m_d[2][7][7]	m_e[2][1][1]	m_e[2][1][2]	m_e[2][1][3]	m_e[2][1][4]	m_e[2][1][5]	m_e[2][1][6]	m_e[2][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	r_b[2][1][1]	r_b[2][1][2]	r_b[2][1][3]	r_b[2][1][4]	r_b[2][1][5]	r_b[2][1][6]	r_b[2][1][7]	r_b[2][2][1]	r_b[2][2][2]	r_b[2][2][3]	r_b[2][2][4]	r_b[2][2][5]	r_b[2][2][6]	r_b[2][2][7]	r_b[2][3][1]	r_b[2][3][2]	r_b[2][3][3]	r_b[2][3][4]	r_b[2][3][5]	r_b[2][3][6]	r_b[2][3][7]	r_b[2][4][1]	r_b[2][4][2]	r_b[2][4][3]	r_b[2][4][4]	r_b[2][4][5]	r_b[2][4][6]	r_b[2][4][7]	r_b[2][5][1]	r_b[2][5][2]	r_b[2][5][3]	r_b[2][5][4]	r_b[2][5][5]	r_b[2][5][6]	r_b[2][5][7]	r_b[2][6][1]	r_b[2][6][2]	r_b[2][6][3]	r_b[2][6][4]	r_b[2][6][5]	r_b[2][6][6]	r_b[2][6][7]	r_b[2][7][1]	r_b[2][7][2]	r_b[2][7][3]	r_b[2][7][4]	r_b[2][7][5]	r_b[2][7][6]	r_b[2][7][7]	r_d[2][1][1]	r_d[2][1][2]	r_d[2][1][3]	r_d[2][1][4]	r_d[2][1][5]	r_d[2][1][6]	r_d[2][1][7]	r_d[2][2][1]	r_d[2][2][2]	r_d[2][2][3]	r_d[2][2][4]	r_d[2][2][5]	r_d[2][2][6]	r_d[2][2][7]	r_d[2][3][1]	r_d[2][3][2]	r_d[2][3][3]	r_d[2][3][4]	r_d[2][3][5]	r_d[2][3][6]	r_d[2][3][7]	r_d[2][4][1]	r_d[2][4][2]	r_d[2][4][3]	r_d[2][4][4]	r_d[2][4][5]	r_d[2][4][6]	r_d[2][4][7]	r_d[2][5][1]	r_d[2][5][2]	r_d[2][5][3]	r_d[2][5][4]	r_d[2][5][5]	r_d[2][5][6]	r_d[2][5][7]	r_d[2][6][1]	r_d[2][6][2]	r_d[2][6][3]	r_d[2][6][4]	r_d[2][6][5]	r_d[2][6][6]	r_d[2][6][7]	r_d[2][7][1]	r_d[2][7][2]	r_d[2][7][3]	r_d[2][7][4]	r_d[2][7][5]	r_d[2][7][6]	r_d[2][7][7]	r_e[2][1]	r_e[2][2]	r_e[2][3]	r_e[2][4]	r_e[2][5]	r_e[2][6]	r_e[2][7]	r_w[2][1]	r_w[2][2]	r_w[2][3]	r_w[2][4]	r_w[2][5]	r_w[2][6]	r_w[2][7]	rho_b	rho_d	rho_e	rho_w
0	-93130.64	-92985.14	-145.4954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1000	1	1	1	1	1	1	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	100	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1
10	-38695.66	-38697.85	2.188572	1.43099	0.0188613	0.0980944	0.209425	0.510144	1	21018.4	0.453323	1.43099	0.0210992	0.031342	0.0421716	1	8.88405	2.35766	0.507111	1.43099	0.0058492	0.00797534	1	2.91422	5.03344	0.753292	0.140583	1.43099	0.00440419	1	2.7282	12.2611	1.01358	0.191684	0.105853	1.43099	1	3.33616	1	1	1	1	1	1	1	874.508	0.369636	0.121251	0.113511	0.138806	1	17.4423	9.91445	9.91445	9.91445	9.91445	9.91445	0	0.250705	1	9.91445	9.91445	9.91445	9.91445	0	0.250705	1	1	9.91445	9.91445	9.91445	0	0.250705	1	1	1	9.91445	9.91445	0	0.250705	1	1	1	1	9.91445	0	0.250705	0	0	0	0	0	0	0	2.4856	2.4856	2.4856	2.4856	2.4856	0	2.4856	2.18044	2.17534	2.17048	2.16903	2.16701	1000	2.17074	4.58655	4.56562	12.8737	3.04658	3.04106	0	4.54677	0.0121478	0.000160115	0.000832731	0.00177782	0.00433065	0.00848908	178.427	0.0038483	0.0121478	0.000179113	0.000266065	0.000357998	0.00848908	0.0754174	0.0200143	0.0043049	0.0121478	4.96543e-05	6.77033e-05	0.00848908	0.0247391	0.0427293	0.00639475	0.00119342	0.0121478	3.73875e-05	0.00848908	0.0231599	0.104085	0.00860433	0.00162722	0.000898594	0.0121478	0.00848908	0.0283209	0.00848908	0.00848908	0.00848908	0.00848908	0.00848908	0.00848908	0.00848908	7.42376	0.00313787	0.00102931	0.000963607	0.00117834	0.00848908	0.148069	0.294131	0.294131	0.294131	0.294131	0.294131	0	0.00743765	0.029667	0.294131	0.294131	0.294131	0.294131	0	0.00743765	0.029667	0.029667	0.294131	0.294131	0.294131	0	0.00743765	0.029667	0.029667	0.029667	0.294131	0.294131	0	0.00743765	0.029667	0.029667	0.029667	0.029667	0.294131	0	0.00743765	0	0	0	0	0	0	0	0.0737402	0.0737402	0.0737402	0.0737402	0.0737402	0	0.0737402	0.0271761	0.0271126	0.027052	0.0270339	0.0270088	12.4636	0.0270552	0.159901	0.159171	0.448815	0.106213	0.10602	0	0.158514	0.008489078	0.02966696	0.0124636	0.03486292
20	-38490.31	-38484.17	-6.14596	17.0631	0.590855	2.21633	4.07142	8.3136	1	2928.47	0.590855	17.0631	0.646433	0.887811	1.12634	1	5.77069	2.21633	0.646433	17.0631	0.231117	0.296328	1	2.36102	4.07142	0.887811	0.231117	17.0631	0.18411	1	2.23941	8.3136	1.12634	0.296328	0.18411	17.0631	1	2.63136	1	1	1	1	1	1	1	2928.47	5.77069	2.36102	2.23941	2.63136	1	113.88	0.3555	24.2868	4.61546	2.15022	0.877122	0	0.000480012	1.93654	0.3555	21.6936	14.5631	10.8006	0	1.20042	0.36802	1.72977	0.3555	78.9569	57.7847	0	3.68837	0.171451	1.16121	6.29574	0.3555	105.058	0	3.94168	0.0699386	0.861198	4.60755	8.37694	0.3555	0	3.21885	0	0	0	0	0	0	0	0.00601999	15.0549	46.2571	49.4338	40.3686	0	0.3555	1.93667	1.81811	0.606842	0.1254	0.000245191	1000	0.716604	3.21492	3.20367	8.60818	4.12419	4.11846	0	3.19352	0.433306	0.0150043	0.0562822	0.103391	0.211118	0.0253943	74.3665	0.0150043	0.433306	0.0164157	0.0225453	0.0286025	0.0253943	0.146542	0.0562822	0.0164157	0.433306	0.00586905	0.00752504	0.0253943	0.0599564	0.103391	0.0225453	0.00586905	0.433306	0.00467534	0.0253943	0.0568682	0.211118	0.0286025	0.00752504	0.00467534	0.433306	0.0253943	0.0668215	0.0253943	0.0253943	0.0253943	0.0253943	0.0253943	0.0253943	0.0253943	74.3665	0.146542	0.0599564	0.0568682	0.0668215	0.0253943	2.89191	0.0019318	0.131976	0.0250806	0.0116844	0.00476632	0	2.60841e-06	0.0105233	0.0019318	0.117884	0.0791367	0.0586908	0	0.00652316	0.00199984	0.00939965	0.0019318	0.429055	0.314005	0	0.0200428	0.000931674	0.00631008	0.0342114	0.0019318	0.57089	0	0.0214193	0.00038005	0.00467979	0.0250376	0.0455207	0.0019318	0	0.0174914	0	0	0	0	0	0	0	3.27129e-05	0.081809	0.251363	0.268626	0.219365	0	0.0019318	0.0569351	0.0534494	0.0178402	0.00368655	7.20822e-06	29.3984	0.021067	0.219013	0.218246	0.586422	0.280955	0.280565	0	0.217555	0.02539429	0.005434048	0.0293984	0.06812379
30	-38503.6	-38474.41	-29.19329	8.3548	0.269913	1.04046	1.93546	4.01073	1	3989.93	0.584475	8.3548	0.29585	0.408989	0.521425	1	6.91407	2.25303	0.64064	8.3548	0.103553	0.133454	1	2.77714	4.19108	0.885634	0.224236	8.3548	0.0821054	1	2.63122	8.68492	1.1291	0.288984	0.177793	8.3548	1	3.10206	1	1	1	1	1	1	1	1842.56	3.19294	1.28249	1.21511	1.43254	1	67.0094	0.932792	21.8309	6.32127	3.57439	1.83036	0	0.00333348	1.63771	0.932792	20.0664	14.9034	11.9233	0	1.14608	0.474207	1.50534	0.932792	52.6311	41.6915	0	2.64901	0.268142	1.11802	3.94826	0.932792	65.1365	0	2.78365	0.137309	0.894461	3.1276	4.88639	0.932792	0	2.39302	0	0	0	0	0	0	0	0.0444359	15.2775	35.3118	37.1066	31.8994	0	0.932792	1	1	1	0.0447167	0.0447167	1000	1	5.62409	5.59499	5.56732	0.116205	0.115966	0	5.56881	0.862174	0.0278537	0.10737	0.19973	0.413887	0.103195	411.741	0.0603149	0.862174	0.0305303	0.0422056	0.0538084	0.103195	0.713497	0.232501	0.0661109	0.862174	0.0106862	0.0137718	0.103195	0.286587	0.432499	0.091393	0.0231401	0.862174	0.00847287	0.103195	0.271529	0.896241	0.116518	0.0298217	0.0183473	0.862174	0.103195	0.320117	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	190.143	0.329496	0.132347	0.125393	0.147831	0.103195	6.91503	0.0090405	0.211583	0.061265	0.0346425	0.0177396	0	3.23076e-05	0.0158724	0.0090405	0.194481	0.144442	0.115559	0	0.0111077	0.00459596	0.0145895	0.0090405	0.510094	0.404069	0	0.0256739	0.0025988	0.0108357	0.038266	0.0090405	0.631295	0	0.0269788	0.00133079	0.008669	0.0303123	0.0473582	0.0090405	0	0.0231928	0	0	0	0	0	0	0	0.000430667	0.148067	0.342238	0.359632	0.309165	0	0.0090405	0.0283126	0.0283126	0.0283126	0.00126605	0.00126605	28.3126	0.0283126	0.779439	0.775406	0.771572	0.0161047	0.0160717	0	0.771778	0.103195	0.009691871	0.02831264	0.1385894
40	-38483.5	-38467.53	-15.96972	4.40052	1.0707	1.43672	1.64463	1.92732	1	3.79436	0.456641	4.40052	1.09235	1.17226	1.23598	1	0.950884	0.612742	0.465872	4.40052	0.868336	0.918016	1	0.779266	0.701413	0.499954	0.370335	4.40052	0.824892	1	0.770124	0.821977	0.527131	0.391523	0.351806	4.40052	1	0.798337	1	1	1	1	1	1	1	8.89677	2.22957	1.82717	1.80574	1.87189	1	8.41891	1.53399	39.324	10.9861	6.11069	3.06924	0	0.0028272	1.66121	1.53399	36.0577	26.5511	21.1056	0	1.1506	0.464098	1.52322	1.53399	97.2445	76.5153	0	2.7246	0.25814	1.12163	4.108	1.53399	121.094	0	2.86718	0.129657	0.891584	3.23232	5.11548	1.53399	0	2.45409	0	0	0	0	0	0	0	0.0669254	27.237	64.4967	67.8719	58.0931	0	1.53399	3.86727	3.94155	5.9357	27.34	287.082	1000	5.57618	4.15941	4.14164	5.13993	5.13364	5.12494	0	4.12564	0.209628	0.0510052	0.0684411	0.0783454	0.0918119	0.0476372	0.180753	0.0217531	0.209628	0.0520363	0.0558431	0.0588787	0.0476372	0.0452975	0.0291893	0.0221928	0.209628	0.0413651	0.0437317	0.0476372	0.037122	0.0334133	0.0238164	0.0176417	0.209628	0.0392955	0.0476372	0.0366866	0.0391567	0.025111	0.018651	0.0167591	0.209628	0.0476372	0.0380305	0.0476372	0.0476372	0.0476372	0.0476372	0.0476372	0.0476372	0.0476372	0.423817	0.10621	0.0870413	0.0860202	0.0891714	0.0476372	0.401053	0.0136887	0.350911	0.0980355	0.0545292	0.0273886	0	2.52288e-05	0.0148239	0.0136887	0.321764	0.236931	0.188337	0	0.0102675	0.00414142	0.0135926	0.0136887	0.867769	0.68279	0	0.0243132	0.00230354	0.0100089	0.0366581	0.0136887	1.08059	0	0.0255855	0.00115701	0.00795612	0.0288438	0.0456484	0.0136887	0	0.0218993	0	0	0	0	0	0	0	0.000597214	0.243052	0.575541	0.60566	0.518398	0	0.0136887	0.0905709	0.0923105	0.139013	0.640299	6.72341	23.4198	0.130593	0.465967	0.463976	0.575812	0.575107	0.574133	0	0.462184	0.04763719	0.008923583	0.02341983	0.1120272
50	-38486.08	-38473.31	-12.76387	0.0440012	0.0440012	0.0440012	0.0440012	0.0440012	1	1	1	0.0440012	0.0440012	0.0440012	0.0440012	1	1	1	1	0.0440012	0.0440012	0.0440012	1	1	1	1	1	0.0440012	0.0440012	1	1	1	1	1	1	0.0440012	1	1	1	1	1	1	1	1	1	0.0440012	0.0440012	0.0440012	0.0440012	0.0440012	1	0.0440012	45.4138	98.1674	98.0917	98.0692	98.0475	0	0.528496	2.16162	45.4138	98.1602	98.1381	98.124	0	0.529402	2.15995	2.16146	45.4138	98.3027	98.2481	0	0.52984	2.15946	2.16098	2.1646	45.4138	98.4011	0	0.52988	2.15898	2.16067	2.1634	2.16677	45.4138	0	0.529766	0	0	0	0	0	0	0	24.001	24.0421	24.0621	24.0639	24.0587	0	11.1254	1.42456	1.42305	1.4216	1.42117	1.42057	1000	1.42168	3.85506	3.83946	3.82462	0.368464	0.367873	0	3.82542	0.000440211	0.000440211	0.000440211	0.000440211	0.000440211	0.0100045	0.0100045	0.0100045	0.000440211	0.000440211	0.000440211	0.000440211	0.0100045	0.0100045	0.0100045	0.0100045	0.000440211	0.000440211	0.000440211	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.000440211	0.000440211	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.000440211	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.0100045	0.000440211	0.000440211	0.000440211	0.000440211	0.000440211	0.0100045	0.000440211	0.170549	0.368661	0.368377	0.368292	0.368211	0	0.00198473	0.00811782	0.170549	0.368634	0.368551	0.368498	0	0.00198813	0.00811157	0.00811723	0.170549	0.369169	0.368964	0	0.00198978	0.0081097	0.0081154	0.00812901	0.170549	0.369539	0	0.00198993	0.00810791	0.00811424	0.00812449	0.00813715	0.170549	0	0.0019895	0	0	0	0	0	0	0	0.0901343	0.0902887	0.0903635	0.0903703	0.0903508	0	0.0417807	0.0365046	0.0364658	0.0364288	0.0364177	0.0364024	25.6251	0.0364308	0.40616	0.404517	0.402954	0.0388205	0.0387583	0	0.403038	0.01000452	0.003755434	0.02562514	0.1053577
60	-38498.84	-38459.57	-39.27385	0.546613	0.239042	0.330886	0.384266	0.458018	1	170.77	0.878617	0.546613	0.244386	0.26422	0.280144	1	36.9028	1.2162	0.898258	0.546613	0.189766	0.201728	1	29.6214	1.4124	0.971159	0.6975	0.546613	0.179445	1	29.2386	1.68348	1.02969	0.741465	0.659565	0.546613	1	30.4217	1	1	1	1	1	1	1	46.4609	10.04	8.05898	7.95485	8.27673	1	20.9061	7.4742	100.467	89.9986	85.5885	80.6985	0	0.267048	10.6679	7.4742	99.7121	97.1014	95.1957	0	0.445918	9.55628	10.5877	7.4742	108.903	106.542	0	0.480797	9.08801	10.3105	11.5637	7.4742	111.275	0	0.482983	8.56878	10.1081	11.3129	11.8155	7.4742	0	0.476368	0	0	0	0	0	0	0	2.51499	4.19954	4.52802	4.5486	4.48631	0	0.322539	2.57845	2.57113	0.646158	31.5915	31.5559	1000	2.56452	5.2913	5.26489	5.23977	3.49571	3.48878	0	5.24112	0.0246209	0.0107671	0.0149039	0.0173083	0.0206303	0.0450425	7.69193	0.0395751	0.0246209	0.0110078	0.0119011	0.0126184	0.0450425	1.66219	0.0547805	0.0404598	0.0246209	0.00854756	0.00908633	0.0450425	1.33422	0.063618	0.0437435	0.0314172	0.0246209	0.00808268	0.0450425	1.31698	0.0758281	0.0463799	0.0333975	0.0297085	0.0246209	0.0450425	1.37027	0.0450425	0.0450425	0.0450425	0.0450425	0.0450425	0.0450425	0.0450425	2.09272	0.452227	0.362997	0.358306	0.372805	0.0450425	0.941664	0.0382389	0.514003	0.460444	0.437881	0.412864	0	0.00136625	0.0545782	0.0382389	0.51014	0.496783	0.487033	0	0.00228137	0.0488911	0.0541679	0.0382389	0.557164	0.54508	0	0.00245982	0.0464954	0.0527497	0.0591611	0.0382389	0.569297	0	0.002471	0.0438389	0.0517144	0.057878	0.0604495	0.0382389	0	0.00243716	0	0	0	0	0	0	0	0.012867	0.0214854	0.0231659	0.0232712	0.0229525	0	0.00165015	0.0340221	0.0339254	0.00852591	0.416843	0.416373	13.1948	0.0338383	0.551169	0.548417	0.545801	0.364131	0.36341	0	0.545942	0.04504254	0.005116124	0.01319477	0.1041651
70	-38494.04	-38456.52	-37.51672	1	0.830708	0.830862	0.830908	0.830952	1	19.3598	0.830708	1	0.830723	0.830768	0.830797	1	19.3518	0.830862	0.830723	1	0.830433	0.830544	1	19.348	0.830908	0.830768	0.830433	1	0.830233	1	19.3476	0.830952	0.830797	0.830544	0.830233	1	1	19.3486	1	1	1	1	1	1	1	19.3598	19.3518	19.348	19.3476	19.3486	1	23.294	0.0537236	19.8372	5.06594	2.70479	1.29503	0	0.0149581	19.8372	0.0537236	18.0776	13.0259	10.1881	0	9.23842	5.06594	18.0776	0.0537236	52.4236	40.5051	0	23.2684	2.70479	13.0259	52.4236	0.0537236	66.4795	0	24.5777	1.29503	10.1881	40.5051	66.4795	0.0537236	0	20.7994	0	0	0	0	0	0	0	0.0149581	9.23842	23.2684	24.5777	20.7994	0	0.0370763	4.77895	4.75655	4.73524	4.72889	4.72009	1000	4.73639	13.5459	12.1564	10.4689	0.152462	5.47178e-06	0	2.62797	0.0204058	0.0169513	0.0169544	0.0169553	0.0169562	0.0204058	0.395052	0.0169513	0.0204058	0.0169515	0.0169525	0.0169531	0.0204058	0.39489	0.0169544	0.0169515	0.0204058	0.0169456	0.0169479	0.0204058	0.394811	0.0169553	0.0169525	0.0169456	0.0204058	0.0169416	0.0204058	0.394804	0.0169562	0.0169531	0.0169479	0.0169416	0.0204058	0.0204058	0.394824	0.0204058	0.0204058	0.0204058	0.0204058	0.0204058	0.0204058	0.0204058	0.395052	0.39489	0.394811	0.394804	0.394824	0.0204058	0.475333	0.000318288	0.117527	0.0300134	0.0160247	0.00767249	0	8.86198e-05	0.117527	0.000318288	0.107102	0.0771726	0.06036	0	0.0547335	0.0300134	0.107102	0.000318288	0.310586	0.239975	0	0.137855	0.0160247	0.0771726	0.310586	0.000318288	0.393861	0	0.145612	0.00767249	0.06036	0.239975	0.393861	0.000318288	0	0.123227	0	0	0	0	0	0	0	8.86198e-05	0.0547335	0.137855	0.145612	0.123227	0	0.00021966	0.189679	0.18879	0.187944	0.187692	0.187343	39.6904	0.187989	0.990887	0.889249	0.765805	0.0111527	4.00263e-07	0	0.192237	0.02040578	0.00592455	0.03969045	0.07315052
80	-38484.53	-38453.29	-31.24019	22.4676	0.561457	2.39419	4.66536	10.2094	1	791.633	0.561457	22.4676	0.619649	0.877623	1.13941	1	0.852533	2.39419	0.619649	22.4676	0.200507	0.263354	1	0.319844	4.66536	0.877623	0.200507	22.4676	0.156242	1	0.301818	10.2094	1.13941	0.263354	0.156242	22.4676	1	0.360235	1	1	1	1	1	1	1	791.633	0.852533	0.319844	0.301818	0.360235	1	22.4676	0.0266054	15.8672	2.92152	1.34185	0.538387	0	0.00337472	15.8672	0.0266054	14.1417	9.42066	6.94697	0	9.74498	2.92152	14.1417	0.0266054	52.875	38.4244	0	30.6146	1.34185	9.42066	52.875	0.0266054	70.9047	0	32.7625	0.538387	6.94697	38.4244	70.9047	0.0266054	0	26.6427	0	0	0	0	0	0	0	0.00337472	9.74498	30.6146	32.7625	26.6427	0	0.0266054	2.83207	2.82323	0.120852	0.120744	0.120594	1000	2.81526	5.55782	5.52925	19.771	1.87013	1.86632	0	5.50356	1.13293	0.0283116	0.120728	0.235252	0.514811	0.0504253	39.9183	0.0283116	1.13293	0.031246	0.0442544	0.057455	0.0504253	0.0429892	0.120728	0.031246	1.13293	0.0101106	0.0132797	0.0504253	0.0161282	0.235252	0.0442544	0.0101106	1.13293	0.00787852	0.0504253	0.0152192	0.514811	0.057455	0.0132797	0.00787852	1.13293	0.0504253	0.0181649	0.0504253	0.0504253	0.0504253	0.0504253	0.0504253	0.0504253	0.0504253	39.9183	0.0429892	0.0161282	0.0152192	0.0181649	0.0504253	1.13293	0.000208111	0.124116	0.0228525	0.0104962	0.00421134	0	2.63975e-05	0.124116	0.000208111	0.110619	0.0736898	0.0543402	0	0.0762267	0.0228525	0.110619	0.000208111	0.413596	0.300561	0	0.239472	0.0104962	0.0736898	0.413596	0.000208111	0.554627	0	0.256273	0.00421134	0.0543402	0.300561	0.554627	0.000208111	0	0.208403	0	0	0	0	0	0	0	2.63975e-05	0.0762267	0.239472	0.256273	0.208403	0	0.000208111	0.216207	0.215532	0.00922611	0.00921787	0.00920646	76.3423	0.214923	0.15079	0.150015	0.536409	0.0507387	0.0506353	0	0.149318	0.05042525	0.007822149	0.07634233	0.02713113
90	-38500.25	-38455.29	-44.96044	50.8604	0.0761641	0.476152	1.10605	2.97446	1	1994.85	0.0761641	50.8604	0.0862779	0.133962	0.186322	1	0.355778	0.476152	0.0862779	50.8604	0.0206886	0.0292284	1	0.102984	1.10605	0.133962	0.0206886	50.8604	0.0150632	1	0.0956934	2.97446	0.186322	0.0292284	0.0150632	50.8604	1	0.119707	1	1	1	1	1	1	1	1994.85	0.355778	0.102984	0.0956934	0.119707	1	140.12	0.0299846	5.12202	0.998231	0.470547	0.194625	0	0.00144352	5.12202	0.0299846	4.58285	3.09502	2.3058	0	3.19792	0.998231	4.58285	0.0299846	16.3738	12.0338	0	9.66362	0.470547	3.09502	16.3738	0.0299846	21.7164	0	10.3175	0.194625	2.3058	12.0338	21.7164	0.0299846	0	8.45007	0	0	0	0	0	0	0	0.00144352	3.19792	9.66362	10.3175	8.45007	0	0.0299846	1.90712	1.81758	0.277833	0.0845758	0.00076579	1000	0.900227	5.44214	5.41452	5.38826	0.322321	0.321672	0	5.38967	0.571419	0.000855708	0.00534959	0.0124265	0.0334182	0.0112351	22.4122	0.000855708	0.571419	0.000969337	0.00150507	0.00209334	0.0112351	0.00399719	0.00534959	0.000969337	0.571419	0.000232437	0.000328383	0.0112351	0.00115703	0.0124265	0.00150507	0.000232437	0.571419	0.000169236	0.0112351	0.00107512	0.0334182	0.00209334	0.000328383	0.000169236	0.571419	0.0112351	0.00134491	0.0112351	0.0112351	0.0112351	0.0112351	0.0112351	0.0112351	0.0112351	22.4122	0.00399719	0.00115703	0.00107512	0.00134491	0.0112351	1.57426	0.00076235	0.130226	0.0253797	0.0119635	0.00494828	0	3.67009e-05	0.130226	0.00076235	0.116518	0.0786898	0.0586244	0	0.0813062	0.0253797	0.116518	0.00076235	0.4163	0.305956	0	0.245695	0.0119635	0.0786898	0.4163	0.00076235	0.552132	0	0.262318	0.00494828	0.0586244	0.305956	0.552132	0.00076235	0	0.21484	0	0	0	0	0	0	0	3.67009e-05	0.0813062	0.245695	0.262318	0.21484	0	0.00076235	0.278059	0.265003	0.0405081	0.0123312	0.000111652	145.8	0.131253	0.692488	0.688973	0.685631	0.0410139	0.0409313	0	0.68581	0.01123506	0.02542469	0.1458003	0.1272454
