Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	alpha_mol[10]	birth	death	diff_age_root_ingroup	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
5220	-38386.6	-38458.44	71.84253	4.878714	1.90873	1.386195	7.899994	1.327755	1.44852	0.0198918	0.371244	0.14466	0.388021	0.22631	0.249563	1.98795	0.0674083	19.6381	0.413436	0.3865603	0.03482353	1.138447	0.3517368	3.50895	2.76168	2.05333	2.92093	2.69978	3.81495	2.4075	2.01936	2.34963	3.00437	-4.85647	0.009242452	0.00957406	0.00595699	0.00444287	0.00550138	0.00344279	0.0226044	0.00562929	0.00555885	0.00568853	0.0081402	0.00527176	0.00769247	0.00607322	0.0042506	0.0163178	0.00760123	0.00263858	0.00994608	0.012926	0.0101548	0.0295233	0.00838557	0.0146029	0.00297894	0.00725941	0.0100837	0.0056972	0.0112728	0.0166466	0.00544755	0.0128803	0.00532933	0.00579839	0.00974964	0.00440214	0.00421643	0.0029035	0.0077334	0.00771294	0.00707671	0.0164863	0.00750608	0.00944702	0.00795012	0.00782911	0.00809209	0.0043704	0.00668741	0.00896162	0.00255224	1	0.26359	0.621073	0.385277	0.284643	0.189598	0.223419	1.33936	0.359289	0.299698	9.038441	0.09008562
5240	-38343.62	-38437.73	94.10854	13.12149	7.215059	3.576279	17.92614	4.408084	4.612274	0.00872516	0.48092	0.200417	0.313628	0.290589	0.0952175	0.45946	0.124569	6.60463	0.173225	0.1824968	0.04108881	6.723638	0.141408	5.18721	3.37801	2.10533	2.81058	3.03407	1.37716	2.10324	1.71997	1.71525	4.09006	-5.96667	0.003045324	0.00603605	0.00225614	0.00188503	0.00194265	0.00102502	0.00833256	0.00182183	0.00312073	0.00206998	0.00354433	0.00195951	0.00259627	0.00233501	0.00183024	0.00711662	0.00327319	0.00191854	0.00705626	0.00413144	0.00241312	0.00504129	0.00279791	0.00718167	0.00117696	0.00364229	0.00434959	0.00343878	0.00409167	0.0136111	0.00304151	0.00551838	0.00355156	0.00186651	0.00274668	0.00281369	0.00109291	0.00284768	0.000860251	0.00162889	0.00405845	0.0018947	0.00132073	0.00264475	0.00399085	0.00196153	0.00163287	0.00325059	0.00173927	0.00361141	0.000862112	1	0.235252	0.548176	0.325661	0.189632	0.16994	0.168543	1.27385	0.289764	0.257762	24.64978	0.2251481
5260	-38356.25	-38444.23	87.9795	8.769802	5.437496	3.098799	16.55733	3.31955	3.516376	0.0240411	0.448586	0.175575	0.480222	0.309157	0.247001	0.719447	0.0704154	1.20882	0.263136	0.1434488	0.00894452	2.392496	0.1345043	4.13392	3.38242	2.59086	2.67705	2.58601	2.0744	2.59002	1.53618	1.90328	3.98788	-5.628279	0.004271644	0.0048017	0.00241016	0.00209922	0.00333431	0.00237636	0.0115081	0.00237036	0.00459242	0.00307196	0.00418842	0.00202022	0.00272227	0.00369889	0.00338995	0.00719143	0.00468876	0.00270211	0.00895167	0.004548	0.00324086	0.00933321	0.00348549	0.00818006	0.00139885	0.00438864	0.00598678	0.00568432	0.007004	0.00775609	0.00470997	0.0122533	0.00418101	0.00335992	0.00192756	0.00626583	0.00236376	0.00121913	0.002305	0.00215992	0.00556875	0.00475048	0.00138433	0.0014832	0.00484182	0.00406745	0.00243304	0.00276416	0.00151044	0.00279866	0.00163281	1	0.240107	0.513039	0.310022	0.202149	0.188958	0.144168	1.0385	0.277676	0.274164	18.94982	0.06235338
5280	-38394.96	-38445.27	50.30598	4.848603	2.288558	1.175686	7.170066	1.237414	1.408745	0.0868797	0.507316	0.185569	0.458355	0.085561	0.0686547	0.561642	0.0967506	0.763528	0.250987	0.3116471	0.02684523	0.6527499	0.2848019	3.42458	3.54286	2.55255	3.18178	2.49658	1.41931	2.56665	2.32165	2.11715	3.43186	-4.662845	0.01121702	0.0218726	0.0101091	0.00616481	0.0110222	0.00460651	0.0431446	0.00788239	0.0187949	0.00733029	0.00750547	0.00536133	0.0116475	0.0131942	0.00602177	0.0287439	0.0144483	0.00710385	0.0224135	0.013402	0.00652508	0.0207285	0.00815453	0.0202854	0.00335954	0.0107836	0.0116756	0.0184824	0.0106157	0.0287511	0.012084	0.0202731	0.00611409	0.00683376	0.0036986	0.00390087	0.0249652	0.00647178	0.00320534	0.00662174	0.00789675	0.00669161	0.0184016	0.00394267	0.0208981	0.00335566	0.00226685	0.00588301	0.011131	0.00955188	0.00530198	1	0.203899	0.519155	0.272926	0.183541	0.224981	0.145419	1.17316	0.244095	0.203131	7.822816	0.08613984
5300	-38362.04	-38439.15	77.11673	7.170839	6.255825	3.186239	28.38506	3.184617	3.475437	0.0750777	0.439221	0.16858	0.639375	0.155013	0.357173	0.426235	0.103474	1.24372	0.167655	0.1620026	0.01865036	2.046703	0.1433522	4.66018	3.93365	2.64061	2.59999	2.74257	1.70302	2.12199	2.04239	2.10544	3.48245	-5.622267	0.0042974	0.00922454	0.00295361	0.00321858	0.0027635	0.0022334	0.0138533	0.00298811	0.0044443	0.00268047	0.00408932	0.00235552	0.00392148	0.00381388	0.00301983	0.00862339	0.00495772	0.00154581	0.00459091	0.00916802	0.00617308	0.00747402	0.00299765	0.0127636	0.00324353	0.0059824	0.00924779	0.00237053	0.0113966	0.00346275	0.00540582	0.00235952	0.00298389	0.0032925	0.00374141	0.00165339	0.00299102	0.00165352	0.00481156	0.00475757	0.00238422	0.00350426	0.00175204	0.00201998	0.00550805	0.0025093	0.00261919	0.00137503	0.00885631	0.00552091	0.000608079	1	0.219772	0.447852	0.2984	0.163783	0.13989	0.142582	0.951109	0.279257	0.258301	30.43177	0.1151239
5320	-38419.86	-38443.63	23.77823	1.556562	0.8416894	0.3364566	2.693184	0.4149771	0.5181591	0.0808187	0.493427	0.167956	0.505537	0.222894	0.935633	0.434468	0.0911319	1.14799	0.191634	1.651335	1.145751	0.6383427	0.505584	3.78133	3.3943	2.47235	2.56185	2.50053	3.12587	2.78869	1.99647	1.55963	3.1879	-3.634395	0.03137095	0.0271521	0.0107948	0.0119931	0.034395	0.0256665	0.135498	0.0210424	0.0538238	0.0211243	0.0548681	0.0330568	0.0583301	0.0449336	0.0343478	0.0709531	0.0387574	0.0115464	0.0341352	0.0413787	0.0350946	0.0654911	0.0269704	0.151652	0.0276247	0.0400734	0.0486421	0.0184105	0.0272676	0.0613315	0.0205646	0.0235867	0.0322762	0.0269961	0.0281626	0.0103466	0.0126282	0.0371678	0.0105068	0.019284	0.0168416	0.0135487	0.0265597	0.015071	0.0445153	0.0214566	0.0284923	0.0175598	0.0147276	0.0462106	0.0113234	1	0.194491	0.460702	0.296742	0.154703	0.15801	0.129389	0.861045	0.235171	0.230094	3.331527	0.6938332
5340	-38406.89	-38440.45	33.55994	2.037775	1.005913	0.5808394	2.882976	0.5479878	0.6306326	0.0196936	0.534911	0.149098	0.314898	0.408817	1.55064	0.661617	0.0904994	0.396083	0.151588	1.262078	0.2842151	0.2739078	0.9778627	3.37306	3.25365	2.75079	2.37183	2.5004	2.87816	2.00713	1.83319	1.79079	3.47305	-3.946582	0.02295866	0.0283047	0.0193078	0.0116238	0.0263865	0.0206879	0.0778642	0.0232436	0.0183674	0.0208497	0.0344135	0.023356	0.0359639	0.0378528	0.0296976	0.0521798	0.0320885	0.00781716	0.0230976	0.0294627	0.0199667	0.0751247	0.0301269	0.0567627	0.00983878	0.0357647	0.0312163	0.0189544	0.026284	0.0880332	0.0175044	0.0222361	0.0219465	0.0211847	0.0129637	0.0127315	0.0212173	0.00460372	0.0114848	0.0141815	0.028893	0.0187101	0.0163347	0.0166516	0.0345476	0.00853531	0.0198734	0.025004	0.0116362	0.0211254	0.014271	1	0.190128	0.420668	0.256214	0.170364	0.127769	0.161956	0.882814	0.243672	0.206375	3.156884	0.2251962
5360	-38375.51	-38437.84	62.33179	7.237591	3.516906	1.857378	9.865808	2.019991	2.245223	0.021584	0.309612	0.134999	0.32492	0.261577	0.40853	0.363449	0.0857839	2.11168	0.20095	0.2326513	0.05909959	0.5389737	0.1735517	3.30828	3.43661	2.23722	2.53663	3.06408	1.66672	3.02173	1.85811	2.23678	2.66858	-4.964593	0.008295262	0.00891529	0.0055403	0.00394232	0.00741868	0.00502627	0.0260982	0.00684242	0.0096766	0.00679304	0.00621283	0.00521012	0.00519009	0.00692399	0.00422697	0.0201546	0.0073931	0.00274213	0.011175	0.0166568	0.0121621	0.0127482	0.00507699	0.0102266	0.00159857	0.0081686	0.0105646	0.00825368	0.020986	0.0297366	0.0214911	0.00391508	0.00509704	0.00490955	0.00805184	0.00546864	0.00842062	0.0104724	0.00470186	0.00335697	0.0131402	0.00518799	0.00411479	0.00758904	0.00595937	0.00769627	0.00604777	0.00904578	0.00677603	0.00626774	0.00445465	1	0.178184	0.39604	0.225961	0.143876	0.124055	0.133008	0.90823	0.238643	0.190002	10.40478	0.2540264
5380	-38358.02	-38445.71	87.69358	15.94	15.97643	4.51703	22.8466	5.00946	5.935045	0.0204653	0.436431	0.126938	0.187563	0.181438	0.346072	3.32146	0.120515	0.836252	0.210716	0.1247679	0.02215427	3.06906	0.1026137	3.03566	2.95183	2.30134	2.48145	3.23748	1.86004	2.27576	1.8986	1.8978	3.59779	-5.966608	0.003045515	0.00428208	0.00219607	0.00212091	0.00271592	0.00182719	0.0108009	0.00381037	0.00240632	0.00192032	0.00226087	0.00217672	0.00296899	0.00521055	0.00195271	0.00624092	0.00260564	0.000511708	0.00316003	0.00215915	0.00161525	0.0029765	0.00109129	0.00698112	0.000638129	0.00301485	0.00492087	0.000926925	0.00747835	0.010844	0.00307637	0.00164224	0.0107429	0.00200039	0.0017484	0.00169257	0.00162345	0.00101877	0.00137899	0.00158213	0.00202165	0.00166387	0.00163754	0.000867928	0.00264373	0.00238929	0.0015317	0.00506366	0.00176403	0.00455308	0.00170579	1	0.186294	0.383014	0.255406	0.156967	0.158924	0.142132	1.18598	0.258061	0.216375	25.91566	0.1775638
5400	-38371.6	-38442.23	70.62402	7.210148	3.959667	2.34509	9.837033	2.19955	2.492663	0.104972	0.424556	0.158675	0.342002	0.16699	0.157232	0.838326	0.0872132	3.1485	0.203075	0.2875163	0.0850886	0.3276979	0.2024277	4.36805	3.39077	2.01652	2.94607	2.52147	1.89122	2.80979	2.49453	1.51419	3.11534	-5.017278	0.007869541	0.0108699	0.00594654	0.00480384	0.010674	0.00548777	0.0386563	0.00504754	0.00536743	0.00478181	0.00717378	0.00505612	0.00458587	0.0033771	0.00390118	0.0102315	0.00904963	0.0048886	0.0146667	0.00657784	0.00552615	0.0106589	0.00463915	0.0130674	0.00161702	0.00558903	0.00893806	0.00395423	0.0119499	0.0254233	0.00787099	0.00827092	0.00678864	0.00412156	0.0168657	0.00331169	0.00254314	0.00366833	0.00724872	0.00669009	0.0041966	0.00301083	0.00353999	0.00643488	0.0118321	0.00339886	0.00865943	0.00646536	0.00507375	0.00522994	0.00451703	1	0.208005	0.430055	0.238826	0.176469	0.138302	0.167961	1.01451	0.280751	0.218157	10.16473	0.2959436
5420	-38375.6	-38442.56	66.95835	4.972009	2.411098	1.915775	8.7953	1.866608	2.221965	0.0491858	0.403983	0.155097	0.365021	0.239694	3.53568	0.434543	0.111034	0.518166	0.214755	0.4773294	0.0996098	0.04175851	0.3777196	3.33858	3.58468	2.31134	2.44256	3.13522	2.28468	2.57159	1.81068	1.53422	3.54291	-5.001704	0.007993062	0.0137143	0.00984348	0.00365995	0.00812542	0.00593168	0.0321243	0.00509454	0.00628826	0.00655974	0.00642662	0.003728	0.00460501	0.00521975	0.00395612	0.0111474	0.00833997	0.00476433	0.015912	0.0103449	0.00729293	0.0147324	0.00732206	0.0156399	0.00296625	0.00941777	0.0138099	0.00870398	0.0161893	0.0172145	0.0285152	0.0159394	0.00753147	0.00682189	0.00683572	0.00929428	0.00663356	0.00583882	0.0039058	0.00496791	0.00390022	0.00538345	0.00805939	0.00437222	0.0108295	0.00910347	0.00700394	0.00454789	0.00435383	0.00416407	0.0054656	1	0.206663	0.472844	0.269426	0.187448	0.122722	0.176455	1.1618	0.241167	0.237652	8.837059	0.2086815
5440	-38385.49	-38437	51.51522	6.010738	2.096394	1.782001	8.748446	1.809052	1.927488	0.0736151	0.462491	0.17329	0.319222	0.273469	0.208239	1.32774	0.0980084	4.15591	0.237133	0.3630319	0.1263961	1.051755	0.2366359	3.44374	3.14923	2.74186	2.44073	3.11492	1.86967	2.72925	1.84168	1.41758	3.1244	-4.594837	0.01200641	0.0141205	0.00723773	0.00446777	0.0075229	0.00332677	0.0198534	0.00782763	0.0079401	0.00544136	0.00621795	0.00682623	0.00661667	0.00858717	0.00554149	0.015294	0.00928267	0.00718556	0.0156955	0.0221157	0.012076	0.0223637	0.00870886	0.014879	0.00306372	0.00764067	0.0125606	0.00306636	0.0155152	0.0252272	0.0138025	0.0089216	0.00529113	0.00580266	0.0219126	0.00398114	0.00819639	0.00266392	0.0105787	0.00310413	0.00250676	0.0131766	0.00320831	0.0100566	0.0142037	0.00424916	0.0205269	0.00576792	0.0198777	0.00722253	0.00150002	1	0.19542	0.458391	0.275403	0.147577	0.144867	0.161421	1.11454	0.246055	0.250189	9.800201	0.3481679
5460	-38371.09	-38441.95	70.8656	9.366285	3.205531	2.166116	11.01824	2.232993	2.390835	0.0145995	0.556993	0.0765711	0.472797	0.155267	0.903531	1.09281	0.118708	0.414854	0.15468	0.3387142	0.1018555	0.1536701	0.2368588	3.56928	3.72761	2.68363	3.07839	3.14117	2.08314	2.79542	1.68781	2.1336	3.43279	-5.136948	0.006981963	0.00860672	0.00425729	0.00391302	0.00345675	0.00333326	0.0184188	0.00483773	0.00782263	0.00340922	0.00602014	0.00421639	0.00581606	0.00633828	0.00338875	0.0162938	0.00663869	0.00162262	0.00866038	0.00990429	0.00579408	0.0168264	0.00597849	0.0202865	0.00172191	0.00777795	0.00698938	0.00271629	0.00428001	0.042035	0.00595778	0.00677537	0.0056527	0.00565828	0.00416738	0.00517621	0.00278644	0.00376123	0.00563891	0.00307839	0.00198265	0.00783838	0.00597363	0.00633133	0.00814997	0.00632508	0.00473671	0.00454026	0.0109099	0.00449007	0.00366167	1	0.220023	0.446477	0.30055	0.199374	0.147087	0.171408	1.09791	0.287148	0.242091	11.17191	0.3007121
5480	-38371.69	-38443.15	71.45527	11.0903	6.599842	2.54726	16.11503	3.572795	3.769807	0.102383	0.432761	0.159448	0.315365	0.244237	1.35983	0.46106	0.140632	1.03438	0.175343	0.1853049	0.01421878	1.706119	0.1710861	3.99926	2.99229	2.56926	2.7183	2.42312	1.64072	2.84836	1.95605	2.17611	3.20996	-5.563296	0.004558444	0.00482015	0.00294121	0.0021663	0.00279939	0.00225323	0.0140183	0.00270539	0.00254542	0.00274049	0.0029756	0.00279858	0.00406207	0.00297499	0.00306351	0.0113723	0.00587257	0.00380464	0.0292823	0.00672976	0.00415351	0.00622204	0.00276197	0.0153919	0.00196726	0.00379882	0.00526891	0.00111362	0.00733054	0.0104915	0.00357877	0.00231079	0.00855268	0.00249044	0.00188369	0.00668228	0.0092182	0.00414061	0.000490493	0.00377986	0.00128456	0.00129197	0.00137846	0.00397896	0.00712728	0.00321669	0.00448836	0.00254178	0.00512201	0.00702537	0.00168753	1	0.23373	0.484618	0.294286	0.190985	0.156579	0.179161	1.31032	0.304099	0.265629	17.82115	0.07673178
5500	-38342.81	-38439.45	96.63829	15.62427	8.469864	4.947423	21.59209	5.395952	5.525405	0.0283561	0.466464	0.210655	0.388895	0.221151	0.185953	1.51918	0.0920239	0.472163	0.126786	0.1318121	0.02608012	1.755497	0.1057319	3.52967	3.41449	2.22406	2.63124	2.8388	1.58212	3.27782	1.89234	2.11092	3.22294	-5.802176	0.003589817	0.00605799	0.00319054	0.00274211	0.00300986	0.00146263	0.00911517	0.00185262	0.00227897	0.00219827	0.0030536	0.00179404	0.00289819	0.00226921	0.00172705	0.00501808	0.00285065	0.0013327	0.00354961	0.00376516	0.00254912	0.00703908	0.00286051	0.00512966	0.000772209	0.00294043	0.00409323	0.00189224	0.00449934	0.00999914	0.00203665	0.00277779	0.00231842	0.0023745	0.00132473	0.00200137	0.00149016	0.000901405	0.00209846	0.00280422	0.00162277	0.00376414	0.00395042	0.00201701	0.00347444	0.00443389	0.00111157	0.00292464	0.00410801	0.00603983	0.00120383	1	0.224467	0.458636	0.264745	0.208018	0.149501	0.165113	1.04494	0.291826	0.271201	23.34758	0.1978584
5520	-38341.29	-38445.68	104.3964	18.49793	14.03663	6.263227	22.92128	6.98651	7.223431	0.0833471	0.402006	0.169707	0.448077	0.133298	0.00786116	0.368499	0.105418	1.07849	0.348996	0.1195063	0.005426338	8.776307	0.1140799	2.9756	3.1209	2.15895	2.32969	2.68929	1.85779	2.48731	1.98633	2.20604	2.87571	-6.397661	0.001979049	0.00344642	0.00211623	0.00111605	0.00146849	0.000954804	0.00603461	0.00083514	0.00108554	0.00149023	0.00194678	0.00149317	0.00144011	0.0019415	0.00156568	0.00459729	0.00258366	0.000835427	0.00246326	0.00182844	0.00144016	0.00271829	0.00134261	0.00394448	0.000795754	0.00239647	0.00330012	0.00193179	0.00313192	0.0108245	0.00177688	0.00184403	0.00171412	0.0012314	0.00118609	0.000526833	0.000459623	0.00100244	0.00118483	0.00192611	0.000786827	0.00284914	0.00272025	0.00439036	0.00225685	0.00107593	0.00104576	0.00605737	0.000617438	0.0010112	0.00110022	1	0.27109	0.482207	0.332199	0.215373	0.175238	0.175519	1.28016	0.302755	0.281447	31.69758	0.0454063
5540	-38367.37	-38448.96	81.58317	8.104303	5.104754	2.755402	11.74469	2.924073	2.999122	0.0541554	0.407375	0.177521	0.451474	0.258873	0.452448	0.386975	0.0866949	0.314326	0.155455	0.1701924	0.07611541	0.1067549	0.09407698	4.00635	3.08035	2.12358	2.84877	2.32897	1.26468	2.09415	2.22062	1.84255	3.11495	-5.196876	0.006575833	0.00733554	0.00357453	0.00328564	0.00497732	0.00212895	0.0137127	0.0029954	0.00394492	0.00348275	0.00310088	0.00218426	0.00565001	0.00667202	0.00413839	0.0101665	0.00591409	0.00175595	0.00716601	0.00991613	0.00605744	0.00882598	0.00320513	0.0125346	0.00290122	0.00612546	0.0089293	0.00372705	0.0075989	0.019159	0.00529628	0.00415423	0.00876041	0.00417684	0.00456848	0.00255547	0.00545638	0.00632073	0.004197	0.00350563	0.00236362	0.00276753	0.00203175	0.00571557	0.00945556	0.00497926	0.0054655	0.0047045	0.00784125	0.00708711	0.0037065	1	0.23202	0.540761	0.280397	0.200869	0.176133	0.162888	1.06558	0.24864	0.242079	11.85145	0.4472316
5560	-38379.6	-38444.05	64.44853	3.485159	2.173726	1.036919	5.771678	1.3544	1.45841	0.059871	0.386745	0.145736	0.62994	0.259019	0.346982	0.220548	0.0980348	0.320944	0.126166	0.6014887	0.2476649	0.06321507	0.3538238	5.76849	3.41286	2.65817	2.79464	2.44699	3.11676	2.06511	1.70675	1.16789	3.44805	-4.655888	0.01129533	0.02536	0.0106925	0.00727988	0.00782286	0.00490377	0.0308844	0.00542796	0.00612025	0.00558378	0.0116422	0.00731896	0.011619	0.00989354	0.00814728	0.020635	0.0126532	0.00346407	0.0155196	0.0168457	0.00904941	0.016536	0.00593044	0.0222109	0.00360343	0.0127686	0.0158111	0.01387	0.016495	0.0277569	0.0226828	0.00795748	0.00829966	0.00728708	0.00822508	0.00486258	0.0101052	0.00899784	0.00197359	0.00752956	0.00541575	0.00372005	0.00683871	0.0081568	0.0126987	0.00826935	0.00857232	0.00918613	0.00793549	0.0129396	0.00503894	1	0.227734	0.508686	0.304042	0.221898	0.191485	0.166302	1.31953	0.279853	0.286198	5.834893	0.4117532
5580	-38382.44	-38445.71	63.26535	3.921599	2.280869	1.242016	5.867059	1.233383	1.307012	0.00721808	0.259955	0.169491	0.216241	0.521559	1.37653	0.29391	0.10454	1.25389	0.253976	0.6283204	0.1095148	1.012359	0.5188056	3.37325	3.79296	2.26325	3.11801	2.72422	1.37884	2.89111	2.25785	2.00058	3.49258	-4.717836	0.01061684	0.0214577	0.00636527	0.00307366	0.00780671	0.00371204	0.0243242	0.00690838	0.0066843	0.00646396	0.00875406	0.00589592	0.00941987	0.0148052	0.00585208	0.0164974	0.00990447	0.00575473	0.0201549	0.00949882	0.00577399	0.0246519	0.00873745	0.0365186	0.00763248	0.0159147	0.0130584	0.00440332	0.00703975	0.0288274	0.00515757	0.0118769	0.0113657	0.00648011	0.0066655	0.0028192	0.00477968	0.00633468	0.0120134	0.00535014	0.00276321	0.0198475	0.0044857	0.0119625	0.0110505	0.00817121	0.014041	0.00656965	0.00296501	0.00300608	0.00506617	1	0.270373	0.597231	0.324942	0.228724	0.207406	0.186432	1.30521	0.320403	0.289993	6.879418	0.1742977
5600	-38377.32	-38437.65	60.33175	3.407961	2.37173	1.277197	8.069479	1.420439	1.508677	0.0107667	0.602773	0.185312	0.197964	0.187032	0.230822	0.559322	0.125845	1.09055	0.16542	0.4091548	0.050896	2.219276	0.3582588	3.35426	3.25426	2.27121	3.20193	2.33199	2.13648	2.15584	1.5372	1.74474	3.10832	-4.65367	0.01132041	0.0225148	0.00703472	0.00536107	0.0071377	0.0027301	0.0201878	0.00707952	0.0106638	0.0049492	0.0097651	0.00481058	0.00720092	0.00918362	0.0053054	0.0212904	0.0114788	0.00478587	0.0129305	0.0150079	0.0101488	0.0226344	0.00768138	0.0445476	0.00641323	0.0174587	0.0181374	0.0103597	0.0119558	0.0124734	0.00644094	0.00548219	0.0066061	0.00991056	0.00424889	0.00591671	0.00603076	0.0149771	0.00907676	0.00446363	0.0171767	0.0123118	0.00577874	0.011107	0.0150558	0.00972732	0.00164542	0.00658639	0.00525871	0.00958333	0.00222358	1	0.215048	0.585669	0.300792	0.201402	0.144905	0.16144	1.22208	0.299501	0.255987	10.28875	0.124393
5620	-38356.68	-38434.94	78.2546	5.097116	4.528502	2.331734	12.89524	2.441399	2.481887	0.100453	0.525505	0.186689	0.2158	0.230526	1.45237	0.430271	0.120238	0.547774	0.183249	0.3352774	0.1121215	0.6932597	0.2231559	4.12407	2.78907	2.41892	2.79752	3.14601	1.55292	2.36885	2.31898	1.4895	2.74168	-5.255576	0.006200942	0.00780959	0.00393362	0.002296	0.00494278	0.00177975	0.0192827	0.00483503	0.00606868	0.00440878	0.00535172	0.00295943	0.00405972	0.00423138	0.00385186	0.012683	0.00618448	0.00435123	0.00979905	0.006695	0.00488693	0.0118269	0.00420095	0.0170076	0.00327728	0.00884146	0.0127938	0.00458321	0.0123046	0.00811078	0.00511835	0.00500574	0.00409947	0.00458671	0.00607038	0.00187395	0.00479873	0.00178148	0.00505396	0.00343971	0.00677451	0.00565009	0.00219953	0.0129432	0.0084	0.0036648	0.00127891	0.00297847	0.0048109	0.00511486	0.00257692	1	0.217071	0.498105	0.309021	0.189597	0.131285	0.150096	1.29357	0.335605	0.269451	13.5885	0.3344141
5640	-38351.72	-38427.42	75.69915	6.609631	4.216021	2.293277	10.58799	2.060503	2.389941	0.0498257	0.393302	0.140819	0.364981	0.0368612	0.124034	0.537648	0.101377	0.383209	0.226335	0.293561	0.07047486	1.891839	0.2230861	3.7698	3.02187	2.50678	2.32265	3.17681	1.96764	2.15625	2.51948	2.05663	3.16108	-5.209944	0.006490459	0.00963083	0.00416399	0.00254885	0.00394137	0.00257997	0.0171697	0.00381994	0.00549259	0.00361967	0.00305068	0.00289581	0.00429511	0.00657546	0.00353093	0.0116645	0.0065731	0.00118331	0.00565035	0.00711227	0.0055896	0.00896796	0.00373951	0.0218439	0.00288854	0.0130518	0.00864919	0.0115162	0.00376763	0.0150943	0.00734127	0.00458967	0.0061481	0.00672273	0.00438686	0.00163494	0.00642621	0.0033647	0.0105486	0.00503954	0.0186529	0.00256444	0.00645336	0.00244249	0.00899019	0.00503763	0.00424687	0.00397564	0.00460486	0.00308206	0.00253026	1	0.253868	0.569157	0.357999	0.220605	0.213303	0.186062	1.24534	0.311327	0.28003	12.47983	0.2400689
5660	-38392.03	-38443.06	51.02693	2.618389	1.620339	1.267252	3.452103	0.907435	1.502017	0.0831261	0.607827	0.178189	0.452577	0.183732	2.36815	0.261225	0.0818545	0.892863	0.187678	0.7089123	0.2317582	0.9086124	0.477154	3.23617	3.95194	2.37304	2.2127	2.42711	1.73242	2.31223	1.97177	1.82214	3.76811	-4.609681	0.0118295	0.0348932	0.0133298	0.00528805	0.00950533	0.00736237	0.0364448	0.0135708	0.0147461	0.00895571	0.00992378	0.00533668	0.00866988	0.0092664	0.00911318	0.0190166	0.0125887	0.0089326	0.0284814	0.0160436	0.0108948	0.0226726	0.00945677	0.0376549	0.00467183	0.0183398	0.0213297	0.0107793	0.0151217	0.061875	0.0156587	0.00682766	0.0114897	0.00815835	0.0054946	0.00433284	0.00383586	0.00379675	0.00856317	0.00854749	0.00887908	0.0205094	0.0190394	0.00238272	0.0205963	0.0312211	0.0119983	0.0202256	0.00455152	0.00504368	0.0086707	1	0.253587	0.545667	0.338741	0.245856	0.160635	0.19735	1.26431	0.335166	0.290746	4.360715	0.3269209
