Iteration	Posterior	Likelihood	Prior	m_b[2][1][1]	m_b[2][1][2]	m_b[2][1][3]	m_b[2][1][4]	m_b[2][1][5]	m_b[2][1][6]	m_b[2][1][7]	m_b[2][2][1]	m_b[2][2][2]	m_b[2][2][3]	m_b[2][2][4]	m_b[2][2][5]	m_b[2][2][6]	m_b[2][2][7]	m_b[2][3][1]	m_b[2][3][2]	m_b[2][3][3]	m_b[2][3][4]	m_b[2][3][5]	m_b[2][3][6]	m_b[2][3][7]	m_b[2][4][1]	m_b[2][4][2]	m_b[2][4][3]	m_b[2][4][4]	m_b[2][4][5]	m_b[2][4][6]	m_b[2][4][7]	m_b[2][5][1]	m_b[2][5][2]	m_b[2][5][3]	m_b[2][5][4]	m_b[2][5][5]	m_b[2][5][6]	m_b[2][5][7]	m_b[2][6][1]	m_b[2][6][2]	m_b[2][6][3]	m_b[2][6][4]	m_b[2][6][5]	m_b[2][6][6]	m_b[2][6][7]	m_b[2][7][1]	m_b[2][7][2]	m_b[2][7][3]	m_b[2][7][4]	m_b[2][7][5]	m_b[2][7][6]	m_b[2][7][7]	m_d[2][1][1]	m_d[2][1][2]	m_d[2][1][3]	m_d[2][1][4]	m_d[2][1][5]	m_d[2][1][6]	m_d[2][1][7]	m_d[2][2][1]	m_d[2][2][2]	m_d[2][2][3]	m_d[2][2][4]	m_d[2][2][5]	m_d[2][2][6]	m_d[2][2][7]	m_d[2][3][1]	m_d[2][3][2]	m_d[2][3][3]	m_d[2][3][4]	m_d[2][3][5]	m_d[2][3][6]	m_d[2][3][7]	m_d[2][4][1]	m_d[2][4][2]	m_d[2][4][3]	m_d[2][4][4]	m_d[2][4][5]	m_d[2][4][6]	m_d[2][4][7]	m_d[2][5][1]	m_d[2][5][2]	m_d[2][5][3]	m_d[2][5][4]	m_d[2][5][5]	m_d[2][5][6]	m_d[2][5][7]	m_d[2][6][1]	m_d[2][6][2]	m_d[2][6][3]	m_d[2][6][4]	m_d[2][6][5]	m_d[2][6][6]	m_d[2][6][7]	m_d[2][7][1]	m_d[2][7][2]	m_d[2][7][3]	m_d[2][7][4]	m_d[2][7][5]	m_d[2][7][6]	m_d[2][7][7]	m_e[2][1][1]	m_e[2][1][2]	m_e[2][1][3]	m_e[2][1][4]	m_e[2][1][5]	m_e[2][1][6]	m_e[2][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	r_b[2][1][1]	r_b[2][1][2]	r_b[2][1][3]	r_b[2][1][4]	r_b[2][1][5]	r_b[2][1][6]	r_b[2][1][7]	r_b[2][2][1]	r_b[2][2][2]	r_b[2][2][3]	r_b[2][2][4]	r_b[2][2][5]	r_b[2][2][6]	r_b[2][2][7]	r_b[2][3][1]	r_b[2][3][2]	r_b[2][3][3]	r_b[2][3][4]	r_b[2][3][5]	r_b[2][3][6]	r_b[2][3][7]	r_b[2][4][1]	r_b[2][4][2]	r_b[2][4][3]	r_b[2][4][4]	r_b[2][4][5]	r_b[2][4][6]	r_b[2][4][7]	r_b[2][5][1]	r_b[2][5][2]	r_b[2][5][3]	r_b[2][5][4]	r_b[2][5][5]	r_b[2][5][6]	r_b[2][5][7]	r_b[2][6][1]	r_b[2][6][2]	r_b[2][6][3]	r_b[2][6][4]	r_b[2][6][5]	r_b[2][6][6]	r_b[2][6][7]	r_b[2][7][1]	r_b[2][7][2]	r_b[2][7][3]	r_b[2][7][4]	r_b[2][7][5]	r_b[2][7][6]	r_b[2][7][7]	r_d[2][1][1]	r_d[2][1][2]	r_d[2][1][3]	r_d[2][1][4]	r_d[2][1][5]	r_d[2][1][6]	r_d[2][1][7]	r_d[2][2][1]	r_d[2][2][2]	r_d[2][2][3]	r_d[2][2][4]	r_d[2][2][5]	r_d[2][2][6]	r_d[2][2][7]	r_d[2][3][1]	r_d[2][3][2]	r_d[2][3][3]	r_d[2][3][4]	r_d[2][3][5]	r_d[2][3][6]	r_d[2][3][7]	r_d[2][4][1]	r_d[2][4][2]	r_d[2][4][3]	r_d[2][4][4]	r_d[2][4][5]	r_d[2][4][6]	r_d[2][4][7]	r_d[2][5][1]	r_d[2][5][2]	r_d[2][5][3]	r_d[2][5][4]	r_d[2][5][5]	r_d[2][5][6]	r_d[2][5][7]	r_d[2][6][1]	r_d[2][6][2]	r_d[2][6][3]	r_d[2][6][4]	r_d[2][6][5]	r_d[2][6][6]	r_d[2][6][7]	r_d[2][7][1]	r_d[2][7][2]	r_d[2][7][3]	r_d[2][7][4]	r_d[2][7][5]	r_d[2][7][6]	r_d[2][7][7]	r_e[2][1]	r_e[2][2]	r_e[2][3]	r_e[2][4]	r_e[2][5]	r_e[2][6]	r_e[2][7]	r_w[2][1]	r_w[2][2]	r_w[2][3]	r_w[2][4]	r_w[2][5]	r_w[2][6]	r_w[2][7]	rho_b	rho_d	rho_e	rho_w
0	-92236.01	-92080.7	-155.3079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1000	1	1	1	1	1	1	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	100	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1
10	-38854.48	-38824.01	-30.47223	2.75188	0.503403	0.807244	1.00302	1.29421	1	5.33137	0.503403	2.75188	0.519837	0.582237	0.633895	1	0.576764	0.807244	0.519837	2.75188	0.359806	0.393316	1	0.419055	1.00302	0.582237	0.359806	2.75188	0.331551	1	0.411202	1.29421	0.633895	0.393316	0.331551	2.75188	1	0.435622	1	1	1	1	1	1	1	5.33137	0.576764	0.419055	0.411202	0.435622	1	2.75188	0.140328	1.43941	0.576428	0.378375	0.230836	0	0.0148246	1.43941	0.140328	1.35257	1.08586	0.920946	0	1.10592	0.576428	1.35257	0.140328	2.75656	2.32086	0	2.05302	0.378375	1.08586	2.75656	0.140328	3.22647	0	2.12956	0.230836	0.920946	2.32086	3.22647	0.140328	0	1.90459	0	0	0	0	0	0	0	0.0148246	1.10592	2.05302	2.12956	1.90459	0	0.140328	1.57725	1.5751	1.05881	7.68585	7.68169	1000	1.57315	1	1	6.32274	3.2485	3.2485	0	1	0.15534	0.0284165	0.0455679	0.0566194	0.0730565	0.0564488	0.300949	0.0284165	0.15534	0.0293442	0.0328666	0.0357826	0.0564488	0.0325576	0.0455679	0.0293442	0.15534	0.0203106	0.0222022	0.0564488	0.0236552	0.0566194	0.0328666	0.0203106	0.15534	0.0187156	0.0564488	0.0232119	0.0730565	0.0357826	0.0222022	0.0187156	0.15534	0.0564488	0.0245904	0.0564488	0.0564488	0.0564488	0.0564488	0.0564488	0.0564488	0.0564488	0.300949	0.0325576	0.0236552	0.0232119	0.0245904	0.0564488	0.15534	0.0167562	0.171876	0.0688297	0.0451807	0.0275636	0	0.00177016	0.171876	0.0167562	0.161507	0.12966	0.109968	0	0.132055	0.0688297	0.161507	0.0167562	0.329154	0.277128	0	0.245145	0.0451807	0.12966	0.329154	0.0167562	0.385264	0	0.254285	0.0275636	0.109968	0.277128	0.385264	0.0167562	0	0.227422	0	0	0	0	0	0	0	0.00177016	0.132055	0.245145	0.254285	0.227422	0	0.0167562	0.0969611	0.0968284	0.0650897	0.472485	0.472228	61.4746	0.0967087	0.0995786	0.0995786	0.62961	0.323481	0.323481	0	0.0995786	0.05644877	0.1194073	0.06147457	0.09957856
20	-38501.41	-38476.6	-24.81504	5.23895	0.253845	0.549802	0.784378	1.19029	1	85.4706	0.253845	5.23895	0.267549	0.322093	0.370168	1	2.24616	0.549802	0.267549	5.23895	0.146476	0.169478	1	1.33157	0.784378	0.322093	0.146476	5.23895	0.128091	1	1.29096	1.19029	0.370168	0.169478	0.128091	5.23895	1	1.41884	1	1	1	1	1	1	1	85.4706	2.24616	1.33157	1.29096	1.41884	1	37.1037	1.30225	9.02078	5.52183	4.40634	3.38101	0	0.0343349	2.41978	1.30225	8.72451	7.75473	7.09898	0	0.346261	1.48121	2.34031	1.30225	12.7912	11.6594	0	0.482636	1.18198	2.08017	3.43117	1.30225	13.9287	0	0.492224	0.90694	1.90427	3.12758	3.7363	1.30225	0	0.463565	0	0	0	0	0	0	0	0.127998	1.29084	1.79923	1.83498	1.72814	0	0.214653	1	1	1	0.429469	0.429469	1000	1	2.30181	2.29084	2.19428	2.06805	1.63892	0	2.20814	0.231628	0.0112232	0.0243083	0.0346795	0.052626	0.0442128	3.77889	0.0112232	0.231628	0.0118291	0.0142406	0.0163661	0.0442128	0.0993089	0.0243083	0.0118291	0.231628	0.00647612	0.00749309	0.0442128	0.0588725	0.0346795	0.0142406	0.00647612	0.231628	0.00566324	0.0442128	0.0570769	0.052626	0.0163661	0.00749309	0.00566324	0.231628	0.0442128	0.0627308	0.0442128	0.0442128	0.0442128	0.0442128	0.0442128	0.0442128	0.0442128	3.77889	0.0993089	0.0588725	0.0570769	0.0627308	0.0442128	1.64046	0.0295385	0.204615	0.12525	0.0999473	0.0766903	0	0.000778807	0.054887	0.0295385	0.197895	0.175898	0.161024	0	0.00785412	0.0335976	0.0530843	0.0295385	0.290137	0.264466	0	0.0109474	0.0268104	0.0471837	0.0778279	0.0295385	0.315939	0	0.0111649	0.0205718	0.0431938	0.0709417	0.0847492	0.0295385	0	0.0105149	0	0	0	0	0	0	0	0.00290334	0.0292796	0.0408114	0.0416222	0.0391987	0	0.00486889	0.0295621	0.0295621	0.0295621	0.012696	0.012696	29.5621	0.0295621	0.284449	0.283093	0.27116	0.255562	0.202532	0	0.272874	0.04421276	0.02268263	0.02956211	0.1235761
30	-38513.12	-38466.66	-46.45898	1	1	1	1	1	1	5.02653	1	1	1	1	1	1	5.02653	1	1	1	1	1	1	5.02653	1	1	1	1	1	1	5.02653	1	1	1	1	1	1	5.02653	1	1	1	1	1	1	1	5.02653	5.02653	5.02653	5.02653	5.02653	1	5.02653	0.601554	8.86188	4.22371	3.00406	2.01376	0	0.035676	3.00882	0.601554	8.4262	7.053	6.17223	0	1.16943	1.43405	2.86089	0.601554	15.0108	13.0531	0	1.9305	1.01995	2.39466	5.09651	0.601554	17.0668	0	1.98867	0.68372	2.09562	4.43182	5.79459	0.601554	0	1.81654	0	0	0	0	0	0	0	0.105077	3.44432	5.68592	5.85725	5.35027	0	0.289445	0.388799	0.397214	0.55542	2.45039	16.2912	1000	0.528022	1.73732	1.73444	9.37993	1.3766	1.3757	0	1.73184	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.0545666	0.274281	0.274281	0.274281	0.274281	0.274281	0.0545666	0.274281	0.0145511	0.214361	0.102168	0.0726656	0.0487112	0	0.000862973	0.0727806	0.0145511	0.203822	0.170606	0.149301	0	0.0282874	0.0346884	0.0692025	0.0145511	0.363098	0.315742	0	0.0466972	0.0246717	0.0579247	0.12328	0.0145511	0.412832	0	0.0481043	0.0165386	0.0506911	0.107202	0.140166	0.0145511	0	0.0439406	0	0	0	0	0	0	0	0.00254172	0.083315	0.137537	0.141682	0.129418	0	0.00700143	0.0202138	0.0206514	0.0288765	0.127397	0.846987	51.9905	0.0274521	0.213484	0.21313	1.15262	0.169158	0.169047	0	0.21281	0.05456663	0.02418914	0.05199045	0.1228811
40	-38505.74	-38456.56	-49.18063	1.87685	0.679809	0.911855	1.0437	1.22297	1	2.94984	0.679809	1.87685	0.693526	0.74418	0.784578	1	0.739822	0.911855	0.693526	1.87685	0.551707	0.583107	1	0.606547	1.0437	0.74418	0.551707	1.87685	0.524373	1	0.599455	1.22297	0.784578	0.583107	0.524373	1.87685	1	0.621347	1	1	1	1	1	1	1	2.94984	0.739822	0.606547	0.599455	0.621347	1	1.87685	0.987471	16.0467	7.45896	5.24435	3.46835	0	0.044352	3.14557	0.987471	15.2318	12.6731	11.0406	0	1.63577	1.46215	2.98583	0.987471	27.6696	23.9474	0	2.74648	1.02803	2.48426	5.42394	0.987471	31.5965	0	2.83208	0.679885	2.16425	4.6943	6.19373	0.987471	0	2.57904	0	0	0	0	0	0	0	0.226256	8.34465	14.0108	14.4475	13.1567	0	0.640316	1.8436	1.73889	0.629854	0.146382	0.000455561	1000	0.734621	2.33854	2.33258	3.75729	0.710206	0.709488	0	2.3272	0.118731	0.0430053	0.0576848	0.0660253	0.0773662	0.0632609	0.186609	0.0430053	0.118731	0.0438731	0.0470775	0.0496331	0.0632609	0.0468018	0.0576848	0.0438731	0.118731	0.0349015	0.0368879	0.0632609	0.0383707	0.0660253	0.0470775	0.0349015	0.118731	0.0331723	0.0632609	0.037922	0.0773662	0.0496331	0.0368879	0.0331723	0.118731	0.0632609	0.039307	0.0632609	0.0632609	0.0632609	0.0632609	0.0632609	0.0632609	0.0632609	0.186609	0.0468018	0.0383707	0.037922	0.039307	0.0632609	0.118731	0.0250845	0.407631	0.189478	0.133221	0.0881056	0	0.00112666	0.0799062	0.0250845	0.386931	0.321932	0.280463	0	0.041553	0.0371426	0.0758484	0.0250845	0.702883	0.60833	0	0.0697683	0.0261148	0.063107	0.137783	0.0250845	0.802639	0	0.0719428	0.017271	0.0549779	0.119248	0.157338	0.0250845	0	0.0655148	0	0	0	0	0	0	0	0.00574753	0.211977	0.355914	0.367007	0.334216	0	0.0162658	0.0667061	0.0629177	0.0227897	0.00529648	1.64834e-05	36.1826	0.0265805	0.446654	0.445515	0.71763	0.135647	0.13551	0	0.444489	0.06326091	0.02540278	0.03618259	0.190997
50	-38502.34	-38451.25	-51.0985	1.17159	0.83402	0.953229	1.01365	1.08948	1	1.84932	0.948216	1.17159	0.841631	0.869054	0.890206	1	0.98541	1.08375	0.956869	1.17159	0.758546	0.777839	1	0.900316	1.15244	0.988047	0.862407	1.17159	0.741314	1	0.895518	1.23865	1.0121	0.884342	0.842816	1.17159	1	0.910233	1	1	1	1	1	1	1	1.6266	0.866735	0.791889	0.787669	0.800612	1	1.17159	1.00118	9.01271	3.79929	2.55348	1.60159	0	0.0187738	1.41031	1.00118	8.49855	6.9073	5.91263	0	1.09969	0.594514	1.32985	1.00118	16.6423	14.1477	0	1.97185	0.399569	1.08086	2.60419	1.00118	19.3081	0	2.04117	0.250616	0.925209	2.21383	3.02134	1.00118	0	1.83701	0	0	0	0	0	0	0	0.119975	7.02767	12.6013	13.0443	11.7396	0	1.00118	1	1	1	0.22718	0.22718	1000	1	1.76771	1.67403	4.61139	1.18475	0.00548197	0	0.750354	0.0342306	0.0243678	0.0278508	0.0296161	0.0318316	0.0292173	0.0540321	0.0277043	0.0342306	0.0245902	0.0253915	0.0260095	0.0292173	0.0287911	0.0316642	0.0279572	0.0342306	0.0221627	0.0227264	0.0292173	0.0263048	0.0336712	0.0288681	0.0251972	0.0342306	0.0216592	0.0292173	0.0261646	0.0361901	0.0295707	0.0258381	0.0246248	0.0342306	0.0292173	0.0265946	0.0292173	0.0292173	0.0292173	0.0292173	0.0292173	0.0292173	0.0292173	0.0475249	0.0253237	0.0231369	0.0230136	0.0233918	0.0292173	0.0342306	0.0298566	0.268771	0.1133	0.0761483	0.0477615	0	0.000559859	0.0420574	0.0298566	0.253439	0.205985	0.176323	0	0.0327943	0.0177292	0.0396581	0.0298566	0.496297	0.421903	0	0.0588033	0.0119157	0.0322326	0.0776606	0.0298566	0.575795	0	0.0608706	0.00747372	0.027591	0.0660194	0.0901004	0.0298566	0	0.0547821	0	0	0	0	0	0	0	0.00357783	0.209575	0.375787	0.388999	0.35009	0	0.0298566	0.119747	0.119747	0.119747	0.027204	0.027204	119.747	0.119747	0.386764	0.366267	1.00894	0.259214	0.00119942	0	0.164172	0.02921734	0.02982137	0.1197466	0.2187932
60	-38475.79	-38446.51	-29.28065	6.66585	1.17202	1.69751	2.01261	2.45778	1	8.93624	0.388647	6.66585	1.20195	1.31375	1.40434	1	1.56305	0.562899	0.398569	6.66585	0.900206	0.965542	1	1.21642	0.667387	0.435644	0.298511	6.66585	0.843881	1	1.19847	0.815009	0.465685	0.320177	0.279833	6.66585	1	1.25404	1	1	1	1	1	1	1	26.9486	4.71362	3.6683	3.61418	3.78174	1	24.0943	2.22673	4.61768	3.46663	3.03829	2.6025	0	0.0681858	1.12088	2.22673	4.52853	4.22739	4.01476	0	0.26328	0.841477	1.09924	2.22673	5.66019	5.36317	0	0.319589	0.737504	1.02614	1.37393	2.22673	5.94631	0	0.323275	0.631721	0.974529	1.30184	1.44339	2.22673	0	0.312163	0	0	0	0	0	0	0	0.280905	1.08463	1.31661	1.33179	1.28601	0	0.568052	2.39486	2.38859	2.38261	2.38082	2.37835	1000	2.38293	1	1	5.8067	0.880919	0.880919	0	1	0.0859401	0.0151104	0.0218853	0.0259477	0.0316872	0.0128926	0.115211	0.00501067	0.0859401	0.0154962	0.0169377	0.0181056	0.0128926	0.0201518	0.00725723	0.0051386	0.0859401	0.011606	0.0124484	0.0128926	0.0156828	0.00860435	0.00561659	0.00384858	0.0859401	0.0108798	0.0128926	0.0154514	0.0105076	0.00600389	0.00412791	0.00360778	0.0859401	0.0128926	0.0161678	0.0128926	0.0128926	0.0128926	0.0128926	0.0128926	0.0128926	0.0128926	0.347438	0.0607708	0.0472939	0.0465962	0.0487564	0.0128926	0.310638	0.0932186	0.193312	0.145125	0.127193	0.108949	0	0.00285449	0.0469238	0.0932186	0.189579	0.176973	0.168072	0	0.0110218	0.0352271	0.0460178	0.0932186	0.236955	0.224521	0	0.0133791	0.0308744	0.0429578	0.0575175	0.0932186	0.248933	0	0.0135334	0.026446	0.0407971	0.0544993	0.0604251	0.0932186	0	0.0130682	0	0	0	0	0	0	0	0.0117596	0.0454064	0.0551176	0.0557534	0.0538369	0	0.0237806	0.0652035	0.0650327	0.0648699	0.0648213	0.064754	27.2264	0.0648787	0.115758	0.115758	0.672174	0.101974	0.101974	0	0.115758	0.0128926	0.04186339	0.02722641	0.1157583
70	-38450.3	-38439.39	-10.90388	2.03803	0.43499	0.606568	0.706732	0.845578	1	2.77089	0.43499	2.03803	0.444945	0.481924	0.51165	1	0.57938	0.606568	0.444945	2.03803	0.343264	0.365542	1	0.462624	0.706732	0.481924	0.343264	2.03803	0.323928	1	0.456493	0.845578	0.51165	0.365542	0.323928	2.03803	1	0.475443	1	1	1	1	1	1	1	2.77089	0.57938	0.462624	0.456493	0.475443	1	2.46652	2.3009	9.12387	6.6786	5.78628	4.88988	0	0.427783	2.03271	2.3009	8.9322	8.28756	7.83496	0	1.85795	1.48793	1.99001	2.3009	11.3934	10.741	0	2.29472	1.28913	1.84639	2.53834	2.3009	12.0294	0	2.32361	1.08942	1.74555	2.39299	2.68004	2.3009	0	2.23662	0	0	0	0	0	0	0	1.92011	8.33945	10.2999	10.4296	10.0391	0	2.3009	1.75363	1.75067	1.74785	1.74701	1.74584	1000	1.748	2.26568	2.26012	5.00803	5.00451	4.99964	0	2.2551	0.104696	0.022346	0.0311602	0.0363057	0.0434384	0.0513713	0.142344	0.022346	0.104696	0.0228574	0.0247571	0.0262841	0.0513713	0.0297635	0.0311602	0.0228574	0.104696	0.0176339	0.0187784	0.0513713	0.0237656	0.0363057	0.0247571	0.0176339	0.104696	0.0166406	0.0513713	0.0234506	0.0434384	0.0262841	0.0187784	0.0166406	0.104696	0.0513713	0.0244241	0.0513713	0.0513713	0.0513713	0.0513713	0.0513713	0.0513713	0.0513713	0.142344	0.0297635	0.0237656	0.0234506	0.0244241	0.0513713	0.126708	0.027611	0.109487	0.0801437	0.0694358	0.0586789	0	0.00513343	0.0243927	0.027611	0.107187	0.0994513	0.09402	0	0.0222955	0.0178553	0.0238803	0.027611	0.136721	0.128893	0	0.0275367	0.0154697	0.0221568	0.0304603	0.027611	0.144354	0	0.0278835	0.0130731	0.0209468	0.0287161	0.0321606	0.027611	0	0.0268397	0	0	0	0	0	0	0	0.0230415	0.100074	0.123599	0.125156	0.12047	0	0.027611	0.0966142	0.0964513	0.096296	0.0962495	0.0961852	55.0939	0.0963043	0.101788	0.101538	0.224991	0.224833	0.224614	0	0.101313	0.05137129	0.01200007	0.05509388	0.04492609
80	-38482.31	-38452.17	-30.14132	1.95479	0.883095	1.20688	1.39337	1.64937	1	4.21005	0.883095	1.95479	0.902053	0.972276	1.02851	1	0.966221	1.20688	0.902053	1.95479	0.707444	0.750231	1	0.7823	1.39337	0.972276	0.707444	1.95479	0.670439	1	0.772586	1.64937	1.02851	0.750231	0.670439	1.95479	1	0.802596	1	1	1	1	1	1	1	4.21005	0.966221	0.7823	0.772586	0.802596	1	1.95479	1.94833	8.0499	4.75828	3.73611	2.81271	0	0.0256024	1.33726	1.94833	7.76716	6.84635	6.22813	0	0.304882	0.79045	1.29029	1.94833	11.6937	10.5926	0	0.435014	0.620646	1.13732	1.94256	1.94833	12.8016	0	0.444262	0.46725	1.03462	1.75966	2.12661	1.94833	0	0.416654	0	0	0	0	0	0	0	0.154119	1.8353	2.61866	2.67433	2.50814	0	0.516826	1	1	1	0.554366	0.554366	1000	1	1.98004	1.97598	9.00754	9.00225	8.99494	0	1.97232	0.126414	0.0571088	0.0780475	0.0901074	0.106663	0.0646689	0.272259	0.0571088	0.126414	0.0583348	0.062876	0.0665125	0.0646689	0.0624844	0.0780475	0.0583348	0.126414	0.0457496	0.0485166	0.0646689	0.0505905	0.0901074	0.062876	0.0457496	0.126414	0.0433565	0.0646689	0.0499623	0.106663	0.0665125	0.0485166	0.0433565	0.126414	0.0646689	0.051903	0.0646689	0.0646689	0.0646689	0.0646689	0.0646689	0.0646689	0.0646689	0.272259	0.0624844	0.0505905	0.0499623	0.051903	0.0646689	0.126414	0.0470219	0.194279	0.114838	0.0901687	0.067883	0	0.000617897	0.0322739	0.0470219	0.187456	0.165232	0.150312	0	0.00735813	0.019077	0.0311403	0.0470219	0.282219	0.255646	0	0.0104988	0.0149789	0.0274486	0.0468825	0.0470219	0.308959	0	0.010722	0.0112768	0.02497	0.0424682	0.0513246	0.0470219	0	0.0100557	0	0	0	0	0	0	0	0.00371956	0.0442938	0.0631997	0.0645433	0.0605324	0	0.0124733	0.00574886	0.00574886	0.00574886	0.00318697	0.00318697	5.74886	0.00574886	0.100873	0.100666	0.458889	0.45862	0.458247	0	0.10048	0.06466889	0.02413439	0.005748864	0.05094502
90	-38488.02	-38449.4	-38.62569	7.07551	0.432732	1.07751	1.63924	2.6825	1	191.297	0.432732	7.07551	0.460433	0.573147	0.675436	1	2.60203	1.07751	0.460433	7.07551	0.226304	0.268713	1	1.4041	1.63924	0.573147	0.226304	7.07551	0.193337	1	1.35374	2.6825	0.675436	0.268713	0.193337	7.07551	1	1.51323	1	1	1	1	1	1	1	191.297	2.60203	1.4041	1.35374	1.51323	1	32.7136	0.685748	7.08418	2.82902	1.85462	1.12975	0	0.00287764	1.44101	0.685748	6.65551	5.33955	4.52634	0	0.217516	0.575459	1.35382	0.685748	13.5936	11.439	0	0.404557	0.377254	1.08613	2.76511	0.685748	15.9185	0	0.419688	0.229806	0.920715	2.32683	3.23802	0.685748	0	0.375224	0	0	0	0	0	0	0	0.0141468	1.06933	1.98885	2.06323	1.84464	0	0.134834	0.65503	0.68767	1.60718	5.44477	679.603	1000	1.41316	1.92142	1.91765	9.45107	9.44577	9.43843	0	1.91426	0.252821	0.0154623	0.0385016	0.0585732	0.0958509	0.0357319	6.8354	0.0154623	0.252821	0.0164521	0.0204796	0.0241346	0.0357319	0.0929754	0.0385016	0.0164521	0.252821	0.00808628	0.00960163	0.0357319	0.050171	0.0585732	0.0204796	0.00808628	0.252821	0.00690827	0.0357319	0.0483718	0.0958509	0.0241346	0.00960163	0.00690827	0.252821	0.0357319	0.0540707	0.0357319	0.0357319	0.0357319	0.0357319	0.0357319	0.0357319	0.0357319	6.8354	0.0929754	0.050171	0.0483718	0.0540707	0.0357319	1.16892	0.0367031	0.379164	0.151417	0.0992645	0.0604674	0	0.000154019	0.0771269	0.0367031	0.356221	0.285787	0.242262	0	0.011642	0.0308001	0.0724598	0.0367031	0.727564	0.612244	0	0.021653	0.0201917	0.0581327	0.147996	0.0367031	0.852	0	0.0224628	0.0122998	0.0492791	0.124538	0.173308	0.0367031	0	0.020083	0	0	0	0	0	0	0	0.000757175	0.0572335	0.106449	0.11043	0.0987302	0	0.00721667	0.016303	0.0171154	0.040001	0.135514	16.9146	24.8889	0.0351721	0.174088	0.173746	0.8563	0.85582	0.855156	0	0.173439	0.03573187	0.05352268	0.02488892	0.09060359
