Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	simmap
0	{0,2.63088}	{0,2.63088}	{1,0.434359:2,1.1991:1,1.72805}	{1,1.35087}	{0,0.858486:2,0.120573:1,0.227719}	{0,1.20678}	{1,0.279701:2,0.0987781:0,0.78181}	{2,0.165936:1,0.994353}	{1,1.67454}	{2,0.73463:1,0.298429}	{0,0.886556:2,0.146503}	{0,1.24414}	{0,1.24414}	{2,0.17678:1,1.17406}	{0,1.50561}	{0,1.59986:2,1.6296}	{2,0.33379:1,1.33842}	{0,1.67221}	{2,0.106353:1,1.53776:2,0.016503:1,0.826726}	{0,2.48734}	{1,2.24093}	{0,2.24093}	{2,0.584249:0,0.331387}	{1,0.915636}	{2,0.0135842:1,1.13836}	{0,2.17821}	{2,0.236305}	{2,0.747278:0,0.278987}	{0,2.06773}	{2,0.5692:1,0.00787237:2,0.109706:1,0.317714}	{2,0.47511:1,0.28297}	{1,0.744866}	{2,1.09462:1,0.97423}	{0,0.106706}	{2,0.0352554:1,0.0169966}	{2,0.127624:0,0.242411}	{2,0.102513}	{2,0.0717467:1,0.151842}	{2,0.11941:1,0.161478}	{2,0.144092}	{2,0.090307}	{2,0.16522:1,0.0681385}	{1,0.054661}	{1,1.50026}	{2,0.511602}	{2,0.00626055:1,0.242974}	{1,0.255647}	{2,0.210693:1,0.54337}	{0,0.730631}	{2,0.0122354:1,1.36616:2,0.118219:0,0.141878}	{2,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,2.17821},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,0.0135842:1,1.13836},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.915636},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.584249:0,0.331387}):{2,0.236305}):{2,0.747278:0,0.278987}):{0,2.06773},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,2.24093},Kadua_formosa___Maui_Wood_13483_ILM185:{1,2.24093}):{2,0.5692:1,0.00787237:2,0.109706:1,0.317714},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,2.48734},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,0.106353:1,1.53776:2,0.016503:1,0.826726}):{2,0.47511:1,0.28297}):{1,0.744866},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,0.33379:1,1.33842}):{2,1.09462:1,0.97423},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,1.59986:2,1.6296},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,1.50561},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,0.17678:1,1.17406},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,1.24414},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.24414}):{0,0.106706}):{2,0.0352554:1,0.0169966},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,0.886556:2,0.146503},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.73463:1,0.298429}):{2,0.127624:0,0.242411}):{2,0.102513}):{2,0.0717467:1,0.151842},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.67454},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.165936:1,0.994353},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,0.279701:2,0.0987781:0,0.78181}):{2,0.11941:1,0.161478},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,1.20678},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,0.858486:2,0.120573:1,0.227719}):{2,0.144092},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,1.35087}):{2,0.090307}):{2,0.16522:1,0.0681385}):{1,0.054661}):{1,1.50026}):{2,0.511602}):{2,0.00626055:1,0.242974}):{1,0.255647}):{2,0.210693:1,0.54337},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,0.434359:2,1.1991:1,1.72805},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,2.63088},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,2.63088}):{0,0.730631}):{2,0.0122354:1,1.36616:2,0.118219:0,0.141878});
10	{0,2.63088}	{0,2.63088}	{1,0.551734:2,1.57374:1,1.23604}	{1,0.496994:2,0.424203:1,0.429672}	{0,1.20678}	{0,0.246984:2,0.228644:1,0.731149}	{1,1.16029}	{2,0.874132:1,0.286157}	{1,1.01961:2,0.238914:1,0.416009}	{2,0.370833:1,0.662226}	{0,0.161483:2,0.182172:1,0.689404}	{0,1.24414}	{0,0.909713:2,0.334423}	{2,1.03058:1,0.320261}	{0,1.50561}	{0,0.271033:2,0.32285:1,2.50411:2,0.131465}	{2,1.67221}	{0,1.67221}	{2,2.43662:1,0.0507276}	{0,0.575028:2,0.527073:1,1.38524}	{1,0.20451:2,0.401838:1,0.7464:2,0.389388:1,0.498797}	{0,1.69957:2,0.541367}	{2,0.0763629:1,0.839273}	{1,0.915636}	{2,0.304648:1,0.847293}	{0,2.17821}	{1,0.158756:2,0.0775493}	{2,0.092241:0,0.934024}	{0,2.06773}	{2,1.00449}	{1,0.149339:2,0.580565:1,0.0281762}	{2,0.298934:1,0.399713:2,0.0146526:1,0.0315666}	{2,1.44569:1,0.623161}	{2,0.106706}	{2,0.052252}	{1,0.370035}	{2,0.0688012:1,0.0337118}	{2,0.223589}	{1,0.280888}	{2,0.0465705:1,0.0975215}	{1,0.090307}	{1,0.233358}	{1,0.054661}	{2,0.182552:0,1.31771}	{2,0.511602}	{2,0.249235}	{2,0.255647}	{2,0.691436:1,0.0626269}	{0,0.730631}	{2,0.704714:0,0.933779}	{2,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,2.17821},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,0.304648:1,0.847293},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.915636},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.0763629:1,0.839273}):{1,0.158756:2,0.0775493}):{2,0.092241:0,0.934024}):{0,2.06773},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,1.69957:2,0.541367},Kadua_formosa___Maui_Wood_13483_ILM185:{1,0.20451:2,0.401838:1,0.7464:2,0.389388:1,0.498797}):{2,1.00449},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,0.575028:2,0.527073:1,1.38524},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,2.43662:1,0.0507276}):{1,0.149339:2,0.580565:1,0.0281762}):{2,0.298934:1,0.399713:2,0.0146526:1,0.0315666},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,1.67221}):{2,1.44569:1,0.623161},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,0.271033:2,0.32285:1,2.50411:2,0.131465},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,1.50561},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,1.03058:1,0.320261},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,0.909713:2,0.334423},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.24414}):{2,0.106706}):{2,0.052252},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,0.161483:2,0.182172:1,0.689404},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.370833:1,0.662226}):{1,0.370035}):{2,0.0688012:1,0.0337118}):{2,0.223589},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.01961:2,0.238914:1,0.416009},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.874132:1,0.286157},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,1.16029}):{1,0.280888},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,0.246984:2,0.228644:1,0.731149},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,1.20678}):{2,0.0465705:1,0.0975215},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,0.496994:2,0.424203:1,0.429672}):{1,0.090307}):{1,0.233358}):{1,0.054661}):{2,0.182552:0,1.31771}):{2,0.511602}):{2,0.249235}):{2,0.255647}):{2,0.691436:1,0.0626269},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,0.551734:2,1.57374:1,1.23604},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,2.63088},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,2.63088}):{0,0.730631}):{2,0.704714:0,0.933779});
20	{0,2.05466:2,0.576213}	{0,0.776516:2,1.76985:1,0.0845123}	{1,0.957594:2,0.101465:1,0.111155:2,2.19129}	{1,0.0979173:2,0.469799:1,0.55322:2,0.0657578:1,0.164176}	{0,0.59287:2,0.208553:1,0.405355}	{0,1.02444:2,0.0446501:1,0.137688}	{1,0.135989:2,0.18707:1,0.83723}	{2,0.0965364:1,0.0722546:2,0.00465584:1,0.400311:2,0.316316:1,0.270215}	{1,1.67454}	{2,0.89192:1,0.141139}	{0,1.03306}	{0,1.24414}	{0,1.24414}	{2,1.35084}	{0,0.534974:2,0.412332:0,0.558301}	{0,2.38049:2,0.518804:1,0.330158}	{2,0.350678:1,0.0615636:2,0.263677:1,0.996287}	{0,1.67221}	{2,0.463133:1,0.329649:2,1.20627:1,0.150192:2,0.282508:1,0.0555973}	{0,0.693494:2,1.79385}	{1,0.481654:2,1.55776:1,0.201523}	{0,1.09077:2,1.15016}	{2,0.875419:1,0.0402167}	{1,0.123326:2,0.214436:1,0.102291:2,0.475582}	{2,0.0775388:1,1.0744}	{0,1.11254:2,0.954987:1,0.110682}	{2,0.236305}	{2,0.113857:1,0.794823:2,0.117585}	{2,0.36327:1,0.0954408:2,1.60902}	{2,0.162378:1,0.331498:2,0.0927388:1,0.417878}	{2,0.75808}	{2,0.280866:1,0.343272:2,0.118097:1,0.00263153}	{2,1.88728:1,0.181565}	{0,0.106706}	{2,0.0344769:1,0.0177751}	{2,0.370035}	{2,0.102513}	{2,0.223589}	{1,0.280888}	{1,0.144092}	{1,0.090307}	{1,0.233358}	{1,0.054661}	{2,1.13808:1,0.362175}	{1,0.511602}	{1,0.249235}	{1,0.255647}	{2,0.697535:1,0.0565285}	{2,0.563086:1,0.167545}	{2,1.06516:1,0.573328}	{1,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,1.11254:2,0.954987:1,0.110682},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,0.0775388:1,1.0744},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.123326:2,0.214436:1,0.102291:2,0.475582},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.875419:1,0.0402167}):{2,0.236305}):{2,0.113857:1,0.794823:2,0.117585}):{2,0.36327:1,0.0954408:2,1.60902},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,1.09077:2,1.15016},Kadua_formosa___Maui_Wood_13483_ILM185:{1,0.481654:2,1.55776:1,0.201523}):{2,0.162378:1,0.331498:2,0.0927388:1,0.417878},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,0.693494:2,1.79385},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,0.463133:1,0.329649:2,1.20627:1,0.150192:2,0.282508:1,0.0555973}):{2,0.75808}):{2,0.280866:1,0.343272:2,0.118097:1,0.00263153},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,0.350678:1,0.0615636:2,0.263677:1,0.996287}):{2,1.88728:1,0.181565},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,2.38049:2,0.518804:1,0.330158},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,0.534974:2,0.412332:0,0.558301},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,1.35084},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,1.24414},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.24414}):{0,0.106706}):{2,0.0344769:1,0.0177751},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,1.03306},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.89192:1,0.141139}):{2,0.370035}):{2,0.102513}):{2,0.223589},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.67454},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.0965364:1,0.0722546:2,0.00465584:1,0.400311:2,0.316316:1,0.270215},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,0.135989:2,0.18707:1,0.83723}):{1,0.280888},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,1.02444:2,0.0446501:1,0.137688},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,0.59287:2,0.208553:1,0.405355}):{1,0.144092},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,0.0979173:2,0.469799:1,0.55322:2,0.0657578:1,0.164176}):{1,0.090307}):{1,0.233358}):{1,0.054661}):{2,1.13808:1,0.362175}):{1,0.511602}):{1,0.249235}):{1,0.255647}):{2,0.697535:1,0.0565285},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,0.957594:2,0.101465:1,0.111155:2,2.19129},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,0.776516:2,1.76985:1,0.0845123},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,2.05466:2,0.576213}):{2,0.563086:1,0.167545}):{2,1.06516:1,0.573328});
30	{0,2.63088}	{0,0.84577:2,1.78511}	{1,3.36151}	{1,1.35087}	{0,1.20678}	{0,1.20678}	{1,1.16029}	{2,0.565608:1,0.594681}	{1,1.06472:2,0.0104886:1,0.599325}	{2,0.905617:1,0.127442}	{0,1.03306}	{0,1.24414}	{0,0.185723:2,1.05841}	{2,0.672007:0,0.678835}	{0,0.11272:2,0.750305:1,0.642582}	{0,3.22945}	{2,0.5709:1,0.245753:2,0.112043:1,0.74351}	{0,1.67221}	{2,1.58615:1,0.901194}	{0,2.48734}	{1,0.505791:2,0.556943:1,1.1782}	{0,0.907279:2,0.0309376:1,1.30272}	{2,0.264373:1,0.651263}	{1,0.915636}	{2,1.15194}	{0,2.17821}	{1,0.236305}	{2,1.02626}	{2,1.82219:1,0.24554}	{1,1.00449}	{2,0.75808}	{2,0.61288:1,0.131986}	{2,2.06885}	{2,0.106706}	{2,0.0393515:1,0.0129005}	{2,0.098025:1,0.27201}	{1,0.102513}	{1,0.223589}	{1,0.280888}	{0,0.144092}	{2,0.0332985:1,0.0570085}	{1,0.233358}	{1,0.054661}	{1,0.199498:2,0.486603:1,0.814157}	{2,0.365943:0,0.145659}	{2,0.249235}	{2,0.131266:1,0.124381}	{1,0.754063}	{2,0.730631}	{2,1.13344:0,0.505052}	{2,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,2.17821},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,1.15194},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.915636},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.264373:1,0.651263}):{1,0.236305}):{2,1.02626}):{2,1.82219:1,0.24554},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,0.907279:2,0.0309376:1,1.30272},Kadua_formosa___Maui_Wood_13483_ILM185:{1,0.505791:2,0.556943:1,1.1782}):{1,1.00449},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,2.48734},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,1.58615:1,0.901194}):{2,0.75808}):{2,0.61288:1,0.131986},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,0.5709:1,0.245753:2,0.112043:1,0.74351}):{2,2.06885},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,3.22945},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,0.11272:2,0.750305:1,0.642582},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,0.672007:0,0.678835},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,0.185723:2,1.05841},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.24414}):{2,0.106706}):{2,0.0393515:1,0.0129005},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,1.03306},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.905617:1,0.127442}):{2,0.098025:1,0.27201}):{1,0.102513}):{1,0.223589},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.06472:2,0.0104886:1,0.599325},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.565608:1,0.594681},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,1.16029}):{1,0.280888},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,1.20678},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,1.20678}):{0,0.144092},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,1.35087}):{2,0.0332985:1,0.0570085}):{1,0.233358}):{1,0.054661}):{1,0.199498:2,0.486603:1,0.814157}):{2,0.365943:0,0.145659}):{2,0.249235}):{2,0.131266:1,0.124381}):{1,0.754063},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,3.36151},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,0.84577:2,1.78511},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,2.63088}):{2,0.730631}):{2,1.13344:0,0.505052});
40	{0,1.99236:2,0.568526:1,0.0699933}	{0,0.578642:2,1.23407:1,0.818169}	{1,3.36151}	{1,1.35087}	{0,1.20678}	{0,0.882847:2,0.059411:1,0.26452}	{1,1.16029}	{2,0.432207:1,0.728082}	{1,1.67454}	{2,0.703434:1,0.329625}	{0,0.806226:2,0.226833}	{0,1.02771:2,0.216424}	{0,0.942416:2,0.239247:1,0.0624735}	{2,0.859682:1,0.49116}	{0,1.50561}	{0,1.82951:2,0.694729:1,0.705219}	{2,0.92833:1,0.743876}	{0,1.67221}	{2,0.676064:0,1.81128}	{0,2.48734}	{1,2.24093}	{0,0.857292:2,0.139213:1,1.24443}	{2,0.915636}	{1,0.915636}	{2,1.15194}	{0,0.48248:2,1.69573}	{2,0.181919:1,0.0543856}	{2,0.924504:1,0.101761}	{2,0.595181:1,1.47255}	{1,1.00449}	{0,0.75808}	{2,0.600289:1,0.144577}	{2,1.52799:1,0.540864}	{2,0.0202225:1,0.0864835}	{1,0.052252}	{2,0.370035}	{2,0.00634337:1,0.0961696}	{2,0.223589}	{1,0.280888}	{2,0.0436168:1,0.100475}	{1,0.090307}	{1,0.233358}	{1,0.054661}	{2,0.913991:1,0.586267}	{1,0.511602}	{1,0.249235}	{1,0.255647}	{1,0.754063}	{1,0.730631}	{1,1.63849}	{1,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,0.48248:2,1.69573},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,1.15194},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.915636},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.915636}):{2,0.181919:1,0.0543856}):{2,0.924504:1,0.101761}):{2,0.595181:1,1.47255},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,0.857292:2,0.139213:1,1.24443},Kadua_formosa___Maui_Wood_13483_ILM185:{1,2.24093}):{1,1.00449},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,2.48734},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,0.676064:0,1.81128}):{0,0.75808}):{2,0.600289:1,0.144577},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,0.92833:1,0.743876}):{2,1.52799:1,0.540864},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,1.82951:2,0.694729:1,0.705219},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,1.50561},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,0.859682:1,0.49116},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,0.942416:2,0.239247:1,0.0624735},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.02771:2,0.216424}):{2,0.0202225:1,0.0864835}):{1,0.052252},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,0.806226:2,0.226833},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.703434:1,0.329625}):{2,0.370035}):{2,0.00634337:1,0.0961696}):{2,0.223589},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.67454},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.432207:1,0.728082},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,1.16029}):{1,0.280888},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,0.882847:2,0.059411:1,0.26452},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,1.20678}):{2,0.0436168:1,0.100475},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,1.35087}):{1,0.090307}):{1,0.233358}):{1,0.054661}):{2,0.913991:1,0.586267}):{1,0.511602}):{1,0.249235}):{1,0.255647}):{1,0.754063},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,3.36151},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,0.578642:2,1.23407:1,0.818169},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,1.99236:2,0.568526:1,0.0699933}):{1,0.730631}):{1,1.63849});
50	{0,2.63088}	{0,2.63088}	{1,1.21195:2,0.360462:1,1.78909}	{1,1.35087}	{0,1.20678}	{0,0.218848:2,0.98793}	{1,1.16029}	{2,0.661671:1,0.498618}	{1,1.67454}	{2,0.515741:1,0.517318}	{0,0.67511:2,0.109437:1,0.248512}	{0,1.24414}	{0,1.24414}	{2,0.128878:0,1.22196}	{0,1.50561}	{0,1.13019:2,0.560614:0,1.53865}	{2,0.518854:0,1.15335}	{0,1.67221}	{2,2.41412:1,0.0732229}	{0,2.48734}	{1,2.24093}	{0,1.50698:2,0.545038:1,0.188911}	{2,0.255346:1,0.66029}	{1,0.915636}	{2,1.15194}	{0,1.62326:2,0.361586:1,0.19336}	{1,0.236305}	{2,1.02626}	{2,1.64873:1,0.419}	{1,1.00449}	{2,0.75808}	{2,0.244462:1,0.500404}	{0,0.490348:2,0.599904:1,0.978597}	{0,0.106706}	{0,0.052252}	{1,0.370035}	{2,0.102513}	{2,0.223589}	{1,0.280888}	{2,0.144092}	{2,0.090307}	{2,0.216605:1,0.0167527}	{1,0.054661}	{2,1.50026}	{2,0.511602}	{2,0.249235}	{2,0.227513:1,0.0281337}	{1,0.754063}	{0,0.0090644:2,0.721567}	{2,0.970989:1,0.667504}	{1,0}	(((Kadua_tryblium___Kauai_Wood_18128_ILM202:{0,1.62326:2,0.361586:1,0.19336},(Kadua_affinis___Hawaii_Lorence_5897_ILM247:{2,1.15194},(Kadua_axillaris___Maui_Perlman_15370_ILM221:{1,0.915636},Kadua_fosbergii___Maui_Oppenheimer_H21604_ILM209:{2,0.255346:1,0.66029}):{1,0.236305}):{2,1.02626}):{2,1.64873:1,0.419},(((Kadua_knudsenii___Kauai_Wood_17085_ILM186:{0,1.50698:2,0.545038:1,0.188911},Kadua_formosa___Maui_Wood_13483_ILM185:{1,2.24093}):{1,1.00449},(Kadua_foggiana___Kauai_Wood_15232_ILM187:{0,2.48734},Kadua_centranthoides___Maui_Wood_11309_ILM237:{2,2.41412:1,0.0732229}):{2,0.75808}):{2,0.244462:1,0.500404},((Kadua_fluviatilis___Kauai_Wood_18450_ILM195:{0,1.67221},Kadua_acuminata___Kauai_SKW_609_ILM196:{2,0.518854:0,1.15335}):{0,0.490348:2,0.599904:1,0.978597},(Kadua_st-johnii___Kauai_NT_2829_ILM222:{0,1.13019:2,0.560614:0,1.53865},((Kadua_flynni___Kauai_Wood_16560_ILM189:{0,1.50561},((Kadua_cookiana___Kauai_Perlman_24732_ILM181:{2,0.128878:0,1.22196},(Kadua_haupuensis___Kauai_Trask_sn_ILM180:{0,1.24414},Kadua_cordata_ssp_waimeae_Kauai_Wood_16599_ILM198:{0,1.24414}):{0,0.106706}):{0,0.052252},(Kadua_cordata_ssp_cordata_Kauai_Wood_18404_ILM197:{0,0.67511:2,0.109437:1,0.248512},Kadua_elatior___Kauai_Wood_18126_ILM200:{2,0.515741:1,0.517318}):{1,0.370035}):{2,0.102513}):{2,0.223589},(Kadua_cordata_ssp_remyi_Lanai_Oppenheimer_H100731_ILM213:{1,1.67454},((Kadua_littoralis___Molokai_Perlman_17523_ILM239:{2,0.661671:1,0.498618},Kadua_laxiflora___Maui_Oppenheimer_H71604_ILM238:{1,1.16029}):{1,0.280888},((Kadua_degeneri___Oahu_Welton_556_ILM203:{0,0.218848:2,0.98793},Kadua_parvula___Oahu_Wood_1933_ILM245:{0,1.20678}):{2,0.144092},Kadua_cordata_ssp_cordata_Oahu_NT_3119_ILM236:{1,1.35087}):{2,0.090307}):{2,0.216605:1,0.0167527}):{1,0.054661}):{2,1.50026}):{2,0.511602}):{2,0.249235}):{2,0.227513:1,0.0281337}):{1,0.754063},(Kadua_rapensis___Rapa_Perlman_17938_ILM228:{1,1.21195:2,0.360462:1,1.78909},(Kadua_lichtlei___Ua_Huku_Wood_10514_ILM230:{0,2.63088},Kadua_nukuhivensis___Nuku_Hiva_Wood_6337_ILM229:{0,2.63088}):{0,0.0090644:2,0.721567}):{2,0.970989:1,0.667504});
