"Aa","Ca","Pa","Cc","Ad","El"
0,1059.60348374369,2779.28242244375,2557.96152085337,1890.7097341308,3010.59018091641
1059.60348374369,0,1719.67893870006,1498.35803710968,831.10625038711,1950.98669717272
2779.28242244375,1719.67893870006,0,221.320901590379,888.572688312947,231.307758472666
2557.96152085337,1498.35803710968,221.320901590379,0,667.251786722568,452.628660063045
1890.7097341308,831.10625038711,888.572688312947,667.251786722568,0,1119.88044678561
3010.59018091641,1950.98669717272,231.307758472666,452.628660063045,1119.88044678561,0
