Iteration	Posterior	Likelihood	Prior	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]
5370	-4682.28	-4678.74	-3.54228	1.657682	0.02750306	0.222809	0.29219	0.239693	0.245309
5380	-4683.43	-4679.53	-3.89536	2.222121	0.02894253	0.199544	0.308757	0.23755	0.25415
5390	-4681.61	-4678.13	-3.47591	1.796009	0.02962787	0.215282	0.286142	0.245055	0.253521
5400	-4684.36	-4680.84	-3.51496	2.119548	0.0326142	0.224223	0.305335	0.228001	0.242441
5410	-4680.95	-4677.14	-3.81082	2.095015	0.02871989	0.210861	0.295346	0.240481	0.253312
5420	-4682.68	-4679.03	-3.64785	2.026809	0.02994846	0.199695	0.310024	0.236726	0.253555
5430	-4681.11	-4677.38	-3.72825	1.948775	0.0282668	0.217455	0.301461	0.231042	0.250042
5440	-4682.05	-4678.72	-3.33026	1.953188	0.03322654	0.216376	0.292622	0.242348	0.248653
5450	-4681.29	-4677.67	-3.62456	2.086301	0.03083907	0.205635	0.305974	0.235149	0.253242
5460	-4684.07	-4680.72	-3.34632	1.778454	0.03101314	0.22596	0.288269	0.234771	0.251
5470	-4683.41	-4679.7	-3.70966	2.193153	0.03087433	0.220326	0.309236	0.231729	0.238709
5480	-4681.45	-4677.55	-3.89216	2.089641	0.02777582	0.211948	0.299352	0.249839	0.238861
5490	-4681.87	-4678.05	-3.81121	1.96067	0.0274804	0.222127	0.293924	0.23746	0.246488
5500	-4682.44	-4678.62	-3.82011	2.007761	0.02781257	0.200661	0.307456	0.244604	0.247279
5510	-4683.27	-4679.27	-3.99381	2.205722	0.02770837	0.215775	0.309679	0.227124	0.247421
5520	-4681.2	-4677.54	-3.65983	1.961069	0.02915511	0.208786	0.311634	0.232458	0.247122
5530	-4682.88	-4679.42	-3.46747	1.903751	0.03086875	0.200287	0.301832	0.254052	0.243829
5540	-4682.04	-4678.58	-3.46284	1.852514	0.03037795	0.219017	0.311876	0.233345	0.235762
5550	-4683.38	-4679.67	-3.71621	1.8965	0.02790732	0.219016	0.281892	0.262797	0.236295
5560	-4682.22	-4678.7	-3.52603	1.740865	0.02849381	0.221198	0.28508	0.248959	0.244763
5570	-4682.42	-4678.68	-3.73731	2.218141	0.03078282	0.211076	0.309545	0.228298	0.25108
5580	-4681.69	-4677.81	-3.88333	2.059801	0.02760401	0.209769	0.295762	0.254764	0.239705
5590	-4683.55	-4679.9	-3.64987	1.741423	0.02716461	0.202918	0.302943	0.234352	0.259787
5600	-4686.44	-4682.2	-4.23738	2.108072	0.02451955	0.198458	0.288186	0.25922	0.254136
5610	-4681.58	-4678.21	-3.37284	1.818733	0.03112654	0.208665	0.310929	0.239301	0.241105
5620	-4682.37	-4678.73	-3.64061	1.942484	0.02919348	0.215458	0.281403	0.248111	0.255028
5630	-4680.97	-4677.48	-3.49353	1.970073	0.03125605	0.20755	0.295321	0.249359	0.24777
5640	-4683.9	-4680.51	-3.38825	2.061598	0.03369615	0.199627	0.300327	0.236551	0.263496
5650	-4683.24	-4679.09	-4.14752	2.199501	0.02607697	0.217139	0.298024	0.234942	0.249895
5660	-4681.46	-4678.1	-3.36331	1.782539	0.03084612	0.210283	0.291237	0.243802	0.254678
5670	-4681.15	-4677.73	-3.42299	1.747555	0.02974493	0.218386	0.302453	0.239525	0.239636
5680	-4681.55	-4678.1	-3.45074	1.9394	0.03146722	0.213311	0.290969	0.238735	0.256985
5690	-4682.91	-4679.45	-3.46897	1.821723	0.02997865	0.212133	0.319	0.234127	0.234739
5700	-4682.51	-4679.29	-3.22066	1.779373	0.03265779	0.217583	0.308407	0.229122	0.244887
5710	-4681.44	-4677.87	-3.56824	1.788893	0.02849893	0.213432	0.311078	0.231776	0.243714
5720	-4683.89	-4680.15	-3.73663	1.576965	0.02484967	0.22307	0.288528	0.24841	0.239993
5730	-4682.47	-4679	-3.47147	1.65433	0.02823485	0.206452	0.304639	0.241006	0.247903
5740	-4684.42	-4680.62	-3.79635	2.370117	0.03156871	0.216291	0.305081	0.227976	0.250652
5750	-4680.82	-4676.95	-3.86615	1.929652	0.02663557	0.214362	0.302939	0.239758	0.242942
5760	-4684.13	-4680.92	-3.20225	1.78644	0.0329929	0.216926	0.281058	0.251861	0.250155
5770	-4681.5	-4677.95	-3.54884	1.866008	0.02949217	0.210294	0.29651	0.25617	0.237026
5780	-4682.74	-4679.11	-3.63371	1.57437	0.02580087	0.213891	0.298316	0.243156	0.244637
5790	-4681.06	-4677.26	-3.80715	1.981653	0.02771411	0.212169	0.293861	0.237585	0.256385
5800	-4683.45	-4679.68	-3.77828	1.732537	0.02579303	0.217906	0.311872	0.22595	0.244272
5810	-4680.91	-4677.16	-3.74431	1.912514	0.02775347	0.207797	0.306684	0.24203	0.243489
5820	-4683.81	-4680	-3.80399	2.185875	0.0296596	0.218862	0.310228	0.222843	0.248067
5830	-4680.58	-4676.95	-3.62594	1.916822	0.0291087	0.217903	0.297468	0.241398	0.243231
5840	-4684.11	-4680.42	-3.68075	1.609284	0.0256567	0.209594	0.295829	0.258516	0.236061
5850	-4682.9	-4678.83	-4.07206	2.071825	0.02578668	0.217891	0.288553	0.251919	0.241637
5860	-4683.16	-4679.19	-3.97206	2.106371	0.02707845	0.221153	0.307389	0.234462	0.236997
5870	-4682.56	-4678.86	-3.69492	2.028772	0.02941298	0.20795	0.298447	0.259201	0.234402
5880	-4681.36	-4677.74	-3.62115	1.995174	0.02994821	0.20294	0.306269	0.242968	0.247823
5890	-4681.21	-4677.59	-3.61661	1.954577	0.0295929	0.204191	0.295033	0.249761	0.251015
5900	-4683.12	-4679.8	-3.32361	1.948037	0.03325756	0.210455	0.294385	0.231223	0.263937
5910	-4685.35	-4681.37	-3.97958	1.954089	0.02571952	0.216541	0.321071	0.222829	0.239558
5920	-4683.04	-4679.6	-3.44054	1.685158	0.02889268	0.21797	0.300225	0.225386	0.256419
5930	-4683.69	-4679.51	-4.17434	2.288395	0.02652373	0.209113	0.29642	0.236578	0.25789
5940	-4682.18	-4678.3	-3.87327	1.883578	0.02616581	0.216004	0.306802	0.227486	0.249707
5950	-4681.37	-4677.81	-3.56539	2.083573	0.0315586	0.211173	0.298772	0.234001	0.256055
5960	-4680.71	-4677	-3.70998	1.945415	0.02843706	0.209679	0.300745	0.249156	0.24042
5970	-4684.51	-4680.92	-3.59904	1.849249	0.02874809	0.195581	0.304394	0.249536	0.250489
5980	-4680.67	-4676.98	-3.69127	1.936748	0.02856283	0.214694	0.306632	0.233605	0.245069
5990	-4682.12	-4678.2	-3.9216	1.80615	0.02505128	0.208712	0.294082	0.242978	0.254228
6000	-4684.4	-4680.72	-3.68055	2.071819	0.03000851	0.21486	0.289788	0.265562	0.229791
6010	-4682.77	-4678.84	-3.92654	1.740629	0.02447272	0.216409	0.294117	0.252798	0.236676
6020	-4681.56	-4677.9	-3.65188	2.076736	0.03040449	0.212332	0.289919	0.252322	0.245428
6030	-4680.92	-4677	-3.9181	1.935886	0.0261686	0.212395	0.301556	0.240989	0.24506
6040	-4683.57	-4680.24	-3.32828	1.956446	0.03329236	0.223129	0.293758	0.235262	0.24785
6050	-4681.8	-4677.88	-3.92386	2.199131	0.0284126	0.210508	0.298458	0.248657	0.242377
6060	-4684.74	-4681.26	-3.47075	1.952152	0.03135114	0.194225	0.303039	0.244322	0.258413
6070	-4681.62	-4677.74	-3.87782	1.781812	0.02526025	0.210254	0.298618	0.242991	0.248137
6080	-4681.18	-4677.28	-3.90222	1.876226	0.0258192	0.214305	0.303	0.237698	0.244997
6090	-4681.37	-4677.79	-3.57565	1.965977	0.03019664	0.214186	0.309902	0.240763	0.235149
6100	-4682.85	-4679.17	-3.67744	1.80399	0.02745793	0.221035	0.280321	0.251414	0.247229
6110	-4683.19	-4679.68	-3.51348	2.154997	0.03303065	0.202767	0.314166	0.240513	0.242554
6120	-4680.77	-4677.08	-3.6939	2.006125	0.02920352	0.208775	0.308656	0.239014	0.243556
6130	-4682.88	-4679.39	-3.48921	1.861228	0.03015043	0.199077	0.297131	0.248438	0.255354
6140	-4681.51	-4678.01	-3.5074	1.726658	0.02855987	0.206546	0.29952	0.242262	0.251672
6150	-4680.68	-4676.98	-3.70598	1.97932	0.0288061	0.213163	0.30032	0.247636	0.238881
6160	-4682.85	-4678.72	-4.13132	1.960562	0.02435778	0.214612	0.293683	0.252852	0.238853
6170	-4683.54	-4680.29	-3.24941	1.608926	0.03032285	0.217529	0.310748	0.228588	0.243135
6180	-4686.47	-4682.23	-4.245	2.305997	0.02596097	0.206212	0.290616	0.233772	0.2694
6190	-4681.1	-4677.5	-3.59405	1.896185	0.02927094	0.218062	0.291493	0.249153	0.241293
6200	-4683.42	-4679.76	-3.6546	2.331198	0.03304295	0.209753	0.310221	0.23689	0.243136
6210	-4682.44	-4678.67	-3.7668	1.657233	0.02525363	0.218717	0.289701	0.248116	0.243466
6220	-4680.83	-4677.38	-3.44997	1.855961	0.0305722	0.214996	0.300222	0.246221	0.238561
6230	-4681.66	-4677.61	-4.05155	1.963418	0.02511088	0.211748	0.29707	0.241146	0.250035
6240	-4684.4	-4680.6	-3.80508	1.730923	0.02552097	0.210031	0.305436	0.224785	0.259748
6250	-4682.79	-4679.01	-3.78222	2.033429	0.02846413	0.223306	0.298652	0.229489	0.248553
6260	-4684.96	-4681.48	-3.47471	2.222889	0.03435643	0.203629	0.286804	0.251012	0.258556
6270	-4683.44	-4680.01	-3.43309	2.193326	0.03461325	0.21224	0.307288	0.227972	0.252501
6280	-4681.74	-4677.77	-3.96165	2.02242	0.0264681	0.218746	0.301274	0.23964	0.240339
6290	-4686.27	-4682.68	-3.59534	1.917972	0.02947439	0.197488	0.296786	0.268639	0.237087
6300	-4683.55	-4679.95	-3.59766	1.993272	0.03021105	0.203808	0.305697	0.257453	0.233041
6310	-4680.98	-4677.35	-3.63606	2.059908	0.03042612	0.207438	0.308539	0.236029	0.247994
6320	-4683.78	-4680.43	-3.34987	1.768826	0.03086202	0.203365	0.287158	0.245833	0.263644
6330	-4684.45	-4680.48	-3.9679	2.362662	0.02939868	0.201559	0.308493	0.248034	0.241914
6340	-4689.13	-4685.31	-3.82197	2.59168	0.03351125	0.217119	0.316047	0.225948	0.240885
6350	-4687.09	-4684.19	-2.8952	1.810029	0.0379518	0.203853	0.294821	0.253569	0.247757
6360	-4681.46	-4677.6	-3.85477	1.888065	0.02638869	0.215522	0.294892	0.234993	0.254593
6370	-4680.96	-4677.44	-3.51716	1.768562	0.02887066	0.211293	0.304003	0.234261	0.250443
6380	-4682.38	-4678.9	-3.47579	2.010357	0.03192397	0.22017	0.30701	0.23718	0.23564
6390	-4680.45	-4676.84	-3.61627	1.796876	0.02804739	0.210938	0.298725	0.242927	0.247411
6400	-4682.88	-4679.13	-3.75325	2.330311	0.03171944	0.211826	0.306383	0.235852	0.245939
6410	-4682.02	-4678.77	-3.25317	1.889682	0.03353885	0.210502	0.293209	0.242766	0.253523
6420	-4682.16	-4678.19	-3.96771	2.170589	0.02768124	0.204353	0.302507	0.238177	0.254964
6430	-4682.62	-4678.71	-3.90948	1.774594	0.02490488	0.217971	0.284926	0.248039	0.249064
6440	-4680.58	-4676.93	-3.64916	1.792981	0.02765533	0.215066	0.300545	0.242863	0.241526
6450	-4683.58	-4679.41	-4.17638	2.175097	0.02560263	0.213822	0.295961	0.253315	0.236901
6460	-4680.36	-4676.57	-3.78518	1.98747	0.02800454	0.210519	0.299493	0.241575	0.248412
6470	-4680.97	-4677.47	-3.50233	1.886664	0.03025892	0.206959	0.294975	0.250945	0.247121
6480	-4683.06	-4679.45	-3.60396	1.672089	0.02699405	0.211118	0.28144	0.256636	0.250807
6490	-4683.22	-4679.31	-3.91165	1.867801	0.0256571	0.210518	0.294906	0.230786	0.263789
6500	-4681.38	-4677.74	-3.64387	1.877762	0.02852373	0.20937	0.286403	0.251265	0.252961
6510	-4683.02	-4679.82	-3.20245	1.853565	0.03381097	0.20247	0.299387	0.246048	0.252095
6520	-4683.8	-4680.13	-3.66405	1.836425	0.02790609	0.203888	0.280859	0.254068	0.261185
6530	-4683.75	-4680.59	-3.16033	1.725335	0.03282292	0.220322	0.301871	0.246774	0.231033
6540	-4681.73	-4678.25	-3.48126	2.069156	0.03250476	0.213208	0.302502	0.24608	0.23821
6550	-4681.87	-4678.61	-3.25521	1.821709	0.03269547	0.21788	0.300265	0.242283	0.239572
6560	-4681.63	-4677.9	-3.73147	1.76381	0.02653225	0.216381	0.298214	0.232468	0.252936
6570	-4681.59	-4678.04	-3.55394	2.017958	0.03100616	0.210174	0.288662	0.253204	0.247961
6580	-4682.18	-4678.38	-3.80508	2.195016	0.02973464	0.214949	0.297154	0.233209	0.254688
6590	-4681.6	-4678.22	-3.38366	1.836488	0.03118653	0.21159	0.290156	0.241138	0.257116
6600	-4683.22	-4679.81	-3.40969	1.874074	0.031272	0.225341	0.292895	0.245232	0.236532
6610	-4682.83	-4678.82	-4.0143	1.903783	0.02498107	0.21933	0.286179	0.252411	0.24208
6620	-4682.26	-4679.13	-3.13418	1.757084	0.03357499	0.21094	0.302243	0.239772	0.247045
6630	-4681.51	-4677.91	-3.60234	1.7778	0.02801539	0.219377	0.288703	0.241747	0.250173
6640	-4684.74	-4680.96	-3.77909	1.665007	0.02520435	0.203298	0.291246	0.259623	0.245833
6650	-4681.64	-4678.11	-3.52627	1.718269	0.02826707	0.208918	0.290939	0.253071	0.247072
6660	-4681.26	-4677.35	-3.90739	2.137532	0.02803965	0.212895	0.302867	0.241618	0.242621
6670	-4681.51	-4678.11	-3.39999	1.787686	0.03044987	0.20521	0.303755	0.240341	0.250695
6680	-4683.48	-4680.26	-3.22268	2.060466	0.03613539	0.208928	0.310131	0.232476	0.248465
6690	-4681.98	-4678.34	-3.64095	1.812423	0.02792812	0.204517	0.300824	0.252844	0.241815
6700	-4682.75	-4679.1	-3.64833	1.920449	0.02888877	0.222484	0.287903	0.253732	0.235881
6710	-4682.26	-4678.76	-3.50059	1.864338	0.0300462	0.220263	0.292427	0.2533	0.23401
6720	-4685.46	-4681.2	-4.25753	2.405807	0.02661995	0.206635	0.312918	0.236387	0.244061
6730	-4682.79	-4679.25	-3.54012	2.033123	0.03134195	0.213821	0.314847	0.222849	0.248483
6740	-4682.2	-4678.06	-4.14002	2.08964	0.02527824	0.211734	0.300278	0.244501	0.243486
6750	-4685.44	-4682.41	-3.03326	1.614437	0.03318709	0.22516	0.298084	0.231138	0.245618
6760	-4680.64	-4676.88	-3.7554	2.060298	0.02902044	0.207735	0.299532	0.241463	0.25127
6770	-4684.16	-4680.88	-3.2803	1.818524	0.03232191	0.199961	0.299399	0.257028	0.243612
6780	-4685.82	-4682	-3.82005	1.79821	0.02595457	0.227402	0.280497	0.26195	0.230151
6790	-4680.37	-4676.77	-3.59837	1.826172	0.02852901	0.21158	0.303009	0.24095	0.24446
6800	-4681.55	-4677.93	-3.61753	1.929804	0.02933457	0.216642	0.312004	0.23443	0.236924
6810	-4680.22	-4676.55	-3.67422	1.931952	0.02870789	0.213319	0.296107	0.243171	0.247403
6820	-4686.39	-4683.14	-3.24769	1.576087	0.02997942	0.204779	0.315796	0.244047	0.235378
6830	-4683.34	-4679.39	-3.95747	1.724655	0.02406903	0.215214	0.301126	0.231727	0.251934
6840	-4681.71	-4677.79	-3.91591	1.903319	0.02591449	0.206852	0.305615	0.240712	0.246821
6850	-4682.42	-4678.41	-4.01208	2.134206	0.02690252	0.218569	0.303729	0.236003	0.241699
6860	-4681.82	-4678.34	-3.4781	2.095773	0.03284643	0.208125	0.309533	0.240672	0.24167
6870	-4683.91	-4680.45	-3.46201	2.023638	0.03225266	0.207214	0.308689	0.22134	0.262757
6880	-4680.69	-4677.16	-3.52845	1.869475	0.02976747	0.211808	0.294434	0.251077	0.24268
6890	-4680.82	-4677.02	-3.79845	1.861978	0.02672883	0.213768	0.294362	0.249083	0.242787
6900	-4681.16	-4677.83	-3.32861	1.843451	0.0319729	0.210725	0.300782	0.246771	0.241722
6910	-4680.62	-4677.07	-3.55099	1.955007	0.03038223	0.208353	0.297238	0.248765	0.245645
6920	-4684.56	-4681.31	-3.24903	1.926719	0.03404962	0.222714	0.286979	0.245343	0.244964
6930	-4683.07	-4679.33	-3.7366	1.857471	0.02732846	0.212465	0.317735	0.236733	0.233067
6940	-4681.87	-4678.27	-3.59776	2.025602	0.03054258	0.221025	0.303723	0.235016	0.240236
6950	-4685.74	-4682.06	-3.6813	2.155878	0.0308482	0.217076	0.307768	0.214738	0.260417
6960	-4682.4	-4678.6	-3.79851	1.942075	0.02744659	0.223884	0.297628	0.243454	0.235034
6970	-4680.8	-4677.41	-3.39179	1.811502	0.03080985	0.210299	0.305294	0.23919	0.245217
6980	-4684.04	-4680.61	-3.4282	2.113221	0.03373814	0.218828	0.287477	0.245829	0.247866
6990	-4682.92	-4679.44	-3.48129	1.87057	0.03034472	0.218612	0.297636	0.224515	0.259238
7000	-4684.02	-4680.94	-3.08106	1.871856	0.03583864	0.214378	0.295498	0.24949	0.240634
7010	-4681.97	-4678.16	-3.80611	1.891181	0.02691008	0.209955	0.290522	0.259481	0.240041
7020	-4681.21	-4677.78	-3.42633	1.84412	0.03073632	0.218472	0.2944	0.237866	0.249262
7030	-4682.16	-4678.53	-3.62846	2.147393	0.03142658	0.216764	0.292604	0.245291	0.245341
7040	-4680.53	-4676.81	-3.71539	1.887379	0.02783087	0.208679	0.300533	0.23989	0.250898
7050	-4682.17	-4678.63	-3.54022	1.641748	0.02737162	0.218089	0.290206	0.252081	0.239624
7060	-4684.99	-4681.34	-3.64394	1.841483	0.02817333	0.226775	0.282531	0.234595	0.256098
7070	-4683.35	-4680.04	-3.31584	1.85914	0.03232186	0.221346	0.302805	0.224	0.251849
7080	-4687.62	-4684.19	-3.42907	2.380785	0.03697471	0.205983	0.304662	0.224221	0.265133
7090	-4682.78	-4678.93	-3.84739	1.825423	0.02592144	0.22021	0.283887	0.25569	0.240213
7100	-4683.86	-4680.19	-3.66563	1.731445	0.02690904	0.227769	0.294063	0.247569	0.230599
7110	-4681.75	-4677.8	-3.95261	2.040316	0.02671194	0.209054	0.30991	0.237855	0.243181
7120	-4683.62	-4680.51	-3.11022	1.955786	0.0365118	0.207246	0.307231	0.237769	0.247755
7130	-4686.09	-4682.46	-3.62859	1.689093	0.02689861	0.214114	0.268144	0.266819	0.250923
7140	-4682.19	-4678.58	-3.61328	2.18735	0.03204676	0.206064	0.29364	0.246015	0.254281
7150	-4682.34	-4678.41	-3.92918	1.900398	0.02576084	0.205554	0.290452	0.24755	0.256444
7160	-4681.59	-4677.98	-3.61517	1.87634	0.02883249	0.209986	0.314173	0.23246	0.243381
7170	-4683.48	-4680.03	-3.45687	1.844922	0.03036987	0.200996	0.308357	0.251852	0.238794
7180	-4681.67	-4678	-3.67119	2.066016	0.03006267	0.211016	0.313198	0.229499	0.246286
7190	-4682.88	-4679.31	-3.56942	1.834061	0.02893314	0.210327	0.288678	0.264984	0.236011
7200	-4682.11	-4678.64	-3.47467	2.113491	0.03309399	0.203541	0.306985	0.241614	0.24786
7210	-4681.71	-4678.3	-3.41414	1.949421	0.03205299	0.208751	0.309369	0.244428	0.237451
7220	-4680.78	-4677.1	-3.68059	2.021087	0.02950463	0.209076	0.292471	0.247201	0.251252
7230	-4682.67	-4678.8	-3.86829	2.194276	0.02899347	0.200913	0.307363	0.239656	0.252069
7240	-4681.78	-4677.97	-3.80728	1.717383	0.02538438	0.218129	0.293714	0.242917	0.245239
7250	-4685.12	-4682.04	-3.0876	1.938792	0.03663975	0.205093	0.291686	0.243173	0.260048
7260	-4683.35	-4679.28	-4.06533	2.257892	0.02739599	0.210086	0.291413	0.255486	0.243015
7270	-4680.45	-4676.96	-3.48921	1.788517	0.02939484	0.214378	0.301028	0.240519	0.244074
7280	-4683.13	-4679.9	-3.23739	1.85246	0.0333078	0.217857	0.289131	0.238415	0.254597
7290	-4681.32	-4677.92	-3.39867	1.883976	0.03152214	0.208165	0.291887	0.246501	0.253447
7300	-4681.97	-4678.64	-3.33392	1.977159	0.03345955	0.210455	0.30402	0.247058	0.238468
7310	-4682.47	-4678.78	-3.68486	1.886845	0.02815771	0.21449	0.315698	0.237266	0.232547
7320	-4682.83	-4679.37	-3.46316	1.628312	0.02806626	0.216327	0.292345	0.234011	0.257317
7330	-4681.36	-4677.71	-3.64844	1.771	0.02745613	0.20766	0.302054	0.247796	0.242491
7340	-4682.69	-4679	-3.69122	2.133673	0.0305003	0.208886	0.302166	0.254851	0.234097
7350	-4681.53	-4678.17	-3.3665	1.942908	0.03261234	0.213261	0.307682	0.230192	0.248865
7360	-4680.85	-4677.07	-3.77659	1.952653	0.02777679	0.206452	0.297308	0.248253	0.247987
7370	-4684.83	-4681.28	-3.54946	2.23854	0.03347298	0.216423	0.288217	0.25416	0.241199
7380	-4683.12	-4679.69	-3.43087	1.789192	0.03009183	0.222699	0.28832	0.234236	0.254745
7390	-4681.43	-4678.11	-3.31225	1.727928	0.03087651	0.21308	0.293369	0.242523	0.251028
7400	-4681.86	-4678.48	-3.37903	1.665473	0.02939496	0.213212	0.307466	0.239025	0.240296
7410	-4683.01	-4679.69	-3.32607	1.609668	0.0294191	0.206575	0.302324	0.24563	0.245471
7420	-4682.55	-4679.03	-3.5255	1.967676	0.03082893	0.221644	0.300676	0.245697	0.231983
7430	-4682.65	-4679.26	-3.39281	1.943336	0.03226575	0.207515	0.313017	0.226014	0.253454
7440	-4684.95	-4681.42	-3.5311	2.262429	0.03400376	0.208764	0.321126	0.230427	0.239683
7450	-4682.11	-4678.58	-3.52733	1.940082	0.03051524	0.21188	0.289601	0.259726	0.238793
7460	-4686.16	-4681.78	-4.3772	2.00429	0.02257917	0.213404	0.28417	0.262272	0.240154
7470	-4680.93	-4677.22	-3.7027	1.763876	0.02682537	0.215581	0.301176	0.237356	0.245886
7480	-4682.43	-4678.52	-3.91286	2.195151	0.02849897	0.217942	0.303932	0.238963	0.239163
7490	-4683.26	-4679.45	-3.80508	2.084393	0.02868523	0.218155	0.284562	0.239054	0.258229
7500	-4683.67	-4680.14	-3.52694	1.920119	0.03031091	0.220203	0.282266	0.260444	0.237087
7510	-4682.48	-4678.75	-3.73504	2.29406	0.03158251	0.207802	0.308417	0.237146	0.246636
7520	-4681.13	-4677.45	-3.68355	1.910047	0.02839314	0.211859	0.309817	0.230457	0.247868
7530	-4682.26	-4678.68	-3.58728	1.697889	0.02741162	0.217298	0.285222	0.255988	0.241492
7540	-4684.76	-4681.18	-3.58258	2.033413	0.0308111	0.207525	0.318986	0.218237	0.255252
7550	-4685.22	-4681.88	-3.33953	1.514107	0.02826465	0.226648	0.30076	0.242501	0.230091
7560	-4682.53	-4678.88	-3.64608	1.991905	0.02962004	0.206191	0.284338	0.259022	0.25045
7570	-4681.81	-4678.09	-3.7153	2.004853	0.02894604	0.218871	0.305665	0.227511	0.247953
7580	-4684.29	-4680.64	-3.64384	2.275306	0.0325848	0.199455	0.293847	0.250791	0.255908
7590	-4682.03	-4678.64	-3.39311	2.079946	0.03384394	0.205867	0.307171	0.23743	0.249531
7600	-4680.37	-4676.78	-3.5883	1.990233	0.03029325	0.213603	0.29917	0.242373	0.244854
7610	-4681.73	-4678.22	-3.51451	1.745471	0.02866861	0.212326	0.290021	0.257182	0.240471
7620	-4684.22	-4680.37	-3.85024	1.816797	0.0258198	0.220726	0.308928	0.245138	0.225207
7630	-4683.05	-4678.94	-4.10545	2.222057	0.02668125	0.208159	0.304753	0.232386	0.254702
7640	-4682.96	-4679.09	-3.8706	1.726989	0.02487217	0.210471	0.291986	0.239244	0.258299
7650	-4682.7	-4678.87	-3.83082	2.184614	0.02933396	0.209432	0.298972	0.255473	0.236124
7660	-4684.01	-4680.73	-3.27802	1.750225	0.03156174	0.20205	0.312664	0.244404	0.240882
7670	-4681.06	-4677.38	-3.67666	1.803209	0.02745892	0.208457	0.305666	0.239743	0.246134
7680	-4682.72	-4679.45	-3.2675	1.750906	0.03170524	0.218801	0.289518	0.237749	0.253932
7690	-4685.22	-4681.54	-3.68138	1.966636	0.02896282	0.229828	0.284912	0.239196	0.246064
7700	-4687.35	-4683.82	-3.5356	1.479517	0.02589532	0.233289	0.297946	0.235742	0.233022
7710	-4681.65	-4677.8	-3.84536	1.748281	0.02528545	0.213075	0.295363	0.241321	0.250241
7720	-4681.27	-4677.69	-3.57877	2.01464	0.03066254	0.214301	0.289681	0.248581	0.247437
7730	-4685.67	-4681.96	-3.71036	2.166456	0.03059588	0.197632	0.29463	0.234964	0.272774
7740	-4681.62	-4677.88	-3.73917	1.923552	0.02791134	0.221313	0.302719	0.239866	0.236102
7750	-4681.23	-4677.36	-3.86944	1.943657	0.02672426	0.217171	0.290947	0.246716	0.245166
7760	-4686.58	-4682.89	-3.68354	1.69854	0.02642687	0.205427	0.275397	0.274622	0.244555
7770	-4682.65	-4678.77	-3.87355	2.196226	0.02895161	0.202227	0.296789	0.252812	0.248172
7780	-4681.43	-4677.86	-3.57034	2.106475	0.03174005	0.211569	0.300718	0.247234	0.240479
7790	-4684.33	-4681.17	-3.15921	1.93032	0.03541682	0.220256	0.297375	0.245144	0.237225
7800	-4682.86	-4679.12	-3.73437	1.923819	0.02796582	0.212665	0.280951	0.244841	0.261542
7810	-4682.08	-4678.57	-3.51275	2.135803	0.0328253	0.206368	0.294863	0.243015	0.255754
7820	-4684.58	-4681.51	-3.06814	1.939455	0.0369598	0.209688	0.297982	0.250181	0.242149
7830	-4684.17	-4680.6	-3.56883	2.290374	0.03378549	0.216438	0.29411	0.243462	0.245989
7840	-4685.84	-4681.41	-4.42152	2.26385	0.02400963	0.210875	0.304386	0.23061	0.254129
7850	-4681.64	-4677.95	-3.69223	2.017805	0.0293369	0.21889	0.290238	0.240423	0.250449
7860	-4681.69	-4678.4	-3.28715	1.661703	0.03044959	0.212043	0.299934	0.240282	0.247741
7870	-4681.6	-4678.32	-3.28081	1.800089	0.03210049	0.208455	0.307316	0.240368	0.243861
7880	-4682.45	-4678.97	-3.47835	1.793481	0.02957304	0.223911	0.288302	0.242231	0.245556
7890	-4681.65	-4678	-3.64722	2.065523	0.03034729	0.203157	0.307324	0.236061	0.253458
7900	-4681.7	-4678.36	-3.34778	1.8932	0.03229057	0.216435	0.30961	0.233011	0.240943
7910	-4681.12	-4677.63	-3.49084	2.069433	0.03237978	0.21046	0.305323	0.236071	0.248145
7920	-4682.86	-4679.07	-3.79433	2.042742	0.02841651	0.222619	0.287553	0.241218	0.24861
7930	-4681.44	-4678.01	-3.42918	1.903896	0.03135257	0.21783	0.29769	0.232749	0.251731
7940	-4686.85	-4683.64	-3.20256	1.750881	0.03256076	0.218543	0.322882	0.215487	0.243089
7950	-4683.93	-4680.36	-3.57453	1.868749	0.02922155	0.202085	0.282255	0.261737	0.253923
7960	-4687.04	-4682.63	-4.41291	2.209283	0.02370077	0.208987	0.313281	0.244944	0.232788
7970	-4685.52	-4682.57	-2.94266	1.792265	0.0369179	0.208457	0.312265	0.240351	0.238927
7980	-4683.35	-4679.67	-3.68003	1.897419	0.02831143	0.226401	0.285801	0.24393	0.243868
7990	-4681.75	-4677.9	-3.85588	2.192555	0.02911954	0.206199	0.306086	0.235752	0.251963
8000	-4681.74	-4678.14	-3.60244	2.126214	0.03153654	0.212953	0.293361	0.238848	0.254838
8010	-4682.66	-4679.5	-3.15815	1.900858	0.03505157	0.213225	0.30112	0.243466	0.242189
8020	-4682.17	-4678.4	-3.76857	1.83401	0.02678446	0.221773	0.306806	0.231932	0.239489
8030	-4682.42	-4678.96	-3.45771	2.079625	0.03294122	0.208812	0.291188	0.240702	0.259299
8040	-4681.3	-4677.96	-3.3392	1.940224	0.03295128	0.21238	0.305447	0.23398	0.248193
