G,N,K,O,M,H,Z
nan,0.595000119420421,1.13504937969481,1.56586969224582,2.14398006281741,3.28341434600577,0
-0.595000119420421,nan,0.540049260274385,0.970869572825399,1.54897994339699,2.68841422658535,0
-1.13504937969481,-0.540049260274385,nan,0.430820312551014,1.0089306831226,2.14836496631097,0
-1.56586969224582,-0.970869572825399,-0.430820312551014,nan,0.578110370571587,1.71754465375995,0
-2.14398006281741,-1.54897994339699,-1.0089306831226,-0.578110370571587,nan,1.13943428318836,0
-3.28341434600577,-2.68841422658535,-2.14836496631097,-1.71754465375995,-1.13943428318836,nan,0
0,0,0,0,0,0,nan
