Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	extinction[1]	extinction[2]	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]	transition_rates[1]	transition_rates[2]
755	1	-1574.425	-1596.924	22.49936	0.181117	0.105926	1.02771e-06	0.00641981	0.254263	0.745737	0.181118	0.112346	0.000983536	0.0118394
756	0	-1710.039	-1712.054	2.015122	0.221126	0.0228145	0.00117794	11.1487	0.405658	0.594342	0.222304	11.1716	0.0194473	0.000101906
757	1	-1573.777	-1595.795	22.01796	0.211696	0.093696	1.14416e-06	0.00636652	0.270506	0.729494	0.211697	0.100063	0.00129853	0.0134817
758	0	-1709.97	-1712.997	3.027121	0.231764	0.0228145	0.000965767	11.1487	0.405658	0.594342	0.23273	11.1716	0.0145351	9.92948e-05
759	1	-1573.988	-1595.781	21.79326	0.22036	0.0883993	1.38112e-06	0.00776263	0.147571	0.852429	0.220362	0.0961619	0.00147593	0.0123768
760	0	-1709.942	-1713.286	3.344841	0.231285	-0.0204354	0.00144504	11.192	0.405658	0.594342	0.23273	11.1716	0.0103908	9.90256e-05
761	1	-1575.826	-1596.961	21.13488	0.203983	0.0889935	1.32257e-06	0.0116297	0.768179	0.231821	0.203984	0.100623	0.00181832	0.0139182
762	0	-1708.245	-1712.077	3.83181	0.204336	-0.0204354	0.00123499	11.192	0.320295	0.679705	0.205571	11.1716	0.00921809	9.45377e-05
763	1	-1577.396	-1599.592	22.19547	0.174113	0.113343	1.00168e-06	0.0100714	0.80132	0.19868	0.174114	0.123414	0.00138465	0.0104356
764	0	-1708.767	-1712.209	3.442121	0.215364	-0.0204354	0.00167784	11.192	0.320295	0.679705	0.217042	11.1716	0.00937104	0.000107136
765	1	-1575.449	-1597.447	21.99783	0.219802	0.107163	1.20763e-06	0.00930976	0.80132	0.19868	0.219803	0.116472	0.00116915	0.0101601
766	0	-1708.276	-1712.14	3.864581	0.213624	-0.0204354	0.00110281	11.192	0.320295	0.679705	0.214727	11.1716	0.00942175	0.000101651
767	1	-1573.988	-1595.939	21.95075	0.206004	0.0917266	1.39389e-06	0.00984599	0.80132	0.19868	0.206006	0.101573	0.00116915	0.0104424
768	0	-1707.988	-1712.244	4.255492	0.206366	-0.0204354	0.000998649	11.192	0.320295	0.679705	0.207364	11.1716	0.00794229	0.000112162
769	1	-1574.303	-1596.745	22.44227	0.196644	0.105656	1.15961e-06	0.00665909	0.80132	0.19868	0.196645	0.112315	0.00130813	0.0104724
770	0	-1707.587	-1712.281	4.693968	0.200599	-0.0204354	0.000765893	11.192	0.320295	0.679705	0.201365	11.1716	0.00713694	9.52326e-05
771	1	-1573.865	-1596.214	22.34942	0.207983	0.0995096	1.32218e-06	0.00701762	0.80132	0.19868	0.207984	0.106527	0.00121603	0.0100272
772	0	-1708.137	-1712.789	4.652206	0.20058	-0.0204354	0.000784786	11.192	0.510681	0.489319	0.201365	11.1716	0.00721596	0.000115706
773	1	-1573.523	-1596.527	23.0034	0.205635	0.0736298	1.64999e-06	0.0062764	0.79268	0.20732	0.205637	0.0799061	0.00107647	0.00750724
774	0	-1707.872	-1712.437	4.565158	0.216912	-0.0112358	0.000782011	11.192	0.605269	0.394731	0.217694	11.1808	0.0072897	0.000109415
775	1	-1574.496	-1596.837	22.34019	0.205635	0.0727789	2.15989e-06	0.0071272	0.79268	0.20732	0.205637	0.0799061	0.00192792	0.00818187
776	0	-1707.228	-1711.762	4.533455	0.20635	-0.0112358	0.000960914	11.192	0.29275	0.70725	0.207311	11.1808	0.00656714	0.000114444
777	1	-1574.611	-1596.899	22.28777	0.188803	0.0729969	2.7979e-06	0.00699854	0.718974	0.281026	0.188806	0.0799954	0.00165774	0.00785774
778	0	-1707.242	-1711.971	4.729512	0.206357	-0.0112358	0.000954292	11.192	0.29275	0.70725	0.207311	11.1808	0.00547146	0.000128222
779	1	-1574.304	-1596.536	22.23138	0.186663	0.0814001	2.58199e-06	0.00497159	0.579246	0.420754	0.186665	0.0863717	0.00195104	0.00992898
780	0	-1707.54	-1712.4	4.860005	0.193235	-0.0112358	0.000983572	11.192	0.196515	0.803485	0.194218	11.1808	0.00492533	0.000128222
781	1	-1573.717	-1595.736	22.0196	0.197804	0.0791997	3.27896e-06	0.00487298	0.415389	0.584611	0.197807	0.0840726	0.00216612	0.0094957
782	0	-1707.719	-1712.209	4.490095	0.19314	-0.0112358	0.00107772	11.192	0.182396	0.817604	0.194218	11.1808	0.00652992	0.000116624
783	1	-1575.376	-1596.411	21.03519	0.224541	0.0954251	3.79324e-06	0.00668167	0.415389	0.584611	0.224544	0.102107	0.00173216	0.0110847
784	0	-1707.025	-1711.587	4.561351	0.207241	-0.0112358	0.000970394	11.192	0.182396	0.817604	0.208212	11.1808	0.00632929	0.000111782
785	1	-1575.508	-1596.453	20.94454	0.224004	0.0884884	4.10159e-06	0.00580943	0.317789	0.682211	0.224008	0.0942978	0.00136588	0.0127914
786	0	-1709.5	-1713.999	4.499038	0.205064	-0.0300747	0.00100989	11.192	0.705747	0.294253	0.206074	11.1619	0.00652139	0.000116583
787	1	-1577.013	-1597.905	20.89142	0.216926	0.0788706	3.28776e-06	0.00637734	0.748386	0.251614	0.216929	0.0852479	0.0012121	0.0147415
788	0	-1710.451	-1714.781	4.330198	0.193122	-0.0300747	0.00113543	11.192	0.705747	0.294253	0.194257	11.1619	0.00713743	0.00013386
789	1	-1577.041	-1598.111	21.07038	0.20198	0.0743822	4.03663e-06	0.00534991	0.769269	0.230731	0.201984	0.0797321	0.0015108	0.0140411
790	0	-1709.943	-1714.13	4.186614	0.217576	-0.0292541	0.00154267	11.192	0.705747	0.294253	0.219119	11.1627	0.00553384	0.000116251
791	1	-1574.716	-1596.188	21.4719	0.201981	0.0802925	3.37322e-06	0.00681686	0.706378	0.293622	0.201984	0.0871094	0.0015535	0.0108364
792	0	-1709.663	-1714.059	4.395847	0.203596	-0.0292541	0.00130212	11.192	0.705747	0.294253	0.204898	11.1627	0.00568108	0.000125689
793	1	-1573.683	-1595.743	22.05969	0.198067	0.0941874	1.99923e-06	0.00637829	0.706378	0.293622	0.198069	0.100566	0.00155948	0.0101311
794	0	-1709.573	-1713.921	4.347237	0.215324	-0.0292541	0.000972599	11.192	0.705747	0.294253	0.216296	11.1627	0.00733463	0.000109529
795	1	-1573.478	-1595.455	21.97727	0.215416	0.0846523	1.99923e-06	0.00725542	0.482137	0.517863	0.215418	0.0919077	0.00132859	0.0101311
796	0	-1709.041	-1713.609	4.568394	0.213256	-0.0292541	0.000788327	11.192	0.628826	0.371174	0.214044	11.1627	0.00733463	0.000105906
797	1	-1572.522	-1595.162	22.64001	0.193301	0.0824277	1.21577e-06	0.00719605	0.293767	0.706233	0.193302	0.0896237	0.00104223	0.0102822
798	0	-1709.105	-1713.729	4.624105	0.224459	-0.0292541	0.000966433	11.192	0.317229	0.682771	0.225426	11.1627	0.00554323	0.000117124
799	1	-1572.717	-1595.067	22.35077	0.193301	0.0932538	1.25684e-06	0.00767087	0.293767	0.706233	0.193302	0.100925	0.00089733	0.0108467
800	0	-1709.166	-1713.847	4.681127	0.208287	-0.0292541	0.00117206	11.192	0.638455	0.361545	0.209459	11.1627	0.00452558	0.000125364
801	1	-1575.114	-1596.884	21.77001	0.188782	0.10867	1.5071e-06	0.00670332	0.293767	0.706233	0.188783	0.115373	0.00103884	0.0131297
802	0	-1709.761	-1714.452	4.69164	0.219342	-0.0292541	0.00106931	11.192	0.261004	0.738996	0.220412	11.1627	0.00464537	0.000178743
803	1	-1573.74	-1595.67	21.92946	0.195123	0.10362	1.27564e-06	0.00849215	0.293767	0.706233	0.195125	0.112112	0.0014034	0.0114288
804	0	-1712.462	-1717.126	4.664001	0.199465	-0.0292541	0.000962201	11.192	0.376811	0.623189	0.200427	11.1627	0.00585874	0.000270853
805	1	-1573.136	-1595.313	22.17764	0.198428	0.104473	1.27564e-06	0.00692979	0.110136	0.889864	0.198429	0.111403	0.00147174	0.0110441
806	0	-1709.69	-1714.688	4.998449	0.1997	-0.00939718	0.000726504	11.1919	0.513099	0.486901	0.200427	11.1825	0.00559271	0.000220945
807	1	-1575.187	-1597.76	22.57296	0.170339	0.0880935	1.15891e-06	0.00721244	0.110136	0.889864	0.17034	0.0953059	0.00114936	0.0111912
808	0	-1707.449	-1712.385	4.935758	0.199422	-0.00939718	0.00100473	11.1919	0.513099	0.486901	0.200427	11.1825	0.0041952	0.00012246
809	1	-1575.864	-1597.764	21.89979	0.170338	0.0967943	1.96408e-06	0.00753912	0.110136	0.889864	0.17034	0.104333	0.0013293	0.0110733
810	0	-1707.055	-1711.511	4.455585	0.19844	0.00298783	0.00198697	11.1795	0.25362	0.74638	0.200427	11.1825	0.00307049	9.96331e-05
811	1	-1576.122	-1598.776	22.65363	0.170339	0.0917144	1.15254e-06	0.011222	0.876323	0.123677	0.17034	0.102936	0.000781632	0.00815987
812	0	-1707.001	-1711.687	4.685571	0.205895	0.00298783	0.00144468	11.1795	0.25362	0.74638	0.207339	11.1825	0.00335309	0.000130662
813	1	-1575.667	-1597.751	22.08377	0.178611	0.0960063	1.09168e-06	0.0150932	0.876323	0.123677	0.178612	0.111099	0.000746236	0.00936217
814	0	-1705.462	-1711.77	6.308451	0.206991	0.00261372	0.000348684	11.1795	0.25362	0.74638	0.207339	11.1822	0.00220124	0.000130662
815	1	-1572.361	-1594.412	22.05043	0.202567	0.0703785	1.22201e-06	0.0205646	0.256562	0.743438	0.202568	0.0909431	0.00047332	0.00783656
816	0	-1705.961	-1712.376	6.415434	0.206662	0.00261372	0.000315597	11.1795	0.25362	0.74638	0.206978	11.1822	0.00213846	0.000161768
817	1	-1572.173	-1594.145	21.97194	0.202567	0.0710046	1.50641e-06	0.0205646	0.256562	0.743438	0.202568	0.0915692	0.000590203	0.00693252
818	0	-1707.352	-1713.329	5.97671	0.204275	0.00261372	0.000464245	11.1795	0.366601	0.633399	0.204739	11.1822	0.00247161	0.000192722
819	1	-1572.547	-1593.887	21.3403	0.220726	0.0727414	1.91885e-06	0.0334675	0.256562	0.743438	0.220728	0.106209	0.000575518	0.00505086
820	0	-1706.681	-1712.92	6.238643	0.215328	0.00261372	0.000411198	11.1795	0.0521701	0.94783	0.215739	11.1822	0.00137343	0.00018732
821	1	-1573.951	-1595.409	21.45781	0.234549	0.0824809	1.65889e-06	0.0341031	0.0309388	0.969061	0.234551	0.116584	0.000425784	0.00437298
822	0	-1706.126	-1712.255	6.128864	0.187108	0.00261372	0.000545873	11.1795	0.0521701	0.94783	0.187654	11.1822	0.00127496	9.09727e-05
823	1	-1571.546	-1593.424	21.87796	0.21619	0.0703927	1.28117e-06	0.0361425	0.0309388	0.969061	0.216191	0.106535	0.000504955	0.00401797
824	0	-1708.908	-1714.769	5.861035	0.175556	-0.0181216	0.000691262	11.2003	0.0521701	0.94783	0.176248	11.1822	0.00177469	0.000120638
825	1	-1572.037	-1592.989	20.95141	0.186983	0.0763509	1.98603e-06	0.0438627	0.0121282	0.987872	0.186985	0.120214	0.000719341	0.00562797
826	0	-1706.803	-1712.669	5.866214	0.190999	-0.0181216	0.000469324	11.2003	0.0521701	0.94783	0.191468	11.1822	0.00349282	0.000114038
827	1	-1571.004	-1592.504	21.50041	0.206884	0.0751754	1.17453e-06	0.04058	0.0121282	0.987872	0.206885	0.115755	0.00062719	0.00566691
828	0	-1706.606	-1712.252	5.646047	0.214671	-0.0181216	0.000524118	11.2003	0.185111	0.814889	0.215195	11.1822	0.00349282	7.35405e-05
829	1	-1571.012	-1592.071	21.0591	0.206884	0.0654523	1.33745e-06	0.0568969	0.0121282	0.987872	0.206885	0.122349	0.000678339	0.00514705
830	0	-1707.414	-1713.018	5.603423	0.214623	-0.0181216	0.000572662	11.2003	0.646892	0.353108	0.215195	11.1822	0.00322186	8.16357e-05
831	1	-1571.981	-1592.385	20.40424	0.206884	0.0736797	1.30638e-06	0.0708087	0.0121282	0.987872	0.206885	0.144488	0.0006209	0.00688216
832	0	-1706.845	-1712.939	6.093188	0.215747	-0.0181216	0.000240989	11.2003	0.646892	0.353108	0.215988	11.1822	0.00535025	8.16751e-05
833	1	-1571.349	-1592.38	21.0313	0.190133	0.0693844	1.33118e-06	0.0575573	0.0121282	0.987872	0.190134	0.126942	0.000828137	0.00538929
834	0	-1707.171	-1712.622	5.450683	0.214581	-0.0181216	0.000232278	11.2003	0.587864	0.412136	0.214813	11.1822	0.00928286	6.60516e-05
835	1	-1572.046	-1592.692	20.64576	0.21421	0.0601497	1.98987e-06	0.0548573	0.0121282	0.987872	0.214212	0.115007	0.000601295	0.00567953
836	0	-1707.447	-1712.718	5.270415	0.223445	-0.0181216	0.000266582	11.2003	0.467823	0.532177	0.223711	11.1822	0.00928286	7.70926e-05
837	1	-1573.079	-1594.072	20.99275	0.232297	0.0544221	1.08604e-06	0.0666927	0.0121282	0.987872	0.232298	0.121115	0.000705564	0.00517704
838	0	-1707.283	-1712.572	5.288919	0.223182	0.0186617	0.000238887	11.2003	0.412494	0.587506	0.22342	11.2189	0.00976571	0.000104519
839	1	-1571.082	-1592.004	20.9223	0.208634	0.0735317	1.08604e-06	0.0727442	0.0121282	0.987872	0.208635	0.146276	0.00069143	0.00463221
840	0	-1707.502	-1713.37	5.867829	0.194742	0.0186617	0.000131277	11.2003	0.657091	0.342909	0.194873	11.2189	0.010649	0.00011628
841	1	-1575.21	-1596.634	21.42385	0.215953	0.026693	1.08604e-06	0.0727442	0.0121282	0.987872	0.215954	0.0994372	0.000522951	0.00394231
842	0	-1706.913	-1712.828	5.914902	0.205825	0.0186617	0.000125611	11.2003	0.609034	0.390966	0.20595	11.2189	0.0103071	0.000124999
843	1	-1574.194	-1595.506	21.31243	0.195888	0.0309419	1.53284e-06	0.0727442	0.0121282	0.987872	0.195889	0.103686	0.00054564	0.00290433
844	0	-1705.735	-1712.639	6.903517	0.22014	-0.0100588	6.88163e-05	11.229	0.609034	0.390966	0.220209	11.2189	0.00772135	0.000100339
845	1	-1574.043	-1595.585	21.54222	0.198958	0.0309419	1.29526e-06	0.0727442	0.0121282	0.987872	0.198959	0.103686	0.000636984	0.00237298
846	0	-1706.047	-1713.271	7.224582	0.200134	0.0226544	8.15706e-05	11.1963	0.609034	0.390966	0.200216	11.2189	0.00545191	0.00012183
847	1	-1573.968	-1594.728	20.75936	0.231994	0.0406034	1.50274e-06	0.0871933	0.0121282	0.987872	0.231995	0.127797	0.000517525	0.00300958
848	0	-1705	-1712.751	7.750937	0.213492	-0.00408116	4.51171e-05	11.1963	0.609034	0.390966	0.213537	11.1922	0.00545191	0.000143699
849	1	-1574.192	-1594.666	20.47425	0.231993	0.0677609	2.34843e-06	0.0621309	0.442283	0.557717	0.231995	0.129892	0.000419943	0.00402969
850	0	-1704.563	-1712.272	7.709412	0.193143	-0.00408116	7.8333e-05	11.1963	0.268173	0.731827	0.193222	11.1922	0.00313095	0.000118222
851	1	-1573.435	-1594.423	20.98759	0.187135	0.0872592	1.78791e-06	0.0621309	0.505427	0.494573	0.187137	0.14939	0.000448985	0.00305331
852	0	-1704.683	-1711.968	7.285612	0.215921	-0.00408116	0.000129048	11.1963	0.268173	0.731827	0.21605	11.1922	0.0020559	0.000123142
853	1	-1572.667	-1593.816	21.14958	0.187135	0.0683518	1.43755e-06	0.0737071	0.569345	0.430655	0.187137	0.142059	0.000325259	0.00280853
854	0	-1704.661	-1712.191	7.530587	0.189891	-0.00408116	0.000107613	11.1963	0.116834	0.883166	0.189998	11.1922	0.00245294	9.8824e-05
855	1	-1572.228	-1593.445	21.21709	0.187136	0.0709991	1.11543e-06	0.0821172	0.331436	0.668564	0.187137	0.153116	0.0003086	0.00284342
856	0	-1706.227	-1713.921	7.693982	0.177542	0.0131333	8.15498e-05	11.1791	0.116834	0.883166	0.177624	11.1922	0.00351763	7.98618e-05
857	1	-1573.184	-1594.162	20.97834	0.196899	0.0955265	1.4874e-06	0.0591342	0.194699	0.805301	0.1969	0.154661	0.000383146	0.00401817
858	0	-1706.351	-1713.705	7.353677	0.177495	0.0104513	0.000128694	11.1791	0.00305723	0.996943	0.177624	11.1895	0.00284688	8.89241e-05
859	1	-1571.556	-1592.679	21.12255	0.196899	0.0770431	1.65317e-06	0.0599308	0.194699	0.805301	0.1969	0.136974	0.000556113	0.003034
860	0	-1704.471	-1711.822	7.351182	0.209176	-0.018647	0.000121207	11.1791	0.00305723	0.996943	0.209297	11.1604	0.00227265	9.66079e-05
861	1	-1572.649	-1592.676	20.0267	0.219295	0.053865	2.44556e-06	0.104315	0.194699	0.805301	0.219297	0.15818	0.000624883	0.00238399
862	0	-1705.111	-1712.288	7.176552	0.203232	-0.018647	0.000166054	11.1791	0.143938	0.856062	0.203398	11.1604	0.00160241	0.000128503
863	1	-1572.755	-1593.707	20.9513	0.187052	0.0428204	1.42348e-06	0.104656	0.194699	0.805301	0.187054	0.147477	0.000624883	0.00148245
864	0	-1706.064	-1712.996	6.931825	0.214288	-0.018647	0.000190538	11.1791	0.249888	0.750112	0.214479	11.1604	0.00188308	0.000157528
865	1	-1573.673	-1594.652	20.9787	0.220497	0.0635253	1.27219e-06	0.0977991	0.0486517	0.951348	0.220498	0.161324	0.000408433	0.00111823
866	0	-1704.701	-1711.355	6.653851	0.217392	0.00447058	0.000190538	11.1559	0.0728322	0.927168	0.217582	11.1604	0.00346125	9.90495e-05
867	1	-1574.067	-1594.611	20.54417	0.220497	0.0623687	1.16413e-06	0.133192	0.0486517	0.951348	0.220498	0.195561	0.000570838	0.00108143
868	0	-1704.545	-1711.406	6.861347	0.217392	0.00447058	0.000190538	11.1559	0.0728322	0.927168	0.217582	11.1604	0.0022768	9.66098e-05
869	1	-1573.091	-1593.831	20.74001	0.196431	0.0540189	1.16413e-06	0.133192	0.0486517	0.951348	0.196432	0.187211	0.000555521	0.000887232
870	0	-1704.124	-1711.23	7.10601	0.204114	0.00447058	0.000161799	11.1559	0.0728322	0.927168	0.204276	11.1604	0.00216445	0.00010565
871	1	-1574.955	-1595.381	20.42556	0.19643	0.0370814	1.50153e-06	0.148784	0.576813	0.423187	0.196432	0.185865	0.000471917	0.000721736
872	0	-1706.755	-1713.765	7.009833	0.203484	-0.00196787	0.000165444	11.1624	0.0728322	0.927168	0.203649	11.1604	0.00248481	0.000222291
873	1	-1574.965	-1594.794	19.82887	0.196429	0.0370814	2.60403e-06	0.148784	0.54875	0.45125	0.196432	0.185865	0.000638808	0.000818636
874	0	-1705.053	-1712.354	7.301515	0.201295	-0.00196787	0.000142037	11.1624	0.0728322	0.927168	0.201437	11.1604	0.00180558	0.000168092
875	1	-1574.319	-1594.104	19.78535	0.196428	0.0491515	3.18622e-06	0.128498	0.54875	0.45125	0.196432	0.17765	0.000638808	0.00101043
876	0	-1705.901	-1713.242	7.34062	0.227848	-0.00196787	0.000109589	11.1624	0.0728322	0.927168	0.227958	11.1604	0.00235383	0.000172203
877	1	-1573.004	-1592.987	19.98203	0.20535	0.0604428	2.45968e-06	0.117207	0.0727769	0.927223	0.205352	0.17765	0.00108524	0.00119142
878	0	-1706.448	-1713.856	7.408889	0.232975	-0.00196787	0.000108683	11.1624	0.259099	0.740901	0.233084	11.1604	0.00188959	0.000166224
879	1	-1573.277	-1592.26	18.98237	0.205346	0.0610931	5.80239e-06	0.117207	0.0727769	0.927223	0.205352	0.1783	0.00137011	0.0016946
880	0	-1705.108	-1712.636	7.527258	0.217957	-0.00230446	0.000101639	11.1627	0.51117	0.48883	0.218059	11.1604	0.00199837	0.000144596
881	1	-1572.48	-1592.293	19.81357	0.205348	0.0565344	4.00011e-06	0.0871799	0.0727769	0.927223	0.205352	0.143714	0.00158389	0.0017803
882	0	-1705.538	-1712.685	7.14696	0.192778	-0.014343	0.000160894	11.1627	0.386017	0.613983	0.192939	11.1484	0.00227781	0.000119448
883	1	-1573.971	-1593.882	19.91134	0.206597	0.0794386	2.99382e-06	0.0854317	0.697013	0.302987	0.2066	0.16487	0.00139483	0.00236332
884	0	-1705.906	-1712.868	6.961656	0.21265	-0.0178579	0.00018774	11.1627	0.386017	0.613983	0.212838	11.1449	0.00186535	0.000149525
885	1	-1573.579	-1592.873	19.2942	0.196157	0.0618434	4.04007e-06	0.113128	0.697013	0.302987	0.196161	0.174971	0.00127111	0.002653
886	0	-1705.735	-1712.806	7.070783	0.193682	-0.0178579	0.00018774	11.1627	0.386017	0.613983	0.193869	11.1449	0.00180599	0.000118613
887	1	-1573.322	-1592.185	18.86215	0.207464	0.0528827	5.74541e-06	0.12498	0.371725	0.628275	0.20747	0.177862	0.00135145	0.00204544
888	0	-1705.822	-1712.513	6.690448	0.220601	-0.0178579	0.000169356	11.1627	0.386017	0.613983	0.22077	11.1449	0.00385525	9.11126e-05
889	1	-1573.291	-1592.794	19.50303	0.203628	0.0363175	3.07093e-06	0.12498	0.371725	0.628275	0.203631	0.161297	0.00221385	0.00176641
890	0	-1705.483	-1711.929	6.446326	0.213023	-0.0134667	0.00020054	11.1691	0.386017	0.613983	0.213224	11.1556	0.00447417	9.20358e-05
891	1	-1572.495	-1592.15	19.65512	0.203629	0.0436386	2.3612e-06	0.12498	0.154218	0.845782	0.203631	0.168618	0.00251509	0.00184458
892	0	-1704.936	-1711.783	6.847165	0.209301	-0.00213829	0.000148072	11.1691	0.509844	0.490156	0.209449	11.1669	0.00401086	9.38515e-05
893	1	-1573.472	-1593.126	19.65456	0.203629	0.0753609	2.42532e-06	0.0943732	0.154218	0.845782	0.203631	0.169734	0.00342643	0.00235219
894	0	-1705.984	-1712.728	6.744094	0.224152	-0.00213829	0.000208612	11.1691	0.419773	0.580227	0.224361	11.1669	0.00220282	0.000137376
895	1	-1572.343	-1593.005	20.66108	0.20363	0.0383999	1.16493e-06	0.0995092	0.232966	0.767034	0.203631	0.137909	0.00291502	0.00218538
896	0	-1706.358	-1713.396	7.038132	0.201748	-0.0297672	0.000154829	11.1744	0.419773	0.580227	0.201903	11.1446	0.00286403	0.000111699
897	1	-1572.221	-1593.104	20.88345	0.20363	0.0724742	1.23945e-06	0.0654349	0.400087	0.599913	0.203631	0.137909	0.00313211	0.00273944
898	0	-1706.759	-1713.365	6.606214	0.201655	-0.0297672	0.000247744	11.1744	0.419773	0.580227	0.201903	11.1446	0.00267529	8.21755e-05
899	1	-1571.679	-1593.231	21.55221	0.20363	0.0711153	1.03987e-06	0.0423907	0.400087	0.599913	0.203631	0.113506	0.00263928	0.00400833
900	0	-1709.209	-1715.936	6.726542	0.240983	-0.0297672	0.000182226	11.1744	0.487818	0.512182	0.241165	11.1446	0.00269719	0.000112465
901	1	-1571.638	-1592.913	21.27487	0.207582	0.0644858	1.02255e-06	0.0552239	0.565735	0.434265	0.207583	0.11971	0.00177372	0.00462929
902	0	-1707.174	-1714.064	6.890052	0.224767	-0.0297672	0.000173176	11.1744	0.435503	0.564497	0.224941	11.1446	0.00247843	8.56838e-05
903	1	-1572.906	-1593.295	20.38839	0.20758	0.0630505	2.49713e-06	0.0491849	0.565735	0.434265	0.207583	0.112235	0.00177372	0.00562409
904	0	-1706.766	-1713.902	7.136494	0.224792	-0.0297672	0.000148382	11.1744	0.329325	0.670675	0.224941	11.1446	0.00192962	0.000108696
905	1	-1572.991	-1593.544	20.55328	0.196412	0.0633309	2.97714e-06	0.043629	0.565735	0.434265	0.196415	0.10696	0.00165444	0.00507183
906	0	-1706.638	-1713.917	7.279111	0.203091	-0.0297672	0.00015659	11.1744	0.162675	0.837325	0.203248	11.1446	0.00132751	0.000167134
907	1	-1573.025	-1593.362	20.33648	0.207583	0.0577001	3.09685e-06	0.0473413	0.304511	0.695489	0.207586	0.105041	0.00216059	0.00490032
908	0	-1704.972	-1713.324	8.352291	0.198869	-0.0297672	5.07878e-05	11.1744	0.162675	0.837325	0.19892	11.1446	0.001793	0.000126749
909	1	-1573.595	-1593.545	19.95037	0.192576	0.0641836	4.91979e-06	0.0408578	0.304511	0.695489	0.192581	0.105041	0.00208607	0.00580737
910	0	-1705.401	-1713.312	7.910832	0.198839	-0.0297672	8.01232e-05	11.1744	0.267054	0.732946	0.19892	11.1446	0.001724	0.00011309
911	1	-1574.925	-1593.871	18.94567	0.209169	0.0675313	1.33509e-05	0.0301675	0.143871	0.856129	0.209182	0.0976988	0.00214721	0.00745932
912	0	-1704.44	-1712.101	7.661467	0.20812	0.0239036	5.68963e-05	11.1207	0.267054	0.732946	0.208177	11.1446	0.00488306	0.000105936
913	1	-1576.34	-1594.486	18.1465	0.2202	0.0752995	3.77243e-05	0.0223993	0.122101	0.877899	0.220237	0.0976988	0.00218547	0.00745932
914	0	-1704.634	-1712.015	7.381425	0.209404	0.0239036	5.05448e-05	11.1207	0.267054	0.732946	0.209455	11.1446	0.0071297	0.000103239
915	1	-1575.722	-1594.663	18.94166	0.19892	0.0698503	1.55927e-05	0.0223993	0.122101	0.877899	0.198936	0.0922496	0.00282491	0.00823534
916	0	-1704.901	-1711.649	6.748235	0.209317	0.0239036	5.52172e-05	11.1207	0.0729274	0.927073	0.209372	11.1446	0.0102531	9.82791e-05
917	1	-1575.959	-1594.759	18.80033	0.198924	0.0767752	1.11789e-05	0.0324145	0.726181	0.273819	0.198936	0.10919	0.00239367	0.00830019
918	0	-1704.372	-1711.839	7.467479	0.206848	-0.0176752	6.46984e-05	11.1623	0.0729274	0.927073	0.206913	11.1446	0.00525713	0.00011994
919	1	-1575.382	-1594.753	19.37088	0.20698	0.0765053	6.59685e-06	0.0326844	0.726181	0.273819	0.206987	0.10919	0.00297929	0.00719358
920	0	-1704.498	-1711.612	7.113864	0.211627	-0.00390722	8.96179e-05	11.1623	0.0380214	0.961979	0.211716	11.1584	0.00525713	0.000140595
921	1	-1574.6	-1593.601	19.00162	0.197894	0.0692744	7.67629e-06	0.053979	0.726181	0.273819	0.197902	0.123253	0.00215108	0.00596111
922	0	-1703.385	-1711.141	7.756034	0.21167	-0.00390722	4.62855e-05	11.1623	0.0402853	0.959715	0.211716	11.1584	0.00539869	0.000105179
923	1	-1573.586	-1592.899	19.31359	0.216713	0.0676937	6.46077e-06	0.0555597	0.396245	0.603755	0.216719	0.123253	0.0014498	0.00517927
924	0	-1703.924	-1711.739	7.814712	0.224547	-0.00390722	3.25601e-05	11.1623	0.0491089	0.950891	0.22458	11.1584	0.00672876	0.000114056
925	1	-1573.02	-1592.187	19.16707	0.216713	0.0538255	5.83752e-06	0.0780944	0.087928	0.912072	0.216719	0.13192	0.00140506	0.00430621
926	0	-1705.598	-1711.596	5.998074	0.224466	-0.00390722	0.000113638	11.1623	0.202294	0.797706	0.22458	11.1584	0.0100021	8.23404e-05
927	1	-1575.313	-1595.375	20.06149	0.181348	0.0994798	2.68837e-06	0.0639154	0.161178	0.838822	0.181351	0.163395	0.00165141	0.00432018
928	0	-1705.476	-1711.383	5.906907	0.224027	-0.00390722	6.88574e-05	11.1623	0.202294	0.797706	0.224096	11.1584	0.0133944	8.95039e-05
929	1	-1574.833	-1594.256	19.42239	0.181347	0.0861747	4.05042e-06	0.0772205	0.161178	0.838822	0.181351	0.163395	0.00216559	0.00403539
930	0	-1705.205	-1711.258	6.053259	0.219052	-0.00390722	9.56104e-05	11.1623	0.202294	0.797706	0.219148	11.1584	0.0108038	9.30656e-05
931	1	-1573.361	-1592.625	19.26391	0.191526	0.0749321	3.69598e-06	0.0884631	0.161178	0.838822	0.191529	0.163395	0.00135937	0.00518211
932	0	-1704.955	-1712.534	7.578706	0.212214	0.00336027	4.16028e-05	11.1623	0.519539	0.480461	0.212256	11.1657	0.00695529	0.000154738
933	1	-1576.448	-1595.216	18.76777	0.177083	0.0670967	5.89803e-06	0.0926661	0.754337	0.245663	0.177089	0.159763	0.00120938	0.00580815
