Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	extinction[1]	extinction[2]	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]	transition_rates[1]	transition_rates[2]
4753	1	-1581.028	-1588.531	7.503167	0.126556	0.0821517	0.214492	0.0330339	0.407884	0.592116	0.341049	0.115186	0.00133987	0.0140657
4754	0	-1699.046	-1699.153	0.1077621	0.149932	-0.00609686	0.124556	9.32216	0.327337	0.672663	0.274487	9.31606	0.00445884	0.000195786
4755	1	-1579.526	-1588.093	8.567193	0.11656	0.0752902	0.214492	0.0330339	0.407884	0.592116	0.331052	0.108324	0.00133987	0.00850093
4756	0	-1700.045	-1700.216	0.1709312	0.124177	0.00431627	0.128461	9.32216	0.415421	0.584579	0.252638	9.32648	0.00445884	0.000125952
4757	1	-1581.615	-1589.825	8.210142	0.110339	0.0863752	0.214492	0.0321106	0.407884	0.592116	0.324831	0.118486	0.00314001	0.00850093
4758	0	-1701.023	-1701.542	0.5183002	0.137236	-0.0267165	0.123061	9.28554	0.415421	0.584579	0.260297	9.25882	0.00245588	0.000280929
4759	1	-1581.917	-1590.735	8.817864	0.150562	0.0993752	0.174269	0.0321106	0.122937	0.877063	0.324831	0.131486	0.00314001	0.00561712
4760	0	-1699.021	-1699.616	0.5953591	0.137236	0.0103681	0.123061	9.23786	0.42685	0.57315	0.260297	9.24822	0.00213208	0.000199952
4761	1	-1580.793	-1589.482	8.689014	0.121882	0.0956059	0.174269	0.0321106	0.157889	0.842111	0.296152	0.127716	0.00314001	0.00704925
4762	0	-1698.761	-1699.415	0.6538809	0.155666	-0.00625851	0.123061	9.23764	0.42685	0.57315	0.278727	9.23138	0.00150859	0.000107934
4763	1	-1579.356	-1589.171	9.815014	0.14653	0.0952928	0.149622	0.010692	0.464802	0.535198	0.296152	0.105985	0.00152017	0.0104577
4764	0	-1704.415	-1701.717	-2.697846	0.15932	-0.0102622	0.114776	9.24885	0.503848	0.496152	0.274096	9.23858	0.0208801	0.000391641
4765	1	-1580.982	-1591.655	10.67297	0.127967	0.0856634	0.158292	0.00993754	0.436582	0.563418	0.286259	0.0956009	0.00354818	0.00440265
4766	0	-1701.742	-1699.093	-2.648457	0.15932	0.0207656	0.114776	9.21802	0.503848	0.496152	0.274096	9.23879	0.0208801	0.000128097
4767	1	-1579.612	-1590.717	11.10476	0.160499	0.0862725	0.158292	0.00932842	0.436582	0.563418	0.318791	0.0956009	0.000966089	0.00426098
4768	0	-1703.208	-1700.382	-2.825414	0.134807	0.0337663	0.139289	9.17082	0.503848	0.496152	0.274096	9.20458	0.0208801	8.36525e-05
4769	1	-1581.882	-1590.818	8.93557	0.113583	0.081624	0.158292	0.0408995	0.436582	0.563418	0.271875	0.122523	0.00383578	0.004836
4770	0	-1705.209	-1702.385	-2.824106	0.132479	0.05042	0.139289	9.17617	0.77718	0.22282	0.271768	9.22659	0.0208801	0.000107962
4771	1	-1582.704	-1592.431	9.727086	0.174868	0.0748873	0.12312	0.0234346	0.436582	0.563418	0.297988	0.0983218	0.00383578	0.00566554
4772	0	-1701.495	-1701.996	0.5013804	0.132479	0.0166929	0.139289	9.14427	0.77718	0.22282	0.271768	9.16096	0.00161661	0.000410201
4773	1	-1582.576	-1592.464	9.888087	0.174868	0.0702584	0.12312	0.0272326	0.181708	0.818292	0.297988	0.097491	0.00383578	0.00393397
4774	0	-1703.192	-1702.664	-0.5276241	0.166556	0.0140182	0.158621	9.14427	0.781093	0.218907	0.325177	9.15829	0.00573453	0.000410201
4775	1	-1583.62	-1591.985	8.365013	0.174868	0.088947	0.12312	0.0272326	0.234828	0.765172	0.297988	0.11618	0.00383578	0.0116429
4776	0	-1700.321	-1699.704	-0.6167246	0.131944	0.0166378	0.182429	9.16205	0.781093	0.218907	0.314373	9.17869	0.00573453	0.0002894
4777	1	-1581.402	-1589.494	8.091986	0.14666	0.062301	0.12312	0.0538787	0.143913	0.856087	0.26978	0.11618	0.00383578	0.00987055
4778	0	-1699.896	-1700.096	0.1994347	0.125716	0.0216763	0.182429	9.15541	0.781093	0.218907	0.308145	9.17709	0.00129644	0.000178601
4779	1	-1579.659	-1588.761	9.101372	0.153026	0.0862561	0.112827	0.0299235	0.217165	0.782835	0.265853	0.11618	0.0020092	0.00987055
4780	0	-1699.756	-1697.954	-1.80139	0.125716	0.0133755	0.182429	9.15032	0.496814	0.503186	0.308145	9.1637	0.0127778	0.000153658
4781	1	-1579.253	-1588.965	9.712215	0.139989	0.0771523	0.112827	0.0299235	0.303833	0.696167	0.252816	0.107076	0.0020092	0.00713085
4782	0	-1698.123	-1698.218	0.09544624	0.125716	-0.00893534	0.182429	9.18284	0.212078	0.787922	0.308145	9.1739	0.00190109	0.000153658
4783	1	-1578.654	-1588.356	9.701836	0.142412	0.0812835	0.112827	0.030567	0.184897	0.815103	0.255239	0.11185	0.00164276	0.00713085
4784	0	-1699.571	-1699.22	-0.3514708	0.125028	0.0346992	0.195969	9.1392	0.212078	0.787922	0.320997	9.1739	0.00382736	0.000167747
4785	1	-1579.201	-1590.146	10.94459	0.15509	0.0729929	0.0688638	0.030567	0.184897	0.815103	0.223954	0.10356	0.000500615	0.00517696
4786	0	-1698.802	-1698.473	-0.3295465	0.117644	0.0223636	0.195969	9.15154	0.309175	0.690825	0.313613	9.1739	0.00382736	0.000167747
4787	1	-1577.018	-1592.521	15.50244	0.177029	0.105303	0.0469247	0.000409678	0.539371	0.460629	0.223954	0.105713	0.00117253	0.00517696
4788	0	-1699.137	-1698.895	-0.2426079	0.117644	0.0307918	0.195969	9.15154	0.0548604	0.94514	0.313613	9.18233	0.00332481	0.000167747
4789	1	-1570.872	-1591.993	21.12025	0.156912	0.095747	0.0670421	1.7153e-06	0.153175	0.846825	0.223954	0.0957487	0.00117253	0.00289005
4790	0	-1699.872	-1699.139	-0.7333571	0.101787	-0.0182562	0.195969	9.14257	0.230293	0.769707	0.297756	9.12432	0.00649812	0.000140196
4791	1	-1571.724	-1591.328	19.60387	0.147598	0.08512	0.106788	4.59448e-06	0.153175	0.846825	0.254386	0.0851246	0.00149159	0.00289005
4792	0	-1699.577	-1700.148	0.5717616	0.181263	-0.0144404	0.116493	9.13876	0.230293	0.769707	0.297756	9.12432	0.00200103	0.00014948
4793	1	-1576.528	-1595.074	18.5456	0.175101	0.0733858	0.106788	1.43442e-05	0.765599	0.234401	0.281889	0.0734002	0.00129319	0.00289005
4794	0	-1698.019	-1697.938	-0.08050764	0.121263	0.018397	0.181688	9.09576	0.230293	0.769707	0.302951	9.11416	0.00311372	0.000159883
4795	1	-1578.145	-1594.856	16.71077	0.143494	0.0733725	0.106406	2.76701e-05	0.796023	0.203977	0.2499	0.0734002	0.00339461	0.00823533
4796	0	-1698.077	-1698.107	0.02968947	0.148162	0.00526829	0.181688	9.09691	0.0817171	0.918283	0.32985	9.10218	0.00200359	0.000159883
4797	1	-1579.69	-1591.812	12.12159	0.146329	0.0876891	0.0915463	0.00731227	0.796023	0.203977	0.237875	0.0950014	0.00139983	0.0042469
4798	0	-1699.405	-1698.499	-0.9061218	0.132328	0.000397791	0.181688	9.07114	0.0817171	0.918283	0.314016	9.07154	0.0077937	3.95869e-05
4799	1	-1580.619	-1591.292	10.6732	0.163822	0.0480058	0.0670925	0.0534064	0.26209	0.73791	0.230915	0.101412	0.000335897	0.00379602
4800	0	-1698.427	-1698.387	-0.03921179	0.122468	0.000397791	0.191548	9.07114	0.123421	0.876579	0.314016	9.07154	0.00220565	0.000366565
4801	1	-1580.518	-1591.827	11.30865	0.200569	0.068114	0.0303456	0.0534064	0.11125	0.88875	0.230915	0.12152	0.00187333	0.00212754
4802	0	-1699.717	-1699.831	0.1135645	0.122159	-0.0174067	0.191548	9.08153	0.120188	0.879812	0.313706	9.06412	0.00125459	0.000447509
4803	1	-1580.11	-1591.495	11.38493	0.185677	0.0831324	0.0217898	0.0570736	0.322659	0.677341	0.207467	0.140206	0.00077799	0.00409555
4804	0	-1698.821	-1698.55	-0.2708351	0.151073	-0.0085476	0.191548	9.0568	0.120188	0.879812	0.342621	9.04825	0.00317372	0.000248486
4805	1	-1580.752	-1591.687	10.93472	0.18131	0.0738706	0.0233704	0.0663353	0.166189	0.833811	0.20468	0.140206	0.00323767	0.0030277
4806	0	-1699.935	-1699.694	-0.2410987	0.126151	0.00191224	0.191548	9.04634	0.120188	0.879812	0.317699	9.04825	0.00317372	0.000516979
4807	1	-1581.046	-1592.369	11.32331	0.200697	0.0738706	0.0251658	0.0663353	0.583455	0.416545	0.225863	0.140206	0.000365789	0.00269015
4808	0	-1698.993	-1697.491	-1.50241	0.12567	0.00947115	0.191548	9.04634	0.453931	0.546069	0.317217	9.05581	0.0106644	0.000245014
4809	1	-1581.256	-1591.865	10.60893	0.171378	0.0728722	0.0544619	0.0663353	0.583455	0.416545	0.22584	0.139208	7.75102e-05	0.00269015
4810	0	-1699.654	-1698.146	-1.508044	0.12567	0.0134637	0.191548	9.06988	0.656101	0.343899	0.317217	9.08334	0.0106644	0.000245014
4811	1	-1580.375	-1590.906	10.53165	0.158821	0.0728722	0.067019	0.0663353	0.441143	0.558857	0.22584	0.139208	0.000382245	0.00164071
4812	0	-1698.445	-1698.827	0.3815757	0.135981	-0.00646092	0.173529	9.05452	0.656101	0.343899	0.309509	9.04805	0.000615677	0.000222728
4813	1	-1582.624	-1592.01	9.385744	0.201915	0.0858107	0.0553232	0.0663353	0.441143	0.558857	0.257238	0.152146	0.00200655	0.00641512
4814	0	-1698.718	-1698.45	-0.2677153	0.145556	0.012243	0.173529	9.07069	0.656101	0.343899	0.319085	9.08293	0.00422643	0.00011947
4815	1	-1579.724	-1588.977	9.253086	0.153868	0.0825633	0.0877499	0.0663353	0.439301	0.560699	0.241618	0.148899	0.00200655	0.00501701
4816	0	-1698.152	-1698.131	-0.02146941	0.133297	0.012243	0.151106	9.07069	0.600225	0.399775	0.284402	9.08293	0.00426753	0.00011947
4817	1	-1581.253	-1590.997	9.744442	0.194032	0.0723435	0.0475857	0.0786336	0.417922	0.582078	0.241618	0.150977	0.000197805	0.00646347
4818	0	-1699.065	-1698.099	-0.9655595	0.136839	0.015394	0.147197	9.10073	0.600225	0.399775	0.284036	9.11613	0.00978527	0.00011947
4819	1	-1580.732	-1588.549	7.817375	0.1347	0.0428253	0.118627	0.108152	0.160475	0.839525	0.253327	0.150977	0.00240695	0.00795837
4820	0	-1698.707	-1697.741	-0.9655671	0.136839	-0.0132739	0.147197	9.10073	0.438992	0.561008	0.284036	9.08746	0.00978527	0.00013753
4821	1	-1586.255	-1593.503	7.248071	0.0621541	0.0600816	0.210802	0.108152	0.160475	0.839525	0.272956	0.168233	0.00132883	0.00795837
4822	0	-1701.027	-1701.7	0.6728385	0.154257	0.0111201	0.147197	9.06459	0.95201	0.0479901	0.301454	9.07571	0.000103196	0.00013753
4823	1	-1580.493	-1587.571	7.078107	0.0993091	0.0600816	0.206275	0.108152	0.211016	0.788984	0.305584	0.168233	0.00177933	0.00795837
4824	0	-1700.836	-1700.231	-0.6045692	0.135556	-0.00991757	0.146817	9.06459	0.95201	0.0479901	0.282373	9.05467	0.00770792	0.000241769
4825	1	-1582.188	-1589.874	7.686717	0.0978914	0.0334128	0.212582	0.108152	0.657918	0.342082	0.310474	0.141565	0.00177933	0.00520125
4826	0	-1701.16	-1700.644	-0.5160257	0.112206	0.0102624	0.146817	9.04441	0.780447	0.219553	0.259023	9.05467	0.00770792	0.000241769
4827	1	-1581.007	-1588.838	7.831353	0.130801	0.0334128	0.181806	0.108152	0.696318	0.303682	0.312607	0.141565	0.00177933	0.0052293
4828	0	-1700.717	-1700.228	-0.4893745	0.113826	-0.0296056	0.145972	9.04556	0.268906	0.731094	0.259798	9.01595	0.00770792	0.000129034
4829	1	-1580.353	-1588.156	7.802887	0.138211	0.0722901	0.174396	0.108152	0.696318	0.303682	0.312607	0.180442	0.00177933	0.00424215
4830	0	-1698.704	-1698.699	-0.005196107	0.186163	0.00946525	0.0866411	9.00187	0.268906	0.731094	0.272804	9.01134	0.00770792	9.45115e-05
4831	1	-1579.35	-1586.779	7.428526	0.12569	0.0768489	0.201509	0.103593	0.0357031	0.964297	0.327199	0.180442	0.00100805	0.00631361
4832	0	-1697.482	-1696.99	-0.4925003	0.131914	0.0056109	0.14089	8.97882	0.268906	0.731094	0.272804	8.98443	0.00770792	0.00013259
4833	1	-1582.402	-1590.602	8.199654	0.128458	0.0768489	0.197743	0.103593	0.0357031	0.964297	0.326201	0.180442	0.00212945	0.000906695
4834	0	-1697.123	-1697.003	-0.1203351	0.133565	0.00538675	0.142391	8.99175	0.268906	0.731094	0.275956	8.99714	0.00543642	0.00013259
4835	1	-1582.624	-1590.808	8.183848	0.133655	0.0768489	0.197743	0.103593	0.0563944	0.943606	0.331398	0.180442	0.00212945	0.000906695
4836	0	-1697.993	-1697.817	-0.1756173	0.128176	-0.00771549	0.147781	8.99129	0.348596	0.651404	0.275956	8.98358	0.00543642	0.00024523
4837	1	-1580.774	-1589.86	9.086479	0.15596	0.0460726	0.138769	0.103593	0.0563944	0.943606	0.294729	0.149666	0.000732615	0.000906695
4838	0	-1699.401	-1699.168	-0.2329793	0.168008	-0.0184101	0.139663	9.02653	0.348596	0.651404	0.307671	9.00812	0.00543642	0.000236278
4839	1	-1579.923	-1588.842	8.919072	0.126945	0.0460726	0.138769	0.103593	0.0563944	0.943606	0.265714	0.149666	0.00174616	0.00144353
4840	0	-1703.732	-1703.244	-0.488434	0.061169	-0.0145753	0.246501	9.02855	0.348596	0.651404	0.307671	9.01397	0.00361138	0.00026775
4841	1	-1578.503	-1587.349	8.846181	0.158706	0.0566526	0.107008	0.103593	0.138464	0.861536	0.265714	0.160246	0.00174616	0.00295645
4842	0	-1699.609	-1699.558	-0.05079518	0.175031	-0.00872244	0.130154	9.02855	0.348596	0.651404	0.305185	9.01983	0.00480387	0.00026775
4843	1	-1578.772	-1586.858	8.086413	0.122896	0.0566526	0.176714	0.103593	0.138464	0.861536	0.29961	0.160246	0.00201224	0.00348018
4844	0	-1698.029	-1698.525	0.4961679	0.145588	-0.0115204	0.137451	9.04822	0.348596	0.651404	0.283039	9.0367	0.00177093	0.00026775
4845	1	-1579.513	-1587.725	8.212448	0.109721	0.0566526	0.176714	0.103593	0.102688	0.897312	0.286435	0.160246	0.00201224	0.00301648
4846	0	-1698.249	-1698.319	0.06965615	0.160784	0.00707626	0.137451	8.99428	0.348596	0.651404	0.298235	9.00136	0.00396809	0.00026775
4847	1	-1579.75	-1587.905	8.155589	0.13765	0.0666897	0.166031	0.103593	0.583651	0.416349	0.30368	0.170283	0.00201224	0.00301648
4848	0	-1697.731	-1697.529	-0.201814	0.117081	-0.00030537	0.181155	8.97724	0.348596	0.651404	0.298235	8.97694	0.00396809	0.00026775
4849	1	-1579.742	-1587.94	8.198041	0.134302	0.0666897	0.166031	0.103593	0.583651	0.416349	0.300333	0.170283	0.00201224	0.00283706
4850	0	-1701.424	-1701.276	-0.1484426	0.18145	0.0275897	0.153425	8.94935	0.126215	0.873785	0.334876	8.97694	0.00396809	0.00026775
4851	1	-1579.226	-1587.347	8.121319	0.132791	0.058969	0.180193	0.103593	0.300912	0.699088	0.312985	0.162562	0.00201224	0.00283706
4852	0	-1698.914	-1699.207	0.2933227	0.141695	-0.0334276	0.153425	8.99634	0.271736	0.728264	0.29512	8.96291	0.00219333	0.000217461
4853	1	-1578.909	-1586.629	7.720408	0.133928	0.0549912	0.179057	0.103593	0.303014	0.696986	0.312985	0.158584	0.000518803	0.00680164
4854	0	-1697.052	-1697.208	0.155369	0.116591	0.00371083	0.178529	8.9463	0.271736	0.728264	0.29512	8.95001	0.00219333	0.000179924
4855	1	-1578.969	-1586.642	7.672268	0.13781	0.0549912	0.179057	0.103593	0.303014	0.696986	0.316867	0.158584	0.00072365	0.00680164
4856	0	-1699.488	-1699.532	0.04436257	0.14161	-0.00327403	0.193668	8.92716	0.359017	0.640983	0.335277	8.92389	0.0013717	0.000470143
4857	1	-1579.722	-1587.949	8.227186	0.110501	0.0658098	0.160593	0.103593	0.303014	0.696986	0.271094	0.169403	0.00156433	0.00392422
4858	0	-1698.12	-1696.767	-1.353066	0.138057	-0.00327403	0.193668	8.92716	0.359017	0.640983	0.331725	8.92389	0.0096539	0.000242257
4859	1	-1580.506	-1589.718	9.212179	0.155755	0.0658098	0.102239	0.103593	0.568356	0.431644	0.257993	0.169403	0.00145967	0.00126097
4860	0	-1697.663	-1697.043	-0.6200018	0.105411	-0.00142911	0.226559	8.91853	0.359017	0.640983	0.33197	8.9171	0.00467137	0.000140041
4861	1	-1581.517	-1590.718	9.200232	0.155823	0.034858	0.118892	0.103593	0.610972	0.389028	0.274716	0.138451	0.00145967	0.00126097
4862	0	-1700.015	-1698.887	-1.127566	0.121632	0.0102918	0.260736	8.93138	0.778397	0.221603	0.382368	8.94168	0.00581609	0.000262488
4863	1	-1580.834	-1589.906	9.071649	0.133161	0.0762329	0.128381	0.0929505	0.291717	0.708283	0.261542	0.169183	0.00160555	0.00116589
4864	0	-1698.762	-1697.641	-1.12137	0.121632	0.00326741	0.260736	8.90725	0.370947	0.629053	0.382368	8.91052	0.00581609	0.000262488
4865	1	-1580.181	-1589.504	9.323621	0.150916	0.0677281	0.110626	0.0929505	0.0790355	0.920964	0.261542	0.160679	0.00148794	0.000988626
4866	0	-1699.55	-1698.425	-1.124799	0.121632	-0.0215519	0.260736	8.93496	0.283223	0.716777	0.382368	8.91341	0.00581609	0.000262488
4867	1	-1578.462	-1586.997	8.535006	0.151766	0.0607174	0.118085	0.0929505	0.0790355	0.920964	0.269851	0.153668	0.00220513	0.00448542
4868	0	-1700.834	-1700.789	-0.04498648	0.130488	-0.0293152	0.235632	8.96268	0.576055	0.423945	0.366119	8.93336	0.000436449	0.000262488
4869	1	-1578.89	-1587.249	8.359014	0.165134	0.0607174	0.114418	0.0929505	0.0790355	0.920964	0.279552	0.153668	0.0014154	0.00626024
4870	0	-1699.276	-1697.667	-1.608392	0.112363	-0.0156232	0.235632	8.99751	0.300904	0.699096	0.347995	8.98188	0.00961648	0.000262488
4871	1	-1580.356	-1589.544	9.187838	0.170995	0.0675005	0.0507731	0.0929505	0.0790355	0.920964	0.221768	0.160451	0.0014154	0.00724427
4872	0	-1699.412	-1697.738	-1.674368	0.139727	-0.00406599	0.235632	8.99751	0.0938754	0.906125	0.375359	8.99344	0.00961648	0.000199542
4873	1	-1581.025	-1590.936	9.910707	0.194187	0.0675005	0.0397146	0.0929505	0.432432	0.567568	0.233901	0.160451	0.00291376	0.0027115
4874	0	-1699.853	-1697.259	-2.593867	0.12843	0.00701091	0.235632	8.98643	0.135409	0.864591	0.364061	8.99344	0.0150176	0.000239883
4875	1	-1580.676	-1590.491	9.81531	0.184405	0.0659738	0.0323971	0.0929505	0.297458	0.702542	0.216802	0.158924	0.00291376	0.00491098
4876	0	-1700.064	-1697.469	-2.594175	0.128854	0.0140203	0.235632	9.0005	0.135409	0.864591	0.364485	9.01452	0.0150176	0.000212652
4877	1	-1583.456	-1593.088	9.631921	0.209727	0.0659738	0.0198168	0.0929505	0.297458	0.702542	0.229544	0.158924	0.00186844	0.00949027
4878	0	-1699.013	-1698.809	-0.2033061	0.128854	0.0233464	0.235632	8.99117	0.0773731	0.922627	0.364485	9.01452	0.00137253	0.000187702
4879	1	-1580.383	-1591.417	11.03426	0.205549	0.0646876	0.0112314	0.0929505	0.186107	0.813893	0.21678	0.157638	0.00117554	0.00578339
4880	0	-1698.419	-1698.154	-0.265652	0.127829	-0.00797037	0.235632	8.96717	0.0748012	0.925199	0.363461	8.9592	0.00167846	0.000305
4881	1	-1580.264	-1592.248	11.98364	0.20251	0.0765397	0.00616135	0.0929505	0.187736	0.812264	0.208672	0.16949	0.000508646	0.0042576
4882	0	-1698.346	-1697.857	-0.4895962	0.094526	-0.000306284	0.235632	8.95964	0.0748012	0.925199	0.330157	8.95933	0.00351386	0.000305
4883	1	-1580.895	-1593.184	12.28856	0.193188	0.0452187	0.00908994	0.0929505	0.393253	0.606747	0.202278	0.138169	0.000783733	0.00136068
4884	0	-1698.076	-1697.539	-0.537617	0.141645	0.00168291	0.143818	8.95765	0.0748012	0.925199	0.285463	8.95933	0.00743312	0.000317823
4885	1	-1580.038	-1592.056	12.01801	0.194621	0.0491034	0.00765686	0.0929505	0.481769	0.518231	0.202278	0.142054	0.000507621	0.0040071
4886	0	-1699.932	-1699.311	-0.6215691	0.164093	0.0244447	0.143818	8.98333	0.0748012	0.925199	0.307911	9.00777	0.00743312	0.000317823
4887	1	-1579.942	-1592.483	12.5406	0.205386	0.0462306	0.00324645	0.0929505	0.516613	0.483387	0.208633	0.139181	0.0010296	0.00534385
4888	0	-1697.245	-1696.851	-0.3934631	0.14269	0.00039998	0.13152	8.98333	0.0748012	0.925199	0.27421	8.98373	0.00743312	0.000202688
4889	1	-1579.737	-1592.469	12.73181	0.186426	0.0462306	0.00324645	0.0929505	0.181704	0.818296	0.189672	0.139181	0.00249751	0.00332722
4890	0	-1697.55	-1697.187	-0.3627734	0.135086	0.00219747	0.13152	8.9709	0.15375	0.84625	0.266607	8.97309	0.00743312	0.000202688
4891	1	-1579.118	-1592.007	12.88947	0.198639	0.0649086	0.00309639	0.076843	0.326739	0.673261	0.201736	0.141752	0.00249751	0.00332722
4892	0	-1698.867	-1699.686	0.8196303	0.181496	0.00219747	0.0634291	8.9709	0.15375	0.84625	0.244925	8.97309	0.00526541	0.000263443
4893	1	-1579.946	-1592.173	12.22701	0.198639	0.0669908	0.00309639	0.0919795	0.284001	0.715999	0.201736	0.15897	0.00249751	0.00543228
4894	0	-1698.578	-1699.319	0.7404833	0.156551	-0.0170321	0.0883738	8.99013	0.351961	0.648039	0.244925	8.97309	0.00384315	0.000229109
4895	1	-1580.996	-1592.96	11.96459	0.214438	0.0669908	0.00386234	0.0919795	0.561863	0.438137	0.218301	0.15897	0.00249751	0.00521762
4896	0	-1697.591	-1698.349	0.7586067	0.161191	-0.0013017	0.0844208	8.99013	0.351961	0.648039	0.245612	8.98882	0.00402978	0.000174547
4897	1	-1579.98	-1593.144	13.1638	0.209331	0.0697947	0.00198222	0.0919795	0.561863	0.438137	0.211313	0.161774	0.00249751	0.00225972
4898	0	-1697.502	-1696.49	-1.012692	0.148042	0.00113124	0.145945	8.96013	0.267706	0.732294	0.293987	8.96126	0.0101082	0.000105136
4899	1	-1580.524	-1593.419	12.89468	0.206555	0.0638689	0.00142381	0.0919795	0.561863	0.438137	0.207978	0.155848	0.00485609	0.00363766
4900	0	-1706.15	-1702.423	-3.726876	0.175955	-0.0393956	0.175344	8.98013	0.259422	0.740578	0.351299	8.94074	0.0233376	0.000332932
4901	1	-1581.25	-1594.235	12.98514	0.191649	0.0407823	0.00207157	0.0919795	0.386378	0.613622	0.19372	0.132762	0.00485609	0.0022987
4902	0	-1703.967	-1700.007	-3.960537	0.10514	-0.0318019	0.232661	8.93169	0.259422	0.740578	0.3378	8.89989	0.0233376	0.000332932
4903	1	-1580.784	-1593.264	12.48074	0.21884	0.0533926	0.00218472	0.0919795	0.386378	0.613622	0.221025	0.145372	0.000980534	0.00748193
4904	0	-1697.893	-1697.778	-0.1151703	0.105172	-0.00759753	0.232661	8.93169	0.250832	0.749168	0.337832	8.92409	0.00139117	0.000267491
4905	1	-1580.604	-1593.099	12.49509	0.186088	0.0533926	0.00415304	0.0919795	0.645291	0.354709	0.190241	0.145372	0.0027073	0.00285674
4906	0	-1698.643	-1698.519	-0.1234807	0.100761	0.0134592	0.232661	8.93321	0.250832	0.749168	0.333422	8.94667	0.00140237	0.000363566
4907	1	-1582.816	-1594.207	11.3903	0.214275	0.0533926	0.00415304	0.0919795	0.634469	0.365531	0.218428	0.145372	0.00462535	0.00646781
4908	0	-1699.361	-1698.236	-1.125207	0.101127	-0.0205677	0.232661	8.96724	0.476502	0.523498	0.333788	8.94667	0.00728994	0.000177921
4909	1	-1582.659	-1594.009	11.34926	0.198956	0.0533926	0.00383203	0.0919795	0.164573	0.835427	0.202788	0.145372	0.00741445	0.00479863
4910	0	-1697.631	-1696.877	-0.7533314	0.151626	-0.00317791	0.168086	8.96724	0.283643	0.716357	0.319712	8.96406	0.00728994	0.000145716
4911	1	-1580.895	-1592.455	11.56006	0.19769	0.0533926	0.00509808	0.0919795	0.316245	0.683755	0.202788	0.145372	0.00309057	0.00628383
4912	0	-1699.405	-1698.16	-1.244641	0.122106	0.0201029	0.168086	8.94927	0.624207	0.375793	0.290192	8.96937	0.0105753	0.000232909
4913	1	-1581.109	-1591.58	10.47075	0.196171	0.0533926	0.0145801	0.0919795	0.120655	0.879345	0.210751	0.145372	0.00309057	0.00628383
4914	0	-1699.241	-1699.768	0.5277678	0.151589	-0.0271797	0.118817	8.99655	0.624207	0.375793	0.270406	8.96937	0.00279508	0.000232909
4915	1	-1580.726	-1592.668	11.94184	0.189635	0.0533926	0.00625165	0.0919795	0.704643	0.295357	0.195886	0.145372	0.00243644	0.0037854
4916	0	-1698.232	-1698.943	0.7106419	0.151589	0.0210975	0.118817	8.93849	0.624207	0.375793	0.270406	8.95959	0.0017923	0.000232909
4917	1	-1580.645	-1592.496	11.8513	0.185323	0.0533926	0.00697189	0.0919795	0.564959	0.435041	0.192295	0.145372	0.00243644	0.0037854
4918	0	-1699.846	-1699.682	-0.1636569	0.189722	0.017978	0.104189	8.94161	0.138258	0.861742	0.293911	8.95959	0.00707177	0.000227209
4919	1	-1580.605	-1592.131	11.52587	0.203359	0.0594604	0.0105564	0.0919795	0.564959	0.435041	0.213915	0.15144	0.00243644	0.00243053
4920	0	-1698.213	-1697.714	-0.4995111	0.142164	0.0302871	0.151747	8.97028	0.138258	0.861742	0.293911	9.00057	0.00690311	0.000121734
4921	1	-1581.117	-1592.927	11.81036	0.197791	0.0594604	0.00701923	0.0919795	0.837031	0.162969	0.204811	0.15144	0.00243644	0.00338628
4922	0	-1698.921	-1697.798	-1.123073	0.147867	0.0259686	0.151747	8.95064	0.547966	0.452034	0.299615	8.9766	0.010352	0.000157505
4923	1	-1580.627	-1593.448	12.82098	0.206802	0.0594604	0.00354426	0.0919795	0.837031	0.162969	0.210346	0.15144	0.000411785	0.00338628
4924	0	-1698.615	-1698.262	-0.3534936	0.154175	0.0224807	0.151747	8.93783	0.52891	0.47109	0.305923	8.96031	0.00592255	8.43185e-05
4925	1	-1582.454	-1594.86	12.40649	0.19996	0.0346295	0.00517581	0.0919795	0.837031	0.162969	0.205136	0.126609	0.000411785	0.00475903
4926	0	-1699.221	-1698.872	-0.3493215	0.139506	0.0166786	0.151747	8.95983	0.686191	0.313809	0.291253	8.9765	0.00592255	0.000317149
4927	1	-1579.923	-1592.243	12.31928	0.202761	0.0480429	0.00517581	0.0919795	0.416558	0.583442	0.207937	0.140022	0.000411785	0.00460429
4928	0	-1699.794	-1697.411	-2.382801	0.138965	0.012182	0.174234	9.00747	0.686191	0.313809	0.313198	9.01965	0.0164672	0.000140465
4929	1	-1581.223	-1593.257	12.03404	0.176561	0.0480429	0.00677084	0.0919795	0.416558	0.583442	0.183331	0.140022	0.0012272	0.00460429
4930	0	-1703.808	-1701.42	-2.387878	0.1325	-0.0507766	0.174234	9.06468	0.455021	0.544979	0.306734	9.01391	0.0164672	0.000256222
4931	1	-1580.912	-1592.395	11.4836	0.215293	0.060417	0.00777474	0.0919795	0.534313	0.465687	0.223067	0.152397	0.00197834	0.00460429
4932	0	-1701.386	-1698.509	-2.877366	0.151371	-0.0209253	0.174234	9.01283	0.797018	0.202982	0.325604	8.9919	0.019066	0.000162641
4933	1	-1580.806	-1592.251	11.44483	0.20225	0.0422611	0.0103654	0.0919795	0.534313	0.465687	0.212616	0.134241	0.00155517	0.00460429
