G,N,K,O,M,H,Z
nan,0.928160307429539,2.46612087504903,nan,nan,nan,0
-0.928160307429539,nan,1.53796056761949,nan,nan,nan,0
-2.46612087504903,-1.53796056761949,nan,nan,nan,nan,0
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
0,0,0,nan,nan,nan,nan
