Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	simmap
0	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.14078:3,0.500725}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0162235:4,0.00451553}	{4,0.020739}	{4,1.34453}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.866931}	{1,0.769273}	{7,0.115244:3,0.0276245}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.0824793:2,0.0387497}	{5,0.121229}	{1,0.198264}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{5,0.0339302:1,0.0634558}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{3,0.040023}	{6,0.23377:1,0.0708848}	{1,0.281726}	{1,0.097658}	{1,0.324066}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.330918}	{1,1.09539}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,1.11469}	{10,0.941852}	{13,1.85886}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.438855:3,0.0909364}	{3,0.035273}	{3,0.015841}	{3,0.598636}	{3,1.56248}	{2,2.18536}	{7,1.46062:2,0.445365}	{15,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.198264}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.121229},Dubautia_laxa_subsp._laxa:{7,0.0824793:2,0.0387497}):{5,0.0339302:1,0.0634558}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.115244:3,0.0276245}):{3,0.040023}):{6,0.23377:1,0.0708848}):{1,0.281726},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.866931}):{1,0.324066},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.330918}):{1,1.09539},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,1.11469},Argyroxiphium_kauense:{4,1.34453}):{10,0.941852}):{13,1.85886},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0162235:4,0.00451553}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.438855:3,0.0909364},Dubautia_scabra_subsp._leiophylla:{10,0.14078:3,0.500725}):{3,0.035273},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.598636}):{3,1.56248},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,2.18536}):{7,1.46062:2,0.445365});
100	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.641505}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0174912:4,0.00324781}	{4,0.020739}	{4,1.34453}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.528818:8,0.0217949:1,0.316318}	{1,0.769273}	{7,0.142869}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.114065:2,0.00716357}	{5,0.121229}	{1,0.198264}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{5,0.0162355:1,0.0811505}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{7,0.040023}	{11,0.0813767:6,0.0179517:1,0.205327}	{1,0.281726}	{1,0.097658}	{1,0.324066}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.330918}	{1,1.09539}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,1.11469}	{10,0.79524:3,0.146612}	{6,1.85886}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.0850091:3,0.444782}	{10,0.00207774:3,0.0331953}	{3,0.015841}	{3,0.598636}	{3,1.56248}	{2,1.15917:5,1.02619}	{11,0.385972:7,0.632556:2,0.887457}	{11,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.198264}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.121229},Dubautia_laxa_subsp._laxa:{7,0.114065:2,0.00716357}):{5,0.0162355:1,0.0811505}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.142869}):{7,0.040023}):{11,0.0813767:6,0.0179517:1,0.205327}):{1,0.281726},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.528818:8,0.0217949:1,0.316318}):{1,0.324066},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.330918}):{1,1.09539},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,1.11469},Argyroxiphium_kauense:{4,1.34453}):{10,0.79524:3,0.146612}):{6,1.85886},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0174912:4,0.00324781}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.0850091:3,0.444782},Dubautia_scabra_subsp._leiophylla:{10,0.641505}):{10,0.00207774:3,0.0331953},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.598636}):{3,1.56248},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,1.15917:5,1.02619}):{11,0.385972:7,0.632556:2,0.887457});
200	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.256706:3,0.384799}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0131757:4,0.00756333}	{4,0.020739}	{4,1.34453}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.866931}	{1,0.769273}	{7,0.0623192:3,0.0805498}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.11672:3,0.0045089}	{5,0.0238014:11,0.0878045:6,0.00962309}	{1,0.0687967:5,0.0001094:1,0.129358}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{6,0.0544433:1,0.0429427}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{3,0.040023}	{6,0.304655}	{6,0.09817:1,0.183556}	{1,0.097658}	{1,0.324066}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.330918}	{1,1.09539}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,0.00563206:3,1.10906}	{10,0.468807:13,0.465279:10,0.00776608}	{13,0.265997:15,1.47362:12,0.11924}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.387919:3,0.141872}	{3,0.035273}	{3,0.015841}	{3,0.342596:6,0.25604}	{6,0.481396:11,0.172095:7,0.272202:11,0.279327:5,0.0637766:2,0.293682}	{2,2.18536}	{2,0.28211:9,1.61961:2,0.00426813}	{12,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.0687967:5,0.0001094:1,0.129358}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.0238014:11,0.0878045:6,0.00962309},Dubautia_laxa_subsp._laxa:{7,0.11672:3,0.0045089}):{6,0.0544433:1,0.0429427}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.0623192:3,0.0805498}):{3,0.040023}):{6,0.304655}):{6,0.09817:1,0.183556},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.866931}):{1,0.324066},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.330918}):{1,1.09539},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,0.00563206:3,1.10906},Argyroxiphium_kauense:{4,1.34453}):{10,0.468807:13,0.465279:10,0.00776608}):{13,0.265997:15,1.47362:12,0.11924},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0131757:4,0.00756333}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.387919:3,0.141872},Dubautia_scabra_subsp._leiophylla:{10,0.256706:3,0.384799}):{3,0.035273},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.342596:6,0.25604}):{6,0.481396:11,0.172095:7,0.272202:11,0.279327:5,0.0637766:2,0.293682},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,2.18536}):{2,0.28211:9,1.61961:2,0.00426813});
300	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.499972:3,0.141533}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0162797:4,0.00445931}	{4,0.020739}	{4,1.34453}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.866931}	{1,0.769273}	{7,0.109854:3,0.0330155}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.0893762:2,0.0318528}	{5,0.121229}	{1,0.198264}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{5,0.0959165:1,0.0014695}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{3,0.040023}	{6,0.0593506:1,0.245304}	{1,0.281726}	{1,0.097658}	{1,0.285472:5,0.00867429:11,0.0299201}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.330918}	{11,1.09539}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,0.830097:4,0.284593}	{4,0.941852}	{15,0.562883:12,1.29597}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.263426:3,0.266365}	{3,0.035273}	{3,0.015841}	{3,0.598636}	{3,1.56248}	{2,1.08905:7,1.09631}	{7,0.0504356:3,1.85555}	{15,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.198264}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.121229},Dubautia_laxa_subsp._laxa:{7,0.0893762:2,0.0318528}):{5,0.0959165:1,0.0014695}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.109854:3,0.0330155}):{3,0.040023}):{6,0.0593506:1,0.245304}):{1,0.281726},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.866931}):{1,0.285472:5,0.00867429:11,0.0299201},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.330918}):{11,1.09539},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,0.830097:4,0.284593},Argyroxiphium_kauense:{4,1.34453}):{4,0.941852}):{15,0.562883:12,1.29597},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0162797:4,0.00445931}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.263426:3,0.266365},Dubautia_scabra_subsp._leiophylla:{10,0.499972:3,0.141533}):{3,0.035273},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.598636}):{3,1.56248},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,1.08905:7,1.09631}):{7,0.0504356:3,1.85555});
400	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.552557:4,0.0889485}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0199946:4,0.000744413}	{4,0.020739}	{4,0.975177:10,0.249242:4,0.120114}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.866931}	{1,0.769273}	{7,0.130316:3,0.0125528}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.0327911:2,0.0884379}	{5,0.121229}	{1,0.198264}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{5,0.0929777:1,0.00440834}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{3,0.040023}	{6,0.304655}	{6,0.225383:1,0.0563428}	{1,0.097658}	{1,0.324066}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.330918}	{1,0.586455:8,0.508933}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,0.414585:4,0.700105}	{4,0.941852}	{8,1.0365:4,0.822359}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.33276:4,0.197031}	{4,0.035273}	{3,0.015841}	{3,0.248655:10,0.0939443:3,0.256037}	{10,0.357027:3,0.167412:10,0.841661:4,0.196378}	{2,0.136171:9,0.9519:2,1.09729}	{9,0.795988:4,1.11}	{4,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.198264}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.121229},Dubautia_laxa_subsp._laxa:{7,0.0327911:2,0.0884379}):{5,0.0929777:1,0.00440834}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.130316:3,0.0125528}):{3,0.040023}):{6,0.304655}):{6,0.225383:1,0.0563428},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.866931}):{1,0.324066},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.330918}):{1,0.586455:8,0.508933},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,0.414585:4,0.700105},Argyroxiphium_kauense:{4,0.975177:10,0.249242:4,0.120114}):{4,0.941852}):{8,1.0365:4,0.822359},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0199946:4,0.000744413}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.33276:4,0.197031},Dubautia_scabra_subsp._leiophylla:{10,0.552557:4,0.0889485}):{4,0.035273},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.248655:10,0.0939443:3,0.256037}):{10,0.357027:3,0.167412:10,0.841661:4,0.196378},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,0.136171:9,0.9519:2,1.09729}):{9,0.795988:4,1.11});
500	{2,0.053901}	{2,0.053901}	{3,0.078142}	{3,0.062301}	{3,0.062301}	{10,0.1868:3,0.454705}	{4,0.049105}	{4,0.049105}	{3,0.03411}	{4,0.03411}	{10,0.0132758:4,0.00746325}	{4,0.020739}	{4,1.34453}	{4,0.095168}	{3,0.095168}	{3,0.177012}	{3,0.027354}	{3,0.027354}	{1,0.410659}	{1,0.410659}	{1,0.687447}	{1,0.183955}	{1,0.183955}	{1,0.866931}	{1,0.769273}	{7,0.0953244:3,0.0475446}	{3,0.142869}	{1,0.176005}	{1,0.176005}	{1,0.258833}	{7,0.000778219:2,0.120451}	{5,0.121229}	{1,0.198264}	{1,0.030425}	{1,0.030425}	{1,0.167839}	{1,0.020351}	{5,0.00701001:1,0.090376}	{1,0.040218}	{1,0.228714}	{1,0.006887}	{3,0.040023}	{6,0.243532:1,0.0611229}	{1,0.281726}	{1,0.097658}	{1,0.324066}	{1,0.503492}	{1,0.172632}	{1,0.44942}	{1,0.271247:8,0.059671}	{8,0.279579:4,0.815809}	{3,0.149658}	{3,0.052831}	{10,0.134675}	{10,1.11469}	{10,0.941852}	{10,0.482076:13,0.361531:8,0.50185:4,0.435829:9,0.0775714}	{4,0.029788}	{10,0.016417}	{10,0.061187}	{4,0.062609}	{10,0.0173241:3,0.512467}	{3,0.035273}	{3,0.015841}	{3,0.598636}	{3,0.0694348:10,1.49304}	{2,2.18536}	{14,0.376034:10,0.259121:4,1.27083}	{9,0}	((((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.030425},Dubautia_knudsenii_subsp._nagatae:{1,0.030425}):{1,0.167839},Dubautia_knudsenii_subsp._knudsenii:{1,0.198264}):{1,0.020351},(Dubautia_laxa_subsp._hirsuta:{5,0.121229},Dubautia_laxa_subsp._laxa:{7,0.000778219:2,0.120451}):{5,0.00701001:1,0.090376}):{1,0.040218},Dubautia_pauciflorula:{1,0.258833}):{1,0.228714},((Dubautia_microcephala:{1,0.176005},Dubautia_plantaginea_subsp._magnifolia:{1,0.176005}):{1,0.006887},(Dubautia_plantaginea_subsp._humilis:{3,0.142869},Dubautia_plantaginea_subsp._plantaginea:{7,0.0953244:3,0.0475446}):{3,0.040023}):{6,0.243532:1,0.0611229}):{1,0.281726},Dubautia_laevigata:{1,0.769273}):{1,0.097658},Dubautia_imbricata:{1,0.866931}):{1,0.324066},(((Wilkesia_gymnoxiphium:{1,0.183955},Wilkesia_hobdyi:{1,0.183955}):{1,0.503492},Dubautia_latifolia:{1,0.687447}):{1,0.172632},(Dubautia_paleata:{1,0.410659},Dubautia_raillardioides:{1,0.410659}):{1,0.44942}):{1,0.271247:8,0.059671}):{8,0.279579:4,0.815809},((((Argyroxiphium_caliginis:{3,0.027354},Argyroxiphium_grayanum_East_Maui:{3,0.027354}):{3,0.149658},Argyroxiphium_grayanum_West_Maui:{3,0.177012}):{3,0.052831},(Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.095168},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.095168}):{10,0.134675}):{10,1.11469},Argyroxiphium_kauense:{4,1.34453}):{10,0.941852}):{10,0.482076:13,0.361531:8,0.50185:4,0.435829:9,0.0775714},((((((Dubautia_arborea:{4,0.020739},Dubautia_scabra_subsp._scabra:{10,0.0132758:4,0.00746325}):{4,0.029788},(Dubautia_linearis_subsp._hillebrandii:{4,0.03411},Dubautia_linearis_subsp._linearis:{3,0.03411}):{10,0.016417}):{10,0.061187},(Dubautia_ciliolata_subsp._ciliolata:{4,0.049105},Dubautia_ciliolata_subsp._glutinosa:{4,0.049105}):{4,0.062609}):{10,0.0173241:3,0.512467},Dubautia_scabra_subsp._leiophylla:{10,0.1868:3,0.454705}):{3,0.035273},((Dubautia_platyphylla:{3,0.062301},Dubautia_reticulata:{3,0.062301}):{3,0.015841},Dubautia_menziesii:{3,0.078142}):{3,0.598636}):{3,0.0694348:10,1.49304},(Dubautia_herbstobatae:{2,0.053901},Dubautia_sherffiana:{2,0.053901}):{2,2.18536}):{14,0.376034:10,0.259121:4,1.27083});
