G,N,K,O,M,H,Z
0,6.21460809842219,6.90775527898214,7.11476944836646,7.3132203870903,7.37775890822787,8.00636756765025
6.21460809842219,0,6.2803958389602,6.4831073514572,6.61204103483309,6.74993119378857,8.00636756765025
6.90775527898214,6.2803958389602,0,4.97673374242057,5.47646355193151,6.03787091992214,8.00636756765025
7.11476944836646,6.4831073514572,4.97673374242057,0,4.07753744390572,5.47646355193151,8.00636756765025
7.3132203870903,6.61204103483309,5.47646355193151,4.07753744390572,0,4.40671924726425,8.00636756765025
7.37775890822787,6.74993119378857,6.03787091992214,5.47646355193151,4.40671924726425,0,8.00636756765025
8.00636756765025,8.00636756765025,8.00636756765025,8.00636756765025,8.00636756765025,8.00636756765025,0
