Iteration	Posterior	Likelihood	Prior	age_extant	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
9240	-4206.25	-4150.37	-55.8819	13.04793	0.1951908	2.423365	0.136371	0.0398772	0.0326436	0.00608523	0.0199464	0.116075	0.000744592	0.0596525	0.0149484	0.032516	0.03719	0.0288086	0.022159	0.0157937	0.00491116	0.00384175	0.015562	0.0684677	0.0114556	0.0620846	0.0087442	0.00482417	0.0431361	0.00311728	0.0828692	0.00286348	0.0164447	0.00524293	0.0894656	0.0240778	0.0267454	0.109291	0.0349236	0.00546211	0.0249191	0.0106824	0.0183649	0.0361788	0.0182579	0.00552029	0.0338601	0.122772	0.03725867	0.05694556	0.05177722	0.00761784	0.490642	0.00765358	0.00540652	0.473171	0.0155091	0.1521135	4	37.38281	0.9487316	0.000448095	0.0310479	0.37099	3.59751	0.339069	0.693608	1.0777	1.88962	0.30813	0.302248	0.120562	0.269059	0.2038907	0.7460541
9250	-4211	-4153.72	-57.2776	15.31189	0.1684661	1.824539	0.0255589	0.0253457	0.0240828	0.00586528	0.0074034	0.0535644	0.000284668	0.0430293	0.00877131	0.0223647	0.0318164	0.0430473	0.0181889	0.0114003	0.0047441	0.00513604	0.0502277	0.043526	0.0532783	0.0586379	0.00491005	0.00498225	0.0240142	0.00775702	0.0489669	0.0129382	0.0225577	0.00835272	0.0254339	0.0342902	0.0432706	0.125394	0.0385586	0.0125621	0.0293415	0.00383689	0.0337751	0.0700328	0.0221009	0.00549919	0.0486609	0.0161852	0.03375048	0.038275	-0.06491996	0.00440493	0.548572	0.00266088	0.0106352	0.409799	0.0239275	0.2053055	4	37.72568	0.5535088	0.000145779	0.0177883	0.296571	3.68549	0.27139	0.634957	1.06491	2.02874	0.291142	0.30114	0.117384	0.290334	0.1403855	1.462441
9260	-4208.21	-4152.98	-55.2292	16.10208	0.1404862	1.835565	0.0470485	0.0506797	0.0124148	0.0036953	0.00208755	0.0266093	0.00189076	0.0318654	0.00503454	0.0245993	0.0158077	0.0404159	0.0238642	0.0139272	0.00689276	0.00620255	0.0374237	0.0401177	0.0405264	0.0607248	0.00507586	0.00622376	0.00716094	0.00674894	0.0540139	0.00432154	0.0219067	0.013123	0.0242526	0.0169455	0.0191928	0.0619377	0.0559935	0.0229708	0.0473461	0.0017886	0.0548019	0.0288872	0.0265259	0.00247831	0.00662388	0.0295773	0.01758157	0.03403553	0.07125594	0.0122826	0.585305	0.00310918	0.00313068	0.379554	0.0166189	0.1450726	5	38.16508	0.675611	2.8427e-05	0.00788642	0.212977	3.77911	0.272823	0.636306	1.06527	2.0256	0.286589	0.321178	0.118858	0.273375	0.2163285	0.6706123
9270	-4193.96	-4152.71	-41.2524	16.2946	0.1899969	0.659248	0.024352	0.0569527	0.0196951	0.00240426	0.00731956	0.0258386	0.0175891	0.0460867	0.012783	0.0200557	0.0100899	0.0342959	0.0236831	0.00596429	0.00719838	0.00431729	0.0250713	0.0208238	0.0307649	0.0320846	0.0054592	0.00663271	0.00449457	0.00752814	0.0143595	0.00531447	0.0144319	0.00501708	0.0361811	0.00787415	0.0249812	0.0402165	0.05769	0.0275523	0.028473	0.0039862	0.0281145	0.0205903	0.0186852	0.00540947	0.0110847	0.0207145	0.01898785	0.03188462	0.02106903	0.0113447	0.587989	0.00298643	0.00536212	0.381294	0.0110241	0.1850298	4	38.96791	0.7353726	0.000369283	0.0282113	0.35705	3.61437	0.0655141	0.34365	0.908777	2.68206	0.264036	0.339318	0.121506	0.27514	0.2060988	0.8977722
9280	-4191.79	-4149.94	-41.85	14.01256	0.2068626	0.9870486	0.0285595	0.0319482	0.00896416	0.00383446	0.0121612	0.026797	0.0106173	0.0549086	0.0104148	0.0202314	0.0394761	0.0438076	0.0199175	0.0168223	0.0105902	0.00460951	0.0074609	0.0209865	0.0252313	0.00621879	0.0126098	0.0021382	0.00561349	0.0176713	0.0136775	0.00893276	0.0130952	0.00703299	0.0527015	0.032086	0.0231967	0.0394587	0.066482	0.011324	0.0350999	0.00230711	0.021548	0.0172772	0.0242212	0.0120009	0.0118734	0.00990147	0.01903714	0.03586604	0.09934773	0.0142341	0.639893	0.0119552	0.00210395	0.32986	0.00195374	0.0966869	3	37.68361	0.6345218	0.000667924	0.037826	0.40133	3.56018	0.134362	0.472824	0.99782	2.39499	0.290396	0.310771	0.128109	0.270723	0.1960346	0.4932134
9290	-4207.38	-4154.53	-52.8497	12.46045	0.2016804	1.793841	0.0683299	0.0079386	0.031669	0.00971082	0.0322794	0.031082	0.0468534	0.0341281	0.00659604	0.0180941	0.0396869	0.0387342	0.0244027	0.0190211	0.00556304	0.0104049	0.0225215	0.0260341	0.0204528	0.0543136	0.017907	0.00225453	0.00914604	0.0466699	0.0413965	0.0274555	0.0210504	0.0127876	0.017412	0.026246	0.0114121	0.034943	0.0443479	0.0545016	0.0333024	0.00290013	0.0331894	0.00797166	0.05512	0.0607436	0.0157202	0.0116711	0.02641477	0.02811981	0.1568946	0.00871117	0.509465	0.0106553	0.0143608	0.449474	0.00733316	0.1159818	4	38.23296	0.6964626	0.000562654	0.0347505	0.388029	3.57666	0.267359	0.631133	1.06386	2.03765	0.288435	0.296967	0.141133	0.273465	0.2728764	0.4250342
9300	-4203.12	-4154.41	-48.7141	11.99751	0.2520557	0.8821241	0.0658995	0.00858577	0.0190877	0.00968662	0.0214059	0.0115397	0.0114886	0.0353536	0.00911017	0.014863	0.0778619	0.0186566	0.0160623	0.0137676	0.0089638	0.00716267	0.039853	0.0279387	0.041729	0.0459074	0.0281018	0.00208673	0.00651673	0.0510462	0.0305935	0.0177897	0.0157692	0.00714923	0.0428624	0.024767	0.0136293	0.0299717	0.0113334	0.0206851	0.0360493	0.000239947	0.0550267	0.00627409	0.0363834	0.0308957	0.0201091	0.00520548	0.01800517	0.03630527	0.0605991	0.00877527	0.563164	0.0115941	0.00828681	0.396233	0.0119465	0.2123639	5	38.79279	0.7994086	0.00220895	0.0681785	0.505801	3.42381	0.112877	0.438211	0.977349	2.47156	0.312123	0.30529	0.12442	0.258167	0.272963	0.7779952
9310	-4193.77	-4153.11	-40.6599	13.09769	0.2392628	0.7077569	0.0384517	0.0108227	0.0187091	0.0251273	0.0147202	0.0469645	0.00880929	0.0358297	0.00888871	0.0152113	0.025517	0.0306598	0.0136514	0.0110298	0.00505096	0.000183313	0.0298706	0.0201346	0.0170991	0.0112914	0.0485018	0.00168863	0.0109673	0.026016	0.0552181	0.0138915	0.0332621	0.00671846	0.020128	0.00922537	0.0330653	0.0414727	0.0293423	0.0467566	0.0224223	0.000120474	0.0116763	0.00450261	0.0417681	0.0469134	0.00852515	0.00214689	0.01859264	0.04090028	0.03615388	0.0169213	0.504479	0.0146417	0.00287338	0.456395	0.00468991	0.220975	5	37.91777	0.742508	0.00164855	0.0590528	0.478289	3.46101	0.0758459	0.367167	0.927709	2.62928	0.286845	0.299613	0.143019	0.270523	0.2571289	0.8593939
9320	-4205.51	-4158.38	-47.1293	13.52885	0.1770668	0.8435114	0.0129501	0.0165961	0.0114607	0.0414885	0.0162006	0.0174742	0.00949943	0.0350986	0.0140701	0.0246975	0.0177352	0.028132	0.014268	0.00795917	0.00830196	0.000924255	0.0158075	0.0213162	0.014984	0.0145463	0.144874	0.00311051	0.00840614	0.00764289	0.0366643	0.0379687	0.0269884	0.00723836	0.0108126	0.00454568	0.0362761	0.0698141	0.0263141	0.062256	0.033465	0.000395669	0.00783966	0.0348557	0.081355	0.0135254	0.0107793	0.0034759	0.0212914	0.03076025	-0.09979086	0.0108818	0.572382	0.0120481	0.0110513	0.386818	0.00681941	0.24296	5	38.16866	0.7485728	0.000217145	0.0216803	0.321226	3.65688	0.104778	0.424079	0.968319	2.50282	0.275693	0.31024	0.120276	0.29379	0.1431692	1.697014
9330	-4217.75	-4160.07	-57.6795	13.46411	0.202364	0.7450484	0.0503942	0.0517116	0.0217091	0.0615655	0.0417244	0.0153861	0.00443585	0.0557075	0.0171492	0.0243233	0.0350205	0.0517686	0.0134101	0.0189278	0.0135164	0.0020908	0.0167555	0.0234104	0.029119	0.0230406	0.0649718	0.00677944	0.0114933	0.00576758	0.102386	0.0191421	0.0515932	0.00845541	0.0185372	0.0162586	0.0468003	0.117276	0.0660925	0.0232329	0.11619	0.000985898	0.0354197	0.0552099	0.0767678	0.00548556	0.0210648	0.00935614	0.03777089	0.02965089	0.09166945	0.00619006	0.530212	0.00885076	0.0149979	0.422166	0.017584	0.1600751	5	37.23453	0.9521408	0.000575819	0.0351503	0.3898	3.57447	0.083825	0.384032	0.940483	2.59166	0.314785	0.305127	0.13524	0.244847	0.2517446	0.6358632
9340	-4202.03	-4153.43	-48.5993	13.85846	0.1877965	1.574756	0.0133415	0.0280098	0.0257397	0.0607461	0.043093	0.0254613	0.00315319	0.0530444	0.0164435	0.0268218	0.00333269	0.0486036	0.0248698	0.0283515	0.00983799	0.00316452	0.041003	0.0202371	0.0180966	0.0206217	0.0233093	0.00846099	0.00233709	0.000954306	0.0232223	0.0209119	0.0546614	0.00893326	0.0101553	0.00719007	0.0186415	0.0844138	0.0202556	0.0135907	0.0548862	0.000285464	0.0200661	0.0266931	0.0292815	0.00498118	0.0296077	0.0475113	0.02499355	0.03491538	0.1737429	0.00494343	0.53422	0.0103808	0.0075289	0.434197	0.00873065	0.09869887	4	37.6954	0.648157	0.000339128	0.0270452	0.351065	3.62155	0.236643	0.600544	1.05453	2.10829	0.312016	0.290464	0.12161	0.27591	0.2724418	0.3622751
9350	-4194.07	-4156.11	-37.9665	11.94967	0.1700029	0.4702201	0.0382169	0.0212538	0.0122129	0.0371731	0.0262094	0.0410313	0.00118351	0.0533949	0.0171358	0.0302233	0.00103883	0.0286445	0.0325664	0.0145069	0.0149379	0.00416048	0.0441102	0.0226878	0.0283428	0.0150304	0.00255768	0.0121932	0.00458869	0.000721765	0.0133402	0.0225071	0.0420729	0.00431737	0.0165041	0.0202196	0.00639207	0.0297753	0.039276	0.0172993	0.0763997	0.000381927	0.0306285	0.0191453	0.0363577	0.0171076	0.0178827	0.028136	0.02424224	0.02683244	0.07078956	0.00956969	0.561319	0.00889581	0.00422575	0.407815	0.00817455	0.1964917	4	38.34461	0.8480466	0.000157002	0.0184559	0.301021	3.68037	0.02801	0.232031	0.797329	2.94263	0.298557	0.319753	0.120322	0.261368	0.2672813	0.7351496
9360	-4198.24	-4149.79	-48.4538	14.6049	0.1753687	0.4245865	0.0782532	0.0104594	0.0193436	0.0434194	0.00658605	0.0260651	0.000745232	0.0405588	0.0130362	0.0263385	0.00356652	0.0359138	0.0165011	0.0182979	0.00888326	0.00305074	0.0404379	0.0265961	0.0318428	0.0478085	0.00604936	0.0277113	0.00516877	0.000770197	0.0132544	0.0254333	0.0877665	0.00534721	0.0119457	0.0084853	0.0374042	0.0170837	0.016473	0.0124207	0.04917	7.71476e-05	0.0343102	0.00810772	0.0055052	0.0450015	0.0598278	0.0589418	0.02077242	0.02405519	0.02108719	0.0100551	0.475753	0.0112515	0.00936577	0.485159	0.00841512	0.196674	4	37.79883	0.6459036	0.000201339	0.0208821	0.316407	3.66251	0.0204153	0.199872	0.756572	3.02314	0.306148	0.290533	0.128323	0.274996	0.2177612	0.9031637
9370	-4203.7	-4153.75	-49.9506	13.94142	0.186787	0.4880936	0.0294563	0.00602179	0.0244105	0.0371356	0.0026112	0.0168546	0.000288878	0.045521	0.0108904	0.0235366	0.00667881	0.0241839	0.0193835	0.0155628	0.0159058	0.0042538	0.070779	0.0189347	0.029479	0.0270787	0.0133475	0.0346692	0.0051313	0.00595254	0.011854	0.0113993	0.0540802	0.00155701	0.0169582	0.0159367	0.030518	0.0358811	0.0112831	0.00932882	0.0279504	5.12817e-05	0.0220652	0.00340143	0.00387337	0.0825569	0.0820195	0.0259375	0.02227935	0.02137105	0.01818796	0.00498022	0.465364	0.0168663	0.0109184	0.492962	0.00890919	0.2693869	5	37.85066	0.8939541	0.00032591	0.0265175	0.348304	3.62485	0.0312027	0.244072	0.811408	2.91332	0.318525	0.285095	0.127603	0.268776	0.2875749	0.936754
9380	-4202.23	-4150.63	-51.6017	15.14631	0.1958504	0.9725607	0.0539254	0.000258138	0.0258291	0.0473239	0.00254556	0.00807506	0.000414131	0.05724	0.00951658	0.0216675	0.00240968	0.0257866	0.0179647	0.0154866	0.00848556	0.020458	0.0536412	0.0379816	0.1098	0.010515	0.0183489	0.00708653	0.0070709	0.00181314	0.0237011	0.021331	0.011954	0.00515828	0.00821624	0.0725969	0.0602557	0.0275892	0.00436189	0.0124649	0.0303588	0.000210926	0.00747656	0.00469415	0.00327679	0.0329122	0.0962496	0.0178431	0.02875482	0.05089301	0.01857612	0.00766344	0.510614	0.0067756	0.0216105	0.450535	0.00280074	0.2592709	5	37.74426	0.6655052	0.000458902	0.0314164	0.372741	3.59538	0.131447	0.468346	0.9953	2.40491	0.289069	0.309612	0.141547	0.259771	0.277847	0.9331426
9390	-4202.8	-4150.65	-52.1482	13.29448	0.1687907	0.9552052	0.0184998	9.19864e-05	0.00840956	0.0906042	0.00744924	0.0090792	0.00326444	0.0334132	0.012717	0.0153207	0.00164828	0.0297617	0.0128274	0.0110097	0.00486102	0.0297221	0.00742884	0.0465917	0.0350558	0.0112008	0.0159981	0.0309966	0.0227961	0.0063248	0.00613839	0.0318375	0.0183449	0.00969026	0.0206966	0.0813865	0.10684	0.0495383	0.00669138	0.0303116	0.0327966	0.000311889	0.0181356	0.00170768	0.0118322	0.0374966	0.1151	0.019323	0.0235877	0.03161516	0.122034	0.0108584	0.535279	0.00910659	0.0204253	0.418545	0.00578519	0.1322325	5	37.25728	0.741566	0.000148098	0.0179283	0.297513	3.68441	0.127932	0.462861	0.992162	2.41705	0.317642	0.290932	0.119302	0.272125	0.2542665	0.5200549
9400	-4204.46	-4162.23	-42.2309	16.35794	0.1785925	1.019135	0.0297317	0.000203081	0.0225572	0.0654394	0.00894182	0.0108075	0.00321106	0.0483954	0.0113217	0.0224782	0.00613615	0.0327941	0.0130371	0.00798515	0.00631306	0.01244	0.0016329	0.0310443	0.0170222	0.00737594	0.0516686	0.00790864	0.0213162	0.00447913	0.0163724	0.0125056	0.0093042	0.0180558	0.00869575	0.0501258	0.0663968	0.0211762	0.0102407	0.0219657	0.0216302	0.000539091	0.0131254	0.00101686	0.0244366	0.039174	0.0465314	0.0364205	0.02126215	0.05811496	0.09717593	0.00949238	0.523192	0.00787161	0.0191605	0.432696	0.00758783	0.1289912	5	38.49394	0.7024123	0.000232114	0.0224095	0.325533	3.65183	0.140756	0.482429	1.0031	2.37372	0.298348	0.322385	0.123672	0.255595	0.2261672	0.5703358
9410	-4207.53	-4156.07	-51.4568	16.02909	0.1910841	0.9614943	0.0259745	0.000224014	0.0395841	0.0648283	0.00892802	0.00704982	0.00458523	0.0503286	0.00953795	0.0148589	0.0208655	0.0251438	0.0254521	0.0106895	0.00507124	0.013281	0.00105684	0.0277188	0.0183826	0.00340448	0.0354738	0.0209653	0.0324103	0.0095007	0.0265654	0.0202302	0.0586905	0.0238509	0.0126841	0.034719	0.0619278	0.031434	0.0152657	0.0149971	0.018515	0.000640777	0.0162182	0.0017535	0.0484367	0.0225735	0.0556051	0.0445934	0.02395012	0.02740213	0.1456061	0.0156795	0.46731	0.0108939	0.012224	0.489447	0.00444518	0.1356846	5	37.83424	0.559968	0.000384879	0.0287954	0.35999	3.61083	0.129208	0.464864	0.993315	2.41261	0.276895	0.311531	0.141713	0.269861	0.2812907	0.4823644
9420	-4213.68	-4157.39	-56.2844	16.4832	0.1942995	0.8020151	0.0317995	4.83678e-05	0.0448116	0.101753	0.00607587	0.0165059	0.00730395	0.046105	0.00965782	0.0206779	0.0246193	0.0244465	0.0184938	0.0186866	0.00603298	0.022513	0.00114676	0.0196696	0.0618452	0.011141	0.0290071	0.082959	0.0484278	0.0278895	0.0577093	0.0258058	0.0358041	0.0382324	0.00728274	0.0284803	0.0248323	0.0435353	0.0144631	0.022939	0.0487433	0.000330614	0.0234512	0.007899	0.0297025	0.0238277	0.0184266	0.0223077	0.04100858	0.03232968	0.04585311	0.0169519	0.45444	0.00526199	0.0101678	0.508314	0.00486407	0.1768048	5	37.67358	0.825793	0.000433783	0.0305529	0.368617	3.6004	0.0959875	0.407944	0.957512	2.53856	0.275854	0.312548	0.144304	0.267294	0.222658	0.7940648
9430	-4206.23	-4150.39	-55.8406	16.22609	0.1863242	0.820409	0.0967194	1.22185e-05	0.0382464	0.0444667	0.0147418	0.0416304	0.00836936	0.0375829	0.0151787	0.0148078	0.0711187	0.0209096	0.0169571	0.0141395	0.00602004	0.0114715	0.000865174	0.0536087	0.0783241	0.00335352	0.0100541	0.0210456	0.0374733	0.0584912	0.0254739	0.0256373	0.0362679	0.0236275	0.0234895	0.0320309	0.0138773	0.0454879	0.0145541	0.0357228	0.0232904	0.000803085	0.0323999	0.0206911	0.0194647	0.0266488	0.0191353	0.0306039	0.0280014	0.03049993	0.0333114	0.00658184	0.51793	0.00989606	0.00577611	0.448994	0.010822	0.1534219	6	37.37539	0.6194275	0.000319977	0.0262772	0.347035	3.62637	0.0998936	0.415223	0.962453	2.52243	0.309502	0.296669	0.136965	0.256864	0.1867333	0.8216097
9440	-4199.58	-4152.55	-47.028	16.1175	0.1879321	0.6536384	0.0138224	1.25987e-05	0.0424976	0.0407387	0.0175383	0.0237393	0.00957906	0.0305284	0.0132553	0.015293	0.0256369	0.0278121	0.030335	0.0129325	0.0038504	0.00616303	0.000331755	0.0694908	0.0432378	0.00291378	0.00998538	0.0315445	0.0319044	0.0189735	0.0246382	0.0511869	0.0262975	0.0119239	0.0403387	0.0308057	0.0167995	0.0547961	0.0195882	0.0326342	0.0293665	0.000786615	0.0286324	0.0506548	0.0133279	0.0109581	0.0298339	0.0111042	0.03099305	0.02803283	-0.009154502	0.011035	0.466684	0.00936035	0.00938366	0.494595	0.0089424	0.1914906	6	38.04553	0.8454306	0.000340932	0.0271165	0.351435	3.62111	0.0643267	0.340809	0.906397	2.68847	0.298595	0.294472	0.142319	0.264614	0.1823361	1.050207
9450	-4185.38	-4145.32	-40.0669	16.6389	0.2003584	3.253006	0.0046356	4.24342e-05	0.0287815	0.00887642	0.0496464	0.0123364	0.00684569	0.0307127	0.00974249	0.0156071	0.0216911	0.024569	0.0236806	0.0174858	0.00691632	0.00362499	0.000242679	0.0381336	0.0315583	0.00236039	0.00884109	0.00618749	0.0685181	0.011526	0.0178383	0.0382346	0.0123786	0.00286321	0.0198449	0.0371636	0.00436999	0.0334344	0.00834412	0.0140738	0.0190135	0.00024659	0.0322659	0.0124794	0.0136882	0.00422354	0.00545724	0.0111512	0.01442511	0.03735277	0.02428249	0.0110614	0.582654	0.00722145	0.0147853	0.377707	0.00657096	0.162441	5	37.87431	0.5524513	0.0005378	0.0339825	0.384593	3.58089	0.407935	0.744639	1.08351	1.76392	0.287349	0.322406	0.132244	0.258	0.1867235	0.8699549
9460	-4199.13	-4150.51	-48.6191	18.72097	0.1909228	1.915063	0.00994533	2.3467e-05	0.0317149	0.0338665	0.0271512	0.0199275	0.00435249	0.0556295	0.00979103	0.0207247	0.0180516	0.0326328	0.0225352	0.0112114	0.00234648	0.00401519	0.000769978	0.044846	0.0242689	0.00493859	0.03087	0.00655594	0.0382775	0.0133953	0.00435396	0.0478117	0.0122884	0.00681769	0.0379361	0.0266262	0.00693026	0.038397	0.022881	0.0171477	0.0476462	0.000197127	0.0194009	0.0430524	0.0280245	0.00356867	0.00705059	0.00682154	0.02395684	0.0353689	0.06122247	0.00375847	0.610717	0.00969407	0.00694851	0.363329	0.00555301	0.1724339	5	37.25872	0.6710016	0.000382535	0.0287084	0.359555	3.61135	0.28292	0.645667	1.06771	2.0037	0.289037	0.3243	0.125968	0.260696	0.2336564	0.7379807
9470	-4211.99	-4152.33	-59.6592	17.23525	0.1903061	2.031188	0.0118266	1.22305e-05	0.0456208	0.0568874	0.00804817	0.029756	0.00786083	0.0402396	0.0221826	0.0282526	0.131652	0.0320806	0.0272578	0.0147339	0.00312599	0.0055849	0.000538761	0.0719105	0.0232561	0.00664868	0.0850442	0.0046372	0.0299576	0.00192234	0.00398	0.0421233	0.0166775	0.00247701	0.0501128	0.0303138	0.0228169	0.0524325	0.10449	0.0219262	0.0131308	0.000352364	0.0446791	0.0330834	0.0247953	0.0109464	0.00471582	0.00643841	0.03297388	0.0378883	0.07794344	0.00562233	0.476389	0.0166186	0.00777305	0.490195	0.00340212	0.1374812	4	38.93601	0.6831005	0.000373671	0.0283769	0.357888	3.61336	0.296969	0.65829	1.07075	1.97399	0.324446	0.292033	0.123188	0.260333	0.2154246	0.638187
9480	-4200.31	-4150.71	-49.6001	15.13967	0.1683625	1.024293	0.0738444	2.16811e-05	0.0257144	0.0305176	0.0202529	0.0189007	0.00358373	0.0502499	0.0104278	0.0218959	0.0789766	0.0375473	0.0202239	0.0171278	0.00332522	0.00521243	0.000363197	0.0752209	0.0422543	0.0109037	0.0297385	0.00757283	0.00522693	0.00224128	0.00430104	0.036523	0.0102133	0.0108647	0.0499247	0.0239087	0.019605	0.0872379	0.128373	0.0216543	0.0189702	0.00110387	0.0330403	0.0260415	0.0365145	0.00387717	0.00254148	0.0236868	0.02583537	0.05243813	0.07032888	0.0101543	0.550029	0.0162522	0.00466814	0.417514	0.00138272	0.1900865	3	38.80606	0.8437383	0.000145045	0.0177437	0.296271	3.68584	0.141775	0.483934	1.00391	2.37038	0.303175	0.311459	0.123867	0.261499	0.2604153	0.7299357
9490	-4201.33	-4154.85	-46.4741	11.04419	0.1912218	0.7366622	0.052114	3.634e-05	0.0600712	0.0265691	0.0483128	0.02151	0.00487878	0.0588091	0.0121447	0.0240437	0.049634	0.0468076	0.0228735	0.02201	0.00935892	0.00663142	0.00018404	0.0655305	0.0118965	0.0228457	0.0654773	0.0202258	0.00810228	0.00142467	0.00434956	0.0288166	0.021288	0.0125966	0.056973	0.012384	0.0184463	0.143313	0.076288	0.0103165	0.0220796	0.00150375	0.0719973	0.0560894	0.0932242	0.00599922	0.00164455	0.0362256	0.03010803	0.02676416	0.02518092	0.00668356	0.512387	0.0089882	0.00521096	0.462149	0.00458058	0.1583252	3	38.07479	0.9359133	0.000386887	0.0288698	0.360362	3.61038	0.0820302	0.380327	0.937732	2.59991	0.291991	0.29862	0.12895	0.280439	0.1835061	0.8627789
9500	-4212.53	-4162.32	-50.2097	10.24251	0.1845285	1.714085	0.0332187	0.000115707	0.0529365	0.0144616	0.0432716	0.0138206	0.0123959	0.0470831	0.0127045	0.0340372	0.0186768	0.0274506	0.0147514	0.0141062	0.00598481	0.00361377	0.00028349	0.0801877	0.0133684	0.0965607	0.01319	0.0382829	0.00901005	0.00273081	0.00471718	0.0532662	0.0227433	0.0128255	0.0249631	0.00659915	0.016754	0.121036	0.11492	0.0221347	0.0307768	0.0020151	0.0742697	0.0346025	0.148685	0.00718977	0.00129024	0.0752693	0.03498797	0.04542102	0.05276231	0.0107543	0.482045	0.0135604	0.00349612	0.482323	0.00782103	0.1805833	3	37.7644	1.055313	0.000297703	0.0253538	0.34209	3.63226	0.256582	0.620703	1.06086	2.06185	0.282759	0.311515	0.124593	0.281132	0.2333456	0.7738877
9510	-4226.35	-4163.16	-63.1807	9.929694	0.1822018	1.595191	0.0323492	0.000316411	0.0883492	0.020374	0.0267766	0.0146862	0.018775	0.0598019	0.0140109	0.0306515	0.0803272	0.0601975	0.0195457	0.01888	0.00415707	0.00675024	0.000706273	0.0755291	0.0141912	0.0453771	0.00575538	0.0377855	0.0150418	0.00171275	0.020585	0.0262021	0.039286	0.00162741	0.133623	0.0136531	0.0292861	0.0875281	0.178997	0.0379718	0.0207351	0.00380646	0.11916	0.0534591	0.119167	0.00190797	0.000831892	0.121194	0.03634068	0.04388057	0.1473159	0.00787982	0.569368	0.00475108	0.00520547	0.391474	0.0213216	0.1778527	4	37.88712	0.859072	0.000270558	0.0241798	0.335639	3.63991	0.23966	0.603671	1.05555	2.10111	0.301465	0.298793	0.129148	0.270593	0.3251686	0.5469553
9520	-4218.08	-4156.56	-61.5215	11.761	0.205423	3.057223	0.0301983	0.000143399	0.0727465	0.00249957	0.0358896	0.00932165	0.0119248	0.0638403	0.017232	0.0483785	0.0433189	0.0305136	0.022554	0.0139567	0.0117924	0.00161025	0.00325073	0.0885172	0.0153817	0.0176911	0.00664936	0.112657	0.00938931	0.00135944	0.0655214	0.00608178	0.0263678	0.000311493	0.081735	0.0330744	0.0351026	0.115527	0.172917	0.0102738	0.0239287	0.00824964	0.0396766	0.0807339	0.10976	0.00189731	0.000883824	0.12292	0.04708813	0.04219965	0.08358245	0.00873834	0.500316	0.0105422	0.00335289	0.468864	0.00818667	0.1543827	3	37.26352	0.7281574	0.000637402	0.0369615	0.397663	3.56474	0.393641	0.734648	1.08278	1.78893	0.298334	0.306956	0.114948	0.279762	0.2379651	0.6487618
9530	-4208.34	-4151.44	-56.9019	13.05399	0.1790344	0.9106564	0.103263	0.000383534	0.0753021	0.041752	0.0190523	0.00616793	0.0139082	0.0599103	0.0240681	0.0242493	0.0461046	0.0276934	0.0249741	0.0137684	0.00507504	0.00109146	0.00224034	0.058325	0.0411098	0.00567637	0.0056709	0.137949	0.0116666	0.00353595	0.101313	0.0163041	0.0177014	0.000112959	0.0775098	0.0657602	0.0118262	0.0550134	0.0618737	0.00368391	0.018621	0.00693885	0.0437558	0.0223212	0.0644168	0.00125487	0.00106069	0.0744214	0.02768826	0.02832244	0.05802252	0.00855818	0.519326	0.0137449	0.00628659	0.443123	0.00896135	0.1804708	3	37.77804	0.9870029	0.000236589	0.0226229	0.326777	3.65036	0.118801	0.448146	0.983461	2.44959	0.291854	0.312297	0.128693	0.267157	0.2384933	0.7567122
9540	-4208.27	-4150.35	-57.922	17.15473	0.1781528	0.7290132	0.0548658	0.000681092	0.0547083	0.0710514	0.0238765	0.00912712	0.0112998	0.0636171	0.014475	0.025932	0.00927347	0.0339443	0.0324158	0.0122764	0.00928864	0.0025897	0.000807852	0.0992696	0.0157375	0.0097778	0.0102097	0.112688	0.022295	0.0035093	0.118462	0.0205808	0.0307613	0.000450229	0.0331257	0.0550059	0.0261468	0.0862754	0.0303063	0.00498744	0.0526547	0.00253242	0.0359469	0.0553147	0.0393246	0.0150167	0.00177732	0.0174366	0.02851141	0.03182992	0.1203264	0.0111461	0.507456	0.0145885	0.00324836	0.461022	0.00253864	0.1069491	4	38.84505	0.7459875	0.000227724	0.0221982	0.324294	3.65328	0.0803931	0.376904	0.935163	2.60754	0.292951	0.286053	0.141357	0.279639	0.2272755	0.4705702
