Iteration	Posterior	Likelihood	Prior	age_extant	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1500	-4213.12	-4152.36	-60.7646	15.43426	0.1936866	1.162905	0.0210391	0.000328056	0.0151223	0.0596889	0.00651351	0.00738387	0.02032	0.0444802	0.0172175	0.0218071	0.0792975	0.0244749	0.0143881	0.0115631	0.0119939	0.00251295	0.00438154	0.026366	0.0221523	0.0187279	0.038686	0.00148111	0.00350867	0.0361605	0.00464925	0.00703344	0.041915	0.0352512	0.0302782	0.0257554	0.00266971	0.0428946	0.0173705	0.00868379	0.0342916	0.0110222	0.0188146	0.0520143	0.0478266	0.0969065	0.0425238	0.0238621	0.02931408	0.03952964	0.02163031	0.0128195	0.469029	0.00295552	0.00724906	0.499298	0.00864894	0.2222578	4	38.55508	0.4900016	0.000424135	0.0302145	0.36698	3.60238	0.168266	0.520781	1.0225	2.28845	0.305159	0.296675	0.129104	0.269062	0.2438881	0.9113105
1510	-4208.78	-4151.45	-57.3238	14.09574	0.1860085	1.590673	0.0134581	0.000775893	0.0129858	0.0632193	0.00517606	0.00873117	0.0244466	0.051571	0.0191611	0.0302811	0.0232205	0.0274436	0.0117124	0.0102096	0.0103473	0.00384993	0.025289	0.0205992	0.0508761	0.027493	0.0187431	0.000834414	0.00421123	0.0141048	0.0131481	0.00448217	0.0108912	0.0151089	0.0327866	0.0292043	0.00631606	0.0530395	0.0116314	0.0188206	0.0582608	0.00815831	0.0199681	0.0654407	0.0142965	0.0556897	0.0592644	0.0296762	0.01959639	0.02905538	0.04213023	0.0134292	0.526307	0.00451199	0.00679985	0.43915	0.0098012	0.1755211	3	37.98481	0.595461	0.000315976	0.0261138	0.346168	3.6274	0.238996	0.602985	1.05533	2.10269	0.29232	0.301491	0.136604	0.269585	0.2176513	0.8064325
1520	-4216.89	-4152.01	-64.8854	16.94272	0.1875223	1.780088	0.0203862	0.000239939	0.0128691	0.0633459	0.00591535	0.0130296	0.0716001	0.0469207	0.00902928	0.0253817	0.0518025	0.0396153	0.0132696	0.0133078	0.0122329	0.0050027	0.0593992	0.0132498	0.0433998	0.0155759	0.0113554	0.000679902	0.00387692	0.0276892	0.047962	0.00246282	0.00541663	0.0074593	0.0319688	0.0449549	0.0695658	0.0510647	0.0203691	0.0112012	0.14897	0.00403518	0.0215249	0.0470947	0.0191454	0.0363281	0.0328171	0.05204	0.03012118	0.04107355	0.02522398	0.00909352	0.58982	0.00628791	0.00198113	0.383229	0.00958778	0.2011377	4	37.23273	0.6898228	0.0003355	0.0269015	0.350316	3.62245	0.265532	0.629387	1.06337	2.04171	0.300408	0.304357	0.124996	0.270239	0.2263617	0.8885678
1530	-4224.34	-4153.43	-70.9091	18.18012	0.1854626	4.076762	0.134423	0.000342139	0.0138168	0.063895	0.0304113	0.00967295	0.0562114	0.0458331	0.00983438	0.034733	0.0645334	0.0271345	0.0113533	0.00977408	0.0116144	0.00292928	0.0402805	0.0151159	0.0201375	0.0536194	0.0075644	0.00200165	0.00489555	0.00260968	0.0447059	0.00671347	0.0164257	0.00796727	0.0149258	0.0212542	0.0584432	0.0434255	0.0110218	0.0111948	0.153946	0.00945683	0.0346204	0.0181029	0.0100003	0.038226	0.0116123	0.0743377	0.03635453	0.0367464	0.01897352	0.0077836	0.568407	0.00847582	0.00355099	0.400371	0.0114117	0.2112978	5	38.70982	0.6022905	0.000309144	0.0258323	0.344666	3.62919	0.45853	0.777822	1.08438	1.67927	0.310579	0.320306	0.120924	0.248192	0.2302714	0.9176036
1540	-4224.2	-4157.6	-66.598	18.69951	0.1839781	2.148475	0.0627975	0.000513576	0.0179928	0.0666542	0.034062	0.00855033	0.0212227	0.0394689	0.00712197	0.0264147	0.0372077	0.0183769	0.00578118	0.0228267	0.00379406	0.00379176	0.0387298	0.0109699	0.0123706	0.0210302	0.00648151	0.00395676	0.020287	0.0024136	0.005425	0.00520572	0.0303298	0.00470788	0.0103144	0.013532	0.0335043	0.0379508	0.022264	0.00475277	0.0655971	0.0234245	0.0260275	0.0126248	0.0151517	0.0449264	0.00801566	0.134154	0.02384773	0.03289957	0.0473399	0.0101011	0.475487	0.00285974	0.00218171	0.497107	0.0122639	0.165923	4	39.76018	0.4122174	0.00029111	0.0250738	0.340569	3.63407	0.310376	0.669927	1.0733	1.9464	0.331116	0.299922	0.120804	0.248159	0.2132629	0.7780209
1550	-4220.28	-4148.37	-71.9142	21.85812	0.1848294	2.022309	0.125508	0.00124955	0.0159276	0.0923437	0.0267722	0.0070317	0.0695797	0.0410301	0.0156431	0.0213173	0.0433281	0.0231858	0.0110413	0.0165899	0.00503139	0.0061066	0.0651812	0.0269573	0.012318	0.0218143	0.0067173	0.00290956	0.0124548	0.00482094	0.0123909	0.00386174	0.029598	0.00750093	0.018289	0.0269581	0.022916	0.0320194	0.0240277	0.00231377	0.0430998	0.0156475	0.00580865	0.00847834	0.0102602	0.0579293	0.0113078	0.0560211	0.03030727	0.04027947	0.02822319	0.0151973	0.564591	0.00108116	0.0032493	0.40496	0.0109214	0.150581	4	38.45065	0.4643179	0.000301354	0.0255075	0.342921	3.63127	0.295923	0.657365	1.07054	1.97617	0.299302	0.314005	0.130805	0.255888	0.1788042	0.8421559
1560	-4208	-4151.47	-56.5219	17.12967	0.1899893	1.244872	0.0516735	0.00147822	0.0117585	0.0348764	0.0181124	0.00822349	0.0287453	0.0263206	0.00916646	0.0204927	0.0422212	0.0192082	0.00829079	0.016938	0.00463595	0.00766252	0.0321258	0.0324389	0.00725328	0.0150255	0.000965373	0.00190384	0.0289104	0.0037116	0.00465294	0.00279845	0.00961276	0.00500687	0.015074	0.0244365	0.0120911	0.0406099	0.0122099	0.00197471	0.0252026	0.0124271	0.00479357	0.00731123	0.00300035	0.0975628	0.0359045	0.0337349	0.02167914	0.03691008	0.06780776	0.0140429	0.555919	0.000935862	0.00352431	0.413975	0.0116026	0.09323862	4	37.50213	0.4027592	0.000369176	0.0282073	0.35703	3.61439	0.183091	0.539736	1.03112	2.24605	0.31516	0.294366	0.111321	0.279153	0.1610464	0.5789551
1570	-4221.96	-4157.69	-64.2706	17.47251	0.1727154	1.409944	0.154473	0.00465786	0.0240616	0.0335292	0.0146823	0.0355867	0.0257468	0.0421632	0.0143607	0.0236103	0.00929795	0.0367766	0.00668717	0.0129348	0.00950429	0.0068023	0.0306127	0.0210148	0.00549925	0.00787582	0.000541217	0.00202369	0.0358175	0.0221323	0.0364712	0.0117857	0.0313859	0.0057518	0.0103261	0.0204907	0.00635485	0.0583653	0.0184442	0.00299634	0.0177281	0.0247455	0.00617326	0.00672407	0.00538273	0.125315	0.031789	0.00578014	0.02500444	0.03070085	0.08512085	0.0149558	0.588439	0.00153452	0.00136837	0.388075	0.00562733	0.08455228	4	37.3798	0.6377164	0.000178383	0.019664	0.308829	3.67133	0.21107	0.572846	1.04466	2.17142	0.274172	0.327325	0.11587	0.282634	0.1696731	0.4983245
1580	-4224.66	-4159.39	-65.2654	18.34714	0.1787181	1.378169	0.124665	0.00658475	0.0126607	0.042294	0.0860079	0.0253257	0.0256394	0.0581738	0.0211796	0.0184201	0.00665436	0.029107	0.00458553	0.0122062	0.00860041	0.0108604	0.012345	0.0326524	0.00504945	0.0165444	0.000205314	0.00101948	0.0428814	0.015954	0.0307703	0.0241045	0.0235905	0.00584373	0.0107648	0.036432	0.00924226	0.0263783	0.0485134	0.00209669	0.0116249	0.0492961	0.00410853	0.00296132	0.0198105	0.121644	0.0183435	0.00581537	0.02255112	0.03726714	0.0105903	0.0120003	0.620089	0.00200545	0.00707156	0.352978	0.00585563	0.2080642	4	38.56564	0.621041	0.00023338	0.0224701	0.325887	3.65141	0.205874	0.566936	1.04239	2.1848	0.2801	0.307162	0.128311	0.284427	0.2186545	0.951566
1590	-4212.33	-4155	-57.3296	17.80082	0.1772562	2.216973	0.120819	0.00721609	0.0203617	0.0103271	0.0196257	0.0276456	0.0378899	0.049438	0.0155334	0.0265561	0.0144392	0.0257066	0.0054148	0.014444	0.00893028	0.00562111	0.015206	0.0402073	0.00601454	0.0279413	0.000175878	0.00201656	0.0248255	0.0200692	0.0382944	0.00754539	0.031335	0.00379508	0.0077692	0.00520447	0.00623973	0.0306453	0.0142408	0.00139061	0.0139122	0.0342088	0.00162316	0.00181596	0.0570492	0.0471557	0.00973832	0.00187739	0.02109962	0.04118976	0.001723412	0.0102004	0.547928	0.00414832	0.00764809	0.427259	0.00281586	0.2265416	6	37.53594	0.6136708	0.000218963	0.0217702	0.321761	3.65625	0.317868	0.676266	1.07458	1.93129	0.312603	0.307347	0.126627	0.253423	0.228265	0.99245
1600	-4207.59	-4151.71	-55.8895	19.07774	0.157971	2.396228	0.0501554	0.0458535	0.0233351	0.016115	0.0166764	0.0598583	0.0385345	0.0708231	0.0132755	0.0217446	0.0480476	0.0232461	0.0201975	0.021772	0.00467181	0.0120991	0.0152667	0.0331804	0.00467205	0.0231324	0.000340679	0.00135544	0.0468995	0.0744239	0.0493584	0.0266249	0.0308478	0.00842119	0.00254282	0.00575962	0.00407562	0.0375665	0.00426098	0.00271709	0.0223986	0.0423321	0.00279605	0.00229423	0.0324984	0.0381697	0.0113024	0.00249129	0.02425034	0.03278481	-0.001025445	0.00846387	0.527577	0.00869483	0.00510787	0.446599	0.00355716	0.1545401	5	37.66801	0.4686742	8.45147e-05	0.0135656	0.265716	3.72063	0.336392	0.691465	1.07735	1.8948	0.298461	0.306009	0.137301	0.258229	0.1535146	1.00668
1610	-4202.11	-4156.24	-45.861	18.47702	0.1829678	0.9074283	0.0246735	0.0440833	0.022812	0.00743687	0.0169309	0.0613118	0.0242273	0.0309394	0.0206867	0.0155981	0.0490161	0.0248549	0.0101216	0.00862089	0.0093112	0.0148997	0.0128504	0.0414294	0.00789792	0.00792263	0.000591511	0.00244895	0.0165593	0.0361669	0.0192557	0.023084	0.0139315	0.0131446	0.00224244	0.00127439	0.00789636	0.0400226	0.0184894	0.000670226	0.0130418	0.019344	0.00738029	0.00363274	0.023642	0.0690121	0.0108513	0.00151329	0.01984868	0.03197642	-0.009655461	0.0109522	0.533556	0.00985637	0.00444736	0.439446	0.00174251	0.2142287	5	38.29935	0.5348165	0.000279285	0.0245635	0.337769	3.63739	0.118133	0.447043	0.982791	2.45203	0.278048	0.332008	0.135784	0.254161	0.2045732	1.047198
1620	-4214.43	-4158.38	-56.0555	17.01641	0.1895998	0.6625056	0.0552542	0.0512915	0.0281102	0.0190694	0.080436	0.0370316	0.0170464	0.0326056	0.0170255	0.0194751	0.0356452	0.0341428	0.00873944	0.0128101	0.00798429	0.0289921	0.0443365	0.023755	0.00623659	0.016853	0.000766466	0.00116774	0.0260026	0.0545675	0.011749	0.0366967	0.0228917	0.00563543	0.00399387	0.00277282	0.0117402	0.040885	0.018273	0.000785225	0.0140597	0.0190262	0.0195557	0.00507082	0.0164481	0.0779584	0.0134387	0.000830972	0.02973632	0.02265007	-0.00377111	0.00967336	0.408455	0.0102971	0.0100183	0.557577	0.00397946	0.1636107	5	37.4438	0.7846074	0.000363703	0.0279993	0.355974	3.61566	0.0662046	0.345289	0.91014	2.67837	0.314677	0.300376	0.135735	0.249211	0.1598396	1.023593
1630	-4214.71	-4158.4	-56.3081	16.9411	0.2124522	0.8425868	0.0600152	0.0171232	0.0158773	0.0188065	0.0336095	0.012664	0.0162534	0.0479604	0.0144335	0.0257811	0.026632	0.0402337	0.00569888	0.0128058	0.00282733	0.0304706	0.0901558	0.0541218	0.00760591	0.0115568	0.00269653	0.00146656	0.0823757	0.029465	0.0151462	0.0789069	0.0234428	0.0148306	0.0142537	0.00732132	0.00613565	0.0606866	0.00689123	0.000527273	0.00622249	0.0084068	0.0297201	0.0118404	0.0182758	0.0630354	0.0049365	0.00061296	0.02401021	0.03764805	0.08268758	0.00821802	0.543572	0.00640728	0.00491558	0.432147	0.00474041	0.1683552	5	37.62745	0.755255	0.000796131	0.0412538	0.415369	3.54258	0.104583	0.423731	0.968091	2.5036	0.302864	0.303169	0.13122	0.262747	0.2510428	0.6706236
1640	-4196.92	-4152.48	-44.4337	17.21065	0.2166971	0.9857982	0.0183615	0.0134479	0.0368392	0.0152495	0.00341021	0.00352043	0.0131294	0.0446704	0.0133299	0.0185265	0.0128289	0.031569	0.00927377	0.0111742	0.00395751	0.0480236	0.0350141	0.0395929	0.00430748	0.00560123	0.00413486	0.00192373	0.0639485	0.0112435	0.00581552	0.0553726	0.0126429	0.0220931	0.010344	0.0134835	0.00350487	0.0397633	0.00451781	0.000301666	0.002918	0.0185808	0.0126919	0.0036358	0.0140528	0.0125879	0.0113809	0.000196274	0.01844637	0.02842516	-0.01477597	0.014725	0.560486	0.00959967	0.00621063	0.403065	0.00591385	0.245027	5	37.52456	0.6194103	0.000904194	0.0439291	0.425817	3.52935	0.134112	0.472441	0.997606	2.39584	0.315974	0.282196	0.133882	0.267947	0.230251	1.064173
1650	-4203.84	-4152.12	-51.712	17.83484	0.1921993	0.7987719	0.0360759	0.0166617	0.0398559	0.0198615	0.001389	0.00188216	0.016368	0.0252677	0.0140607	0.0129506	0.00430293	0.0201004	0.0100345	0.0126038	0.00442176	0.0613656	0.0390356	0.0422836	0.00524721	0.00412988	0.000968178	0.00345996	0.0160394	0.00623723	0.0047166	0.0379382	0.0246606	0.0284606	0.00412116	0.04938	0.00728056	0.0485483	0.00557629	0.00140679	0.00302238	0.0171675	0.017143	0.010726	0.0718851	0.020252	0.0159248	7.81697e-05	0.02392781	0.02214083	0.0627097	0.0173911	0.488895	0.00361781	0.00254373	0.471222	0.0163299	0.1265337	4	37.5292	0.4609283	0.000401364	0.0293999	0.362994	3.60721	0.0952974	0.406639	0.956614	2.54145	0.324905	0.285015	0.136883	0.253197	0.1892434	0.6686294
1660	-4197.13	-4153.01	-44.1113	19.14055	0.2138767	0.509268	0.00610094	0.0128533	0.0202931	0.0229111	0.000719069	0.00159621	0.0177818	0.0316461	0.00877764	0.0123809	0.00199581	0.0231933	0.0107124	0.011002	0.00944612	0.00979719	0.00763592	0.0275951	0.0096237	0.000493466	0.00097064	0.00567339	0.0139767	0.0111618	0.000933349	0.0559838	0.01581	0.0100021	0.00397195	0.021716	0.00565854	0.0342216	0.00232868	0.00162253	0.0107826	0.0247401	0.0125971	0.0110284	0.0408086	0.0108066	0.0234242	6.44083e-05	0.01351528	0.02035581	-0.08364187	0.0219453	0.488679	0.00406632	0.00289027	0.466063	0.0163563	0.2321755	4	39.13915	0.4643817	0.000831341	0.0421448	0.418895	3.53813	0.0351181	0.257923	0.826897	2.88006	0.300379	0.301145	0.126877	0.271599	0.1485336	1.563117
1670	-4193.4	-4151.3	-42.0987	18.56699	0.1909173	0.2102593	0.00241417	0.0376275	0.0166071	0.00748238	0.0012791	0.000355812	0.0160938	0.0670019	0.00961842	0.0152117	0.00467701	0.0306062	0.017506	0.0107241	0.0114952	0.00207332	0.0354108	0.0174862	0.0227445	0.000865784	0.00175763	0.0126012	0.0118257	0.00207359	0.00171496	0.0167749	0.00602148	0.00263561	0.013152	0.0199954	0.0129208	0.044831	0.00502932	0.00141612	0.0161517	0.0169449	0.00917485	0.00540956	0.077437	0.00323326	0.0140594	4.45938e-05	0.01335513	0.009938287	-0.05714669	0.0134498	0.496008	0.00430155	0.0026691	0.473053	0.010519	0.1769364	4	37.98782	0.676627	0.000382456	0.0287055	0.35954	3.61137	0.000743966	0.0398958	0.409899	3.54946	0.309515	0.316304	0.108891	0.26529	0.1197897	1.477058
1680	-4188.33	-4161.3	-27.0232	16.5632	0.2063391	0.1102585	0.00217481	0.0230076	0.024486	0.00888392	0.00271699	0.0013605	0.0197862	0.0456276	0.00848696	0.0200616	0.00839769	0.0309528	0.00937064	0.0196374	0.00800057	0.00281397	0.026874	0.0136426	0.00923106	0.000736712	0.00155193	0.00584501	0.0122456	0.00104021	0.00231304	0.0222672	0.0104048	0.00352441	0.00839894	0.0140608	0.00706829	0.017098	0.0119906	0.00197701	0.0369488	0.00591223	0.011907	0.00375906	0.017675	0.0078634	0.0385809	0.000161553	0.01124734	0.009123514	-0.01743214	0.00526252	0.569532	0.00684841	0.00654247	0.383104	0.0287103	0.2165401	4	38.09868	0.611279	0.00065671	0.0375107	0.399999	3.56183	1.90927e-06	0.00205091	0.122337	3.87561	0.299503	0.301857	0.122786	0.275854	0.199108	1.087551
1690	-4192.27	-4150.98	-41.2943	16.3426	0.20212	0.1153507	0.0020956	0.0503439	0.0325597	0.0123973	0.00267	0.00544178	0.00930026	0.0622321	0.00575547	0.0171745	0.027118	0.0437399	0.0191715	0.0160274	0.00697556	0.00875825	0.0103533	0.054994	0.0300433	0.000688659	0.00107033	0.0303974	0.0184641	0.00123959	0.00470959	0.0362211	0.00998539	0.00694476	0.0135812	0.0242598	0.0115967	0.039047	0.0221366	0.00556861	0.0227057	0.00738782	0.00831455	0.0166365	0.0259042	0.0113104	0.0346658	0.00107604	0.01800842	0.009270336	-0.05025076	0.00412303	0.543497	0.00985091	0.00950188	0.415643	0.0173844	0.2187472	5	38.92846	0.6255549	0.000571095	0.0350074	0.389168	3.57525	3.32333e-06	0.00270441	0.137144	3.86015	0.292599	0.312129	0.128162	0.26711	0.1684965	1.29823
1700	-4206.06	-4161.66	-44.4077	13.38449	0.1632559	0.1544951	0.000793232	0.0364402	0.0418408	0.0146899	0.0129382	0.0113387	0.00854973	0.0510925	0.00822349	0.0223815	0.0325285	0.0267112	0.0314715	0.024307	0.00227751	0.0125037	0.0138792	0.0819168	0.0449546	0.00116449	0.000696317	0.0347957	0.0158612	0.00213436	0.0232784	0.0227291	0.00870958	0.00690816	0.00693179	0.0184444	0.0182102	0.0594795	0.0232403	0.0187471	0.0108288	0.0149283	0.0165731	0.0154762	0.0117144	0.0344931	0.00820746	0.00282323	0.01707022	0.01286369	0.06799519	0.00935061	0.47701	0.0139191	0.00888944	0.480305	0.0105259	0.2377416	3	37.24012	0.6084722	0.000112194	0.0156177	0.28135	3.70292	6.9408e-05	0.0122997	0.255339	3.73229	0.298085	0.3345	0.118906	0.24851	0.3057368	0.7776022
1710	-4193.62	-4150.36	-43.2536	16.31587	0.1620791	0.1315168	0.000331526	0.0442665	0.0441054	0.00662064	0.0187268	0.0112808	0.0056795	0.045762	0.00807414	0.0198727	0.0191015	0.0368969	0.0261988	0.0197848	0.00754139	0.0362887	0.00819462	0.0590017	0.0333119	0.00397487	0.00142916	0.0403074	0.0231721	0.00104889	0.0360026	0.0191489	0.0107473	0.00235193	0.0231857	0.0279943	0.012077	0.0448151	0.00696126	0.00739631	0.0426101	0.0234541	0.0199182	0.0288827	0.0285476	0.0445119	0.0092064	0.0100788	0.01955693	0.01144101	0.0791164	0.00862196	0.541656	0.00341664	0.00692179	0.429788	0.00959631	0.1578059	5	38.01916	0.6836948	0.000105504	0.0151476	0.277885	3.70686	1.45229e-05	0.0056432	0.185667	3.80868	0.330152	0.309519	0.112575	0.247754	0.2369223	0.666066
1720	-4205.11	-4155.59	-49.5197	14.26772	0.1900788	0.8022593	0.00136687	0.0386879	0.0261504	0.00687189	0.0181578	0.00541767	0.00357076	0.0598772	0.0107166	0.0196978	0.00453578	0.0463375	0.0343838	0.0152709	0.00741554	0.0511434	0.00561911	0.0577224	0.014289	0.00265452	0.000578606	0.0237425	0.016485	0.00475147	0.037206	0.0228324	0.0253229	0.00417998	0.0377664	0.070065	0.0262385	0.055831	0.00208953	0.0283898	0.0274168	0.0228508	0.0192853	0.0171312	0.0240482	0.0396972	0.0320707	0.007914	0.01920171	0.02769158	0.1549616	0.0141624	0.515942	0.00445133	0.00208636	0.453074	0.0102837	0.1688561	4	39.58707	0.8420081	0.000370441	0.0282551	0.357272	3.6141	0.0960394	0.408042	0.957579	2.53834	0.262479	0.336502	0.133825	0.267194	0.3238177	0.5214542
1730	-4199.8	-4150.41	-49.3938	15.27138	0.1785041	0.5716194	0.00145649	0.0411572	0.0308107	0.00325646	0.0151027	0.00365585	0.0160022	0.0586449	0.0167918	0.024047	0.00633973	0.0358667	0.0204959	0.0166484	0.00778405	0.050009	0.0137356	0.041192	0.0165703	0.0102586	0.000653342	0.0693164	0.0265895	0.0328965	0.0178192	0.0170982	0.0289685	0.00255656	0.019256	0.0221574	0.0761337	0.0396821	0.00564623	0.0425068	0.0179844	0.0224947	0.0143056	0.00619151	0.0233709	0.0164845	0.0312627	0.0406532	0.02954495	0.02782653	0.1348402	0.0114482	0.572493	0.00431133	0.00125777	0.396647	0.0138422	0.1094812	4	37.39821	0.7980915	0.000231227	0.022367	0.325284	3.65212	0.0473124	0.296124	0.866119	2.79044	0.292942	0.301966	0.132883	0.27221	0.2443214	0.4481033
1740	-4208.12	-4154.02	-54.0971	16.22447	0.1820165	0.4737115	0.00191128	0.0742825	0.0295232	0.00627552	0.0256542	0.00445488	0.0255177	0.0449833	0.0123132	0.0118082	0.0105147	0.0232027	0.0250443	0.0121633	0.00326552	0.0344671	0.0195988	0.0393408	0.0238015	0.00591102	0.000765236	0.0598809	0.0903581	0.0238307	0.0526046	0.0258403	0.0129669	0.00197456	0.0406507	0.0283916	0.0357897	0.0463959	0.0241665	0.0221155	0.0223254	0.0101767	0.00542268	0.0122574	0.0139843	0.013476	0.0188855	0.058289	0.03033504	0.02774339	0.01368625	0.0134725	0.518533	0.0101651	0.00312766	0.446917	0.00778473	0.1831038	4	37.9569	0.6875239	0.000268477	0.0240874	0.335123	3.64052	0.028625	0.234408	0.800156	2.93681	0.292225	0.307059	0.13974	0.260977	0.1967901	0.9304525
1750	-4220.66	-4155.8	-64.8593	15.33302	0.1310938	2.01661	0.00220706	0.0653847	0.0297873	0.00632559	0.0243756	0.00491785	0.058363	0.0458087	0.0134838	0.015795	0.00187516	0.0259277	0.0130018	0.015654	0.00413077	0.0115527	0.029825	0.0290929	0.0120061	0.018501	0.000277765	0.0196583	0.237034	0.0298605	0.0451507	0.00682922	0.0153366	0.00425614	0.0352209	0.0562198	0.0822783	0.0929015	0.00675089	0.00730682	0.0271848	0.0119035	0.00846285	0.0632696	0.0185504	0.00437479	0.0341948	0.0244366	0.02867857	0.03457991	-0.003410586	0.0169698	0.522887	0.00450892	0.00495455	0.437666	0.0130137	0.2031989	5	37.53034	0.7043061	1.40381e-05	0.00554848	0.184381	3.81006	0.295249	0.656768	1.0704	1.97758	0.300773	0.28232	0.152498	0.264409	0.1997883	1.017071
1760	-4213.12	-4152.9	-60.2183	13.48697	0.1771103	0.806624	0.00428601	0.0642244	0.0300359	0.00638707	0.0218647	0.00454299	0.0312902	0.0466299	0.0147222	0.0248029	0.00481946	0.0343063	0.0217013	0.0162704	0.00366664	0.0343639	0.0202314	0.0227471	0.00517464	0.0158507	0.000865174	0.0421564	0.101442	0.0378151	0.0248986	0.00453046	0.0190053	0.00159815	0.0466402	0.0800246	0.0314868	0.0894145	0.00934248	0.030878	0.0444101	0.0134877	0.00413127	0.0413202	0.0205242	0.0189385	0.0235021	0.11398	0.0305922	0.03398118	0.0521439	0.0133332	0.53185	0.00524638	0.00640752	0.43368	0.0094829	0.1284416	4	38.06966	0.6019084	0.000217561	0.0217009	0.321349	3.65673	0.0969675	0.409787	0.958774	2.53447	0.321672	0.311577	0.120294	0.246457	0.1805855	0.7112509
1770	-4217.91	-4152.46	-65.4472	14.25757	0.165355	0.7977	0.0113561	0.0597217	0.0239117	0.0299162	0.00983777	0.00603811	0.0493592	0.0642424	0.020875	0.0149365	0.00365436	0.0503431	0.0201488	0.0240467	0.00974555	0.0214988	0.0416789	0.0252734	0.00239864	0.0115175	0.00107979	0.0302773	0.0694882	0.0281474	0.0675493	0.0118591	0.0135367	0.00146683	0.12882	0.0507846	0.017796	0.0334641	0.0263689	0.0421394	0.0726813	0.00559813	0.0141325	0.0468501	0.00888148	0.09617	0.0136035	0.0743164	0.03919265	0.04244113	0.03432875	0.0113784	0.454678	0.0039234	0.00398008	0.514528	0.0115114	0.1915358	5	37.38141	0.4707797	0.000124926	0.0164748	0.287506	3.69589	0.0950692	0.406206	0.956316	2.54241	0.293521	0.313929	0.137898	0.254651	0.2258645	0.8480118
1780	-4207.3	-4153.31	-53.9892	16.155	0.1718372	0.4905907	0.00560266	0.0343406	0.0314503	0.0194886	0.0190063	0.00407114	0.0524099	0.0281897	0.00979435	0.0169209	0.0051939	0.0266389	0.032009	0.018075	0.00474734	0.0282825	0.0251829	0.0222158	0.00132576	0.0149208	0.00177241	0.0174146	0.0437689	0.00737491	0.0551609	0.012833	0.0358106	0.00178683	0.0471045	0.0234717	0.0149845	0.0628552	0.0475767	0.0425567	0.0762548	0.00855148	0.00211287	0.0315045	0.00815701	0.0527883	0.016543	0.0367355	0.02070468	0.02295205	-0.003542207	0.0139259	0.503166	0.00762978	0.00374572	0.463251	0.00828194	0.1970425	6	38.15985	0.8358583	0.000171236	0.0192687	0.306308	3.67425	0.0316573	0.245729	0.813299	2.90931	0.330582	0.290448	0.132639	0.24633	0.1935003	1.018306
1790	-4203.68	-4152.73	-50.9499	16.04512	0.1938158	1.581456	0.0126107	0.0173168	0.0141817	0.00660904	0.0334968	0.00191372	0.0228406	0.0358606	0.0120511	0.0167285	0.0381356	0.0194364	0.0181261	0.0133763	0.00965608	0.0238183	0.0223371	0.0277677	0.00101525	0.0084628	0.00083777	0.0410494	0.0499438	0.0120548	0.0199027	0.0334381	0.0490997	0.00317613	0.0137221	0.0407931	0.00734548	0.0560542	0.0276609	0.0726182	0.0322119	0.00841107	0.000994532	0.01221	0.0807966	0.0314347	0.0174259	0.0286724	0.024345	0.03528764	-0.008971194	0.011111	0.520424	0.0179093	0.0107635	0.435863	0.00392991	0.2716966	6	37.26627	0.6081786	0.000426156	0.0302857	0.367326	3.60196	0.237636	0.601576	1.05487	2.10592	0.273795	0.342041	0.133007	0.251156	0.2627254	1.034147
1800	-4223.09	-4153.23	-69.8532	16.50374	0.2212924	1.073067	0.0466836	0.0102522	0.0085407	0.0141027	0.0129173	0.00153713	0.0488655	0.0348322	0.0157065	0.0209809	0.0237039	0.0235282	0.0175453	0.0121884	0.00805489	0.0425403	0.0449653	0.0538996	0.00376422	0.0147306	0.0025116	0.0406835	0.0760317	0.0411879	0.0796256	0.0481685	0.0644897	0.00833192	0.0250169	0.108194	0.0262068	0.0935626	0.0417483	0.11303	0.0339304	0.00624384	0.000885188	0.0208411	0.0646417	0.0384462	0.0180653	0.0365304	0.03919121	0.03418229	-0.03780914	0.0184849	0.462386	0.00195678	0.00778279	0.499481	0.0099084	0.165383	6	38.02223	0.7402969	0.00103206	0.0468909	0.43692	3.51516	0.151298	0.497663	1.01113	2.33991	0.31131	0.272646	0.137167	0.278876	0.1275738	1.296371
