Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	div[5]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	psi[1]	psi[2]	psi[3]	psi[4]	psi[5]	turnover[1]	turnover[2]	turnover[3]	turnover[4]	turnover[5]
0	-2718.52	0	-2718.52	0.207635	0.0883054	0.106026	-0.0576895	0.0138989	0.248148	0.139238	0.145188	0.0576752	0.0141331	0.0405135	0.0509321	0.0391622	0.115365	0.000234154	0.0610415	0.0739198	0.0789937	0.00785253	0.252489	0.163263	0.365793	0.269734	2.00025	0.0165678
100	-907.627	0	-907.627	0.0683536	-0.00584247	0.0509845	0.143779	0.0639864	0.275747	0.117646	0.278329	0.144614	0.0652937	0.207393	0.123488	0.227345	0.00083569	0.0013073	0.106422	0.0589466	0.258397	0.0114156	0.128733	0.752114	1.04966	0.816819	0.00577875	0.0200219
200	-285.09	0	-285.09	-0.436306	-0.033802	0.0462511	0.0771252	0.00252304	1.43908	0.170436	1.15008	0.0785216	0.0244574	1.87539	0.204238	1.10383	0.00139639	0.0219343	2.46192	0.0954183	1.3363	0.0186214	0.143733	1.30318	1.19833	0.959784	0.0177835	0.896839
300	-227.117	0	-227.117	-0.431548	0.00597252	0.0986301	0.0387821	0.0321082	1.50663	0.268091	1.32565	0.0685143	0.0782011	1.93818	0.262119	1.22702	0.0297321	0.0460929	3.06221	0.125023	1.30588	0.0033278	0.0111449	1.28643	0.977722	0.925599	0.433955	0.589415
400	-208.656	0	-208.656	0.07843	0.0244797	0.0276711	0.00939384	-0.182459	2.46917	0.228458	1.06312	0.115854	0.00838922	2.39074	0.203978	1.03545	0.10646	0.190848	2.30253	0.137391	1.46535	0.00857553	0.0236437	0.968236	0.892848	0.973972	0.918917	22.7492
500	-238.849	0	-238.849	0.457348	-0.0734244	-0.184226	0.0383399	0.0606082	2.06111	0.293428	0.833401	0.0814946	0.251209	1.60376	0.366852	1.01763	0.0431547	0.190601	2.56294	0.141862	1.50735	0.00830769	0.28493	0.778106	1.25023	1.22105	0.529541	0.758734
600	-215.119	0	-215.119	0.437893	0.0479066	0.239644	0.0536434	-0.0210997	2.58971	0.302091	1.37061	0.228238	0.102872	2.15181	0.254184	1.13097	0.174595	0.123972	2.57767	0.0839515	1.62851	0.030007	0.233258	0.83091	0.841417	0.825156	0.764967	1.20511
700	-214.199	0	-214.199	-0.455967	-0.010448	0.054468	0.14476	0.123461	2.05271	0.18994	1.16701	0.234378	0.156596	2.50868	0.200388	1.11254	0.0896181	0.0331353	2.88729	0.0796575	1.66946	0.0090018	0.199568	1.22213	1.05501	0.953327	0.382366	0.211597
800	-232.873	0	-232.873	-0.00454882	0.0549208	-0.0596662	0.175141	0.312126	2.12869	0.285366	1.18271	0.379086	0.40249	2.13324	0.230446	1.24238	0.203945	0.0903637	3.34083	0.115813	1.1387	0.123735	0.067419	1.00214	0.807543	1.05045	0.537991	0.224512
900	-274.935	0	-274.935	-0.331136	0.0242892	-0.30842	0.5204	-0.216845	2.06994	0.254211	0.925701	0.72049	0.0606286	2.40107	0.229922	1.23412	0.20009	0.277474	2.27368	0.104911	1.29689	0.380589	0.0745087	1.15997	0.904453	1.33317	0.277714	4.57662
1000	-144.212	0	-144.212	-0.239366	0.00170851	-0.0462674	0.409327	0.190603	2.23025	0.338828	1.62728	0.497603	0.219831	2.46961	0.33712	1.67354	0.0882753	0.0292278	2.81306	0.18513	2.32536	0.132857	0.0841177	1.10733	0.994958	1.02843	0.177401	0.132956
1100	-237.817	0	-237.817	0.249361	0.0651722	-0.0985651	0.22887	0.0948289	1.93228	0.337505	0.880054	0.278624	0.158372	1.68292	0.272333	0.978619	0.0497533	0.0635433	2.43969	0.138965	1.12656	0.0389598	0.0876945	0.87095	0.8069	1.112	0.178568	0.401228
1200	-243.117	0	-243.117	0.240485	0.00919372	-0.3145	0.165884	-0.00216639	2.46781	0.313333	1.07982	0.199365	0.0121567	2.22733	0.30414	1.39432	0.0334803	0.014323	2.65129	0.106504	1.18986	0.07927	0.1274	0.902552	0.970658	1.29125	0.167935	1.17821
1300	-137.602	0	-137.602	-0.328091	0.0181682	-0.526095	-0.0196582	0.0128249	2.53564	0.315841	1.21192	0.108196	0.102809	2.86373	0.297672	1.73802	0.127855	0.0899845	3.50494	0.153716	2.02917	0.0101012	0.310977	1.12939	0.942477	1.4341	1.18169	0.875255
1400	-195.099	0	-195.099	0.0225783	0.0269829	-0.198606	0.159455	0.263839	1.96683	0.407855	0.992592	0.269112	0.360263	1.94425	0.380873	1.1912	0.109657	0.0964235	2.43493	0.168219	1.84251	0.0123659	0.0459032	0.98852	0.933842	1.20009	0.407478	0.267647
1500	-162.094	0	-162.094	0.234875	-0.0497538	-0.378615	0.000635134	0.00197022	2.16991	0.327069	1.57316	0.0932017	0.0253015	1.93504	0.376822	1.95177	0.0925665	0.0233313	2.79626	0.133827	1.53989	0.0530059	0.0642446	0.891758	1.15212	1.24067	0.993185	0.922131
1600	-223.021	0	-223.021	0.241851	0.0208138	-0.0471193	0.0562356	-0.02885	2.24027	0.208637	1.42419	0.183644	0.0199554	1.99841	0.187823	1.4713	0.127409	0.0488054	2.25744	0.1086	1.53247	0.0156852	0.0255311	0.892043	0.900239	1.03309	0.69378	2.44572
1700	-221.029	0	-221.029	0.173837	-0.082735	-0.0475067	0.0534255	0.291291	2.35094	0.241484	1.32246	0.0711722	0.387684	2.1771	0.324219	1.36997	0.0177467	0.0963927	2.54559	0.154684	1.81368	0.0557723	0.0480954	0.926056	1.34261	1.03592	0.249349	0.248637
1800	-185.857	0	-185.857	-0.20278	-0.0181772	0.263951	0.14766	-0.200946	1.95924	0.339649	1.30177	0.185446	0.0112453	2.16202	0.357826	1.03782	0.037786	0.212192	2.65052	0.145818	1.33073	0.107764	0.0325891	1.1035	1.05352	0.797237	0.203757	18.8693
1900	-252.566	0	-252.566	0.0965457	0.0655323	-0.152367	0.0727093	0.0148619	1.77308	0.354615	1.08083	0.160217	0.0643091	1.67653	0.289083	1.2332	0.0875081	0.0494471	2.51642	0.0763046	1.22646	0.0289014	0.0965441	0.945549	0.815202	1.14097	0.546184	0.768898
2000	-215.961	0	-215.961	-0.77832	-0.0226793	-0.13296	0.0996463	-0.0164071	2.1555	0.253801	1.07682	0.118256	0.026508	2.93382	0.276481	1.20978	0.0186099	0.0429151	3.38527	0.105375	1.25216	0.0214306	0.141647	1.36109	1.08936	1.12347	0.15737	1.61895
2100	-253.511	0	-253.511	0.711206	-0.101269	-0.0284411	0.0952897	0.170488	2.36491	0.248878	0.992373	0.204069	0.227823	1.65371	0.350147	1.02081	0.108779	0.057335	2.49542	0.159383	0.96552	0.0160216	0.0834373	0.699268	1.4069	1.02866	0.533051	0.251665
2200	-204.2	0	-204.2	0.44633	0.00213808	-0.370904	0.0821724	0.00786544	2.42965	0.309037	0.94568	0.126074	0.034464	1.98332	0.306899	1.31658	0.0439017	0.0265986	2.48277	0.165807	1.78119	0.00813371	0.00982921	0.816299	0.993081	1.39221	0.348221	0.771779
2300	-197.475	0	-197.475	0.153257	-0.0132973	-0.569344	0.246121	0.0333305	2.4398	0.292941	1.15988	0.252545	0.0467887	2.28654	0.306238	1.72922	0.00642478	0.0134582	2.25901	0.210791	1.53029	0.0418619	0.0683625	0.937185	1.04539	1.49087	0.0254401	0.287637
2400	-225.02	0	-225.02	-0.480387	0.0926639	0.120292	0.0396403	0.160167	2.36202	0.332838	1.31982	0.0677244	0.164657	2.84241	0.240174	1.19953	0.0280841	0.00449015	2.32728	0.10595	1.5683	0.00650526	0.017839	1.20338	0.721595	0.908857	0.414683	0.0272698
2500	-272.563	0	-272.563	0.193648	-0.0309525	-0.58453	0.147601	-0.0111924	2.20718	0.21543	0.87511	0.175276	0.0236248	2.01353	0.246382	1.45964	0.0276747	0.0348172	1.88326	0.106591	1.69154	0.0134235	0.0307211	0.912264	1.14368	1.66795	0.157892	1.47375
2600	-213.487	0	-213.487	0.27469	-0.0317899	-0.385181	0.0629858	-0.0315428	2.00577	0.267594	0.949619	0.0707666	0.0468696	1.73108	0.299383	1.3348	0.00778076	0.0784124	2.35029	0.118738	1.49821	0.0141799	0.122503	0.86305	1.1188	1.40562	0.10995	1.67299
2700	-148.423	0	-148.423	-0.117398	-0.0320118	0.400965	0.0800099	0.114521	2.44182	0.258082	1.97951	0.30466	0.197907	2.55922	0.290093	1.57855	0.22465	0.083386	3.37777	0.177745	2.43985	0.123073	0.155857	1.04808	1.12404	0.797443	0.73738	0.421339
2800	-207.869	0	-207.869	-0.0366378	-0.0372606	-0.221635	0.250343	0.0126678	2.46493	0.213482	1.0787	0.342671	0.0361978	2.50157	0.250742	1.30034	0.0923281	0.02353	2.65789	0.0776117	1.73193	0.0476656	0.0896975	1.01486	1.17454	1.20546	0.269436	0.650039
2900	-203.623	0	-203.623	0.600134	-0.0370937	-0.420414	-0.0524461	0.00130291	2.24033	0.217625	1.16491	0.0751885	0.0733042	1.6402	0.254719	1.58533	0.127635	0.0720013	2.48225	0.149351	1.75754	0.0285952	0.123713	0.732123	1.17045	1.3609	1.69753	0.982226
3000	-194.454	0	-194.454	-0.0790309	0.0969394	0.203211	0.128244	-0.103775	2.02544	0.362553	1.70093	0.23964	0.0106438	2.10447	0.265613	1.49772	0.111396	0.114419	2.34452	0.116591	1.66376	0.039839	0.0361676	1.03902	0.73262	0.880529	0.464849	10.7499
3100	-213.627	0	-213.627	-1.01077	0.0326842	-0.350622	-0.0587516	-0.0269161	1.65061	0.19145	1.39965	0.102604	0.0796903	2.66137	0.158766	1.75028	0.161356	0.106606	2.50273	0.0904774	1.74709	0.0181108	0.0257537	1.61236	0.829281	1.25051	1.57261	1.33776
3200	-227.209	0	-227.209	0.223991	-0.0520632	-0.224291	0.0640641	0.0786364	2.00848	0.22414	1.12992	0.116853	0.0821246	1.78449	0.276204	1.35421	0.0527884	0.00348815	2.70141	0.125932	1.11243	0.038331	0.00503445	0.888477	1.23228	1.1985	0.451752	0.0424739
3300	-220.877	0	-220.877	-0.0527954	-0.0377465	-0.0163079	0.0377201	0.0408055	2.07499	0.136927	1.54037	0.119986	0.0412255	2.12778	0.174673	1.55668	0.0822661	0.000419976	3.15383	0.114505	1.35103	0.00931664	0.16344	1.02544	1.27567	1.01059	0.68563	0.0101873
3400	-241.668	0	-241.668	0.0574721	-0.045567	-0.18836	0.149117	0.0557501	1.88765	0.114036	1.32285	0.157238	0.0681502	1.83018	0.159603	1.51121	0.00812153	0.0124001	2.87546	0.0982422	1.51294	0.0416298	0.0701126	0.969554	1.39958	1.14239	0.0516512	0.181953
3500	-228.523	0	-228.523	-0.0830067	0.012874	0.0634149	-0.104769	-0.0990148	2.24308	0.238688	1.38232	0.114197	0.0590345	2.32609	0.225814	1.3189	0.218965	0.158049	2.45549	0.0946095	1.4362	0.03083	0.131726	1.03701	0.946064	0.954124	1.91744	2.67724
3600	-264.987	0	-264.987	-0.293913	-0.0395458	-0.0563794	0.304076	-0.00915593	1.87745	0.216466	1.03703	0.462921	0.0289147	2.17136	0.256012	1.0934	0.158845	0.0380707	2.12396	0.0737812	1.10896	0.0752025	0.155465	1.15655	1.18269	1.05437	0.343136	1.31665
3700	-231.855	0	-231.855	-0.457409	-0.0372616	-0.224028	0.197219	0.0476614	1.49803	0.256538	1.191	0.327018	0.0831775	1.95544	0.2938	1.41503	0.129799	0.0355161	2.27609	0.176609	1.27171	0.011614	0.0275062	1.30534	1.14525	1.1881	0.396918	0.426992
3800	-235.62	0	-235.62	-0.18396	0.012967	-0.0277209	0.175302	0.00259694	1.96582	0.224606	0.94813	0.371448	0.00903061	2.14978	0.211639	0.975851	0.196146	0.00643367	3.10891	0.130234	1.55443	0.203652	0.0208222	1.09358	0.942268	1.02924	0.528057	0.712429
3900	-204.188	0	-204.188	0.370355	-0.0427483	0.346103	-0.086658	-0.600945	2.28474	0.234061	1.48441	0.138751	0.00586436	1.91438	0.276809	1.13831	0.225409	0.60681	2.61413	0.0836115	2.75534	0.131147	0.0113671	0.8379	1.18264	0.766842	1.62456	103.474
4000	-196.341	0	-196.341	0.0613444	-0.0280395	0.428125	0.0574041	-0.0733199	2.37683	0.253889	1.86064	0.133841	0.000621908	2.31548	0.281928	1.43251	0.0764367	0.0739418	2.50541	0.0885967	1.41571	0.272088	0.0091604	0.974191	1.11044	0.769905	0.571102	118.895
4100	-225.24	0	-225.24	-0.508124	0.00314497	-0.14196	0.115076	-0.0941467	1.79935	0.255831	1.20465	0.142999	0.00735986	2.30747	0.252686	1.34661	0.0279225	0.101507	2.60218	0.0968766	1.79393	0.0766897	0.155989	1.28239	0.987707	1.11784	0.195264	13.7919
4200	-206.335	0	-206.335	-0.26643	0.0412656	0.0158667	0.306045	-0.0454447	2.53976	0.308098	1.1278	0.417987	0.0734098	2.80619	0.266832	1.11194	0.111942	0.118855	2.2787	0.122378	1.67957	0.0456709	0.0374504	1.1049	0.866063	0.985931	0.267812	1.61905
4300	-168.941	0	-168.941	-0.0643785	-0.0206391	0.0248437	0.0335746	0.105004	2.67843	0.27071	1.2137	0.482551	0.135553	2.7428	0.291349	1.18886	0.448976	0.0305493	2.85556	0.151616	1.85601	0.022438	0.134819	1.02404	1.07624	0.979531	0.930423	0.225367
4400	-233.297	0	-233.297	0.446817	0.0422323	-0.478039	0.0504919	0.13075	2.17436	0.374682	1.29937	0.115983	0.137184	1.72754	0.33245	1.77741	0.0654906	0.00643329	1.67998	0.0896967	1.87146	0.0310736	0.127249	0.794506	0.887285	1.3679	0.564659	0.0468955
4500	-189.661	0	-189.661	-0.602349	-0.0475423	-0.697906	0.106492	-0.114962	1.88525	0.332099	1.16891	0.124847	0.0640142	2.4876	0.379641	1.86682	0.0183548	0.178976	3.57937	0.0978174	1.60727	0.00721469	0.181447	1.31951	1.14316	1.59706	0.147018	2.79588
4600	-219.54	0	-219.54	0.348916	0.0771329	-0.109934	0.11058	-0.389068	2.31543	0.315159	1.04373	0.193375	0.0232784	1.96651	0.238026	1.15366	0.0827947	0.412346	3.23591	0.185731	1.4229	0.00787346	0.111961	0.849308	0.755257	1.10533	0.428156	17.7137
4700	-178.055	0	-178.055	-0.118805	0.0503492	-0.0649717	0.0621653	-0.0632834	2.42942	0.263651	1.40058	0.0791524	0.0756957	2.54823	0.213302	1.46555	0.0169871	0.138979	4.02742	0.112503	0.998044	0.0458577	0.0011551	1.0489	0.809031	1.04639	0.214613	1.83602
4800	-240.401	0	-240.401	-0.665261	0.0892433	-0.212505	0.301156	-0.0227114	1.59986	0.360175	0.847419	0.441868	0.0579473	2.26512	0.270932	1.05992	0.140712	0.0806587	2.49365	0.111885	1.19898	0.0288644	0.0868832	1.41583	0.752222	1.25077	0.318447	1.39193
4900	-199.298	0	-199.298	0.331746	0.00335701	-0.158678	0.205707	-0.00439629	2.57917	0.176932	1.00257	0.272578	0.00354422	2.24742	0.173575	1.16125	0.0668701	0.00794052	4.3087	0.12447	1.37362	0.0166596	0.167563	0.871375	0.981027	1.15827	0.245325	2.24041
5000	-223.537	0	-223.537	-0.492605	-2.48104e-05	0.00750916	-0.0465486	0.0882742	2.24272	0.183178	0.952714	0.0493477	0.0964005	2.73533	0.183203	0.945205	0.0958963	0.00812634	3.36008	0.122443	1.59293	0.00999294	0.110154	1.21965	1.00014	0.992118	1.94328	0.0842976
5100	-223.177	0	-223.177	-0.547288	-0.0209876	-0.0194691	0.121458	-0.0208736	1.67255	0.304144	1.25815	0.168666	0.148136	2.21984	0.325131	1.27762	0.0472078	0.169009	2.11135	0.119126	1.4931	0.00867807	0.0655984	1.32722	1.06901	1.01547	0.27989	1.14091
5200	-233.82	0	-233.82	0.301241	-0.000401561	-0.249597	0.0623058	0.793719	2.34353	0.307893	0.9119	0.419038	0.820114	2.04229	0.308294	1.1615	0.356733	0.026395	2.50941	0.158845	1.5897	0.011091	0.0505733	0.871458	1.0013	1.27371	0.851312	0.0321845
5300	-224.959	0	-224.959	-0.00772223	0.0180468	-0.05113	0.0538766	-0.000829946	2.16215	0.28778	1.08611	0.0753104	0.0329005	2.16987	0.269733	1.13724	0.0214337	0.0337304	2.84927	0.115589	1.76128	0.0034674	0.0412273	1.00357	0.93729	1.04708	0.284605	1.02523
5400	-207.335	0	-207.335	-0.0439413	-0.00339348	-0.190674	0.110282	0.0228568	1.7941	0.314172	1.1632	0.177945	0.035387	1.83805	0.317566	1.35387	0.0676628	0.0125302	2.37669	0.1462	1.71446	0.00521546	0.0542301	1.02449	1.0108	1.16392	0.380246	0.354091
5500	-200.14	0	-200.14	0.570012	0.059047	-0.0214634	0.158095	-0.00647953	2.5745	0.343613	1.25696	0.166452	0.0412672	2.00449	0.284566	1.27842	0.00835686	0.0477467	2.8292	0.0832264	1.34909	0.0401654	0.0638226	0.778593	0.828158	1.01708	0.0502057	1.15701
5600	-222.56	0	-222.56	-0.0935732	0.00066647	-0.393485	0.173162	-0.0315077	1.84361	0.199244	1.31339	0.243279	0.0271955	1.93718	0.198578	1.70688	0.0701165	0.0587032	2.63718	0.111224	1.32548	0.0824136	0.0839403	1.05076	0.996655	1.29959	0.288215	2.15856
5700	-221.084	0	-221.084	-0.392291	-0.120614	-0.189378	0.0350179	-0.148652	1.55688	0.24177	1.15578	0.0682464	0.016057	1.94917	0.362384	1.34516	0.0332286	0.164709	2.70283	0.103796	1.52909	0.00488393	0.0311164	1.25197	1.49888	1.16385	0.486891	10.2578
5800	-212.267	0	-212.267	0.128693	0.0313466	-0.420521	0.177108	-0.28675	3.06234	0.260418	0.891362	0.252517	0.0240654	2.93365	0.229071	1.31188	0.0754086	0.310816	2.89971	0.185625	1.46447	0.00284989	0.100243	0.957976	0.87963	1.47177	0.298628	12.9155
5900	-203.1	0	-203.1	-0.443656	0.0269718	-0.300968	0.0833688	-0.0355781	2.25048	0.263759	1.1429	0.114912	0.0894833	2.69413	0.236787	1.44387	0.0315436	0.125061	2.04234	0.146148	1.61063	0.00991563	0.0292763	1.19714	0.897741	1.26334	0.274501	1.3976
6000	-232.598	0	-232.598	0.785574	-0.0299684	-0.451223	0.113314	0.122893	2.6302	0.274647	1.15571	0.248076	0.131197	1.84462	0.304616	1.60693	0.134762	0.00830449	2.38272	0.0794153	1.79975	0.00381121	0.231455	0.701325	1.10912	1.39043	0.543228	0.0632977
6100	-260.38	0	-260.38	0.203144	0.0173143	-0.159007	0.0735632	0.0103051	2.21787	0.281122	0.880221	0.0874869	0.0580257	2.01473	0.263808	1.03923	0.0139237	0.0477205	3.07964	0.123079	1.16829	0.00171734	0.059685	0.908406	0.93841	1.18064	0.159152	0.822404
6200	-264.229	0	-264.229	-0.310304	-0.0288635	-0.0607183	0.0769816	0.0434388	1.79941	0.270618	0.943889	0.088615	0.108204	2.10972	0.299481	1.00461	0.0116334	0.0647648	2.67262	0.135863	1.35477	0.00535296	0.0880277	1.17245	1.10666	1.06433	0.13128	0.598546
6300	-222.475	0	-222.475	-0.280055	0.0136157	0.186758	0.45281	0.243584	2.00652	0.255928	1.37514	0.755443	0.255685	2.28657	0.242313	1.18838	0.302633	0.0121011	2.22481	0.137289	1.25686	0.0514471	0.00798788	1.13957	0.946799	0.86419	0.400604	0.047328
6400	-242.028	0	-242.028	-0.248236	0.0556291	-0.453423	0.0338476	0.0177211	1.94639	0.273445	1.10964	0.0940004	0.0589751	2.19463	0.217816	1.56306	0.0601528	0.0412541	2.39808	0.141739	1.61324	0.0399576	0.178527	1.12754	0.796562	1.40862	0.63992	0.699517
6500	-259.179	0	-259.179	0.137152	0.01157	-0.0258391	0.144831	-0.0606435	1.85179	0.210846	0.955665	0.20951	0.0250411	1.71464	0.199276	0.981504	0.064679	0.0856845	2.44006	0.0789574	1.69855	0.0511551	0.0244932	0.925936	0.945126	1.02704	0.308716	3.42176
6600	-229.461	0	-229.461	-0.260232	0.00924565	-0.567919	0.102974	0.0613327	2.05999	0.279463	0.711326	0.145629	0.124809	2.32023	0.270217	1.27924	0.0426549	0.0634763	2.51597	0.110035	1.0927	0.0544329	0.0874443	1.12633	0.966916	1.7984	0.292901	0.508588
6700	-209.14	0	-209.14	0.0292645	0.0189312	-0.0505296	0.249352	-0.0149334	2.0356	0.314514	1.01423	0.3986	0.00486072	2.00633	0.295583	1.06476	0.149248	0.0197941	2.93201	0.109248	1.78076	0.021548	0.0901633	0.985624	0.939808	1.04982	0.374431	4.07225
6800	-203.503	0	-203.503	-0.347243	0.0274978	-0.0582091	0.296488	-0.0761605	2.11104	0.247646	1.1368	0.36477	0.0501203	2.45828	0.220148	1.19501	0.0682821	0.126281	2.8128	0.103506	1.83191	0.31908	0.0359077	1.16449	0.888963	1.0512	0.187192	2.51955
6900	-152.924	0	-152.924	0.387106	-0.0468491	0.43815	0.163619	-0.0320073	2.39272	0.236053	1.8007	0.226493	0.0422224	2.00561	0.282903	1.36255	0.062874	0.0742297	3.12014	0.0984962	2.13974	0.0537167	0.131497	0.838215	1.19847	0.756677	0.277598	1.75807
7000	-180.427	0	-180.427	-0.652408	-0.0468832	0.405959	0.100951	-0.0479023	1.57646	0.194405	1.77719	0.175662	0.00784925	2.22887	0.241288	1.37123	0.0747114	0.0557516	2.5164	0.104785	1.84624	0.0749146	0.331903	1.41384	1.24116	0.771572	0.425313	7.10279
7100	-126.891	0	-126.891	0.486631	-0.0210692	0.0188358	-0.266996	-0.0380534	2.82014	0.31998	1.51117	0.0376428	0.05657	2.33351	0.34105	1.49234	0.304638	0.0946233	2.95243	0.12623	1.78249	0.0535887	0.0161853	0.827445	1.06585	0.987536	8.09288	1.67268
7200	-203.454	0	-203.454	0.651899	0.00405453	0.55437	-0.00884817	0.000306398	2.8419	0.28115	1.47146	0.170261	0.0061745	2.19	0.277095	0.917094	0.179109	0.0058681	2.41433	0.0654763	1.87211	0.0421356	0.0331367	0.770612	0.985579	0.623253	1.05197	0.950377
7300	-262.36	0	-262.36	-0.134911	-0.0283584	0.109431	0.117906	0.0119432	1.34329	0.153845	1.24612	0.262657	0.0362691	1.4782	0.182203	1.13669	0.144751	0.0243259	2.39794	0.124857	0.944651	0.0145386	0.169803	1.10043	1.18433	0.912183	0.551103	0.670707
7400	-227.853	0	-227.853	-0.232171	-0.0119381	0.101275	0.137084	-0.0061696	1.74386	0.272893	0.974931	0.250456	0.0121815	1.97603	0.284831	0.873656	0.113372	0.0183511	2.5624	0.189822	1.27487	0.00742353	0.050426	1.13314	1.04375	0.896121	0.452662	1.50647
7500	-209.098	0	-209.098	-0.21295	0.00552853	-0.124507	0.129915	-0.0217264	2.26693	0.349025	1.08025	0.133389	0.00989555	2.47988	0.343497	1.20475	0.00347372	0.031622	2.64798	0.146963	1.54441	0.0907643	0.0950361	1.09394	0.98416	1.11526	0.026042	3.19557
7600	-229.496	0	-229.496	-0.261574	-0.0656988	-0.293929	0.285743	-0.0435128	1.91594	0.21259	1.13748	0.358558	0.023554	2.17751	0.278289	1.43141	0.0728151	0.0670668	2.55973	0.175526	1.15438	0.0766082	0.0369609	1.13653	1.30904	1.2584	0.203078	2.84737
7700	-215.418	0	-215.418	-0.11032	0.000268611	-0.0269645	0.0304556	0.0641799	2.07069	0.307519	0.996069	0.286411	0.0706858	2.18101	0.307251	1.02303	0.255955	0.00650584	2.29426	0.146805	1.72948	0.00665091	0.194888	1.05328	0.999127	1.02707	0.893665	0.0920389
7800	-194.384	0	-194.384	-0.164198	-0.0326932	-0.368117	0.0711349	-0.0389029	2.2977	0.226774	1.02667	0.309309	0.00417127	2.4619	0.259467	1.39478	0.238175	0.0430742	3.22143	0.10095	1.76698	0.0270856	0.0605162	1.07146	1.14417	1.35856	0.77002	10.3264
7900	-241.928	0	-241.928	0.438117	-0.0292694	-0.229389	0.138224	-0.00141161	2.4879	0.187716	1.01658	0.193178	0.108041	2.04979	0.216986	1.24596	0.0549547	0.109453	3.0109	0.0574521	1.20392	0.0753802	0.286592	0.823901	1.15592	1.22565	0.284477	1.01307
8000	-216.648	0	-216.648	0.0306627	0.0222595	0.0249106	-0.0076739	-0.436259	2.50281	0.27388	1.35887	0.0473261	0.0352443	2.47215	0.251621	1.33396	0.055	0.471503	2.64404	0.09306	1.46267	0.101018	0.0597405	0.987749	0.918726	0.981668	1.16215	13.3782
8100	-168.513	0	-168.513	0.133868	0.0149902	-0.110797	0.0756995	-0.101093	2.23834	0.222333	1.46904	0.0776431	0.0660724	2.10447	0.207342	1.57984	0.00194359	0.167166	2.59784	0.100629	2.32731	0.0583224	0.140123	0.940193	0.932578	1.07542	0.0250324	2.53004
8200	-233.195	0	-233.195	0.0662202	-0.0333208	0.0590348	0.180109	0.351515	2.19196	0.193003	1.32491	0.184391	0.406297	2.12574	0.226324	1.26587	0.00428245	0.0547814	2.16208	0.0935553	1.21085	0.0565522	0.557264	0.969789	1.17264	0.955442	0.0232248	0.134831
8300	-247.608	0	-247.608	-0.469156	-0.0202915	-0.398032	0.127178	-0.0116616	2.55185	0.241119	0.846192	0.28018	0.00254383	3.02101	0.261411	1.24422	0.153002	0.0142055	2.35645	0.123591	1.21413	0.0168653	0.116666	1.18385	1.08416	1.47038	0.546085	5.58429
8400	-199.333	0	-199.333	0.0682206	0.00941344	-0.248381	0.0788179	-0.247636	1.921	0.340378	1.17377	0.111344	0.00190314	1.85278	0.330964	1.42215	0.032526	0.249539	2.39809	0.146798	1.86825	0.00789903	0.0264769	0.964487	0.972344	1.21161	0.292122	131.119
8500	-219.811	0	-219.811	-0.961718	0.0307106	-0.0256231	0.0524777	-0.0974562	2.35205	0.288632	1.25488	0.167529	0.0612466	3.31377	0.257921	1.28051	0.115051	0.158703	2.73208	0.146887	1.57644	0.00948302	0.0821496	1.40888	0.893599	1.02042	0.686754	2.59121
8600	-228.779	0	-228.779	-0.657224	-0.0334178	0.0528357	0.0137712	-0.00787974	2.08084	0.353999	1.07649	0.120813	0.18004	2.73806	0.387416	1.02365	0.107042	0.187919	2.7585	0.139242	1.67591	0.00657816	0.0187635	1.31585	1.0944	0.950918	0.886012	1.04377
8700	-211.102	0	-211.102	-0.0965377	-0.0547863	-0.259212	0.231258	-0.000767784	1.78909	0.338676	0.959828	0.267069	0.0185391	1.88563	0.393462	1.21904	0.0358113	0.0193069	2.16707	0.131196	1.72374	0.0491867	0.0402148	1.05396	1.16177	1.27006	0.13409	1.04141
8800	-228.407	0	-228.407	0.169676	0.029176	0.102256	0.0366856	-0.033798	2.39344	0.262492	1.02524	0.252245	0.0062155	2.22376	0.233316	0.922982	0.215559	0.0400135	2.76685	0.0936294	1.29649	0.119952	0.0238946	0.929108	0.88885	0.900261	0.854564	6.43769
8900	-270.087	0	-270.087	-0.143372	-0.0184258	-0.152663	0.186781	-0.118356	1.95792	0.253166	1.16509	0.415306	0.0100924	2.10129	0.271592	1.31775	0.228525	0.128448	2.43417	0.0828212	1.06987	0.0254606	0.0451685	1.07323	1.07278	1.13103	0.550257	12.7272
9000	-186.408	0	-186.408	0.0803458	0.0457162	0.491849	0.163091	-0.0281709	1.95791	0.3308	1.80346	0.265459	0.0133189	1.87757	0.285084	1.31161	0.102367	0.0414898	2.37449	0.0576904	2.21758	0.223603	0.103901	0.958964	0.861801	0.727275	0.385624	3.1151
9100	-220.317	0	-220.317	-0.581026	-0.0427104	0.000417958	-0.0446761	0.0417753	1.80644	0.17805	1.15638	0.216	0.043941	2.38747	0.22076	1.15596	0.260676	0.00216564	2.61728	0.0858248	1.3405	0.256646	0.296694	1.32164	1.23988	0.999639	1.20683	0.0492852
