Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	psi[1]	psi[2]	psi[3]	psi[4]	turnover[1]	turnover[2]	turnover[3]	turnover[4]
4880	-801.725	0	-801.725	0.0442719	0.00475743	0.0115611	0.0989748	0.121692	0.0208295	0.0266087	0.138782	0.0774202	0.0160721	0.0150476	0.0398073	0.00115372	0.00310637	0.00507677	0.00477149	0.636197	0.771602	0.565513	0.286833
4890	-797.776	0	-797.776	0.0352497	0.0108353	0.0231046	0.105053	0.110449	0.0299054	0.0341744	0.131743	0.0751989	0.0190702	0.0110698	0.02669	0.00133001	0.00266247	0.00295594	0.00183037	0.68085	0.637682	0.323921	0.202591
4900	-798.876	0	-798.876	0.0343391	0.0122373	0.0224109	0.109089	0.109008	0.0340335	0.0335784	0.139009	0.0746685	0.0217961	0.0111674	0.0299201	0.000890147	0.0014571	0.00291061	0.00299236	0.684984	0.640432	0.332578	0.215238
4910	-802.502	0	-802.502	0.039774	0.0214284	0.0129716	0.125553	0.140169	0.0360822	0.0214819	0.156198	0.100395	0.0146539	0.00851027	0.0306444	0.00080929	0.00182361	0.00251062	0.00448124	0.716243	0.406124	0.39616	0.196189
4920	-800.416	0	-800.416	0.050434	0.00135136	0.0131278	0.0838702	0.143086	0.0188758	0.033817	0.0995851	0.0926524	0.0175245	0.0206892	0.0157149	0.0011267	0.00288961	0.00365424	0.00138184	0.647528	0.928408	0.611798	0.157804
4930	-801.426	0	-801.426	0.0242445	0.0107399	0.017133	0.120149	0.123042	0.0279633	0.0305249	0.127212	0.0987971	0.0172234	0.0133919	0.00706317	0.00253605	0.00210122	0.00303506	0.00120138	0.802957	0.615929	0.438721	0.055523
4940	-800.904	0	-800.904	0.013746	0.00344052	0.0197875	0.115036	0.102378	0.0231468	0.0261845	0.137513	0.0886322	0.0197063	0.00639704	0.0224767	0.00234427	0.00338764	0.0024126	0.000850847	0.865733	0.851361	0.244306	0.163452
4950	-805.818	0	-805.818	0.0505404	0.00389426	0.0104913	0.128421	0.133289	0.0269242	0.0215332	0.141389	0.0827486	0.02303	0.0110419	0.0129678	0.00221355	0.00316618	0.00598518	0.00178636	0.620821	0.855362	0.512784	0.0917173
4960	-796.326	0	-796.326	0.0277328	0.0078521	0.0205965	0.0930312	0.103835	0.0240739	0.0320502	0.116327	0.076102	0.0162218	0.0114537	0.0232959	0.0016966	0.00210556	0.00304094	0.00148213	0.732914	0.673833	0.357367	0.200262
4970	-799.546	0	-799.546	0.0440429	0.00687546	0.0197061	0.0866991	0.116221	0.0182963	0.0255061	0.111663	0.0721778	0.0114208	0.0058	0.024964	0.00116376	0.00189747	0.00486997	0.00220625	0.621041	0.624215	0.227397	0.223565
4980	-800.091	0	-800.091	0.061801	1.67823e-05	0.0130825	0.0962433	0.140614	0.0183568	0.0207214	0.123042	0.0788127	0.01834	0.00763891	0.0267991	0.000998364	0.005373	0.0040756	0.00186528	0.560491	0.999086	0.368649	0.217804
4990	-802.059	0	-802.059	0.0134061	0.00184594	0.0245394	0.0675657	0.0942367	0.0212471	0.0357584	0.0950943	0.0808306	0.0194011	0.011219	0.0275286	0.00146804	0.00284363	0.00291221	0.00283834	0.85774	0.91312	0.313745	0.289487
5000	-802.215	0	-802.215	0.0553408	-0.000869014	0.024883	0.0651166	0.113889	0.013133	0.030041	0.101984	0.0585486	0.014002	0.00515792	0.0368678	0.00157161	0.00254097	0.0025925	0.00220342	0.514083	1.06617	0.171696	0.361504
5010	-794.254	0	-794.254	0.0581411	0.00702004	0.0181405	0.0874227	0.138316	0.0214405	0.0259678	0.0969952	0.080175	0.0144204	0.00782726	0.00957251	0.000869233	0.00302299	0.00363499	0.00293675	0.57965	0.67258	0.301422	0.0986906
5020	-798.34	0	-798.34	0.0828833	0.00524781	0.0170016	0.0725023	0.170482	0.0226217	0.0232385	0.120223	0.0875984	0.0173739	0.00623687	0.0477208	0.000737469	0.00377929	0.0054229	0.00167155	0.513829	0.768019	0.268386	0.396935
5030	-796.128	0	-796.128	0.0733029	0.00895882	0.0184154	0.0915236	0.144312	0.0247533	0.0271111	0.123223	0.071009	0.0157945	0.00869574	0.0316995	0.000486532	0.00188218	0.00283156	0.00227986	0.492052	0.638076	0.320745	0.257253
5040	-803.688	0	-803.688	0.0853334	0.00751222	0.0078787	0.122391	0.177692	0.0261817	0.0215231	0.18609	0.0923586	0.0186695	0.0136444	0.0636993	0.000462817	0.00294126	0.00200355	0.00213259	0.519768	0.713074	0.633942	0.342303
5050	-800.596	0	-800.596	0.09372	0.0106675	0.0250024	0.0669007	0.181266	0.0291631	0.0341891	0.148673	0.087546	0.0184956	0.00918663	0.0817723	0.000394252	0.00234069	0.00456374	0.0019753	0.48297	0.634211	0.268701	0.550015
5060	-799.456	0	-799.456	0.0711902	-0.00492916	0.0235798	0.107678	0.160667	0.0164011	0.0307746	0.128163	0.0894769	0.0213302	0.00719478	0.0204855	0.00114018	0.003039	0.00197859	0.00216071	0.556909	1.30054	0.23379	0.159839
5070	-795.278	0	-795.278	0.066593	0.0100784	0.0206938	0.0907454	0.160077	0.0217098	0.0299581	0.103987	0.0934838	0.0116314	0.00926433	0.0132418	0.000654882	0.00239195	0.00425992	0.00152639	0.583993	0.535767	0.309243	0.127341
5080	-803.74	0	-803.74	0.0603759	-0.00548306	0.0125818	0.0727643	0.15312	0.0126096	0.0210872	0.103996	0.0927438	0.0180926	0.00850539	0.031232	0.00220797	0.00397145	0.00523247	0.00249027	0.605695	1.43483	0.403343	0.300318
5090	-798.562	0	-798.562	0.0503854	0.00484173	0.0215306	0.0852286	0.146451	0.0161777	0.026576	0.107858	0.0960652	0.011336	0.00504542	0.0226294	0.00165851	0.00287104	0.00405022	0.00365997	0.655957	0.700716	0.189849	0.209808
5100	-802.928	0	-802.928	0.0561414	0.0169452	0.0198483	0.0900837	0.152555	0.0292195	0.0236381	0.0992821	0.0964132	0.0122743	0.00378982	0.00919835	0.00142692	0.00290131	0.00505229	0.00790372	0.631991	0.420074	0.160327	0.0926486
5110	-796.062	0	-796.062	0.0607925	0.00211617	0.0165952	0.114358	0.15032	0.0209581	0.0270543	0.127908	0.0895277	0.0188419	0.010459	0.0135492	0.00116659	0.00287467	0.00400641	0.00218645	0.59558	0.899029	0.386594	0.105929
5120	-801.124	0	-801.124	0.0684995	0.0090612	0.0120407	0.082139	0.159087	0.0281234	0.0258511	0.0961451	0.0905872	0.0190622	0.0138103	0.014006	0.000819875	0.00390809	0.00564453	0.00506749	0.56942	0.677806	0.534227	0.145676
5130	-796.955	0	-796.955	0.0758714	0.014871	0.0206442	0.0857063	0.185602	0.0282743	0.0284157	0.106457	0.109731	0.0134033	0.00777156	0.0207511	0.000492606	0.00216105	0.00408233	0.00125593	0.591215	0.474047	0.273495	0.194924
5140	-797.531	0	-797.531	0.0648355	0.0101288	0.021197	0.110958	0.172509	0.0291697	0.0287848	0.128495	0.107673	0.0190409	0.0075878	0.0175377	0.000640021	0.00224936	0.00392124	0.0037719	0.624161	0.652764	0.263605	0.136485
5150	-800.035	0	-800.035	0.0525801	0.00939545	0.012729	0.0890325	0.121906	0.0226352	0.0206876	0.136501	0.0693256	0.0132398	0.00795858	0.0474683	0.00064974	0.00247835	0.00339877	0.00181478	0.568682	0.584919	0.384704	0.347751
5160	-798.642	0	-798.642	0.0562933	0.00456106	0.0186415	0.0619191	0.126315	0.0267483	0.0289187	0.133708	0.0700221	0.0221872	0.0102772	0.0717894	0.00105175	0.00251993	0.00350966	0.00184034	0.554343	0.829482	0.355383	0.53691
5170	-797.721	0	-797.721	0.0621313	0.0024942	0.0227402	0.103652	0.159824	0.0200279	0.0303868	0.158808	0.0976932	0.0175337	0.00764664	0.0551561	0.000741898	0.00252551	0.00371084	0.00153715	0.611253	0.875464	0.251643	0.347313
5180	-798.857	0	-798.857	0.0753598	0.00804246	0.0255176	0.0814441	0.180591	0.0266748	0.0295095	0.103085	0.105231	0.0186324	0.0039919	0.0216412	0.00058296	0.00339056	0.00368633	0.0018049	0.582704	0.6985	0.135275	0.209935
5190	-800.836	0	-800.836	0.101668	0.000697936	0.0239321	0.085328	0.195806	0.0182779	0.0273089	0.106674	0.0941378	0.01758	0.00337674	0.0213458	0.000382938	0.0041217	0.00437144	0.00367432	0.480771	0.961815	0.12365	0.200103
5200	-800.208	0	-800.208	0.0783703	0.00790718	0.025016	0.0655935	0.185163	0.0212667	0.0319799	0.080416	0.106793	0.0133596	0.00696386	0.0148225	0.000455485	0.00278557	0.00392071	0.00649267	0.576749	0.628191	0.217757	0.184323
5210	-799.606	0	-799.606	0.0831477	0.00935396	0.0252258	0.0581784	0.173132	0.0205167	0.035286	0.079789	0.089984	0.0111627	0.0100602	0.0216106	0.000377315	0.00243864	0.00293901	0.00121155	0.519743	0.544081	0.285106	0.270847
5220	-798.376	0	-798.376	0.0871434	-0.000117346	0.0138802	0.110361	0.180576	0.0177736	0.0290594	0.13099	0.093433	0.0178909	0.0151792	0.0206292	0.00072792	0.00274628	0.00360707	0.00168015	0.517415	1.0066	0.522352	0.157486
5230	-803.534	0	-803.534	0.0982264	0.0122845	0.0131731	0.114305	0.182987	0.0255221	0.030067	0.13274	0.0847604	0.0132376	0.016894	0.0184349	0.00054684	0.00494454	0.00339177	0.00107669	0.463205	0.518672	0.561877	0.13888
5240	-799.726	0	-799.726	0.0814918	-0.00613779	0.0200801	0.0823755	0.18309	0.0129858	0.0325351	0.107945	0.101599	0.0191236	0.012455	0.0255697	0.000928341	0.00310489	0.00334717	0.00114233	0.55491	1.47265	0.382818	0.236876
5250	-799.713	0	-799.713	0.0431288	0.00773222	0.0227252	0.121128	0.116417	0.02198	0.0334586	0.148583	0.0732884	0.0142478	0.0107334	0.0274545	0.0012947	0.00281839	0.00440509	0.000401455	0.629532	0.648216	0.320797	0.184776
5260	-801.082	0	-801.082	0.0560098	0.007383	0.0209508	0.0664597	0.127579	0.0321073	0.0284368	0.0985168	0.0715688	0.0247243	0.00748598	0.0320572	0.00142529	0.00228402	0.00318998	0.000623923	0.560978	0.770053	0.26325	0.325398
5270	-799.069	0	-799.069	0.0520651	0.00619441	0.0119705	0.0824759	0.133601	0.0195624	0.0291718	0.142019	0.0815355	0.0133679	0.0172013	0.0595427	0.00140471	0.0024981	0.00350112	0.00135248	0.610293	0.68335	0.589655	0.41926
5280	-799.709	0	-799.709	0.0346232	0.00849077	0.00942128	0.0940856	0.117974	0.0233677	0.0184734	0.147985	0.0833507	0.0148769	0.00905208	0.0538991	0.00164561	0.0036107	0.0035257	0.00197103	0.706518	0.636645	0.490007	0.364221
5290	-798.763	0	-798.763	0.0504806	-0.00224535	0.0257175	0.0905262	0.131935	0.0167966	0.0379771	0.163154	0.0814547	0.0190419	0.0122596	0.0726281	0.000980353	0.00220062	0.00275019	0.000747609	0.617384	1.13368	0.322815	0.44515
5300	-798.926	0	-798.926	0.0417354	1.56025e-05	0.0244627	0.0894471	0.13913	0.0150352	0.0299305	0.137742	0.0973941	0.0150196	0.00546787	0.0482953	0.00157312	0.0021393	0.00310169	0.00207399	0.700025	0.998962	0.182685	0.350621
5310	-798.962	0	-798.962	0.054101	0.0132981	0.0104861	0.0626953	0.144006	0.0277054	0.0200595	0.113733	0.089905	0.0144073	0.00957339	0.0510382	0.000887704	0.00306429	0.00352868	0.00125739	0.624314	0.520018	0.477249	0.448753
5320	-797.902	0	-797.902	0.0553591	0.0152034	0.0152575	0.0933091	0.143017	0.0306508	0.0202249	0.104697	0.0876579	0.0154474	0.00496741	0.0113877	0.000821728	0.00367771	0.00303693	0.000831048	0.612919	0.503979	0.245608	0.108769
5330	-796.535	0	-796.535	0.0645795	0.00952485	0.0212539	0.0907289	0.153769	0.0266762	0.0278108	0.0957625	0.0891896	0.0171514	0.00655684	0.00503361	0.00114774	0.00341439	0.00329927	0.000792102	0.580023	0.642946	0.235766	0.0525635
5340	-800.503	0	-800.503	0.0360743	0.000603513	0.0212054	0.103742	0.148416	0.0217125	0.0298432	0.109287	0.112342	0.021109	0.00863776	0.00554482	0.00211942	0.00202586	0.00314068	0.00123995	0.756938	0.972204	0.289439	0.0507364
5350	-804.954	0	-804.954	0.0469349	0.0197323	0.0138682	0.0877697	0.125983	0.0317986	0.0304113	0.0911995	0.079048	0.0120663	0.016543	0.00342981	0.00191627	0.00322415	0.00427306	0.000722896	0.62745	0.37946	0.543977	0.0376078
5360	-800.224	0	-800.224	0.033325	0.00817334	0.0103385	0.133898	0.117786	0.0255449	0.022425	0.137438	0.0844615	0.0173716	0.0120866	0.00354009	0.00104028	0.00322273	0.00327272	0.00115993	0.717073	0.68004	0.538976	0.0257576
5370	-796.983	0	-796.983	0.0475503	0.0104052	0.0251716	0.0989842	0.117179	0.0247792	0.0307938	0.11104	0.069629	0.0143739	0.00562216	0.0120556	0.000949852	0.00174419	0.00405712	0.00212005	0.594209	0.580081	0.182574	0.10857
5380	-799.809	0	-799.809	0.0180887	0.00775253	0.0184142	0.0948017	0.113561	0.0255304	0.0286303	0.144041	0.0954723	0.0177778	0.0102161	0.0492397	0.00142255	0.00299502	0.00262044	0.00192346	0.840714	0.696341	0.356829	0.341844
5390	-797.987	0	-797.987	0.053991	0.00853893	0.0161083	0.0866079	0.136889	0.0244682	0.0268003	0.132818	0.082898	0.0159293	0.010692	0.0462105	0.00106472	0.00191467	0.00219055	0.0004114	0.605585	0.65102	0.39895	0.347922
5400	-802.451	0	-802.451	0.0394552	0.00427754	0.0161943	0.0929031	0.138614	0.019553	0.0267737	0.162416	0.0991586	0.0152754	0.0105793	0.0695126	0.00255361	0.00408914	0.00452627	0.000435532	0.715359	0.781233	0.395139	0.427992
5410	-804.501	0	-804.501	0.0458559	0.00312782	0.0111574	0.0962073	0.141581	0.0173683	0.0295066	0.192208	0.0957253	0.0142405	0.0183493	0.0960005	0.00101897	0.0038297	0.00320212	0.00334027	0.676116	0.819912	0.621869	0.499462
5420	-800.716	0	-800.716	0.077276	0.0166266	0.0133616	0.0782967	0.164145	0.0278162	0.0295667	0.129017	0.0868691	0.0111896	0.0162051	0.0507205	0.000455667	0.00285625	0.00386365	0.00510698	0.529221	0.40227	0.548087	0.39313
5430	-800.042	0	-800.042	0.0676286	0.00566683	0.0253213	0.0974485	0.165375	0.0245178	0.0379044	0.127931	0.0977463	0.018851	0.0125831	0.0304829	0.000559951	0.00152572	0.00146268	0.00269511	0.591059	0.768869	0.33197	0.238275
5440	-799.028	0	-799.028	0.0994707	0.000192423	0.0214214	0.0827077	0.185564	0.0210482	0.0296752	0.135432	0.0860933	0.0208557	0.00825378	0.0527244	0.000418276	0.00341962	0.00238873	0.00201676	0.463955	0.990858	0.278137	0.389305
5450	-796.893	0	-796.893	0.100116	0.00999568	0.0176011	0.0935198	0.176213	0.0275404	0.0270071	0.123295	0.076097	0.0175448	0.00940603	0.0297752	0.00028675	0.00318963	0.00358641	0.00108085	0.431846	0.637054	0.34828	0.241496
5460	-796.589	0	-796.589	0.0822708	0.0130141	0.01664	0.0916344	0.16569	0.0246829	0.0274829	0.121737	0.0834192	0.0116688	0.0108429	0.0301027	0.00041622	0.00324349	0.00410597	0.00138805	0.503466	0.472748	0.394533	0.247276
5470	-798.716	0	-798.716	0.0639934	0.00685325	0.0236929	0.0801367	0.148964	0.0330282	0.0321868	0.0920729	0.0849707	0.026175	0.00849389	0.0119362	0.000900992	0.00273358	0.00246889	0.00159938	0.570411	0.792503	0.263894	0.129638
5480	-802.21	0	-802.21	0.0480317	0.0134485	0.019715	0.0869528	0.127822	0.0350583	0.0334793	0.137249	0.0797899	0.0216098	0.0137642	0.0502963	0.00142874	0.00206667	0.0041595	0.00248343	0.624228	0.616397	0.411127	0.36646
5490	-799.047	0	-799.047	0.0452477	0.0135758	0.0195698	0.0649185	0.129571	0.029267	0.0270007	0.145497	0.0843228	0.0156913	0.00743091	0.0805782	0.00118458	0.00168253	0.00320507	0.00113794	0.650787	0.536142	0.275211	0.553815
5500	-798.357	0	-798.357	0.0400956	0.00779587	0.0191629	0.106159	0.123766	0.0228105	0.0305805	0.168526	0.0836705	0.0150146	0.0114177	0.0623666	0.00130601	0.00319961	0.00287043	0.0017764	0.676037	0.658233	0.373364	0.370072
5510	-799.083	0	-799.083	0.0495582	0.00543419	0.0186739	0.110653	0.14031	0.0239471	0.0342437	0.134386	0.0907521	0.0185129	0.0155698	0.0237336	0.00138737	0.00274584	0.00354303	0.00532919	0.646795	0.773076	0.454676	0.176607
5520	-799.743	0	-799.743	0.0659225	0.00669128	0.0225547	0.0977565	0.159449	0.0184091	0.0283129	0.123513	0.0935265	0.0117178	0.00575813	0.025756	0.00096153	0.00310365	0.00585587	0.000470131	0.586561	0.636523	0.203375	0.20853
5530	-798.332	0	-798.332	0.0758136	0.00128125	0.0218906	0.111556	0.175073	0.0208098	0.0316456	0.13739	0.0992592	0.0195286	0.00975496	0.0258339	0.000704328	0.00193369	0.00238639	0.000216112	0.56696	0.93843	0.308256	0.188034
5540	-800.032	0	-800.032	0.0628225	0.0122948	0.0180644	0.0794505	0.161899	0.0288533	0.0250479	0.193789	0.0990763	0.0165585	0.00698354	0.114339	0.000626659	0.0018193	0.00296918	0.000351778	0.611964	0.573885	0.278807	0.590015
5550	-800.895	0	-800.895	0.0468058	0.00428262	0.0195713	0.0879033	0.137373	0.0173091	0.0310889	0.183388	0.0905669	0.0130265	0.0115177	0.0954848	0.00137238	0.00319797	0.0021726	0.00171804	0.659279	0.75258	0.370475	0.520671
5560	-797.615	0	-797.615	0.0621219	0.00639916	0.0143369	0.103381	0.150395	0.0195614	0.0257103	0.15814	0.088273	0.0131622	0.0113734	0.0547593	0.000826201	0.00351081	0.0030046	0.00054333	0.586941	0.672867	0.442369	0.346271
5570	-797.441	0	-797.441	0.0589406	0.0136885	0.0161914	0.0992628	0.135493	0.0234201	0.0241695	0.132677	0.0765525	0.00973163	0.00797807	0.0334137	0.000891159	0.00265648	0.00285558	0.00176147	0.564992	0.415524	0.330088	0.251844
5580	-802.7	0	-802.7	0.0514235	0.0120613	0.0253853	0.0754757	0.120745	0.0259653	0.0425359	0.124143	0.0693219	0.013904	0.0171505	0.0486671	0.00061208	0.00187777	0.00339811	0.00540546	0.574116	0.535485	0.403202	0.392025
5590	-804.519	0	-804.519	0.0572523	0.0151814	0.0159546	0.0745587	0.146471	0.0244572	0.0286237	0.0985873	0.0892189	0.00927585	0.0126691	0.0240286	0.00115915	0.00203228	0.00217965	0.0050353	0.609122	0.379268	0.442609	0.243729
5600	-800.641	0	-800.641	0.060704	-0.00263578	0.0242213	0.0871856	0.125634	0.0186491	0.0296366	0.0993135	0.06493	0.0212849	0.00541534	0.0121278	0.00097647	0.00205476	0.00231542	0.00712482	0.516819	1.14134	0.182724	0.122117
5610	-797.105	0	-797.105	0.0410297	0.0111969	0.0256804	0.0997537	0.121973	0.0325979	0.0326175	0.105088	0.0809435	0.021401	0.00693706	0.00533424	0.00116101	0.00214415	0.00285832	0.00459294	0.663617	0.656515	0.212679	0.0507598
5620	-797.916	0	-797.916	0.0471778	0.00581248	0.0214324	0.100873	0.120226	0.0291175	0.0314255	0.109899	0.073048	0.023305	0.00999308	0.00902565	0.000855993	0.00242194	0.00239671	0.00542526	0.60759	0.800378	0.317993	0.0821268
5630	-803.586	0	-803.586	0.078796	-0.00263108	0.0149906	0.133148	0.13508	0.018863	0.0279269	0.137454	0.0562837	0.021494	0.0129363	0.0043065	0.00103577	0.00386015	0.00425781	0.00355979	0.41667	1.13948	0.463221	0.0313304
5640	-804.821	0	-804.821	0.0338241	0.00854639	0.0206143	0.0725306	0.122701	0.0229813	0.0255965	0.0778189	0.0888773	0.0144349	0.00498224	0.00528825	0.00283739	0.00513479	0.00368985	0.00813347	0.724338	0.628115	0.194645	0.0679559
5650	-805.138	0	-805.138	0.0244377	0.0129981	0.0184549	0.103237	0.127177	0.0276932	0.0246553	0.119942	0.102739	0.0146951	0.0062005	0.0167047	0.00264001	0.00294828	0.00558801	0.00899974	0.807845	0.53064	0.251487	0.139273
5660	-803.983	0	-803.983	0.022467	-0.00577727	0.029445	0.109188	0.118913	0.0146592	0.035346	0.110723	0.0964455	0.0204364	0.005901	0.00153521	0.00274059	0.00277773	0.00404903	0.00719651	0.811062	1.39411	0.166949	0.0138653
5670	-801.185	0	-801.185	0.00390432	0.00193938	0.025137	0.103594	0.0789406	0.018622	0.0319617	0.105927	0.0750363	0.0166827	0.00682471	0.0023331	0.00283358	0.00249609	0.00441445	0.00484743	0.950541	0.895855	0.213528	0.0220256
5680	-801.376	0	-801.376	0.0497533	0.0111575	0.0166967	0.0759546	0.111357	0.0236893	0.0282526	0.0792788	0.0616032	0.0125318	0.0115559	0.00332415	0.00136584	0.00220531	0.00348284	0.0060665	0.553207	0.529006	0.409021	0.0419298
5690	-797.595	0	-797.595	0.0295106	0.00748158	0.019315	0.107862	0.114103	0.0308569	0.028267	0.116875	0.084592	0.0233753	0.00895196	0.00901358	0.00153924	0.00202052	0.00256122	0.00299039	0.741368	0.757539	0.316693	0.0771212
5700	-798.415	0	-798.415	0.0298644	0.0182199	0.0191306	0.0915302	0.11196	0.0416476	0.0267045	0.10485	0.082096	0.0234277	0.00757391	0.0133197	0.000911637	0.00219923	0.00311087	0.00189776	0.733259	0.562522	0.28362	0.127036
5710	-797.015	0	-797.015	0.0584063	0.00941297	0.0146989	0.0919169	0.123444	0.0224846	0.0253507	0.102929	0.065038	0.0130717	0.0106518	0.011012	0.00119494	0.00396386	0.0036761	0.00226165	0.526861	0.58136	0.420178	0.106987
5720	-800.181	0	-800.181	0.0136296	0.00719328	0.0170798	0.093455	0.0928029	0.0225078	0.0272592	0.103173	0.0791733	0.0153145	0.0101793	0.0097177	0.00250355	0.00264744	0.00195955	0.00295951	0.853134	0.68041	0.373428	0.0941887
5730	-801.51	0	-801.51	0.0430107	0.000903193	0.0268992	0.0928708	0.143638	0.0107002	0.0341275	0.103134	0.100628	0.009797	0.00722834	0.0102637	0.00169383	0.00324503	0.00366067	0.00168407	0.700563	0.915591	0.211804	0.0995175
5740	-799.699	0	-799.699	0.0300743	0.0189043	0.0204785	0.130126	0.109667	0.0345826	0.025701	0.139978	0.079593	0.0156784	0.00522253	0.00985182	0.000977728	0.00212423	0.00268172	0.000933752	0.725768	0.453359	0.203203	0.0703813
5750	-794.607	0	-794.607	0.0490436	0.00602482	0.0214806	0.0834166	0.123734	0.0244159	0.0298738	0.0840689	0.0746906	0.0183911	0.0083932	0.000652305	0.000962025	0.00232656	0.0031062	0.00117955	0.603638	0.753242	0.280955	0.00775917
5760	-798.074	0	-798.074	0.0488026	-0.00287453	0.0176304	0.124001	0.13229	0.0126367	0.0250149	0.12484	0.0834879	0.0155113	0.00738452	0.000838469	0.00119181	0.00265241	0.00265801	0.000757141	0.631095	1.22747	0.295205	0.00671636
5770	-796.789	0	-796.789	0.050961	0.00825092	0.0173872	0.110341	0.12687	0.027405	0.0248168	0.110586	0.0759089	0.0191541	0.0074296	0.00024549	0.00125697	0.00348917	0.00528574	0.00118346	0.598321	0.698927	0.299377	0.0022199
5780	-800.731	0	-800.731	0.0300817	0.00748121	0.0131355	0.0714358	0.107155	0.0211403	0.018283	0.0719247	0.077073	0.0136591	0.00514757	0.000488866	0.0022363	0.00443505	0.00388224	0.000813415	0.719268	0.646116	0.281549	0.00679692
5790	-800.661	0	-800.661	0.0350246	-0.00477081	0.0336381	0.0872703	0.11998	0.0134457	0.0391228	0.0914127	0.0849555	0.0182165	0.00548474	0.00414245	0.00193233	0.0025534	0.00239628	0.00105618	0.70808	1.35482	0.140193	0.0453159
5800	-797.597	0	-797.597	0.0775167	-0.00172095	0.0162085	0.0898098	0.158587	0.0142673	0.0233416	0.0909924	0.08107	0.0159883	0.00713309	0.00118265	0.00118559	0.00443079	0.00498579	0.00272275	0.511203	1.12062	0.305596	0.0129972
5810	-796.158	0	-796.158	0.0574901	0.0105206	0.0207302	0.0857029	0.135238	0.0268174	0.0275305	0.0884679	0.0777483	0.0162968	0.00680021	0.00276495	0.00118115	0.00276487	0.00402796	0.00558431	0.574898	0.607695	0.247007	0.0312537
5820	-798.184	0	-798.184	0.068411	0.00599429	0.0230257	0.0859047	0.157204	0.0254575	0.0312151	0.0896174	0.088793	0.0194632	0.0081894	0.00371272	0.000434475	0.00339107	0.00354191	0.00358806	0.564826	0.764537	0.262354	0.0414285
5830	-796.805	0	-796.805	0.0958984	0.000469473	0.0243452	0.0845668	0.185615	0.0172777	0.0313787	0.0869511	0.089717	0.0168082	0.00703352	0.00238433	0.000471048	0.00370523	0.00354972	0.00181899	0.483349	0.972828	0.224149	0.0274214
5840	-799.433	0	-799.433	0.0990943	0.00952547	0.0178633	0.103462	0.195879	0.0245724	0.0292857	0.105253	0.0967844	0.0150469	0.0114224	0.00179125	0.00030113	0.00301425	0.00301693	0.00937318	0.494104	0.612351	0.390032	0.0170186
5850	-798.926	0	-798.926	0.0898861	0.0120913	0.0261817	0.10458	0.182189	0.0295468	0.0419275	0.106637	0.0923024	0.0174555	0.0157458	0.00205704	0.000251251	0.00193402	0.00374714	0.0012197	0.506631	0.590776	0.375548	0.0192901
5860	-800.008	0	-800.008	0.0857011	0.0168027	0.0169941	0.121248	0.177869	0.0362152	0.0262145	0.126128	0.092168	0.0194124	0.00922041	0.00487968	0.000479154	0.0019827	0.00504073	0.00189234	0.518179	0.53603	0.351729	0.0386883
5870	-804.748	0	-804.748	0.0484385	0.0211277	0.020747	0.101175	0.179663	0.0372395	0.0329039	0.115029	0.131224	0.0161118	0.0121569	0.0138538	0.000540561	0.00224245	0.00233293	0.00459807	0.730392	0.432654	0.369466	0.120438
5880	-802.509	0	-802.509	0.0452604	0.00118283	0.0283308	0.0836962	0.160815	0.0214603	0.0406149	0.0951755	0.115555	0.0202775	0.0122841	0.0114793	0.00165282	0.00230178	0.00319626	0.00272786	0.718557	0.944883	0.302453	0.120612
5890	-798.776	0	-798.776	0.0395358	0.00720037	0.0113845	0.0803039	0.132119	0.0231308	0.0230623	0.0883616	0.0925829	0.0159305	0.0116778	0.00805765	0.00180199	0.00422931	0.00333249	0.00170947	0.700755	0.688711	0.506359	0.0911896
5900	-797.883	0	-797.883	0.0471151	0.00774888	0.0195935	0.113039	0.125971	0.0236773	0.0299292	0.132578	0.0788559	0.0159284	0.0103357	0.0195386	0.00120003	0.00345752	0.00281618	0.00518184	0.625984	0.672729	0.345339	0.147375
5910	-807.414	0	-807.414	0.0368618	0.0081864	0.0187711	0.109529	0.131194	0.0238498	0.0316106	0.120006	0.0943317	0.0156634	0.0128395	0.0104773	0.003035	0.00573992	0.00401328	0.00412001	0.719027	0.656752	0.406177	0.0873065
5920	-801.204	0	-801.204	0.0304387	0.00589288	0.0113721	0.116373	0.122197	0.0164556	0.0207399	0.140562	0.091758	0.0105627	0.00936784	0.0241886	0.00182113	0.0027013	0.0040475	0.00284131	0.750904	0.641892	0.451681	0.172085
5930	-796.923	0	-796.923	0.0352635	0.00695222	0.0166713	0.079517	0.116365	0.0221507	0.0268289	0.108698	0.0811011	0.0151985	0.0101577	0.0291808	0.00172826	0.00389045	0.0035246	0.00243089	0.696957	0.686139	0.378609	0.268458
5940	-795.963	0	-795.963	0.0559666	0.00570527	0.0183925	0.10197	0.13415	0.0175849	0.0287134	0.11999	0.0781833	0.0118796	0.0103209	0.01802	0.00113531	0.00310657	0.00309918	0.0036855	0.582806	0.675558	0.359446	0.150179
5950	-794.86	0	-794.86	0.057459	0.00347804	0.0189815	0.0886566	0.147533	0.0213432	0.0272556	0.0944402	0.0900736	0.0178652	0.00827404	0.0057836	0.00126667	0.00280809	0.00417458	0.00184763	0.610534	0.837042	0.303573	0.0612409
