Iteration	Posterior	Likelihood	Prior	psi[1]	psi[2]	psi[3]	psi[4]
3590	-796.581	0	-796.581	0.000861772	0.00321096	0.00328048	0.00280221
3600	-802.187	0	-802.187	0.000746836	0.00286782	0.00579413	0.0033827
3610	-799.932	0	-799.932	0.000384251	0.00247247	0.00288925	0.00396258
3620	-795.592	0	-795.592	0.000716318	0.00232584	0.00246561	0.00299682
3630	-795.362	0	-795.362	0.000425696	0.00197682	0.00358206	0.00193449
3640	-798.533	0	-798.533	0.000513284	0.00316978	0.00439157	0.0028395
3650	-799.276	0	-799.276	0.000664989	0.00320693	0.00437242	0.00861683
3660	-801.022	0	-801.022	0.000514478	0.00381099	0.00332526	0.00304638
3670	-799.958	0	-799.958	0.000665459	0.00194686	0.00216612	0.00439234
3680	-799.853	0	-799.853	0.00042467	0.00247283	0.00369263	0.00265113
3690	-799.703	0	-799.703	0.000651432	0.00285288	0.00551799	0.00647564
3700	-797.983	0	-797.983	0.000663303	0.00214128	0.00337983	0.00691235
3710	-800.586	0	-800.586	0.00104351	0.00250406	0.0018592	0.00589178
3720	-801.875	0	-801.875	0.000648592	0.00231364	0.0020914	0.0085462
3730	-799.028	0	-799.028	0.000689437	0.00208635	0.00387024	0.00440056
3740	-800.338	0	-800.338	0.00105183	0.00283663	0.00211254	0.00414
3750	-799.947	0	-799.947	0.00199481	0.00422129	0.00559631	0.00360355
3760	-798.922	0	-798.922	0.00281226	0.00390119	0.00494121	0.00430451
3770	-800.435	0	-800.435	0.00181405	0.0020809	0.00218899	0.00200958
3780	-801.064	0	-801.064	0.00203087	0.00398028	0.00696068	0.00317585
3790	-797.077	0	-797.077	0.00170766	0.00251963	0.0035755	0.00208552
3800	-798.241	0	-798.241	0.00147913	0.0028056	0.00402096	0.0045817
3810	-795.944	0	-795.944	0.00113817	0.00401361	0.00411274	0.00319635
3820	-798.658	0	-798.658	0.00106328	0.00246813	0.00592613	0.00245724
3830	-797.771	0	-797.771	0.00139296	0.00211973	0.0026191	0.00841968
3840	-804.754	0	-804.754	0.00197821	0.00279629	0.00316184	0.0108601
3850	-803.667	0	-803.667	0.0021382	0.00276999	0.00498353	0.0104342
3860	-801.625	0	-801.625	0.000992089	0.0037832	0.0049357	0.00871265
3870	-801.785	0	-801.785	0.00295223	0.00479798	0.00419841	0.00365715
3880	-801.183	0	-801.183	0.00163167	0.00311679	0.00386376	0.00498611
3890	-796.243	0	-796.243	0.00131166	0.00261145	0.00330575	0.00216693
3900	-799.38	0	-799.38	0.0012169	0.0023236	0.00261005	0.0021263
3910	-800.898	0	-800.898	0.00148405	0.00287832	0.00364768	0.00454001
3920	-801.284	0	-801.284	0.000631489	0.00169383	0.00376847	0.00432664
3930	-802.765	0	-802.765	0.000362404	0.00151635	0.00202468	0.00239188
3940	-801.631	0	-801.631	0.000343653	0.00259704	0.00261642	0.000519347
3950	-796.418	0	-796.418	0.000856264	0.00293148	0.00316043	0.000474325
3960	-802.482	0	-802.482	0.00130022	0.00332385	0.00387184	0.000702938
3970	-797.434	0	-797.434	0.000386756	0.00193868	0.0029163	0.000339525
3980	-800.397	0	-800.397	0.00018982	0.00141953	0.00226082	0.00105259
3990	-800.16	0	-800.16	0.000524899	0.00443754	0.00371139	0.000388199
4000	-798.71	0	-798.71	0.000411895	0.00285094	0.00319596	0.000307452
4010	-795.34	0	-795.34	0.000457622	0.00221993	0.00288389	0.00054008
4020	-797.403	0	-797.403	0.000909533	0.00232597	0.00346305	0.00131636
4030	-795.157	0	-795.157	0.00128145	0.00333793	0.0033175	0.00388257
4040	-799.356	0	-799.356	0.00130719	0.00266386	0.00319019	0.00169684
4050	-797.82	0	-797.82	0.00102792	0.00214428	0.00356966	0.00397938
4060	-800.066	0	-800.066	0.00161132	0.00260535	0.00312145	0.00795359
4070	-798.194	0	-798.194	0.00112603	0.00407891	0.00347357	0.00184334
4080	-796.595	0	-796.595	0.00104094	0.00191974	0.00255894	0.00287897
4090	-800.584	0	-800.584	0.00132876	0.0015585	0.00193305	0.00214475
4100	-802.948	0	-802.948	0.00182359	0.00216807	0.00257817	0.0064237
4110	-803.077	0	-803.077	0.00232643	0.00467417	0.00330416	0.00225036
4120	-797.178	0	-797.178	0.00136906	0.00358114	0.00477811	0.00180039
4130	-798.494	0	-798.494	0.00204997	0.00283241	0.00333109	0.00284097
4140	-797.786	0	-797.786	0.00169568	0.00380847	0.00399114	0.0022175
4150	-797.385	0	-797.385	0.00122114	0.00385191	0.00369636	0.00121775
4160	-799.144	0	-799.144	0.000337241	0.0017081	0.00297242	0.00429624
4170	-798.254	0	-798.254	0.000294912	0.00126165	0.00189996	0.00330309
4180	-801.534	0	-801.534	0.000760789	0.00202958	0.00317554	0.00297242
4190	-796.326	0	-796.326	0.000759872	0.00208869	0.0041425	0.00374088
4200	-795.268	0	-795.268	0.000572809	0.00154607	0.0034006	0.00148461
4210	-796.775	0	-796.775	0.000913879	0.00250816	0.00348267	0.00156299
4220	-800.45	0	-800.45	0.00104553	0.00225582	0.00260724	0.00881564
4230	-798.752	0	-798.752	0.000895898	0.00151446	0.00243619	0.00382132
4240	-799.143	0	-799.143	0.00139192	0.00247822	0.00206411	0.00187084
4250	-797.515	0	-797.515	0.00124482	0.00330353	0.00469942	0.00433537
4260	-803.142	0	-803.142	0.00221	0.00363786	0.00315301	0.00378666
4270	-799.065	0	-799.065	0.00133453	0.00269508	0.00410247	0.000977636
4280	-796.281	0	-796.281	0.0014876	0.00368603	0.00394096	0.000519461
4290	-797.758	0	-797.758	0.00115875	0.00395977	0.00248359	0.00209343
4300	-798.459	0	-798.459	0.00115938	0.00477471	0.00447428	0.00313525
4310	-796.621	0	-796.621	0.00128655	0.00320516	0.00491632	0.0014855
4320	-793.932	0	-793.932	0.000876689	0.00245308	0.00299386	0.00126383
4330	-796.75	0	-796.75	0.00115382	0.00440088	0.00368394	0.00231511
4340	-800.009	0	-800.009	0.0012062	0.00409741	0.00218914	0.00154217
4350	-799.623	0	-799.623	0.00108321	0.002212	0.00261049	0.00261025
4360	-798.523	0	-798.523	0.00108039	0.00285963	0.00266975	0.00235595
4370	-798.769	0	-798.769	0.00067513	0.00310088	0.00281357	0.00112465
4380	-803.689	0	-803.689	0.00102676	0.00130752	0.0030532	0.00529656
4390	-801.171	0	-801.171	0.000529206	0.00147697	0.00369431	0.00373936
4400	-799.912	0	-799.912	0.00074192	0.00186619	0.00216008	0.00370387
4410	-794.971	0	-794.971	0.000983285	0.00224183	0.00277125	0.00412104
4420	-795.763	0	-795.763	0.000968155	0.00255719	0.00295701	0.00148171
4430	-800.482	0	-800.482	0.00125685	0.00367172	0.00281549	0.00316754
4440	-799.763	0	-799.763	0.00116587	0.00305946	0.00394563	0.00251808
4450	-798.518	0	-798.518	0.00131725	0.00212209	0.00387773	0.00250139
4460	-797.187	0	-797.187	0.00070019	0.00213807	0.00345288	0.00330817
4470	-795.553	0	-795.553	0.00071756	0.00319254	0.00418279	0.00314086
4480	-798.311	0	-798.311	0.00057717	0.00239249	0.00379057	0.00209907
4490	-796.322	0	-796.322	0.00100092	0.00187852	0.00392494	0.00163627
4500	-798.386	0	-798.386	0.00118689	0.00300664	0.00326335	0.00387651
4510	-798.763	0	-798.763	0.000775905	0.00165683	0.0042417	0.00283995
4520	-800.995	0	-800.995	0.00065432	0.00183335	0.0028962	0.00934399
4530	-805.3	0	-805.3	0.00118447	0.0021928	0.00272567	0.00853966
4540	-797.048	0	-797.048	0.00155193	0.00190495	0.00309604	0.00190026
4550	-803.975	0	-803.975	0.00175871	0.00397647	0.0025014	0.00759571
4560	-801.482	0	-801.482	0.0016007	0.00246939	0.0022246	0.00716659
4570	-799.616	0	-799.616	0.00171571	0.00381985	0.0051682	0.00156942
4580	-798.573	0	-798.573	0.00117242	0.00260235	0.00414781	0.000568029
4590	-802.541	0	-802.541	0.00166928	0.00527479	0.00353676	0.00267905
4600	-796.284	0	-796.284	0.00138335	0.00300188	0.00376986	0.00256109
4610	-798.924	0	-798.924	0.00154978	0.00235685	0.00401808	0.0033367
4620	-800.328	0	-800.328	0.000896412	0.00313432	0.00378369	0.00154446
4630	-804.066	0	-804.066	0.00214043	0.00425261	0.00417774	0.00290653
4640	-800.182	0	-800.182	0.00107741	0.00305343	0.00321399	0.00672804
4650	-799.044	0	-799.044	0.00103451	0.0036772	0.00370849	0.00358249
4660	-800.497	0	-800.497	0.00117505	0.00238412	0.0046264	0.00124375
4670	-795.88	0	-795.88	0.00116597	0.00299571	0.00381893	0.00116798
4680	-796.609	0	-796.609	0.000832266	0.00270022	0.00501204	0.0016733
4690	-801.839	0	-801.839	0.000933449	0.00241462	0.00210858	0.00022897
4700	-800.61	0	-800.61	0.000944544	0.00219909	0.00216195	0.000524319
4710	-801.275	0	-801.275	0.000603534	0.00200131	0.00399972	0.0002779
4720	-799.552	0	-799.552	0.000502462	0.00351774	0.00286504	0.000476684
4730	-803.398	0	-803.398	0.000612395	0.00314678	0.00429195	0.000179863
4740	-799.382	0	-799.382	0.000300563	0.00311316	0.00383693	0.0002035
4750	-799.679	0	-799.679	0.000361514	0.00228798	0.00503353	0.00120057
4760	-801.245	0	-801.245	0.000525888	0.00320322	0.00250923	0.00152267
4770	-797.143	0	-797.143	0.00038037	0.00164901	0.00297663	0.00142939
4780	-795.439	0	-795.439	0.000376968	0.00236845	0.00268676	0.00182961
4790	-795.927	0	-795.927	0.000475279	0.00349718	0.00327859	0.00135201
4800	-797.934	0	-797.934	0.000975194	0.00369218	0.00366148	0.00252938
4810	-798.781	0	-798.781	0.000961715	0.0036213	0.00412942	0.00219829
4820	-797.611	0	-797.611	0.000458272	0.00299732	0.00328497	0.00438043
4830	-798.211	0	-798.211	0.000743958	0.00233779	0.00377659	0.0057063
4840	-802.234	0	-802.234	0.0010007	0.00211332	0.00400418	0.00511465
4850	-799.108	0	-799.108	0.00103798	0.00296783	0.00447819	0.00743265
4860	-799.814	0	-799.814	0.00153272	0.00242684	0.00451634	0.00559271
4870	-803.923	0	-803.923	0.000955048	0.00401459	0.00448766	0.00329099
4880	-801.725	0	-801.725	0.00115372	0.00310637	0.00507677	0.00477149
4890	-797.776	0	-797.776	0.00133001	0.00266247	0.00295594	0.00183037
4900	-798.876	0	-798.876	0.000890147	0.0014571	0.00291061	0.00299236
4910	-802.502	0	-802.502	0.00080929	0.00182361	0.00251062	0.00448124
4920	-800.416	0	-800.416	0.0011267	0.00288961	0.00365424	0.00138184
4930	-801.426	0	-801.426	0.00253605	0.00210122	0.00303506	0.00120138
4940	-800.904	0	-800.904	0.00234427	0.00338764	0.0024126	0.000850847
4950	-805.818	0	-805.818	0.00221355	0.00316618	0.00598518	0.00178636
4960	-796.326	0	-796.326	0.0016966	0.00210556	0.00304094	0.00148213
4970	-799.546	0	-799.546	0.00116376	0.00189747	0.00486997	0.00220625
4980	-800.091	0	-800.091	0.000998364	0.005373	0.0040756	0.00186528
4990	-802.059	0	-802.059	0.00146804	0.00284363	0.00291221	0.00283834
5000	-802.215	0	-802.215	0.00157161	0.00254097	0.0025925	0.00220342
5010	-794.254	0	-794.254	0.000869233	0.00302299	0.00363499	0.00293675
5020	-798.34	0	-798.34	0.000737469	0.00377929	0.0054229	0.00167155
5030	-796.128	0	-796.128	0.000486532	0.00188218	0.00283156	0.00227986
5040	-803.688	0	-803.688	0.000462817	0.00294126	0.00200355	0.00213259
5050	-800.596	0	-800.596	0.000394252	0.00234069	0.00456374	0.0019753
5060	-799.456	0	-799.456	0.00114018	0.003039	0.00197859	0.00216071
5070	-795.278	0	-795.278	0.000654882	0.00239195	0.00425992	0.00152639
5080	-803.74	0	-803.74	0.00220797	0.00397145	0.00523247	0.00249027
5090	-798.562	0	-798.562	0.00165851	0.00287104	0.00405022	0.00365997
5100	-802.928	0	-802.928	0.00142692	0.00290131	0.00505229	0.00790372
5110	-796.062	0	-796.062	0.00116659	0.00287467	0.00400641	0.00218645
5120	-801.124	0	-801.124	0.000819875	0.00390809	0.00564453	0.00506749
5130	-796.955	0	-796.955	0.000492606	0.00216105	0.00408233	0.00125593
5140	-797.531	0	-797.531	0.000640021	0.00224936	0.00392124	0.0037719
5150	-800.035	0	-800.035	0.00064974	0.00247835	0.00339877	0.00181478
5160	-798.642	0	-798.642	0.00105175	0.00251993	0.00350966	0.00184034
5170	-797.721	0	-797.721	0.000741898	0.00252551	0.00371084	0.00153715
5180	-798.857	0	-798.857	0.00058296	0.00339056	0.00368633	0.0018049
5190	-800.836	0	-800.836	0.000382938	0.0041217	0.00437144	0.00367432
5200	-800.208	0	-800.208	0.000455485	0.00278557	0.00392071	0.00649267
5210	-799.606	0	-799.606	0.000377315	0.00243864	0.00293901	0.00121155
5220	-798.376	0	-798.376	0.00072792	0.00274628	0.00360707	0.00168015
5230	-803.534	0	-803.534	0.00054684	0.00494454	0.00339177	0.00107669
5240	-799.726	0	-799.726	0.000928341	0.00310489	0.00334717	0.00114233
5250	-799.713	0	-799.713	0.0012947	0.00281839	0.00440509	0.000401455
5260	-801.082	0	-801.082	0.00142529	0.00228402	0.00318998	0.000623923
5270	-799.069	0	-799.069	0.00140471	0.0024981	0.00350112	0.00135248
5280	-799.709	0	-799.709	0.00164561	0.0036107	0.0035257	0.00197103
5290	-798.763	0	-798.763	0.000980353	0.00220062	0.00275019	0.000747609
5300	-798.926	0	-798.926	0.00157312	0.0021393	0.00310169	0.00207399
5310	-798.962	0	-798.962	0.000887704	0.00306429	0.00352868	0.00125739
5320	-797.902	0	-797.902	0.000821728	0.00367771	0.00303693	0.000831048
5330	-796.535	0	-796.535	0.00114774	0.00341439	0.00329927	0.000792102
5340	-800.503	0	-800.503	0.00211942	0.00202586	0.00314068	0.00123995
5350	-804.954	0	-804.954	0.00191627	0.00322415	0.00427306	0.000722896
5360	-800.224	0	-800.224	0.00104028	0.00322273	0.00327272	0.00115993
5370	-796.983	0	-796.983	0.000949852	0.00174419	0.00405712	0.00212005
5380	-799.809	0	-799.809	0.00142255	0.00299502	0.00262044	0.00192346
5390	-797.987	0	-797.987	0.00106472	0.00191467	0.00219055	0.0004114
5400	-802.451	0	-802.451	0.00255361	0.00408914	0.00452627	0.000435532
5410	-804.501	0	-804.501	0.00101897	0.0038297	0.00320212	0.00334027
5420	-800.716	0	-800.716	0.000455667	0.00285625	0.00386365	0.00510698
5430	-800.042	0	-800.042	0.000559951	0.00152572	0.00146268	0.00269511
5440	-799.028	0	-799.028	0.000418276	0.00341962	0.00238873	0.00201676
5450	-796.893	0	-796.893	0.00028675	0.00318963	0.00358641	0.00108085
5460	-796.589	0	-796.589	0.00041622	0.00324349	0.00410597	0.00138805
5470	-798.716	0	-798.716	0.000900992	0.00273358	0.00246889	0.00159938
5480	-802.21	0	-802.21	0.00142874	0.00206667	0.0041595	0.00248343
5490	-799.047	0	-799.047	0.00118458	0.00168253	0.00320507	0.00113794
5500	-798.357	0	-798.357	0.00130601	0.00319961	0.00287043	0.0017764
5510	-799.083	0	-799.083	0.00138737	0.00274584	0.00354303	0.00532919
5520	-799.743	0	-799.743	0.00096153	0.00310365	0.00585587	0.000470131
5530	-798.332	0	-798.332	0.000704328	0.00193369	0.00238639	0.000216112
5540	-800.032	0	-800.032	0.000626659	0.0018193	0.00296918	0.000351778
5550	-800.895	0	-800.895	0.00137238	0.00319797	0.0021726	0.00171804
5560	-797.615	0	-797.615	0.000826201	0.00351081	0.0030046	0.00054333
5570	-797.441	0	-797.441	0.000891159	0.00265648	0.00285558	0.00176147
5580	-802.7	0	-802.7	0.00061208	0.00187777	0.00339811	0.00540546
5590	-804.519	0	-804.519	0.00115915	0.00203228	0.00217965	0.0050353
5600	-800.641	0	-800.641	0.00097647	0.00205476	0.00231542	0.00712482
5610	-797.105	0	-797.105	0.00116101	0.00214415	0.00285832	0.00459294
5620	-797.916	0	-797.916	0.000855993	0.00242194	0.00239671	0.00542526
5630	-803.586	0	-803.586	0.00103577	0.00386015	0.00425781	0.00355979
5640	-804.821	0	-804.821	0.00283739	0.00513479	0.00368985	0.00813347
5650	-805.138	0	-805.138	0.00264001	0.00294828	0.00558801	0.00899974
5660	-803.983	0	-803.983	0.00274059	0.00277773	0.00404903	0.00719651
5670	-801.185	0	-801.185	0.00283358	0.00249609	0.00441445	0.00484743
5680	-801.376	0	-801.376	0.00136584	0.00220531	0.00348284	0.0060665
5690	-797.595	0	-797.595	0.00153924	0.00202052	0.00256122	0.00299039
5700	-798.415	0	-798.415	0.000911637	0.00219923	0.00311087	0.00189776
5710	-797.015	0	-797.015	0.00119494	0.00396386	0.0036761	0.00226165
5720	-800.181	0	-800.181	0.00250355	0.00264744	0.00195955	0.00295951
5730	-801.51	0	-801.51	0.00169383	0.00324503	0.00366067	0.00168407
5740	-799.699	0	-799.699	0.000977728	0.00212423	0.00268172	0.000933752
5750	-794.607	0	-794.607	0.000962025	0.00232656	0.0031062	0.00117955
5760	-798.074	0	-798.074	0.00119181	0.00265241	0.00265801	0.000757141
5770	-796.789	0	-796.789	0.00125697	0.00348917	0.00528574	0.00118346
5780	-800.731	0	-800.731	0.0022363	0.00443505	0.00388224	0.000813415
5790	-800.661	0	-800.661	0.00193233	0.0025534	0.00239628	0.00105618
5800	-797.597	0	-797.597	0.00118559	0.00443079	0.00498579	0.00272275
5810	-796.158	0	-796.158	0.00118115	0.00276487	0.00402796	0.00558431
5820	-798.184	0	-798.184	0.000434475	0.00339107	0.00354191	0.00358806
5830	-796.805	0	-796.805	0.000471048	0.00370523	0.00354972	0.00181899
5840	-799.433	0	-799.433	0.00030113	0.00301425	0.00301693	0.00937318
5850	-798.926	0	-798.926	0.000251251	0.00193402	0.00374714	0.0012197
5860	-800.008	0	-800.008	0.000479154	0.0019827	0.00504073	0.00189234
5870	-804.748	0	-804.748	0.000540561	0.00224245	0.00233293	0.00459807
5880	-802.509	0	-802.509	0.00165282	0.00230178	0.00319626	0.00272786
5890	-798.776	0	-798.776	0.00180199	0.00422931	0.00333249	0.00170947
5900	-797.883	0	-797.883	0.00120003	0.00345752	0.00281618	0.00518184
5910	-807.414	0	-807.414	0.003035	0.00573992	0.00401328	0.00412001
5920	-801.204	0	-801.204	0.00182113	0.0027013	0.0040475	0.00284131
5930	-796.923	0	-796.923	0.00172826	0.00389045	0.0035246	0.00243089
5940	-795.963	0	-795.963	0.00113531	0.00310657	0.00309918	0.0036855
5950	-794.86	0	-794.86	0.00126667	0.00280809	0.00417458	0.00184763
5960	-796.899	0	-796.899	0.0011456	0.00297701	0.00360577	0.00186282
5970	-798.171	0	-798.171	0.0019516	0.00245901	0.00335902	0.00165551
5980	-798.695	0	-798.695	0.00230077	0.00392163	0.00385085	0.00061838
5990	-798.765	0	-798.765	0.00156454	0.00262983	0.0031082	0.00117143
6000	-803.692	0	-803.692	0.00130717	0.00179167	0.00498164	0.00082669
6010	-802.381	0	-802.381	0.00135416	0.00531749	0.00534051	0.000644453
6020	-803.73	0	-803.73	0.00173168	0.00347366	0.00363014	0.000469976
6030	-800.039	0	-800.039	0.00163366	0.00291807	0.00421472	0.000334989
6040	-799.349	0	-799.349	0.000695826	0.00189178	0.00379845	0.000225892
6050	-798.608	0	-798.608	0.00126761	0.00174755	0.00265938	0.00111141
6060	-800.68	0	-800.68	0.00121904	0.00195483	0.00277845	0.000561574
6070	-807.343	0	-807.343	0.0012946	0.00260953	0.00294077	0.00124728
6080	-797.895	0	-797.895	0.000874097	0.00219992	0.0039394	0.00106787
6090	-801.895	0	-801.895	0.00115545	0.00320116	0.00384647	0.0026009
6100	-802.44	0	-802.44	0.000700373	0.0015248	0.00323767	0.00792667
6110	-802.968	0	-802.968	0.0013076	0.00108995	0.00364951	0.0044885
6120	-799.75	0	-799.75	0.000638656	0.00168581	0.0039261	0.00610411
6130	-799.358	0	-799.358	0.000530497	0.0036042	0.00392438	0.0043301
6140	-796.933	0	-796.933	0.000484448	0.00256164	0.00276568	0.00387185
6150	-795.611	0	-795.611	0.000383936	0.00169117	0.00324467	0.00253958
6160	-796.719	0	-796.719	0.00033215	0.00192291	0.00348794	0.00100167
6170	-796.934	0	-796.934	0.000700563	0.00258411	0.00392429	0.000982467
6180	-797.462	0	-797.462	0.000679508	0.00152695	0.00256682	0.00107049
6190	-797.173	0	-797.173	0.000677947	0.00228444	0.00337293	0.00272576
6200	-801.297	0	-801.297	0.000907904	0.00210537	0.00375952	0.00166539
6210	-803.127	0	-803.127	0.00143001	0.00336223	0.00602359	0.00372488
6220	-798.891	0	-798.891	0.0011114	0.00302755	0.00314584	0.00184641
6230	-799.038	0	-799.038	0.000840874	0.00242007	0.00277499	0.000452461
6240	-798.103	0	-798.103	0.00101134	0.00281575	0.00398424	0.000266638
6250	-795.084	0	-795.084	0.000609698	0.00262178	0.0039008	0.000502089
6260	-796.656	0	-796.656	0.000519903	0.00239336	0.0040407	0.000302062
6270	-802.7	0	-802.7	0.000567038	0.00159323	0.00348817	0.00043018
6280	-803.818	0	-803.818	0.000578147	0.0011135	0.00114378	0.000789589
6290	-799.631	0	-799.631	0.00138762	0.00331573	0.00265834	0.00296666
6300	-800.074	0	-800.074	0.00153159	0.00259236	0.00301254	0.00738816
6310	-797.238	0	-797.238	0.00106468	0.00171615	0.00345666	0.00610211
6320	-797.189	0	-797.189	0.00115411	0.00220335	0.00404154	0.00355941
6330	-800.596	0	-800.596	0.00223073	0.00433261	0.00385939	0.00582715
6340	-809.459	0	-809.459	0.00154842	0.00416624	0.00496063	0.0143822
6350	-798.009	0	-798.009	0.00171577	0.00344359	0.00427235	0.00299398
6360	-797.652	0	-797.652	0.0012147	0.00317547	0.00303085	0.00444086
6370	-798.757	0	-798.757	0.000911379	0.00382728	0.00238494	0.00346011
6380	-804.274	0	-804.274	0.00064052	0.00322385	0.00517842	0.00244756
6390	-802.09	0	-802.09	0.000439182	0.00529171	0.00546021	0.00371362
6400	-800.902	0	-800.902	0.000656232	0.00383911	0.0032568	0.00603399
6410	-805.976	0	-805.976	0.000658146	0.00285878	0.00254347	0.0121184
6420	-798.169	0	-798.169	0.000768713	0.00206948	0.00392545	0.00221854
6430	-802.521	0	-802.521	0.000871159	0.00315219	0.00343374	0.00280438
6440	-803.876	0	-803.876	0.000833285	0.00152875	0.00466706	0.00203045
6450	-800.535	0	-800.535	0.00130857	0.00314392	0.0045961	0.00525545
6460	-797.562	0	-797.562	0.00170605	0.00339001	0.0044708	0.00182344
6470	-796.593	0	-796.593	0.00151304	0.0037341	0.00463699	0.00254497
6480	-797.639	0	-797.639	0.000812275	0.00428766	0.00360276	0.00233024
6490	-796.833	0	-796.833	0.000651484	0.00250258	0.00211185	0.000611826
6500	-799.253	0	-799.253	0.000722853	0.00305713	0.0047056	0.000683515
6510	-797.031	0	-797.031	0.00109319	0.00321915	0.00379276	0.000309179
6520	-800.497	0	-800.497	0.000575187	0.00260803	0.00574719	0.000549256
6530	-804.71	0	-804.71	0.00138103	0.00210017	0.00283042	0.00335885
6540	-796.58	0	-796.58	0.00117298	0.00296094	0.00315191	0.00196148
6550	-803.638	0	-803.638	0.00343676	0.00278717	0.00299309	0.00325214
6560	-802.056	0	-802.056	0.00298816	0.00277906	0.00320388	0.0055995
6570	-802.568	0	-802.568	0.00239609	0.00202495	0.0048486	0.00519158
6580	-798.991	0	-798.991	0.00178119	0.00447039	0.00402419	0.00269944
6590	-795.92	0	-795.92	0.00102904	0.00261191	0.00401987	0.00463693
6600	-797.309	0	-797.309	0.00129694	0.00244626	0.00284296	0.00540169
6610	-802.907	0	-802.907	0.00119669	0.00212581	0.0054022	0.00421317
6620	-798.706	0	-798.706	0.00140594	0.00323511	0.00403509	0.00238956
6630	-798.735	0	-798.735	0.00206178	0.00270741	0.00366262	0.00115047
6640	-797.091	0	-797.091	0.00132373	0.00276314	0.00266154	0.0012594
6650	-797.603	0	-797.603	0.00118939	0.00241906	0.0051359	0.00217999
6660	-801.908	0	-801.908	0.00163473	0.00234257	0.00480633	0.00583186
6670	-800.49	0	-800.49	0.00109507	0.00351674	0.00244951	0.00387002
6680	-798.544	0	-798.544	0.00128749	0.00387267	0.00430694	0.00435103
6690	-796.195	0	-796.195	0.000956132	0.00246061	0.00302785	0.0026321
6700	-795.841	0	-795.841	0.000991004	0.0024569	0.00327434	0.00183404
6710	-798.762	0	-798.762	0.00129144	0.00408151	0.00283112	0.00164373
6720	-798.356	0	-798.356	0.00101211	0.00240491	0.00600551	0.000499068
6730	-799.05	0	-799.05	0.00122996	0.00207032	0.00345118	0.000361191
6740	-798.289	0	-798.289	0.000425066	0.00194614	0.00294902	0.000615013
6750	-798.552	0	-798.552	0.000446951	0.00165853	0.00356688	0.000546717
6760	-796.5	0	-796.5	0.000560518	0.00237268	0.00262216	0.00130924
6770	-797.012	0	-797.012	0.000371277	0.00193911	0.00371509	0.00238676
6780	-798.891	0	-798.891	0.000477842	0.00220969	0.00335307	0.0040813
6790	-799.73	0	-799.73	0.000265007	0.00239681	0.00429991	0.00295149
6800	-802.38	0	-802.38	0.000459305	0.00402389	0.0033684	0.00768344
6810	-801.473	0	-801.473	0.000757808	0.00182484	0.00412942	0.00191916
6820	-804.074	0	-804.074	0.000622497	0.00201214	0.00381991	0.00193022
6830	-796.054	0	-796.054	0.000762992	0.00317721	0.00325038	0.00191215
6840	-800.216	0	-800.216	0.00064843	0.00268965	0.00366905	0.00219462
6850	-801.319	0	-801.319	0.000968955	0.0023226	0.00347813	0.00102972
6860	-801.086	0	-801.086	0.000588027	0.00255566	0.00441093	0.00207965
6870	-796.482	0	-796.482	0.000559853	0.00222819	0.00337132	0.00238003
6880	-799.612	0	-799.612	0.000585948	0.00355759	0.00372488	0.00208379
6890	-804.893	0	-804.893	0.000473075	0.0040567	0.00486191	0.00961767
6900	-802.353	0	-802.353	0.000501077	0.00210998	0.00467939	0.00393894
6910	-804.536	0	-804.536	0.000527875	0.00238467	0.00476274	0.00291208
6920	-802.663	0	-802.663	0.000680274	0.00207191	0.00211394	0.00161994
6930	-798.107	0	-798.107	0.000583161	0.00236738	0.00278145	0.00383421
6940	-800.158	0	-800.158	0.000585238	0.00234458	0.00360732	0.00610194
6950	-796.648	0	-796.648	0.000617461	0.00185398	0.0041552	0.00366304
6960	-800.313	0	-800.313	0.000907972	0.00274522	0.00367758	0.00107476
6970	-794.774	0	-794.774	0.000643851	0.00283222	0.00331023	0.00112662
6980	-796.937	0	-796.937	0.000940821	0.00161951	0.00253421	0.000981979
6990	-799.494	0	-799.494	0.00120103	0.00270212	0.00591856	0.0033003
7000	-798.617	0	-798.617	0.000821473	0.0023907	0.00406332	0.00250844
7010	-799.049	0	-799.049	0.000761967	0.00120444	0.00264332	0.00295134
7020	-800.935	0	-800.935	0.00169312	0.00302516	0.00305813	0.00708997
7030	-799.034	0	-799.034	0.000756538	0.00223844	0.00243698	0.00418698
7040	-794.978	0	-794.978	0.00120566	0.00220163	0.00316484	0.00284611
7050	-798.534	0	-798.534	0.00107816	0.00342394	0.00450879	0.00210734
7060	-798.507	0	-798.507	0.002136	0.00480883	0.00377135	0.00392942
7070	-798.944	0	-798.944	0.00105743	0.0020061	0.00462704	0.00185576
7080	-798.54	0	-798.54	0.00127488	0.00331947	0.0030951	0.00359021
7090	-796.177	0	-796.177	0.000649517	0.00281275	0.00327905	0.00144111
7100	-797.453	0	-797.453	0.000972177	0.00332998	0.00450815	0.000965417
7110	-799.641	0	-799.641	0.000602562	0.00192181	0.00558973	0.000930837
7120	-796.848	0	-796.848	0.000704233	0.00262376	0.00357165	0.00113193
7130	-796.998	0	-796.998	0.000766909	0.00180815	0.00343788	0.00122212
7140	-800.244	0	-800.244	0.000492519	0.00115629	0.00211031	0.00250008
7150	-795.102	0	-795.102	0.000536596	0.00186198	0.00252503	0.00153685
7160	-796.447	0	-796.447	0.000734668	0.00231832	0.00387254	0.00133657
