Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]
3780	-801.064	0	-801.064	0.108093	0.0198532	0.0253024	0.0939059
3790	-797.077	0	-797.077	0.123577	0.0186083	0.0264917	0.0981948
3800	-798.241	0	-798.241	0.12644	0.0246175	0.0290959	0.118669
3810	-795.944	0	-795.944	0.140106	0.0235286	0.0232269	0.100734
3820	-798.658	0	-798.658	0.144628	0.0258841	0.030673	0.112747
3830	-797.771	0	-797.771	0.120758	0.0235464	0.0287479	0.103865
3840	-804.754	0	-804.754	0.11021	0.0361763	0.0243184	0.0934485
3850	-803.667	0	-803.667	0.113075	0.0264224	0.0201763	0.127149
3860	-801.625	0	-801.625	0.127084	0.0303662	0.0217557	0.0948488
3870	-801.785	0	-801.785	0.120868	0.0129406	0.0258044	0.11914
3880	-801.183	0	-801.183	0.128031	0.0248658	0.0296204	0.13007
3890	-796.243	0	-796.243	0.108919	0.0218336	0.0277706	0.125129
3900	-799.38	0	-799.38	0.108822	0.0306444	0.0224201	0.128722
3910	-800.898	0	-800.898	0.103316	0.0270876	0.0356363	0.118953
3920	-801.284	0	-801.284	0.127573	0.0417719	0.0309588	0.14175
3930	-802.765	0	-802.765	0.151576	0.0388829	0.0387375	0.123205
3940	-801.631	0	-801.631	0.170633	0.0308012	0.0400539	0.144839
3950	-796.418	0	-796.418	0.154195	0.0192631	0.0301843	0.136741
3960	-802.482	0	-802.482	0.138511	0.0206871	0.0378299	0.144026
3970	-797.434	0	-797.434	0.160626	0.0265275	0.0360812	0.0960226
3980	-800.397	0	-800.397	0.183418	0.0403999	0.036635	0.12963
3990	-800.16	0	-800.16	0.179486	0.020039	0.0338933	0.114634
4000	-798.71	0	-798.71	0.179327	0.0277104	0.0243702	0.119685
4010	-795.34	0	-795.34	0.157511	0.0224456	0.0316741	0.125652
4020	-797.403	0	-797.403	0.146982	0.0259513	0.0405152	0.0964956
4030	-795.157	0	-795.157	0.133785	0.0200663	0.0282425	0.103081
4040	-799.356	0	-799.356	0.106144	0.0336494	0.0338665	0.0919434
4050	-797.82	0	-797.82	0.118602	0.0288893	0.0276518	0.0922126
4060	-800.066	0	-800.066	0.133202	0.0181224	0.0252871	0.0905673
4070	-798.194	0	-798.194	0.123718	0.0237097	0.0254466	0.116011
4080	-796.595	0	-796.595	0.122612	0.0211995	0.0259248	0.0921226
4090	-800.584	0	-800.584	0.108896	0.033923	0.0375881	0.104848
4100	-802.948	0	-802.948	0.114861	0.00967757	0.041386	0.0906089
4110	-803.077	0	-803.077	0.12726	0.00928074	0.0316116	0.130212
4120	-797.178	0	-797.178	0.118128	0.0236211	0.0215439	0.0849462
4130	-798.494	0	-798.494	0.119818	0.0133986	0.0315764	0.0806913
4140	-797.786	0	-797.786	0.131647	0.014963	0.0276609	0.125253
4150	-797.385	0	-797.385	0.135457	0.0137357	0.0264924	0.125977
4160	-799.144	0	-799.144	0.172768	0.0290185	0.0246965	0.121327
4170	-798.254	0	-798.254	0.174201	0.0278506	0.0400667	0.0999912
4180	-801.534	0	-801.534	0.123822	0.0298069	0.0376299	0.144454
4190	-796.326	0	-796.326	0.140377	0.0335757	0.031361	0.0943559
4200	-795.268	0	-795.268	0.151551	0.0253058	0.0332864	0.0912343
4210	-796.775	0	-796.775	0.131837	0.0232114	0.0254386	0.100873
4220	-800.45	0	-800.45	0.137103	0.0200852	0.0220169	0.117798
4230	-798.752	0	-798.752	0.119903	0.021074	0.0311973	0.113025
4240	-799.143	0	-799.143	0.131647	0.0240644	0.0330593	0.122299
4250	-797.515	0	-797.515	0.134729	0.028341	0.0231456	0.110145
4260	-803.142	0	-803.142	0.0857774	0.0318394	0.0316318	0.12166
4270	-799.065	0	-799.065	0.139516	0.0243797	0.0258959	0.0989688
4280	-796.281	0	-796.281	0.135346	0.0245202	0.0246814	0.109618
4290	-797.758	0	-797.758	0.13916	0.016719	0.0328915	0.103671
4300	-798.459	0	-798.459	0.124219	0.0193218	0.0271497	0.100702
4310	-796.621	0	-796.621	0.12927	0.0206503	0.0283029	0.0830956
4320	-793.932	0	-793.932	0.131951	0.0218961	0.0281314	0.113786
4330	-796.75	0	-796.75	0.145064	0.0202923	0.0237219	0.115473
4340	-800.009	0	-800.009	0.142141	0.0188971	0.0275874	0.15144
4350	-799.623	0	-799.623	0.129354	0.0319257	0.025763	0.176332
4360	-798.523	0	-798.523	0.136721	0.0215083	0.0284467	0.16973
4370	-798.769	0	-798.769	0.172705	0.0182419	0.0332016	0.119595
4380	-803.689	0	-803.689	0.161586	0.0261706	0.0328504	0.125392
4390	-801.171	0	-801.171	0.127364	0.0291024	0.0357327	0.112627
4400	-799.912	0	-799.912	0.133353	0.0386137	0.031274	0.126249
4410	-794.971	0	-794.971	0.133432	0.0232261	0.0315737	0.102319
4420	-795.763	0	-795.763	0.137283	0.0280759	0.0287635	0.115473
4430	-800.482	0	-800.482	0.16414	0.016696	0.0295388	0.153849
4440	-799.763	0	-799.763	0.154095	0.0239652	0.0294175	0.134799
4450	-798.518	0	-798.518	0.101806	0.0346501	0.0308781	0.128692
4460	-797.187	0	-797.187	0.152723	0.0228174	0.0300736	0.13569
4470	-795.553	0	-795.553	0.153291	0.0223791	0.0315763	0.0871808
4480	-798.311	0	-798.311	0.131252	0.034249	0.0347295	0.0795346
4490	-796.322	0	-796.322	0.133755	0.023363	0.0327432	0.0845173
4500	-798.386	0	-798.386	0.127942	0.0239678	0.0314145	0.090545
4510	-798.763	0	-798.763	0.131792	0.0369395	0.0224904	0.100852
4520	-800.995	0	-800.995	0.120878	0.0283452	0.0295643	0.124291
4530	-805.3	0	-805.3	0.0807969	0.024581	0.0362574	0.115481
4540	-797.048	0	-797.048	0.126798	0.0294678	0.0307855	0.11289
4550	-803.975	0	-803.975	0.129681	0.0134609	0.0321186	0.118116
4560	-801.482	0	-801.482	0.120928	0.0270933	0.0315847	0.101867
4570	-799.616	0	-799.616	0.125492	0.0311668	0.0234812	0.119639
4580	-798.573	0	-798.573	0.113055	0.0316085	0.0224094	0.129409
4590	-802.541	0	-802.541	0.147832	0.0171408	0.0331702	0.0957266
4600	-796.284	0	-796.284	0.144172	0.0174008	0.0258907	0.115083
4610	-798.924	0	-798.924	0.110689	0.0298984	0.0304929	0.0891612
4620	-800.328	0	-800.328	0.120665	0.0171124	0.0233481	0.110217
4630	-804.066	0	-804.066	0.0782054	0.0239539	0.0264307	0.102134
4640	-800.182	0	-800.182	0.126356	0.0226092	0.0211883	0.141486
4650	-799.044	0	-799.044	0.129425	0.018168	0.0257053	0.0939208
4660	-800.497	0	-800.497	0.146561	0.0206341	0.0357436	0.128169
4670	-795.88	0	-795.88	0.145762	0.0209827	0.0315538	0.112016
4680	-796.609	0	-796.609	0.141095	0.0252514	0.0260813	0.114493
4690	-801.839	0	-801.839	0.134835	0.0200137	0.0413354	0.104466
4700	-800.61	0	-800.61	0.143982	0.0238266	0.0401887	0.098475
4710	-801.275	0	-801.275	0.147932	0.042252	0.0256203	0.105445
4720	-799.552	0	-799.552	0.177394	0.0274114	0.0253436	0.108317
4730	-803.398	0	-803.398	0.191615	0.0194548	0.0355327	0.0880597
4740	-799.382	0	-799.382	0.204923	0.0184421	0.0332233	0.104757
4750	-799.679	0	-799.679	0.207461	0.0267981	0.0228458	0.107272
4760	-801.245	0	-801.245	0.167554	0.0281589	0.0359546	0.141559
4770	-797.143	0	-797.143	0.16939	0.0343609	0.0272434	0.119607
4780	-795.439	0	-795.439	0.177967	0.0257531	0.0264354	0.104118
4790	-795.927	0	-795.927	0.151269	0.0261293	0.0290769	0.0884396
4800	-797.934	0	-797.934	0.154057	0.0256788	0.0229949	0.120301
4810	-798.781	0	-798.781	0.143325	0.0262853	0.0176305	0.118187
4820	-797.611	0	-797.611	0.174167	0.0212998	0.0311279	0.11421
4830	-798.211	0	-798.211	0.127251	0.0194801	0.0314059	0.115739
4840	-802.234	0	-802.234	0.134548	0.023826	0.0269859	0.0817227
4850	-799.108	0	-799.108	0.12378	0.0278409	0.0262453	0.116607
4860	-799.814	0	-799.814	0.10181	0.025254	0.0276361	0.102152
4870	-803.923	0	-803.923	0.118573	0.0311843	0.0180904	0.129613
4880	-801.725	0	-801.725	0.121692	0.0208295	0.0266087	0.138782
4890	-797.776	0	-797.776	0.110449	0.0299054	0.0341744	0.131743
4900	-798.876	0	-798.876	0.109008	0.0340335	0.0335784	0.139009
4910	-802.502	0	-802.502	0.140169	0.0360822	0.0214819	0.156198
4920	-800.416	0	-800.416	0.143086	0.0188758	0.033817	0.0995851
4930	-801.426	0	-801.426	0.123042	0.0279633	0.0305249	0.127212
4940	-800.904	0	-800.904	0.102378	0.0231468	0.0261845	0.137513
4950	-805.818	0	-805.818	0.133289	0.0269242	0.0215332	0.141389
4960	-796.326	0	-796.326	0.103835	0.0240739	0.0320502	0.116327
4970	-799.546	0	-799.546	0.116221	0.0182963	0.0255061	0.111663
4980	-800.091	0	-800.091	0.140614	0.0183568	0.0207214	0.123042
4990	-802.059	0	-802.059	0.0942367	0.0212471	0.0357584	0.0950943
5000	-802.215	0	-802.215	0.113889	0.013133	0.030041	0.101984
5010	-794.254	0	-794.254	0.138316	0.0214405	0.0259678	0.0969952
5020	-798.34	0	-798.34	0.170482	0.0226217	0.0232385	0.120223
5030	-796.128	0	-796.128	0.144312	0.0247533	0.0271111	0.123223
5040	-803.688	0	-803.688	0.177692	0.0261817	0.0215231	0.18609
5050	-800.596	0	-800.596	0.181266	0.0291631	0.0341891	0.148673
5060	-799.456	0	-799.456	0.160667	0.0164011	0.0307746	0.128163
5070	-795.278	0	-795.278	0.160077	0.0217098	0.0299581	0.103987
5080	-803.74	0	-803.74	0.15312	0.0126096	0.0210872	0.103996
5090	-798.562	0	-798.562	0.146451	0.0161777	0.026576	0.107858
5100	-802.928	0	-802.928	0.152555	0.0292195	0.0236381	0.0992821
5110	-796.062	0	-796.062	0.15032	0.0209581	0.0270543	0.127908
5120	-801.124	0	-801.124	0.159087	0.0281234	0.0258511	0.0961451
5130	-796.955	0	-796.955	0.185602	0.0282743	0.0284157	0.106457
5140	-797.531	0	-797.531	0.172509	0.0291697	0.0287848	0.128495
5150	-800.035	0	-800.035	0.121906	0.0226352	0.0206876	0.136501
5160	-798.642	0	-798.642	0.126315	0.0267483	0.0289187	0.133708
5170	-797.721	0	-797.721	0.159824	0.0200279	0.0303868	0.158808
5180	-798.857	0	-798.857	0.180591	0.0266748	0.0295095	0.103085
5190	-800.836	0	-800.836	0.195806	0.0182779	0.0273089	0.106674
5200	-800.208	0	-800.208	0.185163	0.0212667	0.0319799	0.080416
5210	-799.606	0	-799.606	0.173132	0.0205167	0.035286	0.079789
5220	-798.376	0	-798.376	0.180576	0.0177736	0.0290594	0.13099
5230	-803.534	0	-803.534	0.182987	0.0255221	0.030067	0.13274
5240	-799.726	0	-799.726	0.18309	0.0129858	0.0325351	0.107945
5250	-799.713	0	-799.713	0.116417	0.02198	0.0334586	0.148583
5260	-801.082	0	-801.082	0.127579	0.0321073	0.0284368	0.0985168
5270	-799.069	0	-799.069	0.133601	0.0195624	0.0291718	0.142019
5280	-799.709	0	-799.709	0.117974	0.0233677	0.0184734	0.147985
5290	-798.763	0	-798.763	0.131935	0.0167966	0.0379771	0.163154
5300	-798.926	0	-798.926	0.13913	0.0150352	0.0299305	0.137742
5310	-798.962	0	-798.962	0.144006	0.0277054	0.0200595	0.113733
5320	-797.902	0	-797.902	0.143017	0.0306508	0.0202249	0.104697
5330	-796.535	0	-796.535	0.153769	0.0266762	0.0278108	0.0957625
5340	-800.503	0	-800.503	0.148416	0.0217125	0.0298432	0.109287
5350	-804.954	0	-804.954	0.125983	0.0317986	0.0304113	0.0911995
5360	-800.224	0	-800.224	0.117786	0.0255449	0.022425	0.137438
5370	-796.983	0	-796.983	0.117179	0.0247792	0.0307938	0.11104
5380	-799.809	0	-799.809	0.113561	0.0255304	0.0286303	0.144041
5390	-797.987	0	-797.987	0.136889	0.0244682	0.0268003	0.132818
5400	-802.451	0	-802.451	0.138614	0.019553	0.0267737	0.162416
5410	-804.501	0	-804.501	0.141581	0.0173683	0.0295066	0.192208
5420	-800.716	0	-800.716	0.164145	0.0278162	0.0295667	0.129017
5430	-800.042	0	-800.042	0.165375	0.0245178	0.0379044	0.127931
5440	-799.028	0	-799.028	0.185564	0.0210482	0.0296752	0.135432
5450	-796.893	0	-796.893	0.176213	0.0275404	0.0270071	0.123295
5460	-796.589	0	-796.589	0.16569	0.0246829	0.0274829	0.121737
5470	-798.716	0	-798.716	0.148964	0.0330282	0.0321868	0.0920729
5480	-802.21	0	-802.21	0.127822	0.0350583	0.0334793	0.137249
5490	-799.047	0	-799.047	0.129571	0.029267	0.0270007	0.145497
5500	-798.357	0	-798.357	0.123766	0.0228105	0.0305805	0.168526
5510	-799.083	0	-799.083	0.14031	0.0239471	0.0342437	0.134386
5520	-799.743	0	-799.743	0.159449	0.0184091	0.0283129	0.123513
5530	-798.332	0	-798.332	0.175073	0.0208098	0.0316456	0.13739
5540	-800.032	0	-800.032	0.161899	0.0288533	0.0250479	0.193789
5550	-800.895	0	-800.895	0.137373	0.0173091	0.0310889	0.183388
5560	-797.615	0	-797.615	0.150395	0.0195614	0.0257103	0.15814
5570	-797.441	0	-797.441	0.135493	0.0234201	0.0241695	0.132677
5580	-802.7	0	-802.7	0.120745	0.0259653	0.0425359	0.124143
5590	-804.519	0	-804.519	0.146471	0.0244572	0.0286237	0.0985873
5600	-800.641	0	-800.641	0.125634	0.0186491	0.0296366	0.0993135
5610	-797.105	0	-797.105	0.121973	0.0325979	0.0326175	0.105088
5620	-797.916	0	-797.916	0.120226	0.0291175	0.0314255	0.109899
5630	-803.586	0	-803.586	0.13508	0.018863	0.0279269	0.137454
5640	-804.821	0	-804.821	0.122701	0.0229813	0.0255965	0.0778189
5650	-805.138	0	-805.138	0.127177	0.0276932	0.0246553	0.119942
5660	-803.983	0	-803.983	0.118913	0.0146592	0.035346	0.110723
5670	-801.185	0	-801.185	0.0789406	0.018622	0.0319617	0.105927
5680	-801.376	0	-801.376	0.111357	0.0236893	0.0282526	0.0792788
5690	-797.595	0	-797.595	0.114103	0.0308569	0.028267	0.116875
5700	-798.415	0	-798.415	0.11196	0.0416476	0.0267045	0.10485
5710	-797.015	0	-797.015	0.123444	0.0224846	0.0253507	0.102929
5720	-800.181	0	-800.181	0.0928029	0.0225078	0.0272592	0.103173
5730	-801.51	0	-801.51	0.143638	0.0107002	0.0341275	0.103134
5740	-799.699	0	-799.699	0.109667	0.0345826	0.025701	0.139978
5750	-794.607	0	-794.607	0.123734	0.0244159	0.0298738	0.0840689
5760	-798.074	0	-798.074	0.13229	0.0126367	0.0250149	0.12484
5770	-796.789	0	-796.789	0.12687	0.027405	0.0248168	0.110586
5780	-800.731	0	-800.731	0.107155	0.0211403	0.018283	0.0719247
5790	-800.661	0	-800.661	0.11998	0.0134457	0.0391228	0.0914127
5800	-797.597	0	-797.597	0.158587	0.0142673	0.0233416	0.0909924
5810	-796.158	0	-796.158	0.135238	0.0268174	0.0275305	0.0884679
5820	-798.184	0	-798.184	0.157204	0.0254575	0.0312151	0.0896174
5830	-796.805	0	-796.805	0.185615	0.0172777	0.0313787	0.0869511
5840	-799.433	0	-799.433	0.195879	0.0245724	0.0292857	0.105253
5850	-798.926	0	-798.926	0.182189	0.0295468	0.0419275	0.106637
5860	-800.008	0	-800.008	0.177869	0.0362152	0.0262145	0.126128
5870	-804.748	0	-804.748	0.179663	0.0372395	0.0329039	0.115029
5880	-802.509	0	-802.509	0.160815	0.0214603	0.0406149	0.0951755
5890	-798.776	0	-798.776	0.132119	0.0231308	0.0230623	0.0883616
5900	-797.883	0	-797.883	0.125971	0.0236773	0.0299292	0.132578
5910	-807.414	0	-807.414	0.131194	0.0238498	0.0316106	0.120006
5920	-801.204	0	-801.204	0.122197	0.0164556	0.0207399	0.140562
5930	-796.923	0	-796.923	0.116365	0.0221507	0.0268289	0.108698
5940	-795.963	0	-795.963	0.13415	0.0175849	0.0287134	0.11999
5950	-794.86	0	-794.86	0.147533	0.0213432	0.0272556	0.0944402
5960	-796.899	0	-796.899	0.110526	0.0255592	0.0266629	0.09655
5970	-798.171	0	-798.171	0.100249	0.0283216	0.0270756	0.124899
5980	-798.695	0	-798.695	0.110827	0.0248888	0.0260934	0.118635
5990	-798.765	0	-798.765	0.124492	0.024567	0.0189543	0.128808
6000	-803.692	0	-803.692	0.131254	0.0279552	0.0269877	0.129685
6010	-802.381	0	-802.381	0.127495	0.0190925	0.0191712	0.142738
6020	-803.73	0	-803.73	0.123668	0.0358549	0.0247883	0.150727
6030	-800.039	0	-800.039	0.095352	0.0299599	0.0280106	0.147986
6040	-799.349	0	-799.349	0.1243	0.0311822	0.028618	0.131542
6050	-798.608	0	-798.608	0.10831	0.026498	0.0339864	0.136904
6060	-800.68	0	-800.68	0.0973758	0.0308668	0.0309527	0.13412
6070	-807.343	0	-807.343	0.14337	0.0299508	0.0281572	0.155616
6080	-797.895	0	-797.895	0.126266	0.0290181	0.0242159	0.13037
6090	-801.895	0	-801.895	0.134148	0.0254739	0.0346682	0.143738
6100	-802.44	0	-802.44	0.128025	0.0306966	0.0317693	0.157824
6110	-802.968	0	-802.968	0.10484	0.0320176	0.0363427	0.127013
6120	-799.75	0	-799.75	0.131521	0.0323877	0.0382978	0.0998777
6130	-799.358	0	-799.358	0.163357	0.0266697	0.02796	0.121328
6140	-796.933	0	-796.933	0.175986	0.0255657	0.0328941	0.0880951
6150	-795.611	0	-795.611	0.144573	0.0295857	0.0299347	0.0953362
6160	-796.719	0	-796.719	0.151022	0.0324892	0.0295409	0.0992346
6170	-796.934	0	-796.934	0.141225	0.0293617	0.0302348	0.0981365
6180	-797.462	0	-797.462	0.129024	0.0202491	0.0275771	0.105451
6190	-797.173	0	-797.173	0.132638	0.0282014	0.0243271	0.124425
6200	-801.297	0	-801.297	0.135357	0.0408329	0.0205961	0.102986
6210	-803.127	0	-803.127	0.117747	0.0252056	0.0268046	0.0777972
6220	-798.891	0	-798.891	0.142671	0.0262355	0.0290796	0.112935
6230	-799.038	0	-799.038	0.153119	0.0326	0.0324901	0.113019
6240	-798.103	0	-798.103	0.149689	0.0220202	0.0231867	0.124208
6250	-795.084	0	-795.084	0.16621	0.022883	0.0278838	0.1121
6260	-796.656	0	-796.656	0.173761	0.0241766	0.0313852	0.118825
6270	-802.7	0	-802.7	0.164639	0.0239455	0.0427882	0.104394
6280	-803.818	0	-803.818	0.118344	0.0361913	0.038498	0.112862
6290	-799.631	0	-799.631	0.138074	0.020462	0.0405277	0.103768
6300	-800.074	0	-800.074	0.127443	0.0224708	0.0341413	0.117819
6310	-797.238	0	-797.238	0.127732	0.0226654	0.0344351	0.107863
6320	-797.189	0	-797.189	0.126919	0.0329558	0.0277723	0.0915978
6330	-800.596	0	-800.596	0.113135	0.0155344	0.0293775	0.116903
6340	-809.459	0	-809.459	0.138656	0.0208567	0.0268222	0.157669
6350	-798.009	0	-798.009	0.142385	0.0199821	0.0266885	0.122135
6360	-797.652	0	-797.652	0.144332	0.020568	0.0306714	0.0973831
6370	-798.757	0	-798.757	0.148425	0.0205781	0.0207082	0.125692
6380	-804.274	0	-804.274	0.195252	0.00989262	0.0207095	0.111871
6390	-802.09	0	-802.09	0.195214	0.0150961	0.0237949	0.0888293
6400	-800.902	0	-800.902	0.191366	0.0182066	0.0302455	0.0846648
6410	-805.976	0	-805.976	0.147575	0.0212819	0.039758	0.124365
6420	-798.169	0	-798.169	0.141776	0.0264192	0.0292308	0.135322
6430	-802.521	0	-802.521	0.155175	0.0152212	0.0234442	0.0999328
6440	-803.876	0	-803.876	0.148086	0.019544	0.0225275	0.0959037
6450	-800.535	0	-800.535	0.125677	0.0204388	0.03403	0.107598
6460	-797.562	0	-797.562	0.117042	0.0216784	0.031324	0.0774835
6470	-796.593	0	-796.593	0.126306	0.0240265	0.0256013	0.111915
6480	-797.639	0	-797.639	0.149893	0.0291969	0.0253894	0.109611
6490	-796.833	0	-796.833	0.147361	0.0249784	0.0293744	0.0880913
6500	-799.253	0	-799.253	0.141534	0.0260142	0.0284755	0.0993974
6510	-797.031	0	-797.031	0.124682	0.0239468	0.0270908	0.0790232
6520	-800.497	0	-800.497	0.132354	0.0298635	0.0241635	0.0956522
6530	-804.71	0	-804.71	0.149474	0.0153695	0.0278856	0.158877
6540	-796.58	0	-796.58	0.124515	0.0217913	0.0323848	0.127472
6550	-803.638	0	-803.638	0.0924302	0.0299563	0.0247302	0.140155
6560	-802.056	0	-802.056	0.0824425	0.0222398	0.0255819	0.0971417
6570	-802.568	0	-802.568	0.0948407	0.0180442	0.026748	0.12366
6580	-798.991	0	-798.991	0.114601	0.0180387	0.0242908	0.09934
6590	-795.92	0	-795.92	0.140242	0.0232914	0.0325483	0.0907734
6600	-797.309	0	-797.309	0.121362	0.03039	0.0305628	0.112667
6610	-802.907	0	-802.907	0.132036	0.0414823	0.0253951	0.102749
6620	-798.706	0	-798.706	0.116535	0.0267753	0.0247194	0.0904466
6630	-798.735	0	-798.735	0.0989459	0.0176498	0.028721	0.0950723
6640	-797.091	0	-797.091	0.122048	0.0169991	0.0359124	0.126611
6650	-797.603	0	-797.603	0.120742	0.0264125	0.0299325	0.0955726
6660	-801.908	0	-801.908	0.11751	0.0238817	0.0355985	0.0928103
6670	-800.49	0	-800.49	0.127063	0.0172809	0.0308676	0.131447
6680	-798.544	0	-798.544	0.140637	0.025984	0.0256112	0.122622
6690	-796.195	0	-796.195	0.141557	0.0297443	0.0301742	0.106735
6700	-795.841	0	-795.841	0.140204	0.0308456	0.0240178	0.111678
6710	-798.762	0	-798.762	0.140413	0.0214674	0.0257655	0.138775
6720	-798.356	0	-798.356	0.134998	0.0311895	0.0261843	0.110382
6730	-799.05	0	-799.05	0.139482	0.0226651	0.0263315	0.102819
6740	-798.289	0	-798.289	0.190755	0.022821	0.0278686	0.136631
6750	-798.552	0	-798.552	0.169571	0.0293358	0.0304563	0.148308
6760	-796.5	0	-796.5	0.157144	0.0311717	0.0281136	0.128705
6770	-797.012	0	-797.012	0.161088	0.0238609	0.0277757	0.128877
6780	-798.891	0	-798.891	0.187962	0.0182082	0.0342847	0.129751
6790	-799.73	0	-799.73	0.178359	0.0261348	0.0301653	0.0970312
6800	-802.38	0	-802.38	0.181181	0.0310188	0.0212583	0.127854
6810	-801.473	0	-801.473	0.17291	0.0245096	0.0340477	0.138715
6820	-804.074	0	-804.074	0.174495	0.0119862	0.0353945	0.125325
6830	-796.054	0	-796.054	0.139191	0.0286682	0.0256305	0.12613
6840	-800.216	0	-800.216	0.171939	0.0353452	0.023129	0.157088
6850	-801.319	0	-801.319	0.169794	0.0236569	0.0307672	0.162623
6860	-801.086	0	-801.086	0.156484	0.0203002	0.0306817	0.114711
6870	-796.482	0	-796.482	0.167665	0.028326	0.0251451	0.141638
6880	-799.612	0	-799.612	0.148939	0.028599	0.0251827	0.154319
6890	-804.893	0	-804.893	0.170487	0.0313883	0.0186805	0.1335
6900	-802.353	0	-802.353	0.15724	0.0305014	0.0208786	0.150162
6910	-804.536	0	-804.536	0.172722	0.0429531	0.0229421	0.146832
6920	-802.663	0	-802.663	0.146605	0.0280124	0.0396497	0.130289
6930	-798.107	0	-798.107	0.14908	0.0259958	0.0367555	0.145182
6940	-800.158	0	-800.158	0.136671	0.0269359	0.0343225	0.127045
6950	-796.648	0	-796.648	0.158172	0.0274775	0.0325748	0.102505
6960	-800.313	0	-800.313	0.156023	0.0324278	0.033488	0.126354
6970	-794.774	0	-794.774	0.16409	0.0225185	0.0301135	0.104281
6980	-796.937	0	-796.937	0.147477	0.0251752	0.0353622	0.105197
6990	-799.494	0	-799.494	0.133918	0.0308198	0.0318006	0.109979
7000	-798.617	0	-798.617	0.136267	0.0358461	0.0310624	0.0833321
7010	-799.049	0	-799.049	0.132269	0.0282401	0.0425264	0.0885488
7020	-800.935	0	-800.935	0.140834	0.0303321	0.0323111	0.105357
7030	-799.034	0	-799.034	0.143749	0.031209	0.0267926	0.111112
7040	-794.978	0	-794.978	0.130242	0.018157	0.0269053	0.103994
7050	-798.534	0	-798.534	0.134129	0.0276705	0.0262388	0.0692492
7060	-798.507	0	-798.507	0.114974	0.0210687	0.0234183	0.0887476
7070	-798.944	0	-798.944	0.130934	0.0258682	0.0242924	0.0784008
7080	-798.54	0	-798.54	0.14016	0.0272443	0.0238004	0.095129
7090	-796.177	0	-796.177	0.152991	0.0361822	0.0253314	0.100535
7100	-797.453	0	-797.453	0.156128	0.0297816	0.0277303	0.092429
7110	-799.641	0	-799.641	0.16818	0.0244765	0.0253041	0.10488
7120	-796.848	0	-796.848	0.150528	0.0266606	0.0210009	0.120045
7130	-796.998	0	-796.998	0.144908	0.0230919	0.0367949	0.0928358
7140	-800.244	0	-800.244	0.138153	0.0433654	0.0296469	0.110487
7150	-795.102	0	-795.102	0.139074	0.0270755	0.0360145	0.11709
7160	-796.447	0	-796.447	0.134859	0.0201395	0.0296403	0.12859
7170	-796.818	0	-796.818	0.132532	0.0208362	0.027637	0.0875192
7180	-795.847	0	-795.847	0.125218	0.0174867	0.0275755	0.125993
7190	-800.34	0	-800.34	0.129789	0.0214616	0.0324758	0.0673233
7200	-810.617	0	-810.617	0.148537	0.0291384	0.0341624	0.143845
7210	-797.972	0	-797.972	0.146699	0.0276785	0.0362779	0.0822397
7220	-795.991	0	-795.991	0.147425	0.0261218	0.0243597	0.0985626
7230	-799.621	0	-799.621	0.179596	0.021437	0.0392064	0.12521
7240	-796.13	0	-796.13	0.181772	0.0233852	0.0364893	0.112753
7250	-796.373	0	-796.373	0.162024	0.0288786	0.026949	0.10068
7260	-799.017	0	-799.017	0.167313	0.0219587	0.0256451	0.0825192
7270	-798.643	0	-798.643	0.157588	0.0279513	0.0359976	0.105771
7280	-798.964	0	-798.964	0.170473	0.0323184	0.0266032	0.112619
7290	-796.923	0	-796.923	0.153625	0.0317419	0.0333616	0.118865
7300	-800.329	0	-800.329	0.176454	0.0276941	0.0326783	0.1293
7310	-805.29	0	-805.29	0.186141	0.0208747	0.0271171	0.113194
7320	-799.713	0	-799.713	0.161514	0.0257625	0.0287385	0.172132
7330	-797.019	0	-797.019	0.148004	0.0199419	0.0259066	0.116367
7340	-797.391	0	-797.391	0.128193	0.0231967	0.0264983	0.0947025
7350	-804.124	0	-804.124	0.13136	0.0136577	0.0330137	0.132977
7360	-802.12	0	-802.12	0.129166	0.0186853	0.0236632	0.137198
7370	-800.064	0	-800.064	0.125941	0.0180559	0.0286169	0.161629
7380	-806.479	0	-806.479	0.0987427	0.0261557	0.0336861	0.158732
7390	-798.91	0	-798.91	0.126755	0.015167	0.0367165	0.116666
7400	-803.105	0	-803.105	0.129469	0.0115643	0.023734	0.128537
7410	-798.895	0	-798.895	0.101006	0.018999	0.02609	0.145403
7420	-801.521	0	-801.521	0.107842	0.0214366	0.0240979	0.101861
7430	-797.167	0	-797.167	0.152268	0.0223057	0.0239957	0.109115
7440	-797.246	0	-797.246	0.146172	0.0180204	0.0357868	0.121383
7450	-801.072	0	-801.072	0.119696	0.0259715	0.037972	0.125141
7460	-796.504	0	-796.504	0.123143	0.0209472	0.0304127	0.0913707
7470	-796.194	0	-796.194	0.144002	0.0186333	0.0259268	0.115641
7480	-800.272	0	-800.272	0.154708	0.031805	0.0354286	0.0888832
7490	-809.032	0	-809.032	0.176771	0.0273256	0.0380526	0.0982165
7500	-798.312	0	-798.312	0.149573	0.0215752	0.037099	0.112309
7510	-803.09	0	-803.09	0.141746	0.0279939	0.0347148	0.132457
7520	-801.908	0	-801.908	0.120781	0.0222165	0.03003	0.168494
7530	-800.606	0	-800.606	0.124319	0.0271915	0.0269178	0.152854
