Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	death	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
520	-38266.2	-38344.96	78.76304	12.10746	10.42132	3.890879	30.81102	4.312355	4.312355	0.0672063	0.415343	0.196077	0.221948	0.470145	0.193861	0.447607	0.107924	2.13411	0.210839	0.2354527	0.1489382	0.08651446	3.91691	3.59426	2.08857	2.50751	2.94709	2.17386	2.74663	2.0673	1.40556	3.55587	-5.762539	0.003734965	0.00489814	0.00296436	0.00255936	0.0066203	0.00175822	0.0112987	0.00174836	0.00242593	0.00267891	0.00429921	0.00302569	0.0032012	0.00233844	0.00261761	0.00946151	0.0026851	0.00112998	0.00431433	0.00341719	0.00179324	0.00566109	0.00213891	0.00858588	0.00100519	0.00445734	0.0049598	0.0134822	0.00435631	0.00159147	0.00238142	0.00212215	0.00214903	0.00207795	0.0013744	0.00173505	0.00263875	0.00288811	0.00383155	0.00185393	0.00195857	0.00263556	0.00177159	0.00132313	0.00272961	0.00255873	0.000969942	0.00956271	0.00288485	0.0113041	0.00204156	1	0.202879	0.440093	0.29022	0.185507	0.15899	0.177693	1.13633	0.277324	0.241289	30.81102	0.6325611
530	-38289.75	-38347.89	58.14138	4.135624	3.215625	0.9794981	7.674924	1.159842	1.159842	0.0284259	0.272655	0.238026	0.326454	0.194816	0.188554	0.413893	0.0931547	1.13054	0.1846	0.3918558	0.1309893	0.2608665	3.28125	3.06243	2.31333	2.49031	2.62507	1.53829	2.18626	1.77375	1.25452	3.92854	-4.512559	0.01303605	0.0195109	0.0129083	0.00627027	0.0108801	0.00591078	0.0358276	0.0180938	0.0227515	0.00802722	0.00931269	0.011575	0.0103469	0.00703229	0.0132614	0.0308389	0.0102692	0.00652043	0.0130092	0.0116009	0.00787458	0.0132847	0.00526277	0.0291712	0.00320668	0.0245588	0.0160972	0.0276114	0.00882723	0.0103095	0.011588	0.0058018	0.0118767	0.00582982	0.00623653	0.00440697	0.00996812	0.0106212	0.0180129	0.00580967	0.0130859	0.0098138	0.00568866	0.00834854	0.0112227	0.00367913	0.00775833	0.0131469	0.0134708	0.0145588	0.00605073	1	0.229045	0.455594	0.284263	0.176076	0.152658	0.17183	1.11189	0.297948	0.281091	7.674924	0.3342794
540	-38274.73	-38348.74	74.00769	12.23267	8.912715	3.096274	22.33298	3.123135	3.123135	0.00401932	0.343188	0.233752	0.216501	0.42472	1.67509	0.391865	0.0990354	0.466079	0.277258	0.2026346	0.1073278	0.09530677	3.42178	3.36464	2.00232	2.77343	2.66334	2.43672	2.75832	2.38767	1.5453	3.04933	-5.683514	0.004042097	0.0047704	0.00268594	0.00267696	0.00302111	0.00184347	0.0112569	0.0026163	0.00274282	0.00199846	0.00805511	0.00459611	0.00331398	0.00302738	0.00257344	0.0119957	0.00318326	0.000944516	0.00503947	0.00730948	0.00416405	0.0042975	0.00233919	0.0103248	0.0009042	0.0050384	0.00578764	0.00369649	0.00411801	0.00385555	0.00219034	0.00122526	0.00495269	0.002601	0.0159934	0.00205533	0.00176071	0.00452784	0.0120198	0.00343083	0.00151493	0.00390794	0.00152077	0.0174058	0.0032603	0.00203993	0.0041269	0.00568557	0.00315738	0.003379	0.00281589	1	0.251648	0.467546	0.336772	0.19724	0.197337	0.178936	1.0838	0.283016	0.278038	22.33298	0.5296619
550	-38273.12	-38339.92	66.79843	4.860505	2.329062	1.085776	7.943189	1.297227	1.297227	0.00946957	0.407546	0.182083	0.250987	0.520043	0.309942	0.322914	0.113862	2.22362	0.302145	0.3760735	0.1137626	0.2623109	3.23934	3.36824	2.11628	2.58557	2.99043	1.2516	2.07273	2.23392	1.58217	3.01144	-4.606812	0.01186349	0.013459	0.00718769	0.00481576	0.00969456	0.00447787	0.0297966	0.00795599	0.00931966	0.00697896	0.0132241	0.00945334	0.0057476	0.00697267	0.00821615	0.0299281	0.00944887	0.00378296	0.0153532	0.0145603	0.0104244	0.0207385	0.00649486	0.0213793	0.00228738	0.0132448	0.0109781	0.0106809	0.00975477	0.00798884	0.00624333	0.00769685	0.0115143	0.00646359	0.00706375	0.00375678	0.00514523	0.00733679	0.00841532	0.00706603	0.0149272	0.0106657	0.0131578	0.00367401	0.00973477	0.0212583	0.00629134	0.00899525	0.0136644	0.00759157	0.00775489	1	0.247464	0.467257	0.35198	0.219353	0.162135	0.187806	1.38046	0.379522	0.277861	7.943189	0.302501
560	-38269.51	-38348.87	79.36408	16.11292	5.610624	2.737021	19.14933	2.836248	2.836248	0.0224638	0.504892	0.148693	0.370281	0.265773	0.198973	0.621473	0.0945773	0.938437	0.141017	0.3076521	0.1174471	0.190205	3.8568	3.07562	2.18448	3.32426	3.05114	0.820691	2.56137	1.84608	1.84756	3.36795	-5.447985	0.005115588	0.00508426	0.00240675	0.00196902	0.00571775	0.00309021	0.014974	0.00372799	0.00449089	0.00380857	0.00548642	0.00427493	0.0044188	0.00468499	0.00319321	0.0138772	0.00553103	0.00205316	0.00500315	0.00456341	0.00312857	0.00667636	0.00263127	0.00668519	0.000990608	0.00370262	0.00356637	0.0035579	0.00313372	0.00686105	0.00491322	0.00406634	0.00340584	0.00371831	0.00215782	0.0015241	0.0026277	0.00493949	0.00333444	0.00166909	0.00107821	0.00144138	0.00990123	0.00428816	0.00528192	0.00547552	0.00131413	0.00273381	0.00856812	0.00774928	0.00260603	1	0.247464	0.465633	0.364349	0.206537	0.18624	0.179167	1.39872	0.329125	0.245852	19.14933	0.3817529
570	-38276.81	-38340.35	63.54608	5.029911	2.796261	1.266777	9.396563	1.383698	1.383698	0.0215838	0.554494	0.219012	0.64001	0.389337	0.11538	1.27307	0.102622	1.44837	0.134199	0.3100903	0.08401998	0.2260703	3.7607	3.39731	2.41053	2.89057	2.54787	2.57686	2.23063	1.67128	1.68622	2.44699	-4.898571	0.008861417	0.010842	0.00792482	0.00532491	0.00881648	0.00410432	0.0231767	0.00641122	0.00734615	0.00850096	0.0075932	0.00600554	0.00465768	0.00888353	0.00596817	0.0242655	0.0108282	0.00308383	0.0127005	0.0142121	0.00742481	0.0107277	0.0056953	0.0136941	0.00177907	0.00679949	0.0117372	0.0164881	0.0242563	0.00613748	0.0245862	0.00539764	0.0129349	0.00841104	0.00777729	0.00729975	0.00664166	0.0184758	0.00636437	0.00944692	0.00651325	0.00673376	0.0109867	0.00472832	0.0117267	0.0063411	0.00672497	0.0148675	0.00752521	0.00771311	0.0105412	1	0.251081	0.491804	0.29869	0.209528	0.206559	0.164784	1.18239	0.319401	0.28389	9.396563	0.2709533
580	-38244.42	-38308.84	64.42313	5.05389	2.422773	1.57181	9.218271	1.618364	1.618364	0.0575182	0.361811	0.223917	0.404738	0.333581	0.111805	0.357553	0.0985217	0.569316	0.169658	0.6830497	0.3446884	0.3383613	3.31765	3.07784	2.28841	2.75603	2.84735	0.987275	1.58413	2.42575	1.5803	3.62155	-4.815849	0.009625622	0.0196739	0.00738829	0.00363805	0.00641127	0.00623394	0.0338794	0.00334559	0.00636997	0.00488378	0.00888414	0.00397782	0.0078993	0.00361328	0.00569027	0.0245094	0.00930094	0.00212974	0.0128604	0.0174092	0.0137387	0.0182409	0.00706512	0.01327	0.00197055	0.00713932	0.0104827	0.00773867	0.030744	0.0034973	0.00645072	0.00581598	0.00755751	0.00678906	0.00415297	0.00671063	0.00936334	0.0040593	0.00686338	0.00615761	0.0126442	0.00607245	0.00594772	0.0051408	0.010707	0.00651663	0.00506825	0.00983109	0.0117055	0.00272834	0.00731283	1	0.249982	0.538302	0.355558	0.216985	0.166066	0.208973	1.1332	0.315238	0.299315	9.218271	0.5046315
590	-38249.39	-38296.23	46.83868	3.472432	1.294677	0.7205807	4.167438	0.7363015	0.7363015	0.073296	0.472641	0.185343	0.308342	0.205892	0.117204	0.447324	0.0772802	0.603789	0.244959	0.9236318	0.3650779	0.5585539	3.18502	3.61749	2.21973	2.47522	2.06745	2.85836	2.5025	1.75814	2.01618	2.8246	-4.147538	0.018779	0.0351774	0.0176353	0.00873979	0.0126685	0.00584703	0.0496288	0.00998631	0.00988863	0.0226218	0.0196461	0.0100002	0.00940894	0.0236757	0.0139045	0.0375497	0.0194721	0.00895313	0.0293388	0.0287365	0.020669	0.0331254	0.0115344	0.02637	0.0029017	0.0193165	0.0152548	0.0150225	0.0136291	0.0164715	0.014951	0.00602449	0.0201922	0.0108846	0.014654	0.00556646	0.0305899	0.0110985	0.00435993	0.0321302	0.036694	0.0113292	0.0137227	0.0165904	0.0170586	0.0252209	0.0238488	0.0255457	0.0231541	0.0116853	0.0147298	1	0.282834	0.513623	0.352247	0.215236	0.19976	0.177218	1.0416	0.305579	0.343857	4.167438	0.3952634
600	-38209.29	-38304.34	95.05127	23.47859	6.939869	4.20816	26.35537	4.382086	4.382086	0.026833	0.40778	0.232677	0.564175	0.202833	0.500984	0.31333	0.0821503	0.454911	0.249195	0.1318718	0.007699054	0.1241728	2.59449	3.11414	2.64471	2.6222	2.91346	1.8606	2.22861	1.75448	1.78285	2.69065	-5.943639	0.003116275	0.00586039	0.00332641	0.00215233	0.00251454	0.00115536	0.00987574	0.00159986	0.00247847	0.00264363	0.00358003	0.00271445	0.00244817	0.00341739	0.00197638	0.00771954	0.00321962	0.000639917	0.00287924	0.00417202	0.002726	0.00714075	0.0022441	0.00625839	0.000891928	0.00405663	0.00224458	0.00271023	0.00156622	0.00377144	0.00226742	0.00280529	0.00213534	0.00244877	0.00803163	0.00152873	0.00168754	0.0010782	0.00108688	0.00234564	0.00456523	0.00377271	0.00335113	0.00078663	0.00354672	0.00138126	0.00172284	0.0044825	0.00523847	0.00328078	0.00199867	1	0.260765	0.471078	0.326256	0.20611	0.160309	0.166456	1.09452	0.363084	0.319988	26.35537	0.05838287
610	-38252.37	-38312.76	60.39634	6.238758	2.99708	1.445133	10.44648	1.616906	1.616906	0.0387488	0.383206	0.256054	0.341633	0.382365	0.295177	0.155978	0.0632649	1.70747	0.208861	0.423652	0.1055723	0.3180796	3.34285	3.66189	2.34486	2.23546	2.39686	1.07744	2.38518	2.29363	1.75154	3.35764	-4.836609	0.009427855	0.024767	0.0107467	0.00308267	0.00748726	0.00434773	0.0188851	0.00402014	0.00783495	0.00774052	0.0129014	0.0129007	0.00545686	0.00688678	0.00360235	0.0225943	0.00952361	0.00609893	0.0220878	0.0125654	0.0062938	0.0136356	0.00366624	0.013143	0.00169836	0.00649854	0.00907905	0.00708978	0.0101682	0.00310198	0.00936822	0.00691163	0.00608065	0.00403771	0.00649018	0.0043896	0.00427891	0.0101721	0.00375957	0.0194089	0.0164809	0.00494076	0.0116216	0.00412303	0.0113469	0.0016759	0.00756357	0.00735522	0.0168281	0.00231431	0.00635084	1	0.252854	0.485695	0.277246	0.214361	0.156982	0.174266	1.02653	0.32439	0.294925	10.44648	0.2491959
620	-38243.35	-38329.54	86.19223	10.91649	4.137644	2.080987	14.65842	2.362808	2.362808	0.0328203	0.387723	0.213849	0.173993	0.167601	0.319147	0.529127	0.0979808	1.63634	0.166391	0.3529238	0.0910516	0.2618722	3.32809	2.89276	2.14084	2.20293	2.70202	2.63217	2.53873	1.50551	1.71363	2.50469	-5.483893	0.004935155	0.00829133	0.00341908	0.00140217	0.00481728	0.00292177	0.0133441	0.00390972	0.00238425	0.0038891	0.0070546	0.00707056	0.00293427	0.00191454	0.00521322	0.0109192	0.00498217	0.00358183	0.0134592	0.00608907	0.00377552	0.00722629	0.00245447	0.00596572	0.000689437	0.00456677	0.00409554	0.00323862	0.00689123	0.00553949	0.011137	0.00272041	0.00275492	0.00341864	0.00644513	0.00171684	0.00511668	0.00422971	0.00386435	0.00520603	0.0104857	0.00374091	0.00380255	0.0031604	0.00511771	0.00424894	0.00350584	0.00424329	0.00610831	0.00161855	0.00348201	1	0.318438	0.542608	0.344926	0.296601	0.239205	0.234263	1.13524	0.415505	0.348112	14.65842	0.2579923
630	-38225.07	-38300.1	75.02747	7.054172	2.362383	1.38718	9.472539	1.48934	1.48934	0.0807435	0.51584	0.208443	0.431895	0.24378	0.476014	0.403262	0.106063	1.42659	0.236206	0.2578105	0.02848666	0.2293238	4.07895	3.30593	2.24711	2.77662	2.90798	1.48777	2.5125	2.30052	1.50226	3.283	-4.970892	0.008243175	0.00690161	0.00327438	0.00246861	0.00819189	0.00451339	0.0148364	0.00760735	0.0091185	0.00689384	0.0101548	0.00697705	0.00664892	0.00317806	0.00467751	0.0153449	0.00695073	0.0023818	0.00913654	0.0119042	0.00912635	0.0132756	0.00471942	0.00946259	0.00114383	0.00595372	0.00618859	0.0047359	0.0101872	0.00885299	0.00952014	0.00550009	0.00511852	0.00548096	0.00597319	0.00550803	0.0044326	0.00443587	0.0042175	0.00418015	0.0194632	0.00472799	0.00752514	0.00347559	0.00800007	0.00393319	0.00408716	0.0135855	0.00693288	0.00313645	0.00974911	1	0.291775	0.560327	0.396139	0.235276	0.14684	0.207854	1.23204	0.423876	0.347795	9.472539	0.1104946
640	-38198.5	-38289.32	90.81309	11.18215	7.811054	3.952768	25.67938	4.527015	4.527015	0.0941948	0.337559	0.248801	0.302337	0.20633	0.41498	0.494548	0.0505362	0.390986	0.195867	0.144827	0.01504041	0.1297866	3.67464	3.63055	2.18789	2.32405	2.55005	1.48366	2.36273	1.98247	1.48927	2.75605	-5.820417	0.003524929	0.00385173	0.00213096	0.00130373	0.00263897	0.0014961	0.00874063	0.0026719	0.00303147	0.00253368	0.0024336	0.00177746	0.00224292	0.00248011	0.00267833	0.00655957	0.00298437	0.00164072	0.00750636	0.00309669	0.0031984	0.00569069	0.00179482	0.0139017	0.000741644	0.00883692	0.00524625	0.00349464	0.00562503	0.0021099	0.00251378	0.00365189	0.00266425	0.00181755	0.00489116	0.00166542	0.00586167	0.00218121	0.00255823	0.000814591	0.00637071	0.00191428	0.000698891	0.00212716	0.00349041	0.00230093	0.00299175	0.00604909	0.0028906	0.00219247	0.0031563	1	0.227761	0.495035	0.334583	0.188412	0.170379	0.189194	0.869485	0.300628	0.300879	25.67938	0.1038508
650	-38248.51	-38301.66	53.15355	6.663352	2.348338	1.252907	8.971598	1.535772	1.535772	0.032166	0.764015	0.181941	0.560212	0.11738	0.111405	2.37122	0.118095	0.823354	0.159131	0.3893253	0.1315862	0.2577391	4.25029	3.72764	2.33476	2.33372	2.8377	3.17434	2.58608	2.47119	1.82953	3.01032	-4.536262	0.01273069	0.00777723	0.00541992	0.00400358	0.0112416	0.00475182	0.024718	0.00435047	0.00691332	0.00766796	0.0116969	0.00751906	0.00576644	0.00711635	0.00595971	0.0168429	0.0100074	0.00469932	0.0128381	0.0110969	0.00595154	0.0211552	0.0102221	0.0170119	0.00251087	0.0122188	0.0101063	0.0155873	0.00643763	0.0118069	0.00872448	0.0197873	0.00986836	0.00665434	0.00886788	0.0119954	0.00559627	0.0336517	0.00548112	0.00834494	0.0397568	0.00992334	0.0103687	0.0041025	0.013292	0.00900125	0.0086669	0.0147617	0.00959424	0.00809984	0.0126857	1	0.221471	0.4554	0.286349	0.209033	0.135183	0.165955	0.910186	0.252082	0.264879	8.971598	0.3379852
660	-38242.27	-38306.02	63.75248	6.279106	2.165401	1.344835	8.397025	1.473054	1.473054	0.0279719	0.425471	0.246228	0.349668	0.520053	1.96494	0.496822	0.105191	1.15036	0.126557	0.4168507	0.09815817	0.3186925	3.70526	3.01474	1.9962	2.25175	2.26574	1.67079	2.03222	2.43445	1.73137	3.28024	-4.683132	0.01099176	0.0119961	0.00540437	0.00300268	0.017687	0.00687722	0.0245692	0.00630875	0.00677187	0.00554407	0.00788166	0.00848739	0.00676566	0.00593186	0.00788938	0.0216153	0.0103785	0.00297211	0.0169443	0.0166635	0.0140747	0.0236709	0.00939334	0.0196675	0.00337614	0.013433	0.00988368	0.0127468	0.00561238	0.00981055	0.0071773	0.00813006	0.00949795	0.00897456	0.00342662	0.0144101	0.00464137	0.0111535	0.010651	0.00766242	0.0269767	0.00425862	0.00745764	0.00997994	0.0146933	0.00781266	0.00813342	0.00676155	0.0260463	0.00379195	0.00714805	1	0.241007	0.52752	0.325583	0.212007	0.158209	0.209263	0.910146	0.339222	0.271343	8.397025	0.2354756
670	-38213.74	-38310.21	96.46776	19.93414	7.584872	3.444353	26.85078	3.920362	3.920362	0.0458545	0.392138	0.241798	0.404462	0.327135	9.02335	0.432885	0.0846042	0.975884	0.156267	0.1510076	0.04908679	0.1019208	4.64553	3.13467	2.18862	2.6788	2.19444	1.70796	1.82818	1.91548	1.93764	3.14732	-5.739592	0.003821663	0.00444706	0.00275522	0.00163197	0.00340429	0.0026989	0.00672027	0.00297595	0.00283241	0.00246976	0.00429695	0.00368573	0.0032024	0.00310494	0.0024166	0.00626436	0.00364425	0.00208409	0.00456605	0.00441247	0.00225066	0.00562674	0.00218813	0.00591863	0.000664238	0.00276774	0.00315174	0.00474618	0.00204315	0.00281899	0.00285514	0.00267792	0.0071793	0.00291098	0.00330331	0.00148551	0.00256263	0.0011781	0.00174486	0.00252285	0.0087788	0.00300911	0.00190569	0.00218092	0.00439554	0.0071096	0.0023978	0.00365254	0.00358268	0.0018792	0.00359792	1	0.22625	0.485887	0.311794	0.208164	0.162822	0.173067	0.888043	0.35595	0.312969	26.85078	0.3250618
680	-38207.77	-38307.4	99.63371	26.81397	8.088957	4.637408	33.23426	4.831874	4.831874	0.0619575	0.314413	0.30382	0.43029	0.360341	22.0677	0.462377	0.108093	0.529551	0.233374	0.1375948	0.04059745	0.09699731	3.1155	3.27118	2.57678	2.25845	2.61647	2.42692	3.11575	1.76972	1.21994	3.25206	-6.072948	0.002738278	0.0030639	0.00176759	0.00162272	0.00290487	0.00141593	0.00520882	0.00205623	0.00330857	0.0020409	0.00287102	0.00214819	0.00194555	0.00222544	0.00257354	0.00292209	0.00304289	0.00110976	0.00198454	0.00277401	0.00176328	0.00496868	0.00170556	0.00334526	0.000627481	0.00178282	0.0020088	0.00656999	0.00143529	0.00196031	0.00224635	0.00287851	0.00405285	0.00291326	0.00181576	0.00262724	0.00360544	0.000491815	0.00262196	0.00129455	0.0105436	0.00107497	0.00252135	0.00241777	0.00365091	0.00278045	0.000606822	0.00267027	0.00266529	0.00163064	0.00208481	1	0.25775	0.521032	0.353107	0.217596	0.189771	0.204211	1.07951	0.313479	0.325421	33.23426	0.2950508
690	-38267.61	-38305.43	37.82519	2.366119	0.7741602	0.4592899	3.327178	0.4913666	0.4913666	0.0863537	0.558587	0.152382	0.28128	0.126005	1.54205	0.964437	0.0990464	1.56696	0.195303	1.336318	1.093689	0.2426281	4.02848	3.36063	2.02171	2.82596	2.85116	1.7912	2.59471	2.06542	1.64392	2.98754	-3.744373	0.0281038	0.0431456	0.0288096	0.0173885	0.0239583	0.0094441	0.0627416	0.0182361	0.032268	0.0253215	0.018632	0.0129764	0.0175374	0.0216255	0.0108985	0.047716	0.0300846	0.0114386	0.0382036	0.0325949	0.0246091	0.0452566	0.0189328	0.0242171	0.00445254	0.0170509	0.0217327	0.019736	0.0617984	0.0155801	0.0308973	0.0256291	0.0388788	0.0270993	0.0283954	0.030761	0.0175166	0.0173708	0.0129978	0.014262	0.0600999	0.0244922	0.0172312	0.0173921	0.0386484	0.0403644	0.0189166	0.0210365	0.0255355	0.0322807	0.0183177	1	0.263353	0.503457	0.388088	0.220825	0.160334	0.189685	1.15404	0.307829	0.322866	3.327178	0.8184353
700	-38242.63	-38292.94	50.30456	5.327853	2.369012	1.169412	7.967694	1.198186	1.198186	0.0742668	0.441614	0.187845	0.31792	0.186916	1.2269	0.422356	0.128567	0.56665	0.121182	0.3652279	0.2646598	0.1005681	3.68775	3.83255	2.62984	2.6599	2.62936	1.53576	2.681	1.75476	1.56749	2.8894	-4.636653	0.01151471	0.0100918	0.00645282	0.00545744	0.0145416	0.00737706	0.0443061	0.00934061	0.0101541	0.00860793	0.0253471	0.0165223	0.00842058	0.00776791	0.0081928	0.0444747	0.0121456	0.00346425	0.0181335	0.015173	0.00906835	0.0142648	0.00565245	0.0114052	0.00145908	0.00648437	0.010383	0.00907713	0.0241997	0.00740832	0.0155825	0.00665145	0.0207233	0.00961793	0.00511295	0.00615651	0.00766306	0.00492352	0.0120052	0.00820406	0.0234251	0.0128083	0.00437491	0.00984632	0.0121591	0.0129617	0.00700134	0.00680709	0.0162336	0.0186002	0.00704843	1	0.266359	0.4874	0.320879	0.213523	0.178261	0.202382	1.05883	0.341913	0.273253	7.967694	0.7246428
710	-38212.84	-38303.22	90.37659	16.7359	5.541018	3.415436	20.71648	3.639365	3.639365	0.00311982	0.446043	0.238752	0.385215	0.219825	2.02021	0.87861	0.0653754	1.69749	0.223401	0.1981351	0.07064175	0.1274933	4.57175	3.13407	2.39972	2.5763	2.61118	1.82908	2.31352	2.15772	1.71978	2.14748	-5.768851	0.003711465	0.00469099	0.00194131	0.00186795	0.00272106	0.00228098	0.0120649	0.00301781	0.0043805	0.00249972	0.0037144	0.00279152	0.00322814	0.0023675	0.00235905	0.0094553	0.00373428	0.00206009	0.00713046	0.00901543	0.00482305	0.00784321	0.00267439	0.00518893	0.00107317	0.00360886	0.00382406	0.00495833	0.00259905	0.00885031	0.00248489	0.00213515	0.00494254	0.00268509	0.00152832	0.00220629	0.00440389	0.0043156	0.00127226	0.00158454	0.00838042	0.00476775	0.00254419	0.00181344	0.00504776	0.00596816	0.0025867	0.00376843	0.00362309	0.00322369	0.00286926	1	0.251097	0.458765	0.323886	0.193363	0.178966	0.206244	0.915613	0.326565	0.272871	20.71648	0.3565333
720	-38212.62	-38310.21	97.58464	19.2524	7.43627	4.479589	26.56559	4.962449	4.962449	0.0870246	0.294785	0.207438	0.617544	0.326431	0.233937	1.02189	0.110642	1.32112	0.161798	0.159305	0.05866398	0.100641	4.79147	3.39066	2.39357	2.32464	2.60987	3.21592	2.32375	1.69856	1.59602	2.93798	-6.11408	0.002627933	0.00490676	0.00205726	0.000889186	0.00258121	0.00190895	0.00666884	0.00102862	0.00209908	0.00172942	0.00414256	0.00295243	0.00195161	0.00213534	0.0022788	0.00649692	0.00279385	0.00144578	0.00394792	0.00411315	0.00254367	0.00551565	0.00192614	0.00444247	0.00087864	0.00254627	0.0026358	0.00518907	0.00182747	0.00371642	0.00179216	0.00219944	0.00295275	0.00298085	0.00117035	0.00194496	0.000800252	0.00200334	0.00171197	0.00236073	0.0101083	0.00134148	0.000745076	0.00220389	0.00394685	0.00156823	0.00166956	0.00210435	0.00560004	0.0023359	0.00170303	1	0.259347	0.564017	0.338121	0.24326	0.173307	0.163101	1.03577	0.304496	0.324008	26.56559	0.3682495
730	-38240.75	-38309.65	68.90128	7.694241	3.923966	2.500339	14.19602	2.547265	2.547265	0.0210492	0.425741	0.216244	0.4621	0.241362	0.175759	0.693469	0.123131	0.855023	0.136212	0.3055176	0.1512865	0.1542311	3.81085	3.08208	2.36908	2.25694	2.94471	1.99569	2.30152	2.5105	2.0918	2.81292	-5.07077	0.007459643	0.0167838	0.00822728	0.00455679	0.00506405	0.00457262	0.0125903	0.00254796	0.0053312	0.00741852	0.00781113	0.00583487	0.00413625	0.00723512	0.00363725	0.0160671	0.00686986	0.00232325	0.0121794	0.00981012	0.00668234	0.015649	0.00439401	0.00981384	0.00244746	0.00579038	0.00817782	0.0153707	0.00772379	0.00704567	0.00638649	0.00627426	0.0075843	0.0044429	0.00305068	0.00114618	0.00411565	0.0117538	0.0028889	0.00660559	0.0163267	0.00450529	0.00191869	0.00379513	0.0070553	0.00367139	0.00374898	0.00628838	0.00447655	0.00414263	0.00407201	1	0.229573	0.411716	0.271053	0.170392	0.117075	0.181974	1.01389	0.280242	0.232984	14.19602	0.4951808
740	-38226.35	-38292.73	66.37633	18.3705	5.066924	3.229782	22.1139	3.383947	3.383947	0.0121652	0.331816	0.198774	0.215657	0.202032	0.139905	0.291639	0.101861	1.10471	0.161934	0.1351724	0.04651518	0.08865718	4.67232	3.44532	2.10266	2.79276	2.76222	1.39544	2.33401	1.95772	1.84175	2.90853	-5.384471	0.00545104	0.0152772	0.0086708	0.0038673	0.00422232	0.00274573	0.00970275	0.00534957	0.00630238	0.00310398	0.00464264	0.0027212	0.00328956	0.00278706	0.00287611	0.00572799	0.00440538	0.00189661	0.00606754	0.00736482	0.00497539	0.00854216	0.00292607	0.0112548	0.00122108	0.00616583	0.00412388	0.00476386	0.0020057	0.0123184	0.011417	0.00353624	0.00411181	0.00322997	0.0092565	0.00521196	0.00135572	0.00487127	0.00600722	0.00119014	0.0211183	0.00260593	0.00375234	0.0112594	0.00537004	0.00469991	0.00550483	0.00258751	0.00433518	0.00258805	0.00213732	1	0.206404	0.467168	0.297013	0.203735	0.139186	0.175909	0.835057	0.266873	0.241074	22.1139	0.3441175
750	-38213.46	-38294.92	81.45858	10.68123	6.075225	3.562988	24.12913	3.788071	3.788071	0.0898905	0.342896	0.230487	0.54031	0.425399	0.444076	0.823921	0.0428641	0.845604	0.169268	0.1519689	0.04088443	0.1110845	4.08853	3.4423	2.79025	2.45812	3.12552	1.25564	2.97628	1.7047	1.42374	3.3156	-5.504608	0.004833979	0.0076004	0.00312165	0.00261747	0.00395695	0.00170802	0.0112301	0.00235511	0.00349178	0.00279504	0.00334237	0.00226988	0.00303961	0.00302251	0.00237727	0.00850502	0.00528302	0.00127416	0.00404827	0.00497357	0.00339653	0.010992	0.00374154	0.00982812	0.00150602	0.0056226	0.0063153	0.00822208	0.00475314	0.00383986	0.00302047	0.00336424	0.00655396	0.00434801	0.00593322	0.00429847	0.00235963	0.00420312	0.0030203	0.00458925	0.0095829	0.00316424	0.00109507	0.00499467	0.0067466	0.00355766	0.00573161	0.00536682	0.00181441	0.00251498	0.00399133	1	0.232754	0.418035	0.25468	0.196523	0.171386	0.168904	0.809264	0.240606	0.23058	24.12913	0.2690315
