Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	death	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
5850	-38238.78	-38301.82	63.04198	7.860889	3.644482	2.428966	10.52924	2.528767	2.528767	0.00851271	0.527024	0.19796	0.361802	0.291242	0.0678097	0.275073	0.053422	0.775938	0.197982	0.3110577	0.03225523	0.2788025	3.67478	3.5825	2.25398	1.99527	3.03863	1.34261	2.36634	1.88962	1.67643	3.3036	-4.970315	0.008247933	0.0111402	0.00544541	0.00480906	0.00620254	0.00300084	0.0113201	0.00350485	0.00558167	0.004584	0.00890369	0.00565501	0.00375642	0.0063219	0.00329538	0.0103214	0.00985926	0.00552814	0.0136738	0.0140901	0.00695795	0.0130478	0.00449236	0.0149916	0.00257538	0.00959129	0.00825704	0.00852265	0.00879437	0.0127413	0.0104517	0.00615224	0.0108692	0.00623252	0.00588487	0.00952235	0.0013376	0.0205214	0.00265588	0.00406664	0.0158682	0.00545451	0.00366194	0.00462946	0.0204327	0.00257182	0.00412595	0.0281173	0.00865864	0.00828296	0.00746677	1	0.202659	0.417068	0.298381	0.188637	0.167893	0.154164	0.725791	0.255567	0.203579	10.52924	0.1036953
5860	-38242.33	-38307.11	64.77478	6.737074	3.450162	2.314192	9.493934	2.331389	2.331389	0.0401644	0.465774	0.227261	0.447526	0.332392	0.0739649	0.280121	0.0757665	1.53612	0.142612	0.5508509	0.286437	0.2644138	3.81419	3.19287	2.6126	2.35804	2.79998	1.8493	2.9766	2.27447	1.82918	2.86438	-5.00461	0.007969866	0.0178441	0.00766246	0.00567461	0.00688453	0.00463848	0.0208364	0.00420084	0.00414754	0.00474013	0.00860827	0.00862491	0.00553401	0.00534698	0.00415753	0.0169689	0.00962181	0.00530537	0.0133902	0.0118545	0.00812805	0.0110937	0.00412628	0.015923	0.00368627	0.00839313	0.0099753	0.0186242	0.00998012	0.0134516	0.0158376	0.00592351	0.00954257	0.00504649	0.00295979	0.00486332	0.00459259	0.00486665	0.00457009	0.0048118	0.00794404	0.00597415	0.00509289	0.0078715	0.0182016	0.00546541	0.00868257	0.0158521	0.00807158	0.0073338	0.0066947	1	0.216994	0.443038	0.264601	0.168815	0.183066	0.158758	0.770443	0.268676	0.246107	9.493934	0.5199902
5870	-38224.02	-38312.73	88.71156	12.53635	7.716594	4.41535	18.74125	4.530469	4.530469	0.0344279	0.389892	0.183111	0.323242	0.288319	0.0085298	0.338449	0.0991729	2.3075	0.0711899	0.1805182	0.03244606	0.1480721	3.79759	3.59215	2.52222	2.56817	2.5532	1.65978	2.27561	1.58588	1.87511	3.8284	-5.666307	0.00411225	0.00457113	0.00201035	0.00155768	0.00502542	0.00196625	0.00687857	0.00256327	0.00301573	0.00186318	0.00282454	0.00206701	0.00264181	0.00153989	0.00324746	0.00468849	0.00435059	0.00146491	0.00614498	0.00394325	0.00197674	0.0066556	0.00205279	0.00569769	0.00113788	0.00381087	0.00552472	0.00405328	0.00541287	0.0066277	0.0019639	0.00235518	0.00365262	0.00311878	0.00635758	0.00298065	0.00593005	0.00317543	0.00558632	0.00120863	0.00680915	0.00212936	0.00118287	0.00191927	0.00830092	0.00122692	0.00242903	0.00947205	0.00292923	0.00370491	0.00460302	1	0.234059	0.449091	0.347093	0.167342	0.156333	0.136965	0.892159	0.299423	0.269756	18.74125	0.1797384
5880	-38215.37	-38309.24	93.87141	21.16432	11.08034	6.051082	27.86533	6.625341	6.625341	0.0536379	0.298558	0.206993	0.561435	0.243269	0.0310276	0.575894	0.0570135	1.30931	0.12804	0.09172974	0.03482156	0.05690818	3.02317	3.49687	2.20128	2.17401	2.49842	2.55045	1.98565	1.90968	1.14864	3.11568	-6.042018	0.002824297	0.00385352	0.00169825	0.00142283	0.00223585	0.00108265	0.00462854	0.00113541	0.00201977	0.00129735	0.00375714	0.00258849	0.00121278	0.00149974	0.00198674	0.005533	0.0042177	0.00161417	0.00416873	0.00294673	0.00235552	0.00428037	0.00178594	0.0057695	0.00099192	0.00410263	0.00320316	0.00375456	0.00211589	0.00766393	0.00153958	0.0017452	0.00346293	0.00216787	0.00141135	0.00173476	0.00259696	0.00304747	0.00316617	0.0010788	0.00598553	0.00132167	0.00620656	0.00190905	0.0099336	0.000620493	0.00203157	0.00500191	0.00202526	0.00203467	0.0023779	1	0.214338	0.425908	0.281622	0.163239	0.179167	0.144898	0.892159	0.239383	0.268235	27.86533	0.3796103
5890	-38243.76	-38302	58.24452	3.877084	3.046254	1.6021	7.150599	1.610072	1.610072	0.0516822	0.363052	0.219268	0.597893	0.120171	0.155019	0.376298	0.0531882	0.916295	0.146859	0.4312636	0.2073023	0.2239613	3.51752	3.54287	2.28414	3.20956	2.50749	1.59561	2.12501	1.97097	1.47778	3.33906	-4.823891	0.009548522	0.0215251	0.0115384	0.00602956	0.0169228	0.00892663	0.03367	0.00584796	0.00662163	0.00414751	0.0063059	0.0044632	0.00661087	0.00375194	0.0065681	0.0222817	0.00981013	0.00483075	0.0234611	0.0137775	0.014216	0.0156503	0.00597326	0.0368287	0.00531	0.0227429	0.0174483	0.0132904	0.0098877	0.0139507	0.00627714	0.00369832	0.00838879	0.00505173	0.00819791	0.00717867	0.00729379	0.00640599	0.0146808	0.00722225	0.0124609	0.00320236	0.00681309	0.00907636	0.00901897	0.0170497	0.00474572	0.0120187	0.0109547	0.00696283	0.00691633	1	0.243369	0.399102	0.313378	0.20728	0.120575	0.17264	0.86431	0.288667	0.290596	7.150599	0.4806858
5900	-38239.32	-38317.7	78.38399	8.822977	4.815416	2.690534	13.89833	2.992044	2.992044	0.00460667	0.479319	0.199554	0.340838	0.117321	0.548877	1.11761	0.0565088	1.30215	0.262587	0.2213927	0.05276922	0.1686235	4.47273	3.36806	2.25064	3.23605	2.80332	1.34993	2.43893	2.11915	1.65895	2.66103	-5.305823	0.005897064	0.00682335	0.00360197	0.00295418	0.00897304	0.00383048	0.0115668	0.00278791	0.00364726	0.00523664	0.00529231	0.00385865	0.00407488	0.00474917	0.00302584	0.010645	0.00471809	0.00170763	0.0106339	0.00550068	0.00367866	0.00682319	0.00221712	0.0128933	0.00222448	0.00751788	0.00679673	0.00737961	0.0040374	0.00963562	0.0049416	0.00614597	0.00362505	0.00371099	0.00561169	0.00967483	0.00423181	0.00135927	0.00145327	0.00296854	0.00857544	0.00101676	0.00449274	0.00505547	0.00558515	0.00350704	0.00223937	0.00712006	0.0046565	0.012216	0.00315433	1	0.235785	0.548329	0.289946	0.237992	0.171787	0.181265	0.958682	0.295849	0.274362	13.89833	0.2383512
5910	-38221.68	-38307.78	86.09774	14.20787	6.406103	3.95906	18.23431	4.231381	4.231381	0.0796223	0.563648	0.140427	0.290283	0.255996	0.287602	0.356232	0.0948461	0.593063	0.207289	0.1430489	0.04577584	0.09727308	2.8532	2.94286	2.47016	2.5962	3.29561	2.20723	2.36061	1.51173	1.65324	2.84532	-5.750935	0.00377856	0.00377273	0.00178696	0.00163999	0.00306133	0.00179282	0.00641424	0.0022105	0.00292816	0.00420789	0.00595196	0.00328972	0.00263077	0.00317958	0.00369171	0.006964	0.00344402	0.000866478	0.00226363	0.00548821	0.00389738	0.00742083	0.00348301	0.0139766	0.00115729	0.0096438	0.00405106	0.00244476	0.00320081	0.0145326	0.00365718	0.00285598	0.00231066	0.00357766	0.0023344	0.00101379	0.00139783	0.00137444	0.00213312	0.00134486	0.00720331	0.00265471	0.000728693	0.00156479	0.00305118	0.00286936	0.00264726	0.00746871	0.00304334	0.00495015	0.00365462	1	0.239359	0.483525	0.302564	0.230532	0.134858	0.152761	0.94619	0.289647	0.274492	18.23431	0.3200013
5920	-38209.8	-38298	88.195	11.54065	4.367552	3.40287	14.94065	3.865447	3.865447	0.0849849	0.387592	0.323631	0.492656	0.161614	0.391988	0.31306	0.0786587	0.456889	0.263593	0.2156419	0.02277931	0.1928626	3.22214	3.03778	2.41818	2.1445	2.72568	2.64151	3.00793	1.87812	1.58717	3.02118	-5.562622	0.004561516	0.00533726	0.0024486	0.00162189	0.00273391	0.00221004	0.00685564	0.00295756	0.00351038	0.00235758	0.00482558	0.00401934	0.00266173	0.00323726	0.00300652	0.00630264	0.00414014	0.00086443	0.00359695	0.00680593	0.00486887	0.00933851	0.00381398	0.00740117	0.00119307	0.0038158	0.00548909	0.00730255	0.00442001	0.0155179	0.00524049	0.00457034	0.00322283	0.00373248	0.00142175	0.0038713	0.00270009	0.00166409	0.00401992	0.00134117	0.0113194	0.00457411	0.00144821	0.00243967	0.00512383	0.00395739	0.00282669	0.00545311	0.00471527	0.00329455	0.00379645	1	0.266813	0.51177	0.282088	0.220151	0.19123	0.180506	0.906902	0.340023	0.323449	14.94065	0.1056349
5930	-38265.51	-38302.47	36.96885	1.228957	0.6850434	0.5321948	2.309866	0.5483146	0.5483146	0.0797152	0.818255	0.22888	0.63694	0.242218	0.0845232	0.156453	0.0452724	1.03696	0.248504	1.197088	0.3477162	0.8493721	4.05295	3.75678	2.41315	2.59099	2.61384	1.98818	2.08791	2.08831	1.3465	3.02135	-3.892393	0.02423709	0.0231442	0.0123833	0.0099421	0.0176026	0.00935855	0.0491821	0.00974352	0.0150344	0.0164499	0.0473402	0.0209251	0.0194778	0.0151771	0.0189792	0.0549654	0.0220702	0.00592465	0.0135942	0.0333883	0.0331467	0.0601532	0.0208584	0.057445	0.00931732	0.0314315	0.0400516	0.0212015	0.0788202	0.0410202	0.018086	0.0236073	0.0181772	0.0410887	0.0170602	0.00910624	0.00910321	0.00831399	0.0151027	0.0136937	0.0531832	0.0167454	0.00470864	0.014384	0.0237386	0.047957	0.019206	0.0381239	0.0194517	0.0103861	0.0242641	1	0.3013	0.631576	0.391344	0.262322	0.213042	0.185178	0.982556	0.361956	0.351779	2.309866	0.2904683
5940	-38244.43	-38316.68	72.25685	4.660002	1.998482	1.250447	6.615489	1.649031	1.649031	0.0671427	0.258116	0.189732	0.436925	0.28075	1.22428	0.415457	0.0392334	0.721862	0.183895	0.5278426	0.1185865	0.4092561	4.09792	3.18359	2.29067	2.43357	2.68959	2.46125	2.16859	1.91136	1.602	3.47875	-4.983874	0.008136852	0.0108251	0.00469543	0.00351773	0.00803197	0.0051985	0.0140222	0.00324689	0.00736601	0.00395622	0.0172993	0.0103627	0.0081702	0.00459516	0.00472418	0.0110394	0.00847273	0.00146043	0.00788258	0.0107104	0.0063763	0.0195292	0.00652203	0.0144198	0.0027534	0.00971419	0.00912235	0.0108476	0.0113425	0.0152013	0.0071888	0.0101469	0.00557228	0.00827612	0.00482727	0.00293606	0.00433026	0.00506711	0.00660303	0.00724584	0.0380642	0.00781749	0.00663998	0.00395465	0.0132371	0.00403123	0.00406167	0.0138147	0.011319	0.00610389	0.00689102	1	0.325073	0.667728	0.408062	0.254057	0.186388	0.254235	1.16542	0.414937	0.33395	6.615489	0.2246626
5950	-38247.19	-38308.04	60.85319	4.47857	1.918799	0.9730652	5.768903	1.134623	1.134623	0.0910422	0.463255	0.255976	0.296965	0.198678	0.138075	0.377354	0.0909708	1.21171	0.137195	0.4976461	0.08035927	0.4172868	4.08211	3.96836	2.18047	3.0076	2.71526	2.42558	1.77354	1.93917	1.51536	3.74506	-4.631353	0.01157589	0.0230676	0.00972556	0.00667249	0.0135101	0.00864958	0.0267667	0.0068621	0.00743578	0.00700741	0.0103075	0.00520923	0.00519259	0.0075457	0.00859432	0.020568	0.0113628	0.00695349	0.0305303	0.0257836	0.0148452	0.0192775	0.00899573	0.0220918	0.0029052	0.0120623	0.0111407	0.00835666	0.0137876	0.0130254	0.0104217	0.00638063	0.0102103	0.00592872	0.0063247	0.0096668	0.00839675	0.00641591	0.0055587	0.0125448	0.0239732	0.00560703	0.00659702	0.0192117	0.0121462	0.0060208	0.00992481	0.0187426	0.0224895	0.0112632	0.0076216	1	0.260307	0.565591	0.39972	0.26795	0.166154	0.164579	1.08057	0.345848	0.296867	5.768903	0.1614788
5960	-38239.27	-38313.95	74.6844	7.339155	2.664686	1.794442	9.786523	1.815756	1.815756	0.0452371	0.364811	0.234716	0.262503	0.25779	1.08329	0.491677	0.102578	0.397222	0.183019	0.4824543	0.2168128	0.2656414	2.71472	3.43259	2.3156	2.59288	2.74142	1.43749	2.29376	1.85177	1.92174	2.89964	-5.06615	0.007494189	0.0114346	0.00703674	0.00490496	0.00632514	0.00356029	0.0117891	0.00657421	0.00572197	0.00430679	0.011703	0.00522948	0.00415564	0.00571588	0.00499695	0.00965698	0.00816211	0.00317541	0.0138566	0.0094547	0.00657811	0.0132233	0.00563468	0.0100368	0.00149085	0.00679269	0.00862891	0.0100013	0.00676151	0.0112377	0.0112103	0.00703966	0.0031132	0.00402756	0.00845892	0.00440227	0.00274885	0.0043144	0.00587928	0.00545425	0.0192994	0.00415041	0.0109367	0.00931265	0.00975471	0.00184726	0.0016117	0.00909345	0.0155971	0.0035669	0.00485292	1	0.259449	0.571176	0.338705	0.225115	0.205105	0.177596	0.920393	0.358185	0.298726	9.786523	0.4493956
5970	-38258.86	-38310.05	51.19217	2.906082	1.317868	1.010893	5.542403	1.030318	1.030318	0.0333147	0.562267	0.261634	0.530408	0.0722224	0.586298	0.600643	0.0596339	0.878236	0.016931	0.6114659	0.1895147	0.4219513	3.18675	4.19533	1.9372	2.91589	2.95071	2.04545	2.60781	2.11421	1.6791	2.80962	-4.362792	0.01514219	0.0217364	0.0116281	0.0140014	0.0111517	0.00705004	0.0261916	0.0113265	0.0150554	0.00868563	0.0179777	0.00778039	0.00980743	0.00928957	0.00723011	0.0239424	0.010361	0.00390684	0.0249462	0.0225976	0.0119266	0.028656	0.0136033	0.0345625	0.00411619	0.0192236	0.0204347	0.0106699	0.024178	0.0102792	0.0148699	0.0138298	0.00967858	0.00640644	0.0125911	0.00835089	0.00527249	0.0130731	0.011424	0.00744128	0.0379178	0.00597646	0.00952114	0.021562	0.0140907	0.0331773	0.00689479	0.0207391	0.0243006	0.021787	0.0080663	1	0.224472	0.550421	0.302653	0.210259	0.1908	0.168895	0.905275	0.284255	0.303394	5.542403	0.309935
5980	-38259.31	-38304.7	45.39202	2.37795	1.356322	0.745757	3.873904	0.77426	0.77426	0.0312111	0.355474	0.282322	0.419308	0.263753	1.70765	0.320734	0.102	3.09794	0.0181341	0.9900099	0.3512115	0.6387984	2.38313	3.21829	2.22359	2.6904	2.53039	2.01487	2.06986	1.94513	1.74469	3.04365	-4.101269	0.0196683	0.0205319	0.00860979	0.0081571	0.017878	0.00735539	0.042011	0.00654416	0.0113035	0.011298	0.0226601	0.0122543	0.0125662	0.014348	0.00964451	0.0544215	0.0136956	0.00790752	0.0240098	0.022417	0.0165673	0.0292757	0.0121795	0.0403214	0.00555215	0.0235043	0.0230027	0.0319424	0.0199344	0.013977	0.0131469	0.0102148	0.0105081	0.0109261	0.0188284	0.0333245	0.00642271	0.00500786	0.0149146	0.0186992	0.0595904	0.0371316	0.011376	0.00897424	0.0147203	0.0150541	0.00749159	0.0533251	0.0319138	0.0196006	0.0150915	1	0.254561	0.550072	0.307183	0.200841	0.202194	0.161339	1.12855	0.298234	0.282766	3.873904	0.3547555
5990	-38226.34	-38304.27	77.93088	19.52932	5.478249	3.649846	24.99165	3.96145	3.96145	0.0768405	0.588961	0.181903	0.286028	0.522745	0.316542	0.493627	0.0997116	1.25347	0.212316	0.1999991	0.06918969	0.1308094	4.13442	3.1603	2.35079	2.97761	2.77497	2.25501	2.11802	1.82567	1.49766	2.89521	-5.576961	0.004496576	0.00567321	0.00283375	0.0014899	0.00238568	0.00150485	0.00875708	0.00368161	0.0060536	0.00186475	0.00242613	0.0028721	0.00215671	0.00230224	0.00147493	0.0080161	0.0022288	0.000790433	0.00337496	0.00716616	0.00400375	0.0106745	0.00362841	0.006207	0.00117869	0.00428401	0.00291026	0.00688741	0.0016881	0.00355841	0.00226212	0.00287157	0.00158987	0.00253374	0.00257802	0.00251055	0.00387385	0.0010586	0.00665048	0.00116838	0.00610392	0.00973849	0.0109308	0.00165028	0.00269761	0.00111806	0.00509391	0.00289046	0.00589081	0.00173059	0.00187048	1	0.257323	0.519265	0.298439	0.221052	0.155711	0.188692	1.1557	0.323828	0.284817	24.99165	0.3459501
6000	-38214.75	-38293.93	79.18092	14.62466	6.203706	3.695743	25.40504	4.209419	4.209419	0.0280257	0.543168	0.242236	0.612611	0.429759	0.0603696	0.101818	0.092106	1.15454	0.130474	0.2755787	0.1831415	0.09243724	3.05019	3.07037	2.19374	2.65782	2.66831	1.31461	2.33612	1.92697	1.64503	2.93053	-5.630234	0.004263299	0.00646166	0.00321363	0.00255485	0.00429039	0.00284863	0.0153416	0.00275928	0.00289181	0.00309509	0.00438203	0.00353391	0.00369278	0.00294709	0.00200049	0.0127719	0.00391355	0.00228141	0.00678586	0.00837426	0.0057355	0.0103726	0.00327344	0.0121855	0.0011197	0.00618661	0.00465276	0.00361159	0.00352693	0.00400242	0.0022669	0.00269165	0.00236654	0.00190229	0.00159765	0.00301564	0.00238861	0.00134363	0.00136373	0.00287558	0.00554812	0.00157	0.00638087	0.00460113	0.00361537	0.00562845	0.00246963	0.0167837	0.00227926	0.00394706	0.00297319	1	0.184316	0.403929	0.253596	0.16245	0.139625	0.165152	0.929976	0.250511	0.265856	25.40504	0.6645705
6010	-38215.8	-38288.59	72.79149	8.922176	6.753205	3.813761	27.04134	4.049915	4.049915	0.0848903	0.437446	0.29141	0.253563	0.12569	0.284778	0.647165	0.0641403	2.09523	0.127814	0.114652	0.03782786	0.07682413	4.31393	3.12617	2.08356	2.38962	2.49074	2.3925	1.93049	1.96927	1.50159	3.18975	-5.41146	0.005305891	0.0126013	0.00580586	0.00330745	0.00681572	0.00315213	0.0118359	0.0042893	0.00456798	0.004227	0.00383597	0.00392523	0.00388457	0.00403491	0.00340055	0.0113992	0.00381595	0.00235364	0.00511185	0.00721775	0.00308634	0.007828	0.00263214	0.00757515	0.00140066	0.00476886	0.00890245	0.010808	0.0146007	0.00267996	0.00531733	0.00437705	0.0030834	0.00274641	0.00333597	0.00339239	0.00344991	0.00200047	0.00189989	0.00168005	0.00700813	0.00145621	0.00078912	0.00359728	0.00394557	0.00469113	0.003108	0.004323	0.00302403	0.00494876	0.00271013	1	0.177865	0.396932	0.245542	0.163268	0.125833	0.129448	0.655865	0.234094	0.203455	27.04134	0.3299364
6020	-38270.3	-38295.75	25.4505	2.953195	1.607512	0.6831334	4.830224	0.8384702	0.8384702	0.0834561	0.576287	0.235019	0.457082	0.0881182	0.485766	0.656554	0.00807367	0.877229	0.246499	0.8482306	0.4915769	0.3566537	4.78248	3.75628	2.32566	2.47368	2.7504	1.9478	2.32671	2.08917	1.71725	3.56339	-3.916937	0.02364946	0.0712241	0.0390047	0.0335102	0.04903	0.0181788	0.0521046	0.0144039	0.0148253	0.0156988	0.0148731	0.0105794	0.0190675	0.0177596	0.010161	0.0496661	0.0280726	0.0105941	0.0335457	0.0216476	0.0176633	0.0286675	0.0131213	0.0547229	0.00960065	0.0295474	0.0223934	0.0371665	0.0173517	0.0153108	0.0209992	0.0170051	0.0178245	0.0122652	0.00824935	0.0312596	0.036319	0.0354907	0.0157275	0.0232831	0.0478657	0.00845996	0.0138278	0.0124793	0.0432077	0.00536404	0.027655	0.021209	0.0316939	0.0345419	0.00914619	1	0.202116	0.382885	0.274442	0.202879	0.152013	0.143277	0.756551	0.234094	0.220617	4.830224	0.5795321
6030	-38220.18	-38302.36	82.186	17.29179	7.216121	3.80695	25.85109	4.37277	4.37277	0.0992153	0.474633	0.224047	0.495335	0.129419	1.20656	0.799203	0.00465617	1.43724	0.126372	0.1471946	0.05259318	0.09460139	3.31284	3.36837	2.80886	2.96039	2.84912	1.79172	2.6064	1.74739	1.52781	3.065	-5.673147	0.004084218	0.00613717	0.00412281	0.00269218	0.00377772	0.00118392	0.00651648	0.00153729	0.00253524	0.00435072	0.00433852	0.00366346	0.00208503	0.00344395	0.0024193	0.0053005	0.00343682	0.00169761	0.00552187	0.00393182	0.00244692	0.00871452	0.00326016	0.0090343	0.00111857	0.00491821	0.0038173	0.00642395	0.00240728	0.003336	0.00261948	0.00350275	0.00332364	0.00266313	0.00198302	0.00432306	0.000534875	0.00204129	0.000950997	0.00404949	0.0165778	0.00550633	0.00179316	0.00357144	0.00437865	0.00103414	0.00182247	0.00562876	0.00365847	0.00493731	0.00336539	1	0.239341	0.403471	0.288802	0.174328	0.155599	0.155147	0.956003	0.286684	0.251072	25.85109	0.3573038
6040	-38224.3	-38306.27	81.97101	8.859675	5.459352	2.618186	18.8376	2.741626	2.741626	0.114555	0.357677	0.231106	0.504566	0.317416	0.563133	0.262004	0.0868849	1.41584	0.202874	0.3092489	0.1172494	0.1919994	2.82037	3.33094	2.30767	3.1179	3.04836	1.07236	1.87873	1.83748	2.64871	3.14426	-5.485387	0.004927788	0.00857273	0.0044222	0.00176806	0.00520205	0.00262642	0.0121331	0.00350575	0.00596156	0.00264202	0.0039632	0.00375575	0.00391162	0.00180186	0.00280567	0.0098309	0.00450906	0.000935124	0.00571287	0.00566153	0.00333749	0.0116663	0.00524993	0.0154541	0.0014947	0.00905069	0.00637069	0.00557066	0.00571268	0.00357562	0.002912	0.00336748	0.00394198	0.00332955	0.00294845	0.00350722	0.00628296	0.00196457	0.00278247	0.000841923	0.0124498	0.00202506	0.00338754	0.00396872	0.00430357	0.00346439	0.0017034	0.00461894	0.004172	0.00194412	0.00286216	1	0.247751	0.53409	0.34104	0.209294	0.169235	0.174998	0.92646	0.258109	0.25939	18.8376	0.3791427
6050	-38221.75	-38292.17	70.42202	7.522811	3.231749	1.370739	9.694616	1.439482	1.439482	0.060278	0.410173	0.159141	0.384645	0.211636	0.147632	0.422504	0.0843618	0.642434	0.237041	0.4657099	0.1943376	0.2713723	3.53724	3.11632	2.14278	3.38223	2.37246	2.28112	2.51932	1.83405	1.8957	3.03066	-4.959926	0.008334068	0.00848391	0.0046563	0.00343713	0.00767274	0.00359062	0.0151675	0.0096777	0.0112016	0.00612676	0.0105118	0.0124778	0.00634364	0.00599532	0.00766296	0.0163858	0.0078612	0.0023465	0.0109113	0.00664291	0.00504231	0.0158894	0.00693391	0.0154143	0.00284196	0.00914068	0.00827054	0.0160813	0.00461725	0.0179055	0.00439321	0.00881727	0.0132931	0.00579453	0.00604693	0.00455579	0.00372417	0.00516464	0.0104696	0.00724406	0.0341877	0.00571791	0.00316544	0.00803544	0.0105068	0.00472601	0.00467523	0.00535528	0.00577525	0.00403917	0.00513696	1	0.267506	0.461536	0.35543	0.234908	0.199876	0.217872	0.974669	0.321023	0.322378	9.694616	0.4172932
6060	-38234.36	-38300.1	65.74593	5.398199	2.731521	1.310067	8.487217	1.316444	1.316444	0.0703664	0.336966	0.282986	0.256993	0.24126	2.78716	0.314582	0.116907	1.92274	0.144668	0.6244566	0.3372096	0.287247	4.83082	3.17165	2.17736	2.50059	2.28483	1.41257	2.46962	2.19483	1.58946	3.12103	-4.941962	0.008485134	0.0146643	0.00792441	0.00490366	0.00941398	0.00395543	0.0205588	0.00504292	0.00750088	0.00846301	0.0120003	0.0123255	0.0107655	0.00584987	0.0062196	0.0180197	0.00843056	0.00338377	0.0102119	0.0134248	0.00855829	0.0248777	0.0083817	0.0101022	0.00173419	0.00517028	0.00906985	0.00753096	0.0181515	0.0128426	0.00342547	0.00454707	0.0105227	0.00594855	0.0145457	0.0103429	0.00671885	0.00175049	0.00606354	0.00971865	0.0236595	0.00413029	0.00244608	0.00568067	0.00913154	0.00474891	0.00823505	0.00792151	0.00484648	0.0056702	0.00642732	1	0.318762	0.550805	0.366091	0.228799	0.186251	0.190578	1.33592	0.339773	0.30222	8.487217	0.5400048
6070	-38220.5	-38303.05	82.54872	10.75022	4.990264	2.994612	18.07124	3.173456	3.173456	0.00622123	0.448923	0.331293	0.343145	0.507533	0.272281	0.289275	0.111485	3.33854	0.183714	0.2635643	0.07351226	0.1900521	3.1258	3.25963	2.25023	2.68126	2.43065	1.60781	2.68919	1.73778	2.15526	2.96468	-5.514425	0.004786753	0.00425263	0.00336822	0.00225129	0.00358227	0.00204453	0.0093068	0.00296825	0.00304096	0.00285008	0.00995861	0.00558534	0.0042236	0.00370741	0.00661885	0.00793998	0.00432519	0.0011401	0.0046957	0.0101767	0.00715957	0.0113684	0.00523852	0.00893234	0.000701867	0.00379151	0.00595842	0.00363262	0.00931528	0.00638448	0.0023568	0.00297716	0.00348806	0.00289453	0.00266442	0.00294516	0.00587367	0.00220692	0.00226487	0.00269116	0.00847694	0.00180971	0.00396784	0.00361679	0.00408887	0.00376924	0.00692852	0.00361578	0.00459124	0.00639759	0.00300109	1	0.229843	0.464794	0.279879	0.215619	0.139282	0.182504	0.961478	0.31342	0.300787	18.07124	0.2789158
6080	-38205.65	-38296.86	91.20484	18.71954	8.450622	5.490326	30.74111	5.649564	5.649564	0.0401288	0.337186	0.27329	0.320691	0.184809	0.412231	0.711826	0.0855642	0.930698	0.113262	0.1295777	0.01475517	0.1148226	3.36321	3.32314	2.21907	2.4106	2.57185	2.49868	2.39839	2.34776	1.44266	3.92128	-6.005446	0.002929501	0.00447969	0.00159906	0.00140035	0.00318916	0.00225305	0.00880023	0.00226458	0.00257137	0.00200112	0.00523585	0.00394624	0.00210515	0.00180812	0.00261375	0.00789435	0.00298301	0.00175078	0.00611292	0.00473457	0.00224366	0.00700194	0.0030264	0.0059922	0.00100189	0.00364873	0.00343905	0.00394486	0.00288308	0.00276725	0.00147062	0.00219928	0.00125032	0.00147672	0.00213415	0.000774824	0.00126224	0.00125342	0.00176833	0.00112352	0.00392442	0.00130803	0.00335184	0.00254108	0.00379941	0.000962688	0.00325426	0.00269427	0.00540338	0.00128281	0.00199402	1	0.201089	0.442738	0.259204	0.207346	0.125298	0.183363	0.900324	0.276301	0.249242	30.74111	0.1138712
