Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	death	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
2480	-38234.9	-38288.02	53.12135	3.819246	2.478979	0.9457456	6.23224	0.9939391	0.9939391	0.0493147	0.306496	0.158291	0.288574	0.322509	0.262374	0.281827	0.0621801	2.04907	0.152499	0.5229769	0.1261342	0.3968428	4.11154	3.65266	2.30278	2.11293	2.41257	2.02558	2.10078	2.0593	1.42127	3.38167	-4.452449	0.01384368	0.0254354	0.0181723	0.010885	0.0113666	0.0077972	0.0360802	0.00906059	0.0118009	0.0166054	0.0137279	0.0132193	0.0112144	0.00937518	0.0115657	0.0377607	0.0144873	0.0100276	0.0327618	0.0163943	0.0124351	0.0328002	0.012557	0.0230574	0.00344544	0.0123881	0.0158532	0.0280621	0.0119807	0.0173991	0.00596818	0.00537059	0.0265658	0.0077217	0.0115703	0.00628748	0.0109719	0.0330872	0.00679895	0.0094628	0.0123399	0.00777816	0.00806479	0.00487337	0.0180637	0.00376329	0.00559902	0.0113164	0.014564	0.0144456	0.0075542	1	0.240761	0.447999	0.282233	0.211477	0.158641	0.155289	0.98694	0.303276	0.272058	6.23224	0.241185
2490	-38254.56	-38298.52	43.95951	2.994714	2.277401	0.9090708	5.763971	1.020121	1.020121	0.0135168	0.487659	0.217473	0.871571	0.384508	0.138622	0.481256	0.0876128	0.238191	0.292293	0.5782923	0.1208646	0.4574277	3.65986	2.90488	2.49371	2.39983	2.33218	2.22415	2.48166	1.91053	1.86245	3.2611	-4.280218	0.01644562	0.0301907	0.017049	0.00798715	0.014608	0.00926648	0.0516497	0.0253306	0.0277002	0.0161003	0.0125004	0.0094264	0.0144263	0.0145723	0.0143225	0.0528245	0.0157724	0.0117329	0.0520537	0.0171547	0.0110235	0.0345666	0.0136057	0.0331828	0.00603863	0.0209254	0.024694	0.0249421	0.0213997	0.0247214	0.00653399	0.00957041	0.0152507	0.00897015	0.00955609	0.00665736	0.011427	0.0270902	0.00766106	0.00576873	0.0118952	0.0180333	0.0259356	0.012845	0.0148555	0.0123638	0.00935035	0.0183547	0.00509381	0.00885727	0.00914334	1	0.20067	0.440785	0.275054	0.173606	0.184643	0.141083	0.757334	0.263536	0.2349	5.763971	0.2090026
2500	-38270.88	-38311.2	40.3186	2.629136	1.981579	1.041608	5.896297	1.122991	1.122991	0.0146648	0.492542	0.18608	0.400894	0.392758	0.0471001	0.40658	0.0569029	1.62863	0.155639	0.7330857	0.4748484	0.2582373	2.79488	3.17803	2.47714	2.46421	2.26347	2.32865	2.51224	2.25717	1.7184	2.86587	-4.188045	0.01803353	0.0432145	0.0311979	0.0106968	0.0177414	0.0110076	0.0568079	0.00830092	0.0101694	0.00985426	0.016464	0.009412	0.0124283	0.00940608	0.0067922	0.0479555	0.015668	0.00614598	0.0212689	0.013933	0.00870752	0.0297252	0.0132933	0.0373799	0.00681015	0.0219753	0.0245413	0.034062	0.0201301	0.0199134	0.00936219	0.0381124	0.00859618	0.011563	0.0300413	0.013263	0.00811542	0.0276527	0.00841255	0.00937009	0.00662054	0.0228613	0.00344127	0.00464225	0.0156522	0.011747	0.00645728	0.0157751	0.00693004	0.00473701	0.00893911	1	0.18112	0.402328	0.292269	0.183134	0.154391	0.138872	0.709952	0.291941	0.23479	5.896297	0.6477393
2510	-38288.58	-38318.07	29.48853	2.317223	1.536668	0.6418394	3.562673	0.6987146	0.6987146	0.00744781	0.33547	0.212195	0.369657	0.182195	0.0366751	2.23598	0.096627	3.46972	0.19608	1.038777	0.4550504	0.5837267	3.72851	3.31378	2.36695	2.23814	2.92407	1.1668	2.87568	2.11683	1.12453	2.34233	-3.753013	0.02786203	0.0523372	0.0248338	0.0113115	0.0346731	0.0140362	0.0922154	0.0285319	0.032595	0.0142735	0.0226567	0.0135143	0.0170074	0.0170401	0.0188826	0.0978397	0.0255909	0.00680531	0.0234772	0.0265529	0.0201288	0.0415373	0.0138338	0.067276	0.00965362	0.0294712	0.0338353	0.0332395	0.0218321	0.0537112	0.0105595	0.0102703	0.0289822	0.0215734	0.0196572	0.0219745	0.0174204	0.0594764	0.0100126	0.00702164	0.0200914	0.0529766	0.00808907	0.0124135	0.0251876	0.00779231	0.0180135	0.0204623	0.0101526	0.0278125	0.0127125	1	0.182256	0.415617	0.235173	0.174324	0.176939	0.133313	0.738692	0.26271	0.25387	3.562673	0.4380636
2520	-38295.01	-38303.08	8.062884	1.986443	1.255525	0.4976146	3.042404	0.5071057	0.5071057	0.0102939	0.520579	0.16816	0.492774	0.24501	0.0911089	0.602488	0.0528614	0.809423	0.162427	1.297094	0.3090767	0.9880169	4.04305	2.91684	2.48635	2.8104	2.78275	2.42993	2.11733	2.28164	1.7845	3.20165	-3.535074	0.03464674	0.0832878	0.0468718	0.0210848	0.016745	0.0094175	0.11826	0.036346	0.0374005	0.0285191	0.0285052	0.0260208	0.0242554	0.0222967	0.0116819	0.0913725	0.0407325	0.00824566	0.0369167	0.0243846	0.0173115	0.034568	0.0114212	0.135065	0.0112143	0.0707266	0.0372176	0.0414411	0.0161541	0.0602144	0.0279464	0.0233336	0.0388688	0.0554298	0.023074	0.0187437	0.0081073	0.0486939	0.0129679	0.0105026	0.0973505	0.0537076	0.0102427	0.0142311	0.057098	0.0647089	0.00633008	0.0195368	0.0202916	0.0233992	0.0114133	1	0.217193	0.395886	0.283425	0.202995	0.130539	0.165389	0.866473	0.275764	0.238203	3.042404	0.238284
2530	-38248.54	-38297.15	48.60831	2.692471	2.956906	1.105171	5.948111	1.274927	1.274927	0.0578874	0.429287	0.150723	0.291353	0.320723	0.156353	0.347143	0.103342	0.788789	0.168207	0.4540354	0.0623918	0.3916436	3.84553	3.23055	2.63813	2.62611	2.35055	1.5864	3.41091	1.90828	1.35643	2.99943	-4.574	0.01225922	0.0155898	0.0120561	0.00756147	0.00879594	0.00540056	0.0409129	0.015653	0.019127	0.00744037	0.0126639	0.00917015	0.00759872	0.00801385	0.00846623	0.0399467	0.0174127	0.00524503	0.0250281	0.0107522	0.00705588	0.0248942	0.0095447	0.0336643	0.00457083	0.0154255	0.0238027	0.0208322	0.0243488	0.0167091	0.00462169	0.00827393	0.0177304	0.00821996	0.0174283	0.0165388	0.0073844	0.0199122	0.0062168	0.00329093	0.0124242	0.0179094	0.00381436	0.00823175	0.0318954	0.00538982	0.00309873	0.00882937	0.0047122	0.0113513	0.00656809	1	0.216818	0.481228	0.296709	0.190384	0.144569	0.174558	0.928292	0.313108	0.257454	5.960574	0.1374162
2540	-38242.19	-38304.28	62.0886	2.855848	2.608147	1.143057	6.209148	1.311824	1.311824	0.0261496	0.323333	0.173059	0.439598	0.397677	0.381092	0.363917	0.0903312	0.840005	0.156182	0.5508528	0.1472388	0.403614	2.99365	3.57145	2.50288	2.65722	2.69159	1.24916	2.68732	1.85943	2.08164	3.32871	-4.807805	0.009703364	0.0129437	0.00759918	0.00774983	0.00915369	0.00623986	0.0294303	0.00669055	0.00987941	0.00771888	0.0162326	0.00728731	0.00714379	0.00532366	0.00758819	0.0222425	0.0135845	0.00408142	0.019966	0.0118895	0.00840495	0.0174559	0.00519987	0.0392439	0.00547329	0.0168452	0.0199171	0.0208342	0.0152465	0.0162927	0.00593711	0.00526408	0.00982751	0.00598698	0.0150185	0.00633022	0.00418406	0.0221045	0.00625732	0.00640254	0.00594152	0.00654885	0.00771806	0.0054817	0.0139496	0.00216869	0.0116479	0.00866753	0.00954727	0.017926	0.00587182	1	0.250516	0.525358	0.352347	0.201748	0.183269	0.169822	0.913194	0.280162	0.293988	6.209148	0.2672925
2550	-38270.38	-38331.05	60.66481	2.896012	2.004812	0.9299836	4.393945	0.9337148	0.9337148	0.0841591	0.268956	0.188286	0.282815	0.074115	0.0467839	0.479061	0.064562	4.88417	0.105136	0.6932114	0.3707199	0.3224915	3.19988	3.54486	2.27927	2.39373	2.42552	2.36981	2.06053	1.8433	1.55623	2.89805	-4.490046	0.01333287	0.0164506	0.0116069	0.00804765	0.0159334	0.00771804	0.0286324	0.0153695	0.0178853	0.00762132	0.0162196	0.0107916	0.0114562	0.00820403	0.0103826	0.0229088	0.0139282	0.00772383	0.0164101	0.0125341	0.00929028	0.020532	0.00685877	0.0374838	0.00398173	0.0253358	0.0178232	0.0179481	0.0167542	0.031617	0.010799	0.0112782	0.0190731	0.0154491	0.0102955	0.010325	0.0078273	0.0324471	0.00537511	0.00436562	0.00548912	0.00587567	0.00442538	0.0144771	0.0176908	0.0107589	0.00291943	0.0143107	0.0124875	0.0170275	0.00702991	1	0.261291	0.489717	0.388571	0.226736	0.210956	0.197312	1.04669	0.361577	0.265421	4.393945	0.5347862
2560	-38256.49	-38313.01	56.52178	4.111365	2.06808	0.9970825	5.457028	1.022025	1.022025	0.0138464	0.545535	0.239548	0.364935	0.122464	0.105921	0.63281	0.0758169	2.0774	0.174182	0.6237148	0.2087169	0.4149979	3.69463	3.26301	2.53723	2.66888	2.26091	1.77172	2.56856	2.0813	2.04088	2.67424	-4.432135	0.01412777	0.00875687	0.00543021	0.00367381	0.0155324	0.00655411	0.0237912	0.00585129	0.00747708	0.0124209	0.0156008	0.0135816	0.0097735	0.0101482	0.00650121	0.0177855	0.0128894	0.00436903	0.0161616	0.033396	0.018547	0.0186824	0.00896127	0.0244683	0.0061213	0.0164741	0.0140063	0.0256208	0.00884906	0.0463979	0.0113997	0.00426533	0.0133692	0.00946331	0.0106935	0.00463459	0.00423317	0.0434903	0.0101171	0.00589834	0.00519955	0.00491217	0.00680752	0.00489905	0.0145302	0.0159643	0.00901821	0.0113446	0.0112084	0.0141125	0.00883513	1	0.239347	0.501847	0.318027	0.2004	0.119529	0.169213	0.869267	0.366208	0.307211	5.457028	0.3346352
2570	-38267.45	-38318.16	50.70411	3.901271	2.62946	1.368945	6.086539	1.402826	1.402826	0.0101326	0.435574	0.196331	0.297783	0.148137	0.317767	2.35599	0.0377599	0.686008	0.0613145	0.4861915	0.1029513	0.3832403	4.43731	3.79297	2.3787	2.07478	3.20051	3.5942	1.94413	2.28232	1.57287	2.95912	-4.615587	0.01175984	0.00969323	0.00562396	0.00448402	0.0126792	0.00426357	0.0256456	0.00624937	0.00732774	0.00742275	0.0157331	0.0144527	0.00743274	0.0072869	0.0100446	0.0205141	0.013361	0.00414519	0.0123324	0.0120227	0.00792636	0.019629	0.00539718	0.0311948	0.00339442	0.0140792	0.0180729	0.0062428	0.0204415	0.0280077	0.0104385	0.00979919	0.0221676	0.014321	0.00784419	0.00695788	0.0187415	0.0480223	0.00307727	0.00940886	0.00361506	0.00352321	0.00453386	0.0046685	0.0194032	0.012471	0.00321288	0.010602	0.00671932	0.00628088	0.0121423	1	0.216394	0.465316	0.319534	0.227213	0.154952	0.176464	0.826989	0.261355	0.252309	6.086539	0.2117505
2580	-38255.53	-38301.72	46.19791	3.615698	2.460456	1.283321	6.093656	1.370971	1.370971	0.0118422	0.619482	0.232241	0.360356	0.280033	0.517178	0.462732	0.112101	1.97473	0.205815	0.550195	0.3952156	0.1549794	3.93695	3.54628	2.87029	2.78749	2.42619	2.06588	2.8355	1.85348	1.96357	3.33923	-4.501583	0.01317993	0.0173263	0.00979641	0.00742805	0.0109809	0.00870011	0.0290189	0.00482496	0.00669337	0.00579329	0.0211604	0.0134992	0.00839431	0.00629251	0.0170552	0.027243	0.0158824	0.00407064	0.016943	0.0127028	0.00809393	0.0177749	0.00628048	0.0400682	0.00351479	0.0268627	0.0190252	0.0102867	0.01573	0.0221987	0.0101052	0.00901401	0.0349791	0.0102528	0.00247378	0.0132022	0.01808	0.0122855	0.00784367	0.0315791	0.00442044	0.0114828	0.0125869	0.00379416	0.017594	0.0130388	0.0119814	0.00824555	0.0089123	0.0107059	0.00801882	1	0.225387	0.427856	0.309171	0.21646	0.169602	0.198259	0.903713	0.276859	0.268375	6.093656	0.7183191
2590	-38260.4	-38310.82	50.41608	3.050239	1.6908	1.379967	5.843953	1.406031	1.406031	0.0649394	0.492476	0.30916	0.315144	0.232527	0.515562	1.16927	0.0214285	1.88596	0.198607	0.6930126	0.4753598	0.2176528	4.62891	3.58271	2.51777	2.48756	2.77497	1.58314	2.45917	1.81524	1.12442	3.18317	-4.446474	0.01392664	0.00861073	0.00745764	0.00417481	0.0114678	0.00567074	0.0193498	0.00545529	0.00955591	0.0091667	0.0198924	0.0107612	0.00870064	0.008049	0.0102383	0.023424	0.0128171	0.00355807	0.0135657	0.0159476	0.00902074	0.0200104	0.00742008	0.0504139	0.00938936	0.0302931	0.0227488	0.0289861	0.00991621	0.0212462	0.0304821	0.0317811	0.00989818	0.010337	0.00721908	0.00532385	0.00566709	0.017674	0.0116648	0.00974319	0.00579627	0.0037482	0.00352017	0.0112159	0.0165706	0.0191302	0.0147613	0.0122545	0.00448749	0.0110649	0.0120198	1	0.224183	0.445881	0.278939	0.191401	0.153909	0.189169	0.785646	0.279164	0.246222	5.843953	0.6859324
2600	-38270.33	-38305.08	34.75341	1.540601	1.045238	0.6747949	3.105351	0.854198	0.854198	0.103424	0.235379	0.168499	0.619809	0.359361	12.7852	0.605821	0.125924	1.23583	0.0320489	1.227755	0.4679506	0.7598047	3.3778	3.02067	2.18092	2.57301	3.41263	1.52882	2.93874	2.10766	2.04621	2.60749	-3.940298	0.0231034	0.0254557	0.0151513	0.00964319	0.0245472	0.0102134	0.0345834	0.0073734	0.0129487	0.0108861	0.0293025	0.0229894	0.0125449	0.0151778	0.0142023	0.0365213	0.0266032	0.00859762	0.0283711	0.0343411	0.0231523	0.0485229	0.0156825	0.0830474	0.00984424	0.0489393	0.0455824	0.0404954	0.0312687	0.0363726	0.0184254	0.0218282	0.0208367	0.0191334	0.0180867	0.0192172	0.00927913	0.0733611	0.0078582	0.0151046	0.00640065	0.00631391	0.00459176	0.00837296	0.032758	0.0205303	0.0148546	0.0282197	0.00897597	0.0137728	0.0201778	1	0.219189	0.438412	0.304275	0.184955	0.174679	0.166604	0.886532	0.311162	0.245504	3.105351	0.3811432
2610	-38259.84	-38300.39	40.55116	2.153108	1.202734	1.14411	4.52683	1.165471	1.165471	0.0400468	0.610002	0.27984	0.431643	0.261274	12.2707	0.452619	0.0908954	1.60659	0.109443	0.6182464	0.2960448	0.3222016	3.7607	3.30546	2.25546	3.19238	2.90418	2.43706	3.00585	2.23601	1.91011	3.96813	-4.376154	0.01494121	0.0149497	0.00456103	0.00441466	0.011137	0.00719686	0.01547	0.0114724	0.0195619	0.00616664	0.0118375	0.0102906	0.00972888	0.00630307	0.0137998	0.020714	0.014241	0.011826	0.0313152	0.0251964	0.0138635	0.0278029	0.00900048	0.0556252	0.00827024	0.0302448	0.0275603	0.0473779	0.0113277	0.022176	0.0294771	0.00916244	0.0114143	0.00905018	0.00894547	0.0160692	0.011859	0.058388	0.0128378	0.00530097	0.004163	0.0028579	0.00795125	0.00364377	0.0193115	0.0192476	0.0192791	0.010586	0.0083753	0.0097581	0.010221	1	0.25648	0.546942	0.33391	0.233493	0.188891	0.17802	1.05765	0.314483	0.292268	4.52683	0.478846
2620	-38250.53	-38300.19	49.65482	2.630135	1.3964	1.089857	4.27942	1.137528	1.137528	0.0829518	0.483502	0.250476	0.688198	0.269661	7.66953	0.372218	0.0861151	0.651885	0.12748	0.9803009	0.556612	0.4236889	2.91695	3.25766	2.35171	2.5287	2.81238	1.64417	2.54176	1.98054	2.18228	3.44438	-4.399712	0.01459335	0.0220989	0.0121597	0.00805804	0.0118183	0.00496554	0.0342886	0.0119026	0.0151454	0.0102739	0.0214284	0.0164968	0.0144449	0.0106331	0.0131174	0.0281892	0.0126687	0.0171742	0.0468992	0.0237505	0.0157364	0.0226464	0.00910932	0.0549691	0.00494975	0.0350223	0.0210186	0.0114099	0.013803	0.0295393	0.0145383	0.0066079	0.0113117	0.00755015	0.00684925	0.00559921	0.00827008	0.0144626	0.0135316	0.00323513	0.00666687	0.00168041	0.0124843	0.0115504	0.0262172	0.00592513	0.00639459	0.0106091	0.00696868	0.0159318	0.00786915	1	0.281941	0.556227	0.331279	0.231078	0.181894	0.172087	1.05524	0.345248	0.318308	4.27942	0.5677971
2630	-38249.54	-38305.32	55.77546	3.266518	1.741853	1.404136	4.866398	1.553607	1.553607	0.0588449	0.363224	0.225802	0.267911	0.121722	11.8576	0.667831	0.109662	0.363835	0.11641	0.4748418	0.1683617	0.3064801	3.16262	3.34024	2.26661	2.47081	2.43245	2.50025	2.51517	2.00222	1.47255	3.27905	-4.587955	0.01208933	0.00870876	0.00518276	0.00299826	0.006236	0.00495447	0.0222492	0.0067842	0.00720336	0.00538324	0.00918661	0.0117202	0.00513517	0.00571982	0.0081727	0.0192573	0.0147629	0.00946777	0.0294446	0.0164534	0.0099311	0.0195146	0.0078299	0.049218	0.00495405	0.0258611	0.0177859	0.031029	0.00958181	0.033597	0.0105408	0.00957325	0.0145253	0.00887534	0.00358686	0.0111002	0.00530479	0.0255566	0.00681196	0.003656	0.00494453	0.0067944	0.0043699	0.00420412	0.0322376	0.0109591	0.0069311	0.0100757	0.00967043	0.00708228	0.0110097	1	0.2647	0.562701	0.348403	0.23311	0.214952	0.205503	1.20987	0.371375	0.330224	4.866398	0.3545637
2640	-38246.55	-38319.01	72.46293	3.295526	2.144038	1.681473	6.255581	1.786797	1.786797	0.108445	0.569263	0.238464	0.23739	0.289059	2.72022	2.75957	0.0485414	0.935863	0.26839	0.583238	0.300723	0.282515	3.70914	3.16058	2.43388	2.74266	2.69229	1.85309	2.41257	2.22722	1.49765	3.39161	-4.856549	0.009241724	0.0069327	0.00285725	0.0017775	0.00550104	0.00515425	0.0188516	0.00559585	0.00886182	0.00417671	0.0171717	0.011134	0.00511844	0.00423553	0.00664039	0.0147727	0.00899261	0.00273078	0.0139705	0.0123948	0.00624666	0.0125644	0.00534008	0.0253573	0.00372286	0.0146277	0.0136831	0.0152399	0.0125308	0.0116679	0.00728224	0.00494328	0.00737435	0.0061543	0.00569126	0.00548924	0.002999	0.0110347	0.00515137	0.00238221	0.00319326	0.00219669	0.00470755	0.00371318	0.0125535	0.0104436	0.00481774	0.00804445	0.0117909	0.00415049	0.00957068	1	0.288499	0.633051	0.38719	0.250532	0.252717	0.214327	1.09735	0.369477	0.409501	6.255581	0.5156094
2650	-38263.68	-38318.86	55.17073	2.474334	1.083448	1.014144	3.988201	1.100354	1.100354	0.00809576	0.48182	0.261209	0.44203	0.360591	0.4372	1.84534	0.0447945	2.24768	0.142977	1.152019	0.08346967	1.068549	2.95645	3.6052	2.30593	2.92457	2.85809	1.40854	3.16553	1.84224	1.2875	2.99382	-4.574243	0.01225623	0.0121259	0.00808709	0.00423601	0.010996	0.00691047	0.0240923	0.012473	0.0174236	0.00518896	0.0128115	0.00716157	0.00565884	0.00678321	0.0103721	0.0220977	0.0161796	0.00398364	0.0146818	0.0182001	0.0132111	0.0344826	0.0111262	0.0386892	0.00535991	0.0180767	0.0187625	0.0223792	0.0162615	0.0264408	0.0114254	0.0296468	0.00931684	0.0143611	0.00458647	0.00674875	0.0122366	0.0195074	0.0026062	0.00596827	0.00691649	0.010063	0.00953658	0.0027266	0.0250969	0.00546079	0.0104181	0.01469	0.0132908	0.00436604	0.0150546	1	0.320663	0.538643	0.429453	0.26015	0.220724	0.245714	1.16717	0.425192	0.363027	3.988201	0.07245511
2660	-38242.03	-38304.28	62.24556	3.01341	1.968093	1.116394	4.686036	1.116394	1.116394	0.0110557	0.486712	0.171989	0.258812	0.234085	0.292942	0.245235	0.0959071	0.799636	0.197083	0.721469	0.3414224	0.3800466	3.84605	3.33596	2.22804	2.41028	2.6822	1.64649	2.23816	1.7833	1.45576	2.83347	-4.493837	0.01328241	0.0112752	0.00677766	0.00528983	0.0102566	0.00633464	0.0464484	0.00633478	0.0113527	0.00789708	0.0143248	0.009378	0.0121702	0.00871135	0.00886424	0.0293248	0.0169877	0.00456169	0.0167834	0.0146697	0.0121336	0.0222274	0.00961157	0.0339642	0.00611786	0.0165757	0.0185987	0.0264604	0.0130148	0.0280197	0.0101083	0.00768708	0.0117184	0.0109357	0.0192154	0.0129877	0.00687178	0.0148201	0.0103159	0.00734599	0.00914241	0.00484148	0.0107115	0.00502452	0.0183325	0.0145049	0.00418267	0.0213194	0.0180873	0.0119136	0.0137617	1	0.228264	0.494184	0.364366	0.222667	0.138137	0.200153	1.06247	0.361074	0.288818	4.686036	0.4732322
2670	-38241.31	-38297.61	56.3004	4.322648	2.395654	1.36012	5.904912	1.395559	1.395559	0.0225964	0.43174	0.240142	0.334916	0.234678	0.0329101	0.463536	0.0916922	2.89824	0.168403	0.4314291	0.08582988	0.3455992	4.39398	3.17627	2.17469	2.95612	2.47608	1.52935	2.61094	2.18795	2.22995	3.12221	-4.641178	0.01146272	0.0112888	0.00648145	0.00662981	0.0171742	0.00931596	0.0270487	0.00653941	0.011979	0.00559985	0.0119144	0.0134247	0.00962339	0.00721191	0.00939307	0.0173381	0.0131299	0.00310677	0.0166985	0.0113138	0.00849467	0.0169187	0.00594633	0.0176947	0.00417135	0.0124969	0.0145886	0.031543	0.0110119	0.0426893	0.00902869	0.0141401	0.0158429	0.00793777	0.00524754	0.0116364	0.00608782	0.0192232	0.0114781	0.00446181	0.00495817	0.00368926	0.00429037	0.00733789	0.0159259	0.0139513	0.0194297	0.0068468	0.0207963	0.00659349	0.00817878	1	0.222894	0.444749	0.295364	0.196107	0.144841	0.157134	1.07798	0.322324	0.256089	5.97183	0.1989432
2680	-38256.45	-38300.51	44.06761	3.080095	1.482392	1.07269	4.052299	1.186706	1.186706	0.0578652	0.52652	0.192795	0.284659	0.2066	0.0158628	0.801069	0.061108	0.723802	0.183398	0.7484611	0.1542482	0.5942129	3.57564	2.76402	2.19767	3.0335	2.52293	2.42538	2.83677	1.69317	1.85449	3.08043	-4.332495	0.01560798	0.0384048	0.0195054	0.00842992	0.0215543	0.0112078	0.0276989	0.00441455	0.0074868	0.00973136	0.00822904	0.010097	0.00848334	0.00805411	0.00856608	0.0287598	0.0191134	0.00496309	0.0121103	0.0329194	0.017968	0.0350479	0.0151336	0.031444	0.00532297	0.0190087	0.0226973	0.0314411	0.0179742	0.0664197	0.0116417	0.0119852	0.0132393	0.0129515	0.00907229	0.00855384	0.00691901	0.0222312	0.00594287	0.0198445	0.003646	0.00689833	0.016558	0.00473334	0.0352074	0.00365112	0.0120281	0.0201861	0.0104941	0.0123454	0.010377	1	0.227768	0.418014	0.310779	0.193721	0.0958812	0.174446	0.848135	0.259895	0.237667	4.105336	0.2060872
2690	-38250.97	-38301.13	50.16202	3.493177	1.650775	1.312804	5.057355	1.428012	1.428012	0.107175	0.412229	0.229082	0.252689	0.384576	0.00788416	0.238125	0.0864721	0.924015	0.196606	0.5197937	0.2081825	0.3116112	3.43073	3.18896	2.16717	3.0438	2.62745	1.98062	2.3965	1.73764	1.57486	3.04045	-4.467569	0.01363593	0.0362403	0.0128275	0.00859161	0.00926621	0.00435486	0.0303321	0.0122389	0.00981224	0.00732646	0.0177261	0.0142064	0.0112548	0.00758939	0.0123139	0.0209666	0.0108264	0.0037753	0.0158057	0.0220424	0.0104747	0.0454576	0.0150806	0.0290783	0.00427503	0.0172986	0.0186422	0.0173801	0.0141829	0.0359065	0.00989439	0.0153441	0.0059421	0.0092826	0.00306859	0.00945639	0.00809674	0.0159548	0.00236739	0.00618886	0.0208524	0.0033148	0.0159965	0.00449064	0.0110185	0.0106054	0.00903478	0.0174059	0.00461774	0.00579848	0.00808554	1	0.206133	0.422115	0.297497	0.20267	0.188591	0.157111	0.87168	0.276936	0.267299	5.057355	0.4005098
2700	-38237.1	-38291.76	54.6613	3.912144	1.843256	1.486304	5.977134	1.527153	1.527153	0.0472024	0.43644	0.211355	0.300809	0.193072	0.25227	0.525395	0.116144	0.477642	0.291627	0.6821427	0.3503301	0.3318126	3.46012	3.26147	2.24348	2.96795	3.17236	2.58142	2.04583	1.81346	1.85646	2.67815	-4.594129	0.01201491	0.0135549	0.00635431	0.00488208	0.0155323	0.0105931	0.0157377	0.0159841	0.0123622	0.00581976	0.012335	0.00824461	0.00848917	0.00857085	0.00759699	0.0148335	0.011423	0.00538047	0.0194972	0.021179	0.0137629	0.0187599	0.00803306	0.0378723	0.0037274	0.0201199	0.0161566	0.00823844	0.0186872	0.0307532	0.017613	0.00907065	0.00741175	0.0059795	0.00556554	0.0048404	0.0124802	0.0469847	0.0118565	0.00270999	0.00467584	0.00412448	0.00395129	0.0052492	0.0119965	0.0139626	0.00360178	0.0106932	0.00461179	0.00846763	0.00668665	1	0.249412	0.456812	0.316607	0.203557	0.162984	0.167997	1.07915	0.285417	0.249224	5.977134	0.513573
2710	-38255.68	-38308	52.32676	3.626197	2.862772	1.437922	6.138947	1.628252	1.628252	0.11718	0.244432	0.250991	0.253476	0.232154	0.307309	0.286191	0.0601146	0.332717	0.0927145	0.266587	0.02018977	0.2463972	3.95667	3.62652	2.08302	2.74167	2.65075	1.47119	2.80882	1.77192	1.35256	2.95623	-4.58306	0.01214864	0.0226519	0.010667	0.00712679	0.0139789	0.00747631	0.0214989	0.00618152	0.0054713	0.00908288	0.00821695	0.00663403	0.00798541	0.00931509	0.00931692	0.0119182	0.00911194	0.00544127	0.0141883	0.0194508	0.0101458	0.0183048	0.00814413	0.0503502	0.00577779	0.0293563	0.0172984	0.0415278	0.00805529	0.0225181	0.00531943	0.00353737	0.0121828	0.00704568	0.0115656	0.00404792	0.0086166	0.0253999	0.00695213	0.00912759	0.00583688	0.00414546	0.00404585	0.0105792	0.0092163	0.0349614	0.00723507	0.0180862	0.00694628	0.00641087	0.00711819	1	0.266781	0.450498	0.285109	0.206456	0.201521	0.169885	0.815345	0.32707	0.248712	6.138947	0.07573428
