Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	death	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
5860	-38247.19	-38293.65	46.46267	3.758028	1.711534	1.144169	5.788632	1.28545	1.28545	0.0352926	0.445029	0.171863	0.380223	0.265	0.483277	2.12639	0.110769	2.29609	0.192883	0.9621734	0.3311741	0.6309993	4.01608	3.2498	2.35651	2.98054	2.9741	1.91062	2.38109	2.01849	1.91911	3.27009	-4.43156	0.0141359	0.0232321	0.0128617	0.00877932	0.0127741	0.00635721	0.026837	0.00469208	0.00641765	0.00727271	0.0117492	0.00839526	0.00944212	0.0086201	0.0068049	0.0226433	0.0107721	0.0039294	0.0150977	0.019939	0.0134466	0.0224659	0.00976687	0.029443	0.00361163	0.0156805	0.0162152	0.0143313	0.0166936	0.0256774	0.0157792	0.0119263	0.00657221	0.00864324	0.0109109	0.0134837	0.0202032	0.0530771	0.0046517	0.0226584	0.0114624	0.00325121	0.00458345	0.00394643	0.0129613	0.0155053	0.0178154	0.0190269	0.00660364	0.0113117	0.00823342	1	0.240059	0.478348	0.314136	0.190921	0.157337	0.148606	1.02825	0.252073	0.287219	5.788632	0.3441938
5870	-38285.84	-38322.08	36.23632	3.173342	1.539994	0.9714949	4.397069	1.031446	1.031446	0.0100398	0.395872	0.216471	0.146756	0.335789	0.0708415	1.52093	0.09304	1.31121	0.142568	0.4743068	0.1581043	0.3162025	3.62487	3.66776	1.9307	2.6492	2.87608	2.48288	2.55557	2.25202	1.92174	2.80517	-4.138025	0.0189585	0.0290151	0.0162269	0.00814717	0.0226761	0.0101349	0.0405312	0.00762929	0.00853207	0.0111602	0.0294948	0.0114689	0.0139886	0.0123276	0.00844924	0.0205409	0.0285433	0.00350348	0.0264044	0.0244753	0.0157176	0.0323218	0.0156813	0.0281809	0.00702008	0.019676	0.019874	0.0422088	0.0127453	0.0471915	0.00922236	0.0140682	0.0194994	0.0206994	0.0235493	0.0103711	0.00465924	0.034279	0.00846285	0.0137974	0.00707593	0.00717295	0.0157086	0.00680162	0.0845152	0.0215497	0.00394317	0.00966365	0.00693318	0.0147578	0.00821742	1	0.219549	0.414771	0.295251	0.197369	0.177091	0.148311	0.86608	0.289576	0.226956	4.422097	0.3333377
5880	-38275.85	-38308.92	33.06878	2.013866	1.526529	0.7732862	3.374961	0.8111171	0.8111171	0.0248291	0.216793	0.255619	0.25465	0.229895	0.0121379	0.295694	0.0899275	0.267006	0.253362	1.036354	0.2001495	0.8362046	3.21378	3.22844	2.33996	2.61137	3.09441	2.26978	2.48994	2.11923	1.62497	2.87792	-3.840504	0.02552794	0.0398671	0.0207853	0.0174811	0.0211644	0.00901709	0.0656091	0.0168431	0.024162	0.012151	0.0213158	0.0153793	0.0197326	0.013281	0.0202043	0.0608551	0.0330427	0.00827778	0.0368249	0.0202974	0.0169522	0.0315642	0.0125511	0.0508784	0.00676158	0.0186338	0.0326614	0.0383854	0.0420597	0.0539152	0.0237336	0.0245236	0.0228142	0.0189072	0.00950419	0.0215906	0.0246492	0.0333318	0.0157011	0.00773023	0.0178949	0.0169894	0.00995575	0.0135076	0.0431743	0.0174941	0.0052025	0.0198004	0.00547147	0.0301602	0.0110629	1	0.189336	0.345207	0.248464	0.180868	0.0995232	0.128482	0.77653	0.198119	0.209383	3.572375	0.1931285
5890	-38259.22	-38303.57	44.35074	2.686032	2.258275	0.9951841	4.309915	1.112397	1.112397	0.107558	0.70467	0.26526	0.449767	0.497324	0.0115853	0.557945	0.108247	0.665297	0.323949	0.7232046	0.2091806	0.5140241	3.694	3.11863	2.15612	2.02558	2.75046	2.08051	1.91221	1.60945	1.59466	3.1784	-4.21406	0.01757044	0.0495752	0.0231544	0.0152631	0.02793	0.0124932	0.0472392	0.0119919	0.0134044	0.00972447	0.0258614	0.0161206	0.0141074	0.00870234	0.0128822	0.0359274	0.0183715	0.00890717	0.0374067	0.0155004	0.00871863	0.0253717	0.00952314	0.0256606	0.00390013	0.0179231	0.024224	0.0389625	0.0273089	0.0373877	0.010463	0.00963518	0.0225843	0.00668309	0.00972483	0.0108046	0.00987092	0.0262374	0.0141295	0.00768516	0.00759924	0.00354095	0.0072857	0.00684952	0.0283103	0.00486973	0.0121529	0.0160359	0.00991557	0.0162744	0.0061907	1	0.215452	0.419252	0.279928	0.201257	0.129671	0.142727	0.939533	0.256486	0.233018	4.735199	0.2892412
5900	-38276.31	-38308.26	31.95548	1.935413	1.437019	0.6734026	3.153068	0.7518985	0.7518985	0.0493035	0.278258	0.305438	0.252554	0.210303	0.0180573	0.57806	0.0728596	0.691719	0.188921	1.038713	0.06111567	0.9775977	4.2193	3.03386	2.14901	2.95726	2.58677	2.46174	2.29758	1.81744	1.83863	3.5862	-4.013198	0.02147908	0.0437414	0.0203995	0.0151284	0.0170067	0.00990546	0.0637682	0.0206421	0.0206444	0.0241784	0.0401677	0.0311705	0.0137126	0.0223354	0.00993425	0.0582338	0.0209807	0.0146654	0.0460463	0.029024	0.0145273	0.0343188	0.0133948	0.0586975	0.0060483	0.0284462	0.030222	0.0202092	0.0383596	0.0502583	0.01536	0.0122178	0.0307688	0.00744437	0.0108894	0.0072428	0.0112601	0.0356794	0.00641107	0.00609334	0.0153899	0.0111936	0.0152436	0.0343517	0.0247522	0.0112118	0.0202362	0.02222	0.00849399	0.0243071	0.00947422	1	0.198606	0.475753	0.260829	0.200684	0.173127	0.196754	0.967499	0.265791	0.26682	3.177308	0.05883786
5910	-38258.31	-38316.02	57.70217	3.234561	2.047758	1.179498	5.555122	1.218081	1.218081	0.0739347	0.409227	0.224712	0.245085	0.423203	0.897471	0.58699	0.120076	1.75677	0.207998	0.6071544	0.1061581	0.5009963	3.28217	3.57277	2.23243	2.53128	2.41306	2.94658	2.16091	1.96173	1.85651	2.9852	-4.570795	0.01229857	0.019989	0.0148656	0.0102184	0.00852371	0.00838753	0.0290959	0.00510819	0.0106726	0.0132938	0.00883116	0.011925	0.00725168	0.00957502	0.00548674	0.0236338	0.0100008	0.00374282	0.018434	0.0141894	0.011607	0.0361159	0.0156002	0.0346049	0.00295424	0.0158714	0.0179332	0.00965191	0.0223016	0.022782	0.00339404	0.0118038	0.0111165	0.00805291	0.0138611	0.0064455	0.0102309	0.0277943	0.010994	0.00956585	0.0108669	0.00738529	0.00437996	0.00749198	0.0105514	0.0168863	0.00642916	0.00860114	0.00998392	0.0194817	0.00573146	1	0.254405	0.522678	0.363923	0.218688	0.188513	0.199548	1.14607	0.314431	0.287121	5.636715	0.1748453
5920	-38253.14	-38304.54	51.39348	3.730581	2.198101	1.049574	5.203472	1.193038	1.193038	0.0200963	0.38308	0.213909	0.407523	0.206238	0.147143	0.797587	0.103366	0.980786	0.214745	0.7464903	0.1996802	0.5468101	5.20085	3.12711	2.20586	2.62353	2.85307	1.69469	2.91976	2.14946	1.78164	3.70061	-4.393698	0.01468138	0.023162	0.0170636	0.00856126	0.0113795	0.00940371	0.0256944	0.00793321	0.0091892	0.0125008	0.0214526	0.0161334	0.00816189	0.0111827	0.00758511	0.0180984	0.0128246	0.00800312	0.0230678	0.015329	0.0108684	0.024219	0.00927762	0.0227875	0.00310743	0.0102569	0.0168064	0.014155	0.0192741	0.0434964	0.0105783	0.00539218	0.0194431	0.00842447	0.00557079	0.00487547	0.00487546	0.0392815	0.00558404	0.00850132	0.0206714	0.0104189	0.0110694	0.00932567	0.0135097	0.0110385	0.00923606	0.00881885	0.00507009	0.0119046	0.00596311	1	0.256177	0.454794	0.323387	0.229029	0.156866	0.165645	0.879147	0.33078	0.300987	6.000824	0.267492
5930	-38245.33	-38298.22	52.89048	3.402365	2.574771	1.164384	5.864375	1.192345	1.192345	0.00630826	0.322708	0.173756	0.340271	0.256702	0.149014	1.09922	0.104881	0.675045	0.218579	0.3415969	0.1402496	0.2013473	5.34001	3.29993	2.34218	2.80465	2.55501	1.8244	2.26904	1.96484	1.33425	3.62354	-4.536196	0.01273153	0.0115711	0.00485727	0.00588761	0.00639803	0.00297889	0.0332778	0.0056411	0.00881686	0.0177687	0.0102066	0.00624351	0.00872757	0.0151716	0.00669022	0.0274225	0.0127626	0.00538634	0.016766	0.0172557	0.0107538	0.0165716	0.007035	0.0203473	0.00371779	0.0087598	0.0151924	0.0299963	0.0183236	0.0237765	0.0075703	0.00437241	0.0118212	0.00682539	0.00605564	0.00229816	0.00931045	0.0193	0.0191611	0.0149492	0.0181915	0.0061918	0.00435171	0.0151495	0.0142208	0.00895323	0.00629473	0.0081272	0.00610743	0.00769206	0.00569724	1	0.222972	0.514413	0.312359	0.207115	0.179797	0.189825	0.986589	0.319422	0.323166	6.191804	0.4105705
5940	-38273.88	-38318.84	44.96128	2.763419	1.422703	0.7878771	3.913646	0.8181186	0.8181186	0.00370848	0.334767	0.222287	0.620791	0.0402304	0.685164	0.770366	0.0578507	1.0961	0.301838	0.8097376	0.5081141	0.3016234	3.13405	3.38059	2.53924	2.44325	3.26333	1.66838	3.21741	1.72897	1.93464	2.8544	-4.322531	0.01576428	0.0197619	0.0100798	0.00702447	0.0131439	0.00725289	0.042546	0.0116723	0.0218873	0.0257584	0.0169574	0.0117899	0.00657075	0.0333766	0.00965405	0.0340141	0.0200301	0.00459291	0.0157466	0.0187909	0.0110841	0.0275264	0.0119217	0.0389973	0.00505357	0.0259004	0.0184637	0.0116834	0.0176748	0.0428173	0.0115526	0.014023	0.0171352	0.0162603	0.0175235	0.0052975	0.0220215	0.0362751	0.0140773	0.00641404	0.0147647	0.0151722	0.0247953	0.00281627	0.0232156	0.0168104	0.00716575	0.00895552	0.0351185	0.00950482	0.00626624	1	0.271223	0.585632	0.339391	0.238325	0.165613	0.196708	0.997629	0.339505	0.334485	4.139191	0.6275047
5950	-38264.89	-38315.42	50.5284	2.496651	1.63803	0.7920115	4.072159	0.8488274	0.8488274	0.0246665	0.561285	0.233199	0.343079	0.124	1.19485	0.687082	0.105314	0.478033	0.131847	0.8685504	0.2768175	0.591733	3.30143	3.54606	2.21155	2.63282	2.8231	2.00945	1.77992	1.99744	1.38422	2.65198	-4.185802	0.01807401	0.0309533	0.0126772	0.00989277	0.010818	0.00693134	0.0498635	0.00813538	0.0182655	0.00952993	0.0133221	0.011377	0.0104494	0.0166626	0.0126388	0.0512828	0.0238475	0.00720436	0.0342208	0.0206792	0.0122885	0.0303564	0.0120906	0.0369738	0.00556274	0.0250095	0.022736	0.0133231	0.0309902	0.0362929	0.0120932	0.0111678	0.0210727	0.0129328	0.0116326	0.0200329	0.0223978	0.0326062	0.00975043	0.0099539	0.0187173	0.00775791	0.00436567	0.00864561	0.0326994	0.0106958	0.00570466	0.0121331	0.0195877	0.0114906	0.00842608	1	0.232762	0.473853	0.318784	0.228795	0.158889	0.193719	0.993372	0.324267	0.307587	4.072159	0.318712
5960	-38245.42	-38305.96	60.54193	3.891173	2.077658	1.050019	5.351146	1.105117	1.105117	0.0631084	0.373269	0.198404	0.36303	0.217187	4.49874	0.744179	0.0898298	0.472235	0.200604	0.5431793	0.1047466	0.4384327	3.20425	2.84007	2.07071	2.6871	2.43946	1.45925	2.22336	2.01259	2.03974	3.20884	-4.398052	0.01461759	0.0291073	0.0141353	0.00750043	0.0157831	0.00680619	0.0230224	0.00613589	0.0115434	0.00830258	0.00916501	0.0120109	0.0114982	0.00864684	0.00849464	0.0250729	0.0153646	0.00643122	0.0218405	0.0138392	0.00956653	0.0241137	0.00974218	0.0293949	0.00467495	0.0193183	0.016716	0.0250273	0.00936353	0.0370692	0.00694065	0.0106571	0.01798	0.0104925	0.00945983	0.00900804	0.00804328	0.0297483	0.0128932	0.0144473	0.00538313	0.0121518	0.00822029	0.00649221	0.0171317	0.0296084	0.00464452	0.0144818	0.00739741	0.00921493	0.00946799	1	0.229695	0.429477	0.366425	0.206697	0.195952	0.190865	0.955106	0.328157	0.298916	5.351146	0.1928397
5970	-38267.15	-38313.48	46.32422	2.329094	1.319815	0.7430789	3.850644	0.8004365	0.8004365	0.102504	0.457641	0.231224	0.714232	0.129663	3.14139	0.264223	0.0906856	0.622887	0.205993	0.8098187	0.1853152	0.6245035	3.74401	3.55845	2.12403	1.72246	2.37394	2.06874	2.37469	2.00776	1.44566	3.43182	-4.129998	0.01911129	0.0231178	0.0111946	0.00866326	0.0162208	0.0119628	0.0538024	0.0222494	0.0257998	0.0106665	0.0235217	0.0124942	0.0121978	0.0109863	0.0106454	0.0582106	0.0199197	0.00544116	0.0174144	0.0316993	0.0235883	0.0377154	0.0153287	0.0342673	0.0106863	0.023755	0.0254079	0.0335051	0.0208594	0.0378719	0.0205198	0.0125484	0.0227941	0.01818	0.0126176	0.0276361	0.00817726	0.0284863	0.00827581	0.00520863	0.00441769	0.0163032	0.0138631	0.0251098	0.0221224	0.0142082	0.0103074	0.0255816	0.0088651	0.013614	0.0182511	1	0.232086	0.471547	0.316585	0.211488	0.142776	0.132337	1.0195	0.281684	0.253488	3.850644	0.2288354
5980	-38246.59	-38305.92	59.33468	3.551766	1.409168	1.177609	5.230758	1.274939	1.274939	0.0822161	0.361238	0.256773	0.632254	0.1626	11.9901	0.347391	0.123095	1.88544	0.192953	0.5152308	0.1291152	0.3861156	3.61223	2.80038	1.97544	2.85172	2.43348	1.94393	2.62659	2.12319	1.85597	3.20027	-4.521918	0.01291461	0.0107013	0.00495454	0.00511828	0.0173638	0.00923387	0.0329133	0.0057105	0.00829949	0.0102305	0.0111508	0.00813043	0.00770329	0.0109088	0.0076631	0.0263102	0.0112629	0.00468668	0.012736	0.0234068	0.0120315	0.033549	0.0129145	0.0307224	0.00387868	0.0218377	0.0149836	0.0111466	0.0138863	0.031018	0.0131718	0.0152023	0.00688036	0.00733725	0.00493464	0.00468969	0.00319526	0.0130812	0.00364128	0.0115826	0.00431538	0.0119373	0.00787539	0.00743399	0.0115195	0.0147301	0.00615605	0.0215447	0.0070722	0.0133969	0.00950515	1	0.273365	0.535736	0.355842	0.218153	0.202531	0.157639	1.25948	0.354416	0.324059	5.230758	0.2505967
5990	-38235.87	-38309.89	74.02268	4.203947	2.138395	1.202856	5.91044	1.234575	1.234575	0.0635694	0.294804	0.195241	0.436356	0.269742	2.70114	0.42451	0.107581	0.677234	0.155073	0.4062856	0.1306026	0.275683	3.71433	3.74442	2.55032	2.63386	2.97791	1.25197	1.98307	2.26451	1.59179	3.39517	-4.945823	0.008452438	0.00882446	0.0051139	0.00435515	0.00673382	0.00357357	0.0212811	0.00605526	0.004241	0.00618402	0.00951923	0.00758046	0.00720872	0.00490632	0.00973202	0.0196604	0.00753415	0.00115126	0.00476891	0.0167845	0.00995945	0.0165573	0.00637841	0.0188325	0.00291568	0.0125165	0.0112298	0.0134712	0.00746201	0.0248423	0.00687642	0.00382983	0.00586129	0.00883022	0.00444136	0.0037605	0.00871667	0.0118289	0.00693123	0.0078674	0.00627391	0.00522899	0.00703058	0.00767121	0.00823809	0.00384325	0.00358803	0.0151494	0.00237212	0.00721171	0.00852705	1	0.378591	0.635332	0.393806	0.314841	0.214255	0.242916	1.36724	0.437752	0.392156	5.91044	0.3214552
6000	-38258.73	-38311.39	52.65245	2.21749	1.531411	0.8068143	4.004122	0.8302552	0.8302552	0.0495495	0.55948	0.222786	0.714933	0.229152	2.03201	1.02201	0.0964493	1.56636	0.186287	0.8649493	0.06527141	0.7996779	2.71733	2.69996	2.31764	2.42021	2.28136	2.05968	2.55752	2.2222	1.73811	2.91541	-4.277693	0.0164872	0.0293307	0.0174674	0.00887212	0.0179559	0.00882466	0.0333906	0.00629207	0.0121497	0.00964983	0.0391073	0.0237034	0.0217392	0.0126524	0.0255526	0.0340341	0.0145097	0.0071173	0.0197044	0.0213232	0.0109528	0.0286428	0.011084	0.0404222	0.00381442	0.0269598	0.0193722	0.0121983	0.0239386	0.0294488	0.00645768	0.00663918	0.00795342	0.00619464	0.00779725	0.00482137	0.0197555	0.0294474	0.0119098	0.0128971	0.00885948	0.00284263	0.00811422	0.0099905	0.0127694	0.0069305	0.0101443	0.0160216	0.00421199	0.0148617	0.00728111	1	0.302098	0.621296	0.417199	0.287798	0.24838	0.217654	1.18432	0.380552	0.332692	4.004122	0.0754627
6010	-38257.24	-38319.8	62.56151	2.262905	1.612553	0.7961827	4.464034	0.8148765	0.8148765	0.00537662	0.46547	0.182077	0.498993	0.131454	3.88393	1.34587	0.0723557	1.70073	0.169968	0.5416999	0.03110427	0.5105956	2.88209	3.75184	2.03042	2.70173	2.79549	1.0621	2.73395	1.93932	1.74194	2.71504	-4.440766	0.01400636	0.0165715	0.0132608	0.00796234	0.00869465	0.00632524	0.0206072	0.00825043	0.0139305	0.00782291	0.0220012	0.0176513	0.0149973	0.00826624	0.0189605	0.0210116	0.00906436	0.00255293	0.00972273	0.0116793	0.00755031	0.0196542	0.00798437	0.0287022	0.00450995	0.0125666	0.020821	0.0191671	0.0223282	0.022347	0.0125227	0.0195885	0.0106495	0.0097759	0.00378441	0.0108936	0.0194373	0.033879	0.0181949	0.00430464	0.00488259	0.00637978	0.0132457	0.00634719	0.00843759	0.0189109	0.00730052	0.0148651	0.0120819	0.0111248	0.0060551	1	0.287451	0.622717	0.479209	0.303544	0.194302	0.221914	1.19933	0.399006	0.391762	4.464034	0.05741975
6020	-38249.93	-38307.77	57.84211	3.151784	2.110388	0.9599596	5.229549	1.014477	1.014477	0.000665554	0.576417	0.195814	0.473486	0.195996	10.7287	0.542249	0.0872146	1.2893	0.214732	0.5945411	0.2129867	0.3815544	3.68458	2.86825	2.62939	3.01948	2.72181	1.04699	2.80554	2.13637	1.62085	3.44012	-4.670755	0.01112865	0.0237717	0.0100851	0.00621137	0.0128801	0.00538562	0.0194029	0.0122917	0.0249678	0.00713237	0.0218899	0.0155877	0.00920118	0.0103876	0.0100531	0.0152285	0.00960677	0.00480242	0.0113087	0.010382	0.00688275	0.0179864	0.00850093	0.0272939	0.00211406	0.0142734	0.016091	0.0105216	0.015902	0.0185465	0.0103127	0.0128716	0.00781024	0.00531622	0.0078407	0.0140644	0.00500079	0.0531409	0.00525603	0.00386548	0.00381746	0.00379046	0.00904876	0.02058	0.00702898	0.0125042	0.00936125	0.0145466	0.0165493	0.00507454	0.00806329	1	0.292392	0.530887	0.366667	0.298288	0.205674	0.200669	1.13942	0.333848	0.362037	5.229549	0.3582372
6030	-38248.52	-38309.43	60.90828	3.765256	2.877174	1.181288	6.202129	1.22485	1.22485	0.000824569	0.275661	0.210946	0.553721	0.220332	1.5077	1.28478	0.104992	2.7942	0.207144	0.4656414	0.2260576	0.2395838	3.58114	3.10945	2.19832	2.61921	2.36657	2.27482	2.27297	1.81909	2.51093	3.2726	-4.656413	0.0112894	0.0179311	0.00548946	0.00307684	0.0123433	0.00673716	0.035301	0.00737221	0.00804334	0.0232933	0.013082	0.00731972	0.00607854	0.0146313	0.00610039	0.02866	0.00863824	0.00548034	0.0186182	0.0109772	0.00663697	0.0107609	0.00434109	0.0214247	0.00355374	0.00816115	0.014857	0.031208	0.00900896	0.0146354	0.0143911	0.0041199	0.00917715	0.00540661	0.0102958	0.002601	0.0084913	0.0155285	0.00983526	0.00518287	0.00500531	0.00317918	0.00500497	0.00680157	0.00790799	0.00456267	0.0147597	0.016225	0.0107599	0.00355947	0.00707417	1	0.257172	0.652626	0.351804	0.233171	0.23742	0.214614	1.12985	0.329471	0.338799	6.202129	0.4854758
6040	-38238.22	-38301.8	63.57723	3.391343	2.238925	0.971434	4.954093	1.054978	1.054978	0.000747703	0.378312	0.209694	0.405982	0.168737	0.300638	0.221473	0.0108136	0.551856	0.368208	0.4801818	0.07494832	0.4052335	3.05372	3.01954	2.45322	2.27278	2.66232	1.72099	2.27863	1.81687	1.74098	2.95292	-4.531334	0.01279358	0.00839715	0.00455912	0.0028178	0.00908656	0.00577892	0.0324177	0.0077044	0.0108169	0.00917375	0.0156963	0.0108466	0.0100026	0.00970368	0.00642895	0.0292498	0.0136086	0.00784529	0.0237622	0.0114836	0.00618273	0.0142474	0.00575942	0.0254078	0.00221551	0.012221	0.01634	0.00667637	0.0261454	0.0193421	0.0272823	0.00798793	0.0116408	0.00768663	0.0112498	0.00756793	0.00611822	0.0234185	0.00996518	0.00643456	0.00905718	0.00743795	0.00422464	0.00549432	0.0144676	0.00721192	0.00538708	0.0159735	0.0227489	0.00750822	0.0139056	1	0.233806	0.549114	0.353719	0.225848	0.176712	0.211537	1.03577	0.353445	0.338243	4.954093	0.1560832
6050	-38253.2	-38308.89	55.69328	4.017148	2.505625	0.936408	5.862137	1.044855	1.044855	0.000825976	0.402541	0.244241	0.229232	0.178967	0.277868	0.640497	0.0138368	0.550593	0.129406	0.4996344	0.2225345	0.2770999	4.5758	3.1369	2.24758	2.78106	2.47165	1.99674	3.27217	2.01598	1.9625	2.70943	-4.396713	0.01463718	0.0155611	0.00423341	0.00472796	0.0176627	0.00680539	0.0420018	0.00508988	0.00867112	0.00858764	0.0110465	0.0147292	0.00957048	0.0100711	0.0133738	0.038394	0.0127024	0.0056801	0.0208206	0.0115448	0.00930205	0.0151557	0.00541794	0.0196571	0.00434473	0.0117979	0.0148641	0.0184491	0.0123911	0.0188442	0.0115257	0.00748934	0.0243548	0.0106682	0.00455692	0.00767257	0.0164335	0.0190421	0.0102193	0.0198035	0.00450457	0.00782725	0.0166715	0.00895327	0.0150131	0.00616711	0.00467093	0.0140111	0.0160452	0.0121183	0.0109209	1	0.255084	0.483177	0.366375	0.20079	0.171476	0.200651	0.91958	0.306938	0.254819	5.862137	0.4453946
6060	-38256.06	-38306.32	50.25675	3.747876	2.715813	1.124457	6.246288	1.178693	1.178693	0.00240532	0.524651	0.266317	0.368941	0.236902	0.57372	0.493302	0.0409552	0.777993	0.129445	0.562677	0.4129256	0.1497514	4.4151	3.10159	1.86295	2.51159	2.1874	1.3248	2.49509	1.79998	1.53749	3.08369	-4.513282	0.01302663	0.013778	0.00709678	0.00328698	0.0102812	0.00521794	0.028966	0.0142133	0.0166884	0.0108162	0.0123198	0.014024	0.00754399	0.0111968	0.00836038	0.0209404	0.0135713	0.00332327	0.0122267	0.0137615	0.0106964	0.0160075	0.00551144	0.0196338	0.0032874	0.0101192	0.0189145	0.017307	0.0263321	0.0139493	0.0117897	0.00606113	0.0385938	0.0139438	0.003381	0.0110416	0.00922793	0.032854	0.0169534	0.00297987	0.0104386	0.00800229	0.0107213	0.00808915	0.0156862	0.0105244	0.0190925	0.039603	0.013638	0.00684859	0.0180672	1	0.228315	0.450783	0.278299	0.188235	0.144034	0.177183	0.804455	0.28912	0.265199	6.246288	0.733859
6070	-38257.49	-38306.94	49.45482	4.672442	1.869445	1.136848	6.045488	1.16799	1.16799	0.00192714	0.356572	0.204165	0.416496	0.228623	0.499202	0.654248	0.102898	0.639557	0.114036	0.401049	0.278103	0.122946	4.09916	2.94997	2.31484	2.5285	2.95759	2.459	2.28907	1.69154	1.61895	3.76642	-4.508162	0.0130935	0.0151187	0.00671374	0.00525115	0.0138538	0.0067195	0.0257401	0.00545012	0.00649958	0.013966	0.0344855	0.0182982	0.0085932	0.0100028	0.0175185	0.0203513	0.0143323	0.00478729	0.0118001	0.0263629	0.0138398	0.0211326	0.00837999	0.0281907	0.00333369	0.0135845	0.0155592	0.0114449	0.0100876	0.014962	0.0242253	0.00728526	0.00998391	0.00936528	0.0051432	0.00790381	0.0181853	0.0278166	0.0124213	0.0213613	0.0097781	0.0111531	0.0106423	0.00993833	0.0117598	0.0128875	0.00736153	0.0207122	0.0269444	0.00412996	0.0118439	1	0.231131	0.393354	0.303513	0.225575	0.169506	0.197644	0.937898	0.277049	0.25242	6.045488	0.6934391
6080	-38268.04	-38313.4	45.35704	2.821984	2.029667	0.8901902	5.136797	1.026373	1.026373	0.0125786	0.391373	0.236649	0.373774	0.210515	0.560183	1.67258	0.110078	2.70894	0.380593	0.8594498	0.499366	0.3600838	3.162	2.81162	2.16803	2.08847	2.76757	1.98607	2.24239	1.82337	2.38312	3.0875	-4.158922	0.01856644	0.0199214	0.00893031	0.00578686	0.0104573	0.00511962	0.0325976	0.00973503	0.013613	0.0107553	0.0314142	0.0136567	0.0116829	0.0103255	0.0176303	0.0323008	0.0138921	0.00961566	0.0395609	0.019377	0.0115975	0.030312	0.0140149	0.0349888	0.00567275	0.0251777	0.0224194	0.0274901	0.020261	0.0115001	0.0108326	0.0134361	0.0262409	0.0104678	0.00463408	0.0120459	0.0100781	0.0771622	0.0117187	0.00972625	0.0111127	0.0151886	0.00734792	0.0208157	0.0149865	0.0156029	0.00896936	0.0246233	0.0342771	0.00513349	0.0147167	1	0.202222	0.405849	0.25914	0.191076	0.182127	0.152537	0.850718	0.275078	0.243205	5.136797	0.5810299
6090	-38269.33	-38309.38	40.04634	3.703184	1.334662	0.7911399	4.2569	0.8818807	0.8818807	0.0179824	0.714248	0.216084	0.401491	0.334783	1.2826	3.31986	0.080451	1.43724	0.203756	0.7031966	0.09417698	0.6090196	3.85458	3.25474	2.20397	2.59082	3.03097	2.26444	1.56374	1.96788	1.42614	3.34252	-3.85604	0.0251344	0.0142985	0.0062783	0.00628545	0.0186812	0.0143386	0.036529	0.00985399	0.0131112	0.0133626	0.015806	0.0108979	0.0202351	0.0138532	0.0177429	0.0316988	0.022466	0.0145916	0.039185	0.0233693	0.0172196	0.0398996	0.0137828	0.0471552	0.00922503	0.0222238	0.0208745	0.0359146	0.0125697	0.0370634	0.0166503	0.0230335	0.0171278	0.00985351	0.0325772	0.0147152	0.0123122	0.0552882	0.0154221	0.0185215	0.0169272	0.00981695	0.0129447	0.0156162	0.0189252	0.0241238	0.0137269	0.0436752	0.0349575	0.00686695	0.0219121	1	0.2029	0.384965	0.263353	0.186015	0.171848	0.150206	0.761166	0.260345	0.229653	4.2569	0.133927
