Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	pi[1]	pi[2]	pi[3]	pi[4]	psi[1]	psi[2]	psi[3]	psi[4]	q_hidden[1]	q_hidden[2]	q_obs[1]	q_obs[2]
350000	-541.2513	-539.1454	-2.105933	0.045696	-23.3571	0.109028	-0.317477	0.79814	4.35569e-05	5.12336	0.0131933	0.752444	23.3572	5.01434	0.33067	0.0747193	0.11413	0.753482	0.0576684	0.0284745	0.31946	4.72343e-05	0.0341039	0.0104268	0.00716649	0.076831	0.0718545
351000	-537.7787	-539.797	2.018359	0.0485776	-1.00535	0.135158	-0.156095	0.605832	0.00192205	6.19173	0.241547	0.557254	1.00727	6.05657	0.397642	0.352107	0.427271	0.181002	0.0396197	0.0329601	0.0218339	0.000361506	0.0217802	0.00581748	0.0054158	0.055717	0.0123609
352000	-545.9095	-537.6466	-8.262839	0.0112194	-44.1425	0.0868217	-0.249338	0.989316	0.0731403	5.76054	0.367425	0.978097	44.2157	5.67372	0.616763	0.137494	0.0452576	0.698652	0.118597	0.0268923	0.507287	0.000196192	0.029373	0.0050031	0.00222922	0.0432888	0.00969006
353000	-535.3374	-542.2148	6.877406	0.0255941	-7.28406	0.071435	-0.175742	1.05596	2.02247e-06	6.41597	0.154451	1.03037	7.28406	6.34454	0.330194	0.229285	0.0890118	0.254982	0.426721	0.0121228	0.202674	0.000646349	0.0240839	0.0012563	0.00443519	0.0471263	0.00646851
354000	-533.4541	-536.7067	3.25259	0.00140343	-1.35088	0.0565276	-0.261938	0.766325	0.000444612	7.34923	0.524732	0.764921	1.35133	7.2927	0.78667	0.0470866	0.085719	0.497197	0.369998	0.0241553	0.110731	4.49702e-05	0.0322026	0.00234065	0.00565579	0.0297969	0.000669272
355000	-548.1759	-539.5115	-8.664442	-0.0109752	-9.62844	0.0111252	-0.190123	0.743006	0.320007	6.82544	0.386222	0.753981	9.94845	6.81431	0.576345	0.261676	0.497598	0.138764	0.101961	0.019661	0.944306	5.25246e-05	0.028614	0.00190357	0.00222667	0.0333016	0.00129976
356000	-533.9379	-536.6503	2.712359	-0.311387	-0.182565	0.070574	0.128532	0.427306	8.07713e-06	7.59767	1.02875	0.738694	0.182573	7.52709	0.900219	0.232158	0.553402	0.0869831	0.127457	0.0593566	0.0603328	3.04503e-06	0.00634759	0.00924414	0.0832701	0.00290245	0.0351957
357000	-547.3314	-538.7734	-8.55805	-0.290632	-0.356989	-0.0356372	0.127045	0.190649	0.616909	5.68972	1.24848	0.481281	0.973898	5.72536	1.12143	0.0758934	0.435137	0.282308	0.206661	0.031346	0.088857	0.00261948	0.00170518	0.000606276	0.0732912	0.00478506	0.0483207
358000	-531.1078	-539.42	8.312205	-0.401111	-0.309625	0.184673	0.184988	6.31225e-06	0.000450252	2.7321	0.535535	0.401118	0.310076	2.54743	0.350547	0.06426	0.0212338	0.611675	0.302831	0.0735323	0.0622474	0.0106441	0.00532393	0.0166638	0.153705	0.00757488	0.0257569
359000	-529.1483	-540.4851	11.33676	-2.37251	-0.204103	0.0881938	0.105224	0.000497079	0.000139066	0.762443	1.198	2.37301	0.204242	0.674249	1.09277	0.0553802	0.00498649	0.00474142	0.934892	0.170546	0.0591828	0.0300065	0.00761926	0.0124486	0.0734553	0.00303537	0.00859312
360000	-538.4549	-541.4154	2.960437	-0.854237	-1.9817	0.0888175	0.11558	6.44065e-06	0.0289474	3.83584	0.936615	0.854244	2.01065	3.74702	0.821034	0.193062	0.0848118	0.240913	0.481213	0.105278	0.282829	0.000605236	0.00424578	0.0159981	0.0836736	0.0130612	0.0229574
361000	-538.4022	-542.3565	3.954312	-2.29671	-0.163178	0.146205	0.165027	0.000170734	0.00185601	0.479897	1.32745	2.29688	0.165034	0.333692	1.16243	0.0171167	0.098429	0.10358	0.780875	0.488569	0.0316112	0.0229559	0.00625204	0.0099783	0.102196	0.0540535	0.0120549
362000	-532.0747	-534.8536	2.778907	-0.569695	-0.354114	0.184551	0.193467	0.012162	0.000163616	0.81353	0.945385	0.581857	0.354277	0.628979	0.751918	0.163225	0.600365	0.052772	0.183638	0.121794	0.0457252	0.0275732	0.00450185	0.00292164	0.166214	0.0185266	0.00918245
363000	-530.431	-543.556	13.12507	-0.233465	-0.210799	0.0562771	0.0637978	0.00464718	2.68571e-06	0.810263	1.38293	0.238112	0.210802	0.753986	1.31913	0.337805	0.355879	0.0764992	0.229816	0.0889155	0.0176708	0.0278908	0.00783636	0.0301206	0.0909809	0.00273116	0.00646537
364000	-541.5233	-547.693	6.169758	-31.3168	-0.0896179	0.0646244	0.0752574	1.97328e-05	0.0326899	0.744809	1.43183	31.3168	0.122308	0.680185	1.35657	0.518426	0.00708396	0.296379	0.178111	0.104893	0.0275885	0.0447934	0.015555	0.0066024	0.0644639	0.0212288	0.0174132
365000	-532.92	-535.5746	2.654544	-0.412335	-0.361918	0.131794	0.119314	0.307404	6.39906e-05	1.7825	1.06424	0.719738	0.361982	1.65071	0.944922	0.466675	0.0684529	0.0993435	0.365528	0.0893625	0.0282326	0.00460798	0.0107154	0.00525082	0.117167	0.00326022	0.0121535
366000	-537.1278	-535.0918	-2.036034	-0.549214	-0.129245	0.23185	0.190496	0.00617991	0.219635	0.426925	0.720678	0.555393	0.34888	0.195075	0.530182	0.206567	0.111328	0.283168	0.398937	0.0772262	0.0410346	0.0241743	0.00135766	0.00111822	0.185094	0.0133996	0.0123555
367000	-532.2211	-538.5449	6.323717	-0.467106	-0.453198	0.0394562	0.186441	0.0002282	0.00161375	1.58141	0.794381	0.467335	0.454812	1.54195	0.60794	0.0115335	0.0562178	0.193487	0.738762	0.066874	0.0416415	0.0123482	0.00774199	0.00966971	0.113621	0.00747791	0.0276912
368000	-538.1775	-540.6933	2.515771	-18.7374	-0.294038	0.142419	0.197897	3.15293e-06	0.0101169	2.34412	1.69482	18.7374	0.304155	2.2017	1.49693	0.294214	0.180061	0.0138668	0.511858	0.280787	0.0365489	0.0146484	0.00548085	0.00456506	0.110547	0.0103909	0.0260458
369000	-530.0219	-541.9097	11.88782	-16.4561	-0.363523	0.0768699	0.0836467	0.000923743	1.05891e-06	1.37999	1.22954	16.4571	0.363524	1.30312	1.1459	0.0496049	0.0165508	0.818121	0.115723	0.183225	0.0661722	0.019052	0.00885387	0.000693251	0.0718894	0.00803497	0.0143408
370000	-541.1329	-544.9205	3.787625	-63.8259	-0.517937	0.0145397	0.0204843	6.95352e-06	0.125122	0.939294	1.60586	63.8259	0.643059	0.924754	1.58537	0.287211	0.112705	0.0354216	0.564663	0.00846609	0.102534	0.0209269	0.00286773	0.017224	0.0560644	0.00970488	0.0152585
371000	-533.4232	-538.2756	4.85245	-0.431841	-0.136497	0.0689219	0.169123	0.0159956	4.62781e-05	3.48573	0.750756	0.447837	0.136543	3.41681	0.581633	0.517595	0.161874	0.0804767	0.240055	0.068245	0.0275947	0.000583563	0.0162443	0.00117842	0.111491	0.0137222	0.0407608
372000	-526.4001	-541.5675	15.16744	-0.505878	-0.251808	0.0206713	0.0885594	5.56222e-05	6.33247e-06	2.48893	1.07971	0.505934	0.251814	2.46826	0.991149	0.0512786	0.104983	0.544182	0.299556	0.0500396	0.0345544	0.0140309	0.0093654	0.00291304	0.0830612	0.0189478	0.011071
373000	-534.1075	-538.3655	4.257971	-2.08468	-0.179767	0.0930145	0.148022	4.43457e-05	0.230879	0.87433	1.68329	2.08473	0.410646	0.781315	1.53527	0.411065	0.00257123	0.015168	0.571196	0.0469823	0.0222325	0.0186568	0.0031566	0.00107374	0.0927211	0.00892828	0.015065
374000	-535.2202	-537.4998	2.279614	-0.632755	-0.334687	0.175558	0.130959	0.00210232	0.00155023	1.03737	1.36561	0.634857	0.336238	0.861809	1.23465	0.0289211	0.00761833	0.0962519	0.867209	0.0607738	0.0320631	0.0209235	0.00914375	0.00787698	0.114868	0.0490327	0.00994102
375000	-529.2339	-549.7512	20.51737	-0.17958	-1.60379	-0.0362676	0.0480215	3.3675e-06	1.22843e-05	1.57344	1.07054	0.179583	1.6038	1.60971	1.02252	0.242262	0.0405516	0.346124	0.371063	0.0545711	0.359745	0.0231356	0.0156805	0.0116716	0.00718081	0.0100124	0.0178758
376000	-526.3077	-536.4315	10.1238	-1.41557	-0.228265	0.102848	0.119938	0.000108467	3.20678e-06	1.2622	1.7723	1.41568	0.228268	1.15935	1.65236	0.108341	0.317304	0.135079	0.439276	0.0494077	0.0255437	0.0219771	0.00494842	0.0204261	0.129451	0.0186664	0.0124193
377000	-516.141	-533.4567	17.3157	-0.538827	-0.291259	0.0991612	0.122822	5.39812e-06	1.62302e-06	1.10402	1.25702	0.538832	0.29126	1.00486	1.13419	0.0977999	0.240235	0.265779	0.396187	0.0755807	0.0378475	0.015261	0.00549986	0.013967	0.120063	0.00474047	0.0145105
378000	-532.7423	-546.14	13.39764	-0.349635	-0.194166	-0.0500526	0.00431193	0.000403208	9.43411e-05	1.04255	2.30019	0.350038	0.19426	1.0926	2.29588	0.238418	0.0709733	0.043567	0.647042	0.176457	0.0314472	0.0110532	0.00746197	0.0111974	0.0430612	0.00889071	0.0133319
379000	-529.8487	-535.7592	5.910421	-0.344264	-0.445011	0.0260573	0.0948518	0.118165	6.32988e-06	3.20455	1.85898	0.46243	0.445017	3.17849	1.76413	0.362114	0.164355	0.223255	0.250275	0.0436268	0.0687918	0.00353745	0.00296288	0.00109044	0.0767813	0.00792749	0.0222075
380000	-541.5022	-535.7181	-5.784098	-0.51042	-0.228722	0.122746	0.100554	0.0444679	0.174137	7.28462	2.31364	0.554888	0.40286	7.16187	2.21309	0.0444422	0.504924	0.006046	0.444588	0.033118	0.0391759	0.00218753	0.00232768	0.00972655	0.0665299	0.00706183	0.0317501
381000	-535.7823	-536.9424	1.16007	-1.23391	-0.356996	0.106688	0.0933948	0.0118598	0.000137293	5.74682	3.3511	1.24577	0.357133	5.64013	3.25771	0.0107941	0.0280681	0.341905	0.619233	0.0947482	0.0425215	0.000100269	0.00202177	0.00194219	0.0783799	0.00684396	0.0313129
382000	-539.6928	-532.8998	-6.792997	-0.261237	-0.177978	-0.013281	0.0254987	0.237368	0.468704	3.6757	4.14795	0.498605	0.646683	3.68898	4.12245	0.0389435	0.112812	0.335163	0.513082	0.0639921	0.022992	0.00275537	0.00114227	0.00278073	0.065033	0.011075	0.00852526
383000	-526.2986	-534.5807	8.282029	-0.477272	-0.322478	0.0764268	0.091681	2.56489e-06	0.0066914	2.25722	3.0993	0.477275	0.329169	2.1808	3.00762	0.01572	0.0792747	0.493393	0.411612	0.107969	0.0396101	0.000929323	0.000471699	0.00467862	0.0858637	0.0274397	0.00710595
384000	-537.2839	-543.6229	6.339002	-21.8082	-0.343774	0.086543	0.0846469	8.62334e-05	0.000709306	1.07351	1.6695	21.8083	0.344483	0.986967	1.58485	0.526743	0.0114403	0.147195	0.314622	0.352574	0.101438	0.0214904	0.00347237	0.0172987	0.0555126	0.0140589	0.00916386
385000	-539.4011	-547.0753	7.674166	-20.8699	-0.794638	0.00228431	0.0638868	0.0504377	8.04527e-06	0.822568	0.710024	20.9204	0.794646	0.820283	0.646137	0.00641592	0.201971	0.347376	0.444237	0.0835089	0.115537	0.0240562	0.014414	0.0208453	0.0450646	0.00350129	0.0179639
386000	-536.6468	-532.635	-4.011795	-0.292125	-0.222455	0.112188	0.17909	0.223764	0.0675679	1.20392	1.38288	0.51589	0.290022	1.09173	1.20379	0.0441537	0.407377	0.398405	0.150065	0.0737524	0.0380521	0.00751333	0.00494692	0.000362848	0.126322	0.0100872	0.0141205
387000	-530.8565	-547.6255	16.76895	-0.891977	-0.229701	-0.035283	-0.00306577	1.53851e-06	0.000334374	0.633647	1.41071	0.891979	0.230035	0.66893	1.41378	0.0952538	0.17366	0.0735506	0.657535	0.325052	0.0655318	0.0345662	0.00967752	0.0136008	0.0340545	0.0295009	0.00992415
388000	-537.4203	-552.4099	14.98961	-0.000984665	0.10988	-0.00662382	0.0627808	0.000192169	0.260134	0.707041	0.620863	0.00117683	0.150254	0.713665	0.558083	0.00489839	0.505901	0.114336	0.374864	0.252484	0.296457	0.0343497	0.021778	0.0285474	9.00492e-05	0.0133797	0.0177985
389000	-530.8481	-536.3115	5.463372	-0.404861	-0.479556	0.176522	0.204798	0.000101012	0.000330756	0.542358	1.25722	0.404962	0.479886	0.365835	1.05242	0.133039	0.232348	0.159274	0.475339	0.0791501	0.0336644	0.00511153	0.00614044	0.00337051	0.184727	0.030851	0.00858396
390000	-538.9505	-538.367	-0.5834322	-1.28929	-0.337807	0.0592373	0.0967651	1.9062	0.000110093	0.913598	2.59784	3.1955	0.337917	0.854361	2.50107	0.189556	0.25715	0.256295	0.297	0.0383406	0.0367068	0.0155072	0.00208595	0.00240951	0.08661	0.0226372	0.0135814
391000	-532.5929	-539.7867	7.193835	-1.36094	-0.25578	0.171326	0.140545	4.62677e-06	0.0193756	0.620728	0.744438	1.36094	0.275156	0.449402	0.603894	0.214816	0.190042	0.0428717	0.552271	0.126718	0.0339113	0.0337465	0.0186809	0.00886811	0.154446	0.0108754	0.00969565
392000	-550.977	-551.4482	0.4712103	-79.279	-3.67325	0.0133737	0.0418147	0.00471077	0.00210238	1.36642	1.09982	79.2837	3.67536	1.35305	1.05801	0.417144	0.128004	0.354863	0.0999892	0.821473	0.00819873	0.0145953	0.00980243	0.00535343	0.00708594	0.00887973	0.0111032
393000	-543.9703	-556.2677	12.29742	-1.16431	-0.382153	0.118778	0.0268017	3.60178e-06	0.00542602	0.605822	0.634516	1.16431	0.387579	0.487044	0.607715	0.152795	0.472991	0.0898454	0.284368	0.156874	0.221181	0.01372	0.00618757	0.00156758	0.0877977	0.010254	0.019152
394000	-525.8675	-535.7741	9.906558	-0.816108	-0.302986	0.0734217	0.112799	0.00031584	0.000113496	0.761013	1.49714	0.816424	0.303099	0.687591	1.38434	0.206827	0.119843	0.0981436	0.575187	0.241355	0.0478688	0.013405	0.00292021	0.00269554	0.0972381	0.016211	0.0110243
395000	-531.0563	-534.4755	3.419192	-0.536498	-0.230953	0.0688312	0.135846	0.0386485	0.000182269	2.17992	1.00263	0.575146	0.231136	2.11109	0.866785	0.0901609	0.0926653	0.0618382	0.755335	0.124901	0.0334897	0.000975756	0.0110382	0.0189327	0.106861	0.00434216	0.0140219
396000	-534.0365	-541.1333	7.096868	-3.96155	-0.154917	0.126316	0.104495	2.48341e-05	0.0838234	1.11826	1.12544	3.96158	0.238741	0.991942	1.02094	0.109366	0.192908	0.0917592	0.605967	0.0668857	0.0241654	0.0207376	0.0110036	0.0103203	0.0725309	0.00497163	0.0132609
397000	-527.3055	-539.3968	12.09136	-0.417816	-0.173177	0.0713451	0.119272	6.99201e-05	7.46025e-05	1.2699	1.51828	0.417886	0.173252	1.19855	1.39901	0.120256	0.171029	0.106549	0.602166	0.162268	0.0468042	0.00713193	0.00989043	0.0194021	0.0935749	0.00790231	0.0102116
398000	-528.1515	-543.5115	15.36004	-0.124212	-0.218755	0.0588633	0.0505286	4.41677e-05	0.000171812	0.940915	1.6155	0.124256	0.218927	0.882052	1.56497	0.193966	0.342723	0.0408619	0.422449	0.0707587	0.0344971	0.017026	0.00407481	0.0123819	0.0648332	0.0168201	0.0124834
399000	-538.8838	-543.9533	5.069569	-17.8183	-0.391116	0.0945446	0.170913	0.0357302	6.96019e-06	0.892553	1.48635	17.8541	0.391123	0.798009	1.31544	0.38576	0.0606599	0.252829	0.300751	0.357754	0.0416254	0.0235948	0.00313301	0.0081521	0.0830138	0.00570296	0.0119761
400000	-533.0106	-535.1117	2.101128	-0.477735	-0.456315	0.0768821	0.12592	0.0496892	0.000500578	1.29655	2.94308	0.527424	0.456815	1.21967	2.81716	0.197518	0.310397	0.0699165	0.422168	0.0673816	0.0303644	0.00579883	0.000962906	0.00305159	0.101784	0.0137249	0.00581233
401000	-537.6146	-537.3184	-0.2961219	-0.332783	-0.330439	0.248631	0.0684649	0.108192	0.000242872	0.99127	2.92595	0.440975	0.330682	0.742639	2.85748	0.0486709	0.199571	0.501293	0.250465	0.0879634	0.0234966	0.0165229	0.00147403	0.00284043	0.102421	0.0635083	0.00486874
402000	-527.3639	-538.8794	11.51554	-0.296563	-0.246647	0.0613256	0.0727748	0.00267778	2.82566e-05	2.20425	1.48167	0.299241	0.246676	2.14292	1.40889	0.42047	0.0856291	0.280691	0.213211	0.0907808	0.035807	0.00612804	0.00851603	0.00957579	0.0613411	0.0110458	0.00931636
403000	-524.6934	-540.2888	15.59538	-2.74052	-0.288216	0.100249	0.0672672	1.0976e-06	0.000166013	0.946557	1.2795	2.74052	0.288382	0.846307	1.21223	0.0161804	0.00081763	0.299168	0.683834	0.1264	0.0341307	0.0251463	0.00829961	0.00960161	0.0616536	0.0234304	0.0162356
404000	-529.7324	-535.0868	5.354381	-0.353443	-0.276302	0.0986165	0.152475	0.0979836	9.80008e-06	1.17936	0.82638	0.451427	0.276312	1.08074	0.673905	0.0867863	0.100267	0.00589529	0.807052	0.0977741	0.0539971	0.00205676	0.00991122	0.01954	0.12326	0.00214515	0.0259094
405000	-538.4616	-543.0951	4.633474	-1.25432	-0.594739	0.00985422	0.0753607	1.61399e-06	0.456406	1.80384	1.41479	1.25432	1.05114	1.79399	1.33943	0.244436	0.284496	0.421284	0.0497846	0.13073	0.0773756	0.00823347	0.00414568	0.0165373	0.0643947	0.0139438	0.0219481
406000	-541.0969	-536.0071	-5.089765	-2.79879	-0.173499	0.144221	0.13221	0.0155129	0.363787	1.32218	2.1377	2.81431	0.537286	1.17796	2.00549	0.384916	0.292836	0.00852902	0.313719	0.271939	0.033156	0.0203869	7.26459e-05	0.00525656	0.0902138	0.0106933	0.0111118
407000	-533.1744	-537.4777	4.303225	-1.24697	-0.26679	0.0432594	0.0693627	0.000294838	0.0314092	1.26032	2.60674	1.24726	0.298199	1.21706	2.53737	0.267853	0.183542	0.0138085	0.534797	0.240362	0.0436201	0.00871801	0.00219953	0.012747	0.0620985	0.00295804	0.0133496
408000	-524.4158	-538.4572	14.04139	-0.728918	-0.139394	0.130759	0.156198	0.000546837	3.9146e-06	0.829426	1.20189	0.729465	0.139398	0.698666	1.04569	0.303736	0.103217	0.0464209	0.546626	0.0471014	0.0325766	0.0229592	0.00810697	0.00287568	0.0984788	0.0151157	0.02409
409000	-533.3598	-546.5841	13.2243	-2.22202	-0.189733	0.0606421	0.0329655	0.000378689	0.000297076	0.564285	0.944866	2.2224	0.19003	0.503643	0.9119	0.322113	0.158036	0.00830451	0.511547	0.217861	0.0410251	0.0307553	0.0152082	0.0164101	0.0223583	0.0271321	0.0116002
410000	-536.4774	-542.1717	5.694298	-1.35319	-0.422876	0.164028	0.123537	0.175775	6.09753e-06	0.989337	1.56609	1.52896	0.422882	0.825309	1.44256	0.0294789	0.0959234	0.151335	0.723263	0.0711724	0.0356426	0.0281996	0.00269137	0.00476015	0.118405	0.00402893	0.00227117
411000	-535.5076	-537.4625	1.95498	-0.809654	-0.323855	0.0312102	0.140619	0.0543351	9.70883e-05	2.11306	1.25732	0.863989	0.323952	2.08185	1.1167	0.0916778	0.178399	0.246895	0.483028	0.152997	0.0402523	0.00826573	0.00808042	0.00280794	0.114281	0.015244	0.017187
412000	-521.3572	-535.8422	14.48504	-0.428119	-0.399096	0.0122239	0.162533	3.72015e-05	3.1305e-06	1.69578	0.680218	0.428157	0.399099	1.68355	0.517686	0.149293	0.198455	0.114485	0.537768	0.0924377	0.0719421	0.000376742	0.00452692	0.000154816	0.131584	0.00585847	0.0218638
413000	-534.612	-549.4886	14.87666	-0.531699	-0.668165	-0.0230534	-0.013014	9.66044e-05	6.52777e-06	1.26099	0.95072	0.531795	0.668172	1.28404	0.963734	0.0946076	0.153641	0.176637	0.575115	0.987213	0.13207	0.0179779	0.0149757	0.014295	0.000220903	0.0174493	0.0124548
414000	-526.9255	-539.3687	12.44319	-0.351457	-0.182667	0.0563852	0.104905	0.0171966	1.47007e-06	1.49705	1.46623	0.368653	0.182669	1.44067	1.36133	0.0659855	0.423882	0.399532	0.1106	0.0550775	0.0188801	0.0099393	0.00860372	0.00326098	0.0777779	0.0194022	0.00972909
415000	-533.9246	-533.6392	-0.2853164	-0.686436	-0.283553	0.148876	0.170687	0.00512312	0.0325515	1.07614	1.08105	0.691559	0.316105	0.92726	0.910361	0.303738	0.158752	0.197881	0.339628	0.142616	0.054629	0.00660585	0.00624763	0.00157688	0.14217	0.0102181	0.00788955
416000	-535.4271	-542.5117	7.084655	-59.5467	-0.202868	0.0497299	0.0482895	9.72381e-05	0.00232935	0.930525	1.36711	59.5468	0.205198	0.880795	1.31882	0.0599141	0.154516	0.337628	0.447942	0.112933	0.0478577	0.0346955	0.0110163	0.0043572	0.056817	0.016152	0.0110752
417000	-536.0734	-538.1174	2.043921	-0.966835	-0.237105	0.0841237	0.136381	0.122776	0.00100397	1.22628	2.41255	1.08961	0.238109	1.14216	2.27617	0.49099	0.319177	0.0814834	0.108349	0.068668	0.0293595	0.0150721	0.00517882	0.00635235	0.0842392	0.00386366	0.0135779
418000	-528.5901	-535.7275	7.137318	-0.898743	-0.230802	0.0806159	0.0880027	0.0174095	9.89057e-05	0.855526	3.00835	0.916153	0.230901	0.77491	2.92035	0.0448119	0.0237928	0.344449	0.586947	0.120933	0.0240741	0.0192694	0.00330655	0.00103526	0.0781174	0.0114434	0.00911947
419000	-530.1713	-534.2349	4.063591	-0.65044	-0.288266	0.11763	0.0621036	0.000544216	0.00167247	1.61586	2.54519	0.650984	0.289938	1.49823	2.48308	0.346373	0.00536089	0.0156408	0.632625	0.0950379	0.0277905	0.0113696	0.00246722	0.00335247	0.0941726	0.033248	0.0116617
420000	-533.5104	-539.5406	6.030139	-4.94214	-0.22766	0.0514401	0.0660314	0.0012222	0.00172108	0.704982	4.04191	4.94337	0.229381	0.653542	3.97588	0.393065	0.0658731	0.199862	0.3412	0.0653885	0.0315532	0.0272049	0.00116597	0.000170253	0.0575268	0.0231371	0.0075337
421000	-535.9719	-542.2036	6.231616	-0.158265	-0.170416	0.118919	0.0256309	0.000986007	0.0784346	1.05046	5.03631	0.159251	0.248851	0.931541	5.01068	0.320785	0.0650263	0.21024	0.403949	0.0544908	0.0363763	0.0330528	0.00120339	0.00196497	0.0387884	0.0204813	0.00366514
422000	-540.8272	-539.4492	-1.378006	-2.91226	-0.262962	0.074853	0.0475802	0.00141158	0.543185	1.11737	4.45198	2.91367	0.806148	1.04252	4.4044	0.2671	0.439442	0.13507	0.158389	0.175142	0.0340935	0.00959399	6.71411e-05	0.0070489	0.0580571	0.00208592	0.00965127
423000	-547.8866	-546.0875	-1.799062	-53.5286	-0.172138	-0.0847423	-0.0180586	0.00162866	0.256586	0.745703	4.57716	53.5302	0.428724	0.830446	4.59521	0.264665	0.0836405	0.162328	0.489367	0.0849611	0.0457649	0.0614767	0.000233265	0.0217817	0.0311311	0.00495731	0.0110731
424000	-530.9454	-539.2785	8.333158	-0.74805	-0.175113	-0.0101582	0.0650788	2.62827e-06	0.223741	0.829048	5.33511	0.748053	0.398854	0.839206	5.27003	0.0680986	0.291799	0.202369	0.437734	0.0864589	0.0341621	0.017202	0.00106306	0.0264453	0.0380523	0.00465381	0.00883059
425000	-536.3269	-539.2948	2.967891	-1.18881	-0.317894	0.0550971	0.0739873	1.22624e-05	0.149413	1.62375	7.01072	1.18882	0.467307	1.56865	6.93674	0.294626	0.400181	0.214779	0.0904139	0.0155212	0.0169592	0.0108575	0.000140722	0.00503358	0.0797419	0.0144334	0.0105013
426000	-534.068	-541.1039	7.035978	-12.6555	-0.3114	0.0793012	0.0466528	0.000227311	0.00134608	0.913545	7.01032	12.6557	0.312746	0.834244	6.96367	0.334829	0.311643	0.113586	0.239943	0.0565307	0.0315873	0.0271821	0.000914096	0.00069984	0.0418385	0.0154251	0.00351778
427000	-533.238	-539.4408	6.202754	-1.66028	-0.280699	-0.00453292	0.0528636	1.09263e-06	0.200088	0.989747	4.85909	1.66028	0.480787	0.99428	4.80623	0.319891	0.0331789	0.0868283	0.560102	0.205414	0.0339227	0.0215959	0.000611007	0.0105186	0.0573366	0.0129956	0.016426
428000	-544.0178	-535.3304	-8.687413	-0.39431	-0.210527	0.106925	0.0399958	0.0463056	0.218002	1.43141	5.13634	0.440616	0.428528	1.32448	5.09635	0.0245877	0.149906	0.361396	0.46411	0.0572932	0.0183984	0.0139936	0.000311787	0.0022142	0.078811	0.0894002	0.00734942
429000	-525.7088	-539.4907	13.78195	-0.793873	-0.293871	-0.0144335	0.0393215	0.000180401	2.47587e-06	1.07787	5.2924	0.794053	0.293873	1.09231	5.25308	0.25183	0.00655544	0.188658	0.552956	0.101732	0.0371731	0.0184167	0.000171509	0.00179586	0.0672036	0.0176328	0.0107947
430000	-541.6168	-542.24	0.6232202	-4.72281	-0.132681	0.0322096	0.0429436	0.0009688	0.231212	1.50076	5.14248	4.72378	0.363892	1.46855	5.09954	0.136542	0.263995	0.558671	0.040792	0.09659	0.0209485	0.0150613	0.00144267	0.00306545	0.040976	0.00456206	0.0145966
431000	-532.8468	-540.2389	7.392096	-2.54348	-0.179471	0.112193	0.0714673	1.19963e-05	0.260523	0.615519	2.83736	2.54349	0.439994	0.503326	2.76589	0.42133	0.244682	0.205318	0.12867	0.0798378	0.0418286	0.0234161	0.000639415	0.000843548	0.062766	0.00614294	0.0082234
432000	-534.4488	-540.8046	6.355772	-1.1532	-0.272606	0.0454853	0.0765779	0.0772253	0.000285722	0.674686	2.18869	1.23043	0.272892	0.629201	2.11211	0.259684	0.00560831	0.108497	0.626211	0.0626795	0.0471745	0.0386037	0.00414601	0.0022085	0.0645324	0.0138066	0.00402707
433000	-534.8407	-544.5017	9.661051	-21.1619	-0.162661	0.0209869	0.0202891	9.14965e-05	0.00233243	0.849089	1.48929	21.1619	0.164994	0.828102	1.469	0.224461	0.167981	0.214082	0.393475	0.120486	0.0303256	0.0245916	0.0116671	0.0167213	0.0289393	0.00848627	0.0171438
434000	-545.3788	-539.2314	-6.147432	-80.6865	-0.232108	0.0733398	0.102767	5.19348	0.000396636	1.18049	2.1946	85.88	0.232505	1.10715	2.09183	0.176758	0.162928	0.0126897	0.647624	0.560757	0.0381185	0.0242595	0.00615035	0.00241092	0.072225	0.00447567	0.0108538
435000	-547.6193	-553.6594	6.040053	2.00373	1.62891	-0.0672722	0.0149684	2.00514	1.67285	1.12947	0.830397	0.00141502	0.043936	1.19674	0.815429	0.0403897	0.367031	0.0321853	0.560394	0.421025	0.0398055	0.0221162	0.0218968	0.000138863	0.00032571	0.0157096	0.0114205
436000	-545.1185	-544.4518	-0.6666533	-2.98854	-0.427056	0.038842	0.056036	0.0981462	0.185227	1.36962	1.23637	3.08668	0.612283	1.33078	1.18033	0.0155155	0.0352547	0.320657	0.628573	0.0630334	0.103095	0.0204997	0.00717535	0.000407682	0.0433048	0.00167225	0.0118412
437000	-534.7505	-540.7683	6.017811	-0.502958	-0.295399	0.101346	0.150222	0.000252141	0.0175606	1.25514	0.701368	0.50321	0.31296	1.1538	0.551146	0.121472	0.0124059	0.757594	0.108529	0.11714	0.0622745	0.00685153	0.0157736	0.0121409	0.0903578	0.0158974	0.018738
438000	-518.2816	-536.8398	18.55822	-0.281153	-0.256882	0.0807288	0.058355	1.03918e-05	9.18406e-06	1.27538	1.57734	0.281163	0.256891	1.19465	1.51899	0.0756551	0.0848409	0.0910619	0.748442	0.0661712	0.0381997	0.0203449	0.00646015	0.0135707	0.0669215	0.0128196	0.00786841
