Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	pi[1]	pi[2]	pi[3]	pi[4]	psi[1]	psi[2]	psi[3]	psi[4]	q_hidden[1]	q_hidden[2]	q_obs[1]	q_obs[2]
644000	-533.2536	-545.9226	12.66898	-1.75074	-0.109879	-0.00699291	0.166702	9.31668e-06	0.00397074	1.242	1.55017	1.75075	0.113849	1.24899	1.38347	0.329567	0.188462	0.0801831	0.401788	0.000879752	0.0560607	0.0155879	0.00614246	0.00165748	0.0473993	0.00427323	0.0374967
645000	-537.8545	-545.0879	7.23349	-10.9375	-0.247103	0.0107511	0.108108	0.0293381	3.76633e-05	1.237	2.33329	10.9668	0.247141	1.22625	2.22518	0.43492	0.134549	0.110151	0.32038	0.0275907	0.0753139	0.0263874	0.00311959	0.00689411	0.0468328	0.00335404	0.00962721
646000	-533.1035	-540.6128	7.509376	-0.433471	-0.24941	0.0141867	0.0565157	0.0353211	0.000329267	0.748752	1.70249	0.468792	0.249739	0.734566	1.64597	0.170193	0.072647	0.347248	0.409913	0.10383	0.0621054	0.0240846	0.00482817	0.0133727	0.0441465	0.0239185	0.0112264
647000	-546.5367	-548.8659	2.329251	-74.679	-0.125097	-0.0339215	0.0955436	13.423	5.17325e-06	1.09458	1.00072	88.1019	0.125102	1.1285	0.905179	0.282439	0.29594	0.16946	0.25216	0.251965	0.0160084	0.0359738	0.0148943	0.00700661	0.0364986	0.00597935	0.0226103
648000	-529.9918	-549.7705	19.77872	-37.9764	-0.0174172	-0.0291754	0.0216641	3.34327e-06	8.09118e-05	1.16146	1.01359	37.9764	0.0174981	1.19064	0.99193	0.496711	0.0768921	0.17397	0.252427	0.121833	0.198244	0.0224699	0.0125647	0.0117063	0.000540409	0.0101777	0.0130493
649000	-539.3889	-537.3818	-2.007116	-0.616328	-0.351933	0.0926741	0.160937	0.00157645	0.445158	0.98126	1.25102	0.617905	0.797092	0.888586	1.09008	0.0156906	0.17444	0.50931	0.300559	0.162197	0.0573568	0.0123547	0.00365955	0.00909968	0.101431	0.025087	0.0142442
650000	-528.6496	-546.3789	17.72922	-0.104847	-0.129882	0.1316	0.0190393	0.00804122	4.94405e-06	0.81644	1.26928	0.112889	0.129887	0.68484	1.25024	0.225645	0.0136633	0.141052	0.61964	0.015263	0.0323983	0.0299551	0.0119102	0.0123583	0.0379812	0.0130466	0.00964878
651000	-533.5485	-538.9252	5.376726	-1.10953	-0.13078	0.0721917	0.0542502	0.000173052	0.155257	0.733751	2.32933	1.10971	0.286037	0.66156	2.27508	0.261585	0.0535262	0.136306	0.548583	0.0582511	0.0325511	0.0284471	0.00266573	0.000726994	0.0554295	0.0258861	0.0127524
652000	-528.9334	-534.5378	5.604362	-0.448626	-0.270802	0.113408	0.173436	0.000615302	0.000334485	1.08475	1.44342	0.449241	0.271136	0.971345	1.26998	0.075193	0.614443	0.0931087	0.217256	0.0737519	0.0409334	0.00998864	0.00278311	0.00224258	0.139277	0.00688161	0.0294598
653000	-544.0918	-539.0857	-5.006121	-7.57005	-0.155498	0.100002	0.162534	0.0317885	0.0631618	0.863727	1.07988	7.60184	0.21866	0.763725	0.917347	0.085984	0.25127	0.344332	0.318414	0.268424	0.0392899	0.0172436	0.0127304	0.00695253	0.126393	0.00533057	0.0228007
654000	-539.6207	-540.248	0.6273724	-1.44288	-0.508112	0.17768	0.197402	9.87527e-05	0.135947	0.77387	0.684453	1.44298	0.644059	0.59619	0.48705	0.250032	0.430642	0.155127	0.164199	0.0945587	0.0735938	0.0173108	0.013842	0.00871228	0.162856	0.00352427	0.0160643
655000	-541.5934	-541.4077	-0.1856342	-0.356673	-0.345654	0.0993606	0.156365	0.000799356	0.226558	0.666939	0.994094	0.357472	0.572211	0.567579	0.837729	0.000559437	0.0245061	0.279896	0.695038	0.0900316	0.0690155	0.0282539	0.00256509	0.00644301	0.12682	0.00835882	0.0361324
656000	-533.9918	-537.6633	3.671469	-0.789048	-0.228816	0.177815	0.142689	0.00219271	0.0280103	0.715022	1.83801	0.791241	0.256827	0.537208	1.69532	0.219846	0.0485574	0.30487	0.426726	0.116951	0.0451326	0.025051	0.00235892	0.00221501	0.106858	0.00487729	0.00567161
657000	-531.2437	-539.023	7.779252	-0.876386	-0.148894	0.104204	0.138548	8.06053e-05	0.0033855	1.90435	1.09522	0.876467	0.15228	1.80014	0.956668	0.137321	0.126805	0.640956	0.0949181	0.068023	0.0467167	0.0043094	0.00865903	0.00558787	0.0915035	0.00708254	0.0287569
658000	-538.0646	-537.7705	-0.2941268	-0.320975	-0.211382	0.0262025	0.0842927	0.0341311	0.17236	0.943718	2.30246	0.355106	0.383742	0.917515	2.21817	0.00334247	0.672244	0.080053	0.24436	0.106147	0.0313398	0.0230886	0.00221947	0.0101011	0.0643645	0.0185914	0.00714331
659000	-537.3425	-531.688	-5.654507	-0.398886	-0.225961	0.212522	0.216953	0.00117708	0.15997	2.13657	0.879798	0.400063	0.385931	1.92405	0.662845	0.0654796	0.204815	0.389278	0.340427	0.0433685	0.0362272	0.000728521	0.00186701	0.0209606	0.177297	0.0075378	0.0317809
660000	-524.526	-544.0097	19.48371	-0.41473	-0.312568	0.181868	0.049688	3.33214e-05	2.49011e-06	0.863244	1.00929	0.414763	0.31257	0.681375	0.959606	0.382392	0.110581	0.0231564	0.483871	0.0524908	0.0444762	0.0305987	0.0126025	0.0140488	0.0678592	0.0204785	0.00506009
661000	-527.3319	-541.0019	13.67	-3.06334	-0.151716	0.0935186	0.0626615	0.0005182	4.93913e-06	0.885012	0.981278	3.06386	0.15172	0.791494	0.918617	0.0359044	0.170375	0.402566	0.391155	0.309212	0.0356168	0.0245724	0.00888312	0.00995428	0.0732741	0.00964369	0.0119419
662000	-533.3723	-535.2827	1.910438	-0.284537	-0.233108	0.0948628	0.131698	0.00378369	0.00695822	1.99465	0.984444	0.28832	0.240067	1.89978	0.852746	0.0269629	0.272736	0.448787	0.251514	0.0612198	0.0347697	0.00595185	0.00428881	0.00598462	0.134662	0.0104439	0.0128086
663000	-536.0775	-545.3428	9.265266	-1.15499	-0.16511	0.0813395	0.0966356	0.000376458	0.000142184	1.05223	0.976066	1.15537	0.165252	0.970891	0.87943	0.0706033	0.068386	0.42448	0.436531	0.257712	0.0438625	0.0307175	0.0135612	0.0101131	0.0851873	0.0039559	0.0351502
664000	-555.7017	-545.6825	-10.01924	-24.6204	-0.872182	0.201031	0.133768	7.92898	0.000520697	0.659934	0.631792	32.5494	0.872703	0.458902	0.498025	0.0871257	0.0553093	0.452411	0.405154	0.0465263	0.12937	0.033946	0.00351571	0.00955629	0.154139	0.0417076	0.0127785
665000	-548.8065	-549.7509	0.9444072	-8.05158	-9.24387	0.0199928	0.031402	0.0084455	0.00992481	1.65563	1.28466	8.06003	9.2538	1.63563	1.25325	0.676853	0.0231063	0.131476	0.168565	0.119565	0.0665991	0.0161876	0.0100754	0.0122156	0.00109784	0.0152708	0.0216346
666000	-541.9191	-534.4373	-7.481754	-0.461371	-0.397084	0.118614	0.222625	0.0586101	0.123695	1.11185	1.31521	0.519981	0.520778	0.993238	1.09258	0.189459	0.0193702	0.525788	0.265383	0.105155	0.043311	0.0144362	0.000340835	0.0107091	0.161353	0.0118289	0.0199818
667000	-537.5018	-539.7865	2.284631	-0.723724	-0.0987511	0.119884	0.0522968	0.000103019	0.513864	1.64161	2.8651	0.723827	0.612615	1.52172	2.8128	0.0974223	0.13284	0.168626	0.601111	0.0204809	0.0446051	0.0132348	0.000805957	0.014121	0.0557619	0.015402	0.0128561
668000	-533.6868	-542.6658	8.979058	-0.748421	-0.227233	0.037163	0.0962758	0.0730972	4.55316e-06	1.07858	1.40715	0.821518	0.227237	1.04142	1.31087	0.120598	0.298023	0.224351	0.357027	0.0936078	0.0281784	0.0222733	0.00212872	0.00142122	0.0885766	0.019762	0.00508438
669000	-542.4609	-531.9916	-10.46933	-0.698303	-0.346394	0.119175	0.262731	0.598112	0.00567896	2.30518	1.02305	1.29642	0.352073	2.18601	0.760323	0.01906	0.262143	0.300485	0.418312	0.0601517	0.0499764	0.000632916	0.000858036	0.000553009	0.190138	0.016405	0.0333096
670000	-529.919	-546.9337	17.01471	-0.79465	-0.0965057	0.0917301	0.0500352	0.00129622	3.49891e-06	0.687311	0.76863	0.795946	0.0965092	0.595581	0.718595	0.230623	0.221992	0.0842593	0.463125	0.0382546	0.0316539	0.0289241	0.0123349	0.0108772	0.0651382	0.0235706	0.00871582
671000	-535.2212	-545.3423	10.12106	-1.08965	-0.306571	0.124243	0.15814	0.00360047	6.98034e-06	0.334693	1.21868	1.09325	0.306578	0.21045	1.06054	0.0610376	0.487722	0.203932	0.247308	0.442379	0.0639839	0.00922723	0.00237449	0.0164304	0.111964	0.00472097	0.0118092
672000	-553.9968	-544.702	-9.294825	-51.6184	-0.141655	0.180887	0.107101	4.56174	0.0719679	0.882289	1.4187	56.1801	0.213623	0.701402	1.3116	0.486071	0.162605	0.058115	0.293209	0.0458025	0.0603385	0.0280302	0.00240771	0.0126657	0.0782141	0.0139557	0.0233901
673000	-536.5287	-537.4981	0.9693258	-1.62307	-0.184793	0.0937614	0.175423	0.0229509	0.00351021	1.18252	1.77855	1.64602	0.188303	1.08876	1.60313	0.442792	0.0794527	0.0313208	0.446434	0.0663315	0.039136	0.0214619	0.00389419	0.00401539	0.106833	0.00316006	0.0223563
674000	-532.3199	-542.49	10.17008	-6.47374	-0.310445	0.0565925	0.0424389	0.000248344	5.48832e-06	1.65919	1.90493	6.47398	0.310451	1.6026	1.86249	0.0381617	0.278426	0.30207	0.381342	0.439244	0.0629376	0.0154794	0.00201954	0.000237027	0.0584149	0.00675322	0.0288479
675000	-537.2596	-534.7059	-2.553685	-1.25121	-0.129355	0.05638	0.100772	0.00198521	0.207091	2.20478	2.20179	1.25319	0.336445	2.1484	2.10102	0.540167	0.115136	0.00583689	0.33886	0.11408	0.0331198	0.00764898	0.0012247	0.00219608	0.0909312	0.0172363	0.0213609
676000	-532.1774	-534.4625	2.285127	-0.489763	-0.367602	0.135355	0.170694	0.0294202	0.000139659	0.680856	1.5238	0.519183	0.367741	0.545502	1.35311	0.274815	0.409462	0.204511	0.111212	0.0781572	0.0417642	0.023005	0.00122558	0.0124713	0.157421	0.00779807	0.0103399
677000	-542.5402	-536.7691	-5.771111	-1.1078	-0.336804	0.188011	0.138356	0.0438221	0.169001	0.917836	0.66272	1.15162	0.505805	0.729825	0.524364	0.0967726	0.12164	0.492539	0.289048	0.130353	0.0641868	0.0147521	0.00323869	0.0252592	0.139855	0.0142617	0.0128049
678000	-529.9299	-539.3438	9.413912	-1.88852	-0.393519	0.181886	0.194918	4.29972e-05	1.13476e-05	0.813286	1.55196	1.88856	0.393531	0.6314	1.35705	0.212657	0.523928	0.00963823	0.253776	0.231692	0.0566645	0.00120927	0.00460293	0.00686957	0.146699	0.0151659	0.0115772
679000	-548.6449	-545.7232	-2.921755	-24.5334	-0.380856	0.00857808	0.101767	0.151049	0.000260217	0.779836	1.48355	24.6845	0.381116	0.771258	1.38178	0.305043	0.0707486	0.254567	0.369642	0.615076	0.0592488	0.0242739	0.00923286	0.0241996	0.0767092	0.0188882	0.00809046
680000	-529.1651	-536.1951	7.029957	-0.797066	-0.375958	0.0778516	0.111464	1.10607e-05	0.00369975	3.01911	1.03074	0.797078	0.379658	2.94126	0.919276	0.155466	0.0188341	0.182271	0.643429	0.0905286	0.0248394	0.000603483	0.00986329	0.00558222	0.102869	0.0115092	0.0269486
681000	-537.0551	-542.5062	5.451144	-4.42233	-0.471893	0.1014	0.125579	7.1199e-05	0.00604438	0.814301	0.906515	4.4224	0.477938	0.712901	0.780937	0.285287	0.238961	0.0859112	0.389841	0.0291789	0.0373665	0.0272009	0.00561762	0.00624945	0.128525	0.00996571	0.00831511
682000	-544.2343	-537.7542	-6.480157	-72.8492	-0.22246	0.0946216	0.147522	0.310445	0.00182088	1.03527	1.64773	73.1597	0.22428	0.940647	1.50021	0.11686	0.0868949	0.10942	0.686825	0.0115706	0.0425724	0.0193587	0.00465641	0.0136233	0.126175	0.0120808	0.0159129
683000	-545.7277	-544.7234	-1.004228	-31.5487	-0.303266	0.0320013	0.0524266	0.0844921	0.118546	0.597636	0.764547	31.6332	0.421812	0.565635	0.71212	0.111074	0.0837741	0.096819	0.708333	0.0946386	0.0597067	0.0348741	0.0119483	0.00255894	0.0515451	0.00872469	0.0172617
684000	-537.3493	-541.5827	4.233358	-2.50256	-0.181183	0.144414	0.122544	0.0603837	0.00014242	0.962507	0.90396	2.56294	0.181325	0.818094	0.781416	0.248553	0.160592	0.33753	0.253325	0.0273641	0.0210346	0.0218453	0.0176715	0.00140321	0.121897	0.00306597	0.0194922
685000	-543.7299	-545.954	2.2241	-10.742	-0.307524	0.0669004	0.0777036	0.185761	0.00114382	1.00723	1.10272	10.9277	0.308668	0.940328	1.02502	0.357588	0.00967643	0.318772	0.313964	0.125422	0.0578971	0.0389893	0.0072946	0.0215029	0.0421044	0.00792228	0.00993695
686000	-542.444	-543.2574	0.8134102	-6.80343	-0.247493	0.0276372	0.0487665	0.812547	8.83467e-06	0.647728	1.47416	7.61598	0.247502	0.620091	1.42539	0.129281	0.339975	0.335122	0.195621	0.829372	0.0580232	0.0240552	0.00607389	0.00520705	0.0794665	0.00570164	0.0219682
687000	-540.655	-540.3123	-0.3426999	-57.362	-0.244835	0.0514695	0.111928	2.42603e-06	0.00039622	1.5953	1.52791	57.362	0.245231	1.54384	1.41598	0.097773	0.419439	0.257428	0.22536	1.15751	0.035481	0.0109569	0.00227432	0.0150213	0.112158	0.021016	0.0318742
688000	-529.9941	-541.628	11.63392	-0.732868	-0.185844	0.132917	0.111702	0.000412278	5.73644e-06	0.599942	0.670364	0.73328	0.18585	0.467025	0.558662	0.426156	0.248609	0.131286	0.193949	0.0627583	0.0599768	0.0249537	0.0100271	0.00940806	0.14676	0.0207088	0.0163732
689000	-531.0434	-542.8016	11.75824	-0.344275	-0.602301	0.085234	0.0703298	0.00842981	1.16544e-06	0.801713	1.00891	0.352705	0.602302	0.716479	0.938582	0.488727	0.248763	0.1422	0.12031	0.0553379	0.0987582	0.0289648	0.00236041	0.030102	0.0933831	0.010452	0.00578916
690000	-526.852	-538.1092	11.25723	-0.660768	-0.30254	0.118245	0.0884015	1.45565e-06	0.0449037	1.11808	1.19285	0.660769	0.347444	0.999834	1.10445	0.159274	0.255528	0.0450458	0.540152	0.0888406	0.0417449	0.00739507	0.00628142	0.00625951	0.0781848	0.0147382	0.00848385
691000	-533.1178	-545.6503	12.53247	-0.356568	-0.130756	0.0320984	0.12971	0.000603116	0.000553578	1.26123	0.498708	0.357171	0.131309	1.22913	0.368998	0.0496706	0.138029	0.103941	0.70836	0.0613332	0.0548754	0.0246055	0.0191613	0.0142074	0.0586238	0.00510635	0.0332027
692000	-535.4412	-548.2568	12.81567	-5.88383	-0.182155	0.00871113	0.157364	1.01996e-06	0.00327958	1.11528	0.595794	5.88383	0.185435	1.10657	0.438429	0.139772	0.0721843	0.284051	0.503993	0.202559	0.0610351	0.0213819	0.0210478	0.0282955	0.0537783	0.00440262	0.0292088
693000	-526.5979	-543.5217	16.9238	-6.37293	-0.1822	0.0823079	0.0922838	0.000110354	1.97788e-06	1.0383	0.86344	6.37304	0.182202	0.955996	0.771157	0.223748	0.0386832	0.0925213	0.645047	0.381013	0.0614957	0.0237909	0.0168045	0.00666801	0.0478646	0.00421851	0.0137871
694000	-533.6814	-549.5549	15.87352	-0.250755	-0.39703	0.0185447	0.052209	1.5876e-05	0.00820862	0.723303	0.76756	0.250771	0.405239	0.704759	0.715351	0.182637	0.469767	0.144191	0.203405	0.033113	0.144329	0.0176622	0.00821146	0.00547641	0.0347832	0.00797988	0.0151197
695000	-539.025	-529.9796	-9.045482	-0.397471	-0.328099	0.203793	0.203729	0.174032	0.237424	0.93536	0.790436	0.571503	0.565523	0.731566	0.586707	0.366134	0.312965	0.0252128	0.295688	0.0593111	0.0664642	0.00990178	0.00226103	0.00387195	0.193841	0.0111007	0.0146549
696000	-536.5335	-539.6749	3.141356	-0.433311	-1.66164	-0.00364419	0.110303	2.14888e-05	0.047404	2.60497	1.17814	0.433333	1.70904	2.60862	1.06784	0.309956	0.0735635	0.297409	0.319071	0.0739391	0.214963	0.00485306	0.00112498	0.00132635	0.0977768	0.0111472	0.0213217
697000	-542.5557	-535.551	-7.004727	-0.22614	-0.275775	0.00215168	0.164452	0.263274	0.655283	2.48814	1.39134	0.489414	0.931058	2.48599	1.22689	0.08496	0.159724	0.203227	0.552089	0.0689155	0.0336906	0.00204581	0.00292564	0.0036894	0.0950632	0.00294408	0.0201997
698000	-522.2792	-533.4966	11.21739	-0.726143	-0.414265	0.199157	0.191719	1.28011e-05	1.81165e-06	1.05613	1.35556	0.726156	0.414266	0.85697	1.16384	0.0941122	0.321799	0.377257	0.206831	0.035529	0.0430261	0.017167	0.00042292	0.00365	0.18842	0.0172879	0.0114838
699000	-530.2264	-536.2295	6.003096	-0.758975	-0.192578	0.0541853	0.0891864	4.18123e-05	0.0107085	1.47249	3.09734	0.759016	0.203287	1.41831	3.00816	0.209633	0.171763	0.107516	0.511089	0.097588	0.0161934	0.0125236	0.0031813	0.00938486	0.085816	0.0205608	0.00919591
700000	-533.1689	-538.7112	5.542352	-0.472642	-0.286232	0.0464022	0.0920777	0.00376335	0.000267852	2.42866	2.51645	0.476405	0.286499	2.38226	2.42437	0.239103	0.119532	0.551804	0.0895605	0.168256	0.0402638	0.00157496	0.000679312	0.00436692	0.0829715	0.00789165	0.012293
701000	-523.2266	-541.0336	17.80702	-0.451671	-0.314634	0.164428	0.0738351	4.51683e-05	1.13224e-05	0.610769	1.80297	0.451716	0.314645	0.446341	1.72913	0.0937911	0.151277	0.226203	0.528728	0.0247066	0.0354611	0.0268514	0.00405674	0.00146791	0.07716	0.0153799	0.00793247
702000	-526.22	-539.6289	13.40891	-3.4279	-0.226585	0.0694635	0.0637548	4.06239e-05	1.75566e-06	1.18066	1.65613	3.42794	0.226587	1.1112	1.59237	0.0864372	0.069691	0.549664	0.294208	0.272672	0.0641748	0.0157294	0.00400242	0.0372133	0.0639787	0.014827	0.0133942
703000	-555.897	-551.5036	-4.393389	-21.7253	-0.174232	0.0484518	0.139332	1.96389	0.00372516	1.40667	0.684996	23.6892	0.177958	1.35822	0.545664	0.0120099	0.250847	0.574891	0.162252	0.182447	0.0355844	0.0109533	0.0165068	0.0066644	0.0536735	0.0252177	0.0409956
704000	-537.3635	-551.0142	13.65064	-1.79335	0.379893	0.00709109	0.0195943	0.000492422	0.381753	0.801278	0.958244	1.79384	0.00186008	0.794187	0.93865	0.251801	0.0144649	0.311191	0.422542	0.0593294	0.243239	0.0328051	0.0146878	0.00344099	0.000650233	0.00561087	0.00994538
705000	-532.8498	-543.7876	10.9378	-12.7702	-0.187858	-0.0259576	0.0576229	1.11678e-05	0.00267817	1.20161	2.08012	12.7702	0.190536	1.22757	2.0225	0.234604	0.35859	0.149466	0.257341	0.0338645	0.0388	0.0282381	0.00535317	0.0177063	0.0412409	0.0037065	0.00946945
706000	-524.881	-538.7057	13.82471	-0.524439	-0.825153	0.0832402	0.115923	1.03426e-05	6.27179e-05	1.34801	1.42791	0.524449	0.825215	1.26477	1.31199	0.189429	0.19606	0.159471	0.45504	0.0400874	0.0875393	0.0143362	0.00487753	0.00648132	0.0884259	0.0073549	0.014253
707000	-542.0512	-541.1696	-0.8816082	-9.04858	-0.172935	0.0975872	0.153679	0.000138881	0.263695	1.1317	2.05793	9.04872	0.43663	1.03411	1.90425	0.333988	0.00171689	0.299001	0.365294	0.00372315	0.0184641	0.0366458	0.00166217	0.00304496	0.122316	0.00684392	0.0073213
708000	-527.5281	-540.4053	12.8772	-27.9831	-0.244615	0.0439487	0.102219	6.33667e-06	4.38436e-06	1.76804	1.78161	27.9831	0.24462	1.7241	1.67939	0.0346137	0.354915	0.142623	0.467848	0.0506084	0.0425863	0.0181968	0.00365003	0.0365251	0.0685788	0.00218026	0.0155622
709000	-538.2002	-536.7303	-1.469955	-0.232542	-0.330023	0.0637376	0.143415	0.0400646	0.0560466	1.18346	2.67417	0.272606	0.386069	1.11972	2.53076	0.288684	0.584987	0.0570171	0.0693113	0.0799592	0.0323442	0.0123881	0.000886184	0.00420298	0.105523	0.0121242	0.00494364
710000	-534.136	-535.6975	1.561543	-10.2	-0.278451	0.173052	0.164326	0.000106156	0.00508393	0.761962	1.59433	10.2001	0.283535	0.588909	1.43	0.218231	0.0350817	0.136912	0.609776	0.413437	0.0305683	0.024824	0.00539524	0.000603916	0.138652	0.0122871	0.00949692
711000	-534.1058	-541.807	7.701145	-0.615576	-0.336482	0.0755832	0.110144	0.000759548	0.000816445	1.21539	0.620141	0.616335	0.337298	1.13981	0.509997	0.173903	0.374297	0.138645	0.313154	0.0694457	0.0956456	0.0192799	0.0076714	0.031719	0.0848112	0.0105924	0.0142601
712000	-528.6717	-537.8946	9.222963	-0.43774	-0.174664	0.12056	0.133894	1.19556e-06	0.0837543	0.81792	2.13726	0.437741	0.258418	0.69736	2.00337	0.0774602	0.111817	0.279706	0.531016	0.141004	0.0297517	0.00513601	0.00609444	0.00906254	0.0947845	0.0189058	0.00789061
713000	-523.7158	-545.6685	21.95268	-0.905743	-0.191857	0.0194185	0.0494817	5.88534e-06	2.93379e-06	0.659106	3.11584	0.905749	0.19186	0.639687	3.06636	0.603538	0.00994916	0.00184312	0.38467	0.206807	0.040398	0.0490731	0.00331082	0.00517296	0.025516	0.0143559	0.00648321
714000	-539.8466	-542.6627	2.816125	-12.3781	-0.297173	0.084874	0.00662668	0.08579	3.17754e-05	1.30992	3.27706	12.4638	0.297205	1.22504	3.27044	0.134287	0.0334254	0.337059	0.495228	0.486978	0.0259565	0.0148713	0.00237396	0.0108689	0.0453503	0.00957534	0.00703703
715000	-547.7624	-542.1728	-5.589622	-75.3395	-0.451144	0.135163	0.0710084	8.94702e-05	0.44583	1.15892	3.04667	75.3396	0.896975	1.02375	2.97566	0.58261	0.0257548	0.0335703	0.358065	0.358862	0.046832	0.0288526	0.00167611	0.00849721	0.0756083	0.0378004	0.00418669
716000	-540.9871	-539.1601	-1.826986	-4.73701	-0.190654	0.0471159	0.0441263	0.00094039	0.133264	0.745551	3.01876	4.73795	0.323918	0.698435	2.97463	0.178825	0.0104075	0.237535	0.573233	0.294564	0.0233999	0.016963	0.0014179	0.0174427	0.0924629	0.00414015	0.0150228
717000	-548.8496	-539.9402	-8.909398	-1.92374	-0.336332	0.172751	0.0577067	0.498304	0.0360862	1.05803	1.40546	2.42205	0.372418	0.885274	1.34776	0.118853	0.132836	0.262318	0.485993	0.464022	0.0478328	0.000646081	0.0023447	0.0127794	0.118787	0.0272622	0.00885113
718000	-545.71	-552.2108	6.50078	-4.05639	-1.26046	-0.0717261	0.0412185	4.79955e-06	0.0263073	1.60594	1.48535	4.0564	1.28676	1.67767	1.44413	0.00843912	0.188048	0.405247	0.398266	0.182882	0.452315	0.0141564	0.00643416	0.0131288	0.00848044	0.0166999	0.0275369
719000	-545.5481	-547.0622	1.514023	-0.701316	-0.301207	0.0710494	0.0478071	8.54664e-05	0.0857451	3.02692	1.96344	0.701401	0.386952	2.95587	1.91563	0.00946112	0.535661	0.0506323	0.404246	0.0722386	0.0813799	0.016278	0.00290044	0.0101721	0.0633832	0.0231261	0.0334454
720000	-528.3702	-538.9684	10.5982	-5.24871	-0.246813	0.0609219	0.0930301	0.00281629	1.56563e-06	1.0423	1.70606	5.25153	0.246814	0.981382	1.61303	0.00187418	0.384036	0.334045	0.280045	0.0449763	0.0519153	0.0265136	0.00234362	0.00888712	0.0827097	0.0161716	0.0150516
721000	-519.2446	-552.036	32.79141	0.00197001	-0.243074	0.00368857	0.00683913	0.00197175	1.92395e-06	0.616024	1.40094	1.73932e-06	0.243076	0.612336	1.3941	0.228334	0.107433	0.150806	0.513428	0.054682	0.0539006	0.0332099	0.0101806	0.0162694	0.000809388	0.00761912	0.0145328
722000	-535.8475	-542.2059	6.358395	-18.4094	-0.239426	0.14955	0.11954	0.00111636	1.07725e-05	0.833983	0.847068	18.4105	0.239437	0.684433	0.727528	0.193085	0.34118	0.241911	0.223825	0.31348	0.0629858	0.0248411	0.0101498	0.00818392	0.122348	0.0195727	0.0104673
723000	-533.5475	-540.8744	7.326873	-0.386307	-0.171779	-0.0179738	0.163404	4.35302e-05	0.017208	2.66819	1.3601	0.386351	0.188987	2.68616	1.1967	0.165596	0.409403	0.288914	0.136087	0.0369411	0.0362228	0.00721628	0.00814754	0.00853635	0.0691166	0.000949481	0.0410583
724000	-530.1461	-542.1223	11.97623	-3.74457	-0.437117	0.128199	0.123603	0.00197911	2.78799e-06	0.810863	1.71107	3.74654	0.43712	0.682664	1.58747	0.0849432	0.154579	0.11877	0.641708	0.0482763	0.043474	0.031126	0.00242066	0.00335537	0.0755699	0.0202728	0.00651707
725000	-538.5732	-532.3074	-6.265813	-0.219258	-0.52808	0.0502042	0.169956	0.233639	0.000703739	2.77396	1.10677	0.452896	0.528784	2.72376	0.936817	0.309831	0.229827	0.00987066	0.450471	0.0362715	0.0455471	0.00178885	0.00574029	0.0206014	0.168293	0.0178927	0.0178642
726000	-529.672	-543.1438	13.47183	0.0496722	0.0885938	-10.5109	-0.170722	1.36729	0.898153	5.83345e-05	4.65489e-06	1.31762	0.80956	10.511	0.170726	0.0310466	0.795313	0.082292	0.0913481	0.0185808	0.0114526	0.175202	0.0452533	0.0386687	0.047739	0.00546287	0.0271177
727000	-537.5734	-547.1591	9.585699	0.011482	0.0579317	-65.4368	-0.284674	0.89307	1.21523	8.93671e-06	0.0129411	0.881588	1.1573	65.4368	0.297615	0.492125	0.118433	0.31417	0.0752727	0.0183585	0.0104284	0.126324	0.0394426	0.0227571	0.00709642	0.00920832	0.0217486
728000	-528.8338	-543.0596	14.22575	0.00872042	0.0899452	-94.7371	-0.212425	0.641025	2.30455	1.44825e-06	2.35104e-06	0.632305	2.2146	94.7371	0.212427	0.108228	0.071783	0.64783	0.172159	0.0226302	0.00378408	0.60598	0.0424323	0.0661705	0.00402465	0.00928796	0.0200758
729000	-534.0222	-544.0532	10.03098	0.100044	0.0741595	-73.0483	-0.139851	0.794644	1.81355	0.0029195	1.6467e-06	0.6946	1.7394	73.0512	0.139853	0.154686	0.428306	0.141158	0.27585	0.0345428	0.00451438	0.240507	0.0477804	0.048988	0.03082	0.00431087	0.00877498
730000	-536.8134	-544.2501	7.436683	0.147968	0.133992	-18.0339	-0.210321	0.433624	1.13404	0.000180031	9.42531e-06	0.285656	1.00005	18.0341	0.210331	0.459102	0.282798	0.204664	0.0534362	0.0176691	0.00521079	0.878373	0.0548907	0.111212	0.0114076	0.0107837	0.0161802
731000	-526.3836	-535.5112	9.12769	0.15817	0.109094	-0.541522	-0.334813	0.944522	1.13836	0.00115781	5.62749e-05	0.786352	1.02926	0.54268	0.33487	0.124349	0.610501	0.0567861	0.208364	0.0138432	0.00746247	0.108617	0.0538453	0.11593	0.00955882	0.00426127	0.0161149
732000	-541.9006	-537.8166	-4.084001	0.190386	0.157259	-0.964424	-0.249377	0.974487	0.943021	0.00523487	0.504294	0.784101	0.785762	0.969659	0.753671	0.408243	0.331002	0.21295	0.0478052	0.0306128	0.00215713	0.0158665	0.0407898	0.136627	0.0102719	0.015539	0.0133628
