G,N,K,O,M,H,Z
0,6.21460809842219,6.90775527898214,7.11476944836646,nan,nan,8.00636756765025
6.21460809842219,0,6.2803958389602,6.4831073514572,nan,nan,8.00636756765025
6.90775527898214,6.2803958389602,0,4.97673374242057,nan,nan,8.00636756765025
7.11476944836646,6.4831073514572,4.97673374242057,0,nan,nan,8.00636756765025
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
8.00636756765025,8.00636756765025,8.00636756765025,8.00636756765025,nan,nan,0
