Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
940	-4116.18	-4151.35	35.1766	19.82223	11.70892	0.1514322	1.060683	0.00348278	0.0121566	0.0241625	0.00460611	0.041	0.00241861	0.00177421	0.0281756	0.00292984	0.0175521	0.0129013	0.00743377	0.0264925	0.0137335	0.0207399	0.0145136	0.00672259	0.0168187	0.0188023	0.03588	0.0379438	0.0210711	0.00317792	0.0114675	0.0259324	0.000159402	0.00889181	0.0109373	0.0167568	0.0116589	0.0175696	0.0115348	0.00439858	0.0173506	0.00688675	0.0127738	0.00697298	0.00470808	0.037002	0.017023	0.0142223	0.000842045	0.01374281	0.03464467	-0.003761873	0.0114813	0.556057	0.00778542	0.00806514	0.413204	0.00340724	0.2444368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	42.80072	0.0989773	5.79143e-05	0.0112401	0.246142	3.74256	0.1489	0.494261	1.00937	2.34747	0.291159	0.28901	0.131057	0.288774	0.2406749	16.8267	35.6988	7.78886	5.99274	7.73805	21.5462	11.7089	6.53049	1.20763	7.00877	15.9514	22.6579	0.233905	5.28291	1.015631
950	-4121.64	-4150.43	28.7893	21.04121	11.7534	0.1760287	0.9200998	0.0072348	0.00651775	0.0301333	0.00857473	0.0514784	0.00331162	0.00131075	0.0211386	0.00658424	0.030831	0.0137299	0.00612598	0.0224043	0.00403506	0.00906468	0.02104	0.0144236	0.0221929	0.00804505	0.0343756	0.0383036	0.0248242	0.00615132	0.0168335	0.0197796	0.00019957	0.015349	0.0230183	0.018992	0.0486162	0.0235588	0.0214804	0.00695002	0.0105669	0.018342	0.0100453	0.00474077	0.00685685	0.0367358	0.0291498	0.0103558	0.00251236	0.0162465	0.03605657	0.0373267	0.00626261	0.542617	0.00612432	0.0145332	0.425342	0.00512097	0.1501602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43.7209	0.08417672	0.000207377	0.0211906	0.318283	3.66032	0.120749	0.451344	0.985387	2.44252	0.307029	0.294501	0.133934	0.264537	0.1874869	16.8267	36.5975	7.78886	5.99274	7.74796	22.2699	11.7534	5.37628	1.88287	6.11555	15.9514	21.0854	0.233905	4.88946	0.8009104
960	-4127.17	-4145.07	17.9025	22.18467	11.7534	0.1754912	1.782774	0.0158684	0.00784037	0.0332174	0.0565444	0.0229426	0.00872411	0.00736494	0.00945106	0.00896242	0.0166312	0.0354674	0.0269126	0.0258884	0.00492794	0.0080704	0.0160882	0.00762881	0.0226884	0.0182195	0.0135131	0.045018	0.0295293	0.00664406	0.0215625	0.0281449	0.000160662	0.0253695	0.0220945	0.087498	0.030959	0.0338449	0.0164514	0.0186192	0.0144017	0.0252574	0.0111387	0.00571298	0.012893	0.0117158	0.0466271	0.017288	0.00813166	0.01764201	0.03787649	0.02427824	0.00904497	0.464577	0.00292975	0.0142031	0.506142	0.00310343	0.2769936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41.3425	0.03212592	0.000202451	0.0209393	0.316756	3.6621	0.26589	0.62973	1.06347	2.04092	0.297938	0.31101	0.12684	0.264213	0.3012719	16.811	36.5975	8.56342	5.99274	7.74796	20.7096	11.7534	5.37628	1.98227	7.78993	15.9514	20.9381	0.233905	5.27852	0.9194142
970	-4127.55	-4147	19.4555	25.79547	11.7534	0.1729037	1.760726	0.024968	0.00825843	0.016978	0.00905105	0.0252276	0.00557242	0.00516385	0.0116784	0.0152692	0.0098665	0.0197862	0.0630853	0.122224	0.00664001	0.00391796	0.0165551	0.00561437	0.0335384	0.00588717	0.00933717	0.0348377	0.0239125	0.00864527	0.0300666	0.0190399	0.000154395	0.0209393	0.0316069	0.0335408	0.0111259	0.0265587	0.0306115	0.0252288	0.022571	0.0294075	0.010021	0.0105334	0.00416699	0.00446833	0.0131169	0.00476565	0.0258676	0.01869862	0.04000105	-0.06548235	0.00953931	0.479874	0.00463367	0.0107099	0.493834	0.00140893	0.2614121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43.05166	0.06399208	0.000179945	0.0197493	0.309369	3.6707	0.262938	0.626892	1.06266	2.04751	0.293812	0.290877	0.152243	0.263068	0.1959298	16.811	34.0794	8.67583	5.99274	6.32692	22.5174	11.7534	5.37628	1.98227	7.68425	15.9525	20.9381	0.233905	5.20601	1.334213
980	-4136.61	-4147.47	10.8687	23.46513	11.59339	0.1621219	2.136301	0.0540377	0.00740941	0.0445732	0.0293516	0.013545	0.0878569	0.0150855	0.0198907	0.0439035	0.0311472	0.0292359	0.0415305	0.145131	0.00369151	0.0103833	0.0222571	0.0090353	0.0282859	0.00207381	0.00830204	0.0485993	0.0352733	0.00535084	0.0468485	0.0180917	0.000313472	0.024231	0.00980143	0.0425507	0.0104778	0.0228433	0.0211015	0.0502086	0.0141119	0.0304452	0.0246019	0.0197542	0.0086617	0.00802011	0.0366798	0.0114268	0.0378968	0.02230299	0.04806124	0.03144589	0.00701721	0.426341	0.00966544	0.0088949	0.545194	0.00288768	0.2280557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	41.90611	0.05211838	0.000105742	0.0151646	0.278011	3.70672	0.30902	0.668767	1.07305	1.94916	0.300604	0.303729	0.131608	0.264058	0.2595016	16.811	36.5024	8.67583	5.78345	7.65462	22.7357	11.5934	6.51984	1.98227	7.92007	15.9628	20.9381	0.233905	5.29784	0.8788219
990	-4145.02	-4147.04	2.02316	20.07117	11.78234	0.1408335	2.345456	0.0490927	0.0146547	0.0476673	0.0162716	0.0190407	0.0994132	0.0334166	0.0251291	0.0381275	0.0382339	0.0692475	0.0322021	0.0383443	0.00842734	0.00427483	0.0290074	0.0076765	0.0276547	0.00401856	0.00820399	0.0390954	0.0385964	0.00495415	0.041163	0.00917894	0.000577018	0.0316571	0.0121894	0.0798447	0.0190312	0.0190251	0.0616963	0.0595374	0.0363319	0.0288762	0.0118892	0.0320782	0.0200734	0.0115645	0.0738337	0.0446721	0.0258492	0.04068129	0.04543483	0.03994339	0.00665233	0.48385	0.00557579	0.00657071	0.49511	0.00224083	0.2113288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	41.94204	0.09878974	2.91256e-05	0.00798238	0.214034	3.77795	0.331297	0.68735	1.07664	1.90471	0.287979	0.310902	0.127557	0.273561	0.2512722	16.858	36.7309	8.42767	8.03418	7.72607	21.1035	11.7823	6.63419	1.3888	6.61286	15.9628	20.9381	0.233905	3.71232	0.8410354
1000	-4146.26	-4145.87	-0.391789	16.76669	11.70232	0.148128	1.757911	0.047437	0.0169652	0.0958875	0.0500099	0.0221936	0.061976	0.0173109	0.0212312	0.0150523	0.0422392	0.0638604	0.00864678	0.0116	0.0260389	0.00648011	0.0147537	0.0156195	0.0364192	0.00169668	0.0122534	0.043927	0.027189	0.00352542	0.0312241	0.00763575	0.000653003	0.0145724	0.0162	0.0694288	0.0178471	0.0120335	0.0830105	0.04355	0.0236902	0.0179633	0.0101966	0.0824568	0.0133873	0.0231693	0.0447097	0.0736766	0.00999388	0.02434248	0.03630992	-0.05084245	0.0132471	0.553117	0.00364033	0.00356627	0.425159	0.00126991	0.2277133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44.47299	0.06048428	4.72408e-05	0.0101563	0.236173	3.75362	0.262558	0.626526	1.06256	2.04836	0.292057	0.301989	0.128156	0.277798	0.1768708	16.8199	36.7309	8.42767	9.65608	7.72607	21.1475	11.7023	9.20655	1.3888	6.61286	15.9067	20.9596	0.233378	4.58397	1.287455
1010	-4114.04	-4144.22	30.1832	20.84547	11.76551	0.1764698	1.750937	0.020453	0.0136159	0.016937	0.00790274	0.0226479	0.0181766	0.00923722	0.0145057	0.00446292	0.0284533	0.0444815	0.0235165	0.0116597	0.0241655	0.00485865	0.0125016	0.0122286	0.022178	0.00161414	0.00932584	0.0357459	0.0235911	0.00241627	0.0113607	0.00310229	0.00022392	0.0200561	0.0183284	0.0259993	0.0135418	0.0221058	0.0504456	0.0133148	0.00857229	0.00571899	0.0230963	0.0252132	0.00512923	0.00943087	0.00784606	0.0292312	0.0249501	0.01577695	0.03395168	0.08980132	0.0118778	0.504204	0.0074189	0.00567506	0.47037	0.000454033	0.09015984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	47.1511	0.0383982	0.000211487	0.021398	0.319535	3.65886	0.261617	0.625615	1.0623	2.05047	0.298506	0.308505	0.1463	0.246689	0.1799612	16.6503	36.6771	8.31838	9.65956	7.72607	22.3341	11.7655	8.46279	1.3888	7.70345	15.9067	20.9596	0.233378	4.81739	0.5009961
1020	-4125.2	-4155.7	30.5008	20.64298	11.4322	0.1785703	0.8244109	0.0196768	0.00315618	0.0105231	0.00621718	0.0166085	0.0249195	0.00394359	0.00912469	0.00434991	0.0205393	0.0576946	0.0791146	0.00990654	0.0207479	0.0100922	0.0215381	0.0126445	0.0187315	0.00293451	0.0194695	0.0468252	0.0335626	0.00190712	0.0124361	0.00743585	0.000157495	0.0109195	0.0254559	0.0436034	0.00911143	0.0278966	0.0206048	0.0541409	0.0180057	0.0104423	0.0164816	0.0301705	0.00376481	0.00754831	0.00707578	0.0463534	0.0229387	0.02469659	0.05419372	0.04108172	0.00734061	0.561899	0.00650993	0.0128969	0.411236	0.000117053	0.08338534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	48.53436	0.1064624	0.000231892	0.0223989	0.325471	3.6519	0.100742	0.416779	0.963496	2.51898	0.297772	0.300623	0.120205	0.2814	0.1244671	16.8066	37.14	8.31838	9.11312	6.97793	22.7844	11.4322	5.45535	2.39708	7.14677	15.9312	21.61	0.233378	5.29937	0.669939
1030	-4127.47	-4149.88	22.4084	18.77986	11.78601	0.1817878	0.3342013	0.00792956	0.00179925	0.0040599	0.00924168	0.0272596	0.034772	0.0206939	0.0334855	0.00210963	0.0206937	0.0244981	0.0722389	0.0137881	0.00443031	0.0161282	0.0253996	0.0110672	0.0253656	0.00224971	0.0169723	0.0350609	0.0265072	0.00138835	0.0197336	0.00512521	0.000533656	0.0284144	0.0121066	0.0351693	0.0193645	0.019268	0.00963947	0.042625	0.0175379	0.00852886	0.0337076	0.00468047	0.0170452	0.00699148	0.016057	0.0589602	0.00953008	0.02001628	0.01099613	0.006980858	0.0161201	0.437952	0.00661333	0.00827621	0.530971	6.7178e-05	0.131611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	49.399	0.08317558	0.000265926	0.0239735	0.334486	3.64127	0.00847526	0.131231	0.649013	3.21128	0.28844	0.314289	0.134892	0.262379	0.1385918	16.8845	37.14	8.31838	6.9219	5.52453	22.1937	11.786	5.45535	0.693664	7.89284	15.957	21.2718	0.233378	4.93171	0.9496301
1040	-4128.64	-4155.58	26.9497	20.9035	11.79349	0.1729202	0.2668877	0.0352236	0.00206405	0.00646415	0.00734532	0.0113714	0.0116045	0.024702	0.0283976	0.00128478	0.0159173	0.0161061	0.0492089	0.00679193	0.00105237	0.0118684	0.0187446	0.00971183	0.0222248	0.00971584	0.0116636	0.0363621	0.0277047	0.00536598	0.0410617	0.00368363	0.00103587	0.0243507	0.00502184	0.0327687	0.0418377	0.00887086	0.00533413	0.0508622	0.0138297	0.00683391	0.0137895	0.0128741	0.0323409	0.00259975	0.00612021	0.0508429	0.0279466	0.01517482	0.01277695	0.0566178	0.0145144	0.584107	0.00651534	0.00987395	0.384906	8.29342e-05	0.1352875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46.86264	0.05976264	0.000180082	0.0197568	0.309416	3.67065	0.00299396	0.0791287	0.535773	3.3821	0.297267	0.290173	0.146999	0.265562	0.1919053	16.8845	37.1885	8.45934	7.91268	5.52453	22.1937	11.7935	5.45535	0.693664	8.17801	15.957	21.2718	0.233378	5.16158	0.7049702
1050	-4125.11	-4151.86	26.7499	22.2921	11.79219	0.1647407	1.257177	0.0189585	0.00182552	0.0111521	0.0166667	0.00321508	0.0149882	0.0191404	0.0143678	0.00190862	0.0139784	0.0190963	0.0165532	0.00563044	0.00080918	0.00893683	0.0208737	0.00626253	0.0276323	0.00794564	0.00694214	0.0199772	0.0400346	0.0041532	0.0270286	0.00387294	4.64504e-05	0.0162731	0.00876933	0.0589548	0.0275691	0.00520108	0.00300642	0.0401897	0.0164055	0.00570185	0.0207835	0.0156958	0.0359713	0.00311255	0.00410711	0.0123265	0.0207262	0.01543975	0.02094178	0.03950076	0.0115324	0.485707	0.00644273	0.0113845	0.484807	0.000126219	0.1541377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	47.35795	0.04085625	0.000121092	0.0162216	0.285708	3.69795	0.185262	0.542425	1.03229	2.24002	0.311978	0.278491	0.152355	0.257175	0.1936384	16.8845	37.1885	8.45934	9.58523	6.26679	19.7681	11.7922	7.64137	1.17106	8.19655	15.957	21.2718	0.233378	5.28427	0.7960076
1060	-4144.49	-4159.53	15.0431	24.66031	11.56553	0.1963177	2.087752	0.01492	0.00125776	0.0105007	0.012002	0.00602501	0.0154584	0.00980458	0.0106632	0.0132995	0.0111395	0.0278273	0.0251768	0.0069123	0.00142298	0.00865199	0.0298798	0.00788082	0.0166486	0.00982326	0.0129325	0.0600151	0.0351462	0.00572297	0.0619848	0.00407389	2.6183e-05	0.0257231	0.0125992	0.0790524	0.0676688	0.00647478	0.0131665	0.030688	0.0181757	0.0125218	0.033757	0.0304415	0.0541389	0.00329219	0.0153219	0.0282167	0.0176879	0.01896258	0.05363612	0.02672867	0.00713854	0.559213	0.00868432	0.00955839	0.415361	4.49394e-05	0.1148832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44.4652	0.08488306	0.000466669	0.0316785	0.373979	3.59388	0.303529	0.664032	1.07204	1.9604	0.313367	0.295171	0.123445	0.268017	0.1416119	16.8845	37.1885	8.44051	9.63657	7.64113	18.2929	11.5655	5.72638	1.70949	8.11297	15.957	21.7658	0.201552	5.28427	0.8112541
1070	-4133.18	-4148.48	15.3059	18.06258	11.67809	0.1490703	3.255989	0.0137139	0.00105175	0.0133062	0.00867253	0.00863822	0.0123531	0.0290536	0.015494	0.0292867	0.0300006	0.0288447	0.0341593	0.0104543	0.000819888	0.00630469	0.0234713	0.00670086	0.0201912	0.00779449	0.0100148	0.0424955	0.0297595	0.00646199	0.043867	0.00501386	1.32137e-05	0.040427	0.0146319	0.0817823	0.0357175	0.000981245	0.0217605	0.0210061	0.0570187	0.00485338	0.0476659	0.0230318	0.028679	0.0027581	0.0176721	0.0192851	0.0174476	0.02400517	0.03285404	0.04779892	0.00490816	0.570578	0.00958431	0.0112351	0.403676	1.85475e-05	0.1874602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44.74698	0.07810009	5.01126e-05	0.0104591	0.23902	3.75047	0.408145	0.744784	1.08352	1.76355	0.298029	0.304158	0.123937	0.273875	0.2352592	16.889	37.1885	8.68552	9.68669	7.64113	18.2929	11.6781	5.41251	1.40027	8.11297	15.957	21.4395	0.179082	3.1427	0.7968244
1080	-4132.68	-4147.05	14.375	27.37873	11.79126	0.166678	1.706568	0.0108939	0.00223545	0.000866333	0.00635814	0.0100016	0.00859975	0.0521847	0.0139837	0.0322572	0.0355684	0.0333833	0.0396351	0.0205089	0.000859453	0.0123179	0.0223863	0.00906923	0.01303	0.0164338	0.0165188	0.0380717	0.0330223	0.00558059	0.0150971	0.0363839	1.09842e-05	0.0127348	0.00711502	0.0343509	0.0450664	0.00355073	0.0084761	0.057071	0.0440238	0.00321263	0.0312503	0.0020694	0.00937721	0.00502911	0.0314297	0.0164793	0.0347247	0.02321085	0.03125094	0.01107072	0.0126413	0.507789	0.00796011	0.0029961	0.468574	3.93819e-05	0.2544343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42.80798	0.04523494	0.000133496	0.0170271	0.29137	3.69147	0.255543	0.619681	1.06056	2.06422	0.311252	0.295679	0.136912	0.256157	0.265505	16.6803	37.1885	8.68552	9.68669	6.74918	18.2929	11.7913	5.41251	1.40027	6.48717	15.957	21.4395	0.0886132	3.91866	0.9583032
1090	-4142.36	-4158.25	15.8877	27.67197	11.79126	0.205855	0.7432347	0.00194501	0.00923362	0.000731321	0.00649379	0.0270808	0.00677317	0.0144919	0.0278341	0.0166777	0.0459134	0.0250574	0.0416479	0.0235677	0.000591484	0.00963624	0.0479039	0.00614791	0.0108694	0.0114888	0.0138425	0.0285264	0.0363608	0.00441862	0.0210558	0.0195695	6.50439e-05	0.00620226	0.00632964	0.0294894	0.0283403	0.00622707	0.0283408	0.0324796	0.00744774	0.00628488	0.0247925	0.00351661	0.00527978	0.0217093	0.0101913	0.00613006	0.0237045	0.01596576	0.02559018	-0.001961633	0.0147098	0.592102	0.00611026	0.00586913	0.381185	2.40149e-05	0.245289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44.16376	0.03376345	0.000646457	0.0372201	0.398765	3.56337	0.0834369	0.383235	0.939894	2.59343	0.279345	0.304412	0.124999	0.291244	0.2433274	16.3006	37.0297	8.00499	9.6878	6.74918	18.2929	11.7913	5.41251	1.97552	6.70584	15.9402	21.4395	0.0886132	4.60459	1.008062
1100	-4130.24	-4151.32	21.0766	29.03189	11.77576	0.1742844	0.7212907	0.000463637	0.008016	0.000670165	0.00348523	0.0164009	0.00330451	0.0516113	0.0471471	0.00386172	0.0312347	0.0265976	0.0254558	0.0174331	0.000944611	0.0139116	0.0223859	0.00749699	0.0132356	0.0194512	0.0181441	0.0235121	0.0324474	0.0106496	0.0197503	0.0193827	3.89974e-05	0.00492277	0.00372027	0.0191623	0.0190161	0.00592089	0.00486938	0.0259676	0.00544195	0.0091766	0.0090339	0.0142566	0.00504412	0.026459	0.0118945	0.00386191	0.0167952	0.01523454	0.02819974	-0.01038533	0.011686	0.519636	0.0065361	0.00189946	0.460017	0.000225312	0.1906758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45.19875	0.0378992	0.000191707	0.0203801	0.313318	3.66611	0.0787405	0.373405	0.93251	2.61535	0.287965	0.317796	0.132915	0.261323	0.1802905	16.7371	37.0297	8.00499	9.6878	6.74918	18.2929	11.7758	7.18257	1.60251	6.70584	13.9406	21.4395	0.0467611	5.11896	1.057603
1110	-4116.59	-4155.78	39.1891	30.52034	11.7126	0.1488743	1.289466	0.000711426	0.040891	0.00100501	0.0017503	0.00886449	0.00493524	0.0420286	0.0306428	0.00343611	0.0220457	0.0455218	0.0171846	0.00119608	0.00445012	0.00388749	0.0138303	0.00525861	0.00876444	0.00913791	0.00448305	0.0235258	0.0150308	0.0121117	0.0204476	0.00784201	0.000233719	0.00250433	0.00494356	0.0269484	0.0209973	0.0156737	0.00700032	0.0191996	0.00316634	0.00899598	0.00429416	0.00746916	0.000506886	0.0118265	0.00741803	0.00906671	0.0178462	0.01684708	0.03044575	0.06447814	0.0136769	0.540527	0.0146834	0.00258285	0.428262	0.000267889	0.09622145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	46.10833	0.0836228	4.95044e-05	0.0103957	0.238428	3.75113	0.190893	0.549299	1.03523	2.22458	0.295094	0.334102	0.124254	0.246551	0.1606996	16.8707	37.0297	8.00499	9.6878	7.29259	18.1198	11.7126	7.18257	1.81844	7.99099	15.9537	21.4395	0.170915	4.97172	0.598766
1120	-4127.56	-4149.45	21.893	29.96434	11.70807	0.1761119	0.7986972	0.000191724	0.0203942	0.00150814	0.00995945	0.0200202	0.0390526	0.0743827	0.0487441	0.0164186	0.0435767	0.0228244	0.0251029	0.00133115	0.0692813	0.00227002	0.014527	0.00546521	0.0111371	0.00666817	0.00819999	0.0242326	0.0251438	0.00524749	0.0194195	0.0235896	0.000491588	0.00552167	0.00601415	0.0516186	0.00860875	0.0135987	0.00382537	0.0152145	0.0025484	0.0155919	0.00914723	0.00830245	0.000557799	0.0645177	0.0224684	0.0204558	0.0188581	0.01620337	0.02596056	0.02081355	0.0099718	0.578739	0.00959247	0.00225874	0.399231	0.000207072	0.0787731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	47.89996	0.06263755	0.000208147	0.0212297	0.318519	3.66004	0.0952815	0.406609	0.956593	2.54152	0.287042	0.322978	0.112716	0.277263	0.09958666	16.8037	36.9268	8.09591	9.6878	7.36368	21.8794	11.7081	7.35824	1.81844	8.05632	15.9537	21.4395	0.170915	5.297	0.7910006
1130	-4125.2	-4150.3	25.1005	41.14391	11.79503	0.1698247	0.9523771	0.000392825	0.0190778	0.00241373	0.0188046	0.00770105	0.0388887	0.0405563	0.0194202	0.0310171	0.0263928	0.0233827	0.0185566	0.00813214	0.0332671	0.00438327	0.00782095	0.00995197	0.0108038	0.00736029	0.0100722	0.0306345	0.0164167	0.00408463	0.0125574	0.0240706	0.000861365	0.0113696	0.00592857	0.0303096	0.0095713	0.0147664	0.00536322	0.0221921	0.00397264	0.00644806	0.011116	0.00860961	0.000435999	0.0137118	0.0156188	0.00531458	0.0253311	0.01406062	0.02834053	0.02911209	0.0107687	0.539436	0.0025095	0.00167575	0.445331	0.000278672	0.08720069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	48.59897	0.07529291	0.000155668	0.0183778	0.300506	3.68096	0.127357	0.461954	0.991638	2.41905	0.319829	0.275401	0.125188	0.279581	0.1163128	16.8037	36.527	8.09591	9.6878	7.73763	18.6809	11.795	7.35824	1.81844	8.05632	15.9537	21.4395	0.170915	5.27714	0.7497086
1140	-4125.82	-4150.86	25.0365	31.53229	11.79692	0.1809214	1.117355	0.000661354	0.0176289	0.00458951	0.0126307	0.00324644	0.106628	0.0373877	0.0109977	0.0169738	0.0180783	0.0215647	0.0332753	0.0194881	0.00443779	0.0101559	0.0125537	0.00866478	0.00653986	0.0155814	0.00756736	0.0349628	0.0209197	0.00407349	0.013439	0.00812555	0.000270478	0.00562965	0.00269976	0.054177	0.00372106	0.0164945	0.00783725	0.0142007	0.0120625	0.0118694	0.0122967	0.00650983	0.000137927	0.0317113	0.0287872	0.00401074	0.0194795	0.01582446	0.02539999	0.04131021	0.00971548	0.605279	0.00832172	0.00182063	0.374259	0.000604648	0.1697796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	49.78904	0.06111887	0.000256421	0.0235446	0.332068	3.64413	0.159757	0.509391	1.01702	2.31384	0.299575	0.282102	0.129936	0.288387	0.2110898	16.8037	37.1879	8.49674	9.6878	7.73763	22.7322	11.7969	8.34598	2.19487	8.05632	15.9637	22.7557	0.170915	2.45486	0.8043003
1150	-4123.74	-4151	27.2573	28.61632	11.79692	0.1984878	0.3622411	0.00101697	0.00818785	0.00686161	0.0214313	0.00618182	0.0432682	0.0451945	0.011031	0.015467	0.0380913	0.0328264	0.0189144	0.0277963	0.00513375	0.00656689	0.00867236	0.00545594	0.0144629	0.0636932	0.0101516	0.0200952	0.0219211	0.00155431	0.0208838	0.0120779	0.000546852	0.0103553	0.00390591	0.0747635	0.0111307	0.00846783	0.00555694	0.0138178	0.00605801	0.00434553	0.00551086	0.0140858	7.3529e-05	0.0265552	0.00771719	0.00801144	0.0120304	0.01810161	0.02051845	0.1334506	0.00574651	0.549535	0.0111492	0.0182647	0.413301	0.00200415	0.1456357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	51.40144	0.08756571	0.000503977	0.0329076	0.3797	3.58689	0.0116651	0.153042	0.686961	3.14833	0.27565	0.316762	0.129518	0.278071	0.2790863	16.8037	36.9225	8.03021	9.6878	7.73763	22.7796	11.7969	8.32234	2.19487	7.84476	15.9637	20.4417	0.170915	4.20346	0.5218305
1160	-4129.22	-4145.54	16.3225	24.66774	11.79692	0.1716008	1.171328	0.000772791	0.0139681	0.015435	0.0352453	0.00640401	0.00886893	0.00719111	0.0304192	0.0170902	0.0342589	0.0313053	0.0446099	0.0425649	0.0029473	0.0059405	0.0144408	0.00563382	0.0121796	0.0627484	0.0118713	0.0186812	0.0112356	0.00195996	0.0298144	0.0126205	9.63964e-05	0.00801199	0.00568931	0.042313	0.0134136	0.0138573	0.00236464	0.0368136	0.0138277	0.00247111	0.0229134	0.0186973	0.000391246	0.0195606	0.0720605	0.00945475	0.00632672	0.01441785	0.03302755	-0.05620546	0.00512583	0.544672	0.00870415	0.013268	0.419032	0.00919772	0.2896693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	51.67363	0.02887969	0.000169349	0.019163	0.305628	3.67504	0.169819	0.522817	1.02346	2.28391	0.298904	0.310853	0.12711	0.263133	0.2334638	16.8037	36.5569	8.03021	8.07811	7.10295	18.2659	11.7969	8.32234	2.19487	7.8513	15.7537	20.4417	0.170915	5.03211	1.240746
1170	-4121.45	-4139.34	17.8928	36.41539	11.79692	0.1703953	1.73827	0.000342873	0.0170434	0.0321048	0.0364362	0.00422111	0.0156481	0.00459704	0.0131398	0.0228285	0.031358	0.0286396	0.0395468	0.0248345	0.00516409	0.00401492	0.0187924	0.00333914	0.0102995	0.0351847	0.00955646	0.016637	0.0114159	0.00242927	0.0350141	0.0133425	0.00126646	0.0141491	0.00256431	0.0448623	0.0244263	0.0180781	0.0160708	0.0203743	0.00658439	0.00608009	0.0105605	0.0128067	0.00011537	0.0214091	0.044295	0.00922332	0.00431331	0.01501657	0.02073948	0.03320215	0.00769218	0.531895	0.00510115	0.0145491	0.431406	0.00935744	0.1640614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	54.50502	0.04740258	0.000159969	0.0186283	0.302155	3.67906	0.259897	0.623945	1.06181	2.05435	0.299233	0.317213	0.125022	0.258532	0.1972636	16.8037	36.971	8.03021	8.7791	7.57854	18.1083	11.7969	9.69635	2.19487	7.8513	15.7537	20.4417	0.170915	4.70901	0.8316864
