Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
12740	-1567.702	-1569.835	2.133224	0.26383	0.265186	0.274075	0.277869	0.208898	0.211196	0.187498	0.187669	0.180836	0.161692
12750	-1573.134	-1567.219	-5.914871	0.25274	0.270209	0.213672	0.227077	0.220925	0.220583	0.221434	0.216509	0.176722	0.176821
12760	-1582.091	-1566.017	-16.07413	0.211433	0.211807	0.211963	0.21088	0.209276	0.212133	0.247989	0.282112	0.282418	0.281757
12770	-1597.369	-1568.522	-28.84707	0.223442	0.220537	0.175992	0.176794	0.177627	0.175602	0.173258	0.174383	0.160709	0.151734
12780	-1599.935	-1566.908	-33.02701	0.264649	0.262545	0.235208	0.22885	0.192231	0.197294	0.187645	0.202022	0.222646	0.219942
12790	-1599.889	-1568.307	-31.58153	0.208347	0.166153	0.162675	0.167787	0.173355	0.143936	0.130073	0.124565	0.0977549	0.106643
12800	-1556.935	-1566.93	9.995183	0.240642	0.216623	0.193787	0.205189	0.149024	0.0977341	0.0982147	0.0920199	0.0913571	0.0936252
12810	-1579.102	-1569.62	-9.482051	0.259429	0.260894	0.231204	0.230043	0.230134	0.191505	0.177647	0.13921	0.323269	0.232731
12820	-1551.703	-1570	18.29741	0.309557	0.309551	0.246787	0.185743	0.210303	0.235422	0.218284	0.232434	0.232987	0.233239
12830	-1580.896	-1569.213	-11.68306	0.316813	0.283289	0.242958	0.24434	0.243296	0.243402	0.2477	0.281871	0.160735	0.0723104
12840	-1593.099	-1569.265	-23.83374	0.222397	0.225455	0.17829	0.114024	0.13636	0.108241	0.116884	0.115156	0.132936	0.208658
12850	-1595.406	-1568.257	-27.1489	0.226926	0.217068	0.16348	0.166939	0.166095	0.151419	0.0897266	0.0887429	0.0862627	0.0898729
12860	-1572.373	-1567.352	-5.020517	0.232048	0.215769	0.112669	0.111622	0.114973	0.115884	0.113596	0.119575	0.119294	0.123621
12870	-1557.841	-1567.796	9.954916	0.212271	0.209444	0.106023	0.105796	0.105584	0.106907	0.105705	0.105639	0.104386	0.104462
12880	-1596.792	-1567.198	-29.59454	0.281802	0.235313	0.223127	0.225421	0.229519	0.218718	0.218925	0.209222	0.203233	0.202603
12890	-1534.86	-1569.095	34.2352	0.240096	0.23984	0.154875	0.171036	0.169339	0.169347	0.169159	0.169658	0.169082	0.168464
12900	-1553.104	-1567.809	14.70523	0.276772	0.273775	0.174197	0.167614	0.178802	0.176729	0.176752	0.175107	0.175301	0.173954
12910	-1556.052	-1574.181	18.12962	0.265464	0.264288	0.222229	0.165625	0.165909	0.168728	0.204669	0.195549	0.208952	0.209356
12920	-1553.49	-1570.108	16.61836	0.302725	0.30697	0.296079	0.295361	0.294173	0.281225	0.269443	0.262002	0.267667	0.270201
12930	-1559.237	-1568.336	9.099112	0.29489	0.294931	0.294588	0.29861	0.291079	0.290104	0.292034	0.248109	0.248333	0.246093
12940	-1582.55	-1568.866	-13.68412	0.318068	0.339775	0.339938	0.334701	0.334913	0.344245	0.344948	0.347802	0.362214	0.353648
12950	-1627.46	-1572.639	-54.82071	0.247304	0.281942	0.279433	0.207975	0.204455	0.191177	0.20559	0.208577	0.206141	0.401509
12960	-1582.86	-1567.988	-14.87229	0.27165	0.271639	0.223631	0.221084	0.190865	0.174954	0.095568	0.0964547	0.0957135	0.0971619
12970	-1577.293	-1567.212	-10.08105	0.244689	0.236841	0.159868	0.164355	0.158586	0.162983	0.162866	0.164037	0.164243	0.166162
12980	-1579.504	-1568.774	-10.73014	0.29465	0.302348	0.315227	0.307937	0.194425	0.191819	0.187189	0.18718	0.276027	0.269494
12990	-1544.246	-1568.643	24.39669	0.251423	0.254085	0.231691	0.159488	0.159911	0.161081	0.124004	0.12587	0.126969	0.170583
13000	-1592.458	-1568.232	-24.22619	0.257973	0.223836	0.143781	0.144245	0.144609	0.133209	0.123485	0.124404	0.0860629	0.086732
13010	-1599.947	-1566.606	-33.34165	0.23562	0.184657	0.161846	0.131289	0.112193	0.102767	0.0806041	0.0809228	0.0812752	0.0766333
13020	-1607.921	-1567.38	-40.54123	0.219122	0.235144	0.12579	0.103196	0.0919944	0.0868384	0.085507	0.0880506	0.0872913	0.065922
13030	-1608.922	-1567.336	-41.58586	0.239354	0.236334	0.17894	0.132411	0.214348	0.146242	0.142836	0.160394	0.157475	0.186192
13040	-1572.588	-1570.648	-1.93991	0.215989	0.130823	0.132227	0.133613	0.0301565	0.0294401	0.0292767	0.0341674	0.0334586	0.0395898
13050	-1566.472	-1567.052	0.5806487	0.253085	0.188051	0.183145	0.126207	0.120252	0.123787	0.123267	0.123464	0.124122	0.108931
13060	-1586.058	-1570.591	-15.46755	0.337749	0.334789	0.335426	0.240227	0.244266	0.243571	0.248008	0.250079	0.24437	0.238378
13070	-1568.312	-1567.493	-0.8190592	0.268472	0.26244	0.238061	0.23823	0.233657	0.22189	0.221797	0.220456	0.220498	0.215482
13080	-1560.441	-1570.441	9.999755	0.324938	0.325565	0.324148	0.316298	0.311618	0.311218	0.312722	0.315919	0.316165	0.316091
13090	-1555.499	-1568.38	12.88158	0.313463	0.296304	0.277727	0.280902	0.277109	0.276994	0.284688	0.281385	0.276471	0.277546
13100	-1596.456	-1565.889	-30.56645	0.275433	0.289577	0.201402	0.230459	0.17974	0.180043	0.175981	0.174348	0.17497	0.164476
13110	-1620.206	-1566.055	-54.15041	0.224997	0.210735	0.151463	0.149545	0.14621	0.147208	0.141869	0.143134	0.0549185	0.0588849
13120	-1589.385	-1565.861	-23.52399	0.246087	0.241196	0.242581	0.215861	0.209663	0.209591	0.206696	0.210228	0.200987	0.192676
13130	-1577.45	-1566.352	-11.09802	0.290798	0.291002	0.289893	0.285274	0.286094	0.285986	0.279605	0.276784	0.276983	0.276991
13140	-1572.184	-1565.25	-6.933827	0.244082	0.259666	0.257924	0.255446	0.250253	0.253317	0.252363	0.254973	0.254326	0.254674
13150	-1568.702	-1569.605	0.9032614	0.240168	0.234336	0.234509	0.234187	0.233747	0.236935	0.236799	0.235701	0.233753	0.226979
13160	-1568.604	-1568.911	0.3072162	0.269791	0.274129	0.275024	0.275376	0.281509	0.281995	0.282152	0.282154	0.277055	0.277375
13170	-1574.171	-1566.013	-8.158004	0.268082	0.269989	0.2708	0.266756	0.266862	0.267313	0.264766	0.259888	0.258158	0.27245
13180	-1579.299	-1569.403	-9.895489	0.225716	0.217955	0.221205	0.222129	0.1889	0.188719	0.149174	0.123271	0.12323	0.101269
13190	-1586.674	-1567.373	-19.3001	0.29312	0.292404	0.299518	0.358543	0.287193	0.265572	0.223569	0.214457	0.206675	0.207581
13200	-1573.301	-1566.755	-6.545954	0.292784	0.291128	0.252863	0.276579	0.249232	0.249571	0.247747	0.311411	0.295234	0.346487
13210	-1572.716	-1572.234	-0.4817813	0.278503	0.278327	0.22451	0.220935	0.221527	0.215118	0.21468	0.21589	0.225526	0.221583
13220	-1593.498	-1568.041	-25.45682	0.286923	0.258888	0.260918	0.264492	0.26055	0.268695	0.267965	0.273154	0.269784	0.278679
13230	-1585.532	-1569.235	-16.29724	0.242681	0.247618	0.234517	0.189727	0.131935	0.129811	0.128711	0.143306	0.141715	0.141024
13240	-1579.61	-1569.403	-10.20676	0.215667	0.218043	0.20386	0.203947	0.203617	0.197664	0.192138	0.197827	0.194148	0.201634
13250	-1571.889	-1567.462	-4.427041	0.263373	0.265491	0.265809	0.263646	0.263727	0.264994	0.264961	0.263834	0.26366	0.263819
13260	-1567.085	-1570.641	3.555988	0.193533	0.193696	0.194304	0.194269	0.194262	0.19426	0.194709	0.194675	0.194685	0.195203
13270	-1583.945	-1567.826	-16.11935	0.233576	0.230358	0.230547	0.229913	0.230715	0.231456	0.230405	0.223742	0.227569	0.229411
13280	-1574.349	-1565.608	-8.740859	0.253524	0.251071	0.24136	0.237886	0.214129	0.26053	0.251966	0.22554	0.224992	0.21695
13290	-1597.486	-1572.949	-24.5372	0.253768	0.247239	0.252539	0.261152	0.260677	0.257196	0.287102	0.292826	0.293435	0.0996255
13300	-1579.449	-1570.291	-9.158266	0.209019	0.208933	0.21042	0.246274	0.244873	0.243494	0.243165	0.241852	0.234871	0.235156
13310	-1570.586	-1566.624	-3.96192	0.231528	0.231072	0.142139	0.120912	0.105364	0.105123	0.0905503	0.0816139	0.0829199	0.0826164
13320	-1569.538	-1567.366	-2.172681	0.235174	0.176024	0.0925782	0.11839	0.113763	0.0975953	0.111832	0.116021	0.0706875	0.0618499
13330	-1579.664	-1569.37	-10.29396	0.305239	0.286671	0.288725	0.19598	0.196922	0.19518	0.177513	0.177934	0.178137	0.145266
13340	-1581.175	-1569.417	-11.75881	0.289575	0.240295	0.205009	0.20501	0.217996	0.176977	0.193219	0.222429	0.2343	0.320777
13350	-1595.296	-1569.601	-25.69477	0.306097	0.304596	0.255479	0.256178	0.18374	0.164178	0.236418	0.238819	0.234988	0.269327
13360	-1604.544	-1568.472	-36.07221	0.251888	0.150376	0.157241	0.143899	0.129879	0.0694521	0.0611727	0.0609813	0.0547826	0.0540411
13370	-1624.852	-1566.555	-58.29767	0.211813	0.170149	0.125613	0.0910304	0.0849793	0.0208829	0.0209972	0.0242367	0.0234488	0.0233176
13380	-1600.779	-1567.692	-33.08663	0.249752	0.174757	0.131664	0.136065	0.133588	0.0290436	0.030554	0.0295255	0.0282955	0.0275826
13390	-1591.479	-1565.338	-26.14085	0.23463	0.235949	0.181878	0.183146	0.176747	0.191391	0.196708	0.206123	0.207816	0.207137
13400	-1581.689	-1565.537	-16.15153	0.241547	0.240222	0.244668	0.256055	0.25796	0.241417	0.245116	0.251602	0.254247	0.24943
13410	-1576.55	-1566.816	-9.733239	0.231711	0.232758	0.232906	0.230462	0.128456	0.131793	0.130135	0.130131	0.131438	0.129543
13420	-1561.486	-1567.673	6.187391	0.256723	0.256937	0.257035	0.257869	0.258075	0.266183	0.26709	0.267171	0.267331	0.26247
13430	-1555.594	-1566.623	11.02947	0.245808	0.246964	0.246729	0.240185	0.240352	0.235969	0.235986	0.241633	0.240523	0.241254
13440	-1570.334	-1566.319	-4.015429	0.222314	0.222881	0.222893	0.221417	0.220981	0.221038	0.243467	0.243782	0.243799	0.242865
13450	-1572.498	-1566.804	-5.694052	0.240768	0.240822	0.243464	0.236194	0.236322	0.236319	0.236931	0.237464	0.237652	0.237443
13460	-1589.091	-1567.699	-21.39178	0.262138	0.26519	0.176852	0.177113	0.180307	0.183735	0.246016	0.279203	0.292201	0.28997
13470	-1554.056	-1566.69	12.63424	0.227003	0.226532	0.22611	0.225932	0.225907	0.225325	0.225757	0.225665	0.224684	0.224514
13480	-1543.917	-1569.136	25.21874	0.277593	0.277506	0.277382	0.276338	0.276298	0.275859	0.274346	0.274396	0.273578	0.273489
13490	-1558.701	-1567.782	9.081038	0.252828	0.26193	0.25903	0.259635	0.259506	0.259468	0.260678	0.260648	0.260842	0.262368
13500	-1542.806	-1569.432	26.62589	0.322251	0.322236	0.322199	0.321829	0.32183	0.322099	0.32057	0.313672	0.313659	0.313712
13510	-1499.098	-1573.461	74.36235	0.264962	0.264969	0.264684	0.264704	0.26471	0.264725	0.264725	0.264715	0.264725	0.264688
13520	-1520.559	-1570.525	49.96583	0.29665	0.296493	0.295806	0.29561	0.29622	0.296025	0.297031	0.296954	0.297705	0.298096
13530	-1548.398	-1569.053	20.65523	0.290797	0.290947	0.291059	0.290096	0.289849	0.287631	0.285265	0.285263	0.282843	0.282541
13540	-1578.875	-1567.935	-10.93975	0.251059	0.252079	0.207827	0.196996	0.19753	0.197505	0.198129	0.211384	0.206865	0.209305
13550	-1586.704	-1567.567	-19.13746	0.255024	0.226433	0.224669	0.223626	0.189827	0.186615	0.185711	0.183166	0.178751	0.18036
13560	-1570.156	-1568.218	-1.937967	0.263644	0.260047	0.122004	0.127081	0.126549	0.126017	0.139882	0.131952	0.127631	0.128369
13570	-1580.299	-1567.868	-12.43141	0.244991	0.241667	0.192847	0.196101	0.152532	0.13223	0.168551	0.174167	0.155709	0.146384
13580	-1602.422	-1570.478	-31.94361	0.265564	0.256172	0.211929	0.158804	0.144262	0.136393	0.146386	0.144628	0.132369	0.108713
13590	-1568.281	-1566.969	-1.312515	0.251212	0.243701	0.170407	0.115416	0.0938699	0.107796	0.107252	0.109423	0.0851692	0.0856948
13600	-1573.231	-1568.651	-4.58058	0.278167	0.238022	0.134842	0.136932	0.149373	0.147533	0.16094	0.15711	0.162435	0.165055
13610	-1577.544	-1567.906	-9.638114	0.282745	0.28302	0.262687	0.244626	0.249596	0.249133	0.283295	0.278967	0.280055	0.277917
13620	-1572.739	-1567.289	-5.449429	0.251725	0.249972	0.194696	0.191683	0.185509	0.182522	0.178143	0.175354	0.177215	0.178237
13630	-1579.009	-1567.137	-11.87205	0.237538	0.23042	0.22561	0.228365	0.22164	0.201264	0.184305	0.183956	0.187472	0.185552
13640	-1588.004	-1567.806	-20.19771	0.284778	0.255472	0.242995	0.24567	0.231315	0.137693	0.132868	0.140685	0.109627	0.100778
13650	-1572.811	-1568.124	-4.686537	0.279385	0.278181	0.282089	0.279798	0.286685	0.282937	0.264333	0.241991	0.187362	0.187785
13660	-1587.281	-1567.706	-19.57508	0.296098	0.274069	0.262065	0.285683	0.236468	0.238881	0.244556	0.229445	0.230908	0.231726
13670	-1563.034	-1571.723	8.688543	0.27062	0.295813	0.300567	0.306067	0.297765	0.298143	0.29736	0.293194	0.293305	0.293651
13680	-1554.477	-1571.376	16.89963	0.256118	0.256105	0.252886	0.254504	0.255553	0.255806	0.256005	0.257114	0.258988	0.255773
13690	-1567.945	-1568.774	0.8295075	0.229528	0.219565	0.21578	0.217627	0.166586	0.166522	0.153371	0.180593	0.178635	0.181368
13700	-1571.758	-1567.009	-4.748068	0.223123	0.192909	0.169351	0.169105	0.104911	0.106502	0.120218	0.122109	0.12066	0.12073
13710	-1540.829	-1568.841	28.01178	0.275678	0.273099	0.272618	0.290061	0.152344	0.148595	0.148515	0.148908	0.131367	0.134367
13720	-1577.823	-1567.353	-10.47034	0.275546	0.274304	0.275726	0.25937	0.241679	0.227954	0.228771	0.228875	0.300217	0.299603
13730	-1564.633	-1566.365	1.731889	0.283481	0.285636	0.272285	0.27592	0.27754	0.276486	0.302306	0.301408	0.301486	0.301362
13740	-1581.747	-1566.661	-15.08539	0.240434	0.230767	0.230081	0.222361	0.223257	0.227704	0.227085	0.227597	0.226393	0.223375
13750	-1585.279	-1571.497	-13.78233	0.261976	0.284667	0.291514	0.291677	0.214957	0.211511	0.213673	0.21377	0.212306	0.178681
13760	-1569.103	-1568.482	-0.6213704	0.264577	0.180686	0.181085	0.181315	0.165563	0.164467	0.170418	0.172255	0.17207	0.174181
13770	-1553.865	-1567.701	13.83608	0.223771	0.224138	0.147857	0.147881	0.145932	0.145733	0.13175	0.132969	0.125388	0.11608
13780	-1578.207	-1568.802	-9.404961	0.257587	0.313361	0.315019	0.302682	0.26442	0.264533	0.262382	0.243749	0.22049	0.219157
13790	-1556.722	-1565.93	9.207764	0.2658	0.257317	0.260924	0.267732	0.261408	0.262016	0.263267	0.26387	0.261609	0.261281
13800	-1579.575	-1565.195	-14.37995	0.230685	0.230235	0.21943	0.219756	0.157506	0.157371	0.160849	0.193694	0.204423	0.205371
13810	-1575.981	-1566.606	-9.375201	0.241604	0.243988	0.240815	0.240506	0.246734	0.23677	0.205326	0.200984	0.209294	0.209827
13820	-1580.435	-1572.899	-7.536579	0.269276	0.269787	0.275883	0.247599	0.260916	0.26094	0.261274	0.258672	0.268761	0.271048
13830	-1593.571	-1566.112	-27.4589	0.2601	0.253278	0.251556	0.247788	0.198537	0.209225	0.185737	0.185188	0.175316	0.175773
13840	-1593.125	-1569.627	-23.49848	0.24121	0.203898	0.196041	0.195954	0.184739	0.208172	0.208162	0.20715	0.219841	0.158795
13850	-1590.599	-1568.209	-22.39007	0.301922	0.296997	0.294296	0.293717	0.245844	0.243855	0.245083	0.242557	0.270004	0.272687
13860	-1582.177	-1568.084	-14.09245	0.293258	0.286175	0.28652	0.278197	0.186283	0.177261	0.176051	0.176585	0.168583	0.192069
13870	-1591.499	-1566.148	-25.35064	0.237859	0.227199	0.185097	0.185301	0.160745	0.173868	0.176894	0.136368	0.137668	0.142183
13880	-1578.629	-1567.718	-10.91118	0.219475	0.207837	0.103879	0.132919	0.127477	0.127518	0.107414	0.107385	0.107774	0.0828847
13890	-1546.726	-1568.105	21.37824	0.284262	0.292772	0.167845	0.173354	0.17373	0.188967	0.178285	0.154222	0.148602	0.162477
13900	-1538.397	-1569.33	30.93317	0.243247	0.241453	0.235928	0.125158	0.125688	0.13622	0.139176	0.139685	0.140037	0.139944
13910	-1567.275	-1567.203	-0.07206524	0.281542	0.283401	0.184889	0.16755	0.143963	0.143219	0.151959	0.160449	0.165092	0.16405
13920	-1578.949	-1568.394	-10.55476	0.254978	0.227837	0.214507	0.213836	0.125411	0.126084	0.128765	0.135753	0.134257	0.134415
13930	-1561.955	-1567.519	5.56456	0.295041	0.294922	0.297265	0.298754	0.179989	0.180006	0.179368	0.182382	0.178359	0.178886
13940	-1571.44	-1569.697	-1.742908	0.260467	0.25945	0.25877	0.269961	0.268222	0.26928	0.269135	0.28144	0.280089	0.278616
13950	-1558.734	-1568.287	9.553287	0.287419	0.292904	0.227063	0.22327	0.217056	0.218083	0.217839	0.217877	0.238943	0.239164
13960	-1596.389	-1567.064	-29.32499	0.230527	0.19381	0.115424	0.121129	0.111702	0.107801	0.123128	0.0754792	0.0740544	0.0586714
13970	-1589.654	-1568.328	-21.32648	0.217537	0.225176	0.128855	0.126832	0.0786096	0.0584394	0.0494059	0.0480366	0.0449763	0.0556633
13980	-1595.404	-1567.375	-28.0294	0.216708	0.159176	0.137796	0.125639	0.0321211	0.0273643	0.0475133	0.0461313	0.0452278	0.0167551
13990	-1576.061	-1569.286	-6.774968	0.196828	0.196739	0.079836	0.0779021	0.0721131	0.072809	0.0728711	0.0780923	0.0775883	0.0769514
14000	-1572.511	-1569.548	-2.96302	0.203276	0.203761	0.132794	0.0925438	0.090434	0.0792255	0.0754461	0.0743017	0.0745197	0.0754593
14010	-1565.961	-1572.679	6.718514	0.183902	0.182441	0.183301	0.139029	0.066967	0.0665365	0.0660502	0.065273	0.0558107	0.111279
14020	-1570.74	-1568.267	-2.473069	0.190608	0.186463	0.0733197	0.0733163	0.0722653	0.0425796	0.0425325	0.0432061	0.042869	0.0435578
14030	-1561.936	-1566.896	4.95995	0.229427	0.231137	0.144976	0.141526	0.141472	0.141017	0.141452	0.141642	0.14186	0.143449
14040	-1584.381	-1567.608	-16.77321	0.225198	0.224234	0.234531	0.231367	0.0819651	0.0838473	0.0857567	0.0842109	0.0868369	0.0879617
14050	-1572.415	-1568.649	-3.766107	0.224766	0.197098	0.19581	0.113289	0.114255	0.111451	0.134436	0.12156	0.122018	0.115387
14060	-1590.253	-1567.783	-22.46923	0.230604	0.203266	0.20307	0.217701	0.0724533	0.0706492	0.0711783	0.0723938	0.0729403	0.0677115
14070	-1583.444	-1569.001	-14.44252	0.296394	0.301662	0.293539	0.280385	0.282335	0.269352	0.282424	0.210917	0.210944	0.205154
14080	-1598.2	-1568.139	-30.06059	0.27922	0.259977	0.254307	0.254485	0.269544	0.302	0.285946	0.25929	0.263385	0.202456
14090	-1565.33	-1569.516	4.186277	0.221367	0.185367	0.184379	0.134047	0.130205	0.118914	0.118648	0.118759	0.117288	0.125895
14100	-1581.663	-1567.051	-14.61159	0.234709	0.214896	0.133757	0.129239	0.110347	0.107807	0.109285	0.110244	0.0832795	0.0803281
14110	-1556.125	-1571.668	15.54234	0.190033	0.173734	0.134655	0.128401	0.125946	0.126638	0.124514	0.123282	0.0989234	0.103675
14120	-1572.571	-1566.756	-5.815119	0.24928	0.187296	0.183936	0.192319	0.112684	0.0938594	0.0996105	0.101822	0.102111	0.094602
14130	-1543.831	-1570.095	26.26471	0.204214	0.206214	0.09591	0.101198	0.0836792	0.0850288	0.0797211	0.0795962	0.082861	0.0918373
14140	-1552.278	-1567.955	15.67661	0.190374	0.163041	0.112256	0.126609	0.0676097	0.0654365	0.0466622	0.0469333	0.0469326	0.0409446
14150	-1575.984	-1566.334	-9.650942	0.220932	0.201659	0.152998	0.152063	0.0864267	0.0885038	0.0877751	0.0879029	0.0836532	0.0850635
14160	-1565.929	-1566.599	0.6696696	0.237095	0.166803	0.123995	0.0941162	0.0916348	0.0836215	0.0830774	0.0923549	0.0865011	0.0918086
14170	-1573.592	-1568.8	-4.792439	0.202096	0.202364	0.152704	0.107441	0.105414	0.0925	0.0630169	0.0627055	0.105978	0.105256
14180	-1622.994	-1572.717	-50.27701	0.206393	0.151286	0.156246	0.126842	0.136594	0.155709	0.148683	0.186799	0.170741	0.172673
14190	-1614.841	-1565.905	-48.93641	0.225138	0.154063	0.104142	0.0917789	0.05175	0.0410136	0.0796345	0.0847567	0.0805472	0.0904493
14200	-1592.876	-1566.874	-26.00224	0.205822	0.122986	0.101614	0.10198	0.0445348	0.0153147	0.0209733	0.0359685	0.0249718	0.025532
14210	-1602.369	-1568.11	-34.25928	0.180976	0.182627	0.0930509	0.101347	0.0442253	0.0413968	0.039493	0.0478717	0.0499525	0.0496524
14220	-1620.708	-1569.495	-51.21298	0.2514	0.130812	0.129825	0.0807284	0.0482897	0.0483742	0.0496132	0.0738719	0.0804085	0.093359
14230	-1603.103	-1572.454	-30.64817	0.202577	0.182492	0.177965	0.0582987	0.0585484	0.0613248	0.0625572	0.0802581	0.0800482	0.0723673
14240	-1582.847	-1570.334	-12.51284	0.197075	0.199985	0.129537	0.0475014	0.0514139	0.040192	0.0398285	0.0398188	0.036073	0.0340648
14250	-1558.931	-1569.71	10.77906	0.223085	0.218544	0.0938823	0.0919243	0.0930424	0.0558386	0.0365177	0.0360076	0.0265344	0.0265653
14260	-1575.689	-1568.16	-7.529239	0.181342	0.171685	0.1029	0.100566	0.0287159	0.0280348	0.0292951	0.0284261	0.027862	0.029788
14270	-1608.623	-1571.65	-36.97259	0.19649	0.106487	0.0676395	0.0659259	0.0506389	0.0479282	0.0499472	0.0435733	0.0625174	0.0480605
14280	-1617.635	-1570.995	-46.63985	0.194309	0.197767	0.116813	0.102746	0.0803661	0.079112	0.0616094	0.0627361	0.127443	0.191474
14290	-1586.86	-1568.806	-18.05425	0.215239	0.139829	0.146957	0.145622	0.0199248	0.017696	0.0213931	0.0401927	0.0377623	0.0389708
14300	-1607.61	-1567.194	-40.41677	0.234471	0.166852	0.125465	0.0981415	0.0792154	0.0463826	0.0328519	0.0308789	0.0286963	0.0268177
14310	-1603.738	-1566.631	-37.10707	0.203415	0.160074	0.0894292	0.0896277	0.0686063	0.0515012	0.0700062	0.0358235	0.0326635	0.0299669
14320	-1586.145	-1569.908	-16.23639	0.231701	0.230818	0.228316	0.180771	0.16101	0.147686	0.146565	0.147078	0.125742	0.123267
14330	-1586.747	-1565.758	-20.98949	0.243481	0.198236	0.185884	0.185754	0.192304	0.13576	0.132236	0.121142	0.126194	0.135545
14340	-1588.628	-1568.658	-19.97052	0.213511	0.213441	0.212161	0.162477	0.176848	0.177222	0.171833	0.17159	0.0821897	0.0821361
14350	-1590.092	-1568.488	-21.60408	0.222093	0.199049	0.13751	0.112293	0.108101	0.108556	0.109437	0.122141	0.118503	0.0405248
14360	-1583.827	-1571.083	-12.74439	0.215725	0.141649	0.142014	0.147955	0.134826	0.107883	0.115381	0.125763	0.121564	0.160177
14370	-1593.722	-1566.512	-27.2097	0.227811	0.212676	0.124642	0.132863	0.13269	0.132451	0.136816	0.119774	0.118955	0.11143
14380	-1562.812	-1567.139	4.327473	0.246752	0.219877	0.140568	0.133637	0.0586433	0.04814	0.0518253	0.0523668	0.050838	0.0507376
14390	-1541.489	-1566.425	24.93649	0.227706	0.156286	0.102684	0.102709	0.106249	0.0775895	0.0686438	0.0681872	0.0705839	0.0750046
14400	-1579.002	-1569.152	-9.850287	0.252789	0.254545	0.255096	0.129896	0.133804	0.117356	0.106006	0.10908	0.109057	0.0924308
14410	-1560.942	-1567.041	6.098594	0.268971	0.242246	0.211464	0.175718	0.172267	0.169249	0.16888	0.166021	0.166104	0.164646
14420	-1567.223	-1569.154	1.931823	0.228794	0.227853	0.227492	0.227697	0.223113	0.202301	0.203811	0.204083	0.210383	0.213986
14430	-1559.942	-1567.452	7.510426	0.23023	0.185779	0.185389	0.185159	0.184581	0.183686	0.168111	0.167112	0.167365	0.167135
14440	-1574.447	-1565.629	-8.817684	0.237968	0.238477	0.231037	0.216975	0.219006	0.212431	0.211703	0.208921	0.203148	0.202607
14450	-1570.994	-1566.772	-4.222234	0.248152	0.243977	0.194053	0.193728	0.193816	0.193778	0.194854	0.194808	0.195556	0.195579
14460	-1592.823	-1564.902	-27.92133	0.234905	0.231563	0.234875	0.233834	0.229243	0.181206	0.180646	0.180058	0.174721	0.176753
14470	-1584.571	-1568.296	-16.27445	0.266873	0.258862	0.189609	0.185246	0.171475	0.168736	0.16953	0.141873	0.13871	0.139312
14480	-1592.569	-1567.281	-25.28812	0.223574	0.223216	0.221414	0.260249	0.214542	0.20579	0.161811	0.172228	0.174472	0.304379
14490	-1588.653	-1570.511	-18.14145	0.254716	0.217883	0.217834	0.278983	0.258242	0.214142	0.202978	0.199124	0.195371	0.190231
14500	-1586.538	-1567.824	-18.71404	0.215336	0.215108	0.159525	0.154056	0.156876	0.067365	0.0623342	0.064563	0.0639227	0.0710919
14510	-1611.363	-1567.638	-43.72481	0.195789	0.14349	0.0987714	0.0980316	0.0983754	0.0720415	0.0747384	0.0777355	0.0794222	0.0811314
14520	-1616.428	-1566.276	-50.15176	0.226221	0.143225	0.109391	0.0837427	0.046808	0.046681	0.0570334	0.0494504	0.0392008	0.0394439
14530	-1606.858	-1568.434	-38.4241	0.203176	0.140905	0.138784	0.0913214	0.0682811	0.0754955	0.0405585	0.0257116	0.0243217	0.0243964
14540	-1573.772	-1568.188	-5.583896	0.220391	0.214062	0.205927	0.155841	0.0801842	0.103688	0.0996023	0.10033	0.104392	0.102572
14550	-1611.461	-1566.171	-45.29066	0.236382	0.199959	0.157731	0.136722	0.139296	0.104584	0.0974992	0.061959	0.0609278	0.050258
14560	-1582.709	-1566.137	-16.57188	0.220094	0.229019	0.231085	0.242	0.246829	0.247251	0.221111	0.219405	0.218933	0.218053
14570	-1592.207	-1568.222	-23.98461	0.211063	0.158114	0.150459	0.152315	0.152284	0.154394	0.153707	0.143666	0.144956	0.103729
14580	-1585.848	-1565.089	-20.7587	0.245472	0.245468	0.258285	0.25998	0.260471	0.254534	0.278632	0.281117	0.291011	0.291276
14590	-1577.987	-1565.427	-12.56019	0.238743	0.23981	0.191913	0.192335	0.190286	0.192825	0.221674	0.222154	0.208513	0.212004
14600	-1574.284	-1567.566	-6.717628	0.201649	0.20108	0.205253	0.206592	0.214831	0.182358	0.18831	0.184498	0.184003	0.184075
14610	-1590.627	-1564.967	-25.66027	0.248919	0.248761	0.249249	0.257167	0.124429	0.124429	0.117533	0.108418	0.10991	0.113943
14620	-1608.969	-1564.966	-44.00218	0.221498	0.221565	0.188871	0.210032	0.0816408	0.0834136	0.0816831	0.166698	0.143566	0.156856
14630	-1601.98	-1568.032	-33.94785	0.201246	0.138856	0.126526	0.0903309	0.0447227	0.0647108	0.060314	0.060684	0.0604654	0.0556171
14640	-1594.575	-1568.066	-26.50925	0.205589	0.211586	0.0923276	0.0949601	0.0522994	0.0509481	0.058966	0.0598189	0.0551844	0.0570613
14650	-1585.308	-1569.08	-16.22804	0.246727	0.240484	0.135709	0.126704	0.125454	0.0921277	0.0814789	0.0848852	0.122626	0.14263
