Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
12200	-1580.679	-1567.028	-13.65108	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12210	-1563.457	-1567.05	3.593168	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12220	-1568.34	-1567.927	-0.4128556	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12230	-1583.43	-1568.566	-14.86461	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12240	-1580.39	-1568.905	-11.48561	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12250	-1585.667	-1570.072	-15.59493	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12260	-1560.958	-1569.362	8.403916	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12270	-1586.622	-1567.688	-18.93416	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12280	-1569.191	-1569.403	0.2126539	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12290	-1560.486	-1566.41	5.923473	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12300	-1567.456	-1567.061	-0.3951305	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12310	-1563.331	-1568.376	5.044478	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12320	-1588.624	-1568.013	-20.61047	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12330	-1570.872	-1568.368	-2.504274	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12340	-1578.888	-1567.365	-11.52367	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12350	-1535.218	-1568.795	33.57646	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12360	-1549.086	-1571.42	22.33397	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12370	-1592.6	-1568.209	-24.39139	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12380	-1568.116	-1567.546	-0.5695638	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12390	-1561.523	-1569.945	8.421401	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12400	-1577.917	-1566.244	-11.67236	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12410	-1591.591	-1566.713	-24.878	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12420	-1591.011	-1569.014	-21.99702	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12430	-1577.987	-1566.525	-11.46168	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12440	-1581.078	-1566.53	-14.54844	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12450	-1564.822	-1566.578	1.755722	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12460	-1562.362	-1568.37	6.00842	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12470	-1593.629	-1567.458	-26.17158	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12480	-1579.699	-1569.164	-10.53508	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12490	-1584.938	-1574.573	-10.36418	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12500	-1561.579	-1566.735	5.155842	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12510	-1605.539	-1566.929	-38.6103	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12520	-1586.122	-1567.736	-18.38585	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12530	-1565.874	-1567.156	1.281317	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12540	-1593.306	-1567.616	-25.69075	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12550	-1572.634	-1567.124	-5.510856	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12560	-1591.788	-1566.154	-25.6335	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12570	-1598.652	-1567.675	-30.97761	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12580	-1575.36	-1567.044	-8.316045	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12590	-1562.846	-1567.64	4.79378	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12600	-1562.349	-1567.199	4.850792	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12610	-1548.323	-1568.259	19.93592	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12620	-1560.939	-1573.544	12.60427	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12630	-1552.431	-1567.801	15.36972	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12640	-1559.85	-1566.888	7.03831	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12650	-1569.921	-1567.14	-2.781267	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12660	-1569.601	-1567.643	-1.957798	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12670	-1565.694	-1568.596	2.901552	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12680	-1580.468	-1565.364	-15.10418	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12690	-1596.849	-1568.225	-28.62375	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12700	-1591.019	-1566.775	-24.24361	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12710	-1585.978	-1567.296	-18.68162	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12720	-1559.888	-1568.842	8.954736	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12730	-1551.836	-1568.193	16.35659	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12740	-1567.702	-1569.835	2.133224	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12750	-1573.134	-1567.219	-5.914871	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12760	-1582.091	-1566.017	-16.07413	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12770	-1597.369	-1568.522	-28.84707	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12780	-1599.935	-1566.908	-33.02701	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12790	-1599.889	-1568.307	-31.58153	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12800	-1556.935	-1566.93	9.995183	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12810	-1579.102	-1569.62	-9.482051	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12820	-1551.703	-1570	18.29741	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12830	-1580.896	-1569.213	-11.68306	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12840	-1593.099	-1569.265	-23.83374	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12850	-1595.406	-1568.257	-27.1489	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12860	-1572.373	-1567.352	-5.020517	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12870	-1557.841	-1567.796	9.954916	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12880	-1596.792	-1567.198	-29.59454	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12890	-1534.86	-1569.095	34.2352	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12900	-1553.104	-1567.809	14.70523	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12910	-1556.052	-1574.181	18.12962	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12920	-1553.49	-1570.108	16.61836	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12930	-1559.237	-1568.336	9.099112	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12940	-1582.55	-1568.866	-13.68412	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12950	-1627.46	-1572.639	-54.82071	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12960	-1582.86	-1567.988	-14.87229	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12970	-1577.293	-1567.212	-10.08105	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12980	-1579.504	-1568.774	-10.73014	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
12990	-1544.246	-1568.643	24.39669	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13000	-1592.458	-1568.232	-24.22619	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13010	-1599.947	-1566.606	-33.34165	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13020	-1607.921	-1567.38	-40.54123	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13030	-1608.922	-1567.336	-41.58586	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13040	-1572.588	-1570.648	-1.93991	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13050	-1566.472	-1567.052	0.5806487	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13060	-1586.058	-1570.591	-15.46755	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13070	-1568.312	-1567.493	-0.8190592	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13080	-1560.441	-1570.441	9.999755	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13090	-1555.499	-1568.38	12.88158	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13100	-1596.456	-1565.889	-30.56645	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13110	-1620.206	-1566.055	-54.15041	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13120	-1589.385	-1565.861	-23.52399	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13130	-1577.45	-1566.352	-11.09802	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13140	-1572.184	-1565.25	-6.933827	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13150	-1568.702	-1569.605	0.9032614	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13160	-1568.604	-1568.911	0.3072162	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13170	-1574.171	-1566.013	-8.158004	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13180	-1579.299	-1569.403	-9.895489	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13190	-1586.674	-1567.373	-19.3001	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13200	-1573.301	-1566.755	-6.545954	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13210	-1572.716	-1572.234	-0.4817813	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13220	-1593.498	-1568.041	-25.45682	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13230	-1585.532	-1569.235	-16.29724	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13240	-1579.61	-1569.403	-10.20676	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13250	-1571.889	-1567.462	-4.427041	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13260	-1567.085	-1570.641	3.555988	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13270	-1583.945	-1567.826	-16.11935	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13280	-1574.349	-1565.608	-8.740859	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13290	-1597.486	-1572.949	-24.5372	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13300	-1579.449	-1570.291	-9.158266	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13310	-1570.586	-1566.624	-3.96192	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13320	-1569.538	-1567.366	-2.172681	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13330	-1579.664	-1569.37	-10.29396	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13340	-1581.175	-1569.417	-11.75881	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13350	-1595.296	-1569.601	-25.69477	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13360	-1604.544	-1568.472	-36.07221	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13370	-1624.852	-1566.555	-58.29767	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13380	-1600.779	-1567.692	-33.08663	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13390	-1591.479	-1565.338	-26.14085	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13400	-1581.689	-1565.537	-16.15153	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13410	-1576.55	-1566.816	-9.733239	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13420	-1561.486	-1567.673	6.187391	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13430	-1555.594	-1566.623	11.02947	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13440	-1570.334	-1566.319	-4.015429	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13450	-1572.498	-1566.804	-5.694052	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13460	-1589.091	-1567.699	-21.39178	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13470	-1554.056	-1566.69	12.63424	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13480	-1543.917	-1569.136	25.21874	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13490	-1558.701	-1567.782	9.081038	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13500	-1542.806	-1569.432	26.62589	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13510	-1499.098	-1573.461	74.36235	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13520	-1520.559	-1570.525	49.96583	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13530	-1548.398	-1569.053	20.65523	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13540	-1578.875	-1567.935	-10.93975	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13550	-1586.704	-1567.567	-19.13746	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13560	-1570.156	-1568.218	-1.937967	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13570	-1580.299	-1567.868	-12.43141	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13580	-1602.422	-1570.478	-31.94361	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13590	-1568.281	-1566.969	-1.312515	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13600	-1573.231	-1568.651	-4.58058	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13610	-1577.544	-1567.906	-9.638114	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13620	-1572.739	-1567.289	-5.449429	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13630	-1579.009	-1567.137	-11.87205	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13640	-1588.004	-1567.806	-20.19771	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13650	-1572.811	-1568.124	-4.686537	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13660	-1587.281	-1567.706	-19.57508	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13670	-1563.034	-1571.723	8.688543	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13680	-1554.477	-1571.376	16.89963	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13690	-1567.945	-1568.774	0.8295075	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13700	-1571.758	-1567.009	-4.748068	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13710	-1540.829	-1568.841	28.01178	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13720	-1577.823	-1567.353	-10.47034	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13730	-1564.633	-1566.365	1.731889	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13740	-1581.747	-1566.661	-15.08539	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13750	-1585.279	-1571.497	-13.78233	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13760	-1569.103	-1568.482	-0.6213704	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13770	-1553.865	-1567.701	13.83608	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13780	-1578.207	-1568.802	-9.404961	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13790	-1556.722	-1565.93	9.207764	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13800	-1579.575	-1565.195	-14.37995	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13810	-1575.981	-1566.606	-9.375201	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13820	-1580.435	-1572.899	-7.536579	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13830	-1593.571	-1566.112	-27.4589	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13840	-1593.125	-1569.627	-23.49848	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13850	-1590.599	-1568.209	-22.39007	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13860	-1582.177	-1568.084	-14.09245	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13870	-1591.499	-1566.148	-25.35064	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13880	-1578.629	-1567.718	-10.91118	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13890	-1546.726	-1568.105	21.37824	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13900	-1538.397	-1569.33	30.93317	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13910	-1567.275	-1567.203	-0.07206524	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13920	-1578.949	-1568.394	-10.55476	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13930	-1561.955	-1567.519	5.56456	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13940	-1571.44	-1569.697	-1.742908	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13950	-1558.734	-1568.287	9.553287	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13960	-1596.389	-1567.064	-29.32499	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13970	-1589.654	-1568.328	-21.32648	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13980	-1595.404	-1567.375	-28.0294	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
13990	-1576.061	-1569.286	-6.774968	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14000	-1572.511	-1569.548	-2.96302	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14010	-1565.961	-1572.679	6.718514	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14020	-1570.74	-1568.267	-2.473069	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14030	-1561.936	-1566.896	4.95995	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14040	-1584.381	-1567.608	-16.77321	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14050	-1572.415	-1568.649	-3.766107	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14060	-1590.253	-1567.783	-22.46923	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14070	-1583.444	-1569.001	-14.44252	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14080	-1598.2	-1568.139	-30.06059	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14090	-1565.33	-1569.516	4.186277	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14100	-1581.663	-1567.051	-14.61159	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14110	-1556.125	-1571.668	15.54234	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14120	-1572.571	-1566.756	-5.815119	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14130	-1543.831	-1570.095	26.26471	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14140	-1552.278	-1567.955	15.67661	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14150	-1575.984	-1566.334	-9.650942	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14160	-1565.929	-1566.599	0.6696696	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14170	-1573.592	-1568.8	-4.792439	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14180	-1622.994	-1572.717	-50.27701	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14190	-1614.841	-1565.905	-48.93641	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14200	-1592.876	-1566.874	-26.00224	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14210	-1602.369	-1568.11	-34.25928	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14220	-1620.708	-1569.495	-51.21298	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14230	-1603.103	-1572.454	-30.64817	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14240	-1582.847	-1570.334	-12.51284	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14250	-1558.931	-1569.71	10.77906	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14260	-1575.689	-1568.16	-7.529239	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14270	-1608.623	-1571.65	-36.97259	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14280	-1617.635	-1570.995	-46.63985	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14290	-1586.86	-1568.806	-18.05425	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14300	-1607.61	-1567.194	-40.41677	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14310	-1603.738	-1566.631	-37.10707	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14320	-1586.145	-1569.908	-16.23639	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
14330	-1586.747	-1565.758	-20.98949	6.50917	13.0183	19.5275	26.0367	32.5458	39.055	45.5642	52.0733	58.5825
