Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
13330	-1579.664	-1569.37	-10.29396	0.172094	0.176341	0.147145	0.146843	0.143939	0.163916	0.0864571	0.0858381	0.0819338	0.0794699
13340	-1581.175	-1569.417	-11.75881	0.112832	0.112449	0.136329	0.136284	0.136804	0.136493	0.134735	0.136586	0.138661	0.0738848
13350	-1595.296	-1569.601	-25.69477	0.164052	0.154802	0.170473	0.162217	0.192949	0.191809	0.192886	0.358551	0.314722	0.280781
13360	-1604.544	-1568.472	-36.07221	0.0367875	0.0357929	0.0330246	0.0333632	0.0342048	0.0407933	0.0403215	0.00141547	0.00140727	0.00146601
13370	-1624.852	-1566.555	-58.29767	0.0173803	0.013916	0.00985871	0.00985337	0.00972363	0.00195068	0.00186033	0.000621324	0.000373034	4.53676e-09
13380	-1600.779	-1567.692	-33.08663	0.0528214	0.0417927	0.0364489	0.0291519	0.0296065	0.0273957	0.0273653	0.0282089	0.0251223	0.0270632
13390	-1591.479	-1565.338	-26.14085	0.0342606	0.125988	0.13534	0.162822	0.169961	0.169657	0.15545	0.114025	0.116444	0.118074
13400	-1581.689	-1565.537	-16.15153	0.0506668	0.18192	0.190287	0.182328	0.162159	0.252612	0.396539	0.226766	0.211487	0.220314
13410	-1576.55	-1566.816	-9.733239	0.0794365	0.168787	0.170321	0.170585	0.178813	0.187134	0.106726	0.107308	0.107643	0.111169
13420	-1561.486	-1567.673	6.187391	0.112679	0.18585	0.197463	0.183221	0.17861	0.177871	0.200477	0.200859	0.219647	0.194191
13430	-1555.594	-1566.623	11.02947	0.106387	0.183038	0.181183	0.196784	0.196101	0.189063	0.234477	0.255128	0.261046	0.265545
13440	-1570.334	-1566.319	-4.015429	0.0691074	0.132614	0.163137	0.167753	0.202577	0.169711	0.201137	0.210046	0.255823	0.249982
13450	-1572.498	-1566.804	-5.694052	0.0847516	0.155093	0.172441	0.176108	0.188845	0.167914	0.178769	0.135021	0.147842	0.35206
13460	-1589.091	-1567.699	-21.39178	0.0952012	0.0978097	0.0954338	0.221399	0.244572	0.229572	0.203203	0.243646	0.24213	0.343027
13470	-1554.056	-1566.69	12.63424	0.0655972	0.203147	0.198916	0.178883	0.177294	0.17732	0.187492	0.193421	0.186995	0.188434
13480	-1543.917	-1569.136	25.21874	0.181257	0.211724	0.21936	0.218908	0.21814	0.227601	0.231524	0.210635	0.210083	0.20787
13490	-1558.701	-1567.782	9.081038	0.144249	0.140813	0.220846	0.221173	0.234906	0.237935	0.229749	0.208519	0.207004	0.250164
13500	-1542.806	-1569.432	26.62589	0.132057	0.274515	0.270779	0.268153	0.287626	0.287927	0.296242	0.268652	0.267661	0.266982
13510	-1499.098	-1573.461	74.36235	0.189853	0.183786	0.183778	0.183565	0.178527	0.178768	0.179081	0.177257	0.176449	0.180729
13520	-1520.559	-1570.525	49.96583	0.207253	0.211182	0.21071	0.216476	0.227629	0.227295	0.226769	0.227678	0.227321	0.227273
13530	-1548.398	-1569.053	20.65523	0.196779	0.200974	0.220799	0.22834	0.231154	0.237613	0.237458	0.239249	0.237431	0.218158
13540	-1578.875	-1567.935	-10.93975	0.115669	0.124677	0.127661	0.155798	0.11628	0.117301	0.127696	0.149449	0.151321	0.146956
13550	-1586.704	-1567.567	-19.13746	0.126083	0.124095	0.141517	0.152428	0.158851	0.160308	0.163675	0.159001	0.252536	0.251429
13560	-1570.156	-1568.218	-1.937967	0.0910103	0.0908852	0.0759171	0.074644	0.0737243	0.0676453	0.0769798	0.0745765	0.0740542	0.0740574
13570	-1580.299	-1567.868	-12.43141	0.132197	0.148969	0.143858	0.131644	0.129717	0.11895	0.118853	0.125304	0.125467	0.13956
13580	-1602.422	-1570.478	-31.94361	0.142695	0.143353	0.105327	0.0299836	0.0442231	0.0454508	0.0418341	0.0419981	0.0438665	0.0505778
13590	-1568.281	-1566.969	-1.312515	0.0944033	0.0948639	0.0878157	0.0877554	0.0880559	0.0859855	0.0860928	0.0860508	0.0853536	0.0903465
13600	-1573.231	-1568.651	-4.58058	0.122842	0.120625	0.11697	0.118745	0.118049	0.116076	0.115613	0.116598	0.116473	0.116673
13610	-1577.544	-1567.906	-9.638114	0.132121	0.131866	0.217811	0.223355	0.253646	0.254849	0.25488	0.280054	0.299545	0.311193
13620	-1572.739	-1567.289	-5.449429	0.11117	0.109896	0.138672	0.137996	0.144051	0.13732	0.137232	0.208223	0.210645	0.258849
13630	-1579.009	-1567.137	-11.87205	0.0885466	0.0893347	0.169236	0.168049	0.167821	0.216648	0.216817	0.185508	0.18227	0.182764
13640	-1588.004	-1567.806	-20.19771	0.113181	0.149008	0.149364	0.141185	0.142207	0.137073	0.135738	0.134166	0.133329	0.129947
13650	-1572.811	-1568.124	-4.686537	0.161622	0.162664	0.263873	0.267085	0.262238	0.262172	0.241157	0.238053	0.235938	0.235408
13660	-1587.281	-1567.706	-19.57508	0.153682	0.154276	0.153809	0.299714	0.165557	0.206442	0.205953	0.20703	0.207201	0.264836
13670	-1563.034	-1571.723	8.688543	0.141323	0.161848	0.161093	0.341533	0.345621	0.339671	0.368287	0.369998	0.370603	0.372589
13680	-1554.477	-1571.376	16.89963	0.172336	0.172267	0.171094	0.192348	0.193455	0.194248	0.1935	0.182112	0.18238	0.181455
13690	-1567.945	-1568.774	0.8295075	0.114206	0.130779	0.130625	0.129832	0.126476	0.125473	0.125417	0.125167	0.0992491	0.0991952
13700	-1571.758	-1567.009	-4.748068	0.0811808	0.0820781	0.0806305	0.0844203	0.0848453	0.0844827	0.0832882	0.0829881	0.081466	0.0757693
13710	-1540.829	-1568.841	28.01178	0.139983	0.139959	0.14011	0.139362	0.139314	0.139557	0.139234	0.141773	0.141697	0.141692
13720	-1577.823	-1567.353	-10.47034	0.154377	0.159871	0.208783	0.21095	0.215226	0.211637	0.200308	0.18707	0.179886	0.129872
13730	-1564.633	-1566.365	1.731889	0.143078	0.215311	0.211747	0.215372	0.287389	0.240149	0.237331	0.23547	0.229286	0.233138
13740	-1581.747	-1566.661	-15.08539	0.102107	0.14195	0.139777	0.132141	0.212669	0.231471	0.222466	0.214471	0.113131	0.113041
13750	-1585.279	-1571.497	-13.78233	0.138376	0.138517	0.125897	0.173226	0.16939	0.163567	0.164435	0.123864	0.145264	0.144953
13760	-1569.103	-1568.482	-0.6213704	0.0820093	0.100871	0.101534	0.101606	0.102015	0.102903	0.101838	0.101684	0.108179	0.105675
13770	-1553.865	-1567.701	13.83608	0.0854666	0.0840304	0.0840009	0.084153	0.0836864	0.0838611	0.0841481	0.0829373	0.0825455	0.0806247
13780	-1578.207	-1568.802	-9.404961	0.161794	0.219474	0.214303	0.213629	0.211765	0.210237	0.211093	0.214631	0.2122	0.223912
13790	-1556.722	-1565.93	9.207764	0.100215	0.217538	0.223648	0.224818	0.218509	0.221978	0.223803	0.222615	0.216114	0.216756
13800	-1579.575	-1565.195	-14.37995	0.065585	0.120724	0.129477	0.129074	0.160789	0.158582	0.154435	0.146694	0.144093	0.128868
13810	-1575.981	-1566.606	-9.375201	0.0700593	0.149371	0.187458	0.194806	0.164198	0.167956	0.13691	0.11926	0.103025	0.0697391
13820	-1580.435	-1572.899	-7.536579	0.151471	0.153987	0.132682	0.1251	0.131797	0.191378	0.190454	0.187569	0.220613	0.23579
13830	-1593.571	-1566.112	-27.4589	0.108975	0.168439	0.156634	0.143098	0.17417	0.175525	0.210629	0.18948	0.170044	0.109664
13840	-1593.125	-1569.627	-23.49848	0.11935	0.123478	0.123515	0.169822	0.172689	0.186738	0.185898	0.192649	0.189526	0.341613
13850	-1590.599	-1568.209	-22.39007	0.177534	0.171726	0.180515	0.210683	0.243762	0.250213	0.233643	0.24764	0.214006	0.0564783
13860	-1582.177	-1568.084	-14.09245	0.185588	0.186896	0.18605	0.192444	0.19245	0.194346	0.206937	0.172582	0.156173	0.160951
13870	-1591.499	-1566.148	-25.35064	0.0791157	0.0920371	0.115029	0.128043	0.134929	0.134445	0.117331	0.116836	0.1309	0.131962
13880	-1578.629	-1567.718	-10.91118	0.0437321	0.0438696	0.0435865	0.0525255	0.0511013	0.0474406	0.0474169	0.0495513	0.0585534	0.0519791
13890	-1546.726	-1568.105	21.37824	0.131492	0.131254	0.131311	0.131296	0.131239	0.13083	0.130476	0.130369	0.1306	0.131241
13900	-1538.397	-1569.33	30.93317	0.0845629	0.0846487	0.0845993	0.084581	0.0843006	0.0842743	0.0844503	0.0843548	0.0842016	0.0841432
13910	-1567.275	-1567.203	-0.07206524	0.122865	0.122266	0.121782	0.122276	0.120973	0.119722	0.123791	0.110785	0.110346	0.113893
13920	-1578.949	-1568.394	-10.55476	0.0666771	0.184303	0.191737	0.193622	0.146576	0.145241	0.145428	0.147326	0.141375	0.119846
13930	-1561.955	-1567.519	5.56456	0.149136	0.187694	0.191352	0.182967	0.180266	0.121108	0.121108	0.113555	0.172834	0.174668
13940	-1571.44	-1569.697	-1.742908	0.168598	0.169119	0.17381	0.176515	0.234237	0.234993	0.241945	0.228093	0.213137	0.182821
13950	-1558.734	-1568.287	9.553287	0.163029	0.162806	0.162792	0.157383	0.151337	0.159463	0.15076	0.156237	0.149848	0.151966
13960	-1596.389	-1567.064	-29.32499	0.0530544	0.0534397	0.0300224	0.042004	0.0412291	0.0333628	0.0315566	0.0335573	0.033259	0.0329841
13970	-1589.654	-1568.328	-21.32648	0.0186972	0.0182544	0.0177358	0.0173931	0.017314	0.0173141	0.0188639	0.0224627	0.0223877	0.0224182
13980	-1595.404	-1567.375	-28.0294	0.00220328	0.00220225	0.0020775	0.00230005	0.00163532	0.00168769	0.00164492	0.00160933	0.00161901	0.00165347
13990	-1576.061	-1569.286	-6.774968	0.00371402	0.00375871	0.00378283	0.00360985	0.0035336	0.00342404	0.00340813	0.00345631	0.0033506	0.00346096
14000	-1572.511	-1569.548	-2.96302	0.0082586	0.00934194	0.00947724	0.00948523	0.00928963	0.00912744	0.00913391	0.00865705	0.0086462	0.00809331
14010	-1565.961	-1572.679	6.718514	0.00857119	0.0086817	0.00856251	0.00857132	0.00858959	0.00869125	0.00874994	0.00875961	0.00890073	0.00890244
14020	-1570.74	-1568.267	-2.473069	0.00697564	0.00696524	0.00698881	0.00692047	0.00693627	0.00673595	0.00673977	0.00676066	0.00675787	0.0068507
14030	-1561.936	-1566.896	4.95995	0.0833441	0.0818636	0.0918417	0.102715	0.0998996	0.10489	0.105625	0.110858	0.11044	0.11827
14040	-1584.381	-1567.608	-16.77321	0.0547018	0.0878197	0.110707	0.111635	0.111835	0.115563	0.0319211	0.0362894	0.0409216	0.0371282
14050	-1572.415	-1568.649	-3.766107	0.0489124	0.047877	0.0623263	0.0626444	0.063126	0.0589507	0.0581385	0.0590163	0.0591039	0.0593895
14060	-1590.253	-1567.783	-22.46923	0.065558	0.0709662	0.070593	0.0403887	0.0422875	0.0419002	0.0433908	0.0463714	0.00613931	0.00518344
14070	-1583.444	-1569.001	-14.44252	0.138805	0.199911	0.264405	0.165252	0.22149	0.187114	0.191837	0.214182	0.215899	0.217181
14080	-1598.2	-1568.139	-30.06059	0.139184	0.184145	0.196099	0.206084	0.206862	0.214006	0.22154	0.169429	0.257484	0.249136
14090	-1565.33	-1569.516	4.186277	0.0918518	0.0942019	0.0933075	0.0931456	0.0929871	0.0944358	0.0942431	0.0965169	0.0966751	0.143628
14100	-1581.663	-1567.051	-14.61159	0.0441327	0.0441378	0.0442942	0.0439281	0.0438745	0.0439573	0.0453999	0.0497861	0.0509138	0.0431706
14110	-1556.125	-1571.668	15.54234	0.032931	0.0326557	0.0326595	0.0326305	0.0320334	0.0320451	0.0321571	0.0320792	0.0321712	0.0319745
14120	-1572.571	-1566.756	-5.815119	0.0679201	0.0678552	0.0676876	0.0676917	0.0670928	0.067925	0.0660172	0.0656624	0.0661266	0.0659423
14130	-1543.831	-1570.095	26.26471	0.0630685	0.0630655	0.0629833	0.0629612	0.062978	0.0629296	0.062967	0.0640476	0.0640886	0.0640872
14140	-1552.278	-1567.955	15.67661	0.0254742	0.0254697	0.0254716	0.0254397	0.0254666	0.0253095	0.0252657	0.0252639	0.025267	0.0252557
14150	-1575.984	-1566.334	-9.650942	0.069626	0.0700342	0.0684833	0.068958	0.069862	0.0707798	0.0714034	0.0717725	0.070651	0.0723932
14160	-1565.929	-1566.599	0.6696696	0.0494367	0.0506392	0.0501766	0.0498026	0.0498538	0.0494331	0.0486966	0.0489009	0.0482943	0.0484188
14170	-1573.592	-1568.8	-4.792439	0.0317001	0.0313109	0.0319129	0.0360325	0.0361994	0.0360312	0.0357854	0.0360045	0.0360252	0.0364283
14180	-1622.994	-1572.717	-50.27701	0.024427	0.0249215	0.0249796	0.0451738	0.0426209	0.0343921	0.0731094	0.070683	0.0689016	0.155052
14190	-1614.841	-1565.905	-48.93641	0.0035394	0.00351323	0.00350862	0.00611394	0.0244651	0.0207039	0.0249282	0.0225173	0.0227033	0.00746209
14200	-1592.876	-1566.874	-26.00224	0.00237098	0.00231854	0.0023164	0.00199144	0.00190585	0.00174987	0.00181164	0.00181641	0.00177339	0.00177365
14210	-1602.369	-1568.11	-34.25928	0.00163867	0.00169117	0.00186554	0.00163804	0.00182852	0.00199353	0.00170242	0.00177422	0.002098	0.00160398
14220	-1620.708	-1569.495	-51.21298	0.0087106	0.00799442	0.0099115	0.00453669	0.0484784	0.0498377	0.0609839	0.0584731	0.0589671	0.0557237
14230	-1603.103	-1572.454	-30.64817	0.00128123	0.00128998	0.00123376	0.00133567	0.00120499	0.00126716	0.00162325	0.00115318	0.00171369	0.0079982
14240	-1582.847	-1570.334	-12.51284	0.000393398	0.000387328	0.000327871	0.000326983	0.000347959	0.00034796	0.00035345	0.000427085	0.000400308	0.000403435
14250	-1558.931	-1569.71	10.77906	0.000535008	0.000535125	0.000534749	0.000534828	0.000535067	0.000535914	0.000485218	0.000485211	0.000485121	0.000485227
14260	-1575.689	-1568.16	-7.529239	0.000104434	0.000102471	0.000101625	0.000101845	0.000103867	0.000103869	0.000382591	0.000380475	0.000380123	0.000378756
14270	-1608.623	-1571.65	-36.97259	0.00213243	0.00214239	0.00201955	0.00144384	0.00152877	0.00153853	0.00164698	0.000832604	0.000928784	0.000996772
14280	-1617.635	-1570.995	-46.63985	0.00712703	0.00692773	0.00693795	0.00686121	0.00685883	0.00481114	0.00519148	0.00498662	0.0050974	0.00439676
14290	-1586.86	-1568.806	-18.05425	0.0103314	0.0102863	0.0101522	0.010955	0.0107917	0.0107905	0.0110856	0.0109265	0.0113137	0.0107658
14300	-1607.61	-1567.194	-40.41677	0.00540409	0.0054461	0.00492102	0.00480979	0.00444132	0.00439229	0.00535401	0.0054145	0.00602367	0.00609866
14310	-1603.738	-1566.631	-37.10707	0.0129409	0.0135258	0.0138331	0.015273	0.0153496	0.0173585	0.0173964	0.0161618	0.0157903	0.0190779
14320	-1586.145	-1569.908	-16.23639	0.0703282	0.0742665	0.095195	0.0846837	0.082249	0.0810646	0.0811545	0.0491486	0.0489947	0.0471302
14330	-1586.747	-1565.758	-20.98949	0.0250533	0.141395	0.139544	0.140454	0.147167	0.112736	0.110461	0.105892	0.109558	0.12441
14340	-1588.628	-1568.658	-19.97052	0.0456982	0.0508558	0.140933	0.136081	0.144392	0.13291	0.159525	0.143457	0.152096	0.155318
14350	-1590.092	-1568.488	-21.60408	0.0332449	0.0351439	0.0351811	0.0361865	0.0350856	0.0306201	0.0307936	0.0325413	0.0317966	0.0313981
14360	-1583.827	-1571.083	-12.74439	0.0320153	0.031983	0.0313097	0.0311275	0.0310831	0.0309408	0.0307629	0.0301608	0.0295317	0.029301
14370	-1593.722	-1566.512	-27.2097	0.0489343	0.0488292	0.0599241	0.0597907	0.115782	0.108326	0.1069	0.124743	0.130674	0.114783
14380	-1562.812	-1567.139	4.327473	0.055419	0.0554664	0.0556526	0.0555401	0.0554659	0.0548133	0.0546434	0.0545731	0.0549177	0.0514611
14390	-1541.489	-1566.425	24.93649	0.0259206	0.0258351	0.0259029	0.0259781	0.0260121	0.0260153	0.0260421	0.0260454	0.0259829	0.0259907
14400	-1579.002	-1569.152	-9.850287	0.127943	0.126502	0.126434	0.130288	0.138363	0.136931	0.0738132	0.0738273	0.0739812	0.0738824
14410	-1560.942	-1567.041	6.098594	0.127559	0.127356	0.127238	0.118903	0.118321	0.119245	0.117738	0.119336	0.118172	0.118752
14420	-1567.223	-1569.154	1.931823	0.111507	0.111005	0.150986	0.15535	0.150798	0.165896	0.154793	0.160421	0.16034	0.168197
14430	-1559.942	-1567.452	7.510426	0.0772856	0.0773959	0.0751933	0.13618	0.148174	0.146239	0.146384	0.146689	0.152847	0.151693
14440	-1574.447	-1565.629	-8.817684	0.0663847	0.186206	0.195883	0.190114	0.18339	0.183645	0.120952	0.122055	0.138862	0.140032
14450	-1570.994	-1566.772	-4.222234	0.110077	0.179531	0.130259	0.138982	0.145303	0.172062	0.173037	0.135497	0.0779597	0.187738
14460	-1592.823	-1564.902	-27.92133	0.081099	0.148372	0.178535	0.179669	0.200002	0.214385	0.210979	0.0308758	0.0726443	0.109111
14470	-1584.571	-1568.296	-16.27445	0.112035	0.111031	0.106139	0.0737989	0.0872454	0.101571	0.0990182	0.0923665	0.101766	0.0998872
14480	-1592.569	-1567.281	-25.28812	0.0791868	0.1623	0.146723	0.132381	0.157964	0.152886	0.139511	0.142038	0.134818	0.135701
14490	-1588.653	-1570.511	-18.14145	0.128452	0.127873	0.150782	0.150668	0.143447	0.264506	0.241152	0.264726	0.239265	0.240087
14500	-1586.538	-1567.824	-18.71404	0.0567037	0.0507906	0.0535124	0.0535604	0.0387343	0.0394528	0.0410778	0.0376663	0.0402002	0.0400022
14510	-1611.363	-1567.638	-43.72481	0.0126637	0.0170537	0.0170803	0.0171354	0.0189302	0.0218499	0.0694181	0.0632194	0.0790491	0.012738
14520	-1616.428	-1566.276	-50.15176	0.000432109	0.000262095	0.000143314	5.11062e-05	6.20311e-05	3.09797e-05	2.38712e-05	3.61239e-05	5.13771e-05	5.3064e-05
14530	-1606.858	-1568.434	-38.4241	0.011379	0.0116429	0.0105338	0.00839032	0.0130674	0.0130014	0.0137899	0.00968929	0.00930977	0.00927871
14540	-1573.772	-1568.188	-5.583896	0.0634165	0.0635231	0.0635443	0.0607853	0.0603376	0.059997	0.0596528	0.0546425	0.0554277	0.0568464
14550	-1611.461	-1566.171	-45.29066	0.0452332	0.0753052	0.0795777	0.0888274	0.0876491	0.0880481	0.0782933	0.0775408	0.00104217	0.00103933
14560	-1582.709	-1566.137	-16.57188	0.0563182	0.200336	0.179047	0.203748	0.197586	0.199979	0.135562	0.103003	0.215127	0.196572
14570	-1592.207	-1568.222	-23.98461	0.0256675	0.0601753	0.0574732	0.0898177	0.0869542	0.0854397	0.0853051	0.175586	0.167138	0.159679
14580	-1585.848	-1565.089	-20.7587	0.0350736	0.226519	0.2086	0.205306	0.209309	0.274009	0.307057	0.31215	0.301483	0.0169986
14590	-1577.987	-1565.427	-12.56019	0.0473622	0.140466	0.140643	0.139782	0.144393	0.149207	0.182891	0.144558	0.149008	0.145958
14600	-1574.284	-1567.566	-6.717628	0.0428215	0.153619	0.153706	0.15748	0.151686	0.124808	0.131556	0.129586	0.130799	0.128048
14610	-1590.627	-1564.967	-25.66027	0.0464197	0.187576	0.195741	0.191717	0.132775	0.0662806	0.0713133	0.0702574	0.0715084	0.0710525
14620	-1608.969	-1564.966	-44.00218	0.0463833	0.141516	0.142166	0.139874	0.101574	0.0912143	0.0958227	0.10019	0.0384593	0.104092
14630	-1601.98	-1568.032	-33.94785	0.0173665	0.0173604	0.017023	0.0213139	0.0265968	0.0279293	0.0302097	0.0559469	0.0556809	0.0521
14640	-1594.575	-1568.066	-26.50925	0.00285442	0.00395052	0.00367218	0.00366614	0.00306695	0.00307366	0.00328708	0.00328879	0.00354109	0.00363796
14650	-1585.308	-1569.08	-16.22804	0.103478	0.103859	0.104251	0.106243	0.106397	0.114036	0.113806	0.114647	0.115056	0.125542
14660	-1560.592	-1568.405	7.813369	0.00848291	0.00900427	0.00900965	0.00900841	0.00900746	0.00901079	0.00901389	0.00899512	0.00899119	0.00899962
14670	-1563.258	-1570.776	7.517114	0.0270629	0.0271964	0.0271251	0.0271292	0.0270172	0.0271767	0.0271853	0.0271654	0.0267685	0.0267467
14680	-1583.233	-1572.619	-10.61418	0.0416921	0.041511	0.0426787	0.0377657	0.0377965	0.037515	0.0377146	0.0377104	0.0378492	0.0383854
14690	-1579.32	-1567.192	-12.12861	0.00315512	0.00310513	0.00305825	0.00304392	0.00299908	0.00305919	0.00304112	0.0030193	0.00314253	0.00319181
14700	-1587.924	-1568.522	-19.40196	0.0207293	0.0190087	0.0192243	0.0197187	0.0189849	0.0192588	0.00997484	0.0107674	0.0106237	0.00869298
14710	-1608.737	-1566.404	-42.33322	0.00807646	0.010837	0.00846157	0.00902915	0.00892249	0.00954459	0.00710749	0.0064347	0.00616551	0.00652614
14720	-1566.738	-1566.017	-0.7214301	0.000728941	0.000709764	0.000710126	0.000958251	0.000959287	0.000959832	0.000960782	0.00096277	0.00096398	0.00096295
14730	-1535.521	-1568.65	33.12906	0.0994729	0.0995005	0.0995002	0.0994977	0.0994961	0.0995051	0.0995036	0.0995206	0.0995365	0.0994657
14740	-1540.411	-1566.663	26.25144	0.134962	0.135003	0.133943	0.134018	0.133972	0.133993	0.13325	0.133291	0.133281	0.133315
14750	-1562.309	-1570.477	8.168317	0.0945188	0.0967037	0.097012	0.0961998	0.0953181	0.0953681	0.0977375	0.0971009	0.0970513	0.0970029
14760	-1586.611	-1566.858	-19.75336	0.0910421	0.0930836	0.0926717	0.0899618	0.0899442	0.077329	0.0768913	0.0774627	0.0597527	0.058567
14770	-1606.281	-1567.959	-38.32143	0.144833	0.155369	0.154599	0.103897	0.107413	0.108011	0.106556	0.124893	0.0959528	0.0887246
14780	-1552.44	-1568.137	15.69631	0.146811	0.215556	0.216641	0.217169	0.214971	0.200378	0.199473	0.206186	0.209733	0.218907
14790	-1556.01	-1567.587	11.57765	0.182376	0.204785	0.209217	0.25082	0.256786	0.254806	0.255428	0.255148	0.302555	0.276623
14800	-1549.399	-1566.978	17.57827	0.147848	0.148042	0.226334	0.253949	0.250833	0.250806	0.255838	0.25734	0.258659	0.258287
14810	-1565.517	-1568.139	2.621352	0.113482	0.194641	0.194568	0.194156	0.194833	0.19367	0.19282	0.198814	0.195765	0.2014
14820	-1565.005	-1569.484	4.479434	0.147782	0.14782	0.148038	0.187105	0.186955	0.187754	0.187901	0.187895	0.188931	0.188898
14830	-1549.553	-1569.215	19.66274	0.210699	0.220098	0.220207	0.218779	0.2199	0.219613	0.219329	0.218652	0.217828	0.217925
14840	-1560.677	-1571.228	10.5514	0.120514	0.120616	0.122374	0.121585	0.121988	0.123634	0.126053	0.124343	0.122837	0.12286
14850	-1564.649	-1571.836	7.186586	0.13244	0.140562	0.143049	0.145291	0.144694	0.145223	0.14605	0.146212	0.146199	0.147181
14860	-1574.019	-1566.647	-7.371908	0.104243	0.101521	0.101387	0.106646	0.106608	0.105742	0.106277	0.0678065	0.0713766	0.0715335
14870	-1549.574	-1567.458	17.88393	0.166049	0.166118	0.165303	0.165694	0.16179	0.161855	0.162005	0.160257	0.162363	0.162218
14880	-1569.051	-1567.929	-1.121182	0.113544	0.113608	0.113847	0.113441	0.118419	0.118546	0.118739	0.117799	0.119001	0.119153
14890	-1589.672	-1566.52	-23.15182	0.0201941	0.0201129	0.0193996	0.0196209	0.0224693	0.0224196	0.0230807	0.0230312	0.0279961	0.0325082
14900	-1593.11	-1567.131	-25.97985	0.0147191	0.0149101	0.0145758	0.0119425	0.012179	0.0122634	0.0116634	0.0115506	0.0112788	0.0114515
14910	-1567.554	-1568.523	0.9695496	0.000325294	0.000321408	0.000317859	0.000317438	0.000317418	0.000319772	0.000320446	0.000320032	0.000320591	0.000318696
14920	-1594.45	-1570.208	-24.24241	0.00697938	0.00666652	0.0066623	0.00679172	0.00700649	0.00704037	0.00725077	0.00725185	0.00742212	0.00765655
14930	-1595.643	-1568.5	-27.14306	0.0686001	0.193681	0.187447	0.130926	0.130764	0.139563	0.141568	0.135577	0.144556	0.017224
14940	-1512.814	-1565.389	52.57462	0.0758725	0.168709	0.184601	0.211352	0.216035	0.23378	0.231625	0.238765	0.285488	0.280322
14950	-1565.926	-1567.285	1.358946	0.11245	0.113763	0.255923	0.256003	0.225044	0.225859	0.264455	0.252472	0.254378	0.23887
14960	-1585.157	-1566.457	-18.69985	0.123638	0.121351	0.237311	0.236153	0.26766	0.270367	0.310918	0.157873	0.157794	0.154232
14970	-1555.785	-1568.129	12.34372	0.118324	0.174255	0.172824	0.170596	0.183294	0.183751	0.184729	0.182553	0.173731	0.160751
14980	-1571.852	-1566.246	-5.606229	0.104766	0.218605	0.220918	0.221124	0.235989	0.233135	0.231389	0.195777	0.191762	0.158794
14990	-1616.029	-1567.199	-48.83092	0.0884778	0.129733	0.128981	0.154001	0.155347	0.154462	0.208753	0.112728	0.188752	0.232928
15000	-1601.068	-1566.673	-34.39489	0.0884778	0.236499	0.232742	0.280213	0.314081	0.245817	0.259879	0.226195	0.301264	0.190085
15010	-1596.989	-1566.876	-30.11365	0.039685	0.0338299	0.0344569	0.101772	0.154927	0.122249	0.127391	0.146064	0.149125	0.119022
15020	-1596.121	-1566.124	-29.99713	0.00652543	0.00634404	0.00629255	0.00766674	0.00783373	0.00636626	0.00639219	0.00666708	0.0161846	0.0162445
15030	-1604.262	-1564.926	-39.33593	0.00789216	0.151831	0.151692	0.18255	0.181733	0.181183	0.182167	0.177904	0.180872	0.0781788
15040	-1563.78	-1565.733	1.953008	0.00357623	0.116329	0.116	0.113203	0.110371	0.110375	0.113335	0.111375	0.111525	0.133409
15050	-1593.966	-1565.628	-28.33838	0.00990675	0.013252	0.040103	0.0437391	0.0458666	0.0662862	0.0756418	0.0568971	0.0455319	0.0457919
15060	-1594.323	-1569.774	-24.54887	0.000784198	0.00079871	0.000890801	0.00104577	0.00104797	0.000955308	0.000985739	0.000459925	0.000428711	0.00044335
15070	-1568.161	-1568.23	0.06952064	4.55214e-05	4.54794e-05	4.59846e-05	4.53945e-05	4.38916e-05	4.45848e-05	4.48148e-05	4.51585e-05	4.48018e-05	4.47609e-05
15080	-1580.118	-1566.576	-13.54229	0.00053055	0.000536349	0.000545225	0.000466576	0.000464474	0.00044314	0.00036231	0.000373372	0.000374672	0.00036505
15090	-1591.739	-1567.984	-23.75492	0.000305348	0.00030658	0.000277455	0.000277452	0.000277463	0.000334194	0.000333198	0.000335159	0.000349838	0.000347969
15100	-1596.031	-1567.348	-28.68308	0.000431929	0.000431242	0.000430771	0.000438009	3.7961e-05	3.6953e-05	3.80715e-05	3.93556e-05	3.76454e-05	3.54972e-05
15110	-1594.267	-1569.566	-24.70105	0.00997525	0.00908513	0.0191563	0.0188144	0.0188929	0.0196678	0.0225603	0.0551987	0.0776022	0.0777801
15120	-1596.355	-1567.762	-28.59252	0.0063593	0.00589244	0.00592826	0.00612985	0.00619658	0.00619801	0.00617609	0.00615767	0.00609946	0.00537217
15130	-1578.887	-1568.561	-10.32632	0.0441237	0.0444057	0.0530705	0.0563051	0.0555281	0.0579663	0.0573965	0.0591507	0.0631531	0.0646163
15140	-1581.752	-1568.449	-13.30305	0.0702784	0.06683	0.0529525	0.0626431	0.0755431	0.0840451	0.0865805	0.0802727	0.0799232	0.0740046
15150	-1581.226	-1566.555	-14.6705	0.0628605	0.0636255	0.0643243	0.0627651	0.0623359	0.0628591	0.0628837	0.0634338	0.0636336	0.0643068
