Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
6330	-1584.584	-1567.356	-17.22791	0.0524666	0.0538976	0.053773	0.0669009	0.0659792	0.0677645	0.0488764	0.0476569	0.0489133	0.050612
6340	-1599.652	-1569.584	-30.06726	0.105412	0.104377	0.106629	0.0905148	0.0908443	0.0930192	0.0835224	0.0835426	0.0842166	0.0782802
6350	-1574.828	-1567.476	-7.352444	0.0471837	0.0455373	0.0472814	0.0472497	0.0479471	0.047076	0.0473079	0.0470052	0.0435327	0.0433953
6360	-1579.757	-1571.336	-8.420947	0.00172059	0.00175174	0.00175362	0.00175406	0.00176565	0.00174962	0.00174172	0.00173359	0.00173614	0.00174232
6370	-1568.731	-1568.469	-0.2622505	0.00779388	0.00804981	0.00825503	0.00823016	0.00824657	0.00837788	0.00846943	0.0089595	0.00896456	0.00886852
6380	-1580.673	-1570.499	-10.17437	0.00481384	0.00481168	0.00560626	0.00565957	0.00566599	0.00561285	0.00559289	0.00645469	0.00645476	0.00636484
6390	-1571.107	-1567.128	-3.979637	0.0385778	0.0409535	0.0409471	0.0417743	0.0416095	0.0417415	0.0426483	0.0414459	0.041511	0.0414496
6400	-1617.449	-1568.686	-48.76235	0.0123815	0.0123855	0.00956808	0.0108797	0.00956722	0.00967389	0.0013558	0.00152008	0.00124362	0.00342098
6410	-1604.08	-1567.973	-36.10683	0.0604428	0.0932573	0.0876041	0.0841958	0.155613	0.171177	0.171652	0.175813	0.153266	0.166825
6420	-1575.534	-1567.824	-7.709681	0.0278499	0.0278494	0.0282664	0.0276512	0.027623	0.0274652	0.0278189	0.0277803	0.0269714	0.0263246
6430	-1578.706	-1567.519	-11.18705	0.0738042	0.0747218	0.0775296	0.078481	0.0567604	0.062547	0.0548074	0.054365	0.0537758	0.0474426
6440	-1575.359	-1568.528	-6.830736	0.105568	0.105937	0.105741	0.105666	0.10611	0.105843	0.101993	0.0946247	0.0329463	0.0326864
6450	-1552.225	-1566.034	13.80884	0.0750749	0.0751001	0.0752438	0.0751946	0.0751928	0.0751104	0.0751263	0.074759	0.0747344	0.0745994
6460	-1560.63	-1567.885	7.255054	0.118458	0.118242	0.118007	0.118073	0.116233	0.116369	0.114322	0.112232	0.11165	0.111717
6470	-1585.002	-1568.426	-16.57624	0.152051	0.153433	0.156429	0.157322	0.161928	0.161487	0.149509	0.145943	0.144109	0.0424045
6480	-1624.205	-1568.242	-55.96282	0.0286933	0.0273305	0.0220357	0.0200548	0.018693	0.0113753	0.0118415	0.0120155	0.0156994	0.00784728
6490	-1593.728	-1568.129	-25.59897	0.00042183	0.000435634	0.000437727	0.000449788	0.000449442	0.000433873	0.000433068	0.000454142	0.000447668	0.000449134
6500	-1593.244	-1568.045	-25.19917	0.00555842	0.00536976	0.00527355	0.00545807	0.00541445	0.0053759	0.0053766	0.00556983	0.00584217	0.00592363
6510	-1589.638	-1567.686	-21.95192	0.000983626	0.000992956	0.0609482	0.0644976	0.058796	0.0589069	0.0581341	0.0558093	0.0566165	0.0562781
6520	-1603.195	-1567.531	-35.66358	0.0323114	0.032764	0.0459802	0.0364096	0.0493766	0.0457612	0.0648126	0.0902741	0.100761	0.0174255
6530	-1590.362	-1566.543	-23.81952	0.0230286	0.0232793	0.0332965	0.0342672	0.0339283	0.0305843	0.0338824	0.0343818	0.0389016	0.0858089
6540	-1593.584	-1570.056	-23.52738	0.00966263	0.00951021	0.0110514	0.00283776	0.00259841	0.00259881	0.00255407	0.00272061	0.0027108	0.00264602
6550	-1593.151	-1568.394	-24.75689	0.024806	0.0246918	0.0247121	0.0281523	0.0281725	0.036703	0.0383488	0.0411191	0.0385759	0.038988
6560	-1588.987	-1565.94	-23.04682	0.0300308	0.167176	0.194003	0.199342	0.199112	0.172273	0.180787	0.118663	0.11916	0.130153
6570	-1604.478	-1564.993	-39.48454	0.0497236	0.105864	0.11839	0.10739	0.112853	0.105542	0.0728349	0.0172758	0.0169124	0.0159976
6580	-1600.296	-1570.424	-29.87195	0.0122324	0.0216865	0.0216131	0.0379259	0.0374714	0.0375069	0.0388539	0.0383568	0.0383233	0.0382314
6590	-1610.085	-1572.27	-37.81439	0.055168	0.0529644	0.0522081	0.0526199	0.00906241	0.00898916	0.00822219	0.00833762	0.0102532	0.0106268
6600	-1589.662	-1566.123	-23.53829	0.0367522	0.0361562	0.0352481	0.0353042	0.0350112	0.0349077	0.0337102	0.0352586	0.0340087	0.0341491
6610	-1605.666	-1568.344	-37.32261	0.0336441	0.0412608	0.0477496	0.0477535	0.0473888	0.0473762	0.0510398	0.0123325	0.00494528	0.00493631
6620	-1599.299	-1568.496	-30.8027	0.0502485	0.0452435	0.0454167	0.0431142	0.0445016	0.032854	0.0332005	0.0329654	0.0335591	0.0339311
6630	-1604.663	-1568.946	-35.717	0.0529772	0.0742746	0.0819314	0.081328	0.0850183	0.0820529	0.101145	0.0949631	0.0961567	0.0896321
6640	-1615.177	-1565.77	-49.4067	0.0281901	0.0669551	0.0523981	0.0967246	0.0822336	0.0827782	0.0121169	0.0131699	0.0160415	0.0120593
6650	-1596.917	-1569.566	-27.3508	0.00866434	0.00845122	0.0076302	0.00416789	0.00442006	0.00731161	0.0089644	0.00895223	0.00827901	0.00212446
6660	-1579.635	-1567.067	-12.56892	0.151868	0.153047	0.15403	0.153563	0.153475	0.153478	0.154167	0.154206	0.108863	0.106508
6670	-1552.412	-1568.463	16.0508	0.153997	0.146955	0.145899	0.146285	0.146225	0.146186	0.147535	0.146969	0.146981	0.150927
6680	-1567.687	-1567.946	0.258631	0.135636	0.138176	0.135951	0.13565	0.134231	0.136309	0.1358	0.136621	0.137962	0.124887
6690	-1579.391	-1567.627	-11.76329	0.194155	0.197318	0.190438	0.190433	0.187442	0.203561	0.201217	0.201266	0.19801	0.199235
6700	-1560.93	-1567.994	7.064466	0.106935	0.106155	0.108037	0.114408	0.114485	0.117077	0.121622	0.121699	0.121712	0.108595
6710	-1579.325	-1565.922	-13.40341	0.0373996	0.17875	0.17892	0.180151	0.27265	0.266021	0.264535	0.262665	0.278664	0.46691
6720	-1588.677	-1568.575	-20.10231	0.0832639	0.0885746	0.0881914	0.0833074	0.0828972	0.0729322	0.0758332	0.0698574	0.0725978	0.0737307
6730	-1574.225	-1568.16	-6.064551	0.132799	0.132059	0.130383	0.122781	0.113697	0.107939	0.108083	0.107875	0.108582	0.128947
6740	-1554.694	-1567.613	12.91993	0.0600689	0.0600683	0.0508467	0.0511201	0.0499832	0.0515744	0.0511193	0.0513199	0.0517477	0.0524718
6750	-1582.883	-1566.879	-16.00343	0.0645455	0.0641462	0.0682469	0.0723313	0.0726962	0.135129	0.11163	0.112613	0.110942	0.0473791
6760	-1568.911	-1572.071	3.160694	0.0811023	0.0821812	0.0972262	0.129918	0.153039	0.168414	0.171824	0.163755	0.102767	0.0470528
6770	-1574.241	-1565.454	-8.78708	0.087305	0.173013	0.193247	0.194132	0.241744	0.183448	0.176608	0.184182	0.195386	0.207521
6780	-1595.71	-1568.128	-27.58253	0.0526001	0.122425	0.155163	0.155771	0.158011	0.0882334	0.0718588	0.0693712	0.069347	0.0675013
6790	-1586.728	-1569.486	-17.24182	0.0521523	0.132333	0.122146	0.111005	0.118079	0.114333	0.375048	0.212277	0.210769	0.362068
6800	-1610.578	-1565.841	-44.737	0.0563091	0.0866094	0.123973	0.0791776	0.251423	0.290339	0.0612418	0.0607255	0.0411174	0.0382321
6810	-1603.408	-1565.359	-38.04839	0.0457421	0.130327	0.118965	0.0289426	0.0291165	0.194173	0.107983	0.108517	0.0956267	0.0718276
6820	-1584.021	-1566.917	-17.10389	0.00963287	0.0093466	0.00909738	0.0101901	0.0091692	0.00947313	0.00968912	0.00970642	0.00971262	0.00960334
6830	-1570.764	-1569.129	-1.634425	0.00565599	0.00564088	0.00584189	0.00573243	0.0057076	0.00557411	0.00570231	0.00566192	0.0054057	0.00542854
6840	-1588.225	-1571.159	-17.06643	0.00120283	0.00119131	0.00118307	0.00120112	0.00121364	0.000972802	0.00118613	0.00118348	0.00134795	0.00138082
6850	-1611.988	-1568.34	-43.64752	0.00628996	0.00666755	0.00596017	0.0646838	0.0868697	0.0828578	0.0858025	0.0796654	0.0655709	0.0620421
6860	-1593.424	-1572.754	-20.67045	0.00091919	0.000917048	0.000852828	0.000719499	0.000803825	0.000810197	0.000780739	0.00078128	0.000723035	0.000693083
6870	-1559.509	-1570.683	11.17468	0.0172004	0.0170854	0.0163774	0.016363	0.016372	0.0163666	0.0163338	0.0162935	0.0163128	0.0163227
6880	-1595.292	-1568.916	-26.376	0.0657005	0.0632281	0.0736704	0.0736704	0.0731414	0.0706242	0.070332	0.0706317	0.0708412	0.0706593
6890	-1581.066	-1565.857	-15.20896	0.014066	0.0138055	0.0144181	0.014885	0.014876	0.0148988	0.0147072	0.0148823	0.0153056	0.0150106
6900	-1551.469	-1566.602	15.13319	0.0212805	0.0212548	0.0212998	0.0213096	0.0213006	0.0214833	0.0213206	0.0212595	0.0212538	0.0212462
6910	-1568.266	-1567.863	-0.4037098	0.122853	0.122361	0.122843	0.122129	0.122128	0.121619	0.122768	0.122765	0.123684	0.122109
6920	-1579.961	-1569.514	-10.44727	0.145419	0.164491	0.178301	0.174904	0.174896	0.177428	0.194606	0.199474	0.189111	0.191403
6930	-1593.004	-1568.768	-24.23609	0.116612	0.134011	0.132473	0.132209	0.132019	0.127936	0.0816147	0.0819831	0.0912978	0.0359777
6940	-1565.158	-1569.189	4.030855	0.162902	0.163391	0.232508	0.240161	0.212399	0.26876	0.247566	0.249802	0.249446	0.248821
6950	-1561.53	-1569.73	8.200786	0.105419	0.106117	0.106888	0.105577	0.109387	0.110165	0.110751	0.110597	0.0996646	0.0997366
6960	-1567.984	-1566.796	-1.187931	0.115786	0.115494	0.11545	0.115015	0.115235	0.111875	0.11207	0.113504	0.125181	0.127638
6970	-1593.18	-1569.541	-23.63915	0.0797845	0.0802406	0.0800518	0.0797955	0.0755443	0.0781179	0.075036	0.070076	0.07307	0.0717872
6980	-1583.216	-1569.88	-13.33635	0.0138148	0.0143571	0.0142781	0.0148183	0.013033	0.0120498	0.0112404	0.0114212	0.0109427	0.0108502
6990	-1594.41	-1565.9	-28.51052	6.3269e-05	7.25606e-05	7.49883e-05	7.45661e-05	7.91727e-05	7.94217e-05	8.85855e-05	8.89598e-05	9.25539e-05	0.000100182
7000	-1603.7	-1568.289	-35.41101	0.00184802	0.00180162	0.00176679	0.00224175	0.0175342	0.0174882	0.00599212	0.00605504	0.00521407	0.00447968
7010	-1563.943	-1568.769	4.825544	0.0170913	0.0171106	0.0171905	0.0155644	0.0137581	0.0137839	0.0139526	0.0143403	0.0141899	0.0148215
7020	-1571.973	-1569.547	-2.426173	0.0226947	0.0229846	0.0230504	0.0232407	0.0231358	0.0284362	0.0275377	0.0267579	0.0263786	0.0263978
7030	-1551.306	-1568.035	16.72888	0.0279483	0.0279962	0.0280189	0.0278698	0.0278561	0.0278613	0.0278546	0.0278539	0.0278673	0.0280724
7040	-1569.387	-1569.343	-0.04410061	0.00258173	0.00256457	0.00254724	0.00254676	0.00254685	0.00254904	0.00253945	0.00264093	0.00264026	0.00264024
7050	-1565.854	-1566.533	0.679079	0.000192705	0.000192729	0.000192539	0.000192389	0.000194846	0.000194813	0.000194865	0.000195227	0.000195955	0.000196742
7060	-1576.822	-1568.225	-8.596178	4.90923e-05	4.92239e-05	4.79474e-05	4.8702e-05	4.89089e-05	4.87641e-05	4.74806e-05	4.61661e-05	4.62031e-05	4.61437e-05
7070	-1588.067	-1569.737	-18.33044	0.00905936	0.00916929	0.00903225	0.00901998	0.00905478	0.0100607	0.0108399	0.010871	0.0107237	0.0107268
7080	-1566.645	-1568.344	1.698123	0.0862478	0.120319	0.123308	0.123432	0.124456	0.125398	0.124468	0.124711	0.124863	0.123341
7090	-1575.899	-1569.622	-6.276373	0.0257426	0.0289795	0.0289512	0.0289396	0.0291955	0.0293235	0.0264039	0.0258059	0.0222427	0.0223464
7100	-1571.87	-1567.449	-4.421267	0.0274527	0.0282503	0.0283182	0.0284703	0.028904	0.0288869	0.0288009	0.0304767	0.0302168	0.0309096
7110	-1594.501	-1570.407	-24.09388	0.00764127	0.00819994	0.00794038	0.00757017	0.00752414	0.00706907	0.00721332	0.00672977	0.00750004	0.00745578
7120	-1582.697	-1571.401	-11.29659	0.000253402	0.000247349	0.000247861	0.00024792	0.000480793	0.000439167	0.000440797	0.000455939	0.000453861	0.00049852
7130	-1568.766	-1568.831	0.06523084	7.37508e-05	7.35816e-05	7.41042e-05	7.34576e-05	7.26176e-05	7.29529e-05	7.33759e-05	7.34706e-05	7.34706e-05	7.29875e-05
7140	-1593.889	-1567.689	-26.19998	0.00170914	0.00174927	0.00176832	0.00175929	0.00183709	0.00180035	0.00181085	0.00206522	0.00205428	0.00205422
7150	-1610.247	-1567.293	-42.95448	0.00199656	0.00149713	0.00291293	0.0027841	0.00287966	0.0591506	0.0621587	0.0695017	0.0702641	0.063341
7160	-1585.374	-1568.476	-16.89879	0.00172567	0.00131621	0.00147943	0.001485	0.00156376	0.00175434	0.00176423	0.00185368	0.00188527	0.00192667
7170	-1594.625	-1569.83	-24.79533	0.00094786	0.000921015	0.000982233	0.000463733	0.000443137	0.00183013	0.00183981	0.00184584	0.00183951	0.0023001
7180	-1630.698	-1567.575	-63.12271	0.000520321	0.00126414	0.00768099	0.00616153	0.0312539	0.0906655	4.68627e-12	4.61565e-12	8.34036e-12	8.89779e-12
7190	-1601.784	-1567.037	-34.74644	0.0313591	0.0422216	0.0418862	0.0448279	0.168731	0.167562	0.118932	0.133293	5.41121e-10	6.52771e-10
7200	-1630.839	-1565.208	-65.63112	0.0874964	0.211145	0.169577	0.197033	0.393263	0.409531	0.0272777	0.0554375	1.09566e-16	1.06628e-16
7210	-1579.474	-1567.534	-11.93927	0.0921544	0.0895323	0.0852294	0.0858674	0.0796529	0.0878487	0.0831772	0.0827272	0.186821	0.187055
7220	-1608.576	-1570.003	-38.57318	0.00355917	0.00365756	0.0037355	0.00319718	0.00324189	0.00315852	0.00316047	0.00226065	0.00741385	0.00760556
7230	-1603.299	-1570.513	-32.78545	0.00233554	0.000189711	0.00019324	0.000186582	0.000188959	0.000256656	0.000249645	0.000264819	0.000252203	0.000255713
7240	-1607.163	-1566.079	-41.08328	0.00422574	0.00407859	0.00366403	0.00353602	0.00424312	0.00403387	0.00391541	0.00384159	0.00358547	0.0035785
7250	-1595.337	-1566.527	-28.80909	0.000114705	0.000113378	0.000113318	0.000113581	0.000202029	0.000210024	0.000284316	0.000284165	0.000283625	0.000283259
7260	-1611.293	-1567.709	-43.58392	0.00140567	0.00918054	0.00104745	0.00118067	0.0012785	0.00115912	0.00116527	0.00114768	0.00099767	0.000978401
7270	-1592.918	-1566.862	-26.05554	0.0195043	0.0208703	0.021032	0.0212604	0.0233216	0.0216853	0.0217386	0.0198126	0.0198196	0.0195969
7280	-1567.043	-1566.844	-0.1984439	0.132142	0.132203	0.133501	0.133375	0.13674	0.136762	0.136486	0.13856	0.136961	0.137102
7290	-1548.836	-1568.495	19.65915	0.0660705	0.0660678	0.0660629	0.0660341	0.175419	0.175405	0.174383	0.174252	0.173114	0.173078
7300	-1576.36	-1567.435	-8.924702	0.00066654	0.000664991	0.000653739	0.000681113	0.000680824	0.000687465	0.000686111	0.0009592	0.000958966	0.000943911
7310	-1609.437	-1569.497	-39.93932	0.00322961	0.00364104	0.00333255	0.00320847	0.00331371	0.00332787	0.00333577	0.00329802	0.00329693	0.00421652
7320	-1603.678	-1568.509	-35.16941	0.00597292	0.00602061	0.00434356	0.00431994	0.00444758	0.00427781	0.00429391	0.00426471	0.0042122	0.00801639
7330	-1554.38	-1566.918	12.53858	0.109172	0.109259	0.110413	0.110407	0.110671	0.111185	0.111201	0.110852	0.107389	0.107533
7340	-1599.799	-1570.991	-28.8079	0.149236	0.155194	0.0963885	0.151567	0.535328	0.0176038	0.0168849	0.0132327	0.0162544	0.0161037
7350	-1594.017	-1567.878	-26.13908	0.149236	0.224442	0.179693	0.23325	0.330011	0.312194	0.358884	0.132358	0.161527	0.195011
7360	-1585.975	-1566.363	-19.61144	0.0825662	0.0870328	0.0840573	0.0841756	0.0832193	0.0798877	0.0448467	0.0530922	0.0522947	0.0522161
7370	-1584.57	-1568.939	-15.63094	0.000109102	0.000118025	0.000117994	0.000116648	0.000115548	0.000116001	0.000104361	0.000119355	0.000120176	0.000132062
7380	-1607.616	-1570.559	-37.05625	4.91471e-05	4.53053e-05	0.000105905	0.000101494	0.000100292	0.00010177	6.84584e-05	6.81891e-05	6.8433e-05	4.89945e-05
7390	-1615.024	-1571.102	-43.92172	0.000205869	0.000104962	3.84933e-05	2.16997e-05	1.566e-05	2.1496e-05	2.14352e-05	2.4684e-05	2.45945e-05	1.55874e-05
7400	-1599.383	-1566.798	-32.58456	0.00286756	0.00316483	0.00313011	9.88554e-07	1.05588e-06	1.0706e-06	1.06392e-06	9.95978e-07	1.0156e-06	7.64574e-07
7410	-1571.348	-1569.467	-1.881239	0.00177168	0.00181626	0.00184755	0.00207647	0.00163777	0.00181308	0.0018143	0.00181232	0.00182562	0.00172897
7420	-1600.395	-1570.62	-29.77465	0.00164245	0.00158392	0.0015843	0.00148423	0.00372026	0.005315	0.00412374	0.00430108	0.00427755	0.00439024
7430	-1594.468	-1570.585	-23.88242	0.00083492	0.000809873	0.00076729	0.000787226	0.000739342	0.000271781	0.000271757	0.000271529	0.000272921	0.000275971
7440	-1613.776	-1567.877	-45.89978	0.00779297	0.00841994	0.00906459	0.0141321	0.0125141	0.0142941	0.0436292	0.041973	0.00662119	0.0048487
7450	-1586.96	-1567.622	-19.33796	0.00876546	0.00900327	0.00591963	0.00580444	0.00594269	0.00596011	0.00545895	0.00544932	0.00596679	0.0057804
7460	-1551.601	-1568.465	16.86444	0.021775	0.0218052	0.0218969	0.0218802	0.0217896	0.0218476	0.0218354	0.0222752	0.0223751	0.0223199
7470	-1568.392	-1568.66	0.2683064	0.0108834	0.0108897	0.0112813	0.00973784	0.00976784	0.00977029	0.00980313	0.00984963	0.00978029	0.00989426
7480	-1591.285	-1566.746	-24.5387	0.0221938	0.0219161	0.0211462	0.077089	0.0769452	0.0774134	0.0797868	0.0491456	0.0490453	0.0419854
7490	-1614.628	-1568.85	-45.7778	0.00296703	0.0029704	0.00307891	0.00312316	0.00262725	0.00260155	0.00264645	0.00220971	0.00205709	0.00186424
7500	-1576.53	-1566.43	-10.10044	0.0386467	0.0389513	0.0390199	0.0392499	0.0383095	0.0382916	0.0381246	0.051934	0.0518818	0.0517808
7510	-1566.787	-1567.298	0.5102558	0.0921259	0.0922329	0.092152	0.0910775	0.0919999	0.0927751	0.0927769	0.0928935	0.0950362	0.104985
7520	-1573.7	-1566.616	-7.083964	0.0767835	0.0779345	0.073772	0.0726272	0.0725481	0.0713097	0.0727903	0.0769474	0.0783169	0.0776935
7530	-1588.116	-1566.895	-21.22099	0.0434012	0.0473303	0.0437338	0.0436357	0.0414993	0.0425595	0.0424021	0.0249579	0.0236337	0.0255868
7540	-1562.757	-1568.767	6.009386	0.0902989	0.0891972	0.089699	0.0895876	0.0841035	0.0850261	0.0845247	0.0849498	0.0858847	0.0871331
7550	-1616.108	-1571.142	-44.96579	0.0816832	0.0731491	0.0977058	0.104432	0.0557923	0.11827	0.117157	0.128861	0.092805	0.0875501
7560	-1602.311	-1567.475	-34.83632	0.0273001	0.123955	0.126039	0.0842801	0.089362	0.0818745	0.114255	0.207413	0.20009	0.21334
7570	-1582.718	-1567.543	-15.17532	0.0329381	0.0638133	0.173144	0.191994	0.171142	0.15874	0.150539	0.150869	0.155516	0.144052
7580	-1577.335	-1569.04	-8.29477	0.0840464	0.087478	0.0980161	0.100695	0.100433	0.0431515	0.0429685	0.0462774	0.046249	0.0435518
7590	-1607.008	-1570.512	-36.49573	0.113809	0.113563	0.0737632	0.0762799	0.137494	0.121811	0.133883	0.103995	0.0748374	0.0701984
7600	-1598.132	-1565.551	-32.58058	0.0813083	0.190203	0.137105	0.154122	0.269972	0.105553	0.176558	0.0332802	0.218532	0.273546
7610	-1593.651	-1565.27	-28.38087	0.0813083	0.192719	0.172045	0.16319	0.250535	0.149269	0.176033	0.153716	0.146179	0.0776883
7620	-1600.176	-1567.774	-32.40141	0.0813083	0.173869	0.199335	0.153848	0.208937	0.192916	0.324856	0.43238	0.454092	0.451563
7630	-1571.004	-1567.638	-3.365213	0.0895631	0.133937	0.13073	0.146202	0.14834	0.166509	0.23855	0.233219	0.226624	0.237155
7640	-1560.201	-1568.089	7.887942	0.126502	0.120884	0.121932	0.125812	0.125527	0.126107	0.125529	0.130451	0.126387	0.125856
7650	-1580.923	-1567.574	-13.34807	0.135503	0.169637	0.168487	0.157981	0.148343	0.145892	0.146865	0.151493	0.151489	0.159468
7660	-1558.913	-1567.875	8.962031	0.128185	0.170005	0.171969	0.173391	0.173145	0.173751	0.173595	0.172486	0.171871	0.171755
7670	-1566.297	-1567.219	0.9219248	0.079414	0.0881598	0.0891936	0.0917211	0.0936793	0.0949209	0.0963029	0.0961444	0.0969766	0.0973709
7680	-1581.358	-1568.299	-13.05946	0.079414	0.0831751	0.0763222	0.124327	0.119213	0.119513	0.119293	0.112366	0.109615	0.111506
7690	-1588.004	-1566.889	-21.11448	0.115179	0.128659	0.12877	0.130672	0.148322	0.145558	0.141299	0.0936982	0.0944189	0.095624
7700	-1593.926	-1568.642	-25.28387	0.115609	0.11109	0.116696	0.10846	0.095345	0.0920153	0.0869678	0.118191	0.119489	0.117582
7710	-1582.247	-1567.535	-14.7113	0.115609	0.143205	0.128653	0.134604	0.191819	0.200346	0.240423	0.233228	0.206659	0.0880834
7720	-1581.338	-1568.529	-12.80845	0.115609	0.101156	0.195487	0.207523	0.191775	0.176351	0.122327	0.114923	0.114182	0.114977
7730	-1588.956	-1566.941	-22.01523	0.0979556	0.101414	0.213165	0.206118	0.143674	0.148801	0.137634	0.191521	0.190529	0.172234
7740	-1586.674	-1570.718	-15.95616	0.0979556	0.0992259	0.0824199	0.314794	0.248418	0.23302	0.223186	0.324203	0.102566	0.239907
7750	-1585.599	-1566.429	-19.16914	0.080821	0.158391	0.171026	0.173554	0.188618	0.185969	0.187249	0.191688	0.213605	0.214904
7760	-1561.448	-1566.194	4.74654	0.080821	0.229721	0.218924	0.216414	0.204183	0.207351	0.208828	0.219778	0.155672	0.156631
7770	-1569.197	-1566.902	-2.295628	0.080821	0.171	0.170876	0.176661	0.157662	0.170615	0.175537	0.188607	0.247231	0.254641
7780	-1570.521	-1566.696	-3.824948	0.080821	0.197426	0.200988	0.15036	0.151621	0.14309	0.16391	0.163785	0.17153	0.176547
7790	-1574.266	-1567.458	-6.807799	0.080821	0.232264	0.203111	0.240756	0.236876	0.237076	0.149535	0.138589	0.162538	0.175572
7800	-1588.785	-1567.411	-21.3734	0.080821	0.213997	0.187981	0.159448	0.148878	0.147662	0.178841	0.106182	0.150837	0.196921
7810	-1590.61	-1570.323	-20.28698	0.127727	0.197386	0.203785	0.218782	0.191853	0.106586	0.101134	0.115738	0.105032	0.0992021
7820	-1599.725	-1568.132	-31.59344	0.0866183	0.092596	0.0867616	0.0867485	0.0858992	0.0843503	0.083543	0.140986	0.0123789	0.0120028
7830	-1586.047	-1569.419	-16.62751	0.179187	0.186193	0.189539	0.169796	0.194797	0.187879	0.203207	0.194289	0.349722	0.337678
7840	-1558.513	-1572.002	13.48905	0.20598	0.203644	0.225705	0.234381	0.230551	0.232718	0.23685	0.233211	0.231934	0.230972
7850	-1559.381	-1568.985	9.604034	0.217423	0.21775	0.210608	0.21062	0.207629	0.207648	0.207938	0.20758	0.207111	0.207949
7860	-1579.099	-1570.643	-8.456631	0.217423	0.216444	0.203009	0.202424	0.20082	0.205905	0.206051	0.205947	0.206105	0.208083
7870	-1595.091	-1568.905	-26.18558	0.172598	0.166988	0.166369	0.163626	0.167264	0.180799	0.181762	0.187398	0.188733	0.186476
7880	-1566.673	-1567.061	0.3880037	0.161169	0.161425	0.162552	0.156052	0.155917	0.156414	0.156736	0.0800516	0.0824406	0.0830106
7890	-1569.622	-1567.41	-2.211934	0.148386	0.154015	0.179221	0.179308	0.177646	0.179196	0.176053	0.179963	0.204027	0.190293
7900	-1545.288	-1568.266	22.97773	0.163447	0.163516	0.163753	0.163736	0.163497	0.163196	0.166689	0.166521	0.166389	0.166323
7910	-1562.259	-1569.285	7.025842	0.122798	0.120223	0.119013	0.118176	0.129016	0.128345	0.132217	0.132503	0.133824	0.132779
7920	-1564.592	-1568.858	4.26586	0.0604506	0.0604055	0.0603813	0.0613022	0.0567697	0.0564659	0.0565489	0.0580719	0.0580358	0.0583392
7930	-1570.797	-1568.258	-2.538676	0.00147708	0.00130638	0.00131088	0.00131063	0.00132838	0.00127687	0.00114938	0.00113581	0.00113426	0.0011348
7940	-1587.928	-1570.227	-17.70057	0.00206384	0.00210326	0.0019631	0.00188131	0.00228217	0.00230011	0.00231862	0.00231767	0.00240383	0.00249485
7950	-1582.645	-1569.508	-13.13651	0.000163784	0.000163516	0.000167102	0.000166969	0.000171022	0.000167994	0.000168304	0.000168584	0.000168786	0.000143396
7960	-1569.841	-1567.987	-1.853289	0.000452932	0.000452334	0.000437241	0.000437217	0.000440372	0.000422516	0.000406846	0.000406254	0.000405618	0.000406177
7970	-1575.338	-1568.158	-7.17993	0.00685024	0.00788344	0.00777696	0.00796622	0.00799011	0.00798607	0.00769755	0.00752928	0.00748258	0.00733699
7980	-1607.636	-1568.235	-39.40102	0.00324121	0.0031089	0.00213724	0.00153533	0.00144974	0.00143316	0.00137782	0.00141272	0.00125857	0.00137767
7990	-1589.756	-1566.662	-23.09374	0.000173396	0.000164867	0.000157271	0.000173654	0.000172428	0.000164633	0.000169057	0.000170328	0.000181054	0.000174978
8000	-1602.099	-1570.282	-31.8169	0.000322704	0.000367527	0.000338078	0.000329571	0.000291139	0.000288944	0.000269873	0.000300401	0.00046799	0.000432865
8010	-1594.767	-1567.524	-27.24312	0.000397041	0.000411184	0.000403165	0.000398936	0.000395426	0.000401674	0.000382159	0.000399711	0.000402361	0.000402711
8020	-1607.236	-1568.168	-39.06784	0.00137745	0.00144787	0.00142583	0.00116041	0.0011616	0.00130528	0.00110218	0.00108457	0.00108668	0.00153873
8030	-1578.539	-1571.248	-7.290042	0.000860903	0.000854255	0.000844646	0.000844385	0.000880902	0.00088536	0.000866702	0.000873547	0.0008337	0.000834556
8040	-1593.834	-1567.853	-25.98148	0.000210286	0.000203954	0.00019866	0.000174194	0.000160225	0.000161512	0.000162445	0.000163023	0.000159555	0.00014849
8050	-1578.917	-1572.284	-6.633162	0.00340688	0.00335917	0.00387947	0.00388431	0.00388447	0.00683584	0.00678571	0.00655452	0.00650944	0.00607712
8060	-1620.017	-1568.046	-51.97046	0.000748853	0.000741748	0.000730584	0.000737953	0.000931024	0.000930685	0.000930933	0.018383	0.0291117	0.0298632
8070	-1609.833	-1569.144	-40.6894	0.0231739	0.0425827	0.0411309	0.000141257	0.000143447	0.00021042	0.000237557	0.000195293	0.000239162	0.000197369
8080	-1649.274	-1567.208	-82.06638	0.00586313	5.43978e-07	4.35706e-09	1.67346e-21	8.68003e-22	7.33886e-19	1.09355e-18	9.53062e-19	1.07683e-07	6.19103e-12
8090	-1606.973	-1574.647	-32.32563	0.000427998	0.000427772	0.000644185	0.000634654	0.000812744	0.000751962	0.00012883	0.000129618	0.000644685	0.00068918
8100	-1632.519	-1570.549	-61.97055	0.000246598	7.23795e-05	9.65264e-14	5.2046e-17	2.06189e-19	1.48978e-17	9.32112e-57	3.93299e-62	1.52217e-121	1.45422e-121
