Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
40780	-1573.977	-1566.558	-7.418864	0.474959	-0.364085	0.116521	0.00120207	-0.000788913	0.0247957	-0.00825669	0.00180365	0.060954	0.004855	0.0316502	-0.203808	-0.203928	0.00854802	0.00498447	0.0378506	0.00725736	-0.00102544	0.108851	0.175026	0.121614	0.136643	0.136807	0.136699	0.140131	0.138979	0.13923	0.147981	0.9109223	-2.217779	-1.37081	4.77056	28.747	2.06232	0.0554166	0.0538747	0.689097	0.775331	0.381064	1.25689	0.452869	3.84561	18.4135	8.96697	0.63833	1.1352	2.51799	0.832343	0.141304	0.253901	0.255137	0.263341	0.214786	0.175162	0.176666	0.177549	0.184398	0.185741	0.185551	0.2174465
40790	-1545.966	-1568.495	22.52904	0.0230943	1.40201	0.00153829	-0.0174269	-0.0498069	-0.0808698	-0.0185561	-0.000158472	0.0336373	0.00638747	-0.00876088	2.93655e-05	0.000468294	0.00940464	0.000681509	-0.00444306	-7.39915e-05	0.0105226	0.0499354	0.051102	0.207646	0.207966	0.204373	0.194443	0.179338	0.17604	0.176013	0.182034	3.287556	-2.997026	-1.45126	2.25782	7.55325	0.0878063	0.54636	0.376547	0.577662	0.167312	0.0479823	0.310315	0.763366	2.7307	0.0206927	0.121476	1.18676	0.505172	3.89068	0.0211446	4.89204	0.234275	0.235776	0.23372	0.233726	0.233836	0.236045	0.236206	0.235159	0.235142	0.237629	0.1379287
40800	-1588.907	-1567.453	-21.45424	0.586276	0.00967704	-0.00315565	0.0106728	0.909762	-0.216204	-0.0215306	0.065215	0.0720303	-0.186993	0.010422	-0.00548735	-0.0643586	0.00204305	-0.0025479	-0.00054446	0.00413798	-0.000467997	0.0542155	0.0974405	0.098388	0.098078	0.0991304	0.246213	0.198342	0.194117	0.207199	0.222674	1.153649	-2.914789	-1.403621	22.7862	0.647534	0.0926951	0.156697	28.0665	4.23032	0.470824	2.07901	0.902275	127.258	4.38464	2.15303	28.85	0.59289	5.89445	1.11488	2.36814	1.34617	0.245706	0.2038	0.205935	0.204809	0.192043	0.192435	0.191946	0.191841	0.192637	0.192547	0.0484007
40810	-1564.6	-1568.145	3.545177	0.109722	0.0136562	0.0469309	-0.15385	0.185723	0.024043	-0.0371712	0.095139	-0.242818	0.000137206	0.000155834	-0.00718747	-0.100303	0.00698365	-0.000210746	-0.000126841	0.000117186	6.86286e-05	0.184084	0.205432	0.208257	0.218263	0.187139	0.225332	0.230815	0.222393	0.244591	0.19186	6.727467	-1.692363	-1.228958	3.68632	0.142645	1.94671	0.537855	0.328973	1.01815	2.36943	0.405293	1.44514	0.529839	0.222724	2.3355	23.6141	2.16586	0.708608	1.28689	0.326923	0.262646	0.292597	0.292637	0.292683	0.290587	0.262854	0.264696	0.26464	0.264607	0.264638	0.264656	0.07235319
40820	-1557.773	-1568.864	11.09072	0.433508	0.0376546	-0.113504	0.151967	0.0154976	-0.00771691	-0.0370417	-0.0411468	0.2108	0.000260475	-0.000170031	0.000470342	0.000203484	0.000505864	-0.00322629	-0.000185675	7.39805e-05	-0.00151211	0.184084	0.283979	0.294876	0.263236	0.306439	0.311225	0.308833	0.297602	0.285605	0.352627	0.8356372	-1.692363	-1.102325	9.80303	4.71046	6.5931	2.53408	0.368311	0.711732	0.676868	1.7765	1.85182	0.348982	1.18104	21.9368	0.628029	2.41804	8.91439	0.355577	0.182384	1.56367	0.332098	0.332185	0.332128	0.332284	0.332352	0.33252	0.331449	0.331388	0.331412	0.330911	0.0138993
40830	-1546.237	-1568.783	22.54572	0.053181	0.383495	0.022297	0.105787	-0.0940359	-0.00427369	-0.0122095	6.04955e-05	0.0371977	0.0102148	0.00259581	0.016769	-0.00349839	0.00015075	-0.00987081	0.000584302	0.00610691	0.000735943	0.156939	0.165511	0.242872	0.248348	0.27606	0.251284	0.250212	0.247176	0.247191	0.256559	1.429698	-1.851897	-1.202353	1.50714	6.64079	2.39893	0.864773	1.67828	0.165308	0.383195	0.749397	0.573654	0.589774	0.114613	1.36681	0.547537	0.0153141	0.345725	0.249694	0.612166	0.0338537	0.300486	0.303572	0.304361	0.309507	0.308427	0.308473	0.305443	0.305622	0.307494	0.30772	0.3808685
40840	-1549.075	-1567.797	18.72244	0.00314388	0.0414594	0.445705	-0.0485593	-0.00957958	0.0290719	0.0681887	-0.0199454	0.0879359	8.61245e-05	-0.0012614	0.00218878	-0.000593536	0.000608316	0.000119852	0.00273358	-0.00264258	0.000308824	0.156939	0.157433	0.164098	0.256253	0.244107	0.24178	0.248912	0.266477	0.261215	0.285225	1.108281	-1.851897	-1.308326	0.449878	0.701254	11.2432	2.65102	0.380723	0.442571	4.17516	1.39773	1.24648	0.83387	1.22832	7.49397	0.5477	0.610164	0.972407	1.56044	11.6726	0.181562	0.270272	0.270295	0.269955	0.270546	0.270386	0.27055	0.270583	0.271323	0.270607	0.270691	0.02434639
40850	-1585.019	-1567.211	-17.80805	0.573516	0.0268891	0.0225474	-0.00228498	0.0414664	0.0569291	-0.127089	-0.674732	-0.166199	-0.0314426	0.00493234	-0.0142949	-0.0318328	0.00415558	-0.00165546	0.069466	-0.011318	-0.00735895	0.124158	0.220318	0.226322	0.231483	0.230955	0.240733	0.254835	0.224422	0.114297	0.0967952	0.9820894	-2.086201	-1.231072	9.1831	1.46039	0.392137	0.276137	2.52173	1.05259	3.58282	17.6286	5.06402	1.14549	1.80146	2.4822	2.25795	1.19531	0.453456	8.10753	1.30357	1.35696	0.291979	0.282942	0.284341	0.280305	0.271523	0.272653	0.272202	0.291783	0.2885	0.286384	0.3195595
40860	-1590.078	-1569.519	-20.55959	0.525423	0.0109748	0.0303905	0.0377114	0.019833	0.537779	-0.0130726	-0.00156856	-0.586318	-0.0138738	0.0973009	0.0119759	-0.0250741	0.185449	-0.0667512	-0.00316548	0.000223187	-0.255246	0.0996156	0.168467	0.170326	0.175582	0.18233	0.185982	0.318439	0.314303	0.31381	0.174595	0.8882908	-2.306436	-1.473516	5.64545	0.202578	1.41143	2.57808	0.388433	11.5674	0.216055	0.4054	14.3606	0.269762	2.10881	0.347614	1.19462	6.04	2.53782	0.164462	0.774607	7.04166	0.229118	0.225962	0.249053	0.252054	0.245812	0.295898	0.276792	0.275917	0.275979	0.213808	1.147486
40870	-1577.004	-1568.124	-8.8805	-0.0253399	-0.391411	-0.00126678	0.0153659	0.04482	-0.0202638	0.25969	0.0175516	-0.0272924	0.0493144	-0.517194	-0.0403333	-0.0162721	-0.0126042	-0.185951	0.0273144	0.0425346	-8.00494e-05	0.0952529	0.0928696	0.0627893	0.0627099	0.0636809	0.0666	0.065264	0.0846166	0.0861149	0.0837964	1.907082	-2.351219	-1.483624	1.69386	2.1616	0.358711	0.894285	0.372223	0.289559	3.72376	0.280607	0.463362	1.18754	5.37516	0.761563	2.57875	0.954231	3.92001	1.17957	0.481678	0.0121438	0.226814	0.23828	0.14206	0.136445	0.134242	0.132561	0.110067	0.113115	0.11803	0.118021	1.352225
40880	-1576.856	-1567.286	-9.569767	0.374484	0.0177631	-0.0312808	-0.0380429	-0.0450383	0.101556	0.0134812	0.120754	-0.286489	0.0454311	-0.0137133	-0.171912	0.0136251	0.100512	-0.0217331	-0.00467188	-0.112804	0.01853	0.15897	0.231181	0.235324	0.228077	0.219563	0.209894	0.23233	0.235483	0.265706	0.199518	7.575016	-1.83904	-1.218668	1.38814	0.406973	0.112945	0.347415	0.19985	1.39383	0.214557	0.533586	1.30669	1.20035	1.18903	3.66533	0.638596	2.72442	1.28644	0.132624	1.38544	0.45558	0.295624	0.309364	0.30515	0.256953	0.260478	0.28802	0.281828	0.280514	0.250591	0.255277	0.9213295
40890	-1570.318	-1567.182	-3.135857	0.0218198	-0.00984893	0.0129554	-0.0222853	-0.196414	-0.0131632	0.0138241	0.00271904	-0.0122925	-0.000256484	-0.330964	0.0775146	-0.281223	0.00284511	-0.0051067	0.0572213	-0.0363408	0.00141486	0.146058	0.14928	0.147817	0.149745	0.146445	0.120329	0.118756	0.120409	0.120737	0.119262	0.2266329	-1.923748	-1.227431	3.08202	2.66916	2.02325	1.52217	14.2236	2.71038	1.10649	0.709335	1.27319	0.0127573	5.41304	1.24229	2.93582	0.308109	0.618297	0.691063	0.361642	0.46447	0.293044	0.292969	0.21042	0.227379	0.171639	0.172128	0.171252	0.181337	0.174865	0.175113	0.885491
40900	-1550.177	-1568.328	18.1505	-0.00416324	0.00287498	-0.0150327	0.0456344	0.0120113	-0.00799706	0.0138266	-0.00435753	-0.000968405	0.000353779	-0.0292289	-0.357354	-0.0280154	0.000109887	-0.00445941	-0.0101301	-0.0376804	0.0185454	0.150361	0.149736	0.150167	0.147926	0.154833	0.156704	0.155456	0.157621	0.156935	0.156783	0.3296657	-1.894719	-1.24904	0.783899	0.432113	1.94159	1.72816	0.73603	0.465141	0.725969	0.452412	0.617321	0.246984	1.47047	39.161	1.26268	0.0538486	0.377172	1.53085	1.88819	0.940674	0.28678	0.286881	0.278617	0.1949	0.189515	0.189536	0.188693	0.186791	0.179884	0.183251	0.5363538
40910	-1559.231	-1567.667	8.436331	0.0085202	0.000165952	0.000136779	0.0548766	-0.00263297	0.000654654	0.0130564	0.00457917	0.0104506	0.013294	-0.480779	-0.00135859	0.00198439	0.000740806	0.000120927	0.0166018	-0.0128485	-0.00926352	0.105721	0.106626	0.106644	0.106658	0.112675	0.112379	0.112452	0.11393	0.114453	0.115655	0.1543501	-2.246947	-1.447804	2.37819	0.68464	0.228472	79.4961	0.415073	0.589296	1.16404	2.8184	3.09678	1.95936	70.1803	2.86479	2.17993	0.133097	0.025739	1.98514	0.903889	1.67605	0.235086	0.238232	0.147299	0.147099	0.147392	0.147501	0.147519	0.149988	0.148073	0.146708	0.1085684
40920	-1569.099	-1568.409	-0.6898046	0.00168127	-0.00683638	-0.0136336	0.0442839	-0.0126926	0.961261	-0.0114725	-0.00613585	-0.00328867	-0.0426409	-0.377407	-0.0319746	0.012975	0.0190393	0.056429	-0.196081	-0.0377691	0.00719103	0.0607016	0.0608037	0.0603894	0.0595717	0.0622691	0.0614837	0.160779	0.158945	0.157973	0.157454	0.5507035	-2.801786	-1.467549	0.501087	1.26756	0.446268	1.62922	0.271886	32.7881	0.287411	0.271409	0.17174	0.368228	5.42967	0.572356	0.46798	0.668787	0.737628	2.51389	1.58834	0.810872	0.23049	0.220868	0.151435	0.14667	0.148585	0.151441	0.160233	0.131703	0.126821	0.127736	1.483105
40930	-1599.571	-1567.679	-31.89243	0.169183	-0.00537107	0.0310906	-0.00376771	-0.0405098	-0.0650442	0.0208859	-0.819611	0.2859	-0.461837	-0.107309	-0.0238201	-0.590255	-0.0206291	0.135498	-0.0379375	0.185467	-0.0414466	0.00502776	0.00595456	0.00592267	0.0061097	0.00608672	0.00584508	0.00547699	0.00559258	0.00246411	0.00327963	1.264792	-5.29278	-1.535406	4.96201	0.085788	1.70763	2.29794	0.631289	3.01778	0.714603	7.50045	6.15745	3.51031	0.457847	0.154775	1.00973	0.759788	0.616979	0.845948	0.395491	1.0576	0.215368	0.135709	0.1219	0.119031	0.0659653	0.0646184	0.073995	0.0712404	0.0857578	0.0822761	6.711233
40940	-1583.019	-1570.335	-12.68346	0.211218	0.0076422	-0.093953	-0.0029563	-0.103235	1.15724	-0.0910162	0.0116375	0.000866364	-0.0260358	0.00997269	-0.654053	-0.00905724	0.0118588	-0.0380654	0.202607	0.0700889	-0.268915	0.0553825	0.0684074	0.0689322	0.0627507	0.0625655	0.0564288	0.179508	0.163891	0.16581	0.165954	2.201623	-2.893492	-1.449267	1.14712	0.129544	0.990522	0.356751	0.571179	13.739	1.1385	0.127206	0.041986	0.296422	0.13178	8.0672	0.224687	0.449727	1.28557	3.97635	0.543801	4.2351	0.234742	0.228709	0.231002	0.120106	0.119023	0.120443	0.115944	0.141984	0.152293	0.116383	1.289639
40950	-1574.357	-1568.613	-5.743491	0.312568	0.0146287	0.0255445	0.0588098	0.00847987	-0.20253	-0.00224263	-0.0409534	-0.0099357	0.0107829	0.0251401	-0.0575347	-0.127058	0.000138114	-0.0367016	0.114928	0.0715878	0.00706612	0.111936	0.153008	0.155263	0.15928	0.168928	0.170367	0.139132	0.138821	0.13325	0.131933	0.5945556	-2.189831	-1.476403	8.685	1.81945	1.25695	1.12688	0.997431	3.8092	0.223983	1.27665	0.724721	0.209175	0.828342	1.30805	1.47538	0.760878	0.213771	1.67008	1.76417	0.194789	0.228458	0.230935	0.236814	0.223573	0.196897	0.196925	0.189828	0.212948	0.228751	0.230373	1.506701
40960	-1595.922	-1566.09	-29.83283	0.66215	0.0174448	-0.0726096	0.0537264	0.0614831	-0.198409	-0.479477	-0.0361384	-0.0984729	-0.0781026	0.0472126	-0.0845936	0.043518	-0.212109	0.00226757	-0.121956	-0.611444	0.263868	0.107859	0.209133	0.212814	0.197909	0.208833	0.222075	0.182109	0.112745	0.108744	0.0985456	4.072051	-2.226933	-1.320541	6.05346	0.113949	0.464925	0.449969	1.33021	2.41648	2.09089	0.177792	0.778391	2.20631	0.375106	6.26489	0.41083	2.6543	0.0249044	2.23056	4.31111	2.87633	0.266991	0.246932	0.258869	0.237871	0.248452	0.200967	0.201423	0.178297	0.0967381	0.125949	1.969079
40970	-1595.342	-1567.675	-27.66659	0.315678	-1.13841	-0.0278601	0.727069	0.011611	-0.0164474	0.00170115	0.0886601	0.456259	0.0245391	-0.311612	-0.00877909	-0.214909	-0.205969	-0.00282702	0.0501845	0.122698	0.0517921	0.0831137	0.113965	0.0365061	0.0355031	0.0734561	0.074314	0.0731017	0.0732261	0.0800149	0.126276	3.125486	-2.487546	-1.504465	2.28752	8.72938	0.355118	4.62026	0.178124	0.11493	0.450367	0.820937	4.83557	0.160881	2.403	0.239132	2.68212	1.89158	0.0174047	0.864036	3.76431	2.34836	0.222136	0.227655	0.166704	0.165247	0.13329	0.108479	0.108173	0.11374	0.128588	0.135424	3.213029
40980	-1583.205	-1566.89	-16.31462	0.00989729	0.00350807	0.0599508	-0.00620142	-0.163775	0.0027815	-0.0666832	-0.00991747	0.00351831	-0.187952	-0.0889759	-0.188476	-0.425297	0.12835	-0.0321097	-0.14	0.0681084	-0.0742947	0.0511866	0.0516958	0.0518774	0.0550826	0.0547421	0.0464724	0.0466018	0.0435956	0.0431654	0.0433175	0.3510992	-2.972277	-1.518778	0.435749	1.41638	2.09754	0.215577	4.19598	0.363881	2.80985	0.866832	0.609483	2.25323	1.67597	2.03727	1.70176	8.43443	0.150808	0.967439	0.842685	0.83767	0.218979	0.181458	0.16601	0.137493	0.0898621	0.102169	0.0989403	0.0860146	0.092077	0.0854841	2.152512
40990	-1594.589	-1567.494	-27.09534	0.0203376	-0.148662	-0.0325302	0.0761152	0.172284	0.00802754	-0.0210227	0.0029636	-0.0834404	0.0328493	-0.288678	-0.403776	0.0190708	-0.075905	-0.0413421	-0.0540428	0.0228607	0.0442317	0.0715855	0.0730563	0.0629643	0.060949	0.0657693	0.078135	0.0787647	0.0771261	0.0773551	0.0711625	0.5538127	-2.636862	-1.465743	0.471601	2.94514	3.79975	6.18293	5.3657	1.76365	1.08086	0.764861	1.49366	5.17057	2.07845	9.28442	0.317433	0.551341	1.09446	1.30277	0.285515	2.08071	0.230906	0.238617	0.178785	0.119391	0.12169	0.112795	0.108227	0.102533	0.104904	0.109649	1.522116
41000	-1587.584	-1569.352	-18.23215	-0.0284335	-0.00973604	0.0185485	-0.0421389	-0.00783426	0.0514426	-0.044353	0.0046542	-0.138296	-0.149237	0.0340528	-0.648021	-0.431543	-0.131923	-0.256871	-0.114116	0.016537	0.0316675	0.0479314	0.0465878	0.0461364	0.0470001	0.0450607	0.0447091	0.0470692	0.0450272	0.0452372	0.0393944	0.6657439	-3.037984	-1.540165	1.88557	0.377356	1.00299	2.14462	0.265704	0.980851	2.76493	0.338129	5.66748	2.0124	0.280026	5.61256	8.52494	0.888644	2.95128	1.45947	0.62336	0.430287	0.214346	0.18463	0.191025	0.0999215	0.0648997	0.0568786	0.0439938	0.0392492	0.0399037	0.0411876	2.747014
41010	-1600.088	-1570.139	-29.94896	-0.107158	-0.0569159	0.0227578	0.00909474	-0.648772	-0.110192	0.10118	-0.0111092	0.726611	0.00332863	-0.808777	0.000947558	-0.0391329	-0.12413	-0.00646062	0.0343124	-0.0694352	0.0499713	0.00952901	0.0085607	0.00808707	0.00827323	0.00834881	0.00436382	0.00390851	0.00432467	0.00427689	0.00884486	2.577199	-4.653414	-1.527753	0.995505	0.424107	0.231967	0.0954602	4.32339	1.71182	0.804741	0.312967	9.7414	0.39302	47.442	0.161498	11.8974	1.74578	1.35087	2.6749	1.63491	0.422075	0.217023	0.217746	0.0969848	0.0970767	0.0933512	0.0824538	0.0819228	0.0847826	0.0790954	0.0831484	1.612836
41020	-1591.753	-1566.05	-25.70292	0.0205334	1.0736	-0.205811	-0.0133303	-0.0425382	-4.64533	0.253717	-0.0124023	-0.0597391	-0.160609	0.0117736	-0.0116613	-0.745882	0.00571374	-0.0272802	-0.00201127	-0.00303116	0.00491634	0.0458398	0.0467907	0.136905	0.111439	0.109963	0.105384	0.00101235	0.00130472	0.00128864	0.00121391	4.27605	-3.082603	-1.497451	0.444059	3.81397	0.890509	0.0987569	0.286386	22.3252	1.12488	0.478823	0.476128	17.3876	1.15088	4.47883	31.844	0.563978	1.15515	0.586746	2.04436	0.211866	0.2237	0.190508	0.192764	0.19053	0.0903712	0.090889	0.0884431	0.0882654	0.0879982	0.0884319	0.36884
41030	-1603.016	-1569.194	-33.82263	0.00253669	0.115957	1.27904	-0.0516122	-0.0739185	0.0413917	0.148144	0.331604	0.347474	-0.597359	0.0127895	-0.0145461	0.00156158	0.130456	-0.0196663	-0.230332	0.0158422	0.00314947	0.0294486	0.0295234	0.0331532	0.119126	0.113134	0.105073	0.109513	0.127	0.176937	0.250452	7.044855	-3.525109	-1.420715	0.348073	9.1354	3.22298	0.537047	0.810301	0.096417	0.483146	1.23582	5.6469	5.61858	1.60905	1.41518	0.110756	0.817968	0.439333	3.18346	0.309377	1.96902	0.241541	0.132911	0.134622	0.132678	0.132885	0.151403	0.148454	0.117913	0.119796	0.120173	1.984572
41040	-1596.846	-1568.775	-28.07144	0.0458426	-0.00419599	-0.0104445	0.899113	-0.595889	-0.0049396	0.00799659	0.00995359	-0.0174585	-0.239244	-0.560194	-0.0325942	-0.0874558	0.0309405	-0.0619133	-0.0374882	-0.108929	0.938942	0.00470364	0.00492429	0.00490367	0.00485272	0.0119252	0.00657164	0.00653926	0.00659176	0.0066577	0.00654248	1.000535	-5.359418	-1.652494	0.711809	0.936992	2.3286	23.7743	11.8832	0.302732	0.403615	0.407007	0.299489	2.0567	2.36313	0.523664	1.0858	0.4462	0.403226	1.95289	0.93917	20.5943	0.191572	0.15081	0.0861271	0.0833651	0.076384	0.0787843	0.0740545	0.0713297	0.063968	0.163584	1.927838
41050	-1608.639	-1569.127	-39.51203	-0.491655	-0.0882746	-0.00902346	0.16563	0.000797588	0.0627853	0.0328124	1.82611	0.00570621	-0.00476105	-0.780471	0.0176735	0.101134	-0.160302	-1.01013	0.0887459	0.00490326	-0.00738116	0.000553873	0.000338756	0.000310135	0.000307349	0.000362714	0.000363003	0.000386525	0.000399418	0.00248027	0.00249446	1.045656	-7.498575	-1.620424	11.082	2.21821	1.2101	4.51666	0.817902	1.1147	2.10391	17.1309	0.239702	2.48582	10.0981	0.570894	1.75947	0.872689	6.90616	2.36681	0.83401	0.20326	0.197815	0.196875	0.0902063	0.0918147	0.101586	0.0865398	0.0315154	0.0344401	0.0346094	0.0343549	2.288909
41060	-1591.275	-1568.606	-22.66969	-0.00019264	-0.111216	-0.442179	3.7273	-0.986073	-0.626711	0.0217549	-0.136521	0.0411688	-0.333543	-0.53697	-0.0101054	5.19163e-06	0.023499	-0.00654076	-0.01603	-2.90973e-05	-0.00573699	0.000172695	0.000172662	0.000154488	9.92796e-05	0.00412671	0.00153942	0.000822585	0.000840677	0.000733396	0.00076422	2.510676	-8.663982	-1.551793	0.004049	0.706048	3.59377	31.6143	10.0116	3.57251	0.241927	0.89174	0.768735	6.4624	24.9062	2.27633	0.00525598	2.34313	0.308471	0.861539	0.669114	0.613657	0.211868	0.151778	0.0887167	0.0878247	0.0878252	0.0899134	0.0893272	0.0879067	0.0879042	0.0874013	0.4707193
41070	-1568.188	-1568.298	0.1098071	0.000666944	-0.00467397	-0.00352274	-0.0051962	-0.0148591	-0.0335001	-0.00904896	-0.123942	-0.0141734	-0.0266679	-0.810801	-0.00688804	-0.263975	0.0351061	-2.64166e-05	-0.257199	-0.0250559	-0.0164312	0.00411712	0.00411987	0.00410066	0.00408624	0.00406506	0.0040051	0.00387316	0.00383827	0.00339084	0.00334312	0.532242	-5.492601	-1.668016	0.11707	0.262043	0.749236	0.128121	1.22127	2.45454	0.555332	10.6712	0.656662	0.76114	15.0067	2.7222	7.8681	1.29895	0.000543079	6.2612	1.45119	0.843575	0.188621	0.183657	0.081636	0.0810756	0.0622654	0.0644901	0.0644884	0.0498634	0.0486296	0.047837	0.8214112
41080	-1566.609	-1569.27	2.661224	0.0175707	-0.0865366	0.000405985	0.000866683	-0.0185584	0.0225976	0.00389767	0.00161655	0.0113741	0.010256	-0.912645	0.0295399	0.023177	0.00527245	-0.0732145	-0.000140617	-0.0898813	-0.0165825	0.0132078	0.0134419	0.0123276	0.0123326	0.0123433	0.0121163	0.0123933	0.0124417	0.0124618	0.0126043	0.170712	-4.326949	-1.627163	1.85325	7.43474	0.0392612	0.575565	5.92584	1.56409	0.77016	1.44038	1.71914	0.675686	64.5143	0.272052	0.981106	0.0432122	3.3049	0.0103101	1.41444	0.311917	0.196486	0.198512	0.0796947	0.082084	0.0840087	0.0844528	0.0784906	0.0784795	0.0717334	0.0705537	1.456626
41090	-1596.112	-1568.027	-28.08504	-0.0278518	0.0384105	0.180238	-0.147945	0.0280179	0.348505	-0.82619	0.0526022	-0.248278	-0.00169965	-0.312685	-0.0183433	-0.676498	0.0489447	-0.630612	0.0159466	0.0119534	0.0415056	0.0693964	0.0674903	0.070133	0.0839845	0.0724349	0.074493	0.105553	0.0462019	0.0486973	0.0379908	2.973228	-2.66792	-1.454731	0.236684	0.470016	1.05386	0.903573	0.330794	1.91125	10.8742	6.04288	1.85052	0.022184	3.34757	0.539727	3.04261	0.197917	2.82994	0.355121	0.614391	0.425765	0.233463	0.233067	0.170484	0.167385	0.0850975	0.0893662	0.0475666	0.0483312	0.0489124	0.0509852	4.07857
41100	-1550.544	-1569.086	18.54294	0.00905031	2.95373e-05	-0.00273799	0.000461813	-0.00324464	-0.00538998	-0.000210123	-0.0528325	0.000107395	-0.0163053	-0.330537	0.0123736	0.0126475	-0.0820257	0.0821773	0.0175754	-0.158058	-0.0774152	0.0721575	0.0728135	0.0728157	0.0726166	0.0726501	0.0724148	0.0720255	0.0720104	0.0683047	0.068312	0.1605114	-2.628904	-1.493582	1.59166	0.0363023	0.836037	0.30866	0.371794	0.313057	0.0164341	4.96247	0.100386	0.413585	1.27263	0.301532	0.0695564	1.40032	2.74739	0.0556424	2.21727	0.243245	0.224567	0.220935	0.15875	0.160727	0.162772	0.149954	0.162797	0.165684	0.141461	0.130923	5.780294
41110	-1562.353	-1567.852	5.499389	-0.00306236	-0.000263401	0.271835	0.00234305	-0.000391616	-0.0121055	-0.049557	0.0199442	0.00335972	-0.0890428	-0.0936015	-0.353606	0.0038505	0.0168778	-0.0342573	0.087504	0.0001986	-0.031536	0.103343	0.103027	0.103	0.135174	0.135491	0.135438	0.133809	0.127339	0.129904	0.130341	0.2393813	-2.2697	-1.440555	0.0887814	0.0767506	35.0705	0.176918	0.488156	1.43776	2.03936	1.90696	0.631967	1.16186	0.728497	2.93735	0.0422388	0.113796	0.547545	1.73971	0.0301815	1.54814	0.236796	0.216623	0.197267	0.138511	0.139046	0.141412	0.13665	0.149146	0.149176	0.144545	2.663648
41120	-1576.622	-1566.776	-9.845548	0.616314	-0.0214678	-0.00287239	-0.00896103	-0.215545	-0.0463844	0.0266191	-0.000903262	-0.0142011	-0.181017	-0.0302563	0.0882085	0.0157768	-0.244785	0.00289165	0.00533053	-0.0153677	0.194842	0.0840695	0.155704	0.152397	0.15196	0.150604	0.121403	0.1159	0.119027	0.118919	0.117242	1.217933	-2.476112	-1.382042	17.9076	0.535155	0.0867406	0.0899047	3.09008	1.3581	0.696598	0.796133	1.3739	0.814388	0.459924	1.2808	0.182759	2.36086	1.19598	0.425337	0.542702	2.3588	0.251065	0.209494	0.203251	0.221994	0.225524	0.176556	0.177068	0.178014	0.175299	0.213009	1.890171
41130	-1571.065	-1567.511	-3.554711	0.234255	-0.0645074	0.21645	-0.0288201	0.452334	-0.161269	-0.00229029	0.0670114	-0.116423	-0.0123287	-0.00743146	-0.00966849	0.000397417	-0.0228825	-0.0010984	-0.003807	0.0507825	0.0219912	0.113749	0.143775	0.134794	0.167368	0.162613	0.255624	0.217552	0.217055	0.232098	0.20659	1.789088	-2.173759	-1.424086	4.07691	1.26494	2.61756	0.352155	2.75345	1.24466	0.0434197	1.95592	1.9806	0.484428	0.867604	0.246023	0.426444	3.4772	0.555086	0.407063	1.53283	1.77869	0.240728	0.237779	0.236018	0.233747	0.23384	0.22855	0.228299	0.227432	0.23928	0.2446	0.5976758
41140	-1562.422	-1566.945	4.522888	0.55983	-0.0443458	0.0148538	0.0570377	-0.0156326	-0.0202042	-0.00771201	0.0195242	-0.00466158	0.159533	-0.000297132	0.0743487	-0.0496839	-5.50122e-05	-0.00337656	-0.00339889	-0.10542	0.0681198	0.150963	0.264243	0.25278	0.256563	0.271622	0.267409	0.262061	0.260047	0.265175	0.263941	1.442649	-1.890718	-1.308577	8.50627	0.656158	0.131967	1.1657	0.734928	1.14596	0.0835192	1.82638	0.0513493	4.09465	0.100812	1.69646	0.859941	0.0173011	0.65507	0.175011	2.77978	0.634976	0.270204	0.31694	0.316846	0.341301	0.324758	0.32474	0.323645	0.322547	0.290275	0.310738	0.9680863
