Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
8650	-1623.795	-1567.245	-56.55072	3.06843	0.100194	0.452466	0.461929	0.159375	-0.0175019	-0.0973185	-1.67967	0.652327	-0.171718	-0.853868	0.0522722	0.00783103	0.0601773	-0.115012	0.130709	0.0823122	0.00290766	0.000606882	0.0130529	0.0144285	0.0226842	0.0360028	0.0422233	0.0414908	0.0376432	0.00701803	0.0134746	2.257632	-7.407177	-1.578384	21.6335	0.605087	7.96829	6.43784	0.918415	2.29906	0.79991	11.8437	4.93023	0.681918	9.96145	1.37076	0.258167	2.36281	3.07517	0.725505	0.346273	0.138147	0.206308	0.173756	0.0739793	0.0779492	0.078562	0.0834348	0.0743701	0.0847548	0.0920263	0.0922943	4.062492
8660	-1600.381	-1567.569	-32.81271	-0.0632729	-0.00888662	-0.459212	-0.159822	0.0475747	0.714084	0.0435778	-0.0213356	-0.0165498	-0.218368	-0.548355	0.000712257	-0.0529551	-0.193715	-0.0691061	0.187184	-0.4691	-0.0183569	6.38045e-05	5.98925e-05	5.93626e-05	3.75042e-05	3.19647e-05	3.35221e-05	6.84627e-05	7.15121e-05	7.00025e-05	6.88535e-05	1.049467	-9.659687	-1.646958	1.18315	0.215673	6.70337	5.41599	1.27253	17.1243	0.517505	0.500549	1.55122	0.969799	2.51504	0.959767	0.18165	1.26346	0.982154	1.50895	1.00683	0.519267	0.192635	0.154846	0.0894853	0.0895491	0.0849304	0.0699735	0.0653012	0.0787434	0.0492591	0.0483631	7.211068
8670	-1620.124	-1569.475	-50.64856	-0.000233531	-0.922154	-2.086	0.16484	0.0433672	-5.39116	-3.36935	-0.0466136	0.0322767	0.004201	-1.17287	-0.0411354	-0.291735	-0.133035	0.0227085	0.0310242	0.0584947	-0.159581	0.000732378	0.000732207	0.00029117	3.61584e-05	4.26381e-05	4.45279e-05	2.02899e-07	6.98214e-09	6.66414e-09	6.88275e-09	5.548674	-7.219214	-1.600667	0.0273974	1.9821	3.74014	0.539156	0.529893	15.0307	7.92942	0.418798	0.189483	0.33725	29.1442	0.457366	13.6485	2.02091	0.937022	1.806	3.86694	1.91123	0.201762	0.202611	0.0627034	0.0601764	0.0449497	0.0393505	0.0402544	0.0415228	0.0440241	0.0375306	0.9821702
8680	-1619.969	-1572.511	-47.45754	0.288172	0.0371728	-0.127342	0.0101795	0.0345144	-0.162559	-0.0158249	0.55806	0.803022	0.010835	0.0065833	-0.344857	0.0273432	-0.122868	-0.00806145	0.0558729	0.000647626	0.0773043	0.0405613	0.0541082	0.0561574	0.0494427	0.0499486	0.0517027	0.0439455	0.0432556	0.0755795	0.168714	1.569013	-3.204942	-1.621935	2.37199	20.2088	5.51102	0.762075	5.82307	16.0393	0.264074	5.18868	7.89466	1.58363	0.0996371	16.766	2.71401	1.93965	0.535406	9.70315	0.0621706	1.5665	0.197516	0.199668	0.200987	0.142363	0.14631	0.129393	0.128355	0.13573	0.135818	0.146734	0.7979739
8690	-1571.448	-1567.276	-4.17151	-0.0667026	0.0861315	0.0091002	-0.00123856	0.0230098	0.104757	0.00697877	0.0700138	-0.0316943	-0.0743873	-0.527953	-0.116123	-0.00746092	-0.00925839	-0.0727776	0.00241232	0.0239877	-0.0028031	0.0382221	0.0357558	0.038972	0.0393283	0.0392796	0.0401939	0.0446329	0.0449455	0.0482051	0.0467012	1.316666	-3.264341	-1.496744	1.36716	2.85115	0.339284	0.080352	0.6654	3.7688	0.105584	1.42774	1.01638	1.24814	11.113	7.12963	1.33969	0.629989	2.34694	0.109869	1.82746	0.247929	0.223858	0.20781	0.122569	0.109131	0.10832	0.107322	0.0997884	0.100029	0.102458	0.102171	0.661833
8700	-1594.216	-1566.54	-27.67636	0.518901	0.0224953	-0.00107703	0.0622996	0.0292892	-0.167821	-1.59355	0.00430888	0.00811559	-0.030395	0.119755	-0.375259	-0.0297919	-0.0202234	0.00607255	0.00157507	0.0177348	-0.167569	0.111574	0.187465	0.19173	0.191523	0.203835	0.209893	0.177466	0.0360617	0.0362174	0.0365125	1.007342	-2.193064	-1.356058	12.1614	1.45984	0.0722581	9.546	1.27536	2.92934	19.7859	0.312976	0.441274	1.52228	6.26323	14.3457	1.76285	1.58389	0.206314	0.525467	0.272119	5.40217	0.257675	0.24996	0.28176	0.193601	0.187918	0.184156	0.185278	0.18557	0.18889	0.159748	0.9537384
8710	-1577.936	-1569.943	-7.993366	0.0648367	0.0573329	-0.135513	-0.0397426	0.069438	0.0748524	0.00796065	0.00419512	0.136371	0.0773465	-0.522134	-0.0185603	-0.0615381	-0.00753388	-0.421238	0.0181126	0.0114077	-0.0726359	0.0322443	0.0344042	0.0364343	0.0318169	0.0305773	0.0327759	0.0353234	0.0356058	0.0357554	0.0409796	1.929456	-3.434413	-1.545858	0.708676	1.1686	5.38221	0.516296	0.87033	0.592102	0.148298	0.0948676	1.492	1.04904	1.57303	0.376647	1.00561	0.366582	3.11627	0.178683	0.104403	0.574671	0.213129	0.230268	0.136607	0.134095	0.126092	0.125146	0.0821248	0.0836258	0.0845852	0.0786592	2.605436
8720	-1576.378	-1571.796	-4.582299	-0.0660531	0.00619162	-0.121293	-0.0223357	-0.00860511	-0.0103453	0.0142434	0.00075614	-0.00207264	-0.107256	-0.892543	0.202851	0.161258	-0.0451205	-0.0269637	0.159503	0.0216141	-0.126915	0.00456053	0.00426903	0.00429554	0.00380488	0.00372084	0.00368896	0.00365099	0.00370337	0.00370617	0.0036985	0.5133801	-5.390315	-1.575981	1.99665	0.346446	2.91519	1.77047	1.04105	0.498585	0.496026	0.221242	0.530775	0.286189	2.9109	1.16723	0.584773	1.26282	0.147537	0.305562	0.569862	0.487109	0.206805	0.185772	0.0760944	0.0932073	0.109517	0.104686	0.101901	0.119522	0.122134	0.107576	7.516692
8730	-1549.914	-1569	19.08548	-0.00115238	-4.87735e-05	0.218443	-0.0262134	-0.189923	-0.0461065	1.88747e-05	0.00763084	-0.2535	-0.0125813	-0.115427	-0.000172483	-0.00017198	0.00529988	0.00182515	-0.027703	0.0141523	0.0035585	0.1774	0.177196	0.177187	0.220445	0.214742	0.177596	0.169594	0.169597	0.170896	0.132629	1.098037	-1.729348	-1.217243	0.0976909	0.00468	2.87733	1.95051	4.94625	4.22557	0.124205	0.721559	4.32122	0.372257	3.30144	0.0191617	0.0197999	0.237839	0.208513	0.712194	0.292151	0.489033	0.296045	0.292344	0.260474	0.260429	0.260384	0.261768	0.262246	0.255081	0.258717	0.259639	0.8421401
8740	-1565.678	-1572.104	6.426373	0.110411	0.0223036	0.015178	0.059257	-0.0122946	-0.0197236	-0.0131054	-0.00486032	0.00646456	-0.0213075	0.00932612	0.0665373	0.015124	0.00528369	0.00629191	0.0131647	-0.0217352	0.0136035	0.1774	0.198109	0.202577	0.205675	0.218232	0.215565	0.211355	0.208603	0.207592	0.208938	0.309861	-1.729348	-1.230884	5.5321	2.72971	2.2342	3.03847	0.406379	1.08109	4.73222	0.51312	1.27728	2.1898	0.902452	2.50343	0.597766	0.314557	0.543425	0.496104	0.620921	0.373906	0.292034	0.285878	0.288556	0.308409	0.313109	0.314768	0.316755	0.320952	0.314051	0.318353	0.4310783
8750	-1568.814	-1568.705	-0.1084593	0.617559	0.000112303	0.00481429	-0.0286112	-0.00900968	-0.204794	-0.236959	-0.00250812	0.00154466	-0.0133934	0.0134845	-0.000215984	-0.00621285	-0.00083466	0.0276173	2.0901e-05	0.0285829	-0.00897703	0.100313	0.186021	0.186042	0.186939	0.181667	0.180037	0.146697	0.115747	0.115457	0.115636	0.7139989	-2.299456	-1.428435	165.8	0.00333622	0.936398	2.7137	0.242316	10.6476	4.06355	0.212569	0.241861	1.38288	2.0033	1.38888	0.570276	0.426677	2.42838	0.51586	3.60666	0.560117	0.239684	0.236495	0.239706	0.239654	0.238169	0.237971	0.244634	0.24464	0.251733	0.249483	0.4220935
8760	-1584.532	-1571.012	-13.52077	-0.00653671	0.0439484	0.599387	-0.183636	0.000829048	0.104587	-0.00443676	-0.00511962	0.0249505	-0.00491457	-0.0693897	0.00798104	0.0245863	-0.047243	-0.387057	-0.522858	-0.00084678	0.109738	0.0968247	0.0961938	0.100516	0.183039	0.152332	0.152459	0.169267	0.168518	0.167658	0.171893	0.9858361	-2.334853	-1.480479	0.264946	0.840142	12.6598	4.54124	0.0237733	1.9712	1.61228	0.348832	1.21809	0.131573	1.72315	0.281064	0.49225	1.10968	31.438	14.0769	0.248443	3.23089	0.227529	0.226413	0.211235	0.212928	0.218228	0.208158	0.14135	0.0837957	0.0837247	0.0934356	0.8731638
8770	-1572.626	-1566.582	-6.043833	0.741394	-0.039076	-0.0146529	0.00122514	-0.00940469	-0.0502268	-0.228715	-0.0686339	0.191316	0.0236966	-0.00883855	-0.0696965	-0.000562076	-0.0316278	0.000971767	-0.0273901	-0.00654043	-0.0199911	0.0908585	0.190699	0.183391	0.180724	0.180945	0.179251	0.17047	0.135619	0.126623	0.15332	1.138727	-2.398452	-1.456825	7.0162	1.3303	0.311335	0.113208	0.286172	2.95642	1.94879	0.997112	4.69209	3.29833	2.01674	1.95494	0.0206911	2.57844	0.40827	1.80655	1.1757	1.12787	0.232975	0.238561	0.236462	0.220543	0.220419	0.213557	0.213764	0.207989	0.206633	0.202543	0.30433
8780	-1580.392	-1564.959	-15.43268	1.11754	0.00360364	0.208053	-0.00542824	0.217712	-0.510338	0.297698	-0.0114685	0.00684322	0.0228311	-0.0299351	-0.00773329	0.0231371	0.000344295	0.0685125	0.0102199	0.0046903	0.00157752	0.0528172	0.16148	0.162063	0.199544	0.198464	0.246736	0.148114	0.199473	0.197198	0.198552	1.447053	-2.940918	-1.477402	8.78839	0.0555375	2.25728	0.50763	5.35481	5.75305	4.96964	0.977359	0.0964574	0.458078	1.91316	2.5158	2.78868	1.16777	1.76302	0.445965	0.982021	1.02071	0.22823	0.233501	0.226614	0.224869	0.230132	0.230211	0.246537	0.249069	0.25024	0.250635	0.5197402
8790	-1576.291	-1569.302	-6.989109	0.100471	0.0810402	0.697546	-0.0274176	0.314751	0.081653	0.00693039	0.0107667	1.21613	-0.0147171	-0.326683	-0.000395967	-0.00774844	-0.0693414	0.0142259	0.0046143	-0.0704301	0.00591047	0.0533221	0.0589578	0.0639347	0.128433	0.12496	0.171184	0.185749	0.18704	0.189065	0.637928	5.424352	-2.931404	-1.468905	0.526969	0.492254	3.72389	0.611625	0.626674	0.912293	0.0371566	0.262682	6.44137	0.229332	7.33778	0.0307348	0.159984	1.78897	0.331999	0.226	1.17336	0.431373	0.230177	0.226815	0.163604	0.163539	0.162277	0.151406	0.153575	0.154285	0.143793	0.144645	1.247561
8800	-1588.72	-1572.524	-16.19604	0.0823836	0.0985865	0.0516414	0.0927348	-0.378465	0.0273753	-0.0834947	-0.38991	0.119672	-0.000353744	-0.00117622	-0.0299954	-0.0341564	-0.0513836	-0.695541	0.0161376	-0.00416922	0.0942701	0.0760791	0.0826122	0.0911716	0.0960036	0.105332	0.0721433	0.0741455	0.0682062	0.0461836	0.0520548	8.619615	-2.575981	-1.448342	0.910818	0.194112	0.194378	0.250824	0.879241	0.0604667	0.68936	0.619173	0.981522	0.0691564	0.259637	0.723167	1.87357	0.508878	65.8828	0.472161	0.420669	1.58698	0.23496	0.234877	0.2346	0.227668	0.220023	0.209003	0.104252	0.105948	0.105507	0.115937	1.695678
8810	-1573.103	-1567.472	-5.6313	0.143562	0.0276984	0.00348856	0.0235449	0.0826307	0.0295891	0.0405739	0.0301195	-0.00503281	-0.0172993	-0.0340741	-0.0475592	-0.0336965	0.0116281	-0.00549434	-0.0027328	-0.0545062	0.00807366	0.166065	0.191702	0.197086	0.197775	0.202487	0.219929	0.226534	0.235914	0.243128	0.241907	1.138581	-1.795375	-1.234132	3.47849	0.300096	0.108188	0.984886	2.24425	0.592923	0.47446	0.364817	0.198226	9.45409	2.7668	5.67916	13.0088	0.45418	0.668097	0.14377	10.5738	0.911279	0.291087	0.286095	0.276511	0.263668	0.254931	0.257913	0.2565	0.2558	0.24223	0.244194	0.2290757
8820	-1582.44	-1567.682	-14.75823	-0.00421334	0.428768	0.0128197	-0.311214	0.0506577	-0.000650658	0.0463766	-0.000631138	-0.0830269	-0.207398	-0.133537	0.0699603	-0.0426358	-0.125274	0.0339616	0.0117688	-0.443346	0.00651559	0.0688319	0.0685425	0.105238	0.106596	0.0780873	0.0821449	0.0820915	0.0859883	0.085934	0.0790874	0.8857196	-2.676088	-1.502691	1.33413	7.87561	0.452817	3.41933	1.17647	0.236874	2.71958	0.0145504	1.035	4.08632	1.4016	0.672417	0.412104	2.31962	0.268208	0.731983	5.11362	0.414762	0.222531	0.18085	0.158243	0.16971	0.162626	0.143478	0.148434	0.150191	0.0964056	0.0970358	2.043658
8830	-1552.44	-1568.511	16.07112	0.178087	-0.00465653	0.00462032	-0.000439703	-0.00188171	0.0154738	-0.00208782	0.016412	0.0111061	-0.00510108	-0.0398996	-0.107528	0.00805225	-0.0223614	0.0125048	0.0193979	0.00433524	-0.036141	0.121608	0.145313	0.144638	0.145308	0.145244	0.144971	0.147232	0.146925	0.149356	0.151024	0.3555754	-2.10695	-1.421433	26.2355	0.152068	0.848466	0.0217758	0.317271	1.17222	1.14797	1.70849	1.25643	0.0975144	1.01794	0.997782	0.0505361	1.18073	0.275385	0.738288	0.462207	0.542225	0.241368	0.24014	0.230747	0.207222	0.208898	0.204278	0.206849	0.210901	0.211817	0.204298	1.589
8840	-1577.112	-1568.208	-8.904075	0.00119119	0.0105033	-0.0062205	0.0136778	0.142857	0.000820533	-0.0139577	0.0270114	0.00497026	-0.0150425	-0.0344014	-0.0705003	-0.0676848	-0.0661011	0.0147895	-0.0415086	0.0192134	-0.00454111	0.181214	0.18143	0.183345	0.182208	0.184718	0.213084	0.213259	0.210303	0.216061	0.217137	0.2327805	-1.708078	-1.257366	1.47076	1.47544	0.38524	0.708383	6.85694	0.860471	2.09515	4.6885	0.428555	12.1362	3.14168	1.99755	4.05924	2.63744	1.52557	2.61707	1.32967	0.398193	0.284402	0.280156	0.270682	0.252256	0.235747	0.220668	0.223956	0.21485	0.219018	0.218026	0.7827555
8850	-1556.889	-1572.799	15.90983	0.00942023	0.00175576	0.000885791	-0.00380266	0.0457089	0.00163552	0.00479757	0.015624	-0.00438102	0.00672053	-0.000171434	0.000958454	0.0412513	-0.00782343	0.0101607	0.00468228	-5.47928e-05	0.000816506	0.207393	0.209356	0.209724	0.20991	0.209113	0.218893	0.219252	0.220306	0.223775	0.222797	0.2362589	-1.573139	-1.20085	1.94288	10.2106	0.247739	0.616216	3.2449	0.147332	2.81793	14.947	0.597484	3.40001	0.430932	0.352285	15.2938	7.33532	5.94672	3.27569	0.215469	0.30553	0.300938	0.302968	0.302916	0.303206	0.315975	0.313513	0.316715	0.318201	0.318184	0.318444	0.03933318
8860	-1550.514	-1566.93	16.41514	-0.0186642	-0.0655273	0.416208	0.0136756	0.088349	-0.00481439	0.00170871	0.00115793	-0.023465	0.00241381	-0.187944	0.019131	0.00235485	-7.23818e-05	0.0138879	-0.0059508	-0.0251319	-0.0168796	0.123681	0.121394	0.113694	0.172383	0.174757	0.190899	0.189982	0.190307	0.190528	0.186109	1.166754	-2.090052	-1.378115	0.321561	2.36441	6.3244	0.663075	1.09723	0.0821865	0.0966195	0.0556886	0.80657	0.794985	5.88934	1.7493	0.466804	0.0223449	0.897344	0.671485	1.76891	0.558972	0.252053	0.252662	0.209372	0.213416	0.213919	0.213903	0.216895	0.215608	0.210257	0.206737	0.3813765
8870	-1607.174	-1568.878	-38.29562	0.0298694	0.139076	0.0483027	0.0429035	-0.0384054	0.0166026	0.190936	-0.0505008	-0.105516	-0.0593496	-0.0683361	-0.0986113	-0.236593	0.45843	0.0260398	0.097985	-0.076765	-0.330805	0.1584	0.163203	0.187555	0.196837	0.205465	0.197724	0.201034	0.243328	0.231345	0.208178	3.7786	-1.842629	-1.225611	0.879926	5.74386	1.39908	0.127617	0.749009	0.381077	2.30146	3.37865	11.0706	0.245999	0.306746	0.814261	1.0861	0.644597	2.3516	0.506325	0.873902	1.11967	0.293578	0.276661	0.258387	0.234123	0.184796	0.292272	0.299983	0.330865	0.306416	0.220113	5.633389
8880	-1599.527	-1567.824	-31.70262	0.580105	0.0064316	0.204214	0.202682	-0.374716	-0.143123	-0.00263491	0.700641	0.183832	-0.0956547	-0.0390595	-0.453999	-0.375094	0.00282123	0.00496875	0.100114	0.187595	0.0354668	0.0452329	0.0807962	0.0813175	0.0997409	0.122151	0.0839769	0.0727783	0.0725868	0.146266	0.175784	4.620642	-3.09593	-1.413647	3.33219	0.7832	2.08299	1.1359	1.21122	1.02464	0.2481	6.92659	1.7825	0.908428	0.936553	7.08792	3.75645	0.103856	0.295035	1.02773	2.15989	0.699991	0.243255	0.221064	0.212596	0.135016	0.0927865	0.0930486	0.0935121	0.103359	0.124686	0.129188	1.734651
8890	-1605.813	-1567.507	-38.30635	0.525561	0.476926	-0.00642872	0.266897	0.69102	-1.95204	-0.202786	0.621062	-1.08283	0.0583413	-0.0359428	0.0120432	0.00377498	-0.0325886	-0.0493146	-0.00284484	-0.0673668	-0.0154019	0.0861291	0.145679	0.234706	0.233202	0.30454	0.607786	0.0862957	0.0704564	0.131112	0.0443993	4.181523	-2.451908	-1.351568	3.83936	3.38471	0.877495	3.19918	18.0423	6.75991	1.85196	3.15468	8.58726	0.858951	0.505742	0.460144	0.104762	0.919635	1.5188	0.463582	0.788876	0.976181	0.258834	0.274384	0.264697	0.267904	0.268917	0.260295	0.24777	0.247066	0.23097	0.22744	0.9873537
8900	-1591.733	-1566.833	-24.8997	0.761697	0.159573	-0.325851	0.198881	0.490387	0.208	-0.247206	-7.79274	-1.11036	0.00146355	0.000826645	0.0532967	-0.0436962	0.00116047	-0.00515215	0.0099588	-0.00535046	0.000715497	0.0705679	0.15115	0.1773	0.127995	0.156159	0.254999	0.313958	0.245195	0.000101198	3.33386e-05	6.876708	-2.65118	-1.431181	1.15705	0.841387	1.22535	0.794575	1.21495	1.09668	0.667378	31.0875	7.06494	2.13202	0.49613	15.6185	7.58934	0.345931	0.856606	1.31798	0.775379	0.629331	0.239027	0.239377	0.239575	0.25269	0.241886	0.242167	0.240922	0.243333	0.242035	0.242208	0.09180409
8910	-1594.421	-1568.589	-25.832	0.16475	-0.00807657	0.0112226	0.520859	0.0183473	0.403363	-0.948819	-0.513197	-0.0348749	0.0077745	-0.0153531	0.000602641	0.00196232	-0.00269519	0.000879286	0.00111625	-0.0112859	-0.0194837	0.150389	0.177323	0.175897	0.177882	0.29946	0.305005	0.456546	0.176774	0.105813	0.102186	5.283445	-1.89453	-1.357212	0.368874	0.494556	0.680891	1.09623	0.556424	1.35663	13.2613	8.07836	0.964105	1.48755	8.80722	5.46854	0.260239	0.473988	4.28518	2.14632	4.36655	3.82586	0.257377	0.259386	0.255434	0.255588	0.25609	0.255401	0.255626	0.255911	0.253039	0.248157	0.1630415
8920	-1546.942	-1570.085	23.1436	-0.0563391	-0.00123173	0.808983	0.000970578	-0.016727	0.030088	0.000259092	6.38865e-05	-0.0417498	-0.0132702	-0.00239545	0.000572881	0.0028264	0.00226123	-0.0025391	0.0037433	-0.000163286	-0.00151832	0.0930902	0.0879905	0.0878822	0.19735	0.197542	0.194265	0.200199	0.200251	0.200264	0.192075	0.5443312	-2.374187	-1.395552	1.50928	0.101247	40.0108	1.09529	1.89733	1.62052	0.00799397	0.0166258	2.56248	4.25526	0.475583	0.847619	0.444941	3.41998	0.905325	1.29667	0.306495	0.947976	0.247696	0.244431	0.243846	0.243986	0.244677	0.24523	0.244609	0.245526	0.245486	0.245113	0.1868365
8930	-1553.9	-1566.783	12.88303	1.03576	-0.0305871	0.00646483	0.0296878	0.0153756	-0.00667132	-0.170611	-0.000957861	-0.0109683	-0.00134618	-0.0031459	-0.00203357	-0.06953	-0.0316432	-0.0431555	0.0148591	-0.00167831	0.000295381	0.0709926	0.200004	0.193979	0.195237	0.20112	0.204236	0.202878	0.171056	0.170893	0.169029	1.100935	-2.645179	-1.302226	46.5913	0.843504	0.157278	0.961804	0.345389	0.520233	1.1295	0.0226701	0.177511	0.0924287	0.303353	0.192702	4.18477	2.85134	2.30744	0.356025	0.210655	0.00512328	0.271926	0.27156	0.270707	0.270157	0.252011	0.244162	0.233849	0.23735	0.236952	0.237022	0.5205794
8940	-1590.985	-1570.748	-20.23672	-0.0823814	0.248164	-0.111425	0.00610815	0.294001	0.0494203	0.0665023	0.0350079	0.0466394	-0.00367085	-0.0292543	0.0648478	-0.503167	0.0606018	-0.0744616	0.0340313	-0.214009	-0.0175967	0.112738	0.103823	0.133066	0.119036	0.119765	0.160699	0.16884	0.18045	0.186879	0.195802	1.533738	-2.18269	-1.321074	1.35539	4.34661	1.06762	0.0828948	3.43621	1.58427	1.13333	0.258677	0.597394	0.371608	0.886687	2.39204	10.7756	0.588132	0.84072	0.503945	5.44168	0.793265	0.266849	0.265871	0.258206	0.275505	0.166574	0.17698	0.164281	0.169968	0.137222	0.134828	1.977151
8950	-1573.64	-1567.428	-6.212255	0.476757	0.179363	0.254811	3.7306e-05	0.0104346	-0.0334774	-0.733263	0.0385341	0.0353343	-0.00876059	-0.0152607	-0.000234697	-0.0380644	-0.0265057	-0.0794474	-0.00338503	-0.0100682	0.0133996	0.0720147	0.116004	0.138794	0.179074	0.179081	0.180959	0.175002	0.08406	0.0873624	0.0905045	3.929008	-2.630886	-1.56274	2.81263	1.63901	2.6317	0.021964	0.0444551	0.200362	2.46847	0.382552	0.363576	0.115906	1.15216	0.0928905	10.2248	1.97203	1.94148	0.42309	0.727434	0.185597	0.209561	0.207733	0.204587	0.204539	0.1969	0.191749	0.177105	0.176506	0.174738	0.177095	1.285123
8960	-1566.386	-1569.811	3.424154	0.0319421	0.00045304	0.744471	0.100788	-0.00758115	-0.00185112	-0.0257927	-4.43248e-05	0.0196582	0.0086315	0.0045371	0.12361	-0.0281641	-0.0664963	0.000852289	-0.0303684	0.0757002	0.00145993	0.084116	0.0868462	0.0868855	0.182922	0.20232	0.200792	0.200421	0.195317	0.195309	0.199186	0.6720959	-2.475559	-1.518937	1.49828	0.0226507	49.9716	7.36246	0.257859	0.604893	2.04401	0.0151338	0.816156	0.242471	0.85335	1.87191	2.23703	6.07642	0.0474349	2.28432	2.59449	0.0517011	0.218944	0.220842	0.221847	0.251036	0.244064	0.228363	0.228558	0.221721	0.239157	0.239506	0.6613514
8970	-1578.227	-1567.764	-10.46281	0.0585188	0.434121	0.0284511	0.0103669	0.059104	-0.0362341	-0.185977	-0.106996	-0.155243	0.00248348	0.00453455	-0.0385443	-0.000883985	-0.0215169	-0.00191671	0.000821937	-0.166879	0.0336686	0.0993793	0.105368	0.162647	0.167341	0.169085	0.17938	0.172997	0.143638	0.129063	0.110505	1.560524	-2.308812	-1.432584	1.78643	3.45862	0.172932	0.205912	0.944815	2.08742	9.28007	2.62997	2.37812	0.163124	0.588745	1.48386	0.524546	0.443878	0.868537	1.56582	3.01695	0.978975	0.238691	0.239285	0.240372	0.231284	0.231079	0.22616	0.225727	0.225913	0.19119	0.197737	0.6712054
8980	-1572.978	-1567.002	-5.975558	0.374761	-0.0140248	0.838346	-0.139368	-0.0356516	-0.448367	0.0403852	-0.0198665	1.05393	0.0265782	-0.0160437	-0.00608939	-0.0302951	0.0111847	-0.00104653	0.00579418	-0.0382194	0.0420287	0.0894685	0.130145	0.128332	0.296774	0.258166	0.249124	0.159108	0.165665	0.162406	0.465928	4.198635	-2.413869	-1.434647	3.02648	0.140475	4.08301	1.89858	0.250658	2.27085	0.314128	0.139171	3.6507	1.17052	0.70007	0.212859	1.01113	0.156417	0.0570746	0.36644	1.66676	1.68165	0.238199	0.244615	0.240722	0.239261	0.232121	0.234732	0.234486	0.235849	0.227005	0.236749	0.6144439
8990	-1605.218	-1568.314	-36.9032	0.588245	0.44009	-0.0514792	0.7067	0.183899	0.00535763	-0.0502891	0.42112	-0.0629897	0.0106359	-0.0375538	0.077689	-0.149176	0.014338	-0.0694289	0.361686	0.247955	-0.0443655	0.0345429	0.0622058	0.0965961	0.0917492	0.186002	0.223555	0.224756	0.213733	0.325657	0.305777	2.522744	-3.365552	-1.612334	2.28769	2.19441	0.451232	6.27828	1.06464	0.60944	2.47624	2.59797	1.46132	0.231086	1.53781	1.33012	3.01739	0.174972	0.514036	8.28453	2.26901	2.83467	0.199422	0.201554	0.194125	0.209808	0.180732	0.183342	0.171045	0.245577	0.314683	0.301027	1.490826
9000	-1595.167	-1566.815	-28.35143	1.69603	-0.0410531	-0.00635108	-0.153562	0.00808061	-0.0669148	0.0175701	0.407326	-0.113629	-0.120994	-0.0735804	0.0101333	0.0648354	-0.00954456	-0.0790483	-0.00352014	-0.378819	-0.0136815	0.0318635	0.173728	0.16674	0.165685	0.142099	0.143252	0.13398	0.136355	0.204913	0.182903	4.260621	-3.446294	-1.393626	4.59832	0.70709	1.03336	1.50618	0.102835	0.210022	0.379878	1.90267	1.34523	5.81014	1.90077	1.26012	1.82075	0.652001	1.12231	0.171659	5.17815	6.70298	0.248174	0.219892	0.204293	0.206373	0.220197	0.218105	0.201528	0.20082	0.137495	0.135627	1.423276
9010	-1591.359	-1566.012	-25.34788	2.01107	0.00821011	0.00226388	0.000782382	-0.00808626	-0.0831852	-0.155695	-0.0670778	0.644161	0.00663706	-0.0177503	-0.0030696	-0.00505948	0.0213052	0.0236236	-0.0349777	0.144858	-0.0210766	0.0284835	0.212809	0.214564	0.21505	0.215218	0.213485	0.196445	0.168121	0.157214	0.299397	1.236067	-3.55843	-1.474059	22.3684	0.485762	0.199257	0.0684796	3.4602	4.87974	6.40585	3.77013	9.61041	0.538553	1.59394	0.82723	1.84049	4.43457	1.27394	1.81993	12.4783	1.00139	0.228994	0.230519	0.226463	0.225769	0.22463	0.229467	0.234952	0.226876	0.262241	0.256771	0.4707659
9020	-1562.962	-1567.463	4.500188	0.815009	0.000338906	-0.111617	0.0021286	0.153727	0.24444	-0.439751	0.178457	0.111168	-0.00606807	0.00025077	0.0123206	0.0557368	0.00338897	-0.000122893	0.030335	0.00811486	-0.0124161	0.0917396	0.207258	0.207328	0.185431	0.185827	0.216706	0.276713	0.178258	0.213084	0.238139	5.499122	-2.388801	-1.314292	2.46911	0.00199369	2.20526	0.882238	1.22623	1.19504	1.8032	0.950629	0.883216	0.519032	0.0363934	1.26771	1.59525	0.139634	0.0410577	1.34838	0.212569	0.772987	0.268664	0.267039	0.267106	0.270417	0.285917	0.286888	0.286853	0.295688	0.298097	0.294419	0.3521913
