Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	n_events	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]
1990	-4772.794	-4667.473	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8521	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2000	-4772.794	-4667.473	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8521	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2010	-4773.74	-4668.42	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2020	-4773.74	-4668.42	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2030	-4773.74	-4668.42	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2040	-4773.74	-4668.42	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2050	-4773.74	-4668.42	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2060	-4773.656	-4668.336	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2070	-4773.656	-4668.336	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0313	10.8186	26.853	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
2080	-4774.402	-4669.081	-105.3204	71.0527	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9266	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2090	-4774.402	-4669.081	-105.3204	71.0527	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9266	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2100	-4774.402	-4669.081	-105.3204	71.0527	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9266	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2110	-4774.402	-4669.081	-105.3204	71.0527	58.5181	13.7977	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9266	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2120	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2130	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2140	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2150	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2160	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2170	-4773.779	-4668.459	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.378	86.6284	71.9487
2180	-4773.397	-4668.077	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2190	-4773.397	-4668.077	-105.3204	71.0527	58.4903	13.7953	13.7883	14.1974	15.2373	53.958	82.5935	28.5819	42.9506	15.0289	10.8186	26.853	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2200	-4777.291	-4671.971	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.5819	42.9506	15.0287	10.8149	26.8554	55.9283	63.3158	7	72.3637	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2210	-4774.005	-4668.685	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0287	10.8149	26.8554	55.9283	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2220	-4774.005	-4668.685	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0287	10.8149	26.8554	55.9283	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2230	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2240	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2250	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2260	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2270	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2280	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2290	-4775.084	-4669.764	-105.3204	71.0527	58.4903	13.7953	13.7883	14.2023	15.2373	53.958	82.5935	28.58	42.9506	15.0276	10.8149	26.8554	55.9252	63.3135	7	72.3523	13.5645	4.26492	15.0613	34.8805	75.378	86.6284	71.9487
2300	-4775.175	-4669.855	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944	28.58	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26454	15.0613	34.8805	75.378	86.6284	71.9487
2310	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944	28.5814	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2320	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944	28.5814	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2330	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944	28.5814	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2340	-4774.105	-4668.785	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944	28.5794	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2350	-4774.105	-4668.785	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944	28.5794	42.9467	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2360	-4774.53	-4669.21	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944	28.5794	42.9461	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2370	-4774.53	-4669.21	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944	28.5794	42.9461	15.0283	10.8149	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6284	71.9487
2380	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2390	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2400	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2410	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2420	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2430	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.9315	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2440	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.931	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2450	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.931	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2460	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.931	63.3193	7	72.3782	13.5645	4.26395	15.0613	34.8805	75.378	86.6439	71.9487
2470	-4775.367	-4670.047	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.931	63.3193	7	72.3782	13.5637	4.26395	15.0613	34.8789	75.378	86.6439	71.9487
2480	-4773.804	-4668.484	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2027	15.2406	53.9562	82.5944	28.5794	42.9461	15.0283	10.8138	26.8554	55.931	63.3193	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.378	86.6439	71.9487
2490	-4776.226	-4670.905	-105.3204	71.0493	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5794	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3694	86.6439	71.9487
2500	-4776.226	-4670.905	-105.3204	71.0493	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5794	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3694	86.6439	71.9487
2510	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2520	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2530	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2540	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2550	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2560	-4773.218	-4667.898	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3192	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2570	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2580	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2590	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2600	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2610	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2620	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2630	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2640	-4774.789	-4669.469	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26395	15.0628	34.8789	75.3759	86.6439	71.9487
2650	-4774.359	-4669.039	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.318	7	72.3782	13.5637	4.26393	15.0628	34.8789	75.3759	86.6439	71.9487
2660	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2670	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2680	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2690	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2700	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2710	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2720	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.931	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2730	-4774.062	-4668.742	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2740	-4774.062	-4668.742	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5801	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2750	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2760	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2770	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2780	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2790	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.5795	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2800	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2810	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0285	10.8135	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2820	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2830	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2840	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2850	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0282	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6439	71.9487
2860	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2870	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2880	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2890	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2900	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2910	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2920	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2930	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2940	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2950	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2960	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2970	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2980	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
2990	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944	28.579	42.9461	15.0284	10.8134	26.8554	55.9304	63.3181	7	72.3782	13.564	4.26372	15.0628	34.8789	75.3759	86.6454	71.9487
