Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	n_events	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]
980	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
990	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1000	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1010	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1020	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1030	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1040	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1050	-4808.343	-4703.022	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	55.3895	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.9973	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1060	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1070	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1080	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1090	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1100	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1110	-4795.188	-4689.868	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.6929	75.6142	86.6284	70.6666
1120	-4788.093	-4682.772	-105.3204	70.875	58.4601	13.7154	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0832	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.8976	75.6142	86.6284	70.6666
1130	-4784.992	-4679.672	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.31449	15.0746	34.8976	75.6142	86.6284	70.6666
1140	-4784.56	-4679.24	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	70.6666
1150	-4784.56	-4679.24	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	70.6666
1160	-4784.56	-4679.24	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	70.6666
1170	-4784.579	-4679.258	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1180	-4784.579	-4679.258	-105.3204	70.875	58.4601	13.8283	13.8862	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.863	26.8548	55.817	63.5563	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1190	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1200	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1210	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1220	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1230	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1240	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1250	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1260	-4783.211	-4677.89	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0478	10.8551	26.8548	55.817	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1270	-4785.521	-4680.2	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0153	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1280	-4785.521	-4680.2	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0153	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1290	-4785.521	-4680.2	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0153	63.1886	7	72.3637	13.5673	4.30075	15.0746	34.8805	75.6142	86.6284	71.9487
1300	-4784.205	-4678.885	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0225	63.3424	7	72.3637	13.5673	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1310	-4784.205	-4678.885	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0225	63.3424	7	72.3637	13.5673	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1320	-4784.205	-4678.885	-105.3204	70.875	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0225	63.3424	7	72.3637	13.5673	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1330	-4783.699	-4678.379	-105.3204	71.0617	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8551	26.8548	56.0225	63.3424	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1340	-4783.578	-4678.258	-105.3204	71.0617	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8176	26.8548	56.0225	63.3424	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1350	-4782.132	-4676.811	-105.3204	71.0617	58.4601	13.8283	13.8976	14.1446	15.1903	54.3028	82.9362	28.6026	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1360	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1370	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1380	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1390	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1400	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1410	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1420	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1430	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1440	-4779.35	-4674.03	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0527	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1450	-4780.556	-4675.235	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1460	-4780.556	-4675.235	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1470	-4780.556	-4675.235	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5595	4.28553	15.0746	34.8805	75.6142	86.6284	71.9487
1480	-4779.868	-4674.548	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.1903	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5645	4.28011	15.0746	34.8805	75.532	86.6284	71.9487
1490	-4777.716	-4672.395	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.2255	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.3461	7	72.3637	13.5645	4.28011	15.0746	34.8805	75.532	86.6284	71.9487
1500	-4778.062	-4672.742	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.2255	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.312	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1510	-4778.062	-4672.742	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.2255	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.312	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1520	-4778.062	-4672.742	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.2255	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.312	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1530	-4778.062	-4672.742	-105.3204	71.0617	58.4601	13.7977	13.8689	14.1885	15.2255	54.3028	82.9362	28.5717	42.9549	15.0584	10.8176	26.8548	56.0225	63.312	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1540	-4777.786	-4672.466	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9891	15.0584	10.8176	26.8548	56.0225	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1550	-4776.865	-4671.544	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9891	15.0584	10.8176	26.8548	56.0011	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1560	-4776.865	-4671.544	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9891	15.0584	10.8176	26.8548	56.0011	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1570	-4776.865	-4671.544	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9891	15.0584	10.8176	26.8548	56.0011	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1580	-4776.196	-4670.876	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9884	15.0584	10.8176	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1590	-4776.196	-4670.876	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.9362	28.5717	42.9884	15.0584	10.8176	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1600	-4774.682	-4669.361	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8176	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.056	34.8805	75.532	86.6284	71.9487
1610	-4775.439	-4670.119	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1620	-4775.439	-4670.119	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1630	-4775.439	-4670.119	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1640	-4775.439	-4670.119	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1650	-4775.439	-4670.119	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2235	53.9635	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9163	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1660	-4774.399	-4669.078	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1670	-4774.399	-4669.078	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1680	-4774.399	-4669.078	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1690	-4774.399	-4669.078	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9884	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1700	-4775.703	-4670.382	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9506	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1710	-4775.703	-4670.382	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5717	42.9506	15.0313	10.8263	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.532	86.6284	71.9487
1720	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1730	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1740	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1750	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1760	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1770	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1780	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1790	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1800	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1810	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1820	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1830	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1840	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1850	-4773.579	-4668.259	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.6314	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1860	-4773.645	-4668.324	-105.3204	71.0617	58.4601	13.7977	13.7883	14.1885	15.2407	53.9292	82.5935	28.5819	42.9506	15.0313	10.8186	26.8548	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1870	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1880	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1890	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1900	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1910	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1920	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1930	-4772.994	-4667.673	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1885	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1940	-4773.039	-4667.719	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1950	-4773.039	-4667.719	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1960	-4773.039	-4667.719	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1970	-4773.039	-4667.719	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8484	55.9266	63.306	7	72.3637	13.5645	4.26906	15.0577	34.8805	75.3999	86.6284	71.9487
1980	-4772.794	-4667.473	-105.3204	71.0617	58.5181	13.7977	13.7883	14.1974	15.2407	53.9356	82.5935	28.5819	42.9506	15.0313	10.8186	26.8521	55.9266	63.306	7	72.3637	13.5645	4.26492	15.0577	34.8805	75.3999	86.6284	71.9487
