Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]
4610	-4773.08	-4667.76	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4620	-4773.507	-4668.187	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4630	-4773.507	-4668.187	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4640	-4773.507	-4668.187	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4650	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4660	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4670	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4680	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4690	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4700	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4710	-4774.96	-4669.64	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4720	-4775.245	-4669.925	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4730	-4775.245	-4669.925	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4740	-4773.057	-4667.737	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4750	-4775.218	-4669.898	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4760	-4775.218	-4669.898	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4770	-4773.717	-4668.396	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4780	-4773.717	-4668.396	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4790	-4774.776	-4669.456	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4800	-4774.776	-4669.456	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4810	-4774.776	-4669.456	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4820	-4774.776	-4669.456	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4830	-4773.084	-4667.764	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4840	-4773.084	-4667.764	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4850	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4860	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4870	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4880	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4890	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4900	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4910	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4920	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4930	-4773.996	-4668.676	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4940	-4773.05	-4667.73	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4950	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4960	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4970	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4980	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4990	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
5000	-4773.352	-4668.032	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
