Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]
2300	-4775.175	-4669.855	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944
2310	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944
2320	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944
2330	-4773.327	-4668.006	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.958	82.5944
2340	-4774.105	-4668.785	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944
2350	-4774.105	-4668.785	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944
2360	-4774.53	-4669.21	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944
2370	-4774.53	-4669.21	-105.3204	71.0527	58.4903	13.7953	13.786	14.2031	15.2388	53.9562	82.5944
2380	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944
2390	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944
2400	-4778.337	-4673.017	-105.3204	71.0527	58.5014	13.7953	13.786	14.2031	15.2406	53.9562	82.5944
2410	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2420	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2430	-4773.794	-4668.474	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2440	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2450	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2460	-4774.632	-4669.311	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2470	-4775.367	-4670.047	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2031	15.2406	53.9562	82.5944
2480	-4773.804	-4668.484	-105.3204	71.0527	58.5014	13.7953	13.7849	14.2027	15.2406	53.9562	82.5944
2490	-4776.226	-4670.905	-105.3204	71.0493	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2500	-4776.226	-4670.905	-105.3204	71.0493	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2510	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2520	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2530	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2540	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2550	-4773.448	-4668.128	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2027	15.2417	53.9562	82.5944
2560	-4773.218	-4667.898	-105.3204	71.0545	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2570	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2580	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2590	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2600	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2610	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2620	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2630	-4773.257	-4667.936	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2041	15.2417	53.9562	82.5944
2640	-4774.789	-4669.469	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2650	-4774.359	-4669.039	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2660	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2670	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2680	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2690	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2700	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2710	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2720	-4773.236	-4667.916	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2730	-4774.062	-4668.742	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2740	-4774.062	-4668.742	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2750	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2760	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2770	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2780	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2790	-4773.178	-4667.858	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2800	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2810	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7849	14.2035	15.2422	53.9562	82.5944
2820	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2830	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2840	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2850	-4773.051	-4667.731	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2860	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2870	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2880	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2890	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2900	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2910	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2920	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2930	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2940	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2950	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2960	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2970	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2980	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
2990	-4773.09	-4667.769	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
3000	-4773.206	-4667.885	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2422	53.9562	82.5944
3010	-4773.22	-4667.9	-105.3204	71.0631	58.5014	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3020	-4774.246	-4668.926	-105.3204	71.0631	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3030	-4774.246	-4668.926	-105.3204	71.0631	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3040	-4773.025	-4667.704	-105.3204	71.064	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3050	-4773.025	-4667.704	-105.3204	71.064	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3060	-4773.025	-4667.704	-105.3204	71.064	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3070	-4773.025	-4667.704	-105.3204	71.064	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3080	-4773.025	-4667.704	-105.3204	71.064	58.5015	13.7949	13.7846	14.2035	15.2421	53.9562	82.5944
3090	-4773.03	-4667.709	-105.3204	71.064	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3100	-4773.03	-4667.709	-105.3204	71.064	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3110	-4773.03	-4667.709	-105.3204	71.064	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3120	-4773.03	-4667.709	-105.3204	71.064	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3130	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3140	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3150	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3160	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3170	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3180	-4773.139	-4667.819	-105.3204	71.0647	58.5015	13.7949	13.7847	14.2035	15.2421	53.9562	82.5944
3190	-4774.384	-4669.064	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3200	-4774.384	-4669.064	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3210	-4774.384	-4669.064	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3220	-4774.384	-4669.064	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3230	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3240	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3250	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3260	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3270	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3280	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3290	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3300	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3310	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3320	-4773.16	-4667.84	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3330	-4773.21	-4667.89	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3340	-4773.21	-4667.89	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3350	-4773.21	-4667.89	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.5944
3360	-4773.296	-4667.976	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3370	-4773.296	-4667.976	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3380	-4773.296	-4667.976	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3390	-4773.296	-4667.976	-105.3204	71.0647	58.5017	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3400	-4773.361	-4668.041	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3410	-4773.361	-4668.041	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3420	-4773.361	-4668.041	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3430	-4773.361	-4668.041	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3440	-4773.361	-4668.041	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3450	-4774.084	-4668.763	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3460	-4774.084	-4668.763	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3470	-4774.084	-4668.763	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9563	82.594
3480	-4773.098	-4667.778	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3490	-4773.098	-4667.778	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3500	-4773.098	-4667.778	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3510	-4773.098	-4667.778	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3520	-4773.098	-4667.778	-105.3204	71.0647	58.5018	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3530	-4773.053	-4667.733	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3540	-4773.285	-4667.965	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3550	-4773.47	-4668.15	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3560	-4773.47	-4668.15	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3570	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3580	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3590	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3600	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3610	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3620	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3630	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3640	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3650	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3660	-4774.656	-4669.336	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3670	-4773.315	-4667.994	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3680	-4773.315	-4667.994	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3690	-4775.304	-4669.984	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3700	-4775.304	-4669.984	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3710	-4775.304	-4669.984	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3720	-4775.304	-4669.984	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3730	-4773.667	-4668.347	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3740	-4773.667	-4668.347	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3750	-4773.345	-4668.025	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3760	-4773.345	-4668.025	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3770	-4773.345	-4668.025	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.594
3780	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3790	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3800	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3810	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3820	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3830	-4773.22	-4667.9	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3840	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3850	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3860	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3870	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3880	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3890	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3900	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3910	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3920	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3930	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3940	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3950	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3960	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3970	-4773.493	-4668.173	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5941
3980	-4773.236	-4667.916	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
3990	-4773.236	-4667.916	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4000	-4773.517	-4668.197	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4010	-4773.406	-4668.086	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4020	-4773.406	-4668.086	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4030	-4773.406	-4668.086	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4040	-4773.406	-4668.086	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4050	-4773.381	-4668.06	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4060	-4773.381	-4668.06	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4070	-4773.81	-4668.49	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4080	-4774.863	-4669.543	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4090	-4774.863	-4669.543	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4100	-4773.459	-4668.139	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4110	-4775.481	-4670.161	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4120	-4776.972	-4671.652	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4130	-4776.972	-4671.652	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4140	-4776.972	-4671.652	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4150	-4776.972	-4671.652	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4160	-4778.018	-4672.697	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4170	-4778.018	-4672.697	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4180	-4778.018	-4672.697	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4190	-4778.018	-4672.697	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4200	-4778.018	-4672.697	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4210	-4773.359	-4668.039	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4220	-4773.359	-4668.039	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4230	-4775.758	-4670.437	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4240	-4775.758	-4670.437	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4250	-4773.589	-4668.269	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4260	-4773.589	-4668.269	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4270	-4775.718	-4670.398	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4280	-4775.718	-4670.398	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4290	-4775.729	-4670.409	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4300	-4775.729	-4670.409	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4310	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4320	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4330	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4340	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4350	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4360	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4370	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4380	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4390	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4400	-4773.364	-4668.043	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4410	-4774.232	-4668.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4420	-4774.232	-4668.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4430	-4774.232	-4668.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4440	-4774.969	-4669.649	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4450	-4774.969	-4669.649	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4460	-4774.969	-4669.649	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4470	-4774.969	-4669.649	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4480	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4490	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4500	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4510	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4520	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4530	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4540	-4773.152	-4667.832	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4550	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4560	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4570	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4580	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4590	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
4600	-4773.232	-4667.912	-105.3204	71.0647	58.5019	13.795	13.7847	14.2035	15.2421	53.9562	82.5942
